Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MDY,Predicted_Covariance,Future_Cov_45_MDY,Beta_Predicted
2013-05-22,7.35750525384875e-05,0.93893490661183,0.00011895304105709845,1.0742796242432384,8.7839236081924e-05,7.57787357868862e-05,1.193872556679111
2013-05-23,7.454058968752127e-05,0.9378433354872583,0.00011377805543385214,1.0758365427932648,8.636861635203064e-05,7.591900569168051e-05,1.1586790058153977
2013-05-24,7.630250921850573e-05,0.9396801172789478,0.00010859852770891051,1.0746609229347308,8.553845789748132e-05,7.580037149071793e-05,1.1210438394958522
2013-05-28,7.438631671877e-05,0.9398673090662005,0.00010771317861452323,1.0757007313788869,8.412934206449966e-05,7.510862698644848e-05,1.1309787307061432
2013-05-29,7.273626036607267e-05,0.9395880716269213,0.00010853537311162127,1.099099920907847,8.348311216243334e-05,7.851332490282047e-05,1.1477509531322216
2013-05-30,7.309916508279677e-05,0.9405897422540096,0.00010862863979436505,1.0930087021228136,8.381632544956267e-05,7.788134517018936e-05,1.146611255472302
2013-05-31,7.696255068093324e-05,0.937575680380785,0.00010795708558341162,1.1218011053376165,8.546172132940742e-05,7.409216861959715e-05,1.1104325489900866
2013-06-03,7.835861755638394e-05,0.9370014247135487,0.00010407335409795391,1.1476452426959958,8.461617890207374e-05,7.63428331372955e-05,1.0798579855136812
2013-06-04,7.696792659140356e-05,0.9349610223461852,0.0001008206149725498,1.1505039447954355,8.236127681815768e-05,7.61410717175466e-05,1.0700726973637418
2013-06-05,8.390672708275947e-05,0.9319616211939591,0.00010431849092901142,1.1584988058233174,8.719208574900256e-05,7.091140151943336e-05,1.0391548899649328
2013-06-06,8.864935953499249e-05,0.9308405111414545,9.759073584488973e-05,1.1447825181717874,8.657995852666188e-05,6.880840671559323e-05,0.9766563343583575
2013-06-07,8.584609796353898e-05,0.9298596477271135,9.638723775095842e-05,1.1683837738912093,8.458384989486683e-05,6.655470874094934e-05,0.9852963838937879
2013-06-10,7.344670994631798e-05,0.9318486456232022,9.696457811502193e-05,1.1639375360726785,7.863902269970667e-05,6.643652703840258e-05,1.07069496723793
2013-06-11,7.540176794643908e-05,0.9317067162455388,0.00013057138508766275,1.1617093677037762,9.244724984254512e-05,6.396917027028959e-05,1.226062098546736
2013-06-12,7.564969572692771e-05,0.9310591516088694,0.0001579172165590503,1.177232883837847,0.00010176433672180017,6.850287201086617e-05,1.3452048384852509
2013-06-13,7.668406692361186e-05,0.932585918485542,0.00015155383803463427,1.173546660054641,0.00010053676157781557,6.291908751647737e-05,1.3110515079744578
2013-06-14,7.978958283363962e-05,0.9327743584125775,0.00014303053272618556,1.1827896849979938,9.964696468328763e-05,6.344642226093419e-05,1.248871859513922
2013-06-17,6.406673037804978e-05,0.9318425886650332,0.00013224669938281296,1.2093825247011911,8.577312961784468e-05,6.392333921758641e-05,1.3388092245648895
2013-06-18,5.269216623890948e-05,0.9296337749580942,9.205445200289427e-05,1.2175016547982231,6.474516158047471e-05,6.370456411986866e-05,1.2287435913512499
2013-06-19,5.313666894497608e-05,0.9296511362953287,9.992745899808981e-05,1.2141913316201645,6.774224564730515e-05,6.0361939342709316e-05,1.2748681276474707
2013-06-20,6.610900161714408e-05,0.927487511790174,0.00012215608107657408,1.2592950485586074,8.33481406157243e-05,4.382284750926014e-05,1.260768406372508
2013-06-21,6.524441916700448e-05,0.9267366131270612,0.00012451846051535694,1.2394340815622678,8.353046079875454e-05,4.3492304096266014e-05,1.2802698202423066
2013-06-24,5.5679700730278476e-05,0.9192397481088553,0.00011986168705486597,1.2902076722723883,7.509610883823001e-05,4.842852374866779e-05,1.3487161003613826
2013-06-25,5.683904438603972e-05,0.9178788792252496,0.0001218561667745581,1.2873476944319129,7.638929760339285e-05,4.627691090394996e-05,1.343958161656829
2013-06-26,5.616484134519195e-05,0.9165501453520734,0.00011928308137847665,1.3299641466563814,7.502014920734644e-05,4.529007847997717e-05,1.3357137207291092
2013-06-27,5.600093181678947e-05,0.9179709771906899,0.00012642789171403356,1.3359634054049665,7.724102445954344e-05,4.5007653313725165e-05,1.379281057541011
2013-06-28,5.651835513949762e-05,0.9176504922237543,0.00012747571496279537,1.3138334600557404,7.789073233567737e-05,4.413625591716013e-05,1.3781493135005225
2013-07-01,4.0959150997653995e-05,0.9129406450373291,0.00012414036615905044,1.2941643457011396,6.509903139122757e-05,4.4387720685502216e-05,1.5893647647861702
2013-07-02,4.708768430286185e-05,0.9097943503335079,0.00011495700227319276,1.2945247421235706,6.69367492501574e-05,4.434156181711906e-05,1.421534106872382
2013-07-03,4.5307854285029834e-05,0.9065914988171564,0.0001064063429903952,1.294265013852265,6.294803079521334e-05,4.433213708574901e-05,1.3893403646795959
2013-07-05,5.048108536897671e-05,0.9048533616238101,0.00010207302696822355,1.3114839684352904,6.495282476908485e-05,4.425494574932569e-05,1.2866764708866936
2013-07-08,5.858594159480322e-05,0.9047025939351344,0.00010101277875368207,1.3348298436066928,6.959702919407856e-05,4.564324019654408e-05,1.1879476082407465
2013-07-09,6.185296409698371e-05,0.9023633239370608,9.779818980278479e-05,1.324423692670638,7.018222001474957e-05,4.41717107443548e-05,1.1346621950842293
2013-07-10,6.043816195282401e-05,0.9002825753406092,9.604414396830519e-05,1.3228523899844344,6.859143892775293e-05,4.4425180595055284e-05,1.1349027950468298
2013-07-11,6.428746384905295e-05,0.8994727242871343,9.908849210806903e-05,1.371133617292427,7.178980184762374e-05,4.0773736341405693e-05,1.1166998594964999
2013-07-12,6.999194674271863e-05,0.898618551593723,9.785057216265187e-05,1.362093975195844,7.436714370810575e-05,4.142807308614525e-05,1.0625100053506122
2013-07-15,7.060701256657018e-05,0.898853798263225,9.788986563310102e-05,1.3669817734018306,7.472773903500948e-05,4.171958933913885e-05,1.0583614334986085
2013-07-16,3.5042919617133015e-05,0.8986393839540582,9.554549596699249e-05,1.309618616555656,5.199848601826532e-05,4.299382592324104e-05,1.4838514195273407
2013-07-17,3.792838595062833e-05,0.898386367117355,9.285362611531927e-05,1.307651892294294,5.3314429703203803e-05,4.299159615518142e-05,1.4056603877793166
2013-07-18,3.7451029819475974e-05,0.9009362396644272,8.933106091606027e-05,1.2599198229721014,5.211073330074308e-05,4.504009525673269e-05,1.391436592049159
2013-07-19,4.0860668714576163e-05,0.9012323880950647,8.735763787807164e-05,1.255662801472362,5.384432871713972e-05,4.547448180484234e-05,1.317754466850708
2013-07-22,3.950888193740232e-05,0.9017218230106073,8.55794579186874e-05,1.247915091526368,5.2433001074481905e-05,4.525634539244025e-05,1.3271193337628864
2013-07-23,3.3171208880188284e-05,0.901020861761286,8.22130471210505e-05,1.2440057292735849,4.70528429296429e-05,4.5223440384744646e-05,1.4184844182071854
2013-07-24,3.471216593235655e-05,0.902446898014827,8.330438849942888e-05,1.2389693201812222,4.852845371856376e-05,4.5045622092704485e-05,1.3980243645162032
2013-07-25,3.488954269695917e-05,0.9043028819983182,8.374713214276502e-05,1.233273588220327,4.8881725224250894e-05,4.5299324748264285e-05,1.40104230224007
2013-07-26,3.343176772700175e-05,0.9033915790170374,7.670375850525821e-05,1.2162998790547537,4.5747148706955205e-05,4.540562157450511e-05,1.3683736104090818
2013-07-29,3.360094972876798e-05,0.9048729460651916,7.709172297714565e-05,1.2334532961694105,4.6053989366317816e-05,4.753727278707464e-05,1.3706157039629143
2013-07-30,3.816574763863081e-05,0.9025822961216163,7.617471750343463e-05,1.2343690418180076,4.866638909164491e-05,4.760225273630816e-05,1.2751326019455598
2013-07-31,3.750748633018741e-05,0.9008517721056299,7.607452858456168e-05,1.2178907591757009,4.812070173443135e-05,4.930936102634793e-05,1.282962588076771
2013-08-01,4.226173154810077e-05,0.9050109864827771,8.272582989214434e-05,1.157305313232838,5.351161535471253e-05,4.484232236480137e-05,1.266195524757606
2013-08-02,4.130983358011611e-05,0.9066319491328503,8.049099342456726e-05,1.1726236038957176,5.2279495228201314e-05,4.7176006618419805e-05,1.2655460140455588
2013-08-05,3.7225611971094185e-05,0.9084856685364642,7.840836629591335e-05,1.163957156192839,4.9081768896925784e-05,5.008866610165155e-05,1.3184946142735798
2013-08-06,4.1983018398946586e-05,0.9023241674584731,8.194436048591781e-05,1.1485104662891548,5.292476694076811e-05,4.879748967589508e-05,1.260623198595365
2013-08-07,4.81253999850549e-05,0.8987689525598929,8.41217016093383e-05,1.1174678873734578,5.718593971479642e-05,5.910712588946086e-05,1.1882693906451733
2013-08-08,4.5117615842124565e-05,0.8965823978319379,8.018860617364093e-05,1.1235633991994474,5.392865782489743e-05,6.013701263253401e-05,1.1952905050125973
2013-08-09,4.7210405389653165e-05,0.8956174126310436,7.923965543232791e-05,1.127160439059656,5.477882123356404e-05,6.047449909911495e-05,1.1603124519148822
2013-08-12,4.729046229109182e-05,0.8976086563080414,7.952020754996567e-05,1.137597310936135,5.504432676961698e-05,6.241491185014613e-05,1.1639625434574314
2013-08-13,5.1414947954433665e-05,0.9027612153769473,7.940633173823435e-05,1.1270402356962057,5.768264410272537e-05,6.642926083711533e-05,1.1219041620706576
2013-08-14,5.361675369996386e-05,0.9046418194638655,7.621188632656525e-05,1.1224203982174632,5.782801347381403e-05,6.634249963158857e-05,1.0785437290257467
2013-08-15,5.120699157562921e-05,0.9064165768103924,8.935321564934495e-05,1.1072362804254836,6.131229371387871e-05,6.073758998202523e-05,1.1973422344744595
2013-08-16,4.9139520575593413e-05,0.9077708025217573,7.97475377471952e-05,1.1096289539727937,5.682642158232651e-05,6.040797694160053e-05,1.1564301180942131
2013-08-19,5.1240075352845624e-05,0.9095130385446847,8.179080415799711e-05,1.1043627534030582,5.887976233424363e-05,5.915824838368318e-05,1.1490959357258972
2013-08-20,5.687877447837599e-05,0.9163770515022546,8.449619667607705e-05,1.0952816439946167,6.352839751136416e-05,5.9266492645914194e-05,1.1169086903501448
2013-08-21,5.746511661394483e-05,0.920064098364215,8.404775462165998e-05,1.0871372067344098,6.394156895025907e-05,5.7553371861015914e-05,1.1127023265231246
2013-08-22,5.43081375808944e-05,0.9223832353368154,8.069007457401127e-05,1.0807008145671415,6.105959425922275e-05,5.5996788010747865e-05,1.124317588101263
2013-08-23,4.6628310947370826e-05,0.9341309019224339,9.475842506472383e-05,1.0821187102732326,6.20928362930961e-05,5.596430526696806e-05,1.3316552761943277
2013-08-26,5.7057237442025364e-05,0.9355827142705304,0.00017076120874348033,1.0922590237383032,9.234899416785452e-05,5.6241344058358436e-05,1.6185325176615561
2013-08-27,6.26349019454684e-05,0.9357326891532437,0.00019149793916260733,1.0668875652852037,0.00010248069328099788,4.8304231604545496e-05,1.6361595547833745
2013-08-28,6.352118414260544e-05,0.937673123195082,0.0001740390946475018,1.0628832597046418,9.859029550450204e-05,4.851582191866616e-05,1.5520852898958282
2013-08-29,6.345432123592429e-05,0.9436431880031398,0.00016507829684005935,1.0622080842129118,9.657915478334197e-05,4.8501324574364525e-05,1.5220264420489027
2013-08-30,6.533098257867051e-05,0.9529163582296712,0.0001703567835074534,1.0349281550433205,0.0001005296320848135,4.679120014883002e-05,1.5387742249821108
2013-09-03,6.741624909395761e-05,0.9571405501395587,0.0001567562299721753,1.052592607391421,9.839440723389212e-05,4.794499050445439e-05,1.4595058098939981
2013-09-04,5.29054408502055e-05,0.9466445181186909,0.00013918995925578137,1.0314685714945764,8.123460011738275e-05,4.6223095687762145e-05,1.535467785768715
2013-09-05,5.526096611110341e-05,0.9428809617429661,0.00012790364579742537,1.06265620789334,7.92697640183001e-05,5.238748541513771e-05,1.4344621456477338
2013-09-06,5.903493096893949e-05,0.940809999507978,0.00011890264353604545,1.0693488664108854,7.882286381478562e-05,5.6251603484227184e-05,1.3351902428116214
2013-09-09,5.950680039687122e-05,0.9407316871669389,0.00011297651205185,1.051642930684446,7.713352051970001e-05,5.374589334626446e-05,1.2962135420703207
2013-09-10,6.058865375686932e-05,0.9385999173278916,0.0001109834783596244,1.0426654018962784,7.69671364591119e-05,5.2614649575431064e-05,1.2703226047564333
2013-09-11,5.2548421709793746e-05,0.9398328101760758,0.0001018121431717459,1.0497240449023053,6.874327689516843e-05,5.400694499839864e-05,1.3081891835841069
2013-09-12,5.463125330927889e-05,0.9398256236746481,9.715600468445674e-05,1.0476738462388937,6.847037195199708e-05,5.387447276367433e-05,1.2533187105258605
2013-09-13,5.629719144726608e-05,0.9485168596982534,8.830837079162333e-05,1.046089540263642,6.687893608600402e-05,5.398756875617481e-05,1.1879622120874347
2013-09-16,5.4138744378514925e-05,0.9500302774797403,8.646900759311089e-05,1.0543881584029628,6.500125972162361e-05,5.44728510231345e-05,1.2006421735081743
2013-09-17,5.7555509167455784e-05,0.9522868876966202,8.512152570437707e-05,1.0557053267140526,6.6654727031016e-05,5.452375088798397e-05,1.1580946462846216
2013-09-18,6.204530316157312e-05,0.9460292899216997,8.257455523597926e-05,1.0674740079756313,6.771457543307495e-05,5.27562487466106e-05,1.091373109367173
2013-09-19,6.178297806302708e-05,0.9439493586548696,8.130287948479767e-05,1.0794890670228785,6.690153439550795e-05,5.448669657313553e-05,1.082847355257936
2013-09-20,6.675064824066973e-05,0.938251094469666,8.142661866781842e-05,1.0892985198286835,6.917195078610141e-05,5.119585317870435e-05,1.0362738431648135
2013-09-23,6.644616634370019e-05,0.9354623806967399,8.097751122583626e-05,1.0924478168167535,6.861886088258588e-05,5.059626465454919e-05,1.03269856875786
2013-09-24,6.687102886618699e-05,0.9339766290098068,8.052108881419657e-05,1.1004422648814876,6.853459189342859e-05,5.0646931323963386e-05,1.0248771860617023
2013-09-25,5.221698153901886e-05,0.936324013373748,7.980887970702876e-05,1.1097137838048012,6.0444619855346954e-05,5.0615306174151186e-05,1.1575663332852748
2013-09-26,5.0374063840171386e-05,0.9361344512564678,7.855952256377013e-05,1.1104877036032277,5.888994383117516e-05,5.062705090410081e-05,1.1690528685162915
2013-09-27,5.122431082106018e-05,0.9363402430631402,7.874613191614503e-05,1.1080109878537516,5.946841540110093e-05,5.000083447409659e-05,1.1609412493384157
2013-09-30,5.1567877421329924e-05,0.9357401286400808,7.824108257972214e-05,1.126820487356293,5.943774271120602e-05,5.0523633557818076e-05,1.152611774682448
2013-10-01,5.3629225784131454e-05,0.9356705883821443,8.192198743146857e-05,1.109084390870854,6.201888895452234e-05,4.8730777327325076e-05,1.1564382675252667
2013-10-02,4.9785428743887e-05,0.9385114519046541,8.103748275765456e-05,1.0865242615720037,5.961199731472275e-05,4.8416207651723147e-05,1.197378406067103
2013-10-03,5.1677659876475144e-05,0.9377979940177086,8.125212434865675e-05,1.0819819054800766,6.076843911544799e-05,4.766535906979111e-05,1.175913136560411
2013-10-04,4.988490741732951e-05,0.9363676605510135,7.177695688205063e-05,1.0867750161647154,5.603037280379817e-05,4.7035215343880266e-05,1.1231928794626527
2013-10-07,5.300164613196136e-05,0.9345864955854892,7.593397779586005e-05,1.0748017179564244,5.929010997703812e-05,4.4581259257641646e-05,1.1186465761727475
2013-10-08,5.7418241986777646e-05,0.9313988664724079,8.028164620685816e-05,1.1121486221753991,6.323663987727357e-05,4.584954624121293e-05,1.1013336126145379
2013-10-09,4.671951297786224e-05,0.9321302384358903,7.725282307817083e-05,1.0956207746686988,5.599934273283158e-05,4.5761779614175576e-05,1.1986285636018195
2013-10-10,5.493659376391755e-05,0.9249613728690208,8.798225224930106e-05,1.1028403974300112,6.43060743673065e-05,3.614731833444742e-05,1.1705508106973834
2013-10-11,5.397060840252837e-05,0.9249774686064969,8.766349301551329e-05,1.0944449208370244,6.362374027733372e-05,3.5812507623718934e-05,1.178859052371793
2013-10-14,5.390763459317086e-05,0.9256894244689609,8.607547068579972e-05,1.0843566221330656,6.305654094391974e-05,3.5710883412279136e-05,1.1697144832971003
2013-10-15,5.553151341989191e-05,0.9250658302834208,8.734578793603727e-05,1.0198261019060346,6.442632776538247e-05,3.7597229913743276e-05,1.1601759757245218
2013-10-16,4.144281603770634e-05,0.9208744241631233,8.795517251104311e-05,1.036600247147392,5.559756006208689e-05,3.467218269024598e-05,1.3415487985059218
2013-10-17,4.1583055321708076e-05,0.9191717840635624,8.520759792289899e-05,1.029133372798826,5.471344282487836e-05,3.37153478031377e-05,1.3157629328000744
2013-10-18,4.3823960134694674e-05,0.92015740450968,7.595506484502284e-05,1.030130771713609,5.3087992694936495e-05,3.3422496390667516e-05,1.2113919538939075
2013-10-21,4.4710412594374516e-05,0.921208520878698,7.504937778255541e-05,1.0332228612754175,5.3362458883470036e-05,3.353191189592939e-05,1.1935130048472002
2013-10-22,4.4371990394003997e-05,0.9218360429923177,7.41948254560503e-05,1.02261836927131,5.28926039867213e-05,3.3039791529651596e-05,1.1920268511071501
2013-10-23,3.6244305626284386e-05,0.9075702268223622,7.247259801913311e-05,1.0161479453495412,4.6514359739164986e-05,3.20580406667016e-05,1.283356348960725
2013-10-24,4.040389782719303e-05,0.9022682144915005,7.062925905297097e-05,1.016616416331976,4.8199176179309935e-05,3.199647768559049e-05,1.1929338200353148
2013-10-25,3.967999624918889e-05,0.8965184668279328,6.877921920094923e-05,1.0179079538466012,4.6835339383899586e-05,3.2064271110976046e-05,1.1803262049163363
2013-10-28,4.081308187982178e-05,0.8941702159335537,6.92221401458152e-05,1.0291995770886473,4.752721936814296e-05,3.5029978734396886e-05,1.1645094459686145
2013-10-29,4.2024721372673885e-05,0.8933118588549731,6.969054400992122e-05,1.0269665236146344,4.8343985173334595e-05,3.4491558009654284e-05,1.15037015342997
2013-10-30,3.243679795796633e-05,0.8886339669078606,5.9209274411240884e-05,1.0263528984966022,3.8943660178209364e-05,3.401381080246523e-05,1.2006012501195413
2013-10-31,3.3498134377451295e-05,0.8855902634853342,5.643259098401299e-05,1.0396924999301416,3.8504203016311217e-05,3.479029695238135e-05,1.1494432072679748
2013-11-01,3.528785039280735e-05,0.8833680137632686,5.3423905923346654e-05,1.0401927436024174,3.835500907994771e-05,3.476860900425444e-05,1.0869182637366184
2013-11-04,3.477448195487655e-05,0.8766165917658797,4.648494821331977e-05,1.0330020127878008,3.5244893005322483e-05,3.436563940496128e-05,1.0135274783117212
2013-11-05,3.766596277267884e-05,0.8811614996565152,4.66039810682423e-05,1.0305044072267786,3.691828842183238e-05,3.3970286557900064e-05,0.9801498675247247
2013-11-06,3.8333959556374354e-05,0.8844327115558488,4.745546211173455e-05,1.0512677344769967,3.7722436883494865e-05,3.9015982929514486e-05,0.9840474952246929
2013-11-07,4.0431492315281525e-05,0.8880253715083734,5.650073324011155e-05,1.0115552824772065,4.244360866911171e-05,3.5643830219297814e-05,1.0497660669593856
2013-11-08,4.3778322206368926e-05,0.8913446425349274,6.115013875877758e-05,0.9978811381437528,4.611836886442506e-05,3.210647381286772e-05,1.0534521777016777
