Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_NKE,Predicted_Covariance,Future_Cov_45_NKE,Beta_Predicted
2013-06-06,8.864935953499249e-05,0.6099846745892457,0.00025177224404781395,0.7636595249610346,9.112984893866913e-05,4.590059190427849e-05,1.027980906085368
2013-06-07,8.584609796353898e-05,0.6093998629511275,0.00025956789536586195,0.7661302915299824,9.096788969169747e-05,4.364112165010621e-05,1.059662487284324
2013-06-10,7.344670994631798e-05,0.5902613935268813,0.00024044452631456873,0.7545097220438242,7.844007484512305e-05,4.3066748855302825e-05,1.0679862297774088
2013-06-11,7.540176794643908e-05,0.581339344975745,0.00022534854975640733,0.7693038138055698,7.577882468062745e-05,4.2361478716645795e-05,1.0050006351900953
2013-06-12,7.564969572692771e-05,0.5784211499942788,0.00021338177467081595,0.7652850789297404,7.348969056570315e-05,4.4531737546137416e-05,0.9714472723192236
2013-06-13,7.668406692361186e-05,0.5746915341543812,0.00020580821326804624,0.796763215730368,7.219692814371473e-05,4.2718041137039e-05,0.9414853833408842
2013-06-14,7.978958283363962e-05,0.5719561877120998,0.0001987912127937011,0.755828214535401,7.20334891571002e-05,4.0543637355293876e-05,0.9027931541801542
2013-06-17,6.406673037804978e-05,0.5549112758210433,0.00018689281759210556,0.7631007998378216,6.072061139033679e-05,4.03345924791636e-05,0.9477713476562959
2013-06-18,5.269216623890948e-05,0.5486021848119256,0.00017852094534601937,0.7851634317670737,5.3207781145246476e-05,4.1082896262569116e-05,1.009785418652161
2013-06-19,5.313666894497608e-05,0.5373609922253534,0.0001718425158348498,0.8221880444899655,5.1348600469602945e-05,4.0874006902669505e-05,0.9663496317914714
2013-06-20,6.610900161714408e-05,0.5514350898310094,0.0001873012078794498,0.8689663405942284,6.136136141492313e-05,3.023960070209748e-05,0.9281846634182154
2013-06-21,6.524441916700448e-05,0.5490171671354225,0.00019877081234933816,0.8700077414061561,6.252215164526778e-05,3.052896625825208e-05,0.9582758562878982
2013-06-24,5.5679700730278476e-05,0.5175113852804895,0.00021480414136482544,0.9124507348960108,5.659651372392599e-05,3.424924764753045e-05,1.016465839105147
2013-06-25,5.683904438603972e-05,0.5026466342609602,0.0002272452846187819,0.9315057766011182,5.7125972021966897e-05,3.3485289185457585e-05,1.0050480728349058
2013-06-26,5.616484134519195e-05,0.5102422657700464,0.0002392650364520527,0.8426213038812074,5.914912422619273e-05,2.869429606626866e-05,1.053134359672793
2013-06-27,5.600093181678947e-05,0.5144975879813929,0.0002471810910940562,0.8520077203882205,6.053249743128699e-05,2.8703531806865878e-05,1.0809194680781888
2013-06-28,5.651835513949762e-05,0.5008677133614455,0.00025655857304084036,0.9834021093553648,6.031301792066604e-05,3.303591245586178e-05,1.0671403612472885
2013-07-01,4.0959150997653995e-05,0.46817767863340803,0.00024307230106024365,1.1030810933768305,4.671473753045247e-05,3.7833877612925815e-05,1.1405201619810952
2013-07-02,4.708768430286185e-05,0.46731105013115437,0.0002268219319110224,1.1095440676614292,4.829500770148116e-05,3.8005389363450755e-05,1.0256398974911138
2013-07-03,4.5307854285029834e-05,0.4675457491360766,0.00021383999698752014,1.1107352126986467,4.602092358258977e-05,3.8045736528690304e-05,1.0157383153277144
2013-07-05,5.048108536897671e-05,0.4583276146354422,0.0002077397631245762,1.082848727900314,4.6935363169668685e-05,3.65398379708209e-05,0.9297613715435868
2013-07-08,5.858594159480322e-05,0.4549480289285826,0.00020238696619917363,1.1592367889498048,4.953928853302808e-05,3.9639002271436096e-05,0.8455832096316839
2013-07-09,6.185296409698371e-05,0.4831288559868275,0.00019401721300553996,1.1966046470274925,5.2925304661329204e-05,3.9908735124835596e-05,0.8556631914736343
2013-07-10,6.043816195282401e-05,0.5027004868681539,0.00018918644889599504,1.175024307840289,5.375389548825077e-05,3.946068924590967e-05,0.8894032139860449
2013-07-11,6.428746384905295e-05,0.5037412704736741,0.0001860904509603067,1.3170778398978922,5.5097605338106726e-05,3.9166266443930034e-05,0.8570505358163759
2013-07-12,6.999194674271863e-05,0.503441843403488,0.00018545111129031653,1.298707939716513,5.735721628125658e-05,3.950018752296217e-05,0.8194830827051334
2013-07-15,7.060701256657018e-05,0.502719113491596,0.00018521058628855844,1.3123296861803508,5.7488664399721786e-05,4.0051635398734184e-05,0.8142061575756365
2013-07-16,3.5042919617133015e-05,0.5266804104647853,0.00017825279976422747,1.296100229060023,4.1626077315245424e-05,4.255002710165835e-05,1.1878598521481014
2013-07-17,3.792838595062833e-05,0.5433927112347644,0.00017332912487891163,1.2872346379521131,4.405870842348916e-05,4.2320339256882144e-05,1.1616288781927266
2013-07-18,3.7451029819475974e-05,0.546185923233837,0.0001663877257972271,1.2215667457618722,4.311546040184721e-05,4.366903479761345e-05,1.1512489939442336
2013-07-19,4.0860668714576163e-05,0.5529201559187388,0.00016337484472552462,1.2302360541338924,4.517599749831747e-05,4.45536389178477e-05,1.1056108213471776
2013-07-22,3.950888193740232e-05,0.5552018570621112,0.00015892238781686964,1.225178876314139,4.399373361850089e-05,4.443180371043929e-05,1.1135150239939553
2013-07-23,3.3171208880188284e-05,0.5637144750730516,0.00015908883442901362,1.2344099194045632,4.0950545025613826e-05,4.487460313637565e-05,1.2345207307193378
2013-07-24,3.471216593235655e-05,0.5758639369185209,0.00015647979889985624,1.2508869495507982,4.24414172809848e-05,4.547891533094566e-05,1.2226669278918005
2013-07-25,3.488954269695917e-05,0.5813045927524677,0.00015415964020162694,1.1219863233100045,4.263210106678531e-05,4.121163649995475e-05,1.2219163041796175
2013-07-26,3.343176772700175e-05,0.5722048053737734,0.00015353834682698073,1.160916278557343,4.099582222490561e-05,4.333809953580093e-05,1.226253501151081
2013-07-29,3.360094972876798e-05,0.5601927540013251,0.0001516389342748562,1.0944225673184127,3.9986981816879404e-05,4.217903044121459e-05,1.1900551067651497
2013-07-30,3.816574763863081e-05,0.5398242870941601,0.0001588336649829499,1.1000471305915664,4.203011570522252e-05,4.242225765411812e-05,1.1012522564258704
2013-07-31,3.750748633018741e-05,0.5271221467141131,0.0001651038898636603,1.0818197822624769,4.148096926203454e-05,4.380018635261678e-05,1.1059383957876465
2013-08-01,4.226173154810077e-05,0.5389813147963789,0.0001781406034976397,0.8433103451482796,4.6765847876639446e-05,3.26759014395909e-05,1.1065767105025561
2013-08-02,4.130983358011611e-05,0.536365017400884,0.0001831145865252444,0.8695480966464461,4.6649676643515944e-05,3.498292770684772e-05,1.1292632431705096
2013-08-05,3.7225611971094185e-05,0.5290844865812094,0.00018682985880137323,0.9095256738245676,4.4123412513464764e-05,3.913969474279411e-05,1.185297169801446
2013-08-06,4.1983018398946586e-05,0.4959975088758866,0.0001815026326752248,0.9285510591314448,4.3296998374267224e-05,3.945193539934224e-05,1.0312978919913391
2013-08-07,4.81253999850549e-05,0.4800753849252662,0.0001785979764659318,1.0357038779133945,4.450767230644181e-05,5.478231651015757e-05,0.9248270626376808
2013-08-08,4.5117615842124565e-05,0.4682514776738772,0.0001738374884410211,1.0115763858944529,4.146903669126057e-05,5.414307901152021e-05,0.9191318272749364
2013-08-09,4.7210405389653165e-05,0.4612782685460965,0.00018039604795035802,1.020434339331174,4.256918829695083e-05,5.47484221377318e-05,0.9016908019663071
2013-08-12,4.729046229109182e-05,0.45675772828385225,0.00018762796225191958,1.020077628019895,4.302505805464123e-05,5.596712880832599e-05,0.9098041332267951
2013-08-13,5.1414947954433665e-05,0.4798529826132145,0.00019007564624147204,1.0077327507097968,4.743688214734333e-05,5.939711789406728e-05,0.922628224565823
2013-08-14,5.361675369996386e-05,0.4925189659037818,0.0001946234463818006,0.943619319014932,5.031190898461701e-05,5.577416841633273e-05,0.9383617155592715
2013-08-15,5.120699157562921e-05,0.5062484187405579,0.00019804672775943527,0.947704891316268,5.0981445624445065e-05,5.198647491085458e-05,0.9955954071066442
2013-08-16,4.9139520575593413e-05,0.5161103832616634,0.00020009692019122357,0.9530566821212824,5.117740444016628e-05,5.1884213972153065e-05,1.0414713827221391
2013-08-19,5.1240075352845624e-05,0.5053360490001546,0.00020267231024441248,0.9995589081915278,5.149705214409486e-05,5.354414025889938e-05,1.0050151524852309
2013-08-20,5.687877447837599e-05,0.5189772045024603,0.00019897579954431845,1.0192356099397262,5.5210734751952695e-05,5.515158599813401e-05,0.9706737752048887
2013-08-21,5.746511661394483e-05,0.5204085270800435,0.00019800680599376901,1.0018423850047429,5.551196611089661e-05,5.303783825365053e-05,0.9660115454708003
2013-08-22,5.43081375808944e-05,0.5230063631398929,0.00019391590146254376,0.995726314983813,5.367179736892133e-05,5.159381266794415e-05,0.988282783385359
2013-08-23,4.6628310947370826e-05,0.5196439631410387,0.0001897533932002497,1.0092985262887813,4.887935919299801e-05,5.219823878330701e-05,1.0482764269151403
2013-08-26,5.7057237442025364e-05,0.5213329941481821,0.00018751565041675767,0.9980429586208892,5.3924899203508705e-05,5.139007891068531e-05,0.9451018244320125
2013-08-27,6.26349019454684e-05,0.5390353954186418,0.00018439444502405563,0.9462887709051412,5.792944951002125e-05,4.284401978418732e-05,0.9248749133583087
2013-08-28,6.352118414260544e-05,0.5452403245922981,0.00018242774823374244,0.9540808078165596,5.8693865048436456e-05,4.354948122986537e-05,0.9240045795851094
2013-08-29,6.345432123592429e-05,0.5336883715208847,0.00017903608984940663,0.9537667031856474,5.688380430792885e-05,4.354979888305619e-05,0.8964528057345986
2013-08-30,6.533098257867051e-05,0.538882607564758,0.0001818726993162974,0.9276852934261308,5.874048367988461e-05,4.194253294617469e-05,0.8991213871481311
2013-09-03,6.741624909395761e-05,0.5646673634251708,0.00018343221802638853,0.8778084148684919,6.279322501718455e-05,3.9983670624383994e-05,0.9314256705333758
2013-09-04,5.29054408502055e-05,0.5849367388452656,0.0001761111138975579,0.8437598018289109,5.6461505008931124e-05,3.7811321774848785e-05,1.0672154716335156
2013-09-05,5.526096611110341e-05,0.5833678264863749,0.0001732703099825106,0.8794293445068467,5.708391967397404e-05,4.33546537598742e-05,1.0329880870921717
2013-09-06,5.903493096893949e-05,0.5815873132939907,0.00017133521786050643,0.8993162212367605,5.8491502133824287e-05,4.730727368116552e-05,0.990794791724223
2013-09-09,5.950680039687122e-05,0.5751033919131769,0.0001692779819317477,0.9174982790211292,5.7720417694014416e-05,4.689021645165921e-05,0.9699801923319217
2013-09-10,6.058865375686932e-05,0.587918255564025,0.00016901473472440457,0.8889464583079911,5.949423454350492e-05,4.4857733180877414e-05,0.9819368950207065
2013-09-11,5.2548421709793746e-05,0.5816456590073451,0.00016496170380125402,0.8934617945764953,5.415391964684551e-05,4.5967454239227404e-05,1.0305527337418117
2013-09-12,5.463125330927889e-05,0.5792895768483006,0.0001617264488165822,0.9123371575255548,5.4451120542360474e-05,4.6915061897222266e-05,0.9967027524355216
2013-09-13,5.629719144726608e-05,0.6071206591126286,0.00016022653047970288,0.9166997389004232,5.766145411443456e-05,4.730989870157891e-05,1.0242332278413284
2013-09-16,5.4138744378514925e-05,0.6079568690824566,0.00015708573759260974,0.9379998112051922,5.6065440293996594e-05,4.845988032803877e-05,1.0355881160082148
2013-09-17,5.7555509167455784e-05,0.6073202282056509,0.00015556343289375088,0.9584118967852148,5.746652760973924e-05,4.9498861269411204e-05,0.9984539871334009
2013-09-18,6.204530316157312e-05,0.5991141267585488,0.0001534825528182418,0.9365168193167508,5.846467268246007e-05,4.628413798004816e-05,0.9422900639265365
2013-09-19,6.178297806302708e-05,0.5975498830101142,0.00015160632347529295,0.9165675238715554,5.783187098470098e-05,4.62633092706637e-05,0.9360486140001955
2013-09-20,6.675064824066973e-05,0.593732777100015,0.0001479175963758792,0.9691643180507622,5.8996831674902566e-05,4.554967552950447e-05,0.8838390821642549
2013-09-23,6.644616634370019e-05,0.598587585177184,0.00014597452271340692,0.9580005831813352,5.895236083608576e-05,4.436939714621256e-05,0.8872198966475825
2013-09-24,6.687102886618699e-05,0.603102084820654,0.00014418927667346438,0.96886108121937,5.9221078734964974e-05,4.459101781978815e-05,0.8856014291849759
2013-09-25,5.221698153901886e-05,0.5985217698294018,0.00014369174518203366,0.95178218038311,5.1844386887602765e-05,4.341186635171718e-05,0.9928644927294835
2013-09-26,5.0374063840171386e-05,0.5991179982785325,0.0001440033572973172,0.937303789546604,5.102725067193575e-05,4.2731609284831295e-05,1.0129667289468012
2013-09-27,5.122431082106018e-05,0.5701449050193859,0.0001488845449709927,1.086229150033546,4.9790687010283924e-05,4.901789289740758e-05,0.97201282383702
2013-09-30,5.1567877421329924e-05,0.5833788987585549,0.00014772931316696277,1.0435469732303695,5.0918275152093244e-05,4.678987067368657e-05,0.9874029666970937
2013-10-01,5.3629225784131454e-05,0.5791891321753515,0.00014909716871750443,1.0859840733541646,5.1791187170394505e-05,4.7715799172044804e-05,0.965726922459492
2013-10-02,4.9785428743887e-05,0.6391224509074609,0.00013947066863749722,1.061166015560854,5.3256992903620474e-05,4.728622818602494e-05,1.0697305265280002
2013-10-03,5.1677659876475144e-05,0.6760710338798742,0.00013168650318664152,1.087456689927239,5.577176406383827e-05,4.7906543848558715e-05,1.0792238696014729
2013-10-04,4.988490741732951e-05,0.6439557999217234,0.00012212695616421195,1.0909878499362309,5.026276905992075e-05,4.721754521041562e-05,1.0075746686153009
2013-10-07,5.300164613196136e-05,0.6576185637770606,0.00012118609800690386,1.0890933546004695,5.2704190162032655e-05,4.517405618734483e-05,0.9943877975188146
2013-10-08,5.7418241986777646e-05,0.6722402862054532,0.00012056709381666528,1.2031203395587362,5.5932454422413665e-05,4.9599955026192884e-05,0.9741234229235697
2013-10-09,4.671951297786224e-05,0.7033332911404535,0.00011796865765682022,1.217447454693625,5.221480336113042e-05,5.08502242761648e-05,1.1176230237218459
2013-10-10,5.493659376391755e-05,0.7484389919470561,0.00011795321244388243,1.0788660769276908,6.0247933607108046e-05,3.536152249574865e-05,1.0966812734334286
2013-10-11,5.397060840252837e-05,0.7315415103616767,0.00011506947998184627,1.0816413404169458,5.764978696461636e-05,3.5393547918506707e-05,1.068170040527385
2013-10-14,5.390763459317086e-05,0.7218473911489842,0.00011279652349791884,1.0502622341707029,5.628833291370965e-05,3.458806026656733e-05,1.044162544665619
2013-10-15,5.553151341989191e-05,0.6939495226144464,0.00011108049838082801,1.1196215983343722,5.450251535675597e-05,4.127632208108433e-05,0.9814700158564859
2013-10-16,4.144281603770634e-05,0.6832010230870534,0.0001054478891816813,1.1601589652467887,4.5163967098771055e-05,3.8804972026061986e-05,1.0897900146958899
2013-10-17,4.1583055321708076e-05,0.6632419881984561,0.00010066339304965127,1.1935909945150769,4.2910738912110766e-05,3.9103129466422935e-05,1.031928476157681
2013-10-18,4.3823960134694674e-05,0.6467475424028158,9.85970327241416e-05,1.123163645788812,4.251307506159903e-05,3.6440939275175857e-05,0.9700874802490103
2013-10-21,4.4710412594374516e-05,0.6372421184103368,9.884246829868919e-05,1.1294267781306957,4.236240447667471e-05,3.6654085615597726e-05,0.9474840874540433
2013-10-22,4.4371990394003997e-05,0.6293516297656361,9.811017958589078e-05,1.15953944801774,4.152454205911214e-05,3.7463576622638686e-05,0.9358277979056663
2013-10-23,3.6244305626284386e-05,0.6457209581568898,9.670861778278331e-05,1.162989045131077,3.822938948967835e-05,3.6690671151153834e-05,1.0547695376995823
2013-10-24,4.040389782719303e-05,0.6524028100485487,9.662608276892642e-05,1.1622527338779547,4.0763798096222074e-05,3.658016245568761e-05,1.0089075630912723
2013-10-25,3.967999624918889e-05,0.6417256092182436,9.694112154548023e-05,1.1515072916126563,3.9800561778781634e-05,3.6272672637056826e-05,1.0030384460934825
2013-10-28,4.081308187982178e-05,0.638605953758098,9.671926868282533e-05,1.1089430637086108,4.0122608527365664e-05,3.77441390417748e-05,0.9830820579908842
2013-10-29,4.2024721372673885e-05,0.6275307298942407,0.00010290807563835448,1.111887942977772,4.1267878930295044e-05,3.734371725231048e-05,0.9819905422889735
2013-10-30,3.243679795796633e-05,0.6341013324093723,0.00010124568218480463,1.1565236125439826,3.633840902956351e-05,3.8327728604144426e-05,1.1202834841050937
2013-10-31,3.3498134377451295e-05,0.6446525221534716,9.900956707988915e-05,1.1332903360071964,3.712569368815281e-05,3.792227733258026e-05,1.1082913833297936
2013-11-01,3.528785039280735e-05,0.6508706404791484,9.701787878268288e-05,1.133708780615834,3.808317698103989e-05,3.7894397514647826e-05,1.0792149863796268
2013-11-04,3.477448195487655e-05,0.6552433453875821,9.793672087197933e-05,1.1322308023662628,3.8238930129863276e-05,3.76667566913076e-05,1.0996261620656838
2013-11-05,3.766596277267884e-05,0.6517564368513311,9.881855568397319e-05,1.170003119838284,3.976299755199522e-05,3.856882219601916e-05,1.055674530131418
2013-11-06,3.8333959556374354e-05,0.6556658920653125,0.00010159309072222101,1.2500700270702418,4.091725764298306e-05,4.639418602639296e-05,1.0673892839796442
2013-11-07,4.0431492315281525e-05,0.6725713495490987,0.00010432230725884943,1.199002248697635,4.368042352219892e-05,4.22488353582376e-05,1.0803564504021392
2013-11-08,4.3778322206368926e-05,0.6762942331181134,0.00010622626882402296,1.1590884077456904,4.6119140441770806e-05,3.729326087805533e-05,1.053469802345722
2013-11-11,4.088414418239951e-05,0.6728489248526204,0.0001077271353307187,1.1683852971415694,4.465371272155754e-05,3.7705911093193e-05,1.0922012338656417
