Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AMJ,Predicted_Covariance,Future_Cov_45_AMJ,Beta_Predicted
2013-04-24,7.773768893068322e-05,0.5622287508230145,0.00017424308700083176,0.9449520447227466,6.543447789023805e-05,7.052712621260453e-05,0.8417342834642841
2013-04-25,6.90805921567358e-05,0.5550007541694267,0.00018706150429403413,0.998033894048568,6.309047691553923e-05,7.463146246997998e-05,0.9132880154297793
2013-04-26,7.034557142953508e-05,0.5522319716767515,0.00017297297957854076,1.0359261331369412,6.0915674986015596e-05,7.806988416047911e-05,0.8659489680460499
2013-04-29,6.776168711759701e-05,0.5424766001504493,0.00017930066843015484,1.0809472404882667,5.979488969335729e-05,8.05195648420552e-05,0.8824291754953836
2013-04-30,5.8041023931509805e-05,0.5182119526159783,0.00017474690412691717,1.0826396909223033,5.218908752752671e-05,8.053391346825295e-05,0.8991758585980744
2013-05-01,6.311211636341748e-05,0.5241409706943634,0.00017582055425557008,1.0312234088174954,5.5212740366152106e-05,7.718883881542948e-05,0.8748358246809769
2013-05-02,6.214021471172626e-05,0.5308874403982711,0.0001798153042202824,1.0592095283021972,5.6117995751919076e-05,7.810338391202457e-05,0.903086608442781
2013-05-03,7.476459886581012e-05,0.5450983298880439,0.0001886777353730635,1.035383281691418,6.474156339494873e-05,7.525098175130713e-05,0.8659387514557384
2013-05-06,7.535412832838797e-05,0.5567327907514245,0.00018748509848581993,1.0399657781353562,6.617343883526238e-05,7.548384376387867e-05,0.8781660713648389
2013-05-07,7.392273390092128e-05,0.5598338652061967,0.0001849318691417006,1.1009181116170206,6.545669233567802e-05,8.360364947127737e-05,0.8854744526008698
2013-05-08,6.958015556766957e-05,0.5666320988747792,0.0002039960102010489,1.0949380807588909,6.750791695485822e-05,8.276501978570793e-05,0.9702179652243519
2013-05-09,7.111722928104653e-05,0.572245237699775,0.00020260214536361218,1.1121521561492698,6.868970023935418e-05,8.402594977358574e-05,0.9658658096465055
2013-05-10,7.562958883543677e-05,0.5678731162011872,0.00020316345762638882,1.1298434702695277,7.039146056300681e-05,8.568088809240888e-05,0.9307396965514694
2013-05-13,7.357910230951406e-05,0.5673054532107458,0.00019724999099609257,1.1328219536989723,6.834436248158244e-05,8.600461652666857e-05,0.9288556171029182
2013-05-14,7.590263764609063e-05,0.554574480787707,0.00020017464458738416,1.187126830348794,6.83585509944623e-05,8.822061829993169e-05,0.9006083729684868
2013-05-15,7.650099964197039e-05,0.551463342497369,0.00019799208454356675,1.1897449324270013,6.786941689487151e-05,8.781453616428883e-05,0.8871703273487244
2013-05-16,7.639729836462006e-05,0.5541455603164996,0.00020607842627286128,1.1746241705386615,6.953110369394949e-05,8.604677829693033e-05,0.9101251638781727
2013-05-17,7.425705624970095e-05,0.5697382040906833,0.00021883867477678543,1.1788799319734042,7.262836118227073e-05,8.426029734778466e-05,0.9780667972892236
2013-05-20,7.217439206379002e-05,0.5732094279158104,0.00022520650211454153,1.1836556828141984,7.307946422621367e-05,8.501308451697048e-05,1.0125400732384933
2013-05-21,7.13709588975209e-05,0.572241322109442,0.00023279974430617524,1.1745053803147636,7.37617532202899e-05,8.444665322416555e-05,1.0334981392950298
2013-05-22,7.35750525384875e-05,0.5793346137023824,0.00023606478151407033,1.189097273010633,7.635023312214831e-05,8.387787131293245e-05,1.0377190431798753
2013-05-23,7.454058968752127e-05,0.5815195049964597,0.00023287192977265145,1.1956481470740086,7.661596381287152e-05,8.437380110484129e-05,1.0278422015984896
2013-05-24,7.630250921850573e-05,0.5774559313755209,0.0002468633355944879,1.1884077402546824,7.925315370394082e-05,8.382341468949151e-05,1.0386703466983687
2013-05-28,7.438631671877e-05,0.5760847475063148,0.00024209868392816936,1.1870269216979203,7.730883320795882e-05,8.288175296710716e-05,1.0392883613291122
2013-05-29,7.273626036607267e-05,0.5683634582409848,0.0002625974135856093,1.1577015673945494,7.855012030569951e-05,8.269948670933789e-05,1.0799306963317388
2013-05-30,7.309916508279677e-05,0.5527237456291857,0.0002679439094746492,1.1766348956434187,7.735462336584895e-05,8.384005385219535e-05,1.058214868504068
2013-05-31,7.696255068093324e-05,0.5598879590905785,0.0002632995132147008,1.2477482116811385,7.970138751848945e-05,8.241066126143326e-05,1.0355866173005455
2013-06-03,7.835861755638394e-05,0.5739826103475434,0.0002518640486561692,1.238062697416038,8.063530032374988e-05,8.235751816502727e-05,1.029054657143839
2013-06-04,7.696792659140356e-05,0.5794712259192821,0.00024422248501976404,1.2298874873436552,7.94473823077148e-05,8.139472428753557e-05,1.032214141995455
2013-06-05,8.390672708275947e-05,0.5912183312163204,0.00025330321340874274,1.1711269915548757,8.619193514861026e-05,7.168436938471842e-05,1.027235099559977
2013-06-06,8.864935953499249e-05,0.5824124864424371,0.00028117215031921026,1.1044898515116282,9.195061315642434e-05,6.638657186818867e-05,1.0372394525888116
2013-06-07,8.584609796353898e-05,0.587884326753444,0.00026145930371402194,1.119363455890148,8.807531635869766e-05,6.376236168867587e-05,1.025967614697007
2013-06-10,7.344670994631798e-05,0.5770442101099326,0.0002558931830965737,1.106327060251845,7.910876766499975e-05,6.314817193690768e-05,1.0770906923240016
2013-06-11,7.540176794643908e-05,0.5794721296895021,0.00025211466783853475,1.1213031642514892,7.989551013465417e-05,6.174421506163511e-05,1.0595973053497523
2013-06-12,7.564969572692771e-05,0.5797092571538435,0.0002462367954983177,1.0718815645116806,7.912073328620448e-05,6.237250643659781e-05,1.0458830339755252
2013-06-13,7.668406692361186e-05,0.5783444623872441,-0.0003505633983070288,1.2001072979327871,,6.43431221595233e-05,
2013-06-14,7.978958283363962e-05,0.5717869588853298,-0.0002474619516511107,1.261528033413873,,6.767005268744651e-05,
2013-06-17,6.406673037804978e-05,0.5751427040720276,-0.00016352711320906846,1.3144091450388062,,6.947464506300271e-05,
2013-06-18,5.269216623890948e-05,0.5455708165127091,-9.248370265002988e-05,1.3468395059595744,,7.047203864441036e-05,
2013-06-19,5.313666894497608e-05,0.5423351499999289,-3.8682720624892034e-05,1.4036890359592735,,6.978257070204953e-05,
2013-06-20,6.610900161714408e-05,0.5668676091169073,-0.00047362492742113936,1.4031509967213014,,4.882896365880711e-05,
2013-06-21,6.524441916700448e-05,0.5658992234528848,-0.00036472914305478167,1.4756082537072126,,5.1779762919138244e-05,
2013-06-24,5.5679700730278476e-05,0.5802906190538764,-0.00026168118297334366,1.3205600426039967,,4.9567813584732396e-05,
2013-06-25,5.683904438603972e-05,0.5920421239019198,-0.0001779907391544439,1.313054745743531,,4.7201014724771936e-05,
2013-06-26,5.616484134519195e-05,0.5674711668798085,-0.000121449616433778,1.098904937823496,,3.742167862282919e-05,
2013-06-27,5.600093181678947e-05,0.5654712676078268,-5.9686927322329714e-05,1.0504494059649128,,3.538889051601365e-05,
2013-06-28,5.651835513949762e-05,0.5695750924060476,-6.363504955028189e-06,0.9782255984159528,,3.286201536880606e-05,
2013-07-01,4.0959150997653995e-05,0.5598903194481164,3.3665077406538424e-05,0.8276681462268051,2.0790658277588088e-05,2.8387663913812183e-05,0.5075949518284426
2013-07-02,4.708768430286185e-05,0.5528861354485498,-0.00015658225138053645,0.8085001301797651,,2.7693683507898918e-05,
2013-07-03,4.5307854285029834e-05,0.5523388938132203,-0.00031221794920032267,0.8065328128011121,,2.7625967509413596e-05,
2013-07-05,5.048108536897671e-05,0.5378539014515471,-0.00043695858212372557,0.8528116808512057,,2.877742738669495e-05,
2013-07-08,5.858594159480322e-05,0.5172542351211477,-0.0005489538488402582,0.8176941690657396,,2.7960276393833612e-05,
2013-07-09,6.185296409698371e-05,0.5190866163045829,-0.00041857259527069334,0.7973099054938969,,2.6591598076948114e-05,
2013-07-10,6.043816195282401e-05,0.5190198083181338,-0.0003140791930849926,0.8157066596647413,,2.7393771173986828e-05,
2013-07-11,6.428746384905295e-05,0.5190401589947025,-0.0002138973812954069,0.6166730673506553,,1.8338158105008916e-05,
2013-07-12,6.999194674271863e-05,0.5195809324449874,-0.00014291775397174414,0.5986242381648478,,1.820714953699531e-05,
2013-07-15,7.060701256657018e-05,0.5196823328305185,-8.526834378140029e-05,0.5449897014790224,,1.663280885097866e-05,
2013-07-16,3.5042919617133015e-05,0.4814446164838209,-3.2134594273302444e-05,0.6611061915827012,,2.1703635057081055e-05,
2013-07-17,3.792838595062833e-05,0.455310267999848,-1.383404213022689e-06,0.6102156871208723,,2.0062026096432085e-05,
2013-07-18,3.7451029819475974e-05,0.45098014359431005,2.322938383806397e-05,0.5731266273048483,1.3301730600592567e-05,2.0488349669018378e-05,0.3551766310488786
2013-07-19,4.0860668714576163e-05,0.4502983866821489,4.598450969307929e-05,0.5827621469492203,1.951906031390446e-05,2.1105034422393306e-05,0.4776980144463826
2013-07-22,3.950888193740232e-05,0.45296324875849014,6.482216427762705e-05,0.5811511893461588,2.2923034093600688e-05,2.1075776011417296e-05,0.5801995138693075
2013-07-23,3.3171208880188284e-05,0.42026325928595754,7.213080587822667e-05,0.5586616403130442,2.0557129229329616e-05,2.0309071567293587e-05,0.6197280691089764
2013-07-24,3.471216593235655e-05,0.39873659373396775,7.946190783486928e-05,0.5625091673729059,2.094143533546803e-05,2.0451333995465997e-05,0.6032880626428359
2013-07-25,3.488954269695917e-05,0.3875825717872126,8.696918754085882e-05,0.5697655047668896,2.1349838057484207e-05,2.0928034847514224e-05,0.6119265661611831
2013-07-26,3.343176772700175e-05,0.37355573260684977,9.672867266801828e-05,0.5493263891465442,2.1242845480213467e-05,2.0506872175191887e-05,0.635408981471725
2013-07-29,3.360094972876798e-05,0.36630760467999507,0.00010449857887027557,0.5678859438800609,2.1705855297570364e-05,2.188631633642651e-05,0.6459893387771286
2013-07-30,3.816574763863081e-05,0.35961841058573024,0.00010617475030484042,0.5677002649456421,2.2892299995710626e-05,2.1892813716884977e-05,0.5998126962548842
2013-07-31,3.750748633018741e-05,0.35306307927419334,0.00010777339942833414,0.5795033625121794,2.2447453228469773e-05,2.3462646631324915e-05,0.5984792750668347
2013-08-01,4.226173154810077e-05,0.37006939240557024,0.00010796482198466702,0.500145672984959,2.4997578857609986e-05,1.937923661190325e-05,0.591494431058951
2013-08-02,4.130983358011611e-05,0.37916187725212425,0.0001635799827440275,0.5082821104589178,3.116854050580772e-05,2.0448778386663503e-05,0.754506561866428
2013-08-05,3.7225611971094185e-05,0.37214001540098657,0.00020908244612108335,0.5011930748183829,3.2831148878814304e-05,2.1567883700419348e-05,0.8819505480341815
2013-08-06,4.1983018398946586e-05,0.3585262898026786,0.00019334064830229107,0.5269245646719091,3.230125689395733e-05,2.238777682856519e-05,0.7693886272542951
2013-08-07,4.81253999850549e-05,0.3503803075342966,0.00018088160540411028,0.4791307830349309,3.269068850789469e-05,2.534304907582272e-05,0.6792813881660541
2013-08-08,4.5117615842124565e-05,0.34240761290161864,0.0001717485370566174,0.515683812780761,3.014137125319271e-05,2.7601187423589966e-05,0.6680621458071568
2013-08-09,4.7210405389653165e-05,0.35463880347147586,0.00016707062650432773,0.5408294131315146,3.149598307792888e-05,2.9016621524156836e-05,0.6671407037913654
2013-08-12,4.729046229109182e-05,0.35651873867122086,0.00016679163131777408,0.5644567873508427,3.166330681973429e-05,3.096923690574478e-05,0.6695495304070809
2013-08-13,5.1414947954433665e-05,0.36634712168302236,0.00016096447921344994,0.5442474164339309,3.332748244889285e-05,3.207867158698399e-05,0.648206091318603
2013-08-14,5.361675369996386e-05,0.3752527063792559,0.00015773473761110198,0.5746129467904213,3.450942830724849e-05,3.3963441212660164e-05,0.6436314384186925
2013-08-15,5.120699157562921e-05,0.38889154771370604,0.0001547063296694872,0.606754103884383,3.461363234359828e-05,3.328357518006824e-05,0.6759552021812553
2013-08-16,4.9139520575593413e-05,0.38308536556050354,0.00015244530680316075,0.6001982286062951,3.315645176989014e-05,3.267467077551352e-05,0.674741051225442
2013-08-19,5.1240075352845624e-05,0.38924626743122714,0.00014921430894462119,0.5957083039858695,3.403569102901507e-05,3.191076455885934e-05,0.6642396755789489
2013-08-20,5.687877447837599e-05,0.3937220578175247,0.0001431425676497022,0.5768701279251884,3.552624145118678e-05,3.121486549307469e-05,0.6245957613712835
2013-08-21,5.746511661394483e-05,0.4030021347091856,0.0001366297743356841,0.5725111830999314,3.570936836004758e-05,3.030891483745362e-05,0.6214094822071958
2013-08-22,5.43081375808944e-05,0.40169563563955457,0.00013119965227250467,0.5479640257687889,3.3907510896360346e-05,2.839289558672245e-05,0.6243541466663921
2013-08-23,4.6628310947370826e-05,0.3784555099070049,0.00011875865029235399,0.5406546645144171,2.8162571091358227e-05,2.7961223109482185e-05,0.6039800824684642
2013-08-26,5.7057237442025364e-05,0.3752433772318197,0.00012114152138311104,0.4945246407113368,3.11971497797272e-05,2.5463493419712932e-05,0.5467693701684375
2013-08-27,6.26349019454684e-05,0.3942267958297353,0.00011699080586857875,0.5450214722932373,3.37466142658768e-05,2.4676305436238878e-05,0.5387829024663836
2013-08-28,6.352118414260544e-05,0.3940360643185664,0.00011299926243139864,0.5405431729278319,3.3383592444373476e-05,2.467335530752922e-05,0.52555053711573
2013-08-29,6.345432123592429e-05,0.41506532230552456,9.114518741648008e-05,0.5416793848270935,3.1565590871255346e-05,2.4733541430546015e-05,0.4974537629028277
2013-08-30,6.533098257867051e-05,0.4213778691132443,8.896778922699568e-05,0.5221968997955699,3.212533883911721e-05,2.3609580564952626e-05,0.4917320629677105
2013-09-03,6.741624909395761e-05,0.43570399982617053,8.68724012631685e-05,0.5310533178799096,3.334377392275223e-05,2.4189174524235594e-05,0.49459550732763574
2013-09-04,5.29054408502055e-05,0.4431128649156351,7.119463767832415e-05,0.5713248823862515,2.719494407204857e-05,2.5602723570213992e-05,0.5140292498279586
2013-09-05,5.526096611110341e-05,0.45003827942569574,6.154703525132702e-05,0.5985838495020349,2.6245947821025872e-05,2.9509358203149273e-05,0.47494551159778503
2013-09-06,5.903493096893949e-05,0.45421979352002617,6.376534090168794e-05,0.5495397670174377,2.786845729798503e-05,2.8907771863856572e-05,0.47206724629944397
2013-09-09,5.950680039687122e-05,0.4608401348902247,6.854783690837835e-05,0.5770437498193484,2.9432724965430785e-05,2.9490743415861145e-05,0.4946111161940126
2013-09-10,6.058865375686932e-05,0.4859326055872061,5.453410417230739e-05,0.5330098792967003,2.7932241218651867e-05,2.689657484408261e-05,0.4610143894389634
2013-09-11,5.2548421709793746e-05,0.47790526335862876,5.8649445346386505e-05,0.5168087185726612,2.6530999200469745e-05,2.658914042618148e-05,0.5048866994900632
2013-09-12,5.463125330927889e-05,0.479809792195416,6.345060714726084e-05,0.5077274080222777,2.824929279852191e-05,2.6108837700841072e-05,0.5170903299361774
2013-09-13,5.629719144726608e-05,0.46194997716282543,4.614535593735204e-05,0.5258608466952392,2.3545196255044692e-05,2.7139119094895586e-05,0.41823038858163325
2013-09-16,5.4138744378514925e-05,0.46157822434200324,5.1242819783177534e-05,0.5428237419006515,2.431173267366e-05,2.8043900710305557e-05,0.44906347483204956
2013-09-17,5.7555509167455784e-05,0.46106330616516494,5.658980551337236e-05,0.5833260909299658,2.631316632986097e-05,3.012689778436787e-05,0.457178934049627
2013-09-18,6.204530316157312e-05,0.4690529015537244,3.493479871382966e-05,0.5036601887481156,2.183762505160649e-05,2.4891680736798805e-05,0.3519625811923071
2013-09-19,6.178297806302708e-05,0.4560787831167784,5.0461851220344425e-05,0.5433383077624453,2.546571520232948e-05,2.742474233042495e-05,0.41218011822529776
2013-09-20,6.675064824066973e-05,0.4672005609146003,6.304256366334537e-05,0.5739024886974129,3.030735473098127e-05,2.697279672689418e-05,0.45403835812512233
2013-09-23,6.644616634370019e-05,0.4676117982605879,7.53882847463569e-05,0.5548663243162834,3.309575980169041e-05,2.569840221275554e-05,0.4980838116453387
2013-09-24,6.687102886618699e-05,0.46562938090537603,8.124434615112142e-05,0.5606553069862744,3.4320685433119744e-05,2.5803689785040684e-05,0.5132369879009567
2013-09-25,5.221698153901886e-05,0.4845140951635013,8.348458110924486e-05,0.5704318743386253,3.199008791748355e-05,2.601804572720633e-05,0.6126376319469774
2013-09-26,5.0374063840171386e-05,0.4945143712569633,8.956321994475061e-05,0.5629904324434158,3.3215994567861024e-05,2.5666691481005746e-05,0.6593868359171876
2013-09-27,5.122431082106018e-05,0.5032950212742558,9.375857678361405e-05,0.574483638576756,3.4879174636128044e-05,2.5924527496061765e-05,0.6809105691625615
2013-09-30,5.1567877421329924e-05,0.5093264158870798,9.87673486761044e-05,0.5966666219520738,3.6349004976882595e-05,2.6752944326043205e-05,0.7048768883756232
2013-10-01,5.3629225784131454e-05,0.5160080315710441,0.0001037166736653194,0.5820871154047821,3.848411599767155e-05,2.5575653069666577e-05,0.7175959644201829
2013-10-02,4.9785428743887e-05,0.5062929872657851,0.0001016978170962413,0.5956812208656588,3.602540345560802e-05,2.654393160253648e-05,0.7236134018436363
2013-10-03,5.1677659876475144e-05,0.5053521436788313,0.00010162700437929447,0.5796595511582638,3.66226776220613e-05,2.55361762560468e-05,0.708675232384754
2013-10-04,4.988490741732951e-05,0.494926181281065,9.49329986718704e-05,0.5919204539930362,3.405913493963087e-05,2.5618095379356913e-05,0.6827542979021161
2013-10-07,5.300164613196136e-05,0.4906289504300518,9.518989602148173e-05,0.5785542131040484,3.484923718358215e-05,2.399761271133189e-05,0.6575123553109261
2013-10-08,5.7418241986777646e-05,0.49303029472704607,9.341365929350691e-05,0.5986948200757484,3.610802578316319e-05,2.4681850330169717e-05,0.6288598280574003
2013-10-09,4.671951297786224e-05,0.5034184891505672,8.971887960806757e-05,0.5923768174874595,3.259269226679466e-05,2.4742336031922145e-05,0.6976248293135785
2013-10-10,5.493659376391755e-05,0.5280541766056367,8.489784853633924e-05,0.7082076642184867,3.606265427912663e-05,2.3212613488821505e-05,0.65644139558599
2013-10-11,5.397060840252837e-05,0.531225905855616,8.376449708474554e-05,0.6770525199431631,3.5718062704397914e-05,2.2154562619358496e-05,0.6618058191599824
2013-10-14,5.390763459317086e-05,0.5336464479975005,8.449215633175415e-05,0.6601216872643736,3.6015293470221214e-05,2.1739645547092246e-05,0.668092631814042
2013-10-15,5.553151341989191e-05,0.5392662003332128,8.67249670228787e-05,0.510051203802134,3.7423553875957716e-05,1.8803708143270588e-05,0.6739156124376803
2013-10-16,4.144281603770634e-05,0.5346778313020678,8.224180070358232e-05,0.5478672590762661,3.121498368183993e-05,1.8325052255168625e-05,0.7532061444241454
2013-10-17,4.1583055321708076e-05,0.5279126843135014,8.62297156349879e-05,0.5057549385866488,3.161176698366845e-05,1.656899300741722e-05,0.7602078957186631
2013-10-18,4.3823960134694674e-05,0.523541257234663,9.301382622370919e-05,0.5250662988159418,3.34256973406846e-05,1.70357268794567e-05,0.762726536760927
2013-10-21,4.4710412594374516e-05,0.5201759509568515,0.00010463676991723764,0.5363610087701677,3.5579248519851236e-05,1.7406902967954114e-05,0.7957709726956944
2013-10-22,4.4371990394003997e-05,0.5188540966501293,0.0001153419537898153,0.5194127715200337,3.711875123621978e-05,1.6781714669460883e-05,0.8365356367073327
2013-10-23,3.6244305626284386e-05,0.5119422919933931,0.00010595638097342391,0.5080666830114436,3.172520656643193e-05,1.602879035470998e-05,0.8753156121557698
2013-10-24,4.040389782719303e-05,0.5023990758465019,0.00010299134713867766,0.492419407993308,3.240864199437113e-05,1.54981626763979e-05,0.8021167198516957
2013-10-25,3.967999624918889e-05,0.4965394090199458,0.00010059206350998686,0.4966361222007858,3.137049653621074e-05,1.564412106769889e-05,0.7905871850190005
2013-10-28,4.081308187982178e-05,0.49346727829796777,0.0001029326534266003,0.5541276711546672,3.198413717325274e-05,1.886036583069544e-05,0.783673658054867
2013-10-29,4.2024721372673885e-05,0.49630898268395834,8.648999845967685e-05,0.5443179830518864,2.9921785245500734e-05,1.8281389759474986e-05,0.7120043695270529
2013-10-30,3.243679795796633e-05,0.4778854799277668,8.300861692015086e-05,0.5635956620480339,2.479730089364205e-05,1.8677821484279138e-05,0.7644805423080284
2013-10-31,3.3498134377451295e-05,0.47181064809574946,7.820034055476493e-05,0.5545271958798297,2.4148066905727994e-05,1.8555645841560778e-05,0.720877963937683
2013-11-01,3.528785039280735e-05,0.46871232661106915,7.431997099880835e-05,0.5555525085926735,2.4003343638452346e-05,1.856943155140325e-05,0.6802155237924297
2013-11-04,3.477448195487655e-05,0.4642940627177492,6.945535037528168e-05,0.554323761974736,2.2817933901984197e-05,1.8441097192265228e-05,0.6561689094777257
2013-11-05,3.766596277267884e-05,0.4650083132028254,6.882290122881586e-05,0.5539314783464448,2.36756407621953e-05,1.82601946395451e-05,0.6285685807391208
2013-11-06,3.8333959556374354e-05,0.4689519738169508,6.623679850244015e-05,0.5216746055802136,2.3630334798056295e-05,1.936105031912236e-05,0.6164334462581477
2013-11-07,4.0431492315281525e-05,0.4785129704272163,6.863948235495691e-05,0.4806652052449006,2.5208128243515653e-05,1.6937036724396037e-05,0.6234775616725867
2013-11-08,4.3778322206368926e-05,0.4784783625766774,6.872133861367121e-05,0.5468792263462815,2.6244461439997007e-05,1.7595646303276315e-05,0.599485318699101
2013-11-11,4.088414418239951e-05,0.4830141652193419,6.894814194617453e-05,0.5392163841663828,2.564475807987486e-05,1.7401489980327147e-05,0.627254369455894
2013-11-12,3.99781619662566e-05,0.4829921129746441,6.160247689835116e-05,0.5451958890869363,2.3969034352003183e-05,1.7815658969368335e-05,0.599553185367405
2013-11-13,4.4902541372157916e-05,0.47014036181881286,6.0620563846519495e-05,0.6062569318397406,2.4528612583759275e-05,1.9158120031084317e-05,0.546263348002133
2013-11-14,4.545126757048379e-05,0.46598264403478734,5.7979721776036794e-05,0.5886812939571463,2.3921081161196508e-05,1.8353732281263447e-05,0.5263017389801234
