Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_T,Predicted_Covariance,Future_Cov_45_T,Beta_Predicted
2013-04-23,8.499754389235151e-05,0.5007001006257414,0.00014073634764941902,0.7037315770073149,5.4762593156828046e-05,5.204680122338825e-05,0.6442844186907835
2013-04-24,7.773768893068322e-05,0.5286865550972064,0.0001425589156568737,0.7177035193063389,5.565590774081058e-05,5.356628092613942e-05,0.715944974778419
2013-04-25,6.90805921567358e-05,0.5209497259370407,0.00013790373950021436,0.7153772052635513,5.084659336220329e-05,5.349482353743355e-05,0.736047445089039
2013-04-26,7.034557142953508e-05,0.5411110920549255,0.00012886733753762018,0.7035708293595851,5.1520046382278946e-05,5.302278935706118e-05,0.7323850718006663
2013-04-29,6.776168711759701e-05,0.5490094060243317,0.00011923595810938471,0.6932801427664949,4.934867691029427e-05,5.164231270342184e-05,0.7282681262739535
2013-04-30,5.8041023931509805e-05,0.5464105865054499,0.00010909783829423273,0.690936899045424,4.348051811142491e-05,5.13964644990468e-05,0.7491342358593339
2013-05-01,6.311211636341748e-05,0.5380409052807031,0.00010673526239389782,0.7189247595714223,4.41596505149734e-05,5.381274989734148e-05,0.6997016271913558
2013-05-02,6.214021471172626e-05,0.5193618415925897,0.00010475362645381572,0.7176628561742461,4.1902597589988236e-05,5.2918611547068015e-05,0.6743233473585173
2013-05-03,7.476459886581012e-05,0.5330587961060079,0.00010684203886551342,0.745775567916199,4.764246256762976e-05,5.420248196412198e-05,0.6372329055511949
2013-05-06,7.535412832838797e-05,0.5433631496917585,0.00010884251379275957,0.7505952687516276,4.920882426756803e-05,5.448046194168134e-05,0.6530342180208024
2013-05-07,7.392273390092128e-05,0.5519212832542197,0.00010998914509167497,0.7567346666931544,4.97669545197892e-05,5.7466381149869555e-05,0.6732293557553203
2013-05-08,6.958015556766957e-05,0.5468414534866514,0.00010939550429499387,0.7492334934726019,4.7709390020290254e-05,5.663363618552398e-05,0.6856752421872772
2013-05-09,7.111722928104653e-05,0.5521974237643881,0.00010972461519950852,0.7310654082940514,4.8779104537173726e-05,5.523386790096476e-05,0.6858971451827055
2013-05-10,7.562958883543677e-05,0.5645732824538034,0.00011007220245732594,0.7135007181257009,5.1511597650148184e-05,5.4107827139097424e-05,0.6811037643247383
2013-05-13,7.357910230951406e-05,0.5697585380093142,0.00011087910374807551,0.7150429929106048,5.1462743847334554e-05,5.4286552449441426e-05,0.6994206538543244
2013-05-14,7.590263764609063e-05,0.5776550917884177,0.00011138643869538371,0.7016557118276462,5.311451243092894e-05,5.214312333664166e-05,0.6997716295260341
2013-05-15,7.650099964197039e-05,0.5793132548897301,0.00011161447761253812,0.694083094546591,5.3531237838268854e-05,5.122995975511151e-05,0.6997455992575065
2013-05-16,7.639729836462006e-05,0.550114260789269,0.00011156295078527733,0.6921944137803003,5.078692287782595e-05,5.070651596894479e-05,0.6647738069929657
2013-05-17,7.425705624970095e-05,0.5383006532750482,0.00011092947776200722,0.6956160759992097,4.885592669802604e-05,4.9719073006422945e-05,0.6579297532848644
2013-05-20,7.217439206379002e-05,0.5235522121652315,0.00010981712151644191,0.7047633842835821,4.661080399129741e-05,5.061785282871929e-05,0.6458080582113016
2013-05-21,7.13709588975209e-05,0.5118650440516761,0.00010944953764105704,0.7084056491109524,4.524006325701342e-05,5.093419510473446e-05,0.6338721513041748
2013-05-22,7.35750525384875e-05,0.5162555280624918,0.00011079316778290696,0.7033248976770812,4.661079340048956e-05,4.961191703785202e-05,0.6335135591796853
2013-05-23,7.454058968752127e-05,0.5122370879700654,0.00011120636129039335,0.6976737935009695,4.663717625788815e-05,4.9233037355484884e-05,0.625661487967751
2013-05-24,7.630250921850573e-05,0.5224819000583084,0.0001116581784812949,0.7001239432501527,4.822652054598724e-05,4.9382697235313094e-05,0.6320437039348479
2013-05-28,7.438631671877e-05,0.5139737493501081,0.00011321149760529052,0.7341109637661666,4.716640041907666e-05,5.125781263855473e-05,0.6340736105727238
2013-05-29,7.273626036607267e-05,0.5252511095770154,0.00011336591442595676,0.7470029845550255,4.769619239848049e-05,5.3361561505073374e-05,0.6557416089091108
2013-05-30,7.309916508279677e-05,0.515326181433564,0.00011282764891269949,0.7602953034397777,4.6800035782564634e-05,5.417415327386286e-05,0.6402266801482059
2013-05-31,7.696255068093324e-05,0.5416139194299119,0.00011357005001786763,0.7448756721271147,5.0636240274371845e-05,4.9197182671047725e-05,0.6579334991676219
2013-06-03,7.835861755638394e-05,0.5611220298110222,0.00011189103029347119,0.7491650251386666,5.2541000521572095e-05,4.983541810542688e-05,0.6705197483067583
2013-06-04,7.696792659140356e-05,0.5657486526169788,0.00011122465138172015,0.7810771314959745,5.234545131999183e-05,5.1692173812359246e-05,0.6800943410867225
2013-06-05,8.390672708275947e-05,0.583979581933194,0.00010950643041718082,0.7715526596183312,5.59778049620441e-05,4.722653158084166e-05,0.6671432304448209
2013-06-06,8.864935953499249e-05,0.5876083251524125,0.00011061067326182896,0.7582229384433159,5.818677126522184e-05,4.557381991892974e-05,0.6563699001373363
2013-06-07,8.584609796353898e-05,0.5716833011065905,0.00010657438740633732,0.8427944170334013,5.468172531188491e-05,4.800814441931739e-05,0.6369739173830549
2013-06-10,7.344670994631798e-05,0.5838737028750941,0.0001073853753514022,0.8400454251990908,5.1853450176582995e-05,4.794905128073897e-05,0.7060009932981689
2013-06-11,7.540176794643908e-05,0.6073564930368988,0.00010505444115338544,0.8395293039229768,5.4055719409976486e-05,4.6228423805945116e-05,0.716902545950573
2013-06-12,7.564969572692771e-05,0.6163872256130679,0.00010352032349128583,0.849188419075256,5.4546894811798025e-05,4.941405085065119e-05,0.7210457925527639
2013-06-13,7.668406692361186e-05,0.6373828934942779,0.00010528694062659061,0.8035343269627983,5.72717198945245e-05,4.308107070775706e-05,0.7468529277610589
2013-06-14,7.978958283363962e-05,0.6396044661676062,0.00010360664803242684,0.8053843407558803,5.815383990054117e-05,4.320189431312838e-05,0.7288400043623648
2013-06-17,6.406673037804978e-05,0.6433989778124224,0.00010128103471245345,0.8341624440886394,5.1827553858071755e-05,4.4090639468454215e-05,0.8089620549112437
2013-06-18,5.269216623890948e-05,0.6186555863686326,9.895792743610242e-05,0.8259594310412537,4.467322040112767e-05,4.321750638104729e-05,0.8478152178936158
2013-06-19,5.313666894497608e-05,0.6486356307185974,0.00010393373412686476,0.7599715058056815,4.8203239928082724e-05,3.778099278177076e-05,0.907155847085522
2013-06-20,6.610900161714408e-05,0.6647873889031605,0.00010853760018973948,0.6838160464690738,5.631228872612587e-05,2.379646164979325e-05,0.8518096983561521
2013-06-21,6.524441916700448e-05,0.6600333057385964,0.00010606474249029144,0.7267206362172971,5.490641097566031e-05,2.5500956745965293e-05,0.8415495405839657
2013-06-24,5.5679700730278476e-05,0.6312253595267282,9.674351237984944e-05,0.7159408520602096,4.63280275274204e-05,2.6873161043580704e-05,0.8320451963605354
2013-06-25,5.683904438603972e-05,0.6131280264081675,9.518732960505147e-05,0.6478919475462347,4.509871045164427e-05,2.329008554694657e-05,0.7934459655117109
2013-06-26,5.616484134519195e-05,0.6110500801056579,9.304933310030847e-05,0.6274461173866696,4.4173896165023265e-05,2.1366804488558302e-05,0.7865044235330119
2013-06-27,5.600093181678947e-05,0.5812396575492363,7.208325791444748e-05,0.5835773373209558,3.6929214358021945e-05,1.966030384786372e-05,0.6594392835968902
2013-06-28,5.651835513949762e-05,0.5811793280506686,7.521023077381364e-05,0.5308063930116407,3.789163769878891e-05,1.7831641160541356e-05,0.6704306522237852
2013-07-01,4.0959150997653995e-05,0.5445248991040056,7.6238275394444e-05,0.5953032133512972,3.0428444228467068e-05,2.0417926707062434e-05,0.7428973376476946
2013-07-02,4.708768430286185e-05,0.5267920709331365,7.838314946275245e-05,0.5994279109927847,3.200399919680872e-05,2.0532299542294813e-05,0.6796681482776509
2013-07-03,4.5307854285029834e-05,0.5150723258399048,8.085698551758686e-05,0.5996073343856133,3.117552221747998e-05,2.0538200647551263e-05,0.6880820711869527
2013-07-05,5.048108536897671e-05,0.5104798273141555,7.955330889490328e-05,0.6069799767737246,3.234983357179621e-05,2.0482039117181555e-05,0.6408307851414955
2013-07-08,5.858594159480322e-05,0.509241376716317,7.885930308373096e-05,0.6685633577783135,3.461360697159163e-05,2.2860889776955658e-05,0.590817626709647
2013-07-09,6.185296409698371e-05,0.4969150851295402,7.760105895817546e-05,0.6800565376664831,3.4426768822251406e-05,2.2681005208415244e-05,0.5565904451769069
2013-07-10,6.043816195282401e-05,0.503707224286767,7.660425356863453e-05,0.6473921580027231,3.427364122839147e-05,2.1741287049745556e-05,0.567086094629157
2013-07-11,6.428746384905295e-05,0.5099475992931715,7.624825047185276e-05,0.5864965150759301,3.570291202026538e-05,1.744079057596258e-05,0.5553635169695893
2013-07-12,6.999194674271863e-05,0.5152362544348376,7.554093625337726e-05,0.6067157723137591,3.746464593014765e-05,1.8453253458020405e-05,0.5352708086240673
2013-07-15,7.060701256657018e-05,0.5204536563475726,7.489546163839874e-05,0.6395183722131259,3.784719808662657e-05,1.951777586409949e-05,0.53602605054198
2013-07-16,3.5042919617133015e-05,0.517057300864333,7.406298246386703e-05,0.6713704282273433,2.6341434034966057e-05,2.2040602474889658e-05,0.751690621750801
2013-07-17,3.792838595062833e-05,0.5135132018640254,7.28795834966907e-05,0.6721705647975486,2.6998319662510276e-05,2.2098913051297598e-05,0.7118235850493136
2013-07-18,3.7451029819475974e-05,0.5120246954502202,7.204329974205763e-05,0.7409462773354629,2.659619988266516e-05,2.6487630643501395e-05,0.7101593737439528
2013-07-19,4.0860668714576163e-05,0.5135082976130477,7.188168967964941e-05,0.7339355443989732,2.7829752190917192e-05,2.657985768198513e-05,0.6810890048157613
2013-07-22,3.950888193740232e-05,0.5144817344462803,7.283492061220047e-05,0.7436838596627782,2.7598606614541665e-05,2.6970115069700287e-05,0.6985418280949778
2013-07-23,3.3171208880188284e-05,0.517588337674131,7.342320075072781e-05,0.7520637439986061,2.5543581381618157e-05,2.7339833806158453e-05,0.7700527729899594
2013-07-24,3.471216593235655e-05,0.5182657399036943,7.365921448221296e-05,0.7418342233149251,2.6206371832951937e-05,2.697111505068682e-05,0.7549621617971113
2013-07-25,3.488954269695917e-05,0.51547541995428,7.311576757383604e-05,0.7493953294978553,2.6035212184074538e-05,2.752601103275315e-05,0.7462182124371514
2013-07-26,3.343176772700175e-05,0.5079089118364079,7.286771808747394e-05,0.7456737462137087,2.5068773602169945e-05,2.783670418921335e-05,0.7498488804683431
2013-07-29,3.360094972876798e-05,0.5010649004291468,7.326888972913248e-05,0.7768043574392712,2.4861627961054156e-05,2.9938029073706384e-05,0.7399084895439275
2013-07-30,3.816574763863081e-05,0.514167692517255,7.358688166371462e-05,0.7771292111111324,2.724845429660441e-05,2.9969239233021848e-05,0.7139504918023386
2013-07-31,3.750748633018741e-05,0.5153162372870894,7.260253569437812e-05,0.7824094163204199,2.689110827440116e-05,3.167780697003533e-05,0.7169530913821384
2013-08-01,4.226173154810077e-05,0.5173700940152918,7.369187575951537e-05,0.7428347430552372,2.887252528351387e-05,2.8782754758817514e-05,0.6831836800310042
2013-08-02,4.130983358011611e-05,0.5117740689727476,7.434076042639913e-05,0.6720648909035898,2.8360801431226534e-05,2.7037949463018707e-05,0.6865387481221323
2013-08-05,3.7225611971094185e-05,0.4978190142634577,7.477838943670361e-05,0.7755025089942099,2.6265184577960114e-05,3.337226462961711e-05,0.705567569939619
2013-08-06,4.1983018398946586e-05,0.5142605197618186,7.585631047499745e-05,0.7894581223205447,2.9021233791052732e-05,3.3542205930398024e-05,0.691261250329274
2013-08-07,4.81253999850549e-05,0.5174472664634058,7.559555689383428e-05,0.7581723165517996,3.121054902651408e-05,4.010261687757537e-05,0.6485254987222207
2013-08-08,4.5117615842124565e-05,0.5306080480677203,7.655738706250189e-05,0.76721553650654,3.1184619914565114e-05,4.106403825867237e-05,0.6911850134919861
2013-08-09,4.7210405389653165e-05,0.5391905462102352,7.725772015284064e-05,0.7358901356478791,3.2563574994040635e-05,3.9482034502924795e-05,0.6897541913753066
2013-08-12,4.729046229109182e-05,0.5313444385046945,7.793511386408376e-05,0.7388899676497386,3.225741088307527e-05,4.053961076953067e-05,0.6821124032266366
2013-08-13,5.1414947954433665e-05,0.5413244410506559,7.979604883643775e-05,0.7723081068241267,3.467312858056494e-05,4.5520874100068556e-05,0.6743783658264887
2013-08-14,5.361675369996386e-05,0.5466061010091811,8.111057471032662e-05,0.7911833595776578,3.604653065754488e-05,4.6764190872384834e-05,0.6722997602439548
2013-08-15,5.120699157562921e-05,0.5520517256130947,8.180211073027761e-05,0.7897304655414366,3.572947686552527e-05,4.332076726562582e-05,0.6977460648660697
2013-08-16,4.9139520575593413e-05,0.5510044305678338,8.297111603398486e-05,0.7786761767484157,3.5183092844277146e-05,4.23909743537074e-05,0.7159836407063332
2013-08-19,5.1240075352845624e-05,0.5511516120546681,8.35889890956554e-05,0.750443797943409,3.607036179200228e-05,4.0199599687628974e-05,0.7039482581478894
2013-08-20,5.687877447837599e-05,0.555752739094041,8.596758399268534e-05,0.7395016674828917,3.8861905187226084e-05,4.001497731457594e-05,0.6832409021400504
2013-08-21,5.746511661394483e-05,0.5614785478075721,8.808283482176669e-05,0.6991532066544851,3.994670439776757e-05,3.7013381789477873e-05,0.695147017035268
2013-08-22,5.43081375808944e-05,0.564756497908377,9.136617073290825e-05,0.7043227294950792,3.978198075777963e-05,3.64946616520172e-05,0.7325233847049641
2013-08-23,4.6628310947370826e-05,0.5651095199416675,9.522700160986911e-05,0.6951077405892918,3.765628918840995e-05,3.594912593087782e-05,0.8075842427771497
2013-08-26,5.7057237442025364e-05,0.569666354843305,9.697996459202566e-05,0.6966990355974833,4.2375706418116826e-05,3.587362458408269e-05,0.7426876644908347
2013-08-27,6.26349019454684e-05,0.5595500589266192,9.92431854471051e-05,0.7498650816414071,4.411613880743659e-05,3.3950772091045095e-05,0.7043379559505859
2013-08-28,6.352118414260544e-05,0.5442500829422732,0.0001029989957962861,0.7558506263837834,4.402245841624124e-05,3.450116845093421e-05,0.6930358589885629
2013-08-29,6.345432123592429e-05,0.5445937523469075,0.00010490467928552622,0.755364889330303,4.443249353536829e-05,3.4490603313977874e-05,0.7002280170985912
2013-08-30,6.533098257867051e-05,0.5754575308101335,0.00010597187878894673,0.7756523960156063,4.788154880898899e-05,3.5068817415994054e-05,0.7329072198069393
2013-09-03,6.741624909395761e-05,0.5910960336993873,0.00010637195328426635,0.8589417462243351,5.005574218078857e-05,3.912430467155196e-05,0.7424877956503659
2013-09-04,5.29054408502055e-05,0.5844371366496975,0.00010484817493813194,0.8472935913964595,4.3527969717911485e-05,3.796968112561837e-05,0.8227503451139356
2013-09-05,5.526096611110341e-05,0.5721342567809826,0.00010343860955576896,0.9075346624738918,4.3256216054453666e-05,4.474020717230392e-05,0.782762573630835
2013-09-06,5.903493096893949e-05,0.5640050411635064,0.00010227107554398782,0.8537944828637485,4.3824192976869143e-05,4.4912666217404845e-05,0.7423434271470006
2013-09-09,5.950680039687122e-05,0.5561075052157831,0.00010143098530082778,0.8612362838122075,4.3204340304019225e-05,4.40148572344591e-05,0.7260403855672746
2013-09-10,6.058865375686932e-05,0.5560755348480187,0.00010049884410234835,0.8419817388095142,4.339203048955107e-05,4.2487814456877525e-05,0.7161741976257632
2013-09-11,5.2548421709793746e-05,0.5579242760062436,0.00010183270313838997,0.8155635904602319,4.081302008473772e-05,4.19596923463647e-05,0.7766745176502832
2013-09-12,5.463125330927889e-05,0.5556831193718905,0.0001023279122089641,0.8385618168702987,4.154749483691765e-05,4.31213167397659e-05,0.7605078104598596
2013-09-13,5.629719144726608e-05,0.5391114893666834,0.0001034601288034839,0.8457295235083597,4.114418456732357e-05,4.3647201355275265e-05,0.7308390260616033
2013-09-16,5.4138744378514925e-05,0.5427436586812732,0.00010358159802962854,0.8231832966195803,4.064341118346622e-05,4.252811521461897e-05,0.750726889772413
2013-09-17,5.7555509167455784e-05,0.551315056493719,0.00010352539332724353,0.8127605568589285,4.2556582822776366e-05,4.19764426799737e-05,0.7394006835898097
2013-09-18,6.204530316157312e-05,0.5557931197624726,0.00010515141859547108,0.840698412395914,4.4892644559886804e-05,4.154864121642571e-05,0.7235462198158849
2013-09-19,6.178297806302708e-05,0.5523151022957159,0.0001063649150071801,0.8081578373405701,4.477344756475056e-05,4.0791381970933686e-05,0.7246890481562013
2013-09-20,6.675064824066973e-05,0.5495662079537337,0.00010606727879376128,0.7803772748015011,4.6242198968194895e-05,3.667688852732347e-05,0.6927602980194059
2013-09-23,6.644616634370019e-05,0.544724188347027,0.00010674714583902305,0.7841243682104044,4.5876445442836946e-05,3.6316392824747315e-05,0.6904302831488566
2013-09-24,6.687102886618699e-05,0.5400375234663278,0.00010740446801904743,0.7824598485450253,4.57671757962734e-05,3.601205758603481e-05,0.6844096250987302
2013-09-25,5.221698153901886e-05,0.5293702631708228,0.00010898479150479221,0.78657728612565,3.993451111748669e-05,3.587668347272309e-05,0.764780152748696
2013-09-26,5.0374063840171386e-05,0.5229072706154222,0.00011053498590846176,0.7884974200879118,3.901917247918802e-05,3.5947538090710735e-05,0.7745885383198273
2013-09-27,5.122431082106018e-05,0.5256212334589125,0.00011173208978450754,0.7975263369436487,3.9764902681167845e-05,3.598969937969192e-05,0.7762896570746843
2013-09-30,5.1567877421329924e-05,0.5305699792517444,0.00011228479631952476,0.7911443600082647,4.0373163333088165e-05,3.547280883237386e-05,0.7829130333060537
2013-10-01,5.3629225784131454e-05,0.5256135044672254,0.00011312989569223481,0.7888029624266675,4.094076674536855e-05,3.4658301778971074e-05,0.7634040235852643
2013-10-02,4.9785428743887e-05,0.5186930607737916,0.00011330054685841015,0.8037564490000539,3.895628789615938e-05,3.581589524737861e-05,0.7824837282523694
2013-10-03,5.1677659876475144e-05,0.5136946604225163,0.00011232757553929638,0.8002156631167037,3.913809325726801e-05,3.525249980849246e-05,0.7573503396016692
2013-10-04,4.988490741732951e-05,0.5133474407086617,0.00011289070697441545,0.8081464762627992,3.8523441933145376e-05,3.497627657522233e-05,0.7722464353970662
2013-10-07,5.300164613196136e-05,0.5227766935725611,0.00011240827749414036,0.9078578422136132,4.0351533413894035e-05,3.7656662765447057e-05,0.7613260409578302
2013-10-08,5.7418241986777646e-05,0.5224170615987641,0.0001086578064134644,0.8114437726746144,4.126413677920443e-05,3.345265914605559e-05,0.7186590071619885
2013-10-09,4.671951297786224e-05,0.5282033306876892,0.00010551191356893963,0.8162155670163327,3.708523527474055e-05,3.4091610673186914e-05,0.7937847145862408
2013-10-10,5.493659376391755e-05,0.5412214657665853,0.0001035908435235971,0.8776158193809527,4.082879494968668e-05,2.876523064664347e-05,0.7431985158224919
2013-10-11,5.397060840252837e-05,0.542847377314809,0.00010154225192896385,0.9046330801543568,4.018646416626539e-05,2.960147053806884e-05,0.7445990578157494
2013-10-14,5.390763459317086e-05,0.5469146109106331,9.970259176940792e-05,0.9409673086719896,4.009570810616319e-05,3.098867399237222e-05,0.7437853359502181
2013-10-15,5.553151341989191e-05,0.5495646827018373,9.902499092184038e-05,0.9551592568926506,4.075313055868513e-05,3.5213201661063245e-05,0.7338739401992774
2013-10-16,4.144281603770634e-05,0.558178418900524,9.73542703855985e-05,0.9296223976115712,3.545481089641813e-05,3.109398988822541e-05,0.8555116250826179
2013-10-17,4.1583055321708076e-05,0.5620810044181422,9.634577098356745e-05,0.9245737530362916,3.557733676736146e-05,3.0289879307377735e-05,0.855572936911844
2013-10-18,4.3823960134694674e-05,0.5628462548814412,9.556414433954614e-05,0.9479774355643356,3.642445634419574e-05,3.0757039095024625e-05,0.831153922015348
2013-10-21,4.4710412594374516e-05,0.5653338141818961,9.481698609762475e-05,0.9656835380041676,3.6808860630881106e-05,3.1340010494670665e-05,0.8232726672603422
2013-10-22,4.4371990394003997e-05,0.5715486916154722,9.394997566009212e-05,0.9858272791103292,3.690252014726004e-05,3.185110767104509e-05,0.8316624929281219
2013-10-23,3.6244305626284386e-05,0.5838056878503628,9.294738078762382e-05,1.0152045135331127,3.388494553082056e-05,3.202827671778485e-05,0.9349039785782841
2013-10-24,4.040389782719303e-05,0.5978225036006695,9.311688927205422e-05,1.047052136265323,3.666892014373431e-05,3.2954396344041764e-05,0.9075589761306403
2013-10-25,3.967999624918889e-05,0.6036723473116531,9.277705263648237e-05,1.0028578359292049,3.6627508635675774e-05,3.1590189874718996e-05,0.9230723815006532
2013-10-28,4.081308187982178e-05,0.6055472849843728,9.22584445035817e-05,0.9643618458974652,3.715787081798685e-05,3.282315277432564e-05,0.9104402095240426
2013-10-29,4.2024721372673885e-05,0.6055354653384607,9.182686382202156e-05,0.9175927360882544,3.761636982823449e-05,3.081814485503302e-05,0.8951009929287508
2013-10-30,3.243679795796633e-05,0.6104529745153278,8.75227336733238e-05,0.918758024365432,3.252607349834021e-05,3.0448066800208953e-05,1.0027522920261602
2013-10-31,3.3498134377451295e-05,0.6148977491958345,8.447041738304205e-05,0.9095963765083064,3.2708869462867784e-05,3.043700714168892e-05,0.9764385411530622
2013-11-01,3.528785039280735e-05,0.6128875287552151,8.221870717387271e-05,0.9178999497697612,3.301252231731496e-05,3.068095278961873e-05,0.9355209215023149
2013-11-04,3.477448195487655e-05,0.6160075838452832,8.022156924946452e-05,0.9118559664923112,3.2535835973944094e-05,3.033538458378058e-05,0.9356238869686879
2013-11-05,3.766596277267884e-05,0.6168319883483712,8.01277718782396e-05,0.8576066853234867,3.388698710382942e-05,2.827076201722502e-05,0.8996713374444655
2013-11-06,3.8333959556374354e-05,0.6068287729655883,7.796648506876602e-05,0.8071342607236803,3.317508029932037e-05,2.995539148158896e-05,0.8654227396085374
2013-11-07,4.0431492315281525e-05,0.6024332185324677,7.75493301864978e-05,0.7305081335817701,3.3733221833893394e-05,2.574066720648218e-05,0.8343303672999365
