Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_UAL,Predicted_Covariance,Future_Cov_45_UAL,Beta_Predicted
2013-03-18,6.402550064969363e-05,0.46980617812813863,0.0005156731730309419,1.4984588103373369,8.536551888530764e-05,8.296854953086085e-05,1.3333049803448296
2013-03-19,6.71640875084588e-05,0.47307625835277245,0.0005069892860130999,1.503115942948002,8.729695662891615e-05,8.550440691748973e-05,1.2997564601457852
2013-03-20,6.839791392936718e-05,0.47534672603599504,0.0004987625802251005,1.408282137703308,8.779683630710862e-05,7.974927309714701e-05,1.2836186261144489
2013-03-21,6.814178529168062e-05,0.4855508727566257,0.0004937167519642227,1.433903439726654,8.905953526996713e-05,7.809816366334989e-05,1.3069739057870022
2013-03-22,6.79733209422515e-05,0.48798575853461307,0.0004906948643505892,1.455327821921847,8.912143038982833e-05,7.852913364917393e-05,1.3111236755012123
2013-03-25,7.243408887933498e-05,0.42720097167100984,0.0004902066778064947,1.5216308549946786,8.049952990424439e-05,8.320282040793552e-05,1.1113486916132167
2013-03-26,7.339742545776695e-05,0.38918414528122536,0.0004932254230376599,1.5462819806613926,7.404884345070657e-05,8.32105265350426e-05,1.0088752158386598
2013-03-27,7.311742529462491e-05,0.3550621014715389,0.0004927418074129925,1.4445259005716131,6.739450227511004e-05,8.57373321207744e-05,0.9217296971760904
2013-03-28,6.422356192814954e-05,0.3901491807481188,0.0004938875836679627,1.4274877523386384,6.948514171692433e-05,8.524482474858941e-05,1.081926003958815
2013-04-01,6.678777769649997e-05,0.40666949916385864,0.0004939006242869425,1.3569740247111666,7.386009890960224e-05,8.132056695956144e-05,1.105892447046833
2013-04-02,6.451960799026473e-05,0.39498236293853006,0.000491022288395227,1.500810382677478,7.030304998704331e-05,9.696388787066097e-05,1.0896385172961875
2013-04-03,6.836168011312682e-05,0.3919425397446535,0.0004891033421972956,1.3684300060833352,7.166862652239419e-05,8.670329188289763e-05,1.0483742705532535
2013-04-04,6.901245142532413e-05,0.39509106073483735,0.00048785491288401764,1.564110956487064,7.249470253631867e-05,0.00010349946680442346,1.0504583019306677
2013-04-05,6.697476452894188e-05,0.44039757610736396,0.0004821162068682149,1.57056444247973,7.91364170097066e-05,0.00010278352063039022,1.181585595205927
2013-04-08,7.273438811092278e-05,0.4699561343307766,0.00047612661131610586,1.5784113726895526,8.745576546301736e-05,0.00010693842215336265,1.2023991365630782
2013-04-09,7.022991067372413e-05,0.4869802880174999,0.00047122171334951213,1.6059973800088465,8.859007864634702e-05,0.00011159729813617525,1.2614294649742759
2013-04-10,6.636144982931065e-05,0.5015793567255354,0.0004685549798469148,1.5866416427042134,8.844593266747577e-05,0.00011296956948476346,1.3327908431019662
2013-04-11,6.716170407401359e-05,0.5056567669317901,0.0004653431058094028,1.55858753899969,8.939296021337203e-05,0.00011245497537859665,1.3310109004211559
2013-04-12,6.98842565011876e-05,0.5253352592646785,0.00046864695651076016,1.495385048721206,9.507123282846582e-05,0.00010925893236830896,1.3604098775358682
2013-04-15,9.593981606210937e-05,0.556488404592194,0.0004747606656602343,1.4431982707395297,0.00011876621753121167,8.710608567581253e-05,1.2379241737791635
2013-04-16,8.836558039441448e-05,0.5834586629360551,0.00048462889959218966,1.2446279218800091,0.00012074142965964436,7.635126376029731e-05,1.3663852952781186
2013-04-17,8.959564094882932e-05,0.5751153427157718,0.00048788057549529123,1.2567717763143629,0.00012024171384062421,8.931643159817924e-05,1.3420487042366018
2013-04-18,9.719405369416862e-05,0.5948944092536643,0.00048670676025403355,1.2550605959297152,0.00012938782862302584,8.803831668594614e-05,1.331231939663288
2013-04-19,7.72897485213767e-05,0.5649100279127169,0.00047910906215390086,1.2591877104469562,0.00010870697830327312,9.137675957731934e-05,1.4064863760451631
2013-04-22,7.797978274745508e-05,0.5235981221133593,0.0004752814817861518,1.371904883332617,0.00010080092963933167,0.00010172744738235745,1.2926546610906193
2013-04-23,8.499754389235151e-05,0.5188790070106599,0.000475451389161494,1.2789983012456216,0.00010430913614953047,9.459255847672482e-05,1.2272017681079925
2013-04-24,7.773768893068322e-05,0.5022547689678271,0.00047608196192145124,1.3006952048477984,9.662305066094759e-05,9.707825427622153e-05,1.2429370102204091
2013-04-25,6.90805921567358e-05,0.46649758775406247,0.0004704339041715719,1.319577265869559,8.409627029825734e-05,9.867598864251639e-05,1.2173646413952666
2013-04-26,7.034557142953508e-05,0.4805401189666723,0.00046515772381398597,1.3779416408978222,8.692569082287243e-05,0.00010384499516296396,1.235695283390307
2013-04-29,6.776168711759701e-05,0.49705408298705156,0.000463097433579872,1.3550171216766131,8.805052259531731e-05,0.00010093498082445916,1.2994145562301311
2013-04-30,5.8041023931509805e-05,0.5199546532829139,0.0004633190136641001,1.3499848096440623,8.52654451059757e-05,0.00010042081475020799,1.4690548052114234
2013-05-01,6.311211636341748e-05,0.5445217150277273,0.0004657012413469252,1.3754580200075524,9.335235392711122e-05,0.00010295538919689389,1.4791510617321382
2013-05-02,6.214021471172626e-05,0.5374959102787392,0.0004660308791340112,1.332436910033317,9.146793739729418e-05,9.825046767630009e-05,1.4719604337001686
2013-05-03,7.476459886581012e-05,0.5178491980181404,0.00046974527601648103,1.34671039868991,9.704709112224132e-05,9.787803360177639e-05,1.2980353348303857
2013-05-06,7.535412832838797e-05,0.5094567075263946,0.00047414475698909507,1.3385316316279192,9.62977823978654e-05,9.715465131551783e-05,1.2779363856245072
2013-05-07,7.392273390092128e-05,0.5063726962195021,0.00047494332332177167,1.3022128011397966,9.488120328937625e-05,9.888995504270064e-05,1.2835185914057998
2013-05-08,6.958015556766957e-05,0.4882741534287065,0.00047849310165921786,1.308849488225474,8.90931417313239e-05,9.893431938581848e-05,1.2804389556829483
2013-05-09,7.111722928104653e-05,0.47997838377129864,0.0004803164150511147,1.3057777959748595,8.87100466595956e-05,9.865486380922965e-05,1.2473777108079454
2013-05-10,7.562958883543677e-05,0.4807305143213239,0.00048513187161246994,1.326982126601974,9.208257663585459e-05,0.00010063075999623916,1.2175469687693008
2013-05-13,7.357910230951406e-05,0.4971421813468396,0.0004910277232118534,1.3714264581658122,9.449544237965372e-05,0.00010411963349045506,1.2842701176504447
2013-05-14,7.590263764609063e-05,0.5166640474627642,0.000496578891308803,1.404069207022488,0.00010030689871319116,0.00010434256088966078,1.321520593011401
2013-05-15,7.650099964197039e-05,0.5168523334448326,0.0004974909479352808,1.3640377174556293,0.0001008306641699173,0.00010067900791526263,1.3180306746553812
2013-05-16,7.639729836462006e-05,0.5247925951380633,0.0005022584536998564,1.3841242873994088,0.0001027993400438144,0.00010139365311939479,1.345588682379654
2013-05-17,7.425705624970095e-05,0.504512663784234,0.000528318275489429,1.408067832110864,9.992835846199106e-05,0.00010064147416684401,1.3457085899818915
2013-05-20,7.217439206379002e-05,0.494366471633503,0.0005522221546677799,1.3854818686309076,9.869553126838702e-05,9.950874135509789e-05,1.3674591284559319
2013-05-21,7.13709588975209e-05,0.4912325960410487,0.0005699699476432343,1.3809978411330197,9.907724494916048e-05,9.929341129303957e-05,1.3882011182086271
2013-05-22,7.35750525384875e-05,0.501233898708219,0.0005877804373889776,1.4090077372584504,0.00010423493242369639,9.939016121487121e-05,1.4167157049486379
2013-05-23,7.454058968752127e-05,0.46153649537599084,0.0005924341544623198,1.4882992726631996,9.69890050250502e-05,0.00010502543505250133,1.301156932506626
2013-05-24,7.630250921850573e-05,0.4450720245714901,0.0006067706373155665,1.4885385731525156,9.576614054316828e-05,0.00010499290931236069,1.2550850754976484
2013-05-28,7.438631671877e-05,0.4360858115841554,0.0006179271225542233,1.5331001630849708,9.349472601112704e-05,0.00010704561679939437,1.2568807024630564
2013-05-29,7.273626036607267e-05,0.44208088739049856,0.0006271455797936015,1.4824978354369958,9.441943699359816e-05,0.00010590104867376492,1.298106838575378
2013-05-30,7.309916508279677e-05,0.4373972740941486,0.0006335819803898411,1.500851730076054,9.413122032806428e-05,0.00010694183075789934,1.2877195002356765
2013-05-31,7.696255068093324e-05,0.43037354151856133,0.0006301073561122153,1.5989862179428225,9.477473202217767e-05,0.00010560905664696796,1.2314395921607264
2013-06-03,7.835861755638394e-05,0.4403816896549272,0.0006386742634948213,1.6935158318665773,9.851726441240582e-05,0.00011265484468339839,1.257261389808421
2013-06-04,7.696792659140356e-05,0.44743752362923495,0.0006442246154053097,1.6842075637312677,9.96336300920775e-05,0.00011146191151921538,1.294482448786732
2013-06-05,8.390672708275947e-05,0.5532778301314438,0.0006631044561503323,1.6618964115764956,0.00013050664708176657,0.00010172423409729384,1.555377639185525
2013-06-06,8.864935953499249e-05,0.4955676118526379,0.0006747129250333191,1.8055367595077283,0.00012119933335568434,0.0001085237638731299,1.3671766382908095
2013-06-07,8.584609796353898e-05,0.4959026408893427,0.0006671472652578523,1.5834180505951967,0.00011867727232599861,9.019632891815353e-05,1.3824422442171322
2013-06-10,7.344670994631798e-05,0.4867785187151293,0.000674322756816829,1.5113048660735238,0.00010833068420411356,8.626394757999582e-05,1.4749562544502293
2013-06-11,7.540176794643908e-05,0.48737516207085685,0.0006804020178322137,1.5096137239046086,0.00011039183525645,8.31264170122831e-05,1.4640483673388902
2013-06-12,7.564969572692771e-05,0.5071591009641095,0.0006833079076276863,1.368869371761593,0.00011530709727707459,7.965414886108071e-05,1.5242242043285672
2013-06-13,7.668406692361186e-05,0.5016198590473406,0.0006855616617708518,1.3166886219958782,0.000115013958744565,7.059356858929784e-05,1.4998416667067895
2013-06-14,7.978958283363962e-05,0.5018577493654144,0.0006904762343844773,1.3934013788747952,0.00011779533711800004,7.474391549433248e-05,1.4763247648957132
2013-06-17,6.406673037804978e-05,0.4473908013095836,0.0007047973293158636,1.4721678685361137,9.50682403649929e-05,7.781316839261956e-05,1.4838940555262783
2013-06-18,5.269216623890948e-05,0.3901158228913051,0.0006988274468308791,1.4716024768065126,7.486030099597707e-05,7.700013710307022e-05,1.4207102561803195
2013-06-19,5.313666894497608e-05,0.3626840761432189,0.000708157549302715,1.4981473265397958,7.035429177302435e-05,7.447844149107039e-05,1.3240252573204656
2013-06-20,6.610900161714408e-05,0.37534529792856136,0.0006956683485193398,1.7858163439978465,8.04937945805129e-05,6.21455292881031e-05,1.2175920466425316
2013-06-21,6.524441916700448e-05,0.35698906932761054,0.0006815885668646031,1.6853517808555432,7.528141120415982e-05,5.913975842084372e-05,1.153836790415191
2013-06-24,5.5679700730278476e-05,0.36728181578436825,0.0006941563666078833,2.1880061375007136,7.220653895457398e-05,8.212779188140937e-05,1.2968198105868816
2013-06-25,5.683904438603972e-05,0.3912737477792474,0.0006979623951974841,2.0570569963844574,7.793276881331813e-05,7.394602387355679e-05,1.3711132841012235
2013-06-26,5.616484134519195e-05,0.3826605785632013,0.0007048212308190998,2.1776585199345164,7.613519787153788e-05,7.415713086580444e-05,1.3555668643948822
2013-06-27,5.600093181678947e-05,0.39699191036675063,0.0007095697156587753,2.1190436691343355,7.91364965292377e-05,7.138906831668203e-05,1.4131282098686797
2013-06-28,5.651835513949762e-05,0.4188964716513254,0.0007144080031366633,2.148493050564678,8.41733505739529e-05,7.21753875197695e-05,1.489309983742409
2013-07-01,4.0959150997653995e-05,0.41228148797993797,0.0007334338589415646,2.090074180395237,7.145782372047932e-05,7.168612644872526e-05,1.7446119360377415
2013-07-02,4.708768430286185e-05,0.39244555604547227,0.0007511206309716272,2.0670755980534503,7.380536418754221e-05,7.080386911832086e-05,1.567402714324105
2013-07-03,4.5307854285029834e-05,0.3832496571432469,0.0007671605471205484,2.0659004143419124,7.145154971580622e-05,7.076277222507491e-05,1.5770234729349017
2013-07-05,5.048108536897671e-05,0.39280241604799526,0.0007777605186382595,2.2325456027845,7.783258220060258e-05,7.533541157350302e-05,1.5418167345592535
2013-07-08,5.858594159480322e-05,0.3689324109836558,0.0007876151238377921,2.5491520611038285,7.925023169590556e-05,8.71658364395698e-05,1.3527175554166622
2013-07-09,6.185296409698371e-05,0.3856340497666913,0.0008027604649284388,2.5118245655908558,8.593075337819927e-05,8.377348484918398e-05,1.3892746230150306
2013-07-10,6.043816195282401e-05,0.381773951187443,0.0008106021430911395,2.556578819517608,8.450176701656902e-05,8.585725559591677e-05,1.398152496472812
2013-07-11,6.428746384905295e-05,0.3903198023590923,0.0008208417072936078,2.887695351162645,8.966303583845972e-05,8.587210421921795e-05,1.3947203773505306
2013-07-12,6.999194674271863e-05,0.3980975771210319,0.0008295663242926656,2.8760606962248447,9.592661682077377e-05,8.747535404542198e-05,1.3705379159317805
2013-07-15,7.060701256657018e-05,0.40248895175222554,0.0008360175316256482,2.846315216178943,9.778800234864816e-05,8.686809455638697e-05,1.3849616177493846
2013-07-16,3.5042919617133015e-05,0.43332159880618093,0.0008434113840448234,2.6303409720516138,7.449552882163081e-05,8.635217951359179e-05,2.1258368205487312
2013-07-17,3.792838595062833e-05,0.4020404572308693,0.0008760537006268728,2.5035969731559424,7.328537311357992e-05,8.231061388701098e-05,1.932203843553376
2013-07-18,3.7451029819475974e-05,0.41268319236648554,0.0008806995582167046,2.291759439512673,7.494843225047545e-05,8.19266921427371e-05,2.001238219930053
2013-07-19,4.0860668714576163e-05,0.42098610891487104,0.0008699847239605357,2.28752182163493,7.937364313813274e-05,8.284379320159949e-05,1.9425439092194277
2013-07-22,3.950888193740232e-05,0.4257713446274863,0.0008705445229751624,2.2335020695587184,7.896220960267806e-05,8.099921363323273e-05,1.9985938789102005
2013-07-23,3.3171208880188284e-05,0.4395578894567783,0.0008553326096101772,2.198356816292594,7.403963070555502e-05,7.991704225032643e-05,2.2320449933850814
2013-07-24,3.471216593235655e-05,0.4443380451333939,0.0008467535129992842,2.223560628368093,7.617857775105175e-05,8.084273769671323e-05,2.194578635614402
2013-07-25,3.488954269695917e-05,0.4384157144487203,0.000835955257130165,2.5052085825937063,7.487300568383822e-05,9.201872011936479e-05,2.146001348718275
2013-07-26,3.343176772700175e-05,0.42035288613189503,0.0008493109312908769,2.4357173809828545,7.083160144202695e-05,9.092762695109467e-05,2.118691479924903
2013-07-29,3.360094972876798e-05,0.42953271152446126,0.0008452319269832839,2.408416310243917,7.23868980835373e-05,9.282033092007744e-05,2.154311073581415
2013-07-30,3.816574763863081e-05,0.44580900279779956,0.0008497255695976148,2.414523889520764,8.028327219253508e-05,9.31137873139946e-05,2.103542499748479
2013-07-31,3.750748633018741e-05,0.46557876946445004,0.0008490655556314193,2.1683930115651053,8.308502588071236e-05,8.779282792706405e-05,2.215158465947169
2013-08-01,4.226173154810077e-05,0.47372575863104743,0.000840790491254139,2.183619528641374,8.929857717586754e-05,8.46091085090456e-05,2.112989077937593
2013-08-02,4.130983358011611e-05,0.48559577559319406,0.0008393108246988804,2.191530449697017,9.04196943875231e-05,8.816780990583701e-05,2.1888176870081923
2013-08-05,3.7225611971094185e-05,0.4910257738876222,0.0008444907142905859,2.1619940794676245,8.706079951070299e-05,9.303727287902019e-05,2.338733868990683
2013-08-06,4.1983018398946586e-05,0.4957805752270025,0.0008657644524236619,2.090788399120373,9.452054382868634e-05,8.8832647429154e-05,2.2513994332303175
2013-08-07,4.81253999850549e-05,0.487759370263759,0.0008715533394754296,1.7375910596439377,9.989408724502033e-05,9.190779857502265e-05,2.075704041442605
2013-08-08,4.5117615842124565e-05,0.4744520394612813,0.0008556519260201789,1.6870802294119889,9.322104241553284e-05,9.029838916124873e-05,2.066178380119456
2013-08-09,4.7210405389653165e-05,0.49486897612904157,0.0008520198286020503,1.6395500602038529,9.925078356282454e-05,8.79652667028213e-05,2.1023073778683705
2013-08-12,4.729046229109182e-05,0.48333386128867606,0.0007978514142651374,1.6164560761343572,9.388474072762177e-05,8.868776546116769e-05,1.9852785567991158
2013-08-13,5.1414947954433665e-05,0.41086841162064375,0.0008474790891989703,1.6464849684354994,8.57653667269939e-05,9.70460290310997e-05,1.6681017902226252
2013-08-14,5.361675369996386e-05,0.3978163549032728,0.0008406656520758126,1.6863063991354914,8.445872931608866e-05,9.96719071045578e-05,1.575230193694953
2013-08-15,5.120699157562921e-05,0.3871849612278248,0.000833330036773145,1.805132693964162,7.99818838762546e-05,9.902078839668459e-05,1.5619328809451116
2013-08-16,4.9139520575593413e-05,0.3709581707978234,0.0008346067500377538,1.869182026951156,7.512445688958053e-05,0.00010175789337458835,1.528799141904801
2013-08-19,5.1240075352845624e-05,0.3639634596678569,0.0008374695320994911,1.8471831381412265,7.53958032478549e-05,9.89494788370752e-05,1.47142256775912
2013-08-20,5.687877447837599e-05,0.39404007303344746,0.0008165605516586776,1.8490691052372767,8.491994489707708e-05,0.00010005448473294308,1.4929988502013471
2013-08-21,5.746511661394483e-05,0.4113201762285647,0.0008023474459590673,1.8607771010121996,8.8320881842287e-05,9.851010137599082e-05,1.5369477527668416
2013-08-22,5.43081375808944e-05,0.40620834549429347,0.0007930593568690988,1.8540854708134449,8.430127502204262e-05,9.606991099061277e-05,1.552277039448685
2013-08-23,4.6628310947370826e-05,0.3969789708136072,0.0007822777895805645,1.8748832740695105,7.581809067816483e-05,9.696398268861356e-05,1.6260098025798186
2013-08-26,5.7057237442025364e-05,0.39795656600024615,0.0007647906817828117,1.9796711872333368,8.313087252673347e-05,0.00010193494944316888,1.4569733175603001
2013-08-27,6.26349019454684e-05,0.42884092268388585,0.0008130113283962707,1.5635901561260923,9.677266947134793e-05,7.079285905437624e-05,1.5450278752827102
2013-08-28,6.352118414260544e-05,0.43796880455762277,0.0007770874906417287,1.5547781376791865,9.730550917470144e-05,7.096860220720744e-05,1.5318591819108724
2013-08-29,6.345432123592429e-05,0.4491995790737152,0.0007777341695577129,1.5709371712756477,9.978965750634318e-05,7.173032738348265e-05,1.5726219359485931
2013-08-30,6.533098257867051e-05,0.44888433814027134,0.0007609120984661793,1.5744113037576983,0.0001000832253040407,7.118232707431086e-05,1.5319412222756958
2013-09-03,6.741624909395761e-05,0.46193658409892474,0.0007460839860647973,1.5943754559046823,0.000103599703034155,7.262288900482358e-05,1.5367171034652007
2013-09-04,5.29054408502055e-05,0.44940340319462024,0.0007201514829382936,1.4938922911367134,8.771996613664027e-05,6.694564258062364e-05,1.6580518889353428
2013-09-05,5.526096611110341e-05,0.4425525320291129,0.0006989982998686171,1.4741657119679723,8.697854256442345e-05,7.267433640492085e-05,1.573959861460821
2013-09-06,5.903493096893949e-05,0.4485119778559019,0.0006897967036689575,1.5690083577933285,9.050845113595462e-05,8.253549311952607e-05,1.5331338522878013
2013-09-09,5.950680039687122e-05,0.4590981542724571,0.0006971942433072014,1.472436557142681,9.351165486783141e-05,7.525122439403061e-05,1.5714448473816467
2013-09-10,6.058865375686932e-05,0.46741609061387496,0.0007501263519243635,1.2460392436548804,9.964752615492524e-05,6.287723563369779e-05,1.6446565483166486
2013-09-11,5.2548421709793746e-05,0.4352823812637274,0.000736835876101637,1.1704503739719694,8.565176339986135e-05,6.0218158550747535e-05,1.6299588191798717
2013-09-12,5.463125330927889e-05,0.43134755016420834,0.0007185481984802035,1.132100315467403,8.5462554564581e-05,5.821593030154548e-05,1.5643528088356256
2013-09-13,5.629719144726608e-05,0.43732232597580295,0.0007168847834490504,1.1271547666415889,8.785564976454873e-05,5.817125888437463e-05,1.5605689645609346
2013-09-16,5.4138744378514925e-05,0.4377490552472042,0.0007108610377275557,1.128768484012478,8.587597138643063e-05,5.831556147439383e-05,1.5862202267940053
2013-09-17,5.7555509167455784e-05,0.4283206357461537,0.0007084852389550659,1.0690315005229982,8.649238080595418e-05,5.521200447794196e-05,1.5027645842608663
2013-09-18,6.204530316157312e-05,0.39904577062240804,0.0006814664982969223,1.112886402775806,8.205393684487771e-05,5.5000600907278664e-05,1.322484260109098
2013-09-19,6.178297806302708e-05,0.393474689719397,0.0006140308020423992,1.082532972870475,7.663837709574129e-05,5.464033627119412e-05,1.2404448522627005
2013-09-20,6.675064824066973e-05,0.3608566299368304,0.0006103860426967524,1.1586743576839875,7.283912664701147e-05,5.4456442580357225e-05,1.0912122738402434
2013-09-23,6.644616634370019e-05,0.34448875935837486,0.0006108532276768298,1.103975809461664,6.940303402729366e-05,5.1130178822181475e-05,1.0445001998805883
2013-09-24,6.687102886618699e-05,0.32459581417058425,0.0006125468192936937,1.156223897990477,6.569488583282277e-05,5.3214234154261e-05,0.9824117700399413
2013-09-25,5.221698153901886e-05,0.3136338539355166,0.000626215583802754,1.1782412553462984,5.671406177785706e-05,5.3740921989718334e-05,1.0861229451855194
2013-09-26,5.0374063840171386e-05,0.2949511699597557,0.0006309172416807598,1.192877529948457,5.2582328650867906e-05,5.4383196891873164e-05,1.0438373369617941
2013-09-27,5.122431082106018e-05,0.26416308041196346,0.0007274922417007382,0.939735961899935,5.0994620646940315e-05,4.240714469026228e-05,0.9955159928862248
2013-09-30,5.1567877421329924e-05,0.2615108998639887,0.0006763067801160915,1.0293045038574633,4.883726041812354e-05,4.615127622884865e-05,0.9470481016525818
2013-10-01,5.3629225784131454e-05,0.25775690162617454,0.0006648417737640288,0.9867280568782376,4.8670994024156294e-05,4.335470377019903e-05,0.9075460872783611
2013-10-02,4.9785428743887e-05,0.2744551685462329,0.0006316660169636817,1.0243248279680783,4.867055471328236e-05,4.564456158757524e-05,0.9776064190118775
2013-10-03,5.1677659876475144e-05,0.2588536492720931,0.0006093441100883169,1.1191183043144792,4.593429131739961e-05,4.930135665536564e-05,0.888861674990627
2013-10-04,4.988490741732951e-05,0.25937321325967444,0.0005874449445559363,1.1498569067822408,4.4401055366837075e-05,4.976537592483041e-05,0.8900699162451007
2013-10-07,5.300164613196136e-05,0.26346978062707954,0.0005732349224157636,1.0426986879569131,4.592422215669291e-05,4.324967085444734e-05,0.8664678459675127
2013-10-08,5.7418241986777646e-05,0.26830713884980456,0.000563237008880065,1.0763346345807905,4.8250605252007876e-05,4.437307533834982e-05,0.8403358163267886
2013-10-09,4.671951297786224e-05,0.27973528948699133,0.0005370096545608953,0.9938985240655008,4.430854181454552e-05,4.1513054761939084e-05,0.9483947710572422
2013-10-10,5.493659376391755e-05,0.28624776326014995,0.0005250942828632871,1.301019565233227,4.8617386708223764e-05,4.264295041551062e-05,0.8849727181330225
2013-10-11,5.397060840252837e-05,0.28743299113256565,0.0005303904478517666,1.2986006758716513,4.863099083728774e-05,4.249290733539394e-05,0.9010643436624576
2013-10-14,5.390763459317086e-05,0.28854981953088077,0.000533737828130049,1.4184884421109998,4.8945180789426994e-05,4.671477477423051e-05,0.9079452504048003
2013-10-15,5.553151341989191e-05,0.2857014232183299,0.0005429665705855797,1.1396686660459852,4.960994030932456e-05,4.201538358621866e-05,0.8933655370457418
2013-10-16,4.144281603770634e-05,0.3406059493635213,0.0005255649796548021,1.2222399970794842,5.026782193064723e-05,4.088145703870372e-05,1.212944165881767
2013-10-17,4.1583055321708076e-05,0.35317779318692955,0.0005556977740740802,1.1144994775407175,5.368721987555138e-05,3.651201924344357e-05,1.2910840596055104
2013-10-18,4.3823960134694674e-05,0.3634773018081038,0.0005745674203096456,1.1256110349383368,5.767712493296045e-05,3.6520344586872846e-05,1.316109378424212
2013-10-21,4.4710412594374516e-05,0.38111925442871114,0.0005888622414396864,1.1246218564843813,6.184037050039457e-05,3.6498148096840017e-05,1.383131286696633
2013-10-22,4.4371990394003997e-05,0.3832370178671113,0.0006020373444152422,1.1012329003227188,6.263738565256726e-05,3.5579749538611366e-05,1.4116424594969594
2013-10-23,3.6244305626284386e-05,0.36431124753857175,0.0005829275445696857,1.1107874905290054,5.29541205937165e-05,3.504378541177209e-05,1.461032834777614
2013-10-24,4.040389782719303e-05,0.3510556604705203,0.0005678039698035799,1.092521301292289,5.317246871968683e-05,3.438547015004728e-05,1.3160232447647704
2013-10-25,3.967999624918889e-05,0.3415572283329453,0.0005547395928164674,1.1386819774332937,5.067501356335923e-05,3.5868673091345e-05,1.277092196408539
2013-10-28,4.081308187982178e-05,0.3366194497956259,0.0005482000568390401,1.08928589657775,5.035103928469782e-05,3.7075084990547586e-05,1.2336985340377262
2013-10-29,4.2024721372673885e-05,0.33301005041802717,0.0005575628268093278,0.913199240928812,5.097493350529931e-05,3.067058552405938e-05,1.2129749309520752
2013-10-30,3.243679795796633e-05,0.29100229049358645,0.0005124799049863535,0.9572239110430646,3.75192212524046e-05,3.172284411483307e-05,1.156686960933209
2013-10-31,3.3498134377451295e-05,0.2782129803982066,0.0005094964325244737,0.8705919768941798,3.6346138120933264e-05,2.9131837925679484e-05,1.085019771889119
2013-11-01,3.528785039280735e-05,0.265384139810218,0.0005156127522254049,0.8024321756152621,3.579722745184209e-05,2.6821423950505987e-05,1.014434913245341
2013-11-04,3.477448195487655e-05,0.2604674140775853,0.0005137007993949371,0.7882599905430829,3.481279186640412e-05,2.6223626146918764e-05,1.0011016673541615
2013-11-05,3.766596277267884e-05,0.2607775994263222,0.0005145377515967555,0.7857382333703468,3.630391333261478e-05,2.590163880901774e-05,0.9638387196343743
2013-11-06,3.8333959556374354e-05,0.23587746682511596,0.0005343711233384965,0.9313068437749882,3.375979384743237e-05,3.45638420425241e-05,0.880675887336523
2013-11-07,4.0431492315281525e-05,0.22529787725207678,0.0005473727264753101,1.0610075148100666,3.351649244152482e-05,3.7386361748490434e-05,0.8289699568882076
2013-11-08,4.3778322206368926e-05,0.2209764015288394,0.0005651920140468854,0.8364180189711939,3.4759495312818515e-05,2.691145487794639e-05,0.7939887497050232
2013-11-11,4.088414418239951e-05,0.21650552891470531,0.0005608154651541732,0.8163089133248961,3.278358456499048e-05,2.6343768092350412e-05,0.8018654962845893
2013-11-12,3.99781619662566e-05,0.21722230170792828,0.0005495025985121196,0.9082432303934138,3.219590950458742e-05,2.967915198521664e-05,0.8053374122542762
2013-11-13,4.4902541372157916e-05,0.2127140359112681,0.0005637551182923417,1.098419229566655,3.384362369230768e-05,3.471077416076768e-05,0.7537128781154605
