Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_IWM,Predicted_Covariance,Future_Cov_45_IWM,Beta_Predicted
2013-04-04,6.901245142532413e-05,0.9142530416513631,0.00014516580634104488,1.311184131494086,9.15086833176876e-05,8.676293579379507e-05,1.3259735225708627
2013-04-05,6.697476452894188e-05,0.9218671075853326,0.00013593506874113508,1.316639288521016,8.79609017150629e-05,8.616572349034847e-05,1.3133439487801748
2013-04-08,7.273438811092278e-05,0.9344631855262623,0.00013729438510565013,1.3066665667471884,9.338099118662636e-05,8.852753049440837e-05,1.2838630201194063
2013-04-09,7.022991067372413e-05,0.9337496761737465,0.0001351092890393085,1.310691850437522,9.09565808810963e-05,9.107715306305494e-05,1.2951259656824092
2013-04-10,6.636144982931065e-05,0.9305091203664517,0.00014485918831344435,1.2931683575153006,9.123292328722801e-05,9.207414496624051e-05,1.3747879758789128
2013-04-11,6.716170407401359e-05,0.9288509355763013,0.00014422754296775612,1.2949918881327869,9.141784487003623e-05,9.343606133853698e-05,1.3611602941058774
2013-04-12,6.98842565011876e-05,0.9343735244355025,0.0001439049792340382,1.2861336989238594,9.37018378794423e-05,9.39701750712922e-05,1.3408146923313116
2013-04-15,9.593981606210937e-05,0.9418074883590829,0.00021792275884515065,1.2114734440885406,0.00013617985710255757,7.31200360714631e-05,1.419430041583545
2013-04-16,8.836558039441448e-05,0.9393186343905839,0.0002312860621995776,1.1945999392383049,0.0001342855357571145,7.328231469453712e-05,1.5196588440628018
2013-04-17,8.959564094882932e-05,0.9357474882800836,0.00024386602822534258,1.170626614553356,0.00013831770134923845,8.31942552468726e-05,1.5437994514513906
2013-04-18,9.719405369416862e-05,0.9340300562870587,0.00024589945960661893,1.1690302389616454,0.00014439743765286585,8.200357395246903e-05,1.4856612330135717
2013-04-19,7.72897485213767e-05,0.9306556192545248,0.00023588250166876927,1.1638682373960405,0.00012566021938296146,8.445961410349712e-05,1.6258329440444035
2013-04-22,7.797978274745508e-05,0.9263188382401536,0.00022762221071414738,1.1610205227784771,0.00012341240769297236,8.609026440220716e-05,1.5826205632382326
2013-04-23,8.499754389235151e-05,0.9245997110572676,0.0002320527003604543,1.1299221836406297,0.00012985248192467957,8.356714010181347e-05,1.5277204020052197
2013-04-24,7.773768893068322e-05,0.918405227864484,0.00022238588755094587,1.1433003972094091,0.00012075462449307049,8.53309878138492e-05,1.5533601031122035
2013-04-25,6.90805921567358e-05,0.913793974029574,0.0002005715885830081,1.1439939398019532,0.00010756253345644262,8.554613354650148e-05,1.5570586484319038
2013-04-26,7.034557142953508e-05,0.9152332451958327,0.0001848064571241573,1.1559913793685286,0.00010435391303766648,8.71182897998029e-05,1.4834468029333934
2013-04-29,6.776168711759701e-05,0.9157052798424937,0.00017078752385528206,1.1603897098732692,9.850899639105164e-05,8.643722004784399e-05,1.4537565485949933
2013-04-30,5.8041023931509805e-05,0.9133311622473608,0.00014321083568888203,1.1590252247889878,8.326907647117503e-05,8.621597558571055e-05,1.4346589848145186
2013-05-01,6.311211636341748e-05,0.9122640194558375,0.00016372374896246955,1.1185873509979478,9.273266873082735e-05,8.372817955729645e-05,1.4693322625539338
2013-05-02,6.214021471172626e-05,0.9120210663438382,0.00016251329523073537,1.1016279967242733,9.165068030573677e-05,8.123121257633019e-05,1.4749012492298597
2013-05-03,7.476459886581012e-05,0.9162797620014804,0.00016202925290805962,1.091336526244421,0.00010084928253443367,7.931762707892512e-05,1.3488908395728996
2013-05-06,7.535412832838797e-05,0.9155024491175003,0.00016472510240829585,1.0894819568400027,0.00010199829889845116,7.907787692891914e-05,1.3535860763188685
2013-05-07,7.392273390092128e-05,0.9159507045215797,0.00015707790554217926,1.0721779168368288,9.870034301859243e-05,8.142112095731694e-05,1.3351825319512751
2013-05-08,6.958015556766957e-05,0.9161415611200575,0.0001476143972435915,1.075344570373471,9.284737760773175e-05,8.128397048874946e-05,1.3343945101909673
2013-05-09,7.111722928104653e-05,0.9158906544272022,0.0001461888761050512,1.077662912836633,9.338738300451342e-05,8.142019892349451e-05,1.3131470945733554
2013-05-10,7.562958883543677e-05,0.9183551665892773,0.00014384064339054313,1.0775465428178672,9.578496652381133e-05,8.171498723404148e-05,1.2665012199422487
2013-05-13,7.357910230951406e-05,0.9192064213628303,0.00013879382734871066,1.0778964006706544,9.289136999032031e-05,8.183463102251128e-05,1.262469465848717
2013-05-14,7.590263764609063e-05,0.9211689707672959,0.00015681064371247513,1.0753558117429791,0.00010049755670572074,7.991442209803034e-05,1.3240324687306422
2013-05-15,7.650099964197039e-05,0.921424006449871,0.00016757759508609387,1.0817450416252463,0.00010432804154831298,7.984311299780937e-05,1.3637474286162918
2013-05-16,7.639729836462006e-05,0.9218344583464679,0.0001634478010770105,1.083958766454091,0.00010301049631965075,7.940510845891802e-05,1.3483526057166884
2013-05-17,7.425705624970095e-05,0.9234053704893659,0.00015683318641356112,1.083702284612559,9.965067469358344e-05,7.74574867731209e-05,1.3419690966268913
2013-05-20,7.217439206379002e-05,0.9253375589380126,0.00015039815520436774,1.0902240523906512,9.640798638589576e-05,7.830259327438979e-05,1.3357644398402042
2013-05-21,7.13709588975209e-05,0.9264523256982045,0.00014396704124311453,1.095015254763508,9.391076565687356e-05,7.8731332392367e-05,1.3158120208489392
2013-05-22,7.35750525384875e-05,0.9283545193699828,0.0001503100394208448,1.0748146276554962,9.762771861867283e-05,7.581647445502026e-05,1.3269133388332037
2013-05-23,7.454058968752127e-05,0.9285137967623429,0.00014691663450914876,1.083700299932389,9.716732770896917e-05,7.6473930719095e-05,1.3035492221929097
2013-05-24,7.630250921850573e-05,0.9288787550915296,0.00014409828562722335,1.0836684967316808,9.739975108110696e-05,7.643571369537742e-05,1.2764947323316136
2013-05-28,7.438631671877e-05,0.9299444330950126,0.0001415776908301075,1.0732816662497104,9.543351910568986e-05,7.493972065856078e-05,1.282944542966045
2013-05-29,7.273626036607267e-05,0.9296726048764191,0.00014205953526138346,1.0684254585678326,9.450193751763104e-05,7.632211918793721e-05,1.2992410806111614
2013-05-30,7.309916508279677e-05,0.930544088890329,0.00014487494153749881,1.0659254267427225,9.576124855394488e-05,7.595155091135162e-05,1.3100183626650124
2013-05-31,7.696255068093324e-05,0.929716841177821,0.00014274792404833742,1.0820438076207046,9.744853731625871e-05,7.146629814016442e-05,1.266181233003244
2013-06-03,7.835861755638394e-05,0.9289605614759945,0.0001388857549936177,1.0873959040229084,9.691020479100198e-05,7.233496987273231e-05,1.2367523549183215
2013-06-04,7.696792659140356e-05,0.9281153521641035,0.00013059317712728116,1.081624338703004,9.30501535348726e-05,7.158257624164212e-05,1.20894712454506
2013-06-05,8.390672708275947e-05,0.9302255580846293,0.0001314816488206703,1.0916943670159118,9.770554892077636e-05,6.682231971827791e-05,1.1644542972628016
2013-06-06,8.864935953499249e-05,0.9290252634468437,0.00012350533651851687,1.088637710202318,9.720938307768014e-05,6.543376155774981e-05,1.096560466850398
2013-06-07,8.584609796353898e-05,0.9253964748719601,0.00012088257670695102,1.1161299090952128,9.426923330710478e-05,6.357816898594719e-05,1.098119023967092
2013-06-10,7.344670994631798e-05,0.9241423793554706,0.00011763803261104798,1.1125370575701417,8.5901141715949e-05,6.350263310166857e-05,1.1695709961512768
2013-06-11,7.540176794643908e-05,0.9240807942668394,0.00012760975506173657,1.1100860298639017,9.064474803880185e-05,6.112654699461864e-05,1.202156799601708
2013-06-12,7.564969572692771e-05,0.9242244026313298,0.0001819837659882042,1.126428123438482,0.00010844195738187983,6.554655636002008e-05,1.4334751295408004
2013-06-13,7.668406692361186e-05,0.9245064034835151,0.0001708370956523856,1.127407967569991,0.00010581654616340175,6.044538576336388e-05,1.3799026369951133
2013-06-14,7.978958283363962e-05,0.9254947100981847,0.00016264351281493672,1.1339429769939977,0.00010543029236887523,6.082621944602421e-05,1.3213540994279442
2013-06-17,6.406673037804978e-05,0.9248821952716035,0.00015153286670183482,1.1596273008078306,9.112889808851392e-05,6.129346819677915e-05,1.4224059437835155
2013-06-18,5.269216623890948e-05,0.9186573912425564,9.597023047482205e-05,1.1516592686239913,6.532732408459372e-05,6.0259426698238795e-05,1.2397919605050145
2013-06-19,5.313666894497608e-05,0.9169976645297107,0.00010124805379161941,1.1830737347988076,6.726028982541848e-05,5.881496857878909e-05,1.265798010316899
2013-06-20,6.610900161714408e-05,0.9183154573016526,0.00012149265598462007,1.2185367592304526,8.229950193972768e-05,4.240447911337824e-05,1.2449061387486589
2013-06-21,6.524441916700448e-05,0.9162344742789509,0.00012463751279555635,1.215750460994832,8.26233310520118e-05,4.2661235108295934e-05,1.2663662594730587
2013-06-24,5.5679700730278476e-05,0.9105693463613096,0.00012993722166900309,1.2763355568942056,7.745121951829914e-05,4.7907827675102e-05,1.3910135741117835
2013-06-25,5.683904438603972e-05,0.9073341671733047,0.00013259265564459914,1.2879153359028863,7.876810250682038e-05,4.629731618675829e-05,1.3858097608369833
2013-06-26,5.616484134519195e-05,0.903211120771185,0.0001286452735356729,1.3439976924276196,7.677475898737186e-05,4.57679713547058e-05,1.3669540792523622
2013-06-27,5.600093181678947e-05,0.9049785004141854,0.00013975857432726294,1.3468455896030502,8.006175749391387e-05,4.537426632999628e-05,1.429650452171776
2013-06-28,5.651835513949762e-05,0.9065873227526612,0.00014332727881027002,1.347014603017363,8.159599197698067e-05,4.525092643051102e-05,1.4437078321827814
2013-07-01,4.0959150997653995e-05,0.9033226995908467,0.0001398031639930877,1.306121788304322,6.835604026661611e-05,4.479784141255353e-05,1.6688832312596353
2013-07-02,4.708768430286185e-05,0.901354388840815,0.0001310950384930059,1.3020880125656096,7.081779037319286e-05,4.460062772210516e-05,1.5039556822905553
2013-07-03,4.5307854285029834e-05,0.9007790831991058,0.00012272481438386593,1.3020632377036805,6.71693634306755e-05,4.459924770459915e-05,1.482510361407005
2013-07-05,5.048108536897671e-05,0.9039712808040363,0.00010173096994075131,1.3171796661423072,6.478068973167904e-05,4.444714237474779e-05,1.2832665791193583
2013-07-08,5.858594159480322e-05,0.903800573878853,9.337599345769353e-05,1.328905365881288,6.684777209141586e-05,4.544065830106501e-05,1.1410207000470143
2013-07-09,6.185296409698371e-05,0.9035543696127409,7.510484699009804e-05,1.3244198878086928,6.158409045269348e-05,4.417158384594432e-05,0.9956530192495118
2013-07-10,6.043816195282401e-05,0.9031307161190841,6.307264844760693e-05,1.333049677899188,5.576051433401838e-05,4.47676347952536e-05,0.9226044031177381
2013-07-11,6.428746384905295e-05,0.9025306875255961,5.452982400583888e-05,1.4008343814101845,5.3437012751713656e-05,4.165695524144765e-05,0.8312197985782086
2013-07-12,6.999194674271863e-05,0.9021342989522784,4.678541104866135e-05,1.3763855603116408,5.162385784330406e-05,4.186275148827885e-05,0.7375685381786379
2013-07-15,7.060701256657018e-05,0.9017760972182552,4.067449598526867e-05,1.378815199722481,4.8326320288824716e-05,4.2080739499425003e-05,0.6844408017300175
2013-07-16,3.5042919617133015e-05,0.9022174209351,4.8732047256836506e-05,1.3314122236887267,3.7283671962379655e-05,4.3709294182071164e-05,1.0639430837877761
2013-07-17,3.792838595062833e-05,0.903252669871699,5.526173386693245e-05,1.328502017057306,4.135268262275088e-05,4.3677084509443425e-05,1.090283216285027
2013-07-18,3.7451029819475974e-05,0.9039431594783255,5.885821397427133e-05,1.2360716288798266,4.2440114266277775e-05,4.418756090174218e-05,1.1332162151708651
2013-07-19,4.0860668714576163e-05,0.9050289247123126,6.329676048049978e-05,1.2203060038990323,4.602628646368057e-05,4.419401698097345e-05,1.1264202939307668
2013-07-22,3.950888193740232e-05,0.9055577128511818,6.672476055656627e-05,1.2163851160136328,4.6495081764406946e-05,4.411289302800545e-05,1.1768260574438305
2013-07-23,3.3171208880188284e-05,0.893558312223908,6.619723200307072e-05,1.216168884398601,4.187197670892907e-05,4.4211485322899016e-05,1.2622987862808153
2013-07-24,3.471216593235655e-05,0.8861610103993691,6.93777234524837e-05,1.2067595679472964,4.348740739145975e-05,4.387456135439902e-05,1.2528001702977416
2013-07-25,3.488954269695917e-05,0.8823868737777735,7.167698658454969e-05,1.1967509680346573,4.4126201806356596e-05,4.395781379055719e-05,1.2647400451655235
2013-07-26,3.343176772700175e-05,0.8806118565969446,6.963107147792122e-05,1.1812665703968217,4.248794615086896e-05,4.409779512247811e-05,1.2708854194554848
2013-07-29,3.360094972876798e-05,0.8790360602052373,7.451837495449591e-05,1.180724560480778,4.39859681541033e-05,4.550510805093701e-05,1.3090691932568808
2013-07-30,3.816574763863081e-05,0.8745190918710619,7.60517048600968e-05,1.1830156448891578,4.711515881189045e-05,4.5621858464693235e-05,1.2344880351354934
2013-07-31,3.750748633018741e-05,0.8719849732717831,7.275573745066502e-05,1.1833314157691606,4.555138688056168e-05,4.7910139357222065e-05,1.214461200613709
2013-08-01,4.226173154810077e-05,0.8724567748936675,7.65673055170718e-05,1.174918043016167,4.962942516240596e-05,4.5524766053288213e-05,1.1743348732864756
2013-08-02,4.130983358011611e-05,0.8727124675534983,7.802128420064963e-05,1.1874875717933384,4.9545526769957136e-05,4.7774001273810003e-05,1.199363988573538
2013-08-05,3.7225611971094185e-05,0.8743827733260455,7.652779140015832e-05,1.207444829901671,4.6669387986105215e-05,5.196007481832963e-05,1.2536902824416736
2013-08-06,4.1983018398946586e-05,0.8759670089336342,7.979709901646086e-05,1.1934734095770008,5.070118747209592e-05,5.070785864969774e-05,1.2076594157738807
2013-08-07,4.81253999850549e-05,0.8774968926419349,7.896061682484889e-05,1.1690675569448676,5.409262152319725e-05,6.18364286279766e-05,1.1239931832253953
2013-08-08,4.5117615842124565e-05,0.8752598810630964,7.488268984833498e-05,1.1873086788075826,5.0874577025674286e-05,6.354888123540067e-05,1.127598967190431
2013-08-09,4.7210405389653165e-05,0.872884472612905,7.354325006533558e-05,1.1889113579709858,5.143361411207876e-05,6.378756417899666e-05,1.0894550404210503
2013-08-12,4.729046229109182e-05,0.8727788574050284,7.342725877884811e-05,1.197566753021096,5.1430370686360995e-05,6.57051687850496e-05,1.0875421426372696
2013-08-13,5.1414947954433665e-05,0.8788492469434587,0.0002819721515038334,1.178283204794237,0.0001058186445399155,6.944959006092385e-05,2.0581299553915127
2013-08-14,5.361675369996386e-05,0.8842430010968324,0.00041789323932176105,1.1828808265946058,0.00013235933037521367,6.991611247193454e-05,2.468618878268695
2013-08-15,5.120699157562921e-05,0.8897408780214261,0.0003933222378440056,1.1741996642667978,0.00012627065279731566,6.441087510053643e-05,2.4658869601980533
2013-08-16,4.9139520575593413e-05,0.8910080203746247,0.0003094003914289656,1.1736945755630095,0.0001098645295202575,6.389569648777405e-05,2.235767224290441
2013-08-19,5.1240075352845624e-05,0.8913075569675561,0.0002725330937884151,1.1543772805963688,0.00010532757655096425,6.183741500115277e-05,2.0555702899666963
2013-08-20,5.687877447837599e-05,0.8907823892541302,0.0002491592304054661,1.1374292492283384,0.00010604378683817155,6.154713046114948e-05,1.8643824134868971
2013-08-21,5.746511661394483e-05,0.8920480477111967,0.00021090477873849034,1.140148221508417,9.820500076625574e-05,6.0359790983752735e-05,1.7089498212629524
2013-08-22,5.43081375808944e-05,0.8938386229271794,0.0001876326028916968,1.1223212673316338,9.022891251854672e-05,5.815336237337384e-05,1.6614252769052653
2013-08-23,4.6628310947370826e-05,0.8848288796890378,0.00012155550070490043,1.1233519831492011,6.661490905038959e-05,5.809678061230624e-05,1.428636544986104
2013-08-26,5.7057237442025364e-05,0.8861660078790974,9.927460270571965e-05,1.1269181567919728,6.669442553428417e-05,5.8025972232144836e-05,1.1689038678406214
2013-08-27,6.26349019454684e-05,0.8924567376663902,0.00010922001245045506,1.1047251780492,7.381531619231557e-05,5.0017361337973905e-05,1.178501345090013
2013-08-28,6.352118414260544e-05,0.8930279392947149,0.0001071188081149897,1.1126932489632089,7.366432353724325e-05,5.078942303767405e-05,1.159681207640374
2013-08-29,6.345432123592429e-05,0.8955897669649004,0.00010903726687216195,1.1097980781033936,7.449501339455466e-05,5.067432417254075e-05,1.1739943307813645
2013-08-30,6.533098257867051e-05,0.8927840558468939,0.00019221062582245788,1.0877051420263557,0.0001000448453038381,4.91773547327412e-05,1.5313537521552765
2013-09-03,6.741624909395761e-05,0.8936844011492902,0.00017549513182619117,1.0856031012517793,9.720732838264355e-05,4.944859959648904e-05,1.4418976090937112
2013-09-04,5.29054408502055e-05,0.8928236936847124,0.0001544959415194841,1.0683922647863384,8.071874733388225e-05,4.787775338198314e-05,1.5257173182324728
2013-09-05,5.526096611110341e-05,0.8987651403307372,0.00014364872404037704,1.089774846239787,8.007673228616374e-05,5.3724396883117776e-05,1.4490650077519034
2013-09-06,5.903493096893949e-05,0.9009671756894622,0.00013683746797321414,1.1092906065263812,8.097780742239016e-05,5.8352682933619507e-05,1.371693099209274
2013-09-09,5.950680039687122e-05,0.9021435518753681,0.00012190862674260252,1.0916256336166728,7.683802059929981e-05,5.578927330422435e-05,1.2912477244086515
2013-09-10,6.058865375686932e-05,0.9053810637217077,0.00011200784641433001,1.081490748670125,7.458496355300547e-05,5.457384186418959e-05,1.2310054594099527
2013-09-11,5.2548421709793746e-05,0.8966410347125486,0.00010463445475952973,1.08718096618188,6.648685749769855e-05,5.593405517290507e-05,1.2652493706639152
2013-09-12,5.463125330927889e-05,0.8921987734040369,0.00010279520344068741,1.0692682100943156,6.686034742405982e-05,5.4984918511226666e-05,1.2238479510171492
2013-09-13,5.629719144726608e-05,0.8897876579073473,9.546061756831613e-05,1.0671549652435095,6.522917142332671e-05,5.507473293830782e-05,1.1586576478584598
2013-09-16,5.4138744378514925e-05,0.8895139967349867,9.272003638974988e-05,1.0811427406241143,6.302221637848046e-05,5.5855072892665373e-05,1.1640871450186598
2013-09-17,5.7555509167455784e-05,0.890451938313126,9.129323324220105e-05,1.0782726287800544,6.45465787798115e-05,5.568927873455682e-05,1.1214665583448395
2013-09-18,6.204530316157312e-05,0.8855284621078794,8.704482570914729e-05,1.0848482045927192,6.507714025068857e-05,5.3614908940353246e-05,1.0488648928222688
2013-09-19,6.178297806302708e-05,0.8827434220162201,8.67025161298886e-05,1.1163819814938931,6.460777125799494e-05,5.6348848861555317e-05,1.0457212210147298
2013-09-20,6.675064824066973e-05,0.8732383092414713,8.591009519421615e-05,1.177384078926746,6.61275791571142e-05,5.533577925834112e-05,0.9906657223565972
2013-09-23,6.644616634370019e-05,0.8706781126403234,8.574368803160617e-05,1.1916994182046097,6.57194123653787e-05,5.5193061145790794e-05,0.9890625145390289
2013-09-24,6.687102886618699e-05,0.8693599285791931,8.561467985132552e-05,1.1948644475967,6.577982889867682e-05,5.4992633007777846e-05,0.9836820221550093
2013-09-25,5.221698153901886e-05,0.8733220626813216,8.542763941343247e-05,1.2007298201370613,5.8328326525873066e-05,5.476665097399675e-05,1.1170375001911501
2013-09-26,5.0374063840171386e-05,0.8759818513297085,8.356205804947199e-05,1.197279056091516,5.68333382866568e-05,5.458386213776244e-05,1.1282261932842987
2013-09-27,5.122431082106018e-05,0.8795631031556536,8.212588653534481e-05,1.215200403839169,5.704861433502194e-05,5.483793474188685e-05,1.1137019399696282
2013-09-30,5.1567877421329924e-05,0.8811222352022607,8.161047832743579e-05,1.2376547842836976,5.7160859496352496e-05,5.549314863713345e-05,1.1084586443092412
2013-10-01,5.3629225784131454e-05,0.8839786955430774,8.348761697161047e-05,1.2301291721629082,5.9149842765178464e-05,5.4049224086048535e-05,1.1029404564456817
2013-10-02,4.9785428743887e-05,0.8870947823076251,8.418283038482354e-05,1.207615802179063,5.7429219282279206e-05,5.381212321684459e-05,1.1535346934082749
2013-10-03,5.1677659876475144e-05,0.891008119943063,8.75554416889861e-05,1.192046723402513,5.993419176984985e-05,5.251412691022587e-05,1.1597698485788686
2013-10-04,4.988490741732951e-05,0.8863497387668632,8.329989061359129e-05,1.1956993758025716,5.7136274831800875e-05,5.174942080090408e-05,1.1453619499342262
2013-10-07,5.300164613196136e-05,0.8890120220047656,8.670491191554033e-05,1.20412142588085,6.026624928933178e-05,4.994525833745615e-05,1.1370637270262003
2013-10-08,5.7418241986777646e-05,0.8928138026667412,9.09175334152291e-05,1.208957401172702,6.45074187110331e-05,4.9840594290627455e-05,1.1234655830439386
2013-10-09,4.671951297786224e-05,0.8868848266972601,8.559245933072029e-05,1.1879928662512669,5.6083373708603015e-05,4.961996795382267e-05,1.2004271905654877
2013-10-10,5.493659376391755e-05,0.8897430285454152,9.644197463359508e-05,1.1966283411371874,6.476323064765382e-05,3.922136482840687e-05,1.178872336460555
2013-10-11,5.397060840252837e-05,0.890962853765099,9.759052602811993e-05,1.1873553336573233,6.466095046090195e-05,3.8852729021891364e-05,1.1980771085373343
2013-10-14,5.390763459317086e-05,0.891839199620918,9.483648736279091e-05,1.177320424143109,6.376750503544788e-05,3.8772440309135067e-05,1.1829030436354202
2013-10-15,5.553151341989191e-05,0.8998889566044019,9.463520880242792e-05,1.1185011666556646,6.523565831535569e-05,4.123501589432527e-05,1.1747502327568056
2013-10-16,4.144281603770634e-05,0.8915753678416722,9.443716848249158e-05,1.15017337919418,5.5776873782287244e-05,3.8470974359325885e-05,1.3458755730194396
2013-10-17,4.1583055321708076e-05,0.8978979689191693,9.277079112890786e-05,1.1357904626538065,5.576873805028865e-05,3.720953133189798e-05,1.3411409435606108
2013-10-18,4.3823960134694674e-05,0.8989637081927536,8.53107937040843e-05,1.124792022744338,5.4966737487903166e-05,3.6493771812959434e-05,1.2542622190911257
2013-10-21,4.4710412594374516e-05,0.9023102566735632,8.497838005572775e-05,1.1249292440568106,5.5617883340365365e-05,3.650812396301833e-05,1.2439581769228234
2013-10-22,4.4371990394003997e-05,0.9012410226332888,8.177288433768052e-05,1.121969710012421,5.42875278524113e-05,3.624973541968437e-05,1.223463887248727
2013-10-23,3.6244305626284386e-05,0.8691383635868999,7.982928122825318e-05,1.132189866943919,4.675089414001514e-05,3.571900033162039e-05,1.2898824610426907
2013-10-24,4.040389782719303e-05,0.8520411791079935,7.979202159288935e-05,1.1291169045620184,4.837845012726063e-05,3.5537261902176604e-05,1.1973708659044398
2013-10-25,3.967999624918889e-05,0.8390653676818857,7.701444057197146e-05,1.1319878674253263,4.638394571774237e-05,3.5657807504401474e-05,1.1689503553995553
2013-10-28,4.081308187982178e-05,0.8396768409823191,7.78785933692204e-05,1.1302484154548875,4.7339200586047746e-05,3.8469290931860065e-05,1.159902619592482
2013-10-29,4.2024721372673885e-05,0.8457908469756054,7.837551175615996e-05,1.1356057200238194,4.854065106355726e-05,3.814029928690719e-05,1.1550499200958484
2013-10-30,3.243679795796633e-05,0.8299508180088632,6.785048487968355e-05,1.1161462401656184,3.8935685293300424e-05,3.698960376736534e-05,1.2003553909284068
2013-10-31,3.3498134377451295e-05,0.8273344518465334,6.915154626767171e-05,1.1148210331492052,3.981918506885429e-05,3.730425562810873e-05,1.18869858900733
2013-11-01,3.528785039280735e-05,0.8261010505999544,6.80593933340987e-05,1.121456522412717,4.048459630465119e-05,3.748486382245134e-05,1.1472672847452074
2013-11-04,3.477448195487655e-05,0.8319774448765525,6.304331070317475e-05,1.108159798840782,3.895483714202024e-05,3.6865968873827996e-05,1.1202132987219804
2013-11-05,3.766596277267884e-05,0.8360775769418434,6.355501658292493e-05,1.1111016318172835,4.0906849285696034e-05,3.6627151289297916e-05,1.0860428427802722
2013-11-06,3.8333959556374354e-05,0.8198898831469503,6.28053957072913e-05,1.130020533006889,4.0229612172754326e-05,4.193875677895866e-05,1.0494509995397736
2013-11-07,4.0431492315281525e-05,0.8198670050799722,7.03467434993853e-05,1.101197576966374,4.372454445656645e-05,3.880252533027137e-05,1.0814477020933575
2013-11-08,4.3778322206368926e-05,0.8206092179168415,7.599978926848061e-05,1.079581258613057,4.733388396317889e-05,3.473514638526982e-05,1.081217405729923
2013-11-11,4.088414418239951e-05,0.8225883524564271,7.045869246000562e-05,1.076590615813248,4.414965366898442e-05,3.4743530360174875e-05,1.0798722720479668
