Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MDLZ,Predicted_Covariance,Future_Cov_45_MDLZ,Beta_Predicted
2013-07-30,3.816574763863081e-05,0.5658951780815034,0.00044547024206143573,1.0706718953861971,7.378740371452209e-05,4.1289430012576386e-05,1.933340974037033
2013-07-31,3.750748633018741e-05,0.5742005727220498,0.0003905634687760715,1.0331590014739156,6.949737655631055e-05,4.1830032634272235e-05,1.852893471572807
2013-08-01,4.226173154810077e-05,0.5698233277371403,0.00034370898805616946,1.029828470689279,6.867668325832388e-05,3.990295364159266e-05,1.6250324050295613
2013-08-02,4.130983358011611e-05,0.5901602224599543,0.0003080613545017008,0.9944389925428576,6.657562729212974e-05,4.000743319336118e-05,1.6116169328790266
2013-08-05,3.7225611971094185e-05,0.5949624377483245,0.00028285204467783727,0.9361972122241372,6.105062751131791e-05,4.0287453295765956e-05,1.640016759394686
2013-08-06,4.1983018398946586e-05,0.584260670270901,0.0002589248047811875,0.9568753885674788,6.091585033420614e-05,4.0655369076091394e-05,1.4509640482575357
2013-08-07,4.81253999850549e-05,0.5823142538977912,0.0002419190074393844,0.9264848829141178,6.28318132249253e-05,4.90053085443032e-05,1.3055852677471231
2013-08-08,4.5117615842124565e-05,0.5947341360459742,0.0002350068999912519,0.8164413721988643,6.12401498016414e-05,4.3698775831100875e-05,1.3573445462174412
2013-08-09,4.7210405389653165e-05,0.5956330077439727,0.00021472839678259872,0.7874817328092248,5.997114798878331e-05,4.2250030866120895e-05,1.270295128665149
2013-08-12,4.729046229109182e-05,0.620495430503619,0.0002032320215828727,0.7748219158877093,6.083050696730044e-05,4.251103717878562e-05,1.2863166063563558
2013-08-13,5.1414947954433665e-05,0.6134530819226538,0.0002001515474282239,0.8663537309754951,6.22308207670519e-05,5.106404913452626e-05,1.2103643637294697
2013-08-14,5.361675369996386e-05,0.6396024820233697,0.00019910666576145446,0.8955182833821136,6.608506142390446e-05,5.293107776703825e-05,1.2325449950534584
2013-08-15,5.120699157562921e-05,0.6576704931893608,0.0001977204800005103,0.8861655887729148,6.617574150150695e-05,4.861072847647849e-05,1.292318479670299
2013-08-16,4.9139520575593413e-05,0.6704693745150887,0.00018784766536906385,0.8785564344478246,6.441652659711302e-05,4.7828435481974744e-05,1.3108904165643687
2013-08-19,5.1240075352845624e-05,0.6707708322282143,0.00037242707459900307,0.898702609959421,9.266157381136888e-05,4.8141493417099915e-05,1.8083809044637345
2013-08-20,5.687877447837599e-05,0.62608302392329,0.000435725713108184,0.9039644668803772,9.856293741564493e-05,4.891417994840132e-05,1.7328597235004828
2013-08-21,5.746511661394483e-05,0.6082954084482293,0.0004897692281185589,0.8963931692336315,0.00010204986442903248,4.745532494242127e-05,1.775857606182399
2013-08-22,5.43081375808944e-05,0.5749084700974529,0.0005362385038476234,0.8652091189740195,9.81092959703375e-05,4.483103090799412e-05,1.8065302980460216
2013-08-23,4.6628310947370826e-05,0.5221116942718247,0.0005605744307360602,0.8619635205704308,8.441213890521322e-05,4.457846365304383e-05,1.8103194645092087
2013-08-26,5.7057237442025364e-05,0.5461389753304408,0.0006025495915415971,0.8317636053279086,0.00010126396764944745,4.282821389963219e-05,1.774778664185058
2013-08-27,6.26349019454684e-05,0.5219044421731549,0.0005199137576772114,0.9356135379352212,9.418133650452325e-05,4.236068963526595e-05,1.5036558464882728
2013-08-28,6.352118414260544e-05,0.5726797841061911,0.00045228180818441226,0.9517573468945104,9.706791590003927e-05,4.344342572913184e-05,1.5281188033604856
2013-08-29,6.345432123592429e-05,0.6044113758427452,0.00039529714718985803,0.9498278448800612,9.572493304306717e-05,4.3369947262671146e-05,1.5085644472842155
2013-08-30,6.533098257867051e-05,0.6321733689709559,0.00034862717396946916,0.9506695351880644,9.540615850308528e-05,4.298169711550448e-05,1.460350889230829
2013-09-03,6.741624909395761e-05,0.6496667839801696,0.0003067875645876567,0.9576053206016228,9.343117949736953e-05,4.361837398520379e-05,1.3858851649719501
2013-09-04,5.29054408502055e-05,0.6109635042650662,0.00027288049605412733,0.9662674968374304,7.34094018357364e-05,4.330124659210303e-05,1.387558645311832
2013-09-05,5.526096611110341e-05,0.5981173059329056,0.0002463982306419767,1.1539069621394522,6.979340674548141e-05,5.688602174483686e-05,1.2629784033301228
2013-09-06,5.903493096893949e-05,0.589609754763703,0.00022488491364374425,1.1728263358264934,6.79359027620275e-05,6.169489122871661e-05,1.1507746625090687
2013-09-09,5.950680039687122e-05,0.5792715267711469,0.00020748898662142651,1.1966633330686405,6.436696121718586e-05,6.11573928696821e-05,1.0816740404105172
2013-09-10,6.058865375686932e-05,0.5592700300331572,0.00019342131497849266,1.2192912309841883,6.05437565846722e-05,6.152748593360425e-05,0.9992589838292614
2013-09-11,5.2548421709793746e-05,0.5896450457044562,0.0010565178742162438,1.267725026496513,0.0001389341206258187,6.52228136638164e-05,2.6439256614233337
2013-09-12,5.463125330927889e-05,0.6090846006000689,0.0008877080279424155,1.303296854230663,0.00013413227018958834,6.701936020289068e-05,2.455229599625651
2013-09-13,5.629719144726608e-05,0.5673277677772517,0.0007280637701822959,1.289094111315708,0.00011485822893695445,6.65287762558998e-05,2.040212415295048
2013-09-16,5.4138744378514925e-05,0.5763220286625177,0.000618912650761406,1.2802480573256652,0.00010549551324758733,6.614145003770597e-05,1.948613963227663
2013-09-17,5.7555509167455784e-05,0.5883142179546077,0.0005155815133933533,1.2890399628712097,0.00010134479834211535,6.657472690699314e-05,1.7608183787803202
2013-09-18,6.204530316157312e-05,0.6290511680381137,0.0004483088525769585,1.2515918719132864,0.00010491294686507482,6.185564391315908e-05,1.6909087637442823
2013-09-19,6.178297806302708e-05,0.6301514485723844,0.00038555875178251974,1.2650425332159445,9.725784466160677e-05,6.38524194131436e-05,1.5741851187942166
2013-09-20,6.675064824066973e-05,0.6574275187935817,0.00034240732175621914,1.2309651687861112,9.939101921243467e-05,5.785403257427003e-05,1.488989572866468
2013-09-23,6.644616634370019e-05,0.6720347227172094,0.0003042765431745736,1.224311701641304,9.555664960376162e-05,5.670348544098526e-05,1.4381062875694621
2013-09-24,6.687102886618699e-05,0.6842945085365866,0.0002720210928220616,1.2323071133244434,9.229184922883777e-05,5.671590026151549e-05,1.380146990313539
2013-09-25,5.221698153901886e-05,0.6722926184881163,0.00024650309997346133,1.2444654426249795,7.627380588083482e-05,5.676148239381849e-05,1.4607088275265323
2013-09-26,5.0374063840171386e-05,0.6329930095377618,0.00022600374006111865,1.2666796611719806,6.75398701164275e-05,5.7747830504799346e-05,1.3407667551047775
2013-09-27,5.122431082106018e-05,0.6022714425626401,0.00020593203795671287,1.2677733935826283,6.185748974197226e-05,5.721037814433265e-05,1.2075807121750557
2013-09-30,5.1567877421329924e-05,0.5928383940124252,0.00018961807621055876,1.1934486570647078,5.8622700148465364e-05,5.3511063471232213e-05,1.1368065369356732
2013-10-01,5.3629225784131454e-05,0.5311356531677974,0.00017810811337024286,1.2790532113179387,5.190964637339186e-05,5.619884090298447e-05,0.9679357778226885
2013-10-02,4.9785428743887e-05,0.5616870321340457,0.00017076089200268428,1.2471155918614247,5.178926296571039e-05,5.557225880433132e-05,1.040249411773308
2013-10-03,5.1677659876475144e-05,0.5708824583113546,0.00016563514642766163,1.3106328620377987,5.2817077399068816e-05,5.773829087278581e-05,1.0220485510628232
2013-10-04,4.988490741732951e-05,0.5681747733668036,0.0001611969153945161,1.303843232370676,5.095008304146625e-05,5.642984637762489e-05,1.0213526631457015
2013-10-07,5.300164613196136e-05,0.5640806100142631,0.00015764661381329175,1.3878685434989773,5.1561812323584005e-05,5.756682960173866e-05,0.972834168116354
2013-10-08,5.7418241986777646e-05,0.554378361403187,0.0001548494247156636,1.3747730183535478,5.227403378677509e-05,5.66765248990543e-05,0.9104081207991849
2013-10-09,4.671951297786224e-05,0.5900582808508165,0.00015014496861023353,1.3686540476761038,4.941962604354633e-05,5.716580622226915e-05,1.0577941184225
2013-10-10,5.493659376391755e-05,0.6031709778735115,0.00014650893317957124,1.514752174712081,5.411321709926415e-05,4.964837086554856e-05,0.9850122366852276
2013-10-11,5.397060840252837e-05,0.5844535495676512,0.00013502647934406762,1.5593634490977464,4.9892828970224106e-05,5.1025606081895914e-05,0.9244444420212756
2013-10-14,5.390763459317086e-05,0.5732282406652074,0.00013161103468463265,1.5622473444457006,4.828351377794095e-05,5.144915578502095e-05,0.8956711631353532
2013-10-15,5.553151341989191e-05,0.57057015210559,0.00012936323444831752,1.5289595964337748,4.8359771099011624e-05,5.6367105498189575e-05,0.8708527486608838
2013-10-16,4.144281603770634e-05,0.6096611923871993,0.00012255351490750616,1.4800052004198525,4.344862789035196e-05,4.950318199584121e-05,1.0483995067039036
2013-10-17,4.1583055321708076e-05,0.6014824495307478,0.0001262014516181803,1.4121171503553822,4.3572585715133e-05,4.626224561499499e-05,1.047844738151944
2013-10-18,4.3823960134694674e-05,0.599876061616936,0.00012708144269011403,1.4108843350671858,4.4767043087199614e-05,4.577601008655462e-05,1.0215198021722898
2013-10-21,4.4710412594374516e-05,0.600289780035256,0.00012820258167501884,1.4097029833495685,4.544788462630676e-05,4.575008742911109e-05,1.0164944134741676
2013-10-22,4.4371990394003997e-05,0.6021589440442685,0.00013077659331731372,1.3540971981691017,4.5870197132835256e-05,4.374954575700846e-05,1.0337646953748938
2013-10-23,3.6244305626284386e-05,0.6163777309829414,0.00013433288244395095,1.3634236452852873,4.300886666944916e-05,4.301410130929623e-05,1.1866378987340596
2013-10-24,4.040389782719303e-05,0.6290944789007222,0.00013677968261919694,1.3572402619327246,4.6766869688996253e-05,4.27171025937225e-05,1.1574841093059283
2013-10-25,3.967999624918889e-05,0.6261212898825673,0.00013794835672541889,1.3513324729576182,4.6323626167933974e-05,4.2567199332945435e-05,1.1674302053110928
2013-10-28,4.081308187982178e-05,0.6319404687410165,0.00013891658921051455,1.355705639954922,4.7583120431159364e-05,4.614298411592967e-05,1.1658791308941736
2013-10-29,4.2024721372673885e-05,0.6293028993192653,0.00013882034781771907,1.3473898577096075,4.806608145411654e-05,4.5253252535668757e-05,1.1437572905687599
2013-10-30,3.243679795796633e-05,0.6648469943882556,0.00014002359564887609,1.372957827650197,4.48065298706593e-05,4.550045881671198e-05,1.3813487363556187
2013-10-31,3.3498134377451295e-05,0.670804957909353,0.0001404447795767509,1.3712575185702651,4.601075655493386e-05,4.588515957598109e-05,1.3735319118519396
2013-11-01,3.528785039280735e-05,0.6660042091696302,0.0001413865298894432,1.3755493385931408,4.7042846610756185e-05,4.5977956887080433e-05,1.3331173785622497
2013-11-04,3.477448195487655e-05,0.6623994486293221,0.00014210776748650644,1.3805760986116626,4.656495687686623e-05,4.5928642721573125e-05,1.339055372191857
2013-11-05,3.766596277267884e-05,0.6638425808216779,0.0001429552485673108,1.389109658912694,4.8712418794176195e-05,4.579160733586907e-05,1.293274224481259
2013-11-06,3.8333959556374354e-05,0.6695420499512741,0.00013944689843010483,1.395724330627128,4.8952415609438366e-05,5.179989347351916e-05,1.2769986762637549
2013-11-07,4.0431492315281525e-05,0.7485729210921547,0.00014399787840026478,1.121480762930018,5.711787547067094e-05,3.951723707101201e-05,1.4127075752057416
2013-11-08,4.3778322206368926e-05,0.7616098974497881,0.00014269454106255686,1.1064137656868762,6.019574800061962e-05,3.5598472840464456e-05,1.3750126767503728
2013-11-11,4.088414418239951e-05,0.766743153350836,0.00014116413157863557,1.1003186945562424,5.824914333504607e-05,3.5509278465431366e-05,1.4247367653135843
2013-11-12,3.99781619662566e-05,0.7695563909949783,0.00013959629854552662,1.138919809658426,5.7489537169621465e-05,3.721709449481361e-05,1.438023519394045
2013-11-13,4.4902541372157916e-05,0.743303306017964,0.00014518792199704131,1.0070378698597475,6.001596174788053e-05,3.1823062753401254e-05,1.3365827392810727
2013-11-14,4.545126757048379e-05,0.7259436244123826,0.00014993801048506826,0.94293536225623,5.992827364792003e-05,2.9398561454284837e-05,1.3185171030705787
2013-11-15,4.488960878325864e-05,0.708952058772006,0.00015200810281121578,0.9135968945578036,5.8562977271247406e-05,2.9745868234515927e-05,1.3045998585999747
2013-11-18,4.304897041106976e-05,0.6988921582916083,0.00015358632305880108,0.9572953317367516,5.682871340454544e-05,4.1127087316459565e-05,1.3200946006813745
2013-11-19,4.253689180732228e-05,0.6968501051311843,0.00015530872896361926,0.9428308008035052,5.663960017213058e-05,4.0913916290135976e-05,1.3315406407381338
2013-11-20,3.986505410246521e-05,0.6550854142788469,0.00015040434660233443,0.9300016947847,5.072526240902522e-05,4.0904822901606327e-05,1.2724242711083749
2013-11-21,3.485111027762049e-05,0.6488117954739778,0.0001480466639126445,0.979990535459798,4.660433964457242e-05,4.364382080178232e-05,1.3372411746233295
2013-11-22,3.677714977289896e-05,0.6227723418919383,0.00014426913414591845,0.9263673367796712,4.5363344223677265e-05,4.3132515578807505e-05,1.2334654671120127
2013-11-25,4.464079349966786e-05,0.6139467285757768,0.00014227251353092634,0.9221219418076562,4.892796403880814e-05,4.358658327183041e-05,1.0960370594481519
2013-11-26,4.5604254902161166e-05,0.6128069999902275,0.00014098417974124975,0.9159932803312506,4.913733411883496e-05,5.3545043518646406e-05,1.0774725784743906
2013-11-27,5.098239319509307e-05,0.620733772742902,0.00013742605990191194,0.8912865541911833,5.195771359544003e-05,5.309999522902747e-05,1.0191305338808778
