Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_TGT,Predicted_Covariance,Future_Cov_45_TGT,Beta_Predicted
2013-04-10,6.636144982931065e-05,0.39745338771029853,0.00010760767695995957,0.5173090060997234,3.358657848522698e-05,3.6832624416735415e-05,0.5061158032504648
2013-04-11,6.716170407401359e-05,0.38456810195204605,0.0001022471974666758,0.5254542680883073,3.1868367648714255e-05,3.791249788791018e-05,0.47450207060849225
2013-04-12,6.98842565011876e-05,0.38635071035434776,0.00010333667754492231,0.5501742205631956,3.2832098095086416e-05,4.019797309509413e-05,0.46980678823603816
2013-04-15,9.593981606210937e-05,0.4074076057120704,0.00010628355275781169,0.5374577400412976,4.1139745881120967e-05,3.2438952360423836e-05,0.42880784610310263
2013-04-16,8.836558039441448e-05,0.40215439857607815,0.00010703837479434232,0.6423950309558311,3.9111470392594565e-05,3.9407498084026935e-05,0.4426097833344483
2013-04-17,8.959564094882932e-05,0.4014958372467028,0.00010756357005987569,0.6084895582014713,3.941459707292343e-05,4.324422065133439e-05,0.4399164586080059
2013-04-18,9.719405369416862e-05,0.4096590149927646,0.0001096388098452131,0.5988105139617551,4.228871809904571e-05,4.200456124111415e-05,0.43509573365580195
2013-04-19,7.72897485213767e-05,0.41764123184149166,0.00011310363652093383,0.5830829264551894,3.9048342099540735e-05,4.231317375661429e-05,0.505220198623635
2013-04-22,7.797978274745508e-05,0.4096149993851945,0.00011372541162958221,0.6046341539926219,3.857408388059391e-05,4.483393115158687e-05,0.494667752608644
2013-04-23,8.499754389235151e-05,0.3989773590386907,0.00010828167871923441,0.5798498051816158,3.827621007936954e-05,4.2884714194648345e-05,0.45032136608377715
2013-04-24,7.773768893068322e-05,0.38504880673760655,0.00010823093885520757,0.5669817145231852,3.5318911247021636e-05,4.2317058483267255e-05,0.45433446418139134
2013-04-25,6.90805921567358e-05,0.3901349451708234,0.00010742230565658876,0.5481001066021055,3.360780226525265e-05,4.09860955420381e-05,0.48650136334964333
2013-04-26,7.034557142953508e-05,0.4190106384197431,0.00010752992450005935,0.554860898576204,3.6442494837231074e-05,4.181565141700812e-05,0.5180495956840069
2013-04-29,6.776168711759701e-05,0.428089752725558,0.0001083917698137424,0.5559495938326107,3.668808901653307e-05,4.1412584900349673e-05,0.5414282107950283
2013-04-30,5.8041023931509805e-05,0.4073654215373385,0.00010696094678758277,0.5570969171760073,3.2096990516868314e-05,4.144055986259123e-05,0.5530052425460955
2013-05-01,6.311211636341748e-05,0.39654517565908176,0.00010443837587673384,0.5931660993481755,3.219430819942658e-05,4.439949873312696e-05,0.510112955395801
2013-05-02,6.214021471172626e-05,0.3970874892967267,0.00010751423947443886,0.6742575655943576,3.2456790531330103e-05,4.971801715720446e-05,0.5223153907964417
2013-05-03,7.476459886581012e-05,0.42331418539500265,0.00011244919654555855,0.6458062728377715,3.881405386260613e-05,4.693677878669722e-05,0.5191501653378872
2013-05-06,7.535412832838797e-05,0.43379354442798795,0.00011148440489243725,0.6512027932636559,3.9759752277675236e-05,4.726625715843246e-05,0.5276386730187501
2013-05-07,7.392273390092128e-05,0.43740253327616113,9.565991177217135e-05,0.6398390644816351,3.6781995932974476e-05,4.858933675492231e-05,0.49757353376937363
2013-05-08,6.958015556766957e-05,0.4276074591955103,9.90025140693387e-05,0.6563884607997746,3.549041533053951e-05,4.9615594616593084e-05,0.5100651908721823
2013-05-09,7.111722928104653e-05,0.4329053527219541,9.795237725576175e-05,0.6473753452310648,3.6131655448255306e-05,4.8910868843149686e-05,0.5080576931008863
2013-05-10,7.562958883543677e-05,0.4567148770822372,9.812070388827568e-05,0.6488495053340424,3.934335175781237e-05,4.920504770636833e-05,0.5202111020783148
2013-05-13,7.357910230951406e-05,0.46703374074448883,9.841463662117888e-05,0.6523360570335089,3.974251495463757e-05,4.952579904414041e-05,0.5401331860160342
2013-05-14,7.590263764609063e-05,0.45400247954163897,9.629329477663445e-05,0.663908988043793,3.8813667596096916e-05,4.9337998200998014e-05,0.5113612490921917
2013-05-15,7.650099964197039e-05,0.4551367552084061,9.986840844091907e-05,0.6495760575867862,3.9782267054096555e-05,4.7944915456835365e-05,0.5200228394436691
2013-05-16,7.639729836462006e-05,0.45737029743702856,0.00010082830763683936,0.6469598783685736,4.01419251278852e-05,4.7392872220108364e-05,0.5254364485024134
2013-05-17,7.425705624970095e-05,0.492675526180039,0.00010543701473537782,0.6196453218400054,4.359396829116967e-05,4.428907274806371e-05,0.5870683608111011
2013-05-20,7.217439206379002e-05,0.4954266675659013,0.00010950398240724801,0.6157483856129257,4.4043913795568725e-05,4.422457502408383e-05,0.6102429481725501
2013-05-21,7.13709588975209e-05,0.49664289327798283,0.00011494459097021439,0.5971994404657867,4.498308750021635e-05,4.293849555730808e-05,0.6302715865819599
2013-05-22,7.35750525384875e-05,0.5404617624226329,0.0001473645138780022,0.5033722139531907,5.62764535972474e-05,3.55074313454371e-05,0.7648849936982224
2013-05-23,7.454058968752127e-05,0.5122448991410575,0.0001382937271624601,0.5066455022758015,5.2008615799288387e-05,3.5752664313738777e-05,0.6977220869503676
2013-05-24,7.630250921850573e-05,0.49178884409732954,0.00014386201009367202,0.5131534010143238,5.1525373062208626e-05,3.619487561005644e-05,0.6752775706845578
2013-05-28,7.438631671877e-05,0.48162750586306485,0.0001467042999325498,0.5245447057770175,5.031288612591106e-05,3.662527271262539e-05,0.6763728645972269
2013-05-29,7.273626036607267e-05,0.47958531551772293,0.00015024762491495133,0.5224199433967602,5.0135479044311564e-05,3.7318651354049064e-05,0.6892776559034772
2013-05-30,7.309916508279677e-05,0.4800383942229891,0.00015074994350848747,0.5182923104370112,5.039190326552073e-05,3.693044918105709e-05,0.6893635954452236
2013-05-31,7.696255068093324e-05,0.4810057129212402,0.00015336530108201198,0.5266492073011739,5.2258088087868536e-05,3.478386826779968e-05,0.679006706840019
2013-06-03,7.835861755638394e-05,0.5079908787807499,0.00014872025682677745,0.495776675837143,5.483834764652443e-05,3.297970019714881e-05,0.6998381206389303
2013-06-04,7.696792659140356e-05,0.5142919206219178,0.00014200632312673714,0.5126510937365562,5.376732580887688e-05,3.392757049713042e-05,0.6985679384909153
2013-06-05,8.390672708275947e-05,0.550362867452888,0.00014289027809354985,0.4409398651343834,6.026273748476618e-05,2.6989811008262383e-05,0.7182110371833168
2013-06-06,8.864935953499249e-05,0.5331877768429301,0.00013851584421495995,0.4566301910527961,5.908370384385823e-05,2.744625761298081e-05,0.6664876560166931
2013-06-07,8.584609796353898e-05,0.5213191920050967,0.0001332177837111173,0.4753829867173862,5.5750028709313064e-05,2.7079267042546366e-05,0.6494183198983782
2013-06-10,7.344670994631798e-05,0.5210023582130986,0.00012192076487763112,0.4780914013197786,4.930201863222777e-05,2.728903512965309e-05,0.6712624523040241
2013-06-11,7.540176794643908e-05,0.5107361735830626,0.00011434173704471283,0.5422231504493072,4.7423082062311105e-05,2.9857351588843314e-05,0.628938595922547
2013-06-12,7.564969572692771e-05,0.5212007734916938,0.00010881438859940898,0.5639291250949428,4.7288093761646795e-05,3.281488752984882e-05,0.6250929803120738
2013-06-13,7.668406692361186e-05,0.5171491231931644,0.00010444041095843408,0.6075293133380897,4.6280990754021004e-05,3.2572364896820394e-05,0.603528120125963
2013-06-14,7.978958283363962e-05,0.51847729187777,0.0001002696996664727,0.5987863971025107,4.6375402752109694e-05,3.2119704015455344e-05,0.5812212710624379
2013-06-17,6.406673037804978e-05,0.5421864642763854,9.430415186480621e-05,0.5597738827070355,4.214347646467668e-05,2.9587508549677623e-05,0.6578059503894343
2013-06-18,5.269216623890948e-05,0.515198432650071,8.691893441343572e-05,0.6428594275411451,3.486621119673547e-05,3.363698066483864e-05,0.6616962953971175
2013-06-19,5.313666894497608e-05,0.5550052384423506,8.471348257268571e-05,0.495369342231965,3.723664231462123e-05,2.4626641130887022e-05,0.7007711069201648
2013-06-20,6.610900161714408e-05,0.5492859846445011,8.089354936128633e-05,0.6846586641267772,4.016851373312617e-05,2.3825784329307e-05,0.6076103518512258
2013-06-21,6.524441916700448e-05,0.5354832033304736,7.88797578678277e-05,0.6926450437928259,3.841495437700975e-05,2.4305228752010625e-05,0.5887852917914705
2013-06-24,5.5679700730278476e-05,0.5028730743403518,7.866739523937318e-05,0.7207035790951227,3.328160132372354e-05,2.7051932139331904e-05,0.597733121536429
2013-06-25,5.683904438603972e-05,0.4951002216945043,7.983517721813375e-05,0.677795913010492,3.335136792721966e-05,2.4365057872954402e-05,0.5867686251145193
2013-06-26,5.616484134519195e-05,0.4724954923775163,7.917269352435163e-05,0.7042583563518181,3.1507768656120296e-05,2.3982538408679675e-05,0.5609874060263423
2013-06-27,5.600093181678947e-05,0.45059135965248764,7.962728828927089e-05,0.7113963455031165,3.0089256003229445e-05,2.3966434976824613e-05,0.5372992024787787
2013-06-28,5.651835513949762e-05,0.4327560124292547,7.868471444108437e-05,0.7392266357467013,2.88591179994699e-05,2.4833205248641993e-05,0.5106149662041708
2013-07-01,4.0959150997653995e-05,0.4412162060124166,7.9839394036913e-05,0.7000118758865839,2.5231062819155666e-05,2.4009262599916767e-05,0.6160055129219064
2013-07-02,4.708768430286185e-05,0.44254051364524205,8.077124825242e-05,0.7066326454282322,2.7291983460599053e-05,2.4204400356111064e-05,0.5795991853211675
2013-07-03,4.5307854285029834e-05,0.44356951185140625,8.162633356905181e-05,0.7066335443373425,2.697513210483241e-05,2.420414275412652e-05,0.5953743016637462
2013-07-05,5.048108536897671e-05,0.45679658505973797,8.336026317189766e-05,0.6913472791549207,2.9632393281228053e-05,2.3328944210769075e-05,0.5869999241228423
2013-07-08,5.858594159480322e-05,0.48240803685839395,8.1912416327103e-05,0.6961767156533499,3.341843519038087e-05,2.380510235368227e-05,0.5704173096937167
2013-07-09,6.185296409698371e-05,0.4687940480475968,7.947233260000606e-05,0.6775981147011364,3.286777668082662e-05,2.259901275485715e-05,0.5313856362532743
2013-07-10,6.043816195282401e-05,0.4659566869542361,7.820769250015156e-05,0.6985280750263965,3.203508708218717e-05,2.3458577932590915e-05,0.5300473417307542
2013-07-11,6.428746384905295e-05,0.4651937563661697,7.728546417277879e-05,0.6828939849248834,3.27903410338464e-05,2.030738575678921e-05,0.5100580901875079
2013-07-12,6.999194674271863e-05,0.468100803839713,7.529854783142224e-05,0.6810851106346634,3.39826094081925e-05,2.071519605481056e-05,0.48552170627726915
2013-07-15,7.060701256657018e-05,0.4636325085366007,7.463043727600843e-05,0.7154304025049282,3.365548017799977e-05,2.183457246760717e-05,0.4766591724337364
2013-07-16,3.5042919617133015e-05,0.4586008391283357,7.482201376262603e-05,0.8070730981881286,2.3482789364349967e-05,2.6495622353087257e-05,0.6701150937454673
2013-07-17,3.792838595062833e-05,0.4554049095058244,7.535290615906359e-05,0.7920473230732361,2.434612751308152e-05,2.6040094347749897e-05,0.6418972730548845
2013-07-18,3.7451029819475974e-05,0.4580118536368491,7.748395232422897e-05,0.811094302333168,2.467257527972362e-05,2.8995309045223256e-05,0.6587956432347004
2013-07-19,4.0860668714576163e-05,0.4540390251659475,7.866659610005095e-05,0.7953748416731908,2.5741929516970328e-05,2.8804913805908432e-05,0.6299928593138137
2013-07-22,3.950888193740232e-05,0.4538805216002105,8.199168752869593e-05,0.790394077677972,2.5832939548923823e-05,2.8664087499560276e-05,0.6538514450966597
2013-07-23,3.3171208880188284e-05,0.4550772410763095,8.360554308212334e-05,0.8100253744858498,2.3965323854380377e-05,2.944691762358843e-05,0.7224736349206079
2013-07-24,3.471216593235655e-05,0.45633234751655527,8.615919992138942e-05,0.8322742451652199,2.495588297860269e-05,3.025927318339061e-05,0.7189376493311916
2013-07-25,3.488954269695917e-05,0.44608263596663883,9.126166626204589e-05,0.8152545716327706,2.5171387410961533e-05,2.9945084323254212e-05,0.7214593676275204
2013-07-26,3.343176772700175e-05,0.4262878706987477,7.443842099180132e-05,0.7938116502245574,2.1265775374060175e-05,2.963373754467598e-05,0.6360948528870193
2013-07-29,3.360094972876798e-05,0.4258871890688152,7.585721107804776e-05,0.7810805165173224,2.1501501496438303e-05,3.010283218478133e-05,0.6399075523162804
2013-07-30,3.816574763863081e-05,0.45645319863926787,7.302857682110524e-05,0.7816113661769921,2.4097920125430184e-05,3.014208922441038e-05,0.6314017572405322
2013-07-31,3.750748633018741e-05,0.46878199282275507,7.30743644014531e-05,0.7474009655216912,2.4542139707431275e-05,3.0260402062081282e-05,0.6543264320989396
2013-08-01,4.226173154810077e-05,0.48044907393448405,7.233331541604035e-05,0.7403566165618183,2.656379927433885e-05,2.8686734334640868e-05,0.6285544463341474
2013-08-02,4.130983358011611e-05,0.4821706338480275,7.337554620946823e-05,0.7523882773994055,2.6546248335544687e-05,3.0269452394011725e-05,0.6426132965183946
2013-08-05,3.7225611971094185e-05,0.47660628324891124,7.432386924057579e-05,0.7416661411683395,2.506945206473464e-05,3.191618136993239e-05,0.6734463380803828
2013-08-06,4.1983018398946586e-05,0.4841716809190755,6.810730320595835e-05,0.7608758416340068,2.589005993422479e-05,3.2327812515925077e-05,0.6166793365880145
2013-08-07,4.81253999850549e-05,0.49550603519127845,6.858559529010564e-05,0.7512924139490008,2.8467713129390196e-05,3.973871266713169e-05,0.5915319797493777
2013-08-08,4.5117615842124565e-05,0.46283500475552863,6.27242406480321e-05,0.7452329310815677,2.4621639879295343e-05,3.9887452922162285e-05,0.5457212093265592
2013-08-09,4.7210405389653165e-05,0.46575312793868173,6.430352265260007e-05,0.75299580491724,2.5662090223856746e-05,4.039978919424699e-05,0.5435685207964971
2013-08-12,4.729046229109182e-05,0.4653882763438071,6.440036702263369e-05,0.7653894600967093,2.5683037725342623e-05,4.19935202234747e-05,0.5430912805895869
2013-08-13,5.1414947954433665e-05,0.4976573444825559,6.945661373528211e-05,0.7972185234071738,2.9739380746023706e-05,4.6989127413788396e-05,0.5784189604233411
2013-08-14,5.361675369996386e-05,0.5301312296170257,8.005404016658097e-05,0.8048893566867423,3.473163865900501e-05,4.757430632431725e-05,0.6477758585191707
2013-08-15,5.120699157562921e-05,0.534116489874505,8.764409118108536e-05,0.7885805427162638,3.5781779743531755e-05,4.3257688099687204e-05,0.6987674659755108
2013-08-16,4.9139520575593413e-05,0.5312702697697192,9.32781144621017e-05,0.78302436579819,3.596837769548546e-05,4.262768889050474e-05,0.7319643593216132
2013-08-19,5.1240075352845624e-05,0.5222717079117953,9.456811047378532e-05,0.7980442968417394,3.635580253628976e-05,4.2749452196089154e-05,0.7095189124125818
2013-08-20,5.687877447837599e-05,0.531032414345338,9.306705155713926e-05,0.8254417373549039,3.863617497254804e-05,4.4665257493181806e-05,0.6792722826198837
2013-08-21,5.746511661394483e-05,0.5455615064585105,0.00012289624998347231,0.7276645443784188,4.584744959216506e-05,3.852278061431402e-05,0.7978309676141759
2013-08-22,5.43081375808944e-05,0.47105843659962043,0.00012595261613011611,0.8075455742248987,3.8959272397584216e-05,4.184317964727497e-05,0.7173744881152044
2013-08-23,4.6628310947370826e-05,0.531575516757915,0.0001299893029691649,0.8093333670004172,4.13850628914651e-05,4.185657191170631e-05,0.8875522627910807
2013-08-26,5.7057237442025364e-05,0.5360886876723228,0.00013445203395293806,0.7895251417826928,4.69543357942443e-05,4.065331956677292e-05,0.8229339151225749
2013-08-27,6.26349019454684e-05,0.6121096761350394,0.0001351265483744042,0.7030676109176697,5.631288629045253e-05,3.1831977254644436e-05,0.8990656094501437
2013-08-28,6.352118414260544e-05,0.6214379862162542,0.0001300277061840774,0.7307582478630653,5.647744481806432e-05,3.335581466281902e-05,0.8891119644632588
2013-08-29,6.345432123592429e-05,0.6473429555000243,0.00012844388255931226,0.729249483177036,5.844155191880262e-05,3.3298151656853144e-05,0.9210019235965963
2013-08-30,6.533098257867051e-05,0.6568286464027131,0.00013170352767408278,0.7493164049120206,6.0927082776519425e-05,3.387811386344251e-05,0.9325909449341592
2013-09-03,6.741624909395761e-05,0.6883539926297754,0.00013603931413180297,0.7611912301500674,6.592138836235766e-05,3.4671824640744105e-05,0.9778264031047386
2013-09-04,5.29054408502055e-05,0.6380555872206367,0.00012768418097459269,0.8065147598328899,5.2441756822745934e-05,3.614226351398253e-05,0.991235607907088
2013-09-05,5.526096611110341e-05,0.610761001703021,0.00012223687708043575,0.8243321803410999,5.0197450292633815e-05,4.0638439557473955e-05,0.9083708415757827
2013-09-06,5.903493096893949e-05,0.5894912215019233,0.00011821637565593063,0.7918168055981933,4.924596954519178e-05,4.16524170733469e-05,0.834183571267356
2013-09-09,5.950680039687122e-05,0.5897834837312527,0.000114671878132442,0.776220267517177,4.871967347431383e-05,3.966997779753537e-05,0.8187244676135442
2013-09-10,6.058865375686932e-05,0.5992542551609599,0.00011218781057367622,0.7586441084831043,4.9405990920494814e-05,3.828245748608285e-05,0.8154330531711698
2013-09-11,5.2548421709793746e-05,0.5792601480281883,0.00010702296614384244,0.8054123752830882,4.3440216477388076e-05,4.143742544926795e-05,0.8266702417304358
2013-09-12,5.463125330927889e-05,0.5851408666408502,0.00010544283508516658,0.7743178986351433,4.4410897484580214e-05,3.9817705376728756e-05,0.8129210807806455
2013-09-13,5.629719144726608e-05,0.5612824906554011,0.00010088298734516017,0.7770441458985815,4.22993628992384e-05,4.01024220572075e-05,0.7513583148967647
2013-09-16,5.4138744378514925e-05,0.5482999816350956,9.859913075789656e-05,0.7931607264228103,4.005980805124668e-05,4.097705929595483e-05,0.7399471212550784
2013-09-17,5.7555509167455784e-05,0.5590014735719395,9.884808522716399e-05,0.7783206210572733,4.216387657807262e-05,4.019773186670878e-05,0.7325775966189139
2013-09-18,6.204530316157312e-05,0.6128218826408637,0.00010254955453917715,0.7378362416381453,4.888274765787801e-05,3.646503053685109e-05,0.7878557306841051
2013-09-19,6.178297806302708e-05,0.607518243690292,0.00010020020448314115,0.6062549407263663,4.7800016590182444e-05,3.060042941650434e-05,0.7736761497870804
2013-09-20,6.675064824066973e-05,0.6304547176293406,0.00010148843070279004,0.558438051674843,5.189074563444364e-05,2.62459848999366e-05,0.777381898185488
2013-09-23,6.644616634370019e-05,0.6256626740856244,0.0001011996064687783,0.559284495772576,5.1305582517848916e-05,2.5903027979634783e-05,0.7721375865759521
2013-09-24,6.687102886618699e-05,0.6246596332177061,0.00010004734504934862,0.5479057398571436,5.1093449991447025e-05,2.5216901662295355e-05,0.764059576437625
2013-09-25,5.221698153901886e-05,0.5521693618478115,0.00010261215546909272,0.5334180746472227,4.041825804279028e-05,2.432980428027602e-05,0.774044321435699
2013-09-26,5.0374063840171386e-05,0.5068236286426038,0.00010447742543804017,0.5399374748677197,3.6768133094344056e-05,2.4615708878597797e-05,0.7299020625177927
2013-09-27,5.122431082106018e-05,0.46730031750681195,0.00010324966809793602,0.611678711555897,3.3984311065031235e-05,2.7603016886211504e-05,0.6634410599245983
2013-09-30,5.1567877421329924e-05,0.43919836130837236,0.00010418354746171774,0.6137723717735731,3.219214458012994e-05,2.7519920650498114e-05,0.6242673964861382
2013-10-01,5.3629225784131454e-05,0.421753283774185,0.000104255641102463,0.6226058479250383,3.153617507727037e-05,2.7355958832043736e-05,0.5880408418389236
2013-10-02,4.9785428743887e-05,0.4047805956740981,0.00010668793837381075,0.640104925614081,2.9500438565415113e-05,2.8523479956704376e-05,0.5925516623985564
2013-10-03,5.1677659876475144e-05,0.3918409424819924,0.00010845317825237025,0.6912687240864621,2.933474881493745e-05,3.04529787239628e-05,0.5676485522962177
2013-10-04,4.988490741732951e-05,0.38568816083215013,0.00010913540696951038,0.7044378770954435,2.8457957685772948e-05,3.048780727633893e-05,0.5704722963139538
2013-10-07,5.300164613196136e-05,0.39823186477473715,0.00011119556164538072,0.6729835123743942,3.0572039562117164e-05,2.7914406852946133e-05,0.576813019844707
2013-10-08,5.7418241986777646e-05,0.40632259592983455,0.00011106381316074225,0.6379909776125272,3.2447572399058175e-05,2.6301877506537788e-05,0.5651091234477407
2013-10-09,4.671951297786224e-05,0.4061656221360236,0.00011489010504176903,0.6364180955835794,2.9757307211905044e-05,2.6581847757839004e-05,0.6369353042272801
2013-10-10,5.493659376391755e-05,0.41617694736584354,0.00011885281329333809,0.6507740419771225,3.362897400969983e-05,2.1330136721469626e-05,0.6121415928008882
2013-10-11,5.397060840252837e-05,0.42901935099888366,0.00011936008118915758,0.654996460419076,3.443381098881769e-05,2.14328426087694e-05,0.6380104284168967
2013-10-14,5.390763459317086e-05,0.44598419339463347,0.0001199671638406565,0.6586165436046452,3.586541005124918e-05,2.169007697467401e-05,0.6653122571954342
2013-10-15,5.553151341989191e-05,0.453300643294313,0.00012077998961969852,0.8255839819081985,3.7123899146216524e-05,3.043623880864952e-05,0.6685194920857027
2013-10-16,4.144281603770634e-05,0.4482632314651172,0.00012459950371360656,0.8157731121392089,3.2211867413967145e-05,2.728596144532794e-05,0.7772605844317986
2013-10-17,4.1583055321708076e-05,0.44104484089834234,0.00012598867220324232,0.7696023448149181,3.192322021313147e-05,2.5212874649064003e-05,0.7676978030151196
2013-10-18,4.3823960134694674e-05,0.42536777364166506,0.0001242420795739745,0.7583721960610796,3.1387357217366706e-05,2.460531486062697e-05,0.7162145347179129
2013-10-21,4.4710412594374516e-05,0.42082644581321577,0.0001239375862443936,0.7577710642077993,3.1326283928195284e-05,2.459248001049345e-05,0.7006485091604091
2013-10-22,4.4371990394003997e-05,0.4197315234659097,0.0001242179256917936,0.7739790902806639,3.1161487393057014e-05,2.500650150593766e-05,0.7022783318114997
2013-10-23,3.6244305626284386e-05,0.4158762964381717,0.00012816131200181968,0.7440515976435171,2.834409089370524e-05,2.347378301018471e-05,0.7820288015988391
2013-10-24,4.040389782719303e-05,0.38904269702284683,0.00010821980278047704,0.7430149112798815,2.572540783139366e-05,2.3385280472457343e-05,0.636706090620784
2013-10-25,3.967999624918889e-05,0.3676886824306501,0.00010142189946898168,0.7782643595452912,2.3325552719789955e-05,2.4515457734826762e-05,0.5878416059645358
2013-10-28,4.081308187982178e-05,0.37940449764913,0.00010342739128604436,0.7217323717399663,2.465017208924669e-05,2.4564982532828254e-05,0.6039772287187622
2013-10-29,4.2024721372673885e-05,0.3755756249308782,0.00010332895597802059,0.753305057262941,2.4749181498964383e-05,2.5300401214733815e-05,0.5889195856764744
2013-10-30,3.243679795796633e-05,0.371236103402228,0.00011292111088950108,0.8647893416757193,2.246760419216121e-05,2.865951963971948e-05,0.6926578949400666
2013-10-31,3.3498134377451295e-05,0.37468995431515645,0.00012152520064713203,0.8173693212999235,2.3906474385628904e-05,2.7350895971358314e-05,0.7136658452752863
2013-11-01,3.528785039280735e-05,0.3718328140189881,0.00012598092916219343,0.82158970114048,2.479206595965632e-05,2.7461767308572915e-05,0.7025666251608694
2013-11-04,3.477448195487655e-05,0.36914839507806,0.0001297679600669215,0.805975579232393,2.4797908767658707e-05,2.681298369434537e-05,0.713106489978385
2013-11-05,3.766596277267884e-05,0.37409043285941423,0.00013197008239487827,0.7762893388694678,2.6374782193331368e-05,2.5590158672106816e-05,0.7002285419466943
2013-11-06,3.8333959556374354e-05,0.39465773123508513,0.00013509140605653548,0.7904857081678308,2.8400521583204754e-05,2.9337509260897254e-05,0.740871068678377
2013-11-07,4.0431492315281525e-05,0.4109108475491604,0.00013709075041046183,0.7563417387878724,3.059226050266783e-05,2.6650957186545066e-05,0.7566443569312714
