Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_XLB,Predicted_Covariance,Future_Cov_45_XLB,Beta_Predicted
2013-03-25,7.243408887933498e-05,0.8543989094657073,0.00012286956778035458,1.2719670103694165,8.060358372904833e-05,6.95511939582448e-05,1.112785222760551
2013-03-26,7.339742545776695e-05,0.850902644140438,0.00012320439276772657,1.2782172010842123,8.091580940770939e-05,6.878507779213165e-05,1.1024338919662588
2013-03-27,7.311742529462491e-05,0.8512088113945263,0.0001192824602270565,1.2581574665200816,7.94940913665505e-05,7.467575660954108e-05,1.0872113049144025
2013-03-28,6.422356192814954e-05,0.8493267805904234,0.00012481817068143354,1.2553092747295689,7.604329366029137e-05,7.49628982485415e-05,1.1840404265550581
2013-04-01,6.678777769649997e-05,0.8496726449202285,0.00013231631385780327,1.237311154687033,7.987425669838882e-05,7.414942568702126e-05,1.1959412253744544
2013-04-02,6.451960799026473e-05,0.8570504427610892,-0.00010228688053006179,1.2850252916184344,,8.302251218782344e-05,
2013-04-03,6.836168011312682e-05,0.8543141858529835,-5.485642314635961e-05,1.2910661052651793,,8.180153962372652e-05,
2013-04-04,6.901245142532413e-05,0.8579420744470331,-7.120646521106323e-05,1.2613046397207448,,8.346233823605449e-05,
2013-04-05,6.697476452894188e-05,0.865564169129486,-3.428708134689878e-05,1.26314776414785,,8.266504115586264e-05,
2013-04-08,7.273438811092278e-05,0.8692463602859106,-4.4732824480702485e-06,1.2738839005566167,,8.63064830177759e-05,
2013-04-09,7.022991067372413e-05,0.8769205611278943,1.9202162788309525e-05,1.249388019121681,3.2203003903650017e-05,8.68172818917794e-05,0.45853687687657096
2013-04-10,6.636144982931065e-05,0.8773403126154365,2.5878524839697742e-05,1.2772841481817423,3.635764762311082e-05,9.094318240877253e-05,0.5478730153820766
2013-04-11,6.716170407401359e-05,0.8775800850762085,4.542566946428582e-05,1.2743549513559131,4.8472819387118356e-05,9.194706815781231e-05,0.7217330181750646
2013-04-12,6.98842565011876e-05,0.888827600775012,6.467575122667603e-05,1.260494035508006,5.975550867989152e-05,9.209683666022907e-05,0.855063953908933
2013-04-15,9.593981606210937e-05,0.8803607998596366,0.00010936746646379341,1.1725496048137178,9.017875037248513e-05,7.077073774742413e-05,0.9399512535452991
2013-04-16,8.836558039441448e-05,0.8806034437171626,0.00012911405536129131,1.1226276749568684,9.40608085674215e-05,6.88672013606844e-05,1.064450752743169
2013-04-17,8.959564094882932e-05,0.8801909317669617,0.00013334679177520194,1.1155946452719785,9.620809512494958e-05,7.928323559106217e-05,1.073803302326916
2013-04-18,9.719405369416862e-05,0.8805950354441662,0.00892128472812521,1.1322045324695718,0.000819992312276056,7.942037341151728e-05,8.436651020403456
2013-04-19,7.72897485213767e-05,0.8808733106820446,0.007284135151199792,1.1339862131769745,0.0006609420700843847,8.229113475757024e-05,8.551484287745899
2013-04-22,7.797978274745508e-05,0.8817072000089103,0.005941916557201324,1.114565335443614,0.0006001760653531034,8.264558854846645e-05,7.696559854453948
2013-04-23,8.499754389235151e-05,0.8791033454738025,0.004917605783571715,1.1048293319229878,0.0005683553814420506,8.171131508536343e-05,6.686727114866597
2013-04-24,7.773768893068322e-05,0.8795369236219063,0.004194519203860701,1.0929738957409365,0.0005022396345915602,8.157483580515427e-05,6.460696754689928
2013-04-25,6.90805921567358e-05,0.8752593384670323,0.0029063460653775725,1.0850562537576138,0.0003921827086489797,8.11388626809376e-05,5.677176416773656
2013-04-26,7.034557142953508e-05,0.8846304018658214,0.0024895686677999574,1.0781631831631693,0.00037020501383809324,8.12529698046675e-05,5.2626626852967755
2013-04-29,6.776168711759701e-05,0.888861051639828,0.00209701387144865,1.0620427441638616,0.00033506312404874933,7.911137232295321e-05,4.944728183453639
2013-04-30,5.8041023931509805e-05,0.8972023910385553,0.0014774518658674431,1.0621774747870407,0.00026273300038183754,7.90117982553863e-05,4.526677556410283
2013-05-01,6.311211636341748e-05,0.8971559072813015,0.001351049485721444,1.0285691300159574,0.00026197504353759514,7.699016149989193e-05,4.150946896299096
2013-05-02,6.214021471172626e-05,0.8974158287070282,0.0010667145992531931,1.0337178435888783,0.00023104906727037413,7.62236927040724e-05,3.7181890719597672
2013-05-03,7.476459886581012e-05,0.9028271908377469,0.0009806994962937093,1.028373408407782,0.00024446720672975056,7.474150873211341e-05,3.2698256987712604
2013-05-06,7.535412832838797e-05,0.9066000149739875,0.0008405342947119223,1.0278366641720702,0.00022816391807326742,7.460347619539895e-05,3.0278887585155942
2013-05-07,7.392273390092128e-05,0.9079478648539814,0.0007291615673348271,1.032321607548672,0.00021079572869703124,7.839443543385723e-05,2.8515683548657846
2013-05-08,6.958015556766957e-05,0.9121805439977119,0.0006324202163630394,1.0268225746723103,0.00019134907837593413,7.761625264714779e-05,2.7500524656033467
2013-05-09,7.111722928104653e-05,0.9118481467068341,0.000543248675126532,1.0290586978476977,0.00017922940861238196,7.774802573670201e-05,2.520196729038605
2013-05-10,7.562958883543677e-05,0.9149551252737802,0.0004162666183838572,1.0351601918848286,0.00016234221096823504,7.850064800342851e-05,2.1465436143184276
2013-05-13,7.357910230951406e-05,0.9187835781647324,0.0003585980003485882,1.0400115050209122,0.00014924314710637455,7.895838386657496e-05,2.028336068556205
2013-05-14,7.590263764609063e-05,0.9177744216202152,0.00030948435561873813,1.0262217605066066,0.0001406642496789147,7.626305455343555e-05,1.8532195196534074
2013-05-15,7.650099964197039e-05,0.918116754669754,0.00019713544968842642,1.027257420308616,0.0001127492941938189,7.58214062754663e-05,1.4738277241015525
2013-05-16,7.639729836462006e-05,0.9180086337791505,0.00019679241416537772,1.0287190322892936,0.00011256151840792193,7.535853656121911e-05,1.473370404679777
2013-05-17,7.425705624970095e-05,0.9161116825653994,0.00019336381787624795,1.0196106647519467,0.00010977536554950462,7.287654616968193e-05,1.4783156119247147
2013-05-20,7.217439206379002e-05,0.9171916909306105,0.00010584215962405519,1.0259174770501427,8.016430380767874e-05,7.368393566661173e-05,1.1107028617134311
2013-05-21,7.13709588975209e-05,0.9181065566728246,1.8615121568923152e-05,1.0319785671047232,3.34646889909311e-05,7.419900977184842e-05,0.46888383605693024
2013-05-22,7.35750525384875e-05,0.91693117605809,-3.555108831718213e-05,1.0173795611350278,,7.176505559484897e-05,
2013-05-23,7.454058968752127e-05,0.9173386452595755,-7.895926791555667e-05,1.0111093699473328,,7.135137630911824e-05,
2013-05-24,7.630250921850573e-05,0.9120323624945976,-2.9493590034529848e-05,1.0105013305091235,,7.127492459229236e-05,
2013-05-28,7.438631671877e-05,0.9076173021580284,2.963910896159129e-06,1.003652415998492,1.3476647392369445e-05,7.007799914819144e-05,0.1811710538555119
2013-05-29,7.273626036607267e-05,0.9068314716795232,2.847553541629861e-05,1.0004376909169266,4.127033723172443e-05,7.146546731357089e-05,0.5673970179937199
2013-05-30,7.309916508279677e-05,0.9069063262256308,5.319942469883961e-05,1.001736712059209,5.6555143359148516e-05,7.137784218004112e-05,0.7736770084185033
2013-05-31,7.696255068093324e-05,0.9021028744119454,7.582101110494465e-05,0.9990033272488535,6.891132155737611e-05,6.598168126406338e-05,0.8953877041194302
2013-06-03,7.835861755638394e-05,0.8958790297037018,9.284578356771356e-05,1.0053671072634704,7.641416055014015e-05,6.687830912907973e-05,0.9751851542704332
2013-06-04,7.696792659140356e-05,0.8935575040098083,0.00010411408012480435,1.0075634903018702,7.998934365346313e-05,6.66811829043288e-05,1.0392555340369143
2013-06-05,8.390672708275947e-05,0.8827228104195641,0.00012712385014440025,0.9755085858684056,9.116670502962392e-05,5.971061918273474e-05,1.0865243848649195
2013-06-06,8.864935953499249e-05,0.8827019783798499,0.00013367916818656983,0.968948586006278,9.609123350377096e-05,5.823971569629964e-05,1.0839472953647336
2013-06-07,8.584609796353898e-05,0.8809223147777138,0.00014081686201629213,0.9836253693713736,9.685570846932954e-05,5.6030305650937534e-05,1.1282482345378892
2013-06-10,7.344670994631798e-05,0.8725855591183516,0.00014877931624868867,0.9854255085896684,9.121483433950674e-05,5.624721809956393e-05,1.2419185884047828
2013-06-11,7.540176794643908e-05,0.8662282769810524,0.00015754409892106255,0.9612622059444376,9.441134645192969e-05,5.293160874479012e-05,1.252110514424461
2013-06-12,7.564969572692771e-05,0.860546609012,0.00015879322261984602,0.9358309196564162,9.43178672278161e-05,5.445575518077757e-05,1.2467712701485911
2013-06-13,7.668406692361186e-05,0.860482955787477,0.00017279825741079374,0.9185497814221208,9.905228997596674e-05,4.924756386154131e-05,1.2916932284595284
2013-06-14,7.978958283363962e-05,0.8604040392623324,0.00017282972985088158,0.9202460450008132,0.00010103800520237568,4.9363229909445074e-05,1.266305720798651
2013-06-17,6.406673037804978e-05,0.8480980383205274,0.0001628078282599226,0.9182486787506264,8.661637030846968e-05,4.85351165400537e-05,1.35197113692797
2013-06-18,5.269216623890948e-05,0.8386691954847043,0.00010342755394199301,0.9330779354617142,6.191299954471359e-05,4.8822375669219556e-05,1.1749943865279002
2013-06-19,5.313666894497608e-05,0.8368254885036054,0.00010365653864216123,0.980505265166909,6.210555023190972e-05,4.8744541160772253e-05,1.1687889260845663
2013-06-20,6.610900161714408e-05,0.8323947092269056,0.00013258315251000625,0.961656129540498,7.792983935997307e-05,3.346515970934286e-05,1.1788082931774828
2013-06-21,6.524441916700448e-05,0.8345150401015244,0.0001453852230117381,0.9330230882645576,8.127668581869189e-05,3.274020336159414e-05,1.2457262530094724
2013-06-24,5.5679700730278476e-05,0.8211082177692628,0.00015962296934995135,0.9273621864952304,7.740990554087872e-05,3.480895567238502e-05,1.3902715805867005
2013-06-25,5.683904438603972e-05,0.8122159275176388,0.0001589983717972061,0.936287084308776,7.721314177083565e-05,3.365716516872811e-05,1.3584524969564764
2013-06-26,5.616484134519195e-05,0.8059075799509173,0.0001572057251028915,0.96775702754407,7.572716314502507e-05,3.2955619019664004e-05,1.3483019150646594
2013-06-27,5.600093181678947e-05,0.7993036223660405,0.00014892005302523975,0.9908309114803104,7.299380431786613e-05,3.338038600159867e-05,1.3034391027040388
2013-06-28,5.651835513949762e-05,0.7968317147261337,0.0001407424296666471,0.9859571663439692,7.106796670115663e-05,3.3121745746427505e-05,1.2574316171400939
2013-07-01,4.0959150997653995e-05,0.7958563441604444,8.583147271340546e-05,0.9901259464058738,4.7188202858489714e-05,3.395970078956383e-05,1.1520796136910283
2013-07-02,4.708768430286185e-05,0.7960323567389519,8.991113064995918e-05,0.9868595184584252,5.179539115013311e-05,3.3803055993161884e-05,1.0999774551874733
2013-07-03,4.5307854285029834e-05,0.7971558080024166,9.931328876293136e-05,0.9869933312906116,5.347288845842281e-05,3.380723669201329e-05,1.1802123340917248
2013-07-05,5.048108536897671e-05,0.7965326180597246,9.799263724188602e-05,1.047303186505098,5.602277663029151e-05,3.534038296874982e-05,1.1097775774987686
2013-07-08,5.858594159480322e-05,0.7965770830192856,0.00010657626034086652,1.0526597185392628,6.29440602066401e-05,3.599470045462283e-05,1.074388470906192
2013-07-09,6.185296409698371e-05,0.8012489184365854,0.00010731205752513355,1.0254404858254358,6.527877191735459e-05,3.420012853597896e-05,1.0553863160866357
2013-07-10,6.043816195282401e-05,0.8047983537253927,0.00010977209563982301,1.0438101142016465,6.555241273364016e-05,3.505413996409604e-05,1.0846195618061345
2013-07-11,6.428746384905295e-05,0.808721034623377,0.00011920470413598859,1.0371707890646722,7.079597753596236e-05,3.084260188867597e-05,1.1012407909291835
2013-07-12,6.999194674271863e-05,0.811723959185918,0.00010597275384072097,1.0546455231142469,6.99084240005152e-05,3.207703184009068e-05,0.9988066806812724
2013-07-15,7.060701256657018e-05,0.8134340826002574,9.772312394545444e-05,1.0354239072898843,6.756860526208328e-05,3.160061168669463e-05,0.956967343695186
2013-07-16,3.5042919617133015e-05,0.8074306167925248,0.00010449159424811674,1.0960820877230233,4.88591640513885e-05,3.59835771127674e-05,1.394266362084183
2013-07-17,3.792838595062833e-05,0.8047490802026686,4.303468421466942e-05,1.0937022308290352,3.251262089061595e-05,3.59575854238436e-05,0.857210769077753
2013-07-18,3.7451029819475974e-05,0.8017543423092421,5.572266910032014e-05,1.1508000617565126,3.662597193856155e-05,4.113924033729159e-05,0.9779696877524751
2013-07-19,4.0860668714576163e-05,0.8003351705556648,4.3183857747151467e-05,1.1567730528753752,3.36190436881606e-05,4.189313809697259e-05,0.8227727236428641
2013-07-22,3.950888193740232e-05,0.7996756655368622,5.774548334887822e-05,1.1573096198559842,3.819620897792768e-05,4.1970486804622024e-05,0.9667752440690568
2013-07-23,3.3171208880188284e-05,0.8068026948662357,6.31013884953774e-05,1.1542032248960123,3.691198898124057e-05,4.1958842716459454e-05,1.112771895488153
2013-07-24,3.471216593235655e-05,0.8097140419279963,7.441222024255407e-05,1.1423629508404238,4.115235172413166e-05,4.1533272001228944e-05,1.1855310845288385
2013-07-25,3.488954269695917e-05,0.8117265719828946,8.469770043933383e-05,1.1565330395284892,4.412586288043581e-05,4.248057060501854e-05,1.264730330910346
2013-07-26,3.343176772700175e-05,0.8099181069163613,8.598169664505646e-05,1.1551146541591857,4.34233958913918e-05,4.312151942552007e-05,1.2988662832901934
2013-07-29,3.360094972876798e-05,0.810300905078236,9.240154423619638e-05,1.1438305187141609,4.515041173608955e-05,4.408321219713855e-05,1.3437242726932008
2013-07-30,3.816574763863081e-05,0.8173280057051344,9.904538906182907e-05,1.1418504910916816,5.0251658363247034e-05,4.40343639726811e-05,1.3166690415461175
2013-07-31,3.750748633018741e-05,0.8225676681153667,0.00010232937388471768,1.138088238711832,5.096015888237568e-05,4.607835589496095e-05,1.3586663322026211
2013-08-01,4.226173154810077e-05,0.8234155886856297,0.00010945824666235132,1.206144577761035,5.6003732401820634e-05,4.67347063528394e-05,1.325164169813516
2013-08-02,4.130983358011611e-05,0.825448413935662,0.00011430893039377304,1.217425997417268,5.672267982211924e-05,4.8978458834349825e-05,1.3731035665421292
2013-08-05,3.7225611971094185e-05,0.8280850709486861,0.00011193243976932955,1.2335830623081534,5.345321890553155e-05,5.3084883569691325e-05,1.4359258605886227
2013-08-06,4.1983018398946586e-05,0.8407475501406848,0.00011701728832861295,1.2239674452281373,5.8928780687135586e-05,5.200347800497504e-05,1.4036337294084171
2013-08-07,4.81253999850549e-05,0.8484475874541081,0.0001186394962191617,1.171323695590911,6.411015724251922e-05,6.195576438024532e-05,1.3321480395472725
2013-08-08,4.5117615842124565e-05,0.8598876875498085,0.00011065477206397043,1.1499099345590311,6.075749718952924e-05,6.154717064486486e-05,1.3466468929149915
2013-08-09,4.7210405389653165e-05,0.8688053816120717,0.00011259208732210454,1.15824222312652,6.334251493287727e-05,6.214210138306183e-05,1.3417066515332166
2013-08-12,4.729046229109182e-05,0.8725240899548776,0.00011114685938007498,1.1522510723216273,6.325761358651532e-05,6.321889865317037e-05,1.3376399916993678
2013-08-13,5.1414947954433665e-05,0.8805703179513027,0.00011301533455690678,1.119067897184093,6.712393837993525e-05,6.595936052856444e-05,1.305533527709172
2013-08-14,5.361675369996386e-05,0.890268760899411,0.001623238836061922,1.1378726722687913,0.0002626410491326931,6.725583164799298e-05,4.89848845758952
2013-08-15,5.120699157562921e-05,0.8925485779735804,0.0013864968234812902,1.178457702291218,0.00023782413876034632,6.464445032944405e-05,4.644368502084259
2013-08-16,4.9139520575593413e-05,0.8968231930451639,0.0010580162797845275,1.171235977658574,0.00020448829969277294,6.376185091264915e-05,4.1613816597620215
2013-08-19,5.1240075352845624e-05,0.8985496547975993,0.0009085262271992994,1.1833152940310037,0.00019387227029422249,6.338755980748686e-05,3.78360626832013
2013-08-20,5.687877447837599e-05,0.9036445647212588,0.0007174658993252819,1.1870985237490677,0.00018254644849734477,6.423477131521756e-05,3.209394895924573
2013-08-21,5.746511661394483e-05,0.9063900230439014,0.00047047143677917937,1.1857355297364354,0.00014903349747950813,6.277319684120763e-05,2.5934602809688334
2013-08-22,5.43081375808944e-05,0.907163859410796,0.0003956997983277016,1.1792271826431255,0.00013298452586767688,6.110195687177956e-05,2.448703487015928
2013-08-23,4.6628310947370826e-05,0.9091549868135517,0.0006895224957320813,1.17459390461914,0.00016301853540660568,6.0746876676984436e-05,3.4961278265173275
2013-08-26,5.7057237442025364e-05,0.909470738590375,0.00616241680808815,1.1772729557426698,0.0005392866078076732,6.061878356281526e-05,9.451677508144883
2013-08-27,6.26349019454684e-05,0.9135376475192167,0.0057314278634187695,1.1909881620461675,0.0005473511891048532,5.392299047216939e-05,8.738757020508974
2013-08-28,6.352118414260544e-05,0.9136918187102732,0.004660545252595775,1.1923738933178345,0.000497138495373003,5.44264846966825e-05,7.8263417485562625
2013-08-29,6.345432123592429e-05,0.9175043455311473,0.0037712335228783406,1.190310045081298,0.0004488285184997275,5.435056906330476e-05,7.073253795135167
2013-08-30,6.533098257867051e-05,0.9206704464494095,0.003449922744877137,1.1958440662152197,0.0004370875965485121,5.406653474097913e-05,6.69035699902689
2013-09-03,6.741624909395761e-05,0.9217568448049493,0.0026297848650280523,1.1950404819101277,0.00038811352280739177,5.443340961667361e-05,5.756972955681357
2013-09-04,5.29054408502055e-05,0.9139996108696641,0.0022305593041207607,1.1980321511504892,0.00031398078203825734,5.3687292361612956e-05,5.93475410075971
2013-09-05,5.526096611110341e-05,0.9099073104965136,0.001834905716613493,1.1838329369269358,0.0002897432103643684,5.8361331027432664e-05,5.243180326993075
2013-09-06,5.903493096893949e-05,0.9079259611285647,0.0015300940529814314,1.1971898365122298,0.0002728751754180689,6.297649915210798e-05,4.622266358906033
2013-09-09,5.950680039687122e-05,0.9076362048724175,0.0013643083125828525,1.1838568074454614,0.00025861360815195234,6.0502894902552125e-05,4.3459504867875545
2013-09-10,6.058865375686932e-05,0.9065865953988708,0.0011506450339360977,1.183401006096933,0.00023937325673526805,5.9716404831083683e-05,3.9507934554186854
2013-09-11,5.2548421709793746e-05,0.9041850466488375,0.0008894190343819039,1.1697245700047476,0.00019547461590871195,6.018081687497335e-05,3.7198950900609113
2013-09-12,5.463125330927889e-05,0.9066845818518982,0.0007941498592856343,1.1620200078930685,0.00018885480727354962,5.9754488947894194e-05,3.4569005071950896
2013-09-13,5.629719144726608e-05,0.9074867075023287,0.0005925221982037931,1.1622785495228949,0.00016574328786212358,5.998395996807325e-05,2.944077379372936
2013-09-16,5.4138744378514925e-05,0.9066595049455021,0.000503265370425931,1.1569213711191193,0.00014965693006891857,5.977002396338296e-05,2.7643221464942256
2013-09-17,5.7555509167455784e-05,0.9064296124401473,0.00039886555470967894,1.16895952500648,0.0001373380263170261,6.0372962347335884e-05,2.3861838476217074
2013-09-18,6.204530316157312e-05,0.914786436368022,0.00038970658693660075,1.1292384530961026,0.00014224697689895085,5.580874501923774e-05,2.2926308624606655
2013-09-19,6.178297806302708e-05,0.9151216500965493,0.00032414291869878656,1.1261523995504337,0.00012950350371927977,5.684200605999515e-05,2.0961032921910707
2013-09-20,6.675064824066973e-05,0.911614642004047,0.0003159950473753158,1.1080083913959902,0.00013239731380121342,5.2075196921779364e-05,1.9834610942481694
2013-09-23,6.644616634370019e-05,0.9113133007694089,0.0002789405745119645,1.1075291008996175,0.0001240676393661941,5.129474803200738e-05,1.867190331560145
2013-09-24,6.687102886618699e-05,0.9117427910534367,0.00024459927899852835,1.113590653564022,0.00011660547086483661,5.1252074873858554e-05,1.7437367547936382
2013-09-25,5.221698153901886e-05,0.9110492667752053,0.0002189704430030796,1.1268914466856348,9.741828799103909e-05,5.139879888980323e-05,1.8656438024523458
2013-09-26,5.0374063840171386e-05,0.9062049572938629,0.00019242344588560472,1.122755516826672,8.921932260444073e-05,5.1186339586478926e-05,1.7711360927226154
2013-09-27,5.122431082106018e-05,0.9049816460557133,0.000184223039605185,1.1016287886822804,8.791233296289319e-05,4.971282714578335e-05,1.7162228550032386
2013-09-30,5.1567877421329924e-05,0.8970570648506779,0.00016968718587232121,1.1307947602218236,8.391396115701698e-05,5.070182938241473e-05,1.6272525718172726
2013-10-01,5.3629225784131454e-05,0.8898699314200027,0.0001572653270460023,1.1395223650576551,8.172290332011898e-05,5.006815629920588e-05,1.5238501418810388
2013-10-02,4.9785428743887e-05,0.8911205031620227,0.0001456268542421972,1.1445370764837417,7.587667581554951e-05,5.1001295341494494e-05,1.5240739656152138
2013-10-03,5.1677659876475144e-05,0.8853394481355568,0.00013946005309700886,1.1682044780241072,7.51598921552488e-05,5.1463786621505806e-05,1.454398135188457
2013-10-04,4.988490741732951e-05,0.8824873481547397,0.00013792671046013657,1.149653795269766,7.32010418511301e-05,4.9756585334702755e-05,1.4673985708491222
2013-10-07,5.300164613196136e-05,0.8792856512706306,0.00013687208083188582,1.1183804497478869,7.489142601497305e-05,4.6388843584738106e-05,1.4130018873095262
2013-10-08,5.7418241986777646e-05,0.8758496297064029,0.0001405603114260959,1.1291263024574028,7.868389527552165e-05,4.654946972413343e-05,1.3703640611922792
2013-10-09,4.671951297786224e-05,0.8862130642682379,0.00013051740270344532,1.1235646670306576,6.920245678220549e-05,4.692893733279114e-05,1.4812324095714924
2013-10-10,5.493659376391755e-05,0.8858429009163392,0.00014106685107673157,1.151681502615722,7.798302170153795e-05,3.7748161920761655e-05,1.4195095902133876
2013-10-11,5.397060840252837e-05,0.8860803336991919,0.0001294293865544238,1.146442086805374,7.405735568403368e-05,3.7513962733245234e-05,1.3721793745901947
2013-10-14,5.390763459317086e-05,0.8873492297310113,0.00012495897998011284,1.1171915566807171,7.282884966852068e-05,3.6792229249568726e-05,1.3509932353393743
2013-10-15,5.553151341989191e-05,0.8878640981565403,0.00012387652345715027,1.066154694396229,7.363948697130165e-05,3.930519437962478e-05,1.3260846398060402
2013-10-16,4.144281603770634e-05,0.8793626363470627,0.00012615568312687484,1.0990420755883303,6.358373677858074e-05,3.676073562005188e-05,1.5342523230257734
2013-10-17,4.1583055321708076e-05,0.8722737490072948,0.00013113126132717161,1.0782405335973877,6.441160484644438e-05,3.532414317379545e-05,1.5489868252374148
2013-10-18,4.3823960134694674e-05,0.8691225889150399,0.00012805992614808466,1.09192705045044,6.510936668817973e-05,3.5427470865512764e-05,1.485702489872287
2013-10-21,4.4710412594374516e-05,0.865421867251841,0.0001245230663438495,1.098829438143018,6.457391336640495e-05,3.566108851190393e-05,1.4442701290242548
2013-10-22,4.4371990394003997e-05,0.8643299806087873,0.00012665070538807026,1.071868224935541,6.479445466976991e-05,3.4631005821226606e-05,1.4602557625750683
2013-10-23,3.6244305626284386e-05,0.8598324045690481,0.0001254666670662668,1.063943109545465,5.798262608276011e-05,3.356591097680449e-05,1.599772021586505
2013-10-24,4.040389782719303e-05,0.8566428316207702,0.00012027849921023598,1.0604508525389094,5.97180224079248e-05,3.337610085262146e-05,1.478026270221206
2013-10-25,3.967999624918889e-05,0.8542761827801195,0.0001150535066937054,1.061168568092833,5.772102566352064e-05,3.342698770865733e-05,1.4546630826534044
2013-10-28,4.081308187982178e-05,0.8523428917784024,0.0001134841934973225,1.0480552722079108,5.800717649866122e-05,3.56717537737129e-05,1.4212888080706372
2013-10-29,4.2024721372673885e-05,0.8515337304336524,0.00011215599362505478,1.0606329373541536,5.846090318267498e-05,3.56222736033686e-05,1.391107454687101
2013-10-30,3.243679795796633e-05,0.8532759148977834,0.00010098645163156805,1.0633108763981758,4.883599395426603e-05,3.5238615321288324e-05,1.5055738244431778
2013-10-31,3.3498134377451295e-05,0.8523133902656224,0.00010105414335734779,1.0377943178565483,4.958915227694011e-05,3.472677978936013e-05,1.480355643636089
2013-11-01,3.528785039280735e-05,0.852950707003096,0.00010149692777058023,1.0396907441759868,5.104614897899865e-05,3.475182959304887e-05,1.446564424037665
2013-11-04,3.477448195487655e-05,0.8532647686066692,0.00010131757354311616,1.0397633198784972,5.0647328036385e-05,3.45905727918363e-05,1.4564509717816958
2013-11-05,3.766596277267884e-05,0.8536015205636323,0.00010198478206150534,1.0376038434744754,5.290508330162678e-05,3.4204317467464846e-05,1.4045859818032236
2013-11-06,3.8333959556374354e-05,0.8503704910769379,0.00010399084543461248,1.0308875344082415,5.369051575751863e-05,3.825960706834702e-05,1.4005992696517757
2013-11-07,4.0431492315281525e-05,0.8477338696118824,0.00011377124308318867,1.047139467377263,5.7495740567127856e-05,3.689769806719602e-05,1.4220533864736107
2013-11-08,4.3778322206368926e-05,0.8467928127649391,0.000125054051338506,1.0102342256453385,6.265498104127307e-05,3.250393004810182e-05,1.4311873521767342
2013-11-11,4.088414418239951e-05,0.845473536620344,0.00011906110502172286,1.0042547125587655,5.898783119899609e-05,3.240911966223811e-05,1.4428045976902253
2013-11-12,3.99781619662566e-05,0.8453932437524503,0.00011800505391911751,0.9953338623841586,5.8065809920828884e-05,3.2525059355450755e-05,1.4524382078855724
2013-11-13,4.4902541372157916e-05,0.8418406086709582,0.0001145684690977659,1.0139092996518424,6.038066436221971e-05,3.204020447967e-05,1.3447048322226833
2013-11-14,4.545126757048379e-05,0.8397257100565431,0.00010941389874425705,1.0039444865194678,5.921704023194362e-05,3.130068599083121e-05,1.302868839468833
