Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_IJH,Predicted_Covariance,Future_Cov_45_IJH,Beta_Predicted
2013-04-01,6.678777769649997e-05,0.9436665894638555,0.00010247972552817034,1.199616204679662,7.807033669753724e-05,7.189044751183909e-05,1.1689314930092147
2013-04-02,6.451960799026473e-05,0.9501968155436371,9.981832281296425e-05,1.1968193375497858,7.625433970488966e-05,7.732372949111883e-05,1.1818785339860647
2013-04-03,6.836168011312682e-05,0.9505368115080255,0.00010899283072076961,1.1900737214549644,8.204918478408772e-05,7.540269416395125e-05,1.2002218881734685
2013-04-04,6.901245142532413e-05,0.9499328517451717,0.00010788355426826111,1.1678916731099005,8.196609734283007e-05,7.728106816902797e-05,1.1877001272954721
2013-04-05,6.697476452894188e-05,0.9487169797167732,0.00010467142786366002,1.177075267762244,7.943398406831106e-05,7.703214003530057e-05,1.186028568028562
2013-04-08,7.273438811092278e-05,0.9439954223583678,0.0001049946902900528,1.1737504667408296,8.249420689048479e-05,7.952237616050451e-05,1.1341843800854956
2013-04-09,7.022991067372413e-05,0.9450204405087089,0.00010178943622288426,1.175740940724067,7.990125757299977e-05,8.169970507185246e-05,1.1377097992364966
2013-04-10,6.636144982931065e-05,0.9442693600589391,0.00010442455113435516,1.1779699375777566,7.860589903707871e-05,8.387196776667524e-05,1.1845114782642965
2013-04-11,6.716170407401359e-05,0.9439399769166651,0.0001045925567881732,1.1689374600651026,7.911441525976397e-05,8.434100106761224e-05,1.1779691470094065
2013-04-12,6.98842565011876e-05,0.9427260215152533,0.00010372867768496383,1.161620136142583,8.026470062255543e-05,8.487270619764634e-05,1.1485376627165151
2013-04-15,9.593981606210937e-05,0.9445361835165397,0.00014102133092923623,1.1133821324511244,0.00010986527445076877,6.719960894181917e-05,1.1451478537299296
2013-04-16,8.836558039441448e-05,0.9440622212151972,0.00014019221165093392,1.1124260068235852,0.00010507614458449079,6.824138360362921e-05,1.1891071627152756
2013-04-17,8.959564094882932e-05,0.9441653624691163,0.00014196783934864073,1.095979735765117,0.0001064845231986586,7.78892404709524e-05,1.188501160000351
2013-04-18,9.719405369416862e-05,0.9437238613903989,0.00013495703420127975,1.101547567551153,0.00010808428319940256,7.726988952661909e-05,1.1120462527419752
2013-04-19,7.72897485213767e-05,0.9437445797124513,0.00013071006760382136,1.0763709147770195,9.485712051821283e-05,7.811010660252311e-05,1.227292394307343
2013-04-22,7.797978274745508e-05,0.9433178554758177,0.00012305556937973472,1.0835531317218272,9.240590028112034e-05,8.034601781244334e-05,1.1849981754935843
2013-04-23,8.499754389235151e-05,0.9356991008229537,0.0001228876051749696,1.0641654730099492,9.562984255424849e-05,7.870388462327864e-05,1.1250894811191565
2013-04-24,7.773768893068322e-05,0.9313741945126524,0.00011504674995453749,1.0773084071695898,8.807997662244506e-05,8.040563161556218e-05,1.1330408433029673
2013-04-25,6.90805921567358e-05,0.9278546568972356,0.00010484194233179207,1.0768885285755394,7.896333943024424e-05,8.05280925667902e-05,1.1430611256354843
2013-04-26,7.034557142953508e-05,0.9305372536993219,0.00010192568112946256,1.0862885384978915,7.879414670432981e-05,8.186531611919059e-05,1.120101025595586
2013-04-29,6.776168711759701e-05,0.9330765884578132,0.00010006036702324575,1.0865229683222202,7.683170021063207e-05,8.093489980203415e-05,1.1338516421129614
2013-04-30,5.8041023931509805e-05,0.9382085234501809,8.872394040024498e-05,1.0827339760935573,6.732669835413961e-05,8.054092702399699e-05,1.1599846762453259
2013-05-01,6.311211636341748e-05,0.9422579330906584,0.00010088618483872402,1.062493500117896,7.518687314934496e-05,7.952945872038105e-05,1.1913223241698567
2013-05-02,6.214021471172626e-05,0.943877864166018,9.803973796429949e-05,1.0561511252150613,7.36721334772135e-05,7.787786514157382e-05,1.185578997738981
2013-05-03,7.476459886581012e-05,0.9422499935045708,0.00010002149289039583,1.05754615315501,8.14818372879128e-05,7.686176479711669e-05,1.0898451743740243
2013-05-06,7.535412832838797e-05,0.9404636279547635,9.937490247539128e-05,1.0561026069635917,8.138303595992161e-05,7.665510333003365e-05,1.0800076620256303
2013-05-07,7.392273390092128e-05,0.941058316044461,9.900274555855395e-05,1.0449925074295052,8.050617004849002e-05,7.935666274299556e-05,1.0890583424091502
2013-05-08,6.958015556766957e-05,0.9392367347470764,9.324698211527587e-05,1.0450702798547056,7.565456879097275e-05,7.899557418779414e-05,1.0873009434046979
2013-05-09,7.111722928104653e-05,0.9391889862211729,9.44950721313419e-05,1.0444546897831046,7.699189083589246e-05,7.891123244176139e-05,1.0826053210204518
2013-05-10,7.562958883543677e-05,0.9395762876977317,9.60244936042929e-05,1.0467066543071302,8.006983439844756e-05,7.937626589272116e-05,1.058710428436579
2013-05-13,7.357910230951406e-05,0.9388965076671004,9.534411399072119e-05,1.0477929555420842,7.86397111815425e-05,7.954915690545316e-05,1.0687778012123705
2013-05-14,7.590263764609063e-05,0.9379363465925443,9.895033693840718e-05,1.051230642880668,8.12850053279631e-05,7.812157464549829e-05,1.0709114709157896
2013-05-15,7.650099964197039e-05,0.937012296901918,9.88250389971523e-05,1.0537020654764702,8.147274382699385e-05,7.777327359269639e-05,1.064989270836872
2013-05-16,7.639729836462006e-05,0.9354566688872508,9.86976785956388e-05,1.0550864951011774,8.12299423286989e-05,7.72900779714272e-05,1.0632567390146987
2013-05-17,7.425705624970095e-05,0.9338961916550395,9.821434749558266e-05,1.0562814615628715,7.975445222774052e-05,7.549758683672965e-05,1.074031967541963
2013-05-20,7.217439206379002e-05,0.9342061027353266,9.755571364255488e-05,1.0617835773055593,7.838999239981716e-05,7.625992787159023e-05,1.086119192116417
2013-05-21,7.13709588975209e-05,0.9341733424982841,9.684106614349075e-05,1.0627672819821978,7.766368926148544e-05,7.641271093665621e-05,1.0881693403194996
2013-05-22,7.35750525384875e-05,0.9380579171363742,0.00010678574901808989,1.0379696313457878,8.314795891357843e-05,7.321746096038292e-05,1.1301107650597095
2013-05-23,7.454058968752127e-05,0.9371804293314926,0.00010403701650365349,1.0429456340762384,8.253032732736302e-05,7.359797922830229e-05,1.1071864023793643
2013-05-24,7.630250921850573e-05,0.9373253488756708,0.00010958910247742441,1.041230249391793,8.571236081660849e-05,7.344236496078892e-05,1.1233229640083786
2013-05-28,7.438631671877e-05,0.935139674375064,0.00010844644669701148,1.0397437074601994,8.3990598048581e-05,7.259800054707661e-05,1.1291135487474342
2013-05-29,7.273626036607267e-05,0.9330146404512464,0.000107724724847014,1.06151733980239,8.258889197968608e-05,7.582864324204652e-05,1.1354569449133942
2013-05-30,7.309916508279677e-05,0.9323549402266507,0.00010707924407902017,1.056515547120026,8.24878782733481e-05,7.528105846103377e-05,1.128438035918975
2013-05-31,7.696255068093324e-05,0.9280263332861617,0.000107047327363616,1.0816764219357482,8.423410008568565e-05,7.144203323082479e-05,1.0944816581625312
2013-06-03,7.835861755638394e-05,0.9303826328026766,0.00010315004650378495,1.104915742633674,8.364494340745227e-05,7.350041200231589e-05,1.0674632352627262
2013-06-04,7.696792659140356e-05,0.9299837199343093,9.993990082407304e-05,1.106224939101329,8.156422176015692e-05,7.321065938529157e-05,1.0597170194430923
2013-06-05,8.390672708275947e-05,0.9267418519947488,0.0001034931532806878,1.112789903773974,8.636006819656879e-05,6.811357187132254e-05,1.02923890847738
2013-06-06,8.864935953499249e-05,0.925519105467969,9.745521673599294e-05,1.1001433880636735,8.602520877762574e-05,6.61253229235603e-05,0.9703985367617809
2013-06-07,8.584609796353898e-05,0.923502118620846,9.733852326777715e-05,1.1204233376751986,8.441906787254165e-05,6.382273579269893e-05,0.9833768787999726
2013-06-10,7.344670994631798e-05,0.9245117006302963,9.44749861269564e-05,1.116373986675995,7.701175198480098e-05,6.372164162780107e-05,1.0485391658944108
2013-06-11,7.540176794643908e-05,0.9253058662172144,9.506654643221516e-05,1.1156223535008802,7.834114929807225e-05,6.143140295881337e-05,1.0389829235001642
2013-06-12,7.564969572692771e-05,0.926178290478259,9.662449800728401e-05,1.1274711294986393,7.918479834529462e-05,6.560724860844984e-05,1.046729898704782
2013-06-13,7.668406692361186e-05,0.9271415679760754,9.750749903559146e-05,1.123295367820829,8.017106085144903e-05,6.022489088885618e-05,1.0454722091267108
2013-06-14,7.978958283363962e-05,0.9279079146595234,9.554730937423109e-05,1.1325066285688432,8.101906132271117e-05,6.074917179346858e-05,1.0154090101164583
2013-06-17,6.406673037804978e-05,0.9274682023967742,9.229029875365511e-05,1.158121120582447,7.131704421405113e-05,6.121385726516451e-05,1.1131681575322816
2013-06-18,5.269216623890948e-05,0.9241054902364947,6.429767787188483e-05,1.16569518781387,5.378884531496546e-05,6.0993842220787886e-05,1.0208129434474864
2013-06-19,5.313666894497608e-05,0.9245995494431193,7.038939976807241e-05,1.1710142658867,5.6546336233602474e-05,5.8215447801444645e-05,1.0641678779706187
2013-06-20,6.610900161714408e-05,0.9224900969601284,8.406259498181995e-05,1.2111803465457776,6.87691106776194e-05,4.2148479574854956e-05,1.040238227705824
2013-06-21,6.524441916700448e-05,0.9223881987353046,8.570040039706402e-05,1.1929500799573551,6.897263977145679e-05,4.186115939604612e-05,1.0571423679151666
2013-06-24,5.5679700730278476e-05,0.9160444853452002,7.935049305320662e-05,1.2485741889449191,6.088913796078802e-05,4.686579227574681e-05,1.0935607979601922
2013-06-25,5.683904438603972e-05,0.9123664807525447,7.591400344703441e-05,1.245137351094236,5.993129373592587e-05,4.475955525379294e-05,1.0544036125745568
2013-06-26,5.616484134519195e-05,0.9103004763047307,6.966484750958187e-05,1.30040496728761,5.694084182941518e-05,4.428348175571124e-05,1.0138164813722859
2013-06-27,5.600093181678947e-05,0.9128932077574685,7.145403470918909e-05,1.3076789095132382,5.774720657550914e-05,4.4054768840918396e-05,1.0311829589627672
2013-06-28,5.651835513949762e-05,0.9123855264269503,7.003392625042705e-05,1.2961020424740437,5.7402047209106846e-05,4.354059565430864e-05,1.0156354881069718
2013-07-01,4.0959150997653995e-05,0.9123447440653684,7.578326224921069e-05,1.277805455093656,5.083011540025144e-05,4.3826637489676455e-05,1.2409953371143563
2013-07-02,4.708768430286185e-05,0.9114221202866919,7.787720412127891e-05,1.27743915610674,5.519228912530842e-05,4.3756326522732734e-05,1.1721172944143698
2013-07-03,4.5307854285029834e-05,0.9087364243866813,7.847741101559751e-05,1.277254657954611,5.4187238267513685e-05,4.3749485602891e-05,1.1959789118819006
2013-07-05,5.048108536897671e-05,0.9059706081073502,7.929673165131922e-05,1.3016521072356144,5.7319988425885205e-05,4.392317769536635e-05,1.1354745645209792
2013-07-08,5.858594159480322e-05,0.9057610463505301,8.194915291152315e-05,1.320972471798368,6.27599488217533e-05,4.5169400513554004e-05,1.0712458844788855
2013-07-09,6.185296409698371e-05,0.9065925138250096,8.175837975684222e-05,1.306945891190875,6.447012688825225e-05,4.35887972887259e-05,1.0423126495144985
2013-07-10,6.043816195282401e-05,0.9056153906557178,8.164572852757294e-05,1.3036607632052364,6.361596990981249e-05,4.37806706769163e-05,1.0525794937223434
2013-07-11,6.428746384905295e-05,0.9042961354903309,8.428360225782909e-05,1.3509496303587751,6.65649125709161e-05,4.01735201763493e-05,1.0354260159836233
2013-07-12,6.999194674271863e-05,0.9040344560832949,8.458306670197146e-05,1.340245206402912,6.955858415390536e-05,4.076354302663464e-05,0.993808393551243
2013-07-15,7.060701256657018e-05,0.903488385807933,8.412105092720366e-05,1.3466567251165096,6.963039154254057e-05,4.109927918997597e-05,0.9861682149048748
2013-07-16,3.5042919617133015e-05,0.9036171059653306,8.366384298640898e-05,1.3024008794034592,4.8927552284240545e-05,4.2756872866253e-05,1.3962179184498977
2013-07-17,3.792838595062833e-05,0.9031251470001878,8.267056374758876e-05,1.3009888585126703,5.0571468571798266e-05,4.2772535976248514e-05,1.3333409082481795
2013-07-18,3.7451029819475974e-05,0.904360385811392,8.024147913985433e-05,1.233971344782438,4.957615893818557e-05,4.4112479143294025e-05,1.3237595648812857
2013-07-19,4.0860668714576163e-05,0.9045992953191506,7.846783599035338e-05,1.2288637932022737,5.122179785495049e-05,4.45039417740817e-05,1.2535721872970282
2013-07-22,3.950888193740232e-05,0.9044331385168443,7.68760941187117e-05,1.2263736726154328,4.9844757945713e-05,4.447513367291198e-05,1.261608921879561
2013-07-23,3.3171208880188284e-05,0.9034380146877936,7.476382303388898e-05,1.223853091234975,4.499090827032773e-05,4.4490829912390454e-05,1.3563240469417694
2013-07-24,3.471216593235655e-05,0.9049529433594462,7.636098728515457e-05,1.2171892911920856,4.659106318116783e-05,4.42537582918564e-05,1.3422113524105537
2013-07-25,3.488954269695917e-05,0.9056111958511791,7.700242265274014e-05,1.2094982160010193,4.6939841208215816e-05,4.442603246546473e-05,1.3453842492554913
2013-07-26,3.343176772700175e-05,0.902060698939801,6.976803525213124e-05,1.192913632211345,4.3565597899169126e-05,4.453259092432939e-05,1.3031197828041445
2013-07-29,3.360094972876798e-05,0.9012116676925568,7.10153414064898e-05,1.20371599348826,4.402290239201552e-05,4.6391197557557787e-05,1.3101683954583172
2013-07-30,3.816574763863081e-05,0.8985652725068933,7.114445583847746e-05,1.2043004415745835,4.682276413049599e-05,4.644268614015761e-05,1.2268268546402763
2013-07-31,3.750748633018741e-05,0.8975457834008971,7.067892222568443e-05,1.190781839943868,4.621261560388258e-05,4.821178846052821e-05,1.2320904471459864
2013-08-01,4.226173154810077e-05,0.8999325351724007,7.851878670736968e-05,1.1341349043443505,5.184064384238664e-05,4.394453425925863e-05,1.2266568818502739
2013-08-02,4.130983358011611e-05,0.9013228942562453,7.801093681297941e-05,1.1470323151828514,5.1166401209325966e-05,4.6146439414006377e-05,1.2386010006574846
2013-08-05,3.7225611971094185e-05,0.9049253342092399,7.820673338578723e-05,1.1451971721123395,4.882651673739741e-05,4.9281366130444686e-05,1.3116377180128393
2013-08-06,4.1983018398946586e-05,0.9047713125346678,8.551234155475201e-05,1.131383130151676,5.421132860162921e-05,4.806978972637298e-05,1.2912680095195217
2013-08-07,4.81253999850549e-05,0.9049377508455613,8.611513441473798e-05,1.101082672872589,5.8256665629821694e-05,5.824044958746433e-05,1.210518055910455
2013-08-08,4.5117615842124565e-05,0.905497657033203,8.178094333009808e-05,1.105574253815768,5.500301041116836e-05,5.917417113737883e-05,1.2191027691630414
2013-08-09,4.7210405389653165e-05,0.9055757246329056,8.075869190466091e-05,1.108654022932403,5.591628049724841e-05,5.9481591428979625e-05,1.1844058536617281
2013-08-12,4.729046229109182e-05,0.9056736757360748,8.013701093642539e-05,1.1178702733299055,5.575387977264476e-05,6.133257691367886e-05,1.178966689508282
2013-08-13,5.1414947954433665e-05,0.9112743990626997,8.081997416915096e-05,1.110171396764538,5.874260792696772e-05,6.543498887954068e-05,1.1425200309261845
2013-08-14,5.361675369996386e-05,0.9147018142119279,7.845457479463324e-05,1.1084336833948765,5.932516225501464e-05,6.551579189851611e-05,1.1064668813594103
2013-08-15,5.120699157562921e-05,0.9157068257730373,9.028173986237034e-05,1.0954587268055016,6.226170971554366e-05,6.0091530748410774e-05,1.2158829839395542
2013-08-16,4.9139520575593413e-05,0.9180172429655071,8.1002190965593e-05,1.0962608733223551,5.791814969279921e-05,5.96802213213151e-05,1.1786470241137428
2013-08-19,5.1240075352845624e-05,0.9185128680390577,8.382937518282139e-05,1.0929167468920415,6.019885618240147e-05,5.8545111355932616e-05,1.1748393375276003
2013-08-20,5.687877447837599e-05,0.9224558214875311,8.638251766524762e-05,1.08647402710969,6.465969028021277e-05,5.878990603990227e-05,1.1367982322614019
2013-08-21,5.746511661394483e-05,0.9242321735695963,8.524134003254984e-05,1.080770733689736,6.46857120427347e-05,5.7216328856403896e-05,1.1256518015494235
2013-08-22,5.43081375808944e-05,0.9284779631356703,8.660966092804448e-05,1.0744440715919006,6.367767886826685e-05,5.5672593279606965e-05,1.1725255496640095
2013-08-23,4.6628310947370826e-05,0.9432694271045031,8.177521504000511e-05,1.0763022104965434,5.8246716454114166e-05,5.566349134886685e-05,1.2491706276870502
2013-08-26,5.7057237442025364e-05,0.9461315814086876,0.00011870853378498606,1.0855418337542786,7.786600260002412e-05,5.5895470245657944e-05,1.364699836355416
2013-08-27,6.26349019454684e-05,0.94640185068295,0.00013584896928289553,1.0598423198755793,8.72995400673339e-05,4.7985252194670755e-05,1.3937842537590175
2013-08-28,6.352118414260544e-05,0.9488495767916666,0.00012323901717675153,1.0587887429961207,8.395194726704408e-05,4.832892571754542e-05,1.3216370003205775
2013-08-29,6.345432123592429e-05,0.9496068542631333,0.00011743358843720101,1.058774987365079,8.197295821883573e-05,4.834456645231033e-05,1.291842015204273
2013-08-30,6.533098257867051e-05,0.9600013868359404,0.00011969405092526552,1.0294002216770948,8.489219015340729e-05,4.6541271073765255e-05,1.2994170116939767
2013-09-03,6.741624909395761e-05,0.9630457685236541,0.0001072171485770689,1.0438071860609173,8.187689161127072e-05,4.754481959378033e-05,1.2144978801350903
2013-09-04,5.29054408502055e-05,0.9547050226068802,0.00010104034949501128,1.0269807708792091,6.980182796490901e-05,4.602198433739774e-05,1.3193695552512892
2013-09-05,5.526096611110341e-05,0.9541470011751271,9.712946167285896e-05,1.061730891974439,6.990367644140303e-05,5.234186861654778e-05,1.264973838873177
2013-09-06,5.903493096893949e-05,0.954111422980356,9.4207771789017e-05,1.0691924610337635,7.115361855530942e-05,5.624337599782587e-05,1.205279948455365
2013-09-09,5.950680039687122e-05,0.9566297380652423,9.426152695331449e-05,1.04903182908598,7.164640643651443e-05,5.361244882442845e-05,1.2040036761963342
2013-09-10,6.058865375686932e-05,0.9544601613626991,9.503296874709106e-05,1.041088852195387,7.24253504856513e-05,5.253509422632309e-05,1.1953616064202446
2013-09-11,5.2548421709793746e-05,0.953040488185398,8.843711825156581e-05,1.0499056775789832,6.496934386337535e-05,5.4016289764794054e-05,1.2363709841216153
2013-09-12,5.463125330927889e-05,0.9511414614899723,8.485666101402339e-05,1.0481190235500757,6.476027211609011e-05,5.3897365091293605e-05,1.1854070370575014
2013-09-13,5.629719144726608e-05,0.9571575940430374,7.753776098811193e-05,1.0467013206119882,6.323877403989608e-05,5.401914208938269e-05,1.1233024670357175
2013-09-16,5.4138744378514925e-05,0.9552412465447624,7.597418377914708e-05,1.0552345105887724,6.126327051393668e-05,5.451657611257457e-05,1.131597550279521
2013-09-17,5.7555509167455784e-05,0.9562107907123443,7.5418869939369e-05,1.0580649041885442,6.299949973796571e-05,5.4645615399950145e-05,1.0945867849882247
2013-09-18,6.204530316157312e-05,0.9495487160678636,7.511113352809454e-05,1.0632610661845276,6.482221461832623e-05,5.2548038520014136e-05,1.0447561912869006
2013-09-19,6.178297806302708e-05,0.9476441845748755,7.409821918408524e-05,1.0759543568670007,6.411853727148954e-05,5.4308283761351855e-05,1.0378026324027287
2013-09-20,6.675064824066973e-05,0.9429962033108111,7.338075761795228e-05,1.1019558313014837,6.599769740022202e-05,5.179073313860782e-05,0.9887199471421918
2013-09-23,6.644616634370019e-05,0.9419107003552485,7.331674896339385e-05,1.1068746890983154,6.574251206016872e-05,5.126443922257776e-05,0.9894101597992615
2013-09-24,6.687102886618699e-05,0.9419953286481612,7.285556312775662e-05,1.1081216788993742,6.575050782156893e-05,5.100036990659916e-05,0.9832435501050792
2013-09-25,5.221698153901886e-05,0.9448934607792133,7.257477755894091e-05,1.116475219909595,5.8167658483069545e-05,5.092370295502896e-05,1.1139605693141046
2013-09-26,5.0374063840171386e-05,0.9453546098159935,7.084367267823816e-05,1.1163451770252826,5.647402923264499e-05,5.089409267695938e-05,1.12109337479358
2013-09-27,5.122431082106018e-05,0.9457031393717555,7.0752686770018e-05,1.117660630357164,5.6933038287853585e-05,5.0436290604799674e-05,1.1114456666237147
2013-09-30,5.1567877421329924e-05,0.9456418213137888,7.040154832048099e-05,1.1353242548159015,5.6978026644423696e-05,5.090491987255147e-05,1.104913164815583
2013-10-01,5.3629225784131454e-05,0.9452661980252279,7.303483647538203e-05,1.119366900955719,5.9158877154514196e-05,4.918256865487059e-05,1.1031089166314039
2013-10-02,4.9785428743887e-05,0.9484568311915099,7.221322120027756e-05,1.099784292704873,5.686919144555803e-05,4.9007083017790417e-05,1.1422858631611328
2013-10-03,5.1677659876475144e-05,0.9471987737309713,7.27031793394214e-05,1.098052937599515,5.80589594920025e-05,4.837334828173201e-05,1.1234827511690844
2013-10-04,4.988490741732951e-05,0.9462158860256438,6.446337408136084e-05,1.1025982174348128,5.3657611539000176e-05,4.772003756384173e-05,1.0756281672552541
2013-10-07,5.300164613196136e-05,0.943284891963515,6.852259076470264e-05,1.0961814057754244,5.684659352614749e-05,4.546805855241623e-05,1.0725439241002654
2013-10-08,5.7418241986777646e-05,0.9404360844843866,6.841538434368606e-05,1.1250419742713886,5.894284793897441e-05,4.638108881685627e-05,1.0265526407539236
2013-10-09,4.671951297786224e-05,0.9411214568864736,6.765477922478936e-05,1.1097767626715314,5.291076846122131e-05,4.635304551400522e-05,1.132519692281312
2013-10-10,5.493659376391755e-05,0.932864566559511,7.908055526259593e-05,1.1249207755918342,6.148714336019671e-05,3.687103725172716e-05,1.1192383645849842
2013-10-11,5.397060840252837e-05,0.9320508764441027,7.994434571443838e-05,1.1220109635034434,6.122265400153014e-05,3.671452571010365e-05,1.1343702769647124
2013-10-14,5.390763459317086e-05,0.931277739206785,7.954837484956751e-05,1.1127793479844963,6.098457697607008e-05,3.6646922929558036e-05,1.131279037492692
2013-10-15,5.553151341989191e-05,0.930980891286125,8.175871985942352e-05,1.0480164565235983,6.27303287090658e-05,3.863650439585902e-05,1.129634775748705
2013-10-16,4.144281603770634e-05,0.9285513735385948,8.309932773513109e-05,1.065320135011276,5.4491570010286805e-05,3.5632804879561696e-05,1.3148616628925067
2013-10-17,4.1583055321708076e-05,0.9278932675318444,7.696571734680269e-05,1.0559458330990936,5.2493421691010765e-05,3.4593748453991e-05,1.2623752940926163
2013-10-18,4.3823960134694674e-05,0.9272401655339106,6.982381403762996e-05,1.0440018262808144,5.129202316123887e-05,3.3872541456728354e-05,1.170410501551909
2013-10-21,4.4710412594374516e-05,0.9264985113412625,6.97734137020151e-05,1.0459296575487007,5.174805731066413e-05,3.3944294537743254e-05,1.1574050496947348
2013-10-22,4.4371990394003997e-05,0.9260479422490683,7.030011328554283e-05,1.03679686739283,5.172088394055321e-05,3.34978848283984e-05,1.165620101358858
2013-10-23,3.6244305626284386e-05,0.910680199409183,6.916441356345815e-05,1.0287500311609732,4.5596040988651216e-05,3.2455618776539895e-05,1.2580194378337033
2013-10-24,4.040389782719303e-05,0.9058819154123638,6.76271752855565e-05,1.0274461228608274,4.735260172213904e-05,3.2337326463679385e-05,1.171981028282606
2013-10-25,3.967999624918889e-05,0.9021613141933568,6.606130578563115e-05,1.0257716467847315,4.618953479404443e-05,3.231197875619961e-05,1.1640508860932315
2013-10-28,4.081308187982178e-05,0.8997527944133795,6.66022829892675e-05,1.0320938297377726,4.691021867618445e-05,3.5128487916685556e-05,1.14939172724854
2013-10-29,4.2024721372673885e-05,0.8979732971046278,6.682373520174224e-05,1.030523926140859,4.758622101913755e-05,3.461103644714521e-05,1.1323387631090867
2013-10-30,3.243679795796633e-05,0.8907804550422481,5.75731064198881e-05,1.0316404204660143,3.849457230494287e-05,3.418904173146139e-05,1.1867562376171221
2013-10-31,3.3498134377451295e-05,0.8849233789104052,5.952979481224111e-05,1.040087039130979,3.9516927660936246e-05,3.480349906354153e-05,1.1796754773166234
2013-11-01,3.528785039280735e-05,0.8807292944500613,5.947557646140836e-05,1.0392144730365571,4.0348219400402916e-05,3.4735910153955815e-05,1.1434025861951345
2013-11-04,3.477448195487655e-05,0.8703928846946909,5.411836730393661e-05,1.0335942667299058,3.775878485609782e-05,3.438534235341499e-05,1.0858187594309443
2013-11-05,3.766596277267884e-05,0.8735650591178097,5.6854972468456336e-05,1.0310532453718766,4.04253713433817e-05,3.3988378852248476e-05,1.0732600036631588
2013-11-06,3.8333959556374354e-05,0.8704801201786142,5.5275287968079173e-05,1.0501527199008305,4.006971046373936e-05,3.8974601092858495e-05,1.0452797187520477
2013-11-07,4.0431492315281525e-05,0.8701941416427199,6.401787549207922e-05,1.0099424861134203,4.4271747983821863e-05,3.5587000661126464e-05,1.0949817938599529
2013-11-08,4.3778322206368926e-05,0.8696075307098678,6.742369010918592e-05,0.9948201137793622,4.724535402174624e-05,3.200798643311959e-05,1.0791951733333656
