Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_PFE,Predicted_Covariance,Future_Cov_45_PFE,Beta_Predicted
2013-03-25,7.243408887933498e-05,0.4171945699110206,0.00014363926581160616,0.5981464720158537,4.255462191425277e-05,3.27066668800885e-05,0.5874944045357262
2013-03-26,7.339742545776695e-05,0.4218449863210286,0.00014706026577654651,0.5634185971763882,4.38269227560887e-05,3.031941050663295e-05,0.5971179844898894
2013-03-27,7.311742529462491e-05,0.4223465636220807,0.00014733190348981462,0.728051113898924,4.383568625533313e-05,4.321221248338371e-05,0.5995244783127727
2013-03-28,6.422356192814954e-05,0.40505417544860545,0.0001531399497172264,0.7509255464512121,4.017025214035654e-05,4.484277816156477e-05,0.6254753074159484
2013-04-01,6.678777769649997e-05,0.3948346150701662,0.0001570013954678087,0.7539030465460431,4.0431092149387675e-05,4.517980599570744e-05,0.6053666335944949
2013-04-02,6.451960799026473e-05,0.3822976787991082,0.00016254007520112283,0.7065513429179352,3.914963787634626e-05,4.564864821053296e-05,0.606786666810708
2013-04-03,6.836168011312682e-05,0.394238441779128,0.00016325708296764053,0.7668833099587452,4.164869036766965e-05,4.858948369144898e-05,0.6092402980551127
2013-04-04,6.901245142532413e-05,0.4309091124742976,0.0001345262421593878,0.7529342111708406,4.1519576102739725e-05,4.9822737365138815e-05,0.601624420597007
2013-04-05,6.697476452894188e-05,0.43035754722385944,0.00014119786411263555,0.7564043713737647,4.1850349087970086e-05,4.9501887478912515e-05,0.6248674315216928
2013-04-08,7.273438811092278e-05,0.43201095571355036,0.0001497371646056113,0.7166970819574301,4.508472842353768e-05,4.855670481887804e-05,0.61985437142582
2013-04-09,7.022991067372413e-05,0.4268602683067297,0.00015208409856846822,0.6970946656245152,4.4115244953514666e-05,4.8439606562999394e-05,0.628154649924964
2013-04-10,6.636144982931065e-05,0.41417288035265565,0.00017177337497485315,0.6842561977803334,4.421987549842875e-05,4.871933649036078e-05,0.6663488457857295
2013-04-11,6.716170407401359e-05,0.40350774950262436,0.00018519330900490833,0.6521847467371918,4.500133308333341e-05,4.705633645941893e-05,0.6700445395748299
2013-04-12,6.98842565011876e-05,0.4133433333049376,0.00018329585832824953,0.6538697389432635,4.678180107626133e-05,4.77743907136021e-05,0.6694183127707216
2013-04-15,9.593981606210937e-05,0.44955025627242834,0.00018330313364003294,0.7568535277882621,5.961597279815743e-05,4.5680866982873314e-05,0.6213892755387745
2013-04-16,8.836558039441448e-05,0.47066257770393327,0.0001919765601333838,0.7105423878218672,6.130209813124161e-05,4.358797381269818e-05,0.6937327617565953
2013-04-17,8.959564094882932e-05,0.48870140997007167,0.0001894556265863094,0.7300805065456223,6.36708703140925e-05,5.188546309917705e-05,0.7106469649617976
2013-04-18,9.719405369416862e-05,0.5117506052512089,0.00019299184104934792,0.7268648923229766,7.008864877507192e-05,5.098714897572159e-05,0.7211207487611667
2013-04-19,7.72897485213767e-05,0.5164534642455512,0.00019844861783422334,0.7598546455917922,6.396113787078318e-05,5.5141147493652606e-05,0.8275500838651699
2013-04-22,7.797978274745508e-05,0.516641173360341,0.00019958185116479143,0.7814498418233277,6.445261578265848e-05,5.794490465907948e-05,0.826529819804633
2013-04-23,8.499754389235151e-05,0.5205855444413781,0.0001983289511802914,0.7798650430680512,6.759091883719391e-05,5.7677504042439816e-05,0.7952102583434304
2013-04-24,7.773768893068322e-05,0.5198195149412879,0.00020353029037347366,0.7819173943406432,6.538572121081001e-05,5.8358926324852333e-05,0.8411070885978209
2013-04-25,6.90805921567358e-05,0.5117371775467725,0.0002065035170316683,0.7967648715200446,6.112075660209261e-05,5.9580869909166466e-05,0.8847746478984537
2013-04-26,7.034557142953508e-05,0.5089738511064178,0.00020698189626434238,0.7773424414739285,6.141578854883367e-05,5.858239542149982e-05,0.8730583503803598
2013-04-29,6.776168711759701e-05,0.5051577635687835,0.00020872350858826792,0.7614005099295316,6.007652728072744e-05,5.671658655824122e-05,0.8865854708792542
2013-04-30,5.8041023931509805e-05,0.47271703133662635,0.00027683967358227483,0.791284477091202,5.992153727642798e-05,5.8860982228119575e-05,1.0323997272539032
2013-05-01,6.311211636341748e-05,0.477072483649137,0.0002715097232237447,0.811320476320974,6.245014249592355e-05,6.072872758601261e-05,0.9895111445212501
2013-05-02,6.214021471172626e-05,0.4682874971401871,0.00026484557023579293,0.7977231369510408,6.007520951798791e-05,5.882205055373683e-05,0.9667686183042964
2013-05-03,7.476459886581012e-05,0.5114393401128732,0.0002518958043249259,0.8566880755531459,7.018634094398868e-05,6.226353069435159e-05,0.9387643618601011
2013-05-06,7.535412832838797e-05,0.5377216807588084,0.00024053295686491695,0.8628511848987794,7.239329893176355e-05,6.262833393340739e-05,0.96070780112111
2013-05-07,7.392273390092128e-05,0.5422871786106075,0.00023196742487506064,0.8555296413545392,7.101201680431166e-05,6.49688650712054e-05,0.960624872173818
2013-05-08,6.958015556766957e-05,0.5565834399117607,0.0002203255042564117,0.8716313480279549,6.891366774120999e-05,6.588553913055695e-05,0.9904212943903037
2013-05-09,7.111722928104653e-05,0.5570653772357942,0.00020870134586292176,0.8664652493833838,6.786661775988886e-05,6.546367340358222e-05,0.9542922080342633
2013-05-10,7.562958883543677e-05,0.5647743906387522,0.00019677148779664923,0.8651198504201115,6.889725990002374e-05,6.560575782474048e-05,0.9109828700766578
2013-05-13,7.357910230951406e-05,0.5597327606865583,0.00019853284761064429,0.8627855131675816,6.765098977157692e-05,6.550326550650612e-05,0.9194321165675513
2013-05-14,7.590263764609063e-05,0.5642538236849998,0.00018858667106038367,0.8674777890682447,6.750849746248197e-05,6.446609153848609e-05,0.8894091108829734
2013-05-15,7.650099964197039e-05,0.5570382903626335,0.00017845086643908929,0.8731849530487432,6.508455424778138e-05,6.444938704735046e-05,0.8507673697387131
2013-05-16,7.639729836462006e-05,0.5449352487716084,0.00017438299748278048,0.8672842101672319,6.289787463540691e-05,6.353267200219917e-05,0.8232997237050885
2013-05-17,7.425705624970095e-05,0.5687137695025974,0.00017256235656222922,0.9169244815447444,6.437772704373923e-05,6.55370639239674e-05,0.8669577046962254
2013-05-20,7.217439206379002e-05,0.5746536288311438,0.00017124654544714208,0.9179760384906258,6.388643148860912e-05,6.593131404498766e-05,0.8851675734538125
2013-05-21,7.13709588975209e-05,0.5768266561705672,0.00017388052352071412,0.9136522712726556,6.425864405278206e-05,6.569137767504805e-05,0.900347214685021
2013-05-22,7.35750525384875e-05,0.5851490663413614,0.00018085710234298763,0.9770767380243732,6.749935005162027e-05,6.892213005195849e-05,0.9174217037264227
2013-05-23,7.454058968752127e-05,0.5854730977613785,0.0001808615246914624,0.96324156988557,6.797926272995297e-05,6.797346931229715e-05,0.9119764549076713
2013-05-24,7.630250921850573e-05,0.6023498410256817,0.00017374440041162205,0.961966648620063,6.93543360411063e-05,6.785156859333416e-05,0.9089391260056455
2013-05-28,7.438631671877e-05,0.6186083600532967,0.00016583831331637184,0.9725243280431412,6.87075952126431e-05,6.790454339154913e-05,0.923659057786175
2013-05-29,7.273626036607267e-05,0.618437784324341,0.00017230893189321017,0.8768601501006995,6.923495193572725e-05,6.26378043975534e-05,0.9518629578600306
2013-05-30,7.309916508279677e-05,0.6192265759365202,0.00016217163457739802,0.883401798738752,6.742069769688189e-05,6.294599510316454e-05,0.9223183003597498
2013-05-31,7.696255068093324e-05,0.5947585468675028,0.0001834844874926013,0.7587776513743731,7.067732347621557e-05,5.0115373770729256e-05,0.9183339539930974
2013-06-03,7.835861755638394e-05,0.5950895880796762,0.00017784235308128808,0.7170013322591549,7.0249515352643e-05,4.7695848012484544e-05,0.8965129496075408
2013-06-04,7.696792659140356e-05,0.5987313136556911,0.00016745125603861793,0.7175577191443536,6.797215996582035e-05,4.748841931573191e-05,0.8831231783943114
2013-06-05,8.390672708275947e-05,0.6079328766277609,0.00015727973411244826,0.7265160635284114,6.983777654072471e-05,4.4469853600382846e-05,0.8323263100447456
2013-06-06,8.864935953499249e-05,0.587227029103893,0.00016316763730492357,0.6721837132656501,7.062538866632153e-05,4.040233808238491e-05,0.7966824468533654
2013-06-07,8.584609796353898e-05,0.5928732019562878,0.00016214562709821248,0.6888315174050889,6.994790647499706e-05,3.923794735679934e-05,0.8148058925719107
2013-06-10,7.344670994631798e-05,0.5982149029958691,0.00015188589431754763,0.6900898177862121,6.3183273483385e-05,3.938971758997999e-05,0.860260092379434
2013-06-11,7.540176794643908e-05,0.6097341655513892,0.0001423761007957783,0.7419726216523095,6.317566799073876e-05,4.085649499769923e-05,0.8378539351440007
2013-06-12,7.564969572692771e-05,0.6158657167481891,0.00013746162013602697,0.7501247274017186,6.280299437581312e-05,4.364956067644438e-05,0.8301817181461343
2013-06-13,7.668406692361186e-05,0.6305729196386148,0.00012952045863565402,0.6963343540788924,6.284302345645604e-05,3.7333600491845345e-05,0.8195056154110416
2013-06-14,7.978958283363962e-05,0.6402886789989441,0.00011787243668888609,0.6880216791183904,6.209477404069214e-05,3.690640401391075e-05,0.7782315915870753
2013-06-17,6.406673037804978e-05,0.6419517085913224,0.00011161074704027732,0.6948479910277814,5.428397562839949e-05,3.67270097987413e-05,0.8473036677238954
2013-06-18,5.269216623890948e-05,0.6134820301849238,0.00010687811649523963,0.6971871688348718,4.603829894019456e-05,3.647962573648526e-05,0.8737218874520003
2013-06-19,5.313666894497608e-05,0.6239699574123715,0.00010013056417837785,0.6651245898354468,4.551391293758621e-05,3.306580198807669e-05,0.8565443382368706
2013-06-20,6.610900161714408e-05,0.6310194845432018,0.00010137992651016397,0.6993401365879636,5.1659363966803834e-05,2.433669234059016e-05,0.7814270780547832
2013-06-21,6.524441916700448e-05,0.6338316683969984,0.00010009524284952098,0.7156925817685216,5.122150532897155e-05,2.511397731332624e-05,0.7850710602214293
2013-06-24,5.5679700730278476e-05,0.6001411214797696,9.946258789595587e-05,0.4578786329452634,4.4661335864757635e-05,1.7186679885837453e-05,0.8021116363592615
2013-06-25,5.683904438603972e-05,0.5826188527316083,9.839522384980308e-05,0.4362186210170998,4.3570739053355825e-05,1.5680961986233398e-05,0.7665635396230776
2013-06-26,5.616484134519195e-05,0.5838168073692248,9.572735042167529e-05,0.4344802065445104,4.2808191533699234e-05,1.479561889083122e-05,0.762188417316056
2013-06-27,5.600093181678947e-05,0.5871752233016903,9.191448317750778e-05,0.4193398418681993,4.212668866674598e-05,1.4127259883825183e-05,0.7522497804959043
2013-06-28,5.651835513949762e-05,0.5889864713590466,8.776538372103483e-05,0.3822642108399143,4.148219268221369e-05,1.2841590316085989e-05,0.7339596592970207
2013-07-01,4.0959150997653995e-05,0.5235238266929501,8.341703364007506e-05,0.4677429836750268,3.0601259106100996e-05,1.6042819430883092e-05,0.7471165383250677
2013-07-02,4.708768430286185e-05,0.4879362839855147,7.881808419208018e-05,0.4632107144863948,2.9725537622373958e-05,1.5866430252276783e-05,0.6312805155416684
2013-07-03,4.5307854285029834e-05,0.4693659486662687,5.8613703571737515e-05,0.4629088485760799,2.4187885761616212e-05,1.5855901468123385e-05,0.533856351030248
2013-07-05,5.048108536897671e-05,0.44972058179734015,6.103201594284318e-05,0.3961784042900877,2.4962378466247812e-05,1.3368713770729702e-05,0.4944897338041093
2013-07-08,5.858594159480322e-05,0.4424646465443282,6.19076649706991e-05,0.3952163116390981,2.6646949246349275e-05,1.35140468488436e-05,0.4548352133801491
2013-07-09,6.185296409698371e-05,0.4204538934389403,6.115602343839477e-05,0.3841447966346293,2.5859388803120935e-05,1.281186144192109e-05,0.4180784087012247
2013-07-10,6.043816195282401e-05,0.41323973575535894,6.041267456819202e-05,0.4093008775105921,2.497018331955981e-05,1.3745498393313907e-05,0.413152592877505
2013-07-11,6.428746384905295e-05,0.4476705242645461,5.866472810526784e-05,0.3551228061248631,2.7492243254794326e-05,1.0560373900209748e-05,0.4276454787413321
2013-07-12,6.999194674271863e-05,0.47505242362164674,5.676732405858885e-05,0.3761854432523221,2.9944342803705005e-05,1.1441676066998385e-05,0.42782554561279096
2013-07-15,7.060701256657018e-05,0.5015691416903644,5.578623796172337e-05,0.3693224629386066,3.1478807016247745e-05,1.1271533964329293e-05,0.4458311699077862
2013-07-16,3.5042919617133015e-05,0.4472014979044308,5.6571639620225475e-05,0.4363330373039341,1.9911444786194312e-05,1.4324496012238053e-05,0.5682016511106941
2013-07-17,3.792838595062833e-05,0.41817927903329466,5.30031376848001e-05,0.4475465276048959,1.874974994785881e-05,1.471396148227577e-05,0.49434610722073713
2013-07-18,3.7451029819475974e-05,0.39913575225277514,5.478093908063503e-05,0.400363330583007,1.807870214785108e-05,1.4312341323611779e-05,0.48272910611524655
2013-07-19,4.0860668714576163e-05,0.38602644481656795,5.983455167227237e-05,0.392280373821059,1.908735771726727e-05,1.4206637881447998e-05,0.4671327787266063
2013-07-22,3.950888193740232e-05,0.3835551693826764,6.01480531423458e-05,0.3849233611059025,1.869760572479581e-05,1.3959463026062395e-05,0.4732506921967623
2013-07-23,3.3171208880188284e-05,0.3848429388007796,5.820913476807992e-05,0.4007651425470453,1.6910628306675062e-05,1.4569047477653542e-05,0.5097983726717612
2013-07-24,3.471216593235655e-05,0.393554148665004,5.6452039628292477e-05,0.3950845722663434,1.7421484959969922e-05,1.4364221976347442e-05,0.5018841231030958
2013-07-25,3.488954269695917e-05,0.39880961508581947,5.70125812565043e-05,0.3573698162852023,1.778683232565534e-05,1.3126536980729284e-05,0.5098041117978187
2013-07-26,3.343176772700175e-05,0.39688570714568716,6.987816383034779e-05,0.3631820194569605,1.9182971071486856e-05,1.3557927302387625e-05,0.5737946981485337
2013-07-29,3.360094972876798e-05,0.44775738833411105,8.263988693179555e-05,0.3920964048073371,2.3594642116756862e-05,1.511138995861704e-05,0.7022016433230738
2013-07-30,3.816574763863081e-05,0.4124746026169369,8.090111871287444e-05,0.3893126655588111,2.2919828493538672e-05,1.501346782975183e-05,0.6005339843084734
2013-07-31,3.750748633018741e-05,0.45180228070700534,8.62276691465231e-05,0.4178175610344452,2.5693940973456532e-05,1.6916391560553162e-05,0.6850350020064421
2013-08-01,4.226173154810077e-05,0.493258938269876,8.640796753477928e-05,0.5003928940627529,2.9807496540860215e-05,1.938881573258905e-05,0.7053070342594554
2013-08-02,4.130983358011611e-05,0.5151509426269429,8.919818196290299e-05,0.5318397385423392,3.127081662877049e-05,2.13965290670059e-05,0.7569823918105119
2013-08-05,3.7225611971094185e-05,0.5520142898843037,7.255477774173118e-05,0.5694151314107797,2.868826285487313e-05,2.4503689193983695e-05,0.7706592675266067
2013-08-06,4.1983018398946586e-05,0.5321776346469222,6.673709863036174e-05,0.5945791032393829,2.8169368396866592e-05,2.5262257944911002e-05,0.6709705369248392
2013-08-07,4.81253999850549e-05,0.541312503859201,6.774230669510229e-05,0.636549440394232,3.0907595900347974e-05,3.3669520469784633e-05,0.6422304211486277
2013-08-08,4.5117615842124565e-05,0.5452953457428665,6.764658174099512e-05,0.6316049300718888,3.0125050940306457e-05,3.380568794388198e-05,0.6677004176311078
2013-08-09,4.7210405389653165e-05,0.5552109335621632,6.073829310988593e-05,0.6692936766247379,2.9730907539199222e-05,3.590899613000325e-05,0.629753277774547
2013-08-12,4.729046229109182e-05,0.558558521373835,5.9619747114533935e-05,0.6741982840441898,2.965859177353155e-05,3.69902654160723e-05,0.627158000506973
2013-08-13,5.1414947954433665e-05,0.5639199025081254,6.133511840369444e-05,0.7383276547207499,3.1667714924766794e-05,4.3518020746085214e-05,0.6159242824252629
2013-08-14,5.361675369996386e-05,0.5588735317397618,6.307799877423216e-05,0.7521334540980739,3.25014512025601e-05,4.445608212453322e-05,0.6061808848860242
2013-08-15,5.120699157562921e-05,0.5667329045232988,6.590538306801856e-05,0.7719651795767821,3.292331094220728e-05,4.2346250196495904e-05,0.6429456199078168
2013-08-16,4.9139520575593413e-05,0.5829435624917157,6.122745242616567e-05,0.7498040003764298,3.197533203839297e-05,4.081917888253817e-05,0.6507050061508832
2013-08-19,5.1240075352845624e-05,0.5928576157815361,6.589065588345964e-05,0.7816082923476021,3.444825269846928e-05,4.186901211124986e-05,0.6722912185677766
2013-08-20,5.687877447837599e-05,0.5896899542358692,6.904210653875886e-05,0.7832737499531441,3.695352408771639e-05,4.238351678389286e-05,0.649689175384137
2013-08-21,5.746511661394483e-05,0.5853007726753778,7.29731015998683e-05,0.7613349320949158,3.7902045307023e-05,4.0305301102940386e-05,0.6595661427375484
2013-08-22,5.43081375808944e-05,0.5830221938316826,7.351095696180637e-05,0.7911046510498394,3.6837791059801736e-05,4.099128902470375e-05,0.6783107044488536
2013-08-23,4.6628310947370826e-05,0.5618080740476104,7.160229634006311e-05,0.7887527888600869,3.2462076264006085e-05,4.079219907841029e-05,0.6961881227189612
2013-08-26,5.7057237442025364e-05,0.5655307985846395,7.725725853992272e-05,0.7871952805672384,3.754752181180083e-05,4.0533353035594146e-05,0.6580676439154991
2013-08-27,6.26349019454684e-05,0.624600212353736,6.341599140927626e-05,0.9080475175386264,3.936495158699205e-05,4.111261488308089e-05,0.6284826887932901
2013-08-28,6.352118414260544e-05,0.6349852957555174,6.506687739233483e-05,0.9175614340379276,4.0822814527167993e-05,4.188253670077595e-05,0.6426645705394995
2013-08-29,6.345432123592429e-05,0.6403350273858819,6.786963388369077e-05,0.9228817420484364,4.202189311309768e-05,4.2139565288672863e-05,0.6622384779258695
2013-08-30,6.533098257867051e-05,0.641098926145296,7.025784440651548e-05,0.9365075471146996,4.343422281718869e-05,4.234140492206388e-05,0.6648334542479275
2013-09-03,6.741624909395761e-05,0.642101143531382,7.271155356436698e-05,0.9503369719877564,4.495597780363767e-05,4.328730486802795e-05,0.6668418728099631
2013-09-04,5.29054408502055e-05,0.6403005708287195,7.988515251371844e-05,0.9101522488445556,4.162623120905367e-05,4.0786559718261816e-05,0.7868043539588421
2013-09-05,5.526096611110341e-05,0.638579652816854,8.404286092503515e-05,0.8524822907540145,4.351858110384305e-05,4.2026201175706634e-05,0.7875103199670445
2013-09-06,5.903493096893949e-05,0.6360153541705383,8.708420556130644e-05,0.8559969976982377,4.560283340429474e-05,4.502852643386874e-05,0.772472037416087
2013-09-09,5.950680039687122e-05,0.6380758645175489,8.564111909543458e-05,0.8891562687834439,4.555088132037681e-05,4.544175270506972e-05,0.7654735427981741
2013-09-10,6.058865375686932e-05,0.6364323588036674,8.724473029475798e-05,0.8885957790292421,4.627191851258993e-05,4.4840037314752665e-05,0.7637060017585189
2013-09-11,5.2548421709793746e-05,0.6432885189486307,8.798917488257783e-05,0.9069638945562876,4.374216367088539e-05,4.666211982730511e-05,0.8324163171342769
2013-09-12,5.463125330927889e-05,0.6422100714353635,9.260602797942573e-05,0.8838517750490812,4.5679077278959566e-05,4.5450259690026746e-05,0.8361345294489365
2013-09-13,5.629719144726608e-05,0.6276082485705752,9.025194717008419e-05,0.8835880654263197,4.47363242728326e-05,4.5601040444698974e-05,0.7946457562583275
2013-09-16,5.4138744378514925e-05,0.622656543452708,9.19375877178497e-05,0.8916549772822935,4.392878567341925e-05,4.606556736667371e-05,0.8114112393573073
2013-09-17,5.7555509167455784e-05,0.6217437831571416,9.186859102805576e-05,0.9181029494720986,4.521040832359391e-05,4.741703507582924e-05,0.7855096580251906
2013-09-18,6.204530316157312e-05,0.6429296644309535,9.585400494644462e-05,0.8910187692312181,4.9581887017120337e-05,4.4035552600109824e-05,0.7991239383262161
2013-09-19,6.178297806302708e-05,0.6528852788648051,9.614535851167217e-05,0.8602224410618939,5.0319400355978435e-05,4.3419318049052534e-05,0.8144541091017945
2013-09-20,6.675064824066973e-05,0.6639324755965679,9.458555725769298e-05,0.942175627996123,5.275505370758663e-05,4.428123626481118e-05,0.7903302079910606
2013-09-23,6.644616634370019e-05,0.6758135975370225,8.451192008798188e-05,0.9339642973906012,5.0643169087543517e-05,4.3256166602419456e-05,0.7621684120282589
2013-09-24,6.687102886618699e-05,0.6775991245969737,8.303515070457461e-05,0.9352477681366358,5.049202958116697e-05,4.3043993306461613e-05,0.7550658399798902
2013-09-25,5.221698153901886e-05,0.6776735095959736,8.535717222531184e-05,0.9204063726261412,4.5242479730176196e-05,4.1980780120963666e-05,0.8664323060567757
2013-09-26,5.0374063840171386e-05,0.6777546887508739,8.61591619759799e-05,0.9301081140337892,4.465054435453121e-05,4.240355897928104e-05,0.8863796356831571
2013-09-27,5.122431082106018e-05,0.6773545328161352,9.133983345405344e-05,0.9692739561861372,4.633233749150108e-05,4.37400956981418e-05,0.9044989917649057
2013-09-30,5.1567877421329924e-05,0.6858119925259942,9.096933398127799e-05,1.0129659607329071,4.697234160882305e-05,4.5418699412083125e-05,0.9108837508482357
2013-10-01,5.3629225784131454e-05,0.6938667052290955,9.076377017385003e-05,1.0207311104156798,4.840977632687178e-05,4.484872464365225e-05,0.9026752786201125
2013-10-02,4.9785428743887e-05,0.7008509324620705,9.117333122888331e-05,1.016047182669751,4.721833758250219e-05,4.527570448257945e-05,0.9484368975791935
2013-10-03,5.1677659876475144e-05,0.7091145228473671,8.796059308511993e-05,1.008245917082794,4.780924374897129e-05,4.441701235944286e-05,0.9251433571730897
2013-10-04,4.988490741732951e-05,0.6982483342351948,8.98002928851316e-05,1.007364340833616,4.6734044756340185e-05,4.3598351081042634e-05,0.936837355743097
2013-10-07,5.300164613196136e-05,0.6855740571679512,9.225704523990647e-05,0.992893026639953,4.794008776105912e-05,4.1183802273690415e-05,0.9045018647477443
2013-10-08,5.7418241986777646e-05,0.6752630569551414,9.507483056164899e-05,1.0591887483913496,4.989197731345564e-05,4.3666217382484475e-05,0.8689220635655274
2013-10-09,4.671951297786224e-05,0.6729022892054481,9.411797282817706e-05,1.0855260237335065,4.462080914771844e-05,4.5340143060509405e-05,0.955078644952094
2013-10-10,5.493659376391755e-05,0.6705116315937146,0.00010085947413388316,1.169962871690697,4.991091480517133e-05,3.8347362375408215e-05,0.9085185554032821
2013-10-11,5.397060840252837e-05,0.6745214552156105,9.96635675812528e-05,1.1784737884464176,4.947008309121732e-05,3.8562106442791844e-05,0.9166115512772279
2013-10-14,5.390763459317086e-05,0.6728381883295583,0.00010987896526039434,1.142033965390166,5.1783696804863784e-05,3.761035895246865e-05,0.9606004269277261
2013-10-15,5.553151341989191e-05,0.6757991640701771,0.00010959885048734384,1.1726705855289077,5.2721821283156404e-05,4.323204273239574e-05,0.9494036455392364
2013-10-16,4.144281603770634e-05,0.6769416477180362,0.00011611788744656393,1.1206894090938098,4.6959712156618496e-05,3.74847951638578e-05,1.1331206864391807
2013-10-17,4.1583055321708076e-05,0.6832564666503483,0.00011555980120428244,1.0943246823717687,4.7363669479082164e-05,3.585107455545967e-05,1.139013694704544
2013-10-18,4.3823960134694674e-05,0.6830489049001258,0.00011117850787415472,1.0820625285201828,4.7678000060517475e-05,3.510741737554543e-05,1.0879436708589834
2013-10-21,4.4710412594374516e-05,0.6948052438891603,0.0001036036082587031,1.0778695336003203,4.728842688842888e-05,3.4980861913350676e-05,1.057660266243634
2013-10-22,4.4371990394003997e-05,0.6940762520179802,0.00010308987244801273,1.0761947218472905,4.694287036995594e-05,3.477079067187402e-05,1.0579392529639453
2013-10-23,3.6244305626284386e-05,0.7028147532077755,0.00010008260168759178,1.0887111815755106,4.232919941881759e-05,3.434730886675631e-05,1.1678855115966253
2013-10-24,4.040389782719303e-05,0.712777841141362,9.50932593658966e-05,1.089427649796432,4.418152361913099e-05,3.4288102106934725e-05,1.0934965682790017
2013-10-25,3.967999624918889e-05,0.7198426016449977,9.282740538596707e-05,1.0833528301936566,4.3687929479995524e-05,3.4125795682118706e-05,1.1010063913725436
2013-10-28,4.081308187982178e-05,0.724187162734519,9.073880679754911e-05,1.0394511952865657,4.4070405780847817e-05,3.537890422509922e-05,1.079810780048847
2013-10-29,4.2024721372673885e-05,0.7318090454236178,9.029445152221259e-05,1.0000556919669508,4.507966984814007e-05,3.3587734477415786e-05,1.0726940804288743
2013-10-30,3.243679795796633e-05,0.7129431940963974,9.224237942400925e-05,0.9713529219673446,3.899771525826692e-05,3.2191086086096785e-05,1.2022677241077446
2013-10-31,3.3498134377451295e-05,0.7165369613871658,9.210852763240465e-05,0.9649852234239276,3.980144393885275e-05,3.2290434411938446e-05,1.18816897354273
2013-11-01,3.528785039280735e-05,0.7140788037980449,9.417567276478069e-05,0.9471238229334624,4.116499902186128e-05,3.1657765429264444e-05,1.1665487855914243
2013-11-04,3.477448195487655e-05,0.7095311210672283,9.332624163838234e-05,0.9461161097978276,4.042068524464332e-05,3.1475142024932314e-05,1.1623662804551134
2013-11-05,3.766596277267884e-05,0.7145693266412214,9.105311802650765e-05,0.9445533110233978,4.1847191605322314e-05,3.1136932961818e-05,1.111008149662282
2013-11-06,3.8333959556374354e-05,0.6978107263752288,8.861768760287893e-05,0.900542610956338,4.067145297636005e-05,3.3422080773603144e-05,1.0609770930797835
2013-11-07,4.0431492315281525e-05,0.7031852032671653,8.643322324740581e-05,1.0302916330524523,4.156903700248758e-05,3.630403664637315e-05,1.0281351150320046
