Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_UPS,Predicted_Covariance,Future_Cov_45_UPS,Beta_Predicted
2013-05-17,7.425705624970095e-05,0.6281141566302765,0.00012179376588068338,0.7673969659794917,5.9733776911382516e-05,5.4849603240746725e-05,0.8044188650640602
2013-05-20,7.217439206379002e-05,0.6128045267382308,0.0001291956759274675,0.7706592863602905,5.917489843052752e-05,5.535065982141676e-05,0.8198877294072233
2013-05-21,7.13709588975209e-05,0.6029900861953694,0.0001353717158483766,0.7677697683329393,5.926999691362927e-05,5.520246094150192e-05,0.830449777180842
2013-05-22,7.35750525384875e-05,0.6015698642193558,0.00014067047859801893,0.7659755043324985,6.120020050862927e-05,5.403123549227519e-05,0.8318064125963772
2013-05-23,7.454058968752127e-05,0.5968395403508372,0.00014404295756475783,0.7578835528300628,6.18443478541319e-05,5.348188453568191e-05,0.8296734452113568
2013-05-24,7.630250921850573e-05,0.5824692600623488,0.0001454414506679875,0.7566416731262782,6.13601650540199e-05,5.3369131308604964e-05,0.8041696882903839
2013-05-28,7.438631671877e-05,0.5703871552458616,0.00014593879389930106,0.7664555133409866,5.942944038187966e-05,5.351620536637758e-05,0.7989297360502828
2013-05-29,7.273626036607267e-05,0.5610149839047706,0.000145235352377446,0.7868028677050686,5.7661523979702484e-05,5.6204634366249166e-05,0.7927479868981319
2013-05-30,7.309916508279677e-05,0.5592132559198981,0.00014537298043933657,0.7883993169514701,5.7646840980788585e-05,5.6176679303821045e-05,0.7886114829833433
2013-05-31,7.696255068093324e-05,0.566969450703832,0.00014736588494040342,0.8209401692797403,6.0380661063178e-05,5.4221053232577486e-05,0.7845459970979983
2013-06-03,7.835861755638394e-05,0.5653679328024867,0.00014706418742759298,0.8080948422814087,6.06915205796052e-05,5.375550510580616e-05,0.7745353666549035
2013-06-04,7.696792659140356e-05,0.5567382224169771,0.00014691521724998275,0.8066715820442996,5.9202401379548806e-05,5.338603058146204e-05,0.7691827492487116
2013-06-05,8.390672708275947e-05,0.5640364883558824,0.00014669133071018825,0.8053098411116217,6.257600232225898e-05,4.929279961582153e-05,0.7457805172228751
2013-06-06,8.864935953499249e-05,0.5763592500106328,0.00014675574006473902,0.8360052103732816,6.573983612217833e-05,5.0249008539705624e-05,0.7415714729019436
2013-06-07,8.584609796353898e-05,0.5813747096859027,0.00014651897040851848,0.7961932607593319,6.520236438973676e-05,4.535360020865723e-05,0.7595262444826538
2013-06-10,7.344670994631798e-05,0.5658012062025181,0.00014624712472579475,0.7934679845583539,5.863996606943388e-05,4.529045208739299e-05,0.798401536464924
2013-06-11,7.540176794643908e-05,0.5573075855837832,0.00014585464566157125,0.7915564700752926,5.844479666845512e-05,4.358681441372971e-05,0.7751117548062111
2013-06-12,7.564969572692771e-05,0.556278114885004,0.00014565854219072635,0.843134038460971,5.8393370882692066e-05,4.9061748034428945e-05,0.771891682069341
2013-06-13,7.668406692361186e-05,0.5514935973172979,0.00014621430175326323,0.8549758459856336,5.839665496073658e-05,4.58390807192444e-05,0.7615226644005185
2013-06-14,7.978958283363962e-05,0.5454484687613236,0.00014609065517974052,0.8403753913536475,5.888952380321604e-05,4.507886111435931e-05,0.7380603045136861
2013-06-17,6.406673037804978e-05,0.5365998886073081,0.00014582166385533577,0.8343465166166043,5.186541808658428e-05,4.410036883894315e-05,0.8095530672555462
2013-06-18,5.269216623890948e-05,0.5314187315148876,0.00014530579983335767,0.8132635063993862,4.64998294225449e-05,4.255320474152059e-05,0.8824808836234185
2013-06-19,5.313666894497608e-05,0.5327266164892892,0.0001443943691049532,0.8202781633296141,4.6663433115615906e-05,4.077905965032909e-05,0.8781776133527806
2013-06-20,6.610900161714408e-05,0.5331353094706185,0.0001453790378565364,0.8784347318696704,5.226592502294124e-05,3.0569096055467316e-05,0.7906022439368846
2013-06-21,6.524441916700448e-05,0.5334379043762487,0.00014629233760509364,0.8826860160879594,5.211543251456967e-05,3.0973852667363876e-05,0.7987722655813844
2013-06-24,5.5679700730278476e-05,0.5203416984677522,0.00014395444515739113,0.9752819993977806,4.6585377207228054e-05,3.660764734587021e-05,0.8366671622912486
2013-06-25,5.683904438603972e-05,0.513404400672902,0.00014179609198677092,0.9852893860846385,4.6090890767986405e-05,3.541867463752077e-05,0.810901929577599
2013-06-26,5.616484134519195e-05,0.5057727917093517,0.0001400366685635093,0.9902265041544938,4.485476813014869e-05,3.372078578122574e-05,0.7986271670290853
2013-06-27,5.600093181678947e-05,0.5012876763046408,0.00013866931921718156,0.9747676453854948,4.4174825888421326e-05,3.283922603527289e-05,0.7888230508903319
2013-06-28,5.651835513949762e-05,0.4852232739558644,0.0001346236616468265,0.96960048848864,4.232501105857881e-05,3.257226779376023e-05,0.7488719541485762
2013-07-01,4.0959150997653995e-05,0.47893811572564915,0.0001328340414864904,0.9616900500323778,3.532722849806561e-05,3.298439604572573e-05,0.8624990420355402
2013-07-02,4.708768430286185e-05,0.4933188643843379,0.0001317515251719788,0.9590847246704411,3.885610063796618e-05,3.2851681565441686e-05,0.8251860590138347
2013-07-03,4.5307854285029834e-05,0.5018091057912905,0.00012361530551023832,0.95842376352934,3.755445022489967e-05,3.282865040487927e-05,0.8288728481522472
2013-07-05,5.048108536897671e-05,0.5068340774409954,0.00011636466201970262,0.8903926899142922,3.884549907811257e-05,3.0045567567833712e-05,0.7695060198128223
2013-07-08,5.858594159480322e-05,0.5409993694164734,0.00011223311118033357,0.8958876064859125,4.386861942363333e-05,3.0634026807084254e-05,0.7487908912865306
2013-07-09,6.185296409698371e-05,0.5481151162829547,0.00011366116633852612,0.8616975866733259,4.5957679477989845e-05,2.873903325520494e-05,0.7430149896443037
2013-07-10,6.043816195282401e-05,0.5507282407103564,0.00011436494651480903,0.8595994883275767,4.5786709827573705e-05,2.8867818357888836e-05,0.7575794555650661
2013-07-11,6.428746384905295e-05,0.5396416066848752,0.00011314930550005883,0.8333795018117973,4.602507655215472e-05,2.4782410445384976e-05,0.7159261510178977
2013-07-12,6.999194674271863e-05,0.5916060777106511,0.00012309904468623103,0.8619130943448221,5.491411701237859e-05,2.6215077165500822e-05,0.7845776488291689
2013-07-15,7.060701256657018e-05,0.5956638608116467,0.00012817073906265226,0.8879231059695255,5.6665616049225095e-05,2.7098962156309602e-05,0.8025494067717316
2013-07-16,3.5042919617133015e-05,0.6392846488229929,0.0001198952315651421,0.9209349161889452,4.143767429279896e-05,3.0233622959176465e-05,1.1824835015327735
2013-07-17,3.792838595062833e-05,0.6713236585289363,0.00011474135377734064,0.9002567470094752,4.4286781378949604e-05,2.9597689363262276e-05,1.167642130529837
2013-07-18,3.7451029819475974e-05,0.6956852345130128,0.00011239583654071338,0.8087922811818248,4.513565819746337e-05,2.8913015513484847e-05,1.2051913769802691
2013-07-19,4.0860668714576163e-05,0.6896501396615317,0.00010990065161710518,0.8077563975043848,4.6214865895629404e-05,2.9253318293722324e-05,1.1310354761556618
2013-07-22,3.950888193740232e-05,0.682305653454578,0.00010869596914096064,0.8157954576745834,4.471292273677945e-05,2.9585282887272965e-05,1.1317182502816046
2013-07-23,3.3171208880188284e-05,0.6992725855467286,9.655109836451386e-05,0.8178980419831257,3.9573618365524965e-05,2.97331133386514e-05,1.193011038833757
2013-07-24,3.471216593235655e-05,0.7194351065625093,8.959820876878189e-05,0.8193505706963865,4.012196056500451e-05,2.9789402826885637e-05,1.1558472220716507
2013-07-25,3.488954269695917e-05,0.7325342628220711,8.369261730703439e-05,0.8359799465059475,3.95839524415147e-05,3.07063472708085e-05,1.134550624103327
2013-07-26,3.343176772700175e-05,0.7338724549122189,7.987114492716362e-05,0.8213342973502981,3.792234741925168e-05,3.066118391841985e-05,1.134320737357332
2013-07-29,3.360094972876798e-05,0.7319108897432892,7.647248781002787e-05,0.8061857533063411,3.710108365578604e-05,3.10703876595852e-05,1.1041677082127643
2013-07-30,3.816574763863081e-05,0.7526904331745683,6.990568495468346e-05,0.8095473239437398,3.8878502705674135e-05,3.121941251832972e-05,1.018675254937804
2013-07-31,3.750748633018741e-05,0.7769868819613069,6.502071921757532e-05,0.842334709138959,3.8370596522369315e-05,3.4104032701642756e-05,1.0230116778443572
2013-08-01,4.226173154810077e-05,0.7911879611813613,6.130982056078144e-05,0.8299003944847635,4.027340378343459e-05,3.215630360860038e-05,0.9529520516119143
2013-08-02,4.130983358011611e-05,0.7953499705507918,5.987069988469419e-05,0.8550251558637463,3.955415941584624e-05,3.439865296753026e-05,0.9574998490162174
2013-08-05,3.7225611971094185e-05,0.7978787401795063,5.722810108540477e-05,0.8735078659947207,3.682667287822432e-05,3.758973739212692e-05,0.9892832092812969
2013-08-06,4.1983018398946586e-05,0.8118906355148976,5.513288777321108e-05,0.8848562794363285,3.9060673942022e-05,3.759544769318124e-05,0.9303922259911186
2013-08-07,4.81253999850549e-05,0.8294812131604089,5.3708800208405474e-05,0.8694894608239532,4.2171248203615504e-05,4.5990603936974885e-05,0.8762783938774862
2013-08-08,4.5117615842124565e-05,0.8286846018666925,5.250923619185084e-05,0.8690146486180037,4.033482626713035e-05,4.6512680049059774e-05,0.8939928565434366
2013-08-09,4.7210405389653165e-05,0.8418055794608824,5.215692811778564e-05,0.8531461770349889,4.177213445086896e-05,4.5773064709011766e-05,0.8848077898526989
2013-08-12,4.729046229109182e-05,0.8320120637776347,5.059450103994779e-05,0.8383484498167639,4.069753091975592e-05,4.5996455944468614e-05,0.8605864469931854
2013-08-13,5.1414947954433665e-05,0.8390264804405563,5.082229511415264e-05,0.8388426881394548,4.2889156483218184e-05,4.944251142666671e-05,0.8341767946790214
2013-08-14,5.361675369996386e-05,0.8370788296887725,5.085204396543721e-05,0.8409336643153644,4.3708995223185515e-05,4.970476427872569e-05,0.8152115189177329
2013-08-15,5.120699157562921e-05,0.8671147002462168,5.453837681139925e-05,0.8163061293147932,4.5823924825903825e-05,4.4778578753835076e-05,0.8948763326239354
2013-08-16,4.9139520575593413e-05,0.8622404575954948,5.684390586569763e-05,0.8183368787903943,4.557071157498146e-05,4.4550094991161765e-05,0.9273739556509937
2013-08-19,5.1240075352845624e-05,0.8583087375617418,5.842895855470581e-05,0.8227298684405665,4.696371958378039e-05,4.4071803182335736e-05,0.9165427501888374
2013-08-20,5.687877447837599e-05,0.8436835361375761,5.757365490448356e-05,0.8134139688459249,4.827992531669646e-05,4.401442612228036e-05,0.8488214761914636
2013-08-21,5.746511661394483e-05,0.8322956513564326,5.7246899048383206e-05,0.8205415157272465,4.773706952195011e-05,4.3439715511078936e-05,0.8307138719068734
2013-08-22,5.43081375808944e-05,0.8268329971407669,5.668963357902449e-05,0.8250161282041006,4.587774675681196e-05,4.274842085225681e-05,0.8447674473917468
2013-08-23,4.6628310947370826e-05,0.7927008414116257,5.9661629363644415e-05,0.8293528145633072,4.181014907672479e-05,4.289192456206631e-05,0.8966687453876621
2013-08-26,5.7057237442025364e-05,0.7980389321852622,6.246785791498998e-05,0.8330175613138481,4.7643949536989006e-05,4.289278115749552e-05,0.8350202651398781
2013-08-27,6.26349019454684e-05,0.8298318746515293,6.386509088423988e-05,0.79202173878931,5.248438114380652e-05,3.5859450190598426e-05,0.8379414593719778
2013-08-28,6.352118414260544e-05,0.8206265236668792,6.525844360941358e-05,0.7983710231649831,5.283518086523764e-05,3.644203258564727e-05,0.8317726059171432
2013-08-29,6.345432123592429e-05,0.8092830954445517,6.513093957149058e-05,0.79679824804653,5.2026515751526305e-05,3.638248571364047e-05,0.8199050078573972
2013-08-30,6.533098257867051e-05,0.8027498161764284,6.578770776302826e-05,0.8058895477355978,5.262743300811714e-05,3.643590034939961e-05,0.805550918275935
2013-09-03,6.741624909395761e-05,0.799916215438831,6.718324570739448e-05,0.7966507318550092,5.383407857931657e-05,3.628698463768664e-05,0.7985326876357115
2013-09-04,5.29054408502055e-05,0.7764371167065633,6.58808438798717e-05,0.7697198960438434,4.5839094889406173e-05,3.449337904310149e-05,0.866434418705503
2013-09-05,5.526096611110341e-05,0.7628513107688298,6.48758084947132e-05,0.7520040206160575,4.567625880286131e-05,3.707276103929066e-05,0.8265555602308539
2013-09-06,5.903493096893949e-05,0.752649429011472,6.414783870773253e-05,0.7423637607744199,4.6316771635003054e-05,3.9051008724870885e-05,0.784565525440727
2013-09-09,5.950680039687122e-05,0.7220616519476463,6.325884499204977e-05,0.7628498249376903,4.430147737323581e-05,3.898665995275916e-05,0.7444775568132398
2013-09-10,6.058865375686932e-05,0.7195065397630162,6.267822197153836e-05,0.7468691241511201,4.433928965673776e-05,3.76882719753171e-05,0.7318084642491456
2013-09-11,5.2548421709793746e-05,0.6932595177368868,6.372734794171927e-05,0.7565502050324794,4.011793789017251e-05,3.892352996021817e-05,0.7634470567304499
2013-09-12,5.463125330927889e-05,0.6828072798873965,6.482104085804714e-05,0.7429085343289559,4.0632797605235365e-05,3.8202543417772957e-05,0.7437646977491921
2013-09-13,5.629719144726608e-05,0.6555070890539817,6.547131022925709e-05,0.7368529740798901,3.9796627819961075e-05,3.802819841913733e-05,0.7069025433931072
2013-09-16,5.4138744378514925e-05,0.6841003587462369,6.589963802160828e-05,0.7197716450259187,4.086160509501971e-05,3.718555949031142e-05,0.7547571626215204
2013-09-17,5.7555509167455784e-05,0.6691069825546239,6.653315259524599e-05,0.730659929171287,4.140550285993298e-05,3.7736211946534785e-05,0.7194012086569348
2013-09-18,6.204530316157312e-05,0.6482004762028086,6.622939638489795e-05,0.7314281162337898,4.1551738551924305e-05,3.614833087455885e-05,0.6696999842795318
2013-09-19,6.178297806302708e-05,0.6584169007042835,6.594990817127623e-05,0.7480658446982761,4.202836418631143e-05,3.775826725991045e-05,0.6802579853537775
2013-09-20,6.675064824066973e-05,0.6661062655624665,6.561316920181235e-05,0.7902605382696191,4.40825562360326e-05,3.714139122904361e-05,0.6604064139885618
2013-09-23,6.644616634370019e-05,0.6575438001193757,6.5093424984505e-05,0.7979224522417863,4.324423446323691e-05,3.6955445327421275e-05,0.6508160943334382
2013-09-24,6.687102886618699e-05,0.6402142343979635,6.47832974605329e-05,0.7934482569557177,4.213818771062822e-05,3.651778985741017e-05,0.6301411601569538
2013-09-25,5.221698153901886e-05,0.63806183838449,6.613373172393636e-05,0.7887003931490821,3.749558788120937e-05,3.597352079564342e-05,0.7180726801144374
2013-09-26,5.0374063840171386e-05,0.6352004596691153,6.750908566034573e-05,0.7861626479399759,3.7042083876015124e-05,3.584109600404957e-05,0.7353403924992742
2013-09-27,5.122431082106018e-05,0.6273890357683447,6.880243722654399e-05,0.7743426717044524,3.724576494292169e-05,3.494349801451105e-05,0.7271110991230476
2013-09-30,5.1567877421329924e-05,0.63101207611304,6.970749791880779e-05,0.7950405120386361,3.7832674670863284e-05,3.5647501926506176e-05,0.7336480879706448
2013-10-01,5.3629225784131454e-05,0.6272917775861689,7.081753496614285e-05,0.8067182846571855,3.8658122811652044e-05,3.544546241845773e-05,0.7208405910474796
2013-10-02,4.9785428743887e-05,0.6284773177292627,7.075687907954562e-05,0.7956688800054589,3.730139453777462e-05,3.545550806258303e-05,0.749243211897713
2013-10-03,5.1677659876475144e-05,0.6200805603767247,7.139706472587637e-05,0.7442273360771186,3.7665151159356244e-05,3.27860041133776e-05,0.7288478473945428
2013-10-04,4.988490741732951e-05,0.6152782142848753,7.239611899102113e-05,0.7334885293221844,3.697547533646996e-05,3.174510861566038e-05,0.7412156752570228
2013-10-07,5.300164613196136e-05,0.6028614033652188,7.319882265472723e-05,0.7144158911110506,3.75503688357754e-05,2.9632963482751037e-05,0.7084755205957946
2013-10-08,5.7418241986777646e-05,0.5950818405714466,7.532421706699288e-05,0.688041835323909,3.913532604354028e-05,2.8365278988402408e-05,0.6815834948856919
2013-10-09,4.671951297786224e-05,0.5888398608590589,7.372725722355045e-05,0.6818701711909665,3.455893844668343e-05,2.848028553397656e-05,0.7397110167449514
2013-10-10,5.493659376391755e-05,0.5744086627818041,7.167942352343823e-05,0.6608457345717677,3.604533756784601e-05,2.1660252193512326e-05,0.6561261828999789
2013-10-11,5.397060840252837e-05,0.5680830319567727,7.035320467093932e-05,0.6683576260385468,3.50051881980732e-05,2.187004765810449e-05,0.6485972501364893
2013-10-14,5.390763459317086e-05,0.5751052635928294,6.907369811855475e-05,0.6906025823243742,3.5093673764053214e-05,2.2743466308243963e-05,0.6509963575455963
2013-10-15,5.553151341989191e-05,0.5728661591395094,6.790179422834662e-05,0.664692929820428,3.5177384670295405e-05,2.4504778665491363e-05,0.6334670622842153
2013-10-16,4.144281603770634e-05,0.5575852003002515,6.584793065588936e-05,0.6597338751472435,2.912774961245501e-05,2.2066764414726838e-05,0.702841949397295
2013-10-17,4.1583055321708076e-05,0.5511249013936342,6.4149399242813e-05,0.659619728639481,2.8464563537769316e-05,2.1609743845357457e-05,0.6845231385128556
2013-10-18,4.3823960134694674e-05,0.5601133314690254,6.307742693613918e-05,0.6402595098991852,2.944887469610935e-05,2.0773159822319427e-05,0.6719811401251067
2013-10-21,4.4710412594374516e-05,0.5686942767612418,6.216866227880319e-05,0.6460038967071479,2.9982576998252466e-05,2.0965221116063705e-05,0.6705949522377006
2013-10-22,4.4371990394003997e-05,0.5706447434067893,6.19193110975189e-05,0.6561330919786292,2.9911165382264512e-05,2.119901346005267e-05,0.6741001500420954
2013-10-23,3.6244305626284386e-05,0.5689785134812126,6.110128155901586e-05,0.6713996178720373,2.6775705208295433e-05,2.118171507589456e-05,0.7387561920589721
2013-10-24,4.040389782719303e-05,0.5696095722711996,6.076345652328181e-05,0.6680641647501222,2.822345299927177e-05,2.1026318084745228e-05,0.6985329266988826
2013-10-25,3.967999624918889e-05,0.5801997363770606,6.0581972051976964e-05,0.6416447915179652,2.8446906249913737e-05,2.021191844943398e-05,0.7169079873714763
2013-10-28,4.081308187982178e-05,0.6141381761527193,6.011712375730409e-05,0.716143541032828,3.0420397677051893e-05,2.437476032016955e-05,0.7453589946142222
2013-10-29,4.2024721372673885e-05,0.616361799710282,6.016023987990884e-05,0.7144746465924126,3.0991522751077724e-05,2.3996248322322878e-05,0.7374593272432646
2013-10-30,3.243679795796633e-05,0.6214119606828638,5.870814416160263e-05,0.7538985586083403,2.7117382808368014e-05,2.498454768756149e-05,0.8360067736497433
2013-10-31,3.3498134377451295e-05,0.6213401632117772,5.8086551781051954e-05,0.7522828134754644,2.7408011975248632e-05,2.5172964578221762e-05,0.8181951766752084
2013-11-01,3.528785039280735e-05,0.6244662782556409,5.7346290202197243e-05,0.7549411697014631,2.809145647251907e-05,2.5234029473865706e-05,0.7960659592414531
2013-11-04,3.477448195487655e-05,0.6325638936917292,5.690708120809347e-05,0.7294028245268314,2.8139598010835512e-05,2.4265581420312726e-05,0.8092025079582643
2013-11-05,3.766596277267884e-05,0.6364316500247262,5.7217154855725354e-05,0.7508028495713502,2.9545370121727946e-05,2.475000375501927e-05,0.7844050157443154
2013-11-06,3.8333959556374354e-05,0.6418699889994086,5.6672742614473294e-05,0.8992212645979675,2.9917550019605136e-05,3.3373041289871764e-05,0.7804450770499731
