Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_VTV,Predicted_Covariance,Future_Cov_45_VTV,Beta_Predicted
2013-04-05,6.697476452894188e-05,0.9731080686920687,6.577644055947252e-05,0.9753278127622927,6.458800279962738e-05,6.382904365653873e-05,0.964363268074155
2013-04-08,7.273438811092278e-05,0.9728047739927588,6.666168863358706e-05,0.9779712004549264,6.773821425533223e-05,6.62582004271006e-05,0.9313093299421014
2013-04-09,7.022991067372413e-05,0.9724876781643756,6.617189377279126e-05,0.9724161463055264,6.629517895943461e-05,6.757110313037389e-05,0.9439735623106571
2013-04-10,6.636144982931065e-05,0.9712916455159285,6.704657696389153e-05,0.9749527497553124,6.478819655090578e-05,6.941705640608613e-05,0.976292662645987
2013-04-11,6.716170407401359e-05,0.9711280351425831,6.883001660752284e-05,0.976599117033497,6.602771717961128e-05,7.046343366202321e-05,0.983115572928992
2013-04-12,6.98842565011876e-05,0.9761641934116407,6.96977393376603e-05,0.9745339605681832,6.81274123679263e-05,7.120342695641735e-05,0.9748606593069865
2013-04-15,9.593981606210937e-05,0.9790964742953598,8.395791633242995e-05,0.972256603901164,8.787306064941426e-05,5.868179636529909e-05,0.9159185857989047
2013-04-16,8.836558039441448e-05,0.9785590127283724,8.55100229904132e-05,0.980914615709682,8.506229579946745e-05,6.017386339626133e-05,0.9626179720632964
2013-04-17,8.959564094882932e-05,0.9771269547250115,8.847344794451482e-05,0.9827060311860556,8.699632568569028e-05,6.983908906114102e-05,0.9709883735903672
2013-04-18,9.719405369416862e-05,0.9734869857125069,8.667348419396379e-05,0.9830122361158424,8.93497054940183e-05,6.895503119928463e-05,0.9192918918184707
2013-04-19,7.72897485213767e-05,0.9767771464978066,8.469592769775851e-05,1.0036424736457106,7.902922111733305e-05,7.283234759602042e-05,1.0225058643511469
2013-04-22,7.797978274745508e-05,0.9773340300756329,8.180214219057297e-05,1.0059095178207784,7.805781130524101e-05,7.458870420881493e-05,1.0010006254831285
2013-04-23,8.499754389235151e-05,0.9736967863069721,8.113120762864127e-05,1.0039145182645914,8.085760903214446e-05,7.424782556950327e-05,0.9512934766038624
2013-04-24,7.773768893068322e-05,0.9710830434823018,7.59582269748625e-05,1.0065017456051963,7.462074709764238e-05,7.512092919628713e-05,0.9599043671619806
2013-04-25,6.90805921567358e-05,0.9679418069287751,6.922245062095424e-05,1.011126393740741,6.693461335482073e-05,7.561049976043783e-05,0.9689351417682394
2013-04-26,7.034557142953508e-05,0.9711463571686522,6.821345962524e-05,1.012198092762937,6.727258321861292e-05,7.628168198650321e-05,0.9563158255953559
2013-04-29,6.776168711759701e-05,0.9736730167253624,6.750967036776212e-05,1.01392142914714,6.585492107011234e-05,7.552682425285154e-05,0.9718607058266484
2013-04-30,5.8041023931509805e-05,0.9696675090073171,5.782364623614214e-05,1.0155084773026657,5.617500418680307e-05,7.554024900721955e-05,0.9678499857805972
2013-05-01,6.311211636341748e-05,0.9742556018561882,6.247116413346696e-05,1.0125682817449138,6.117431048760586e-05,7.579247059456228e-05,0.9692958184977797
2013-05-02,6.214021471172626e-05,0.972769614410038,6.118895363864671e-05,1.0184210900407964,5.998364937948993e-05,7.509574947560793e-05,0.9652951741116309
2013-05-03,7.476459886581012e-05,0.9736549049667195,6.64006991086293e-05,1.0252577221672377,6.860241205916579e-05,7.451506268785525e-05,0.9175788153735109
2013-05-06,7.535412832838797e-05,0.9748641210174794,7.0507862508272e-05,1.0256097262526076,7.10585574296042e-05,7.444183834392464e-05,0.9429948830399314
2013-05-07,7.392273390092128e-05,0.9761355316412945,7.274229810447458e-05,1.0188313900854444,7.158015595098351e-05,7.736998920103938e-05,0.9683104530051941
2013-05-08,6.958015556766957e-05,0.9765255588132709,7.389498832162272e-05,1.0187055390144435,7.002188611523716e-05,7.700269592770383e-05,1.0063485133651073
2013-05-09,7.111722928104653e-05,0.9782781537497381,7.472765152495435e-05,1.0161000567233585,7.131656817167259e-05,7.676896714096293e-05,1.0028029619916474
2013-05-10,7.562958883543677e-05,0.9813215890507041,7.516763894344636e-05,1.0172561109418985,7.39899404189523e-05,7.714290456724907e-05,0.978320014140865
2013-05-13,7.357910230951406e-05,0.9838957322132494,7.549812489343177e-05,1.0171334650987554,7.333214727343261e-05,7.722146744827801e-05,0.9966436796817305
2013-05-14,7.590263764609063e-05,0.9879150992355856,7.916286415369038e-05,1.016541892334854,7.65788440893814e-05,7.554370095671583e-05,1.0089088662036187
2013-05-15,7.650099964197039e-05,0.9897677321067043,8.124355402894309e-05,1.0143494632535013,7.802994537561374e-05,7.486867579456296e-05,1.0199859575796253
2013-05-16,7.639729836462006e-05,0.9898331791131636,8.337063508720423e-05,1.0155900761228664,7.899644772576235e-05,7.439677840158185e-05,1.0340214826542344
2013-05-17,7.425705624970095e-05,0.9883289238720436,8.283301820317421e-05,1.0146087864628626,7.751256574896844e-05,7.251903753754313e-05,1.043841079402883
2013-05-20,7.217439206379002e-05,0.9891639256368937,8.040181605276635e-05,1.017644086940191,7.535164986260418e-05,7.308972028550781e-05,1.0440219544351133
2013-05-21,7.13709588975209e-05,0.9873706435645423,7.74436183232923e-05,1.0165494204688956,7.340637778415766e-05,7.308965785457463e-05,1.028518867030487
2013-05-22,7.35750525384875e-05,0.9863106697790424,7.81052770754233e-05,1.016682395242408,7.476859339273878e-05,7.171587812858761e-05,1.01622208633323
2013-05-23,7.454058968752127e-05,0.9848569036709344,7.575134609052242e-05,1.0185539877649692,7.400562367300042e-05,7.187672375734864e-05,0.9928231582717086
2013-05-24,7.630250921850573e-05,0.9834114528986154,7.426243646764073e-05,1.0186780319450304,7.402684985130288e-05,7.185166186186554e-05,0.9701758252708821
2013-05-28,7.438631671877e-05,0.9872448201539956,7.475701964618728e-05,1.0182406839442688,7.362026573121513e-05,7.109659543947882e-05,0.9897017217501027
2013-05-29,7.273626036607267e-05,0.9858475515695987,7.550310962558862e-05,1.0199871120463846,7.305798095424322e-05,7.286196459612126e-05,1.0044231114790803
2013-05-30,7.309916508279677e-05,0.9844864436182039,7.472840338005005e-05,1.018860303259676,7.27626990358623e-05,7.259796816279555e-05,0.9953971287284421
2013-05-31,7.696255068093324e-05,0.9846933142242121,8.146573028325263e-05,1.016952452151434,7.797011827223535e-05,6.716717625290623e-05,1.013091660585409
2013-06-03,7.835861755638394e-05,0.9829347421590833,8.134507687505235e-05,1.016557775964252,7.847543021554115e-05,6.762272676053483e-05,1.0014907442576197
2013-06-04,7.696792659140356e-05,0.9827861845012061,8.107349439973646e-05,1.0159850577581326,7.763425372005934e-05,6.723852751367332e-05,1.0086572051264038
2013-06-05,8.390672708275947e-05,0.9838403869942738,8.547017979719488e-05,1.0206475363271583,8.331637112627762e-05,6.24735622466869e-05,0.9929641403376446
2013-06-06,8.864935953499249e-05,0.9841091949085382,8.261475675823075e-05,1.0192692848022975,8.421896599085018e-05,6.126429639525978e-05,0.9500234004240774
2013-06-07,8.584609796353898e-05,0.9841351412861681,8.346999969054539e-05,1.0228394963357157,8.330675644618249e-05,5.8264062107474406e-05,0.9704198376210994
2013-06-10,7.344670994631798e-05,0.9830265669650967,8.02123048524074e-05,1.0219547559121425,7.545220327407677e-05,5.833227528881889e-05,1.0273054208857633
2013-06-11,7.540176794643908e-05,0.982513892854759,8.000564643510028e-05,1.0246846073166878,7.631146372631171e-05,5.6423943837474504e-05,1.01206464788092
2013-06-12,7.564969572692771e-05,0.9823152513767105,7.8921444313869e-05,1.0314635023296648,7.590178544772985e-05,6.002059002431091e-05,1.0033323296066134
2013-06-13,7.668406692361186e-05,0.9830198796932572,7.864178528853787e-05,1.0379373094658888,7.633813603934353e-05,5.564846344316679e-05,0.9954888818740805
2013-06-14,7.978958283363962e-05,0.9841683971406762,7.780103097430175e-05,1.0427864063798171,7.75416768469489e-05,5.593645895487165e-05,0.9718270743265123
2013-06-17,6.406673037804978e-05,0.9835327386519386,7.528208530175965e-05,1.0441346717572748,6.83047523789441e-05,5.5188969121307856e-05,1.0661501215355658
2013-06-18,5.269216623890948e-05,0.9833095943990302,6.228325213552584e-05,1.0496575707907627,5.6331192356803e-05,5.49222892296008e-05,1.069061994934768
2013-06-19,5.313666894497608e-05,0.9841586719697476,6.45724311551082e-05,1.050233973983526,5.76482137990017e-05,5.2211013027621915e-05,1.0849045479064072
2013-06-20,6.610900161714408e-05,0.9832589171874755,7.337481833657871e-05,1.0934093191419585,6.848125527769517e-05,3.8050105821353846e-05,1.0358839734759493
2013-06-21,6.524441916700448e-05,0.9832246681558557,7.209329519556571e-05,1.1112257994691022,6.743290801917046e-05,3.899341732575906e-05,1.0335429279639101
2013-06-24,5.5679700730278476e-05,0.9809563099449878,7.497841272468157e-05,1.0569637599728647,6.338204280625771e-05,3.96736088704023e-05,1.1383330365457716
2013-06-25,5.683904438603972e-05,0.980772518501356,7.196541359643083e-05,1.0548132917552755,6.272686533717066e-05,3.7917884138054554e-05,1.1035876133163325
2013-06-26,5.616484134519195e-05,0.9816609518975811,6.753106757892667e-05,1.0571116624631858,6.045686069153247e-05,3.599846678229772e-05,1.0764182581761703
2013-06-27,5.600093181678947e-05,0.9812775997509012,6.614701239838916e-05,1.050374326498574,5.9723414410726754e-05,3.5386361142395905e-05,1.0664717974000077
2013-06-28,5.651835513949762e-05,0.9802033147067017,6.481715355178565e-05,1.0354614441347565,5.932747996766716e-05,3.4784767385011436e-05,1.049702876547559
2013-07-01,4.0959150997653995e-05,0.9807771778748864,6.209351359578057e-05,1.0282081028437802,4.946168897275964e-05,3.5265856478895186e-05,1.2075857962874437
2013-07-02,4.708768430286185e-05,0.9809413623141501,5.909366683817063e-05,1.0272385861108324,5.174485610319166e-05,3.51861666175982e-05,1.0989042436314236
2013-07-03,4.5307854285029834e-05,0.9812273868950845,5.7974946881759535e-05,1.0273460035987565,5.028941556004622e-05,3.518942672372585e-05,1.1099491766632246
2013-07-05,5.048108536897671e-05,0.9809795756084134,5.681658260240684e-05,1.0235731717776897,5.2536587679648075e-05,3.453963317716432e-05,1.0407182669637007
2013-07-08,5.858594159480322e-05,0.9796063443055957,5.603139868453402e-05,1.025395376064386,5.6125991753004585e-05,3.5062422128406134e-05,0.9580112604690671
2013-07-09,6.185296409698371e-05,0.9784581962591525,5.3988295080667724e-05,1.022353583484464,5.65421528514438e-05,3.409717526048548e-05,0.9141381286560056
2013-07-10,6.043816195282401e-05,0.9778375702100903,5.237019951007308e-05,1.0247160557497086,5.501288967503105e-05,3.441290667046305e-05,0.9102343270791765
2013-07-11,6.428746384905295e-05,0.9781042144132082,5.1610190979368715e-05,1.040467051216567,5.633989195744954e-05,3.094062364395816e-05,0.8763744684303566
2013-07-12,6.999194674271863e-05,0.9772699086859333,4.9825424977263204e-05,1.0469563558381916,5.771172677207962e-05,3.184316590302252e-05,0.8245481010011121
2013-07-15,7.060701256657018e-05,0.9771991929081315,4.816972811353317e-05,1.044589452428858,5.6989404038241624e-05,3.188033946851841e-05,0.8071351834141189
2013-07-16,3.5042919617133015e-05,0.9776660509702992,4.624557228639343e-05,1.031940906092793,3.935734149487257e-05,3.3877868807570884e-05,1.1231182197396068
2013-07-17,3.792838595062833e-05,0.9777863185126353,4.4707098838899126e-05,1.0332740149363473,4.026376486103242e-05,3.397089044076321e-05,1.061573379722619
2013-07-18,3.7451029819475974e-05,0.9776485296588188,4.2841730081064254e-05,0.9928488882134168,3.916049149873619e-05,3.549274143110569e-05,1.04564525161258
2013-07-19,4.0860668714576163e-05,0.9777092141344208,4.1813893460629145e-05,1.011201670246934,4.041315413124019e-05,3.6621194719434675e-05,0.9890477910074845
2013-07-22,3.950888193740232e-05,0.9773146688092701,4.125466716765656e-05,1.0099257416042124,3.9456479338679456e-05,3.6625527243886756e-05,0.9986736501729943
2013-07-23,3.3171208880188284e-05,0.9741733574330872,4.03347743213525e-05,1.0097282869882394,3.563335488358937e-05,3.670673367241413e-05,1.0742253926377587
2013-07-24,3.471216593235655e-05,0.9722044393120266,4.1527601377588065e-05,0.9988599414117292,3.69119407419334e-05,3.631588507598578e-05,1.0633718683490838
2013-07-25,3.488954269695917e-05,0.9713080979003799,4.198916323016062e-05,0.99796531076601,3.717690726071339e-05,3.665622545693846e-05,1.0655601761141336
2013-07-26,3.343176772700175e-05,0.9705653297394154,4.1095281376087725e-05,0.9986095767836832,3.597496856347568e-05,3.727903728754321e-05,1.076071383877792
2013-07-29,3.360094972876798e-05,0.9702510136150119,4.136099607346282e-05,0.9944543318942344,3.61705719467182e-05,3.832625604581566e-05,1.0764746901112203
2013-07-30,3.816574763863081e-05,0.9694572738367109,4.098635017727359e-05,0.9940278747819864,3.8342920029526996e-05,3.833372720739677e-05,1.004642183157886
2013-07-31,3.750748633018741e-05,0.9692194696556464,4.042639153772505e-05,0.983382098648512,3.774101696494341e-05,3.981468991679207e-05,1.0062262406150115
2013-08-01,4.226173154810077e-05,0.969203499963203,4.1698258976268916e-05,0.9764785909182874,4.0686242046323736e-05,3.783579601303973e-05,0.9627206589965707
2013-08-02,4.130983358011611e-05,0.9689415282997407,4.1165125357649936e-05,0.9727522666369148,3.995664487597001e-05,3.9134951075935294e-05,0.9672429398312213
2013-08-05,3.7225611971094185e-05,0.9685417339493191,3.786562638179768e-05,0.960573485626555,3.6363178240311796e-05,4.133643951726063e-05,0.9768322484140202
2013-08-06,4.1983018398946586e-05,0.96858938121289,3.835712041985606e-05,0.9613999759813898,3.8868656650696635e-05,4.084760807965182e-05,0.9258185364697814
2013-08-07,4.81253999850549e-05,0.9685515453783836,4.340783827832699e-05,0.9706862403323282,4.426841714084361e-05,5.134328641993067e-05,0.9198555680491164
2013-08-08,4.5117615842124565e-05,0.9675756832046747,4.8842287689140046e-05,0.9694647850939782,4.542092924551535e-05,5.1889119981599015e-05,1.0067227267604772
2013-08-09,4.7210405389653165e-05,0.9679835725741712,5.408787483328005e-05,0.968692939792483,4.8914409028197454e-05,5.197238856579404e-05,1.0360938150070989
2013-08-12,4.729046229109182e-05,0.9674948474354419,5.606156307396477e-05,0.969638803490515,4.981590697266063e-05,5.31997745287736e-05,1.053402833451356
2013-08-13,5.1414947954433665e-05,0.969114197814622,5.543087362759e-05,0.974993345101813,5.17363180916207e-05,5.746741348254592e-05,1.0062505195468028
2013-08-14,5.361675369996386e-05,0.9694910235607033,5.335059252815654e-05,0.9809961390083188,5.1851780473538556e-05,5.7983386700835636e-05,0.9670816842753668
2013-08-15,5.120699157562921e-05,0.9697764358204917,5.5949006883714426e-05,0.9716828140717924,5.1907779249967595e-05,5.3301786978109026e-05,1.0136853904667171
2013-08-16,4.9139520575593413e-05,0.967525677245634,5.115584752910766e-05,0.972247446388988,4.850936607569711e-05,5.292895531674808e-05,0.9871762179908348
2013-08-19,5.1240075352845624e-05,0.9660618931922502,5.098213928800383e-05,0.9663802659091548,4.937633591126968e-05,5.176683442788882e-05,0.9636273087277488
2013-08-20,5.687877447837599e-05,0.9669351743772138,5.113640324182051e-05,0.9656821996903204,5.2147988746788234e-05,5.2253771712545764e-05,0.9168268695137535
2013-08-21,5.746511661394483e-05,0.9665838509434885,5.1594703763043644e-05,0.96089142037092,5.2631317629405035e-05,5.086988182548494e-05,0.9158828995856105
2013-08-22,5.43081375808944e-05,0.9663254980621945,4.973157793541571e-05,0.9625497352307713,5.0219457121571933e-05,4.987475973644715e-05,0.9247133000421495
2013-08-23,4.6628310947370826e-05,0.9486437601272055,4.246480396920941e-05,0.959844247359704,4.221264429460204e-05,4.964059484233314e-05,0.9053007376194104
2013-08-26,5.7057237442025364e-05,0.9483166146260074,5.1028428615222904e-05,0.9565242913872612,5.116993050185318e-05,4.9252247500751775e-05,0.8968175256267156
2013-08-27,6.26349019454684e-05,0.9728119691344056,5.1149104647696644e-05,0.949895506165104,5.5062525166740284e-05,4.300731775578457e-05,0.8791029195619908
2013-08-28,6.352118414260544e-05,0.9766246790453998,5.19156389462389e-05,0.9526882708590032,5.608362658591802e-05,4.348591820501648e-05,0.8829121708438235
2013-08-29,6.345432123592429e-05,0.9767194532825527,5.238313962292722e-05,0.9530989844206764,5.6311383998056304e-05,4.3519310276326755e-05,0.8874318234165579
2013-08-30,6.533098257867051e-05,0.9783425134272513,5.263919446997127e-05,0.954609434990764,5.737268015850087e-05,4.315982797351246e-05,0.8781848656479889
2013-09-03,6.741624909395761e-05,0.9820779650431966,5.272918241219016e-05,0.9561020478380324,5.8553623836633034e-05,4.354990077166435e-05,0.8685387369301311
2013-09-04,5.29054408502055e-05,0.9799702901185933,5.657392406334867e-05,0.9629601826379348,5.3613138287205996e-05,4.3153036258858185e-05,1.0133766475740038
2013-09-05,5.526096611110341e-05,0.9781029191149939,6.026565900447594e-05,0.9595205817165456,5.6445424907883996e-05,4.730304129107884e-05,1.0214339140289224
2013-09-06,5.903493096893949e-05,0.9762718715870089,6.365737011272491e-05,0.9632144182731628,5.984800151501752e-05,5.0668549085246296e-05,1.0137727025802032
2013-09-09,5.950680039687122e-05,0.976278378800451,6.532711011924854e-05,0.9628032811159364,6.087005502736534e-05,4.920560101764958e-05,1.0229092241794568
2013-09-10,6.058865375686932e-05,0.9760217048583101,6.843638027863896e-05,0.9595746772670564,6.284903915420406e-05,4.842175188132487e-05,1.037307074133141
2013-09-11,5.2548421709793746e-05,0.9751958567189768,6.582953642679304e-05,0.9575249375913012,5.735642631830961e-05,4.926342012476358e-05,1.0914966511281492
2013-09-12,5.463125330927889e-05,0.9744133008669992,6.508222541205016e-05,0.9550200709877008,5.8102521867365355e-05,4.910994293490944e-05,1.063539976621713
2013-09-13,5.629719144726608e-05,0.9711795554164844,6.109533054858682e-05,0.9545775841167016,5.695697364962345e-05,4.9264734013701526e-05,1.011719629086211
2013-09-16,5.4138744378514925e-05,0.9702780306119032,6.220005933753937e-05,0.949261578029167,5.6304834607263456e-05,4.904169694042252e-05,1.0400099827510618
2013-09-17,5.7555509167455784e-05,0.9707734499133438,6.221819127507943e-05,0.9486655090905416,5.8092495246098e-05,4.899549200407252e-05,1.0093298814728557
2013-09-18,6.204530316157312e-05,0.9736279393288807,6.255435167374465e-05,0.9532747598168474,6.0656346372632836e-05,4.711234182473049e-05,0.9776138286354523
2013-09-19,6.178297806302708e-05,0.9736131564363435,6.144884155949884e-05,0.9528324761059966,5.998983991588622e-05,4.809376546424668e-05,0.9709768256021649
2013-09-20,6.675064824066973e-05,0.9781031100541496,6.061518839667735e-05,0.9733856057263548,6.221614717822791e-05,4.574807148812433e-05,0.9320680595326557
2013-09-23,6.644616634370019e-05,0.9738959546362628,6.235157738138134e-05,0.9534304911121364,6.268609966244342e-05,4.415773523955715e-05,0.9434118341484533
2013-09-24,6.687102886618699e-05,0.9753083060663396,6.1001813138577204e-05,0.9534092998195562,6.229200320257229e-05,4.387986255397901e-05,0.931524522035131
2013-09-25,5.221698153901886e-05,0.9784005022550644,5.90019830274222e-05,0.95641968713983,5.430700505372569e-05,4.3623388302513474e-05,1.0400257436011515
2013-09-26,5.0374063840171386e-05,0.9813874496098438,5.687595093942588e-05,0.9619250172487658,5.253011230848332e-05,4.385408920437842e-05,1.042800764995906
2013-09-27,5.122431082106018e-05,0.9835478299681509,5.626109987557689e-05,0.9605484836092898,5.2800453858246486e-05,4.334634426895399e-05,1.0307694337302493
2013-09-30,5.1567877421329924e-05,0.9839429160018893,5.6405857770876104e-05,0.9593560158741868,5.306664547293228e-05,4.3014972075307786e-05,1.0290639856932027
2013-10-01,5.3629225784131454e-05,0.9852371642428633,5.691228815122644e-05,0.9641182223307032,5.443078184427254e-05,4.2361276379269436e-05,1.0149462545546994
2013-10-02,4.9785428743887e-05,0.9849571374336271,5.5283702104040114e-05,0.9727300645233248,5.167339742115272e-05,4.334546632662952e-05,1.0379221134556873
2013-10-03,5.1677659876475144e-05,0.9850651181069277,5.411461963065923e-05,0.991569997051694,5.2092315874890665e-05,4.368237556738968e-05,1.0080238927112155
2013-10-04,4.988490741732951e-05,0.9841131331287325,5.13526781431983e-05,0.9942219358417396,4.9809382964501017e-05,4.302955271916007e-05,0.9984860259998748
2013-10-07,5.300164613196136e-05,0.9835180143105393,5.209281464348513e-05,0.9996028870174978,5.167921519801887e-05,4.1462117817921845e-05,0.9750492478922266
2013-10-08,5.7418241986777646e-05,0.9828130992343547,5.324421231325897e-05,1.022979388805296,5.434155793214296e-05,4.217344683581227e-05,0.9464162616587392
2013-10-09,4.671951297786224e-05,0.9822746912261284,5.2119883864190185e-05,1.023944004908513,4.847120622979885e-05,4.2767991419338165e-05,1.0374938251767871
2013-10-10,5.493659376391755e-05,0.983266496425591,5.864268061793833e-05,1.0305073225773709,5.580961320681619e-05,3.377648871222745e-05,1.0158914010331679
2013-10-11,5.397060840252837e-05,0.982612976349384,5.597125214533142e-05,1.0279804204931278,5.4006205345133866e-05,3.3637651329030156e-05,1.00065956163288
2013-10-14,5.390763459317086e-05,0.981844992739798,5.3457598956396e-05,1.030963261256736,5.2707545441249765e-05,3.39524913424325e-05,0.9777380484048706
2013-10-15,5.553151341989191e-05,0.9809067937020132,5.226422357043155e-05,1.035635886269813,5.284449460347388e-05,3.818007839791199e-05,0.9516127213011357
2013-10-16,4.144281603770634e-05,0.9804982696957115,5.2184743969267296e-05,1.0363785183648766,4.559773173228166e-05,3.466476631071465e-05,1.1002565967234226
2013-10-17,4.1583055321708076e-05,0.9798541931253268,5.1151157686667535e-05,1.026498358813318,4.519052504154213e-05,3.362902234199173e-05,1.0867533588363048
2013-10-18,4.3823960134694674e-05,0.9781296940809225,4.7969634640074055e-05,1.031523100073007,4.4847212939242254e-05,3.346767035386168e-05,1.0233491633663998
2013-10-21,4.4710412594374516e-05,0.9773957447132164,4.703705120997659e-05,1.0267295101488163,4.48223710582878e-05,3.332117858170734e-05,1.0025040803118728
2013-10-22,4.4371990394003997e-05,0.9776671783465892,4.5649659307327825e-05,1.0259574052163534,4.4001173689453005e-05,3.3147672489792016e-05,0.9916430004320677
2013-10-23,3.6244305626284386e-05,0.9751248428955904,4.6326650861596894e-05,1.0263093695438892,3.99572476282155e-05,3.23786193300201e-05,1.102442078494076
2013-10-24,4.040389782719303e-05,0.9732991991421439,4.552193618095182e-05,1.0299401567536584,4.174152973174206e-05,3.241582244162845e-05,1.033106506463066
2013-10-25,3.967999624918889e-05,0.9727937402574413,4.486283277602169e-05,1.0286226477635814,4.104402324950235e-05,3.2401785764758703e-05,1.0343756837008609
2013-10-28,4.081308187982178e-05,0.9725878170685044,4.464313764618128e-05,1.022829198801754,4.151507966315693e-05,3.4813155660536713e-05,1.0172003130124367
2013-10-29,4.2024721372673885e-05,0.972294244229719,4.433699335387327e-05,1.0204734389270955,4.196944783963558e-05,3.427348215030339e-05,0.998684737667904
2013-10-30,3.243679795796633e-05,0.9703711675076039,3.964528795038291e-05,1.01683714857634,3.479786989829036e-05,3.3698454439263545e-05,1.0727899203670985
2013-10-31,3.3498134377451295e-05,0.9699766784453779,4.009324092809334e-05,1.0103968292190866,3.554734625645912e-05,3.381000221761573e-05,1.061173910639848
2013-11-01,3.528785039280735e-05,0.9697439393894062,4.016555235866082e-05,1.0100627389729324,3.650871503370313e-05,3.3761508775280556e-05,1.0345973083456685
2013-11-04,3.477448195487655e-05,0.9698398896465185,4.023891550517575e-05,1.0077226434762416,3.627884991052486e-05,3.352465199216679e-05,1.0432606863159135
2013-11-05,3.766596277267884e-05,0.9704098832310544,4.077134090039331e-05,1.0078638877696493,3.802832920397172e-05,3.322394823233368e-05,1.009620527516576
2013-11-06,3.8333959556374354e-05,0.9690906796092033,4.033418878784734e-05,0.980189636279848,3.810596113787301e-05,3.637804230318875e-05,0.994052312332462
