Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_IWD,Predicted_Covariance,Future_Cov_45_IWD,Beta_Predicted
2013-03-19,6.71640875084588e-05,0.9836738411217154,6.11492583148784e-05,1.013333601295363,6.303986560882644e-05,5.76432503392861e-05,0.9385948346411623
2013-03-20,6.839791392936718e-05,0.984047877816284,6.372850786187798e-05,1.010704512666934,6.496875318230941e-05,5.7234944648694426e-05,0.949864541912799
2013-03-21,6.814178529168062e-05,0.9842454500700589,6.573595664654676e-05,1.0123888759145323,6.587364021635976e-05,5.51401927993143e-05,0.9667143285780951
2013-03-22,6.79733209422515e-05,0.9852253562668495,6.527729951879797e-05,1.0161649308809049,6.562750815792053e-05,5.483201136179138e-05,0.9654892132411197
2013-03-25,7.243408887933498e-05,0.9849810868911113,6.877145772029787e-05,0.9950392738259742,6.951899855235898e-05,5.440877708757708e-05,0.9597552703143388
2013-03-26,7.339742545776695e-05,0.9856995703491694,7.238193022889649e-05,0.9982460923562116,7.184558092352664e-05,5.371891026045554e-05,0.9788569622904111
2013-03-27,7.311742529462491e-05,0.9860372867902096,7.215238350548646e-05,1.0000625507711547,7.161914370459298e-05,5.935698004659228e-05,0.9795085564898566
2013-03-28,6.422356192814954e-05,0.9858353186096942,7.150028530531251e-05,0.9992879421749948,6.680445953293306e-05,5.967415507735838e-05,1.04018614862363
2013-04-01,6.678777769649997e-05,0.9852735456542785,7.075378730460427e-05,1.0032422429582533,6.772985792121916e-05,6.012217368163129e-05,1.0141055782541566
2013-04-02,6.451960799026473e-05,0.9851673218668897,6.903144878938956e-05,1.003760255764722,6.574751637395368e-05,6.485062870857811e-05,1.0190315536925494
2013-04-03,6.836168011312682e-05,0.9844850566842149,7.454316013169138e-05,0.9997330148615556,7.027799978231486e-05,6.334276726407276e-05,1.0280320739048083
2013-04-04,6.901245142532413e-05,0.983884612429139,7.547794954866037e-05,0.9944165513119212,7.100974325717808e-05,6.580197038798014e-05,1.0289410358653197
2013-04-05,6.697476452894188e-05,0.9847175879071817,7.434781055789699e-05,0.9976534909595404,6.948665157489467e-05,6.529011825081083e-05,1.0375049776377687
2013-04-08,7.273438811092278e-05,0.9851873464542222,7.477346049473749e-05,1.002088484858044,7.265449025307139e-05,6.789216251411894e-05,0.9989015119267994
2013-04-09,7.022991067372413e-05,0.984740067498644,7.297573301802665e-05,0.9992365011901234,7.049720519204387e-05,6.943479181220594e-05,1.0038059925714777
2013-04-10,6.636144982931065e-05,0.9848926644897842,7.382868966972524e-05,1.0160208643482067,6.893811686771311e-05,7.234112388310187e-05,1.0388277689084542
2013-04-11,6.716170407401359e-05,0.9846113153060954,7.232355007662057e-05,1.0161169400469354,6.862234323558127e-05,7.331471772710958e-05,1.0217480956105287
2013-04-12,6.98842565011876e-05,0.9859579619982486,7.39137668037268e-05,1.0147659198459529,7.086156517275195e-05,7.414293803520834e-05,1.0139846758124664
2013-04-15,9.593981606210937e-05,0.9861925314242557,9.508767195787174e-05,1.0067636241317874,9.419400378709157e-05,6.076451190173432e-05,0.9818030475075374
2013-04-16,8.836558039441448e-05,0.9869506746981513,9.674862996190384e-05,1.0119714314125947,9.125557949233324e-05,6.207903287350261e-05,1.0327050315860475
2013-04-17,8.959564094882932e-05,0.9869590719183687,0.00010078917597683602,1.0124540620550204,9.378848723550246e-05,7.195322626119844e-05,1.0467974361505803
2013-04-18,9.719405369416862e-05,0.9870518309394773,9.958226599295947e-05,1.0100835163351072,9.710706063318741e-05,7.085399125648584e-05,0.9991049549054211
2013-04-19,7.72897485213767e-05,0.9868086910640317,9.494994531150845e-05,1.0154168292015733,8.453591784502282e-05,7.368678927130017e-05,1.0937533044455694
2013-04-22,7.797978274745508e-05,0.986916462172594,9.183412514909965e-05,1.022740817228411,8.351672394932818e-05,7.583675365135895e-05,1.0710048298006294
2013-04-23,8.499754389235151e-05,0.9861588972720314,9.283566478506627e-05,1.0154773464923204,8.760068686038278e-05,7.510299285488792e-05,1.0306260963414204
2013-04-24,7.773768893068322e-05,0.9857828690503918,8.987924967265124e-05,1.0205159706783136,8.239992159621202e-05,7.616689023317085e-05,1.0599739036451932
2013-04-25,6.90805921567358e-05,0.9857569137528684,8.330729673178592e-05,1.0215248372035046,7.478067460244452e-05,7.638807960784096e-05,1.0825135145450966
2013-04-26,7.034557142953508e-05,0.9855681494022086,8.159974612012395e-05,1.0190795455529646,7.467056623563285e-05,7.680028481443504e-05,1.0614821191754777
2013-04-29,6.776168711759701e-05,0.9854714252045349,8.212811947532328e-05,1.023083355380913,7.351603579301347e-05,7.620929448435448e-05,1.084920386728714
2013-04-30,5.8041023931509805e-05,0.9855002580171122,6.95458385499901e-05,1.0242184713823943,6.261232762215363e-05,7.61881560767713e-05,1.0787598732930366
2013-05-01,6.311211636341748e-05,0.9851062014958258,7.667101002654962e-05,1.0162545374506398,6.852594245326147e-05,7.606839314933444e-05,1.085781089302562
2013-05-02,6.214021471172626e-05,0.9852677891576239,7.563258997417658e-05,1.0195030671618903,6.754530171835704e-05,7.517553168320224e-05,1.0869821102438322
2013-05-03,7.476459886581012e-05,0.9835833220195699,7.987962461304823e-05,1.024653378401938,7.601112625086043e-05,7.447113937707921e-05,1.0166726954194942
2013-05-06,7.535412832838797e-05,0.9827547063077224,8.173647776259529e-05,1.0239609633702005,7.712703160461359e-05,7.432216617543997e-05,1.0235276197277399
2013-05-07,7.392273390092128e-05,0.9820618521476737,8.170370582391541e-05,1.0178175237094416,7.632182190546668e-05,7.729299625468342e-05,1.0324539945689901
2013-05-08,6.958015556766957e-05,0.9814946519607488,7.96274686589682e-05,1.017527857726862,7.305704301218072e-05,7.691367645091262e-05,1.049969526744299
2013-05-09,7.111722928104653e-05,0.9809542432004522,7.898111317073592e-05,1.0157793077843935,7.351869499627991e-05,7.674473373541103e-05,1.0337677063562627
2013-05-10,7.562958883543677e-05,0.980259975928198,7.890668546479611e-05,1.0175987048052029,7.572582977173519e-05,7.71688849328797e-05,1.001272530206502
2013-05-13,7.357910230951406e-05,0.9798760486490079,7.838134346765018e-05,1.0179029155936867,7.441401479108576e-05,7.727988465544531e-05,1.011347141448663
2013-05-14,7.590263764609063e-05,0.9799212370284599,8.11324641725234e-05,1.0207898398810031,7.689833511759067e-05,7.585938463047873e-05,1.0131180878870463
2013-05-15,7.650099964197039e-05,0.9807968428758764,8.126053118027612e-05,1.0221767731480405,7.733078925688983e-05,7.544640600300434e-05,1.0108467813336155
2013-05-16,7.639729836462006e-05,0.9811041472812829,8.159947014952344e-05,1.0227192174793212,7.746361874632298e-05,7.491902173790366e-05,1.0139575666224965
2013-05-17,7.425705624970095e-05,0.9788964577208457,8.278120972899408e-05,1.0191255568907356,7.674878441199883e-05,7.284187314529427e-05,1.0335554395520212
2013-05-20,7.217439206379002e-05,0.9756430902634214,8.187823288230631e-05,1.024029255026081,7.500095111134529e-05,7.354831888138519e-05,1.0391629076010376
2013-05-21,7.13709588975209e-05,0.9744666182446327,7.950519553036843e-05,1.024175035996861,7.340497366334662e-05,7.363793776959584e-05,1.0284991934709227
2013-05-22,7.35750525384875e-05,0.9731136405464957,8.22483211686725e-05,1.018146698805495,7.569938857975035e-05,7.181916880851381e-05,1.028873048240796
2013-05-23,7.454058968752127e-05,0.9724897489070002,8.112452676350354e-05,1.0180962539686125,7.562363214113955e-05,7.184442266577141e-05,1.0145295664839582
2013-05-24,7.630250921850573e-05,0.9723180464954184,7.795115482291626e-05,1.0181148969286204,7.49875273290078e-05,7.18119415719282e-05,0.9827662038514062
2013-05-28,7.438631671877e-05,0.9719652831292114,7.716912668403951e-05,1.0204141831195113,7.36408975496639e-05,7.124835562151327e-05,0.9899790821486123
2013-05-29,7.273626036607267e-05,0.9723251671045139,7.550636187325012e-05,1.026675176639676,7.205743253855294e-05,7.333972114800089e-05,0.9906672707106019
2013-05-30,7.309916508279677e-05,0.9724082708014343,7.542019713657497e-05,1.0257428799385198,7.220190960517275e-05,7.308837993073874e-05,0.9877255030668581
2013-05-31,7.696255068093324e-05,0.9725761648055836,8.327394994945876e-05,1.0255199388813714,7.786063312015341e-05,6.773303740995122e-05,1.0116690836163083
2013-06-03,7.835861755638394e-05,0.9727114927246867,8.27843618670824e-05,1.029169423768665,7.834324975395064e-05,6.846166974404503e-05,0.9998038785916272
2013-06-04,7.696792659140356e-05,0.9725720155906811,8.266246761267193e-05,1.0283281146416068,7.757661859651768e-05,6.805539874964762e-05,1.0079083851166404
2013-06-05,8.390672708275947e-05,0.9724980611861896,8.717806938145434e-05,1.0314816060862413,8.317460713731666e-05,6.31367127539763e-05,0.9912745977480363
2013-06-06,8.864935953499249e-05,0.9724494690912016,8.282906468141085e-05,1.0289270457928152,8.332901022430642e-05,6.184478669420212e-05,0.939984345757332
2013-06-07,8.584609796353898e-05,0.9719074121237573,8.420936465337783e-05,1.0351536355597004,8.26352545742764e-05,5.896551309281144e-05,0.9625976781073229
2013-06-10,7.344670994631798e-05,0.9706157487863841,8.191673913456947e-05,1.0342636313007527,7.52869727690948e-05,5.903485502976183e-05,1.025055755718968
2013-06-11,7.540176794643908e-05,0.9698711532146638,8.362272686421552e-05,1.0288498672730508,7.701351923334363e-05,5.665330260032521e-05,1.0213755105589757
2013-06-12,7.564969572692771e-05,0.9695976330285706,8.347638244021487e-05,1.0242259904248894,7.705076401973644e-05,5.959944110934546e-05,1.0185204749251888
2013-06-13,7.668406692361186e-05,0.9687971546091839,8.644738994135692e-05,1.0164549090975623,7.88789945378085e-05,5.449669583575371e-05,1.0286229943487881
2013-06-14,7.978958283363962e-05,0.9686377872558884,8.47923495740709e-05,1.0215894924284905,7.96733061581636e-05,5.479942811139852e-05,0.998542708567377
2013-06-17,6.406673037804978e-05,0.9682668205702109,8.164135605867817e-05,1.024590210251998,7.002714737938014e-05,5.415592356532421e-05,1.0930345120807428
2013-06-18,5.269216623890948e-05,0.9680485190219442,6.419506618387295e-05,1.0304345404712685,5.6301631119155805e-05,5.3916463272206604e-05,1.0685009772397815
2013-06-19,5.313666894497608e-05,0.968064334009666,6.584508284874934e-05,1.0314566663547498,5.726154436866143e-05,5.1277523655238424e-05,1.0776276628848662
2013-06-20,6.610900161714408e-05,0.9683018794812559,7.671547429240724e-05,1.0380483963780651,6.895766722161468e-05,3.6123572973447435e-05,1.0430904345064538
2013-06-21,6.524441916700448e-05,0.9696399133555765,7.506582176603436e-05,1.0536821917812622,6.785834920758325e-05,3.697418603174687e-05,1.0400636571518547
2013-06-24,5.5679700730278476e-05,0.9669437170318025,7.58440734013737e-05,1.0406437608206518,6.283628009401312e-05,3.906103038129041e-05,1.1285312110135484
2013-06-25,5.683904438603972e-05,0.9649152014049582,7.437678843384442e-05,1.0302449171493306,6.273808280677864e-05,3.7034712880117186e-05,1.1037849683163883
2013-06-26,5.616484134519195e-05,0.9640239829786713,6.85561225885506e-05,1.0387323242784787,5.981956216177125e-05,3.537258399373672e-05,1.0650713280594386
2013-06-27,5.600093181678947e-05,0.963380964824602,6.703845858463437e-05,1.0241574558928117,5.902794958402047e-05,3.4503133489287195e-05,1.0540529892812154
2013-06-28,5.651835513949762e-05,0.9625170140435816,6.451960358713879e-05,1.0201264232305378,5.812313318330717e-05,3.426961045858111e-05,1.02839392689063
2013-07-01,4.0959150997653995e-05,0.9626191802120982,6.142636693568274e-05,1.0252901217050827,4.8284462209485964e-05,3.516577449766897e-05,1.178844312770339
2013-07-02,4.708768430286185e-05,0.9631347241445607,6.0610303110556305e-05,1.0189094078907628,5.14533831142856e-05,3.49008659517143e-05,1.092714238894063
2013-07-03,4.5307854285029834e-05,0.9630282793055396,5.8249150796193286e-05,1.019009858568202,4.947326663525878e-05,3.4903890824736135e-05,1.0919357673401284
2013-07-05,5.048108536897671e-05,0.9634671260810678,5.566036318406196e-05,1.0232064559214458,5.107098813263041e-05,3.4527258652797975e-05,1.0116856196601554
2013-07-08,5.858594159480322e-05,0.9631225629930327,5.560048459525288e-05,1.0247132678492603,5.496896410134013e-05,3.503909808508174e-05,0.9382620233625479
2013-07-09,6.185296409698371e-05,0.9658009509894384,5.401755679167583e-05,1.0182324355393473,5.5825851447617586e-05,3.395972819126303e-05,0.9025574160049018
2013-07-10,6.043816195282401e-05,0.9672337763920605,5.336110497628539e-05,1.0205160173175294,5.492872079258577e-05,3.4271857323409365e-05,0.9088416824366908
2013-07-11,6.428746384905295e-05,0.9681041200340157,5.417782926667514e-05,1.0314269197470358,5.713418215455718e-05,3.067179503937754e-05,0.8887297574641972
2013-07-12,6.999194674271863e-05,0.9683695923556587,5.426764698994332e-05,1.0336632508582944,5.9680942897325516e-05,3.1438856263102265e-05,0.8526829967553976
2013-07-15,7.060701256657018e-05,0.9685038552620232,5.360093435099477e-05,1.0305554003442383,5.9581502686132694e-05,3.1452027327766646e-05,0.8438468152148154
2013-07-16,3.5042919617133015e-05,0.9697834691260696,5.109888581794151e-05,1.0221903729790327,4.1037475216406096e-05,3.355776590276157e-05,1.1710632465778408
2013-07-17,3.792838595062833e-05,0.9702672974507316,4.9796584288492754e-05,1.0233025175105417,4.2167062895880905e-05,3.3643058092629255e-05,1.1117547409154214
2013-07-18,3.7451029819475974e-05,0.9706075806631738,4.811461796310143e-05,0.977633625960122,4.1201600044966684e-05,3.4948820422205336e-05,1.1001459837972272
2013-07-19,4.0860668714576163e-05,0.9702643410424828,4.674146885993275e-05,0.9734387215222298,4.240274611293022e-05,3.5253589879452836e-05,1.0377398962588185
2013-07-22,3.950888193740232e-05,0.9700962001581441,4.5912788292654036e-05,0.9796423881733248,4.131702163036284e-05,3.552728433311847e-05,1.0457653976598307
2013-07-23,3.3171208880188284e-05,0.9704046284119159,4.327024485095565e-05,0.97817902531337,3.676445947278753e-05,3.5559820823894304e-05,1.1083243786977368
2013-07-24,3.471216593235655e-05,0.9713559060489537,4.3644872758267096e-05,0.9637907641837716,3.780818745485089e-05,3.504086326650176e-05,1.0891912515205058
2013-07-25,3.488954269695917e-05,0.9722044501486116,4.3107805375427406e-05,0.9591662817503552,3.7703633044298833e-05,3.523109981402761e-05,1.080657129036688
2013-07-26,3.343176772700175e-05,0.9733697093524324,4.1045368396657416e-05,0.96233280237524,3.605699889096564e-05,3.5924791086340285e-05,1.0785250479544213
2013-07-29,3.360094972876798e-05,0.9736926530946087,4.070980512081897e-05,0.9639422896505188,3.6011995004412635e-05,3.7150322364390676e-05,1.0717552716547296
2013-07-30,3.816574763863081e-05,0.9735210842190326,4.04620086502225e-05,0.963146910771635,3.8256564598081376e-05,3.714283258531801e-05,1.0023795409514955
2013-07-31,3.750748633018741e-05,0.9731356848732502,4.0217941622824985e-05,0.9600018135734228,3.779569171398812e-05,3.886808045368489e-05,1.0076839429137843
2013-08-01,4.226173154810077e-05,0.9723433452305311,4.205946713931301e-05,0.9522762205534931,4.0994460262424745e-05,3.689802230589347e-05,0.970013739635025
2013-08-02,4.130983358011611e-05,0.9723369690160782,4.152893321269673e-05,0.9500544885966606,4.0273456843833724e-05,3.822179315936849e-05,0.9749121057514686
2013-08-05,3.7225611971094185e-05,0.9720571395853889,3.7927225670558945e-05,0.9443769985553896,3.652483438199482e-05,4.063945472824925e-05,0.9811748537634917
2013-08-06,4.1983018398946586e-05,0.9721855117155946,4.0258611384064374e-05,0.9426141278078468,3.996827176527985e-05,4.0049441881599395e-05,0.9520104387321211
2013-08-07,4.81253999850549e-05,0.9725626503576358,3.999916724511658e-05,0.9539201745603444,4.2670746248726485e-05,5.0456465445965216e-05,0.8866574877710662
2013-08-08,4.5117615842124565e-05,0.9727825002979867,4.389422056241928e-05,0.9571280626348344,4.329048896316697e-05,5.1228815779007265e-05,0.9595030268143806
2013-08-09,4.7210405389653165e-05,0.973601007007215,4.831844237861505e-05,0.9579393989703886,4.6500362883970417e-05,5.139543876146926e-05,0.9849600421809052
2013-08-12,4.729046229109182e-05,0.9730562202769777,5.001596425774656e-05,0.9600360690395504,4.732373742049284e-05,5.2672915139677355e-05,1.0007036329904369
2013-08-13,5.1414947954433665e-05,0.9752199240151168,5.0810937941614164e-05,0.9658782705756211,4.984549022876631e-05,5.693015878296003e-05,0.9694746802611123
2013-08-14,5.361675369996386e-05,0.9770068728922147,4.924948396444313e-05,0.971878484100634,5.0205201993683815e-05,5.7444472744607926e-05,0.9363715355582533
2013-08-15,5.120699157562921e-05,0.9781702259962939,5.082538472898054e-05,0.973251963586813,4.9902167274435715e-05,5.338786287857279e-05,0.974518629955709
2013-08-16,4.9139520575593413e-05,0.9790084475538111,4.582064601510952e-05,0.97220232807249,4.645500387905755e-05,5.2926499084677944e-05,0.9453694976041503
2013-08-19,5.1240075352845624e-05,0.9789605323336555,4.727803015001658e-05,0.9649496912998792,4.818365601099625e-05,5.169020173830727e-05,0.9403509982996223
2013-08-20,5.687877447837599e-05,0.9793186233018366,5.026091577522595e-05,0.964365256040846,5.2361771033118126e-05,5.2182510926295375e-05,0.9205854295089441
2013-08-21,5.746511661394483e-05,0.9791495468805924,5.316662561355674e-05,0.9607114309007696,5.4121611829629094e-05,5.086035312860795e-05,0.9418167928418615
2013-08-22,5.43081375808944e-05,0.9797410926770967,5.266148014809439e-05,0.9610615410750536,5.2395056057408893e-05,4.979764857715742e-05,0.9647735752190749
2013-08-23,4.6628310947370826e-05,0.9780780449184661,4.030322398521567e-05,0.9608366263300334,4.240023331568938e-05,4.969191804662552e-05,0.9093238089525983
2013-08-26,5.7057237442025364e-05,0.9770743733387102,4.537695101711192e-05,0.9587911521905956,4.971651162701954e-05,4.9368970087246256e-05,0.8713445279844722
2013-08-27,6.26349019454684e-05,0.9794337897087727,5.0412161283408305e-05,0.9532728173198024,5.5036517070200634e-05,4.316022835810609e-05,0.8786876862698194
2013-08-28,6.352118414260544e-05,0.9809074468588591,5.220822558710173e-05,0.9545484851793624,5.6488077049614e-05,4.3570828589927544e-05,0.8892793453408855
2013-08-29,6.345432123592429e-05,0.9802097693486592,5.436894318761077e-05,0.9547777307713238,5.757382372108181e-05,4.359596326253622e-05,0.9073270755985445
2013-08-30,6.533098257867051e-05,0.9813390568030853,5.452813656252997e-05,0.9569178855634304,5.8571858849999086e-05,4.326419770415791e-05,0.8965403019840977
2013-09-03,6.741624909395761e-05,0.9816460779401373,5.652316476393746e-05,0.9609890281664998,6.0596907876017115e-05,4.377249992711962e-05,0.8988472169604628
2013-09-04,5.29054408502055e-05,0.9805374136563002,6.149227998823282e-05,0.9579276992469078,5.592740080096137e-05,4.292751609492969e-05,1.057120022103438
2013-09-05,5.526096611110341e-05,0.979761899398064,6.395833508932524e-05,0.9545898747953236,5.82476432910929e-05,4.7059964240379665e-05,1.05404677822651
2013-09-06,5.903493096893949e-05,0.9790991113757647,6.752344434086458e-05,0.962271374831712,6.181707902267514e-05,5.061894160222256e-05,1.0471271501138784
2013-09-09,5.950680039687122e-05,0.9782729365321068,6.983669422588426e-05,0.9598098148185724,6.306453177110909e-05,4.9052615136549124e-05,1.0597869714135215
2013-09-10,6.058865375686932e-05,0.9776270861438212,7.33097112900624e-05,0.9597185176470248,6.515528242445778e-05,4.842901030878688e-05,1.0753710205530143
2013-09-11,5.2548421709793746e-05,0.9786352281975094,6.865879867879976e-05,0.9582171845365804,5.878259894509097e-05,4.929903533514244e-05,1.1186368121525394
2013-09-12,5.463125330927889e-05,0.979222867621795,6.695989592481583e-05,0.956042191363767,5.922560609615309e-05,4.916250337302595e-05,1.084097517603424
2013-09-13,5.629719144726608e-05,0.9788904664351059,6.187653042415679e-05,0.9576908973336032,5.7775064683915954e-05,4.9425408798112964e-05,1.0262512782371072
2013-09-16,5.4138744378514925e-05,0.9787676563268903,6.267393937639685e-05,0.9557271367570094,5.701343343585891e-05,4.937572707397077e-05,1.0530985542857327
2013-09-17,5.7555509167455784e-05,0.9794581644347885,6.266268834118249e-05,0.9569615517025616,5.8821196223417694e-05,4.9423955657033066e-05,1.0219907194683908
2013-09-18,6.204530316157312e-05,0.9803916021258154,6.431824964282581e-05,0.954960959327928,6.193286152475701e-05,4.7195676463492926e-05,0.9981877494171751
2013-09-19,6.178297806302708e-05,0.9804938189322077,6.376326549302415e-05,0.956929850462883,6.154100079306876e-05,4.830057848361879e-05,0.996083431431365
2013-09-20,6.675064824066973e-05,0.9827904414513912,6.244668518904385e-05,0.9758861507661024,6.345171468570246e-05,4.586559440254243e-05,0.9505782544152538
2013-09-23,6.644616634370019e-05,0.9823571990380359,6.170706814193236e-05,0.976334033666246,6.290307161086378e-05,4.52185032531462e-05,0.9466772136332237
2013-09-24,6.687102886618699e-05,0.9837127576508373,6.230582689062027e-05,0.9684815673355625,6.349677066824801e-05,4.457355101192073e-05,0.9495408063080489
2013-09-25,5.221698153901886e-05,0.9848939076464973,6.06431384380761e-05,0.9741687161393784,5.542250703655427e-05,4.443294167583989e-05,1.0613885637020228
2013-09-26,5.0374063840171386e-05,0.9852766553305912,5.8120026011267493e-05,0.9794176825948046,5.3311952329847134e-05,4.465157850214259e-05,1.0583214508759347
2013-09-27,5.122431082106018e-05,0.9856264465159871,5.7249948979817884e-05,0.978696046466085,5.3375009098457586e-05,4.416528315715807e-05,1.0419858899597567
2013-09-30,5.1567877421329924e-05,0.9860299444891284,5.7317789308276474e-05,0.9762111210878424,5.36073634360333e-05,4.377071016220675e-05,1.0395495435664333
2013-10-01,5.3629225784131454e-05,0.9861975486240561,5.8274529851501695e-05,0.9778699281624622,5.5132041138584645e-05,4.2965496689531056e-05,1.0280223205254226
2013-10-02,4.9785428743887e-05,0.9875526173194689,5.701309739599617e-05,0.9805665322426264,5.261368109299521e-05,4.369466427993133e-05,1.0568088378561062
2013-10-03,5.1677659876475144e-05,0.9882423325929981,5.690873758298895e-05,0.986254490640747,5.3592541010615455e-05,4.344820758321885e-05,1.0370543313826022
2013-10-04,4.988490741732951e-05,0.9878800665901393,5.410738437755316e-05,0.9891815559655556,5.132359599165817e-05,4.281140696740369e-05,1.0288401572502242
2013-10-07,5.300164613196136e-05,0.9871326370355021,5.5011369814002635e-05,0.9915866526433856,5.33023577371318e-05,4.112961572294769e-05,1.005673627653408
2013-10-08,5.7418241986777646e-05,0.9866576780154864,5.685680467404817e-05,1.0201988317935196,5.637449570306808e-05,4.2058815324568394e-05,0.9818220438732707
2013-10-09,4.671951297786224e-05,0.9873402352969555,5.425080897683459e-05,1.0153814982026927,4.970717689089961e-05,4.2410353490342977e-05,1.0639489524313548
2013-10-10,5.493659376391755e-05,0.986988760638835,6.282837192451098e-05,1.020402576808371,5.7985709346273006e-05,3.344528987071618e-05,1.055502450615315
2013-10-11,5.397060840252837e-05,0.986785706882477,6.114047965300618e-05,1.0210505374461043,5.668470985035928e-05,3.341089118356467e-05,1.0502885093973438
2013-10-14,5.390763459317086e-05,0.9865965315326483,5.9044477424944684e-05,1.0223331396500903,5.566143054655277e-05,3.3668277403735443e-05,1.032533350176045
2013-10-15,5.553151341989191e-05,0.986573798425723,5.828135334317654e-05,1.0315213961699832,5.612600698557077e-05,3.802839231145866e-05,1.0107055170851136
2013-10-16,4.144281603770634e-05,0.9854380722633495,5.7421248943596346e-05,1.0329331862115243,4.8071788846723614e-05,3.4549526915221244e-05,1.1599546904096953
2013-10-17,4.1583055321708076e-05,0.9847598986701845,5.5020058493012176e-05,1.0260462725615076,4.710305515643012e-05,3.361421158410585e-05,1.1327463745031832
2013-10-18,4.3823960134694674e-05,0.9843001971207834,5.036801459284749e-05,1.0152508320495532,4.624457559296651e-05,3.293971814214672e-05,1.0552349776430971
2013-10-21,4.4710412594374516e-05,0.9838170959128769,4.839410821997922e-05,1.0156256258124192,4.5763048745467334e-05,3.2960816374069944e-05,1.0235434228854614
2013-10-22,4.4371990394003997e-05,0.9832616788859376,4.613813276980849e-05,1.011253412799893,4.4489095462598384e-05,3.267260098834853e-05,1.0026391664551115
2013-10-23,3.6244305626284386e-05,0.9788242094023962,4.5961989434131234e-05,1.007937751619388,3.995066414819227e-05,3.1799020584353054e-05,1.102260436718645
2013-10-24,4.040389782719303e-05,0.9760790363966978,4.47997571287785e-05,1.0099796032828654,4.152737190292392e-05,3.178759394417353e-05,1.0278060814957997
2013-10-25,3.967999624918889e-05,0.9744601897928784,4.343547909070873e-05,1.0110019054482329,4.045500140544971e-05,3.18467294292218e-05,1.0195313817923222
2013-10-28,4.081308187982178e-05,0.9733917476780727,4.283821235833337e-05,1.0086486129776155,4.0700807433064196e-05,3.4330503285896206e-05,0.9972490573711589
2013-10-29,4.2024721372673885e-05,0.9728904251226911,4.2071021010931775e-05,1.0077038740641082,4.090796507939046e-05,3.3844605281289665e-05,0.9734262058900982
2013-10-30,3.243679795796633e-05,0.9718855468396108,3.7719119017878746e-05,1.003952246750597,3.3994987187932034e-05,3.327144282020825e-05,1.0480377018713407
2013-10-31,3.3498134377451295e-05,0.971139319372637,3.856920485474654e-05,0.9997865630786656,3.490697308207398e-05,3.345496040497034e-05,1.042057228881708
2013-11-01,3.528785039280735e-05,0.970659469319176,3.9067360608803815e-05,0.9995920939610838,3.6040145288836145e-05,3.341152578926347e-05,1.0213188076818114
2013-11-04,3.477448195487655e-05,0.970708882745207,3.9597256803800556e-05,0.9983015614527232,3.602067843401301e-05,3.321123391203062e-05,1.0358365217561984
2013-11-05,3.766596277267884e-05,0.9704740142016592,4.101231051785767e-05,0.9956716055937496,3.814306305902407e-05,3.282203309601256e-05,1.0126666159902673
2013-11-06,3.8333959556374354e-05,0.9696001310288089,3.940452801787508e-05,0.9765042710514498,3.768404993875694e-05,3.624126634961901e-05,0.9830461130251456
