Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SIG,Predicted_Covariance,Future_Cov_45_SIG,Beta_Predicted
2013-07-29,3.360094972876798e-05,0.6419927377010045,0.00025768698754655573,1.4412238363984915,5.973820047421241e-05,5.5544746502262006e-05,1.77787238028771
2013-07-30,3.816574763863081e-05,0.6243859175437799,0.00025412175385668774,1.4394966388205344,6.149090835164303e-05,5.551280086648849e-05,1.6111542981907376
2013-07-31,3.750748633018741e-05,0.6154370571272756,0.000253581301247223,1.4001329302671348,6.002072480379629e-05,5.668789226231457e-05,1.6002331981252873
2013-08-01,4.226173154810077e-05,0.6103672614673875,0.00025274024870582866,1.3881652405564546,6.308150974970912e-05,5.3787494536561325e-05,1.4926390244543586
2013-08-02,4.130983358011611e-05,0.6028776273788867,0.00025224072756901056,1.3666576296795736,6.154085072483736e-05,5.4982220355007675e-05,1.4897385293379435
2013-08-05,3.7225611971094185e-05,0.6221348371745591,0.0002530249892865993,1.384043476446668,6.0379171772404595e-05,5.955965921345376e-05,1.6219792926249064
2013-08-06,4.1983018398946586e-05,0.6179537434052091,0.000254807678684588,1.3563674452923873,6.39144495167689e-05,5.762884044254926e-05,1.5223881453548038
2013-08-07,4.81253999850549e-05,0.6076160336001264,0.00025383465897607774,1.2662203317922176,6.715708885468752e-05,6.697520832652361e-05,1.3954603780029424
2013-08-08,4.5117615842124565e-05,0.5982051165093157,0.00025250685959245987,1.3079896410242546,6.384983578477115e-05,7.000814517591488e-05,1.41518638768933
2013-08-09,4.7210405389653165e-05,0.5902189123362315,0.0002524143290242007,1.3094538562366898,6.443012722460165e-05,7.025491962384894e-05,1.3647442061305077
2013-08-12,4.729046229109182e-05,0.5866416105081468,0.0002528342448204814,1.2960299396712458,6.414718341398849e-05,7.110740651554892e-05,1.3564507578533864
2013-08-13,5.1414947954433665e-05,0.5801193774148209,0.0002611411636540412,1.3134583252911274,6.722019066523383e-05,7.741699269107899e-05,1.3074055958358162
2013-08-14,5.361675369996386e-05,0.5712393049272579,0.0002689872984684278,1.2888293212695658,6.860159707276973e-05,7.617837212090724e-05,1.2794806163883057
2013-08-15,5.120699157562921e-05,0.5879081836799385,0.0002793075731826784,1.2768024552105306,7.030974002936212e-05,7.003916452486541e-05,1.3730496142410449
2013-08-16,4.9139520575593413e-05,0.6031066496464478,0.00028283762529124313,1.274500770140537,7.110140218655093e-05,6.938356543334165e-05,1.4469290980804874
2013-08-19,5.1240075352845624e-05,0.6104332314351834,0.0002866603933754516,1.301059770733114,7.39821408164735e-05,6.969486868501482e-05,1.4438335679060412
2013-08-20,5.687877447837599e-05,0.6289177030223211,0.00028196543253717005,1.2947552631023052,7.964653184740209e-05,7.006015639872142e-05,1.4002856527382086
2013-08-21,5.746511661394483e-05,0.6262318961874697,0.00027670832581237797,1.2540205725218203,7.896750989986451e-05,6.638822761710934e-05,1.3741816697314728
2013-08-22,5.43081375808944e-05,0.5690601371439897,0.00027941869796224196,1.3534938011705813,7.010005379839957e-05,7.013162610446215e-05,1.2907836085150666
2013-08-23,4.6628310947370826e-05,0.5264360687102403,0.00027475553533739123,1.3398075426013458,5.958592759863772e-05,6.929128717698218e-05,1.2778916153727313
2013-08-26,5.7057237442025364e-05,0.529188575382297,0.00028395443838438353,1.3231788220750913,6.735815153088695e-05,6.813160044067406e-05,1.1805365024783774
2013-08-27,6.26349019454684e-05,0.6210880567104766,0.0003083978399768005,1.0809349243863176,8.632111525691762e-05,4.8940237599489436e-05,1.3781631738175477
2013-08-28,6.352118414260544e-05,0.6213924178979852,0.0003127723567606044,1.0616671000198508,8.758695412001733e-05,4.8460309719981e-05,1.3788621119433808
2013-08-29,6.345432123592429e-05,0.5983670104935923,0.0003303239954750016,1.0639949100342851,8.66299980581557e-05,4.8582912561133196e-05,1.3652340198560131
2013-08-30,6.533098257867051e-05,0.598965820407932,0.00032699636011075027,1.0521261136781803,8.75453522699116e-05,4.756875472661751e-05,1.3400280971511624
2013-09-03,6.741624909395761e-05,0.6091903679649922,0.0003250355688085005,1.0179900292700816,9.017803446260676e-05,4.6368862886031725e-05,1.3376305516037563
2013-09-04,5.29054408502055e-05,0.5909566989958934,0.0002941448089101735,1.0396647504734626,7.372018613409764e-05,4.659039021876874e-05,1.3934329806045136
2013-09-05,5.526096611110341e-05,0.5850614809716014,0.00026974258401008146,1.2363008944454903,7.143079760985261e-05,6.0947928968374005e-05,1.2926085560328313
2013-09-06,5.903493096893949e-05,0.5820734115025922,0.0002515803149257222,1.2092593283989634,7.093664097613926e-05,6.36113979145179e-05,1.201604538395441
2013-09-09,5.950680039687122e-05,0.5683994474045083,0.00023718558922568905,1.172305252512486,6.752756602343333e-05,5.991253421900047e-05,1.1347873784688285
2013-09-10,6.058865375686932e-05,0.5861622500780798,0.000231272722436271,1.1108903290723509,6.938661537061768e-05,5.605739413101913e-05,1.1452080722746028
2013-09-11,5.2548421709793746e-05,0.5871107249550325,0.00021963208524971483,1.1201143985564237,6.307361815576313e-05,5.76284376913375e-05,1.200295196382801
2013-09-12,5.463125330927889e-05,0.5949836378334181,0.00021287316824722787,1.1033793250123476,6.416320758018504e-05,5.673901243863313e-05,1.1744780449561312
2013-09-13,5.629719144726608e-05,0.61386194261101,0.00020716872438002486,1.1005197818636676,6.629429706439409e-05,5.679665564376201e-05,1.1775773419619406
2013-09-16,5.4138744378514925e-05,0.6173326259802712,0.0002073919626255357,1.1169581353378977,6.541378516880727e-05,5.7705403480153995e-05,1.208261955827089
2013-09-17,5.7555509167455784e-05,0.6102528412088011,0.00020733466878670857,1.1414476611848057,6.666367075127354e-05,5.895206394745187e-05,1.1582500392328712
2013-09-18,6.204530316157312e-05,0.6116409255589206,0.00019682564258136328,1.1205545108572423,6.75914605931726e-05,5.537957090030704e-05,1.0893888360438282
2013-09-19,6.178297806302708e-05,0.5915618989050755,0.00019031865716514,1.130685610325833,6.41468442646489e-05,5.707081771503354e-05,1.0382608005591825
2013-09-20,6.675064824066973e-05,0.5674588763170718,0.00018361446983345477,1.144103719884444,6.282255410924756e-05,5.377163835091376e-05,0.941152719337505
2013-09-23,6.644616634370019e-05,0.5596871297545923,0.0001880470920150042,1.1568143127743316,6.256242809713923e-05,5.357737204862622e-05,0.9415506046432853
2013-09-24,6.687102886618699e-05,0.557428299173635,0.0001915735587997371,1.1440813149543998,6.309221855590604e-05,5.2655381964782736e-05,0.9434910696851609
2013-09-25,5.221698153901886e-05,0.5721840202555324,0.00018590293698982245,1.141642235949643,5.637476337566282e-05,5.207159914316985e-05,1.0796250896566488
2013-09-26,5.0374063840171386e-05,0.5755576368894011,0.00018075474357142732,1.1500708620747646,5.4920839439063795e-05,5.243164412236103e-05,1.0902602500627818
2013-09-27,5.122431082106018e-05,0.5545023403902464,0.00017904346077550858,1.2231525569098616,5.3103198166546144e-05,5.5196788845103495e-05,1.0366796022312414
2013-09-30,5.1567877421329924e-05,0.5505158713055931,0.0001761566939366801,1.252897175118583,5.24697563561511e-05,5.617657690075482e-05,1.0174891614687274
2013-10-01,5.3629225784131454e-05,0.5498563075028259,0.0001707465045236112,1.2702173871096558,5.261697613124151e-05,5.581061383429492e-05,0.9811250369907547
2013-10-02,4.9785428743887e-05,0.5769509531879442,0.00016918061232377968,1.2301307344464187,5.2949921088518016e-05,5.4815402825478164e-05,1.0635626211217388
2013-10-03,5.1677659876475144e-05,0.5872489080041629,0.00016753114296128678,1.2294173318234591,5.464134905369117e-05,5.4160442306092546e-05,1.0573495236490995
2013-10-04,4.988490741732951e-05,0.5865652311842334,0.00017029334293002231,1.2043464212256174,5.406294968818484e-05,5.212366168564271e-05,1.083753633857681
2013-10-07,5.300164613196136e-05,0.5854921479008043,0.00017324832951579936,1.2058049044839418,5.610483404113186e-05,5.001508665537316e-05,1.0585488967917016
2013-10-08,5.7418241986777646e-05,0.5971095322650477,0.00017953134085269568,1.1595118277194976,6.062462806469342e-05,4.780214631590314e-05,1.0558426375829157
2013-10-09,4.671951297786224e-05,0.5912826543130838,0.00017843684714127772,1.139391568509517,5.398667280634515e-05,4.758999378060261e-05,1.155548706852454
2013-10-10,5.493659376391755e-05,0.5778455533557453,0.0001801957429050072,1.2155528440043184,5.749299103540688e-05,3.984164499864141e-05,1.0465335962123006
2013-10-11,5.397060840252837e-05,0.5848648214266055,0.00018322117047091875,1.1552660303272069,5.815967669301515e-05,3.780270046561586e-05,1.0776175850982352
2013-10-14,5.390763459317086e-05,0.5856094471325384,0.00018198621317347188,1.164885582898605,5.8003267079172106e-05,3.8362926356927076e-05,1.0759749990314005
2013-10-15,5.553151341989191e-05,0.5813879237677897,0.00018148500245118707,1.144017428719848,5.836548950589381e-05,4.217570643908926e-05,1.0510336547929693
2013-10-16,4.144281603770634e-05,0.6013078439863482,0.00017969457796282698,1.0914990348658815,5.189063493324325e-05,3.650843615679367e-05,1.2521020503536986
2013-10-17,4.1583055321708076e-05,0.6010096251347101,0.00017538460766072355,1.0775790757653436,5.132575695120119e-05,3.530247321200637e-05,1.234294992374142
2013-10-18,4.3823960134694674e-05,0.5977665697420561,0.0001719015669761984,1.0309093871536636,5.188327129921478e-05,3.3447758495683274e-05,1.1839019371994108
2013-10-21,4.4710412594374516e-05,0.5982171417677146,0.00017050984767594694,1.0381281204425092,5.223215272974369e-05,3.369110573917696e-05,1.1682324026756032
2013-10-22,4.4371990394003997e-05,0.6079283030126105,0.0001694884192224148,1.078579198466568,5.2720173739648126e-05,3.484783076109562e-05,1.1881408355026648
2013-10-23,3.6244305626284386e-05,0.5916196235254869,0.00016277944606282147,1.0825846470931737,4.544250313143933e-05,3.415402530752701e-05,1.253783245290935
2013-10-24,4.040389782719303e-05,0.5796558811838929,0.00015514424033753494,1.0816181340815432,4.5893344395636605e-05,3.4042309307121145e-05,1.1358642820037281
2013-10-25,3.967999624918889e-05,0.6083644909628458,0.00014944600876299797,1.0856248223331155,4.684808347309687e-05,3.419736381521596e-05,1.1806473765494498
2013-10-28,4.081308187982178e-05,0.6036408742828844,0.00014584879106264935,1.010970861242021,4.6572521459953126e-05,3.4409543648066115e-05,1.1411174876989343
2013-10-29,4.2024721372673885e-05,0.5997867453589112,0.00014499100998200236,1.0327370240641742,4.6818750924422014e-05,3.468536525304871e-05,1.1140764149090918
2013-10-30,3.243679795796633e-05,0.5295097721908806,0.00013238480172843962,1.003408848362219,3.4698606354657855e-05,3.325343434573553e-05,1.0697297063545705
2013-10-31,3.3498134377451295e-05,0.5138853109285628,0.00012979709352091109,1.0054769873219034,3.388511765045729e-05,3.3645373963999254e-05,1.0115523828475204
2013-11-01,3.528785039280735e-05,0.5261625673971563,0.00012314533452365098,1.0036160081935075,3.4684986609117146e-05,3.354602576676703e-05,0.982915825787646
2013-11-04,3.477448195487655e-05,0.5156991115223168,0.0001258535837781408,1.0039692339748147,3.411611039819555e-05,3.3399784551573e-05,0.9810673942595234
2013-11-05,3.766596277267884e-05,0.49421170127435127,0.00013023930973529588,1.0208521374320847,3.461454307545389e-05,3.3652102211903745e-05,0.918987343675752
2013-11-06,3.8333959556374354e-05,0.471759970295033,0.00015052419744236356,1.0418783332662929,3.5835716134224754e-05,3.866751155030176e-05,0.934829497107502
2013-11-07,4.0431492315281525e-05,0.4987965182833683,0.0001734164077216419,0.9790052420905828,4.1766529676978635e-05,3.449687549198845e-05,1.033019739941494
2013-11-08,4.3778322206368926e-05,0.48578570574762836,0.0001788415275013492,0.98582870164379,4.2984162903505234e-05,3.1718690917615265e-05,0.981859530862785
2013-11-11,4.088414418239951e-05,0.47091310351373816,0.0001774550590683095,0.985783246318403,4.011090153958553e-05,3.1813011969404365e-05,0.9810869798481228
2013-11-12,3.99781619662566e-05,0.4469881587841035,0.00017779907697088002,0.9120090676569084,3.768531770472922e-05,2.9802210272638745e-05,0.9426475818607508
