Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_CSCO,Predicted_Covariance,Future_Cov_45_CSCO,Beta_Predicted
2013-03-25,7.243408887933498e-05,0.3446269915048286,0.00038778491392060213,0.7729744161291662,5.775854501060854e-05,4.226626406399263e-05,0.7973945127801105
2013-03-26,7.339742545776695e-05,0.35222846394425245,0.0004090934330147098,0.8022093959947101,6.1034601886280574e-05,4.316952992204332e-05,0.8315632531470744
2013-03-27,7.311742529462491e-05,0.33098436591960495,0.0004278487956742367,0.8087267779952045,5.8541397038331385e-05,4.8000576751514767e-05,0.8006490491485474
2013-03-28,6.422356192814954e-05,0.30944898782032554,0.0004387780271405588,0.8169333015073595,5.194678765058588e-05,4.8784541936834194e-05,0.8088431424700739
2013-04-01,6.678777769649997e-05,0.2976133454547249,0.0004438748899712677,0.8110687559864631,5.124260351030443e-05,4.86056253685802e-05,0.7672452247649769
2013-04-02,6.451960799026473e-05,0.290210030999168,0.0004565075110568983,0.756026908268417,4.980606641369355e-05,4.884515006470006e-05,0.7719524027673683
2013-04-03,6.836168011312682e-05,0.3069523616043362,0.00046464052272937486,0.7725350179990534,5.4706116321842825e-05,4.8947574123314344e-05,0.8002453455110174
2013-04-04,6.901245142532413e-05,0.3191446730572208,0.0004696948646089969,0.7276759815772865,5.745915475188281e-05,4.815136406229603e-05,0.8325911276178514
2013-04-05,6.697476452894188e-05,0.3131762284225041,0.0004738334600341174,0.6909759108009453,5.579011415098342e-05,4.522000808243075e-05,0.8330020201396121
2013-04-08,7.273438811092278e-05,0.3144853684127309,0.0004733029803041543,0.7381426088976997,5.834987887688384e-05,5.000965355766737e-05,0.8022323469319353
2013-04-09,7.022991067372413e-05,0.30762721932432796,0.0004728763901086048,0.7255631804150177,5.606084420272446e-05,5.04178223260615e-05,0.7982474086172959
2013-04-10,6.636144982931065e-05,0.3081544710914871,0.0004622272547608235,0.6876284458489805,5.3970219088877635e-05,4.8959442007736276e-05,0.8132766723405728
2013-04-11,6.716170407401359e-05,0.3111232671803792,0.0004605259727053317,0.7017086759980937,5.471676445093413e-05,5.0629579608315464e-05,0.8147018484021061
2013-04-12,6.98842565011876e-05,0.3054865353894933,0.00046050986024163043,0.7328490670672436,5.4802606456189176e-05,5.35449426375844e-05,0.7841910209813547
2013-04-15,9.593981606210937e-05,0.34688960686289355,0.0004720033401740496,0.6468997446766852,7.381816835898447e-05,3.9044465147948134e-05,0.7694216164766897
2013-04-16,8.836558039441448e-05,0.371544671040858,0.00047893013163446973,0.6793431253758746,7.643436898114056e-05,4.167406598991495e-05,0.8649789730343005
2013-04-17,8.959564094882932e-05,0.39231846041463836,0.000487542866919322,0.5554006828229897,8.199522990658767e-05,3.947129306358116e-05,0.9151698569065155
2013-04-18,9.719405369416862e-05,0.40310971774617343,0.0004916250026270686,0.5504055971537263,8.811707986620275e-05,3.860911769924676e-05,0.9066097823584194
2013-04-19,7.72897485213767e-05,0.36829144224801363,0.00048110817291708777,0.6444485119877029,7.101890011052965e-05,4.676635282515511e-05,0.9188657159479221
2013-04-22,7.797978274745508e-05,0.3658007883242971,0.0004721003339445614,0.6111504033960307,7.018637320293697e-05,4.5317114371042754e-05,0.9000585886503711
2013-04-23,8.499754389235151e-05,0.33742391476371464,0.0004666429808209918,0.6119586615639666,6.720033170844829e-05,4.525943108990187e-05,0.7906149828700556
2013-04-24,7.773768893068322e-05,0.31537544934567086,0.0004566231057809753,0.6188737380862818,5.941863035748571e-05,4.619005427781673e-05,0.7643477851582112
2013-04-25,6.90805921567358e-05,0.3063761026280488,0.00044931272703985464,0.6300951962248399,5.397681731890822e-05,4.711756411278798e-05,0.7813600844133055
2013-04-26,7.034557142953508e-05,0.30420763351297103,0.00044113903040922956,0.6177782623631454,5.358907129349297e-05,4.65572552296808e-05,0.7617973698198324
2013-04-29,6.776168711759701e-05,0.2999088929439126,0.00043448113650806745,0.6045378660974599,5.145965992762282e-05,4.503191653158257e-05,0.7594211731817887
2013-04-30,5.8041023931509805e-05,0.2893416201007633,0.0004300534402821758,0.6099388583960766,4.571299274747777e-05,4.537129356595878e-05,0.787597972107117
2013-05-01,6.311211636341748e-05,0.28318935638617726,0.00043085006386233473,0.5072210359286559,4.66977955227219e-05,3.796636349730235e-05,0.739918073002381
2013-05-02,6.214021471172626e-05,0.30235946709582817,0.00042289702790635067,0.4774863638436928,4.9014803114582035e-05,3.52086152848511e-05,0.7887774984680351
2013-05-03,7.476459886581012e-05,0.30979325602155205,0.0004266825819630925,0.5180313544959473,5.5331496997204367e-05,3.7650181042229426e-05,0.7400761568521901
2013-05-06,7.535412832838797e-05,0.31602795806789336,0.00042995824170854617,0.5219218414951203,5.688426741498237e-05,3.7882656880316994e-05,0.7548925145425974
2013-05-07,7.392273390092128e-05,0.31400300708326034,0.00043204484044389815,0.5842044672028097,5.611606747575147e-05,4.4364449072274664e-05,0.7591178588032729
2013-05-08,6.958015556766957e-05,0.3180473149179298,0.0004330393101619964,0.5735696499269377,5.520750141688128e-05,4.335542279412054e-05,0.7934374530564208
2013-05-09,7.111722928104653e-05,0.3238257539537106,0.0004155210313712625,0.5690919484579572,5.5666677967849184e-05,4.2996357299928996e-05,0.7827453140484611
2013-05-10,7.562958883543677e-05,0.29889485804957006,0.00039993390970662545,0.5777963118957263,5.1982651492513906e-05,4.381677855600167e-05,0.6873321975295081
2013-05-13,7.357910230951406e-05,0.28008429214996994,0.00038682659507928934,0.574589123103063,4.7252431168608074e-05,4.3623198713189436e-05,0.6421990712775815
2013-05-14,7.590263764609063e-05,0.27340565287751917,0.00037486082113371335,0.6014941652244951,4.611805148610455e-05,4.469967808268244e-05,0.6075948467184772
2013-05-15,7.650099964197039e-05,0.2712804484869351,0.0003648483827658734,0.614018743289064,4.5321916110344765e-05,4.5320446146482815e-05,0.5924356063640247
2013-05-16,7.639729836462006e-05,0.30898293051846937,0.0002541005423331929,0.8008167827192052,4.305031012109411e-05,5.866361844699697e-05,0.5635056610984939
2013-05-17,7.425705624970095e-05,0.3838304069686666,0.00026012769218117736,0.7881310886967106,5.334595997421483e-05,5.633157209780727e-05,0.7183958356069315
2013-05-20,7.217439206379002e-05,0.3984125279393268,0.0002664344351839398,0.7831740157328414,5.524840321175488e-05,5.6249498699396994e-05,0.7654848434736324
2013-05-21,7.13709588975209e-05,0.4305128108544784,0.0002771360940042732,0.7783899602795789,6.0547106177406434e-05,5.596605017789311e-05,0.8483437397043233
2013-05-22,7.35750525384875e-05,0.4361958517852568,0.00027605143519049175,0.7179659529292299,6.216441145028485e-05,5.064468414294836e-05,0.8449115468557269
2013-05-23,7.454058968752127e-05,0.45097646199872954,0.00027197477220900737,0.7328989630358861,6.421176358810942e-05,5.171878657484886e-05,0.8614335338275305
2013-05-24,7.630250921850573e-05,0.5180233407077296,0.0002618490367698726,0.7312199128551686,7.322244536307195e-05,5.157602724073222e-05,0.9596335181243717
2013-05-28,7.438631671877e-05,0.5323777581724504,0.00023833534295731457,0.7135804646458072,7.088603014216409e-05,4.9824312079063454e-05,0.9529444831925293
2013-05-29,7.273626036607267e-05,0.5494139766196908,0.00021986880957991948,0.7508668373479619,6.947955050757348e-05,5.3637572742939496e-05,0.9552257726461524
2013-05-30,7.309916508279677e-05,0.5453818352142978,0.00020785736293482047,0.7476080598334497,6.722635799304945e-05,5.327013522108449e-05,0.9196597241145587
2013-05-31,7.696255068093324e-05,0.5442084336592727,0.00019503555017267335,0.739620926166656,6.667482492301383e-05,4.8850119789844387e-05,0.8663281600350065
2013-06-03,7.835861755638394e-05,0.5604615248134551,0.00018052267587776515,0.7321747465221754,6.665842805946996e-05,4.870520298570225e-05,0.8506840745563823
2013-06-04,7.696792659140356e-05,0.5705612510443264,0.000171158170754201,0.7382260429526164,6.54871342102393e-05,4.885626193155729e-05,0.8508366680823836
2013-06-05,8.390672708275947e-05,0.5881151454599377,0.00016513705716924982,0.783656770860381,6.922819761962121e-05,4.796742098703378e-05,0.8250613511755687
2013-06-06,8.864935953499249e-05,0.5728385505364619,0.000159757344305395,0.7880999468282963,6.817112398492389e-05,4.73696102212501e-05,0.7689973660555861
2013-06-07,8.584609796353898e-05,0.5720065024990257,0.00015602564375198958,0.8429952462656697,6.620019019530923e-05,4.801958426584625e-05,0.7711496709311836
2013-06-10,7.344670994631798e-05,0.5996476823208954,0.000148355459824438,0.8373474197862605,6.259420092003196e-05,4.779505151356572e-05,0.8522396846064569
2013-06-11,7.540176794643908e-05,0.5906625291762019,0.00013912832008655104,0.8039894374501253,6.049757348487432e-05,4.427143195153743e-05,0.8023362731739684
2013-06-12,7.564969572692771e-05,0.5901213090915128,0.0001341156995001798,1.1814895011737043,5.944080733837739e-05,6.875056345455637e-05,0.7857375600417554
2013-06-13,7.668406692361186e-05,0.5976777821600505,0.0001303188044058738,1.2051235413022614,5.9747979604968475e-05,6.461206541189729e-05,0.7791446385399183
2013-06-14,7.978958283363962e-05,0.5808405474297929,0.00012655658031053639,1.1747756818406407,5.836767430075207e-05,6.30165404021633e-05,0.7315199832846352
2013-06-17,6.406673037804978e-05,0.5683796873464706,0.00013460466799884079,1.1152463537938535,5.278188421146669e-05,5.894766091675989e-05,0.8238579353122498
2013-06-18,5.269216623890948e-05,0.6090730242439791,0.00014523059786185512,1.134667812533229,5.328088799996338e-05,5.9370365644598376e-05,1.0111728517363396
2013-06-19,5.313666894497608e-05,0.6063925426936801,0.00015181877943313234,1.1546385088705813,5.446453026806038e-05,5.74013483873276e-05,1.024989547697454
2013-06-20,6.610900161714408e-05,0.647900898713919,0.00015979776176014624,1.4812092352322073,6.659233259040514e-05,5.154535191668228e-05,1.007311121956737
2013-06-21,6.524441916700448e-05,0.6621395904621709,0.00016421419155187588,1.4758494156842117,6.853723564167158e-05,5.1788225402295854e-05,1.0504689369099687
2013-06-24,5.5679700730278476e-05,0.6243359538664243,0.00016800536974580777,1.3848984550180323,6.038490301080887e-05,5.198278475604551e-05,1.0845048055003592
2013-06-25,5.683904438603972e-05,0.6252935207968673,0.00017212988105149498,1.4526690467439731,6.184939371455317e-05,5.2219797603911645e-05,1.088149781239884
2013-06-26,5.616484134519195e-05,0.6259086512158242,0.00017575274362614153,1.433568827077517,6.218623722632684e-05,4.8818191714430016e-05,1.1072093455072203
2013-06-27,5.600093181678947e-05,0.617792723012256,0.00018049626073683882,1.420919176095662,6.211185784902228e-05,4.786975257391265e-05,1.1091218634044355
2013-06-28,5.651835513949762e-05,0.6150679131623775,0.00018157683066006823,1.4137175743171109,6.230860728835231e-05,4.749171226922442e-05,1.102449056320965
2013-07-01,4.0959150997653995e-05,0.6227869642840212,0.00018375103735632881,1.4480902378823604,5.402936786985141e-05,4.966712706932212e-05,1.3191037058591872
2013-07-02,4.708768430286185e-05,0.628343201147146,0.00018558191000051901,1.448728799194963,5.8737898824266816e-05,4.962353790192144e-05,1.247415320882469
2013-07-03,4.5307854285029834e-05,0.6330554600239436,0.0001865321057357409,1.4509661779466083,5.819763050907269e-05,4.9699583021299736e-05,1.2844931949977991
2013-07-05,5.048108536897671e-05,0.6688150231694802,0.00019192787187135684,1.571417903336946,6.583235415386893e-05,5.3026202176658116e-05,1.3040994200637053
2013-07-08,5.858594159480322e-05,0.6721198823851167,0.00019532091236007846,1.5874418007955533,7.189816758648936e-05,5.428106642863988e-05,1.2272256044591248
2013-07-09,6.185296409698371e-05,0.6649147561462969,0.00019328446698578248,1.5459296900590518,7.270172348108784e-05,5.155930045520571e-05,1.1753959497736208
2013-07-10,6.043816195282401e-05,0.6682290507177792,0.00019117271793589127,1.5421676410255416,7.182802641291158e-05,5.1790416284628876e-05,1.188454845284311
2013-07-11,6.428746384905295e-05,0.6462617370046598,0.00019319367952985473,1.5529379814080753,7.202247593500236e-05,4.6180097263987746e-05,1.1203191356888993
2013-07-12,6.999194674271863e-05,0.6507326836242471,0.00019382121139323216,1.5336724519603553,7.57926877869006e-05,4.6646630546094085e-05,1.082877263944447
2013-07-15,7.060701256657018e-05,0.6537561891373539,0.0001936412455164499,1.5287966330565217,7.644316594676135e-05,4.6658096658782255e-05,1.0826568518911446
2013-07-16,3.5042919617133015e-05,0.6512397082729731,0.0001911772837710338,1.5385864356827237,5.3303921141137346e-05,5.051067276179919e-05,1.5211038841374465
2013-07-17,3.792838595062833e-05,0.653280282147714,0.00019043977822760574,1.5451323867530735,5.55214199363949e-05,5.0799228731303516e-05,1.463848738743261
2013-07-18,3.7451029819475974e-05,0.6474463623753342,0.00019034418053089596,1.425188707655546,5.466451245825686e-05,5.094819049691778e-05,1.4596264167301805
2013-07-19,4.0860668714576163e-05,0.6482432397048771,0.0001892883925783599,1.4322824800476488,5.701022078882343e-05,5.187085537769263e-05,1.3952346494144934
2013-07-22,3.950888193740232e-05,0.6175606650255109,0.00021766258653165268,1.4395861706319988,5.726890626368498e-05,5.220740529759476e-05,1.449519790370721
2013-07-23,3.3171208880188284e-05,0.6075139842358838,0.00021072429610660332,1.405688663005194,5.079187377323275e-05,5.110111308574715e-05,1.5312035794863215
2013-07-24,3.471216593235655e-05,0.6086624618706736,0.000206593978031323,1.3499741123990687,5.1543772792399054e-05,4.908146046196523e-05,1.4848907121740023
2013-07-25,3.488954269695917e-05,0.6028146105126777,0.00020312238512162735,1.3877004976414389,5.074699169186949e-05,5.0971573620335276e-05,1.4545043519957743
2013-07-26,3.343176772700175e-05,0.6077844684435525,0.00019272216493819043,1.3441567267500076,4.8785987591685204e-05,5.017863828044405e-05,1.4592703559699105
2013-07-29,3.360094972876798e-05,0.6231445178206085,0.0002156751162831064,1.2642992972200862,5.304745773929435e-05,4.872607723625015e-05,1.5787487606005655
2013-07-30,3.816574763863081e-05,0.6142961860682814,0.0002153791885178902,1.2610912560015253,5.5695046936863536e-05,4.8632769178428366e-05,1.4592940105407453
2013-07-31,3.750748633018741e-05,0.6174554915449633,0.00021326357762601236,1.2603588408541315,5.522337975413811e-05,5.102878779414402e-05,1.4723295309100013
2013-08-01,4.226173154810077e-05,0.6302358374555166,0.00021313209785251235,1.234054790049513,5.981376890106917e-05,4.7816148494683486e-05,1.4153175156344766
2013-08-02,4.130983358011611e-05,0.6316993209133667,0.00021151073311198162,1.1855053907911035,5.9047747880086825e-05,4.769425583480512e-05,1.4293872127460858
2013-08-05,3.7225611971094185e-05,0.6258434759247371,0.00021426029251683202,1.1592085420693696,5.5893010107530706e-05,4.9884318591083384e-05,1.5014665212470333
2013-08-06,4.1983018398946586e-05,0.6188888026287165,0.00020970876560525968,1.1710140110547615,5.807079167645367e-05,4.97536119974607e-05,1.383197156636807
2013-08-07,4.81253999850549e-05,0.6176805983118279,0.00020896794050815127,1.1770732697598725,6.194281919156401e-05,6.225988122159319e-05,1.2871128179880071
2013-08-08,4.5117615842124565e-05,0.623064517294214,0.00020787903993503513,1.1898825563431967,6.0340852511505374e-05,6.368664409416261e-05,1.3374122587206274
2013-08-09,4.7210405389653165e-05,0.6337422406972086,0.00020704603343478755,1.1885387254774058,6.265633347740714e-05,6.376757167161596e-05,1.3271721130176775
2013-08-12,4.729046229109182e-05,0.6514285403686194,0.0002055174963379455,1.182725460071086,6.422113282424191e-05,6.48908929579956e-05,1.3580144856469156
2013-08-13,5.1414947954433665e-05,0.6455884272877157,0.0002036815925188846,1.0717877436366288,6.606574365788321e-05,6.317260496035431e-05,1.2849520671776964
2013-08-14,5.361675369996386e-05,0.6413440747135937,0.0002006014020670168,1.065279486873206,6.651327411655365e-05,6.296509229310357e-05,1.2405315414797013
2013-08-15,5.120699157562921e-05,0.584961578382425,0.00022357895648935147,0.7278632442810067,6.259035788562533e-05,3.992703280743134e-05,1.222301017102004
2013-08-16,4.9139520575593413e-05,0.5910306343776064,0.00022512807216852713,0.719709539161731,6.216418948685227e-05,3.918084247051634e-05,1.2650548633502123
2013-08-19,5.1240075352845624e-05,0.6068467668232513,0.00022620209028800483,0.7150991028754748,6.533294409548803e-05,3.830626324230691e-05,1.2750360659229545
2013-08-20,5.687877447837599e-05,0.6093431177400965,0.0002086574393743352,0.7425961531235066,6.638255474102425e-05,4.018242220098307e-05,1.167088344462509
2013-08-21,5.746511661394483e-05,0.5967797352689036,0.00019474143187105656,0.7379336649042098,6.313139604017678e-05,3.906643095453358e-05,1.0986038097564208
2013-08-22,5.43081375808944e-05,0.5823732803900789,0.00018246030809926505,0.7644199876642231,5.797197520694361e-05,3.9608616393573225e-05,1.067463879065854
2013-08-23,4.6628310947370826e-05,0.5346869618860369,0.00017426617320608718,0.771183752507314,4.8198218185794405e-05,3.988357518681828e-05,1.0336685418477956
2013-08-26,5.7057237442025364e-05,0.5296865077443533,0.00016763265763882813,0.797432617067495,5.180284312903476e-05,4.10604821797248e-05,0.9079101171287958
2013-08-27,6.26349019454684e-05,0.5402257496148729,0.00017075545456095138,0.7988383298144593,5.586898411492579e-05,3.616807708095342e-05,0.8919784717403534
2013-08-28,6.352118414260544e-05,0.5377129261699483,0.00017201779781580951,0.8056924556930509,5.6207783697160694e-05,3.677622292449977e-05,0.8848667488781992
2013-08-29,6.345432123592429e-05,0.5332343845037579,0.00017232049598721886,0.8058508530086236,5.575928749871647e-05,3.679583535580163e-05,0.8787311315080095
2013-08-30,6.533098257867051e-05,0.5341882813711887,0.00017413736333577823,0.8025909568016875,5.6977046586768216e-05,3.628676436556778e-05,0.8721290318595374
2013-09-03,6.741624909395761e-05,0.5301511987301251,0.00017527751767354473,0.733123265761737,5.7629539266499436e-05,3.3393344935844e-05,0.8548315879482037
2013-09-04,5.29054408502055e-05,0.5244080765903786,0.00016376395132438985,0.7194635121101036,4.881223515738405e-05,3.224124484562021e-05,0.9226316683682724
2013-09-05,5.526096611110341e-05,0.5148886265312593,0.00015450856026181706,0.6981077406545182,4.757719219420433e-05,3.4415748771877606e-05,0.8609547668520546
2013-09-06,5.903493096893949e-05,0.5073969161381527,0.00014750025766652606,0.7433798216779419,4.73476842444536e-05,3.910445718949839e-05,0.8020282816857194
2013-09-09,5.950680039687122e-05,0.4925958471972948,0.00014182749018445715,0.7087439619796208,4.525371680456146e-05,3.622149332147742e-05,0.7604797519400965
2013-09-10,6.058865375686932e-05,0.4829117577933512,0.0001383108339829713,0.6714329088501393,4.420704961945363e-05,3.388163369410112e-05,0.7296258767664333
2013-09-11,5.2548421709793746e-05,0.46591199105128983,0.00014426121520410738,0.685022923267359,4.056565747602296e-05,3.5243543785820044e-05,0.7719671905666866
2013-09-12,5.463125330927889e-05,0.45191816458938844,0.00014965959414152202,0.4926457955462625,4.086322711234308e-05,2.5333296798022644e-05,0.7479826040418265
2013-09-13,5.629719144726608e-05,0.43673285200411344,0.0001517286439946472,0.5034128143170629,4.036389006509398e-05,2.5980600015207477e-05,0.7169787520022749
2013-09-16,5.4138744378514925e-05,0.43990290088088596,0.00015327863775718505,0.5103292542634741,4.007298847032699e-05,2.6365138131243537e-05,0.7401905775677731
2013-09-17,5.7555509167455784e-05,0.4425097998718598,0.00015663931711910176,0.493789569834347,4.2016196332300385e-05,2.5502627310343354e-05,0.7300117215548506
2013-09-18,6.204530316157312e-05,0.37373074940976664,0.0002047217782484097,0.4262612199066602,4.2120673788510456e-05,2.106650164820018e-05,0.6788696588172576
2013-09-19,6.178297806302708e-05,0.32229759844765354,0.00024133030464473153,0.460102079019905,3.935477367633153e-05,2.322343332421644e-05,0.6369840838067774
2013-09-20,6.675064824066973e-05,0.2957492402082431,0.0002698427500198372,0.4908769119735368,3.969234508926085e-05,2.3070684350296762e-05,0.5946360992053581
2013-09-23,6.644616634370019e-05,0.2772547730365136,0.00029402432723394804,0.4853334475072767,3.875302677692187e-05,2.2478016045961862e-05,0.5832244192459131
2013-09-24,6.687102886618699e-05,0.26739213608415713,0.0003138825800596314,0.4834152083737134,3.873925282995941e-05,2.2248779096193414e-05,0.5793129474271889
2013-09-25,5.221698153901886e-05,0.2340825363233231,0.0003337383072134354,0.5230401090555862,3.090138361835542e-05,2.3856453481582367e-05,0.591788010482079
2013-09-26,5.0374063840171386e-05,0.22361224986917044,0.0003529111794383064,0.5501828431235805,2.9814792654758023e-05,2.508279444698169e-05,0.5918679253148099
2013-09-27,5.122431082106018e-05,0.21998641869322838,0.0003639193916918011,0.5165578281468941,3.003561511850444e-05,2.3310529177604943e-05,0.5863546944228619
2013-09-30,5.1567877421329924e-05,0.21865609408015835,0.0003796897859488875,0.5122787756719465,3.0596071769759965e-05,2.2969217751996203e-05,0.5933164849849835
2013-10-01,5.3629225784131454e-05,0.21932054517827168,0.0003928869890800171,0.5419940405131307,3.183566337292437e-05,2.381404978591763e-05,0.593625265094622
2013-10-02,4.9785428743887e-05,0.208754508629508,0.00039478696539463397,0.5811048378093131,2.9266338567867725e-05,2.5894398762978888e-05,0.5878494833985185
2013-10-03,5.1677659876475144e-05,0.20092827284414705,0.00037153477877549437,0.6215608598094571,2.784147293035842e-05,2.7382085981743308e-05,0.5387525866478426
2013-10-04,4.988490741732951e-05,0.1978613049723421,0.000344788594562795,0.6246720599379431,2.594907611462965e-05,2.7035572608372615e-05,0.5201788969465985
2013-10-07,5.300164613196136e-05,0.19838567557652595,0.000320678119184117,0.6259907596864199,2.5863640421546086e-05,2.5965213754524202e-05,0.48797805934464444
2013-10-08,5.7418241986777646e-05,0.19984931521281632,0.00030129521340767926,0.659726995066943,2.6285952951192278e-05,2.71979686561423e-05,0.45779794089212006
2013-10-09,4.671951297786224e-05,0.20089910721916274,0.00031458077468150776,0.6922570028053798,2.4355286853871592e-05,2.8914121684420283e-05,0.521308663157773
2013-10-10,5.493659376391755e-05,0.21246265850463475,0.00032282139226482597,0.549411858772409,2.8294018209195376e-05,1.8007832685533337e-05,0.5150304427461416
2013-10-11,5.397060840252837e-05,0.21494005423154583,0.000330361660081343,0.5825104432960236,2.8700590415177865e-05,1.906094979679766e-05,0.5317818580276246
2013-10-14,5.390763459317086e-05,0.21579395511831775,0.0003366825111619896,0.5274656114794117,2.9071985392070248e-05,1.7370911535057973e-05,0.5392925438385522
2013-10-15,5.553151341989191e-05,0.21674061935471467,0.0003425423327089945,0.5064370370114215,2.9892840877660865e-05,1.867046713333455e-05,0.5383040914377991
2013-10-16,4.144281603770634e-05,0.2023247255711751,0.0003537251883085623,0.5995576124495662,2.4496643516842228e-05,2.005399007899642e-05,0.5910950523862615
2013-10-17,4.1583055321708076e-05,0.2107564302254412,0.0003616347175526314,0.6388010340918736,2.584485442856777e-05,2.0927704426529797e-05,0.6215237006664993
2013-10-18,4.3823960134694674e-05,0.2371247520062219,0.00033211284321388323,0.6742193715552801,2.8607212033661e-05,2.1874984352558754e-05,0.6527756037048136
2013-10-21,4.4710412594374516e-05,0.24093217250815674,0.00033002594836022684,0.6795415872944526,2.9266661154274172e-05,2.2053643496283068e-05,0.6545826677957456
2013-10-22,4.4371990394003997e-05,0.24275537071027556,0.0003290596203184161,0.7370560646360291,2.9333278006006913e-05,2.3813554941901263e-05,0.6610764526346496
2013-10-23,3.6244305626284386e-05,0.22781589188928736,0.00033925762533626463,0.6735943999726949,2.5262057366444833e-05,2.1250957368967602e-05,0.6969938292354753
2013-10-24,4.040389782719303e-05,0.2165783415362468,0.0003424523651983107,0.6568621039570862,2.547573606794619e-05,2.0673750014390644e-05,0.6305266926697418
2013-10-25,3.967999624918889e-05,0.20979312983472617,0.00034885822816466117,0.6684902297135517,2.4683205484054716e-05,2.1057554250926115e-05,0.6220566486207587
2013-10-28,4.081308187982178e-05,0.20672547332339683,0.0003539552658686399,0.7515194804469367,2.4846652101687755e-05,2.5578820672478503e-05,0.6087913717187842
2013-10-29,4.2024721372673885e-05,0.20281093731748032,0.0003581399695495445,0.7222523580650837,2.4881135120296084e-05,2.4257469482188746e-05,0.5920594904044925
2013-10-30,3.243679795796633e-05,0.19773668270186023,0.00036581134970712514,0.7090568971159691,2.1539460423854867e-05,2.349847424020843e-05,0.6640439802895178
2013-10-31,3.3498134377451295e-05,0.19996092660231848,0.0003732912918353748,0.7374993605704054,2.236039031495549e-05,2.467827916250218e-05,0.6675115116263611
2013-11-01,3.528785039280735e-05,0.20243975745172926,0.0003762128886451384,0.7380810780659206,2.3325192951813464e-05,2.4670478211412326e-05,0.6609978418115202
2013-11-04,3.477448195487655e-05,0.2047234483905272,0.0003789457563908994,0.7409969335827826,2.3501005639462083e-05,2.465129119251677e-05,0.6758118113724035
2013-11-05,3.766596277267884e-05,0.20637285581306405,0.00038513681044162804,0.8175577448846432,2.4856193729476784e-05,2.695056001371388e-05,0.659911280629904
2013-11-06,3.8333959556374354e-05,0.2105309676890047,0.0003932541392690042,0.7025748348878704,2.584904354247276e-05,2.6074849313556537e-05,0.6743118592917298
2013-11-07,4.0431492315281525e-05,0.21831636774326718,0.0004010459861773419,0.7531851047907914,2.779990231222804e-05,2.6539727945587575e-05,0.687580416162892
2013-11-08,4.3778322206368926e-05,0.22127285375759145,0.00041217173850024774,0.7212319127892802,2.9723284518902904e-05,2.3205382520856643e-05,0.6789498322660416
