Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_PM,Predicted_Covariance,Future_Cov_45_PM,Beta_Predicted
2013-03-25,7.243408887933498e-05,0.631338073999661,8.613859177345043e-05,0.7478108878417726,4.986919589769951e-05,4.089032158881612e-05,0.6884768852518403
2013-03-26,7.339742545776695e-05,0.633014265000232,8.682469906675736e-05,0.7688197440573085,5.053305489478427e-05,4.1372722772195484e-05,0.6884853873227625
2013-03-27,7.311742529462491e-05,0.631780354669073,8.808937292678233e-05,0.7966964072629426,5.070354464148458e-05,4.7286534939872564e-05,0.6934536389537223
2013-03-28,6.422356192814954e-05,0.6233865562738625,8.732477864986229e-05,0.8134458442215163,4.668457109575964e-05,4.857628257722632e-05,0.7269072236757633
2013-04-01,6.678777769649997e-05,0.6253149787344233,8.721019156012578e-05,0.8238125656479656,4.772335292652352e-05,4.9369334774969486e-05,0.7145521916209
2013-04-02,6.451960799026473e-05,0.6222680228367895,9.172119826257477e-05,0.8169498880748393,4.78694242363865e-05,5.2781242892201295e-05,0.7419360676154364
2013-04-03,6.836168011312682e-05,0.6313471178226785,9.335660765820628e-05,0.8852590960325462,5.0436750354914694e-05,5.6089736014328116e-05,0.7377927264433898
2013-04-04,6.901245142532413e-05,0.6562850405384908,9.363331328945662e-05,0.8513943293239481,5.275594757144713e-05,5.6337984693393996e-05,0.7644410027737157
2013-04-05,6.697476452894188e-05,0.6544732585188644,9.947144181409091e-05,0.8247996252271558,5.341911765817851e-05,5.3977924752723e-05,0.7976006789108524
2013-04-08,7.273438811092278e-05,0.6602401144074377,0.00010526971117370625,0.7760943297906765,5.7772813489994566e-05,5.258090793439163e-05,0.7942984740847585
2013-04-09,7.022991067372413e-05,0.6542325287328494,0.00010697557069981892,0.7392696827307085,5.670684664288062e-05,5.1370257644056566e-05,0.8074458033462509
2013-04-10,6.636144982931065e-05,0.667625888062559,0.00010558705757203434,0.740680653840837,5.588515312387815e-05,5.273678210505093e-05,0.8421327934760504
2013-04-11,6.716170407401359e-05,0.6688073730003609,0.00010544199293387855,0.7367245031696017,5.6281894595019684e-05,5.3156036341672934e-05,0.8380057559736107
2013-04-12,6.98842565011876e-05,0.6679869210232723,0.00010483544365113693,0.7471143908234972,5.7175727921651376e-05,5.458722538932722e-05,0.8181489048349502
2013-04-15,9.593981606210937e-05,0.6623481509949306,0.00010655769887920504,0.6905028279097268,6.696967412776402e-05,4.1676185252407746e-05,0.6980383836092545
2013-04-16,8.836558039441448e-05,0.6604132324949151,0.00010709662981428493,0.7716123547846385,6.424587314400719e-05,4.733428953761289e-05,0.7270463551220914
2013-04-17,8.959564094882932e-05,0.6759255492139112,0.0001079757235907805,0.9513821800121574,6.648219724225495e-05,6.761296124422779e-05,0.7420249081115997
2013-04-18,9.719405369416862e-05,0.671100338084972,0.00011468240764850623,0.9006251848177468,7.0852586091415e-05,6.31758542125114e-05,0.7289806670103519
2013-04-19,7.72897485213767e-05,0.6696380741448184,0.00011360210024355681,0.8844389309939441,6.274718775780335e-05,6.418198246992758e-05,0.8118436009718523
2013-04-22,7.797978274745508e-05,0.677488577811344,0.00011309964243773125,0.8443117299625702,6.362438596043809e-05,6.260614575219824e-05,0.815908735812867
2013-04-23,8.499754389235151e-05,0.6819878372144287,0.00011415053511781403,0.8556258829333333,6.717671976616092e-05,6.328064805617539e-05,0.7903371872867235
2013-04-24,7.773768893068322e-05,0.6925425085278357,0.0001129278195823585,0.8544581687078492,6.488775069487653e-05,6.377305540995003e-05,0.8347013088173401
2013-04-25,6.90805921567358e-05,0.6802314317605141,0.00011293725773862171,0.859512690543729,6.008323953634205e-05,6.427305674617112e-05,0.869755710837281
2013-04-26,7.034557142953508e-05,0.6775834309748853,0.00011280536077649534,0.8790998294023858,6.035955481252838e-05,6.62510768399243e-05,0.8580434217240006
2013-04-29,6.776168711759701e-05,0.6746445282383147,0.0001147796303894685,0.8715856802383847,5.949760971155132e-05,6.492426000704804e-05,0.878042035882256
2013-04-30,5.8041023931509805e-05,0.6665495411799489,0.00011006218159762301,0.874274409399412,5.3274456158209525e-05,6.503432326049193e-05,0.9178758841517859
2013-05-01,6.311211636341748e-05,0.6820746242052961,0.00011010520120269017,0.8741481697126079,5.6858078889308284e-05,6.543148807116599e-05,0.900905914197257
2013-05-02,6.214021471172626e-05,0.6861987506760967,0.00011087372955987652,0.9225233393032868,5.69574616026819e-05,6.802449620416425e-05,0.9165958287545739
2013-05-03,7.476459886581012e-05,0.7077937841257286,0.00011338126688145013,0.9726148906951438,6.516665072335564e-05,7.068901602427373e-05,0.871624428030689
2013-05-06,7.535412832838797e-05,0.7209793835536613,0.00011656353592360592,0.9813197318297604,6.757059264319811e-05,7.122713735125216e-05,0.896707242750261
2013-05-07,7.392273390092128e-05,0.7344939046806063,0.00011595859690612627,1.0160593003368117,6.800309546648464e-05,7.715947688663384e-05,0.9199212729013685
2013-05-08,6.958015556766957e-05,0.7333664491188107,0.00011714683190210748,1.0086506127157342,6.621082651414433e-05,7.624265644357194e-05,0.9515762931824948
2013-05-09,7.111722928104653e-05,0.7287239328063496,0.00011737765604161782,1.0015050320742287,6.657990380395792e-05,7.566627557009191e-05,0.9361993496799818
2013-05-10,7.562958883543677e-05,0.7447396461220293,0.00012235540413405724,0.994174352218796,7.16410465739199e-05,7.539251556366604e-05,0.9472621453728174
2013-05-13,7.357910230951406e-05,0.7459432966147201,0.00012525631363401245,0.9914455307072004,7.161151654340412e-05,7.527122192249723e-05,0.9732589049831949
2013-05-14,7.590263764609063e-05,0.7460576564203293,0.00012903092377124903,0.9743370531730824,7.383252633473039e-05,7.240727365096079e-05,0.9727267539632484
2013-05-15,7.650099964197039e-05,0.7312476567319484,0.00013329822199383375,0.9551506658401966,7.384315105880936e-05,7.049923929212861e-05,0.9652573352557492
2013-05-16,7.639729836462006e-05,0.717626628223433,0.00013585164064996137,0.954655712169644,7.310885623066544e-05,6.993304792739732e-05,0.9569560415833039
2013-05-17,7.425705624970095e-05,0.7140153290304241,0.0001341570621322521,0.969266401321568,7.126612898800781e-05,6.927819616698257e-05,0.9597219791256513
2013-05-20,7.217439206379002e-05,0.6962620594504593,0.0001340392488003734,0.9653895571951444,6.8482607860122e-05,6.933667046020043e-05,0.9488491125716015
2013-05-21,7.13709588975209e-05,0.6880377090004717,0.0001341914013361822,0.972568309137964,6.733414517887907e-05,6.992742657047356e-05,0.9434389872155402
2013-05-22,7.35750525384875e-05,0.6830133099790572,0.00013475991683944099,0.9824036787171057,6.801032097762055e-05,6.929788774315692e-05,0.924366597523583
2013-05-23,7.454058968752127e-05,0.6788785489099943,0.00013533046611660605,0.9884571272651976,6.818459841834423e-05,6.975286605899312e-05,0.9147311378160309
2013-05-24,7.630250921850573e-05,0.6781977659928643,0.00013276636924188748,0.9876419988619384,6.826055330693322e-05,6.96625594323551e-05,0.8946043060190465
2013-05-28,7.438631671877e-05,0.6788893656387828,0.00013291191316624278,1.0106072293802808,6.750368600802614e-05,7.056360492014597e-05,0.9074745058722989
2013-05-29,7.273626036607267e-05,0.6632364944894115,0.00013336831133065323,0.9864189595662054,6.532361727638754e-05,7.046405043751904e-05,0.8980887517123068
2013-05-30,7.309916508279677e-05,0.6472765400690472,0.0001322819832586076,0.9863152903057716,6.364970919402367e-05,7.027900273963986e-05,0.8707310011260725
2013-05-31,7.696255068093324e-05,0.6451746210741497,0.0001329925170432193,0.983033511602148,6.527255374863255e-05,6.492691472114458e-05,0.8481079846123555
2013-06-03,7.835861755638394e-05,0.6522295901815462,0.00013208854541400355,0.959176952556976,6.635542870464685e-05,6.380568080967e-05,0.8468172458109021
2013-06-04,7.696792659140356e-05,0.655830411426527,0.00013047826244681193,0.9631065917156176,6.572271979013261e-05,6.373899750904337e-05,0.8538974960184661
2013-06-05,8.390672708275947e-05,0.673766452003371,0.00012776324022796803,0.9713073034336412,6.976068432277525e-05,5.945345981051062e-05,0.8314075253342728
2013-06-06,8.864935953499249e-05,0.6392484462391406,0.00012811915543839184,0.94699367771812,6.812625500398642e-05,5.692009189447265e-05,0.7684912261221132
2013-06-07,8.584609796353898e-05,0.6282339268519092,0.00012622573492543414,0.9932193252249976,6.539666778785023e-05,5.657680668234533e-05,0.7617896367942764
2013-06-10,7.344670994631798e-05,0.6359816952786426,0.00012061201705690865,0.9913327098156106,5.985853442910439e-05,5.6584395930681055e-05,0.8149927270105748
2013-06-11,7.540176794643908e-05,0.6374053055503899,0.00011609542451923178,1.0133882897876847,5.963675310849885e-05,5.580191557504592e-05,0.7909198249948363
2013-06-12,7.564969572692771e-05,0.6328372416568556,0.0001149669925191318,1.041443385961664,5.9017690017262865e-05,6.0601316829102224e-05,0.780144446717918
2013-06-13,7.668406692361186e-05,0.626868605369633,0.00011425288441132474,1.0819583734695504,5.867629393292821e-05,5.800862965802022e-05,0.7651693016148722
2013-06-14,7.978958283363962e-05,0.6190231817990716,0.00011363375060058455,1.0869425107193946,5.8943196099593244e-05,5.830505150928816e-05,0.7387329774926777
2013-06-17,6.406673037804978e-05,0.6590324077864976,0.00011143528104524801,1.065716998232837,5.568451072628661e-05,5.632972843296002e-05,0.8691642354416912
2013-06-18,5.269216623890948e-05,0.6695853004087915,0.00010495661119178104,1.0708316310320067,4.9794782242932794e-05,5.603020088869425e-05,0.9450130028277871
2013-06-19,5.313666894497608e-05,0.6655251690331797,0.00010862417685660542,0.9994730872591224,5.056207592581933e-05,4.968750171136844e-05,0.9515477151602637
2013-06-20,6.610900161714408e-05,0.6442249464511376,0.00011611126217949331,0.7796768117784595,5.6442339974055275e-05,2.7132369072825304e-05,0.8537769228603515
2013-06-21,6.524441916700448e-05,0.6403567070732579,0.00011445807781234971,0.8257609407414505,5.5337160603620005e-05,2.8976325953758754e-05,0.8481516321261882
2013-06-24,5.5679700730278476e-05,0.6303278230880923,0.0001079396901778101,0.7495560942955857,4.886585560507995e-05,2.8134924240234075e-05,0.877624250205548
2013-06-25,5.683904438603972e-05,0.618353500650545,0.00010204477332595786,0.7779038063914454,4.709291680510579e-05,2.7963684788441128e-05,0.8285311147256429
2013-06-26,5.616484134519195e-05,0.6000820096230296,9.935765377287873e-05,0.749803582502578,4.482739880717347e-05,2.55335177128527e-05,0.7981398635431376
2013-06-27,5.600093181678947e-05,0.598862778765432,9.792322490457006e-05,0.7544775727397554,4.434736309432474e-05,2.541781076447851e-05,0.7919040211582532
2013-06-28,5.651835513949762e-05,0.5917324557453688,9.723921781695925e-05,0.7200700012661282,4.386729707954548e-05,2.4189666971035474e-05,0.7761601867441644
2013-07-01,4.0959150997653995e-05,0.5736559807374765,9.263988866877666e-05,0.6975305660872052,3.533670175045628e-05,2.392415773153206e-05,0.8627303274054741
2013-07-02,4.708768430286185e-05,0.5594193777234623,8.955845004795798e-05,0.7014265920530983,3.6328248257472646e-05,2.402607658210725e-05,0.7715021198284903
2013-07-03,4.5307854285029834e-05,0.5490953508777813,8.754129489103766e-05,0.7016519299173698,3.4581274664702745e-05,2.4033508756443686e-05,0.763251211305514
2013-07-05,5.048108536897671e-05,0.5477099964921954,8.484407937738423e-05,0.7529756996370203,3.584476852989123e-05,2.540854447329141e-05,0.7100633488344077
2013-07-08,5.858594159480322e-05,0.5298648835729719,8.415710797937837e-05,0.6891698191698926,3.720550865959877e-05,2.3565508175623793e-05,0.6350586445622481
2013-07-09,6.185296409698371e-05,0.5245203293854305,8.069351796569278e-05,0.7201681041503242,3.7056287602099856e-05,2.401879199223087e-05,0.5991028585792046
2013-07-10,6.043816195282401e-05,0.522649882054949,7.788606751214275e-05,0.7200654342142073,3.585885095799608e-05,2.4181864278598248e-05,0.5933147170489117
2013-07-11,6.428746384905295e-05,0.49758808512335284,7.674907181594683e-05,0.6181060599316721,3.4951811140834274e-05,1.8380771356511694e-05,0.5436800434825236
2013-07-12,6.999194674271863e-05,0.48351351727992126,7.47047036944325e-05,0.6103692384001036,3.496283415792338e-05,1.85643735883483e-05,0.49952652819391136
2013-07-15,7.060701256657018e-05,0.4734087147045848,7.450057328509753e-05,0.6238169836734234,3.433523103041635e-05,1.903857746169451e-05,0.4862864152203604
2013-07-16,3.5042919617133015e-05,0.45556588491783795,7.315518653400207e-05,0.7404265415749843,2.3066085456496106e-05,2.430766441083893e-05,0.6582238497393564
2013-07-17,3.792838595062833e-05,0.44933014788019543,7.207874966006697e-05,0.7324326117501783,2.3493696908573222e-05,2.4080144907679738e-05,0.6194225332750818
2013-07-18,3.7451029819475974e-05,0.4445165090970333,7.168568663636417e-05,0.6988782651745852,2.3032230699721166e-05,2.498376727026081e-05,0.6149959242974814
2013-07-19,4.0860668714576163e-05,0.45066852109856737,7.092992908918609e-05,0.7224011709453159,2.4261895159919334e-05,2.6162134344848944e-05,0.5937713679968343
2013-07-22,3.950888193740232e-05,0.44895966725549025,7.077115129626288e-05,0.7527550494629934,2.374011550855887e-05,2.729908688958316e-05,0.6008804690087812
2013-07-23,3.3171208880188284e-05,0.4508364855331292,7.30103519158951e-05,0.7543778022866162,2.2186659896691636e-05,2.742395695332082e-05,0.6688529193140971
2013-07-24,3.471216593235655e-05,0.45845042949180065,7.629030515538547e-05,0.7706126783879942,2.3592171496147385e-05,2.801742297011421e-05,0.6796513805021949
2013-07-25,3.488954269695917e-05,0.4592666718012547,7.931892465525364e-05,0.7620586833172975,2.4160225194937092e-05,2.7991148194975792e-05,0.6924775542283849
2013-07-26,3.343176772700175e-05,0.4553909695748792,8.365301801304355e-05,0.7776654647559764,2.408268425140992e-05,2.9030985213706276e-05,0.7203533013289968
2013-07-29,3.360094972876798e-05,0.4555698698216163,8.697393754926363e-05,0.7937627836034432,2.4627783994481914e-05,3.059160658094492e-05,0.7329490443955057
2013-07-30,3.816574763863081e-05,0.4627642811558764,8.850982616887031e-05,0.7909738751330476,2.68962951092415e-05,3.050314536116785e-05,0.7047233913483582
2013-07-31,3.750748633018741e-05,0.4658371911162075,8.956309924408708e-05,0.7647395774451927,2.699962268431167e-05,3.0962399239241946e-05,0.7198462314063786
2013-08-01,4.226173154810077e-05,0.47677035783185095,9.071580896398854e-05,0.7338260591936872,2.952054551571333e-05,2.8433693624142613e-05,0.6985171793567927
2013-08-02,4.130983358011611e-05,0.4767831359052857,9.27690340811609e-05,0.7290602513685672,2.9515430755753496e-05,2.9330938870346e-05,0.7144892195828241
2013-08-05,3.7225611971094185e-05,0.4631848122310541,9.259870442986803e-05,0.7189890778274747,2.719428775705977e-05,3.0940317397789175e-05,0.7305262779340264
2013-08-06,4.1983018398946586e-05,0.47438900839059683,9.242195790252756e-05,0.7029020257821271,2.9550105093417303e-05,2.9864642380745494e-05,0.7038585175704937
2013-08-07,4.81253999850549e-05,0.4720708401377102,9.474467405944301e-05,0.7835608505485772,3.187658246856891e-05,4.1445512984078624e-05,0.6623650396353697
2013-08-08,4.5117615842124565e-05,0.45563763482201575,9.635652640214579e-05,0.7195007394973301,3.0042303388455327e-05,3.8510176720866594e-05,0.6658663767513618
2013-08-09,4.7210405389653165e-05,0.46228555792735265,9.717353403425097e-05,0.7421486679167411,3.131145071053175e-05,3.9817817760515616e-05,0.6632319814265797
2013-08-12,4.729046229109182e-05,0.44693012297943413,9.847718892775832e-05,0.7642273104233687,3.0499605940622257e-05,4.1929758232547784e-05,0.6449420128922596
2013-08-13,5.1414947954433665e-05,0.4570142854175011,0.00010191883956336877,0.7499810947952508,3.308275821275052e-05,4.420489011049651e-05,0.6434463036327491
2013-08-14,5.361675369996386e-05,0.4473123210134641,0.00010470038668634848,0.7683529950813941,3.351469421981283e-05,4.541476471210848e-05,0.6250787656290989
2013-08-15,5.120699157562921e-05,0.458457049820949,0.00010696698567221905,0.7574405836834843,3.393033636489364e-05,4.154950160216442e-05,0.6626113997495999
2013-08-16,4.9139520575593413e-05,0.41888143199410693,0.0001087852625066058,0.7339542993983661,3.0626093149530964e-05,3.99563243510425e-05,0.623247699423879
2013-08-19,5.1240075352845624e-05,0.4148567961839665,0.00011013262629665193,0.7413914382412995,3.116456626023627e-05,3.971468497815903e-05,0.6082068780272694
2013-08-20,5.687877447837599e-05,0.4228477665011955,0.00011339577440445268,0.7445648665483686,3.395921103227551e-05,4.0288950727555274e-05,0.5970454065459168
2013-08-21,5.746511661394483e-05,0.42764415991293175,0.00011559249357166883,0.7404647300848003,3.4853749691944564e-05,3.920042630915898e-05,0.6065201246539669
2013-08-22,5.43081375808944e-05,0.4481729774998292,0.00011331703694676746,0.7493462981851139,3.5158126711161e-05,3.882756933325454e-05,0.6473822943898858
2013-08-23,4.6628310947370826e-05,0.47368665871312954,9.762278935734341e-05,0.7406652210791123,3.195888369985359e-05,3.8305237807625974e-05,0.6853965552371272
2013-08-26,5.7057237442025364e-05,0.48426377304586044,0.00010009162461125763,0.7222266773432618,3.65962192554775e-05,3.718806452114906e-05,0.641394867612757
2013-08-27,6.26349019454684e-05,0.5207283437860716,0.00010373577402686015,0.8188614986268175,4.197432242805642e-05,3.707464288529886e-05,0.6701427019810835
2013-08-28,6.352118414260544e-05,0.5076013311926822,0.00010956936835979463,0.8356468505514318,4.234738761601162e-05,3.814350580656751e-05,0.6666655886159408
2013-08-29,6.345432123592429e-05,0.5119996299608113,0.00011157151668921766,0.8375596546385812,4.3080121250358374e-05,3.824368620779189e-05,0.6789154845764676
2013-08-30,6.533098257867051e-05,0.5059975144339078,0.00011333873118936531,0.8327781405449206,4.354087493480559e-05,3.765158814543673e-05,0.6664659433581054
2013-09-03,6.741624909395761e-05,0.5184010745387171,0.00011209702080346521,0.8371371008054045,4.506560659057656e-05,3.813111555904762e-05,0.6684680206365219
2013-09-04,5.29054408502055e-05,0.5341458244803122,0.0001109640989351463,0.8530031959056987,4.09261839600054e-05,3.8225545049021644e-05,0.7735723075417191
2013-09-05,5.526096611110341e-05,0.5356246953843766,0.00011188917461546862,0.8606140089346985,4.211762408163109e-05,4.2427083666606574e-05,0.7621586636207673
2013-09-06,5.903493096893949e-05,0.5348378106411013,0.00011232119367884293,0.7664048448007611,4.3551938207242165e-05,4.03156563702363e-05,0.7377316699185519
2013-09-09,5.950680039687122e-05,0.5170515280652436,0.00011357992139101544,0.778706178532397,4.250772943161246e-05,3.979702425445905e-05,0.7143339777657992
2013-09-10,6.058865375686932e-05,0.5360529878545285,0.0001108754767964378,0.8034017994956589,4.393606141918884e-05,4.054100584123892e-05,0.725153286876052
2013-09-11,5.2548421709793746e-05,0.4980670164621789,0.00012396163575747947,0.7901933738322194,4.0198631628006385e-05,4.06544275001602e-05,0.7649826639895893
2013-09-12,5.463125330927889e-05,0.5086151899824228,0.00012230920841215242,0.7828826672317375,4.157569195744175e-05,4.0258130986417195e-05,0.761023945800275
2013-09-13,5.629719144726608e-05,0.5341163515540193,0.00011899602065738556,0.781844882587344,4.371650736179427e-05,4.035018297258725e-05,0.7765308754832607
2013-09-16,5.4138744378514925e-05,0.5565916470395934,0.00011788908643079386,0.7767566157828562,4.446594997804984e-05,4.0129573796486916e-05,0.8213332335002628
2013-09-17,5.7555509167455784e-05,0.5629230396648366,0.00011791076100437065,0.7759769363771779,4.6373427419658604e-05,4.0076688165948834e-05,0.8057165698028438
2013-09-18,6.204530316157312e-05,0.5224640945146093,0.00012172754294072982,0.761781101062738,4.540517282381584e-05,3.764842324765076e-05,0.7318067687666145
2013-09-19,6.178297806302708e-05,0.5174657168274037,0.00012011930776278355,0.6555669210182654,4.457818802758318e-05,3.3089428137904294e-05,0.7215286382295677
2013-09-20,6.675064824066973e-05,0.533516549706871,0.00011751607315069986,0.7144355724237594,4.7252443889780667e-05,3.357769978169323e-05,0.7078949064196619
2013-09-23,6.644616634370019e-05,0.5199955431523515,0.00011597004619299488,0.711859221713913,4.564650187745947e-05,3.2969462727811074e-05,0.6869696837188147
2013-09-24,6.687102886618699e-05,0.48805994017315313,0.00012210874074356146,0.6735799489254752,4.410273687639005e-05,3.100095162021178e-05,0.6595193407991721
2013-09-25,5.221698153901886e-05,0.46838217311467656,0.00012259876009186062,0.6684427495736113,3.7475658941392475e-05,3.0488433074659417e-05,0.7176910238173952
2013-09-26,5.0374063840171386e-05,0.4495493961923096,0.00012411887348056494,0.656741623812807,3.5546743909286305e-05,2.994080124591139e-05,0.705655672769826
2013-09-27,5.122431082106018e-05,0.44808125959046335,0.0001241172673101321,0.6627393947509417,3.572818422660731e-05,2.9907214946119877e-05,0.6974849178823536
2013-09-30,5.1567877421329924e-05,0.4436322342083368,0.00012152959518060979,0.6139436546723239,3.5119938595057166e-05,2.752760052010326e-05,0.6810429350836645
2013-10-01,5.3629225784131454e-05,0.441898405565662,0.00011889462217426429,0.5938929523042238,3.528615226143133e-05,2.6094376093671686e-05,0.6579649761021215
2013-10-02,4.9785428743887e-05,0.4346313680757911,0.00011678387807464557,0.6028529577778505,3.314084969808507e-05,2.6863508731041458e-05,0.6656736827269834
2013-10-03,5.1677659876475144e-05,0.44454612022114826,0.00011519691818375047,0.619046218502197,3.429956990365562e-05,2.7271306605271998e-05,0.6637214220930613
2013-10-04,4.988490741732951e-05,0.4450540707123053,0.00011329595902723319,0.6481556610243532,3.345835408675132e-05,2.805193406103745e-05,0.670710958864649
2013-10-07,5.300164613196136e-05,0.45340100117906323,0.00011208638196989798,0.665506901092852,3.4946491386742007e-05,2.760428756271581e-05,0.6593472832850067
2013-10-08,5.7418241986777646e-05,0.46871764953899336,0.0001111051134228885,0.603861078359419,3.743719282537108e-05,2.4894834991885075e-05,0.6520086914885372
2013-10-09,4.671951297786224e-05,0.4588870845638691,0.00011309559471143761,0.6046025202211401,3.335629702134166e-05,2.5252977968495795e-05,0.7139692795416627
2013-10-10,5.493659376391755e-05,0.4568702803834321,0.00011447242562479201,0.4470859592990291,3.623049059362927e-05,1.4653941342105577e-05,0.6594964869741436
2013-10-11,5.397060840252837e-05,0.4697413902291202,0.00011323480320155756,0.4760113270978963,3.672209506057269e-05,1.5576077841936904e-05,0.6804091365190608
2013-10-14,5.390763459317086e-05,0.4575893681976614,0.00011369749167368765,0.4358769956335875,3.582420035317553e-05,1.4354643348371979e-05,0.6645478070691274
2013-10-15,5.553151341989191e-05,0.45513808900286656,0.00011282588717183862,0.4149872200963431,3.602610538321063e-05,1.529904941250949e-05,0.6487506492179582
2013-10-16,4.144281603770634e-05,0.41636276617573886,0.00011022499868131035,0.3980729389130774,2.8140808147906337e-05,1.3314735067851883e-05,0.6790274126715399
2013-10-17,4.1583055321708076e-05,0.39093306066337274,0.00010840088074744024,0.3694819299467688,2.6246838747457666e-05,1.2104564971254662e-05,0.6311907228653237
2013-10-18,4.3823960134694674e-05,0.3654587953821079,0.00010487379309846275,0.3613401554555637,2.4775801694567783e-05,1.1723647495188432e-05,0.5653483076020145
2013-10-21,4.4710412594374516e-05,0.3589990728107511,0.00010366253300153211,0.3629121842134701,2.444041489170649e-05,1.177784565469609e-05,0.5466380977835484
2013-10-22,4.4371990394003997e-05,0.364352523644589,0.00010131006376001062,0.3479458418848818,2.4428822360074894e-05,1.1241787185651036e-05,0.5505460120936105
2013-10-23,3.6244305626284386e-05,0.3460755976266278,9.66409360074511e-05,0.3671169226844398,2.0481956210057646e-05,1.1582023356651747e-05,0.5651082523485875
2013-10-24,4.040389782719303e-05,0.34522483024128625,9.334778188108901e-05,0.3674266360619819,2.120145459809978e-05,1.1564202557604272e-05,0.5247378529858218
2013-10-25,3.967999624918889e-05,0.3431681636882715,9.210614532214443e-05,0.3712767649013543,2.0746130510645213e-05,1.1695280307041513e-05,0.5228359997909348
2013-10-28,4.081308187982178e-05,0.346572163551576,9.131735459481792e-05,0.4229488328867226,2.1157776914236142e-05,1.4395544801592654e-05,0.5184067445956995
2013-10-29,4.2024721372673885e-05,0.3571276412864538,8.978442236559066e-05,0.4124938262962632,2.1936956963145084e-05,1.385396155684293e-05,0.522001247042398
2013-10-30,3.243679795796633e-05,0.3263849094419206,8.7400916263134e-05,0.3926877951655245,1.7378290445573275e-05,1.3013855554714484e-05,0.5357585069923724
2013-10-31,3.3498134377451295e-05,0.33014579401435157,8.548895094832636e-05,0.3790575909149662,1.7667336176397252e-05,1.2684063942821559e-05,0.527412541167956
2013-11-01,3.528785039280735e-05,0.32885090069210066,8.422806695048931e-05,0.3784101634176284,1.7928338949537534e-05,1.2648420300971012e-05,0.5080598208722804
2013-11-04,3.477448195487655e-05,0.3298515154741451,8.437813100944477e-05,0.3669425362340217,1.7867499101298095e-05,1.220734783326189e-05,0.5138106478331728
2013-11-05,3.766596277267884e-05,0.3317149539095885,8.448864105192709e-05,0.3629824691396451,1.8712798841105352e-05,1.1965614514304868e-05,0.49680925333146553
2013-11-06,3.8333959556374354e-05,0.3010751458886689,8.365066844463891e-05,0.2858118536440791,1.70490998193458e-05,1.0607412400398633e-05,0.44475186014304635
2013-11-07,4.0431492315281525e-05,0.3185188201966356,8.383308026317681e-05,0.2320795376876822,1.8543969140672236e-05,8.17770791375335e-06,0.45865161236364604
