Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_EFA,Predicted_Covariance,Future_Cov_45_EFA,Beta_Predicted
2013-03-21,6.814178529168062e-05,0.8859364053595048,9.386650601766596e-05,1.04006602523276,7.085404167272032e-05,5.664764056553351e-05,1.0398031306257958
2013-03-22,6.79733209422515e-05,0.8805358322335363,9.20880732387987e-05,1.031835113788491,6.966553411673527e-05,5.567757060234233e-05,1.0248952552417063
2013-03-25,7.243408887933498e-05,0.8800368080313649,9.494069406288676e-05,1.0215434555100835,7.297910603424061e-05,5.585802653035995e-05,1.0075243184988985
2013-03-26,7.339742545776695e-05,0.877259497821474,9.376798553041225e-05,1.0261072272280023,7.277727413833378e-05,5.521820969713007e-05,0.991550775581495
2013-03-27,7.311742529462491e-05,0.8773258193466027,9.278377819115528e-05,1.0495199503328123,7.226156820130211e-05,6.229243831035189e-05,0.9882947588775979
2013-03-28,6.422356192814954e-05,0.8735362306407826,9.112682465922186e-05,1.0455073912613089,6.682688769694351e-05,6.243422698052143e-05,1.0405353688060226
2013-04-01,6.678777769649997e-05,0.8744578779155446,9.493639127001536e-05,1.0076113747839286,6.963117931849683e-05,6.03840064586151e-05,1.0425736821925409
2013-04-02,6.451960799026473e-05,0.8730983671371526,9.221752992739812e-05,1.0406907758675197,6.734661604654763e-05,6.723662420246885e-05,1.0438162621308775
2013-04-03,6.836168011312682e-05,0.87163540832833,9.133604108008078e-05,1.0561894696460257,6.8875112270848e-05,6.691983036272677e-05,1.0075105257341763
2013-04-04,6.901245142532413e-05,0.8740552043643995,9.150915626434918e-05,1.053896290158126,6.946001389188419e-05,6.973783007281672e-05,1.0064852422615989
2013-04-05,6.697476452894188e-05,0.8760252786382682,9.201768751266176e-05,1.0549299106394745,6.877140443391386e-05,6.903849807183394e-05,1.0268256248097087
2013-04-08,7.273438811092278e-05,0.8765005644925107,9.035067427956113e-05,1.061747733855125,7.105387930531306e-05,7.193411638304694e-05,0.9768952644099119
2013-04-09,7.022991067372413e-05,0.8787597029715701,8.71991246391891e-05,1.0363547170494951,6.876813620901302e-05,7.20140566684901e-05,0.9791858703693608
2013-04-10,6.636144982931065e-05,0.8755636234399793,8.110394371099233e-05,1.0272494370892091,6.423424575420954e-05,7.314060310660033e-05,0.9679451838292785
2013-04-11,6.716170407401359e-05,0.8778640330053202,8.330766549893476e-05,1.0311296285447638,6.566449242504424e-05,7.439791098584267e-05,0.9777073606214728
2013-04-12,6.98842565011876e-05,0.8786910778918823,8.550400468125457e-05,1.0475088209371988,6.792335341630064e-05,7.653526796984961e-05,0.971940703342052
2013-04-15,9.593981606210937e-05,0.8716009818870137,9.875247393080886e-05,1.097156873289459,8.483814103325773e-05,6.622031258088048e-05,0.8842850082007178
2013-04-16,8.836558039441448e-05,0.8699951704928455,0.00010442738947708224,1.117342892286316,8.357292830574669e-05,6.854300821950404e-05,0.9457633609457883
2013-04-17,8.959564094882932e-05,0.8742627194368535,0.00011890526815957995,1.1683500840523748,9.023727005663412e-05,8.303246646023365e-05,1.0071613875520045
2013-04-18,9.719405369416862e-05,0.8764596732380949,0.0001155907024166758,1.1743877766097333,9.28994703313266e-05,8.237938735753409e-05,0.9558143404908762
2013-04-19,7.72897485213767e-05,0.8787791842006282,0.00011418143268623399,1.1765194089998945,8.25540629636842e-05,8.537768458371695e-05,1.0681114189529481
2013-04-22,7.797978274745508e-05,0.8805614172086811,0.0001114628049545499,1.1834817088690843,8.209479955540317e-05,8.77557728160465e-05,1.0527703035705418
2013-04-23,8.499754389235151e-05,0.8850314472732252,0.00011579990089608703,1.1549394891574625,8.78043403597368e-05,8.541737784859277e-05,1.0330220890963633
2013-04-24,7.773768893068322e-05,0.8878139076136232,0.0001139444982720229,1.1288763715214694,8.355730745175267e-05,8.425444103471023e-05,1.074862252803253
2013-04-25,6.90805921567358e-05,0.886351684587699,0.00010958452992792263,1.1201501740090485,7.711852683196887e-05,8.376313286633677e-05,1.1163559029285088
2013-04-26,7.034557142953508e-05,0.8817093814684664,0.00010134919633138372,1.130531997528594,7.444816492420487e-05,8.519960957013998e-05,1.058320565336218
2013-04-29,6.776168711759701e-05,0.882255513128542,0.00010106441893031858,1.117977365398765,7.301055130187627e-05,8.327793216301093e-05,1.0774606478609383
2013-04-30,5.8041023931509805e-05,0.8834991560449004,7.96506389615292e-05,1.1177421256142954,6.0071476102441625e-05,8.314506513922254e-05,1.0349830522171322
2013-05-01,6.311211636341748e-05,0.8840958906838038,8.43004513628136e-05,1.117542589495602,6.448678027327712e-05,8.364997736898739e-05,1.02178129952011
2013-05-02,6.214021471172626e-05,0.8810954652827739,8.263510836997393e-05,1.1343822244717727,6.313811929124057e-05,8.364642501178239e-05,1.0160589174682397
2013-05-03,7.476459886581012e-05,0.87955568530123,9.385319707390059e-05,1.1231632080439806,7.367766938856111e-05,8.163076955828884e-05,0.9854619767411597
2013-05-06,7.535412832838797e-05,0.8782197734315219,9.963226872017319e-05,1.1244019869454778,7.609510948789013e-05,8.161247773226272e-05,1.0098333187038275
2013-05-07,7.392273390092128e-05,0.8761631743435985,0.00010249515856273368,1.1745478776958476,7.62650714467527e-05,8.919508909694108e-05,1.03168629489503
2013-05-08,6.958015556766957e-05,0.8747729662284236,0.00010586427710767299,1.166670223246389,7.50780128173028e-05,8.818716401155682e-05,1.0790147306337414
2013-05-09,7.111722928104653e-05,0.8745945113821616,0.00011322627991214148,1.1652485606544325,7.84815878193966e-05,8.803751940768705e-05,1.1035523826335674
2013-05-10,7.562958883543677e-05,0.8787175361679372,0.00011674688658421292,1.1590251471738304,8.256915059932846e-05,8.789386011816199e-05,1.0917572324634948
2013-05-13,7.357910230951406e-05,0.881389223848183,0.00011856135969612737,1.159954315482398,8.232212349678219e-05,8.806452396669187e-05,1.118824787376315
2013-05-14,7.590263764609063e-05,0.880816144734704,0.00011968566760356179,1.1881100200109165,8.395272042422939e-05,8.829368344990643e-05,1.1060580109965834
2013-05-15,7.650099964197039e-05,0.8793321263236121,0.00012019027275156421,1.1885510054928785,8.431816680377743e-05,8.772641295646794e-05,1.1021838563991568
2013-05-16,7.639729836462006e-05,0.878280898236744,0.00012409562504475135,1.1906308837841433,8.551664874203649e-05,8.721934577888909e-05,1.119367445873448
2013-05-17,7.425705624970095e-05,0.8766374388999099,0.00012280423310566973,1.1961569458388854,8.371350914521404e-05,8.549516977720185e-05,1.1273475326535205
2013-05-20,7.217439206379002e-05,0.8757177713899352,0.00012429159605491932,1.191669205205286,8.294240286360797e-05,8.558863555449211e-05,1.1491943401518483
2013-05-21,7.13709588975209e-05,0.8716917090602561,0.00011652173867228335,1.1912348431958897,7.949268372579562e-05,8.564949756547483e-05,1.1137959325996505
2013-05-22,7.35750525384875e-05,0.8707671215961031,0.0001227998074575938,1.189554097759159,8.276870418010891e-05,8.391009532718179e-05,1.1249561002598287
2013-05-23,7.454058968752127e-05,0.87202311970636,0.00013399750860605106,1.184441696106408,8.715107998670695e-05,8.358299080889808e-05,1.1691761542543415
2013-05-24,7.630250921850573e-05,0.8776256802893089,0.00013256385845926858,1.1815472801650513,8.826556405282118e-05,8.333951747847985e-05,1.156784553441842
2013-05-28,7.438631671877e-05,0.8791505515257253,0.00012906592156005262,1.1883191552870902,8.614212355717005e-05,8.297198056275441e-05,1.1580372218568753
2013-05-29,7.273626036607267e-05,0.878511771089191,0.0001243752062191649,1.1882496029146474,8.355837321445838e-05,8.488166122532843e-05,1.1487856647278722
2013-05-30,7.309916508279677e-05,0.8784680253558511,0.00012280037274458737,1.1901735913499742,8.323040528637563e-05,8.480474135324501e-05,1.1385958402138188
2013-05-31,7.696255068093324e-05,0.8803699466030155,0.00013991684850961424,1.180793557425523,9.135660292879475e-05,7.798847313078338e-05,1.1870267048130398
2013-06-03,7.835861755638394e-05,0.8819571679615982,0.00013814257482471518,1.1713758704157349,9.176026310763848e-05,7.792142492232782e-05,1.1710296323389218
2013-06-04,7.696792659140356e-05,0.8803888908311857,0.00012621784569446685,1.1901870953878138,8.677404229121372e-05,7.876732748042426e-05,1.1274052210327488
2013-06-05,8.390672708275947e-05,0.8814914107820941,0.00014426025177658675,1.1660887231566928,9.698170574438768e-05,7.137597832591851e-05,1.1558275375075946
2013-06-06,8.864935953499249e-05,0.881059806605097,0.00014170713235471758,1.1722422513577595,9.875044136522208e-05,7.04589040453214e-05,1.1139442166668154
2013-06-07,8.584609796353898e-05,0.8796780772809433,0.0001446133606274435,1.1792715377751517,9.801403266213214e-05,6.717490902986864e-05,1.1417412670726304
2013-06-10,7.344670994631798e-05,0.8801970267849631,0.00013847884749878774,1.1824801098178712,8.876827706556415e-05,6.749492077844867e-05,1.2086079435068593
2013-06-11,7.540176794643908e-05,0.8799333533126714,0.00013879460572007729,1.1665171233193163,9.001747730156709e-05,6.42339078596888e-05,1.1938377541161918
2013-06-12,7.564969572692771e-05,0.8803865930743323,0.0001343183111706789,1.1506049459732193,8.874514930507827e-05,6.695339930712439e-05,1.1731064937183773
2013-06-13,7.668406692361186e-05,0.8799082520488218,0.00013204019492557255,1.1561409401653484,8.854071766622044e-05,6.198588899077856e-05,1.154616874381734
2013-06-14,7.978958283363962e-05,0.879717300119238,0.0001312716691259805,1.1453179475297002,9.003300249370426e-05,6.143638809474314e-05,1.1283804137868731
2013-06-17,6.406673037804978e-05,0.8759263704670326,0.00013336936561154277,1.1138358350991604,8.09677226629431e-05,5.887310628813579e-05,1.263802947101603
2013-06-18,5.269216623890948e-05,0.8771075541433409,0.00011453528794964801,1.132710804293536,6.813896523982294e-05,5.9267967133354264e-05,1.2931517169151243
2013-06-19,5.313666894497608e-05,0.8764706852628453,0.00011890351781710515,1.1107819881673238,6.966777005836348e-05,5.522107862791509e-05,1.3111053335034162
2013-06-20,6.610900161714408e-05,0.880843194640165,0.0001499465069224783,0.956457659026512,8.769949228545696e-05,3.3284255495611154e-05,1.3265892713574698
2013-06-21,6.524441916700448e-05,0.882222689809436,0.00014654024529666998,0.9786584013161548,8.626375621387667e-05,3.434156719553569e-05,1.3221629882713728
2013-06-24,5.5679700730278476e-05,0.8512488885389279,0.00014054862853203926,0.9647356727819056,7.530404585056172e-05,3.6211786245401985e-05,1.3524506213736092
2013-06-25,5.683904438603972e-05,0.8379353430396163,0.0001356281559163132,0.9384213304094212,7.357136623680693e-05,3.37338859467074e-05,1.2943807734895143
2013-06-26,5.616484134519195e-05,0.830064022472152,0.00012091294173191051,0.970090720585444,6.840380377981246e-05,3.303508968904839e-05,1.217911457443621
2013-06-27,5.600093181678947e-05,0.827973569280581,0.00011718035945482636,1.0515330841368806,6.707203959902311e-05,3.542539885993265e-05,1.1976950636902517
2013-06-28,5.651835513949762e-05,0.8196457137889174,0.00011440723182873583,1.0958215650921022,6.590944702861615e-05,3.68124747214125e-05,1.1661600353715107
2013-07-01,4.0959150997653995e-05,0.8100434568118055,0.0001086240578298565,1.0840294152801584,5.403147240275617e-05,3.7180436209788464e-05,1.3191550871220674
2013-07-02,4.708768430286185e-05,0.8014489667113953,0.00010737418996590926,1.0782247487286925,5.6987484895894747e-05,3.6932603752379354e-05,1.2102418230923966
2013-07-03,4.5307854285029834e-05,0.7965934531741409,0.00011022294311930974,1.07765719048373,5.629365950790772e-05,3.691272327432397e-05,1.2424702161741459
2013-07-05,5.048108536897671e-05,0.7934561347374217,0.00011248189628950495,1.1452146236608338,5.979000351130861e-05,3.864432372887617e-05,1.184404080742145
2013-07-08,5.858594159480322e-05,0.7919784367205759,0.00011339584236360665,1.1577401027560827,6.45518406065284e-05,3.958782450689468e-05,1.1018315802276766
2013-07-09,6.185296409698371e-05,0.7948785155702053,0.00010128041067585258,1.1728791145592568,6.291348513800656e-05,3.911744955418144e-05,1.0171458402439693
2013-07-10,6.043816195282401e-05,0.7976510789254058,9.514614392926178e-05,1.1806116982206163,6.048729691591771e-05,3.964832985387196e-05,1.0008129791096567
2013-07-11,6.428746384905295e-05,0.8042655210509628,0.00010860088940930537,1.0934615177423783,6.720154973146575e-05,3.2516533080081446e-05,1.0453289911895587
2013-07-12,6.999194674271863e-05,0.8042617492069922,0.00010290252310133017,1.0969177464452435,6.825499864587579e-05,3.336274104192355e-05,0.9751836007186993
2013-07-15,7.060701256657018e-05,0.8039920843529432,9.990598736780844e-05,1.0786050600541297,6.752606607455202e-05,3.291847853434965e-05,0.9563648654712114
2013-07-16,3.5042919617133015e-05,0.8033875587753637,9.27268252960437e-05,1.185236068676078,4.5796041338317155e-05,3.89104374131659e-05,1.3068557596989372
2013-07-17,3.792838595062833e-05,0.8035228511863374,8.996719743484517e-05,1.1922922931721311,4.69377760877709e-05,3.919892524076686e-05,1.2375368714310744
2013-07-18,3.7451029819475974e-05,0.8051319806435493,8.849815445654129e-05,1.1486589471549236,4.6351742665127086e-05,4.106269895437747e-05,1.237662699491975
2013-07-19,4.0860668714576163e-05,0.8051049607741722,8.555361807400924e-05,1.140477500707562,4.7601915370351614e-05,4.130298619497611e-05,1.164981310092232
2013-07-22,3.950888193740232e-05,0.8067502620573754,8.42337594314438e-05,1.137834335362072,4.654034271894698e-05,4.126420461630859e-05,1.1779716467979344
2013-07-23,3.3171208880188284e-05,0.8107345672871208,8.139391270914382e-05,1.1364780991404275,4.212649271612521e-05,4.131447979347845e-05,1.2699715849453266
2013-07-24,3.471216593235655e-05,0.8096973151537056,8.209915501036595e-05,1.1377481834222631,4.322479073775432e-05,4.136549135825561e-05,1.245234619527525
2013-07-25,3.488954269695917e-05,0.8097347373877958,8.4798510415949e-05,1.138704491351386,4.404377355046206e-05,4.18257108874516e-05,1.2623774961172174
2013-07-26,3.343176772700175e-05,0.8097359964975156,8.336932331459743e-05,1.151904036678929,4.274902901065846e-05,4.3001664047056685e-05,1.2786948437707486
2013-07-29,3.360094972876798e-05,0.8076564035762903,8.149135354460269e-05,1.1152122943294702,4.226279185268729e-05,4.298026622951923e-05,1.257785633853776
2013-07-30,3.816574763863081e-05,0.8123826968079901,7.908429984491426e-05,1.115466990095578,4.463162391162068e-05,4.301690967827051e-05,1.169415684823247
2013-07-31,3.750748633018741e-05,0.8168910924221842,7.823994350154142e-05,1.1028236709107782,4.425245858926613e-05,4.465058144800047e-05,1.1798300264566148
2013-08-01,4.226173154810077e-05,0.8173410222054318,7.920000380468493e-05,1.073061254662342,4.7286758188692555e-05,4.157810229379454e-05,1.1189025261511703
2013-08-02,4.130983358011611e-05,0.8201517890762312,7.9249784770047e-05,1.0773824549664777,4.692669895888534e-05,4.3344344815514985e-05,1.1359692085874884
2013-08-05,3.7225611971094185e-05,0.8184182238216714,7.163817748643136e-05,1.0546274460545797,4.226379378468087e-05,4.538387149905844e-05,1.13534181298346
2013-08-06,4.1983018398946586e-05,0.8193860523220503,7.143596052011051e-05,1.0656324355038382,4.4872869356501724e-05,4.527619842926672e-05,1.0688338063284095
2013-08-07,4.81253999850549e-05,0.8209107814730003,7.24938414440921e-05,1.0071208879281528,4.848793539764257e-05,5.3270453479063237e-05,1.0075331407676664
2013-08-08,4.5117615842124565e-05,0.8204344028444622,6.616326324348866e-05,0.9945520029635824,4.4825525813377714e-05,5.32318749512024e-05,0.9935260313894039
2013-08-09,4.7210405389653165e-05,0.8232597271264552,6.752921968564455e-05,0.99707321535232,4.6483797577395284e-05,5.349504930627197e-05,0.9846091596490055
2013-08-12,4.729046229109182e-05,0.8263378454714924,6.655012413752783e-05,0.9907445297029632,4.6357377375431e-05,5.4357751985664095e-05,0.9802690675782083
2013-08-13,5.1414947954433665e-05,0.8312206944199074,7.172928984624407e-05,0.9509345462452056,5.047883379254069e-05,5.604935565811873e-05,0.9817929571236247
2013-08-14,5.361675369996386e-05,0.8331178504083063,6.964066271088006e-05,0.9755652938556464,5.090824730193098e-05,5.766238768557133e-05,0.9494839539672708
2013-08-15,5.120699157562921e-05,0.8319230892318524,7.175396496981917e-05,1.0011116854350162,5.0427885823337605e-05,5.4916111539264486e-05,0.9847851684248835
2013-08-16,4.9139520575593413e-05,0.8326770724998485,6.842676406239099e-05,1.0093533052574,4.828420280621059e-05,5.4948990805995324e-05,0.982594096170168
2013-08-19,5.1240075352845624e-05,0.8329003308007474,6.792531210988993e-05,1.012419965116243,4.913757681651661e-05,5.423307837971553e-05,0.9589676923413765
2013-08-20,5.687877447837599e-05,0.8326350943177391,6.594865606626377e-05,1.0367439660756477,5.099561126370676e-05,5.609897598303967e-05,0.8965666319532628
2013-08-21,5.746511661394483e-05,0.8360511799465916,7.040456619318098e-05,1.01980670241252,5.3178419268547016e-05,5.39888746394851e-05,0.9254034865326005
2013-08-22,5.43081375808944e-05,0.8348575361029962,6.613686165191376e-05,1.0088632730418516,5.00341605718305e-05,5.227450749630569e-05,0.9213013518886075
2013-08-23,4.6628310947370826e-05,0.8116201825509511,3.1906129528436577e-05,1.003952495153614,3.130507452823353e-05,5.192175625364089e-05,0.6713748341338684
2013-08-26,5.7057237442025364e-05,0.8151642441005382,3.774173674621015e-05,0.9885799589532824,3.7827830339001965e-05,5.0902821027194786e-05,0.662980404150096
2013-08-27,6.26349019454684e-05,0.8127193211935916,4.886788635863117e-05,0.9715358151129314,4.49635469408272e-05,4.3987100939526456e-05,0.7178672839621215
2013-08-28,6.352118414260544e-05,0.8088079958148042,5.286208286642697e-05,0.9839860163952362,4.686804781576231e-05,4.491451898033919e-05,0.7378333456527394
2013-08-29,6.345432123592429e-05,0.8100564893026103,6.0307324049270514e-05,0.980865969225192,5.011075384278061e-05,4.478717441939924e-05,0.7897138109234191
2013-08-30,6.533098257867051e-05,0.8184285002742187,6.589316221588351e-05,0.9576821035775926,5.3698297225016104e-05,4.329874954998776e-05,0.8219422868828504
2013-09-03,6.741624909395761e-05,0.8303415039376405,8.27961964523704e-05,0.9522012875091088,6.203606356040336e-05,4.337222337243402e-05,0.9201945286802308
2013-09-04,5.29054408502055e-05,0.8276748559846377,8.23017902680387e-05,0.9561793245849004,5.461533122842782e-05,4.284916635986901e-05,1.032319745393742
2013-09-05,5.526096611110341e-05,0.8288494903250213,8.002085233772642e-05,0.9825150298653648,5.5117117624926774e-05,4.8436635870471066e-05,0.997396924152802
2013-09-06,5.903493096893949e-05,0.8303181457695149,7.95633492056267e-05,0.9452406311290236,5.690567604421444e-05,4.9723063117757045e-05,0.9639322873800712
2013-09-09,5.950680039687122e-05,0.8365797573121218,8.540067134655788e-05,0.9274954925146036,5.963775600645494e-05,4.740114003085372e-05,1.0022006830935344
2013-09-10,6.058865375686932e-05,0.8380313159970542,8.885497138629113e-05,0.91711051407662,6.14889058241845e-05,4.6278938796978354e-05,1.0148584266441654
2013-09-11,5.2548421709793746e-05,0.8408017032082805,8.524706393935127e-05,0.9043300637657348,5.627469321070888e-05,4.652661263821929e-05,1.0709111973237562
2013-09-12,5.463125330927889e-05,0.8426537675790481,8.441189433616092e-05,0.8990977440543565,5.722312511498635e-05,4.623425228932583e-05,1.0474430229713811
2013-09-13,5.629719144726608e-05,0.8303973413149819,5.9587543893108554e-05,0.903623563090748,4.809578938538261e-05,4.663505117331198e-05,0.8543195166393731
2013-09-16,5.4138744378514925e-05,0.8288948124129967,6.0127987843205404e-05,0.8915917081015956,4.729245360897239e-05,4.6062298691255554e-05,0.8735417518796483
2013-09-17,5.7555509167455784e-05,0.827002415281973,6.037438621977625e-05,0.897386072396366,4.875022139854997e-05,4.634707566928717e-05,0.8470122513678555
2013-09-18,6.204530316157312e-05,0.8378322598911531,8.532432741682707e-05,0.825121943776768,6.0960422829508574e-05,4.077882757513251e-05,0.982514706564663
2013-09-19,6.178297806302708e-05,0.8370538389117662,8.585617830396679e-05,0.8216381663409034,6.096401877207803e-05,4.147179515749123e-05,0.9867445805200002
2013-09-20,6.675064824066973e-05,0.8337727271254011,8.503771692412328e-05,0.83733641378686,6.281758338207597e-05,3.93539065013664e-05,0.9410782522378947
2013-09-23,6.644616634370019e-05,0.8332001203405901,8.254508540332883e-05,0.8513700917304138,6.170635582245028e-05,3.94308504416054e-05,0.9286669076326735
2013-09-24,6.687102886618699e-05,0.8336159774103958,7.977120670303498e-05,0.8530862474941072,6.088469199474158e-05,3.9262578300647784e-05,0.910479366431995
2013-09-25,5.221698153901886e-05,0.8406331298182942,7.431766070313744e-05,0.862670258063703,5.2367084907319025e-05,3.9347370354830884e-05,1.0028746082955409
2013-09-26,5.0374063840171386e-05,0.8455466214056511,6.99734944164629e-05,0.8574364891160652,5.020047587240376e-05,3.909046506382791e-05,0.9965540209676473
2013-09-27,5.122431082106018e-05,0.8489376319192279,6.723812162134264e-05,0.8699259277204135,4.9822054646877435e-05,3.9256851054273554e-05,0.9726251822287822
2013-09-30,5.1567877421329924e-05,0.8522592103066396,6.504166416607625e-05,0.8711850909140212,4.9357954529891884e-05,3.9061622315406995e-05,0.9571453586622909
2013-10-01,5.3629225784131454e-05,0.8483020497379486,6.070056842788723e-05,0.8771423563045883,4.8400256036713096e-05,3.853974431637394e-05,0.9024977580607629
2013-10-02,4.9785428743887e-05,0.851300130776785,5.834276853801446e-05,0.8814907260084854,4.5880415555103e-05,3.927978374983268e-05,0.9215631302710537
2013-10-03,5.1677659876475144e-05,0.8520400389927533,5.880225152913613e-05,0.9126442781185756,4.696868496546708e-05,4.020540177167791e-05,0.9088779383148559
2013-10-04,4.988490741732951e-05,0.8492778819150225,5.431222562377717e-05,0.922584468263474,4.420620149530896e-05,3.992910997423476e-05,0.8861638476240246
2013-10-07,5.300164613196136e-05,0.8500288025097005,5.60870415431024e-05,0.907023829877945,4.6345715045960374e-05,3.762206911013429e-05,0.8744202949955683
2013-10-08,5.7418241986777646e-05,0.8494348630804842,5.8294661708358274e-05,0.9222047864491586,4.914387757906963e-05,3.801890337054252e-05,0.8558931078103462
2013-10-09,4.671951297786224e-05,0.8520481716266066,5.8579856165294154e-05,0.9333621560395736,4.4574599811165936e-05,3.898457775940791e-05,0.9540895649380451
2013-10-10,5.493659376391755e-05,0.8446203984829935,6.638227299559644e-05,0.9469447470798152,5.1005673854639416e-05,3.1037594648865814e-05,0.9284462388372545
2013-10-11,5.397060840252837e-05,0.8449141781605297,6.610901513930164e-05,0.954205969806503,5.0468639614383835e-05,3.122359829872341e-05,0.9351134090980439
2013-10-14,5.390763459317086e-05,0.8460502252953616,6.729670997895178e-05,0.9536191138730244,5.095868352190316e-05,3.1405333171895775e-05,0.9452962257846632
2013-10-15,5.553151341989191e-05,0.845870820516176,6.864567439191771e-05,0.8942170529412621,5.222523302361596e-05,3.296648719755967e-05,0.9404611869430591
2013-10-16,4.144281603770634e-05,0.8430823632156701,6.443115187420144e-05,0.9221179235668636,4.356548778425046e-05,3.084298040237153e-05,1.0512192932211175
2013-10-17,4.1583055321708076e-05,0.8452977281984403,6.623705135653413e-05,0.8876036863939631,4.436274340990294e-05,2.9078706209607518e-05,1.0668466534430854
2013-10-18,4.3823960134694674e-05,0.8463158101020659,6.374859670380582e-05,0.903341199557004,4.4732542015211994e-05,2.9308820599069467e-05,1.0207325371263747
2013-10-21,4.4710412594374516e-05,0.8472773068152086,6.347395415677229e-05,0.9058776746059204,4.513648031194498e-05,2.9399088533405976e-05,1.0095294964382429
2013-10-22,4.4371990394003997e-05,0.8486397621124655,6.292033218868104e-05,0.8921976371870741,4.48407982114608e-05,2.8826026230013687e-05,1.010565399777968
2013-10-23,3.6244305626284386e-05,0.8444524741630337,6.461253598749165e-05,0.8680629004266681,4.086518769186644e-05,2.7386165459952202e-05,1.1274926360357966
2013-10-24,4.040389782719303e-05,0.8393873171776732,5.907134376550438e-05,0.8555661092263392,4.100742130991675e-05,2.6927660701348204e-05,1.0149372589076675
2013-10-25,3.967999624918889e-05,0.8375273753042863,5.651581434180076e-05,0.8718092860279179,3.966156229322302e-05,2.7462138593798858e-05,0.9995354345335594
2013-10-28,4.081308187982178e-05,0.8381428760405856,5.4247501951738845e-05,0.9336870964020496,3.9437340968273413e-05,3.1779102770392424e-05,0.966291668058801
2013-10-29,4.2024721372673885e-05,0.8373100882616539,5.116451123728104e-05,0.9384276276905484,3.882604557945804e-05,3.151790269114623e-05,0.923885853641953
2013-10-30,3.243679795796633e-05,0.8304935484755319,4.30064679792068e-05,0.940090910322871,3.101859619658681e-05,3.1155048529290296e-05,0.9562779975009458
2013-10-31,3.3498134377451295e-05,0.8286982693609389,4.423185391296407e-05,0.9370136972588002,3.189879762781003e-05,3.135444833763132e-05,0.9522559456111732
2013-11-01,3.528785039280735e-05,0.8263545315565399,4.5074326574271195e-05,0.9432935015598204,3.295669389534606e-05,3.152973632406254e-05,0.933938835278659
2013-11-04,3.477448195487655e-05,0.8221862223350673,4.070432250837551e-05,0.9394172933551516,3.093291118713265e-05,3.1252287560507915e-05,0.8895290295703404
2013-11-05,3.766596277267884e-05,0.8213553056015228,3.740908446461864e-05,0.9336345111772698,3.083146370227473e-05,3.077699781060442e-05,0.8185497311816613
2013-11-06,3.8333959556374354e-05,0.823767985693076,3.838385673054865e-05,0.8853266494739689,3.159883381127608e-05,3.285736669175441e-05,0.8243039377345426
2013-11-07,4.0431492315281525e-05,0.8292347645462907,4.579119082417539e-05,0.8392710915023711,3.568028835595396e-05,2.957311064622839e-05,0.8824875440590206
2013-11-08,4.3778322206368926e-05,0.828610976227684,4.631921585355248e-05,0.8844575661014955,3.731305753811075e-05,2.8457110370333067e-05,0.8523181259030159
