Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SPXU,Predicted_Covariance,Future_Cov_45_SPXU,Beta_Predicted
2013-04-24,7.773768893068322e-05,-0.923792340515285,0.05381958255589902,-2.933289595382906,-0.0018895584568994787,-0.00021892802567815848,-24.306851449936357
2013-04-25,6.90805921567358e-05,-0.9218510317269007,0.05143221881585051,-2.945090296246943,-0.0017376263835171544,-0.00022022939022986717,-25.153611589991627
2013-04-26,7.034557142953508e-05,-0.9358921287401648,0.07073524431182522,-2.958705307222955,-0.002087671221623918,-0.00022297514582476173,-29.677365315244206
2013-04-29,6.776168711759701e-05,-0.9494268489072494,0.0571815435210365,-2.9603029763459725,-0.0018688805806437755,-0.00022051243439813939,-27.580195537345862
2013-04-30,5.8041023931509805e-05,-0.9490640738137943,0.05646644241063324,-2.9604692914094963,-0.001718138935744395,-0.00022021932110828464,-29.602147229033243
2013-05-01,6.311211636341748e-05,-0.9510862075971717,0.04553723916565801,-2.9516422350284595,-0.0016123510468368562,-0.00022093547796949554,-25.547408956348114
2013-05-02,6.214021471172626e-05,-0.9577292784509006,0.037042437768116374,-2.951302817390015,-0.001453044513769053,-0.0002176214722659553,-23.38331981165257
2013-05-03,7.476459886581012e-05,-0.9718638967555397,0.028967496155133898,-2.946842350575764,-0.001430240039142904,-0.00021417458043643242,-19.129909888367678
2013-05-06,7.535412832838797e-05,-0.9807871938808075,0.022507098618068027,-2.9469860495883826,-0.0012772857552162556,-0.0002139011102272125,-16.950441648663688
2013-05-07,7.392273390092128e-05,-0.9844191572487168,0.014676124129995827,-2.948791489326049,-0.0010253561837345723,-0.00022393103304967895,-13.87064749402881
2013-05-08,6.958015556766957e-05,-0.9987817577616476,0.010854458846774885,-2.948013564078581,-0.0008679953278218296,-0.0002228367112689976,-12.474754055093602
2013-05-09,7.111722928104653e-05,-1.0017159529268804,0.008993835747063774,-2.9458078184444223,-0.0008011327396333167,-0.0002225633411998938,-11.26495995038472
2013-05-10,7.562958883543677e-05,-1.0016823439896272,0.007504081703145002,-2.9475883471169,-0.0007546136650642918,-0.00022352829746545759,-9.977757074764268
2013-05-13,7.357910230951406e-05,-1.0006723771658317,0.005035294124110625,-2.947360857748241,-0.0006090901495685365,-0.00022376564958742883,-8.278031811347322
2013-05-14,7.590263764609063e-05,-0.9985058648830013,0.004242272776368909,-2.94321909277806,-0.0005666023209329029,-0.0002187235613912924,-7.464856802141524
2013-05-15,7.650099964197039e-05,-1.0033035746282517,0.003618132138003678,-2.9468235501459303,-0.0005278470837413515,-0.00021750371542763062,-6.899871716862655
2013-05-16,7.639729836462006e-05,-1.0074563633199027,0.0018554764064194775,-2.9476955882426386,-0.0003793088388346526,-0.00021593264903789583,-4.9649509466202835
2013-05-17,7.425705624970095e-05,-1.004733728350535,0.0016544987794914023,-2.948526242241852,-0.0003521705790331861,-0.00021074554852516548,-4.742587395990457
2013-05-20,7.217439206379002e-05,-1.0202042624726784,0.0014962731481838153,-2.947926904198133,-0.0003352618537784672,-0.00021172741591592278,-4.64516352949883
2013-05-21,7.13709588975209e-05,-1.0171524616724403,0.001371532649924753,-2.946599829037407,-0.0003182364313266171,-0.00021185981616058836,-4.458906483007491
2013-05-22,7.35750525384875e-05,-1.0200291702724098,0.0012588092900811297,-2.9473735668259016,-0.0003104258305824994,-0.00020790512799969324,-4.21917239433997
2013-05-23,7.454058968752127e-05,-1.0170726169641429,0.0011722943306003656,-2.947144024374391,-0.00030065380614175704,-0.00020797234064922192,-4.03342403651643
2013-05-24,7.630250921850573e-05,-1.0134632711951144,0.0011689883203102897,-2.946467145275424,-0.0003026791530908947,-0.00020782676603440378,-3.966830923267797
2013-05-28,7.438631671877e-05,-1.010886041364028,0.0011613974641703636,-2.9456344847737124,-0.00029712497889143895,-0.0002056729676772543,-3.994349928828577
2013-05-29,7.273626036607267e-05,-0.9989320719713591,0.0011303742560181383,-2.94512755903873,-0.00028643268248782015,-0.0002103828346489766,-3.9379627306413556
2013-05-30,7.309916508279677e-05,-0.9927884433005253,0.0011293591238350485,-2.9436393126489118,-0.00028525216791649765,-0.00020974635327211652,-3.9022630093435797
2013-05-31,7.696255068093324e-05,-1.0043476716151523,0.0010894434155575789,-2.943532573180163,-0.00029082125388063367,-0.0001944129941677181,-3.7787372080000714
2013-06-03,7.835861755638394e-05,-1.0043640515954073,0.0010227595566905466,-2.950297705885644,-0.0002843291035387372,-0.00019625758647913205,-3.6285620191569175
2013-06-04,7.696792659140356e-05,-1.0017093711285194,0.0009681105217350525,-2.9519413091306745,-0.00027343814585166064,-0.00019536132487096478,-3.5526245536436285
2013-06-05,8.390672708275947e-05,-0.9977330530624732,0.003355573630012704,-2.943898742296691,-0.0005294148716319607,-0.00018019525328659967,-6.309564084293081
2013-06-06,8.864935953499249e-05,-1.000349055656723,0.001945238890010495,-2.9463246519301034,-0.0004154089406678383,-0.00017709206923420483,-4.6859779117057725
2013-06-07,8.584609796353898e-05,-0.9969034157377041,0.0008479404243121354,-2.9411090255938928,-0.0002689651636743255,-0.00016753455409763786,-3.1331087848461303
2013-06-10,7.344670994631798e-05,-0.9936029938517935,-0.00835729343557799,-2.9423868001253064,,-0.00016794884102075883,
2013-06-11,7.540176794643908e-05,-0.9977146791952332,-0.015067054684179295,-2.9510784829736223,,-0.00016250023216345816,
2013-06-12,7.564969572692771e-05,-0.9967102001803886,-0.017340126405808964,-2.9560765168258705,,-0.0001720133153486922,
2013-06-13,7.668406692361186e-05,-1.000114711911075,-0.0034188440169672847,-2.953155701565716,,-0.00015833189114776756,
2013-06-14,7.978958283363962e-05,-1.0029378222218035,-0.010893223484498647,-2.957761693923681,,-0.00015865829721047682,
2013-06-17,6.406673037804978e-05,-1.005665296553739,-0.009149349119427679,-2.95418208930966,,-0.00015614677734169987,
2013-06-18,5.269216623890948e-05,-0.9817138361874802,-0.008048109877316084,-2.964216792658543,,-0.00015509969780238476,
2013-06-19,5.313666894497608e-05,-1.0016863546875738,-0.007717850485569539,-2.981320111376532,,-0.00014821244316081655,
2013-06-20,6.610900161714408e-05,-1.0215589745884355,-0.006870770768971357,-2.994937284928274,,-0.00010422234256176488,
2013-06-21,6.524441916700448e-05,-0.9494259012478703,-0.00577758256545552,-3.026376649558898,,-0.00010619692931676232,
2013-06-24,5.5679700730278476e-05,-0.958364710525347,-0.004648885496809378,-3.016549430490266,,-0.00011322753605722342,
2013-06-25,5.683904438603972e-05,-0.9574047845643618,-0.0034473092840913966,-3.005925020367185,,-0.00010805544217242034,
2013-06-26,5.616484134519195e-05,-0.9653093515685368,-0.002489596344534124,-3.012996447363158,,-0.00010260340168119302,
2013-06-27,5.600093181678947e-05,-0.9679047741464408,-0.0023426638807123932,-3.017647701119376,,-0.00010166239659369315,
2013-06-28,5.651835513949762e-05,-0.9404751178059466,0.001492630544619707,-2.992130692820151,-0.0002731607077013448,-0.00010051612324616615,-4.83313265269547
2013-07-01,4.0959150997653995e-05,-0.9245052402537948,0.0031592005175882726,-2.9588240875077427,-0.00033256263004506555,-0.00010148282757911704,-8.119373130173368
2013-07-02,4.708768430286185e-05,-0.9263013386942756,0.004603855133501262,-2.956808000638477,-0.000431287412414978,-0.0001012800145685805,-9.15924023022652
2013-07-03,4.5307854285029834e-05,-0.9291235202200527,0.005923535179983279,-2.957042871222317,-0.0004813385969590216,-0.00010128685279476167,-10.623734108681035
2013-07-05,5.048108536897671e-05,-0.941927404051366,0.004976118587103555,-2.97495356211724,-0.00047209253699343173,-0.0001003873563588723,-9.351869785342561
2013-07-08,5.858594159480322e-05,-0.9425578255134472,0.00421661110006644,-2.9697912871814283,-0.0004684750696807328,-0.00010154919572982345,-7.996373480191504
2013-07-09,6.185296409698371e-05,-0.9575970984916731,0.0035770657033213876,-2.977009743184947,-0.0004504292017120414,-9.928817642481809e-05,-7.282257338642349
2013-07-10,6.043816195282401e-05,-0.9649711346624789,0.003040482332538423,-2.9784086321471626,-0.00041365777207752984,-0.00010002351159570131,-6.844314233123389
2013-07-11,6.428746384905295e-05,-0.9706362481980354,0.0025364950510534095,-2.9731126189469195,-0.0003919554090150474,-8.84121784408074e-05,-6.096918209985064
2013-07-12,6.999194674271863e-05,-0.973868086550119,0.015658654847121752,-2.97414433276488,-0.0010195332560310546,-9.045856675844429e-05,-14.5664366184688
2013-07-15,7.060701256657018e-05,-0.9768891363943094,0.011581475251222275,-2.973579672332727,-0.0008833872769775617,-9.075214111173473e-05,-12.511324935957042
2013-07-16,3.5042919617133015e-05,-0.9800112082874783,0.015459679955821572,-2.983397109629569,-0.000721325745736474,-9.794275552424773e-05,-20.584065300991842
2013-07-17,3.792838595062833e-05,-0.9811879403402284,0.008238649289175325,-2.9821080334668046,-0.0005484820137310973,-9.804259453254679e-05,-14.460990099738506
2013-07-18,3.7451029819475974e-05,-0.9847511246544102,0.00289831069535834,-2.8910110991547064,-0.00032443734397945046,-0.00010334896945032251,-8.662975238420028
2013-07-19,4.0860668714576163e-05,-0.9812302794338417,-0.0015115474680685499,-2.886012777306988,,-0.0001045184546171951,
2013-07-22,3.950888193740232e-05,-0.9752887576172563,-0.005018819353197289,-2.888577360224265,,-0.00010475588891804851,
2013-07-23,3.3171208880188284e-05,-0.9690461235696943,-0.00438540580653823,-2.889405105931593,,-0.00010503877633407358,
2013-07-24,3.471216593235655e-05,-0.9677149950564163,-0.0038400202416001817,-2.8864456871142194,,-0.0001049434715573471,
2013-07-25,3.488954269695917e-05,-0.9358456761560622,-0.005178189089473213,-2.889355658117763,,-0.00010612881157958308,
2013-07-26,3.343176772700175e-05,-0.9154128975854604,-0.006299714001786345,-2.8996239000921813,,-0.00010824569481853035,
2013-07-29,3.360094972876798e-05,-0.9035400331358877,-0.006474354683850026,-2.899261190522097,,-0.00011173748574254751,
2013-07-30,3.816574763863081e-05,-0.8943035047899995,-0.005476174357391212,-2.899419588233512,,-0.00011181332271944922,
2013-07-31,3.750748633018741e-05,-0.893613523778662,-0.004318832033830344,-2.8946144077881293,,-0.00011719572202214386,
2013-08-01,4.226173154810077e-05,-0.8875610939822758,-0.0038328904534351113,-2.8734696286632886,,-0.00011133885753452979,
2013-08-02,4.130983358011611e-05,-0.8896406223781715,-0.003456082627774798,-2.874074971202598,,-0.0001156273670535345,
2013-08-05,3.7225611971094185e-05,-0.8974260744991789,-0.0030556750615049143,-2.8791760088749854,,-0.0001238998231070047,
2013-08-06,4.1983018398946586e-05,-0.9141128650300405,-0.002585184408341791,-2.8742471164512216,,-0.00012211995285003194,
2013-08-07,4.81253999850549e-05,-0.9266696885295554,-0.0022083496329937517,-2.920612847694801,,-0.00015448231954909042,
2013-08-08,4.5117615842124565e-05,-0.940059563700642,-0.0016840577332469153,-2.922694684227876,,-0.00015643276318157446,
2013-08-09,4.7210405389653165e-05,-0.9430034886757981,-0.001228285503964042,-2.919602206893789,,-0.00015664272353088516,
2013-08-12,4.729046229109182e-05,-0.9490182329386884,-0.0008601887377234324,-2.9195141364186847,,-0.00016018077373959074,
2013-08-13,5.1414947954433665e-05,-0.9592856809969112,-0.000616900957160414,-2.921427997930492,,-0.00017219287860782977,
2013-08-14,5.361675369996386e-05,-0.9530105178851989,-0.00042046791634415946,-2.9188396790011457,,-0.00017252280931131343,
2013-08-15,5.120699157562921e-05,-0.9554192823756092,-0.00025452455654662417,-2.9055582085127565,,-0.0001593847729318807,
2013-08-16,4.9139520575593413e-05,-0.9548627300113012,-0.0001241207607992402,-2.9077774144126507,,-0.00015829881725080983,
2013-08-19,5.1240075352845624e-05,-0.951120401970475,-1.4353740785109523e-05,-2.904409494876218,,-0.00015558273563315886,
2013-08-20,5.687877447837599e-05,-0.9606077092801873,0.0001171604596165665,-2.90635899011869,-7.841726954668397e-05,-0.00015726521544362054,-1.378673683915191
2013-08-21,5.746511661394483e-05,-0.9518004249650609,0.00022492773804346674,-2.9035984192932496,-0.00010821053605771479,-0.00015371737672618212,-1.8830647605691235
2013-08-22,5.43081375808944e-05,-0.9313264763417782,0.00031502325121266796,-2.899623678458005,-0.0001218163854660207,-0.0001502447395661423,-2.243059528317828
2013-08-23,4.6628310947370826e-05,-0.8916788766538813,0.0004053838513918748,-2.899635390261257,-0.00012259324555341356,-0.00014996144009238224,-2.6291590465668815
2013-08-26,5.7057237442025364e-05,-0.8920400998105225,0.0004666855953132651,-2.8987358600782223,-0.00014556331783938667,-0.00014925836939573922,-2.5511806103001473
2013-08-27,6.26349019454684e-05,-0.9189318809231946,0.0005245871483209742,-2.908218954096281,-0.00016657136446963293,-0.00013167205850584898,-2.659401696112726
2013-08-28,6.352118414260544e-05,-0.9343078802682355,-0.001517663056257496,-2.918931534890233,,-0.00013323604567717627,
2013-08-29,6.345432123592429e-05,-0.9290687208593361,-0.0011011313915959922,-2.919886240951498,,-0.0001333244892384227,
2013-08-30,6.533098257867051e-05,-0.9265565859507889,0.007094365920585621,-2.91409032327152,-0.0006307951347151352,-0.00013175193167129482,-9.655374981625936
2013-09-03,6.741624909395761e-05,-0.9821777042371211,0.013838790891578133,-2.9188243221417856,-0.000948683697520773,-0.0001329507764224864,-14.072033230424884
2013-09-04,5.29054408502055e-05,-1.0774003557989476,0.011503200099405645,-2.917751654030206,-0.000840497876752298,-0.0001307529067046071,-15.886794689643594
2013-09-05,5.526096611110341e-05,-1.0842096437356192,0.0095857087194167,-2.909126627415016,-0.0007891046753179036,-0.00014341593041330064,-14.279603323101353
2013-09-06,5.903493096893949e-05,-1.0915499160605764,0.008014371183895549,-2.9036622699953787,-0.0007508148554099647,-0.00015274309796774166,-12.718145733159183
2013-09-09,5.950680039687122e-05,-1.0723411522147726,0.0067303219255930545,-2.8966056270436105,-0.0006786317767545592,-0.00014803566168219596,-11.404272658394193
2013-09-10,6.058865375686932e-05,-1.083686615434965,0.005672319587355021,-2.897450787027962,-0.0006353012454318007,-0.00014621023920452153,-10.485482116522064
2013-09-11,5.2548421709793746e-05,-1.0472643446106615,0.006532791489133496,-2.898149935870758,-0.0006136002874079234,-0.00014910606739340887,-11.6768547454502
2013-09-12,5.463125330927889e-05,-1.031549670533902,0.019117293068339244,-2.896113833198134,-0.001054202217966911,-0.00014892669735649388,-19.29668741075466
2013-09-13,5.629719144726608e-05,-1.0198999169246394,0.018197509981716053,-2.8958310902427487,-0.0010323023219693918,-0.00014945076312621177,-18.3366575744077
2013-09-16,5.4138744378514925e-05,-1.014379523011342,0.0323324016640032,-2.8982711120153577,-0.0013420649859112873,-0.00014973336835326094,-24.789362984263978
2013-09-17,5.7555509167455784e-05,-1.0105831544366546,0.044644679046014,-2.9007846971982176,-0.0016199453268357991,-0.00014981610702107542,-28.145790911563715
2013-09-18,6.204530316157312e-05,-1.0040835612142385,0.03634492109927689,-2.891860023080425,-0.0015078084663692648,-0.0001429202824407253,-24.301734209320532
2013-09-19,6.178297806302708e-05,-1.0090325899955916,0.02982650415318419,-2.887235736751053,-0.0013697483620823782,-0.00014573184882486098,-22.17031947998764
2013-09-20,6.675064824066973e-05,-1.047780758306751,0.023882345639857527,-2.9558085571335058,-0.0013229293517880798,-0.00013891980771181482,-19.81897384753857
2013-09-23,6.644616634370019e-05,-1.0492592180763012,0.019076452058453194,-2.9587748007993127,-0.0011813172904100197,-0.00013703441992375228,-17.778562036213266
2013-09-24,6.687102886618699e-05,-1.0434334171641515,0.015693635649119738,-2.9603532708715647,-0.001068920796983385,-0.00013624777381723873,-15.98481158593149
2013-09-25,5.221698153901886e-05,-1.0312121545346298,0.012949726467406771,-2.9599128522715645,-0.0008479772529837986,-0.00013500498727957,-16.239491981169998
2013-09-26,5.0374063840171386e-05,-0.9413208065264461,0.013682220432773094,-2.9635608351074216,-0.0007814828359537781,-0.00013510851562746403,-15.513595219025698
2013-09-27,5.122431082106018e-05,-0.8805936456301787,0.013571338278523474,-2.9664660761679573,-0.0007342178644094965,-0.0001338667042777331,-14.333386875116977
2013-09-30,5.1567877421329924e-05,-0.9159818090891715,0.010498462968756086,-2.95115049456466,-0.0006739680937846254,-0.00013232173876353515,-13.069533350733828
2013-10-01,5.3629225784131454e-05,-0.9514079188495645,0.007984508509960204,-2.9549186320587078,-0.0006225749173250678,-0.00012983275489627247,-11.60887385976927
2013-10-02,4.9785428743887e-05,-0.9695939959210126,0.006657929158336689,-2.9509441544771837,-0.0005582267299019338,-0.00013149593617458124,-11.212652858201544
2013-10-03,5.1677659876475144e-05,-0.9890059596184632,0.005544455974219061,-2.9597265272701594,-0.0005293949545261255,-0.00013038704894803444,-10.244174287139465
2013-10-04,4.988490741732951e-05,-1.0187327024075918,0.004692013431267186,-2.9661206379306297,-0.0004928610027454824,-0.00012837258941905043,-9.879962262378932
2013-10-07,5.300164613196136e-05,-1.0260342241494351,0.0039476365324903635,-2.976728508971484,-0.000469326531522216,-0.00012347049988940503,-8.85494254940131
2013-10-08,5.7418241986777646e-05,-1.036093924233664,0.0033268118013828206,-2.979504599158662,-0.00045283312611991007,-0.0001228333436477405,-7.886572462880161
2013-10-09,4.671951297786224e-05,-1.0375100950016733,0.0027955807232187347,-2.9790166495413675,-0.00037495357877786247,-0.00012442727131063653,-8.02563115235238
2013-10-10,5.493659376391755e-05,-0.9998464340005406,0.0022746366550815927,-2.934958121880272,-0.00035344364949796593,-9.619784129880046e-05,-6.433665163458102
2013-10-11,5.397060840252837e-05,-1.0049770730024776,0.0019231571796709172,-2.93911137452989,-0.00032377417193140036,-9.617381971749754e-05,-5.99908323279588
2013-10-14,5.390763459317086e-05,-1.010311548425493,0.001639297782014923,-2.948918220819433,-0.00030033737513200615,-9.711608951017748e-05,-5.571332843642402
2013-10-15,5.553151341989191e-05,-1.014009392969816,0.0014018727912294754,-2.9741761338255333,-0.00028292155481256405,-0.0001096469130358755,-5.094792801220845
2013-10-16,4.144281603770634e-05,-1.0173755339690236,0.001257162669205211,-2.968453104953068,-0.00023222108861900234,-9.928875537661968e-05,-5.603409971168905
2013-10-17,4.1583055321708076e-05,-1.0207621437056864,0.0011526168963829396,-2.960851617676964,-0.00022347309517291566,-9.700019912091211e-05,-5.3741384187384
2013-10-18,4.3823960134694674e-05,-1.0307326764600047,0.0010827043117448262,-2.9576814087984924,-0.0002245209067117707,-9.59616962474302e-05,-5.123245503639946
2013-10-21,4.4710412594374516e-05,-1.0290756097547842,0.0010127669366726425,-2.957452079438143,-0.00021898097303752587,-9.598028293889884e-05,-4.8977622958701605
2013-10-22,4.4371990394003997e-05,-1.035041148331111,0.0009574749419728883,-2.954390333114444,-0.0002133417136583406,-9.545343955915379e-05,-4.808026679983451
2013-10-23,3.6244305626284386e-05,-1.022621426488284,0.0009429493591965579,-2.955790328774428,-0.00018905099386613245,-9.325103396188932e-05,-5.2160191952755355
2013-10-24,4.040389782719303e-05,-1.0193976716466544,0.0009359967442987944,-2.956500988323327,-0.00019824052467630026,-9.305143649128611e-05,-4.906470299577841
2013-10-25,3.967999624918889e-05,-1.0159980965258972,0.0009308509025497234,-2.963778721734249,-0.00019526246501907254,-9.335952635747891e-05,-4.92092952309853
2013-10-28,4.081308187982178e-05,-1.0141283453172318,0.008422921619801469,-2.965311067545421,-0.0005945987563583925,-0.0001009277364170945,-14.56882766435645
2013-10-29,4.2024721372673885e-05,-1.0141201676958425,0.014562335622821058,-2.963315593897242,-0.000793336359599475,-9.952551456893819e-05,-18.877849363097344
2013-10-30,3.243679795796633e-05,-0.989860306598517,0.013961376466847681,-2.9544841473914616,-0.0006661269678244602,-9.791297413926374e-05,-20.5361505993184
2013-10-31,3.3498134377451295e-05,-0.9771229365144227,0.013233779993232135,-2.945713046491334,-0.0006505811460731366,-9.856975175912454e-05,-19.42141430153986
2013-11-01,3.528785039280735e-05,-0.9747556568481317,0.012660604649398222,-2.9433754089772317,-0.0006515317580525071,-9.838279432045568e-05,-18.463345055025155
2013-11-04,3.477448195487655e-05,-0.9829096986526324,0.012216381253179465,-2.943044456923427,-0.0006406417588359964,-9.79084293228545e-05,-18.422754928953207
2013-11-05,3.766596277267884e-05,-0.9782536091970921,0.0118156662941013,-2.936440145331017,-0.000652612072929037,-9.679891953636711e-05,-17.326308021586314
2013-11-06,3.8333959556374354e-05,-0.9811333721098522,0.010217952804535529,-2.931860622672612,-0.0006140473116737113,-0.00010881093393665239,-16.018363841874628
2013-11-07,4.0431492315281525e-05,-1.0009354271695212,0.008379518835730784,-2.943853186330861,-0.0005826067169873739,-0.00010373155573578936,-14.409725776240304
2013-11-08,4.3778322206368926e-05,-1.0091278696486459,0.006914804135358824,-2.9575528685643104,-0.0005552207631016193,-9.515822084919788e-05,-12.682550064032492
2013-11-11,4.088414418239951e-05,-1.0148885191048238,0.006207792798694563,-2.9581727245708045,-0.0005112865892503855,-9.546559514558839e-05,-12.50574273902724
2013-11-12,3.99781619662566e-05,-1.0051384993073054,0.005210806499012781,-2.963946109119033,-0.0004587644877909324,-9.685445936154299e-05,-11.475377186628807
2013-11-13,4.4902541372157916e-05,-1.0001562655086709,0.004376004512777984,-2.9649707969253845,-0.00044334539454164685,-9.369503824687309e-05,-9.873503391871395
2013-11-14,4.545126757048379e-05,-1.0007899559002877,0.003706428677268705,-2.965133750738447,-0.00041076531204736766,-9.244606818295448e-05,-9.0374885895178
2013-11-15,4.488960878325864e-05,-0.9903073505011502,0.0033519771025911412,-2.960401664038504,-0.0003841434517894288,-9.638793470544074e-05,-8.557513914727929
2013-11-18,4.304897041106976e-05,-0.9787978120903432,0.0030623556809500786,-18.72138485994807,-0.00035538753398684533,-0.0008043035459321187,-8.255424708031107
2013-11-19,4.253689180732228e-05,-0.971093134917827,0.0028259824799486536,-18.52309268169176,-0.0003366886627668008,-0.0008038051607640626,-7.915215439150713
2013-11-20,3.986505410246521e-05,-0.894371681393798,0.008215643533411055,-18.46346527079032,-0.0005118409305422552,-0.0008120896782091179,-12.839338665555793
2013-11-21,3.485111027762049e-05,-0.8138681879328857,0.012717740491819717,-18.008792357839244,-0.0005418353829221532,-0.0008020205074259004,-15.54714838654913
