Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_VXX,Predicted_Covariance,Future_Cov_45_VXX,Beta_Predicted
2013-04-02,6.451960799026473e-05,-0.8592934514746543,0.001356157232384366,-3.815553403622765,-0.0002541805905230826,-0.0002465140811015451,-3.9395867154282085
2013-04-03,6.836168011312682e-05,-0.8631188592802823,0.0013686285361175932,-3.784776265801859,-0.0002640096281561808,-0.00023980222578172405,-3.861953476264631
2013-04-04,6.901245142532413e-05,-0.867579292804372,0.0013643826119600427,-3.786143914776764,-0.0002662201924546737,-0.00025053457671846976,-3.8575675397176825
2013-04-05,6.697476452894188e-05,-0.8686949128230438,0.0012800899264036561,-3.811778143078816,-0.0002543566613742183,-0.0002494567983399818,-3.7977985165487653
2013-04-08,7.273438811092278e-05,-0.8656393255751843,0.0012781183940619085,-3.87884492860886,-0.00026393222279315326,-0.00026279432828477713,-3.6287130427308516
2013-04-09,7.022991067372413e-05,-0.8624700017985628,0.0012376264258912423,-3.936314476787641,-0.00025427276371047447,-0.0002735260129885103,-3.6205764932804945
2013-04-10,6.636144982931065e-05,-0.8553195669258864,0.001178944158393667,-3.9644393166188334,-0.00023923953943610232,-0.00028226978971986505,-3.6050981413373906
2013-04-11,6.716170407401359e-05,-0.8517056771051381,0.0011800452856149614,-3.963298321853376,-0.00023977269935640058,-0.00028595930870081433,-3.570080638397235
2013-04-12,6.98842565011876e-05,-0.8539212527524043,0.001242181333528212,-3.9832828084094136,-0.00025159383584163775,-0.0002910348925449172,-3.600150426403438
2013-04-15,9.593981606210937e-05,-0.8619866151517207,0.001484291397105591,-3.835756862050154,-0.0003252816378817205,-0.00023151203312218237,-3.390475938281351
2013-04-16,8.836558039441448e-05,-0.8651893438321331,0.0015782664311224093,-3.3516703501108043,-0.0003231044121990077,-0.00020560704322970265,-3.6564509705798396
2013-04-17,8.959564094882932e-05,-0.8661564063588856,0.0017659793719062913,-3.267195716166799,-0.00034453438804028476,-0.00023219352009690847,-3.845436947507953
2013-04-18,9.719405369416862e-05,-0.8648761710772886,0.001754112048147316,-3.175567897744274,-0.0003571103565062581,-0.00022275550132480715,-3.674199633960568
2013-04-19,7.72897485213767e-05,-0.8545266472919093,0.0017013341362162467,-3.102305268103585,-0.00030987130793350706,-0.00022512815227392129,-4.009216149122328
2013-04-22,7.797978274745508e-05,-0.8502447116461536,0.0015840280418267269,-3.0934793347959944,-0.0002988246246244896,-0.00022938307172901357,-3.8320781886795134
2013-04-23,8.499754389235151e-05,-0.8483771736796172,0.001556198712709266,-3.007583830865158,-0.00030854938776791194,-0.00022243583053839364,-3.6300976903366347
2013-04-24,7.773768893068322e-05,-0.847413542336841,0.0015020516821304603,-3.052598033809427,-0.0002895700564204727,-0.00022783269056790434,-3.7249635331798348
2013-04-25,6.90805921567358e-05,-0.8435024656043079,0.0013602358089580822,-3.0480799025390017,-0.0002585660399527551,-0.00022793079694823453,-3.742962124095562
2013-04-26,7.034557142953508e-05,-0.8445284939106685,0.0012932213063304018,-3.0805468971606063,-0.000254723558672066,-0.00023215742099679253,-3.6210319071360693
2013-04-29,6.776168711759701e-05,-0.8423650534373693,0.0012231008662431562,-3.109838669194342,-0.00024250661153064248,-0.00023165132116847558,-3.5788160219473935
2013-04-30,5.8041023931509805e-05,-0.8390745455836702,0.0009598527310270093,-3.107656740077226,-0.0001980479637765407,-0.0002311680987616534,-3.4122065801293133
2013-05-01,6.311211636341748e-05,-0.8398306025505178,0.00101050948229162,-3.143002409004861,-0.0002120890585467753,-0.00023525911482496123,-3.360512541292488
2013-05-02,6.214021471172626e-05,-0.8369985362753434,0.0009948990956267255,-3.1721397132638183,-0.00020811366205707928,-0.0002339054164710444,-3.3490978913178244
2013-05-03,7.476459886581012e-05,-0.8361241708625171,0.0010405629026720448,-3.195435729975191,-0.00023321310512477208,-0.00023224218514618052,-3.119298553896482
2013-05-06,7.535412832838797e-05,-0.838974311497685,0.0010760393675506733,-3.189243692896398,-0.0002389000655342688,-0.00023148489854268514,-3.170364661285168
2013-05-07,7.392273390092128e-05,-0.8434147160326331,0.0010549446136938645,-3.138417010399653,-0.0002355293393895285,-0.00023833118273143943,-3.186155692039322
2013-05-08,6.958015556766957e-05,-0.8420536332345029,0.0011010328865242343,-3.1628630404341225,-0.00023306797201461433,-0.0002390769183400596,-3.3496328100035093
2013-05-09,7.111722928104653e-05,-0.8435813462334362,0.0011606457168213318,-3.163826713245574,-0.00024236182741888012,-0.0002390352282550638,-3.4079199916675047
2013-05-10,7.562958883543677e-05,-0.8446578276968205,0.0011960042085819216,-3.1815777874558027,-0.0002540346949760973,-0.0002412727227597867,-3.3589326464388707
2013-05-13,7.357910230951406e-05,-0.8449015615923815,0.0012199897000945063,-3.1974139860456323,-0.00025314038561945624,-0.0002427498538926943,-3.440384262295141
2013-05-14,7.590263764609063e-05,-0.8432294473709407,0.0012202295764881584,-3.265535412475691,-0.00025662264230508344,-0.00024267630534833797,-3.380944987730618
2013-05-15,7.650099964197039e-05,-0.8405642392893894,0.0012830916828185006,-3.311986457870164,-0.0002633499920306757,-0.0002444562247363218,-3.4424385728705595
2013-05-16,7.639729836462006e-05,-0.8387320190565226,0.0013417269757092923,-3.3264189647782083,-0.00026853091949045476,-0.0002436759283215811,-3.5149269049913507
2013-05-17,7.425705624970095e-05,-0.8402222986661069,0.0013145849037864874,-3.3403244082239247,-0.000262516972913599,-0.00023874927398574215,-3.5352461593797186
2013-05-20,7.217439206379002e-05,-0.8400448999747231,0.0012969212949359489,-3.342735016787858,-0.00025701050641001625,-0.00024008351298950454,-3.560965310007214
2013-05-21,7.13709588975209e-05,-0.8387899001118,0.00125201919019651,-3.3591462810770145,-0.00025073759221375195,-0.00024152180644020066,-3.5131599194817795
2013-05-22,7.35750525384875e-05,-0.8377646625644951,0.0012513274926107653,-3.3869356329509426,-0.0002541984050464139,-0.00023891144788060138,-3.4549537686492493
2013-05-23,7.454058968752127e-05,-0.8366729219100844,0.0012267015449004964,-3.3916878765872056,-0.00025300061791376337,-0.00023934265194086195,-3.3941322301628887
2013-05-24,7.630250921850573e-05,-0.8407668220673907,0.001201978264518165,-3.390434498344085,-0.0002546204507488318,-0.00023914165761942087,-3.3369865992176106
2013-05-28,7.438631671877e-05,-0.8350223426137979,0.00123577720655854,-3.3894702951730307,-0.0002531714411261016,-0.00023666290507720305,-3.4034678996576595
2013-05-29,7.273626036607267e-05,-0.8401538579334663,0.0012589282869330109,-3.3612130303758936,-0.00025423468826393867,-0.00024010556793009128,-3.495295014954119
2013-05-30,7.309916508279677e-05,-0.8418938516783451,0.001272205620874331,-3.3804731302088515,-0.0002567392104118655,-0.00024087255131731268,-3.512204416029463
2013-05-31,7.696255068093324e-05,-0.829224283694472,0.001306933750517968,-3.438471894499265,-0.0002629895699180092,-0.00022710250345520233,-3.417110888233106
2013-06-03,7.835861755638394e-05,-0.8082101826795489,0.0012792923509058205,-3.503839238001212,-0.000255889580365902,-0.00023307987898616952,-3.2656214255154947
2013-06-04,7.696792659140356e-05,-0.7953053680830235,0.001264946433866111,-3.510464448189877,-0.00024815605420994895,-0.00023232473606081308,-3.224148878627388
2013-06-05,8.390672708275947e-05,-0.8157788903046085,0.0012594783888136426,-3.534553066815308,-0.0002651955385125198,-0.0002163490462422718,-3.160599247911914
2013-06-06,8.864935953499249e-05,-0.8280401681767661,0.0012207333073153183,-3.617989901057644,-0.0002723952958364931,-0.00021746324446188516,-3.0727271721457923
2013-06-07,8.584609796353898e-05,-0.838321708482882,0.0012290125262420287,-3.629519318804156,-0.00027230094396063525,-0.00020674850723761615,-3.171966465805917
2013-06-10,7.344670994631798e-05,-0.8429855087653544,0.0012049831797444623,-3.6267689739157536,-0.0002507822384327518,-0.00020701277133015208,-3.414478859788926
2013-06-11,7.540176794643908e-05,-0.8469344024413197,0.0012288968281931815,-3.4697682081258776,-0.00025780910450039365,-0.00019106172290128196,-3.4191387220990075
2013-06-12,7.564969572692771e-05,-0.8494218057417168,0.0012435997316501727,-3.397502740576958,-0.00026053574033305766,-0.00019769979125588917,-3.4439760507895776
2013-06-13,7.668406692361186e-05,-0.8518275362144608,0.0012399240853504159,-3.417174358689881,-0.00026266474886260226,-0.000183210007622075,-3.4252845395413543
2013-06-14,7.978958283363962e-05,-0.8560451112965567,0.0012233050196240672,-3.4165963692494903,-0.00026744662857423093,-0.00018327080349787267,-3.3518990709834156
2013-06-17,6.406673037804978e-05,-0.8573689828176992,0.0011710136988433994,-3.434655216362527,-0.00023483619552991432,-0.00018154275095486552,-3.6654936836041925
2013-06-18,5.269216623890948e-05,-0.8522407426840348,0.0010243936483988066,-3.5053550082515867,-0.00019800162642057863,-0.00018341421714377477,-3.757705187576218
2013-06-19,5.313666894497608e-05,-0.8411384252974526,0.000982442947518934,-3.732414272088294,-0.00019218447674771948,-0.00018555211030293856,-3.6167957187291844
2013-06-20,6.610900161714408e-05,-0.8496019372092792,0.0010450636283729764,-3.360407114134361,-0.0002233146217080394,-0.00011694051263069808,-3.377976013029474
2013-06-21,6.524441916700448e-05,-0.8429611360763533,0.001094217033940216,-3.516701818450589,-0.00022523245602992738,-0.0001234026618915924,-3.452133667607732
2013-06-24,5.5679700730278476e-05,-0.8544562187997289,0.0010369510245374224,-3.646836458556333,-0.0002053134419101386,-0.00013688564239402307,-3.6874020373189555
2013-06-25,5.683904438603972e-05,-0.8592084695564136,0.0010106146142983916,-3.679949169236604,-0.0002059276769680816,-0.00013228491461351208,-3.6229968183395362
2013-06-26,5.616484134519195e-05,-0.8631952750924435,0.0009763232845094331,-3.768241333284807,-0.00020213343027020996,-0.00012832221541086156,-3.5989317414410147
2013-06-27,5.600093181678947e-05,-0.8633598971499286,0.0010001959633292486,-3.716270033908624,-0.00020432995876535975,-0.00012519848420222557,-3.648688551001935
2013-06-28,5.651835513949762e-05,-0.8645530100191088,0.0010124339909782427,-3.817265683200387,-0.00020680914681531933,-0.00012823529025541604,-3.6591501345868362
2013-07-01,4.0959150997653995e-05,-0.8605565026716817,0.0009752143712603869,-3.64140053315073,-0.0001719906785681738,-0.00012489408343417573,-4.199078212778992
2013-07-02,4.708768430286185e-05,-0.8591526944784316,0.0009355223074397509,-3.635537744117886,-0.00018032298870440536,-0.00012452865238776937,-3.8295149012763376
2013-07-03,4.5307854285029834e-05,-0.8582449744169651,0.0008990643853730246,-3.637415146299712,-0.00017321815709278428,-0.00012459147483526522,-3.82313750730891
2013-07-05,5.048108536897671e-05,-0.8568662020418208,0.0008897534338876185,-3.555823176165262,-0.00018159847256723365,-0.00011998832280285936,-3.5973567374768747
2013-07-08,5.858594159480322e-05,-0.8541159273213941,0.0008810050167452545,-3.520124998708094,-0.00019404511695670572,-0.00012036733491346355,-3.312144717222027
2013-07-09,6.185296409698371e-05,-0.8488380790123439,0.0008556643258708311,-3.584884979826285,-0.00019527957673199847,-0.00011956181640133797,-3.1571579403342023
2013-07-10,6.043816195282401e-05,-0.845862495861111,0.0008339961030823942,-3.6043369118666138,-0.00018990543937668305,-0.00012104397999914588,-3.1421445199626823
2013-07-11,6.428746384905295e-05,-0.8438252384521703,0.0008158814906342869,-3.8491687548484186,-0.00019325431412639887,-0.0001144636744110213,-3.006096407538494
2013-07-12,6.999194674271863e-05,-0.8437584373899166,0.0008012113593913971,-3.79060130921708,-0.000199809307318479,-0.00011529109660447907,-2.8547471047340953
2013-07-15,7.060701256657018e-05,-0.8427874219845917,0.0007948911009408933,-3.750511129006213,-0.00019966216739320853,-0.0001144636945119049,-2.827795145771983
2013-07-16,3.5042919617133015e-05,-0.8392333154576834,0.0008965228787949795,-3.649759118010989,-0.00014875225073540235,-0.00011981893522117441,-4.244858943279233
2013-07-17,3.792838595062833e-05,-0.8355614887625593,0.0009868158524057075,-3.605788822651679,-0.00016165109640210636,-0.00011854731201614034,-4.262008317794721
2013-07-18,3.7451029819475974e-05,-0.8354666698892337,0.0010522964627310502,-3.4588279494417824,-0.0001658555719307424,-0.00012364750318160275,-4.428598431877863
2013-07-19,4.0860668714576163e-05,-0.8371733476358987,0.0011101420182670042,-3.4443073753862543,-0.0001783024862273415,-0.00012473738402430013,-4.363670293132915
2013-07-22,3.950888193740232e-05,-0.8369426839996664,0.001157447878090634,-3.4142914071255137,-0.00017897559249677246,-0.00012382120565776342,-4.530009044050917
2013-07-23,3.3171208880188284e-05,-0.8403418391626564,0.00105805970397475,-3.407649253003391,-0.0001574315327417007,-0.00012387854751706474,-4.746029404907449
2013-07-24,3.471216593235655e-05,-0.845678694786342,0.0010002624128604954,-3.4076678527238067,-0.0001575807709385734,-0.00012389372021641507,-4.539640979063375
2013-07-25,3.488954269695917e-05,-0.8493173849986485,0.0009672517922910282,-3.469116204966174,-0.00015602256882301144,-0.00012742397393347395,-4.471900654536516
2013-07-26,3.343176772700175e-05,-0.8510175390610744,0.0009307510264308797,-3.528072454233818,-0.000150118751243801,-0.00013170627203290617,-4.490302531102924
2013-07-29,3.360094972876798e-05,-0.8553593451707323,0.000896269205657218,-3.550718979422753,-0.00014843749564008994,-0.00013684465981748836,-4.4176577399835475
2013-07-30,3.816574763863081e-05,-0.849970901235487,0.0008597070365929047,-3.569650318713038,-0.00015396293651525513,-0.00013766012504765504,-4.034060539650377
2013-07-31,3.750748633018741e-05,-0.8474389518067775,0.000832796576725714,-3.5812953810749266,-0.00014977415138767614,-0.00014499772295418134,-3.9931801899273736
2013-08-01,4.226173154810077e-05,-0.848730157902448,0.0008278152999193688,-3.559402523941901,-0.00015874863590294568,-0.00013791682590554054,-3.756321146526231
2013-08-02,4.130983358011611e-05,-0.8500030521476366,0.0008231642879574468,-3.736158782233964,-0.00015674383498159123,-0.00015030999789921636,-3.7943468031068908
2013-08-05,3.7225611971094185e-05,-0.8485013553733963,0.00083896259908951,-3.7465139786813775,-0.00014994941080840075,-0.00016122405083804603,-4.0281248008719635
2013-08-06,4.1983018398946586e-05,-0.8475910615844976,0.0008525288646970606,-3.7498245915622617,-0.00016035324162600906,-0.00015932116612258073,-3.8194786306749338
2013-08-07,4.81253999850549e-05,-0.8504288640733189,0.0008532209226611193,-3.968485463467605,-0.00017232802723746626,-0.0002099082868779418,-3.5808123629306325
2013-08-08,4.5117615842124565e-05,-0.8519853529854915,0.0008138068955656912,-3.9423094225061086,-0.00016325477110503062,-0.00021100608271106867,-3.6184263742191356
2013-08-09,4.7210405389653165e-05,-0.8557158757698794,0.0008301804514385593,-3.8997640145926296,-0.00016940830825955201,-0.0002092304406850828,-3.588368006191285
2013-08-12,4.729046229109182e-05,-0.8556841020793302,0.0008126097020999857,-3.9935653532026416,-0.0001677417789809331,-0.00021910919364148725,-3.547053060052891
2013-08-13,5.1414947954433665e-05,-0.8548821581054487,0.0008807487950796097,-4.353347097331464,-0.000181918548550464,-0.00025659210796896747,-3.5382423942486283
2013-08-14,5.361675369996386e-05,-0.8548443237240821,0.000895966334816594,-4.454041931900243,-0.0001873626998591528,-0.0002632634578767895,-3.4944804921913635
2013-08-15,5.120699157562921e-05,-0.8601436096240233,0.0009332397089127017,-4.48224531791361,-0.00018803218933090098,-0.0002458741491144729,-3.6720022704944566
2013-08-16,4.9139520575593413e-05,-0.8555306645763209,0.0009722724793599745,-4.550247716693863,-0.00018700147602215478,-0.0002477145699600709,-3.8055209703253507
2013-08-19,5.1240075352845624e-05,-0.8547484641024549,0.001018375064229108,-4.510203708977816,-0.00019525271762096792,-0.0002416015484536536,-3.8105470430406876
2013-08-20,5.687877447837599e-05,-0.8560964706649504,0.0011089567807048642,-4.476244033559769,-0.00021500825388128802,-0.00024221284593863945,-3.7801140381994207
2013-08-21,5.746511661394483e-05,-0.8577844688634353,0.0011791632151302643,-4.514717721046256,-0.0002232889780643789,-0.00023901051885382924,-3.885643869209416
2013-08-22,5.43081375808944e-05,-0.8659259441017946,0.0012176367287533203,-4.542629990279082,-0.0002226753155342558,-0.00023537753016204476,-4.100220067435952
2013-08-23,4.6628310947370826e-05,-0.8550679057015764,0.0011150134179420265,-4.533308947441183,-0.00019496896878384889,-0.0002344506969480428,-4.181343154460592
2013-08-26,5.7057237442025364e-05,-0.8620822107676257,0.0011988774089094947,-4.477487944039192,-0.00022547138988173205,-0.00023054965397859223,-3.9516702874167136
2013-08-27,6.26349019454684e-05,-0.8637538441923128,0.0013207190627970494,-4.400202036670402,-0.0002484296441900144,-0.00019922284709476506,-3.9663132929672953
2013-08-28,6.352118414260544e-05,-0.8617231528423362,0.0013849777020823555,-4.3745822360635165,-0.0002555926996715448,-0.00019967992796536806,-4.023739530701091
2013-08-29,6.345432123592429e-05,-0.8579131537357101,0.0014463645234582732,-4.374082548390508,-0.00025990390722477666,-0.0001997243294864891,-4.09592132044797
2013-08-30,6.533098257867051e-05,-0.8580353121324801,0.001474369730155314,-4.3944425047550535,-0.0002662980335392143,-0.00019868165512794766,-4.076136972508297
2013-09-03,6.741624909395761e-05,-0.8595073280067385,0.001529506250912734,-4.326965995390856,-0.000275998997540666,-0.00019709082327325032,-4.09395362764855
2013-09-04,5.29054408502055e-05,-0.8468296818612889,0.001500716643411604,-4.423382987382739,-0.0002386138182096,-0.00019822460978442631,-4.5101943084682405
2013-09-05,5.526096611110341e-05,-0.8424244358535182,0.001487867999293107,-4.283802775320888,-0.00024155853886339833,-0.0002111855685277049,-4.371232641458701
2013-09-06,5.903493096893949e-05,-0.838006156361199,0.0014833336123419056,-4.209390159070291,-0.00024798257082825874,-0.0002214290897723256,-4.200607449828844
2013-09-09,5.950680039687122e-05,-0.8343245624809984,0.001449126785983207,-4.217779858981431,-0.0002450030671005079,-0.00021555638310743192,-4.117228038921579
2013-09-10,6.058865375686932e-05,-0.8340984347114977,0.001441860348211889,-4.182446964886804,-0.0002465327141241518,-0.00021105330724998565,-4.068958440856607
2013-09-11,5.2548421709793746e-05,-0.8334821475942034,0.0014285248727412907,-4.0756515530989175,-0.0002283600048725192,-0.00020968700329364854,-4.3457062541986575
2013-09-12,5.463125330927889e-05,-0.8343433245818556,0.0014321517641348945,-4.053387962882819,-0.00023337799192398292,-0.00020843713927849833,-4.271876952973814
2013-09-13,5.629719144726608e-05,-0.8375393578351862,0.0014031894425532287,-4.045501972905005,-0.0002354001544936233,-0.00020878405481466352,-4.181383625755541
2013-09-16,5.4138744378514925e-05,-0.8383013467676246,0.0013812564630191185,-4.039024625039343,-0.0002292405358726415,-0.00020866811233141228,-4.234315710573001
2013-09-17,5.7555509167455784e-05,-0.8377765157983522,0.0013608207864297752,-4.054371399206354,-0.00023446180259002866,-0.00020939511299593067,-4.073663946015491
2013-09-18,6.204530316157312e-05,-0.8361443933122468,0.0013524169459232388,-4.037670427562689,-0.0002422094254049501,-0.00019954803942935366,-3.903751179589031
2013-09-19,6.178297806302708e-05,-0.8360643466778694,0.0013370692734820113,-4.051254698374072,-0.00024029850957443355,-0.00020448515157228548,-3.889396677015087
2013-09-20,6.675064824066973e-05,-0.8380251962226226,0.0013369696153795582,-4.223440610877348,-0.00025034884317356884,-0.000198497144251569,-3.7505080440707497
2013-09-23,6.644616634370019e-05,-0.8403713825665057,0.0013398122441175115,-4.243792827910583,-0.00025074263793334816,-0.00019654949349041473,-3.773620838203877
2013-09-24,6.687102886618699e-05,-0.8382911615499853,0.001339567112503804,-4.277095847605603,-0.00025089738115196376,-0.00019684974539124943,-3.7519593373391147
2013-09-25,5.221698153901886e-05,-0.8345651195232009,0.0013338484762380053,-4.310899445385281,-0.00022025174589536574,-0.00019662502034176427,-4.218009915620722
2013-09-26,5.0374063840171386e-05,-0.8331937163081579,0.0013276530134753027,-4.31281011085572,-0.00021547246145548388,-0.00019662068865197236,-4.277448453218755
2013-09-27,5.122431082106018e-05,-0.8313577100965094,0.0013411907024952078,-4.243500104903725,-0.00021790703826354477,-0.00019149498395056456,-4.253976964663335
2013-09-30,5.1567877421329924e-05,-0.8310799379059167,0.0013520908784047866,-4.215733853572294,-0.0002194498902783161,-0.0001890222930671905,-4.255554062955197
2013-10-01,5.3629225784131454e-05,-0.8314755797163478,0.001363368255264403,-4.195181814667916,-0.00022483134113551238,-0.0001843272455558629,-4.192328676168183
2013-10-02,4.9785428743887e-05,-0.8277847846237457,0.001346736694075746,-4.123034100922395,-0.00021434329957104118,-0.00018372500481174593,-4.305342044430214
2013-10-03,5.1677659876475144e-05,-0.8290007516173287,0.001354800850208798,-4.079967391890297,-0.00021935325038632012,-0.0001797378585931184,-4.244643641191167
2013-10-04,4.988490741732951e-05,-0.8263581471204063,0.001350907962400302,-4.1515840261547785,-0.00021451900760662167,-0.00017967900051431453,-4.300278755896818
2013-10-07,5.300164613196136e-05,-0.8257370115732582,0.0014230575341007195,-3.910278179711287,-0.0002267762971364234,-0.00016219282346390543,-4.278665167715827
2013-10-08,5.7418241986777646e-05,-0.8293908450059232,0.00143677476577543,-3.926116139338101,-0.00023822016919936264,-0.000161858442198893,-4.148858637194436
2013-10-09,4.671951297786224e-05,-0.8226714048861636,0.0013924076172454358,-3.9215852277451417,-0.0002098257338276193,-0.00016379638199590208,-4.491179818741774
2013-10-10,5.493659376391755e-05,-0.8302507642721292,0.0014939809784682112,-3.6667036032893288,-0.0002378552174235396,-0.00012018194354779852,-4.329631692232134
2013-10-11,5.397060840252837e-05,-0.831259904817208,0.001434961812822149,-3.6090432497922382,-0.00023133197302848435,-0.00011809538007510483,-4.286258389068801
2013-10-14,5.390763459317086e-05,-0.8305101400470144,0.0013997851897697183,-3.6174148048475447,-0.000228139651793191,-0.00011913154373110968,-4.232047158346144
2013-10-15,5.553151341989191e-05,-0.8330002955682506,0.0014243424892568198,-3.546524717334599,-0.00023427293864048234,-0.00013074729597839673,-4.218738590267982
2013-10-16,4.144281603770634e-05,-0.823320317853518,0.001518794773348145,-2.951160466690308,-0.0002065584704510952,-9.871035158529077e-05,-4.984180376718609
2013-10-17,4.1583055321708076e-05,-0.8204538409656673,0.0014489055320693262,-2.815844708075877,-0.00020138744211314197,-9.2249640524447e-05,-4.8430169585929725
2013-10-18,4.3823960134694674e-05,-0.8215914212932941,0.0013139507089354548,-2.907650759361834,-0.00019715202518918637,-9.433845651308309e-05,-4.49872682850276
2013-10-21,4.4710412594374516e-05,-0.8269734087934323,0.0012323745311018923,-2.9116558913303643,-0.00019411864050390562,-9.449402687319043e-05,-4.341687522882079
2013-10-22,4.4371990394003997e-05,-0.8271423999718057,0.0011522280420330974,-2.984406272825046,-0.00018702684990407146,-9.642322498488579e-05,-4.21497544381837
2013-10-23,3.6244305626284386e-05,-0.830321755532807,0.0010448231229763696,-3.025700871786808,-0.0001615800346075643,-9.545661341631746e-05,-4.458080567844743
2013-10-24,4.040389782719303e-05,-0.8319077915126534,0.0009732926881794322,-3.0325064744950017,-0.0001649713598688177,-9.544359522805838e-05,-4.083055564945693
2013-10-25,3.967999624918889e-05,-0.8317317277518184,0.0009092751731029149,-3.0230575845283965,-0.00015798532448526548,-9.52268204685028e-05,-3.981485368424018
2013-10-28,4.081308187982178e-05,-0.8320948830146043,0.0008733795602228339,-2.976480418269841,-0.00015709923075281438,-0.00010130789797862607,-3.849237144487369
2013-10-29,4.2024721372673885e-05,-0.8292947703221709,0.0008559996995208564,-3.0071461968662643,-0.00015728892858229895,-0.00010099760323993334,-3.7427714793743845
2013-10-30,3.243679795796633e-05,-0.8275732446405397,0.0007854849440308876,-2.9805086151763898,-0.0001320974280306805,-9.877543706480162e-05,-4.072455863302561
2013-10-31,3.3498134377451295e-05,-0.8295929806319483,0.0007719559687485699,-3.0148151936140657,-0.00013340485762865475,-0.00010088205488587471,-3.982456339970204
2013-11-01,3.528785039280735e-05,-0.83326471489846,0.0007552058433963603,-3.018293097985011,-0.0001360279848416777,-0.0001008869300709062,-3.854810744419955
2013-11-04,3.477448195487655e-05,-0.8336649494844683,0.0007529286995304755,-2.994117519915858,-0.00013489591635918038,-9.96075145563559e-05,-3.8791639379192375
2013-11-05,3.766596277267884e-05,-0.8344668457780884,0.0007387633982697001,-3.04127212142556,-0.00013919906174994986,-0.00010025467600221893,-3.695619373651547
2013-11-06,3.8333959556374354e-05,-0.8391509089161467,0.0007007626882908666,-3.0086580517290926,-0.00013753631827288204,-0.0001116611376315172,-3.5878453429946253
