Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MO,Predicted_Covariance,Future_Cov_45_MO,Beta_Predicted
2013-05-10,7.562958883543677e-05,0.7166815153191862,9.819711829283117e-05,0.8606691813421332,6.176201328990997e-05,6.526824445298493e-05,0.8166382263997044
2013-05-13,7.357910230951406e-05,0.7185093601519168,9.892903906621184e-05,0.8558294786048251,6.130156584101987e-05,6.497515861101142e-05,0.8331382677536873
2013-05-14,7.590263764609063e-05,0.7090764929548768,9.861257428417079e-05,0.8622543494268681,6.134620056732056e-05,6.407791475481483e-05,0.808222249842726
2013-05-15,7.650099964197039e-05,0.6996420162925816,9.810524613274263e-05,0.8534996026390487,6.061157280386709e-05,6.299642022366961e-05,0.7922977881012426
2013-05-16,7.639729836462006e-05,0.6966429680170009,9.731295215580538e-05,0.8450121898955716,6.0066811904700186e-05,6.190114113589537e-05,0.786242618397582
2013-05-17,7.425705624970095e-05,0.7157742878236515,9.704523464769498e-05,0.8634612718195033,6.0762000658462595e-05,6.171578762055717e-05,0.8182656804242399
2013-05-20,7.217439206379002e-05,0.7197648255545996,9.704806760460622e-05,0.8724734296066112,6.023870577314597e-05,6.266320390876767e-05,0.834627130906833
2013-05-21,7.13709588975209e-05,0.709560026663484,9.889226500700277e-05,0.8827867307384062,5.961163988683547e-05,6.347215276407002e-05,0.8352366397715038
2013-05-22,7.35750525384875e-05,0.7118341059834614,9.867462404116321e-05,0.9000738945561613,6.065223696562801e-05,6.349041749003854e-05,0.8243587312955094
2013-05-23,7.454058968752127e-05,0.7093579912106789,9.748464429797122e-05,0.9057588693765924,6.046860969566091e-05,6.391706362841537e-05,0.8112172166754924
2013-05-24,7.630250921850573e-05,0.6988416183729391,9.803415828503396e-05,0.9094265302632356,6.044172951138525e-05,6.414569225167083e-05,0.7921329210589874
2013-05-28,7.438631671877e-05,0.6952992646759422,9.906965970391898e-05,0.9162213501938916,5.968822074771952e-05,6.397330188715327e-05,0.8024086065906568
2013-05-29,7.273626036607267e-05,0.6971871851968594,0.00010527279190622662,0.9097981533185948,6.100746095269509e-05,6.49907043469598e-05,0.8387489354780137
2013-05-30,7.309916508279677e-05,0.6907897749702973,0.00010366507584229305,0.91329071515508,6.013375775384167e-05,6.507570277306862e-05,0.8226326208477258
2013-05-31,7.696255068093324e-05,0.6903463144825566,0.00010562189510509429,0.9406154192501052,6.224202514486085e-05,6.212530538405667e-05,0.8087313192477226
2013-06-03,7.835861755638394e-05,0.6796187382710766,0.00010698190146880112,0.9294210348033478,6.222485361828717e-05,6.182627900552352e-05,0.7941035148241671
2013-06-04,7.696792659140356e-05,0.6667501944691258,0.00010797369285027043,0.929176074710212,6.078228496231712e-05,6.149345464027763e-05,0.7897092679264899
2013-06-05,8.390672708275947e-05,0.6851267195347076,0.00010167544248018531,0.9398912989126872,6.32815825003141e-05,5.753049459075907e-05,0.7541896186452103
2013-06-06,8.864935953499249e-05,0.6676115636016198,0.00010043316089732508,0.956211150993419,6.299414956330726e-05,5.747411821820573e-05,0.7105990375310227
2013-06-07,8.584609796353898e-05,0.6597914515609689,0.00010130899718285457,0.966121111881582,6.153057483968947e-05,5.50332096752892e-05,0.7167544745693982
2013-06-10,7.344670994631798e-05,0.6745738938299721,0.0001019615672425373,0.9670095192891374,5.8375949050532216e-05,5.5196049687870624e-05,0.7948068619166067
2013-06-11,7.540176794643908e-05,0.6764528074369784,0.00010100260121160609,1.0059388170199612,5.903295828871725e-05,5.53917126403441e-05,0.7829121238994123
2013-06-12,7.564969572692771e-05,0.6765511849900102,0.0001046561064144976,0.9768219810143116,6.019862041214367e-05,5.684101426446464e-05,0.7957549575538585
2013-06-13,7.668406692361186e-05,0.6221840063254098,0.00010383771711307751,1.038979055752577,5.551993865769785e-05,5.5704316122922206e-05,0.7240087919828708
2013-06-14,7.978958283363962e-05,0.5833873744915138,0.00010386062966428355,1.0540843549460273,5.310746833534568e-05,5.6542496042027395e-05,0.6655940092590051
2013-06-17,6.406673037804978e-05,0.6302971379809639,0.00010386680607861894,1.039656333319619,5.141620328217072e-05,5.495226126317822e-05,0.8025413967400884
2013-06-18,5.269216623890948e-05,0.6205731749944668,8.61440168858437e-05,1.0316966923701425,4.180984763886806e-05,5.398250411597382e-05,0.7934736911232624
2013-06-19,5.313666894497608e-05,0.6155031876349504,9.595001370971353e-05,0.9406453469075836,4.394910039794304e-05,4.676295728225422e-05,0.8270955118291867
2013-06-20,6.610900161714408e-05,0.6361014690111614,0.00010537492876432091,0.9800111070112818,5.3091542677225616e-05,3.410390388582373e-05,0.8030909766977536
2013-06-21,6.524441916700448e-05,0.590445147957427,0.0001069237946611918,1.0255515053420368,4.931606590644089e-05,3.5987067485265246e-05,0.7558664256050439
2013-06-24,5.5679700730278476e-05,0.6029028572957873,0.00010461293633026023,0.9048341681648618,4.601384067575444e-05,3.396335639858649e-05,0.8264024424027163
2013-06-25,5.683904438603972e-05,0.6054068917397114,0.00010123586299137595,0.8743774995688275,4.5923812914625196e-05,3.143167134953454e-05,0.8079624386842186
2013-06-26,5.616484134519195e-05,0.6025592376400941,9.963003541136703e-05,0.865283621839753,4.507410991650751e-05,2.9466029771617665e-05,0.802532488954785
2013-06-27,5.600093181678947e-05,0.6052242154455298,9.932124027843328e-05,0.854755965251309,4.5137238972988e-05,2.8796118214186924e-05,0.8060087128667303
2013-06-28,5.651835513949762e-05,0.5931713849990421,9.93022319345371e-05,0.8180171647356081,4.4437994835863585e-05,2.748005437909042e-05,0.78625775159561
2013-07-01,4.0959150997653995e-05,0.579643271644806,9.836781398571164e-05,0.8145063444644085,3.679279512519346e-05,2.793623563711155e-05,0.8982802189259448
2013-07-02,4.708768430286185e-05,0.5668992661522749,9.282144573582093e-05,0.82003229424812,3.747863158174357e-05,2.8088696557308255e-05,0.7959327823531498
2013-07-03,4.5307854285029834e-05,0.5610869590316477,9.14675340064219e-05,0.8197088168044131,3.61202217284168e-05,2.8077281892067013e-05,0.7972176634361448
2013-07-05,5.048108536897671e-05,0.5531377489826607,8.9908431606004e-05,0.8646571061383599,3.726471900713145e-05,2.9177141501451597e-05,0.7381917154664147
2013-07-08,5.858594159480322e-05,0.5507478475150931,9.09846192379417e-05,0.8526530919868945,4.020994754914541e-05,2.915566359883593e-05,0.6863412357054645
2013-07-09,6.185296409698371e-05,0.5677100360086145,8.950733992381937e-05,0.8649548995288402,4.224119105605822e-05,2.8847670001929968e-05,0.6829291315744419
2013-07-10,6.043816195282401e-05,0.594015412457271,8.693344174827234e-05,0.911632665297605,4.3057298163124925e-05,3.06152418053793e-05,0.7124190539866848
2013-07-11,6.428746384905295e-05,0.6071374830911311,8.537841047880697e-05,0.932642925230359,4.49804944401355e-05,2.7734231189745105e-05,0.6996775381550245
2013-07-12,6.999194674271863e-05,0.6111007963879054,8.421766720293987e-05,0.9502733643572177,4.691789186308499e-05,2.8902553793872568e-05,0.6703327174989018
2013-07-15,7.060701256657018e-05,0.6205196831845708,8.293608221332424e-05,0.9582425036445892,4.7484431012511416e-05,2.9245074453241168e-05,0.6725172087934159
2013-07-16,3.5042919617133015e-05,0.6162852669011035,8.312366566120156e-05,1.0071110776890513,3.3261686824906125e-05,3.3062723614459466e-05,0.9491699660962034
2013-07-17,3.792838595062833e-05,0.6165928377550698,8.425826353483495e-05,1.010105349256485,3.485675138332555e-05,3.3209175549948046e-05,0.9190148884452622
2013-07-18,3.7451029819475974e-05,0.6142331578910382,8.502456273530423e-05,0.9765540086008132,3.466070107065678e-05,3.491022584831448e-05,0.9254939380233513
2013-07-19,4.0860668714576163e-05,0.6125779666070015,8.438335230295202e-05,0.9813256084467368,3.5970170316507496e-05,3.5539217593776005e-05,0.880312815430647
2013-07-22,3.950888193740232e-05,0.6094539742571162,8.477544329428184e-05,0.9928660739478036,3.5271450344259654e-05,3.6006848764091705e-05,0.8927473675449376
2013-07-23,3.3171208880188284e-05,0.5889687652635329,9.351804287790078e-05,0.9726252456647156,3.280353279018598e-05,3.5357923825399216e-05,0.9889158067367902
2013-07-24,3.471216593235655e-05,0.5883706143983464,9.600100466897645e-05,0.961833440667316,3.396485147290603e-05,3.496970020055705e-05,0.9784711083455062
2013-07-25,3.488954269695917e-05,0.5958418238622595,9.613102615426904e-05,0.959900148249195,3.450725490565392e-05,3.525805543617849e-05,0.9890429119514207
2013-07-26,3.343176772700175e-05,0.5999546744384403,9.601304612824264e-05,0.9746867405093524,3.39909447828576e-05,3.6385975247854965e-05,1.0167259195033298
2013-07-29,3.360094972876798e-05,0.6015608718949143,9.629950228029812e-05,0.9862769711786856,3.421900504538922e-05,3.8011100678181794e-05,1.0183939835513662
2013-07-30,3.816574763863081e-05,0.6227805582533117,9.9722566279182e-05,0.9844704781471276,3.842099933291001e-05,3.796515541508761e-05,1.006687978359445
2013-07-31,3.750748633018741e-05,0.6249358136138683,0.00010650954462253174,0.9490961612152226,3.9499232546891116e-05,3.8426537774009386e-05,1.0531026312765905
2013-08-01,4.226173154810077e-05,0.6367740956505973,0.00010861088373440169,0.8911069028421967,4.314154607260994e-05,3.4527883473658485e-05,1.02081823182062
2013-08-02,4.130983358011611e-05,0.640339053149735,0.00011154089040385501,0.8367528156577081,4.346640934951812e-05,3.366353554397643e-05,1.0522049009279972
2013-08-05,3.7225611971094185e-05,0.6421248877283344,0.00011287442488339067,0.7900321928909338,4.1623462153332284e-05,3.3997521737572674e-05,1.1181404401263584
2013-08-06,4.1983018398946586e-05,0.6298817725767015,0.00010644677708374146,0.7813686713659828,4.21077590352173e-05,3.319850431772181e-05,1.0029712164829445
2013-08-07,4.81253999850549e-05,0.622897050060089,0.00010334327610960213,0.8961347563647812,4.392831679882664e-05,4.7399974940552705e-05,0.9127886066914428
2013-08-08,4.5117615842124565e-05,0.6174880591702934,0.00010131122456499298,0.8739755076254424,4.174749459576715e-05,4.677820244059638e-05,0.925303649506877
2013-08-09,4.7210405389653165e-05,0.6174399212757031,0.00010146280846404862,0.8734929245971638,4.273335693713082e-05,4.686470998370315e-05,0.9051681845226528
2013-08-12,4.729046229109182e-05,0.6161315199508599,0.00010111150822720858,0.8868326924752832,4.260499326311601e-05,4.865657099797752e-05,0.9009214797027176
2013-08-13,5.1414947954433665e-05,0.6300632848406887,0.00010109831797418739,0.8762962018086056,4.542561736321079e-05,5.1650071680500465e-05,0.8835099357383207
2013-08-14,5.361675369996386e-05,0.639359234204167,0.00010144015283099649,0.8578965490202296,4.7152003115457706e-05,5.070738341685815e-05,0.8794266691213252
2013-08-15,5.120699157562921e-05,0.6425476969280042,0.00010079184548603863,0.8489183363551455,4.6161796349848004e-05,4.6567525607043854e-05,0.9014744848204995
2013-08-16,4.9139520575593413e-05,0.6540459904343257,0.0001017562454777763,0.8372494765389167,4.624920611222867e-05,4.5579693006433514e-05,0.9411814680015355
2013-08-19,5.1240075352845624e-05,0.6640704714968915,0.00010319437608195205,0.8303127616971409,4.828887237758082e-05,4.4478001853340394e-05,0.9424043982187292
2013-08-20,5.687877447837599e-05,0.650476370726503,0.00010090487647395431,0.8378425156553377,4.927909434258975e-05,4.533627269733122e-05,0.866388117439565
2013-08-21,5.746511661394483e-05,0.6449296303851512,9.817589335511847e-05,0.810044607348542,4.844142469371583e-05,4.2884006013171736e-05,0.8429709630478804
2013-08-22,5.43081375808944e-05,0.6325073435306888,8.729472908330413e-05,0.8321367137162458,4.355038890775515e-05,4.311737580450755e-05,0.8019127675458378
2013-08-23,4.6628310947370826e-05,0.5998856314639018,8.575896200143085e-05,0.8175864604157551,3.793438605612359e-05,4.228339998048264e-05,0.8135483633310238
2013-08-26,5.7057237442025364e-05,0.6094145588243708,8.265876704378837e-05,0.8280365119018087,4.185165696153307e-05,4.263630269619114e-05,0.733503037262497
2013-08-27,6.26349019454684e-05,0.5993745873847123,8.423033853639558e-05,0.9472738602555072,4.353522562604129e-05,4.288862053283171e-05,0.6950633636170487
2013-08-28,6.352118414260544e-05,0.5947671582422522,8.765101336034921e-05,0.9471298865036002,4.4379738938045725e-05,4.323220305513524e-05,0.6986604474880844
2013-08-29,6.345432123592429e-05,0.5932423873911449,8.935064129629056e-05,0.9469268364142636,4.466955359365504e-05,4.3237484748702556e-05,0.7039639337969255
2013-08-30,6.533098257867051e-05,0.5950813596724843,9.035990579057238e-05,0.9472736809501988,4.57218533536162e-05,4.282816366050488e-05,0.6998494672655303
2013-09-03,6.741624909395761e-05,0.5940201356379873,8.867237369824251e-05,0.9440138065162232,4.5928009806647374e-05,4.299928830173073e-05,0.6812602365734971
2013-09-04,5.29054408502055e-05,0.6186731187460388,8.873670767471341e-05,0.942556469739458,4.238996626211819e-05,4.2238686757811024e-05,0.8012402048050136
2013-09-05,5.526096611110341e-05,0.635242476347914,8.950572740585817e-05,0.9256595362143288,4.467598947141594e-05,4.563373844956499e-05,0.8084547306247571
2013-09-06,5.903493096893949e-05,0.6474589214199827,9.050216505289101e-05,0.8649743913968372,4.732561144324885e-05,4.55007696900386e-05,0.8016543877750724
2013-09-09,5.950680039687122e-05,0.6576838009531436,9.248083310644278e-05,0.879371666183026,4.8789493720931024e-05,4.494169494548838e-05,0.819897783035505
2013-09-10,6.058865375686932e-05,0.6662667675090668,9.116594023807288e-05,0.8714048327331025,4.951765970123331e-05,4.39725532555363e-05,0.8172761174053843
2013-09-11,5.2548421709793746e-05,0.6689411001139889,9.367111326272908e-05,0.8626957491416501,4.6932161797205303e-05,4.438458097678567e-05,0.8931221960650874
2013-09-12,5.463125330927889e-05,0.6669996368697108,0.00010298336536368553,0.8200921638155374,5.002990974108222e-05,4.2171552818460225e-05,0.9157745193552945
2013-09-13,5.629719144726608e-05,0.6669837971201052,0.0001019229781040265,0.8223734014858936,5.0523648024173246e-05,4.244181673471237e-05,0.8974452672563435
2013-09-16,5.4138744378514925e-05,0.6675916869744969,0.00010271705123317445,0.8109457711219443,4.9783598025550075e-05,4.1895887985953755e-05,0.91955583006293
2013-09-17,5.7555509167455784e-05,0.669072737284898,0.00010228574274006818,0.8138527682248843,5.133627299003922e-05,4.2032851849206333e-05,0.8919436858890101
2013-09-18,6.204530316157312e-05,0.6794809956250724,9.987710088025481e-05,0.8106533734850563,5.348903142073374e-05,4.006376801619786e-05,0.8620963827260564
2013-09-19,6.178297806302708e-05,0.6821377500711585,9.621826699992067e-05,0.7488426044972523,5.259388698727402e-05,3.7797473840847673e-05,0.8512682398317069
2013-09-20,6.675064824066973e-05,0.6851844675361601,9.33077348316093e-05,0.7592569796882067,5.407469473791972e-05,3.568425748263868e-05,0.8100999190742416
2013-09-23,6.644616634370019e-05,0.6886771357148311,9.105360424892024e-05,0.7483238063471725,5.356723130025139e-05,3.465830474499651e-05,0.8061748968807159
2013-09-24,6.687102886618699e-05,0.6956153499860303,8.883318566639728e-05,0.7443676906519368,5.361369975395507e-05,3.425889800069244e-05,0.8017477921752835
2013-09-25,5.221698153901886e-05,0.6822610582238918,7.878889827802353e-05,0.7314589414048422,4.376117546659151e-05,3.336267316252328e-05,0.8380640584115573
2013-09-26,5.0374063840171386e-05,0.6790226644826317,7.646756724850767e-05,0.7326532540844607,4.214309250219704e-05,3.3401606761817826e-05,0.8366029914900281
2013-09-27,5.122431082106018e-05,0.6804706509290733,7.527544244054136e-05,0.7150754448198703,4.225461208138792e-05,3.2268966052571865e-05,0.8248937155834903
2013-09-30,5.1567877421329924e-05,0.6779803214688629,7.625604704578376e-05,0.665300740544804,4.2515164204644235e-05,2.9830315652046162e-05,0.8244505364701857
2013-10-01,5.3629225784131454e-05,0.6779131708254987,7.726607412780276e-05,0.6495894538793702,4.363844418378365e-05,2.8541560310229244e-05,0.8137063988101799
2013-10-02,4.9785428743887e-05,0.6476123042280972,7.579433005901849e-05,0.6655269544308983,3.978181345498813e-05,2.9656301624526522e-05,0.799065398424892
2013-10-03,5.1677659876475144e-05,0.6308577517999422,7.210252865559999e-05,0.7159089937940822,3.8508633830243375e-05,3.153847497601815e-05,0.7451698455829922
2013-10-04,4.988490741732951e-05,0.6106022245296958,6.875525714239878e-05,0.7407581403218817,3.5759869297030295e-05,3.2059734654860044e-05,0.7168474624573059
2013-10-07,5.300164613196136e-05,0.601668830902949,6.877652963991956e-05,0.8127030915473296,3.6326396748384686e-05,3.370977792317532e-05,0.68538242487678
2013-10-08,5.7418241986777646e-05,0.5930617000847072,6.911416780305275e-05,0.735464965407524,3.7360128850678026e-05,3.0320349517931762e-05,0.6506665400741696
2013-10-09,4.671951297786224e-05,0.5831082241900446,6.980205654569191e-05,0.7603760816271466,3.3299094914248974e-05,3.17593125977679e-05,0.7127449066095263
2013-10-10,5.493659376391755e-05,0.5930049568692645,8.060741757129214e-05,0.5843605794803383,3.946178187538547e-05,1.9153331649621944e-05,0.7183150459776783
2013-10-11,5.397060840252837e-05,0.5913384113430873,7.790212278323193e-05,0.5925074282437243,3.8343291669852e-05,1.9388071877440958e-05,0.7104476455754708
2013-10-14,5.390763459317086e-05,0.5949907743652155,7.664773601405404e-05,0.5661197768807105,3.8245913235596835e-05,1.8643900850445134e-05,0.7094711820362808
2013-10-15,5.553151341989191e-05,0.5995831501287122,7.682315324895535e-05,0.6060512611185945,3.916203388544387e-05,2.2342876458254528e-05,0.7052218006256545
2013-10-16,4.144281603770634e-05,0.5705078974593067,7.476154286674213e-05,0.595591565609217,3.175597251537909e-05,1.9921333829892584e-05,0.7662600071985028
2013-10-17,4.1583055321708076e-05,0.5461307685653405,7.3552677356344e-05,0.6181875819798842,3.020327841322362e-05,2.0252388937062202e-05,0.7263362006364227
2013-10-18,4.3823960134694674e-05,0.5405842572929008,7.285758852097505e-05,0.5652094219538791,3.0546158464155835e-05,1.8338166749256794e-05,0.697019584041949
2013-10-21,4.4710412594374516e-05,0.5399239017791521,7.328550446147246e-05,0.5648725523616497,3.090622295447038e-05,1.833220824676521e-05,0.6912533604836162
2013-10-22,4.4371990394003997e-05,0.5395754413152122,7.705541895494307e-05,0.5447386034088211,3.1550643598007036e-05,1.7599967334447433e-05,0.7110486439271944
2013-10-23,3.6244305626284386e-05,0.5100602745282503,7.60173706833992e-05,0.5492289809290929,2.677304785398623e-05,1.7327403048479576e-05,0.7386828742159818
2013-10-24,4.040389782719303e-05,0.482071446156722,7.632518732733676e-05,0.571074523477782,2.6770530644545784e-05,1.7973714523707995e-05,0.6625729715247527
2013-10-25,3.967999624918889e-05,0.46991982220246625,7.837535270170613e-05,0.5523100199317478,2.6205915130326082e-05,1.739785817516944e-05,0.6604313913175273
2013-10-28,4.081308187982178e-05,0.4619387424667423,7.685485972437984e-05,0.6026105178502134,2.5871389242053923e-05,2.0510534686703067e-05,0.6338994275961524
2013-10-29,4.2024721372673885e-05,0.45450283100410005,8.029089537581461e-05,0.5638433001264115,2.6401108661358892e-05,1.893716440358159e-05,0.6282280476587746
2013-10-30,3.243679795796633e-05,0.466085167376842,8.002574351574869e-05,0.5613108704661035,2.3746473811727614e-05,1.860210243218235e-05,0.7320844012562463
2013-10-31,3.3498134377451295e-05,0.48038933417092045,7.626777886058548e-05,0.5669011879360032,2.4281427540484078e-05,1.8969705631498166e-05,0.7248591001183848
2013-11-01,3.528785039280735e-05,0.48861459466709584,7.467862858255225e-05,0.5667453283865502,2.508286863629504e-05,1.894355334513977e-05,0.7108074976821945
2013-11-04,3.477448195487655e-05,0.49492599651529917,7.419526425169057e-05,0.5638993437469946,2.5139619121766906e-05,1.8759655129427362e-05,0.7229329585524275
2013-11-05,3.766596277267884e-05,0.5024727618717965,7.429949856400603e-05,0.5782226050848766,2.6581531680091143e-05,1.9060944767668575e-05,0.705717568949868
2013-11-06,3.8333959556374354e-05,0.5077745487180988,7.324967622295699e-05,0.5302240500913322,2.6907021372673927e-05,1.9678348158828658e-05,0.7019108300853752
2013-11-07,4.0431492315281525e-05,0.5141976138357685,7.524738889217387e-05,0.4706397786142631,2.836192209684031e-05,1.658377416832151e-05,0.7014809613178836
