Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_TXN,Predicted_Covariance,Future_Cov_45_TXN,Beta_Predicted
2013-06-05,8.390672708275947e-05,0.6520392224615511,0.00020565315236070834,1.1135240172674603,8.565245135451237e-05,6.815850676157531e-05,1.0208055341025404
2013-06-06,8.864935953499249e-05,0.6510158854771588,0.00020343368096704037,1.156477762233132,8.742604171130926e-05,6.951136216541652e-05,0.9862004888687285
2013-06-07,8.584609796353898e-05,0.6475383967547041,0.00020547118759046257,1.1665313523112,8.600055837510635e-05,6.644918914928967e-05,1.0017992711984764
2013-06-10,7.344670994631798e-05,0.6495657836511457,0.00020303697684588245,1.1659653199449764,7.932258931141931e-05,6.655227115171186e-05,1.0800019411270565
2013-06-11,7.540176794643908e-05,0.6553641405978726,0.00021454170264297693,1.0670988578066445,8.335454792253489e-05,5.875947154079493e-05,1.105472062428894
2013-06-12,7.564969572692771e-05,0.6588302639758542,0.000215643369599624,1.0450789235775635,8.414826930211053e-05,6.0812867807172754e-05,1.1123411468284032
2013-06-13,7.668406692361186e-05,0.6594140152321895,0.00021576625218652285,1.0251808532797708,8.482082674902805e-05,5.4964532747870176e-05,1.106107567736614
2013-06-14,7.978958283363962e-05,0.6674567029641942,0.00021342871932469732,1.0465755049481211,8.710089653830439e-05,5.61397112750452e-05,1.0916324342728896
2013-06-17,6.406673037804978e-05,0.6603374030764384,0.0002023344450887865,1.0532834889656344,7.518255644490448e-05,5.5672540641406045e-05,1.1735038763686174
2013-06-18,5.269216623890948e-05,0.655421933994433,0.00019484042663625754,1.062242261554327,6.641000818119456e-05,5.5580770666990984e-05,1.2603393050892526
2013-06-19,5.313666894497608e-05,0.6505488512218712,0.00019075884179958806,1.067332006761765,6.549669949543328e-05,5.306101943976035e-05,1.2326083060128632
2013-06-20,6.610900161714408e-05,0.6415454711065394,0.00017856159785885136,0.9748296227395996,6.970304880252263e-05,3.392359078495896e-05,1.054365473649
2013-06-21,6.524441916700448e-05,0.6416998416290146,0.00017902485902347617,0.9786121469760136,6.935220711240617e-05,3.433994410976055e-05,1.0629599894956088
2013-06-24,5.5679700730278476e-05,0.6213819907273255,0.00017813800138119344,0.9905487953813492,6.188500010374749e-05,3.71806933815942e-05,1.1114463492454547
2013-06-25,5.683904438603972e-05,0.6085944443505259,0.00017869004197385322,0.9177626963665187,6.133403586090342e-05,3.299126002588153e-05,1.0790828122361558
2013-06-26,5.616484134519195e-05,0.6108113821952011,0.00017007564483906997,0.993980985064296,5.969809223901262e-05,3.384863940456137e-05,1.0629085885261411
2013-06-27,5.600093181678947e-05,0.6127497125428026,0.00016871023270570166,1.0552429263772152,5.9559556490803996e-05,3.5550380796358594e-05,1.0635458118028605
2013-06-28,5.651835513949762e-05,0.6153350713809508,0.00016858563137178936,1.0771084031603857,6.006433927274448e-05,3.6183834236032924e-05,1.0627403986633144
2013-07-01,4.0959150997653995e-05,0.6083905910419393,0.00016078658230440213,1.1267144726508076,4.937224368684852e-05,3.86444638738999e-05,1.205402028222616
2013-07-02,4.708768430286185e-05,0.6209807521789292,0.00015762192194547877,1.12813548722275,5.3498316403603555e-05,3.864220421365904e-05,1.1361424371500062
2013-07-03,4.5307854285029834e-05,0.6282312485983395,0.00015546912832600893,1.1302608741532074,5.272642962257459e-05,3.8714544146163576e-05,1.163737070638455
2013-07-05,5.048108536897671e-05,0.6304523115833133,0.00015142554393344758,1.1349577908376665,5.5120881538518615e-05,3.829821535769217e-05,1.0919115770912744
2013-07-08,5.858594159480322e-05,0.6379722392481237,0.00014664528780976893,1.208489603788644,5.9133358349058006e-05,4.132315555045697e-05,1.009343824462887
2013-07-09,6.185296409698371e-05,0.6415985930639564,0.0001470329333199153,1.1651818099696376,6.118584638030835e-05,3.886073177291154e-05,0.9892144584109285
2013-07-10,6.043816195282401e-05,0.6555549596764504,0.0001471071153699183,1.1691975430056611,6.181324897715439e-05,3.926500975663104e-05,1.0227519663057214
2013-07-11,6.428746384905295e-05,0.6679399186291755,0.0001484393438391495,1.1918081741450914,6.52491801011544e-05,3.544109169905959e-05,1.0149596234556642
2013-07-12,6.999194674271863e-05,0.6790621249479666,0.00015039463359259864,1.1747927494952453,6.967062630521756e-05,3.573130839240727e-05,0.9954091798777621
2013-07-15,7.060701256657018e-05,0.6857908802872011,0.000150737071884079,1.170371148811591,7.074987243858757e-05,3.5719132948850816e-05,1.0020233099634785
2013-07-16,3.5042919617133015e-05,0.6681217103734209,0.00014495425899314944,1.0948686276192934,4.7618007110231834e-05,3.5943740100827504e-05,1.3588481676324329
2013-07-17,3.792838595062833e-05,0.6533954210104693,0.00013859495433009097,1.0976406075289518,4.7373118790388545e-05,3.6087067208397785e-05,1.2490148895883546
2013-07-18,3.7451029819475974e-05,0.6448567547849334,0.00013661209290906625,1.1060026366021525,4.612535353962623e-05,3.953780486543037e-05,1.231617762234118
2013-07-19,4.0860668714576163e-05,0.6401674720043288,0.0001342622277757459,1.111646889482767,4.741581967597941e-05,4.02588706059605e-05,1.1604269134015626
2013-07-22,3.950888193740232e-05,0.6362099767512659,0.0001326025742094155,1.115522281316377,4.604938374686635e-05,4.045504537850215e-05,1.1655450999556698
2013-07-23,3.3171208880188284e-05,0.6413858625357031,0.00014379755364211943,1.1657126873164487,4.42971495865098e-05,4.237724713002675e-05,1.3354095639537138
2013-07-24,3.471216593235655e-05,0.6394956544671597,0.00014060325201783157,1.1654004605097232,4.4676190804622696e-05,4.2370854447877804e-05,1.2870470512178065
2013-07-25,3.488954269695917e-05,0.6379175953114473,0.00013840860587146283,1.1603494909589944,4.432959533855617e-05,4.262075253576585e-05,1.2705696868425782
2013-07-26,3.343176772700175e-05,0.632772262427532,0.00013348984297098656,1.1361029312656652,4.227184613043658e-05,4.2411793879996346e-05,1.264421506981666
2013-07-29,3.360094972876798e-05,0.6343587765169567,0.00013483804849482556,1.0836230876963138,4.269892669064409e-05,4.176281864758718e-05,1.2707654704797449
2013-07-30,3.816574763863081e-05,0.676528662806619,0.00012666645158807889,1.0858333912577756,4.7038546194095234e-05,4.187411849218747e-05,1.2324806693026369
2013-07-31,3.750748633018741e-05,0.7061889225629717,0.00012200710420940124,1.0386917238340894,4.777189184425923e-05,4.20540387713261e-05,1.2736628475635983
2013-08-01,4.226173154810077e-05,0.724814441636187,0.00011958677193145393,0.942136947323312,5.1527853672383607e-05,3.650515401648555e-05,1.2192556193239852
2013-08-02,4.130983358011611e-05,0.7329741138492456,0.00011597892004874729,0.9122201946280416,5.0734675858054823e-05,3.669967566426012e-05,1.2281500906959653
2013-08-05,3.7225611971094185e-05,0.7395535962791383,0.00011574593361289222,0.9430437090597078,4.8544881744228685e-05,4.058207916935465e-05,1.3040720937488939
2013-08-06,4.1983018398946586e-05,0.7382282429511882,0.00011508572969329538,0.9482125992366276,5.1314278129028906e-05,4.028730767365396e-05,1.2222627168302043
2013-08-07,4.81253999850549e-05,0.7280178273584261,0.00011339371272410443,0.95306321279717,5.37803566369374e-05,5.041113747959531e-05,1.1175046161411357
2013-08-08,4.5117615842124565e-05,0.7166404979250257,0.00011026702452612773,0.9589952610627196,5.054721656418319e-05,5.1328754719280073e-05,1.1203432544188032
2013-08-09,4.7210405389653165e-05,0.7112057433663643,0.00011229994056642626,0.9665326497022142,5.178498838612934e-05,5.185648451470196e-05,1.0968977698606832
2013-08-12,4.729046229109182e-05,0.7056783204272217,0.00011314501101863358,0.9679508967212196,5.161919883350502e-05,5.310716658112464e-05,1.091535086203389
2013-08-13,5.1414947954433665e-05,0.7244944566946604,0.00010941748181472215,0.9628508754485546,5.4340436784492104e-05,5.675172005984862e-05,1.056899577777481
2013-08-14,5.361675369996386e-05,0.7288220395495595,0.00010051815525663874,0.9187968861196892,5.3504955820260825e-05,5.43069977841675e-05,0.9979148704091887
2013-08-15,5.120699157562921e-05,0.735242588973697,0.00010170365345903163,0.9029124167918132,5.3059550143571535e-05,4.952937790270625e-05,1.036177844293122
2013-08-16,4.9139520575593413e-05,0.7376864251783922,0.00010238753077074263,0.9094677657235064,5.232518637783124e-05,4.951124213572163e-05,1.0648289963948097
2013-08-19,5.1240075352845624e-05,0.744023358581568,0.00010562022456963442,0.8595486125493642,5.473498375966718e-05,4.60441011455292e-05,1.0682065430769798
2013-08-20,5.687877447837599e-05,0.7355846118303327,0.00010338541516918152,0.8770826137156098,5.640756969139031e-05,4.745958316808133e-05,0.9917156304560532
2013-08-21,5.746511661394483e-05,0.7340276257867369,0.00010080549909349529,0.8720933554272323,5.586716886786626e-05,4.616888546496652e-05,0.9721927346495491
2013-08-22,5.43081375808944e-05,0.7325185522349564,9.80206815798312e-05,0.8724593584115539,5.3445352051536355e-05,4.520670391141783e-05,0.9841131445895583
2013-08-23,4.6628310947370826e-05,0.7016055851834709,9.253046613470477e-05,0.8716510877709319,4.6085070328065965e-05,4.5079478895601004e-05,0.988349553988391
2013-08-26,5.7057237442025364e-05,0.7025360540453737,9.472642888642635e-05,0.909167456480258,5.164872081756588e-05,4.6813803882859734e-05,0.9052089293675502
2013-08-27,6.26349019454684e-05,0.6974894527100168,9.723413014902379e-05,0.8109277912634936,5.4432115355237464e-05,3.671543761341231e-05,0.8690380868262156
2013-08-28,6.352118414260544e-05,0.6728813940006576,9.72122434331796e-05,0.7867814562789224,5.287596364460082e-05,3.591302118385436e-05,0.832414640222921
2013-08-29,6.345432123592429e-05,0.6812001223119235,9.966950954499327e-05,0.7851533472216535,5.417344813818507e-05,3.585076963753652e-05,0.8537393054251928
2013-08-30,6.533098257867051e-05,0.6850433697170585,0.0001021999306561411,0.7594899601164777,5.597614203396461e-05,3.433808092055382e-05,0.8568085129679328
2013-09-03,6.741624909395761e-05,0.6855973381638067,0.00010365070964168809,0.7500585259090699,5.731094313541702e-05,3.416473633765757e-05,0.8501057817017246
2013-09-04,5.29054408502055e-05,0.6674606844667594,0.00010248938126921681,0.7115712112025483,4.914906880316044e-05,3.1887567971570615e-05,0.9289983792464614
2013-09-05,5.526096611110341e-05,0.648228585365351,0.00010090752694962726,0.7313580154382644,4.84059999951518e-05,3.6054941459356455e-05,0.8759528361815182
2013-09-06,5.903493096893949e-05,0.6352481535530122,9.986232208204475e-05,0.7162690933963441,4.877516772113644e-05,3.7678335195668965e-05,0.8262086009179701
2013-09-09,5.950680039687122e-05,0.6272303463688739,0.00010464302230369579,0.6924788278900152,4.949547528668459e-05,3.53902376390247e-05,0.8317616634835401
2013-09-10,6.058865375686932e-05,0.6290984794734578,0.00010459522506334158,0.6643069088929568,5.008067990404911e-05,3.352204375284108e-05,0.826568619679409
2013-09-11,5.2548421709793746e-05,0.6195404925250744,0.00010003834037303812,0.6946525219752643,4.491927871811698e-05,3.57389741899343e-05,0.8548168956660619
2013-09-12,5.463125330927889e-05,0.6227876308675754,9.61787711037112e-05,0.6943369595817992,4.514401403592181e-05,3.5704850084873014e-05,0.8263404425366585
2013-09-13,5.629719144726608e-05,0.6215618191993986,9.976779058870723e-05,0.6843823102555345,4.65825084159035e-05,3.532024325672778e-05,0.827439295253967
2013-09-16,5.4138744378514925e-05,0.6232523960461684,0.00010348574538772522,0.685401460366318,4.665071585933574e-05,3.5409892783815124e-05,0.861688175351351
2013-09-17,5.7555509167455784e-05,0.6267662781793971,0.00010704768389855162,0.6878971334768177,4.919689683803119e-05,3.552765245486655e-05,0.8547730278068516
2013-09-18,6.204530316157312e-05,0.616012883948856,0.00010194041253326156,0.7185375113044212,4.8991128607046886e-05,3.551125685208431e-05,0.7896025341268514
2013-09-19,6.178297806302708e-05,0.6144668990001091,9.780045379001103e-05,0.7382834554288145,4.7764292229367846e-05,3.72645058201995e-05,0.7730979264327748
2013-09-20,6.675064824066973e-05,0.6238753020005575,9.500024796216243e-05,0.7511318447606057,4.968072287256161e-05,3.530238492223523e-05,0.7442732644848267
2013-09-23,6.644616634370019e-05,0.6245938554702207,9.19457277808732e-05,0.7590122164439319,4.882007580105383e-05,3.5153333997348124e-05,0.7347312642316572
2013-09-24,6.687102886618699e-05,0.6246292056381109,9.06187148007951e-05,0.753226518671959,4.862395025651121e-05,3.466661812255558e-05,0.7271302846829335
2013-09-25,5.221698153901886e-05,0.607763285428665,8.208006599770292e-05,0.7549849794352219,3.9788648822768576e-05,3.443572247969911e-05,0.761986764651203
2013-09-26,5.0374063840171386e-05,0.6132622280273312,8.323156817410362e-05,0.7444415710425897,3.9709438789662925e-05,3.393903524551591e-05,0.7882913500021448
2013-09-27,5.122431082106018e-05,0.6192725788880787,8.41908605528937e-05,0.7430032565567277,4.066795987876072e-05,3.352925490095524e-05,0.7939191221298119
2013-09-30,5.1567877421329924e-05,0.6261351849142461,8.518227051155861e-05,0.7562035721641875,4.149849464496196e-05,3.390615684027401e-05,0.8047353647291485
2013-10-01,5.3629225784131454e-05,0.6276371077798804,8.590730938001956e-05,0.7752070424097831,4.260145524980056e-05,3.406092636159392e-05,0.79437013357754
2013-10-02,4.9785428743887e-05,0.6203374011627218,8.497449231103346e-05,0.7468319981554289,4.0348127202166735e-05,3.32793057481564e-05,0.8104404887167104
2013-10-03,5.1677659876475144e-05,0.6181906024967063,8.499979411696814e-05,0.8300171932241295,4.097158407514831e-05,3.656536892969034e-05,0.7928297096478921
2013-10-04,4.988490741732951e-05,0.6223266560062244,8.47280053386246e-05,0.8731903103335665,4.045912441816499e-05,3.779134933343382e-05,0.811049403774375
2013-10-07,5.300164613196136e-05,0.6255082190721397,8.551362532687578e-05,0.907029155279539,4.211098103323258e-05,3.7622290000281005e-05,0.7945221348104238
2013-10-08,5.7418241986777646e-05,0.6272164025808413,8.693196692367519e-05,0.8959029407367217,4.4313097244132506e-05,3.693458094530524e-05,0.7717599095830379
2013-10-09,4.671951297786224e-05,0.631708774597947,8.68313621073746e-05,0.9136853426789844,4.023503372815928e-05,3.8162718574792894e-05,0.8612040486643002
2013-10-10,5.493659376391755e-05,0.6305600129750984,8.904273042975579e-05,0.9067777733600254,4.410182128873967e-05,2.972105928349107e-05,0.8027767698569223
2013-10-11,5.397060840252837e-05,0.6322036755622256,8.937293660380471e-05,0.9130636336575438,4.3907497719538386e-05,2.9877335733161624e-05,0.8135446128763938
2013-10-14,5.390763459317086e-05,0.633748806276661,8.891133698716974e-05,0.894123972953773,4.387537715536398e-05,2.944599249227229e-05,0.8138991348160954
2013-10-15,5.553151341989191e-05,0.6359580988841701,9.669690929801394e-05,0.89225309186749,4.660199980652357e-05,3.289408319074505e-05,0.8391991670414353
2013-10-16,4.144281603770634e-05,0.6271516221982951,9.867163060850512e-05,0.9165592876531964,4.010452081635691e-05,3.06570552683215e-05,0.9677074255733057
2013-10-17,4.1583055321708076e-05,0.6267225995936222,9.963297756186876e-05,0.9456415830407486,4.0339927040525834e-05,3.098008063096886e-05,0.9701049316466827
2013-10-18,4.3823960134694674e-05,0.636359593507461,0.00010291303171271509,0.9860667132846144,4.273597255773994e-05,3.1992842142642914e-05,0.975173681848679
2013-10-21,4.4710412594374516e-05,0.6419069317055104,0.00010665308654449151,0.9897559825089016,4.432646709112354e-05,3.212125055284737e-05,0.9914126155190237
2013-10-22,4.4371990394003997e-05,0.6520764039605881,0.00011140863173449344,1.0633262242530754,4.584715176639024e-05,3.4355022198914106e-05,1.0332453279487228
2013-10-23,3.6244305626284386e-05,0.6563246484556629,0.00011386278510611802,1.022427289434633,4.216280616405865e-05,3.225614515430242e-05,1.1632946316809052
2013-10-24,4.040389782719303e-05,0.6630173385489775,0.00011604624828767698,1.0194131205357773,4.539960456575345e-05,3.2084499757841704e-05,1.1236441780920987
2013-10-25,3.967999624918889e-05,0.6652206768182237,0.0001180158816825848,0.9969572205617204,4.552204655972978e-05,3.1404319501912014e-05,1.147229104404472
2013-10-28,4.081308187982178e-05,0.6639049779803353,0.00012220342252708768,1.0574949986895217,4.688644497391541e-05,3.599304560599755e-05,1.1488092252375661
2013-10-29,4.2024721372673885e-05,0.6596938298750468,0.00012610371779162455,1.016534541019973,4.8024050696823875e-05,3.4141190860827506e-05,1.142757146940919
2013-10-30,3.243679795796633e-05,0.6599565620849752,0.00011674879447123594,1.046047271865296,4.0612576437954346e-05,3.4666491464854514e-05,1.2520525759226515
2013-10-31,3.3498134377451295e-05,0.6612218051425538,0.00011211694410778256,1.035689182967924,4.0522208152598655e-05,3.465633755003943e-05,1.2096855214681894
2013-11-01,3.528785039280735e-05,0.6621742947166537,0.00010814551470134177,1.0322337097860683,4.090620357775313e-05,3.450257702459083e-05,1.1592149457222523
2013-11-04,3.477448195487655e-05,0.6577953989141903,0.00010458895693732519,1.0408158255394968,3.9670171843194525e-05,3.4625587273482856e-05,1.1407839775922652
2013-11-05,3.766596277267884e-05,0.657639153862562,0.00010252057552869309,1.0433828905648468,4.086652557708668e-05,3.43948221216078e-05,1.0849722818376855
2013-11-06,3.8333959556374354e-05,0.6611403583458926,0.0001008727574479003,1.0926193396268926,4.111236452719716e-05,4.055067620290701e-05,1.0724789456392276
2013-11-07,4.0431492315281525e-05,0.6721109350491288,0.00010332658311041232,1.2080631243398612,4.3441706887071264e-05,4.256811035845181e-05,1.0744522252188053
2013-11-08,4.3778322206368926e-05,0.6749180641044061,0.00010380086367901221,1.2729224198068363,4.549682519997872e-05,4.095583008349539e-05,1.0392546563458702
2013-11-11,4.088414418239951e-05,0.6704452924577105,0.00010448998028161837,1.2736692189212029,4.382058034688336e-05,4.110361406316151e-05,1.0718233492031362
