Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_TFCF.A,Predicted_Covariance,Future_Cov_45_TFCF.A,Beta_Predicted
2013-04-29,6.776168711759701e-05,0.6088681837377318,0.00020988682697932676,0.7358564247581091,7.26119294349641e-05,5.481381226431527e-05,1.0715779450554372
2013-04-30,5.8041023931509805e-05,0.6066829949927638,0.00021028141537459473,0.7374919242285096,6.702391628279119e-05,5.4859535732296176e-05,1.1547679855179929
2013-05-01,6.311211636341748e-05,0.5949889430780627,0.00021315217049184412,0.8283644330897959,6.900970115404925e-05,6.200449694942769e-05,1.0934461578925956
2013-05-02,6.214021471172626e-05,0.5938054123275237,0.00021884486357780588,0.7759070499021723,6.924664001931547e-05,5.721338845553324e-05,1.1143611321678968
2013-05-03,7.476459886581012e-05,0.5128443446402731,0.000250751831074325,0.7584243197797413,7.021916018314335e-05,5.512178500145266e-05,0.9392033294952191
2013-05-06,7.535412832838797e-05,0.4694059037572133,0.0002749513418618504,0.7577616909165092,6.75662777949773e-05,5.500062241466336e-05,0.8966499818102631
2013-05-07,7.392273390092128e-05,0.4373527876610244,0.0002934078271853084,0.7102129993298374,6.441051279225213e-05,5.39335287696418e-05,0.8713221142305372
2013-05-08,6.958015556766957e-05,0.4114390064448932,0.0003040891411119663,0.7234951668213476,5.9847858683248385e-05,5.468810780179514e-05,0.8601282678226247
2013-05-09,7.111722928104653e-05,0.38555995685097594,0.00033944584167609694,0.7668031571718045,5.990520842277639e-05,5.793394655083253e-05,0.8423445208479422
2013-05-10,7.562958883543677e-05,0.3949504309273074,0.00035404719465887454,0.7501607269465304,6.462775061498155e-05,5.688791322703565e-05,0.8545299744469822
2013-05-13,7.357910230951406e-05,0.41199106212832187,0.00035862486491314744,0.7491902495327957,6.692451548990248e-05,5.6879035497319936e-05,0.9095587386807367
2013-05-14,7.590263764609063e-05,0.4236027286375214,0.00036620995735976096,0.7896824832102572,7.062399119643768e-05,5.8684780049125305e-05,0.9304550327451654
2013-05-15,7.650099964197039e-05,0.4412776732608091,0.00036994378690091413,0.793119350595849,7.423579752677311e-05,5.853978108855677e-05,0.9703899017555513
2013-05-16,7.639729836462006e-05,0.45891245784874346,0.0003821568672451359,0.7801848193014125,7.841329106963543e-05,5.715222950526683e-05,1.026388272205565
2013-05-17,7.425705624970095e-05,0.43069911697685254,0.00038729955277048663,0.7623136947606012,7.304093827003924e-05,5.448627705901578e-05,0.9836228630505858
2013-05-20,7.217439206379002e-05,0.41053300851578517,0.00038811225492247384,0.7715371373045047,6.870974348247277e-05,5.541370925175141e-05,0.9519961515123663
2013-05-21,7.13709588975209e-05,0.39602269269489393,0.000388426694540289,0.7673808867341129,6.593793965713399e-05,5.517450044845374e-05,0.9238763311532917
2013-05-22,7.35750525384875e-05,0.3969301280974962,0.0003818296980568335,0.7886256580599393,6.652949191930812e-05,5.562895732941158e-05,0.9042398153165597
2013-05-23,7.454058968752127e-05,0.3983006456916216,0.0003840045530705599,0.7963021237121023,6.738692038924188e-05,5.619298383882227e-05,0.9040298805219008
2013-05-24,7.630250921850573e-05,0.3720090057164232,0.000385502563584437,0.8024200398969173,6.380232408809e-05,5.659807276669454e-05,0.8361759625149517
2013-05-28,7.438631671877e-05,0.3576077303426745,0.0003836948137641013,0.7998226495254042,6.0415224031948215e-05,5.5845998135105104e-05,0.8121819535756576
2013-05-29,7.273626036607267e-05,0.36027869155854664,0.0003821820218821065,0.84851837318877,6.00688320739123e-05,6.0613232202905636e-05,0.8258443831397606
2013-05-30,7.309916508279677e-05,0.3545672674949637,0.00037959374377642875,0.8704279084889535,5.906284623746075e-05,6.202155230341158e-05,0.8079825011757988
2013-05-31,7.696255068093324e-05,0.36273125722892874,0.0003724888596122001,0.8952485805499635,6.141597511918769e-05,5.912893869595529e-05,0.7979981767210702
2013-06-03,7.835861755638394e-05,0.35781276976773024,0.0003776452357463651,0.8771506475306019,6.155186600501392e-05,5.83491858192957e-05,0.7855149557829232
2013-06-04,7.696792659140356e-05,0.3504238258821995,0.0003764963673558669,0.8562929507777722,5.9652536579732446e-05,5.667000384600387e-05,0.7750310969971608
2013-06-05,8.390672708275947e-05,0.41606823542162313,0.0003871053588728477,0.7909982198872197,7.4985543442913e-05,4.841678911504548e-05,0.8936773730782365
2013-06-06,8.864935953499249e-05,0.45387809990234246,0.0003872374628396195,0.7821992455440999,8.409413586893746e-05,4.701494210968717e-05,0.948615267048185
2013-06-07,8.584609796353898e-05,0.4992694656658336,0.00038467535309235626,0.7786448021235781,9.072823589637987e-05,4.4353986400716696e-05,1.0568708193925653
2013-06-10,7.344670994631798e-05,0.4348823691572433,0.0003951075544106754,0.7709744722180472,7.408250190655702e-05,4.400654226021455e-05,1.0086565070199025
2013-06-11,7.540176794643908e-05,0.39405446260211224,0.00039136591262924503,0.7766550988404298,6.769218192034184e-05,4.27662749739316e-05,0.8977532458977133
2013-06-12,7.564969572692771e-05,0.3730024746961475,0.0004092590689173761,0.7316654129376378,6.563182215756032e-05,4.257541802081372e-05,0.8675754942157486
2013-06-13,7.668406692361186e-05,0.3635890465404136,0.000426741129737944,0.6439324337309582,6.577269107649537e-05,3.4524099067973846e-05,0.8577100004622112
2013-06-14,7.978958283363962e-05,0.37427063350595235,0.00043019404301947406,0.6562496278594632,6.934115090504754e-05,3.520210864691712e-05,0.8690501747530509
2013-06-17,6.406673037804978e-05,0.4051990231480945,0.0004315177473116229,0.6961952391608489,6.73727075401043e-05,3.679822018723405e-05,1.0516020896110407
2013-06-18,5.269216623890948e-05,0.40936269609949455,0.00040276171535380605,0.7112501142245139,5.963557099315887e-05,3.721545537807789e-05,1.1317729987180176
2013-06-19,5.313666894497608e-05,0.34888051575166557,0.00039662999177719646,0.9652029781349802,5.0648507711891816e-05,4.798380790764196e-05,0.953174309144956
2013-06-20,6.610900161714408e-05,0.34573338112872726,0.00041944238403109085,0.8760784839234276,5.757152973062345e-05,3.048709978734844e-05,0.8708576490692819
2013-06-21,6.524441916700448e-05,0.32715472674029533,0.0004146874286741097,0.8886622636656035,5.3812766416084296e-05,3.118356190552978e-05,0.8247872707448146
2013-06-24,5.5679700730278476e-05,0.30169108938347294,0.0004129141705366285,0.9140708563378902,4.5744704142487476e-05,3.431005963261608e-05,0.8215687861556991
2013-06-25,5.683904438603972e-05,0.28886688907014113,0.00041759747804491444,0.8967118793442589,4.4504106046992015e-05,3.223453611360188e-05,0.7829847691444071
2013-06-26,5.616484134519195e-05,0.2828860694242418,0.0004300885535301475,0.8095230214703186,4.396658880694274e-05,2.7567180112270624e-05,0.7828133713887282
2013-06-27,5.600093181678947e-05,0.29090258834486515,0.0004331142715691176,0.7601761138015399,4.530503386621404e-05,2.560979054436245e-05,0.8090050003887841
2013-06-28,5.651835513949762e-05,0.29438308156048587,0.00043621673367489765,0.789615217630421,4.622306768254494e-05,2.652593375110231e-05,0.8178417006025382
2013-07-01,4.0959150997653995e-05,0.28226454644597726,0.0007213250676737137,1.1695452416988197,4.85173775038039e-05,4.011348921025955e-05,1.1845308391910472
2013-07-02,4.708768430286185e-05,0.2747917390318039,0.0006836960169023599,1.1616183329809049,4.9304761683171126e-05,3.978909745307497e-05,1.0470840181065038
2013-07-03,4.5307854285029834e-05,0.27540007238022995,0.0006584646569493466,1.1631634824929753,4.756823443161418e-05,3.984154899276424e-05,1.0498893664741744
2013-07-05,5.048108536897671e-05,0.2722106906247349,0.0006465864890341833,1.0209641123600863,4.91793553964144e-05,3.445159261718667e-05,0.9742135106040669
2013-07-08,5.858594159480322e-05,0.27969945036403393,0.0005936661140422103,1.0202155682235283,5.216262642798316e-05,3.488530351318748e-05,0.8903608102564007
2013-07-09,6.185296409698371e-05,0.34883056640800897,0.0005382096596391963,1.1047517395544353,6.364591514889684e-05,3.684528942963918e-05,1.0289873101166473
2013-07-10,6.043816195282401e-05,0.39405380052100586,0.000491322454380388,1.1106511363622107,6.790385818515394e-05,3.7298853360029824e-05,1.1235261958852654
2013-07-11,6.428746384905295e-05,0.4244566768694418,0.0004422600565840452,1.3104523290721133,7.15707181037922e-05,3.8969242005078404e-05,1.1132919828948353
2013-07-12,6.999194674271863e-05,0.4428792520222276,0.0004040286287742625,1.2695824023052709,7.447584532115988e-05,3.861433462696583e-05,1.0640630642111368
2013-07-15,7.060701256657018e-05,0.44200334252434414,0.0003318322225165413,1.2798032637919872,6.765637889968882e-05,3.9058945509872604e-05,0.9582104728747811
2013-07-16,3.5042919617133015e-05,0.46913391447923314,0.00029999859046621157,1.224971772743373,4.810127390381657e-05,4.0214931654473896e-05,1.3726388791046717
2013-07-17,3.792838595062833e-05,0.4797087728389083,0.0002750711483446888,1.2270853232289851,4.8998452254909785e-05,4.0342813691534e-05,1.291867582203246
2013-07-18,3.7451029819475974e-05,0.4876110595553533,0.00026936035696338486,1.0090153453281234,4.897475464776974e-05,3.607066611737076e-05,1.3077011469068065
2013-07-19,4.0860668714576163e-05,0.49716424948004767,0.0002516682986655647,1.0375675952175547,5.041582554284582e-05,3.7576050413127605e-05,1.2338472944487338
2013-07-22,3.950888193740232e-05,0.5076235261677475,0.00023285700384242727,1.0411178061186068,4.868932614552428e-05,3.775672507517515e-05,1.2323640598756351
2013-07-23,3.3171208880188284e-05,0.5165792229621408,0.0002160983879291366,1.0321202760652937,4.3736431717177425e-05,3.752075145327542e-05,1.318505812530073
2013-07-24,3.471216593235655e-05,0.5210078818078723,0.0002065281383114909,1.0209605626409433,4.411382998198374e-05,3.711940475616605e-05,1.2708463674651755
2013-07-25,3.488954269695917e-05,0.5246770565397677,0.00019712709723011254,1.0021190782579787,4.351238369199531e-05,3.6808797330969285e-05,1.247146862024869
2013-07-26,3.343176772700175e-05,0.5262484015576767,0.00019143181016806815,0.969191258485884,4.2099555759655166e-05,3.618082372114358e-05,1.2592680142860866
2013-07-29,3.360094972876798e-05,0.5231004436668723,0.00018820333615837285,0.9565819551411638,4.1598198561786375e-05,3.686665517531925e-05,1.2380066306926862
2013-07-30,3.816574763863081e-05,0.5211662032051163,0.00019018088402587063,0.9614817062117968,4.440138965800124e-05,3.7078615575955654e-05,1.1633832010422562
2013-07-31,3.750748633018741e-05,0.5234046291309866,0.00019496992133330476,1.0109640807257674,4.475899715385672e-05,4.093141561802836e-05,1.1933350254355228
2013-08-01,4.226173154810077e-05,0.5256845822499168,0.00021049540440897665,0.9617951339178864,4.958156064603499e-05,3.726685339719504e-05,1.1732022998064586
2013-08-02,4.130983358011611e-05,0.5292104706768104,0.00021137494119066844,0.9808034485213436,4.9451776858000886e-05,3.945885945421125e-05,1.1970945552732457
2013-08-05,3.7225611971094185e-05,0.5324757519107741,0.00020309664423167917,1.0360586881553948,4.62990555878471e-05,4.458480058017956e-05,1.2437419598044077
2013-08-06,4.1983018398946586e-05,0.5480657396381061,0.00019123863430669066,1.0302739007396022,4.910857146717784e-05,4.37738980273493e-05,1.1697246491550508
2013-08-07,4.81253999850549e-05,0.5536610377752089,0.0001865159823772268,1.034801667231467,5.2455274552020826e-05,5.4734595156409325e-05,1.0899706717930768
2013-08-08,4.5117615842124565e-05,0.5761609611616196,0.0001810851305762812,1.0048443368435975,5.207847937102213e-05,5.3782756381659964e-05,1.154282609995506
2013-08-09,4.7210405389653165e-05,0.5937205471550188,0.00017785490922821615,1.0227439440091015,5.440438088980124e-05,5.487233722663524e-05,1.1523811422666737
2013-08-12,4.729046229109182e-05,0.557138066755479,0.00017476030266751788,1.0244581829931108,5.064901534042666e-05,5.620747040361588e-05,1.071019670492151
2013-08-13,5.1414947954433665e-05,0.6117438833620726,0.00016872428510896387,1.036632713849488,5.697746647703719e-05,6.110052042468191e-05,1.1081887416774843
2013-08-14,5.361675369996386e-05,0.6478277005434844,0.00016402428935771978,1.0383874228706709,6.075245805864947e-05,6.137559271788705e-05,1.1330872137208565
2013-08-15,5.120699157562921e-05,0.6722165059440371,0.00015658958376416963,1.018867444560884,6.019428190264332e-05,5.589010601241539e-05,1.175509047699873
2013-08-16,4.9139520575593413e-05,0.7099482696619915,0.00014663471870500646,1.0300914895927464,6.026436263196772e-05,5.607797338765479e-05,1.2263929709949142
2013-08-19,5.1240075352845624e-05,0.7153272127209606,0.00014619386815767948,1.0083392236478057,6.191191044556776e-05,5.4014482165169616e-05,1.2082712607121384
2013-08-20,5.687877447837599e-05,0.7168409359925214,0.0001522802730252465,0.9925490706373878,6.671442339771973e-05,5.370755779408351e-05,1.17292301055261
2013-08-21,5.746511661394483e-05,0.7185568013256304,0.00016116781701836644,0.9712556145222032,6.915162855131348e-05,5.14185653921346e-05,1.2033670620714052
2013-08-22,5.43081375808944e-05,0.680956355732059,0.0001678434906393813,0.9164112469686956,6.501356543242208e-05,4.7484082213563385e-05,1.1971238257909593
2013-08-23,4.6628310947370826e-05,0.7166268546044379,0.00017009069949103984,0.916272358271725,6.382020638270853e-05,4.7387172478568224e-05,1.3687007975635685
2013-08-26,5.7057237442025364e-05,0.7058746795804819,0.00018130643095332161,0.904946117962424,7.179423598965465e-05,4.6596443580213094e-05,1.2582844737725558
2013-08-27,6.26349019454684e-05,0.6981082590792996,0.00017879900847140822,0.9696241438281422,7.387772784985687e-05,4.390054841468989e-05,1.1794977808726639
2013-08-28,6.352118414260544e-05,0.6660378721130497,0.00017175017410500355,0.9583544303604314,6.956756626494721e-05,4.37445528037122e-05,1.095186860949689
2013-08-29,6.345432123592429e-05,0.6666639092465416,0.0001624366562796911,0.9608020771629598,6.768299475743485e-05,4.387104004271884e-05,1.0666412222075197
2013-08-30,6.533098257867051e-05,0.667860401388165,0.0001577045918384547,0.9508007204004368,6.779028481030227e-05,4.298762826492665e-05,1.0376437355533463
2013-09-03,6.741624909395761e-05,0.6508094666219604,0.0001661138753230741,0.937431812234613,6.88714314122464e-05,4.26994822313516e-05,1.021585038293375
2013-09-04,5.29054408502055e-05,0.5933303210130012,7.591146322963804e-05,0.9204028585092212,3.7601086382017514e-05,4.124591924164627e-05,0.7107224848287312
2013-09-05,5.526096611110341e-05,0.5845001010600008,8.337435865216082e-05,1.0602900995800064,3.9674373756195217e-05,5.227083953866834e-05,0.7179457137327095
2013-09-06,5.903493096893949e-05,0.5795001835421316,8.996262165077729e-05,1.153472566293557,4.223175788692728e-05,6.067681321518135e-05,0.7153689721285014
2013-09-09,5.950680039687122e-05,0.548216006358244,0.00010515337919934751,1.1941243937225967,4.336572666644655e-05,6.102763631512971e-05,0.7287524514379142
2013-09-10,6.058865375686932e-05,0.5464046188647222,0.00012938028227937128,1.2172927024886635,4.837757116376175e-05,6.142663682489953e-05,0.798459252088546
2013-09-11,5.2548421709793746e-05,0.6013484388045307,0.00013345639889667836,1.232940351403444,5.0358841082758224e-05,6.343318710085305e-05,0.9583321333773296
2013-09-12,5.463125330927889e-05,0.6272441379973541,0.0001400742596420892,1.243352791980398,5.487017698618143e-05,6.393686009024645e-05,1.0043733881694044
2013-09-13,5.629719144726608e-05,0.6636365403400504,0.0001498941601866533,1.2362211657821325,6.09629552659141e-05,6.380005976226585e-05,1.082877381601149
2013-09-16,5.4138744378514925e-05,0.65949331197461,0.0001524773606019287,1.267600176010768,5.991936028172608e-05,6.548802259816781e-05,1.1067741036400025
2013-09-17,5.7555509167455784e-05,0.6616681696942188,0.0001542467454383167,1.291219608712642,6.234357429356555e-05,6.66872985345819e-05,1.083190387772942
2013-09-18,6.204530316157312e-05,0.6688926101095181,0.00016103284748296572,1.3384626488332418,6.686026438858829e-05,6.614893469284914e-05,1.077603960036692
2013-09-19,6.178297806302708e-05,0.6764567437083765,0.00016283074816144999,1.3257813294316432,6.784887624899416e-05,6.691818122650734e-05,1.098180734826007
2013-09-20,6.675064824066973e-05,0.6510864972916808,0.0001615430207193963,1.4675565164665614,6.760993716799702e-05,6.897357022048402e-05,1.0128731173400611
2013-09-23,6.644616634370019e-05,0.6678598686431688,0.0001662445750956128,1.4715472935092604,7.019304026852334e-05,6.81540986836621e-05,1.0563896178064214
2013-09-24,6.687102886618699e-05,0.6735813037006503,0.00017113665122601597,1.4695882802180582,7.205772417439371e-05,6.763656674957078e-05,1.0775626664663052
2013-09-25,5.221698153901886e-05,0.7022583852476363,0.00017208288875510905,1.493876600245825,6.656894269867963e-05,6.81374085925051e-05,1.2748523705633261
2013-09-26,5.0374063840171386e-05,0.7186017088304077,0.0001724215686651386,1.4833637730780984,6.697111594684199e-05,6.762644287302834e-05,1.3294761399304673
2013-09-27,5.122431082106018e-05,0.7249738780476526,0.0001731561044092197,1.518039957443086,6.827776930751003e-05,6.850407213398057e-05,1.3329172850372162
2013-09-30,5.1567877421329924e-05,0.7066592420794905,0.00017407732210365676,1.5811503799492517,6.69531122805092e-05,7.089457752386578e-05,1.298349197766583
2013-10-01,5.3629225784131454e-05,0.7050958479012515,0.00017264241958008477,1.572403552810158,6.784575471723963e-05,6.908802254490408e-05,1.2650892069621253
2013-10-02,4.9785428743887e-05,0.7490676528963535,0.00017144522432665924,1.5551834117604606,6.920458443987601e-05,6.929995552181231e-05,1.3900570143904492
2013-10-03,5.1677659876475144e-05,0.7794140788649443,0.00017551956587953554,1.54414130963018,7.423050822893299e-05,6.802521336561797e-05,1.4364138857364248
2013-10-04,4.988490741732951e-05,0.7666783831055641,0.00017474072480369305,1.5242850261462595,7.158052344673137e-05,6.59704845840652e-05,1.4349134267785577
2013-10-07,5.300164613196136e-05,0.786541888655832,0.00017476916331624537,1.4907644888050824,7.570053334803055e-05,6.183480827874857e-05,1.4282675892660845
2013-10-08,5.7418241986777646e-05,0.8011748566268431,0.00018280545606397795,1.4553959967611296,8.208179284125119e-05,6.000029557403137e-05,1.4295420758467858
2013-10-09,4.671951297786224e-05,0.7848634772920986,0.00018119065845602703,1.4357327146420833,7.221229958447174e-05,5.9967541316638876e-05,1.545656086327122
2013-10-10,5.493659376391755e-05,0.8067126827866729,0.00018049803540997806,1.5388669576452636,8.033152074291816e-05,5.0438770580034203e-05,1.4622588558754082
2013-10-11,5.397060840252837e-05,0.8073474209419672,0.0001730906395135521,1.4918629409172164,7.803256996581685e-05,4.881684946217374e-05,1.4458345435691113
2013-10-14,5.390763459317086e-05,0.8023189444132365,0.00017394511837146836,1.4507665279524666,7.769235884713216e-05,4.7777782032846826e-05,1.441212537583209
2013-10-15,5.553151341989191e-05,0.798512030241144,0.00017446023714567463,1.4324983601017087,7.859581967753506e-05,5.281093521252774e-05,1.4153372533402142
2013-10-16,4.144281603770634e-05,0.788854275994612,0.00017185532665192784,1.4217784781432847,6.65737332918916e-05,4.7555615846032815e-05,1.6063998457855795
2013-10-17,4.1583055321708076e-05,0.7785470522801499,0.00017035406653380985,1.403992571810191,6.552685364974225e-05,4.599607701270783e-05,1.5758066150453
2013-10-18,4.3823960134694674e-05,0.7597794762940858,0.00018729090433844802,1.4500927404374986,6.883379453563883e-05,4.704812312594407e-05,1.5706885987499861
2013-10-21,4.4710412594374516e-05,0.7542438146920614,0.00019640841048139922,1.4567709611943167,7.067993421801659e-05,4.727761778617414e-05,1.580838335339128
2013-10-22,4.4371990394003997e-05,0.7491498777374995,0.00020288921460076109,1.433596096405083,7.108085590127347e-05,4.631807679799258e-05,1.6019307511361638
2013-10-23,3.6244305626284386e-05,0.7348810806288736,0.000200872167559175,1.4560959585923237,6.270423035844837e-05,4.593778265143822e-05,1.73004363788874
2013-10-24,4.040389782719303e-05,0.7154260373217349,0.000200276324194475,1.4393845206949252,6.43563166604537e-05,4.530246999509441e-05,1.5928244580684978
2013-10-25,3.967999624918889e-05,0.6953955867880814,0.00019351547911950607,1.472358292379868,6.093623201508017e-05,4.637953292432628e-05,1.5356914761887304
2013-10-28,4.081308187982178e-05,0.690447828036186,0.00018988124670083663,1.2738109647905356,6.078152611944346e-05,4.335560565860095e-05,1.489265777537231
2013-10-29,4.2024721372673885e-05,0.6846488848630794,0.00018644243026930216,1.301123287375705,6.060280195678034e-05,4.369934979601304e-05,1.4420750448136617
2013-10-30,3.243679795796633e-05,0.6706990458849601,0.00018585660132155803,1.245494333993004,5.207576661030837e-05,4.127625955364404e-05,1.6054533705142988
2013-10-31,3.3498134377451295e-05,0.6670980869010872,0.00018250397606576536,1.2582902115063532,5.2159830406075595e-05,4.210503597315771e-05,1.5570965779272206
2013-11-01,3.528785039280735e-05,0.668289700853575,0.00018007082179298718,1.2598024440064424,5.327200507126051e-05,4.2109098402830385e-05,1.5096415473955545
2013-11-04,3.477448195487655e-05,0.6618717773396023,0.00017552514575067398,1.280846814998878,5.170992031106266e-05,4.261087513126343e-05,1.4870076390544529
2013-11-05,3.766596277267884e-05,0.6613162462351486,0.00017091255380658193,1.287892589055137,5.306042327413593e-05,4.245501523252691e-05,1.4087101289396358
2013-11-06,3.8333959556374354e-05,0.645443538985828,0.00016705571744261507,1.441954020764856,5.1651242106862326e-05,5.3515628430559135e-05,1.3474016956402175
2013-11-07,4.0431492315281525e-05,0.6659730914480391,0.00017156416794882935,1.225997231148453,5.546638499116725e-05,4.3200048394161386e-05,1.3718609384646216
2013-11-08,4.3778322206368926e-05,0.6795099765454984,0.0001738952053125835,1.0953760326863464,5.928832731829775e-05,3.5243337672568544e-05,1.3542850509166477
2013-11-11,4.088414418239951e-05,0.6791419816146462,0.00017073981383087527,1.0922176110992223,5.6742103928898724e-05,3.52478418200575e-05,1.3878755459757433
