Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MDT,Predicted_Covariance,Future_Cov_45_MDT,Beta_Predicted
2013-04-11,6.716170407401359e-05,0.670301246318198,0.00013611507440493593,1.0033705644686397,6.408907342379924e-05,7.239504313973059e-05,0.9542502577536115
2013-04-12,6.98842565011876e-05,0.6715680395222658,0.00014040595839873323,0.996523471304658,6.652309753683404e-05,7.281007032123057e-05,0.9519039175254523
2013-04-15,9.593981606210937e-05,0.6732668062441722,0.00014903154019066855,0.9519283766974248,8.050553469380639e-05,5.745486009718758e-05,0.8391253808709498
2013-04-16,8.836558039441448e-05,0.6683467079459952,0.00015052693541882094,1.0124160604734032,7.708155908566758e-05,6.210630848744363e-05,0.8723029797531873
2013-04-17,8.959564094882932e-05,0.6628714991914276,0.00015149331596022223,0.9872622628614156,7.72270637262181e-05,7.016289196827769e-05,0.8619511274027798
2013-04-18,9.719405369416862e-05,0.663367384892997,0.00015582292921451158,0.9383434097368192,8.163749028942849e-05,6.582166194564099e-05,0.8399432597626753
2013-04-19,7.72897485213767e-05,0.6586918862222596,0.00015734271332773318,0.9746093093319872,7.263845169567685e-05,7.072546833310095e-05,0.9398200031092946
2013-04-22,7.797978274745508e-05,0.6503807841964752,0.0001573836366290007,0.9627064090601142,7.205074900877489e-05,7.138517164136142e-05,0.923967039535338
2013-04-23,8.499754389235151e-05,0.6496488908187926,0.0001599917383823327,0.9402098362785778,7.575837806052645e-05,6.953633467062233e-05,0.8913007904848831
2013-04-24,7.773768893068322e-05,0.7046100917714238,0.00014496504042228872,0.9258251852982357,7.479908964036424e-05,6.909958030038931e-05,0.9621985251846211
2013-04-25,6.90805921567358e-05,0.6889841399021285,0.0001368051105036708,0.9263421592767268,6.69789617523919e-05,6.927046316430692e-05,0.9695771223330635
2013-04-26,7.034557142953508e-05,0.6768921900066351,0.0001457767467794192,0.9233136584078482,6.854598335957781e-05,6.958313730092952e-05,0.9744178910855829
2013-04-29,6.776168711759701e-05,0.6822318952159335,0.0001507706123558359,0.9216350876658372,6.895765335917812e-05,6.865243133282049e-05,1.0176495936340186
2013-04-30,5.8041023931509805e-05,0.6638647147797567,0.0001467094433397465,0.9261550445714894,6.125988163351614e-05,6.889354865067389e-05,1.0554583204080736
2013-05-01,6.311211636341748e-05,0.6492307429283448,0.00014861699388966018,0.9573240530297532,6.28766919789705e-05,7.165734543223985e-05,0.9962697434658768
2013-05-02,6.214021471172626e-05,0.6555832655486443,0.00015376766139868486,0.9411000197215578,6.408357605310851e-05,6.939429279657676e-05,1.0312738111768307
2013-05-03,7.476459886581012e-05,0.6479954552841551,0.000155510598293657,0.9428970565773632,6.987148279484955e-05,6.852914321926547e-05,0.9345530351905866
2013-05-06,7.535412832838797e-05,0.6480803921511945,0.00015760236780492062,0.9459132099272304,7.062586438691745e-05,6.865722551020593e-05,0.9372527551395051
2013-05-07,7.392273390092128e-05,0.6518325371109642,0.0001599025708124166,0.940550385207974,7.086842291190047e-05,7.142533480488033e-05,0.9586823859475422
2013-05-08,6.958015556766957e-05,0.6499343333374215,0.00016041150094772276,0.93067424201827,6.866413106491838e-05,7.034851870464125e-05,0.9868349747815622
2013-05-09,7.111722928104653e-05,0.6482015492946042,0.0001593244304831431,0.9327902951401732,6.899834378745638e-05,7.047470083600382e-05,0.9702057361484574
2013-05-10,7.562958883543677e-05,0.6419186737855894,0.00015966271047687788,0.9328669142974808,7.053872870479096e-05,7.074330895585558e-05,0.9326869257252864
2013-05-13,7.357910230951406e-05,0.6405956608226666,0.0001599846484367546,0.9400876467695094,6.950249428631518e-05,7.137209629268438e-05,0.944595572720493
2013-05-14,7.590263764609063e-05,0.6471866991532761,0.00015957321990139772,0.9375638756612218,7.122591242727747e-05,6.967449702253901e-05,0.9383852081581249
2013-05-15,7.650099964197039e-05,0.6463059765665042,0.000159860184249222,0.9459309703613948,7.147297862659409e-05,6.981873773252501e-05,0.9342750939346184
2013-05-16,7.639729836462006e-05,0.6513030808812738,0.00016102915858616038,0.9402956771630642,7.223944401631441e-05,6.888110741779519e-05,0.945575898136325
2013-05-17,7.425705624970095e-05,0.6467409178639834,0.0001609564620522656,0.9610095930426226,7.070553482177459e-05,6.868804181634989e-05,0.9521726067892617
2013-05-20,7.217439206379002e-05,0.6397978103923124,0.00015662459296154264,0.9678355561872966,6.802433335435338e-05,6.951234816957766e-05,0.9424995681879983
2013-05-21,7.13709588975209e-05,0.5884065484385156,0.00019299168462827337,0.951432864230556,6.905697681017367e-05,6.840779318543439e-05,0.9675781000691078
2013-05-22,7.35750525384875e-05,0.5919854157804514,0.0001941344156020118,0.9271605337364108,7.075018247898715e-05,6.540108509228492e-05,0.9616055991530192
2013-05-23,7.454058968752127e-05,0.586401794938183,0.00018848804696696856,0.931123770335866,6.950781079753681e-05,6.570699916573811e-05,0.9324827062533021
2013-05-24,7.630250921850573e-05,0.6292885127797267,0.00017629147858248841,0.9307223035999512,7.298521206264162e-05,6.564777304353315e-05,0.9565244028035246
2013-05-28,7.438631671877e-05,0.6506606673546402,0.00016944136773802755,0.9200871674888156,7.304841649193124e-05,6.42432247576436e-05,0.9820141622027487
2013-05-29,7.273626036607267e-05,0.6681947855049531,0.0001638508269960584,0.8977466021671349,7.294623565717947e-05,6.412981141708326e-05,1.002886803501445
2013-05-30,7.309916508279677e-05,0.6736767695547304,0.00015689909255379482,0.8934906436519257,7.21469533073809e-05,6.366486661034047e-05,0.9869736983406399
2013-05-31,7.696255068093324e-05,0.689199099615271,0.00015861440909969716,0.8498799359302681,7.614751699730396e-05,5.613245273136599e-05,0.9894099964668766
2013-06-03,7.835861755638394e-05,0.6918410438469776,0.00015419596517772746,0.8264668116064302,7.604772224441561e-05,5.4977632063165186e-05,0.9705087278970242
2013-06-04,7.696792659140356e-05,0.7017143701776584,0.00014944426437900324,0.805131864707699,7.525838422603771e-05,5.328413112367993e-05,0.9777888993367169
2013-06-05,8.390672708275947e-05,0.701647603990632,0.00014560470284708264,0.8211211252656584,7.755416712840666e-05,5.026060408273069e-05,0.9242902187319605
2013-06-06,8.864935953499249e-05,0.7123056522186726,0.00014060702420494721,0.827310944324815,7.952573655447297e-05,4.9726430159218254e-05,0.8970819075470234
2013-06-07,8.584609796353898e-05,0.7179482822052642,0.00013772174722202505,0.827990624191586,7.806470132093248e-05,4.716487515893808e-05,0.9093564317167747
2013-06-10,7.344670994631798e-05,0.6993195481476742,0.0001278342913845191,0.8181929328222238,6.776189232264597e-05,4.670173030718321e-05,0.9225994244285819
2013-06-11,7.540176794643908e-05,0.6881859202307208,0.00012366389907813005,0.8332009445290153,6.645352383491423e-05,4.5879954635549964e-05,0.8813258050145303
2013-06-12,7.564969572692771e-05,0.682263794955678,0.00012067757791795877,0.8517327877189674,6.518823325880001e-05,4.956210699310309e-05,0.8617117707136539
2013-06-13,7.668406692361186e-05,0.68938902222686,0.00011989920048950435,0.8035718696412104,6.610359452155783e-05,4.308308353873254e-05,0.8620251529878602
2013-06-14,7.978958283363962e-05,0.6834731038574731,0.00011750796876485506,0.8006454469862888,6.618021681163502e-05,4.294769370674093e-05,0.8294343003349199
2013-06-17,6.406673037804978e-05,0.671956516748202,0.00011325610929526964,0.7285274578524955,5.723850335157057e-05,3.8507177726201414e-05,0.8934200795610031
2013-06-18,5.269216623890948e-05,0.6581408628746412,0.00010852228292103239,0.7801804633506753,4.976813237785802e-05,4.082216739231361e-05,0.9445072376073188
2013-06-19,5.313666894497608e-05,0.6768676195017679,0.00010887613528521451,0.7654691103433762,5.148340347579143e-05,3.805429902518764e-05,0.9688865429088783
2013-06-20,6.610900161714408e-05,0.6772476206680784,0.00010859475341012084,0.7813641544987276,5.7382862500723654e-05,2.7191087768504078e-05,0.8680037679746555
2013-06-21,6.524441916700448e-05,0.6597243261101894,0.00011018926767614519,0.8459701446002622,5.593760027018491e-05,2.9685476083520322e-05,0.8573545597364098
2013-06-24,5.5679700730278476e-05,0.6269107001595756,0.00010998154299346766,0.8181768800930176,4.9058473750468316e-05,3.071063621750832e-05,0.8810836464103056
2013-06-25,5.683904438603972e-05,0.6004309809373197,0.00010825031029482209,0.8288292241071447,4.7097846682408476e-05,2.9794325437093353e-05,0.828617848719079
2013-06-26,5.616484134519195e-05,0.5781586203234693,0.00010651414556293981,0.857630142809308,4.471805620800865e-05,2.920540119241501e-05,0.7961930477675389
2013-06-27,5.600093181678947e-05,0.5671272591962716,0.0001055213121248861,0.8751331553292759,4.359616026972367e-05,2.9482611199568658e-05,0.7784899082099422
2013-06-28,5.651835513949762e-05,0.5586881834678602,0.00010497839936545852,0.8676750244305943,4.303424779787502e-05,2.914823537038859e-05,0.7614207400703478
2013-07-01,4.0959150997653995e-05,0.5608824476485404,0.00010038488186528264,0.9172476317839512,3.5965117081922234e-05,3.14600937773528e-05,0.8780728165967648
2013-07-02,4.708768430286185e-05,0.5656622369361506,9.7700908477627e-05,0.9164663628560572,3.8367204258741134e-05,3.139186804203462e-05,0.8148033785643031
2013-07-03,4.5307854285029834e-05,0.5719492943742224,9.603374919346496e-05,0.9160968208868696,3.772734279999815e-05,3.137883618324491e-05,0.8326887996649985
2013-07-05,5.048108536897671e-05,0.5789139969920752,9.651165273293316e-05,0.8667950438886947,4.040808494229926e-05,2.924928444900861e-05,0.8004599078436645
2013-07-08,5.858594159480322e-05,0.5734297840172856,9.511217517067104e-05,0.8339690699788315,4.280505019024389e-05,2.8516781191137344e-05,0.7306368904385903
2013-07-09,6.185296409698371e-05,0.5733453721484654,9.34267018572434e-05,0.8528908282398697,4.358450104098612e-05,2.8445313361585554e-05,0.7046469264212923
2013-07-10,6.043816195282401e-05,0.5743728601005421,9.245819069918865e-05,0.8685005803360655,4.293606403909318e-05,2.916674257873465e-05,0.7104131338839792
2013-07-11,6.428746384905295e-05,0.58821060072002,9.135335479167979e-05,0.8423041624741361,4.507733620527363e-05,2.5047805266278547e-05,0.701183924615774
2013-07-12,6.999194674271863e-05,0.6031631147054703,8.964099585872307e-05,0.8600113857952013,4.7776259843688705e-05,2.6157236721143088e-05,0.6825965281307016
2013-07-15,7.060701256657018e-05,0.6148386604661316,8.860489088028395e-05,0.83818430905247,4.863108213100994e-05,2.5580959340194167e-05,0.688757112973152
2013-07-16,3.5042919617133015e-05,0.5940595407876483,9.006801814812792e-05,0.7876631785144019,3.337455008134502e-05,2.5858408818484903e-05,0.952390681084338
2013-07-17,3.792838595062833e-05,0.5810356198858052,9.208773361652126e-05,0.7680622711616817,3.433885661989254e-05,2.5251539173686237e-05,0.9053603457998897
2013-07-18,3.7451029819475974e-05,0.5745351846940029,9.358220609343741e-05,0.727803597819934,3.401301666015907e-05,2.6017801114260502e-05,0.9081997697823251
2013-07-19,4.0860668714576163e-05,0.5733532707160918,9.550540170662498e-05,0.7078830514055399,3.581698269257347e-05,2.563635309045657e-05,0.8765637915220055
2013-07-22,3.950888193740232e-05,0.5715134454644376,9.67616946869246e-05,0.7044783166496493,3.5336664646980785e-05,2.5548303916082266e-05,0.8943979913926196
2013-07-23,3.3171208880188284e-05,0.5598514411199775,9.333306339221145e-05,0.7234059447867897,3.115094387117152e-05,2.6298034525241608e-05,0.9390958280624081
2013-07-24,3.471216593235655e-05,0.5478357946957578,9.116970033572769e-05,0.7172569449656131,3.081885682068875e-05,2.607755071898208e-05,0.887840213737896
2013-07-25,3.488954269695917e-05,0.5787352762549062,7.845712650294729e-05,0.694971424270145,3.027915790019402e-05,2.5526968662490022e-05,0.8678576891417105
2013-07-26,3.343176772700175e-05,0.5840470713902145,7.822645275808355e-05,0.6622032176795708,2.9867875998044015e-05,2.4720670638186057e-05,0.8933980470892272
2013-07-29,3.360094972876798e-05,0.5935015938046608,8.075167029063382e-05,0.6613947214324343,3.091529700002141e-05,2.5490143315768044e-05,0.9200721184839843
2013-07-30,3.816574763863081e-05,0.5762453862214505,8.07606723639139e-05,0.6603382638871106,3.199221511423029e-05,2.5465308885836086e-05,0.838244161155859
2013-07-31,3.750748633018741e-05,0.5638041272336625,7.99577572401624e-05,0.6700291472593792,3.087575118952292e-05,2.7127810003871017e-05,0.823189027324206
2013-08-01,4.226173154810077e-05,0.5720584362409047,7.941755400355347e-05,0.6935760348980401,3.314150997409962e-05,2.6874118511146267e-05,0.7841966895364699
2013-08-02,4.130983358011611e-05,0.5886664497913433,8.03199669829986e-05,0.7301850039906516,3.3908436710947205e-05,2.9376188971885274e-05,0.8208320821526752
2013-08-05,3.7225611971094185e-05,0.5819439311813414,7.688659242512512e-05,0.7095761986300574,3.113345891744419e-05,3.053525217638819e-05,0.8363451201720854
2013-08-06,4.1983018398946586e-05,0.6005187390354229,7.373797565063716e-05,0.7190621048469091,3.3412502091681746e-05,3.0551245868020055e-05,0.7958575482633738
2013-08-07,4.81253999850549e-05,0.6108314463739247,7.251791795934155e-05,0.7944967895181173,3.608537529307348e-05,4.202395638159897e-05,0.7498197480806312
2013-08-08,4.5117615842124565e-05,0.6184074706687108,7.37705579648077e-05,0.8019318813459426,3.567708249703558e-05,4.2922177523132316e-05,0.7907572647871449
2013-08-09,4.7210405389653165e-05,0.6245099554642308,7.574239666302423e-05,0.7948001941992183,3.734459486531622e-05,4.264268152293897e-05,0.791024659862396
2013-08-12,4.729046229109182e-05,0.6268199570381425,7.6914254693469e-05,0.8095043204651515,3.780358727850905e-05,4.4413906677194406e-05,0.7993913666103064
2013-08-13,5.1414947954433665e-05,0.6150079484519635,7.999107339118208e-05,0.847057913497361,3.9440843214351616e-05,4.992672781118553e-05,0.7671084924428191
2013-08-14,5.361675369996386e-05,0.6109808769850025,8.19260518841161e-05,0.8930460841851517,4.049383308396239e-05,5.2784954376395954e-05,0.755245894045795
2013-08-15,5.120699157562921e-05,0.609570834817462,8.489798148864646e-05,0.8700786282792654,4.019180336738014e-05,4.77282761690588e-05,0.7848889796234095
2013-08-16,4.9139520575593413e-05,0.5949222806548331,8.261451166745022e-05,0.8618591802911421,3.7905642446721294e-05,4.6919440326005125e-05,0.7713881210625454
2013-08-19,5.1240075352845624e-05,0.5912424828064815,8.447252614899762e-05,0.8900510624224961,3.889808785675027e-05,4.76780493209318e-05,0.7591340877017282
2013-08-20,5.687877447837599e-05,0.5911729674228688,9.076436333841895e-05,0.8822519135832744,4.247636703927886e-05,4.7739297773243574e-05,0.7467876625124439
2013-08-21,5.746511661394483e-05,0.6164500419545761,9.405250471547762e-05,0.8824532909847806,4.531951103882172e-05,4.671734358037841e-05,0.788643854032034
2013-08-22,5.43081375808944e-05,0.6183746290968631,9.620520850046305e-05,0.8581562868899285,4.4697518235237475e-05,4.446558661687795e-05,0.8230353723446789
2013-08-23,4.6628310947370826e-05,0.6371584080645145,9.9850973914426e-05,0.872688241417016,4.3475883176144643e-05,4.5133117727188644e-05,0.9323924090927438
2013-08-26,5.7057237442025364e-05,0.660544705403242,9.522378154254839e-05,0.8775639831480153,4.868893758908818e-05,4.5186514221260507e-05,0.8533349978354624
2013-08-27,6.26349019454684e-05,0.6793122953138384,9.532858669008423e-05,0.867510846805939,5.249153263270539e-05,3.9277283030632585e-05,0.8380556367503522
2013-08-28,6.352118414260544e-05,0.6959415702902353,0.00010085147859190516,0.8883264944122439,5.5702310058480094e-05,4.054809370176137e-05,0.8769091888058648
2013-08-29,6.345432123592429e-05,0.7124849920022878,0.00010620151296996992,0.8860557550972747,5.8488660325560405e-05,4.0458059402551615e-05,0.9217443223149221
2013-08-30,6.533098257867051e-05,0.7260971705536009,0.0001105355369451412,0.8837688925673985,6.170286106357603e-05,3.995698342528911e-05,0.944465529647812
2013-09-03,6.741624909395761e-05,0.7348695363523408,0.00011309092279375337,0.8831868868374908,6.416621335380546e-05,4.0228656942615035e-05,0.951791507480302
2013-09-04,5.29054408502055e-05,0.7362615389293187,0.00011305953006959896,0.8405199767734469,5.694241354177499e-05,3.7666135825718574e-05,1.0763054352575878
2013-09-05,5.526096611110341e-05,0.7304204912652802,0.00010931419285949655,0.7936977815521562,5.677020484314723e-05,3.912820594867697e-05,1.0273111173809277
2013-09-06,5.903493096893949e-05,0.7275228385826302,0.00010543919195157096,0.7994457733889281,5.739871841998548e-05,4.205372826807302e-05,0.9722839931867645
2013-09-09,5.950680039687122e-05,0.7158333432502125,9.949860487999263e-05,0.798327884865143,5.5081241340033675e-05,4.079982292790725e-05,0.9256293561858144
2013-09-10,6.058865375686932e-05,0.7095780446964379,9.688874379035691e-05,0.818188831308166,5.4366638753982176e-05,4.1287184333074256e-05,0.8973072577605883
2013-09-11,5.2548421709793746e-05,0.70668630947102,9.254226006240322e-05,0.8126565152672062,4.928066583108154e-05,4.1810127086029466e-05,0.9378143858105034
2013-09-12,5.463125330927889e-05,0.7034469905797149,9.033394491131296e-05,0.8088955458206905,4.9417121683012426e-05,4.159578976646254e-05,0.9045577154024239
2013-09-13,5.629719144726608e-05,0.6769020593401679,8.64700518561899e-05,0.797582253966703,4.7228272427916484e-05,4.1162371974276796e-05,0.838909920971022
2013-09-16,5.4138744378514925e-05,0.6710574543084934,8.557353100823337e-05,0.7951192742212194,4.567552215623648e-05,4.1078243742682723e-05,0.8436753138730515
2013-09-17,5.7555509167455784e-05,0.6646532418913251,8.596431026886148e-05,0.812567294269595,4.6751728158547646e-05,4.1966461295007486e-05,0.8122893678609479
2013-09-18,6.204530316157312e-05,0.6693057717850983,8.336792072100507e-05,0.8790628932673402,4.813694346703721e-05,4.3444674357060007e-05,0.7758354140309873
2013-09-19,6.178297806302708e-05,0.6743888336823785,7.876760978281823e-05,0.8659133038488063,4.7045557934578266e-05,4.3706561638063576e-05,0.7614647174596435
2013-09-20,6.675064824066973e-05,0.666209376942687,8.029869096250056e-05,0.90123391104059,4.8774487830040683e-05,4.23570198154313e-05,0.7306968413877282
2013-09-23,6.644616634370019e-05,0.6586807699557558,8.179304219399288e-05,0.9209432894097376,4.855882057677461e-05,4.265310405267824e-05,0.7307994313110362
2013-09-24,6.687102886618699e-05,0.6538081499503763,8.248361917632e-05,0.9126674941180644,4.8557149810211406e-05,4.200475515286523e-05,0.7261313401858558
2013-09-25,5.221698153901886e-05,0.6670743449937846,8.405263391369638e-05,0.8916924637382732,4.419323399397502e-05,4.067110612121119e-05,0.8463383499284014
2013-09-26,5.0374063840171386e-05,0.6766111635363234,8.332371162933699e-05,0.8957274298064224,4.383560014157421e-05,4.083614617061243e-05,0.8702017824223465
2013-09-27,5.122431082106018e-05,0.6770107167429779,8.306734566496399e-05,0.8990952144561537,4.416200392922037e-05,4.057316352210059e-05,0.8621297821553855
2013-09-30,5.1567877421329924e-05,0.6721626025707245,8.347452840342321e-05,0.9146308558517732,4.4100240790169584e-05,4.100961485901442e-05,0.8551882100915886
2013-10-01,5.3629225784131454e-05,0.6667463364276398,8.372366756603557e-05,0.9326673551658192,4.467715645809061e-05,4.0979393073383394e-05,0.8330747983930489
2013-10-02,4.9785428743887e-05,0.6709363587651845,8.24265970737372e-05,0.9230671886572236,4.297997301728284e-05,4.113245719691525e-05,0.863304265960755
2013-10-03,5.1677659876475144e-05,0.6749943417209703,8.230382118952547e-05,0.972254114404716,4.402116699173065e-05,4.283143852541614e-05,0.8518413391193453
2013-10-04,4.988490741732951e-05,0.6720096614533567,8.213453507128761e-05,0.9744463764942444,4.3015304717830945e-05,4.217367392307067e-05,0.8622909602291428
2013-10-07,5.300164613196136e-05,0.6747415129003471,8.233524430309825e-05,0.9687815317539732,4.457332160252734e-05,4.018369147497962e-05,0.8409799478972876
2013-10-08,5.7418241986777646e-05,0.6758986789312323,8.116792879387223e-05,1.079011334557349,4.614225078086959e-05,4.4483425229454324e-05,0.8036165717420483
2013-10-09,4.671951297786224e-05,0.6837887461354616,8.400572720047575e-05,1.103198300601803,4.283764131643898e-05,4.6078276964160734e-05,0.9169111274070288
2013-10-10,5.493659376391755e-05,0.7061744775070604,9.021350705472851e-05,1.1022421575940335,4.9713995038104975e-05,3.6127710088465595e-05,0.9049340636542562
2013-10-11,5.397060840252837e-05,0.7145246238484405,8.930663050098263e-05,1.0839535302217371,4.960639977072146e-05,3.546920756426403e-05,0.9191373089727398
2013-10-14,5.390763459317086e-05,0.7173776584183135,8.745405824451676e-05,1.0594865092298604,4.9256434182800855e-05,3.489184133312479e-05,0.9137190780958653
2013-10-15,5.553151341989191e-05,0.7174466307419403,8.814046444673366e-05,1.07225702189353,5.019344711115325e-05,3.9530164704953956e-05,0.903873206761433
2013-10-16,4.144281603770634e-05,0.7247085228802577,9.004210631362219e-05,1.070053324056577,4.427013238607892e-05,3.579112048457699e-05,1.0682221098537361
2013-10-17,4.1583055321708076e-05,0.7303014720500355,9.17969764586189e-05,1.039096528828857,4.512056845817779e-05,3.404174988050487e-05,1.0850710249427724
2013-10-18,4.3823960134694674e-05,0.7081283458518918,8.91493437807191e-05,1.0572904026626744,4.426157507572335e-05,3.430368807262939e-05,1.0099857461462554
2013-10-21,4.4710412594374516e-05,0.700927920541087,8.831635856980332e-05,1.054892738544081,4.4045168495225506e-05,3.423517974123384e-05,0.9851210476363909
2013-10-22,4.4371990394003997e-05,0.7012974445071118,8.865920828112217e-05,1.0505875146291244,4.398642194057656e-05,3.394344704734313e-05,0.9913105441066818
2013-10-23,3.6244305626284386e-05,0.7027856749155497,8.3286711445956e-05,1.1449450816901714,3.861274257964058e-05,3.6121409444308396e-05,1.0653464568414468
2013-10-24,4.040389782719303e-05,0.6904531400114827,8.316747960600842e-05,1.152113052590234,4.0024195508478115e-05,3.626103118764035e-05,0.99060233444954
2013-10-25,3.967999624918889e-05,0.6810271570326336,8.169916584408172e-05,1.1581805836716192,3.8775646979324865e-05,3.648288245511802e-05,0.9772089376172128
2013-10-28,4.081308187982178e-05,0.6895718422616788,7.941007166073235e-05,1.0876829185787518,3.925699101386679e-05,3.702052581031974e-05,0.9618727428980479
2013-10-29,4.2024721372673885e-05,0.6830789965522295,8.06746748601093e-05,1.0444197767961556,3.9773331046901616e-05,3.5077740597621013e-05,0.9464270017210343
2013-10-30,3.243679795796633e-05,0.6747560228159372,7.662081549213014e-05,0.9834965931890556,3.363869526192566e-05,3.2593532979351176e-05,1.037053512665363
2013-10-31,3.3498134377451295e-05,0.6801597458833282,7.782812931076637e-05,0.9835545504251062,3.472878035027201e-05,3.2911803134536954e-05,1.0367377466146026
2013-11-01,3.528785039280735e-05,0.6810480140468785,7.737567502489035e-05,0.9807457592098284,3.5587096667743366e-05,3.2781584032642096e-05,1.008480150295497
2013-11-04,3.477448195487655e-05,0.6751634302959845,7.672068035708936e-05,0.9908303551260786,3.487349451417533e-05,3.296268378399297e-05,1.0028472763282932
2013-11-05,3.766596277267884e-05,0.6699857951416244,7.642344788181394e-05,1.00013445035358,3.594623796485501e-05,3.2969149512295376e-05,0.9543427359549339
2013-11-06,3.8333959556374354e-05,0.6362076793736177,7.447027374361969e-05,0.983236878041522,3.399243081222354e-05,3.649113540845246e-05,0.8867445785827025
2013-11-07,4.0431492315281525e-05,0.6109512829017961,7.601858454178953e-05,1.0159218360481488,3.3870870326043486e-05,3.579769298569555e-05,0.8377348543536598
