Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_F,Predicted_Covariance,Future_Cov_45_F,Beta_Predicted
2013-03-28,6.422356192814954e-05,0.7200302077381329,0.00024675983921021633,1.6843341234257856,9.064318358508324e-05,0.00010058283647917329,1.411369610525352
2013-04-01,6.678777769649997e-05,0.7263011179234391,0.0002552801715489497,1.6587371748232331,9.483611412581242e-05,9.940459068274188e-05,1.4199621157747002
2013-04-02,6.451960799026473e-05,0.7350264503057259,0.0002615429799789145,1.732468280564332,9.548174809639111e-05,0.00011193076889328575,1.479887294274916
2013-04-03,6.836168011312682e-05,0.7311011102413514,0.0002733537537405761,1.674027254136838,9.994160699627857e-05,0.00010606583675461492,1.4619536388060155
2013-04-04,6.901245142532413e-05,0.7270895249785381,0.00024549609849429415,1.665134315862713,9.463982148227106e-05,0.00011018432748314064,1.37134414917397
2013-04-05,6.697476452894188e-05,0.7478600546206994,0.00025677805299195077,1.642619394083138,9.807422509459097e-05,0.00010749906200159122,1.4643459485730637
2013-04-08,7.273438811092278e-05,0.771233461711517,0.0002780948308657028,1.612795301877924,0.00010968625714220336,0.00010926795626497493,1.5080384944591483
2013-04-09,7.022991067372413e-05,0.7813067071178625,0.00028418838863510787,1.6142843763716164,0.0001103788272098993,0.00011217314366074523,1.5716783084446742
2013-04-10,6.636144982931065e-05,0.7967714190577305,0.0002912718292330065,1.54380008996563,0.00011077478648455628,0.00010991923244666068,1.6692641099536234
2013-04-11,6.716170407401359e-05,0.790418159491761,0.0002950894822012574,1.536706118707123,0.00011127423775649398,0.00011087619040907932,1.6568108163823163
2013-04-12,6.98842565011876e-05,0.7799326511297467,0.0002914213033280952,1.53233155432352,0.0001113031420920587,0.00011195839479793556,1.5926783465195375
2013-04-15,9.593981606210937e-05,0.7886555220713242,0.0003145619421161556,1.4225836275002963,0.00013700609183506127,8.586186239992605e-05,1.4280420523879938
2013-04-16,8.836558039441448e-05,0.7820837408791976,0.000306022687954323,1.4935704365803724,0.00012860908164841322,9.162255509717235e-05,1.4554205503361635
2013-04-17,8.959564094882932e-05,0.7783543792033221,0.0002990116362769689,1.4999314883535029,0.00012739865949418903,0.0001065973398721285,1.4219292160312813
2013-04-18,9.719405369416862e-05,0.7711279535239479,0.00029208487525553105,1.4738567393316484,0.00012992742428768512,0.00010338613672344314,1.3367836750231195
2013-04-19,7.72897485213767e-05,0.7666092142699524,0.00028674079178886696,1.5019967013710671,0.00011412471924393697,0.00010899692740679135,1.4765828771246745
2013-04-22,7.797978274745508e-05,0.7533648252320155,0.00028167552068308503,1.5104148097646544,0.0001116531300312102,0.00011199802912911909,1.431821506771947
2013-04-23,8.499754389235151e-05,0.7360370822886112,0.00027975300361567134,1.5071546404208576,0.00011349853669985153,0.00011146661674111036,1.3353154868050803
2013-04-24,7.773768893068322e-05,0.7189897072879363,0.0002712432936840372,1.5271548647452375,0.0001044042049691419,0.00011398022205844501,1.3430320145256256
2013-04-25,6.90805921567358e-05,0.7005709625523189,0.00025199816176172643,1.5364327426838058,9.243338227798333e-05,0.00011489211263968832,1.3380513888511953
2013-04-26,7.034557142953508e-05,0.7150779540557383,0.0002500252689472701,1.5554762624659524,9.483392408172705e-05,0.00011722443110626603,1.3481150576297738
2013-04-29,6.776168711759701e-05,0.7243738297634692,0.0002501422411072628,1.572349263132247,9.430796533280774e-05,0.00011712401281485948,1.3917594048262256
2013-04-30,5.8041023931509805e-05,0.7172147017650546,0.00024456669011168236,1.575353725670896,8.545064968849331e-05,0.00011718524795353621,1.4722457306977856
2013-05-01,6.311211636341748e-05,0.7223562033823697,0.0002553928974109671,1.5215734762821735,9.170904821222539e-05,0.00011389238142029347,1.4531131816930154
2013-05-02,6.214021471172626e-05,0.7023049363767863,0.0002466233745896387,1.5543113204454806,8.694191739130659e-05,0.00011461091553259154,1.3991248307499022
2013-05-03,7.476459886581012e-05,0.7215370791443136,0.00026509641027613797,1.4929402178794622,0.00010158008718142258,0.0001085059215056197,1.3586655813367199
2013-05-06,7.535412832838797e-05,0.7307578368460821,0.0002752232620314457,1.485933222865905,0.00010523727057395854,0.00010785350210222792,1.3965694104421453
2013-05-07,7.392273390092128e-05,0.736779103165331,0.0002795277219393229,1.4607071719427775,0.00010591043513945681,0.00011092600720676246,1.4327180496517984
2013-05-08,6.958015556766957e-05,0.7419579982875384,0.0002821873661144526,1.4704264580161936,0.00010396587224992711,0.00011114772335508667,1.494188557092489
2013-05-09,7.111722928104653e-05,0.7429385980241238,0.0002844788964034955,1.4626714344245395,0.0001056733227165315,0.00011050858086698657,1.48590325839219
2013-05-10,7.562958883543677e-05,0.7485729346740287,0.0002830440013176676,1.5108833797285366,0.00010952341275660646,0.00011457678270098751,1.448155602100649
2013-05-13,7.357910230951406e-05,0.7455490257249331,0.0002833478511709775,1.513991318785081,0.00010764984558958414,0.00011494325509109732,1.4630491839483153
2013-05-14,7.590263764609063e-05,0.7453626504780038,0.0002763278721748704,1.5110810408816195,0.00010794646065029413,0.00011229508113190655,1.422170085229626
2013-05-15,7.650099964197039e-05,0.7460597835525065,0.0002855321029512637,1.4793062941275483,0.00011026423200990864,0.00010918692950322293,1.4413436755853173
2013-05-16,7.639729836462006e-05,0.7452791651822197,0.00028173490716890267,1.4882848783189004,0.00010933980894812405,0.0001090239092463536,1.4311999414727972
2013-05-17,7.425705624970095e-05,0.7512287618273484,0.00029027219849116605,1.4545407950394555,0.00011029194423592464,0.00010396312344493507,1.4852722395168851
2013-05-20,7.217439206379002e-05,0.7519309614833887,0.0002890530045771435,1.4194849130893623,0.00010860711537903117,0.0001019509242756478,1.504787394440964
2013-05-21,7.13709588975209e-05,0.7488255493900109,0.0002844278762722394,1.4029054695233487,0.00010669092954704459,0.00010086856448403305,1.4948787461331212
2013-05-22,7.35750525384875e-05,0.7483030770462562,0.00028467259188015044,1.4264004523129132,0.00010829680627720117,0.00010061702797189185,1.4719229214352314
2013-05-23,7.454058968752127e-05,0.7481799185749389,0.0002812076791156005,1.4105606599413645,0.00010832184473238808,9.953962196943851e-05,1.4531927529213267
2013-05-24,7.630250921850573e-05,0.7366575714323532,0.00027934529405410926,1.4097958800309585,0.00010754884399829998,9.943885476044308e-05,1.4095059926576574
2013-05-28,7.438631671877e-05,0.7322159885093152,0.00029052541255634155,1.3680034690060112,0.00010764101853392832,9.55180741933973e-05,1.4470540185620875
2013-05-29,7.273626036607267e-05,0.7243015929548668,0.0002939413829337064,1.438972414472743,0.00010590715245088177,0.0001027918449947439,1.4560434083064495
2013-05-30,7.309916508279677e-05,0.7222686662714635,0.0002938093694055674,1.433336192766134,0.0001058492544423491,0.00010213107229333054,1.448022755423506
2013-05-31,7.696255068093324e-05,0.7245409186890595,0.0002946781328222252,1.4776328968573835,0.00010911302557135777,9.75939720783854e-05,1.4177418056700337
2013-06-03,7.835861755638394e-05,0.7278463176813146,0.00028907901999020874,1.473590379508568,0.00010954469706612643,9.802512158833281e-05,1.397991701261219
2013-06-04,7.696792659140356e-05,0.7232775025907346,0.0002789742309138716,1.4881730301891882,0.00010598438763675796,9.848822329757501e-05,1.3769941887533605
2013-06-05,8.390672708275947e-05,0.7302469480964641,0.00029777869838841135,1.4185041952384656,0.00011542900572371727,8.682626174488805e-05,1.3756823765735318
2013-06-06,8.864935953499249e-05,0.7232767573543878,0.0002844740179691756,1.4139179545735416,0.00011485862522030981,8.498508680596102e-05,1.2956509310704243
2013-06-07,8.584609796353898e-05,0.726181786752709,0.0002852154547232626,1.412235205321129,0.00011362977829396952,8.044523115109115e-05,1.3236452324511125
2013-06-10,7.344670994631798e-05,0.7172340520942613,0.00027636837963072343,1.4063701342453825,0.0001021859647769826,8.027436572331751e-05,1.391293971529427
2013-06-11,7.540176794643908e-05,0.7141350865958662,0.00027108465345539233,1.4193436409712592,0.00010209949681100289,7.815572256321419e-05,1.354072982526461
2013-06-12,7.564969572692771e-05,0.7150334764662749,0.00027113435133806966,1.4744504844567303,0.00010240525417751833,8.579788605107589e-05,1.3536770134168155
2013-06-13,7.668406692361186e-05,0.7132450427627373,0.0002659737562560679,1.538147188143998,0.00010186165403859511,8.246695324372506e-05,1.3283287927342675
2013-06-14,7.978958283363962e-05,0.7116036192900314,0.0002592693749148872,1.5310049186355366,0.00010234976640900744,8.212515359523293e-05,1.282745977283846
2013-06-17,6.406673037804978e-05,0.7082677371041091,0.0002591304578851367,1.5410720423060291,9.12584253480835e-05,8.145517973596198e-05,1.4244276992064198
2013-06-18,5.269216623890948e-05,0.6197276991068243,0.00023210588332909764,1.5505620484327154,6.853572460077289e-05,8.113161821746129e-05,1.3006814768257535
2013-06-19,5.313666894497608e-05,0.5782102982521771,0.0002454030661379761,1.5235793479789983,6.60272147395916e-05,7.574276128606283e-05,1.2425922823269915
2013-06-20,6.610900161714408e-05,0.5544850782815087,0.00026046122966916126,1.586892188490254,7.275983506082508e-05,5.522306664307353e-05,1.1006040521107527
2013-06-21,6.524441916700448e-05,0.5265877514805141,0.00025818594554014805,1.6072078811145505,6.834531295827084e-05,5.639765353494321e-05,1.0475273415083837
2013-06-24,5.5679700730278476e-05,0.5663037831319947,0.00026003714544711807,1.6633686465831754,6.814211420414375e-05,6.243528831445047e-05,1.223823284076817
2013-06-25,5.683904438603972e-05,0.5967133571176898,0.0002592367574008169,1.6457270166138769,7.243316019919429e-05,5.91597459252619e-05,1.2743557000579102
2013-06-26,5.616484134519195e-05,0.6160289422740151,0.00025511561709044844,1.6350469806346122,7.37397918601006e-05,5.5679249893736834e-05,1.3129173001111516
2013-06-27,5.600093181678947e-05,0.6357574721469373,0.000258150236443277,1.6217639002714606,7.644082462911968e-05,5.463606793780904e-05,1.3649920126186574
2013-06-28,5.651835513949762e-05,0.6247996925782019,0.0002609920647453336,1.6103685064117748,7.588382534355207e-05,5.409790409578195e-05,1.3426403715440218
2013-07-01,4.0959150997653995e-05,0.6303229678447816,0.00025716935864273147,1.6888412672720614,6.46916482106021e-05,5.792449367256251e-05,1.5794186801945047
2013-07-02,4.708768430286185e-05,0.6384548016098831,0.0002599376516844198,1.7269594985452812,7.063475117306685e-05,5.9153818284530393e-05,1.5000684832737439
2013-07-03,4.5307854285029834e-05,0.6428932735386464,0.0002577530193731294,1.731000972249179,6.94748327739534e-05,5.929154506688583e-05,1.5333949018395376
2013-07-05,5.048108536897671e-05,0.6414979776959938,0.00024538233390745446,1.755431385860147,7.13972163900871e-05,5.923558550287936e-05,1.4143360006669836
2013-07-08,5.858594159480322e-05,0.6452912604021926,0.0002459228397190173,1.7708344069903958,7.745543955905144e-05,6.0552002619430984e-05,1.3220823537283901
2013-07-09,6.185296409698371e-05,0.6398560603094224,0.00023869950333984266,1.8091584697095888,7.774783487952866e-05,6.0338413648859784e-05,1.2569783197070754
2013-07-10,6.043816195282401e-05,0.641385981236434,0.0002393010272940677,1.8163249993488275,7.713426914122784e-05,6.0997407364803984e-05,1.2762510746345372
2013-07-11,6.428746384905295e-05,0.6448040630624766,0.00024252340551981897,1.898755881222325,8.051332104175296e-05,5.6463768885290734e-05,1.2523953539495407
2013-07-12,6.999194674271863e-05,0.6457682514717885,0.00024402629541948393,1.8542468194260917,8.439545123533886e-05,5.639689636237565e-05,1.2057880250933104
2013-07-15,7.060701256657018e-05,0.6455578644807067,0.0002461292058750694,1.8619348101587168,8.510217697385622e-05,5.682530459989886e-05,1.2052935520196328
2013-07-16,3.5042919617133015e-05,0.6519523315487765,0.0002579320578322281,1.7098705043851512,6.198243670143797e-05,5.6133804061340756e-05,1.7687577798493084
2013-07-17,3.792838595062833e-05,0.6558513997319624,0.0002557881805352761,1.6938879075501272,6.459930817151647e-05,5.568985544445722e-05,1.7031915952238486
2013-07-18,3.7451029819475974e-05,0.6568083216473659,0.00025239035370068974,1.659538402158499,6.385676376224696e-05,5.93258129228432e-05,1.705073640699701
2013-07-19,4.0860668714576163e-05,0.651517532263104,0.00024546952965100324,1.6838042082895306,6.52495674776495e-05,6.097984565840021e-05,1.5968795795643238
2013-07-22,3.950888193740232e-05,0.6518670050167992,0.00024618762813960205,1.657688768672724,6.428941608644131e-05,6.01170191607034e-05,1.627214260031482
2013-07-23,3.3171208880188284e-05,0.6553509411880007,0.0002366204117915812,1.653380349378846,5.806048775557383e-05,6.010546889289964e-05,1.7503277605975591
2013-07-24,3.471216593235655e-05,0.6658604253353646,0.0002420790582375029,1.7223043449617117,6.103833395371327e-05,6.261839529684249e-05,1.7584132915433284
2013-07-25,3.488954269695917e-05,0.6697066569992977,0.00024525893397052585,1.776755291930304,6.195047955911766e-05,6.52619303097966e-05,1.7756174134239089
2013-07-26,3.343176772700175e-05,0.6654844039572024,0.0002412417993687847,1.7796013792097984,5.9764574511467295e-05,6.643419782353673e-05,1.7876582237438015
2013-07-29,3.360094972876798e-05,0.6552730482269268,0.00023785998358051536,1.8179228127233145,5.8581268868162645e-05,7.006271978246405e-05,1.743440865244573
2013-07-30,3.816574763863081e-05,0.6800129362181517,0.0002344571175187212,1.8161663751579595,6.43258853598918e-05,7.003870631275943e-05,1.6854349603984196
2013-07-31,3.750748633018741e-05,0.6907799168937879,0.0002242273881692301,1.814493525046184,6.334947378399864e-05,7.346431987629938e-05,1.6889821201644388
2013-08-01,4.226173154810077e-05,0.6953532698814289,0.00022194588162083913,1.8085977340530224,6.73445864175951e-05,7.007806988469076e-05,1.5935122379201605
2013-08-02,4.130983358011611e-05,0.6936040554670497,0.00022141823260127301,1.796023807824637,6.633535175189002e-05,7.225611932361335e-05,1.6058005080857936
2013-08-05,3.7225611971094185e-05,0.6879877088145777,0.00022388390392331667,1.7753228629561506,6.280772142407136e-05,7.639761792959515e-05,1.6872179689844122
2013-08-06,4.1983018398946586e-05,0.7187902536981707,0.0002258556888385653,1.7804066993713483,6.99929867837922e-05,7.56452640890384e-05,1.6671737634173636
2013-08-07,4.81253999850549e-05,0.7464742520233272,0.00022948188220509638,1.5837806811325388,7.84469765540422e-05,8.377218277030589e-05,1.630053497288407
2013-08-08,4.5117615842124565e-05,0.7527156384223125,0.00021937955018351375,1.5744607000970503,7.488624956636161e-05,8.427060108813405e-05,1.6598006824740776
2013-08-09,4.7210405389653165e-05,0.7656234066280106,0.00022238137065457223,1.57981109438221,7.844825153189e-05,8.476014708579764e-05,1.6616729063098248
2013-08-12,4.729046229109182e-05,0.7708933600072955,0.0002231204724236651,1.584403275128352,7.918643569033358e-05,8.692917063142611e-05,1.6744694776487745
2013-08-13,5.1414947954433665e-05,0.7848943522294938,0.00022238919010229906,1.573584721342444,8.392913380318154e-05,9.274919083858977e-05,1.6323878004809704
2013-08-14,5.361675369996386e-05,0.7907879815262979,0.00022050695326952536,1.5686570647954865,8.59847558265244e-05,9.271805012503031e-05,1.603691941285553
2013-08-15,5.120699157562921e-05,0.8000966867769553,0.00022872718163819165,1.5201999496879044,8.658965158427202e-05,8.339076569940235e-05,1.6909732229901662
2013-08-16,4.9139520575593413e-05,0.796164066976529,0.00022634106257849178,1.5158228153816045,8.396527322361946e-05,8.252108901023593e-05,1.7087116894934313
2013-08-19,5.1240075352845624e-05,0.797382790882488,0.00022293962874625183,1.506172176381337,8.522467919894319e-05,8.068228256014e-05,1.6632426594238063
2013-08-20,5.687877447837599e-05,0.8002808167227411,0.00022110710063271772,1.4920958146442456,8.974677817439712e-05,8.073839830191395e-05,1.577860616679018
2013-08-21,5.746511661394483e-05,0.7937313359717164,0.00022161275606607695,1.5179098131109434,8.957216055583118e-05,8.03586036650125e-05,1.5587223316291863
2013-08-22,5.43081375808944e-05,0.7893395683739175,0.0002175705902946408,1.5083221130679925,8.580180490491392e-05,7.815409452728247e-05,1.5799069665592618
2013-08-23,4.6628310947370826e-05,0.7770612145637341,0.00020980632882288962,1.509865620762324,7.685805092978762e-05,7.808623925475527e-05,1.6483129962939678
2013-08-26,5.7057237442025364e-05,0.7814597202130569,0.00021879728168123372,1.508987605911876,8.731380787059622e-05,7.769905240372904e-05,1.5302845315515654
2013-08-27,6.26349019454684e-05,0.7837907915312508,0.00022389723047515144,1.4638719489322791,9.281810949289612e-05,6.627803337619687e-05,1.4818911918103748
2013-08-28,6.352118414260544e-05,0.7784631402604287,0.0002188857920752607,1.4787563999714808,9.179227480687697e-05,6.749855311677448e-05,1.4450655485389372
2013-08-29,6.345432123592429e-05,0.7739225631326833,0.00022452604823221546,1.4722548518942369,9.237649417966665e-05,6.72244087473848e-05,1.4557951669864881
2013-08-30,6.533098257867051e-05,0.7745597183822182,0.00022350000469790505,1.4443119352234175,9.359513406524929e-05,6.530027085363634e-05,1.432630130008278
2013-09-03,6.741624909395761e-05,0.7732686660012515,0.0002235480037293911,1.411705281200303,9.492882450143332e-05,6.430236715225894e-05,1.4081000615909616
2013-09-04,5.29054408502055e-05,0.7785308868907257,0.00022609099458433608,1.299574150680796,8.514666613930065e-05,5.823768360990386e-05,1.6094122791714705
2013-09-05,5.526096611110341e-05,0.7809227484367449,0.00021833098339263995,1.318143454660513,8.577781832583279e-05,6.49826543082859e-05,1.5522316087158983
2013-09-06,5.903493096893949e-05,0.7786085411939968,0.00021600982864014586,1.3261605211336285,8.792460979285283e-05,6.976082187436598e-05,1.4893658440815878
2013-09-09,5.950680039687122e-05,0.7778847027041057,0.00021373968840492557,1.2962971490793442,8.772858342409004e-05,6.624933833210958e-05,1.4742614766547368
2013-09-10,6.058865375686932e-05,0.776418980373539,0.00021258392247887133,1.285446761225552,8.811645222664943e-05,6.486580523987044e-05,1.4543391668718024
2013-09-11,5.2548421709793746e-05,0.7759731231196216,0.00020025630203659954,1.3315444709781896,7.960119975196384e-05,6.85062415748832e-05,1.5148161859469913
2013-09-12,5.463125330927889e-05,0.7783764093722788,0.0001907768221813117,1.3180727440856777,7.946448117308759e-05,6.777917994871208e-05,1.454560830285599
2013-09-13,5.629719144726608e-05,0.7682874602289093,0.0001828369717006771,1.3130389456823484,7.794694873758574e-05,6.776454369450581e-05,1.3845619423235194
2013-09-16,5.4138744378514925e-05,0.7632516237902561,0.0001795158146713247,1.3210339669813222,7.524422677061726e-05,6.824857231787335e-05,1.3898406332541042
2013-09-17,5.7555509167455784e-05,0.7602727680173328,0.00017864331546711343,1.3213298986037534,7.709145991512814e-05,6.824239720051151e-05,1.3394279892622125
2013-09-18,6.204530316157312e-05,0.7802108521051191,0.00016527918903352923,1.3181080434369956,7.900881147747071e-05,6.514297799751e-05,1.2734051967112265
2013-09-19,6.178297806302708e-05,0.7920378857119467,0.00016117199415725412,1.3290072286249126,7.903603859871119e-05,6.70810069520182e-05,1.2792526530217374
2013-09-20,6.675064824066973e-05,0.8032748486226223,0.0001734545232763138,1.3268028964787255,8.643402305586321e-05,6.235830219973815e-05,1.2948791559929875
2013-09-23,6.644616634370019e-05,0.7922615469620977,0.00018236271798843378,1.3197266377912795,8.721106105506935e-05,6.1122588383136e-05,1.3125070392166862
2013-09-24,6.687102886618699e-05,0.7924158572751817,0.0001883371972712519,1.3373096722814084,8.892834541211583e-05,6.154855487870848e-05,1.3298486193485504
2013-09-25,5.221698153901886e-05,0.796306393170262,0.00018255877536517884,1.3460259478069518,7.774768045518941e-05,6.139377239508535e-05,1.4889347902481278
2013-09-26,5.0374063840171386e-05,0.8007828722185181,0.0001780549372378691,1.3375573289572882,7.583946836829786e-05,6.0979138049482314e-05,1.5055261098037278
2013-09-27,5.122431082106018e-05,0.7936966974417369,0.00017527128154586305,1.3146106937760935,7.520522524085058e-05,5.9323989037960486e-05,1.4681549450916376
2013-09-30,5.1567877421329924e-05,0.7822855028013805,0.00018218673765824287,1.3742211500991943,7.582515199537355e-05,6.161642124373404e-05,1.4703950557408465
2013-10-01,5.3629225784131454e-05,0.7782563809329746,0.0001922025072563463,1.3341869778016426,7.901380534889681e-05,5.86212997526889e-05,1.4733348131286372
2013-10-02,4.9785428743887e-05,0.7732034953833514,0.0001832672912592618,1.2947803378352067,7.385627755185026e-05,5.7696230003459805e-05,1.4834918452102082
2013-10-03,5.1677659876475144e-05,0.768315546890938,0.00017786626324676688,1.2184295817501098,7.366103748906429e-05,5.36763907244878e-05,1.4253942160913613
2013-10-04,4.988490741732951e-05,0.7606783405679278,0.0001703294592689194,1.2094047706042956,7.011816136449313e-05,5.23425851507315e-05,1.405598706997596
2013-10-07,5.300164613196136e-05,0.7576337798024709,0.00016474623005009127,1.1751429127195012,7.079649409377901e-05,4.8743270485591354e-05,1.3357414205119735
2013-10-08,5.7418241986777646e-05,0.754215231993491,0.00017120161058196848,1.0968998398098295,7.477805549784844e-05,4.5220898470355824e-05,1.3023396904953732
2013-10-09,4.671951297786224e-05,0.7270616394559491,0.00016903097418370877,1.0892070186644958,6.461056399546663e-05,4.5493890490904607e-05,1.3829460085785132
2013-10-10,5.493659376391755e-05,0.7185310328893281,0.00017091970627559702,1.1141773642954045,6.96261630596772e-05,3.6518905148990555e-05,1.267391337709907
2013-10-11,5.397060840252837e-05,0.7190150889988146,0.00017093815992429517,1.1337894161868145,6.906152652130615e-05,3.709994110971671e-05,1.2796136372268654
2013-10-14,5.390763459317086e-05,0.7189026046525382,0.00017241612351352612,1.1437189765401572,6.930812233499998e-05,3.766585106225763e-05,1.2856828695611158
2013-10-15,5.553151341989191e-05,0.7197166785182186,0.00017474719541002936,0.3474666610203126,7.089839912392428e-05,1.2809815239407288e-05,1.2767236971886275
2013-10-16,4.144281603770634e-05,0.5783899284391267,0.00017981356131297017,0.2395661519869464,4.9929425874502936e-05,8.013003480317925e-06,1.2047787927604903
2013-10-17,4.1583055321708076e-05,0.4920055040127126,0.00018500378147672195,0.1910671587277282,4.315374211831869e-05,6.259534362143112e-06,1.0377722797052542
2013-10-18,4.3823960134694674e-05,0.434819029661134,0.00018017618086995664,0.1208575337040213,3.863785790652885e-05,3.921211359687863e-06,0.8816605753513344
2013-10-21,4.4710412594374516e-05,0.4053252720704464,0.00018358306186220337,0.1265315276521567,3.6721830879130434e-05,4.1064171112627785e-06,0.8213261463785013
2013-10-22,4.4371990394003997e-05,0.3828480150438952,0.0002049039498596537,0.1323310850380944,3.6505308253227045e-05,4.275486920567002e-06,0.8227106318440026
2013-10-23,3.6244305626284386e-05,0.2773569772029338,0.00022448649689787992,0.1281821476524783,2.5018087023750947e-05,4.043966748143717e-06,0.6902625554952782
2013-10-24,4.040389782719303e-05,0.2069237908803575,0.00022602533415527813,0.100083422733073,1.9774277216132666e-05,3.14997569459906e-06,0.4894150881359765
2013-10-25,3.967999624918889e-05,0.16542584003894772,0.00022620051928857,0.1488034438766436,1.5672416284622592e-05,4.687333416226022e-06,0.3949702057984181
2013-10-28,4.081308187982178e-05,0.14037993084067174,0.00022523675666397458,0.1121528791225854,1.3459358215806824e-05,3.817250859914605e-06,0.3297804918393386
2013-10-29,4.2024721372673885e-05,0.1420832427811459,0.00022489555888889086,0.0931008083393814,1.3812927155827094e-05,3.126871088534439e-06,0.32868575221081175
2013-10-30,3.243679795796633e-05,0.1223800320587258,0.00022609270388284673,0.0264912346271649,1.0480278516799804e-05,8.779317950500537e-07,0.3230984306891456
2013-10-31,3.3498134377451295e-05,0.1177038848560434,0.00023965220803229083,-0.0390530265709417,1.0546098533311319e-05,-1.306796376220596e-06,0.3148264441977475
2013-11-01,3.528785039280735e-05,0.10951471195280908,0.00023944379651181814,-0.0343606904446819,1.0066693871586034e-05,-1.148511579738708e-06,0.2852736496989317
2013-11-04,3.477448195487655e-05,0.12617540499815538,0.00024151103760468285,-0.0524218609043696,1.1563080090635871e-05,-1.7439566878625754e-06,0.33251624296345095
2013-11-05,3.766596277267884e-05,0.13478526936712212,0.00024926759003322,-0.014067826785598,1.306020141671313e-05,-4.6374193434059345e-07,0.3467374907030493
2013-11-06,3.8333959556374354e-05,0.0920283179168398,0.00022638151767991985,-0.0198889822188272,8.573019426556047e-06,-7.381451606344819e-07,0.2236403315955
2013-11-07,4.0431492315281525e-05,0.08352261009740637,0.0002220432879894963,-0.0836260191032024,7.913758047397215e-06,-2.9467016568100263e-06,0.19573252418402878
2013-11-08,4.3778322206368926e-05,0.07141709802032502,0.0002212193707576724,-0.1940555433160932,7.0281873830571616e-06,-6.243668691152879e-06,0.160540354879902
2013-11-11,4.088414418239951e-05,0.0724162222744772,0.00021556368355705162,-0.1952492518885,6.798312421229765e-06,-6.301047223661158e-06,0.16628237076212093
2013-11-12,3.99781619662566e-05,0.06729038824372126,0.00021420291389561606,-0.1685370998850246,6.226975153595287e-06,-5.5073773580109956e-06,0.1557594158243478
2013-11-13,4.4902541372157916e-05,0.03206156971894276,0.00022326704796927222,-0.3037549622581497,3.2102034513235616e-06,-9.598857714203476e-06,0.07149268957222245
