Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AMZN,Predicted_Covariance,Future_Cov_45_AMZN,Beta_Predicted
2013-05-10,7.562958883543677e-05,0.666583141177103,0.0002454190641825357,0.9786003704070244,9.081432161240992e-05,7.421147356282186e-05,1.2007776719507728
2013-05-13,7.357910230951406e-05,0.6593232118759228,0.00023190332075639062,0.9789658873567478,8.61249716393858e-05,7.4323758874804e-05,1.1705085946427687
2013-05-14,7.590263764609063e-05,0.6553608696037408,0.00022204010410911283,0.9394680158528876,8.50794457576089e-05,6.981600205868505e-05,1.1209023611841626
2013-05-15,7.650099964197039e-05,0.6472705962418245,0.00021679409549139368,0.9605604570560416,8.335720777530593e-05,7.089853353866583e-05,1.0896224646138357
2013-05-16,7.639729836462006e-05,0.639953967571552,0.0002114262138529212,0.9442394138032626,8.133306760772938e-05,6.917000478671697e-05,1.0646065940650475
2013-05-17,7.425705624970095e-05,0.636228009944931,0.00021231284346964405,0.9211568410205184,7.988583568832289e-05,6.583957129408985e-05,1.075801273614918
2013-05-20,7.217439206379002e-05,0.6166959492089011,0.00021022915637035052,0.9274339866170868,7.596422942304235e-05,6.661060731845063e-05,1.052509446229942
2013-05-21,7.13709588975209e-05,0.6007669602696858,0.0002094883238553451,0.9342057972482392,7.345928840518242e-05,6.716917122941116e-05,1.0292602136768272
2013-05-22,7.35750525384875e-05,0.590089572412219,0.00020788032454472667,0.8944170163941603,7.297765831440416e-05,6.30913863011906e-05,0.9918804784574113
2013-05-23,7.454058968752127e-05,0.5737432031618702,0.0002070667998976151,0.911102828866173,7.128024793742079e-05,6.429417304491853e-05,0.9562608538010227
2013-05-24,7.630250921850573e-05,0.5718830235139033,0.00020346067746792362,0.9122406770599302,7.125524829163212e-05,6.434418590493993e-05,0.9338519666185566
2013-05-28,7.438631671877e-05,0.56384645043255,0.00019677590232673105,0.8878310076787853,6.821711279807561e-05,6.19910036662984e-05,0.9170653395298748
2013-05-29,7.273626036607267e-05,0.5569140495029649,0.00019311885481456903,0.8865222813258968,6.600487260766818e-05,6.3328011023636e-05,0.9074548550540509
2013-05-30,7.309916508279677e-05,0.5555781471917659,0.00019455592857355156,0.8845992276290328,6.625575360006275e-05,6.303131681427212e-05,0.9063818105858974
2013-05-31,7.696255068093324e-05,0.5534851237814328,0.00020050439771447488,0.9971872629452432,6.87555293805705e-05,6.586173474059589e-05,0.893363444587655
2013-06-03,7.835861755638394e-05,0.5625404276936905,0.00020140778004371603,1.015554454400194,7.067002468473319e-05,6.755598452356265e-05,0.9018794216715433
2013-06-04,7.696792659140356e-05,0.571649357197279,0.00020467017750767629,1.0285091489214218,7.174834641025289e-05,6.806737971168173e-05,0.9321849968902028
2013-06-05,8.390672708275947e-05,0.5666186652156562,0.00020803735842492052,1.123294740228148,7.486174265587504e-05,6.875657009622651e-05,0.8922019158492129
2013-06-06,8.864935953499249e-05,0.5657323364659724,0.00021296431109449506,1.1391862221602271,7.773242547341779e-05,6.847203521624557e-05,0.8768526459882041
2013-06-07,8.584609796353898e-05,0.5687276766155508,0.00020767623448448734,1.0563409025593358,7.593780567473633e-05,6.017240454037161e-05,0.8845807494592131
2013-06-10,7.344670994631798e-05,0.5913475829781164,0.00020441319599413376,1.0477625184267407,7.245751967518156e-05,5.980535959013541e-05,0.9865318640976647
2013-06-11,7.540176794643908e-05,0.6069150459896826,0.00019925883895447033,1.001777464385102,7.439221097466508e-05,5.5162569032954374e-05,0.9866109641820185
2013-06-12,7.564969572692771e-05,0.6183271934333535,0.00019903491949528547,1.0080933441455686,7.587288155031149e-05,5.8660686663694726e-05,1.0029502540788717
2013-06-13,7.668406692361186e-05,0.615003252823984,0.0001997639975866158,1.017044397457879,7.61182143656238e-05,5.452830094443412e-05,0.9926209892003807
2013-06-14,7.978958283363962e-05,0.6166604154847831,0.00020147243714859384,0.9910348486020072,7.818563872463687e-05,5.31604361089861e-05,0.9798978256052929
2013-06-17,6.406673037804978e-05,0.6124840922197591,0.00019625487049028693,0.9697252042160972,6.867858132038438e-05,5.125596898488698e-05,1.071985114818887
2013-06-18,5.269216623890948e-05,0.6081866691337623,0.00019794068799578308,0.9610244784671568,6.211227849459124e-05,5.028465075837644e-05,1.1787763329556504
2013-06-19,5.313666894497608e-05,0.6002959900908649,0.00019921148907568615,0.9971393382073424,6.176177886226247e-05,4.9571482419320756e-05,1.1623193566427326
2013-06-20,6.610900161714408e-05,0.5897114289038793,0.0001953162808850694,1.1177170410995734,6.700991498856859e-05,3.889600257435479e-05,1.0136276959171453
2013-06-21,6.524441916700448e-05,0.5844530640958346,0.0002025016341567553,1.149221126761947,6.7179317995734e-05,4.032669059413208e-05,1.02965615838769
2013-06-24,5.5679700730278476e-05,0.5828505654637867,0.0002012006120044982,1.1859711534457464,6.169078790518358e-05,4.4515959255399895e-05,1.1079583240582378
2013-06-25,5.683904438603972e-05,0.5798508189326465,0.00019976891938442681,1.2151233335350882,6.178792616297003e-05,4.368062683184287e-05,1.08706834941345
2013-06-26,5.616484134519195e-05,0.5787872176813507,0.00019828098673640188,1.1693490571088818,6.10789742900018e-05,3.982055508796459e-05,1.0874948246467455
2013-06-27,5.600093181678947e-05,0.5787555230108564,0.00019564426827476506,1.210600778355008,6.057959139368489e-05,4.0784275911368617e-05,1.0817604176993838
2013-06-28,5.651835513949762e-05,0.5750542409291262,0.00020135253672311576,1.2877471865452912,6.134541663395833e-05,4.325992685523037e-05,1.0854069705770213
2013-07-01,4.0959150997653995e-05,0.5820557179145833,0.00025045608733599036,1.289293531595432,5.8952988925843756e-05,4.422065972701293e-05,1.4393117896711383
2013-07-02,4.708768430286185e-05,0.5823249030835943,0.0002470225936054562,1.296363791680894,6.280400915608621e-05,4.440455507400861e-05,1.3337672065616777
2013-07-03,4.5307854285029834e-05,0.5712112374832422,0.00023973408077081042,1.295851746783595,5.953171299461153e-05,4.4386487053550796e-05,1.3139380342335347
2013-07-05,5.048108536897671e-05,0.5533934206375339,0.00023693469003612108,1.349687146475837,6.0521914685169145e-05,4.554408050989237e-05,1.1989028017682648
2013-07-08,5.858594159480322e-05,0.5441332294874722,0.00022478251077907879,1.2860723938524778,6.2442921574099e-05,4.3976025456656484e-05,1.0658345649878214
2013-07-09,6.185296409698371e-05,0.5607320526503836,0.00021794947134331602,1.3017951297896275,6.510488112649205e-05,4.341701091553698e-05,1.0525749586456263
2013-07-10,6.043816195282401e-05,0.5813490639104018,0.0002160317211451986,1.2998892996641511,6.642802866590129e-05,4.365401410495922e-05,1.0991073606400004
2013-07-11,6.428746384905295e-05,0.6016447190053161,0.00021887101641592403,1.216298784743109,7.136699044981873e-05,3.616937498725947e-05,1.1101229723012331
2013-07-12,6.999194674271863e-05,0.6104531714522585,0.00022183369900863058,1.163467663131729,7.606592508666464e-05,3.538685601678641e-05,1.0867811030642307
2013-07-15,7.060701256657018e-05,0.6193276517360133,0.0002297896452321458,1.2500135613128045,7.888775852550644e-05,3.814977892246893e-05,1.1172793701068848
2013-07-16,3.5042919617133015e-05,0.6182691170286294,0.00022348397789430014,1.357651910114688,5.471430555465804e-05,4.45707239878303e-05,1.5613512273648393
2013-07-17,3.792838595062833e-05,0.619484164921737,0.00021770029891280627,1.3488366644632577,5.6291380955771615e-05,4.4345625544244906e-05,1.4841491285457424
2013-07-18,3.7451029819475974e-05,0.6216987331813287,0.00021421938703618945,1.1877928020777533,5.568538808721689e-05,4.246167095350782e-05,1.4868853635169825
2013-07-19,4.0860668714576163e-05,0.6303022816375071,0.0002103817169360796,1.2180706293418364,5.843938161424979e-05,4.4113061728090964e-05,1.4302110918072861
2013-07-22,3.950888193740232e-05,0.6352023561141199,0.000208714670376597,1.212129721907121,5.768142200075888e-05,4.3958568758050654e-05,1.4599608789777712
2013-07-23,3.3171208880188284e-05,0.6317467000584822,0.00020494087972928223,1.2075108047171887,5.208802966288834e-05,4.389673745550178e-05,1.57027830523229
2013-07-24,3.471216593235655e-05,0.6362211024757114,0.00020581528488352715,1.2264705431502572,5.3775906340631865e-05,4.45911998745048e-05,1.5491947821816923
2013-07-25,3.488954269695917e-05,0.6377154043768251,0.00020343116855478055,1.2167093552320245,5.37258497498706e-05,4.4690904543282786e-05,1.5398840339215203
2013-07-26,3.343176772700175e-05,0.6394672569217134,0.00020744169314453837,1.2139546475949263,5.3253236392068545e-05,4.5318071872327644e-05,1.592893227391552
2013-07-29,3.360094972876798e-05,0.6460954818767675,0.00020418834113305096,1.2601928985129498,5.351653059060652e-05,4.856781668749645e-05,1.5927088675350003
2013-07-30,3.816574763863081e-05,0.645442426176343,0.0001954446298273401,1.2601717757383035,5.574504458578242e-05,4.859731030803117e-05,1.4606040241527485
2013-07-31,3.750748633018741e-05,0.6468282425735895,0.00019807692755676929,1.302139508342275,5.5752571020445837e-05,5.272038287487921e-05,1.486438481364562
2013-08-01,4.226173154810077e-05,0.6460174361531109,0.00019811591791881952,1.325920619029439,5.911226069214949e-05,5.137569070910566e-05,1.3987183801229264
2013-08-02,4.130983358011611e-05,0.6369281951568637,0.00019670558434405682,1.4211033821711825,5.741502282498627e-05,5.7172636078651204e-05,1.3898633291183764
2013-08-05,3.7225611971094185e-05,0.6332957651497327,0.0002011331076834275,1.4556387132189057,5.479857800226862e-05,6.264062305312188e-05,1.472066545066335
2013-08-06,4.1983018398946586e-05,0.6415102849916599,0.00020146454001174053,1.4602461533050262,5.8998335811114735e-05,6.204240072830784e-05,1.4052904736500578
2013-08-07,4.81253999850549e-05,0.642763745777289,0.00019886802971259766,1.3679763768626738,6.288123091342484e-05,7.235747249174239e-05,1.3066121202722947
2013-08-08,4.5117615842124565e-05,0.6462388621829641,0.00019921520155273707,1.4073246896495293,6.126710786424332e-05,7.532490173659284e-05,1.3579420525816126
2013-08-09,4.7210405389653165e-05,0.6370774595304779,0.00019918653250732137,1.4064840805809622,6.177903070680974e-05,7.546079272882563e-05,1.3085892865548132
2013-08-12,4.729046229109182e-05,0.6224489213962193,0.00021190809283414005,1.4193404222966384,6.231093526393911e-05,7.787290501776428e-05,1.317621614277954
2013-08-13,5.1414947954433665e-05,0.6368190322994886,0.00021215698389541611,1.396784089855979,6.651037570121084e-05,8.23283248453486e-05,1.2935999810824557
2013-08-14,5.361675369996386e-05,0.6381586133808809,0.00021766839007968371,1.369687681046851,6.89408407937463e-05,8.095763817153706e-05,1.2858078126015444
2013-08-15,5.120699157562921e-05,0.6359390926906633,0.00021212287175666756,1.4913639952006583,6.62786879831057e-05,8.180896567049286e-05,1.2943288786105824
2013-08-16,4.9139520575593413e-05,0.6338725306155903,0.00021208651782636003,1.491057973957491,6.47103755081856e-05,8.117289602702822e-05,1.3168703062261033
2013-08-19,5.1240075352845624e-05,0.6337250188193576,0.00021144650622528766,1.542801866071023,6.596384911896468e-05,8.264445329996467e-05,1.2873487922242364
2013-08-20,5.687877447837599e-05,0.6469921702027563,0.00021938950966696934,1.5768344287463063,7.227399625840081e-05,8.532366682808802e-05,1.2706672554254441
2013-08-21,5.746511661394483e-05,0.6515928231465956,0.00022613239662043255,1.585060515808843,7.427793666467031e-05,8.391358213429866e-05,1.2925743658309323
2013-08-22,5.43081375808944e-05,0.6521186055675046,0.00022884696777834279,1.6936325395572518,7.269953402182808e-05,8.7756001482869e-05,1.3386489992137711
2013-08-23,4.6628310947370826e-05,0.6464669265133277,0.00023896784835809428,1.6976771962121306,6.824029407661553e-05,8.77993550537504e-05,1.463494874468819
2013-08-26,5.7057237442025364e-05,0.6377650221563115,0.00023994021877521424,1.6778167291627295,7.462212160072454e-05,8.639220723372953e-05,1.307846733318389
2013-08-27,6.26349019454684e-05,0.6216065138038839,0.00026555087270041744,1.7260261190757282,8.016736778806073e-05,7.814728386026401e-05,1.2799152756374803
2013-08-28,6.352118414260544e-05,0.608861999578407,0.0002950383671009806,1.7096845421543123,8.33522658593709e-05,7.803938017360861e-05,1.3121963481071854
2013-08-29,6.345432123592429e-05,0.5976446016970787,0.0003233082598398131,1.7011486994680474,8.560162370061223e-05,7.767589651070642e-05,1.349027489906383
2013-08-30,6.533098257867051e-05,0.5949105705257528,0.0003381026995601791,1.673747207167656,8.841696431161414e-05,7.567350466549913e-05,1.3533695778284653
2013-09-03,6.741624909395761e-05,0.5875172763308326,0.0003342742007768427,1.6406077365398402,8.819711194481843e-05,7.472874291305637e-05,1.3082470936924815
2013-09-04,5.29054408502055e-05,0.5802283738613888,0.0003529167212566246,1.6044146633066731,7.928394456815856e-05,7.189847035030387e-05,1.4985971819541242
2013-09-05,5.526096611110341e-05,0.5751882731037211,0.0003576071816560428,1.7170922368728738,8.085788470447822e-05,8.465027903422621e-05,1.463200707383791
2013-09-06,5.903493096893949e-05,0.568843998497744,0.0003624667099221244,1.692848008167621,8.321119773384132e-05,8.904990495208474e-05,1.4095247740294958
2013-09-09,5.950680039687122e-05,0.568703503621897,0.00037750983334911497,1.704806033726192,8.5238017043866e-05,8.712683800867899e-05,1.4324080016970244
2013-09-10,6.058865375686932e-05,0.5629214052228164,0.00038821482025271667,1.7552274447380167,8.633352428167244e-05,8.85717285354568e-05,1.424912404030503
2013-09-11,5.2548421709793746e-05,0.5606631474652771,0.0003960705112627563,1.773751912364633,8.088502117102192e-05,9.125724273639611e-05,1.5392473939126305
2013-09-12,5.463125330927889e-05,0.5579097050686892,0.0004057458775772057,1.8070470903580969,8.306375426045887e-05,9.292368001899648e-05,1.5204438710241128
2013-09-13,5.629719144726608e-05,0.5529086470412552,0.0004296552396951756,1.803842257282969,8.59917530900339e-05,9.309438068352577e-05,1.5274608000753092
2013-09-16,5.4138744378514925e-05,0.5525300322291979,0.0004558817248166136,1.8507909156558464,8.680326672513452e-05,9.561740334432077e-05,1.6033483547058875
2013-09-17,5.7555509167455784e-05,0.5531079224460187,0.0004312545346093204,1.8289769168874717,8.714052389418305e-05,9.446071671025707e-05,1.514025766684657
2013-09-18,6.204530316157312e-05,0.5698008904740801,0.00041574011342340733,1.8229224106685933,9.15142119332029e-05,9.00917000549571e-05,1.4749579302544358
2013-09-19,6.178297806302708e-05,0.5780527817852006,0.0004160316152046629,1.8261733206861863,9.267553079832083e-05,9.217522868351087e-05,1.5000172167773966
2013-09-20,6.675064824066973e-05,0.5724008124112605,0.0004194105379941777,2.03395882292929,9.5774006246238e-05,9.559386648812778e-05,1.4348026389335493
2013-09-23,6.644616634370019e-05,0.5822417998886769,0.0004157554170936184,1.9987369423432015,9.677369056036077e-05,9.257066722353515e-05,1.4564224828229833
2013-09-24,6.687102886618699e-05,0.5903922535445688,0.00041656806040973486,2.014564077332407,9.853774904897177e-05,9.271862025707139e-05,1.4735491694938898
2013-09-25,5.221698153901886e-05,0.6048281532147425,0.0004239025153940545,2.0171699504166494,8.99851565923019e-05,9.200541268900333e-05,1.7232929583465288
2013-09-26,5.0374063840171386e-05,0.6157171179568359,0.00042339966540265076,1.9894104398792467,8.99207617327323e-05,9.0697072360292e-05,1.7850607014362805
2013-09-27,5.122431082106018e-05,0.614318991489185,0.0004314102260524466,1.9915187804628889,9.132237999030644e-05,8.987058971938927e-05,1.7827937267778815
2013-09-30,5.1567877421329924e-05,0.6075154781481525,0.0004533504487888259,2.0228861376008918,9.28889385499223e-05,9.07008339767801e-05,1.8012945887026335
2013-10-01,5.3629225784131454e-05,0.6019893340796809,0.0004459992511806096,1.991811564108852,9.310148861192825e-05,8.751590646079343e-05,1.7360214929576028
2013-10-02,4.9785428743887e-05,0.601213225791911,0.0004440320743479327,1.9806725078303011,8.938956476760074e-05,8.826001850195795e-05,1.7954965342861813
2013-10-03,5.1677659876475144e-05,0.6011005326204866,0.0004264373633269381,1.8895337680482696,8.92331362197316e-05,8.324104596606376e-05,1.726725560581209
2013-10-04,4.988490741732951e-05,0.5949525857436969,0.00042118869512781086,1.890462833090727,8.623931428552351e-05,8.181852281424518e-05,1.7287656477751596
2013-10-07,5.300164613196136e-05,0.5938393058682044,0.00039272324764077284,1.7762423871904467,8.567555456945688e-05,7.367602883842826e-05,1.6164696914534569
2013-10-08,5.7418241986777646e-05,0.5937148598805324,0.0003802476909611425,1.7259300223654772,8.772758159857425e-05,7.115335737660384e-05,1.5278695160812532
2013-10-09,4.671951297786224e-05,0.5772356679037595,0.0003836849418470522,1.713320507425826,7.728401741602888e-05,7.156180065404171e-05,1.6542128222237558
2013-10-10,5.493659376391755e-05,0.5705742031039184,0.0003700556860675422,1.9355084145247483,8.13535553459582e-05,6.343931448454936e-05,1.480862750529527
2013-10-11,5.397060840252837e-05,0.5683586479353175,0.0003587859350781271,1.9143965741423952,7.908950077748189e-05,6.26430262510263e-05,1.4654179954320614
2013-10-14,5.390763459317086e-05,0.5673912989257046,0.00035638219826036914,1.937695791766305,7.864403913340007e-05,6.381371874882984e-05,1.4588664430726639
2013-10-15,5.553151341989191e-05,0.5735995997727732,0.00034799932116654116,1.783466446533308,7.973845063838522e-05,6.57498351027084e-05,1.4359135151865348
2013-10-16,4.144281603770634e-05,0.571385903551545,0.000355469304361388,1.912716386477252,6.93513952744116e-05,6.397649640646568e-05,1.6734238139443254
2013-10-17,4.1583055321708076e-05,0.5698010637591345,0.0003662097509571636,1.964611817998612,7.031474492926563e-05,6.436247477024156e-05,1.6909470548826753
2013-10-18,4.3823960134694674e-05,0.5697180214352641,0.0003236419346424385,1.7677232990097511,6.784973590743865e-05,5.735361684475334e-05,1.5482337903489278
2013-10-21,4.4710412594374516e-05,0.5749260872831586,0.00033284169028671045,1.7479405668696535,7.013506655411247e-05,5.672715082517961e-05,1.5686517409355534
2013-10-22,4.4371990394003997e-05,0.585297816765441,0.0003402009536139492,1.7328066770646713,7.191162829841855e-05,5.598527573116169e-05,1.6206536524477386
2013-10-23,3.6244305626284386e-05,0.5890020767515491,0.0003429177709175057,1.6981417684048037,6.566466213213777e-05,5.357398803834572e-05,1.8117235520858685
2013-10-24,4.040389782719303e-05,0.5994317390842238,0.000352803556136066,1.696714823145829,7.156782907732708e-05,5.340155549865547e-05,1.771310020221856
2013-10-25,3.967999624918889e-05,0.5974063212524859,0.0003008306841285239,1.5055840512501455,6.527046256715512e-05,4.742614989618358e-05,1.6449210871205495
2013-10-28,4.081308187982178e-05,0.6089501955786066,0.00031843855860271014,1.430633234177973,6.942154810707661e-05,4.869323004556524e-05,1.7009631448929863
2013-10-29,4.2024721372673885e-05,0.6215069296100384,0.00033787402146239046,1.4215547865375369,7.40586510148265e-05,4.7744145749935106e-05,1.7622639388391597
2013-10-30,3.243679795796633e-05,0.6312084322946457,0.00033236986153763616,1.43790521980483,6.553942063104947e-05,4.765284549783993e-05,2.020526832395097
2013-10-31,3.3498134377451295e-05,0.6386155716409649,0.00032708346488965817,1.4724062785244865,6.68465670952583e-05,4.9269809744573116e-05,1.9955310448648431
2013-11-01,3.528785039280735e-05,0.6355224601568569,0.0003100882510113103,1.4864528598405706,6.64792576479335e-05,4.968492484197382e-05,1.883913497362929
2013-11-04,3.477448195487655e-05,0.6301869325053574,0.0003017456996609254,1.5000087006221303,6.455357113097509e-05,4.990189512871145e-05,1.8563488944203383
2013-11-05,3.766596277267884e-05,0.6260247528520572,0.0002928602908946856,1.4948416336464574,6.575008014882551e-05,4.9277032002517846e-05,1.7456099700846515
2013-11-06,3.8333959556374354e-05,0.6301030688596747,0.0002761812137658312,1.5196938683437549,6.483365444362232e-05,5.640080835819207e-05,1.691285095354609
2013-11-07,4.0431492315281525e-05,0.6345165034544173,0.00026211509546074743,1.3528364450739336,6.532039834930694e-05,4.766943873260854e-05,1.615582176387251
2013-11-08,4.3778322206368926e-05,0.6293716714692509,0.0002533092295533474,1.3149357524098175,6.627691037132719e-05,4.2307594248031045e-05,1.513920749609841
2013-11-11,4.088414418239951e-05,0.6306385873432863,0.00025100288233242507,1.319777637516266,6.388477221583095e-05,4.259161629705334e-05,1.5625806408180396
2013-11-12,3.99781619662566e-05,0.6265794045052516,0.00024985777479306264,1.2459500039520524,6.26230132915808e-05,4.071457765477261e-05,1.5664305263568017
