Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_WBA,Predicted_Covariance,Future_Cov_45_WBA,Beta_Predicted
2013-04-12,6.98842565011876e-05,0.38911476727697525,0.00018072628131877042,0.5826884792659115,4.372985565297493e-05,4.257359748403904e-05,0.625746882664936
2013-04-15,9.593981606210937e-05,0.38478187755148885,0.00017581507256830275,0.692588924437529,4.997376869510067e-05,4.180209428830597e-05,0.5208866427547529
2013-04-16,8.836558039441448e-05,0.3818925087982354,0.00017433125442551438,0.7182989135960602,4.7399126039341105e-05,4.4063795168492806e-05,0.536398061640946
2013-04-17,8.959564094882932e-05,0.38135768290515715,0.00017861377192038768,0.8857165385459689,4.824290055982665e-05,6.294622629290252e-05,0.5384514251913168
2013-04-18,9.719405369416862e-05,0.3738062555729918,0.00018144172105087012,0.8980676284123247,4.964036785608711e-05,6.299645015704751e-05,0.5107346176987924
2013-04-19,7.72897485213767e-05,0.40887834768891435,0.00017812754527588137,0.8889260032560556,4.7975620623493556e-05,6.450760042180186e-05,0.6207242427528991
2013-04-22,7.797978274745508e-05,0.4275296742278515,0.00017570953094463482,0.689245407148945,5.004433631396369e-05,5.110789876259672e-05,0.6417603967433074
2013-04-23,8.499754389235151e-05,0.43467448875316944,0.00017154803100435798,0.6833198899833199,5.2488022273516225e-05,5.053718725709468e-05,0.6175239879871323
2013-04-24,7.773768893068322e-05,0.43565171727937496,0.000170838028720294,0.6771938997250416,5.02050632689366e-05,5.054281844569878e-05,0.6458265477084509
2013-04-25,6.90805921567358e-05,0.4311848888610781,0.00016850164440867293,0.676778402966172,4.652042031143051e-05,5.0608463582905794e-05,0.6734224310915156
2013-04-26,7.034557142953508e-05,0.42193661688955153,0.00018188223479559499,0.676904495054714,4.7726626532777065e-05,5.101315028765966e-05,0.6784595755339717
2013-04-29,6.776168711759701e-05,0.41791901994994063,0.00019300981609008644,0.6724649203030336,4.779406176487097e-05,5.009179053909164e-05,0.7053257349086774
2013-04-30,5.8041023931509805e-05,0.4299842047925909,0.0001934561800711797,0.6702987346848595,4.5562897975858455e-05,4.986126109140014e-05,0.7850119603269591
2013-05-01,6.311211636341748e-05,0.4249538293238356,0.00020487588377442824,0.6570611983124964,4.8321848453894226e-05,4.918215635404759e-05,0.7656508961867687
2013-05-02,6.214021471172626e-05,0.42643594307211297,0.0002140839025007802,0.7055650526415423,4.918494433283785e-05,5.2026550657735094e-05,0.7915155195554278
2013-05-03,7.476459886581012e-05,0.428800113721129,0.00022983182797398747,0.8184843690753904,5.620927468342806e-05,5.9486910219764076e-05,0.7518167091929999
2013-05-06,7.535412832838797e-05,0.430794954309847,0.00024072989300353003,0.8206988582911706,5.8021525703344164e-05,5.9568791299573924e-05,0.7699846974606415
2013-05-07,7.392273390092128e-05,0.43287345221171825,0.00025261140970249624,0.8155285651564101,5.9152954752501646e-05,6.193118595806004e-05,0.8001997711797891
2013-05-08,6.958015556766957e-05,0.4179179451674166,0.0002539123570518783,0.8206934632866999,5.554892210572431e-05,6.203520721449987e-05,0.7983443217757783
2013-05-09,7.111722928104653e-05,0.41366701976409354,0.00026189717818051947,0.802586068758487,5.645517021556402e-05,6.063743735927147e-05,0.7938325323735567
2013-05-10,7.562958883543677e-05,0.4097752338675206,0.0002656015248431429,0.7860683885830728,5.807735891952104e-05,5.961094559328597e-05,0.7679184802378364
2013-05-13,7.357910230951406e-05,0.4090951683313226,0.0002668432242388494,0.7901328297057386,5.732310181517286e-05,5.998742415088403e-05,0.7790676974290942
2013-05-14,7.590263764609063e-05,0.40842947227478427,0.0002682908936466154,0.8006636048662312,5.828388240785106e-05,5.9500835517968515e-05,0.7678769040887603
2013-05-15,7.650099964197039e-05,0.4068786639495093,0.00026868507675866383,0.7937585624457792,5.833379682079842e-05,5.858696102652689e-05,0.7625233277186488
2013-05-16,7.639729836462006e-05,0.40785197012705227,0.0002627687342129846,0.7746658360455178,5.778676857328434e-05,5.6747937868370894e-05,0.7563980639405131
2013-05-17,7.425705624970095e-05,0.4103248627377433,0.0002648478281161381,0.7711907217182122,5.7543318667544176e-05,5.5120761463004536e-05,0.7749205472682055
2013-05-20,7.217439206379002e-05,0.40816317169119154,0.00026450348499257184,0.7667215662844632,5.639506252529686e-05,5.5067843006973953e-05,0.7813721863490463
2013-05-21,7.13709588975209e-05,0.40378928915160084,0.0002653323791113285,0.7620169954499867,5.556619851888175e-05,5.478883796040156e-05,0.7785547423941345
2013-05-22,7.35750525384875e-05,0.42158622897099896,0.00023835340313485646,0.7763748359465594,5.5829326050951e-05,5.476479515863966e-05,0.7588078312515832
2013-05-23,7.454058968752127e-05,0.4117223979270941,0.00022950478945102368,0.786044327761581,5.385137318831796e-05,5.546911767684019e-05,0.7224436164788369
2013-05-24,7.630250921850573e-05,0.41682256934466294,0.0002345689935817463,0.7911924825415012,5.5764259377974634e-05,5.5806145750171115e-05,0.7308312655653803
2013-05-28,7.438631671877e-05,0.41361590528261016,0.00023973173160958566,0.8190187165134979,5.5234003038518256e-05,5.718632467106207e-05,0.7425290762458331
2013-05-29,7.273626036607267e-05,0.4197309437296875,0.00024644555869402066,0.8281531975284342,5.6196202667108744e-05,5.9158462147056326e-05,0.7726023084535849
2013-05-30,7.309916508279677e-05,0.42445017186820666,0.0002391946302194347,0.8400586208422843,5.612529477325601e-05,5.985761621654468e-05,0.7677966596428965
2013-05-31,7.696255068093324e-05,0.4417443713454719,0.000249963698356463,0.7653144600792239,6.127018922826023e-05,5.054711370260244e-05,0.7961039321873639
2013-06-03,7.835861755638394e-05,0.4402245299409135,0.0002526305303260056,0.7713269887345988,6.193847922865005e-05,5.130966034148955e-05,0.7904488511947193
2013-06-04,7.696792659140356e-05,0.43685067790803905,0.00024857799089913335,0.7713576604495024,6.042535971832134e-05,5.1048933130435385e-05,0.7850719435265411
2013-06-05,8.390672708275947e-05,0.42868798265796876,0.00024884041717884036,0.9029899737983492,6.194413034109148e-05,5.527177436711381e-05,0.7382498697630562
2013-06-06,8.864935953499249e-05,0.44053838806264306,0.0002445607500974315,0.9548703715308616,6.48656744969072e-05,5.7393529200544135e-05,0.7317105824244882
2013-06-07,8.584609796353898e-05,0.4410637068398607,0.0002465706653606102,0.8865273117623694,6.4170039472711e-05,5.0499303690890624e-05,0.7475009464025454
2013-06-10,7.344670994631798e-05,0.43772248898860233,0.0002461706740338626,0.89188725138699,5.8857686928980036e-05,5.090813695373269e-05,0.8013658742780851
2013-06-11,7.540176794643908e-05,0.4329070277728486,0.00024353870159243168,0.917322608124904,5.866369226130675e-05,5.0512088258283535e-05,0.7780148113102325
2013-06-12,7.564969572692771e-05,0.43188290892245684,0.00024034918648237804,0.9815249277832556,5.82359197515888e-05,5.711467750052428e-05,0.7698103633067168
2013-06-13,7.668406692361186e-05,0.43371186288832847,0.00024623704081683457,0.98858437198467,5.959784571499299e-05,5.300243163354827e-05,0.7771868147572408
2013-06-14,7.978958283363962e-05,0.4339580500226868,0.00024715079215020737,1.0126103026595823,6.093991577488499e-05,5.431777235056032e-05,0.7637577940712389
2013-06-17,6.406673037804978e-05,0.43623805321144987,0.0002477074180651321,1.0238791170550423,5.495526837474572e-05,5.411833789601279e-05,0.8577816918463224
2013-06-18,5.269216623890948e-05,0.4344748637107945,0.0002482528032947185,1.0124757257740882,4.9691803931312345e-05,5.2976786140857614e-05,0.9430586646600689
2013-06-19,5.313666894497608e-05,0.44425412234238415,0.0002471803392472074,1.005031364216206,5.091380926270146e-05,4.9963824205028014e-05,0.9581671240141826
2013-06-20,6.610900161714408e-05,0.4682903488067129,0.0002581829962541587,0.8027388945816792,6.117997917559929e-05,2.7934918196708442e-05,0.9254409789745404
2013-06-21,6.524441916700448e-05,0.47455680761207797,0.00025584085136941894,0.8093569924560029,6.131190896571956e-05,2.840070396802866e-05,0.9397264892309183
2013-06-24,5.5679700730278476e-05,0.4390862335164494,0.00024768791098822573,0.9826603614811792,5.156448355119812e-05,3.6884597476504965e-05,0.9260912482447574
2013-06-25,5.683904438603972e-05,0.3782600439048632,0.0002653039245993312,1.3580639064750963,4.644999693922027e-05,4.881898081897104e-05,0.8172198783593358
2013-06-26,5.616484134519195e-05,0.36940251201343016,0.0002573060295230219,1.474710082497177,4.440757871170595e-05,5.0219199923114076e-05,0.7906650788662382
2013-06-27,5.600093181678947e-05,0.36443382401583924,0.00025098566128499346,1.482892006645807,4.320567160904593e-05,4.995757298949175e-05,0.771517012438221
2013-06-28,5.651835513949762e-05,0.359934665997312,0.0002458927275727401,1.4660231186323245,4.2431782438048584e-05,4.9248838236837235e-05,0.7507610993511612
2013-07-01,4.0959150997653995e-05,0.45523155884061817,0.00022730007667969436,1.4987838808262712,4.392458084912397e-05,5.1405836122000995e-05,1.0723996904047113
2013-07-02,4.708768430286185e-05,0.5226585148746726,0.00021333476771960542,1.505814476532023,5.2384465413680555e-05,5.157890268418192e-05,1.1124876109164872
2013-07-03,4.5307854285029834e-05,0.5649038123993918,0.00020863767421263192,1.5062644971249133,5.49234259890519e-05,5.159370257192204e-05,1.2122274792253656
2013-07-05,5.048108536897671e-05,0.5899352884472693,0.00020540022710855958,1.6027004276527013,6.007159689326512e-05,5.408180518044272e-05,1.1899822766129011
2013-07-08,5.858594159480322e-05,0.5946131416645313,0.00020617313085891076,1.5379732539888236,6.535024852876991e-05,5.2589536399634224e-05,1.1154595582119433
2013-07-09,6.185296409698371e-05,0.6419352131451482,0.0002009471985396814,1.4760894713641528,7.156693790332597e-05,4.923001417349252e-05,1.1570494469935348
2013-07-10,6.043816195282401e-05,0.6607899338826193,0.00019520070752544971,1.3680347432427806,7.177277472863265e-05,4.594253371654396e-05,1.1875406599005454
2013-07-11,6.428746384905295e-05,0.6512750034988904,0.00019015339278455115,1.3918816831850047,7.20078088414201e-05,4.1390726660677894e-05,1.1200909871090037
2013-07-12,6.999194674271863e-05,0.6243742275211127,0.00018675409365626137,1.450997810655967,7.138452433253277e-05,4.4132082251556196e-05,1.0198962545638726
2013-07-15,7.060701256657018e-05,0.6057572280275422,0.00018398050243541303,1.4257735851726194,6.904121467048413e-05,4.351388556993452e-05,0.9778237622699335
2013-07-16,3.5042919617133015e-05,0.5990023349334704,0.0001799595022772694,1.3953032482159369,4.7568126651802716e-05,4.5806790011662427e-05,1.3574247571696605
2013-07-17,3.792838595062833e-05,0.5933267089621123,0.00018095378183427137,1.378338769149441,4.915411844417086e-05,4.531556454549644e-05,1.295971795587483
2013-07-18,3.7451029819475974e-05,0.5826968408564874,0.00018123353535474693,1.3080110049085394,4.800581275967506e-05,4.6759277204609735e-05,1.2818289107422673
2013-07-19,4.0860668714576163e-05,0.5818943080170195,0.00018113578843804092,1.2603077054648193,5.006093731796708e-05,4.5642699420146854e-05,1.2251619685340325
2013-07-22,3.950888193740232e-05,0.5742792809876648,0.00018076913371340447,1.271594907793337,4.8532499219770166e-05,4.611510729946768e-05,1.2283946505159224
2013-07-23,3.3171208880188284e-05,0.5753915829997333,0.00017995889147605487,1.2805504051336989,4.445604350756529e-05,4.6551951927135034e-05,1.340199679430946
2013-07-24,3.471216593235655e-05,0.5752480141379586,0.00018032243120469753,1.27106443086732,4.5511469840207476e-05,4.62125147699001e-05,1.311110056597894
2013-07-25,3.488954269695917e-05,0.5742983712822727,0.00018063330386880404,1.2783734726204357,4.559152674830602e-05,4.695588686802707e-05,1.3067390175990927
2013-07-26,3.343176772700175e-05,0.5783968246096046,0.0001809072821359474,1.3077624383061646,4.498146490649718e-05,4.882000516947248e-05,1.3454707293317043
2013-07-29,3.360094972876798e-05,0.5763804191260717,0.0001810908924658867,1.454821013399509,4.49607243529337e-05,5.606878151375277e-05,1.3380789744296984
2013-07-30,3.816574763863081e-05,0.5814055771651658,0.00018449362485242293,1.45145801144618,4.878729759112664e-05,5.597407967656015e-05,1.2783005865118924
2013-07-31,3.750748633018741e-05,0.5878370756106523,0.00018676938739886265,1.4473186897179433,4.920041897239378e-05,5.859832604345032e-05,1.3117493009067758
2013-08-01,4.226173154810077e-05,0.5803532198122759,0.00018795898583047225,1.3845906804637054,5.172465329021715e-05,5.36489903975423e-05,1.2239123054233125
2013-08-02,4.130983358011611e-05,0.5739887907153006,0.00018929256095645075,1.398679981159803,5.0757112459953786e-05,5.627051666795055e-05,1.228693220501982
2013-08-05,3.7225611971094185e-05,0.558759330473886,0.00018758473230748624,1.3519170400653626,4.669221270344719e-05,5.8177159577296536e-05,1.2543034279652368
2013-08-06,4.1983018398946586e-05,0.5675886994375192,0.00019205102059491287,1.326291028505571,5.096580397657261e-05,5.635096472376313e-05,1.2139623571670448
2013-08-07,4.81253999850549e-05,0.5720959716085944,0.00019555572304934965,1.192206993017482,5.549978886055477e-05,6.306036139276502e-05,1.153232780980313
2013-08-08,4.5117615842124565e-05,0.5829879720755345,0.0001979994643620878,1.16699568892263,5.5101658829229114e-05,6.246165951726159e-05,1.2212892414803274
2013-08-09,4.7210405389653165e-05,0.5895004242337487,0.0002011606967772465,1.1703658328409243,5.744795221000973e-05,6.279255822961643e-05,1.216849373265502
2013-08-12,4.729046229109182e-05,0.5772013550071708,0.000204358542477356,1.1795988117942184,5.6742768319870426e-05,6.471934765394902e-05,1.19987764066665
2013-08-13,5.1414947954433665e-05,0.5793296892374793,0.00020700769438558806,1.1985971466837684,5.976731280916378e-05,7.064692100055637e-05,1.1624501275802588
2013-08-14,5.361675369996386e-05,0.5819369248722221,0.00020870893438481306,1.225597480029569,6.155972808791957e-05,7.244095037515912e-05,1.148143515595967
2013-08-15,5.120699157562921e-05,0.5847592309386959,0.00021398469317825497,1.1464468873373153,6.121150693039655e-05,6.288849291725248e-05,1.1953740113787266
2013-08-16,4.9139520575593413e-05,0.575510893926362,0.00021284340494174216,1.1318027558183952,5.8857133275730115e-05,6.161511425160049e-05,1.1977555455631212
2013-08-19,5.1240075352845624e-05,0.5753547698740389,0.0002122733413090037,1.1178135473910935,6.000512237141796e-05,5.9878777403020374e-05,1.1710584334276466
2013-08-20,5.687877447837599e-05,0.5759814226805703,0.00021266987552868416,1.1118323368998475,6.334853558827918e-05,6.0162062771398333e-05,1.1137464927688068
2013-08-21,5.746511661394483e-05,0.5793753102948512,0.0002143860898037742,1.103202353218035,6.430732312258719e-05,5.840386556488903e-05,1.1190671299704975
2013-08-22,5.43081375808944e-05,0.5778428137774531,0.00021439371940427924,1.1226158437543885,6.235168591127435e-05,5.816862592576113e-05,1.1481094489458183
2013-08-23,4.6628310947370826e-05,0.5569600351286107,0.00021134039216857023,1.1248977720232172,5.528917756640058e-05,5.8176724706796614e-05,1.1857426624096514
2013-08-26,5.7057237442025364e-05,0.5539374110634434,0.00021612838283488478,1.1238132151002762,6.151371683030577e-05,5.786609614948634e-05,1.0781054181392595
2013-08-27,6.26349019454684e-05,0.5554141394040436,0.00022394391236544726,0.9949179629139354,6.578013540177012e-05,4.5045747341961184e-05,1.050215348928622
2013-08-28,6.352118414260544e-05,0.6465573942197027,0.00018904951659119045,1.0020385321208665,7.085233398136674e-05,4.57385348166335e-05,1.1154126759082894
2013-08-29,6.345432123592429e-05,0.6418695092308565,0.00019271023505451997,1.008254307271649,7.097897735336229e-05,4.6037749229445114e-05,1.1185838248818578
2013-08-30,6.533098257867051e-05,0.6350880111927548,0.00019487448842325805,1.0199831433473774,7.165904293921936e-05,4.611550586987581e-05,1.0968615519126579
2013-09-03,6.741624909395761e-05,0.6238875203547363,0.00019483490653731994,1.0052076205272042,7.150262321733763e-05,4.5786631487580135e-05,1.0606140830778774
2013-09-04,5.29054408502055e-05,0.5963785761178841,0.00019747672512084196,0.962906186972104,6.095792297147409e-05,4.315061655660328e-05,1.1522051795025787
2013-09-05,5.526096611110341e-05,0.5769473582288288,0.00019763440091599108,0.9707568464180912,6.029436095747854e-05,4.7856973643612644e-05,1.0910840906446582
2013-09-06,5.903493096893949e-05,0.5679127419682819,0.00019819044026945552,0.926517131071557,6.142957263151916e-05,4.87381395496381e-05,1.0405631314084127
2013-09-09,5.950680039687122e-05,0.5565893566588341,0.00019842388864042818,0.9167963266923744,6.048047248500871e-05,4.685434205561219e-05,1.0163623666815176
2013-09-10,6.058865375686932e-05,0.549796955961032,0.00019134810527835056,0.9183153163931128,5.9198413171110814e-05,4.633973514792166e-05,0.9770544400716135
2013-09-11,5.2548421709793746e-05,0.5330585248738713,0.00018439248486369506,0.947572439008115,5.2471845586181546e-05,4.8751376939519916e-05,0.9985427512164856
2013-09-12,5.463125330927889e-05,0.5000090487097846,0.0002008998287155989,1.0080127656351472,5.2382742122587796e-05,5.183498326564483e-05,0.9588420354561187
2013-09-13,5.629719144726608e-05,0.4941137277941226,0.00019795512197939152,1.0041547453924589,5.216193051247577e-05,5.1823358586542995e-05,0.926545875051976
2013-09-16,5.4138744378514925e-05,0.4948422703337255,0.00020392445149684509,0.969947402699899,5.199427558625598e-05,5.011038861397687e-05,0.9603893881013247
2013-09-17,5.7555509167455784e-05,0.4896243527177605,0.00020369721937636335,1.008565811401028,5.301502992082443e-05,5.2089148044870934e-05,0.9211113008587765
2013-09-18,6.204530316157312e-05,0.5120658428008874,0.00019513170233490104,0.9755875443079028,5.634354645176926e-05,4.821507481873762e-05,0.9081033306428395
2013-09-19,6.178297806302708e-05,0.5169814761147157,0.0001871902867187409,1.0020118204117514,5.559696138421362e-05,5.057606944741126e-05,0.8998750647386586
2013-09-20,6.675064824066973e-05,0.5248489400149059,0.00018085344572917208,1.016632314537476,5.766674815063028e-05,4.778062006360998e-05,0.8639129307435726
2013-09-23,6.644616634370019e-05,0.5220722471880579,0.00017732583473310326,1.0773266024852957,5.666978672352921e-05,4.989593192429404e-05,0.8528676647859326
2013-09-24,6.687102886618699e-05,0.5220126185916532,0.00017502295409289968,1.0575613950993288,5.647386467141469e-05,4.867337529446768e-05,0.8445191531959578
2013-09-25,5.221698153901886e-05,0.5407409549243921,0.00017262984299515005,1.038770574484857,5.1339671216722304e-05,4.737950581453571e-05,0.9831987545729546
2013-09-26,5.0374063840171386e-05,0.5473935808064363,0.00017045386707241242,1.0458687920215892,5.0723197578181885e-05,4.76810795841158e-05,1.0069308233522363
2013-09-27,5.122431082106018e-05,0.5548586210107503,0.00016873162486253022,1.0459521438918984,5.1584431017613276e-05,4.720032615910148e-05,1.0070302594760345
2013-09-30,5.1567877421329924e-05,0.5579472583252257,0.00016881660074275642,1.0259134983216307,5.2058344296278725e-05,4.599923255995267e-05,1.009511092941474
2013-10-01,5.3629225784131454e-05,0.5571016584029964,0.00017833064655271635,0.9189476744319116,5.44813934744902e-05,4.0376579876886256e-05,1.0158899868103428
2013-10-02,4.9785428743887e-05,0.5600584485645045,0.000169843606702817,0.9868135170316464,5.150021956819954e-05,4.397303386949289e-05,1.0344436287399272
2013-10-03,5.1677659876475144e-05,0.5556129037580824,0.00016522997011003153,0.9942598703646046,5.1341452977695374e-05,4.380087457061963e-05,0.9934941539616267
2013-10-04,4.988490741732951e-05,0.5419790814253971,0.0001592117212779276,1.021903984032675,4.830083388388906e-05,4.422762138880554e-05,0.9682454350333192
2013-10-07,5.300164613196136e-05,0.5378677198976828,0.00015741113536749005,1.0068699129425445,4.91289956272599e-05,4.176354380318412e-05,0.9269333919354222
2013-10-08,5.7418241986777646e-05,0.5245665456602401,0.00015769126571148193,0.8330062822979903,4.99148022728125e-05,3.4341597245101894e-05,0.8693195846070478
2013-10-09,4.671951297786224e-05,0.5208994835852246,0.0001530158068436132,0.8320253508593508,4.404242552572828e-05,3.475195215328592e-05,0.9426987294708641
2013-10-10,5.493659376391755e-05,0.5132980085135465,0.00015113348824572582,0.833755059083524,4.6771445965768556e-05,2.732762565089185e-05,0.8513714222392893
2013-10-11,5.397060840252837e-05,0.5064690453499795,0.00015043456730800677,0.8298203062983996,4.5635770202098035e-05,2.7153441420240776e-05,0.8455670883258031
2013-10-14,5.390763459317086e-05,0.5075918651280847,0.0001510555232971768,0.8308985637137187,4.580449465816147e-05,2.7363803688349306e-05,0.8496847432434752
2013-10-15,5.553151341989191e-05,0.5063776119878068,0.00014982024526288517,0.8888120806636864,4.618803678502344e-05,3.276722578915139e-05,0.831744606630484
2013-10-16,4.144281603770634e-05,0.4899514435255034,0.0001467530638447659,0.7996749683543218,3.820949159094075e-05,2.6747511079510035e-05,0.9219810631636667
2013-10-17,4.1583055321708076e-05,0.4824173190874278,0.0001484939553569149,0.7204220753773449,3.7908401926246656e-05,2.360168417272136e-05,0.9116309908679775
2013-10-18,4.3823960134694674e-05,0.46266821225081134,0.00014766066308813988,0.6613486886381436,3.7218415442619306e-05,2.145739625097439e-05,0.8492709314317336
2013-10-21,4.4710412594374516e-05,0.45616554658279923,0.00014840482130388835,0.6602310225131858,3.7157871166890034e-05,2.14269440869157e-05,0.8310786908632835
2013-10-22,4.4371990394003997e-05,0.45014380775944784,0.00014925861807508613,0.6483444962970478,3.663324948183516e-05,2.0947371610697236e-05,0.8255940100173065
2013-10-23,3.6244305626284386e-05,0.40178455103435506,0.0001518850102716206,0.6762209640190207,2.981059079714981e-05,2.133382177606112e-05,0.8224903272951974
2013-10-24,4.040389782719303e-05,0.36762544912561357,0.00015831103180632372,0.6576982311343502,2.9401723557368875e-05,2.0700065863849434e-05,0.7276952259190359
2013-10-25,3.967999624918889e-05,0.34693982845379245,0.0001647539828713004,0.6415013845291038,2.8051619009670365e-05,2.020740110525494e-05,0.7069461104156172
2013-10-28,4.081308187982178e-05,0.331108215928519,0.00016925225969276667,0.6859939945469218,2.7519268799443372e-05,2.3348586198294554e-05,0.6742756864202665
2013-10-29,4.2024721372673885e-05,0.3217221313225358,0.00017272034015059092,0.6708453540636172,2.740975166377481e-05,2.2530920836398075e-05,0.6522292300454775
2013-10-30,3.243679795796633e-05,0.30618021108176485,0.00016480738729678096,0.6251875613117938,2.23864094727369e-05,2.0719005575628845e-05,0.6901547280266885
2013-10-31,3.3498134377451295e-05,0.3033365150944164,0.0001724888985051033,0.6516794097827681,2.3057678407675922e-05,2.1806563176726205e-05,0.6883272407909621
2013-11-01,3.528785039280735e-05,0.30177010003535376,0.0001809084574770138,0.6151186181267546,2.411116771159601e-05,2.056043829994337e-05,0.6832710817803326
2013-11-04,3.477448195487655e-05,0.30160558191463543,0.0001820640284053549,0.6246303273016662,2.3998372121885975e-05,2.0780037525310605e-05,0.6901144394624288
2013-11-05,3.766596277267884e-05,0.30139600358406016,0.00017938509974684222,0.6205352515716996,2.477451772650924e-05,2.0455769201315212e-05,0.6577428506481596
2013-11-06,3.8333959556374354e-05,0.2927762033400972,0.00018037477129994808,0.5954070774724493,2.4345321354146277e-05,2.209750343221e-05,0.6350849647645653
2013-11-07,4.0431492315281525e-05,0.29796351528640513,0.00018635030101632146,0.5083316366162718,2.58635433837862e-05,1.791190937807826e-05,0.6396880724091104
2013-11-08,4.3778322206368926e-05,0.29934261167876725,0.0001875032467117078,0.457206516881687,2.7120800007388743e-05,1.4710458490718114e-05,0.6195029558132124
