Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SCHW,Predicted_Covariance,Future_Cov_45_SCHW,Beta_Predicted
2013-05-09,7.111722928104653e-05,0.6532880494209852,0.0003211441062774065,1.0090802941859105,9.872840160197534e-05,7.62386060647985e-05,1.388248707100397
2013-05-10,7.562958883543677e-05,0.6421039174716595,0.00033440111497057815,1.0319915388109715,0.00010211394332425435,7.826035541727067e-05,1.3501850915313738
2013-05-13,7.357910230951406e-05,0.6342032679922781,0.00032610863075022514,1.0275030016397704,9.82396631217941e-05,7.800872974563854e-05,1.33515713073726
2013-05-14,7.590263764609063e-05,0.6276442676325887,0.00034030487591996627,0.9935864033179652,0.00010087326699595492,7.383777756026462e-05,1.3289823664138556
2013-05-15,7.650099964197039e-05,0.6236745538403464,0.00033215889234944996,0.989445996465394,9.941788548203232e-05,7.303056215753398e-05,1.2995632207071075
2013-05-16,7.639729836462006e-05,0.6227965078093742,0.0003176975124013151,0.9916134056651676,9.702688220512867e-05,7.264037384349599e-05,1.2700302796317502
2013-05-17,7.425705624970095e-05,0.6041895367992451,0.0003135235677878838,0.9462912508918928,9.218858745563739e-05,6.763605013131815e-05,1.2414791551342794
2013-05-20,7.217439206379002e-05,0.5961574405971933,0.00030019459840638927,0.965347748446113,8.775138356540449e-05,6.933366765223308e-05,1.2158243534333761
2013-05-21,7.13709588975209e-05,0.5943742816755053,0.00028734880969497186,0.9694422331606536,8.511879689857086e-05,6.970266246259217e-05,1.1926250986874087
2013-05-22,7.35750525384875e-05,0.5971856148518082,0.00028069131068318254,0.9629014008108144,8.582011901314552e-05,6.792221428593736e-05,1.1664295987862539
2013-05-23,7.454058968752127e-05,0.5955569222882102,0.0002728912470884456,0.9654213717976208,8.494043718885818e-05,6.812729230230104e-05,1.139519254475095
2013-05-24,7.630250921850573e-05,0.5763641634000645,0.00026354568485895493,0.9673975791925228,8.173241560971359e-05,6.823463505285398e-05,1.0711628811007823
2013-05-28,7.438631671877e-05,0.5734284504089325,0.00027942925682193756,0.9244707964682228,8.267262011204025e-05,6.45493027812584e-05,1.1113955329257397
2013-05-29,7.273626036607267e-05,0.5693098798988079,0.00027713893974438877,0.9945608325678936,8.083007478074332e-05,7.104565863176859e-05,1.1112761966856073
2013-05-30,7.309916508279677e-05,0.5620391835686602,0.0002815584814944837,0.9866375913493056,8.063194012332811e-05,7.030196800860015e-05,1.1030487151528918
2013-05-31,7.696255068093324e-05,0.5723751334376408,0.00028023731259042785,0.9716259336249852,8.40588538084891e-05,6.417347261184062e-05,1.09220462503868
2013-06-03,7.835861755638394e-05,0.5593968393726795,0.0002748352931349618,1.017238932483698,8.209177421584088e-05,6.766803816563647e-05,1.047641941318971
2013-06-04,7.696792659140356e-05,0.553953382871174,0.000261636604904123,1.0038415814103805,7.860992194249189e-05,6.643486464256631e-05,1.0213335011582827
2013-06-05,8.390672708275947e-05,0.5486471862021286,0.00028444302240528813,0.8880861944591778,8.475965671048918e-05,5.43595180267841e-05,1.0101652115078739
2013-06-06,8.864935953499249e-05,0.5535294626390819,0.00025890394188047254,0.8498380607765973,8.385865151677815e-05,5.108044715925012e-05,0.945958909987124
2013-06-07,8.584609796353898e-05,0.5558974727859913,0.00027505081631823565,0.7695913168440078,8.542037006153776e-05,4.383827222414498e-05,0.9950408007806943
2013-06-10,7.344670994631798e-05,0.5237714617488728,0.0002612580297238864,0.7889395128781319,7.255424522214952e-05,4.503197092160743e-05,0.9878488127675051
2013-06-11,7.540176794643908e-05,0.502160143940478,0.00027351731198976706,0.7288320112243281,7.211496788660327e-05,4.013291131206152e-05,0.9564095093609667
2013-06-12,7.564969572692771e-05,0.4903359885958686,0.0002802016225724124,0.8310119682616072,7.138922799430656e-05,4.8356367956473134e-05,0.943681627643287
2013-06-13,7.668406692361186e-05,0.49170405010290635,0.0002790477417357462,0.7628901268705148,7.192760677819375e-05,4.090195327707515e-05,0.9379732930680865
2013-06-14,7.978958283363962e-05,0.49108957236096823,0.00028806156125044146,0.7361760540716165,7.44520164904597e-05,3.94894691570593e-05,0.9331044711148737
2013-06-17,6.406673037804978e-05,0.46291339791053776,0.0002879156444282119,0.6766828282599541,6.287075311140821e-05,3.576686870373318e-05,0.9813323192929582
2013-06-18,5.269216623890948e-05,0.4502742882803601,0.00023796904408385374,0.6804105581950816,5.0420878483151446e-05,3.560180625755111e-05,0.9568951531531295
2013-06-19,5.313666894497608e-05,0.438077201188656,0.00023802025902409902,0.676052230187489,4.9266847838492974e-05,3.360905538390595e-05,0.92717230524009
2013-06-20,6.610900161714408e-05,0.4318818814906916,0.0002196425305860257,0.9615042766847386,5.2041943073556244e-05,3.345987530474743e-05,0.7872141735696728
2013-06-21,6.524441916700448e-05,0.44424144734049065,0.00022848358552375446,0.9587139835853912,5.423982288407421e-05,3.364170853110732e-05,0.8313327572928179
2013-06-24,5.5679700730278476e-05,0.4354408100987497,0.00022751564388992247,1.3235132136274477,4.900983127954434e-05,4.967866218385094e-05,0.8802100341191835
2013-06-25,5.683904438603972e-05,0.4316782320902923,0.00022812928626478055,1.2935587523184,4.9155719132820146e-05,4.650018280918239e-05,0.8648231099552638
2013-06-26,5.616484134519195e-05,0.4218540462586108,0.0002278466446349333,1.3993652514918191,4.772168897903287e-05,4.765343653928756e-05,0.8496719270643527
2013-06-27,5.600093181678947e-05,0.4207372643406165,0.0002315278573656961,1.4663866919953286,4.790824169309567e-05,4.9401520722927434e-05,0.8554900809477681
2013-06-28,5.651835513949762e-05,0.4201491964622588,0.0002335069908861721,1.5486939805893731,4.82667701153914e-05,5.202604130797377e-05,0.8540016777958276
2013-07-01,4.0959150997653995e-05,0.45880931057465413,0.00023120431681272145,1.6597366568334777,4.4648375774305976e-05,5.692625312985308e-05,1.0900708312255616
2013-07-02,4.708768430286185e-05,0.49123300668148334,0.00022984019191504387,1.656912589851251,5.1103917617169304e-05,5.6754490383806843e-05,1.0852926486780612
2013-07-03,4.5307854285029834e-05,0.5164582605066076,0.00022908987050328396,1.6588810576438238,5.261685900718144e-05,5.682123959878043e-05,1.1613187125607618
2013-07-05,5.048108536897671e-05,0.5347450975139378,0.0001924070338620156,1.5591876576438723,5.270133612617977e-05,5.261350261442595e-05,1.0439818347996044
2013-07-08,5.858594159480322e-05,0.5428389869114646,0.0001973557859461761,1.6224859691543858,5.837040008772822e-05,5.547936852051445e-05,0.9963209346609849
2013-07-09,6.185296409698371e-05,0.5564119012261408,0.00018223926971288026,1.651735527951288,5.9074173221031584e-05,5.508809935264616e-05,0.9550742488008325
2013-07-10,6.043816195282401e-05,0.5648995476084422,0.00019869965728832163,1.655861445345542,6.190495468267345e-05,5.560858059963189e-05,1.0242693139972452
2013-07-11,6.428746384905295e-05,0.5327178988118142,0.00021654934392978964,2.087933711054373,6.285486118930398e-05,6.208939636457565e-05,0.977715676214686
2013-07-12,6.999194674271863e-05,0.5339513996126332,0.00022569261872374264,2.047893324221622,6.710956807035098e-05,6.228665264911988e-05,0.9588184240257969
2013-07-15,7.060701256657018e-05,0.532616269053822,0.00023425932465008948,2.114247675605762,6.849940352910463e-05,6.4525765086096e-05,0.9701501457029011
2013-07-16,3.5042919617133015e-05,0.57768160710494,0.0002416811897131257,1.4178172541646803,5.316307665413079e-05,4.654590843924016e-05,1.5170846845802926
2013-07-17,3.792838595062833e-05,0.6081451192043534,0.00024389458728538507,1.444113943696241,5.849119408405964e-05,4.747805118113403e-05,1.5421482517130594
2013-07-18,3.7451029819475974e-05,0.61872451066747,0.00024190542732032975,1.1655655063342505,5.8891417679310825e-05,4.16670810920474e-05,1.572491276292889
2013-07-19,4.0860668714576163e-05,0.6223485193827419,0.00024674626042692373,1.199736138839638,6.249016700570827e-05,4.34490686132473e-05,1.5293476335940692
2013-07-22,3.950888193740232e-05,0.628323057554694,0.0002501138551883422,1.155600674602132,6.245960629042496e-05,4.1908510940085914e-05,1.5809003755000117
2013-07-23,3.3171208880188284e-05,0.5454543508667891,0.00026140412754314447,1.1711940237014011,5.079199604134786e-05,4.257651059272675e-05,1.5312072654573559
2013-07-24,3.471216593235655e-05,0.5232284316681597,0.0002759410480173891,1.147021143742507,5.1208298567648166e-05,4.1702631479050035e-05,1.47522625547013
2013-07-25,3.488954269695917e-05,0.5036389863906809,0.00028294643528331174,1.1391313011095243,5.004020649540066e-05,4.1841388020266594e-05,1.434246557200131
2013-07-26,3.343176772700175e-05,0.4902130414427881,0.00028800252811443775,1.129254917214,4.810194986254647e-05,4.2156151057102754e-05,1.438809645225433
2013-07-29,3.360094972876798e-05,0.4817209600432925,0.00029171393489387594,1.1411276933463157,4.7692480122193315e-05,4.397904534525526e-05,1.4193789314639715
2013-07-30,3.816574763863081e-05,0.4615001832709034,0.0002929677260158473,1.1430948046440117,4.879986887398825e-05,4.408234972588345e-05,1.2786299730335622
2013-07-31,3.750748633018741e-05,0.44944603343352013,0.0002898564061002786,1.119604639478856,4.6862772989217603e-05,4.5330001035727115e-05,1.2494245169263907
2013-08-01,4.226173154810077e-05,0.45680210348222167,0.00029637897923411076,1.0812779420435574,5.1124071969425123e-05,4.1896475794811394e-05,1.2097013088836068
2013-08-02,4.130983358011611e-05,0.46266114409267967,0.00029612771163091476,1.1471087530248294,5.117163287565458e-05,4.614951459697825e-05,1.2387276452327638
2013-08-05,3.7225611971094185e-05,0.4551355950630659,0.0002919568611829642,1.204278892217054,4.744834490620057e-05,5.182383475593598e-05,1.2746155776577794
2013-08-06,4.1983018398946586e-05,0.4593950847685755,0.0002968247720544911,1.2001731340392148,5.128297901909718e-05,5.099251407502675e-05,1.2215171984962363
2013-08-07,4.81253999850549e-05,0.45130197271427286,0.00030194882311997736,1.2680704472716633,5.4402778208776295e-05,6.707306796955159e-05,1.130437943906353
2013-08-08,4.5117615842124565e-05,0.4263341390106521,0.0002987381378464931,1.3190026658138032,4.9495819163748735e-05,7.059760048512423e-05,1.0970397757041144
2013-08-09,4.7210405389653165e-05,0.4210989877004689,0.00030181774925687097,1.3330077873666537,5.026613002421405e-05,7.151863695949982e-05,1.0647256597214179
2013-08-12,4.729046229109182e-05,0.4234290790003813,0.00030033882748908375,1.1522522142444436,5.046301563868372e-05,6.321896130540352e-05,1.0670865369863285
2013-08-13,5.1414947954433665e-05,0.43331523919870196,0.00031049703390792954,1.1333116900987577,5.474915127712042e-05,6.679890875840524e-05,1.0648489098081297
2013-08-14,5.361675369996386e-05,0.43154589998829057,0.0003193074729799293,1.116104296285497,5.6465320032363067e-05,6.596917606159645e-05,1.053128288003776
2013-08-15,5.120699157562921e-05,0.4544627502941539,0.0003252063070294484,1.0305547236241963,5.864654110055471e-05,5.653121322349796e-05,1.1452838625354078
2013-08-16,4.9139520575593413e-05,0.445780538070113,0.000325883765180436,1.0527956113021284,5.641153590045667e-05,5.7313981204312114e-05,1.1479871036526783
2013-08-19,5.1240075352845624e-05,0.4513961178765843,0.0003279392915319405,1.0199736444044876,5.851395139660502e-05,5.463771212362597e-05,1.1419567788234222
2013-08-20,5.687877447837599e-05,0.43857381496703673,0.0003392121766303814,1.002624793463146,6.091910729924463e-05,5.4252762542131e-05,1.071034104688818
2013-08-21,5.746511661394483e-05,0.43280531035220426,0.00034764294541513784,0.9902576113753132,6.117323353834027e-05,5.242453684101369e-05,1.0645281371185038
2013-08-22,5.43081375808944e-05,0.4261041848720792,0.00035796904828666495,1.0316737776999545,5.9411565038473466e-05,5.345643960604475e-05,1.0939716897854816
2013-08-23,4.6628310947370826e-05,0.44410639927127105,0.00036562928806082245,1.0277883112892678,5.798722974958723e-05,5.315448134917719e-05,1.2436056243820877
2013-08-26,5.7057237442025364e-05,0.45220856109238317,0.0003729680672249164,1.041553894207298,6.59674923317074e-05,5.3630493908806235e-05,1.1561634472530422
2013-08-27,6.26349019454684e-05,0.49365089116654487,0.0003769684389122222,0.8417007211870751,7.585437281833229e-05,3.810870789094317e-05,1.2110559841599675
2013-08-28,6.352118414260544e-05,0.4815244688778079,0.0003683356517967616,0.851502538500847,7.365454179308939e-05,3.886724637349069e-05,1.159527215798347
2013-08-29,6.345432123592429e-05,0.4891188289598284,0.00036448840300122836,0.8587508759737552,7.438525231163997e-05,3.921129539791218e-05,1.17226456548285
2013-08-30,6.533098257867051e-05,0.4952922006761822,0.00036096466883425916,0.8175546985128938,7.605949400864451e-05,3.6963305466486075e-05,1.1642178183537175
2013-09-03,6.741624909395761e-05,0.5088484498557349,0.0003558970934789465,0.7955242445062491,7.881937181415492e-05,3.623567378402833e-05,1.1691450187966532
2013-09-04,5.29054408502055e-05,0.46314353393976976,0.00036306988864601717,0.6925405433777491,6.418904139749793e-05,3.103474859909752e-05,1.2132786414017491
2013-09-05,5.526096611110341e-05,0.42909428640418534,0.0003572861107739319,0.7635582683315754,6.029343614995946e-05,3.764236951584541e-05,1.091067355368673
2013-09-06,5.903493096893949e-05,0.4057881242599849,0.000355550214542222,0.9834772147591178,5.879011845880539e-05,5.1734445191944544e-05,0.9958530906004971
2013-09-09,5.950680039687122e-05,0.39006609617457494,0.00035369209564063887,0.9817671897250574,5.6589281615043645e-05,5.017478188674057e-05,0.9509716744578831
2013-09-10,6.058865375686932e-05,0.37623998103680273,0.00036520167501314917,0.9493691395828476,5.596634891008676e-05,4.790676328766198e-05,0.9237100585642489
2013-09-11,5.2548421709793746e-05,0.3790812749999532,0.0003612224636530657,0.9677299575737514,5.222753708161752e-05,4.978845520953295e-05,0.9938935439403231
2013-09-12,5.463125330927889e-05,0.40117602193241847,0.00035484438418249505,0.9665169668523332,5.585660271873701e-05,4.9701147158771196e-05,1.0224294581440618
2013-09-13,5.629719144726608e-05,0.42210668896854425,0.0003446263562645729,0.9715166569653596,5.879492532470226e-05,5.013894155032623e-05,1.0443669357782408
2013-09-16,5.4138744378514925e-05,0.4292508125603369,0.00034013789584355403,0.9752395166958422,5.8249570286723346e-05,5.0383795077242754e-05,1.0759313123235235
2013-09-17,5.7555509167455784e-05,0.43177411172103064,0.00034562219390620264,0.9395546043607058,6.089769585593935e-05,4.852494336963499e-05,1.058068927489801
2013-09-18,6.204530316157312e-05,0.3688962786995359,0.00038919459903261663,1.286346020882161,5.732474507686507e-05,6.35732487581293e-05,0.9239175595223513
2013-09-19,6.178297806302708e-05,0.3703000115886494,0.0003886223963846816,1.2989231112323754,5.737887877159703e-05,6.556252545358266e-05,0.9287166234211425
2013-09-20,6.675064824066973e-05,0.35924562194108495,0.00036934974037137666,1.4271232351682932,5.6407665597141656e-05,6.707324969750653e-05,0.8450504539486058
2013-09-23,6.644616634370019e-05,0.3589053701557478,0.00036945377768892194,1.3930099826919948,5.623348211264052e-05,6.451667591417381e-05,0.846301377595911
2013-09-24,6.687102886618699e-05,0.35695807185805317,0.0003621800547017468,1.423764634884396,5.555184337229652e-05,6.552757194603362e-05,0.8307311000621682
2013-09-25,5.221698153901886e-05,0.44055562357793504,0.00033948183710595924,1.4399540570213236,5.8656332182462034e-05,6.567794014683136e-05,1.1233190899522103
2013-09-26,5.0374063840171386e-05,0.4778962182858244,0.0003256448757484039,1.4559733232869263,6.120814422418762e-05,6.637771432667475e-05,1.2150725901009494
2013-09-27,5.122431082106018e-05,0.5041744327359977,0.00031720650288968654,1.4184526484755486,6.426728026667329e-05,6.401002956040286e-05,1.254624595949677
2013-09-30,5.1567877421329924e-05,0.5219108559682866,0.00031071543330208327,1.4367272489957823,6.606438113156257e-05,6.441902846574969e-05,1.2811149970705695
2013-10-01,5.3629225784131454e-05,0.5261623282712071,0.00030901272683226544,1.4435228442303951,6.773430788191653e-05,6.342528203274436e-05,1.2630111080581492
2013-10-02,4.9785428743887e-05,0.5489489729812904,0.0002975125827219999,1.448857593819978,6.68091231388402e-05,6.456200988892076e-05,1.3419413033988081
2013-10-03,5.1677659876475144e-05,0.55304124571288,0.00028957940595107157,1.4791319197537227,6.765389081196568e-05,6.516130603438164e-05,1.3091515942029581
2013-10-04,4.988490741732951e-05,0.5407376521647341,0.0002789927438698548,1.4561769973300205,6.379221035124379e-05,6.30227946258213e-05,1.2787877868062962
2013-10-07,5.300164613196136e-05,0.538887989993019,0.0002827520448336493,1.3985290204891092,6.596993573629108e-05,5.800901115073245e-05,1.2446771100663891
2013-10-08,5.7418241986777646e-05,0.544587955067552,0.0002939827183651669,1.2198396815203376,7.075446931080049e-05,5.028922822862831e-05,1.232264640340154
2013-10-09,4.671951297786224e-05,0.5395574231466289,0.0002874932858486733,1.2239772175209198,6.253176377602351e-05,5.112295876089171e-05,1.3384506770362483
2013-10-10,5.493659376391755e-05,0.5821633119445613,0.00030634736861956196,1.1938410076081565,7.552361574825375e-05,3.913000561395205e-05,1.3747415078700747
2013-10-11,5.397060840252837e-05,0.5910231603632276,0.0003093731916755622,1.172255662559008,7.637029983437895e-05,3.835863646773107e-05,1.4150349995091258
2013-10-14,5.390763459317086e-05,0.5930930989586193,0.00031009246114508976,1.1963373754263522,7.668203198768362e-05,3.9398721475562505e-05,1.4224707236068908
2013-10-15,5.553151341989191e-05,0.5514267676560168,0.00034511540332287527,1.629352068723652,7.63378229851618e-05,6.006820596545276e-05,1.374675716254059
2013-10-16,4.144281603770634e-05,0.5731147292153369,0.0003127078142334401,1.679784647653214,6.524324690641401e-05,5.618540063440825e-05,1.5742956957136571
2013-10-17,4.1583055321708076e-05,0.57654648919801,0.00028951766740586645,1.6915038036266354,6.326012787302792e-05,5.541520716066663e-05,1.5212958110849426
2013-10-18,4.3823960134694674e-05,0.5550459751622606,0.00025866607002273577,1.6938533138591425,5.909551205300926e-05,5.49569120963185e-05,1.3484749409085093
2013-10-21,4.4710412594374516e-05,0.5528580877309839,0.0002531185821244504,1.6852788351013823,5.881390566007947e-05,5.4693545348906746e-05,1.315440906208042
2013-10-22,4.4371990394003997e-05,0.5377028826352538,0.000250175710383281,1.726892114264328,5.665254060246326e-05,5.5794182036989515e-05,1.2767635641181139
2013-10-23,3.6244305626284386e-05,0.5794678329445687,0.000239032088061471,1.7546241942192136,5.393582514858193e-05,5.535592925271233e-05,1.4881185945377209
2013-10-24,4.040389782719303e-05,0.5982077028826511,0.00022919931810110364,1.759946564339273,5.7566562060155394e-05,5.539167976146925e-05,1.4247774387106626
2013-10-25,3.967999624918889e-05,0.6203768756141812,0.00022497744927894693,1.783935349213656,5.861528847882984e-05,5.619426242371287e-05,1.477199950088907
2013-10-28,4.081308187982178e-05,0.6282655704540302,0.00023359077564032534,1.7279579933307057,6.134381765228332e-05,5.8813016549745685e-05,1.5030430152987797
2013-10-29,4.2024721372673885e-05,0.632229620810884,0.00022925503994815068,1.7466063347707548,6.20564184063069e-05,5.866128284662694e-05,1.4766646007237638
2013-10-30,3.243679795796633e-05,0.6320160642559081,0.00019180054553760738,1.7340175284163182,4.9850787577595987e-05,5.7466144662431036e-05,1.5368590833841187
2013-10-31,3.3498134377451295e-05,0.6428409382632391,0.00019003914440385617,1.6402259880583177,5.1290315405894977e-05,5.488541005864361e-05,1.5311394607223316
2013-11-01,3.528785039280735e-05,0.6509557037203044,0.00018993105146440135,1.619820759310388,5.32920006716376e-05,5.4142768235810515e-05,1.5102081900262194
2013-11-04,3.477448195487655e-05,0.6522653370034491,0.00018272765298940082,1.6235973420080418,5.199442408614529e-05,5.401340956124904e-05,1.495189034120289
2013-11-05,3.766596277267884e-05,0.6561110188825192,0.0001819297366968924,1.6273515032982315,5.431299018032158e-05,5.3645182407555625e-05,1.4419647390433286
2013-11-06,3.8333959556374354e-05,0.6788337171647696,0.00016847549673459523,1.760929868198599,5.455362551986469e-05,6.535386507594974e-05,1.4231148086760386
2013-11-07,4.0431492315281525e-05,0.6808761800971385,0.0001742692280693977,1.8477761671536603,5.715291428381615e-05,6.510946176268353e-05,1.413574197018065
2013-11-08,4.3778322206368926e-05,0.7031522755060577,0.00021291930533351007,1.6166235650479257,6.788697598029679e-05,5.2014293258441253e-05,1.5506984406638706
2013-11-11,4.088414418239951e-05,0.6993613108096839,0.00020659669397274266,1.5685804030207045,6.427480126611611e-05,5.062093246424781e-05,1.572120501761321
2013-11-12,3.99781619662566e-05,0.6965422886150157,0.00019619463705058794,1.5327374069072597,6.168825225350602e-05,5.008608369513854e-05,1.543048735096269
2013-11-13,4.4902541372157916e-05,0.7070747472000763,0.00019074564471629733,1.5372429626156274,6.543771154926382e-05,4.857789436791966e-05,1.4573275709922036
