Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_USO,Predicted_Covariance,Future_Cov_45_USO,Beta_Predicted
2013-04-12,6.98842565011876e-05,0.5979551054845028,0.00028371077626554534,0.9292240458087596,8.419691302055127e-05,6.789289973364824e-05,1.2048051626494796
2013-04-15,9.593981606210937e-05,0.6944226678177168,0.00034559027661884713,0.816238066000353,0.00012644570643334686,4.926509707668444e-05,1.3179690312465122
2013-04-16,8.836558039441448e-05,0.6895035287502705,0.0003496686385915309,0.8120614760148991,0.00012120105540251338,4.9815626706442455e-05,1.3715867067419205
2013-04-17,8.959564094882932e-05,0.7411080347633443,0.0003564031563593462,0.8668364053267608,0.00013243285229196507,6.16044503563175e-05,1.4781171370558233
2013-04-18,9.719405369416862e-05,0.6578273645594729,0.00038325436082958954,0.9319545724923298,0.00012696246212535466,6.5373506312033e-05,1.306278082863541
2013-04-19,7.72897485213767e-05,0.5896955011620615,0.00034786323266413754,0.8793972879815118,9.669255271229331e-05,6.381612041647874e-05,1.2510398152680002
2013-04-22,7.797978274745508e-05,0.5610824478099491,0.00034360889877065243,0.8495662106901406,9.184381069900881e-05,6.299576818027581e-05,1.1777900304807685
2013-04-23,8.499754389235151e-05,0.5446484776563286,0.0003153552681293085,0.8532979882255063,8.917015622312301e-05,6.31084808874909e-05,1.049090975335194
2013-04-24,7.773768893068322e-05,0.48590225261888065,0.0003383324034772507,0.8676670811714258,7.880186972199378e-05,6.47589114030161e-05,1.0136893803501088
2013-04-25,6.90805921567358e-05,0.44145445461145116,0.00032276661453896013,0.8539658466609753,6.591863912478341e-05,6.385827216467437e-05,0.9542280554749981
2013-04-26,7.034557142953508e-05,0.45972524649956703,0.00028122817845457426,0.866558230361601,6.46615561555051e-05,6.53059117813537e-05,0.9191986764977288
2013-04-29,6.776168711759701e-05,0.4792134401836021,0.0002779360440903218,0.8447043663467394,6.576480414302733e-05,6.29218757871113e-05,0.9705307960956729
2013-04-30,5.8041023931509805e-05,0.45706576718339076,0.000274808660934989,0.8565430260798648,5.7724666950038415e-05,6.371534548616678e-05,0.9945494245269569
2013-05-01,6.311211636341748e-05,0.4946646754340034,0.00029480487516050994,0.8343240254022248,6.747371159180077e-05,6.245058264383344e-05,1.0691086827649383
2013-05-02,6.214021471172626e-05,0.5161514016271026,0.00033912908053708343,0.754236959510963,7.492832117038384e-05,5.5615491775028714e-05,1.2057943719374433
2013-05-03,7.476459886581012e-05,0.545948029855403,0.00031858031429497655,0.7413839911091321,8.425753996845244e-05,5.3883305025483264e-05,1.1269710698198294
2013-05-06,7.535412832838797e-05,0.5678508709018232,0.00029695994702044374,0.7405641218029128,8.494479252496668e-05,5.375237112853279e-05,1.1272745688833832
2013-05-07,7.392273390092128e-05,0.5926376512657895,0.00028658412928013406,0.6642309515260095,8.62589798313791e-05,5.0441655063507256e-05,1.1668802718659204
2013-05-08,6.958015556766957e-05,0.5978176900295054,0.00028421859893215646,0.65536667756175,8.406935335713488e-05,4.9538359281191216e-05,1.2082375020759184
2013-05-09,7.111722928104653e-05,0.6137029381929289,0.00028386424564555397,0.6474197697603421,8.719688361411841e-05,4.8914225230353776e-05,1.226100686087292
2013-05-10,7.562958883543677e-05,0.6049919735036048,0.0002543924013598591,0.656792039440768,8.391653633013311e-05,4.980736421646529e-05,1.1095728222551626
2013-05-13,7.357910230951406e-05,0.7292790547567127,0.0002382014934752143,0.6604125685622686,9.654798696696879e-05,5.013897331626338e-05,1.312165872326561
2013-05-14,7.590263764609063e-05,0.7684876441165602,0.00022548148656189983,0.7265500969374044,0.00010053580690700462,5.39931346331888e-05,1.324536406439134
2013-05-15,7.650099964197039e-05,0.882692629445815,0.00021532097846567295,0.7337150692267114,0.00011328860462196391,5.4155177908140394e-05,1.4808774414996129
2013-05-16,7.639729836462006e-05,0.9156547745260794,0.00021176787744898033,0.7396132109644419,0.00011646644158216976,5.418016722757654e-05,1.524483772008696
2013-05-17,7.425705624970095e-05,0.7929963703869451,0.00020462952132676475,0.7343132415042609,9.775167502776798e-05,5.248494812528582e-05,1.3163957738785486
2013-05-20,7.217439206379002e-05,0.7185630596235639,0.0002005648467060637,0.7565220436996365,8.645375522213503e-05,5.433528801811529e-05,1.1978452848722918
2013-05-21,7.13709588975209e-05,0.6503325255606707,0.00019951988234118538,0.7621212085624965,7.760493350243228e-05,5.4796330858025664e-05,1.0873460956838554
2013-05-22,7.35750525384875e-05,0.6248506161290998,0.00019696366148292148,0.7201005627896443,7.522021100541091e-05,5.079525763700904e-05,1.02236027580222
2013-05-23,7.454058968752127e-05,0.5807706835131046,0.00018938509081848937,0.7249244206250792,6.900395622702683e-05,5.115604371699554e-05,0.9257232404022514
2013-05-24,7.630250921850573e-05,0.5489687055280739,0.000177914237878925,0.7243297500875232,6.396204640082269e-05,5.1090034974452805e-05,0.8382692398444729
2013-05-28,7.438631671877e-05,0.5314071847116328,0.0001686672719264271,0.7146887783399136,5.9523623304263196e-05,4.9901697840183075e-05,0.8001958684055064
2013-05-29,7.273626036607267e-05,0.5558921535153744,0.00017340733498738515,0.7207665144508396,6.243092364153456e-05,5.148738022054406e-05,0.8583191289643898
2013-05-30,7.309916508279677e-05,0.5499399287810667,0.00016174047233195407,0.7174691900600747,5.9797195354389e-05,5.112261735109803e-05,0.8180284314692088
2013-05-31,7.696255068093324e-05,0.5818134819291818,0.0001668017349339104,0.6599735087439619,6.592100027447629e-05,4.358960626947165e-05,0.8565334658380496
2013-06-03,7.835861755638394e-05,0.5720072225957742,0.00016945469804199845,0.6619996570807689,6.591309461165311e-05,4.4037066052520054e-05,0.841172249679169
2013-06-04,7.696792659140356e-05,0.5620314895713401,0.0001676257512777211,0.6828360190971146,6.383897587809432e-05,4.519051545767779e-05,0.8294230948560385
2013-06-05,8.390672708275947e-05,0.5218299591535609,0.00016656945734629057,0.7282992727892733,6.169146519895274e-05,4.4579003361482785e-05,0.7352386077233686
2013-06-06,8.864935953499249e-05,0.5045134888330942,0.00015312296958013572,0.6900992029479263,5.878015876985064e-05,4.14791682060103e-05,0.6630635469695458
2013-06-07,8.584609796353898e-05,0.540935804579897,0.0001574957053677714,0.6619873519264494,6.28985112314818e-05,3.770882169214335e-05,0.7326892278574665
2013-06-10,7.344670994631798e-05,0.5170606660073629,0.00015780445714713335,0.6602336343888537,5.566565289137279e-05,3.768555299860947e-05,0.75790532934775
2013-06-11,7.540176794643908e-05,0.5011021963123337,0.0001589257049785496,0.6385157335165641,5.485473785982962e-05,3.515967316189798e-05,0.727499359150241
2013-06-12,7.564969572692771e-05,0.46581826515155,0.0001592686147616219,0.6123313626442779,5.1131108459189515e-05,3.563140100768538e-05,0.6758931145441377
2013-06-13,7.668406692361186e-05,0.46485627990699246,0.0001596964611487409,0.6232133988059156,5.144212700694963e-05,3.3413258897677724e-05,0.6708320133593493
2013-06-14,7.978958283363962e-05,0.45086788597556193,0.00017666917801453287,0.6727604666679675,5.353068419414537e-05,3.608777214585815e-05,0.6708981585447845
2013-06-17,6.406673037804978e-05,0.45965154819289267,0.00015064673797778708,0.6483340297564467,4.5156978336178955e-05,3.4268459535303606e-05,0.7048428735119345
2013-06-18,5.269216623890948e-05,0.3720987618563851,0.00012040185564061858,0.6698393047994399,2.963792821137045e-05,3.504867592945997e-05,0.5624731402575154
2013-06-19,5.313666894497608e-05,0.4038573772118069,0.00012217946834357633,0.696615858053732,3.2540505772479436e-05,3.4631349338411356e-05,0.6123926549888868
2013-06-20,6.610900161714408e-05,0.4914841982259551,0.00013766556689771484,0.4079382999049033,4.6887008250551284e-05,1.419605193427978e-05,0.7092378814323532
2013-06-21,6.524441916700448e-05,0.5597715635981939,0.0001331060783423998,0.3832332373764458,5.2165270197092164e-05,1.3447828123915818e-05,0.7995361268151694
2013-06-24,5.5679700730278476e-05,0.4691879338691471,0.00013847104133804294,0.2203479453275833,4.1197869738809725e-05,8.270858973015064e-06,0.7399082466046092
2013-06-25,5.683904438603972e-05,0.41448350747117163,0.00013397211986023103,0.2353102875607095,3.616911254427488e-05,8.458812843903129e-06,0.6363427276964988
2013-06-26,5.616484134519195e-05,0.38701840112894553,0.00013675575172742633,0.2464783211239914,3.391850353575304e-05,8.393476271810141e-06,0.6039098967143557
2013-06-27,5.600093181678947e-05,0.3985307185660427,0.00012830367180725479,0.2154718639590392,3.3781503261677964e-05,7.259093260111313e-06,0.6032310921574707
2013-06-28,5.651835513949762e-05,0.389965577547124,0.0001225300719984333,0.2069938138893437,3.2452067803757855e-05,6.953645359817103e-06,0.5741863457218496
2013-07-01,4.0959150997653995e-05,0.3370496866162061,0.00013022268095993857,0.093647762474829,2.4615729834362217e-05,3.2119651088849e-06,0.6009824235803161
2013-07-02,4.708768430286185e-05,0.2881687879940269,0.00013319862650379175,0.1104113723576457,2.2821830722642524e-05,3.7819382924100886e-06,0.4846666609437721
2013-07-03,4.5307854285029834e-05,0.2710601170123415,0.00013529883957821243,0.1109704948825349,2.1222639888966444e-05,3.8010447156902004e-06,0.4684097321284671
2013-07-05,5.048108536897671e-05,0.26893980196097284,0.00013112852260199523,-0.0857070691198915,2.188104235265496e-05,-2.8921144181121465e-06,0.4334503149589968
2013-07-08,5.858594159480322e-05,0.2717909332076131,0.00010762654433064711,-0.1420985395857739,2.1581984190419827e-05,-4.858924757306227e-06,0.3683816219885459
2013-07-09,6.185296409698371e-05,0.29250005381860866,0.00010835983833087042,-0.1803946213037671,2.3946408279002072e-05,-6.016457630714678e-06,0.38715053722332166
2013-07-10,6.043816195282401e-05,0.30756853103709114,0.00012085535094699558,-0.196867920346333,2.6286360786616642e-05,-6.611389888226168e-06,0.43492985122768774
2013-07-11,6.428746384905295e-05,0.27582183253597137,0.00012998096956939442,-0.1012946262321084,2.5213415003642634e-05,-3.0122231201253432e-06,0.3921980039972298
2013-07-12,6.999194674271863e-05,0.2746408559148977,0.00013512758831798701,-0.1815323144092391,2.670921926128855e-05,-5.5213033210589125e-06,0.38160417739869695
2013-07-15,7.060701256657018e-05,0.28775253405436424,0.00013350572715523285,-0.2181686838751367,2.793785271270989e-05,-6.658397408826055e-06,0.39568099112491606
2013-07-16,3.5042919617133015e-05,0.1886868773989286,0.00013391987829493887,-0.0351073491088523,1.2926006249400719e-05,-1.1525487169556913e-06,0.3688621379333073
2013-07-17,3.792838595062833e-05,0.12184399958513062,0.00013142648782841273,-0.0192516320535248,8.60256134736247e-06,-6.329348012652028e-07,0.22681063619634356
2013-07-18,3.7451029819475974e-05,0.12012052535885367,0.00013098120947227382,1.5397673705167837e-05,8.413052582320924e-06,5.504419231342135e-10,0.22464142168784404
2013-07-19,4.0860668714576163e-05,0.1080729762595503,0.0001314176019850264,0.0352861495132584,7.919479079410723e-06,1.2779062676078476e-06,0.193816678202959
2013-07-22,3.950888193740232e-05,0.1018926577550004,0.0001397069127492303,0.0522718817192316,7.57005802121118e-06,1.8956693043152336e-06,0.1916039546045657
2013-07-23,3.3171208880188284e-05,0.13980099062509538,0.00013919642573640066,0.0743872648994416,9.499591718131519e-06,2.7042062270311315e-06,0.28638063063795094
2013-07-24,3.471216593235655e-05,0.11584497171374901,0.00015197336182187462,0.0464785241489458,8.413985897268918e-06,1.6898352526870956e-06,0.24239299597913933
2013-07-25,3.488954269695917e-05,0.18722284548597928,0.0001473839232276109,0.0471932622675751,1.342553300361119e-05,1.7334539017200635e-06,0.3848010597393501
2013-07-26,3.343176772700175e-05,0.21509244123552806,0.00013720133474344503,0.0617034574509431,1.4567465133245113e-05,2.3034482590209006e-06,0.435737208160831
2013-07-29,3.360094972876798e-05,0.25191064374431016,0.0001394562070329492,0.0358989402256219,1.7244127236160037e-05,1.3835446543229442e-06,0.513203566427654
2013-07-30,3.816574763863081e-05,0.16769519977515607,0.00014592475930041884,0.0230238219056005,1.2514745182540478e-05,8.878915074635281e-07,0.32790514942967436
2013-07-31,3.750748633018741e-05,0.1373311364352561,0.00015263710430182432,0.0538246997258142,1.0391016942616717e-05,2.1792279241130182e-06,0.2770384784291354
2013-08-01,4.226173154810077e-05,0.11602609689099154,0.00015209589105116277,-0.0887110021213214,9.302251285707654e-06,-3.4373015564204903e-06,0.2201105100277344
2013-08-02,4.130983358011611e-05,0.11306597014510689,0.00015887074786183534,-0.0569744094255455,9.159686424311744e-06,-2.2921465227295643e-06,0.22173138041206314
2013-08-05,3.7225611971094185e-05,0.1703100813188777,0.0001440478359767916,-0.0836055641427987,1.2471383911480773e-05,-3.597805266549794e-06,0.3350215953780651
2013-08-06,4.1983018398946586e-05,0.12079708980394072,0.00014182137234424,-0.1247115549058981,9.321035090946087e-06,-5.298698611470294e-06,0.22201917457130632
2013-08-07,4.81253999850549e-05,0.12273101095678698,0.00015035432107589415,0.0256346724909143,1.0439974661357591e-05,1.355915307433975e-06,0.2169327354079067
2013-08-08,4.5117615842124565e-05,0.10012404182975854,0.00015180015387447317,0.0066953448625553,8.286050006046533e-06,3.5835809431452224e-07,0.18365442968088241
2013-08-09,4.7210405389653165e-05,0.08814703130395861,0.00015953165916986407,0.0385376860974309,7.649798507183939e-06,2.0676269166484674e-06,0.16203628085897567
2013-08-12,4.729046229109182e-05,0.08195424546083853,0.0001523592044923487,0.0721875279923816,6.956528746980065e-06,3.960609042418327e-06,0.14710215146893324
2013-08-13,5.1414947954433665e-05,0.11261402881141873,0.00015015496813015607,0.1307709614643898,9.894800654833125e-06,7.707815598679196e-06,0.19244988176594793
2013-08-14,5.361675369996386e-05,0.13647748944329835,0.0001470875486865254,0.1096160699397353,1.211990561500643e-05,6.47903770382485e-06,0.2260469867838082
2013-08-15,5.120699157562921e-05,0.14740422685276267,0.00014679201700810497,0.1560668790136443,1.27798509001115e-05,8.561068919871781e-06,0.24957238273286447
2013-08-16,4.9139520575593413e-05,0.12069022282050612,0.00014567841518705872,0.1726664456012643,1.0211396755964477e-05,9.399926549433736e-06,0.20780415918498535
2013-08-19,5.1240075352845624e-05,0.11646796340958664,0.0001447760765076584,0.1355620932231839,1.0031358758370289e-05,7.261758835669637e-06,0.1957717409526252
2013-08-20,5.687877447837599e-05,0.09678632290937991,0.00015393650733811124,0.1871206275963747,9.056490169751106e-06,1.0125234326846654e-05,0.15922442515343183
2013-08-21,5.746511661394483e-05,0.0928140924362413,0.00015347038255295568,0.1681957915939918,8.716223471038909e-06,8.904335974430299e-06,0.15167851358581907
2013-08-22,5.43081375808944e-05,0.141661979472178,0.0001519294798321478,0.1488200048182626,1.2867873600434525e-05,7.711146460923589e-06,0.23694190546061816
2013-08-23,4.6628310947370826e-05,0.08950015329493415,0.00012589527330140513,0.1389031327861672,6.85730290219292e-06,7.183701059766684e-06,0.14706307740661523
2013-08-26,5.7057237442025364e-05,0.11020436947754722,0.0001322963374603697,0.1391688750151261,9.574764368949642e-06,7.165923477703958e-06,0.16780981341198573
2013-08-27,6.26349019454684e-05,0.07564220479398914,0.00014738316758530415,0.4334134167065248,7.267688806488607e-06,1.962315687456035e-05,0.11603257258734194
2013-08-28,6.352118414260544e-05,0.09282509461811553,0.00014883722937714222,0.4269229469669756,9.025691430371763e-06,1.9487104984415287e-05,0.14208947065767905
2013-08-29,6.345432123592429e-05,0.10622325664999055,0.0001590167081865033,0.4213112888760995,1.0670176245726783e-05,1.923743179168615e-05,0.16815523415741662
2013-08-30,6.533098257867051e-05,0.10599222289265754,0.00014841607836358684,0.4259121624031698,1.0436961257590043e-05,1.9256352375487838e-05,0.15975515514437613
2013-09-03,6.741624909395761e-05,0.11203894592938392,0.000144304678259484,0.4273526880321671,1.1050743854686581e-05,1.9465670218350718e-05,0.16391810584545022
2013-09-04,5.29054408502055e-05,0.12352242067185122,0.00014436862292561918,0.4947507356852669,1.079524168311796e-05,2.2171214159277973e-05,0.20404785424023225
2013-09-05,5.526096611110341e-05,0.16584380397625864,0.0001402054423933039,0.4740660139654874,1.4597918119635967e-05,2.3370800648371266e-05,0.2641632810089951
2013-09-06,5.903493096893949e-05,0.19559895467353602,0.00014811222948190025,0.4737234673308291,1.829011848969805e-05,2.491956131669751e-05,0.3098185801101584
2013-09-09,5.950680039687122e-05,0.12469802832922601,0.00014561482897309104,0.5101617378012323,1.1607686992709621e-05,2.607263126027449e-05,0.1950648819175957
2013-09-10,6.058865375686932e-05,0.14198139391746975,0.00016233527712497856,0.5744071507116523,1.4081001358298829e-05,2.8985550775302144e-05,0.2324032716555016
2013-09-11,5.2548421709793746e-05,0.22121838800239596,0.00015918824714050838,0.5895859702604722,2.0232826711439234e-05,3.0333435937106914e-05,0.38503205335410345
2013-09-12,5.463125330927889e-05,0.27967706563380185,0.00014983388313421695,0.6183181419229312,2.530360816664633e-05,3.179573873672593e-05,0.46317092568602336
2013-09-13,5.629719144726608e-05,0.38280412241090056,0.00014495222819754127,0.6170900871708818,3.4580591575692774e-05,3.1847363182214366e-05,0.6142507412307525
2013-09-16,5.4138744378514925e-05,0.3876302417409278,0.00015474659455397307,0.6588603953790207,3.547989221615024e-05,3.403870185424497e-05,0.6553512207097014
2013-09-17,5.7555509167455784e-05,0.4126213664044124,0.00015978439391115389,0.661553754940186,3.956966220815664e-05,3.4167102524376175e-05,0.6875043376478533
2013-09-18,6.204530316157312e-05,0.5151707474887769,0.00017496908613125547,0.5566665945273788,5.367676231306224e-05,2.751134089485524e-05,0.8651220894719744
2013-09-19,6.178297806302708e-05,0.490630541943941,0.0001736129504090944,0.5916457420836694,5.0813610899274536e-05,2.986303707234976e-05,0.8224532467087894
2013-09-20,6.675064824066973e-05,0.48148764920654835,0.00016053609883873732,0.5961948488902,4.984243460491847e-05,2.8020513563612368e-05,0.7466958886333414
2013-09-23,6.644616634370019e-05,0.5159686875857276,0.00016693398070137763,0.577415228913028,5.434138285205721e-05,2.6742745317373054e-05,0.8178257052629698
2013-09-24,6.687102886618699e-05,0.5361950553662338,0.0001608534526839925,0.5835309139393174,5.561052575665396e-05,2.6856520388988342e-05,0.8316086457699644
2013-09-25,5.221698153901886e-05,0.49934592431176844,0.00015377237258306788,0.5677491368824586,4.4745209804510725e-05,2.5895683024579345e-05,0.8569091603097568
2013-09-26,5.0374063840171386e-05,0.4672759378104649,0.00013733912216370685,0.5478073343978622,3.886637579237374e-05,2.4974495182802645e-05,0.7715552971007135
2013-09-27,5.122431082106018e-05,0.46733169020719617,0.00013232983283797712,0.5323387707391283,3.8476200210632736e-05,2.4022670399171623e-05,0.7511316324984849
2013-09-30,5.1567877421329924e-05,0.48097703480483645,0.0001276595444689839,0.4545431150789906,3.9024793506301436e-05,2.0380504295196285e-05,0.7567655575088628
2013-10-01,5.3629225784131454e-05,0.466907643087659,0.00012798041935966313,0.4655993268087274,3.8681518207832213e-05,2.0457430746683914e-05,0.7212768344546534
2013-10-02,4.9785428743887e-05,0.41446506804579986,0.00013251059517189448,0.4753168210319432,3.366389482569327e-05,2.1180417889743043e-05,0.6761796709409028
2013-10-03,5.1677659876475144e-05,0.4038874083732676,0.00012142544435134703,0.4710533281783536,3.1993855877955324e-05,2.0751664990810547e-05,0.619104192303407
2013-10-04,4.988490741732951e-05,0.2941510444838292,0.00010352844908100498,0.4598008709868458,2.1139019245069387e-05,1.9900009349214e-05,0.42375580790846384
2013-10-07,5.300164613196136e-05,0.2948266850111559,0.00010288427471163545,0.4248788264548179,2.177138052627676e-05,1.7623374431592374e-05,0.4107680065647632
2013-10-08,5.7418241986777646e-05,0.26755469976803054,0.00010462304371003265,0.5288605725201518,2.0737251982034266e-05,2.180285691267338e-05,0.3611613881666678
2013-10-09,4.671951297786224e-05,0.28413166050515676,0.0001172650863646507,0.5095901147569306,2.1030671838555634e-05,2.128450926108141e-05,0.45014749722500086
2013-10-10,5.493659376391755e-05,0.3522975944053213,0.00012119724909056012,0.4340036817770309,2.8746628934324307e-05,1.4225149241971026e-05,0.523269226662632
2013-10-11,5.397060840252837e-05,0.3280868499690857,0.00012360121553253825,0.4995167173744979,2.679654805506634e-05,1.6345222960574296e-05,0.4965026122220071
2013-10-14,5.390763459317086e-05,0.33346359829246874,0.00011029513686384955,0.4897561236364839,2.5712940928500737e-05,1.6129033082518503e-05,0.4769814354228428
2013-10-15,5.553151341989191e-05,0.341956884113104,0.00011324846704437966,0.4403188393567648,2.7117975996688377e-05,1.623293285758066e-05,0.4883348989904256
2013-10-16,4.144281603770634e-05,0.3051699264883512,0.00011642014308362649,0.357366367057767,2.1197294149116493e-05,1.1953182531138822e-05,0.5114829583450685
2013-10-17,4.1583055321708076e-05,0.2435588578811419,0.00012000743930446137,0.4159132969417965,1.72054569520172e-05,1.3625698896739102e-05,0.4137612500790734
2013-10-18,4.3823960134694674e-05,0.28013522111979167,0.000118082000602385,0.4014990896760078,2.0151871114242064e-05,1.3026600354079467e-05,0.45983683474301484
2013-10-21,4.4710412594374516e-05,0.29710366273194294,0.0001287674469651379,0.3954983725528621,2.2543190823319078e-05,1.283538825985281e-05,0.5042044909725453
2013-10-22,4.4371990394003997e-05,0.2826787830130542,0.00014061020360650248,0.4592069803284592,2.2328322003978667e-05,1.4836524900119231e-05,0.5032075822092467
2013-10-23,3.6244305626284386e-05,0.30904714450544296,0.0001313530343526586,0.4090954951940307,2.132380400130859e-05,1.2906388367476706e-05,0.5883352883395995
2013-10-24,4.040389782719303e-05,0.31215847366342486,0.0001257188223324486,0.4172001918009485,2.2247791853020745e-05,1.3130750608520581e-05,0.5506347914296357
2013-10-25,3.967999624918889e-05,0.3003467536989064,0.0001229205821157163,0.3776513780039877,2.0975921912269403e-05,1.1896081687930689e-05,0.528627114290571
2013-10-28,4.081308187982178e-05,0.30161109964109517,0.00011813237216765088,0.5651088287429638,2.0942642430248563e-05,1.92341220246935e-05,0.5131355307084203
2013-10-29,4.2024721372673885e-05,0.30062428656192824,0.0001172625335994357,0.5904407284311947,2.1103579323954735e-05,1.9830462013763823e-05,0.5021705947032669
2013-10-30,3.243679795796633e-05,0.4784035451156186,0.00010148596091443474,0.5505582509449272,2.7448357477363305e-05,1.8245755637079176e-05,0.8462104524907987
2013-10-31,3.3498134377451295e-05,0.4718093803928393,9.978789130838272e-05,0.5395239739446123,2.727820595364321e-05,1.8053606492037887e-05,0.8143201542592496
2013-11-01,3.528785039280735e-05,0.458839134962577,0.00010271208495581414,0.5613607674429462,2.7623825800091072e-05,1.876357353345667e-05,0.782814070355546
2013-11-04,3.477448195487655e-05,0.45359358581177034,0.0001023110185845769,0.567841685780944,2.7055679353753175e-05,1.889080792784656e-05,0.7780325639030565
2013-11-05,3.766596277267884e-05,0.44072462062600576,0.00010127552377713822,0.5484309372660952,2.7220374626891697e-05,1.8078870857315075e-05,0.7226783181189811
2013-11-06,3.8333959556374354e-05,0.4327515015785238,0.00010909037624598759,0.539631857751992,2.7984892531131452e-05,2.0027502661582554e-05,0.7300287487906527
2013-11-07,4.0431492315281525e-05,0.40241455499241646,0.00010358687229028014,0.5691410134699716,2.604269508474685e-05,2.0054628754726403e-05,0.6441190664363315
2013-11-08,4.3778322206368926e-05,0.42166537889309536,9.177730615620993e-05,0.6784324334389373,2.672791947394697e-05,2.1828324361883593e-05,0.6105286389906134
