Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_NFLX,Predicted_Covariance,Future_Cov_45_NFLX,Beta_Predicted
2013-03-28,6.422356192814954e-05,0.2636932881336159,0.0017317074767785098,1.193586824610089,8.793940765646048e-05,7.127703864318346e-05,1.3692701715118691
2013-04-01,6.678777769649997e-05,0.3590304225681539,0.0017380204631036052,1.087285983923106,0.00012232273685067066,6.51587363130488e-05,1.8315138049140542
2013-04-02,6.451960799026473e-05,0.31179884544594094,0.001478926525840801,1.1309224119088743,9.631494078395428e-05,7.306628152659501e-05,1.4928010845708657
2013-04-03,6.836168011312682e-05,0.33812408226559265,0.0012526822360690976,0.8815325480932313,9.894706738163772e-05,5.5853623116875205e-05,1.4474054355875594
2013-04-04,6.901245142532413e-05,0.3250766937389704,0.0010442958088899626,0.8895992024464797,8.726926711185593e-05,5.886605597958572e-05,1.2645437933223809
2013-04-05,6.697476452894188e-05,0.2817221472721628,0.0008906661946083704,0.8633821556916872,6.880722959045322e-05,5.650290762430303e-05,1.0273605301101056
2013-04-08,7.273438811092278e-05,0.24591948006497769,0.0009239329643847934,1.003602346152458,6.37504211114969e-05,6.79947276254613e-05,0.8764825382771492
2013-04-09,7.022991067372413e-05,0.23744247209568048,0.0009761323081266497,1.0628772974524308,6.2168989289433e-05,7.385705364308732e-05,0.8852209648714953
2013-04-10,6.636144982931065e-05,0.26556038965772033,0.001008748734951715,1.2721853834749894,6.870885821395287e-05,9.05801481618938e-05,1.0353730726299686
2013-04-11,6.716170407401359e-05,0.2601385629667654,0.0010349754027492704,1.2518828390546433,6.85852308045219e-05,9.032566366668828e-05,1.0211955123851468
2013-04-12,6.98842565011876e-05,0.26234119300236286,0.0011095758995220667,1.3710663939849363,7.305243075241989e-05,0.00010017570427159579,1.0453345919360029
2013-04-15,9.593981606210937e-05,0.23028757029657906,0.0011807367359632278,1.7593124813419183,7.750799029273524e-05,0.00010618556496174854,0.80788137265719
2013-04-16,8.836558039441448e-05,0.22628891360538722,0.0012235101046362523,1.7285971426052789,7.44061142581022e-05,0.00010604018602683723,0.8420259780561047
2013-04-17,8.959564094882932e-05,0.2528975894879603,0.0012630628429626623,1.6452809214546114,8.507473593784706e-05,0.00011692705362292663,0.9495410160237118
2013-04-18,9.719405369416862e-05,0.2605564111360637,0.0012959433194260372,1.6103663185101518,9.247292930384756e-05,0.0001129618286074512,0.9514257898412533
2013-04-19,7.72897485213767e-05,0.2806279613899402,0.001351461741519254,1.630009609706596,9.069717632235562e-05,0.00011828657076236147,1.1734696781588143
2013-04-22,7.797978274745508e-05,0.2984800762421272,0.001434187752483296,1.4680270255357533,9.981811451739672e-05,0.00010885495329187481,1.2800512004588054
2013-04-23,8.499754389235151e-05,0.31407261399800673,0.0017188593088543205,0.7944154436533699,0.00012004758357081541,5.875362714353091e-05,1.4123653234363382
2013-04-24,7.773768893068322e-05,0.31248218175360487,0.001893023730193974,0.8102108331582125,0.00011987237222726639,6.047062600487252e-05,1.5420110100539988
2013-04-25,6.90805921567358e-05,0.3085453504921146,0.00205858209812475,0.8482672620360072,0.00011635394911707522,6.343214064037813e-05,1.6843218259201034
2013-04-26,7.034557142953508e-05,0.30487804073277475,0.0020416033083475106,0.9467634983555214,0.00011553942613533743,7.13503736218756e-05,1.6424548665593381
2013-04-29,6.776168711759701e-05,0.31854260901570025,0.002029158510843914,0.9693940668907194,0.00011811841890545147,7.22099890751867e-05,1.7431445988123477
2013-04-30,5.8041023931509805e-05,0.3241899655053454,0.0019196707238222379,0.9677303479640468,0.0001082132577863363,7.198619518294756e-05,1.8644270975307273
2013-05-01,6.311211636341748e-05,0.32440101517277614,0.0018375585593144003,0.973949857235228,0.00011047376889511663,7.290181535992029e-05,1.7504367665152807
2013-05-02,6.214021471172626e-05,0.3261205930381639,0.0018069432830798498,1.0249843207799654,0.00010927903686056699,7.557970521470188e-05,1.758588015305736
2013-05-03,7.476459886581012e-05,0.3192106591611666,0.001625051314485107,1.1805088063568556,0.00011126509124424713,8.579861024923628e-05,1.488205553592941
2013-05-06,7.535412832838797e-05,0.3106526503069774,0.001471645148192097,1.193210814386001,0.00010344991539186538,8.660682936314914e-05,1.3728500041966907
2013-05-07,7.392273390092128e-05,0.31081199234679163,0.001347703693215494,1.1658377522121195,9.810338360658169e-05,8.853364273675487e-05,1.3271070809971632
2013-05-08,6.958015556766957e-05,0.3057470042276095,0.001260261722768838,1.1600514841021303,9.05389140347616e-05,8.768686167861468e-05,1.3012174706437494
2013-05-09,7.111722928104653e-05,0.2944844572730777,0.0011916807734365994,1.1928039280008278,8.572939487901153e-05,9.011939813249908e-05,1.2054659010999926
2013-05-10,7.562958883543677e-05,0.30527688082729715,0.001134082048142579,1.1793442516963686,8.940504440840335e-05,8.943474517573404e-05,1.1821437321699677
2013-05-13,7.357910230951406e-05,0.30520351201542606,0.0010908121749146436,1.1891154577525684,8.646528107461239e-05,9.027845780707737e-05,1.175133677370675
2013-05-14,7.590263764609063e-05,0.30706539619725914,0.0010566714321416446,1.1519258108641297,8.696195503809739e-05,8.560467565224288e-05,1.1457039931019628
2013-05-15,7.650099964197039e-05,0.3082151753009249,0.0010308477173250597,1.0999934762705972,8.65535389427125e-05,8.119002171784658e-05,1.13140402540867
2013-05-16,7.639729836462006e-05,0.31922748323185113,0.001006952722984564,1.0571897950421272,8.854087606045446e-05,7.744415464399218e-05,1.1589529728901795
2013-05-17,7.425705624970095e-05,0.3307281827648221,0.0009858788195443963,1.1023607845866463,8.948532857663767e-05,7.879110075130487e-05,1.2050750877563647
2013-05-20,7.217439206379002e-05,0.32873295980231826,0.0009669461690422533,1.1431904515038112,8.68432295545762e-05,8.21067713218951e-05,1.2032415801690632
2013-05-21,7.13709588975209e-05,0.3330094339428286,0.0009605513746025908,1.161323573457823,8.719219317163719e-05,8.34988844943043e-05,1.2216760783168605
2013-05-22,7.35750525384875e-05,0.3365171171430036,0.0009552340082217027,1.0880570021282283,8.921283449565744e-05,7.675057985338626e-05,1.212541906769142
2013-05-23,7.454058968752127e-05,0.3380164463290763,0.0009541955881100413,1.0827342139047766,9.014734608397683e-05,7.640575652374885e-05,1.2093725909853952
2013-05-24,7.630250921850573e-05,0.3334614787769228,0.0009318948145912284,1.0881669885529393,8.891981067993146e-05,7.675301131355842e-05,1.1653589323687097
2013-05-28,7.438631671877e-05,0.3191485927009041,0.0009406874802546972,1.2232123394427288,8.442326481429361e-05,8.540832654325377e-05,1.1349300320040039
2013-05-29,7.273626036607267e-05,0.324098989161413,0.0009283446847990219,1.2554864208795211,8.421855554300584e-05,8.96846696087222e-05,1.1578620500853933
2013-05-30,7.309916508279677e-05,0.34280876768711305,0.0009408671331252404,1.2247542896833077,8.990260544953866e-05,8.72687576944633e-05,1.2298718507620332
2013-05-31,7.696255068093324e-05,0.33828029816666527,0.0009313182512660478,1.3707398262221593,9.056606281018267e-05,9.053395103179521e-05,1.1767549543107798
2013-06-03,7.835861755638394e-05,0.34295557361876217,0.0009160208116309819,1.384425185662258,9.18827359166158e-05,9.209373855966048e-05,1.1725926105128182
2013-06-04,7.696792659140356e-05,0.3467396762776017,0.0009077193733213418,1.454764332753902,9.16503727074882e-05,9.627721477481637e-05,1.1907605773769732
2013-06-05,8.390672708275947e-05,0.3620946140165427,0.0011230872848345833,1.5159581389038077,0.00011115454125856131,9.279139152678196e-05,1.3247393280985276
2013-06-06,8.864935953499249e-05,0.3368026215463737,0.0010961723478873824,1.6214541698845315,0.0001049911482687389,9.74592782656095e-05,1.184341870256782
2013-06-07,8.584609796353898e-05,0.3479384914847789,0.0010699350278866994,1.6641071760108417,0.00010544875558164801,9.479262797725037e-05,1.2283465187484093
2013-06-10,7.344670994631798e-05,0.38371384660739166,0.0010113169649657303,1.6667824146147627,0.00010457726770191947,9.513846879560812e-05,1.4238523111294534
2013-06-11,7.540176794643908e-05,0.40799870870332505,0.0009684535657154012,1.5589725308589553,0.00011025262903956775,8.584434458881793e-05,1.4622021743294487
2013-06-12,7.564969572692771e-05,0.3995357608336413,0.000937092610718658,1.5599745573834558,0.00010637767810660226,9.077450937003025e-05,1.4061877854815594
2013-06-13,7.668406692361186e-05,0.43678879473432225,0.0009112909647099899,1.464663060871786,0.00011546559278204718,7.852714037365385e-05,1.505731208766838
2013-06-14,7.978958283363962e-05,0.44163830932643816,0.0009281961056947381,1.436162782547974,0.00012018761215770329,7.703769443773212e-05,1.5063070627689972
2013-06-17,6.406673037804978e-05,0.4479173254260244,0.0009147233840040283,1.342373186722266,0.00010843239048748151,7.095271745607617e-05,1.6924914046281978
2013-06-18,5.269216623890948e-05,0.47055255867349427,0.000899501695928161,1.4139881595210322,0.00010244296958810236,7.398552520889267e-05,1.944178364647597
2013-06-19,5.313666894497608e-05,0.45983290090609796,0.0009072712807767511,1.538397022892574,0.0001009638229052655,7.647940267942518e-05,1.9000781364337167
2013-06-20,6.610900161714408e-05,0.4584959338024753,0.0009140519525229755,1.5280375460615832,0.00011270708772091035,5.317495407142806e-05,1.7048674910207986
2013-06-21,6.524441916700448e-05,0.45027640556623505,0.0009162300817024751,1.4147250162208922,0.0001100913376028417,4.9643342500730345e-05,1.6873678853825598
2013-06-24,5.5679700730278476e-05,0.4171145667788575,0.0009702560792148882,1.5329503964068212,9.694981602707665e-05,5.753998079019647e-05,1.741205767191841
2013-06-25,5.683904438603972e-05,0.3836039963291853,0.0010078550373394841,1.7388074455555205,9.181328834499398e-05,6.250575317385899e-05,1.615320759466257
2013-06-26,5.616484134519195e-05,0.3866369024726062,0.001013081982060457,1.90455385126521,9.222695429230476e-05,6.485693137668478e-05,1.6420762897819519
2013-06-27,5.600093181678947e-05,0.3867919552590803,0.0010346898431997699,1.949357050523761,9.310653242197802e-05,6.567244728387157e-05,1.6625889856008436
2013-06-28,5.651835513949762e-05,0.39101162232506054,0.0010361515983235941,1.9092985102053557,9.462286076595019e-05,6.41400072617277e-05,1.6741970025915245
2013-07-01,4.0959150997653995e-05,0.4184407772569951,0.0009798311963197667,1.7080307322911852,8.38272278632342e-05,5.858266094181429e-05,2.0466056014695115
2013-07-02,4.708768430286185e-05,0.432555318486751,0.0009171902214024985,1.6922251829067734,8.989282537305114e-05,5.7964058248323166e-05,1.9090517340982878
2013-07-03,4.5307854285029834e-05,0.44255425212423577,0.0009399585972838201,1.693020766762575,9.132877399073774e-05,5.7990618550170826e-05,2.0157382297601694
2013-07-05,5.048108536897671e-05,0.44483930637550295,0.000945255393519605,1.6491018459012898,9.717220973615513e-05,5.564758280083786e-05,1.9249231474700537
2013-07-08,5.858594159480322e-05,0.44530033310089717,0.0009738752076531618,1.7816446152998118,0.00010636564601334158,6.092164743731149e-05,1.8155489716115885
2013-07-09,6.185296409698371e-05,0.4558703489043308,0.0009975237151290787,1.5491650653146465,0.00011323566068467119,5.166720554685457e-05,1.8307232699005476
2013-07-10,6.043816195282401e-05,0.45672704003014114,0.0010215849041502855,1.595686919653275,0.00011348790572623329,5.358774729174297e-05,1.877752434212313
2013-07-11,6.428746384905295e-05,0.4563138057253882,0.001030882493473801,1.849423157446632,0.00011747118162903618,5.49967495905516e-05,1.827279761803307
2013-07-12,6.999194674271863e-05,0.445011281755739,0.0010489693281161769,1.739955240032564,0.00012058032567650634,5.292071924796982e-05,1.7227742803003332
2013-07-15,7.060701256657018e-05,0.45125337033069507,0.001051592055954411,1.698884042798296,0.00012296118084298072,5.184907800488011e-05,1.7414868066688083
2013-07-16,3.5042919617133015e-05,0.44778357437549227,0.0009534753595300817,1.7557387957001669,8.185082044949191e-05,5.763962667814278e-05,2.3357306224414534
2013-07-17,3.792838595062833e-05,0.45096633871220676,0.0008643488488591185,1.73411638329875,8.165275375907649e-05,5.701244473103642e-05,2.152813828285878
2013-07-18,3.7451029819475974e-05,0.4434545713706598,0.0008020285680672931,1.4383899695706208,7.685567432434512e-05,5.14201142521623e-05,2.0521645117586917
2013-07-19,4.0860668714576163e-05,0.43327567976386083,0.0007586211607444751,1.5556013613284256,7.628330900739522e-05,5.633691283867697e-05,1.8669128873111858
2013-07-22,3.950888193740232e-05,0.4332311794623923,0.0007239754195927936,1.5518696075604652,7.327047138568084e-05,5.6279427535317256e-05,1.8545316342226594
2013-07-23,3.3171208880188284e-05,0.42725014473872297,0.000706795729629254,1.4856341696455302,6.54198925547286e-05,5.400737852207168e-05,1.972188978430661
2013-07-24,3.471216593235655e-05,0.4263490136166497,0.0006941590709167095,1.4241677293289592,6.618134982479806e-05,5.177894261545872e-05,1.9065750594118898
2013-07-25,3.488954269695917e-05,0.41553081561986693,0.0006912627670612636,1.4115929396893294,6.453160364990588e-05,5.1849165990507124e-05,1.8495972908102978
2013-07-26,3.343176772700175e-05,0.4034736841265487,0.000682476821213697,1.443065895113403,6.094510608520199e-05,5.387101081644035e-05,1.822969894468925
2013-07-29,3.360094972876798e-05,0.4072106282682289,0.0006852804550076024,1.578130175292221,6.179154494042989e-05,6.0821114888874225e-05,1.838982095423514
2013-07-30,3.816574763863081e-05,0.4190746894770701,0.000662372914051107,1.569083887637073,6.66315017334348e-05,6.051020825486759e-05,1.745845577671623
2013-07-31,3.750748633018741e-05,0.44415383084533167,0.000621400757676804,1.6725056147709756,6.780758566865482e-05,6.77155833197667e-05,1.8078413752318232
2013-08-01,4.226173154810077e-05,0.45012135978643764,0.0006033973549483999,1.7104736556881108,7.187948663550158e-05,6.627603812740386e-05,1.7008173589312345
2013-08-02,4.130983358011611e-05,0.40464183653409036,0.0005968556650811484,1.828370377853516,6.353779893362225e-05,7.355745932452765e-05,1.538079276218756
2013-08-05,3.7225611971094185e-05,0.3783164083713183,0.0005984047710188925,2.0500486631727752,5.6464257908630996e-05,8.821991637361104e-05,1.516812079610019
2013-08-06,4.1983018398946586e-05,0.4137832313562048,0.000576500220218941,2.0532824931469342,6.437384577767729e-05,8.723911031021304e-05,1.5333305758523672
2013-08-07,4.81253999850549e-05,0.4382293283556416,0.0005947774659220789,2.065994216664628,7.414226825268104e-05,0.00010927829034829668,1.5406057565382427
2013-08-08,4.5117615842124565e-05,0.4515851776911269,0.0006081823196544761,2.001123151920859,7.480483082609362e-05,0.00010710705631036578,1.6579960937619238
2013-08-09,4.7210405389653165e-05,0.4651333333105068,0.0006200920654206836,2.116992096204327,7.958375302993231e-05,0.00011358102376405932,1.6857248391129942
2013-08-12,4.729046229109182e-05,0.4706256346369645,0.0006289634200598151,2.117228056221888,8.116616992826284e-05,0.00011616289984634497,1.716332765551168
2013-08-13,5.1414947954433665e-05,0.4906617376411903,0.0006440533355236164,1.9587511036892045,8.928691335202854e-05,0.00011545141323333505,1.7365944516983425
2013-08-14,5.361675369996386e-05,0.5091826244946496,0.000650796228738211,2.004958238206035,9.511441623791577e-05,0.00011850634698975223,1.7739682034867374
2013-08-15,5.120699157562921e-05,0.5128924751864212,0.0006652104013371489,1.935638548957308,9.466086614137445e-05,0.00010617970402378232,1.8485926087176365
2013-08-16,4.9139520575593413e-05,0.5149626363104189,0.0006825977209915933,1.9538290273640664,9.431344180153935e-05,0.00010636605904186991,1.919299185193575
2013-08-19,5.1240075352845624e-05,0.527465686835929,0.0006972662367648655,1.782572960522605,9.970074665496458e-05,9.548845579559904e-05,1.9457572216358516
2013-08-20,5.687877447837599e-05,0.4960674143847573,0.0007476506363639435,1.64554241703352,0.00010229753500896253,8.904150644027098e-05,1.7985186204715735
2013-08-21,5.746511661394483e-05,0.45952955340058643,0.0007893118871023286,1.6323438096951377,9.78678200929857e-05,8.641677398441143e-05,1.7030822498885612
2013-08-22,5.43081375808944e-05,0.4590346793274802,0.0008095958879814176,1.6706830799508392,9.62525177798603e-05,8.656686938708553e-05,1.7723406116898757
2013-08-23,4.6628310947370826e-05,0.4551182925166579,0.0008212678049212331,1.6413523460293404,8.90618131566612e-05,8.488638341781078e-05,1.9100373002398667
2013-08-26,5.7057237442025364e-05,0.45967175534288784,0.0008358804354657315,1.7442906912348273,0.00010038649003571804,8.981500795276046e-05,1.7593997630487912
2013-08-27,6.26349019454684e-05,0.45315997205490854,0.000868033840517444,1.845512413458034,0.00010566424897596265,8.355712630778491e-05,1.6869867389264335
2013-08-28,6.352118414260544e-05,0.4335996285124454,0.0008996802720468216,1.7850126126228156,0.00010365548617141358,8.147776648645964e-05,1.6318254700464399
2013-08-29,6.345432123592429e-05,0.4163057238386349,0.0009236866776527381,1.7916020764276073,0.00010078718685191291,8.180607463678804e-05,1.5883423680033448
2013-08-30,6.533098257867051e-05,0.39341658131128465,0.0009487654725901058,1.7879521197635424,9.794712456329825e-05,8.08369403080731e-05,1.4992446263203205
2013-09-03,6.741624909395761e-05,0.3784489003045127,0.000964193853440359,1.7361462634898337,9.648764791189537e-05,7.908046810593899e-05,1.4312224309219745
2013-09-04,5.29054408502055e-05,0.37223896769521325,0.0009762716884079315,1.6983964331650208,8.459746540340499e-05,7.611006579889163e-05,1.5990314803902894
2013-09-05,5.526096611110341e-05,0.37096052644416516,0.000986799419250986,1.7327910603568344,8.662662180624173e-05,8.542420937989416e-05,1.567591518977011
2013-09-06,5.903493096893949e-05,0.36686223278579194,0.0009968348027104073,1.731520272474969,8.899572203366778e-05,9.108420539975414e-05,1.5075095468561113
2013-09-09,5.950680039687122e-05,0.36690157893271697,0.0009860324247272089,1.7578849427535714,8.887476772379967e-05,8.983952051743238e-05,1.4935228768991682
2013-09-10,6.058865375686932e-05,0.36668663071104085,0.0009900775766318829,1.633629593553975,8.981013304611645e-05,8.243569647997866e-05,1.4822929290772384
2013-09-11,5.2548421709793746e-05,0.36940974601413246,0.0009837364487113296,1.6267256796031866,8.398999759063487e-05,8.369293314033647e-05,1.59833530404551
2013-09-12,5.463125330927889e-05,0.36851516336354556,0.0009897926358061469,1.616260769761326,8.569353402851814e-05,8.311288587769802e-05,1.5685807818354305
2013-09-13,5.629719144726608e-05,0.3586777183174737,0.0009929768465139403,1.6296120155473863,8.480419267463816e-05,8.410254318486013e-05,1.506366312324386
2013-09-16,5.4138744378514925e-05,0.35408742380026115,0.0009842068691650115,1.7108409711659105,8.173494741728299e-05,8.838716994674262e-05,1.5097311242726137
2013-09-17,5.7555509167455784e-05,0.35117918617297617,0.0009736253135078927,1.751006798171058,8.313198422810261e-05,9.043381334809235e-05,1.4443792684768533
2013-09-18,6.204530316157312e-05,0.3554074359431992,0.0009945995456077249,1.7150028661904406,8.828869422228601e-05,8.47581459912781e-05,1.4229714373765259
2013-09-19,6.178297806302708e-05,0.36049064900522154,0.0010071248019534976,1.7478743861216517,8.992285117041048e-05,8.822312724965081e-05,1.4554632034518777
2013-09-20,6.675064824066973e-05,0.36009133415342337,0.001019658386049922,2.021073541000758,9.394372172260623e-05,9.49882721631829e-05,1.4073829123560233
2013-09-23,6.644616634370019e-05,0.36021611884983334,0.0010452182738492158,1.926290468189675,9.492958978026991e-05,8.92153390118487e-05,1.4286691769279216
2013-09-24,6.687102886618699e-05,0.3588464688977934,0.0010721697378324284,1.9535035157197895,9.608585350093015e-05,8.990835917451501e-05,1.4368831335495647
2013-09-25,5.221698153901886e-05,0.383454635595839,0.001051083382978345,1.976262741071731,8.983352866102039e-05,9.013958840535445e-05,1.7203891533617806
2013-09-26,5.0374063840171386e-05,0.4002620289762781,0.0010337530565568494,1.9513417571411624,9.133900787316433e-05,8.896152397683914e-05,1.8132149941876434
2013-09-27,5.122431082106018e-05,0.40724586866481893,0.0010449830210720774,1.9676013016877136,9.422135950929537e-05,8.879127380069837e-05,1.8393875485886975
2013-09-30,5.1567877421329924e-05,0.4111293514934425,0.0010490624212215432,1.9509639054764765,9.562441169203561e-05,8.74760323856771e-05,1.8543406568927863
2013-10-01,5.3629225784131454e-05,0.40887935310045137,0.001075164675088214,1.8543217748667704,9.818235345412268e-05,8.147490150257231e-05,1.830762089486927
2013-10-02,4.9785428743887e-05,0.40145358787871355,0.0010558232107318768,1.838451720648275,9.204115756510024e-05,8.192257035824707e-05,1.8487569533365062
2013-10-03,5.1677659876475144e-05,0.3828375304733879,0.0010698786676189718,1.6354785482683942,9.001879389891876e-05,7.204896113264024e-05,1.7419286034640546
2013-10-04,4.988490741732951e-05,0.37222208425263964,0.0010879561797176621,1.618686558249656,8.67146396270349e-05,7.005614750898725e-05,1.738294087660492
2013-10-07,5.300164613196136e-05,0.357233299949378,0.0010830781229810372,1.4634309326073835,8.559068582372906e-05,6.0701050921531484e-05,1.6148684440975443
2013-10-08,5.7418241986777646e-05,0.3214374648876959,0.0010793494843616372,1.0763898572849198,8.002072540906018e-05,4.437535195487068e-05,1.393646385542202
2013-10-09,4.671951297786224e-05,0.3175002198214183,0.001055335557608699,0.9805392733269154,7.049989486269358e-05,4.0955066904968975e-05,1.5090032059216785
2013-10-10,5.493659376391755e-05,0.28621957366584033,0.0010316789501335038,0.6094379189108936,6.81400549420272e-05,1.9975280658281694e-05,1.2403400042392456
2013-10-11,5.397060840252837e-05,0.2897867534857762,0.0010017831251132145,0.6239362713221466,6.738202248159556e-05,2.0416488804525887e-05,1.2484947729149354
2013-10-14,5.390763459317086e-05,0.29004445355187647,0.0009993286198780968,0.4193962548326028,6.731996253652281e-05,1.3811886656266324e-05,1.2488020118963086
2013-10-15,5.553151341989191e-05,0.2878049460325911,0.000982813400421206,0.3164701139348825,6.723625918504256e-05,1.1667086782933403e-05,1.2107766391426655
2013-10-16,4.144281603770634e-05,0.24918134278186568,0.0009382389805296625,0.3504673334760668,4.913567052990556e-05,1.1722423804822669e-05,1.1856257664826626
2013-10-17,4.1583055321708076e-05,0.21698806472237117,0.0008956845978246235,0.2878585842051088,4.187661772909859e-05,9.430509728976912e-06,1.0070596642098413
2013-10-18,4.3823960134694674e-05,0.20951174359721159,0.0008565548156684731,0.2917479571511484,4.059212260423342e-05,9.465735140256436e-06,0.9262540966054169
2013-10-21,4.4710412594374516e-05,0.19973464625125498,0.0008269838392809545,0.3261502161953971,3.8406634719855055e-05,1.0584783519794061e-05,0.8590087295389306
2013-10-22,4.4371990394003997e-05,0.20003310676615288,0.000831527838353635,0.6365653792655023,3.842330621888206e-05,2.0566799949929295e-05,0.8659360528500027
2013-10-23,3.6244305626284386e-05,0.20099894314825245,0.0007839714091974891,0.7634037419015056,3.388158964006474e-05,2.4084315984688927e-05,0.9348113877368309
2013-10-24,4.040389782719303e-05,0.2154794936330969,0.0007453785423755017,0.7675616368642113,3.7394352839523286e-05,2.4157851862015704e-05,0.9255134987089233
2013-10-25,3.967999624918889e-05,0.21939196232494104,0.0007181321660828644,0.7993721218846781,3.703469000295636e-05,2.518035578542032e-05,0.9333340096702605
2013-10-28,4.081308187982178e-05,0.2070610157631613,0.0006976481076818963,0.8834960409677945,3.4939464597745447e-05,3.0070793086188863e-05,0.8560849362130556
2013-10-29,4.2024721372673885e-05,0.22559281847218596,0.0006749398955640793,0.7773175761911622,3.7993582101202466e-05,2.6106882410104886e-05,0.9040769542354985
2013-10-30,3.243679795796633e-05,0.236143336624318,0.0006227355716093314,0.6971609040438813,3.3561898545041194e-05,2.310423551563905e-05,1.0346859325798077
2013-10-31,3.3498134377451295e-05,0.2438064981458291,0.0006010290754935756,0.5070573680089461,3.459420286510433e-05,1.6967205597914262e-05,1.0327202845180188
2013-11-01,3.528785039280735e-05,0.25002099951538376,0.0005750828822102304,0.4862652540152419,3.56167517408506e-05,1.6253493973298248e-05,1.00932052659434
2013-11-04,3.477448195487655e-05,0.25253580083779725,0.0005891166946849687,0.4459186024933458,3.6145476494137096e-05,1.4834702844280477e-05,1.0394253044815895
2013-11-05,3.766596277267884e-05,0.25378747637870164,0.0005992131162706629,0.4652803396942609,3.812724096617476e-05,1.5337834907185308e-05,1.0122465525779818
2013-11-06,3.8333959556374354e-05,0.23905997436663015,0.0005732188699380637,0.3348625038847586,3.54371631517516e-05,1.242784241047982e-05,0.9244326326279264
2013-11-07,4.0431492315281525e-05,0.22487947404294573,0.000560308723692699,0.1372213822925319,3.3847250425957684e-05,4.835223282028145e-06,0.8371506587493617
2013-11-08,4.3778322206368926e-05,0.21786188681750457,0.0005501232312703097,-0.1316344185442168,3.3809660503001686e-05,-4.2352910084299034e-06,0.7722922852918976
2013-11-11,4.088414418239951e-05,0.20958154946466867,0.0005526080839384055,-0.1331290330528213,3.1502071967570396e-05,-4.29631517658874e-06,0.7705205183463748
2013-11-12,3.99781619662566e-05,0.20233011128501768,0.0005466689280409767,-0.1392930783904762,2.9911219984321715e-05,-4.551754756541323e-06,0.7481889740095644
