Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_VNQ,Predicted_Covariance,Future_Cov_45_VNQ,Beta_Predicted
2013-04-05,6.697476452894188e-05,0.7213967979592351,8.507395985473434e-05,0.9087587020362284,5.445379248246225e-05,5.9472515913648976e-05,0.813049405480643
2013-04-08,7.273438811092278e-05,0.7261753846827691,8.865787310688897e-05,0.9152935962854368,5.831362940261381e-05,6.201175098419197e-05,0.8017339654206378
2013-04-09,7.022991067372413e-05,0.726778649750045,8.928635176012259e-05,0.9280966450267892,5.755138211247199e-05,6.449143646402943e-05,0.8194710994272175
2013-04-10,6.636144982931065e-05,0.7313952329783513,8.862827559199357e-05,1.0020130703778436,5.6091390723292915e-05,7.134376290903465e-05,0.8452405857250931
2013-04-11,6.716170407401359e-05,0.7456252528724253,8.883100875680954e-05,0.9725874462318066,5.759221192969418e-05,7.017398418938051e-05,0.857515644126992
2013-04-12,6.98842565011876e-05,0.751429316932172,9.168525163923575e-05,0.972504210774398,6.014888072028477e-05,7.105512515573181e-05,0.8606928617644034
2013-04-15,9.593981606210937e-05,0.7688947571229569,0.00011691777845385462,1.0058899418853695,8.14341593924065e-05,6.0711779687351346e-05,0.848804622886579
2013-04-16,8.836558039441448e-05,0.7703439009544277,0.00012505448811903256,1.06996666794079,8.097964285409572e-05,6.563673033726891e-05,0.9164161259695
2013-04-17,8.959564094882932e-05,0.7692663002671332,0.00012870423026530454,1.2150032511684827,8.26069444946065e-05,8.63480202370573e-05,0.921997360806713
2013-04-18,9.719405369416862e-05,0.7671285891228266,0.00012491598192193264,1.218556589034383,8.452730434671779e-05,8.547768229922426e-05,0.8696756759697656
2013-04-19,7.72897485213767e-05,0.772008919888065,0.00013487103109357062,1.1815310967633874,7.882112047129141e-05,8.574137284404695e-05,1.0198133902517637
2013-04-22,7.797978274745508e-05,0.776750629416387,0.0001285534140410427,1.2092615766909631,7.777041773466013e-05,8.966736317426713e-05,0.9973151372648345
2013-04-23,8.499754389235151e-05,0.7778192806186421,0.00012288868641217466,1.23896799659545,7.949463936273869e-05,9.163198462000039e-05,0.9352580759676751
2013-04-24,7.773768893068322e-05,0.779619548626742,0.00011619572742858736,1.2634550929755737,7.409580360948588e-05,9.429881368465722e-05,0.9531516131841182
2013-04-25,6.90805921567358e-05,0.781540958306531,0.00011018781189912852,1.269210944225834,6.818620948224024e-05,9.490967142030604e-05,0.9870530543156563
2013-04-26,7.034557142953508e-05,0.7898055245183212,0.00011861538016390576,1.2574454781335953,7.21454672857535e-05,9.476411461764996e-05,1.0255864842610791
2013-04-29,6.776168711759701e-05,0.8034895707744545,0.00012478742248248426,1.246225633252095,7.388525157700019e-05,9.283112248766828e-05,1.0903691262700712
2013-04-30,5.8041023931509805e-05,0.8037478321828733,0.00011515580836074675,1.2389687392563555,6.570981908176898e-05,9.21627038743978e-05,1.1321271512940327
2013-05-01,6.311211636341748e-05,0.8151169050473538,0.00012394497823675285,1.20482662713083,7.209260853184372e-05,9.018333711875431e-05,1.1422942643329217
2013-05-02,6.214021471172626e-05,0.81877080504709,0.00012637691499281243,1.2051487083864367,7.25575480538483e-05,8.886456336270025e-05,1.1676423776526834
2013-05-03,7.476459886581012e-05,0.8065875541594606,0.0001364169329875128,1.2385851990032892,8.145798461595508e-05,9.001956459580356e-05,1.0895261373923568
2013-05-06,7.535412832838797e-05,0.8007395952133449,0.00014410801639036473,1.235686070826253,8.344280589782103e-05,8.968981121541284e-05,1.1073421954293357
2013-05-07,7.392273390092128e-05,0.7930006201206076,0.00014853908160427796,1.2703496848050246,8.309653298296643e-05,9.64702720699114e-05,1.1240998350296514
2013-05-08,6.958015556766957e-05,0.7851756684982567,0.00014945561744297533,1.2741431300786772,8.006923002692482e-05,9.631090855630498e-05,1.150748074270317
2013-05-09,7.111722928104653e-05,0.7853898428201284,0.00015368831248978402,1.2748721572477923,8.210944479082282e-05,9.631986348302186e-05,1.1545647323567179
2013-05-10,7.562958883543677e-05,0.7813570796476407,0.00015702452160738534,1.2635021844550185,8.514892328902888e-05,9.581680305235509e-05,1.1258678593943614
2013-05-13,7.357910230951406e-05,0.7771385813318933,0.00016183835021121133,1.264607140788473,8.480401886632457e-05,9.600983794961055e-05,1.1525557692942807
2013-05-14,7.590263764609063e-05,0.7753593407776312,0.000166812896833922,1.29180151314848,8.724614957556162e-05,9.599945456313407e-05,1.1494481915419346
2013-05-15,7.650099964197039e-05,0.7751274869771406,0.00017157370875122297,1.283937226962263,8.880390476447894e-05,9.476682688595727e-05,1.160820187711101
2013-05-16,7.639729836462006e-05,0.7769925395176437,0.0001774158800551354,1.289736788874587,9.045906494270316e-05,9.447932225232028e-05,1.1840610450774156
2013-05-17,7.425705624970095e-05,0.7794802983889928,0.00017984330067169672,1.301131573311438,9.00784986943925e-05,9.299821829377461e-05,1.2130631517561037
2013-05-20,7.217439206379002e-05,0.7827266358630139,0.00018219851993512624,1.3174606099037638,8.975819334508054e-05,9.462328598063212e-05,1.2436293646332262
2013-05-21,7.13709588975209e-05,0.7811572321414122,0.00018020978832242667,1.315594332010374,8.85907568656368e-05,9.459091478081108e-05,1.2412717754407814
2013-05-22,7.35750525384875e-05,0.7806319443075819,0.00022921944026576166,1.2844599625415791,0.00010137650937666903,9.060467119893338e-05,1.3778652665404274
2013-05-23,7.454058968752127e-05,0.7790853445123066,0.00025775078711374555,1.2720569237454071,0.00010798947927369578,8.976577109309728e-05,1.4487339009041156
2013-05-24,7.630250921850573e-05,0.7814946158521207,0.00024772712615778766,1.2723676933094394,0.00010744400355129738,8.974546460874819e-05,1.4081319821817717
2013-05-28,7.438631671877e-05,0.7798743100432576,0.0002456641234234895,1.2968723736634875,0.00010542461178029831,9.055148938837379e-05,1.4172581252930403
2013-05-29,7.273626036607267e-05,0.7906666019620606,0.0002694203585979563,1.213142004518609,0.00011068380579519662,8.665983005016942e-05,1.5217142761827267
2013-05-30,7.309916508279677e-05,0.784054498445928,0.0002660447753075461,1.2229883697514257,0.00010934019055645406,8.714292866904898e-05,1.495778924870187
2013-05-31,7.696255068093324e-05,0.7969983761995328,0.0002728176392354265,1.252643350829309,0.00011548707612823574,8.273397300845969e-05,1.500561963012572
2013-06-03,7.835861755638394e-05,0.7924562850286264,0.0002586788911782411,1.2395745416840422,0.00011282340230740974,8.245808798433038e-05,1.4398340071049138
2013-06-04,7.696792659140356e-05,0.7935239913213044,0.00025814013795207166,1.2232537631671627,0.00011185173480246675,8.095570026631297e-05,1.453225255712674
2013-06-05,8.390672708275947e-05,0.791640501802905,0.00024808624074786377,1.2801573301635074,0.00011421620739124496,7.835808719954351e-05,1.3612282514438971
2013-06-06,8.864935953499249e-05,0.7930159267387287,0.000251824091708985,1.2402756167000155,0.00011848635757853383,7.454812396123763e-05,1.3365731935351863
2013-06-07,8.584609796353898e-05,0.7866178233286656,0.00022929785114355502,1.3097842643446866,0.00011036314161697439,7.460931260335721e-05,1.2855929883248558
2013-06-10,7.344670994631798e-05,0.7841572229310674,0.0002190387731189963,1.2930816763585762,9.946031248986623e-05,7.380796055785546e-05,1.3541833604604145
2013-06-11,7.540176794643908e-05,0.7821149236479388,0.00021506795810919462,1.2829745433029227,9.95976733432837e-05,7.064659999704772e-05,1.3208930779187027
2013-06-12,7.564969572692771e-05,0.7792843938216998,0.00021088658782456067,1.2710681190548123,9.84292218591138e-05,7.396311967844909e-05,1.3011185426893617
2013-06-13,7.668406692361186e-05,0.7822964174910169,0.0002300234631436375,1.2494084873504183,0.00010389866780471356,6.698637952390452e-05,1.3548925086121382
2013-06-14,7.978958283363962e-05,0.7766475111456091,0.00021893224828676766,1.2963409815516256,0.00010264833765625208,6.953746583427294e-05,1.2864879600921426
2013-06-17,6.406673037804978e-05,0.7653764588795684,0.00020740401118713735,1.349444700834895,8.822668392141339e-05,7.132649067188774e-05,1.3771060798763841
2013-06-18,5.269216623890948e-05,0.7518162662441127,0.00018491277737307617,1.3405939107599802,7.421098659810398e-05,7.014524408253756e-05,1.4083874681034532
2013-06-19,5.313666894497608e-05,0.7716030282608816,0.00020523882787880406,1.2526493643168708,8.057880995469636e-05,6.227383030785152e-05,1.5164445110049536
2013-06-20,6.610900161714408e-05,0.7909482334008142,0.0002611855861253408,1.1036681974842537,0.0001039328802035923,3.84071097353493e-05,1.5721441507390626
2013-06-21,6.524441916700448e-05,0.789279775230134,0.00026097237449542593,1.1296281215637909,0.000102991154760596,3.963916315486431e-05,1.5785435149169182
2013-06-24,5.5679700730278476e-05,0.7400077475063536,0.00023118854282811035,0.9902438137323912,8.395911780118749e-05,3.716924575858972e-05,1.5078945594176074
2013-06-25,5.683904438603972e-05,0.7076862609572492,0.00022161539818403605,0.9295686286774132,7.94262602381572e-05,3.3415653591079375e-05,1.3973890851983632
2013-06-26,5.616484134519195e-05,0.6867832435395961,0.00021345421827980175,0.8860780995616724,7.519766054576714e-05,3.0174156776652918e-05,1.3388742627010823
2013-06-27,5.600093181678947e-05,0.6761371722462772,0.00021159841525931068,0.8365519478302874,7.360183550921324e-05,2.8182837864075964e-05,1.314296621884904
2013-06-28,5.651835513949762e-05,0.6676080801594834,0.00020042540334251938,0.8049254148926477,7.105468598905923e-05,2.7040256764674598e-05,1.2571966366268674
2013-07-01,4.0959150997653995e-05,0.6236243690426574,0.0001828473077550664,0.8418981016235197,5.3968809198500906e-05,2.887572811339761e-05,1.3176251920258812
2013-07-02,4.708768430286185e-05,0.5935689680763266,0.00017431950235700992,0.8565134162766558,5.37771575131917e-05,2.933829023052979e-05,1.142064178975208
2013-07-03,4.5307854285029834e-05,0.5765878644110736,0.00016135602315465265,0.8539715978955184,4.929976348562556e-05,2.925087639706646e-05,1.088106339697369
2013-07-05,5.048108536897671e-05,0.5687550622976264,0.00015365204454498678,1.0223376487290343,5.009089469558796e-05,3.4497941470055275e-05,0.9922705569712543
2013-07-08,5.858594159480322e-05,0.5792182999356874,0.00015247482386389062,1.0031376768566376,5.474419222138721e-05,3.4301341219084674e-05,0.9344254053304011
2013-07-09,6.185296409698371e-05,0.5828805516986895,0.00015237579167734833,0.976031118687679,5.658714862285697e-05,3.255224479201653e-05,0.9148655921182678
2013-07-10,6.043816195282401e-05,0.5842397851678367,0.0001489137414167068,0.981018325594176,5.542607685473771e-05,3.294541145448037e-05,0.9170708549674531
2013-07-11,6.428746384905295e-05,0.5886490509629904,0.00015850948162474308,0.8596200694127978,5.942199351005479e-05,2.556273263376848e-05,0.92431696558411
2013-07-12,6.999194674271863e-05,0.5921368277262887,0.00015691022352891666,0.8873424958549618,6.205427840063783e-05,2.6988512129228243e-05,0.8865916907375265
2013-07-15,7.060701256657018e-05,0.5963489562226455,0.00015605071529934062,0.8722516905409733,6.259753960265325e-05,2.6620678518031636e-05,0.8865626419703654
2013-07-16,3.5042919617133015e-05,0.5825213816239597,0.000146641935952474,1.0770551418142182,4.175813604735445e-05,3.5358936328104754e-05,1.1916283375811605
2013-07-17,3.792838595062833e-05,0.5795490484407179,0.00013962821711393806,1.0700408448898762,4.2175377082084465e-05,3.517967139736405e-05,1.1119739484033009
2013-07-18,3.7451029819475974e-05,0.5782754218310948,0.0001409464320303541,1.0739738386309547,4.201396404818353e-05,3.839282715710403e-05,1.1218373500195356
2013-07-19,4.0860668714576163e-05,0.5704924397224921,0.00013734939209163462,1.1029205339865764,4.273817757201361e-05,3.9942841100452414e-05,1.045949048718522
2013-07-22,3.950888193740232e-05,0.5743514362041289,0.0001376024558308076,1.1044185156395576,4.234851381454536e-05,4.0052361046820325e-05,1.0718732532508042
2013-07-23,3.3171208880188284e-05,0.5867454371509062,0.00013486564933657335,1.0934231213431729,3.924470278718825e-05,3.974929872086586e-05,1.1830953441864882
2013-07-24,3.471216593235655e-05,0.5966547764648146,0.0001404630878364511,1.0690355645605762,4.166247671596975e-05,3.8867283685291755e-05,1.2002269405244617
2013-07-25,3.488954269695917e-05,0.6021824365251263,0.00014105792373683958,1.062246663938976,4.224491753398842e-05,3.901734136864966e-05,1.2108188949599021
2013-07-26,3.343176772700175e-05,0.6094512866615933,0.00012880421676371938,1.0728784859045548,3.999297477412165e-05,4.0051565707848946e-05,1.1962566592558799
2013-07-29,3.360094972876798e-05,0.6147193512573232,0.00012220570485128326,1.1020438630529923,3.93911265510999e-05,4.247275507225711e-05,1.1723218203375534
2013-07-30,3.816574763863081e-05,0.6091838092427206,0.00011884355829036697,1.0996623433867327,4.102731186412329e-05,4.2407418706320675e-05,1.0749772872940144
2013-07-31,3.750748633018741e-05,0.6075060552672725,0.00011903964175750731,1.139389339505839,4.059339703552028e-05,4.613103422288156e-05,1.0822745272281606
2013-08-01,4.226173154810077e-05,0.6024611734320202,0.00011428842318592845,1.2058859772600066,4.187008352913077e-05,4.672468631154329e-05,0.9907327976250988
2013-08-02,4.130983358011611e-05,0.6044681235476607,0.00011301683269452967,1.1402140186443186,4.130205798741409e-05,4.5872131442071044e-05,0.9998117738071509
2013-08-05,3.7225611971094185e-05,0.6120431549567527,0.0001228747714336625,1.1248382608545364,4.1393707807191705e-05,4.840525939167031e-05,1.1119684973704143
2013-08-06,4.1983018398946586e-05,0.6360285793109304,0.0001221920132977327,1.1333801670985824,4.5554876183329576e-05,4.815463909663072e-05,1.0850786322803463
2013-08-07,4.81253999850549e-05,0.6538869694481672,0.00012087884020236189,1.147850401358457,4.9872943514765516e-05,6.071417258784128e-05,1.0363122910199876
2013-08-08,4.5117615842124565e-05,0.6804691109474267,0.000123841253073263,1.1609176225838855,5.0864426906151515e-05,6.213634031190577e-05,1.1273739969801635
2013-08-09,4.7210405389653165e-05,0.6981878483901351,0.00012253672391912836,1.1710122974565615,5.310363906250595e-05,6.282724239919971e-05,1.1248291266345356
2013-08-12,4.729046229109182e-05,0.7263412444577164,0.0001237231577589132,1.1518158923975756,5.555881618514533e-05,6.319502226357496e-05,1.1748418918630668
2013-08-13,5.1414947954433665e-05,0.7340362516934282,0.00012935836465993234,1.1844681012068152,5.986313645472534e-05,6.981413613836533e-05,1.1643138588369057
2013-08-14,5.361675369996386e-05,0.7372259885297329,0.00012583310115770436,1.2055619316799375,6.055476794365746e-05,7.125671640977941e-05,1.1294001177788255
2013-08-15,5.120699157562921e-05,0.7371963841568294,0.00012897371619718514,1.1732197706748162,5.990987783977582e-05,6.435712291026966e-05,1.169955039270234
2013-08-16,4.9139520575593413e-05,0.726968219204964,0.00012398729812731363,1.1370279278492372,5.674393911569763e-05,6.189957156539434e-05,1.1547515818434984
2013-08-19,5.1240075352845624e-05,0.7387396505082194,0.00012502815552314182,1.1198328901139127,5.912895472162036e-05,5.998694908664532e-05,1.1539591679842567
2013-08-20,5.687877447837599e-05,0.7381608157303341,0.00013961413599998686,1.0777546559429445,6.577953502571875e-05,5.83180944743892e-05,1.1564865036029675
2013-08-21,5.746511661394483e-05,0.7355493292982574,0.00014308191710492107,1.086766954555208,6.66970038754768e-05,5.753377059889382e-05,1.16065202344498
2013-08-22,5.43081375808944e-05,0.7207460907220369,0.00012867948199949826,1.1108614738043794,6.02517134875237e-05,5.7559570252425476e-05,1.1094417185228655
2013-08-23,4.6628310947370826e-05,0.6616060823490858,9.712889425669954e-05,1.1037000900648255,4.452444897793678e-05,5.70804369032413e-05,0.954880159141757
2013-08-26,5.7057237442025364e-05,0.6846980099076521,0.00010423094116608549,1.0858994189851772,5.2802290906643386e-05,5.591388261265532e-05,0.92542669911586
2013-08-27,6.26349019454684e-05,0.6721005363483487,0.00010718455645166707,1.211118075728877,5.506917248549451e-05,5.483438924027604e-05,0.8792090475920149
2013-08-28,6.352118414260544e-05,0.6690953825832913,0.00010637160212339922,1.2247245071004689,5.4999681660473266e-05,5.5903144153784216e-05,0.8658478648162266
2013-08-29,6.345432123592429e-05,0.6690147344225704,0.00010443403071109287,1.225853573848376,5.446121228866716e-05,5.5973516817960404e-05,0.8582742865719012
2013-08-30,6.533098257867051e-05,0.669325583539648,9.363557599869452e-05,1.213886998777672,5.235009371976094e-05,5.488229230317079e-05,0.8013057764242533
2013-09-03,6.741624909395761e-05,0.6706915915050665,9.967659162861518e-05,1.2631898180185437,5.497962128510436e-05,5.753757285101405e-05,0.8155247736859343
2013-09-04,5.29054408502055e-05,0.7028189005244921,0.00011100027543739171,1.2543493056329966,5.38586705748897e-05,5.621102725034118e-05,1.0180176123545241
2013-09-05,5.526096611110341e-05,0.7239886201182385,0.00010781030330906309,1.2291986384443885,5.5881893132215045e-05,6.059779754307518e-05,1.0112362679266815
2013-09-06,5.903493096893949e-05,0.7275841086048663,0.00012412244237545932,1.0814153314999595,6.228204889589791e-05,5.6886343026174e-05,1.0550033323265313
2013-09-09,5.950680039687122e-05,0.7662940517388039,0.00014849853561550927,1.0389952270173026,7.203438283188903e-05,5.30995122291234e-05,1.2105235427122123
2013-09-10,6.058865375686932e-05,0.7577225196332144,0.00015047152660860774,1.061423070515425,7.234907946374715e-05,5.356119307774125e-05,1.19410277300549
2013-09-11,5.2548421709793746e-05,0.7273091564595722,0.00014198620833758013,1.053365815067627,6.282347776758793e-05,5.419430936522493e-05,1.1955350079692149
2013-09-12,5.463125330927889e-05,0.7170893486132386,0.00014196932213032706,1.0536344560277475,6.31525814987125e-05,5.418098486271873e-05,1.1559789987096323
2013-09-13,5.629719144726608e-05,0.6816273233259041,0.0001141788404226673,1.0532509622545214,5.46491195818947e-05,5.435716212963236e-05,0.9707255047187364
2013-09-16,5.4138744378514925e-05,0.6916690061001467,0.00012104316198291428,1.0464288427919692,5.5991555768473106e-05,5.406164893397184e-05,1.0342233904983853
2013-09-17,5.7555509167455784e-05,0.6930981239969031,0.00012150015873313402,1.0575835709897583,5.795976235809719e-05,5.462075610374261e-05,1.0070237097454084
2013-09-18,6.204530316157312e-05,0.7289576003069708,0.0001691886291711303,0.9599720332278114,7.468653472012112e-05,4.744333163745956e-05,1.2037419581241915
2013-09-19,6.178297806302708e-05,0.7227103437642532,0.00016431656877349254,0.9686806508306768,7.281810428312095e-05,4.8893694536102215e-05,1.1786111088532594
2013-09-20,6.675064824066973e-05,0.7306801877375779,0.00015948676711958283,0.9362382164127242,7.539063527635312e-05,4.4002184337215675e-05,1.1294367510040035
2013-09-23,6.644616634370019e-05,0.7315904515159862,0.00016038787567054062,0.9096477332582512,7.552465685189277e-05,4.212995508422117e-05,1.136629259560786
2013-09-24,6.687102886618699e-05,0.7239300089957171,0.00015530219243175538,0.9036615172768668,7.37741774115682e-05,4.159026263005179e-05,1.1032307811383437
2013-09-25,5.221698153901886e-05,0.7016513593649054,0.00014479847720856023,0.9237893425390586,6.101115545095933e-05,4.21350812213188e-05,1.1684159760435227
2013-09-26,5.0374063840171386e-05,0.6908207708850859,0.00012763717851341648,0.9261081361387264,5.5393330638123397e-05,4.2221200287823715e-05,1.0996399022694956
2013-09-27,5.122431082106018e-05,0.6864821120512764,0.00012169202100075665,0.9352977506865215,5.41998817487278e-05,4.2206863044434315e-05,1.0580890378020325
2013-09-30,5.1567877421329924e-05,0.688787018521027,0.0001194672101720746,0.9105294743337596,5.406285074212849e-05,4.082571982052164e-05,1.048382315611202
2013-10-01,5.3629225784131454e-05,0.6931987640951511,0.00012105593183504093,0.8759118739693653,5.585365279037884e-05,3.848567957506448e-05,1.0414778877323563
2013-10-02,4.9785428743887e-05,0.6778769087573225,0.00011661718137510868,0.8540806075178716,5.1651535440810976e-05,3.805837154990659e-05,1.0374829893807656
2013-10-03,5.1677659876475144e-05,0.6892706223082374,0.00011327285566218535,0.8054505237154093,5.273562688483797e-05,3.548311504230908e-05,1.02047242485228
2013-10-04,4.988490741732951e-05,0.6970860757719712,0.00010952282519257401,0.8283551128494024,5.152563018757198e-05,3.585089879189009e-05,1.032890163682503
2013-10-07,5.300164613196136e-05,0.6794872333769972,0.00010808537531159495,0.8972840209100134,5.142916200415352e-05,3.721807557210311e-05,0.9703314096340945
2013-10-08,5.7418241986777646e-05,0.6772330303823889,0.00011131653548922031,0.9886916092499516,5.414307505610925e-05,4.075989553260953e-05,0.9429594704166908
2013-10-09,4.671951297786224e-05,0.6720470034069005,0.00010764417306463741,0.9902442138747838,4.7658905594906766e-05,4.136042189712326e-05,1.0201070721240106
2013-10-10,5.493659376391755e-05,0.6951319874720174,0.00011948440481964674,0.9007255421363414,5.631884636043339e-05,2.952268794237409e-05,1.0251608718672272
2013-10-11,5.397060840252837e-05,0.6936779095681151,0.00011846118068879347,0.8776181377949258,5.546570657396969e-05,2.871748559667811e-05,1.0277020811084887
2013-10-14,5.390763459317086e-05,0.6882599552886115,0.00011434301366491165,0.8521441387259774,5.403590843653038e-05,2.806347964071002e-05,1.0023795116281315
2013-10-15,5.553151341989191e-05,0.6786894189547992,0.00011170207086639116,0.9230602153386368,5.34529213456904e-05,3.4029828296661656e-05,0.9625691441455125
2013-10-16,4.144281603770634e-05,0.6646692866826788,0.00011557400332129014,0.8736931479089876,4.6000263416367136e-05,2.9223269551477582e-05,1.1099695390997137
2013-10-17,4.1583055321708076e-05,0.6497416204428341,0.0001178567070490274,0.8253928773939263,4.548582085220559e-05,2.704062337409856e-05,1.0938547083734877
2013-10-18,4.3823960134694674e-05,0.6319079255521005,0.00011299556346553288,0.8420141525492904,4.446725372096921e-05,2.7319070303720193e-05,1.014679038231537
2013-10-21,4.4710412594374516e-05,0.6337494871482858,0.00010053624772641726,0.8281329947152887,4.248966390394504e-05,2.6875985479673905e-05,0.950330391477781
2013-10-22,4.4371990394003997e-05,0.628919384783579,0.00010714691489198516,0.8026838971027549,4.336499208623332e-05,2.5933925520408116e-05,0.9773055412022547
2013-10-23,3.6244305626284386e-05,0.6079734991731183,9.491193678584397e-05,0.8341112015696475,3.565865508531147e-05,2.6315037040470424e-05,0.9838415847440543
2013-10-24,4.040389782719303e-05,0.5967305606651292,9.450608141127779e-05,0.8319276383957187,3.6873960850995066e-05,2.6183675268590444e-05,0.9126337515430947
2013-10-25,3.967999624918889e-05,0.592585815713706,9.381156102857237e-05,0.7866383351598016,3.615474014285989e-05,2.477923936986137e-05,0.9111578518256271
2013-10-28,4.081308187982178e-05,0.5889180472812123,9.138728506593535e-05,0.7146640822725517,3.5966439454234945e-05,2.4324405257784612e-05,0.8812478204939714
2013-10-29,4.2024721372673885e-05,0.5932412850511435,8.933299789950339e-05,0.7317439508938534,3.6348771942331595e-05,2.4576252828217627e-05,0.8649378450363026
2013-10-30,3.243679795796633e-05,0.5872142593552816,8.728631196497535e-05,0.6982310444204657,3.124558447178989e-05,2.3139700463762127e-05,0.9632758607147324
2013-10-31,3.3498134377451295e-05,0.5945599922776823,8.48051544599117e-05,0.7004582843838556,3.1689626262310464e-05,2.3438806876174767e-05,0.9460116765082238
2013-11-01,3.528785039280735e-05,0.5978960968916575,8.30310301441729e-05,0.696532658394508,3.236372730361828e-05,2.328171563141476e-05,0.9171351313089593
2013-11-04,3.477448195487655e-05,0.6133003186851982,7.95890032534292e-05,0.6936705792394151,3.2264880258963554e-05,2.3076850477414592e-05,0.9278320896578859
2013-11-05,3.766596277267884e-05,0.6313236847053948,8.236786648969084e-05,0.6751067915350472,3.516458751791097e-05,2.225470459398356e-05,0.933590566372506
2013-11-06,3.8333959556374354e-05,0.6002047722080665,8.107576729483489e-05,0.6520285966953414,3.3460838365918864e-05,2.4198913144496796e-05,0.8728771760900664
2013-11-07,4.0431492315281525e-05,0.5819162775482317,8.052319264622559e-05,0.6349262760266394,3.3203272076569804e-05,2.237268172733263e-05,0.8212230163965594
2013-11-08,4.3778322206368926e-05,0.571205737986187,7.933660333436181e-05,0.8362976350044062,3.36634730189119e-05,2.6907581566256817e-05,0.7689530188074338
