Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_BHC,Predicted_Covariance,Future_Cov_45_BHC,Beta_Predicted
2013-03-28,6.422356192814954e-05,0.46736644336519634,0.0009057095388333974,1.1053047929056805,0.00011271953595062075,6.600512908825892e-05,1.7551118711965297
2013-04-01,6.678777769649997e-05,0.4347071666381504,0.0013591124990206753,1.2062005180736657,0.0001309703535224933,7.228503140842753e-05,1.9609928349114216
2013-04-02,6.451960799026473e-05,0.41227953841282095,0.002501545269502121,1.2116004806157383,0.00016563107646684264,7.827870495996544e-05,2.5671432549905524
2013-04-03,6.836168011312682e-05,0.4382231400603701,0.002739669386928064,1.050849666336717,0.0001896490837293844,6.658150211585548e-05,2.774201620199325
2013-04-04,6.901245142532413e-05,0.4401365229556628,0.0028279247705797353,1.0184862461182949,0.00019443975334594606,6.739469663816898e-05,2.8174590139917326
2013-04-05,6.697476452894188e-05,0.41612988859753397,0.0024037162520489947,1.0036098150651842,0.00016696525604007698,6.567992203411005e-05,2.492957716453428
2013-04-08,7.273438811092278e-05,0.40370131414984567,0.0020507726595982096,1.0426301734383503,0.00015591532969856257,7.063888892728689e-05,2.1436260584303755
2013-04-09,7.022991067372413e-05,0.4064436946083576,0.0017511547104564558,1.0437909909415857,0.00014253571770003916,7.253078732128445e-05,2.0295585788544592
2013-04-10,6.636144982931065e-05,0.4016101910542214,0.0015189947831936714,1.1040201790098545,0.00012750898794839578,7.860671305252345e-05,1.921431618452636
2013-04-11,6.716170407401359e-05,0.39871980104608595,0.0013403311528210227,1.13209126034293,0.0001196285154394489,8.168247956729861e-05,1.7812013123969546
2013-04-12,6.98842565011876e-05,0.38370817254227463,0.0011963684556329083,1.1160541405328737,0.00011094895104277876,8.154346866322459e-05,1.5876100941403493
2013-04-15,9.593981606210937e-05,0.3903152607575758,0.0011003176571534852,1.2058895757584984,0.0001268159892325407,7.278301452492976e-05,1.321828563340613
2013-04-16,8.836558039441448e-05,0.40024654221073575,0.0009162240222690283,1.1241697077960813,0.00011388590910662243,6.896179682489042e-05,1.2888039505687565
2013-04-17,8.959564094882932e-05,0.40522400610164944,0.0008841001922186775,1.2153709986772037,0.00011404843983247302,8.637415536821399e-05,1.2729239796120149
2013-04-18,9.719405369416862e-05,0.41819848159978834,0.0008576170255106164,1.2193482470643566,0.00012073939533034532,8.553321447079884e-05,1.242250844997829
2013-04-19,7.72897485213767e-05,0.40537333851268154,0.000845150730072682,1.124388440285214,0.00010360559620785569,8.159464337766576e-05,1.3404830289905858
2013-04-22,7.797978274745508e-05,0.3970024546790737,0.0008176276549993732,1.1603320095269662,0.0001002448311516463,8.6039210793159e-05,1.2855233448943901
2013-04-23,8.499754389235151e-05,0.39390595839358683,0.000788290313509082,1.1219216907978649,0.0001019621145159234,8.297543713681772e-05,1.1995889510061295
2013-04-24,7.773768893068322e-05,0.4029445521832571,0.0006581640025158085,1.1305473220002822,9.114401667683787e-05,8.437915353834725e-05,1.1724559596582391
2013-04-25,6.90805921567358e-05,0.40571865803980894,0.0005537726343975804,1.156277814723363,7.935398690043388e-05,8.646470310175411e-05,1.1487160781770507
2013-04-26,7.034557142953508e-05,0.3902408572351775,0.00058287978816272,1.17141356744611,7.902065331008237e-05,8.828054297423735e-05,1.1233209383939269
2013-04-29,6.776168711759701e-05,0.3914485834799586,0.0006209092028449159,1.1135527813713113,8.029359063090643e-05,8.294834569740628e-05,1.1849408426263197
2013-04-30,5.8041023931509805e-05,0.3912063319982235,0.0006239822976465626,1.1157726019768568,7.444911555824179e-05,8.299855892157593e-05,1.282698176484516
2013-05-01,6.311211636341748e-05,0.39425734795530293,0.0006551538129458487,0.9706717280907564,8.016924702373802e-05,7.265644177744982e-05,1.270267131624944
2013-05-02,6.214021471172626e-05,0.3887911067751273,0.0007011692777412708,1.068418153110922,8.115478593100809e-05,7.878240419981447e-05,1.3059946172940027
2013-05-03,7.476459886581012e-05,0.3886506333354103,0.0006836955405017451,1.0240030087102645,8.78696217900303e-05,7.44238709319874e-05,1.175283799057646
2013-05-06,7.535412832838797e-05,0.38850951288770297,0.0006670115279872529,1.0306181578589253,8.710074153356063e-05,7.480536537223836e-05,1.155885463288511
2013-05-07,7.392273390092128e-05,0.38593203667880666,0.0006451696495555297,1.0575563638825791,8.428238290514633e-05,8.031076118122324e-05,1.1401415837529778
2013-05-08,6.958015556766957e-05,0.38800965374905877,0.0005429259327824044,1.071782365783193,7.541461562059558e-05,8.101470783492839e-05,1.0838523571171346
2013-05-09,7.111722928104653e-05,0.38685253197112707,0.0004685030441135006,1.0549920141116709,7.061371596441649e-05,7.97073543391876e-05,0.9929199531292169
2013-05-10,7.562958883543677e-05,0.3766290906242068,0.0004658358989076329,1.0859382281598513,7.06929667854852e-05,8.23513648134259e-05,0.9347263137884668
2013-05-13,7.357910230951406e-05,0.37247589293350414,0.0004732173992462088,1.0797224520569704,6.950335431054716e-05,8.197326609108978e-05,0.9446072611511068
2013-05-14,7.590263764609063e-05,0.3712920794239771,0.0004738269021168543,1.0530143683275577,7.041318288012735e-05,7.825413113211718e-05,0.9276776810898348
2013-05-15,7.650099964197039e-05,0.36451787045232503,0.00047373219368781306,1.0807680063286371,6.939350584775674e-05,7.977099846380365e-05,0.9070927984277699
2013-05-16,7.639729836462006e-05,0.3672141378214619,0.00047078853727638,1.06869887659722,6.964201587098777e-05,7.828724932381496e-05,0.9115769452816058
2013-05-17,7.425705624970095e-05,0.3707628121088974,0.0004865933600191594,1.0196970905392664,7.04771155096763e-05,7.288272344214259e-05,0.9490965447470203
2013-05-20,7.217439206379002e-05,0.3786836727953185,0.0005070027494554904,1.004014691011349,7.243914323218957e-05,7.211082329304897e-05,1.0036682147341893
2013-05-21,7.13709588975209e-05,0.38863253529517294,0.0005081172338688004,1.0058409041339922,7.400854808685325e-05,7.231971811599605e-05,1.0369560564979876
2013-05-22,7.35750525384875e-05,0.39481387317921374,0.0005065644584728873,0.9892226627366274,7.622107207547214e-05,6.977889285271053e-05,1.035963542609779
2013-05-23,7.454058968752127e-05,0.4006937609075922,0.0004975637232358891,0.9901424228220866,7.716730741268625e-05,6.987179301293674e-05,1.0352387569802755
2013-05-24,7.630250921850573e-05,0.3378855070189497,0.0007114210964438441,1.0419367227965388,7.872312829084367e-05,7.349219551234734e-05,1.0317239773256484
2013-05-28,7.438631671877e-05,0.3549112508591962,0.0008124865492565077,0.9056861150897164,8.725179781841619e-05,6.323770041308942e-05,1.172954942080091
2013-05-29,7.273626036607267e-05,0.3667025525949545,0.0008022756502789691,0.9460231121214916,8.858317107914991e-05,6.75784053430021e-05,1.2178680981579433
2013-05-30,7.309916508279677e-05,0.37337849036750875,0.0007830103295237331,0.9485856276378468,8.932833710010764e-05,6.75906097966664e-05,1.222015832861137
2013-05-31,7.696255068093324e-05,0.37248963659826867,0.0007577441620919257,1.0322378006148607,8.995291056264501e-05,6.817673544336611e-05,1.1687880633733987
2013-06-03,7.835861755638394e-05,0.4050082228672382,0.0007511332769549075,1.0788047051700975,9.82575033346197e-05,7.176347230879118e-05,1.2539463609591792
2013-06-04,7.696792659140356e-05,0.46100966640116686,0.000754977515064158,0.9899741746273067,0.00011113015861574375,6.551711097541635e-05,1.443850231352805
2013-06-05,8.390672708275947e-05,0.4958398924055434,0.0007360067902572655,1.020627732676438,0.0001232198755208804,6.24723500705322e-05,1.468533928147922
2013-06-06,8.864935953499249e-05,0.47437878622899277,0.0006727174142613853,1.0298087998146832,0.00011584556066628834,6.189778548514873e-05,1.3067839550556564
2013-06-07,8.584609796353898e-05,0.4840328281268161,0.0006321039453535301,1.0677777926914007,0.00011275332240562277,6.08238847377617e-05,1.3134356142024297
2013-06-10,7.344670994631798e-05,0.494395404626529,0.0005721833039377168,1.0777262961477334,0.00010135103523089395,6.151566557051519e-05,1.3799261437982884
2013-06-11,7.540176794643908e-05,0.5249027426426035,0.0005318562230246265,1.0364564775096157,0.00010511549238562373,5.707215826158621e-05,1.394071985955177
2013-06-12,7.564969572692771e-05,0.5385114905603207,0.0004944673935654126,1.0283988429034558,0.00010415194784947526,5.9842258298012205e-05,1.3767662493373665
2013-06-13,7.668406692361186e-05,0.5641620236727959,0.00046782224615876363,0.9690390307823434,0.00010685549293997738,5.195451843545592e-05,1.3934510417453538
2013-06-14,7.978958283363962e-05,0.573607516152579,0.0004440387463307491,0.9696360079012304,0.00010796882237776796,5.201257364432648e-05,1.3531694056213044
2013-06-17,6.406673037804978e-05,0.5690540636434771,0.0004661908750824572,0.9745559697375896,9.834486615269912e-05,5.151130479204813e-05,1.535038007595804
2013-06-18,5.269216623890948e-05,0.5684080730710851,0.000481114185034928,1.0121821239430184,9.05018266843886e-05,5.296142371683198e-05,1.7175575259906342
2013-06-19,5.313666894497608e-05,0.5444315973540065,0.0004937757762583906,1.0530363898437394,8.81871638374409e-05,5.235033147913942e-05,1.659629133485206
2013-06-20,6.610900161714408e-05,0.5857288437156061,0.0031577576564821856,0.9361929554464709,0.0002676186087663334,3.257905379103444e-05,4.048141738944848
2013-06-21,6.524441916700448e-05,0.581540867150417,0.006901039390030834,0.943567652838284,0.0003902196881055389,3.3110216915219497e-05,5.980889907329905
2013-06-24,5.5679700730278476e-05,0.5276502656569989,0.010280996010080274,1.2512656816456869,0.00039921991937761237,4.6966818661637826e-05,7.16993651441301
2013-06-25,5.683904438603972e-05,0.5161725943013741,0.012513295998187225,1.2732033484204792,0.0004353155541484655,4.576845724920161e-05,7.658741607122861
2013-06-26,5.616484134519195e-05,0.4934213506016572,0.010168707665201657,1.3896490008395093,0.0003728920179384058,4.732256314267704e-05,6.639242789747996
2013-06-27,5.600093181678947e-05,0.49247402932530526,0.008314128549416414,1.3879643196223923,0.00033603872414150206,4.6759526987529255e-05,6.000591655168768
2013-06-28,5.651835513949762e-05,0.4950218626999229,0.00670471849531214,1.3996532660637808,0.0003047259300129671,4.701924302008499e-05,5.3916277156482675
2013-07-01,4.0959150997653995e-05,0.5175562875737704,0.005501812646249261,1.3191307898161095,0.00024568914027996006,4.52440288905355e-05,5.998394358663155
2013-07-02,4.708768430286185e-05,0.5132854164914697,0.004378145074285876,1.3395478174261015,0.00023305459274744654,4.588374437397695e-05,4.9493746867752035
2013-07-03,4.5307854285029834e-05,0.5230517730931495,0.0035846425320696295,1.3382419191211494,0.0002107921108812176,4.583846706617886e-05,4.65244082306642
2013-07-05,5.048108536897671e-05,0.4931336397662731,0.003247844143489698,1.4812555119214224,0.00019967631885002007,4.998374657921452e-05,3.9554680211517734
2013-07-08,5.858594159480322e-05,0.5336825544491414,0.0026155383582907353,1.361772177792239,0.0002089104960670348,4.6564507754784775e-05,3.5658810011438975
2013-07-09,6.185296409698371e-05,0.5240086036867623,0.002152350269673021,1.407325451095521,0.0001911943923849576,4.693662088119942e-05,3.0911112373720706
2013-07-10,6.043816195282401e-05,0.5312927193595489,0.0018236702069775136,1.417576380037037,0.0001763854023813926,4.76062840927936e-05,2.9184441862919837
2013-07-11,6.428746384905295e-05,0.5504984912950012,0.0015786047887752972,1.3621105771415292,0.0001753702768542725,4.0505415985555036e-05,2.727907843215625
2013-07-12,6.999194674271863e-05,0.5613051760715544,0.0013527849148900705,1.406719572675066,0.00017271794395183948,4.278536013648715e-05,2.467683097695916
2013-07-15,7.060701256657018e-05,0.5558641814439779,0.0011418713109671214,1.4222546348972505,0.00015783422755121253,4.340648899504969e-05,2.235390251108588
2013-07-16,3.5042919617133015e-05,0.5618893182230336,0.0010293834326983668,1.2292080638969476,0.00010671844890696508,4.035400600949191e-05,3.04536408703768
2013-07-17,3.792838595062833e-05,0.5571026743250026,0.000854256532287583,1.1858190722163389,0.00010027936570924839,3.898610552720656e-05,2.64391334341996
2013-07-18,3.7451029819475974e-05,0.5421190626487423,0.0007047652261286353,1.2543784787580514,8.807421774990274e-05,4.484200116637825e-05,2.3517168466246225
2013-07-19,4.0860668714576163e-05,0.550354074174709,0.0005845847781747875,1.295036941627543,8.505868653909902e-05,4.690043678094619e-05,2.081676321385219
2013-07-22,3.950888193740232e-05,0.5480161951687327,0.0004876714758683676,1.2914220200382485,7.606842777337932e-05,4.683414871982006e-05,1.9253500489814357
2013-07-23,3.3171208880188284e-05,0.5261824351704323,0.000435608393343554,1.309371937899252,6.325066787603645e-05,4.75997034271068e-05,1.9067941751683737
2013-07-24,3.471216593235655e-05,0.5235411346214788,0.00038109157256827243,1.3397589925185145,6.021522852612798e-05,4.8710065930820664e-05,1.734700987644192
2013-07-25,3.488954269695917e-05,0.5197385512734319,0.00035757172809373374,1.2879869462574636,5.8051595007968735e-05,4.730899899854059e-05,1.6638680395495205
2013-07-26,3.343176772700175e-05,0.5154506030634589,0.00033605936021917165,1.2905448567169957,5.4635474676349857e-05,4.817725661089034e-05,1.6342382826566053
2013-07-29,3.360094972876798e-05,0.5151138165177456,0.0003203864044862022,1.392160558644773,5.344609933839243e-05,5.365384846368212e-05,1.590612758562408
2013-07-30,3.816574763863081e-05,0.5745488434251854,0.0001699050099009954,1.3838305594933809,4.6266530617504234e-05,5.336609215361613e-05,1.2122526998704442
2013-07-31,3.750748633018741e-05,0.5516776927521921,0.00013500159470684287,1.2537081643157384,3.925670574298979e-05,5.0759518479116885e-05,1.046636540700264
2013-08-01,4.226173154810077e-05,0.5443886889054596,0.00015657479419065327,1.1260003402949366,4.428367566107372e-05,4.362934280612178e-05,1.0478433807349243
2013-08-02,4.130983358011611e-05,0.5324415448095571,0.00015334159533156078,1.1270967631201958,4.237684755931197e-05,4.534440904985106e-05,1.0258295395242032
2013-08-05,3.7225611971094185e-05,0.5225528863061911,0.00014986218449959625,1.3031193433902588,3.9029878864617375e-05,5.607724419614661e-05,1.0484684279985568
2013-08-06,4.1983018398946586e-05,0.49880640637397833,0.00016257197111530257,1.3234137778156798,4.120896320043214e-05,5.622871715619113e-05,0.9815626596649405
2013-08-07,4.81253999850549e-05,0.49969512989452003,0.000170062771289771,1.3146748004324624,4.520608723568772e-05,6.953814942772835e-05,0.9393394600299685
2013-08-08,4.5117615842124565e-05,0.5207570206562956,0.00019051540168766706,1.21932714674953,4.828066575633724e-05,6.526262076489355e-05,1.0701067610771102
2013-08-09,4.7210405389653165e-05,0.5146850299026098,0.00020166392673426838,1.219207480491897,5.021974591649266e-05,6.541301408888367e-05,1.0637431621694786
2013-08-12,4.729046229109182e-05,0.5203052827064293,0.00021186505494027834,1.1982399683171825,5.208044424637331e-05,6.574210511828251e-05,1.1012885415625084
2013-08-13,5.1414947954433665e-05,0.5368136419844857,0.00022431524194888687,1.1312082336098128,5.7649777626509283e-05,6.667492821597394e-05,1.1212649223646247
2013-08-14,5.361675369996386e-05,0.5509552917574896,0.00023069210387527102,1.1488651864602286,6.127495222417261e-05,6.790556223900322e-05,1.1428321932182535
2013-08-15,5.120699157562921e-05,0.5587380053480419,0.00024089695113876212,1.186050630005366,6.205667404113441e-05,6.506096136545163e-05,1.211878927694492
2013-08-16,4.9139520575593413e-05,0.5634361765187318,0.00024349049251881866,1.196228389689416,6.163128032748905e-05,6.512243279388872e-05,1.254210045307199
2013-08-19,5.1240075352845624e-05,0.5663717930323888,0.0002505595710458185,1.1466236241031,6.417442622540133e-05,6.1422068924606e-05,1.2524264608021773
2013-08-20,5.687877447837599e-05,0.5625904040664259,0.000256805956450526,1.0968840137396367,6.799390463982461e-05,5.935319804742449e-05,1.1954178911796762
2013-08-21,5.746511661394483e-05,0.5634959527762848,0.00026523342937733845,1.0529739175592254,6.956760907428904e-05,5.5744757020391645e-05,1.210605897516048
2013-08-22,5.43081375808944e-05,0.5703513857924705,0.00027081479334156803,1.0761899295387471,6.916894440871784e-05,5.5763055353872915e-05,1.2736386753400926
2013-08-23,4.6628310947370826e-05,0.5360663639097653,0.00026716212318791315,1.0754259259138643,5.983163114870378e-05,5.5618172237922765e-05,1.2831610224148047
2013-08-26,5.7057237442025364e-05,0.5358902587912899,0.0002728211640538077,1.0826470277236542,6.686059878734477e-05,5.574641422651592e-05,1.1718162635420335
2013-08-27,6.26349019454684e-05,0.5720436713625241,0.00029112422966426214,0.928755073712518,7.72461000712553e-05,4.205016690068317e-05,1.233275660565539
2013-08-28,6.352118414260544e-05,0.5661875641307182,0.00029658780315252714,0.9774835443362816,7.771346308517068e-05,4.4617710489319345e-05,1.223425918992686
2013-08-29,6.345432123592429e-05,0.5522439101131881,0.0003004290259834326,0.9968663955718162,7.624870668953911e-05,4.5517767495369814e-05,1.2016314287886727
2013-08-30,6.533098257867051e-05,0.5402464483631588,0.00030266486389359686,0.9757628005980395,7.596831941807102e-05,4.4116214519890684e-05,1.1628222386918978
2013-09-03,6.741624909395761e-05,0.5313794653597297,0.0003053001554333927,0.9821089056742012,7.623432740773115e-05,4.473449825339663e-05,1.1308004884917853
2013-09-04,5.29054408502055e-05,0.5153767469769245,0.0003049987475857083,0.9304746982067218,6.54672376865257e-05,4.169726756476078e-05,1.2374386572429705
2013-09-05,5.526096611110341e-05,0.48435017505243283,0.0003052543567618706,1.0634553877567543,6.290709543239545e-05,5.24268838801613e-05,1.1383640182098758
2013-09-06,5.903493096893949e-05,0.4678327732661047,0.0003085179675756717,1.1133481104906524,6.313721237244365e-05,5.856612226226445e-05,1.0694890522640321
2013-09-09,5.950680039687122e-05,0.44206737036495714,0.00028599047619035724,1.1119784460481326,5.766968049823179e-05,5.6829436323744626e-05,0.9691275638013295
2013-09-10,6.058865375686932e-05,0.4473339574869401,0.0002946270209941195,1.1539134955998989,5.9767323237525896e-05,5.8228415463802866e-05,0.9864441530151954
2013-09-11,5.2548421709793746e-05,0.4435148481552583,0.00029580248446950814,1.1687354975413515,5.5295388132057464e-05,6.0129930375431494e-05,1.052274955800466
2013-09-12,5.463125330927889e-05,0.44392647508781796,0.0002976511526718712,1.132606303379165,5.6608990827274154e-05,5.824194968922909e-05,1.036201576903222
2013-09-13,5.629719144726608e-05,0.4317342847224903,0.0002958285885628407,1.144229846997299,5.571600561003127e-05,5.905248562380753e-05,0.9896764683584756
2013-09-16,5.4138744378514925e-05,0.4092989341477185,0.00030028131971709596,1.1163814648184236,5.218658294523534e-05,5.7675610953515303e-05,0.9639415088826053
2013-09-17,5.7555509167455784e-05,0.3929521845619052,0.0003031794854474766,1.1079716345156043,5.1907852684132296e-05,5.722313590982207e-05,0.901874615218991
2013-09-18,6.204530316157312e-05,0.3983985677596424,0.0002607606027708695,1.1488926200194705,5.0674936373096834e-05,5.678008494074374e-05,0.8167408940066496
2013-09-19,6.178297806302708e-05,0.4051167367694759,0.00023425459959409118,1.2213946279764665,4.873698605171746e-05,6.164931218261347e-05,0.7888416450563305
2013-09-20,6.675064824066973e-05,0.4187502011078931,0.0002149237719226378,1.2183787482796633,5.015624318044804e-05,5.726248441317022e-05,0.7513970950455717
2013-09-23,6.644616634370019e-05,0.42882032079092125,0.00024164611392102478,1.20267447599725,5.4337572115638276e-05,5.570136636653221e-05,0.8177683545288548
2013-09-24,6.687102886618699e-05,0.43460888775567197,0.000263541591393766,1.2191763115957288,5.769553277145861e-05,5.611156613640419e-05,0.8627881722428841
2013-09-25,5.221698153901886e-05,0.4478364867092405,0.00028317137411667533,1.193825523686039,5.445653821085733e-05,5.44517381704563e-05,1.042889431863559
2013-09-26,5.0374063840171386e-05,0.44652139069491026,0.0002988716852053245,1.1738775298690032,5.4788340856333635e-05,5.351698831695701e-05,1.087629956363418
2013-09-27,5.122431082106018e-05,0.45224146667291,0.00031315308664394814,1.2239612558169142,5.727786101779477e-05,5.523328272524932e-05,1.1181772892539485
2013-09-30,5.1567877421329924e-05,0.4562075772920667,0.0003251010723082912,1.2343196971712065,5.90692318507291e-05,5.534361220160939e-05,1.1454656426540528
2013-10-01,5.3629225784131454e-05,0.4580393476056669,0.0003424675836667222,1.150224916152782,6.207450797501398e-05,5.053840332327731e-05,1.1574753703302842
2013-10-02,4.9785428743887e-05,0.4612547561882359,0.00033885245065879696,1.1912292557825714,5.990972121053103e-05,5.308192835503897e-05,1.2033585473116402
2013-10-03,5.1677659876475144e-05,0.458504936806219,0.00033183727116865467,1.3517421503408464,6.00423964085117e-05,5.9549309133020914e-05,1.1618636863981602
2013-10-04,4.988490741732951e-05,0.45548841293225517,0.00032621791101460946,1.3862956622046887,5.810530965337925e-05,5.9998356635208145e-05,1.164787360779867
2013-10-07,5.300164613196136e-05,0.46400229685431166,0.00032504472530595476,1.3953382855157563,6.090267535365151e-05,5.787666396455576e-05,1.1490713930284069
2013-10-08,5.7418241986777646e-05,0.4729935582566716,0.0003363541629780061,1.2447121746328202,6.573226165274773e-05,5.1314624025877464e-05,1.1447975308593503
2013-10-09,4.671951297786224e-05,0.4848340833424821,0.00034099149582058236,1.240212079177071,6.119473664800159e-05,5.180105484883797e-05,1.3098325035408298
2013-10-10,5.493659376391755e-05,0.48446604670358445,0.0003459848330645764,1.1900707974872335,6.679173732375287e-05,3.9006431082454806e-05,1.2157968440996028
2013-10-11,5.397060840252837e-05,0.48302620551369163,0.00033659550721667255,1.342822430700607,6.510337562273454e-05,4.393993486669711e-05,1.2062746289086603
2013-10-14,5.390763459317086e-05,0.48679003231924906,0.0003385991130410311,1.37063834173397,6.576725610370038e-05,4.5138937710157705e-05,1.2199989222311736
2013-10-15,5.553151341989191e-05,0.4865511476262075,0.00034165266772240657,1.4881143434322055,6.701787670174247e-05,5.4861291550973626e-05,1.2068440525832316
2013-10-16,4.144281603770634e-05,0.4848090657936442,0.0003012386085406654,1.58250011336646,5.4168982489287776e-05,5.293142963159583e-05,1.307077743944877
2013-10-17,4.1583055321708076e-05,0.48067474582539915,0.0003141226951967369,1.568432940808021,5.49362689907354e-05,5.138329346120394e-05,1.3211215136963828
2013-10-18,4.3823960134694674e-05,0.4828226369420007,0.00028810873259709635,1.564155014306981,5.425273596425462e-05,5.074886291684697e-05,1.2379697270056538
2013-10-21,4.4710412594374516e-05,0.4872014757853745,0.0002676097142517071,1.5622069006595605,5.329222724494024e-05,5.069940486166416e-05,1.1919421931625274
2013-10-22,4.4371990394003997e-05,0.48485018898204246,0.0002321852116591069,1.5758772226892763,4.921293900758644e-05,5.091503974359614e-05,1.1090991990802512
2013-10-23,3.6244305626284386e-05,0.4980204102610875,0.00025846841657407296,1.6823901842651212,4.820263446441137e-05,5.3077047679192395e-05,1.3299367619683353
2013-10-24,4.040389782719303e-05,0.4960590200822325,0.0002769098329002691,1.6582737953506386,5.247037546402328e-05,5.219168177607901e-05,1.298646375368001
2013-10-25,3.967999624918889e-05,0.5026186497550664,0.00029572431744555197,1.6944221090738911,5.444624453550218e-05,5.337458036010678e-05,1.3721333085210443
2013-10-28,4.081308187982178e-05,0.505472667820472,0.00031270406471291566,1.6100087816620017,5.7103685095698113e-05,5.479848091596585e-05,1.3991515089168138
2013-10-29,4.2024721372673885e-05,0.5133758125552335,0.0003233987652902547,1.6173977561368793,5.9849014475806366e-05,5.432170109511158e-05,1.424138281490726
2013-10-30,3.243679795796633e-05,0.49942392110834855,0.00027225582312777975,1.664295016395843,4.693284881897527e-05,5.515550829553343e-05,1.446901413628862
2013-10-31,3.3498134377451295e-05,0.5186892011636637,0.00024200174043246704,1.9399967473508608,4.6701062482423334e-05,6.491636991853415e-05,1.3941392065660638
2013-11-01,3.528785039280735e-05,0.5151040892328583,0.00022372401607388846,1.8859203281255812,4.5768207396728e-05,6.303718892970506e-05,1.2969961867118105
2013-11-04,3.477448195487655e-05,0.5132402120242822,0.00019818573218590343,1.9116155149982077,4.2607612847555256e-05,6.359512242581936e-05,1.2252551426313985
2013-11-05,3.766596277267884e-05,0.5195996448346971,0.0001773512398265263,1.9020839781019792,4.246787167704296e-05,6.270166079852157e-05,1.1274866895967732
2013-11-06,3.8333959556374354e-05,0.49274217092227784,0.00022479947671266595,2.0033968640252278,4.574137555106486e-05,7.435260807917609e-05,1.1932337822759236
2013-11-07,4.0431492315281525e-05,0.5347950347440195,0.0002559521938152016,1.9595399458612703,5.440347992224767e-05,6.904764410617899e-05,1.345571899696744
2013-11-08,4.3778322206368926e-05,0.5492245686369721,0.00028111724912592654,1.9413180951531743,6.092888916456644e-05,6.246122529224815e-05,1.3917593478651502
2013-11-11,4.088414418239951e-05,0.544582198627958,0.00029820572008673396,1.8961869842412056,6.013106300267911e-05,6.119339058680874e-05,1.4707673159162111
2013-11-12,3.99781619662566e-05,0.5506703677454884,0.00030245890170969625,1.8776105902750528,6.055308919756604e-05,6.135568998811874e-05,1.5146541566537157
