Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_VZ,Predicted_Covariance,Future_Cov_45_VZ,Beta_Predicted
2013-06-05,8.390672708275947e-05,0.5727140849666909,0.00013783823418772324,0.8628177865773866,6.15915459390588e-05,5.2812845550251786e-05,0.7340477704285783
2013-06-06,8.864935953499249e-05,0.579893270677583,0.0001414728469097297,0.785647368589241,6.494151512111684e-05,4.7222195320781504e-05,0.7325660948005217
2013-06-07,8.584609796353898e-05,0.5810071138778169,0.0001385979722086573,0.7967943595978397,6.337532038664183e-05,4.5387840634633305e-05,0.7382434599829911
2013-06-10,7.344670994631798e-05,0.5647184276507489,0.00013468562643196075,0.7876495731591459,5.616668058435964e-05,4.495834230120276e-05,0.7647269785864027
2013-06-11,7.540176794643908e-05,0.5596926339630012,0.00013024933836253009,0.7987567179695668,5.546616236653256e-05,4.398329385716203e-05,0.7356082473547889
2013-06-12,7.564969572692771e-05,0.5541543927125737,0.0001259915929503777,0.776327323590317,5.4100983027749656e-05,4.517428285988234e-05,0.7151513632392875
2013-06-13,7.668406692361186e-05,0.5512320527661132,0.00012488764568526636,0.7707598411815151,5.394445016239402e-05,4.13238838745688e-05,0.7034636049771629
2013-06-14,7.978958283363962e-05,0.5421755692899826,0.0001224859091360103,0.8061387624832472,5.359892833025632e-05,4.324236250462892e-05,0.6717534598721926
2013-06-17,6.406673037804978e-05,0.5372751315131752,0.00012151320618452933,0.8567399588253316,4.740506642268685e-05,4.528400062898546e-05,0.7399326630679522
2013-06-18,5.269216623890948e-05,0.5036641690859586,0.00012113647427965552,0.8358307205391721,4.02394047128141e-05,4.3734011793822414e-05,0.7636695847797602
2013-06-19,5.313666894497608e-05,0.5033676006561159,0.00012612283389568907,0.6866170226556872,4.120778602425802e-05,3.413427027016506e-05,0.7755056318439791
2013-06-20,6.610900161714408e-05,0.5290795027466281,0.00012377106383645173,0.6511112424955077,4.7858689009835075e-05,2.265835057805172e-05,0.7239360425831005
2013-06-21,6.524441916700448e-05,0.5491689075506702,0.00011337098963913343,0.7102108985087906,4.723115805764207e-05,2.4921622561397048e-05,0.7239110817546812
2013-06-24,5.5679700730278476e-05,0.5245026410994632,0.00010497692286381223,0.5925078548910923,4.0099877393022856e-05,2.224004812444453e-05,0.7201884504960467
2013-06-25,5.683904438603972e-05,0.5073488288757785,0.0001087102796900721,0.4514023922294671,3.988093692022797e-05,1.6226780361968275e-05,0.7016468582646185
2013-06-26,5.616484134519195e-05,0.5011032369847163,0.00010682488508360155,0.4582120388482747,3.8814651710727225e-05,1.5603773419066763e-05,0.6910845073374359
2013-06-27,5.600093181678947e-05,0.49932181568228506,0.00010498441977875247,0.4525154231460482,3.828605280121586e-05,1.524492153128793e-05,0.6836681383529664
2013-06-28,5.651835513949762e-05,0.5093391876889665,9.941604312901627e-05,0.343600569558803,3.8179486695860454e-05,1.1542743530588626e-05,0.6755236701709827
2013-07-01,4.0959150997653995e-05,0.42846066336452926,9.855786212927162e-05,0.4223821439155149,2.7222754464230397e-05,1.4487016806592676e-05,0.6646318051316451
2013-07-02,4.708768430286185e-05,0.3789758835510992,0.0001007612211419487,0.4296818469614699,2.6104293981922887e-05,1.471796062196636e-05,0.5543762529077342
2013-07-03,4.5307854285029834e-05,0.35120636435534164,0.00010257154857751725,0.4315019803641756,2.3942118779616628e-05,1.4780129835496201e-05,0.5284319718386519
2013-07-05,5.048108536897671e-05,0.34042074504787195,0.00010125153345404698,0.3416135714532599,2.433779140303434e-05,1.1527468452347558e-05,0.4821170389888486
2013-07-08,5.858594159480322e-05,0.31777373084320837,0.00010303835423734655,0.4022168503677817,2.4689605843664858e-05,1.3753423629508978e-05,0.4214254336718711
2013-07-09,6.185296409698371e-05,0.2758725190620587,0.00010697868696101764,0.4269138756206821,2.244074808167858e-05,1.4238280643139883e-05,0.36280796578304825
2013-07-10,6.043816195282401e-05,0.2492737200101366,0.0001103909343817042,0.3812989714063592,2.036098685860133e-05,1.280511400492358e-05,0.33688957772234085
2013-07-11,6.428746384905295e-05,0.23496470017490817,0.00011297648351450848,0.2977520832515092,2.0024413007144208e-05,8.854326656781292e-06,0.3114823918728783
2013-07-12,6.999194674271863e-05,0.22068445813079055,0.00011471590670168537,0.3432875997889484,1.977459539821066e-05,1.0441088524438299e-05,0.2825267236943633
2013-07-15,7.060701256657018e-05,0.2117293416288746,0.00011534529770612715,0.3825532874584568,1.9107545943787802e-05,1.1675332007819521e-05,0.2706182466758907
2013-07-16,3.5042919617133015e-05,0.20074919656748608,0.00011714405613392313,0.4050823412629545,1.2862165273794933e-05,1.3298558408281568e-05,0.36704034407870584
2013-07-17,3.792838595062833e-05,0.19451167279540885,0.00011851585577223096,0.3973476459571737,1.3041155638610328e-05,1.3063575733623597e-05,0.3438362933657683
2013-07-18,3.7451029819475974e-05,0.20073336589811056,0.00011901917817667543,0.5220113976475713,1.340170094794848e-05,1.866106290770482e-05,0.3578459928217803
2013-07-19,4.0860668714576163e-05,0.20639933514151496,0.0001191905915855325,0.4992092736228173,1.4403963646909103e-05,1.8079123633789493e-05,0.35251414379742635
2013-07-22,3.950888193740232e-05,0.2114436184674867,0.00012004608510155794,0.5104115266636382,1.456182987795788e-05,1.851036220318375e-05,0.3685710443800858
2013-07-23,3.3171208880188284e-05,0.22756708977494564,0.0001198831294203944,0.5233168913397651,1.4350569646562681e-05,1.902418106358171e-05,0.4326212438743422
2013-07-24,3.471216593235655e-05,0.24022453237362826,0.00011938697924675343,0.5668255452842208,1.5464528920611234e-05,2.0608265991307498e-05,0.4455074612960452
2013-07-25,3.488954269695917e-05,0.2552469445423119,0.0001193950955064792,0.5862560400997495,1.6474089998648808e-05,2.153374806674722e-05,0.47217844446223206
2013-07-26,3.343176772700175e-05,0.25522580128290734,0.00011920718007785878,0.5876957953102552,1.61122226136407e-05,2.1939238293374776e-05,0.4819434839704089
2013-07-29,3.360094972876798e-05,0.25637059887715874,0.00012007783699886126,0.6301196342110684,1.6284537268785276e-05,2.4284801891574034e-05,0.48464514843290324
2013-07-30,3.816574763863081e-05,0.2748063461259514,0.00012373964053888806,0.6300698233153215,1.8885046994726368e-05,2.42980356399759e-05,0.4948166396093653
2013-07-31,3.750748633018741e-05,0.2812937219661053,0.00012542256668498554,0.5759781480147974,1.929331528081104e-05,2.331991948355975e-05,0.5143857178528934
2013-08-01,4.226173154810077e-05,0.2910425191338255,0.00012307983386142653,0.5346776630346859,2.099053630910405e-05,2.0717253997637323e-05,0.49667951454410675
2013-08-02,4.130983358011611e-05,0.2962976058630176,0.00012314864093310597,0.4826066746038733,2.113341476904934e-05,1.941582584519642e-05,0.5115831495196728
2013-08-05,3.7225611971094185e-05,0.2878483864641172,0.00012306847782260827,0.598266969260116,1.9483103467808932e-05,2.5745272756373038e-05,0.5233789973133989
2013-08-06,4.1983018398946586e-05,0.30027850360051533,0.00012481517501679017,0.6081711949846622,2.1736757864881145e-05,2.583975373278757e-05,0.5177511930734964
2013-08-07,4.81253999850549e-05,0.3142238739186874,0.00012725052466043264,0.6330342962548522,2.4589865053812095e-05,3.3483591129430844e-05,0.5109539881527915
2013-08-08,4.5117615842124565e-05,0.3194456224925378,0.00012794511305722203,0.6499851906520254,2.427067548078597e-05,3.4789463281779735e-05,0.537942332008718
2013-08-09,4.7210405389653165e-05,0.3303348411336464,0.0001243085211235028,0.6343118971867198,2.5306011252114744e-05,3.4032150992611164e-05,0.5360261375273198
2013-08-12,4.729046229109182e-05,0.3272892146957199,0.00012804447511990515,0.6528820216786104,2.5468237778858334e-05,3.582073677554892e-05,0.5385491396148993
2013-08-13,5.1414947954433665e-05,0.3526598697592819,0.0001337774668707505,0.7283393706354173,2.9247734191331306e-05,4.292929790567135e-05,0.5688566332353777
2013-08-14,5.361675369996386e-05,0.3669630374649021,0.0001388201132231907,0.7988329179631862,3.1659115466385534e-05,4.721633057438931e-05,0.5904705764833889
2013-08-15,5.120699157562921e-05,0.37256568423307407,0.00014245526922614901,0.8684514418567683,3.1820481042290206e-05,4.763901664649696e-05,0.621408914352907
2013-08-16,4.9139520575593413e-05,0.3485796032563981,0.00014341845659239044,0.8372654591498861,2.9263074369081088e-05,4.55805630965583e-05,0.5955099688867427
2013-08-19,5.1240075352845624e-05,0.34503892052224905,0.00014375219805410285,0.8500588967637285,2.961285044534551e-05,4.553575824659743e-05,0.5779236318726638
2013-08-20,5.687877447837599e-05,0.37972342543792753,0.0001514274873413756,0.8505091682703614,3.524072733014983e-05,4.6021674555540805e-05,0.6195760659988824
2013-08-21,5.746511661394483e-05,0.3921454937414235,0.00015572964015440915,0.8137434221884491,3.709667753953299e-05,4.307982238722977e-05,0.64555124439669
2013-08-22,5.43081375808944e-05,0.40122955565479673,0.00015259974630641834,0.8605971040462677,3.652601367833972e-05,4.4592058179621544e-05,0.6725698082342189
2013-08-23,4.6628310947370826e-05,0.3838191249774804,0.00015417324349646975,0.8514990362422921,3.2542877963129784e-05,4.403726832036785e-05,0.6979210119761959
2013-08-26,5.7057237442025364e-05,0.3968052280516848,0.00016336434897680716,0.8350050405067434,3.830993357198528e-05,4.299511814777646e-05,0.6714298709416343
2013-08-27,6.26349019454684e-05,0.4128238079723062,0.0001692139475334589,0.9778594666456142,4.250020403653027e-05,4.427340957987467e-05,0.6785386855643532
2013-08-28,6.352118414260544e-05,0.4261166776056748,0.0001596108360729142,0.9842628733930852,4.2906097093872654e-05,4.492715625228985e-05,0.6754612287697316
2013-08-29,6.345432123592429e-05,0.4253457928992543,0.00018037713287237568,0.982887007088028,4.550545725928273e-05,4.487945672718761e-05,0.7171372472820666
2013-08-30,6.533098257867051e-05,0.42649760234996487,0.0001824015955349103,0.9763069926308588,4.65575915058895e-05,4.414081854501359e-05,0.7126418380410182
2013-09-03,6.741624909395761e-05,0.4441755670931545,0.00019268264318431186,1.064478675001707,5.06242096360721e-05,4.8486394077602056e-05,0.7509199980188375
2013-09-04,5.29054408502055e-05,0.4761681790358214,0.0001886398832283193,1.0466609919720191,4.756935881702131e-05,4.690391207409183e-05,0.8991392577505861
2013-09-05,5.526096611110341e-05,0.5002589943904612,0.0001792825950925207,1.0187653897185602,4.979356344183933e-05,5.022372861410415e-05,0.9010621229771527
2013-09-06,5.903493096893949e-05,0.5196013139738316,0.00017317849939287188,0.946075572687684,5.253778471719059e-05,4.9766984052229965e-05,0.8899440357579601
2013-09-09,5.950680039687122e-05,0.5432264200596434,0.00016828618673220435,1.0179430242472167,5.436112282234876e-05,5.202360574815776e-05,0.9135279070592911
2013-09-10,6.058865375686932e-05,0.5427560551912842,0.00016765802635354275,0.9989246530419156,5.470317118239269e-05,5.0407417831715665e-05,0.9028616381196726
2013-09-11,5.2548421709793746e-05,0.5562864150562253,0.00016480983829151357,0.964908079548628,5.176900991578289e-05,4.964327323334115e-05,0.9851677411299758
2013-09-12,5.463125330927889e-05,0.5753073013777293,0.0001648255406665088,1.0001173759439057,5.459246725190291e-05,5.1428979089434375e-05,0.9992900390339499
2013-09-13,5.629719144726608e-05,0.5851233656847188,0.00016207862180247758,0.9929783409117144,5.589251773870648e-05,5.124655623633595e-05,0.9928118313159785
2013-09-16,5.4138744378514925e-05,0.5807642904100286,0.00016123908746008557,0.9555738724038796,5.426117079210731e-05,4.936780897833535e-05,1.0022613456406826
2013-09-17,5.7555509167455784e-05,0.5689411692594705,0.00016154899202653543,0.9500989998889728,5.4860901191454855e-05,4.906952714741808e-05,0.9531824491698777
2013-09-18,6.204530316157312e-05,0.5740933388101037,0.00015783666239214917,0.997370294607299,5.6812108479230174e-05,4.9291612687195445e-05,0.9156552645296114
2013-09-19,6.178297806302708e-05,0.5790004000366673,0.00015670500475615577,0.966965803182687,5.6971114628250984e-05,4.880713841773143e-05,0.9221166802631732
2013-09-20,6.675064824066973e-05,0.5696095845677673,0.0001551558411063192,0.9294510514062468,5.796810417828452e-05,4.3683194917101606e-05,0.8684275839431594
2013-09-23,6.644616634370019e-05,0.5721070812412531,0.00015404706094939154,0.9583948017562663,5.788139589788339e-05,4.43876552149659e-05,0.871102112926808
2013-09-24,6.687102886618699e-05,0.570747852340382,0.00015334228649758574,0.9349864970600176,5.779553070295193e-05,4.303196852452015e-05,0.8642835572128599
2013-09-25,5.221698153901886e-05,0.5771646972856163,0.00014928285649499655,0.9237841507162572,5.095779287916686e-05,4.213484441638356e-05,0.9758854567472255
2013-09-26,5.0374063840171386e-05,0.5780368573078204,0.0001473163478662718,0.9154303610653772,4.9794857874035676e-05,4.1734401325145456e-05,0.9885019011375886
2013-09-27,5.122431082106018e-05,0.5764090502378942,0.00014420764630965188,0.8954557789042811,4.9540797942144065e-05,4.040892795349784e-05,0.967134494306872
2013-09-30,5.1567877421329924e-05,0.5711909791890522,0.00014066817459449795,0.8563221592374893,4.864843724887526e-05,3.839520799116832e-05,0.9433864584225238
2013-10-01,5.3629225784131454e-05,0.5710022603396221,0.00013825846004505838,0.8600590924013721,4.9168215766207534e-05,3.7789142526155124e-05,0.9168175569813297
2013-10-02,4.9785428743887e-05,0.5683667878771951,0.00013213270219091574,0.872191377183555,4.6098307059200194e-05,3.886539889009463e-05,0.9259397422556187
2013-10-03,5.1677659876475144e-05,0.5679726465703567,0.0001294591729897567,0.9546872540840422,4.6456368130223296e-05,4.20575524736506e-05,0.8989642379563573
2013-10-04,4.988490741732951e-05,0.562162240776506,0.0001292017382344717,0.9696779333209112,4.5131569325120744e-05,4.196729748988377e-05,0.9047139036975038
2013-10-07,5.300164613196136e-05,0.5675124403129489,0.0001290383832094153,1.0620885814997725,4.6933130328187755e-05,4.4053936289243896e-05,0.8855032579806208
2013-10-08,5.7418241986777646e-05,0.569353316478701,0.00013620799624192547,0.954069943810077,5.035100024474337e-05,3.933257941776476e-05,0.8769164380953752
2013-10-09,4.671951297786224e-05,0.5718936142087728,0.00013377334083281708,0.9657767342669245,4.5211528235404824e-05,4.033846664087338e-05,0.9677225928452644
2013-10-10,5.493659376391755e-05,0.5812953758614783,0.0001318839324831635,1.0509709209628282,4.947931477213747e-05,3.444721514447576e-05,0.9006622249782725
2013-10-11,5.397060840252837e-05,0.5613193745180883,0.00012854165194230768,1.0654944594524594,4.675312320781508e-05,3.4865188485674076e-05,0.866270079060751
2013-10-14,5.390763459317086e-05,0.5397465386383602,0.00012448879944445792,1.1155182913692985,4.421607041459823e-05,3.673712396295526e-05,0.8202190793249834
2013-10-15,5.553151341989191e-05,0.520764238042273,0.00012238437037717388,1.114197168650395,4.293128486763181e-05,4.1076343349810156e-05,0.7730976921701078
2013-10-16,4.144281603770634e-05,0.5347745600900146,0.00012093403823776414,1.0683367165785522,3.78590442226842e-05,3.5733703434707244e-05,0.9135248962869347
2013-10-17,4.1583055321708076e-05,0.5184094902595209,0.0001233882182078529,0.9627141631854098,3.7133679762038106e-05,3.1539393925715904e-05,0.8930002731822543
2013-10-18,4.3823960134694674e-05,0.4939594591131838,0.00012190228102719687,0.9132724430166476,3.61038097852804e-05,2.9631038862807698e-05,0.8238372268118608
2013-10-21,4.4710412594374516e-05,0.4863109931256412,0.00011521435215099468,0.928334743112763,3.490372006366735e-05,3.012790365242382e-05,0.7806619988127542
2013-10-22,4.4371990394003997e-05,0.47675876356528946,0.00010997283931366777,0.9069550911101892,3.330395866996882e-05,2.9302825020040988e-05,0.7505626494156367
2013-10-23,3.6244305626284386e-05,0.5005913644399833,0.00010034068377779288,0.9050529291840684,3.018851661891311e-05,2.855314892096721e-05,0.832917505171361
2013-10-24,4.040389782719303e-05,0.5129983166881138,9.363913201799363e-05,0.9185394236922412,3.155413373386218e-05,2.8909651370322393e-05,0.7809675657734514
2013-10-25,3.967999624918889e-05,0.5215912369898684,9.018278175531688e-05,0.9028949135577148,3.120167517226594e-05,2.8441341069822058e-05,0.7863326139528992
2013-10-28,4.081308187982178e-05,0.5226605724864828,8.681936243756792e-05,0.8517160038854084,3.111198574736026e-05,2.8989123361524256e-05,0.762304249381917
2013-10-29,4.2024721372673885e-05,0.521117563818592,8.41173657162892e-05,0.8358042671214609,3.098353485077165e-05,2.8071208458352982e-05,0.7372692510203852
2013-10-30,3.243679795796633e-05,0.5136152321122099,8.186367075446677e-05,0.791604993481184,2.6466864261060058e-05,2.6234156417345452e-05,0.8159518179124063
2013-10-31,3.3498134377451295e-05,0.5117950328559916,7.890873514100937e-05,0.8317257989814274,2.6312912272009076e-05,2.7831293898402416e-05,0.7855038127054971
2013-11-01,3.528785039280735e-05,0.5174192804153068,7.522240954241476e-05,0.839873180604376,2.6658077719601874e-05,2.807289553709333e-05,0.7554463483283055
2013-11-04,3.477448195487655e-05,0.5097019690066554,7.436427158921442e-05,0.8235388299646873,2.591963072619422e-05,2.7397273302664807e-05,0.7453635329442893
2013-11-05,3.766596277267884e-05,0.5250654074677594,7.267540468062963e-05,0.7886671264440109,2.7471455673854415e-05,2.5998188941469398e-05,0.729344311192835
2013-11-06,3.8333959556374354e-05,0.5287441230170635,7.331209738337326e-05,0.7903675750972461,2.8030136688400444e-05,2.93331249563912e-05,0.7312090118731149
2013-11-07,4.0431492315281525e-05,0.5424822206627394,7.79405464438294e-05,0.7862079914041776,3.045279212753888e-05,2.7703344194930115e-05,0.7531948583562155
