Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_GDX,Predicted_Covariance,Future_Cov_45_GDX,Beta_Predicted
2013-04-03,6.836168011312682e-05,0.2687015587807251,0.0009913511465785973,1.0544843119799392,6.995041676165251e-05,6.681179211292833e-05,1.023240163873922
2013-04-04,6.901245142532413e-05,0.280219273619744,0.0010076548917396081,0.8176871579918998,7.389543992356692e-05,5.4107532789785064e-05,1.070755181092596
2013-04-05,6.697476452894188e-05,0.26802027292059244,0.0010202333013006797,0.8227029912611691,7.006046095280767e-05,5.384071330525323e-05,1.0460725236672144
2013-04-08,7.273438811092278e-05,0.26451422118255236,0.0009881261166654661,0.9213797619753008,7.091287774001672e-05,6.242409276473124e-05,0.9749566825512002
2013-04-09,7.022991067372413e-05,0.26400152559654716,0.0010081485785886884,0.8224506930932228,7.024732088606062e-05,5.715032685727216e-05,1.000247903096693
2013-04-10,6.636144982931065e-05,0.26421807503977596,0.001026247660675661,0.9948536032567972,6.895194909976603e-05,7.083400576121002e-05,1.0390362066699634
2013-04-11,6.716170407401359e-05,0.2625448968769763,0.0009975189762182098,1.019538192482803,6.795556345372615e-05,7.356156742198568e-05,1.0118201196747139
2013-04-12,6.98842565011876e-05,0.2608293500265174,0.0011235909665962254,0.9666043818864554,7.30887026593985e-05,7.062405958770072e-05,1.0458536202378634
2013-04-15,9.593981606210937e-05,0.2308804149355426,0.0015904510453510906,0.1531837833921399,9.018757050678845e-05,9.245604038496519e-06,0.9400431875792107
2013-04-16,8.836558039441448e-05,0.2327027338573413,0.0014950961716108716,0.3485748606659024,8.458193519673999e-05,2.1383202689772862e-05,0.9571819119980154
2013-04-17,8.959564094882932e-05,0.2206272900220069,0.0015011432950729168,0.6747136908011124,8.091215090862984e-05,4.7950646528299044e-05,0.9030813335532824
2013-04-18,9.719405369416862e-05,0.22192743488740174,0.0014820286130041648,0.7424314686811261,8.422851338750286e-05,5.2079092411424366e-05,0.8666015068425563
2013-04-19,7.72897485213767e-05,0.21411032195520688,0.001371899936632703,0.85629255930425,6.972038387824488e-05,6.213945599232237e-05,0.9020650889938102
2013-04-22,7.797978274745508e-05,0.20331477193349226,0.0012902425417298802,0.8172295086994866,6.449048198667671e-05,6.0597985221531395e-05,0.8270154098214823
2013-04-23,8.499754389235151e-05,0.19661298331580937,0.0011845239170092388,0.7048353524430493,6.238602261085338e-05,5.2128434594087835e-05,0.7339744156591703
2013-04-24,7.773768893068322e-05,0.17870294160796832,0.0013586188676043005,0.7449778977820873,5.807595162699429e-05,5.56019223577572e-05,0.7470758704800086
2013-04-25,6.90805921567358e-05,0.17478793010049992,0.0012169290007520573,0.6192105425970421,5.0678305549513945e-05,4.630362620590349e-05,0.7336113366621233
2013-04-26,7.034557142953508e-05,0.17026518372126004,0.0012054440140108356,0.6273895163521575,4.958128230622116e-05,4.7281582439466574e-05,0.7048245013673186
2013-04-29,6.776168711759701e-05,0.15916370201038874,0.0011741745460348402,0.6134830254766712,4.489546435527923e-05,4.569823983921386e-05,0.6625493883787958
2013-04-30,5.8041023931509805e-05,0.1303811909271682,0.001147178216759865,0.6025888977044789,3.36432484093571e-05,4.4824554791004196e-05,0.5796460181174125
2013-05-01,6.311211636341748e-05,0.12802907470057157,0.0010998582426351138,0.4631683600272032,3.373131991510652e-05,3.4668945236166615e-05,0.5344666263585902
2013-05-02,6.214021471172626e-05,0.11456768451109317,0.0010461017036895346,0.4310053756197091,2.9210262866897347e-05,3.1781226868427974e-05,0.4700701953220831
2013-05-03,7.476459886581012e-05,0.1144386697008095,0.001024399142682414,0.4551116463399469,3.167053556791029e-05,3.307721768269957e-05,0.42360336373573776
2013-05-06,7.535412832838797e-05,0.11556734954410582,0.0010107022742283304,0.4511529525882652,3.189336182005285e-05,3.2746038093527527e-05,0.4232463771734421
2013-05-07,7.392273390092128e-05,0.11207677595377077,0.0009854706031575565,0.7695224790242947,3.025007642930996e-05,5.8437486782846247e-05,0.4092120898809583
2013-05-08,6.958015556766957e-05,0.09823014476635478,0.001082201491452872,0.7059418836584144,2.6955137147446566e-05,5.336127676558059e-05,0.38739690832153406
2013-05-09,7.111722928104653e-05,0.09128445859665296,0.00099437326833698,0.6923389156420257,2.4274985467348433e-05,5.23079819882379e-05,0.3413376155504692
2013-05-10,7.562958883543677e-05,0.10351842780012958,0.0010022530742780501,0.6109352941930093,2.850048402213118e-05,4.632985006406887e-05,0.376843038035625
2013-05-13,7.357910230951406e-05,0.10822182278881921,0.0010195683089769636,0.5958692468597852,2.9641505033776385e-05,4.5238800244710906e-05,0.4028522243868641
2013-05-14,7.590263764609063e-05,0.11640829159651907,0.0010238937193194307,0.6307808521834058,3.245187460026042e-05,4.6876100656429545e-05,0.42754607226659214
2013-05-15,7.650099964197039e-05,0.12426248031328203,0.0010498744253583951,0.7204918097223709,3.521618051331625e-05,5.317917509585305e-05,0.46033621361982524
2013-05-16,7.639729836462006e-05,0.13652166901432683,0.0010427639452007347,0.759016539777529,3.8533068339784595e-05,5.5601552871153784e-05,0.5043773688943618
2013-05-17,7.425705624970095e-05,0.1749356737230332,0.0010822322739312883,0.8740428234057632,4.959152765339446e-05,6.24721027115836e-05,0.6678358954418447
2013-05-20,7.217439206379002e-05,0.18250856518703232,0.0012401973650145244,0.93903316859911,5.460346718648375e-05,6.744368931390172e-05,0.7565490421896934
2013-05-21,7.13709588975209e-05,0.18367818769270583,0.001239774602623376,0.9545921908736617,5.463736157564799e-05,6.863494800815731e-05,0.7655405282434259
2013-05-22,7.35750525384875e-05,0.20601683258175665,0.0012403016790764152,1.008301405063526,6.223456553721245e-05,7.112469048426733e-05,0.8458650505843298
2013-05-23,7.454058968752127e-05,0.21648106998811478,0.0012313965654387725,1.029885662289424,6.558662856183605e-05,7.267637075621806e-05,0.8798780481450338
2013-05-24,7.630250921850573e-05,0.2008764238195026,0.0011767623830703513,1.0258384060444463,6.0192553388016525e-05,7.235671327405088e-05,0.7888672863384414
2013-05-28,7.438631671877e-05,0.20883703435680998,0.0011568812405505897,1.0541992198519128,6.126302455716118e-05,7.360732745042051e-05,0.8235792180539919
2013-05-29,7.273626036607267e-05,0.24600366894716266,0.0012143288972946838,1.03154347115001,7.311142245818059e-05,7.368748387761433e-05,1.0051578413602758
2013-05-30,7.309916508279677e-05,0.243314193341376,0.0012749659831335614,0.9744874973735522,7.42801805482165e-05,6.943622406627114e-05,1.0161563468485864
2013-05-31,7.696255068093324e-05,0.25995462766459454,0.0012490654734869857,0.972576019044526,8.059904227012964e-05,6.423622338715438e-05,1.0472501438299824
2013-06-03,7.835861755638394e-05,0.2607090538971154,0.0012259204117935863,1.0299123121556577,8.080358590849718e-05,6.851108763213303e-05,1.0312022905502887
2013-06-04,7.696792659140356e-05,0.26635541846353183,0.0011832029380255634,1.010128844825625,8.037963864904119e-05,6.68509596735943e-05,1.0443264124256488
2013-06-05,8.390672708275947e-05,0.28669405206524406,0.0011497081937889117,1.2184721198330053,8.90452764758235e-05,7.458235200191568e-05,1.0612412088007646
2013-06-06,8.864935953499249e-05,0.29973341964027717,0.0010771554413448426,1.1635184406658914,9.26215745272515e-05,6.993454985169323e-05,1.0448081634553836
2013-06-07,8.584609796353898e-05,0.32754305468169104,0.001061445426153128,1.3844579385219848,9.88729540212386e-05,7.886295318494019e-05,1.1517466299194221
2013-06-10,7.344670994631798e-05,0.32152309163006787,0.001084742705646684,1.3561219539666436,9.075315071248819e-05,7.74062439519528e-05,1.2356326209685833
2013-06-11,7.540176794643908e-05,0.31397027053209425,0.0011034858910082947,1.1231450569140005,9.056547807463462e-05,6.184563831655891e-05,1.2011054984674487
2013-06-12,7.564969572692771e-05,0.3215820234350261,0.0010551330710560352,0.7546680767184775,9.085502955191511e-05,4.391393697872055e-05,1.200996628986771
2013-06-13,7.668406692361186e-05,0.31035347319859496,0.0010208458137713756,0.8011697192743296,8.683388955747976e-05,4.295429350906794e-05,1.132358950705869
2013-06-14,7.978958283363962e-05,0.3155269788407507,0.001020376142187574,0.8043028996001796,9.003051701504654e-05,4.314388436166788e-05,1.1283492633713745
2013-06-17,6.406673037804978e-05,0.2959573349986569,0.0009956867394168057,0.8846581475534236,7.474923456786989e-05,4.67596494100422e-05,1.1667402741919868
2013-06-18,5.269216623890948e-05,0.30254274993010516,0.0006344644531197308,1.1284936834037336,5.531761205292047e-05,5.904731047381991e-05,1.0498261127110822
2013-06-19,5.313666894497608e-05,0.2746854500672473,0.0007038169728004609,1.0249517066370533,5.3120565099759595e-05,5.095413806214409e-05,0.9996969353642932
2013-06-20,6.610900161714408e-05,0.25030031777530126,0.0008533805341145148,0.1541522318529145,5.945153418265647e-05,5.364421751228714e-06,0.8992955986078434
2013-06-21,6.524441916700448e-05,0.22682818063014265,0.0008338579333797525,0.1584442803844587,5.2907193718194596e-05,5.559881664790859e-06,0.8109075748343992
2013-06-24,5.5679700730278476e-05,0.17198837892033508,0.0009976567229564627,0.2240617129474846,4.0535740961229667e-05,8.410256906574663e-06,0.7280165020568516
2013-06-25,5.683904438603972e-05,0.1393427570439054,0.0010250628479089774,0.223004817979658,3.363434927425968e-05,8.016462170579579e-06,0.5917472687581045
2013-06-26,5.616484134519195e-05,0.12617977300310385,0.001212314872600919,0.6515219942193176,3.2925298922959215e-05,2.21866749745157e-05,0.5862261538423774
2013-06-27,5.600093181678947e-05,0.12298431215542256,0.0010297984721967675,0.6328408993505721,2.953408121426983e-05,2.1319958080800022e-05,0.5273855319210118
2013-06-28,5.651835513949762e-05,0.12022460061059415,0.0013711682619808499,0.8592959533057546,3.346828635317347e-05,2.8866753098276175e-05,0.5921666734739118
2013-07-01,4.0959150997653995e-05,0.11334391935709362,0.0013399127864738385,0.8120863161064799,2.6552900308223256e-05,2.7853232621954183e-05,0.6482776049177416
2013-07-02,4.708768430286185e-05,0.10636152044607738,0.001402697354667827,0.7442569426860721,2.7335070132789077e-05,2.549315139222305e-05,0.5805142159247727
2013-07-03,4.5307854285029834e-05,0.10087759551760968,0.0013930084664208796,0.7448026634760583,2.534301890454153e-05,2.5511540083104433e-05,0.559351558454074
2013-07-05,5.048108536897671e-05,0.11666728179944034,0.0013977197648207085,0.8982504734174603,3.0990135465273825e-05,3.0310721996719063e-05,0.6138959818070571
2013-07-08,5.858594159480322e-05,0.12066340644925891,0.001426236129221177,0.7797958101585066,3.4879319704371445e-05,2.6664377963825908e-05,0.5953530617568049
2013-07-09,6.185296409698371e-05,0.12635424618161029,0.0013884254975707008,0.7603295209124263,3.7028096742358806e-05,2.535824136490261e-05,0.5986470864080141
2013-07-10,6.043816195282401e-05,0.13304520877952017,0.0013317479065080122,0.8847295872397433,3.774556015312951e-05,2.971175921704825e-05,0.6245319005993667
2013-07-11,6.428746384905295e-05,0.13542648762800882,0.0014688513390292426,0.2862472225069603,4.161555426228296e-05,8.512203793825622e-06,0.6473354487897724
2013-07-12,6.999194674271863e-05,0.14124994714992303,0.0013267211389897855,0.2404711399511589,4.3042962529397995e-05,7.313927043523382e-06,0.6149702148965562
2013-07-15,7.060701256657018e-05,0.14050534135608023,0.0012786668017062736,0.3115035547446106,4.221778535491672e-05,9.506930256492018e-06,0.5979262373565609
2013-07-16,3.5042919617133015e-05,0.12721774685459675,0.001348460702144328,1.0835161987478428,2.7654574964463457e-05,3.5571048124297016e-05,0.7891629826112638
2013-07-17,3.792838595062833e-05,0.11776776427608653,0.0013254836401462074,1.1795641865346995,2.640558522194173e-05,3.878046400991399e-05,0.6961958585929304
2013-07-18,3.7451029819475974e-05,0.10855953078565132,0.0013110188528159526,1.585793907425141,2.4054941674913146e-05,5.6689566546772473e-05,0.642303877646741
2013-07-19,4.0860668714576163e-05,0.09498520664145295,0.00128456885459606,1.592850382351754,2.1761428508723575e-05,5.768590551950458e-05,0.5325764162288577
2013-07-22,3.950888193740232e-05,0.08882543256757297,0.001330050978000442,1.522048035940627,2.036192551427778e-05,5.5197931402658206e-05,0.5153758981724442
2013-07-23,3.3171208880188284e-05,0.1299685670739938,0.0013125616165611388,1.5291929717125188,2.711932216371877e-05,5.559087515890595e-05,0.8175560396870539
2013-07-24,3.471216593235655e-05,0.1554208297379183,0.0012916617428283708,1.381560269075551,3.290974203391028e-05,5.0229848927953836e-05,0.9480751531909982
2013-07-25,3.488954269695917e-05,0.1773053543610212,0.0012744759248724943,1.3393978821881032,3.7388264585009e-05,4.9197372109404884e-05,1.071618075070603
2013-07-26,3.343176772700175e-05,0.18645888002116764,0.0012723231604975607,1.3201180374762542,3.845576525768826e-05,4.928125133902687e-05,1.1502761556526606
2013-07-29,3.360094972876798e-05,0.18854287623761182,0.001273443971402446,1.1555553255819284,3.900100742427257e-05,4.453508608987531e-05,1.1607114602145083
2013-07-30,3.816574763863081e-05,0.19708487829380172,0.0012565216082784446,1.1511938836801787,4.315937743116747e-05,4.439468290514345e-05,1.13084061236841
2013-07-31,3.750748633018741e-05,0.20113880968528852,0.0012404667785032208,1.1336373064962753,4.3385781466867215e-05,4.589814874430566e-05,1.1567232494583017
2013-08-01,4.226173154810077e-05,0.20258440341579428,0.0012010099506881255,1.3780472787809153,4.5640768991721676e-05,5.3395452006015976e-05,1.079955016508848
2013-08-02,4.130983358011611e-05,0.20862582473162886,0.0011257778298879178,1.268157497342944,4.499053267451815e-05,5.101944587256498e-05,1.0890998286706652
2013-08-05,3.7225611971094185e-05,0.21165459638947406,0.001119321383094673,1.3634710825989302,4.3204205936274186e-05,5.8674365660449376e-05,1.1606043164534783
2013-08-06,4.1983018398946586e-05,0.22567479056844553,0.0011778148173950842,1.2327863809000863,5.018320384863983e-05,5.2378173695642056e-05,1.1953214838383082
2013-08-07,4.81253999850549e-05,0.2359559839639251,0.0011962911383542705,0.8451671487961577,5.661566523203123e-05,4.470410436486767e-05,1.1764196297508787
2013-08-08,4.5117615842124565e-05,0.22536595753626187,0.0013284929419771334,0.6509865777402877,5.517483097982352e-05,3.4843060994218585e-05,1.222911050373121
2013-08-09,4.7210405389653165e-05,0.22954584926154165,0.0013185678715163167,0.6849236936136336,5.727163131335168e-05,3.6747579010984164e-05,1.2131145843942186
2013-08-12,4.729046229109182e-05,0.20972518397761783,0.0013023088995114166,0.6069649480157081,5.204684015998112e-05,3.330147088283316e-05,1.100577952476165
2013-08-13,5.1414947954433665e-05,0.19476346288180585,0.0012246831085436646,0.5038599260337492,4.887244334884943e-05,2.9698178815408094e-05,0.9505493109156208
2013-08-14,5.361675369996386e-05,0.2017320744400436,0.0011551956665465783,0.7564750833558676,5.020569549969513e-05,4.4712701246827555e-05,0.9363807398829701
2013-08-15,5.120699157562921e-05,0.21282812194234219,0.001059473894046577,1.2007635226339453,4.957226624029663e-05,6.586803900165482e-05,0.9680761301331634
2013-08-16,4.9139520575593413e-05,0.19968740938696122,0.0010204975550237353,1.1677678326202754,4.471694490265168e-05,6.357304579472807e-05,0.9099996169857152
2013-08-19,5.1240075352845624e-05,0.19330443596399982,0.0010003003253171011,1.2240118621950151,4.3763485660684284e-05,6.556758415219743e-05,0.8540870667992465
2013-08-20,5.687877447837599e-05,0.20480688421566198,0.0009178677012193346,1.2256899345591752,4.679610531391703e-05,6.632298084334519e-05,0.8227340645623059
2013-08-21,5.746511661394483e-05,0.19748674113614303,0.0008419172662890918,1.1468651896268298,4.343849776124084e-05,6.071538930336044e-05,0.7559107215089127
2013-08-22,5.43081375808944e-05,0.2118114433377666,0.0008470524925204984,1.1261161328347666,4.542940374240314e-05,5.8349994296144706e-05,0.8365119071655516
2013-08-23,4.6628310947370826e-05,0.2819217798005476,0.0009545345351048436,1.103488208060404,5.9477032681504794e-05,5.7069478928794076e-05,1.275556233392976
2013-08-26,5.7057237442025364e-05,0.2902773710721766,0.0009523131942259386,1.0903396513457924,6.766412220572814e-05,5.6142513945027065e-05,1.1858990241944365
2013-08-27,6.26349019454684e-05,0.28506491591759,0.0009337248700793338,0.8074404554550507,6.893843727921738e-05,3.65575455523789e-05,1.1006393422510186
2013-08-28,6.352118414260544e-05,0.2882582099566962,0.0009065037584635132,0.9171230906080948,6.917127528380387e-05,4.1862528302311796e-05,1.0889481393878606
2013-08-29,6.345432123592429e-05,0.24401027364395003,0.0009059596911560833,0.9010261756745408,5.8505022529864865e-05,4.114162153903334e-05,0.9220021803139641
2013-08-30,6.533098257867051e-05,0.2540336938796555,0.0009002845367695829,0.913951765342246,6.160852534733326e-05,4.1321612297537216e-05,0.9430215636684366
2013-09-03,6.741624909395761e-05,0.23452609951039102,0.0008475214514431515,0.9129582252643764,5.605944878620046e-05,4.158472435954223e-05,0.8315420917006336
2013-09-04,5.29054408502055e-05,0.2299272628663666,0.0008405915250436775,0.9229910282566056,4.848787391705525e-05,4.136190262804856e-05,0.9165007065027965
2013-09-05,5.526096611110341e-05,0.22777265592206644,0.0008271162926075366,0.9891445775156922,4.869609212505696e-05,4.876346342604432e-05,0.881202330541098
2013-09-06,5.903493096893949e-05,0.22036585745293552,0.0008257647013661766,0.9804197451073542,4.865494597761181e-05,5.157361127149229e-05,0.8241721499295225
2013-09-09,5.950680039687122e-05,0.20494594240907946,0.0008040594366946538,1.0432700010137552,4.482978962200338e-05,5.3317981388748775e-05,0.7533557395628426
2013-09-10,6.058865375686932e-05,0.21444176845134716,0.000825748946607217,1.1875759630661948,4.7965507698241614e-05,5.992708018055888e-05,0.791658251571623
2013-09-11,5.2548421709793746e-05,0.2331788799335194,0.0008249853432386709,1.179334883570117,4.855032780769932e-05,6.067525508343657e-05,0.9239160040966696
2013-09-12,5.463125330927889e-05,0.24315734611070822,0.0008704798214690217,1.1298863731095368,5.30258123732928e-05,5.810208286926764e-05,0.9706131410367367
2013-09-13,5.629719144726608e-05,0.28866475904928435,0.000796598904843449,1.0986072027655798,6.113036437642993e-05,5.6697949470355795e-05,1.0858510487808457
2013-09-16,5.4138744378514925e-05,0.29073065760572825,0.0007916154149390264,1.1509977048451725,6.018690920370015e-05,5.946398961741669e-05,1.1117160158517723
2013-09-17,5.7555509167455784e-05,0.2824969919790486,0.0007993093680064978,1.1134435412856225,6.059192210393372e-05,5.750574212015477e-05,1.052756251841046
2013-09-18,6.204530316157312e-05,0.22304674400768995,0.0008600120041564852,0.7865509395037583,5.152317290648431e-05,3.887258772233057e-05,0.8304121388900628
2013-09-19,6.178297806302708e-05,0.21016651399376926,0.0008542671304333462,0.7081781056423596,4.8283060199397826e-05,3.574495262679244e-05,0.7814945428843283
2013-09-20,6.675064824066973e-05,0.171326369618253,0.0008674806505849844,0.3899780860773265,4.122701150006837e-05,1.8328548579012858e-05,0.6176271330193561
2013-09-23,6.644616634370019e-05,0.1589859235627892,0.0008516153695571075,0.3359910779678362,3.781946526567252e-05,1.5561286535372654e-05,0.569174526488814
2013-09-24,6.687102886618699e-05,0.15619633386212173,0.0008119353958068442,0.3489143498672863,3.63957418607575e-05,1.6058490008630136e-05,0.5442677117109652
2013-09-25,5.221698153901886e-05,0.13325433599403785,0.0007575825568237195,0.4021871922770429,2.6503438039451242e-05,1.8344214673650854e-05,0.5075635790944119
2013-09-26,5.0374063840171386e-05,0.1277926892655793,0.0006947774056510472,0.3916674942302681,2.3907399948270825e-05,1.7856091610503908e-05,0.4745974044128159
2013-09-27,5.122431082106018e-05,0.11799667019281555,0.0006759380681796192,0.5370472619102366,2.1956406718800092e-05,2.4235148876596517e-05,0.42863254511123683
2013-09-30,5.1567877421329924e-05,0.11168587516659102,0.0006597047725496462,0.5689438846698798,2.0599785232463264e-05,2.5509930522707498e-05,0.3994693259168859
2013-10-01,5.3629225784131454e-05,0.11379866989862389,0.000654895209170241,0.6232817124958772,2.1326709649920518e-05,2.7385654864352998e-05,0.3976695418980103
2013-10-02,4.9785428743887e-05,0.1226179447705606,0.0006513317481580173,0.6884319050835591,2.2080366725152224e-05,3.067696069885508e-05,0.44351062715038697
2013-10-03,5.1677659876475144e-05,0.12882090208408703,0.0006481485529298823,0.6802538522822915,2.3576266581753836e-05,2.9967732328441486e-05,0.4562177667895193
2013-10-04,4.988490741732951e-05,0.11135341149239969,0.0006330640064868904,0.7051983508768548,1.9788456617935697e-05,3.052072029655012e-05,0.3966822360195739
2013-10-07,5.300164613196136e-05,0.1178356650767171,0.0006325527132402622,0.727314121939687,2.15759435859974e-05,3.0167963904623807e-05,0.40708063165205255
2013-10-08,5.7418241986777646e-05,0.11698072146933271,0.0006473341872346731,0.775587033723869,2.2552958098025633e-05,3.1974425771665716e-05,0.39278384913315806
2013-10-09,4.671951297786224e-05,0.14122812276375876,0.0005985974940389906,0.7847385098516829,2.3617710076575065e-05,3.277688007828089e-05,0.5055213244146225
2013-10-10,5.493659376391755e-05,0.18370636935916332,0.0006126865642072457,1.168228713842598,3.370344205778127e-05,3.829052264055315e-05,0.6134971200183464
2013-10-11,5.397060840252837e-05,0.19311592173029957,0.0004656802418559508,1.293897233423258,3.0615449778893875e-05,4.2339000943821365e-05,0.5672615278033373
2013-10-14,5.390763459317086e-05,0.1884737853803029,0.0004710780747968226,1.2975061197827114,3.0034647336895534e-05,4.2730489973983064e-05,0.5571501618195726
2013-10-15,5.553151341989191e-05,0.18519644990646258,0.00041122955794212457,1.1891794439714984,2.798624124836122e-05,4.384066350148524e-05,0.5039704399328739
2013-10-16,4.144281603770634e-05,0.20520233321957934,0.00044861766187189155,1.4847736087818832,2.7979832310486402e-05,4.9662675615802215e-05,0.6751431245654066
2013-10-17,4.1583055321708076e-05,0.20035894208386787,0.00047691402586483306,1.3039347984016625,2.8215449632863836e-05,4.271809310892895e-05,0.6785323833127337
2013-10-18,4.3823960134694674e-05,0.17621106515592952,0.0003666638996541562,1.311750950051023,2.2336908380752394e-05,4.255963669603273e-05,0.5096962554752931
2013-10-21,4.4710412594374516e-05,0.18506526764531747,0.000413135312738145,1.3572057235371044,2.5152167549531343e-05,4.404635674642333e-05,0.5625572677603964
2013-10-22,4.4371990394003997e-05,0.18480784766377012,0.0005138525573075799,1.2216399754815803,2.7905777385515577e-05,3.946998345332041e-05,0.6289052426479947
2013-10-23,3.6244305626284386e-05,0.22416504272757776,0.0005080050162419178,1.1183090322524596,3.0417378366375856e-05,3.5281079490405174e-05,0.839231924595547
2013-10-24,4.040389782719303e-05,0.2563929406808278,0.0005200879461200009,1.077024698572017,3.716687865901776e-05,3.389773781051763e-05,0.9198834928743767
2013-10-25,3.967999624918889e-05,0.26821393066297716,0.0005321136748326012,1.1202397184523374,3.897349486711233e-05,3.528773884318452e-05,0.9821950239702706
2013-10-28,4.081308187982178e-05,0.28676030591797563,0.0005209933629978667,0.704695470439817,4.181526232692475e-05,2.3985112210754758e-05,1.0245553729574746
2013-10-29,4.2024721372673885e-05,0.29653843956877984,0.0005634031744250124,0.7949620464303779,4.562922201794823e-05,2.669948718816842e-05,1.0857709587961273
2013-10-30,3.243679795796633e-05,0.2866811043279721,0.000524524121570968,0.8668821951393997,3.7393902312923244e-05,2.872887777360806e-05,1.152823480337999
2013-10-31,3.3498134377451295e-05,0.257491482052174,0.0005892278046249109,0.7762313298395985,3.617552089292585e-05,2.597433228639818e-05,1.0799264366578216
2013-11-01,3.528785039280735e-05,0.2432336362936574,0.0006882047760111567,0.8222594636192812,3.790487557173647e-05,2.7484154226665093e-05,1.0741622158844377
2013-11-04,3.477448195487655e-05,0.23440154146872577,0.0007653444543849155,0.7689408729989291,3.824012186714225e-05,2.5580922823086077e-05,1.0996604325195332
2013-11-05,3.766596277267884e-05,0.22911035323963191,0.0007921469619775018,0.7940503190701965,3.957511010351717e-05,2.6175644365071076e-05,1.050686274564662
2013-11-06,3.8333959556374354e-05,0.2216243158200308,0.0007746179950668172,0.3997437049348528,3.819029727563805e-05,1.4835795921843057e-05,0.996252349551185
2013-11-07,4.0431492315281525e-05,0.2195664279797614,0.0007392335287245136,0.0615559926500847,3.7959164999759515e-05,2.169027624102452e-06,0.938851445396994
2013-11-08,4.3778322206368926e-05,0.22491982568167943,0.0007215850005944572,0.0464174170739563,3.997615712675586e-05,1.4934640297120386e-06,0.9131495934976712
