Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MMM,Predicted_Covariance,Future_Cov_45_MMM,Beta_Predicted
2013-03-25,7.243408887933498e-05,0.641642616866993,0.00019612114826269512,0.7249445734404647,7.647630839787983e-05,3.963999083725541e-05,1.0558054858021149
2013-03-26,7.339742545776695e-05,0.6391174070113456,0.0001787271853107287,0.7175338021151162,7.32008910136306e-05,3.861285731025034e-05,0.9973223250964104
2013-03-27,7.311742529462491e-05,0.6387153801726623,0.00016517791117376556,0.715333874764459,7.019299994925443e-05,4.245740278775994e-05,0.9600037154811376
2013-03-28,6.422356192814954e-05,0.6293756936790736,0.0001554259087003406,0.7078887582671182,6.288091728009321e-05,4.227276419087738e-05,0.9790942045606498
2013-04-01,6.678777769649997e-05,0.624664727308606,0.00014878256256434374,0.7057391421685308,6.22689435022516e-05,4.229344565303307e-05,0.9323404019402612
2013-04-02,6.451960799026473e-05,0.6204903167745148,7.091880986995658e-05,0.7159334495244818,4.197218590831448e-05,4.6254804420196566e-05,0.6505338022922831
2013-04-03,6.836168011312682e-05,0.6227849360814078,7.821470013257466e-05,0.6972732570376908,4.5539541682642404e-05,4.41790127798438e-05,0.6661559752083667
2013-04-04,6.901245142532413e-05,0.6267502058456391,8.169731603408157e-05,0.7514858790782571,4.706110356955646e-05,4.9726899151924755e-05,0.6819219227486734
2013-04-05,6.697476452894188e-05,0.6321202396741619,8.467725865284426e-05,0.7586325246005824,4.7603478480555624e-05,4.9647706031123296e-05,0.7107673885136944
2013-04-08,7.273438811092278e-05,0.6410417868562386,8.846786198697119e-05,0.7595961976563625,5.1422004376258867e-05,5.146314849002388e-05,0.7069833913751815
2013-04-09,7.022991067372413e-05,0.6449388638109086,9.046073916463449e-05,0.7743842580186044,5.140551000508297e-05,5.381029383347235e-05,0.7319603501121335
2013-04-10,6.636144982931065e-05,0.6514458484610387,0.00046893470741684966,0.785981633507431,0.00011491915986434739,5.59622314014975e-05,1.7317156294796572
2013-04-11,6.716170407401359e-05,0.655145712487289,0.000774153223039278,0.7766356322144581,0.00014938679839423557,5.6035698164807916e-05,2.22428540868481
2013-04-12,6.98842565011876e-05,0.6591953050167443,0.000663359354799982,0.7769130735750498,0.00014193130928746308,5.676443872056974e-05,2.030948262074608
2013-04-15,9.593981606210937e-05,0.6615563890593107,0.0005943529060853761,0.7841219248571849,0.0001579750509320538,4.7326686119082726e-05,1.6466057307196018
2013-04-16,8.836558039441448e-05,0.6685376099923848,0.0011099692224898982,0.8361342821421505,0.0002093740625826303,5.129236456340452e-05,2.369407428187556
2013-04-17,8.959564094882932e-05,0.6728073210637958,0.0009263606107232269,0.9024827323294856,0.00019383142520511693,6.413776848731657e-05,2.163402406103883
2013-04-18,9.719405369416862e-05,0.6798406085958834,0.0007644120469355579,0.8960088803588874,0.00018530652493873432,6.285203584454909e-05,1.9065623656548054
2013-04-19,7.72897485213767e-05,0.6992361735533712,0.0006294894015057075,0.932248016971798,0.0001542336178323953,6.765139320096073e-05,1.9955249018534142
2013-04-22,7.797978274745508e-05,0.7115949572749928,0.0004702024278215055,0.93016527224592,0.00013625934779156685,6.897222973609856e-05,1.7473676251812047
2013-04-23,8.499754389235151e-05,0.7169950235158967,0.00035103922304537697,0.925693476173025,0.0001238503253784883,6.846272914603608e-05,1.4571047551131997
2013-04-24,7.773768893068322e-05,0.7218407899051938,0.00028072263527267074,0.9246771601898436,0.0001066340608414303,6.901389668060462e-05,1.3717163747498755
2013-04-25,6.90805921567358e-05,0.72268746030322,0.00020736055304578367,0.9671755612640184,8.649512212596463e-05,7.23239230979911e-05,1.2520900505559838
2013-04-26,7.034557142953508e-05,0.740190355422224,0.0001820461432929707,0.9500193478657584,8.37630618952469e-05,7.159574226928892e-05,1.1907368181542468
2013-04-29,6.776168711759701e-05,0.7544596394139039,0.00015707790419803962,0.9650061945188938,7.783692418781767e-05,7.18831372541834e-05,1.1486863373507155
2013-04-30,5.8041023931509805e-05,0.7490279655712907,0.0001329036108758,0.9618112084649476,6.578607195455439e-05,7.154589036849811e-05,1.1334409267518089
2013-05-01,6.311211636341748e-05,0.7553899855342229,0.00011825107159503318,1.0034704459840833,6.525745571701424e-05,7.511148200168583e-05,1.0339925116952708
2013-05-02,6.214021471172626e-05,0.755512751460207,0.00010825463472524785,0.9906796590579208,6.196570896789814e-05,7.305016776922225e-05,0.9971917421811677
2013-05-03,7.476459886581012e-05,0.7916075515440539,0.00010510818584261428,0.9787863334801336,7.017399513382945e-05,7.113755246155694e-05,0.938599232770311
2013-05-06,7.535412832838797e-05,0.8117432211896459,0.00010783499157024141,0.9807607867913896,7.317320036559709e-05,7.118656743939928e-05,0.9710576180605985
2013-05-07,7.392273390092128e-05,0.8212868329708689,0.00010929826040403974,0.969644089400572,7.382279689715128e-05,7.363470880052323e-05,0.9986480883688102
2013-05-08,6.958015556766957e-05,0.821866157441322,0.0001088533816746979,0.9734326756932772,7.152613499586638e-05,7.358057599747462e-05,1.0279674486542971
2013-05-09,7.111722928104653e-05,0.8115631561432171,0.00014038168703067556,0.985464547242634,8.108956396949934e-05,7.445437577261242e-05,1.1402238921463512
2013-05-10,7.562958883543677e-05,0.8227941260324617,0.00011539095371191546,0.98549478777073,7.686399155445943e-05,7.473430687393633e-05,1.0163216902012864
2013-05-13,7.357910230951406e-05,0.828386626621414,0.0007261207000284522,0.985489227887922,0.00019147616932912147,7.481901534385863e-05,2.602317279214249
2013-05-14,7.590263764609063e-05,0.8294779583193176,0.0008767957302691232,1.0166700262104893,0.00021398458912544674,7.555322314882268e-05,2.8191983277733703
2013-05-15,7.650099964197039e-05,0.8287274224137163,0.0010479795835764618,1.0148080366591703,0.00023465060366921275,7.490252289054011e-05,3.067288071625112
2013-05-16,7.639729836462006e-05,0.8212589664217453,0.0015367916476454664,1.0146795487961306,0.0002814016375494981,7.433007796668363e-05,3.683397758471214
2013-05-17,7.425705624970095e-05,0.8323968504177361,0.001304893254345588,1.032111017989794,0.0002591115579651012,7.37700073714603e-05,3.4893863432156285
2013-05-20,7.217439206379002e-05,0.8405526740934975,0.0011266508027368966,1.0329912085228714,0.00023969069053874888,7.41919885913539e-05,3.32099355027338
2013-05-21,7.13709588975209e-05,0.8379406487159156,0.0009630282140619357,1.0319244623227668,0.0002196815226114129,7.419511965109104e-05,3.078023975085525
2013-05-22,7.35750525384875e-05,0.8386703125430439,0.0011343326035695702,1.0222880595834716,0.00024228513411848565,7.211129673974363e-05,3.2930337901117364
2013-05-23,7.454058968752127e-05,0.8352800130257527,0.0012539041255817767,1.0211745737259224,0.00025536458491474246,7.206165173903684e-05,3.425846052268254
2013-05-24,7.630250921850573e-05,0.8409564855828287,0.0007414824883222795,1.020509634253494,0.0002000291933660675,7.198085250464588e-05,2.621528379797426
2013-05-28,7.438631671877e-05,0.8465716928882239,0.0006269431991682476,1.011833144383195,0.00018282027926934201,7.064920195469734e-05,2.4577138287478983
2013-05-29,7.273626036607267e-05,0.852204333310161,0.0007621734183834753,1.0014903033287603,0.0002006532145049207,7.154065984039662e-05,2.758640786521849
2013-05-30,7.309916508279677e-05,0.852615857749648,0.0005804042883932962,1.0020006333762197,0.00017562038318918644,7.139664765446048e-05,2.402495062566961
2013-05-31,7.696255068093324e-05,0.8672632722993595,0.0005384551222540846,1.0222983857372565,0.0001765490713474142,6.752026184961793e-05,2.293960761245308
2013-06-03,7.835861755638394e-05,0.8713119624745636,0.00047383269244686947,1.023496080719875,0.00016789183284092178,6.80842716896716e-05,2.1426084083236034
2013-06-04,7.696792659140356e-05,0.8689023944778884,0.0003859526052486032,1.013961287208038,0.00014975898093723088,6.710459311102171e-05,1.9457323013552148
2013-06-05,8.390672708275947e-05,0.8737992120797149,0.00038744223390592707,1.01897589279367,0.00015754822671763967,6.237124139386889e-05,1.8776590649548945
2013-06-06,8.864935953499249e-05,0.8649404089550189,0.0003453020756756618,1.0487538664552365,0.00015132949504599146,6.303649945916967e-05,1.7070568342488397
2013-06-07,8.584609796353898e-05,0.8706672036173349,0.0003267596619428627,1.0097184850193537,0.000145823220220648,5.7516649223059884e-05,1.6986586889783022
2013-06-10,7.344670994631798e-05,0.8781065958336542,0.0002864658261041747,1.007572407919566,0.0001273707841820229,5.751134356209706e-05,1.734193189526364
2013-06-11,7.540176794643908e-05,0.88904594333638,0.000254680408242806,1.0382354756827974,0.00012320057585026262,5.717011825073193e-05,1.63392158043001
2013-06-12,7.564969572692771e-05,0.8981773388302042,0.00023274947543445334,1.0350208938908267,0.00011918182784716728,6.0227593704001216e-05,1.5754435850922293
2013-06-13,7.668406692361186e-05,0.9058263650924117,0.00023134974270680854,1.0089460569803723,0.00012065130850577166,5.4094112675159385e-05,1.5733556310459822
2013-06-14,7.978958283363962e-05,0.9085675528284534,0.00023926077943440285,1.0112732237396618,0.00012553536130203167,5.424604964717074e-05,1.5733302123382633
2013-06-17,6.406673037804978e-05,0.9095767887521526,0.00025425964884131537,0.9983312401478992,0.00011608988229261223,5.276797474087476e-05,1.8120150912584476
2013-06-18,5.269216623890948e-05,0.8934965850623073,0.00025162505720389527,1.025611947537007,0.00010288282172138425,5.366412588967093e-05,1.9525259457906379
2013-06-19,5.313666894497608e-05,0.9056256855956828,0.0003012010721826039,1.0410881330519484,0.00011457085423328805,5.175633946739049e-05,2.1561542435399574
2013-06-20,6.610900161714408e-05,0.909314737185536,0.00031623041137113315,1.0410256552166663,0.00013147595844454168,3.6227180114783376e-05,1.9887754349393465
2013-06-21,6.524441916700448e-05,0.9110946385455765,0.00033411634520011933,1.0499589716804203,0.00013451912591120824,3.684353654965505e-05,2.061772142792521
2013-06-24,5.5679700730278476e-05,0.8972504814308856,0.0003237206709399405,0.9709516452334684,0.00012046124908032095,3.6445105559773576e-05,2.163467969482358
2013-06-25,5.683904438603972e-05,0.8887666144579406,0.0002983990089951281,0.9836864273723408,0.00011574701625583702,3.536105230453898e-05,2.036399758407369
2013-06-26,5.616484134519195e-05,0.8823954754258777,0.00027386975388935745,0.9638483776587004,0.0001094378560848598,3.282251538637869e-05,1.9485117996194312
2013-06-27,5.600093181678947e-05,0.8801238633006834,0.000401985751316544,0.9543409707229906,0.0001320525380830063,3.215106594956774e-05,2.3580418003583294
2013-06-28,5.651835513949762e-05,0.8712595882208972,0.00031508023429016005,0.9191768201834084,0.00011626604714937071,3.087836061582349e-05,2.0571378424302136
2013-07-01,4.0959150997653995e-05,0.8526635369504794,0.0005505185294429324,0.9594734249564896,0.00012803807464921497,3.290836943051257e-05,3.1259943512146666
2013-07-02,4.708768430286185e-05,0.8384407863251839,0.0007595873894551668,0.9548117385218357,0.0001585677764142125,3.2705318291502665e-05,3.367499989898106
2013-07-03,4.5307854285029834e-05,0.8303009372930172,0.0005844846371268884,0.9555525332838598,0.0001351166365880903,3.273030287057585e-05,2.9821901460633544
2013-07-05,5.048108536897671e-05,0.8211756877568626,0.0007961894265796891,0.9302917273490742,0.0001646298671618571,3.139192770613801e-05,3.2612188497640906
2013-07-08,5.858594159480322e-05,0.8196294059762178,0.0005920652114958856,0.9316334836335052,0.00015265077383517196,3.1856323165304034e-05,2.605587102976811
2013-07-09,6.185296409698371e-05,0.8239246570751783,0.0004891598186498706,0.9257458569237098,0.0001433154942819179,3.0875148520155564e-05,2.3170351877915376
2013-07-10,6.043816195282401e-05,0.8268381533278871,0.0004121277569080324,0.93074735860548,0.00013049445714655305,3.1257168076708485e-05,2.1591400686277096
2013-07-11,6.428746384905295e-05,0.8291095500460011,0.00036112960930500404,0.9662956582697068,0.00012633003403420836,2.8734970757945494e-05,1.9650803822473297
2013-07-12,6.999194674271863e-05,0.8316301362137227,0.00031636806946777954,0.9628500407031324,0.00012375153011107463,2.928507326486914e-05,1.76808241333777
2013-07-15,7.060701256657018e-05,0.8192612966070467,0.0002682189332959663,0.9834458362436262,0.00011274338561194709,3.001426736163897e-05,1.5967732030249775
2013-07-16,3.5042919617133015e-05,0.8187310755614527,0.00023062026345918612,0.9745492264933152,7.3602090197403e-05,3.199374174114912e-05,2.1003412672675204
2013-07-17,3.792838595062833e-05,0.817983910137466,0.00019943656570603813,0.9698221219122076,7.114253487372519e-05,3.188478619830355e-05,1.8757068905155092
2013-07-18,3.7451029819475974e-05,0.811506312937451,0.0001753088810737015,0.981594752305107,6.575453997547902e-05,3.509042428036299e-05,1.7557471795150514
2013-07-19,4.0860668714576163e-05,0.8146494997934459,0.00015345329791212274,0.9388020376903344,6.450771274408298e-05,3.3999204349478864e-05,1.578723862663345
2013-07-22,3.950888193740232e-05,0.8170515340336866,0.00013545349273348615,0.9428410596560878,5.977119291828744e-05,3.419266337566253e-05,1.512854578193041
2013-07-23,3.3171208880188284e-05,0.8138987837261009,0.00012887274045799183,0.955276702446126,5.321469544089041e-05,3.472725083769039e-05,1.6042434761150122
2013-07-24,3.471216593235655e-05,0.8158029221230464,0.00012375202265861392,0.9523037123108652,5.346902515629869e-05,3.462322467836427e-05,1.5403540436080407
2013-07-25,3.488954269695917e-05,0.817621334829817,0.00011914179343111983,0.9537336293299068,5.271472199394307e-05,3.503155326686334e-05,1.5109032082136598
2013-07-26,3.343176772700175e-05,0.819201122538551,0.00011230471671009236,0.960186006126595,5.0196011194212974e-05,3.5844649157740235e-05,1.5014465165020663
2013-07-29,3.360094972876798e-05,0.820154887083885,0.00010932572264996886,0.9302760345010688,4.9708748808384364e-05,3.585282536168394e-05,1.4793852319544838
2013-07-30,3.816574763863081e-05,0.8180404877733153,0.00010631044841655827,0.9322325916323856,5.210743088556368e-05,3.595065165483228e-05,1.365293073227296
2013-07-31,3.750748633018741e-05,0.814758873040587,0.00010192865610988366,0.9159747355417338,5.037745546348817e-05,3.708553380962542e-05,1.3431306758337076
2013-08-01,4.226173154810077e-05,0.8167220508389791,0.00010054770206866098,0.9330556967266628,5.323950386430389e-05,3.6153281125145445e-05,1.259756803947056
2013-08-02,4.130983358011611e-05,0.8162928605113722,9.9021074891718e-05,0.9289655868756546,5.220793779077524e-05,3.737336220176191e-05,1.2638138008840776
2013-08-05,3.7225611971094185e-05,0.8174682817780559,9.5348542922863e-05,0.9432861273981464,4.870223188928891e-05,4.059251117808138e-05,1.3082990261410976
2013-08-06,4.1983018398946586e-05,0.8161979288291712,9.41892598571227e-05,0.9484353285281064,5.132547887787897e-05,4.029677091375533e-05,1.222529509197147
2013-08-07,4.81253999850549e-05,0.8187518610941203,9.195359126802889e-05,0.9025639487085956,5.446579209112968e-05,4.7740039371510684e-05,1.1317473123972737
2013-08-08,4.5117615842124565e-05,0.8216738293997238,8.742887024869025e-05,0.9116937244472804,5.160597160045872e-05,4.8797012312035594e-05,1.1438098099207679
2013-08-09,4.7210405389653165e-05,0.8121776371488846,8.72720490461189e-05,0.9132786761365662,5.2132371151107727e-05,4.899929820402301e-05,1.104255952068848
2013-08-12,4.729046229109182e-05,0.8124747515836857,7.939517154735807e-05,0.9347625499877678,4.978444835485041e-05,5.128626940080699e-05,1.0527376122569305
2013-08-13,5.1414947954433665e-05,0.8191531877355533,8.017154037966867e-05,0.9151224704722722,5.259203065969593e-05,5.393854395212035e-05,1.022893783852615
2013-08-14,5.361675369996386e-05,0.8188798681899808,8.224090533874322e-05,0.9233335955004468,5.437689352387034e-05,5.4575147437273814e-05,1.0141772817533896
2013-08-15,5.120699157562921e-05,0.8166275711595317,6.3987949923835e-05,0.8960911814938158,4.674528021902701e-05,4.915519815442206e-05,0.9128690981579622
2013-08-16,4.9139520575593413e-05,0.8219760349233681,4.375985834442091e-05,0.9004268010679277,3.8116460651660614e-05,4.901905383936481e-05,0.7756783176796453
2013-08-19,5.1240075352845624e-05,0.8179229350177566,3.0842983052655406e-05,0.908007363145328,3.251587562698919e-05,4.863992828229669e-05,0.6345789970658858
2013-08-20,5.687877447837599e-05,0.8218469836520403,3.9191169523456394e-05,0.9198644410644852,3.8802543333502354e-05,4.977453920688015e-05,0.6821972465010511
2013-08-21,5.746511661394483e-05,0.8250142514562134,4.878036023561026e-05,0.879470867422105,4.3680348880214616e-05,4.6559453176769324e-05,0.7601193811832425
2013-08-22,5.43081375808944e-05,0.8188302232169238,5.4431214945639596e-05,0.8756344598149852,4.451950563389519e-05,4.5371222599480166e-05,0.81975754678719
2013-08-23,4.6628310947370826e-05,0.8200152711600376,0.0015159176461121337,0.8815109568100923,0.00021801410207600023,4.5589405131568674e-05,4.6755736514254576
2013-08-26,5.7057237442025364e-05,0.8021771986249066,0.0022243750739336654,0.881102124238362,0.00028577859280264626,4.536869610858252e-05,5.0086300286273016
2013-08-27,6.26349019454684e-05,0.8138296858534565,0.0017874951177948113,0.8770024351637685,0.0002723103576293059,3.970702267448061e-05,4.347581766255282
2013-08-28,6.352118414260544e-05,0.8163857616408774,0.0013215496293016852,0.8562001919648197,0.00023653556687315439,3.908167304435297e-05,3.7237272898145384
2013-08-29,6.345432123592429e-05,0.8167931375155828,0.000907379801099669,0.855101039483719,0.00019599149937802533,3.904464075944956e-05,3.0887021649688045
2013-08-30,6.533098257867051e-05,0.8151676715025798,0.0005870054722734116,0.8643647981235073,0.00015963481664115959,3.907968497475761e-05,2.4434779692610613
2013-09-03,6.741624909395761e-05,0.8199992625355322,0.00031522254743915383,0.8754433494740661,0.00011953756138416492,3.987594325001139e-05,1.7731268498424788
2013-09-04,5.29054408502055e-05,0.8160931127241052,0.00027963451756960844,0.8682411019215156,9.92625141590429e-05,3.890839977413429e-05,1.8762250642630707
2013-09-05,5.526096611110341e-05,0.8142407647384201,0.0002412797483390853,0.8404277121133442,9.402049074247296e-05,4.1431927074607034e-05,1.7013906444097022
2013-09-06,5.903493096893949e-05,0.8116999167642138,0.00021002255261120092,0.8404745100915705,9.038221857992203e-05,4.421198765464907e-05,1.5309955834025712
2013-09-09,5.950680039687122e-05,0.8089982883658481,0.0009045030628211795,0.8209526140956359,0.00018768774799337104,4.195609588779751e-05,3.154055448144031
2013-09-10,6.058865375686932e-05,0.8049270345942706,0.0014006936567729094,0.8150190593548856,0.00023448968670643184,4.112723230987239e-05,3.8701913999838005
2013-09-11,5.2548421709793746e-05,0.8115102477360566,0.001243977241250628,0.7923007556761789,0.00020748182730750142,4.07628495715513e-05,3.9483931306890585
2013-09-12,5.463125330927889e-05,0.8134626372638625,0.001046280428926288,0.7941555211853193,0.00019448326783346045,4.083781431579627e-05,3.559926892624085
2013-09-13,5.629719144726608e-05,0.8111471740047344,0.0009446592056116165,0.7886688240362717,0.00018705985986749697,4.070235933415305e-05,3.3227209929773687
2013-09-16,5.4138744378514925e-05,0.8118597870775508,0.0007921189272028613,0.7808918531035507,0.0001681242327420485,4.034321254491203e-05,3.105432803660828
2013-09-17,5.7555509167455784e-05,0.807900439483442,0.0006677361103768851,0.77880410746353,0.00015838123532917187,4.022270236908803e-05,2.751799742894587
2013-09-18,6.204530316157312e-05,0.8073484097041427,0.0005651369781305116,0.7816295677450538,0.00015117929374287774,3.862936576963013e-05,2.4365952947185936
2013-09-19,6.178297806302708e-05,0.8082099545430469,0.00047736226436785844,0.7908449750823388,0.00013879782379016544,3.991752349335003e-05,2.2465382560318266
2013-09-20,6.675064824066973e-05,0.8056654268114413,0.0004173547316568595,0.7637401845976519,0.00013447301491274264,3.5894963268184055e-05,2.014557438122543
2013-09-23,6.644616634370019e-05,0.8148591346834531,0.00035772079408493573,0.7965322886878125,0.00012562891125276378,3.689106048266506e-05,1.8906871256188695
2013-09-24,6.687102886618699e-05,0.8151075925311841,0.00030666550765481,0.7905368564182953,0.00011672567841481915,3.638379509204979e-05,1.7455343576123876
2013-09-25,5.221698153901886e-05,0.8160040347230978,0.0002663512444098323,0.7859613470980374,9.623333858893335e-05,3.5848589794044576e-05,1.8429510046846254
2013-09-26,5.0374063840171386e-05,0.8181644529810783,0.0002317747909603098,0.7869035086765883,8.840507558443631e-05,3.587487178932264e-05,1.7549720797776227
2013-09-27,5.122431082106018e-05,0.8188579098521234,0.00020487807017891083,0.8732096358652702,8.388693908103441e-05,3.940503383333629e-05,1.6376391938990313
2013-09-30,5.1567877421329924e-05,0.8184684469076433,0.00018263213292665174,0.8798375499464495,7.94291957042387e-05,3.944957556477867e-05,1.5402843722899588
2013-10-01,5.3629225784131454e-05,0.8220307965064956,0.00016016913614423913,0.8980809945443721,7.618654314344665e-05,3.945974294407003e-05,1.4206161291627253
2013-10-02,4.9785428743887e-05,0.7665299374683155,0.00014647221434867247,0.8753568139067383,6.545726732279e-05,3.900645275066482e-05,1.3147876592471306
2013-10-03,5.1677659876475144e-05,0.7495506264896913,4.208660552701863e-05,0.9077070592826528,3.495621008700358e-05,3.998789877331126e-05,0.6764278833553848
2013-10-04,4.988490741732951e-05,0.720608218295135,4.902943388394866e-05,0.9061876178989882,3.563791071322574e-05,3.921946043648897e-05,0.714402663216039
2013-10-07,5.300164613196136e-05,0.7132772629941183,5.5297498128817955e-05,0.9301051895376214,3.861497879701576e-05,3.8579451352659326e-05,0.7285618771325281
2013-10-08,5.7418241986777646e-05,0.7075214535514027,6.193991256831698e-05,0.8833807476476366,4.2193917827878994e-05,3.6418339806637583e-05,0.7348521370193721
2013-10-09,4.671951297786224e-05,0.6756912139211376,6.457501804678282e-05,0.8814895358983638,3.711331035264554e-05,3.681796731736905e-05,0.7943856428946822
2013-10-10,5.493659376391755e-05,0.6653098274792377,6.9262686954892e-05,0.9395941166152064,4.10397276911823e-05,3.0796666242559475e-05,0.7470380829860854
2013-10-11,5.397060840252837e-05,0.6598637635941881,7.185785901072566e-05,0.9331423610107764,4.109321054810149e-05,3.053435333425042e-05,0.7613998019369445
2013-10-14,5.390763459317086e-05,0.6595476871100079,7.332769105989523e-05,0.8392969326535923,4.146726047305072e-05,2.764038536631712e-05,0.7692279727351251
2013-10-15,5.553151341989191e-05,0.6603413267161119,7.613875912375005e-05,0.9660851009749348,4.2937932611028476e-05,3.561599726630961e-05,0.7732174033572747
2013-10-16,4.144281603770634e-05,0.6732376654773439,7.767758610402166e-05,1.0059015185962126,3.8198023792781583e-05,3.364537228033739e-05,0.9217043493865736
2013-10-17,4.1583055321708076e-05,0.6892529698701003,7.924194723400199e-05,0.9838555625106968,3.956529549398697e-05,3.2232005447348436e-05,0.9514763931579662
2013-10-18,4.3823960134694674e-05,0.7135750736440962,7.612280371821866e-05,0.9903991525750604,4.1214768875736756e-05,3.213340772957984e-05,0.9404619926875968
2013-10-21,4.4710412594374516e-05,0.725290854423609,8.898121672281596e-05,0.9899909348815052,4.574732558509044e-05,3.212887562828186e-05,1.023191756249782
2013-10-22,4.4371990394003997e-05,0.7315245660695752,9.952260630770282e-05,1.0073867413384892,4.86120841211506e-05,3.2547672644757905e-05,1.0955578888730573
2013-10-23,3.6244305626284386e-05,0.6687680608206047,9.727893212140071e-05,0.9958047372768408,3.9710450407006956e-05,3.1416241020626e-05,1.0956328096463495
2013-10-24,4.040389782719303e-05,0.6250537748870443,5.759783393984102e-05,1.000758659372725,3.0153108480001668e-05,3.149737855779862e-05,0.746292068378307
2013-10-25,3.967999624918889e-05,0.5985955517466086,6.125857746276252e-05,0.9963615334814973,2.9512279151755393e-05,3.138555525906922e-05,0.743757105379229
2013-10-28,4.081308187982178e-05,0.579070250669973,6.453854575012662e-05,1.0463842922893636,2.971943418111045e-05,3.561488007077387e-05,0.7281840236574711
2013-10-29,4.2024721372673885e-05,0.570915867430931,5.713651179916014e-05,1.0583536682996728,2.797572797270746e-05,3.5545722382852164e-05,0.6656969293054819
2013-10-30,3.243679795796633e-05,0.5662435883291947,5.827250458071835e-05,1.068743688671072,2.4618077108530743e-05,3.541866123828851e-05,0.7589552193293683
2013-10-31,3.3498134377451295e-05,0.584934907771973,6.145920895062366e-05,1.067515144871129,2.6540636456597447e-05,3.5721301147912867e-05,0.7923019281474621
2013-11-01,3.528785039280735e-05,0.5959479372302575,6.374490286850279e-05,1.0746964977297837,2.826465276697834e-05,3.592190251049318e-05,0.8009740591265788
2013-11-04,3.477448195487655e-05,0.6072956127003343,6.560481438251224e-05,1.0774182938114691,2.9006700689723907e-05,3.584326856586628e-05,0.8341375358909177
2013-11-05,3.766596277267884e-05,0.6262170764085444,6.694478124001792e-05,1.0734468983458183,3.144544941959294e-05,3.5385873641850155e-05,0.8348505415717669
2013-11-06,3.8333959556374354e-05,0.6588226878051062,6.659387003999283e-05,1.0454766396729998,3.32872190382791e-05,3.880105646634447e-05,0.8683480502275415
2013-11-07,4.0431492315281525e-05,0.6788514425818293,6.763727039222271e-05,1.157691985905241,3.549994393803993e-05,4.079319964678059e-05,0.8780270503303272
2013-11-08,4.3778322206368926e-05,0.6920267747595987,5.921440309346323e-05,1.192320158830421,3.5234339310849574e-05,3.8362480753222276e-05,0.8048353051255956
2013-11-11,4.088414418239951e-05,0.7029661041167637,5.948578691802804e-05,1.1934789555672172,3.466717443403566e-05,3.85157289297535e-05,0.8479368989447935
2013-11-12,3.99781619662566e-05,0.7097110277062383,6.0761888518295014e-05,1.2095040856513866,3.497909724434117e-05,3.9523614802214205e-05,0.8749551135908933
