Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_CRM,Predicted_Covariance,Future_Cov_45_CRM,Beta_Predicted
2013-05-06,7.535412832838797e-05,0.48402036674229404,0.00045837316870128524,1.0440895392841856,8.995529985059203e-05,7.578315874983504e-05,1.1937673734154708
2013-05-07,7.392273390092128e-05,0.47499368048960455,0.0004597188614057234,1.1709589291416664,8.756347791631528e-05,8.892254457820896e-05,1.1845270500097669
2013-05-08,6.958015556766957e-05,0.459753808188512,0.0004597144104027006,1.1762926960009186,8.222655432986654e-05,8.891451486537319e-05,1.1817529532525668
2013-05-09,7.111722928104653e-05,0.44432344440825317,0.00046312099360196375,1.1860659081463796,8.063691001210047e-05,8.961032343913721e-05,1.1338589934857182
2013-05-10,7.562958883543677e-05,0.42717956417863834,0.00048349107020209415,1.1658558202418927,8.168655234565319e-05,8.841185942527028e-05,1.0800872198762819
2013-05-13,7.357910230951406e-05,0.42277172511217576,0.0004947252191383544,1.1774176227146815,8.066129706368006e-05,8.939035018050751e-05,1.0962528018400441
2013-05-14,7.590263764609063e-05,0.4257785279211789,0.0005075288751541623,1.104049516366327,8.356849252357958e-05,8.204677754521004e-05,1.1009958957320078
2013-05-15,7.650099964197039e-05,0.4313118721896603,0.0005066154460221528,1.1223025641538058,8.49110440707088e-05,8.283664541954693e-05,1.109933784762264
2013-05-16,7.639729836462006e-05,0.41572841102733854,0.0005131640641698455,1.1770066123486551,8.23145908460724e-05,8.622130343217903e-05,1.0774542111844188
2013-05-17,7.425705624970095e-05,0.4099422602720891,0.000517857126115873,1.1485792992344526,8.038898293014952e-05,8.209456336999408e-05,1.0825770235198795
2013-05-20,7.217439206379002e-05,0.4050619304301334,0.0005213607986209389,1.1564078319484732,7.857460056656136e-05,8.305607634120903e-05,1.0886769991372374
2013-05-21,7.13709588975209e-05,0.39854122196292835,0.0005246416045760929,1.1812166649535225,7.71197082103711e-05,8.492919296904597e-05,1.0805474579808383
2013-05-22,7.35750525384875e-05,0.3996757566167131,0.0005282399574075161,1.1779645695416898,7.87931967655869e-05,8.309258024370895e-05,1.0709227387145903
2013-05-23,7.454058968752127e-05,0.39592131644524053,0.0005311916493054861,1.1729729450047686,7.878271011520509e-05,8.277367067007728e-05,1.0569102075187096
2013-05-24,7.630250921850573e-05,0.37436841783693436,0.0005614040903476901,1.148693087703596,7.748299515422014e-05,8.10221725927971e-05,1.0154711286405258
2013-05-28,7.438631671877e-05,0.3704471024051773,0.0005775944967790561,1.2231816846287686,7.67863904563448e-05,8.540618613289628e-05,1.0322649896304004
2013-05-29,7.273626036607267e-05,0.3722041558599065,0.0005831734759892144,1.304129245695513,7.66576645330559e-05,9.315943094417422e-05,1.0539126447695726
2013-05-30,7.309916508279677e-05,0.3686206223514178,0.000591804936324802,1.2923819160293082,7.666994081248024e-05,9.208750296178295e-05,1.0488483791249734
2013-05-31,7.696255068093324e-05,0.3753767971110548,0.0005940309635582168,1.331178076481592,8.026231689555953e-05,8.792099600909333e-05,1.042874959125332
2013-06-03,7.835861755638394e-05,0.401754045820767,0.0005902483719572145,1.3920106828988243,8.640145192025446e-05,9.259833556250618e-05,1.10264135094118
2013-06-04,7.696792659140356e-05,0.39150509915454657,0.0006026187257902363,1.255869138377952,8.431670530133761e-05,8.311420622733395e-05,1.0954784549276766
2013-06-05,8.390672708275947e-05,0.40683693116072017,0.0005784570068000761,1.3616138046874755,8.96301871487609e-05,8.334401618133586e-05,1.068212171598068
2013-06-06,8.864935953499249e-05,0.4193737764672315,0.0005533923234913888,1.396230029763661,9.288714977059077e-05,8.392193471815929e-05,1.0478039577254419
2013-06-07,8.584609796353898e-05,0.4138186324856971,0.0005375802588953629,1.2994087897605886,8.889799725454858e-05,7.40182938778109e-05,1.0355508213350106
2013-06-10,7.344670994631798e-05,0.450000076977861,0.0005068683027062752,1.2806684612598342,8.682530704892621e-05,7.309942519836866e-05,1.1821537971188447
2013-06-11,7.540176794643908e-05,0.4736955712730349,0.0004787548376719473,1.2110251778638217,9.000086356526711e-05,6.668473024152458e-05,1.1936174179523
2013-06-12,7.564969572692771e-05,0.49117666052636055,0.00045775964045725826,1.2917406332218442,9.140291881721582e-05,7.516604784293425e-05,1.2082390806587304
2013-06-13,7.668406692361186e-05,0.49804906467574145,0.0004470688730259411,1.383054517219575,9.221719633290054e-05,7.415174118849777e-05,1.20256006276717
2013-06-14,7.978958283363962e-05,0.5064911403615454,0.000430554796327159,1.3899425810734285,9.3876992107636e-05,7.455838094951506e-05,1.176556998717094
2013-06-17,6.406673037804978e-05,0.512198805159249,0.00040666369728131546,1.3554626240138097,8.267468401214655e-05,7.164457509670276e-05,1.2904464380231917
2013-06-18,5.269216623890948e-05,0.4968171047759836,0.00039038720120684515,1.3770727986522715,7.125532934610438e-05,7.20539656383542e-05,1.3522945521546483
2013-06-19,5.313666894497608e-05,0.5085283828910417,0.0003758974524018979,1.3393407513382023,7.186990181839736e-05,6.65835796106523e-05,1.3525481225181777
2013-06-20,6.610900161714408e-05,0.5106804795514813,0.0003657352272247276,1.433615000439825,7.940776147653861e-05,4.988909598522768e-05,1.2011641309667844
2013-06-21,6.524441916700448e-05,0.5062593328481775,0.0003641828312245528,1.5198303050342994,7.803770000758964e-05,5.333153475814885e-05,1.196082377679515
2013-06-24,5.5679700730278476e-05,0.502546456332788,0.0003477193672962068,1.358037766340894,6.992606691797714e-05,5.097455675720295e-05,1.2558628369198745
2013-06-25,5.683904438603972e-05,0.5031125195662988,0.0003347794851856151,1.3693569465026132,6.940135136025714e-05,4.922493719691657e-05,1.2210154500293262
2013-06-26,5.616484134519195e-05,0.5046187275691781,0.00033253199589810834,1.3838376190739257,6.896239756601343e-05,4.712466462270398e-05,1.2278570706212282
2013-06-27,5.600093181678947e-05,0.5050027533809144,0.0003273956808702256,1.0552400244143172,6.83798030465615e-05,3.555028303130018e-05,1.2210475938198722
2013-06-28,5.651835513949762e-05,0.5053253124968825,0.0003224351579203453,0.9983743163699632,6.821611868451686e-05,3.3538881196217005e-05,1.206972823539309
2013-07-01,4.0959150997653995e-05,0.4645655262086538,0.0003465953074832813,0.9199902151346188,5.535206039406473e-05,3.155415990128087e-05,1.3513966731692049
2013-07-02,4.708768430286185e-05,0.43372045781963636,0.00036105770998566273,0.9216963162825418,5.655251006483352e-05,3.1571010468297236e-05,1.2010042732425563
2013-07-03,4.5307854285029834e-05,0.41868257862013303,0.00037367328063573393,0.9232243780559336,5.4477561579154354e-05,3.162297462330431e-05,1.2023867040014358
2013-07-05,5.048108536897671e-05,0.40309218678813946,0.00038634746687308787,0.9625747652474576,5.629343588037164e-05,3.2481292216266825e-05,1.115139174780242
2013-07-08,5.858594159480322e-05,0.400856123008469,0.00039642742469689487,1.0613765844351708,6.108957088459459e-05,3.629276541455275e-05,1.0427343014661634
2013-07-09,6.185296409698371e-05,0.3628285341341333,0.0004160369828455379,1.0655333082181184,5.820330705915954e-05,3.55372901734933e-05,0.9409946299080895
2013-07-10,6.043816195282401e-05,0.33845942612993357,0.0004355239515742983,1.0685216086385476,5.491212617935014e-05,3.588402288334292e-05,0.9085671106644954
2013-07-11,6.428746384905295e-05,0.3216819335059458,0.0004515033054828054,0.7964083693172574,5.480501287520047e-05,2.368299081948993e-05,0.8524992213704793
2013-07-12,6.999194674271863e-05,0.31298110862223927,0.00046491107989773663,0.7627946581451668,5.645821059405867e-05,2.320039103235545e-05,0.806638666611057
2013-07-15,7.060701256657018e-05,0.3098523553850568,0.0004735168183782654,0.801305070413838,5.665606720602925e-05,2.4455423710472567e-05,0.8024141674683148
2013-07-16,3.5042919617133015e-05,0.29165663450453505,0.0004766625846598378,1.072051373011102,3.769446060419806e-05,3.519466624049172e-05,1.0756655271887983
2013-07-17,3.792838595062833e-05,0.2783931589839851,0.0004797092978672502,1.031205808610819,3.7551717747467736e-05,3.390289414019078e-05,0.9900689630280892
2013-07-18,3.7451029819475974e-05,0.27768135454277176,0.0004818355243010756,1.1565795753910737,3.7301647129591505e-05,4.134584859909685e-05,0.9960112528118844
2013-07-19,4.0860668714576163e-05,0.29840073015907953,0.00048108694151178887,1.170519937968302,4.1837372396837264e-05,4.239098869452043e-05,1.0239032720948271
2013-07-22,3.950888193740232e-05,0.3102074850028424,0.0004752581072906237,1.2006135944298122,4.2507387063566696e-05,4.354092989284654e-05,1.0758944566164943
2013-07-23,3.3171208880188284e-05,0.3226667511349012,0.0004820725507653817,1.2042751330601773,4.080290343661594e-05,4.377911082337151e-05,1.2300698350787491
2013-07-24,3.471216593235655e-05,0.3411735444293693,0.0004865315306518295,1.1892701583850298,4.4337550829650486e-05,4.323869303955567e-05,1.2772913944941058
2013-07-25,3.488954269695917e-05,0.34802596845330536,0.0004879979132636388,1.2055352667372463,4.541175348752065e-05,4.4280469528436635e-05,1.3015863773840337
2013-07-26,3.343176772700175e-05,0.35957063739266204,0.0004911284882049693,1.234394202593346,4.607458726733101e-05,4.6081099736912266e-05,1.3781678445354257
2013-07-29,3.360094972876798e-05,0.3681713675289865,0.0004949871315954854,1.2364936899911083,4.748131533609979e-05,4.765444952244922e-05,1.4130944428468915
2013-07-30,3.816574763863081e-05,0.372220655773082,0.0004901063447605042,1.233000634478698,5.0907587859718714e-05,4.754948142578006e-05,1.3338553810535287
2013-07-31,3.750748633018741e-05,0.3698851970517354,0.00048540912758586355,1.3126331072505375,4.9909118584077825e-05,5.314524253748435e-05,1.3306441851292263
2013-08-01,4.226173154810077e-05,0.3657485309014689,0.00048338561250024206,1.2376524395396082,5.2276089620243165e-05,4.7955547282838796e-05,1.2369604298097538
2013-08-02,4.130983358011611e-05,0.36226280893705404,0.00047983231588803716,1.261536278011435,5.1002941007810164e-05,5.0753066545074234e-05,1.2346440686790783
2013-08-05,3.7225611971094185e-05,0.35339228138083395,0.0004765175117697036,1.4272760498418755,4.706709728068522e-05,6.14200901769014e-05,1.2643740368118859
2013-08-06,4.1983018398946586e-05,0.3664232906795094,0.0004804288861690847,1.4190419710046165,5.203966068296899e-05,6.029173260692427e-05,1.2395407159261025
2013-08-07,4.81253999850549e-05,0.4049149363482409,0.0004656527090727607,1.3968499954605085,6.061526946602626e-05,7.388470797531234e-05,1.2595275984168448
2013-08-08,4.5117615842124565e-05,0.40636928341772854,0.00046523865564563493,1.3412364143716549,5.8875124732235934e-05,7.178762787373876e-05,1.3049254406139634
2013-08-09,4.7210405389653165e-05,0.4123679611223863,0.0004626502019333194,1.3324302835816142,6.094388816069707e-05,7.148765268173616e-05,1.2908994883160607
2013-08-12,4.729046229109182e-05,0.4154009423318925,0.00044449336124508226,1.3389037490785878,6.022639894301773e-05,7.345970201512e-05,1.2735421906493538
2013-08-13,5.1414947954433665e-05,0.41868718786665365,0.0004433104439547574,1.4312536054834306,6.321037300485977e-05,8.436000425840056e-05,1.2294162596620688
2013-08-14,5.361675369996386e-05,0.420270463875666,0.0004435753001194659,1.4106270325074524,6.481310155962528e-05,8.337742572485134e-05,1.208821815701777
2013-08-15,5.120699157562921e-05,0.42551461322341827,0.0004471163537418898,1.3844138493840612,6.438569496282133e-05,7.59422015299339e-05,1.257361406747125
2013-08-16,4.9139520575593413e-05,0.4237296837947868,0.0004480498169764467,1.389906438978181,6.287347995810721e-05,7.56662268194876e-05,1.2794890796988194
2013-08-19,5.1240075352845624e-05,0.4244861731758657,0.0004494725972934062,1.3287601927967236,6.441989878502176e-05,7.117871848321046e-05,1.2572170969971883
2013-08-20,5.687877447837599e-05,0.42680610993254686,0.0004653442301222549,1.3812509326022953,6.943731350223736e-05,7.474050048047593e-05,1.2207948244144367
2013-08-21,5.746511661394483e-05,0.4271063265617718,0.0004790178060058017,1.417315176482132,7.086209360516424e-05,7.50330932388607e-05,1.2331323380272827
2013-08-22,5.43081375808944e-05,0.43490455889211793,0.0004842582748259065,1.443082210261038,7.052854755815604e-05,7.477367234375155e-05,1.298673655547488
2013-08-23,4.6628310947370826e-05,0.4327114770911753,0.000483618184835776,1.450065010575231,6.497923105848353e-05,7.499351054404273e-05,1.3935574705209741
2013-08-26,5.7057237442025364e-05,0.4600051138038804,0.00047623431695837054,1.4349995715264388,7.582778559376353e-05,7.388934572460178e-05,1.3289775143917635
2013-08-27,6.26349019454684e-05,0.4662857820536002,0.0004781907670049738,1.4656860236062208,8.069766477929161e-05,6.636016713241396e-05,1.288381753188488
2013-08-28,6.352118414260544e-05,0.4618976797730511,0.0004841321284685759,1.438259376119179,8.100037430449338e-05,6.56500468207961e-05,1.275171037785553
2013-08-29,6.345432123592429e-05,0.4534621627092264,0.0004908603921376425,1.440222200120983,8.002960095579636e-05,6.576177062240456e-05,1.2612159329266937
2013-08-30,6.533098257867051e-05,0.43475974552844177,0.00054448940205427,1.756255177373574,8.199807112841465e-05,7.94038572788333e-05,1.2551176775838921
2013-09-03,6.741624909395761e-05,0.4443731587203575,0.000560142580423722,1.735625253024387,8.63533927347791e-05,7.905673637759201e-05,1.2808988025190915
2013-09-04,5.29054408502055e-05,0.5250625162644987,0.0005358369647352119,1.8095364746133284,8.840514063902781e-05,8.109057311882201e-05,1.67100281593598
2013-09-05,5.526096611110341e-05,0.571289246457257,0.0005157136192893892,1.7657454268483015,9.644275017203691e-05,8.704881419668545e-05,1.74522374397394
2013-09-06,5.903493096893949e-05,0.6019505387293306,0.0004992292890462068,1.7469298803904771,0.00010333926439551998,9.189480630048701e-05,1.75047658563183
2013-09-09,5.950680039687122e-05,0.5998944487045924,0.0004896087832885413,1.7500120119782856,0.00010239594134484006,8.943716180286773e-05,1.7207435227894372
2013-09-10,6.058865375686932e-05,0.5644624711688523,0.0004766333721152102,1.7233118937942633,9.592304299120944e-05,8.696121616412625e-05,1.5831849206640283
2013-09-11,5.2548421709793746e-05,0.580688118061819,0.00045553653568054017,1.7132632465105762,8.984302896381929e-05,8.814517907959901e-05,1.7097188848028662
2013-09-12,5.463125330927889e-05,0.5886841149321717,0.00043584414647350017,1.70042348197891,9.083819745493143e-05,8.74407802537586e-05,1.6627514829410466
2013-09-13,5.629719144726608e-05,0.6330859750676645,0.0004230104823617688,1.7014354429546088,9.769708863801553e-05,8.780927389595602e-05,1.7353812175431342
2013-09-16,5.4138744378514925e-05,0.6272713089585016,0.00041073770377878747,1.7777387988739886,9.353880096939787e-05,9.18433121401763e-05,1.7277608123937012
2013-09-17,5.7555509167455784e-05,0.6087545331073099,0.0004044928050988776,1.8497058421810648,9.288403188316915e-05,9.553129836811558e-05,1.6138165264584183
2013-09-18,6.204530316157312e-05,0.5607726058261854,0.0003979688561006245,1.6605707867783663,8.81182347997774e-05,8.206802679417971e-05,1.4202240993215451
2013-09-19,6.178297806302708e-05,0.5555408228829151,0.0003922924281109872,1.692798899303218,8.648790150311695e-05,8.544321828107734e-05,1.3998661802104695
2013-09-20,6.675064824066973e-05,0.4873566639913523,0.00038356530383775014,1.7483304897070202,7.798198941169682e-05,8.216964351789444e-05,1.1682581587901955
2013-09-23,6.644616634370019e-05,0.44432739334845645,0.00037984672911777005,1.7914881442616986,7.058984835611258e-05,8.29720256448245e-05,1.062361491120176
2013-09-24,6.687102886618699e-05,0.4084816496563695,0.0003851217516523584,1.7999030769583215,6.555269907684106e-05,8.283902794147594e-05,0.9802854866793812
2013-09-25,5.221698153901886e-05,0.4404145933703713,0.0003847077439835012,1.8334386243860816,6.242133419528454e-05,8.36252182131494e-05,1.1954221089673773
2013-09-26,5.0374063840171386e-05,0.44115188188108734,0.0003841957124919143,1.827627450565961,6.137166238953846e-05,8.332139804277807e-05,1.2183186685962175
2013-09-27,5.122431082106018e-05,0.4378653652483937,0.000386713245007957,1.81628066807828,6.162730551094675e-05,8.19626791057334e-05,1.2030870600919734
2013-09-30,5.1567877421329924e-05,0.4293198539973481,0.000390152790184957,1.7896344481691355,6.0895886825637724e-05,8.024244862097161e-05,1.180887984356895
2013-10-01,5.3629225784131454e-05,0.42531813498981474,0.0003922338722641997,1.769879488769134,6.168608560607132e-05,7.776468948020008e-05,1.1502326334967126
2013-10-02,4.9785428743887e-05,0.47707184895850047,0.0003872009426766732,1.7131685248899808,6.623737596024609e-05,7.633987199095132e-05,1.3304570761254952
2013-10-03,5.1677659876475144e-05,0.5063210040479135,0.0003874989334062792,1.6850143302805718,7.164941011475058e-05,7.423119802999894e-05,1.3864677751665577
2013-10-04,4.988490741732951e-05,0.5385075697429305,0.00038454408188237367,1.6658094111072912,7.458465131979506e-05,7.209560691761308e-05,1.4951346044572413
2013-10-07,5.300164613196136e-05,0.556999129322748,0.0003817263931496696,1.6623765405649191,7.922737917303034e-05,6.895303412768726e-05,1.4948097833749014
2013-10-08,5.7418241986777646e-05,0.5568631611640732,0.0004030061441606715,1.6924077238136184,8.470894399861741e-05,6.977136386699648e-05,1.4752967187348631
2013-10-09,4.671951297786224e-05,0.5747317610011471,0.0004024454394807194,1.693014598749225,7.880755550023405e-05,7.071366547879811e-05,1.6868231382800702
2013-10-10,5.493659376391755e-05,0.5763684072596321,0.00040362343904224465,1.7121091123964003,8.582606891300216e-05,5.611705306889484e-05,1.5622750344119967
2013-10-11,5.397060840252837e-05,0.5574242925639858,0.00040771410670200584,1.7506061537193789,8.268798660867493e-05,5.7283464003156034e-05,1.5320929123489597
2013-10-14,5.390763459317086e-05,0.5359502630463392,0.000411196096701732,1.6768992985714195,7.97947131932491e-05,5.5224963930794524e-05,1.4802117324464774
2013-10-15,5.553151341989191e-05,0.5297316835876325,0.00041082709775212606,1.6484891401189314,8.001202181754121e-05,6.0773719260101086e-05,1.4408399283582312
2013-10-16,4.144281603770634e-05,0.5573262980172747,0.0004053748967231895,1.5267225091078125,7.223748057791487e-05,5.106578152838337e-05,1.7430639972001494
2013-10-17,4.1583055321708076e-05,0.5720905570771352,0.00039758226254340266,1.522337600080808,7.355911199519122e-05,4.9873168062689675e-05,1.7689684277910747
2013-10-18,4.3823960134694674e-05,0.5578705069624625,0.00039019910422664796,1.5040951179200088,7.29511841926434e-05,4.880022520468711e-05,1.6646415332714124
2013-10-21,4.4710412594374516e-05,0.560658127813338,0.00038486714630059344,1.5193012480079986,7.3545800798263e-05,4.930695738641803e-05,1.644936750315665
2013-10-22,4.4371990394003997e-05,0.5628489110162213,0.00038013856257257156,1.5784930745677876,7.309997852983984e-05,5.0999555339379934e-05,1.6474351923531891
2013-10-23,3.6244305626284386e-05,0.5524676056233597,0.00037133187144688484,1.5472110712766989,6.409259016577075e-05,4.881233650076179e-05,1.7683492360601545
2013-10-24,4.040389782719303e-05,0.5474926884631931,0.00036479748299387855,1.50928912468625,6.646849912415355e-05,4.750261261112516e-05,1.645101158517886
2013-10-25,3.967999624918889e-05,0.5445915272977052,0.0003631241073208213,1.5006297075932948,6.537086514073673e-05,4.727008724082283e-05,1.647451394153622
2013-10-28,4.081308187982178e-05,0.5462925023658721,0.00036275253846242996,1.4426910180510315,6.647068669382322e-05,4.9103630440260395e-05,1.628661292708863
2013-10-29,4.2024721372673885e-05,0.5520462427209122,0.00036198428660500745,1.4490244648009136,6.808833888379634e-05,4.8666738628613396e-05,1.6201972710298571
2013-10-30,3.243679795796633e-05,0.5494736396741194,0.0003559701957702145,1.4409725102521749,5.904357820590837e-05,4.775449692504892e-05,1.8202653135621092
2013-10-31,3.3498134377451295e-05,0.5365976863193834,0.0003512688807037813,1.4974658029026922,5.820749967519486e-05,5.010835411674263e-05,1.7376340729702324
2013-11-01,3.528785039280735e-05,0.5301074294728324,0.00034778805617840256,1.472230896103095,5.872646023438897e-05,4.920955342691429e-05,1.664211891080763
2013-11-04,3.477448195487655e-05,0.5721039564021073,0.00032376387288256833,1.4289812478895976,6.07043032636201e-05,4.753897250296384e-05,1.745656580661364
2013-11-05,3.766596277267884e-05,0.5447787220579473,0.00032086584989368384,1.4606691254460649,5.9890290762663564e-05,4.815054492703461e-05,1.5900374331093756
2013-11-06,3.8333959556374354e-05,0.5348316837535425,0.0003087221826371427,1.4380372665396226,5.81825679489881e-05,5.3370264874750014e-05,1.517781325548282
2013-11-07,4.0431492315281525e-05,0.5367908419488109,0.00029431189923356707,1.5099069322142586,5.855566185010941e-05,5.320407818640275e-05,1.4482686266808327
2013-11-08,4.3778322206368926e-05,0.5676349825348921,0.00028558074104823445,1.5965722758446563,6.346922090659495e-05,5.136915009748664e-05,1.4497865086607034
2013-11-11,4.088414418239951e-05,0.5858409764881338,0.0002824897915956378,1.6121708432954605,6.295910994158e-05,5.2027674974217864e-05,1.539939534032944
2013-11-12,3.99781619662566e-05,0.6066441607817165,0.0002797248114713355,1.576132045284759,6.41521074909435e-05,5.150411360678613e-05,1.6046787629979293
