Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_LLY,Predicted_Covariance,Future_Cov_45_LLY,Beta_Predicted
2013-04-16,8.836558039441448e-05,0.5490522674606394,0.0001473992986255033,0.7745728543909375,6.266181427892273e-05,4.751590034862669e-05,0.7091201574101078
2013-04-17,8.959564094882932e-05,0.5317477702760524,0.00014689146756222945,1.0051728308755337,6.10024675709506e-05,7.143576270986058e-05,0.6808642354128689
2013-04-18,9.719405369416862e-05,0.536403346885325,0.00014429013414199,0.967035195620408,6.35228018205833e-05,6.78342950727561e-05,0.6535667502917876
2013-04-19,7.72897485213767e-05,0.5466363704640723,0.00014673809921988216,0.93401237352111,5.821446569780955e-05,6.777942906318983e-05,0.7531977631122537
2013-04-22,7.797978274745508e-05,0.5445836690180865,0.0001488641044434929,0.925376174836391,5.867466498200559e-05,6.861711571860692e-05,0.7524343222656706
2013-04-23,8.499754389235151e-05,0.5440705258950291,0.00015012275010824194,0.9214190399735472,6.14584557171468e-05,6.814659904972547e-05,0.7230615486370204
2013-04-24,7.773768893068322e-05,0.5497444384442827,0.000162165984202309,0.918609958479734,6.172435184877697e-05,6.856106703368674e-05,0.7940080634994829
2013-04-25,6.90805921567358e-05,0.5494866218378393,0.00016233095946325713,0.9186212342679412,5.818832112133395e-05,6.869310409016857e-05,0.8423251640534788
2013-04-26,7.034557142953508e-05,0.58313103738032,0.0001570686471724587,0.9531063989462958,6.129559851746502e-05,7.182838986118373e-05,0.8713497846678893
2013-04-29,6.776168711759701e-05,0.6121532062323252,0.00015379189769266385,0.9713603893947252,6.249121399963481e-05,7.235646008360532e-05,0.9222204560990998
2013-04-30,5.8041023931509805e-05,0.6305157492745715,0.00015254912882329842,0.9783419918518828,5.9329178872496656e-05,7.277555956500788e-05,1.0221938700203999
2013-05-01,6.311211636341748e-05,0.6218290277346854,0.00015507960799955025,0.952337920238925,6.151835455027547e-05,7.128412485073193e-05,0.9747471340690799
2013-05-02,6.214021471172626e-05,0.6102497379871226,0.00015405129089260486,0.9593905927256874,5.9707192045421344e-05,7.074299256479202e-05,0.9608462462257024
2013-05-03,7.476459886581012e-05,0.6211842813798154,0.000152181921259296,0.9830240760119734,6.62597804896129e-05,7.144554882538598e-05,0.8862453821030734
2013-05-06,7.535412832838797e-05,0.617962060923622,0.00015200181164459832,0.9898264684577208,6.613627343517132e-05,7.184458187881813e-05,0.8776728614914648
2013-05-07,7.392273390092128e-05,0.6142619893789457,0.00015073855560490245,0.9655668122410904,6.484176483133298e-05,7.332508063940803e-05,0.8771559357942641
2013-05-08,6.958015556766957e-05,0.6068330411904171,0.00014720062347008817,0.9610470320557476,6.141390910891951e-05,7.264436046279506e-05,0.8826354095916321
2013-05-09,7.111722928104653e-05,0.5997414155127314,0.00014325678930465953,0.9665119609497368,6.0535350480975055e-05,7.302245923572392e-05,0.8512051312031126
2013-05-10,7.562958883543677e-05,0.6246323980105095,0.00014299623706624874,0.9700286798212866,6.495800531628472e-05,7.35614454118746e-05,0.8588967137931629
2013-05-13,7.357910230951406e-05,0.6451286199590929,0.0001527672653628294,0.9643803283555572,6.839725993233515e-05,7.321641327240967e-05,0.9295745365935394
2013-05-14,7.590263764609063e-05,0.6703954705378878,0.0001533941791277794,0.9809899214111626,7.233757493102397e-05,7.290167756335396e-05,0.9530311089887364
2013-05-15,7.650099964197039e-05,0.667549905877194,0.00015679029121046662,0.9677054259124428,7.311001574657236e-05,7.142590046323292e-05,0.9556739923495373
2013-05-16,7.639729836462006e-05,0.6580971635098462,0.00015846972733801377,0.9580442508017738,7.24106047740881e-05,7.018127441527532e-05,0.9478163014154671
2013-05-17,7.425705624970095e-05,0.680206898981724,0.0001537559619430835,0.9702946145240844,7.268183427786541e-05,6.935168757847507e-05,0.9787869052263719
2013-05-20,7.217439206379002e-05,0.6845414610280024,0.00015462457699924264,0.9248764363329564,7.231536572591066e-05,6.642691771883326e-05,1.0019532365717199
2013-05-21,7.13709588975209e-05,0.6905997745207686,0.00015105310302891106,0.9239021747534296,7.170542656516246e-05,6.642834326016126e-05,1.004686327223399
2013-05-22,7.35750525384875e-05,0.6820883584848805,0.00014940745798917748,0.937486998782334,7.15141640008152e-05,6.612950481529592e-05,0.971989302534385
2013-05-23,7.454058968752127e-05,0.6869025766517686,0.00014695676546410603,0.9293546346607602,7.189295750050123e-05,6.558215583123038e-05,0.9644806648549593
2013-05-24,7.630250921850573e-05,0.673151502831086,0.00014780978201626565,0.9259733466769984,7.148811043093672e-05,6.531280906441114e-05,0.9369037946867236
2013-05-28,7.438631671877e-05,0.6684902085924045,0.00014850436396102084,0.9207372523800564,7.026049189805198e-05,6.428861561978725e-05,0.9445351644938087
2013-05-29,7.273626036607267e-05,0.6520314834936648,0.00015124291494670258,0.8948398094428954,6.838826251343213e-05,6.392216700073689e-05,0.9402224168419218
2013-05-30,7.309916508279677e-05,0.6540398889279762,0.00014938757446034308,0.8934679890527882,6.834672078662087e-05,6.366325237739646e-05,0.9349863395731952
2013-05-31,7.696255068093324e-05,0.6411126567836862,0.00015458198936721428,0.873194377616226,6.99283889933423e-05,5.76723135288359e-05,0.9086027993438945
2013-06-03,7.835861755638394e-05,0.6330318002481985,0.00015155850790836938,0.8912135443090337,6.898569920513917e-05,5.928466774545342e-05,0.8803843323996832
2013-06-04,7.696792659140356e-05,0.618094439574948,0.0001523300371744291,0.8648866412578762,6.692717663622598e-05,5.723873966488059e-05,0.8695463110435533
2013-06-05,8.390672708275947e-05,0.6065342359009092,0.00015422683275465425,0.8563361887519034,6.89975516385575e-05,5.241610868390366e-05,0.8223125133995913
2013-06-06,8.864935953499249e-05,0.5809393335082051,0.0001546904654586692,0.8427066716470414,6.80299820553948e-05,5.065180720722036e-05,0.7674052290083538
2013-06-07,8.584609796353898e-05,0.5791098335003622,0.0001571237034034118,0.8588730016483426,6.725770944232257e-05,4.892402971311114e-05,0.7834684515409032
2013-06-10,7.344670994631798e-05,0.5749674641227135,0.00015379362328467913,0.8724266652670052,6.110807561468504e-05,4.9797343877752294e-05,0.8320056222987904
2013-06-11,7.540176794643908e-05,0.5745938310951451,0.00015276236661544238,0.8746331202196629,6.166800691716547e-05,4.816140469105086e-05,0.8178588990243669
2013-06-12,7.564969572692771e-05,0.573024528458768,0.00015161378021303658,0.9055646598218314,6.136858975471417e-05,5.269456947813492e-05,0.8112205761704055
2013-06-13,7.668406692361186e-05,0.5856050470664725,0.00014521587917883124,0.9945576568646184,6.179657906610801e-05,5.332268616361117e-05,0.8058594378890482
2013-06-14,7.978958283363962e-05,0.5936517434553961,0.00014335956435796481,1.0084636366369522,6.349187917289832e-05,5.409533963341419e-05,0.7957414604520263
2013-06-17,6.406673037804978e-05,0.5986421134672898,0.00014329866403144188,1.0048851700582375,5.735940220046883e-05,5.3114390433437025e-05,0.8953071564913357
2013-06-18,5.269216623890948e-05,0.5825886224458757,0.00013847730147040782,1.0357925699833113,4.976503587128741e-05,5.4196816841551756e-05,0.9444484716314321
2013-06-19,5.313666894497608e-05,0.5573082383095945,0.00013238298205194238,0.9699280168623032,4.674215225294896e-05,4.8218707048842534e-05,0.8796590599488132
2013-06-20,6.610900161714408e-05,0.5081450324712938,0.00014553183692868896,0.7192180308921753,4.9842175396346584e-05,2.5028433272864775e-05,0.7539393150269719
2013-06-21,6.524441916700448e-05,0.4929516863526886,0.00013620187776357338,0.7674313236707921,4.646945604213219e-05,2.692951323399051e-05,0.7122364891192533
2013-06-24,5.5679700730278476e-05,0.49245788717749894,0.00013075660984240164,0.7343068536601487,4.201935383669704e-05,2.7562537152377297e-05,0.7546619914544014
2013-06-25,5.683904438603972e-05,0.482999787002101,0.0001311579603681774,0.7591603991778985,4.170303381934692e-05,2.728990645380047e-05,0.7337039929121263
2013-06-26,5.616484134519195e-05,0.47338447505000475,0.00012984315427928638,0.7353493849081817,4.042553793582409e-05,2.5041300125588325e-05,0.7197659063499654
2013-06-27,5.600093181678947e-05,0.4898062116712726,0.00011260353323003393,0.7552715723059543,3.889537152096423e-05,2.5444560042985774e-05,0.6945486487298613
2013-06-28,5.651835513949762e-05,0.488221513086973,0.00011027609137626921,0.7102286938831014,3.85436067463949e-05,2.3859063074558136e-05,0.6819661798589545
2013-07-01,4.0959150997653995e-05,0.4674937265163457,0.00011690175548384165,0.7064085620638614,3.234906828881232e-05,2.4228658475172387e-05,0.7897885454379943
2013-07-02,4.708768430286185e-05,0.4636053813751392,0.00011480895374322566,0.7133602654429388,3.408709685410515e-05,2.4434842594144115e-05,0.7239068422830348
2013-07-03,4.5307854285029834e-05,0.46276239479588216,0.00011179419185613331,0.7119205766209367,3.293475429939496e-05,2.4385238153804648e-05,0.7269104842662331
2013-07-05,5.048108536897671e-05,0.45707500100931875,0.00010693164634283132,0.6788395120687093,3.358187475083942e-05,2.2906879917824663e-05,0.6652367813683588
2013-07-08,5.858594159480322e-05,0.45117597499803014,0.0001062284117625814,0.6608504369589377,3.559287069387098e-05,2.259715376651066e-05,0.6075326217344298
2013-07-09,6.185296409698371e-05,0.44663706810086656,0.00010441453169843286,0.6193000151525407,3.589347404941782e-05,2.0654675150163863e-05,0.5803032170477369
2013-07-10,6.043816195282401e-05,0.44497458338160917,0.00010131641078874302,0.6108632309129618,3.4820157182487304e-05,2.0514540819256888e-05,0.5761286587382777
2013-07-11,6.428746384905295e-05,0.4444844953451131,9.987791079863755e-05,0.682042603112239,3.561676637839271e-05,2.0282068007215463e-05,0.5540235101204323
2013-07-12,6.999194674271863e-05,0.4444436277394901,9.785219801049254e-05,0.6919171943832048,3.678121007433349e-05,2.1044653761387057e-05,0.5255063158842613
2013-07-15,7.060701256657018e-05,0.4464337729463741,9.692086774871186e-05,0.6953410905974114,3.693087580646874e-05,2.1221456872947933e-05,0.5230482704766658
2013-07-16,3.5042919617133015e-05,0.43736701772067965,9.585862259355026e-05,0.6492429887659664,2.5349054359323463e-05,2.1314174743714286e-05,0.723371643581031
2013-07-17,3.792838595062833e-05,0.4557158230647269,8.679368102314325e-05,0.6696250434698416,2.6146908240912996e-05,2.2015224092813982e-05,0.689375716513448
2013-07-18,3.7451029819475974e-05,0.4469940209992302,8.726848885928144e-05,0.6702776345729293,2.5554202037073384e-05,2.396134099899039e-05,0.6823364313411808
2013-07-19,4.0860668714576163e-05,0.43881770267854786,8.623705397485157e-05,0.703793734573749,2.60485666204904e-05,2.548825635330441e-05,0.637497315632481
2013-07-22,3.950888193740232e-05,0.43993760257375963,8.459003549763002e-05,0.7220364733164742,2.5433027290817577e-05,2.6185060381297046e-05,0.6437293601756066
2013-07-23,3.3171208880188284e-05,0.4379492204032852,8.484153862221616e-05,0.7238570532124569,2.3233180960730127e-05,2.6314433706141868e-05,0.7004019975469237
2013-07-24,3.471216593235655e-05,0.41819799801850105,9.230634323771674e-05,0.7228129878842217,2.3672197704102892e-05,2.627955363024543e-05,0.6819568029904214
2013-07-25,3.488954269695917e-05,0.4268635791188783,9.17426148912757e-05,0.7418335230311942,2.415028705687975e-05,2.724825861018557e-05,0.6921927084754995
2013-07-26,3.343176772700175e-05,0.428940186482811,9.381905982429564e-05,0.7263490549336827,2.402270703285183e-05,2.711529523866171e-05,0.7185592825667269
2013-07-29,3.360094972876798e-05,0.4370709792128354,9.318144169247697e-05,0.7498889041772363,2.4456396129593206e-05,2.8900707881344566e-05,0.7278483592579671
2013-07-30,3.816574763863081e-05,0.45225241894492735,9.090942321781562e-05,0.7500546552166614,2.6639264917505515e-05,2.8925135072313406e-05,0.6979888136801922
2013-07-31,3.750748633018741e-05,0.4630542581162196,8.953285159048732e-05,0.8890236374307968,2.683379332242978e-05,3.5994351027593204e-05,0.7154249977245997
2013-08-01,4.226173154810077e-05,0.46810991457064804,8.741522151811307e-05,0.8348474366100209,2.8452145064975397e-05,3.234798756200196e-05,0.6732366143727972
2013-08-02,4.130983358011611e-05,0.4715252551315139,8.665577680024506e-05,0.8529077647102407,2.821177693366622e-05,3.431346786743538e-05,0.6829312657227831
2013-08-05,3.7225611971094185e-05,0.4781949625401125,8.301181800576166e-05,0.733840249913554,2.6582503667841497e-05,3.157940913401009e-05,0.7140917841319279
2013-08-06,4.1983018398946586e-05,0.4847853327933743,8.848917002941401e-05,0.7224377623550531,2.95482226108029e-05,3.069466956091453e-05,0.7038136784263304
2013-08-07,4.81253999850549e-05,0.4935791703059858,9.142929769191553e-05,0.8376207721987342,3.274060433998235e-05,4.430494781048862e-05,0.6803185916407921
2013-08-08,4.5117615842124565e-05,0.49987082006450845,9.237118738893288e-05,0.8165806452057489,3.227001147020276e-05,4.370623020579886e-05,0.7152419485799492
2013-08-09,4.7210405389653165e-05,0.5088066760964609,9.574214184161895e-05,0.840332818066635,3.4207649632634666e-05,4.5085601382109766e-05,0.7245786040238443
2013-08-12,4.729046229109182e-05,0.5087685134016443,9.731924535280157e-05,0.8285937333103516,3.4514880332228076e-05,4.5461257975013324e-05,0.7298486557347463
2013-08-13,5.1414947954433665e-05,0.5173302355499437,0.00010307522545352049,0.7746252423536183,3.766081451945148e-05,4.565744917131127e-05,0.732487652284084
2013-08-14,5.361675369996386e-05,0.5246821076418606,0.00010563406152474362,0.791020817851716,3.948648734643708e-05,4.6754583576927234e-05,0.7364580027989217
2013-08-15,5.120699157562921e-05,0.5230785362430259,0.00010939197088298887,0.7679131654055473,3.9149322798559835e-05,4.212397643281541e-05,0.764530811007301
2013-08-16,4.9139520575593413e-05,0.503573171851039,0.0001123746226299292,0.7568553235195323,3.742072224629128e-05,4.120305149537088e-05,0.7615198888382599
2013-08-19,5.1240075352845624e-05,0.4986146046316808,0.00011354122787293842,0.7906252157558168,3.803178140085634e-05,4.2352028577529724e-05,0.7422272730663392
2013-08-20,5.687877447837599e-05,0.4998603750779987,0.00011268415450349345,0.7697541760620201,4.0017988138448656e-05,4.165196273020505e-05,0.7035662864653067
2013-08-21,5.746511661394483e-05,0.4945713140958584,0.00011295570660006816,0.771635502333382,3.9846039166584395e-05,4.0850616400441624e-05,0.6933952546250487
2013-08-22,5.43081375808944e-05,0.5017006932399274,0.00011106827979982742,0.7873039486743505,3.8964775534847315e-05,4.079435466290505e-05,0.7174758198402135
2013-08-23,4.6628310947370826e-05,0.5680921912508837,9.833176861434572e-05,0.7860060288963777,3.846720101609565e-05,4.0650143949296756e-05,0.8249752185858376
2013-08-26,5.7057237442025364e-05,0.5673020002964967,0.0001019271336479255,0.7445704558010999,4.326279670381352e-05,3.833856463559106e-05,0.7582350398189522
2013-08-27,6.26349019454684e-05,0.5715556212355709,0.00010300732587538288,0.7823046243448802,4.590930917476823e-05,3.5419499663547375e-05,0.7329668882492718
2013-08-28,6.352118414260544e-05,0.5596222247842548,0.00010450823934458805,0.7422543100221612,4.559629051050622e-05,3.388055799599725e-05,0.7178123507292036
2013-08-29,6.345432123592429e-05,0.5648249647272574,0.00010431182615307774,0.7468223306902423,4.5952723876950857e-05,3.410054282069513e-05,0.724185886507206
2013-08-30,6.533098257867051e-05,0.5587752090079418,0.00010459353587985842,0.7539495727984508,4.619012602455517e-05,3.408758877707858e-05,0.7070171640068901
2013-09-03,6.741624909395761e-05,0.5716706924161266,0.00010392464038601522,0.751167616022257,4.7850610820139854e-05,3.421525475719811e-05,0.7097785988278694
2013-09-04,5.29054408502055e-05,0.5388846287686097,0.000104421638177405,0.709587633745327,4.005356858942426e-05,3.17986781176837e-05,0.757078439301365
2013-09-05,5.526096611110341e-05,0.5177537174379642,0.00010491644323095405,0.7014609855850955,3.942341502398891e-05,3.458105912210113e-05,0.7134043756080422
2013-09-06,5.903493096893949e-05,0.504517572792948,0.00010526601426517493,0.7279228341179476,3.9771769818802626e-05,3.829136394874558e-05,0.6736989298713343
2013-09-09,5.950680039687122e-05,0.5071081939575162,0.00010715912847698205,0.7402184656474569,4.049473060870229e-05,3.7830048153065786e-05,0.6805059310638292
2013-09-10,6.058865375686932e-05,0.5066078607563235,0.00010696851661982519,0.7338354998035903,4.078453942958191e-05,3.703057337277808e-05,0.6731382346477356
2013-09-11,5.2548421709793746e-05,0.5105065806516457,0.00010925814269695202,0.7529755509294991,3.868192599881258e-05,3.8739618628030085e-05,0.7361196538392553
2013-09-12,5.463125330927889e-05,0.508559111700837,0.00011170112675508105,0.7755627112852348,3.972745997393803e-05,3.988171730701994e-05,0.7271929082247593
2013-09-13,5.629719144726608e-05,0.484360057725142,0.00011383212071942479,0.7703599324394994,3.8774311986474346e-05,3.97574569086103e-05,0.6887432745698243
2013-09-16,5.4138744378514925e-05,0.47545924792749966,0.00011524644355367087,0.7507725389732989,3.755615775962043e-05,3.87871585448167e-05,0.6937020463024383
2013-09-17,5.7555509167455784e-05,0.47024268774699624,0.0001162873426718113,0.7448953582928901,3.847084489359881e-05,3.8471425619867114e-05,0.6684129017375071
2013-09-18,6.204530316157312e-05,0.4730490118268515,0.00011713142520486631,0.7490718763859059,4.032712940830218e-05,3.702031332327054e-05,0.6499626458957849
2013-09-19,6.178297806302708e-05,0.46748225610287575,0.00011808186416124131,0.7220269585758695,3.9929249818854354e-05,3.644396688337518e-05,0.646282375351364
2013-09-20,6.675064824066973e-05,0.4701122186311984,0.00011783968363326967,0.8215271761361838,4.169414446069035e-05,3.861088941752935e-05,0.6246253116578275
2013-09-23,6.644616634370019e-05,0.4693840486299698,0.00011883933338112336,0.7842739592773089,4.171030779404653e-05,3.63233210725726e-05,0.6277308397040594
2013-09-24,6.687102886618699e-05,0.4716291292493486,0.00011948271727446113,0.777448378299113,4.215723984142859e-05,3.578140887553287e-05,0.630426068750756
2013-09-25,5.221698153901886e-05,0.4722827416628209,0.00012067016684571417,0.7926193615407876,3.748935029421418e-05,3.615226939544272e-05,0.7179532249714676
2013-09-26,5.0374063840171386e-05,0.47500932743295426,0.00012172651756090754,0.8300270148706164,3.719617056790605e-05,3.784086919403459e-05,0.7383992422355159
2013-09-27,5.122431082106018e-05,0.47397166860335005,0.00012307899135437423,0.8054628456663157,3.7634175775789756e-05,3.6347847505743416e-05,0.7346936478512265
2013-09-30,5.1567877421329924e-05,0.4845340094518449,0.00012190431320124303,0.8262181374476661,3.841699840100852e-05,3.704542372420487e-05,0.7449792452601155
2013-10-01,5.3629225784131454e-05,0.4850102623321772,0.0001221260965805858,0.8179305093309179,3.9251470333217374e-05,3.593810340089069e-05,0.7319044748326692
2013-10-02,4.9785428743887e-05,0.4932457220301576,0.00011953186011268795,0.7978060273068802,3.805014288696051e-05,3.5550740696761226e-05,0.7642827198034841
2013-10-03,5.1677659876475144e-05,0.48966626533533264,0.0001247668001256309,0.6762433592615718,3.931887862173628e-05,2.9791055076344008e-05,0.7608486668266327
2013-10-04,4.988490741732951e-05,0.5121040114556287,0.00012184624588493154,0.719120567397443,3.992535988798538e-05,3.1123268609098777e-05,0.8003494835417038
2013-10-07,5.300164613196136e-05,0.5179371037517458,0.00012180778908097695,0.6780050908609386,4.1615894438999124e-05,2.812269484565324e-05,0.7851811684374019
2013-10-08,5.7418241986777646e-05,0.5583041832422455,0.00012198290701969755,0.8165167248392493,4.6724570402454235e-05,3.366179716071852e-05,0.8137582897995037
2013-10-09,4.671951297786224e-05,0.5652018058510476,0.00011334944954129557,0.84747061863952,4.113034969184072e-05,3.5397068562703895e-05,0.8803676894348211
2013-10-10,5.493659376391755e-05,0.5336849007655043,0.00011606723144452792,0.7427244259806691,4.26157947966563e-05,2.434395432308846e-05,0.7757269222003792
2013-10-11,5.397060840252837e-05,0.5363047770310089,0.00011232520052175229,0.7499570138700394,4.1756964810753105e-05,2.4540148860247366e-05,0.7736982414450031
2013-10-14,5.390763459317086e-05,0.531167376054499,0.00010749834263058737,0.7377529476233438,4.0434997007283935e-05,2.4296259147490565e-05,0.75007922926758
2013-10-15,5.553151341989191e-05,0.5312162243035669,0.00010504225459625391,0.8791368189030783,4.0571690412271836e-05,3.2410534545213496e-05,0.7306066035963406
2013-10-16,4.144281603770634e-05,0.531294053187202,9.68831913181121e-05,0.97080472937844,3.366540177391465e-05,3.247145563219039e-05,0.8123338371428359
2013-10-17,4.1583055321708076e-05,0.5284595396272846,9.528939972134754e-05,0.9305933022467812,3.32653606037453e-05,3.0487085228994846e-05,0.7999739400192512
2013-10-18,4.3823960134694674e-05,0.5399959041413123,9.096294376664819e-05,0.972146870792996,3.409404491666909e-05,3.1541214156944736e-05,0.7779772711521207
2013-10-21,4.4710412594374516e-05,0.5519718336512074,8.81012002552844e-05,0.9754546751005052,3.464273472255602e-05,3.165712011401547e-05,0.7748247603269666
2013-10-22,4.4371990394003997e-05,0.5507637444043055,8.736504120866377e-05,0.960559921711196,3.429167050002521e-05,3.10347442591816e-05,0.7728224538843103
2013-10-23,3.6244305626284386e-05,0.5771839185448625,8.662886394970903e-05,0.9916910580312276,3.2341892094894505e-05,3.128646021739834e-05,0.8923302995061423
2013-10-24,4.040389782719303e-05,0.5855421145169826,8.654216492979631e-05,0.9887382493440288,3.462451082857796e-05,3.1119054172046025e-05,0.8569596670268438
2013-10-25,3.967999624918889e-05,0.5908632361679957,8.639634283145083e-05,0.9736614031015962,3.45955675371045e-05,3.0670497348375946e-05,0.8718641836517734
2013-10-28,4.081308187982178e-05,0.5993477668524175,8.647114833947508e-05,0.937091684121528,3.560526315716924e-05,3.189498178751191e-05,0.8723982977323916
2013-10-29,4.2024721372673885e-05,0.6170727945371912,8.713566894877095e-05,0.9870118211420786,3.7341074082177784e-05,3.31496448056678e-05,0.8885501881389846
2013-10-30,3.243679795796633e-05,0.6239077072530518,8.681704047393745e-05,0.9005717924817132,3.310867699539655e-05,2.984536664570195e-05,1.0207134822093378
2013-10-31,3.3498134377451295e-05,0.644154229830483,8.726458112701037e-05,0.8941582291487455,3.482724951177998e-05,2.9920414273057192e-05,1.039677288273802
2013-11-01,3.528785039280735e-05,0.64957758764776,8.79018202289743e-05,0.8854921532871954,3.617783452312569e-05,2.959771700324936e-05,1.025220695520171
2013-11-04,3.477448195487655e-05,0.6481816620029283,8.730159549816782e-05,0.8878098576951964,3.57139729139232e-05,2.953542495757996e-05,1.027016677351678
2013-11-05,3.766596277267884e-05,0.6492795928963135,8.678645093778606e-05,0.8972750108713577,3.712207584876184e-05,2.9578417158419008e-05,0.9855602543017563
2013-11-06,3.8333959556374354e-05,0.6599064896051353,8.092593723911447e-05,0.7750047146507326,3.675514229088054e-05,2.8762958973671356e-05,0.9588141354620049
2013-11-07,4.0431492315281525e-05,0.6592664146191018,8.182421204993406e-05,0.7654699829235508,3.79194258892757e-05,2.697260602750176e-05,0.9378685702121274
2013-11-08,4.3778322206368926e-05,0.6498567558411905,8.410252101428811e-05,0.7934175463347353,3.9432263015615416e-05,2.5527929830853594e-05,0.9007257708446113
