Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_XLI,Predicted_Covariance,Future_Cov_45_XLI,Beta_Predicted
2013-08-13,5.1414947954433665e-05,0.9395513270732506,7.20010245766284e-05,1.0837433851399554,5.716557139535014e-05,6.387728648169217e-05,1.111847306468402
2013-08-14,5.361675369996386e-05,0.9418474980640853,7.29347974152721e-05,1.0806373224871495,5.889768658750319e-05,6.387284237068413e-05,1.0984940811055275
2013-08-15,5.120699157562921e-05,0.943539082918265,7.476167218955468e-05,1.1119860112660742,5.8379991606905736e-05,6.09981370842299e-05,1.1400785285478545
2013-08-16,4.9139520575593413e-05,0.9419569296128016,7.030949202766439e-05,1.1199682979411123,5.536731752831594e-05,6.0970848746444173e-05,1.1267370312077432
2013-08-19,5.1240075352845624e-05,0.9415201360014287,6.987091041229744e-05,1.125885055717266,5.633557008553215e-05,6.0311150092989475e-05,1.0994435448737792
2013-08-20,5.687877447837599e-05,0.9402435509192425,7.079435465171438e-05,1.1173622522821365,5.966433329905437e-05,6.0461290546403806e-05,1.0489736082787329
2013-08-21,5.746511661394483e-05,0.9394708744997751,7.165890500753783e-05,1.1192067456768269,6.028656655653478e-05,5.9251142932349623e-05,1.0490984811106305
2013-08-22,5.43081375808944e-05,0.9370815375766205,7.205158992290895e-05,1.1081731189945658,5.861808421969006e-05,5.742027246310791e-05,1.0793609729734481
2013-08-23,4.6628310947370826e-05,0.9302756311957882,6.059486295521785e-05,1.1111934087808644,4.944864442385669e-05,5.746797144275694e-05,1.0604854308291192
2013-08-26,5.7057237442025364e-05,0.9323568609746358,6.431436242063417e-05,1.1091838856890714,5.6479588722321245e-05,5.7112819563184704e-05,0.9898759781300127
2013-08-27,6.26349019454684e-05,0.9321413312878323,7.192590062566083e-05,1.0828559947937002,6.25651687599707e-05,4.902721567750455e-05,0.9988866720736881
2013-08-28,6.352118414260544e-05,0.9299521798334869,7.286075967137746e-05,1.079585836892286,6.326547265850077e-05,4.927821915563431e-05,0.9959743904721519
2013-08-29,6.345432123592429e-05,0.9276290279951447,7.368413821982868e-05,1.0812565806368608,6.342959466456075e-05,4.9371095122567563e-05,0.9996103248623273
2013-08-30,6.533098257867051e-05,0.9271292030415372,7.380265704109184e-05,1.0738674376132842,6.437775898462763e-05,4.855172406104958e-05,0.9854093179618869
2013-09-03,6.741624909395761e-05,0.9268799614251453,7.469667841927629e-05,1.0683000632875832,6.577432970784094e-05,4.8660456125723615e-05,0.975645049848022
2013-09-04,5.29054408502055e-05,0.9271486319751902,7.526813362455146e-05,1.0596973567046637,5.850663282098448e-05,4.748810935465894e-05,1.1058717568697327
2013-09-05,5.526096611110341e-05,0.9295061694723431,7.219661878863219e-05,1.0447953601618207,5.871106286474486e-05,5.150697025596698e-05,1.0624327983463941
2013-09-06,5.903493096893949e-05,0.9293565469949621,7.352061040580284e-05,1.0382198638817826,6.122678349349796e-05,5.4614105786208605e-05,1.0371280611086289
2013-09-09,5.950680039687122e-05,0.9283910652002265,7.222508819499605e-05,1.032099382795303,6.0863691877736496e-05,5.274708908503688e-05,1.0228022927096685
2013-09-10,6.058865375686932e-05,0.9259404806786045,7.932731046182185e-05,1.0115245822803691,6.419335698350064e-05,5.10432314497285e-05,1.0594946908887644
2013-09-11,5.2548421709793746e-05,0.9255364938591792,7.388634384533714e-05,1.0028807547307683,5.7670733382501234e-05,5.1596918279353956e-05,1.097477935702735
2013-09-12,5.463125330927889e-05,0.9247265251951958,7.430720306559414e-05,0.9970728550902266,5.891818429677851e-05,5.127242086628238e-05,1.0784703027629698
2013-09-13,5.629719144726608e-05,0.9218698433453264,6.834428574328154e-05,0.995241267822038,5.718262362635328e-05,5.136334348777002e-05,1.015727821518709
2013-09-16,5.4138744378514925e-05,0.9226839499833391,7.201736259039598e-05,0.9721132234459188,5.761368609215468e-05,5.022228140213129e-05,1.0641858571625609
2013-09-17,5.7555509167455784e-05,0.9230982239672818,7.37814932208786e-05,0.9803199624958644,6.015407954002837e-05,5.06303416996208e-05,1.0451489424759
2013-09-18,6.204530316157312e-05,0.9252806523302183,7.571647240934975e-05,0.9785546118782196,6.341954512087556e-05,4.836171197675557e-05,1.0221490086964964
2013-09-19,6.178297806302708e-05,0.9249405554129889,7.546414964528167e-05,0.9840713356397404,6.315657683079589e-05,4.9670532022337146e-05,1.0222326409446878
2013-09-20,6.675064824066973e-05,0.9251584412916556,8.124111438888827e-05,0.9571711565380352,6.812896567470664e-05,4.4986009899948e-05,1.0206487497929215
2013-09-23,6.644616634370019e-05,0.9260328250146498,7.757722053903362e-05,0.9616589410032448,6.648573184779764e-05,4.453883246175707e-05,1.000595452021909
2013-09-24,6.687102886618699e-05,0.9262729971836273,7.648381669480852e-05,0.9713182148928776,6.624342552509514e-05,4.4704105334133334e-05,0.9906147198310986
2013-09-25,5.221698153901886e-05,0.9252528353473621,7.361507519484488e-05,0.9679288064899734,5.736535510429535e-05,4.41483323089807e-05,1.0985957712134202
2013-09-26,5.0374063840171386e-05,0.9247957725155859,6.896262046048369e-05,0.9697746456894556,5.450749300216447e-05,4.421195317473637e-05,1.0820547092469603
2013-09-27,5.122431082106018e-05,0.9236359402754818,6.852515177125503e-05,0.9670697960009722,5.4722242812008925e-05,4.364062931217547e-05,1.0682865603242166
2013-09-30,5.1567877421329924e-05,0.9220784442051547,6.73182679784671e-05,0.9774406448117364,5.432803086099272e-05,4.382583873572292e-05,1.0535246664723323
2013-10-01,5.3629225784131454e-05,0.9229320393726604,6.615514810895184e-05,0.9853468545309292,5.4973363456935376e-05,4.3294016716459355e-05,1.0250635293191506
2013-10-02,4.9785428743887e-05,0.9209165959693719,6.457692009434328e-05,0.9674649623353124,5.221678026993987e-05,4.311085004620383e-05,1.0488366091725465
2013-10-03,5.1677659876475144e-05,0.9203637604437594,6.60300580722617e-05,0.9750065950279688,5.3762786401459446e-05,4.295269561536889e-05,1.0403487025141689
2013-10-04,4.988490741732951e-05,0.9213882389622972,5.907080923856434e-05,0.9786834600673456,5.001654745547496e-05,4.235705331192911e-05,1.0026388750618331
2013-10-07,5.300164613196136e-05,0.9219341954120698,5.906589169707385e-05,0.9826326422014598,5.1583758805982225e-05,4.0758215999409844e-05,0.9732482398292133
2013-10-08,5.7418241986777646e-05,0.9224266664509774,6.063583062688968e-05,1.0173027521175864,5.442788527856375e-05,4.1939421264842724e-05,0.947919744583916
2013-10-09,4.671951297786224e-05,0.9197277427733588,5.89381876088024e-05,1.0054403094682032,4.8262168174095404e-05,4.199513090741223e-05,1.0330195050826867
2013-10-10,5.493659376391755e-05,0.9158990645369732,7.058682237641607e-05,0.951875639739632,5.703484891174914e-05,3.119921236532131e-05,1.0381941253374491
2013-10-11,5.397060840252837e-05,0.9156134786504392,6.749095587405491e-05,0.9693827160350792,5.5260349039939254e-05,3.172021291099515e-05,1.0238970927989477
2013-10-14,5.390763459317086e-05,0.9150616216409224,6.471872711268155e-05,0.9641330496506284,5.404934839031314e-05,3.175158635751263e-05,1.0026288261062049
2013-10-15,5.553151341989191e-05,0.9138861798407873,6.474794198919865e-05,0.9421917775216618,5.479927958198242e-05,3.473513848695776e-05,0.9868140846014256
2013-10-16,4.144281603770634e-05,0.9089076344682677,6.116398910979745e-05,1.0010279772140604,4.576066020136318e-05,3.348236217338881e-05,1.1041880011176917
2013-10-17,4.1583055321708076e-05,0.9037946638130514,5.895288438800224e-05,0.9996520641915672,4.4748707944133606e-05,3.2749513247911776e-05,1.0761284277438106
2013-10-18,4.3823960134694674e-05,0.8983333035605303,5.703011898351244e-05,0.979473056661484,4.4910247572718e-05,3.1778911571166776e-05,1.0247875234160622
2013-10-21,4.4710412594374516e-05,0.8959781443143556,5.63915662587948e-05,0.9821047599421868,4.498925830128766e-05,3.187294001828707e-05,1.0062367061883974
2013-10-22,4.4371990394003997e-05,0.8950625024310664,5.7422504942129335e-05,0.9847221310481497,4.5180276590603575e-05,3.181540142648594e-05,1.018216135661762
2013-10-23,3.6244305626284386e-05,0.8955386765983381,5.475456496838073e-05,1.0052754058367206,3.9894626663855466e-05,3.1715027313727286e-05,1.1007143322101298
2013-10-24,4.040389782719303e-05,0.8949334831272377,5.260543142431432e-05,1.0007100999645724,4.12589035575767e-05,3.1495850223222836e-05,1.0211614665010915
2013-10-25,3.967999624918889e-05,0.894564439122409,4.969386573389232e-05,1.002420364280597,3.9723621247152285e-05,3.157640944448326e-05,1.001099420415502
2013-10-28,4.081308187982178e-05,0.8942900274856842,4.994265131479122e-05,1.0382360760310003,4.0375125019606835e-05,3.5337546258549486e-05,0.9892692038914249
2013-10-29,4.2024721372673885e-05,0.8944384208809829,5.026132218294565e-05,1.046241735685632,4.110738230859351e-05,3.5138932661123145e-05,0.9781714420913006
2013-10-30,3.243679795796633e-05,0.9050822276573529,4.341749799040236e-05,1.0552244959591237,3.396561021396657e-05,3.4970628925250894e-05,1.0471320337470231
2013-10-31,3.3498134377451295e-05,0.9129794141388513,4.493770375515356e-05,1.059952495660353,3.5422298119501254e-05,3.546823900520503e-05,1.057440922541202
2013-11-01,3.528785039280735e-05,0.9178745983972741,4.584139738051907e-05,1.0567088003722955,3.691687039171705e-05,3.5320660846238315e-05,1.0461637640370902
2013-11-04,3.477448195487655e-05,0.9179874100835703,4.6027897752596524e-05,1.0566661720140111,3.6726338212514236e-05,3.515289243324419e-05,1.056128981595482
2013-11-05,3.766596277267884e-05,0.9170335113907729,4.659744032285932e-05,1.060504122715466,3.841853263497638e-05,3.4959218700896655e-05,1.0199801042346757
2013-11-06,3.8333959556374354e-05,0.9146028567427339,4.534912121659156e-05,1.0526777076114635,3.8133689982348263e-05,3.906831164268749e-05,0.9947756616758681
2013-11-07,4.0431492315281525e-05,0.9155903855221622,4.7665534597851615e-05,1.0664074846507898,4.019419576066999e-05,3.75766386532985e-05,0.994130897945564
