Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_QCOM,Predicted_Covariance,Future_Cov_45_QCOM,Beta_Predicted
2013-04-11,6.716170407401359e-05,0.5265846460938532,0.00016701312124195954,0.6407696759528697,5.5770474772845797e-05,4.6232717976738156e-05,0.8303910024585675
2013-04-12,6.98842565011876e-05,0.5114275777161549,0.00016662230090341718,0.6578619196649115,5.5187456807113354e-05,4.806607572398885e-05,0.7896979887905871
2013-04-15,9.593981606210937e-05,0.5126252368520375,0.0001732319274859865,0.6580449105631753,6.608659749014454e-05,3.971714595297855e-05,0.6888338981946921
2013-04-16,8.836558039441448e-05,0.5072914562391662,0.00018157014150644045,0.6522737910756511,6.425713103671549e-05,4.001350716214062e-05,0.7271737564548054
2013-04-17,8.959564094882932e-05,0.5156159525913301,0.00020573381930103708,0.5718954864917446,7.000396356271679e-05,4.064354806752951e-05,0.7813322481023166
2013-04-18,9.719405369416862e-05,0.5177587514119032,0.00020417794065237687,0.5638534315619393,7.293763978907047e-05,3.95524384506191e-05,0.750433149116061
2013-04-19,7.72897485213767e-05,0.48587743104146236,0.0001965271116700858,0.5787085593003592,5.988236022244666e-05,4.199573459127504e-05,0.7747775270077955
2013-04-22,7.797978274745508e-05,0.47136097451883674,0.00019573649853441211,0.6457837654139305,5.8234525486544366e-05,4.788519584312807e-05,0.7467900452498362
2013-04-23,8.499754389235151e-05,0.46323037726120103,0.0001963318846397064,0.5855839079090248,5.984055838260433e-05,4.3308798766946716e-05,0.7040269123351584
2013-04-24,7.773768893068322e-05,0.45138119993489273,0.0001950195149701628,0.5768670802405659,5.557741144569424e-05,4.305485934787316e-05,0.7149352162404937
2013-04-25,6.90805921567358e-05,0.44985049820425527,0.00025077530100689997,0.6349975444163255,5.920912073841754e-05,4.748415428297082e-05,0.8571021019055389
2013-04-26,7.034557142953508e-05,0.46678085957315407,0.0002394806458318371,0.6178613293629563,6.0585211828064296e-05,4.656351535851168e-05,0.8612512571420688
2013-04-29,6.776168711759701e-05,0.47263249444606187,0.00022872107451255797,0.6220070633854087,5.883947289241099e-05,4.633319388451813e-05,0.8683295147344551
2013-04-30,5.8041023931509805e-05,0.49269649296759277,0.0002177881172304133,0.6228174690811034,5.5394174390477325e-05,4.6329289958660384e-05,0.9543969185630522
2013-05-01,6.311211636341748e-05,0.48476345534186566,0.00021114569281747362,0.6373265106885451,5.5959955134521514e-05,4.770498117643533e-05,0.8866753067238026
2013-05-02,6.214021471172626e-05,0.4872460394442678,0.00020765231392310085,0.5801715445652712,5.5348146257421985e-05,4.2780356170555004e-05,0.8906976989729878
2013-05-03,7.476459886581012e-05,0.5129996055938904,0.0001938027353921613,0.525082326608073,6.175114094481784e-05,3.8162641097477377e-05,0.8259409116291889
2013-05-06,7.535412832838797e-05,0.5295941718236337,0.0001798274808233399,0.5232962212991317,6.164881774627447e-05,3.7982413499793505e-05,0.8181213042185728
2013-05-07,7.392273390092128e-05,0.545927055884339,0.00016699951083507726,0.5553912938097102,6.065704202098221e-05,4.2176378567217915e-05,0.8205465195900481
2013-05-08,6.958015556766957e-05,0.5385576519222394,0.0001552532872170277,0.5534940341841312,5.597515446424133e-05,4.1837931747492386e-05,0.8044700965033512
2013-05-09,7.111722928104653e-05,0.5376961961157061,0.00014723789908008446,0.543756105872992,5.5021722750336915e-05,4.108216936732904e-05,0.7736764115612244
2013-05-10,7.562958883543677e-05,0.5153593448161762,0.0001400673899623278,0.5210466774959804,5.304256814792381e-05,3.951320978542678e-05,0.7013467739900016
2013-05-13,7.357910230951406e-05,0.5024609678615184,0.00013245219703689052,0.5282743209690427,4.960313852112596e-05,4.0106947298712006e-05,0.6741471010677454
2013-05-14,7.590263764609063e-05,0.49234407662421753,0.00012649450653806702,0.4775617565799773,4.824285306636235e-05,3.5489715475058694e-05,0.6355886246180683
2013-05-15,7.650099964197039e-05,0.5038224493991615,0.00012128884500034118,0.4764674273028891,4.853125254984997e-05,3.5167845632796857e-05,0.6343871684942597
2013-05-16,7.639729836462006e-05,0.4906547506230295,0.00011776753189021956,0.4907406394774606,4.6540151779693894e-05,3.5949073810601366e-05,0.6091858321687309
2013-05-17,7.425705624970095e-05,0.45805476069946743,0.00012006558209560518,0.453826657160484,4.3250938031271765e-05,3.243720419659847e-05,0.5824488636586095
2013-05-20,7.217439206379002e-05,0.46868955656243366,0.00011702549312137452,0.4673529812598209,4.3074186462336986e-05,3.3566449324719606e-05,0.5968070562238564
2013-05-21,7.13709588975209e-05,0.4759103593971147,0.00012040177199711786,0.4919241520154176,4.4116633417194146e-05,3.536922773968445e-05,0.6181314374736046
2013-05-22,7.35750525384875e-05,0.4914705075589574,0.00012699573957345302,0.4869609117227764,4.750696954561332e-05,3.434979258214642e-05,0.6456939941804618
2013-05-23,7.454058968752127e-05,0.49987202957001514,0.0001337906218043105,0.4713971926596028,4.9919253767744924e-05,3.326528215861472e-05,0.6696922304614104
2013-05-24,7.630250921850573e-05,0.4454142314629495,0.00013357871704475026,0.4732610907141003,4.496785098247376e-05,3.338110256234732e-05,0.5893364640696201
2013-05-28,7.438631671877e-05,0.4523652400277237,0.0001338572970898798,0.4837939777364546,4.513950364094384e-05,3.3779935582565565e-05,0.6068253629441196
2013-05-29,7.273626036607267e-05,0.46519724153511965,0.000135922009039699,0.5107236195189621,4.6254874583120465e-05,3.6483133800715315e-05,0.6359259377692138
2013-05-30,7.309916508279677e-05,0.4742132125574905,0.00013672124252853295,0.5185294321219953,4.7407587659822614e-05,3.694734507196777e-05,0.6485380182677294
2013-05-31,7.696255068093324e-05,0.4760847083415471,0.0001397083191973975,0.5034686502319489,4.936681315534527e-05,3.325285021576055e-05,0.6414394107077774
2013-06-03,7.835861755638394e-05,0.43172443565884905,0.00014134934700857268,0.5319427698536365,4.5435667887769715e-05,3.5385515145889156e-05,0.579842642770923
2013-06-04,7.696792659140356e-05,0.4209738390508086,0.0001422556391425684,0.5566791697370647,4.4049881786121955e-05,3.6841376145086055e-05,0.5723147775562116
2013-06-05,8.390672708275947e-05,0.4168472556578985,0.00014937093195651553,0.5647169081505438,4.666683875860711e-05,3.4566170648934823e-05,0.5561751766646593
2013-06-06,8.864935953499249e-05,0.4151994503743064,0.0001522484022711396,0.5905077058826439,4.823596184532683e-05,3.549311222882195e-05,0.544120815969197
2013-06-07,8.584609796353898e-05,0.4022310454518771,0.00015066738323596531,0.6943266993957969,4.574519575087349e-05,3.955096970873759e-05,0.5328744909326296
2013-06-10,7.344670994631798e-05,0.3911366677046691,0.0001505494583088121,0.7017137665665079,4.112958270267148e-05,4.0053202324771395e-05,0.5599921730017995
2013-06-11,7.540176794643908e-05,0.3828223776172205,0.00014842940382121212,0.7065221327750761,4.0499349926948996e-05,3.89044246932002e-05,0.5371140628389154
2013-06-12,7.564969572692771e-05,0.3841130490754319,0.00014864106825902344,0.6423395495037518,4.0731655597012117e-05,3.737756951175483e-05,0.5384245793141185
2013-06-13,7.668406692361186e-05,0.3789133914392301,0.00014621214060954734,0.6269891324026355,4.012215401785647e-05,3.361569287043488e-05,0.5232136951972538
2013-06-14,7.978958283363962e-05,0.37718489450309517,0.00014659372932712017,0.6247151635850539,4.079294742931407e-05,3.3510557763862247e-05,0.5112565573173494
2013-06-17,6.406673037804978e-05,0.3728958982042441,0.00014920712888771503,0.6113707080937256,3.6458489640078336e-05,3.2314719588681796e-05,0.5690705522966654
2013-06-18,5.269216623890948e-05,0.3655625813220187,0.00014614885364590204,0.6155247476004039,3.207986031571865e-05,3.220672070246531e-05,0.6088165016838862
2013-06-19,5.313666894497608e-05,0.3772996187249679,0.0001499202446546392,0.6168661904624975,3.367547035136049e-05,3.066669856848685e-05,0.6337520025245093
2013-06-20,6.610900161714408e-05,0.38003812031687406,0.00015215564101634272,0.5737563666604538,3.811548845040121e-05,1.9966438994902318e-05,0.5765551969932745
2013-06-21,6.524441916700448e-05,0.38136181640284883,0.00015890503080302467,0.5723087238483093,3.88309231554462e-05,2.008257270381173e-05,0.5951608375277536
2013-06-24,5.5679700730278476e-05,0.35727278123940165,0.00016693782377520468,0.5770811815655634,3.444496524058527e-05,2.1661001020971053e-05,0.6186269823439297
2013-06-25,5.683904438603972e-05,0.35104353892731877,0.0001829514159128386,0.4479957462414114,3.5797463540665036e-05,1.610432000914151e-05,0.6298041060918553
2013-06-26,5.616484134519195e-05,0.35651285300327734,0.00018598722005347236,0.5377845585589859,3.643753685813772e-05,1.8313504859277152e-05,0.648760612251903
2013-06-27,5.600093181678947e-05,0.3891233436529335,0.0001972225423718458,0.5820098644046023,4.0894338570186215e-05,1.9607496804412727e-05,0.7302438949404375
2013-06-28,5.651835513949762e-05,0.4161361446186858,0.0001570002465302332,0.5925700863001341,3.9199485190589185e-05,1.9906499395050004e-05,0.6935708778827285
2013-07-01,4.0959150997653995e-05,0.38573939659545003,0.00016222422765594334,0.6247215983200737,3.1443242662305015e-05,2.1426929203035918e-05,0.7676732035804643
2013-07-02,4.708768430286185e-05,0.36636563977691977,0.00016975740462485265,0.6250195167054541,3.275538932798032e-05,2.140889288175146e-05,0.6956254021179279
2013-07-03,4.5307854285029834e-05,0.3563535466155177,0.0001760192629829764,0.6246229021184925,3.182349925166007e-05,2.1395052657102776e-05,0.7023837203028808
2013-07-05,5.048108536897671e-05,0.3543055579272035,0.00017994505644788696,0.7436042596864657,3.37685386716481e-05,2.5092312954960418e-05,0.6689344815949747
2013-07-08,5.858594159480322e-05,0.34204477260563726,0.00018273202646274702,0.8338393337337696,3.539052457344025e-05,2.8512344983313486e-05,0.6040787876759075
2013-07-09,6.185296409698371e-05,0.3572423857535252,0.00017017826840302438,0.8593078239006944,3.665179843165489e-05,2.8659330732119017e-05,0.5925633309049814
2013-07-10,6.043816195282401e-05,0.3668538458935287,0.00017608343484344492,0.8386145499849583,3.7844951331272045e-05,2.8163083889625025e-05,0.6261764108712065
2013-07-11,6.428746384905295e-05,0.3775539407525726,0.00017845165634938756,0.8235174949387576,4.0439189793631146e-05,2.4489141530548788e-05,0.6290369439457499
2013-07-12,6.999194674271863e-05,0.3823567300516039,0.00017909072147114823,0.7658122032842546,4.2808431774678024e-05,2.3292169634154783e-05,0.611619390042633
2013-07-15,7.060701256657018e-05,0.3834999050693413,0.00017947171625102955,0.8518262212782219,4.3170510769438424e-05,2.5997303571648354e-05,0.6114195913435102
2013-07-16,3.5042919617133015e-05,0.37505977761771025,0.00017445461730288204,0.8149221926802214,2.9325259725481496e-05,2.675330241198516e-05,0.8368383698013545
2013-07-17,3.792838595062833e-05,0.3727538933038566,0.0001750360654881137,0.8086190409883973,3.037163278586638e-05,2.6584921765814455e-05,0.8007625957350616
2013-07-18,3.7451029819475974e-05,0.37324628052592207,0.00018235679525867952,0.895777459085136,3.0845253683198885e-05,3.202259489088271e-05,0.8236156343865921
2013-07-19,4.0860668714576163e-05,0.3689226979609633,0.00018090728885215667,0.89268153184279,3.171875581457862e-05,3.2328926229003224e-05,0.7762661946661591
2013-07-22,3.950888193740232e-05,0.3735583484624183,0.00018174885229394527,0.8937017874695535,3.1654951691339266e-05,3.241059992478544e-05,0.8012110224099284
2013-07-23,3.3171208880188284e-05,0.40258129769201867,0.00016934872159433994,0.8881903142984785,3.017346642931494e-05,3.228845397073812e-05,0.9096281820267406
2013-07-24,3.471216593235655e-05,0.41782153209407946,0.0001691198964967769,0.8466319715169358,3.201319543301097e-05,3.078128184398848e-05,0.9222471307435827
2013-07-25,3.488954269695917e-05,0.4367527174691479,0.0001847951004916677,0.8625794107409764,3.5069411710125586e-05,3.168337116884803e-05,1.0051553846586272
2013-07-26,3.343176772700175e-05,0.4474720056152452,0.0001877133014918454,0.8430833385815504,3.5448108390698e-05,3.147309613904906e-05,1.060312116312884
2013-07-29,3.360094972876798e-05,0.4480793483178014,0.0001813305251631332,0.8115474064113619,3.4975679782447885e-05,3.127702569528095e-05,1.0409134284827346
2013-07-30,3.816574763863081e-05,0.4606473680334168,0.00017318109761629884,0.8101712651043176,3.745033657791469e-05,3.12434742079963e-05,0.9812551540326176
2013-07-31,3.750748633018741e-05,0.46977606928092064,0.00016705765740311794,0.820562549201252,3.7186308091764495e-05,3.322253221680572e-05,0.9914369564626244
2013-08-01,4.226173154810077e-05,0.44861177685554054,0.00016402920662237164,0.8458696435889398,3.7351229833548415e-05,3.277506704817436e-05,0.8838073705294494
2013-08-02,4.130983358011611e-05,0.43380603606787904,0.00016622989649276948,0.8496952337554088,3.594817775524703e-05,3.4184224023900515e-05,0.8702087285229385
2013-08-05,3.7225611971094185e-05,0.42762431725747463,0.000163614345581323,0.8653427022807444,3.337290457433555e-05,3.7238365215961557e-05,0.896503853321464
2013-08-06,4.1983018398946586e-05,0.4635953920386279,0.0001579859549224352,0.8421514825838894,3.775593067572045e-05,3.578102201341256e-05,0.8993143445986199
2013-08-07,4.81253999850549e-05,0.48602508137015477,0.00015272941858784892,0.8242105941694716,4.166843668653389e-05,4.3595632500463116e-05,0.8658304491905275
2013-08-08,4.5117615842124565e-05,0.5048587839869578,0.00015125787027480252,0.815939252666543,4.1706330316818e-05,4.367190065104455e-05,0.9243912724191073
2013-08-09,4.7210405389653165e-05,0.5087089364850143,0.00014872882551507274,0.8159626268472668,4.262710178519181e-05,4.3778089996977644e-05,0.9029175122172145
2013-08-12,4.729046229109182e-05,0.5157833881874084,0.00014613158743025505,0.7818072278320674,4.287717675297837e-05,4.289429022014007e-05,0.9066770480916871
2013-08-13,5.1414947954433665e-05,0.5407023146469362,0.00014416697232750474,0.7667742492066758,4.655172920923058e-05,4.5194701121090535e-05,0.9054123569372646
2013-08-14,5.361675369996386e-05,0.55747305374396,0.00014181126898959968,0.7469391174897608,4.8610435214318404e-05,4.4149062334915516e-05,0.9066277209981695
2013-08-15,5.120699157562921e-05,0.5555190260413786,0.00014087904467852683,0.7887577094547087,4.718313218743669e-05,4.326740660413679e-05,0.9214197267916128
2013-08-16,4.9139520575593413e-05,0.558791420844521,0.00014056797675671872,0.7903664404969934,4.644172946057629e-05,4.3027389959516e-05,0.9450993602823822
2013-08-19,5.1240075352845624e-05,0.5609036392510356,0.00014312891618289113,0.7757893917728246,4.803489315330855e-05,4.1557306591970137e-05,0.937447746173951
2013-08-20,5.687877447837599e-05,0.5649486146618468,0.00014199249697843328,0.8319369114188376,5.077112204678804e-05,4.5016716123027974e-05,0.8926198307259602
2013-08-21,5.746511661394483e-05,0.5671759646464392,0.0001429686514955613,0.8418223400145634,5.14091442796078e-05,4.456632877215567e-05,0.8946148082318961
2013-08-22,5.43081375808944e-05,0.5680299862978674,0.00014272854024732255,0.85995873167427,5.0010261970151766e-05,4.455898075254377e-05,0.9208612962589491
2013-08-23,4.6628310947370826e-05,0.5830836728565232,0.00013904740101852803,0.8621980464287559,4.695016907805918e-05,4.4590592707466195e-05,1.0069026332746995
2013-08-26,5.7057237442025364e-05,0.5799067506343727,0.00014454991114683891,0.8670574588366539,5.266504372705271e-05,4.464552436829467e-05,0.9230212693098668
2013-08-27,6.26349019454684e-05,0.5650899362557772,0.000145210479640816,0.8514441779281477,5.389205618401824e-05,3.85498510876247e-05,0.8604157508051675
2013-08-28,6.352118414260544e-05,0.5753190713287425,0.00014363757430958308,0.8254344175228641,5.49543524369541e-05,3.7677354347650125e-05,0.8651342568422725
2013-08-29,6.345432123592429e-05,0.5496099445640894,0.0001491142767681984,0.8271434306387747,5.346195017775004e-05,3.776807256055802e-05,0.8425265472303701
2013-08-30,6.533098257867051e-05,0.5431495593514241,0.00015730177265200248,0.8116977899069465,5.506122063920616e-05,3.669850275385457e-05,0.8428041101770102
2013-09-03,6.741624909395761e-05,0.5404800606318761,0.00016290161574879184,0.8185871904058435,5.664018528169482e-05,3.728617776286701e-05,0.8401562834318436
2013-09-04,5.29054408502055e-05,0.5298844331275829,0.00015700393647889428,0.8255213504626441,4.8293268612815726e-05,3.699400391757459e-05,0.9128223456175613
2013-09-05,5.526096611110341e-05,0.5278599621376875,0.00015232463248538803,1.0033195251183598,4.842983934819855e-05,4.94622687925206e-05,0.8763842320604615
2013-09-06,5.903493096893949e-05,0.5301032560869245,0.0001480802312877101,0.970438089925448,4.956367992882087e-05,5.104854024271446e-05,0.839565306765552
2013-09-09,5.950680039687122e-05,0.5412535218488412,0.00014754876380755866,0.9280664617742834,5.071679753283789e-05,4.743032032773921e-05,0.8522857420427615
2013-09-10,6.058865375686932e-05,0.553493359326267,0.0001402482449049052,0.8872965537530596,5.1021918378932545e-05,4.477447622247756e-05,0.8421035163394411
2013-09-11,5.2548421709793746e-05,0.5553036172175536,0.00015208016766975435,0.9631049015950944,4.964169844395054e-05,4.9550502058829425e-05,0.9446848607195854
2013-09-12,5.463125330927889e-05,0.5510708791679456,0.00015131755981967525,1.0072234530867274,5.0104035714191383e-05,5.179439449124278e-05,0.9171313612474166
2013-09-13,5.629719144726608e-05,0.5428501417600679,0.0001615864911916007,1.0215632446818077,5.177568405602377e-05,5.27217927225813e-05,0.9196850273520726
2013-09-16,5.4138744378514925e-05,0.5409192170135628,0.0001609290087462674,1.046220157129655,5.048980209367186e-05,5.4050867607471326e-05,0.9326001678330177
2013-09-17,5.7555509167455784e-05,0.545568990302647,0.00016298924339637754,1.0227658715141192,5.2841191206484034e-05,5.282253502380227e-05,0.9180909346617784
2013-09-18,6.204530316157312e-05,0.5530081643709276,0.0001621437958749961,1.0780973893438688,5.546719021175029e-05,5.328127300556722e-05,0.8939788732647068
2013-09-19,6.178297806302708e-05,0.5587333750871981,0.00016088545718318106,1.081284057055077,5.57054167539443e-05,5.4577297840183034e-05,0.9016304895033898
2013-09-20,6.675064824066973e-05,0.5629445927804535,0.00015292480984495398,1.1497654904760974,5.687643542871098e-05,5.403773544979465e-05,0.852073154760127
2013-09-23,6.644616634370019e-05,0.5607692995362457,0.0001541628098163155,1.1686245978403187,5.6755637012532974e-05,5.4124360471913514e-05,0.8541596925089422
2013-09-24,6.687102886618699e-05,0.5665380622807257,0.00015536498679731632,1.152902049613683,5.7746367668505395e-05,5.306134887170048e-05,0.8635483653774702
2013-09-25,5.221698153901886e-05,0.5932974780715435,0.0001532596058492816,1.1662439829229134,5.3075272928087495e-05,5.319371276710048e-05,1.0164370165369916
2013-09-26,5.0374063840171386e-05,0.6043839607478332,0.00015035337236247212,1.16778412714568,5.259845787536148e-05,5.323919054499426e-05,1.044157526028627
2013-09-27,5.122431082106018e-05,0.6103793217310808,0.00014529433607274846,1.115089636964775,5.265774010495386e-05,5.032027026162983e-05,1.0279833786129602
2013-09-30,5.1567877421329924e-05,0.6133619284234411,0.00014050044055505823,1.1234572932654856,5.220898938547601e-05,5.037283688014465e-05,1.0124323900110905
2013-10-01,5.3629225784131454e-05,0.609475062996087,0.00014097862345306496,1.1470482692096455,5.2994809756745124e-05,5.039882830436279e-05,0.9881703302982597
2013-10-02,4.9785428743887e-05,0.6166797756158596,0.00014016686810950247,1.1353647671199976,5.1514977712850285e-05,5.059257144042091e-05,1.0347400637616413
2013-10-03,5.1677659876475144e-05,0.6236828769466982,0.0001418522771336483,1.1172099931777824,5.3399033471198945e-05,4.921728839591809e-05,1.033309820894336
2013-10-04,4.988490741732951e-05,0.6223639988239485,0.0001430399947794422,1.09791305946825,5.257239843248522e-05,4.751726568318607e-05,1.0538738298674701
2013-10-07,5.300164613196136e-05,0.615262871015001,0.00013658226093981094,1.0706454953697375,5.234829433332546e-05,4.440886500707999e-05,0.9876729904386514
2013-10-08,5.7418241986777646e-05,0.6074782769471214,0.00013870931400047616,1.0198778015919705,5.4213632817817974e-05,4.2045580502551656e-05,0.9441883091840807
2013-10-09,4.671951297786224e-05,0.6016804815004962,0.0001379701593214019,1.0168884747254352,4.830673217146155e-05,4.2473296735954986e-05,1.0339733677093639
2013-10-10,5.493659376391755e-05,0.6001800605207515,0.0001422129101811725,1.0925386041227816,5.304957867143893e-05,3.580966095178366e-05,0.965651035799784
2013-10-11,5.397060840252837e-05,0.5971035808238758,0.00013828116084757143,1.0660154240657709,5.158338535078027e-05,3.4882235528271375e-05,0.9557680907737133
2013-10-14,5.390763459317086e-05,0.5973351833417626,0.00013816841257641946,1.0561513915830318,5.155224914172318e-05,3.478200662098206e-05,0.9563070153379338
2013-10-15,5.553151341989191e-05,0.595073580502015,0.00013810557251609746,0.9864090128893156,5.2112994047851606e-05,3.636526499691928e-05,0.9384400106982181
2013-10-16,4.144281603770634e-05,0.5795183422476059,0.00013446063240417719,1.0316406461706955,4.326028637747957e-05,3.4506294063836796e-05,1.043854894853661
2013-10-17,4.1583055321708076e-05,0.5649131323691327,0.00013156266049880962,1.0647599980096578,4.178363243803777e-05,3.4882508534470883e-05,1.0048235300359227
2013-10-18,4.3823960134694674e-05,0.5595945563412387,0.00012975750173338684,1.0908922851693763,4.219835570816697e-05,3.539389800290039e-05,0.9629060353849505
2013-10-21,4.4710412594374516e-05,0.5541115508426765,0.00012833344057850896,1.0944167402718628,4.1973140116825456e-05,3.551788010858205e-05,0.9387777406041324
2013-10-22,4.4371990394003997e-05,0.5457434454465442,0.0001225348713430767,1.1096519830461649,4.02413769902113e-05,3.585176180282644e-05,0.9069094406828577
2013-10-23,3.6244305626284386e-05,0.5608809143833609,0.00013262591987087103,1.0091993252108438,3.888702852094094e-05,3.183882145949536e-05,1.072914154347602
2013-10-24,4.040389782719303e-05,0.5667919608262707,0.00012982566929184078,1.02207496281998,4.1050230394406564e-05,3.2168277253346184e-05,1.0159967874876303
2013-10-25,3.967999624918889e-05,0.5718016075937429,0.000131674651746229,0.9957582043107326,4.133160520857017e-05,3.136655028909384e-05,1.0416232135963228
2013-10-28,4.081308187982178e-05,0.5729963766016964,0.00013028375808008024,1.021554519217574,4.178272010339802e-05,3.476977049042885e-05,1.023758025096743
2013-10-29,4.2024721372673885e-05,0.5729895943666683,0.000128722586695312,1.0266903442465274,4.214310553288398e-05,3.448228228695343e-05,1.0028170123761266
2013-10-30,3.243679795796633e-05,0.5672999292352938,0.0001208127150886545,1.0514571509000308,3.5513055454587676e-05,3.4845777363711714e-05,1.0948385071981444
2013-10-31,3.3498134377451295e-05,0.5601636701496915,0.00011665410456182961,1.0770868772027755,3.501670369649205e-05,3.604159143584806e-05,1.0453329520363666
2013-11-01,3.528785039280735e-05,0.5602073403685995,0.00011314733411138548,1.0712760670469277,3.539839407666895e-05,3.580757406726013e-05,1.0031326273102805
2013-11-04,3.477448195487655e-05,0.5570180074979268,0.00011051797609302235,1.08687496673121,3.4531546717335776e-05,3.6157870674581836e-05,0.9930139796803873
2013-11-05,3.766596277267884e-05,0.5589753671265131,0.00010821791331285889,1.0674618717591478,3.5687554105734995e-05,3.518857893182266e-05,0.9474748945385012
2013-11-06,3.8333959556374354e-05,0.5682023685712144,0.00010705976049151124,1.011560462607746,3.640055569232158e-05,3.7542316240601035e-05,0.9495642013914716
2013-11-07,4.0431492315281525e-05,0.6053716852274653,0.0001211854634522566,0.7186096656624965,4.2374760219666e-05,2.5321404930132926e-05,1.0480632248058277
2013-11-08,4.3778322206368926e-05,0.5987003298543021,0.00011964069655443467,0.7988962264598146,4.332898548754697e-05,2.5704204432347698e-05,0.989736090919524
