Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_VGK,Predicted_Covariance,Future_Cov_45_VGK,Beta_Predicted
2013-04-19,7.72897485213767e-05,0.8604808284170827,0.0001291637729465195,1.1745733059190022,8.597506385051831e-05,8.523645973545958e-05,1.1123734453184233
2013-04-22,7.797978274745508e-05,0.8543874627641662,0.00012311112174146646,1.175458641558815,8.371331143604292e-05,8.716085827964809e-05,1.0735258356278885
2013-04-23,8.499754389235151e-05,0.8451733544746065,0.00012756010255193434,1.145354808217418,8.800481104491941e-05,8.470851100223428e-05,1.0353806358966862
2013-04-24,7.773768893068322e-05,0.8429913375959173,0.00012281476596550127,1.147195912765495,8.236908034207176e-05,8.562173221598225e-05,1.0595771687465296
2013-04-25,6.90805921567358e-05,0.8369337484361348,0.00011587228837513805,1.1485607993358815,7.487880390685312e-05,8.588763638317325e-05,1.0839340192244133
2013-04-26,7.034557142953508e-05,0.8471949222476486,0.00010900121499164356,1.1638876524359991,7.41852209435731e-05,8.771337192386351e-05,1.0545826757251404
2013-04-29,6.776168711759701e-05,0.8615554254676024,0.00010877571202316946,1.1501757804038282,7.396756027016214e-05,8.567638628519411e-05,1.0915838051935625
2013-04-30,5.8041023931509805e-05,0.86553530721754,7.899772331953994e-05,1.1507520989251927,5.860836537960093e-05,8.56005656686225e-05,1.0097748352744536
2013-05-01,6.311211636341748e-05,0.8604160491007659,8.162164318631742e-05,1.1408583773298673,6.175434806557073e-05,8.539520403239058e-05,0.978486408377936
2013-05-02,6.214021471172626e-05,0.8555584319329926,7.865568264949304e-05,1.1612386466743596,5.9813759877725106e-05,8.562674844897264e-05,0.962561203806685
2013-05-03,7.476459886581012e-05,0.8594893950738258,8.825151616094505e-05,1.1449641398516444,6.981514010101118e-05,8.321524706592253e-05,0.9337994339582776
2013-05-06,7.535412832838797e-05,0.8622643605385986,9.397804753167581e-05,1.1461875371036927,7.256165342910326e-05,8.319373848047823e-05,0.9629419786117717
2013-05-07,7.392273390092128e-05,0.8549277615445208,9.647471216387573e-05,1.1957558572198026,7.219800143267646e-05,9.080562167643556e-05,0.9766684431536788
2013-05-08,6.958015556766957e-05,0.8533020029786327,9.985260863996194e-05,1.1856794607337828,7.112547346387465e-05,8.962404884039109e-05,1.0222091756420724
2013-05-09,7.111722928104653e-05,0.8400974421336195,0.00010555656599532396,1.1824466545147252,7.278798603613468e-05,8.933687953832767e-05,1.0234929956070915
2013-05-10,7.562958883543677e-05,0.847245982139864,0.0001092060819921962,1.172621426170513,7.699788583199603e-05,8.892492441143979e-05,1.0180920856192484
2013-05-13,7.357910230951406e-05,0.8424672629779555,0.00011459348962600371,1.1725828899970452,7.73588934201451e-05,8.902329397010174e-05,1.0513704434002358
2013-05-14,7.590263764609063e-05,0.8373789879128858,0.00011676199193203802,1.20040350106334,7.883176327381329e-05,8.920726612007877e-05,1.0385905644199116
2013-05-15,7.650099964197039e-05,0.8334627616018653,0.0001181326614392735,1.2051893597355394,7.923275371029572e-05,8.895448236910739e-05,1.0357087368937676
2013-05-16,7.639729836462006e-05,0.8302005117232685,0.00011918108753844493,1.2102818004479103,7.92183275225307e-05,8.865886840400516e-05,1.0369257711764461
2013-05-17,7.425705624970095e-05,0.8301584749736931,0.00011528293052005588,1.2166148255473686,7.680904654962343e-05,8.695739419937556e-05,1.0343669737100945
2013-05-20,7.217439206379002e-05,0.8303049781874803,0.00011708771373715456,1.2074293045381888,7.632817385036362e-05,8.672056494581514e-05,1.0575520162733392
2013-05-21,7.13709588975209e-05,0.8291388152216101,0.00010817156196051446,1.2094667772310048,7.285251733409624e-05,8.696036921993812e-05,1.0207585614577865
2013-05-22,7.35750525384875e-05,0.8278230164233865,0.00011285866321385219,1.2093557833665007,7.543453864078501e-05,8.530688873916779e-05,1.0252733234723115
2013-05-23,7.454058968752127e-05,0.8280310228615829,0.00011364129341001538,1.207049891028616,7.620984956545237e-05,8.517839272239078e-05,1.0223939719947044
2013-05-24,7.630250921850573e-05,0.8385080563776897,0.00010893521394037174,1.2077132339291294,7.644706123660172e-05,8.518511265496562e-05,1.0018944595607209
2013-05-28,7.438631671877e-05,0.8463832087021109,0.00011221434800832163,1.2098430067545172,7.732817515948627e-05,8.447483993992186e-05,1.0395483816175286
2013-05-29,7.273626036607267e-05,0.8488548392785265,0.00010374006062408748,1.2018984513498314,7.373643930835247e-05,8.585665581076686e-05,1.0137507611368253
2013-05-30,7.309916508279677e-05,0.8513713314029495,0.00010777759546285445,1.1986753870605946,7.55682691915696e-05,8.541052910682764e-05,1.0337774597832432
2013-05-31,7.696255068093324e-05,0.8489423418984201,0.00012243021053698341,1.1901124433390518,8.240664239932256e-05,7.860396233218167e-05,1.070736893076207
2013-06-03,7.835861755638394e-05,0.8530789386508759,0.00012413364804231153,1.173624672161074,8.413512841752627e-05,7.807101809800289e-05,1.0737188970566736
2013-06-04,7.696792659140356e-05,0.8560464849139292,0.00012509430685497095,1.1682291419422652,8.399840016314178e-05,7.731413636740698e-05,1.0913428993489793
2013-06-05,8.390672708275947e-05,0.8530378546424939,0.00012917379074861546,1.1892021876334538,8.88083695439411e-05,7.279074729398146e-05,1.05841775304079
2013-06-06,8.864935953499249e-05,0.8512792218890144,0.00012908435375799912,1.1862923818887845,9.106398195866308e-05,7.130340252484907e-05,1.0272379003789358
2013-06-07,8.584609796353898e-05,0.8516594741913827,0.00013056076077959148,1.2248940145684506,9.016388114936412e-05,6.977370466780044e-05,1.0502967902822913
2013-06-10,7.344670994631798e-05,0.8496588272630965,0.00012732642984423866,1.2274572731413445,8.216559940835124e-05,7.006217755524535e-05,1.1187104155980012
2013-06-11,7.540176794643908e-05,0.8456731390383727,0.00013322481111625384,1.2185894433459186,8.47590064869036e-05,6.710125420185944e-05,1.1240983970974174
2013-06-12,7.564969572692771e-05,0.8493692885757793,0.00013173274987966232,1.1837205538853826,8.479046663841173e-05,6.88803878252955e-05,1.1208302402759083
2013-06-13,7.668406692361186e-05,0.8490313013921619,0.00012510238424013608,1.21333913144088,8.315896278279622e-05,6.505253996014169e-05,1.0844359997968582
2013-06-14,7.978958283363962e-05,0.8479014788871582,0.00012766937263759343,1.2145889969671362,8.557794473169372e-05,6.515217992892127e-05,1.0725453335195745
2013-06-17,6.406673037804978e-05,0.8424505516857895,0.00012976674005661383,1.204805458979463,7.681435648425618e-05,6.368141301245663e-05,1.1989741950460753
2013-06-18,5.269216623890948e-05,0.8423022773778149,0.00010218535550736482,1.229710408486294,6.180666804069608e-05,6.434337502339407e-05,1.1729764109613732
2013-06-19,5.313666894497608e-05,0.8385769135612768,0.00011559315320277127,1.2059038207717163,6.572129617299455e-05,5.9949936543719995e-05,1.2368350797647867
2013-06-20,6.610900161714408e-05,0.8234022124451278,0.00012294519267108992,1.1688999559741746,7.423318675427032e-05,4.0677142805309126e-05,1.1228907552435248
2013-06-21,6.524441916700448e-05,0.821429696712207,0.00012827899539241938,1.1587087399971736,7.514842092327216e-05,4.06596152458847e-05,1.1517984508516608
2013-06-24,5.5679700730278476e-05,0.8256015808728855,0.00017487982095729278,1.021136209732561,8.146832964978272e-05,3.8328805700372186e-05,1.463160336375164
2013-06-25,5.683904438603972e-05,0.8208095319087568,0.00017084794891271518,1.0106320648514406,8.088549724622287e-05,3.632968018204549e-05,1.4230622298444064
2013-06-26,5.616484134519195e-05,0.8177553072348724,0.00015328922628113665,1.03066954113472,7.587722784410462e-05,3.509801713246769e-05,1.3509737769534387
2013-06-27,5.600093181678947e-05,0.8114356046184158,0.00014733651531725924,1.0496385991801933,7.370668580532879e-05,3.5361575014314066e-05,1.3161689174470308
2013-06-28,5.651835513949762e-05,0.8115307928568204,0.00014544204592570063,1.0636879275158186,7.357745266598723e-05,3.573299357350815e-05,1.301832873309647
2013-07-01,4.0959150997653995e-05,0.798975332106284,0.0001399260384467379,1.0251780424792556,6.04864523831357e-05,3.516193036350852e-05,1.4767506383762732
2013-07-02,4.708768430286185e-05,0.7934997323277994,0.00012694438687920379,1.013357662597235,6.134895963606775e-05,3.4710701137466e-05,1.302866355488608
2013-07-03,4.5307854285029834e-05,0.7925956527472808,0.00012129875999083643,1.012751397132964,5.8757947131136005e-05,3.4689521304334016e-05,1.2968600711367215
2013-07-05,5.048108536897671e-05,0.7932064899728817,0.0001173419465068322,1.07312485532475,6.104881591955208e-05,3.6211713903991176e-05,1.2093403989500946
2013-07-08,5.858594159480322e-05,0.7944922097408287,0.00011794233151459895,1.073648803556288,6.604215021888928e-05,3.671240230518176e-05,1.127269587568555
2013-07-09,6.185296409698371e-05,0.7924288799847523,0.0001039335366120942,1.1094580603329454,6.353578586753688e-05,3.70022529763116e-05,1.0272068088428963
2013-07-10,6.043816195282401e-05,0.7911400013053134,9.819961964507734e-05,1.1162818963993104,6.094861912991813e-05,3.748795044556228e-05,1.0084459414482618
2013-07-11,6.428746384905295e-05,0.7937648811843622,0.00010928180640926293,1.0163408943249128,6.653175192568024e-05,3.0223178204924953e-05,1.0349101977626134
2013-07-12,6.999194674271863e-05,0.7920848839373253,9.973804835856039e-05,1.0183245501067149,6.617991344006796e-05,3.097232985056785e-05,0.9455361155096427
2013-07-15,7.060701256657018e-05,0.7912124251236836,9.394475256210974e-05,1.000375039864373,6.443966596249348e-05,3.0530938056624634e-05,0.9126524918716543
2013-07-16,3.5042919617133015e-05,0.794487665087782,8.712827118319787e-05,1.100494123213135,4.3900235350130094e-05,3.612842102643127e-05,1.252756215228899
2013-07-17,3.792838595062833e-05,0.7950767570273628,8.129788500280004e-05,1.1116653697993557,4.415001567936562e-05,3.654815851201959e-05,1.164036237577735
2013-07-18,3.7451029819475974e-05,0.7947395878230601,7.919495041318937e-05,1.067566276844706,4.328181601182433e-05,3.816376718999019e-05,1.1556909441597283
2013-07-19,4.0860668714576163e-05,0.796331074273084,7.672573552270915e-05,1.0721112332193918,4.4587890733333085e-05,3.8827066239944925e-05,1.0912178419005492
2013-07-22,3.950888193740232e-05,0.7975316969404476,7.437436903075428e-05,1.0728435502909637,4.3232163481959715e-05,3.890727710058603e-05,1.0942391017406299
2013-07-23,3.3171208880188284e-05,0.8026143023739037,7.163408571700631e-05,1.0680266595999883,3.9124374303053525e-05,3.8826059103394797e-05,1.179467846479988
2013-07-24,3.471216593235655e-05,0.8067002713614911,7.06684918650689e-05,1.0666313183295502,3.995452493250715e-05,3.877987170068763e-05,1.1510236788556025
2013-07-25,3.488954269695917e-05,0.8096994106603576,6.95781773647596e-05,1.0527230098224292,3.989403696395361e-05,3.8667528395489175e-05,1.1434382304882034
2013-07-26,3.343176772700175e-05,0.8114718965671261,6.836585465113143e-05,1.0615606157824309,3.879473393708365e-05,3.962905894233483e-05,1.16041527489288
2013-07-29,3.360094972876798e-05,0.8122344977506222,6.82021147635572e-05,1.044721813378788,3.888267436327532e-05,4.0263564079343575e-05,1.1571897424668718
2013-07-30,3.816574763863081e-05,0.8147320357030834,6.922340016816069e-05,1.0445356485048864,4.18772489967211e-05,4.0281510834864226e-05,1.0972469187092135
2013-07-31,3.750748633018741e-05,0.8164990203080005,7.12215974366136e-05,1.0269678203651469,4.2200782411386e-05,4.157936714381539e-05,1.1251295818622016
2013-08-01,4.226173154810077e-05,0.8165520092551867,7.524225953600764e-05,1.0058999187242683,4.604562898183763e-05,3.897578962647174e-05,1.0895348414541455
2013-08-02,4.130983358011611e-05,0.8170165609940692,7.748484091817042e-05,0.9906270688832752,4.6223832990589525e-05,3.985407508663729e-05,1.1189547133116193
2013-08-05,3.7225611971094185e-05,0.8183517972022852,7.375200434024429e-05,0.9908291536009048,4.287931879734888e-05,4.2638434219373755e-05,1.1518768000548874
2013-08-06,4.1983018398946586e-05,0.8139461689586883,7.085762635148251e-05,0.9913739412294056,4.4394156936764015e-05,4.212113087519204e-05,1.05743128126009
2013-08-07,4.81253999850549e-05,0.8111070051347702,7.002855592252415e-05,0.9835609323390986,4.708720513462728e-05,5.202427783796675e-05,0.9784272992899794
2013-08-08,4.5117615842124565e-05,0.8129204240330766,6.930572729733308e-05,0.969915428138743,4.545751270243335e-05,5.191323996138396e-05,1.0075335731723536
2013-08-09,4.7210405389653165e-05,0.8119523488615997,7.011210232910073e-05,0.9723034745406574,4.67138758515347e-05,5.216610125549594e-05,0.989482624984464
2013-08-12,4.729046229109182e-05,0.8155543187150813,7.155357905380942e-05,0.9613391761218424,4.744116577675113e-05,5.2744410837575665e-05,1.0031867627922872
2013-08-13,5.1414947954433665e-05,0.8232573694091644,7.210552956132174e-05,0.9209307284470938,5.012618038590142e-05,5.428089045564188e-05,0.9749339906037752
2013-08-14,5.361675369996386e-05,0.8222102015076308,7.020024505247567e-05,0.9556109001869832,5.04431771601191e-05,5.6482950500792554e-05,0.9408099834315986
2013-08-15,5.120699157562921e-05,0.8211048099218046,7.112132519090582e-05,1.002108766554026,4.95522235271926e-05,5.4970806553558944e-05,0.9676847243409596
2013-08-16,4.9139520575593413e-05,0.819402699928095,7.959280626305754e-05,1.011402984728906,5.1244794601010355e-05,5.506057494392636e-05,1.0428427872465362
2013-08-19,5.1240075352845624e-05,0.8199974949183929,8.022241962329478e-05,1.0113742417953897,5.2573305515496975e-05,5.41770613148833e-05,1.0260192857537886
2013-08-20,5.687877447837599e-05,0.8270636100744486,7.718829004825095e-05,1.0156706850807338,5.4801158300881625e-05,5.49586853007679e-05,0.9634729088918006
2013-08-21,5.746511661394483e-05,0.8336146474551178,7.86386060242107e-05,1.0029705487724725,5.603835606825365e-05,5.309756358403378e-05,0.9751717106000799
2013-08-22,5.43081375808944e-05,0.8343089958804463,7.266920081439116e-05,0.9863013775127164,5.241246352155432e-05,5.110545713191627e-05,0.9650941066333496
2013-08-23,4.6628310947370826e-05,0.8245463771870496,4.8340581362046666e-05,0.984152791467222,3.9146763704387274e-05,5.089776817286832e-05,0.8395492547129159
2013-08-26,5.7057237442025364e-05,0.8255908569261926,5.1048276559684926e-05,0.973755190670737,4.455647110023139e-05,5.013948112755221e-05,0.7809083141381366
2013-08-27,6.26349019454684e-05,0.8188817840888436,3.139026990692532e-05,0.9162160699787166,3.6310057472061855e-05,4.14824529632861e-05,0.5797096561861684
2013-08-28,6.352118414260544e-05,0.8144006489798773,3.5611645824982165e-05,0.9283619556890914,3.873409617402783e-05,4.2375531750111927e-05,0.6097823379216224
2013-08-29,6.345432123592429e-05,0.8111501905556406,4.1458370161428895e-05,0.9246640858998196,4.160427787737262e-05,4.222094862487958e-05,0.6556571257406911
2013-08-30,6.533098257867051e-05,0.8116862209069495,4.915717219879838e-05,0.9071274722132102,4.599823995238411e-05,4.101307216929833e-05,0.7040800266090254
2013-09-03,6.741624909395761e-05,0.8134626035169112,5.7193267986319834e-05,0.909877209764382,5.051174143324987e-05,4.1444385867846496e-05,0.7492517325141
2013-09-04,5.29054408502055e-05,0.8106057266985477,5.509717621882009e-05,0.925963038786394,4.37647555571825e-05,4.14950870322077e-05,0.8272259876086546
2013-09-05,5.526096611110341e-05,0.8090135468226305,5.061499680238203e-05,0.955907430657085,4.278629068569136e-05,4.712491792716846e-05,0.7742588249302149
2013-09-06,5.903493096893949e-05,0.8121870262739598,5.256397668076214e-05,0.9173923354197308,4.524334274530869e-05,4.825814241960508e-05,0.7663825806641991
2013-09-09,5.950680039687122e-05,0.8178494947730153,5.58509880430245e-05,0.9121235609523192,4.714896022574102e-05,4.6615532891617884e-05,0.7923289424282345
2013-09-10,6.058865375686932e-05,0.8193100131037071,5.825644344478206e-05,0.9026099322286004,4.86761137929236e-05,4.5547215052059e-05,0.8033866206740874
2013-09-11,5.2548421709793746e-05,0.8206298968569151,6.137395444144216e-05,0.8898860344599157,4.660357429895022e-05,4.5783486004069236e-05,0.886869153869648
2013-09-12,5.463125330927889e-05,0.8208764479424852,6.317699406877693e-05,0.8836557974116601,4.822562408806782e-05,4.544018194309486e-05,0.8827478991750843
2013-09-13,5.629719144726608e-05,0.8122571163622073,3.483625832594814e-05,0.8846155272439982,3.597101071620148e-05,4.565406665650128e-05,0.6389485832502984
2013-09-16,5.4138744378514925e-05,0.8141901621731469,3.310234955450982e-05,0.8704990056216917,3.446746555753886e-05,4.4972586491145683e-05,0.6366506270732305
2013-09-17,5.7555509167455784e-05,0.813670619837228,3.480328841752524e-05,0.8756089903615537,3.6416837239094e-05,4.522236012046159e-05,0.632725481293901
2013-09-18,6.204530316157312e-05,0.8185658507687007,6.45785120709088e-05,0.8134905627919855,5.181459349294725e-05,4.0203986385637484e-05,0.8351090389229958
2013-09-19,6.178297806302708e-05,0.8179822041150785,6.884884793412259e-05,0.818108967083079,5.33490405423249e-05,4.1293660505662364e-05,0.8634909195847049
2013-09-20,6.675064824066973e-05,0.8155331379215062,6.986886524428475e-05,0.843289701345342,5.5694357903978e-05,3.963370458263305e-05,0.8343643001513898
2013-09-23,6.644616634370019e-05,0.8139426045432583,7.157964487868512e-05,0.8417125587901918,5.613368016278274e-05,3.898356583447671e-05,0.8447993804853244
2013-09-24,6.687102886618699e-05,0.8132647655146632,7.008163872262592e-05,0.8407940338276281,5.567408444484618e-05,3.8696839487033e-05,0.8325591125007724
2013-09-25,5.221698153901886e-05,0.8147448967797413,6.66246915286458e-05,0.8544542558323962,4.805572527878065e-05,3.897262916071931e-05,0.9203083721503753
2013-09-26,5.0374063840171386e-05,0.8162488982109875,6.40555752797585e-05,0.8533116941526082,4.636652732643915e-05,3.890241597160806e-05,0.9204444468397965
2013-09-27,5.122431082106018e-05,0.8162950827351402,6.1026153851741536e-05,0.879202678864179,4.563974846192452e-05,3.9675479843592055e-05,0.8909782821940937
2013-09-30,5.1567877421329924e-05,0.8183122925527734,6.0863644712243115e-05,0.8902894814560416,4.584454649291375e-05,3.991821237382444e-05,0.8890136415417238
2013-10-01,5.3629225784131454e-05,0.8158301335195639,5.951494953184209e-05,0.8933153668523018,4.609072514011843e-05,3.92503515363478e-05,0.859432976445399
2013-10-02,4.9785428743887e-05,0.8154187684616703,5.793751816535301e-05,0.8942348229580515,4.3793713510080763e-05,3.9847668762681985e-05,0.8796492189586308
2013-10-03,5.1677659876475144e-05,0.8145470172937069,5.835026974449243e-05,0.935534012157245,4.472898172424738e-05,4.121378036510838e-05,0.8655380648265197
2013-10-04,4.988490741732951e-05,0.8074932562212532,5.4652406860080604e-05,0.9565803075908292,4.216267295043447e-05,4.140043715766696e-05,0.8451989816821348
2013-10-07,5.300164613196136e-05,0.8074930183152271,5.5065184541215394e-05,0.9783944286055084,4.3623650440487345e-05,4.0582420877431694e-05,0.8230621805948242
2013-10-08,5.7418241986777646e-05,0.8149707474798685,5.9611915473352875e-05,0.9596513379686904,4.7679698949720945e-05,3.956267851105421e-05,0.8303928734129599
2013-10-09,4.671951297786224e-05,0.8191113411275276,5.976166548220039e-05,0.9760792047469552,4.328161311097764e-05,4.076877920384133e-05,0.926414047412831
2013-10-10,5.493659376391755e-05,0.8240709693391731,7.513058739860123e-05,0.9647035552286196,5.2942430024034816e-05,3.1619667352124737e-05,0.9637006300672303
2013-10-11,5.397060840252837e-05,0.823994767125326,7.11077743794624e-05,0.991567634078089,5.10459926330517e-05,3.244614943956812e-05,0.945810954220415
2013-10-14,5.390763459317086e-05,0.8241323075681642,7.024568292655473e-05,0.9986790747007976,5.0714470694341e-05,3.2889283170298614e-05,0.940766017226911
2013-10-15,5.553151341989191e-05,0.8246829596171379,6.88689529932909e-05,1.0155707735976391,5.0999805041590307e-05,3.744035164158466e-05,0.9183939334763691
2013-10-16,4.144281603770634e-05,0.8190695319818712,6.615137336306586e-05,1.0621591348495183,4.28859300320218e-05,3.5527075814385444e-05,1.034821813097895
2013-10-17,4.1583055321708076e-05,0.8173510299212308,7.348412071699116e-05,1.022701268987462,4.518180357637519e-05,3.350462621656988e-05,1.0865436228008098
2013-10-18,4.3823960134694674e-05,0.8190987996182834,7.104721663942032e-05,1.0363124829709602,4.570520210434067e-05,3.362306143333997e-05,1.0429272471922648
2013-10-21,4.4710412594374516e-05,0.8195626470476602,6.953163391353921e-05,1.0428761616272213,4.56959502303562e-05,3.384519727610576e-05,1.0220426871235289
2013-10-22,4.4371990394003997e-05,0.8196878689469541,6.78674514910539e-05,1.022668046648726,4.4981479255703985e-05,3.3041396556749546e-05,1.0137358918607886
2013-10-23,3.6244305626284386e-05,0.8218481288685033,6.676838792191137e-05,1.022306933657285,4.042936386296271e-05,3.225234809854652e-05,1.1154680208204435
2013-10-24,4.040389782719303e-05,0.8253135301325203,6.167153754018596e-05,1.011756553485375,4.1197701356779896e-05,3.184352078795611e-05,1.019646706686121
2013-10-25,3.967999624918889e-05,0.8248846392105748,5.832768390104864e-05,1.019370194610061,3.968408702909812e-05,3.211033194004405e-05,1.00010309426149
2013-10-28,4.081308187982178e-05,0.8237810041799573,5.921037109128533e-05,1.099666339645418,4.04958351527833e-05,3.742839518228169e-05,0.9922268372681914
2013-10-29,4.2024721372673885e-05,0.821026663512201,5.766328553868096e-05,1.1094083972787827,4.041656264239021e-05,3.726043956764613e-05,0.9617330305173811
2013-10-30,3.243679795796633e-05,0.8129225362521221,4.15922722444763e-05,1.106893002691386,2.9858946103022624e-05,3.6682947188307766e-05,0.9205269318419084
2013-10-31,3.3498134377451295e-05,0.8120613455974511,4.623104850302321e-05,1.1051299668273222,3.195700129118066e-05,3.6979972173966126e-05,0.9539934651612115
2013-11-01,3.528785039280735e-05,0.8095272301006002,5.050746017474574e-05,1.1137030005530628,3.417604701938743e-05,3.7225701112845586e-05,0.9684933097073394
2013-11-04,3.477448195487655e-05,0.8085126034103219,4.8767643559009505e-05,1.109069807411727,3.3295306277748937e-05,3.689624279974237e-05,0.9574637609541676
2013-11-05,3.766596277267884e-05,0.8097795138756912,5.071409352905514e-05,1.1027812592143027,3.5392044851248715e-05,3.635287255782467e-05,0.9396293694879473
2013-11-06,3.8333959556374354e-05,0.8196821428629664,5.363340739063963e-05,1.0339711016829356,3.7166786128584304e-05,3.837404833217151e-05,0.9695524949340651
2013-11-07,4.0431492315281525e-05,0.8297996737395982,6.80734471231144e-05,1.0130824219728756,4.353334282837231e-05,3.569764151547488e-05,1.0767186748612394
2013-11-08,4.3778322206368926e-05,0.8336372533588671,6.815054971118846e-05,1.0809605659306394,4.553458180466875e-05,3.477952511193283e-05,1.0401171061335082
