Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_WMT,Predicted_Covariance,Future_Cov_45_WMT,Beta_Predicted
2013-08-05,3.7225611971094185e-05,0.5187937914242678,5.325952533072294e-05,0.5020569641082616,2.3100125475108696e-05,2.1605059520817288e-05,0.6205438742832763
2013-08-06,4.1983018398946586e-05,0.5026878278271011,5.448653075692568e-05,0.4836840332527775,2.4042508441206957e-05,2.0550589055847013e-05,0.5726722222004461
2013-08-07,4.81253999850549e-05,0.49809395935085726,5.602266545430597e-05,0.616721702661913,2.5863085458569277e-05,3.262075602340584e-05,0.5374102961554797
2013-08-08,4.5117615842124565e-05,0.4928363609953495,5.589629597508413e-05,0.6138059345419853,2.4749551208980315e-05,3.2853023928846614e-05,0.5485562733541567
2013-08-09,4.7210405389653165e-05,0.4914741437168172,5.7194432835724675e-05,0.6054412967385674,2.5538560740689828e-05,3.248318330328276e-05,0.5409519475612673
2013-08-12,4.729046229109182e-05,0.49544750919907804,5.74671727624365e-05,0.6042962478927865,2.582821214373057e-05,3.315505116003193e-05,0.5461611262065389
2013-08-13,5.1414947954433665e-05,0.495425380318514,5.923649055724989e-05,0.6544538969849593,2.734120254673339e-05,3.8574389140441604e-05,0.5317753617287417
2013-08-14,5.361675369996386e-05,0.4989661337786095,6.105919358778802e-05,0.6466351268165078,2.85493917340854e-05,3.822043035811333e-05,0.5324714713957895
2013-08-15,5.120699157562921e-05,0.5021463121145119,6.965224451638995e-05,0.5307042041824237,2.9989033288616435e-05,2.9111848053770803e-05,0.585643334354542
2013-08-16,4.9139520575593413e-05,0.49650296694557683,6.9640114446633e-05,0.52999428354479,2.9044709937387047e-05,2.8852782134899792e-05,0.5910662049033697
2013-08-19,5.1240075352845624e-05,0.5014198205196123,6.972559778145617e-05,0.5419945729861267,2.9971087398456563e-05,2.9033439848020133e-05,0.5849149750868217
2013-08-20,5.687877447837599e-05,0.5038205335714621,7.135202871300894e-05,0.5611847190627451,3.2096238726563324e-05,3.0366116521436973e-05,0.5642920231828409
2013-08-21,5.746511661394483e-05,0.49638988084126123,7.217651666068221e-05,0.5901684140735063,3.196855638032656e-05,3.1243693974772124e-05,0.5563123902644074
2013-08-22,5.43081375808944e-05,0.4928679852220391,7.661069384518634e-05,0.6024519937342455,3.1791261516846726e-05,3.121620352743151e-05,0.5853867013850773
2013-08-23,4.6628310947370826e-05,0.49317332189368746,7.921855878579232e-05,0.6065459726738703,2.9973529512494574e-05,3.1368946540624447e-05,0.6428182557658064
2013-08-26,5.7057237442025364e-05,0.4984543022799414,8.738917302581568e-05,0.5902902146999244,3.5197314915054295e-05,3.039454409412584e-05,0.6168773058951116
2013-08-27,6.26349019454684e-05,0.5010734984111587,8.462679465928914e-05,0.6501623060296244,3.6480735063276045e-05,2.943664509071764e-05,0.5824346160074959
2013-08-28,6.352118414260544e-05,0.503813154731385,8.51959475815632e-05,0.6598251519510356,3.7062803276806954e-05,3.0118039095289643e-05,0.5834715422433049
2013-08-29,6.345432123592429e-05,0.5003829552086496,8.368584461924901e-05,0.6607642198763067,3.646356366652861e-05,3.0171056285167326e-05,0.5746427186724832
2013-08-30,6.533098257867051e-05,0.5025825663428337,8.435254564041247e-05,0.6843287380370919,3.7309215000428835e-05,3.0939889685143906e-05,0.5710799612649585
2013-09-03,6.741624909395761e-05,0.4968487900524829,8.346259449846759e-05,0.6875373383631599,3.726940589634277e-05,3.13169320474065e-05,0.5528252668640853
2013-09-04,5.29054408502055e-05,0.5059940452092664,8.100179122873339e-05,0.7076751389807823,3.3124008396205934e-05,3.1712973685239496e-05,0.6260983343847757
2013-09-05,5.526096611110341e-05,0.5100866383604027,7.892533999896765e-05,0.7068847529470553,3.368692850003702e-05,3.484844337249099e-05,0.6095971690453021
2013-09-06,5.903493096893949e-05,0.5117983748384061,7.76225297843953e-05,0.6838841349248436,3.464553951187334e-05,3.5974769689580895e-05,0.5868650804402848
2013-09-09,5.950680039687122e-05,0.5044594880140743,7.849334530409777e-05,0.6575958304107469,3.447672571859323e-05,3.360748628168087e-05,0.5793745502809116
2013-09-10,6.058865375686932e-05,0.4901718369926336,7.265537494027764e-05,0.6607025225902217,3.2522047564953425e-05,3.33401603586976e-05,0.53676795156166
2013-09-11,5.2548421709793746e-05,0.5096232280822298,7.20257318954309e-05,0.6512812881143192,3.135255170768652e-05,3.350758027930067e-05,0.59664116804184
2013-09-12,5.463125330927889e-05,0.5218546421368856,7.139507523113381e-05,0.647207953086236,3.25914933797381e-05,3.328133785734217e-05,0.5965723172271168
2013-09-13,5.629719144726608e-05,0.5108567361914825,6.957542535748212e-05,0.6434494801032181,3.1972045629785986e-05,3.320774342074237e-05,0.5679154644816411
2013-09-16,5.4138744378514925e-05,0.5160764225939357,6.97085650317146e-05,0.6370878479898072,3.1703789757975784e-05,3.291386682942527e-05,0.5856026053414992
2013-09-17,5.7555509167455784e-05,0.5180958208687728,6.895338322979556e-05,0.6330205159250974,3.2638585523255886e-05,3.2693453413474796e-05,0.567080128303531
2013-09-18,6.204530316157312e-05,0.537044807612967,7.213024374392571e-05,0.5937950600608877,3.592722529059908e-05,2.934628820844868e-05,0.5790482673126836
2013-09-19,6.178297806302708e-05,0.5394206083747061,7.18703165898602e-05,0.5734709818016314,3.5944854719379224e-05,2.8945674702476013e-05,0.5817921998306809
2013-09-20,6.675064824066973e-05,0.5273764835268786,7.170958176724136e-05,0.5993921515838294,3.648691111361394e-05,2.817078333474605e-05,0.5466150827788254
2013-09-23,6.644616634370019e-05,0.5205865978040848,7.10020092229339e-05,0.6200830072154041,3.5757180526172045e-05,2.8718885660166914e-05,0.5381376006136163
2013-09-24,6.687102886618699e-05,0.5245231239769149,7.118975887084095e-05,0.6043693929372403,3.619031829122367e-05,2.7815593889148133e-05,0.5411957749841521
2013-09-25,5.221698153901886e-05,0.5314402157753391,7.216404352381828e-05,0.5752301420837916,3.262276196982876e-05,2.6236900169289936e-05,0.6247538829001744
2013-09-26,5.0374063840171386e-05,0.5345393635367094,7.114049988860504e-05,0.5789740886762117,3.1999385807610194e-05,2.639538516676713e-05,0.6352353447031587
2013-09-27,5.122431082106018e-05,0.5345008512666586,7.050824997271647e-05,0.5698239606403598,3.2122285002153925e-05,2.5714251796854378e-05,0.6270906233246438
2013-09-30,5.1567877421329924e-05,0.532833638396949,7.0895246874558e-05,0.5501799860754235,3.2217350509220864e-05,2.466860721758505e-05,0.6247561877715537
2013-10-01,5.3629225784131454e-05,0.526729176748842,7.094345977975684e-05,0.5961624423307819,3.2489596779833945e-05,2.6194092593192435e-05,0.6058188665749378
2013-10-02,4.9785428743887e-05,0.524240071644305,7.006294938943983e-05,0.621350178331104,3.0961753438716795e-05,2.768775656697131e-05,0.6219039228926696
2013-10-03,5.1677659876475144e-05,0.5256867925409957,6.928665600004294e-05,0.5983915628751465,3.145598479034546e-05,2.636139159473449e-05,0.6086959987262299
2013-10-04,4.988490741732951e-05,0.5145267266403575,6.823804985859287e-05,0.6297768520331402,3.0019664027792677e-05,2.7256506096824125e-05,0.6017784853573599
2013-10-07,5.300164613196136e-05,0.5205139337425249,6.783240338870591e-05,0.6098839836115229,3.121013457355217e-05,2.52971274014756e-05,0.5888521744371191
2013-10-08,5.7418241986777646e-05,0.49785355370861967,6.947640096849942e-05,0.717537663882384,3.144453766547734e-05,2.9581276858156023e-05,0.5476402024415591
2013-10-09,4.671951297786224e-05,0.5058286231521443,6.656371823460477e-05,0.7329479087469508,2.8207938051925446e-05,3.06136953992052e-05,0.603772091230737
2013-10-10,5.493659376391755e-05,0.5175108278463737,7.37271425137074e-05,0.6236372755937936,3.293548067581828e-05,2.044068677448578e-05,0.5995180701838556
2013-10-11,5.397060840252837e-05,0.5067087109379321,7.293165660119325e-05,0.6080478496691063,3.17903322248424e-05,1.989658669639287e-05,0.5890304587219202
2013-10-14,5.390763459317086e-05,0.49270616288834984,7.189751099810618e-05,0.6303203515930974,3.06739750841369e-05,2.0758204569128923e-05,0.5690098501933295
2013-10-15,5.553151341989191e-05,0.4957030832751469,7.10892871891172e-05,0.6137599292496349,3.114536715050571e-05,2.2627066642747495e-05,0.5608593253168777
2013-10-16,4.144281603770634e-05,0.5193711286205087,7.090231557133048e-05,0.560088688683804,2.8153516141829925e-05,1.8733834368866233e-05,0.679334051919028
2013-10-17,4.1583055321708076e-05,0.5249779517300645,6.78816180524004e-05,0.5635220503917001,2.7891723740237738e-05,1.846149627042299e-05,0.6707473398588175
2013-10-18,4.3823960134694674e-05,0.5122809828563276,5.875093119537228e-05,0.5902960887668933,2.5993898648261795e-05,1.9152101304009512e-05,0.5931435353712563
2013-10-21,4.4710412594374516e-05,0.5118335210164842,5.880107606766838e-05,0.585467283338302,2.6243738460391367e-05,1.9000583609440554e-05,0.5869715115018501
2013-10-22,4.4371990394003997e-05,0.5106589526299568,5.9886498629797475e-05,0.5507864915974295,2.6323877815538217e-05,1.7795368640497317e-05,0.5932543837180532
2013-10-23,3.6244305626284386e-05,0.5070886986137636,5.816742753828366e-05,0.5374876544445415,2.328325809363733e-05,1.6956980686612435e-05,0.6423976867900678
2013-10-24,4.040389782719303e-05,0.5081918379046576,5.744566925573619e-05,0.5277756599254921,2.4483187827537533e-05,1.6610947703100327e-05,0.6059610370329076
2013-10-25,3.967999624918889e-05,0.5090780928230769,5.6933639029319774e-05,0.5404544301141115,2.4196619293273377e-05,1.702440510934289e-05,0.6097938906374768
2013-10-28,4.081308187982178e-05,0.5072318928652958,5.7993181329647314e-05,0.4792645828398092,2.4677133725674286e-05,1.6312315433046486e-05,0.6046378413259402
2013-10-29,4.2024721372673885e-05,0.5011725216653419,5.731635615522593e-05,0.4928128471309182,2.4596819782004896e-05,1.6551545268380406e-05,0.5852940597483345
2013-10-30,3.243679795796633e-05,0.5072785864274677,5.475225779705758e-05,0.5050769786174822,2.137797349011198e-05,1.6738485190172257e-05,0.6590654699583762
2013-10-31,3.3498134377451295e-05,0.5058158827607077,5.192192017777932e-05,0.5033533854793395,2.1094932739358456e-05,1.684326255502397e-05,0.6297345548162274
2013-11-01,3.528785039280735e-05,0.5034655125729929,5.060310391039006e-05,0.5041288941292446,2.1275065544893256e-05,1.6850589004326232e-05,0.6029005821570166
2013-11-04,3.477448195487655e-05,0.5053178902576366,4.9098088177464296e-05,0.5003671803991828,2.0879846398425097e-05,1.6646083820562473e-05,0.6004358720719071
2013-11-05,3.766596277267884e-05,0.504413026366946,4.827979396442218e-05,0.506634009945514,2.1510154711826672e-05,1.6701046960238393e-05,0.571076726264625
