Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_KO,Predicted_Covariance,Future_Cov_45_KO,Beta_Predicted
2013-04-10,6.636144982931065e-05,0.6028455052033141,0.00046095042479698866,0.94383829097989,0.00010543652157123481,6.720169351757665e-05,1.5888218512770558
2013-04-11,6.716170407401359e-05,0.5908293501534889,0.00041637383102600045,0.93176377788842,9.880174793272241e-05,6.72284809670425e-05,1.4711024577911371
2013-04-12,6.98842565011876e-05,0.5923483336376602,0.00037062981382793064,0.9372750054945156,9.533163056716126e-05,6.848113569371634e-05,1.364136006305529
2013-04-15,9.593981606210937e-05,0.64109439235216,0.0003314017488108603,0.922873699308132,0.00011431384081824615,5.570122771744682e-05,1.1915161557558316
2013-04-16,8.836558039441448e-05,0.656417305314592,0.00026139451695181856,0.6991695396396822,9.976307475139045e-05,4.2890310425914836e-05,1.1289811520062896
2013-04-17,8.959564094882932e-05,0.6178852580448564,0.0002442661146497693,0.8853049641805264,9.140772206479549e-05,6.291697646858964e-05,1.020225103551646
2013-04-18,9.719405369416862e-05,0.6301280401586641,0.0002384467776901346,0.8611041324087197,9.592777748290705e-05,6.040358414122425e-05,0.9869716699413933
2013-04-19,7.72897485213767e-05,0.6369440987824446,0.00022195002779763626,0.8124875136877505,8.342378059031444e-05,5.8960610544290145e-05,1.0793641095525262
2013-04-22,7.797978274745508e-05,0.6374974831208372,0.00020980077763643921,0.8096800743468049,8.154043645522238e-05,6.00381908107021e-05,1.0456612417002855
2013-04-23,8.499754389235151e-05,0.6248828141752372,0.00024361618160013534,0.8574459673785022,8.991969700010523e-05,6.341525843380023e-05,1.0579093569337437
2013-04-24,7.773768893068322e-05,0.612494575959124,0.0002771941982754179,0.8495617625965862,8.991044100048789e-05,6.340760887356144e-05,1.156587521924646
2013-04-25,6.90805921567358e-05,0.606151618363843,0.0002966791701707383,0.8449324372747448,8.677663849359213e-05,6.318276749734316e-05,1.2561652380846138
2013-04-26,7.034557142953508e-05,0.612887363398168,0.00028327999571238575,0.8513972489699461,8.651810560856257e-05,6.416334377081264e-05,1.2299012411211623
2013-04-29,6.776168711759701e-05,0.6072177183981086,0.00027793821445931736,0.8536390039842993,8.333178265028266e-05,6.358741533210584e-05,1.2297772708295254
2013-04-30,5.8041023931509805e-05,0.5814547909399206,0.0002782357510679108,0.853011651108806,7.389072917075596e-05,6.345265841795018e-05,1.273077629677059
2013-05-01,6.311211636341748e-05,0.578740075926772,0.0002728291636754834,0.8476796927523023,7.594257603699423e-05,6.345027722557263e-05,1.2032962989181875
2013-05-02,6.214021471172626e-05,0.5612335524787357,0.00026777534665190845,0.8761300794269186,7.239612089920687e-05,6.460357665025655e-05,1.1650445888392666
2013-05-03,7.476459886581012e-05,0.5839548169252329,0.0002437853780330252,0.8832151037097872,7.883717901053275e-05,6.419149780279361e-05,1.05447203899311
2013-05-06,7.535412832838797e-05,0.5970302540452339,0.00022411153429013444,0.8864545611920033,7.75857511004741e-05,6.434153796942121e-05,1.0296151361788817
2013-05-07,7.392273390092128e-05,0.6051890291616434,0.0002067210536979138,0.8628819707810322,7.481219748482629e-05,6.552720048751264e-05,1.0120323415675774
2013-05-08,6.958015556766957e-05,0.6112427453535452,0.00019363893297103747,0.8725384643338487,7.095005815736378e-05,6.595410693391004e-05,1.0196881219726783
2013-05-09,7.111722928104653e-05,0.6156503014637571,0.00018270160970176259,0.8655029978118353,7.017666047968047e-05,6.53909728277002e-05,0.9867743891195613
2013-05-10,7.562958883543677e-05,0.6277039189127589,0.00018283519666862448,0.885251954104264,7.381261836103338e-05,6.713246180473088e-05,0.9759754019242791
2013-05-13,7.357910230951406e-05,0.6344504416709564,0.00016687731269958073,0.893479388402405,7.030295750310585e-05,6.783356548053883e-05,0.9554745205693466
2013-05-14,7.590263764609063e-05,0.6373925739945164,0.000153535708775955,0.8872647135149887,6.880818978199216e-05,6.593654495956912e-05,0.9065322618012621
2013-05-15,7.650099964197039e-05,0.6360505205278173,0.00014330358182378255,0.8809822336711088,6.659685038276644e-05,6.502490080877415e-05,0.870535688349747
2013-05-16,7.639729836462006e-05,0.6378813479352888,0.00013543405642563118,0.8934130419901615,6.488478156339664e-05,6.544673256336943e-05,0.8493072785600634
2013-05-17,7.425705624970095e-05,0.6325476792730531,0.00013410522061770068,0.917232409055624,6.3122613731033e-05,6.555907300472668e-05,0.850055427982135
2013-05-20,7.217439206379002e-05,0.6357439390913638,0.00013144130560480534,0.9133960799791556,6.192125185622108e-05,6.560237007447916e-05,0.8579393616712852
2013-05-21,7.13709588975209e-05,0.6422679890775234,0.00013037044709510536,0.9126884942051,6.195361041438716e-05,6.562208233662446e-05,0.8680506941674163
2013-05-22,7.35750525384875e-05,0.6578585190514583,0.00013039914145568187,0.9260804408869509,6.44369772644042e-05,6.532489629672599e-05,0.8757992694697279
2013-05-23,7.454058968752127e-05,0.6577548700650839,0.00013009206518816558,0.9275641944419704,6.477178839850609e-05,6.545580909010916e-05,0.8689465520736206
2013-05-24,7.630250921850573e-05,0.6723871237849987,0.0001324633165470819,0.9311749411140502,6.75984301496312e-05,6.567969947817599e-05,0.8859266994228348
2013-05-28,7.438631671877e-05,0.6923000150489913,0.00013243914887541965,0.9246268125565936,6.871460574491033e-05,6.456019628894443e-05,0.9237533027034727
2013-05-29,7.273626036607267e-05,0.7112493770086821,0.00012746854671012698,0.8899589970154577,6.848554252951576e-05,6.357351006371454e-05,0.9415598517828168
2013-05-30,7.309916508279677e-05,0.6985092860364576,0.00012724667700522547,0.9038182261914584,6.736768399773404e-05,6.440074915086628e-05,0.9215930704739119
2013-05-31,7.696255068093324e-05,0.7141700972237164,9.494362052354726e-06,0.8722569010964228,1.930519900045946e-05,5.7610395539941253e-05,0.25083886682100504
2013-06-03,7.835861755638394e-05,0.7215584134142744,4.602842503502547e-05,0.8290056359297536,4.333391578882208e-05,5.5146517912615515e-05,0.5530204225162677
2013-06-04,7.696792659140356e-05,0.70817521937719,7.278551797185391e-05,0.8692780035762198,5.3005154893709477e-05,5.7529362773763575e-05,0.6886654901735335
2013-06-05,8.390672708275947e-05,0.7219161619164078,8.059755947342351e-05,0.839460936192555,5.936713638414087e-05,5.1383178995963646e-05,0.7075372672513547
2013-06-06,8.864935953499249e-05,0.6988269610785082,8.877657840430587e-05,0.8446269268536984,6.199499857671203e-05,5.076722624896835e-05,0.6993282173938413
2013-06-07,8.584609796353898e-05,0.687179150825695,9.417973372137261e-05,0.8224591055847684,6.178868937630585e-05,4.684978296235114e-05,0.7197611870786378
2013-06-10,7.344670994631798e-05,0.6898598226905356,0.00010110634765009478,0.8162223462966813,5.9447861534186834e-05,4.658925096793319e-05,0.8094012866966693
2013-06-11,7.540176794643908e-05,0.6936350423259318,0.00010779012976814353,0.8115393348558968,6.253329129131804e-05,4.468716473815316e-05,0.8293345500298874
2013-06-12,7.564969572692771e-05,0.7003964609413253,0.00011164014791601836,0.7963394755794063,6.436618028804522e-05,4.6338784722845266e-05,0.8508451973209181
2013-06-13,7.668406692361186e-05,0.6853665763086755,0.00011563843998894455,0.8570339102978979,6.453964942030712e-05,4.594942275589751e-05,0.8416304978268525
2013-06-14,7.978958283363962e-05,0.6861418106473988,0.00011855734383812004,0.8712586830894805,6.673462307521638e-05,4.673548223063374e-05,0.8363826542915673
2013-06-17,6.406673037804978e-05,0.6922610139930226,0.00011855041367550415,0.8489645318173545,6.03306065041812e-05,4.4873021267169926e-05,0.9416838684942688
2013-06-18,5.269216623890948e-05,0.6595938497189023,0.00012234923445270164,0.8545311837932769,5.296027752877248e-05,4.471249494885332e-05,1.005088257116767
2013-06-19,5.313666894497608e-05,0.64441413184435,0.00014106705909602816,0.8349265582097094,5.579239758537134e-05,4.1507285507484985e-05,1.0499792082026314
2013-06-20,6.610900161714408e-05,0.7233253242960707,0.00013717051321140145,0.6751659510266766,6.888019237869889e-05,2.349544258841705e-05,1.0419185087320415
2013-06-21,6.524441916700448e-05,0.6968925757195511,0.00013727250979317422,0.7320456402856667,6.59522033984581e-05,2.5687813554004166e-05,1.010848195761264
2013-06-24,5.5679700730278476e-05,0.6640954541321272,0.00014099356224415267,0.6265151943049007,5.8840803583180804e-05,2.3516528864579856e-05,1.0567729856921326
2013-06-25,5.683904438603972e-05,0.6570545759833821,0.0001427729499595235,0.633582977941456,5.9189925665739554e-05,2.2775714088177676e-05,1.0413603237896314
2013-06-26,5.616484134519195e-05,0.6634925055960791,0.00014263773418546973,0.5657491417491808,5.9386195769295215e-05,1.9265799829429622e-05,1.0573553551821622
2013-06-27,5.600093181678947e-05,0.6599782930592447,0.00014498036364393854,0.5656310633741538,5.946779980641138e-05,1.9055706691382472e-05,1.0619073268452743
2013-06-28,5.651835513949762e-05,0.6570985777088025,0.0001463048184066804,0.5426142893932041,5.975229614503299e-05,1.8228309651932827e-05,1.0572193050833383
2013-07-01,4.0959150997653995e-05,0.6094441419126321,0.0001430575806694892,0.5880634394195342,4.6651414671993965e-05,2.0169614300545598e-05,1.1389741617121412
2013-07-02,4.708768430286185e-05,0.5797207026469497,0.00014091148613984582,0.5848670296132896,4.722214104966983e-05,2.003354335727085e-05,1.0028554546437911
2013-07-03,4.5307854285029834e-05,0.5604199822928492,0.00013901084356904015,0.585016791373261,4.447589528164926e-05,2.003843441261771e-05,0.9816376428213361
2013-07-05,5.048108536897671e-05,0.5550195975736412,0.00013749871022103666,0.6144486886325948,4.6240441530864094e-05,2.0734064644055488e-05,0.9159953910040389
2013-07-08,5.858594159480322e-05,0.5829705083852277,0.00013641608289649969,0.6186634093753685,5.211660051290121e-05,2.115460837962282e-05,0.8895751966120852
2013-07-09,6.185296409698371e-05,0.5603193999809492,0.00013360087395592452,0.605866995048358,5.093549923580479e-05,2.0206661812929955e-05,0.8234932630866219
2013-07-10,6.043816195282401e-05,0.548810879993322,0.0002077825122498166,0.6178651166890227,6.150109284262182e-05,2.074968424301495e-05,1.0175870816625348
2013-07-11,6.428746384905295e-05,0.5417023298311205,0.0002703880337194987,0.6099554067130365,7.141962800627117e-05,1.8138393384623733e-05,1.1109417564513753
2013-07-12,6.999194674271863e-05,0.5455998443684404,0.00032073764499329714,0.6192822017614759,8.17472670441845e-05,1.8835461269722232e-05,1.1679524695130556
2013-07-15,7.060701256657018e-05,0.5418588687820384,0.00036262207753529237,0.6135010558525833,8.670361897890612e-05,1.8723740584779564e-05,1.2279746136711227
2013-07-16,3.5042919617133015e-05,0.5250797533611623,0.0003096982048792039,0.6764421670500119,5.470093601420436e-05,2.2207103968769943e-05,1.5609697083418883
2013-07-17,3.792838595062833e-05,0.5208118622064554,0.00026786517392933025,0.6659215871153188,5.249539098824365e-05,2.1893465770962298e-05,1.38406604110645
2013-07-18,3.7451029819475974e-05,0.5141645782839624,0.0002374949101701194,0.5878944141896328,4.849100547782106e-05,2.101627415746155e-05,1.2947843013012121
2013-07-19,4.0860668714576163e-05,0.5056365239423892,0.00021232710134928931,0.6286595543163968,4.709706975945692e-05,2.2767232915301514e-05,1.1526260152138932
2013-07-22,3.950888193740232e-05,0.5088644333013354,0.0001913126979060507,0.6353631975931954,4.424063635614054e-05,2.304180509969842e-05,1.119764321000913
2013-07-23,3.3171208880188284e-05,0.511806401689932,0.00017643787107918151,0.6464628598162966,3.9154552769582106e-05,2.3500916365493925e-05,1.1803776253981328
2013-07-24,3.471216593235655e-05,0.5131389729347848,0.00016564070496210583,0.6719674742758645,3.8909835279242884e-05,2.443094628072972e-05,1.120927900467701
2013-07-25,3.488954269695917e-05,0.5096746424959293,0.00015567896862157574,0.6858563323648642,3.7562599380817796e-05,2.5192162572202023e-05,1.0766148386373549
2013-07-26,3.343176772700175e-05,0.5089054645484372,0.00014742536625667396,0.716207338345119,3.572752175848312e-05,2.673669539378292e-05,1.0686698367321799
2013-07-29,3.360094972876798e-05,0.5132476569890521,0.00014063510061473102,0.6956452205470457,3.528170919368943e-05,2.6810157072722785e-05,1.0500211892368756
2013-07-30,3.816574763863081e-05,0.5243348452662271,0.00013765521396418164,0.702855120021533,3.800510530871891e-05,2.7104930476056153e-05,0.9957909293056977
2013-07-31,3.750748633018741e-05,0.531127207005729,0.00013517836756380002,0.7001666507222484,3.7819094585191104e-05,2.834800239591222e-05,1.008307894916245
2013-08-01,4.226173154810077e-05,0.5416224850070898,0.00013473096603159405,0.6490752071881158,4.086994382523295e-05,2.5149836734460598e-05,0.9670674231299838
2013-08-02,4.130983358011611e-05,0.5487465851586179,0.00013250884056063586,0.6431683527250144,4.0599527599843916e-05,2.5875408241920133e-05,0.9828054020383639
2013-08-05,3.7225611971094185e-05,0.5393274336321768,0.00013209928502509776,0.5560898353284005,3.7820186698161787e-05,2.3930260608038963e-05,1.0159721948299814
2013-08-06,4.1983018398946586e-05,0.5416113267853215,0.0001289446619773115,0.5709626061052003,3.984980970752072e-05,2.425884891302855e-05,0.949188772680542
2013-08-07,4.81253999850549e-05,0.5651358990545664,0.00012550368163981185,0.6423694838063695,4.392060409189799e-05,3.397736469737307e-05,0.9126283439833708
2013-08-08,4.5117615842124565e-05,0.5599792484498817,0.00012351684645714895,0.633783013929537,4.180306273802647e-05,3.39222665513335e-05,0.9265352780231924
2013-08-09,4.7210405389653165e-05,0.5612299496736554,0.00012042890878872443,0.6409043332562984,4.231799464419576e-05,3.438584888275653e-05,0.8963700755145464
2013-08-12,4.729046229109182e-05,0.5541867510433579,0.00010922551257599699,0.6393713265745011,3.982951007349493e-05,3.507946494249295e-05,0.8422313537205087
2013-08-13,5.1414947954433665e-05,0.5546467718691238,0.00011514017781918808,0.651944817122095,4.267510888117645e-05,3.842650061313584e-05,0.8300136551533054
2013-08-14,5.361675369996386e-05,0.552041815110272,0.00010288119860543687,0.6813241956276912,4.1000602677230286e-05,4.027078469814569e-05,0.7646975963272078
2013-08-15,5.120699157562921e-05,0.5760361455411875,7.844556258291645e-05,0.6827638708137689,3.650888398641679e-05,3.745310081791341e-05,0.7129667817429906
2013-08-16,4.9139520575593413e-05,0.604920438109316,5.854888957585722e-05,0.6858763330676103,3.244688779187585e-05,3.733896953968049e-05,0.6603012689544137
2013-08-19,5.1240075352845624e-05,0.6351851478163637,4.219540255058116e-05,0.68764228792864,2.953505485327963e-05,3.683546293376284e-05,0.5764053750877124
2013-08-20,5.687877447837599e-05,0.6327154856839315,5.6938691993376333e-05,0.6867226148254794,3.600703179960787e-05,3.715906408592858e-05,0.6330486570750029
2013-08-21,5.746511661394483e-05,0.6281097628130464,6.88411534686505e-05,0.663466064300473,3.9505881727722236e-05,3.512409370161348e-05,0.687475881988126
2013-08-22,5.43081375808944e-05,0.6236144855686967,7.903819958301393e-05,0.6842706751594074,4.085706530882139e-05,3.545565934843851e-05,0.7523193968484551
2013-08-23,4.6628310947370826e-05,0.5409419024303309,0.00010859158617357247,0.6830249746942704,3.8492272747518015e-05,3.532423737419853e-05,0.8255129119080482
2013-08-26,5.7057237442025364e-05,0.5788968411678759,0.000131049759461872,0.6678887303683628,5.0058134871557655e-05,3.439015751848533e-05,0.8773319059202727
2013-08-27,6.26349019454684e-05,0.5434813699993737,0.0001312640561198923,0.7764284846228876,4.9279440962495184e-05,3.5153452496715845e-05,0.7867728603678372
2013-08-28,6.352118414260544e-05,0.5440842165308334,0.00011734993711989737,0.7703949522796674,4.697500671872427e-05,3.5165051260874986e-05,0.7395171760851482
2013-08-29,6.345432123592429e-05,0.5223970467442673,0.00010809918361156527,0.7703070656458262,4.326557915354495e-05,3.517287579344555e-05,0.6818381839226167
2013-08-30,6.533098257867051e-05,0.5208097299963667,0.00010130962554724484,0.7779356904412517,4.237054394324896e-05,3.517204978623004e-05,0.6485520693375005
2013-09-03,6.741624909395761e-05,0.509584242273279,0.00010588805723508394,0.7865621287665622,4.305481950076596e-05,3.58274545441992e-05,0.6386415749823269
2013-09-04,5.29054408502055e-05,0.5596885823709044,0.00010875127712585575,0.7688918920887208,4.245352917582579e-05,3.445627378647498e-05,0.8024416486014573
2013-09-05,5.526096611110341e-05,0.5821552024723059,0.00011869827839906748,0.7400664535852035,4.7148755023789146e-05,3.64842554491705e-05,0.8532017867547866
2013-09-06,5.903493096893949e-05,0.6014660261477509,0.00012702095590733014,0.7181513602441334,5.208387877989097e-05,3.7777349214104974e-05,0.8822552669248358
2013-09-09,5.950680039687122e-05,0.6214424258818498,0.00013084948332649487,0.7290341868846156,5.483656026970045e-05,3.725845770539219e-05,0.9215175392388207
2013-09-10,6.058865375686932e-05,0.631058923167997,0.00013403687059779088,0.7331385494088942,5.6869276522075746e-05,3.699540408383666e-05,0.9386126443786204
2013-09-11,5.2548421709793746e-05,0.6213603835082935,0.00012421974646263748,0.7322964024405423,5.020173394240939e-05,3.767570317283932e-05,0.9553423739281023
2013-09-12,5.463125330927889e-05,0.6240995697496876,8.536041343044871e-05,0.7182588349791093,4.2618947470875226e-05,3.6934983326410995e-05,0.7801202588123046
2013-09-13,5.629719144726608e-05,0.6114158235051734,0.00015137243383226963,0.7125539982513022,5.644213532410918e-05,3.677415411627592e-05,1.0025746200319579
2013-09-16,5.4138744378514925e-05,0.623330468497355,0.00023455434682256016,0.7089802545159379,7.024156646562664e-05,3.662804392747255e-05,1.2974361942073809
2013-09-17,5.7555509167455784e-05,0.6258649121502292,0.00030280549022711147,0.7151307959933374,8.262394499389001e-05,3.693418266101785e-05,1.4355523248608308
2013-09-18,6.204530316157312e-05,0.6525860332481661,0.00026619801064059484,0.6542991626104627,8.386768067533816e-05,3.2336496363820146e-05,1.3517168327300626
2013-09-19,6.178297806302708e-05,0.655292649045513,0.000239464082020409,0.6607801991625067,7.970579649646908e-05,3.3352565869516516e-05,1.2900931453184123
2013-09-20,6.675064824066973e-05,0.6145726340671569,0.0002193658180493915,0.7191001575555321,7.436788659058006e-05,3.379693024166238e-05,1.114114822112983
2013-09-23,6.644616634370019e-05,0.6111340800005832,0.0002005571623755085,0.6723515876477308,7.054895019202144e-05,3.113968314629078e-05,1.061745982862264
2013-09-24,6.687102886618699e-05,0.6142440562350577,0.0001875110944525857,0.6721667681921007,6.878178616774556e-05,3.093591116344658e-05,1.028573768550535
2013-09-25,5.221698153901886e-05,0.6235583969089816,0.00018386855612231027,0.6635259006406954,6.109937198915623e-05,3.0264170009909196e-05,1.1701053984420766
2013-09-26,5.0374063840171386e-05,0.6291402570891702,0.00017022323241988805,0.6534460968892487,5.825864590625892e-05,2.9790558421273606e-05,1.1565206668873096
2013-09-27,5.122431082106018e-05,0.6328152939919683,0.00016913079921919937,0.6379113342793259,5.890150332655095e-05,2.878680751734622e-05,1.1498740028403545
2013-09-30,5.1567877421329924e-05,0.6411134210578648,0.0001700876999454778,0.5744442578060209,6.004280192199958e-05,2.5756552624346493e-05,1.1643450326920803
2013-10-01,5.3629225784131454e-05,0.6386792497403273,0.00016951435624726574,0.5853762936297666,6.0895725994354246e-05,2.5720172470526316e-05,1.1354951540690132
2013-10-02,4.9785428743887e-05,0.6266341602662107,0.00024174929384480735,0.6030133523855067,6.87460578422396e-05,2.6870656016109204e-05,1.3808469581710838
2013-10-03,5.1677659876475144e-05,0.6245082048479369,6.677275040774043e-05,0.6307179222553477,3.668505722695256e-05,2.7785488910477254e-05,0.7098823227414065
2013-10-04,4.988490741732951e-05,0.5923660796860001,-0.00010091748497420513,0.6428640758479898,,2.7822916238048565e-05,
2013-10-07,5.300164613196136e-05,0.5980608735438518,-0.0002150131520774584,0.6824107630836005,,2.8305435915267564e-05,
2013-10-08,5.7418241986777646e-05,0.5665223510141959,-0.0002771615839172263,0.681819777559812,,2.8108767835592223e-05,
2013-10-09,4.671951297786224e-05,0.5838903809392649,-0.0004493724281341918,0.7361286579473024,,3.07465486156463e-05,
2013-10-10,5.493659376391755e-05,0.6336564579729626,-0.0005802383497349245,0.6943203318644683,,2.2757434457851205e-05,
2013-10-11,5.397060840252837e-05,0.6305864612580417,-0.000503206986155961,0.7001582684573094,,2.291063063069488e-05,
2013-10-14,5.390763459317086e-05,0.6334836352819767,-0.0004395853445029123,0.7046800770157725,,2.32070774131151e-05,
2013-10-15,5.553151341989191e-05,0.6342751186274596,-0.0003031367873299307,0.8042925960708917,,2.9651303880026527e-05,
2013-10-16,4.144281603770634e-05,0.6303819855941942,-0.00023110920821840932,0.8291869401415032,,2.7734626874794064e-05,
2013-10-17,4.1583055321708076e-05,0.6149863892638944,-0.00017144119772903197,0.7931525410297456,,2.5984400553481687e-05,
2013-10-18,4.3823960134694674e-05,0.5937934943891046,-8.724263464258499e-05,0.7869660162610062,,2.553303867848525e-05,
2013-10-21,4.4710412594374516e-05,0.5858347865358252,-5.550079333639752e-05,0.7869051103712358,,2.5537987805315548e-05,
2013-10-22,4.4371990394003997e-05,0.576543231781645,-2.9530680910544288e-05,0.7886851486957013,,2.548163975775874e-05,
2013-10-23,3.6244305626284386e-05,0.5724659358214479,-2.44014849902872e-05,0.801385114953977,,2.5282574966036675e-05,
2013-10-24,4.040389782719303e-05,0.558432848078304,-2.0223701305324254e-05,0.808352428479029,,2.5441680878263614e-05,
2013-10-25,3.967999624918889e-05,0.5616110614862143,2.9838055064108354e-05,0.8067185819124925,1.93244312075868e-05,2.5411770507299143e-05,0.48700688090366984
2013-10-28,4.081308187982178e-05,0.5496333817523527,-9.05397902046254e-07,0.8593074598679094,,2.9247507204221066e-05,
2013-10-29,4.2024721372673885e-05,0.5363789789914576,-2.5992446749760654e-05,0.8610469994738309,,2.8919007434496265e-05,
2013-10-30,3.243679795796633e-05,0.5766692074121088,-3.897272932937365e-06,0.8659828119573652,,2.8699071798063565e-05,
2013-10-31,3.3498134377451295e-05,0.5880362951550102,-2.7242238238092944e-05,0.8626565151490492,,2.886630069175109e-05,
2013-11-01,3.528785039280735e-05,0.5939014560041559,-4.644579896060011e-05,0.8684836444141583,,2.9029204870868946e-05,
2013-11-04,3.477448195487655e-05,0.5993310378152255,-6.207384230000649e-05,0.8782388714422062,,2.9217019902944613e-05,
2013-11-05,3.766596277267884e-05,0.6141338304369562,-7.323533805762126e-05,0.8971629320989437,,2.9574722513360452e-05,
2013-11-06,3.8333959556374354e-05,0.607012955952457,-3.92446033089284e-05,0.8914501456357463,,3.3084629656155974e-05,
2013-11-07,4.0431492315281525e-05,0.6124373280905869,-1.1236591343832024e-05,0.9197787622004862,,3.240993211849383e-05,
2013-11-08,4.3778322206368926e-05,0.6056089388725076,1.1714088688547586e-05,0.963813789073646,1.3714377112226532e-05,3.101036886711458e-05,0.31326867776196654
2013-11-11,4.088414418239951e-05,0.6009558964436095,3.0459742687662093e-05,0.960439519415,2.1207192154624547e-05,3.099512396984822e-05,0.5187143470586373
2013-11-12,3.99781619662566e-05,0.5989803894210225,4.580963020680463e-05,0.9874054536789594,2.563317534928016e-05,3.226597848472346e-05,0.6411794361860792
2013-11-13,4.4902541372157916e-05,0.620062315191938,5.431830373805371e-05,1.014596076387174,3.062272949228887e-05,3.206190707874813e-05,0.6819821007119359
2013-11-14,4.545126757048379e-05,0.621897889146356,6.155338985125655e-05,1.020871564071273,3.289410467953343e-05,3.1828433437334324e-05,0.723722493075088
2013-11-15,4.488960878325864e-05,0.6240499738198347,6.73813138332445e-05,1.0750486641609076,3.4321164669259537e-05,3.500258823154241e-05,0.7645681394768459
