Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_WFC,Predicted_Covariance,Future_Cov_45_WFC,Beta_Predicted
2013-04-23,8.499754389235151e-05,0.8524979145893941,0.00012226218739747318,1.0890968514651769,8.690456583860559e-05,8.054776734942041e-05,1.022436200611506
2013-04-24,7.773768893068322e-05,0.8498432857477909,0.00012218386964053687,1.096904242891043,8.282502925255774e-05,8.186817988654229e-05,1.0654423921247618
2013-04-25,6.90805921567358e-05,0.8483111666918162,0.000122839649683011,1.1008102835818836,7.814523369934187e-05,8.23169251621741e-05,1.1312183532248745
2013-04-26,7.034557142953508e-05,0.8347762027745135,0.0001242127620636193,1.09535885806889,7.803178658631152e-05,8.254887721061903e-05,1.1092636679264976
2013-04-29,6.776168711759701e-05,0.8230113724296296,0.00012336534038192215,1.1139589113080417,7.524792391275325e-05,8.297859824309019e-05,1.1104789020699006
2013-04-30,5.8041023931509805e-05,0.7951472103735009,9.793889358860706e-05,1.114881406786958,5.995048061336444e-05,8.293226591854962e-05,1.032898397590433
2013-05-01,6.311211636341748e-05,0.7941738295084289,0.00010603402629149633,1.119997381521469,6.496726285302478e-05,8.383372275761008e-05,1.0293944585683807
2013-05-02,6.214021471172626e-05,0.775001426582422,0.00010353713283046238,1.1713864041152702,6.216371258713702e-05,8.637501795946684e-05,1.0003781428100913
2013-05-03,7.476459886581012e-05,0.7737745372452722,0.00011106179009082063,1.1585142944565583,7.05090352695987e-05,8.420006346670115e-05,0.9430804998519493
2013-05-06,7.535412832838797e-05,0.7686639194286614,0.00011421514290501618,1.1595683864018618,7.131023456654724e-05,8.416496076402487e-05,0.9463348080384166
2013-05-07,7.392273390092128e-05,0.7767147276895922,0.00011888695357571946,1.0686548564504823,7.281446274755997e-05,8.115357998174565e-05,0.9850077087943375
2013-05-08,6.958015556766957e-05,0.7815111450838834,0.0001215409496414013,1.0737097395295745,7.186860021949184e-05,8.116039564052836e-05,1.0328893293375387
2013-05-09,7.111722928104653e-05,0.7829246608551599,0.00013302658608813114,1.0698814992375507,7.615117518065045e-05,8.083229315482004e-05,1.070783774206253
2013-05-10,7.562958883543677e-05,0.7692512089776148,0.00013536620190256557,1.0790680244883386,7.783396934289387e-05,8.183036773069673e-05,1.0291470645471
2013-05-13,7.357910230951406e-05,0.7607697567242757,0.00014015336633010813,1.0827291966793382,7.725600540470482e-05,8.220154019665059e-05,1.0499721113710208
2013-05-14,7.590263764609063e-05,0.763665671670159,0.00013986702970534472,1.0979616426171577,7.868453428487118e-05,8.159436085934858e-05,1.0366508559524854
2013-05-15,7.650099964197039e-05,0.7628727360481725,0.00014101259314763554,1.0881400934256016,7.92345505450002e-05,8.031512888313814e-05,1.0357322246222012
2013-05-16,7.639729836462006e-05,0.7621934864689284,0.00014317899815993176,1.090855981318717,7.971570533863768e-05,7.991036208233933e-05,1.0434361822348732
2013-05-17,7.425705624970095e-05,0.7562659094248781,0.00015506690143395527,1.0831719830089417,8.115269421089927e-05,7.741958353158389e-05,1.092861719942286
2013-05-20,7.217439206379002e-05,0.7873419409001612,0.00011135053836457774,1.0886271408015344,7.058316268022407e-05,7.818789912653687e-05,0.9779529922169684
2013-05-21,7.13709588975209e-05,0.782202654051263,0.00011041833098160387,1.0718375823482231,6.943854948705278e-05,7.706486334267032e-05,0.9729244297636128
2013-05-22,7.35750525384875e-05,0.7845240641479677,0.0001205938793718691,1.051153790923043,7.389825665555652e-05,7.414745993144297e-05,1.004392849286787
2013-05-23,7.454058968752127e-05,0.7888618585322984,0.00012119270573510195,1.05519139444297,7.497830378898348e-05,7.446213090376692e-05,1.005872157750524
2013-05-24,7.630250921850573e-05,0.767183355566321,0.00012521622483243754,1.057574747953819,7.498922841503638e-05,7.459521144137721e-05,0.9827884978237277
2013-05-28,7.438631671877e-05,0.7473250575642809,0.00013301854651003373,1.0590454127172255,7.433822219639719e-05,7.394570306141255e-05,0.9993534493372667
2013-05-29,7.273626036607267e-05,0.7300726109056346,0.00013795582151187845,1.098513657392456,7.313269134501123e-05,7.847144563689841e-05,1.0054502524180289
2013-05-30,7.309916508279677e-05,0.727641749949262,0.00014799883470623546,1.092437565435529,7.568380636468402e-05,7.784064934279526e-05,1.0353580137195784
2013-05-31,7.696255068093324e-05,0.7312179994077639,0.0001649849462224272,1.0828451426278467,8.239649905778346e-05,7.151922432127395e-05,1.070605097268384
2013-06-03,7.835861755638394e-05,0.7248152923658849,0.0001653509335513761,1.0908479720746365,8.250381975087e-05,7.256460586602288e-05,1.0529003997741961
2013-06-04,7.696792659140356e-05,0.7202965048985909,0.0001692311632126722,1.1057582935381784,8.220654027169567e-05,7.317977648962542e-05,1.0680622944165057
2013-06-05,8.390672708275947e-05,0.7316949974735304,0.00018404254644274626,1.0971910673415126,9.092589679268577e-05,6.715877127253193e-05,1.083654433368651
2013-06-06,8.864935953499249e-05,0.7257520636293917,0.00020188060816227725,1.0565782502842926,9.708974998234696e-05,6.35067926163961e-05,1.095210957999339
2013-06-07,8.584609796353898e-05,0.7300433937256805,0.0001875153903013383,1.0604318244083717,9.262482793257879e-05,6.040543594514533e-05,1.0789637517586288
2013-06-10,7.344670994631798e-05,0.7096941158690996,0.00017720922955994492,1.0597429528511164,8.096560144394373e-05,6.048919221078667e-05,1.102372066810362
2013-06-11,7.540176794643908e-05,0.7045941588522345,0.00018627706279845854,1.0401272856445551,8.35044257280512e-05,5.727429018643896e-05,1.1074597851255659
2013-06-12,7.564969572692771e-05,0.6950487260928502,0.0001832164292671736,0.9682757863063014,8.182783332900259e-05,5.634371344123745e-05,1.0816677125097247
2013-06-13,7.668406692361186e-05,0.6892865153904822,0.0001902650651245609,0.9665591333738688,8.325913186524965e-05,5.182156003900966e-05,1.0857422565783774
2013-06-14,7.978958283363962e-05,0.6817979956208509,0.00020875884164227318,0.9299510980254608,8.799363456625007e-05,4.98838219471306e-05,1.1028210881828497
2013-06-17,6.406673037804978e-05,0.6621867783989858,0.00020104693768838088,0.9138207649459054,7.515286067950357e-05,4.8301073935349004e-05,1.1730403633217414
2013-06-18,5.269216623890948e-05,0.6420178195963614,0.00018145139626779162,0.9240898194073408,6.27769578661466e-05,4.835208142916977e-05,1.191390719856004
2013-06-19,5.313666894497608e-05,0.630288003869049,0.00017683807410155556,0.9466219749370266,6.109759178036005e-05,4.706007755415229e-05,1.1498197571177757
2013-06-20,6.610900161714408e-05,0.6227236918843372,0.00017875990323148422,1.1040398972086691,6.769564705316336e-05,3.8420044702703346e-05,1.0240004446778366
2013-06-21,6.524441916700448e-05,0.6054784366581033,0.00019122400768394976,1.1647336435725868,6.763034042124755e-05,4.0871031845081465e-05,1.0365689707212489
2013-06-24,5.5679700730278476e-05,0.6027983735042393,0.00021830641198219137,1.1713257255039515,6.645899413131722e-05,4.3966236547861437e-05,1.1935946720197974
2013-06-25,5.683904438603972e-05,0.6215160291497253,0.00021248149729089755,1.1618936075449011,6.830244914520078e-05,4.1767152097904416e-05,1.20168186997135
2013-06-26,5.616484134519195e-05,0.6370368745203135,0.0002124528096051635,1.1198189398895615,6.958699451584905e-05,3.813387586309607e-05,1.2389778524996424
2013-06-27,5.600093181678947e-05,0.6488602482108289,0.00021307807892298033,1.093969546272774,7.087909787483871e-05,3.6855052971674036e-05,1.2656771159937852
2013-06-28,5.651835513949762e-05,0.6565591356789093,0.00021121175756686123,1.0967540329459502,7.173442986676042e-05,3.684379957428248e-05,1.2692235945244117
2013-07-01,4.0959150997653995e-05,0.6470627582479951,0.00019538681773790707,1.0799804331074825,5.788546248227257e-05,3.704156274264468e-05,1.4132485921299507
2013-07-02,4.708768430286185e-05,0.6400435841663273,0.00018491635094834455,1.0809164760773708,5.972427306312361e-05,3.702480391722933e-05,1.2683629264710676
2013-07-03,4.5307854285029834e-05,0.6338131240088284,0.00017778347324081076,1.081941482256751,5.688446376053294e-05,3.705947205310116e-05,1.2555099917704144
2013-07-05,5.048108536897671e-05,0.6296911803358891,0.00017488759386514308,1.0013147534213271,5.916589708521562e-05,3.3788541192409194e-05,1.1720409070597397
2013-07-08,5.858594159480322e-05,0.626061383052339,0.0001763632955008382,1.005957944504002,6.363817640526585e-05,3.439777759579868e-05,1.0862362995785797
2013-07-09,6.185296409698371e-05,0.6143608122667537,0.000165241376395085,1.046620041458176,6.211023409531559e-05,3.490650158735258e-05,1.0041593802671847
2013-07-10,6.043816195282401e-05,0.6040690179917423,0.00016354017868697374,1.0500574153002282,6.005572578175073e-05,3.5263942268296705e-05,0.9936722733002404
2013-07-11,6.428746384905295e-05,0.5957081442788109,0.00015432777052355777,1.2276597845443429,5.93360627544074e-05,3.650721982209413e-05,0.9229803013185985
2013-07-12,6.999194674271863e-05,0.5920802039060478,0.0001534709172824738,1.2654498514311685,6.136455960065598e-05,3.8488643138153615e-05,0.8767374313251235
2013-07-15,7.060701256657018e-05,0.5912976838585366,0.0001459037610829662,1.2150581389339814,6.0015487715497586e-05,3.7082957187756704e-05,0.8499933014289959
2013-07-16,3.5042919617133015e-05,0.6319893867784124,0.00014108492861857454,1.1884011228639602,4.443756340031862e-05,3.901434383834275e-05,1.2680896422395245
2013-07-17,3.792838595062833e-05,0.6574248319497432,0.00013713127263608943,1.1851439084219215,4.74129020093988e-05,3.8963908205916884e-05,1.250063793147342
2013-07-18,3.7451029819475974e-05,0.6768392562532832,0.00013545071416531433,1.0386408432267122,4.8206774209420225e-05,3.7129729736381805e-05,1.2871948900147694
2013-07-19,4.0860668714576163e-05,0.6912803557241162,0.00012935475928078075,1.0588061038860312,5.025718469141061e-05,3.8345214057120383e-05,1.2299648114540633
2013-07-22,3.950888193740232e-05,0.7023364302448453,0.00012630269295570555,1.0698808998886524,4.961338638047952e-05,3.879983491097352e-05,1.2557527307172782
2013-07-23,3.3171208880188284e-05,0.7027861164622595,0.00011971777005011209,1.061360811652035,4.428770058715639e-05,3.858373499652423e-05,1.3351247085121307
2013-07-24,3.471216593235655e-05,0.7034875520849759,0.00011865108656231626,1.0428699346090708,4.51474404258317e-05,3.791597112297525e-05,1.3006229721824427
2013-07-25,3.488954269695917e-05,0.7020716360354892,0.00012042950630509396,1.0501345195982108,4.5508814180367405e-05,3.857245066059355e-05,1.3043683196321678
2013-07-26,3.343176772700175e-05,0.7008017283382296,0.00011251239120951709,1.0520221311504971,4.298085119461122e-05,3.927297831530359e-05,1.2856290324097037
2013-07-29,3.360094972876798e-05,0.7018092600503213,0.00011055477643234276,1.0340586016489044,4.277437041630817e-05,3.985260404837682e-05,1.2730107559931922
2013-07-30,3.816574763863081e-05,0.708905448485363,0.00010839019295499969,1.0362701311962146,4.5595312447778214e-05,3.9962759123994786e-05,1.1946657741253655
2013-07-31,3.750748633018741e-05,0.7105648511039003,0.00010671727483283053,1.0108092888218996,4.495521342898727e-05,4.0925148479687494e-05,1.1985664150680675
2013-08-01,4.226173154810077e-05,0.7039429620146177,0.00010947209914028098,0.9673301827793346,4.788095871397775e-05,3.748132095602498e-05,1.1329625398685186
2013-08-02,4.130983358011611e-05,0.6982932650629126,0.00010602767764568682,0.9933963895799952,4.621406816300419e-05,3.9965488067821456e-05,1.1187183330907597
2013-08-05,3.7225611971094185e-05,0.6903119402629008,0.00010635872197253572,0.9711137820049184,4.343630395173328e-05,4.179002097693836e-05,1.1668392177262719
2013-08-06,4.1983018398946586e-05,0.7063927585303028,0.00010731909194575591,0.9736835028566004,4.7415634094567766e-05,4.1369506045295386e-05,1.1294003123833871
2013-08-07,4.81253999850549e-05,0.7160958266619948,0.00011188841952327899,1.0202997749431628,5.254735837893572e-05,5.396753492782871e-05,1.0918840860596284
2013-08-08,4.5117615842124565e-05,0.7155955605129609,0.00010650362267972189,1.0105382660304103,4.960470815200888e-05,5.4087515233434685e-05,1.0994532230068526
2013-08-09,4.7210405389653165e-05,0.7207205944020303,9.984089251102543e-05,1.023455191338136,4.9481177306502294e-05,5.491049712337077e-05,1.0480989709388686
2013-08-12,4.729046229109182e-05,0.7196500400225755,9.810377704403328e-05,1.013870249605641,4.9017481970016416e-05,5.5626557524602174e-05,1.0365194078309934
2013-08-13,5.1414947954433665e-05,0.7401764114673695,9.668237828617159e-05,1.0282126190516272,5.2185951141130804e-05,6.0604228761008696e-05,1.0149957010047046
2013-08-14,5.361675369996386e-05,0.747143108479347,9.242770714251035e-05,1.042629694722254,5.259629378108253e-05,6.162633915763257e-05,0.9809675176421206
2013-08-15,5.120699157562921e-05,0.7546305041122096,9.057651602011677e-05,1.1092953363003422,5.139333411638098e-05,6.085053975949205e-05,1.0036390058274864
2013-08-16,4.9139520575593413e-05,0.7553365923197047,8.83121851819445e-05,1.1082467426146474,4.975838746948919e-05,6.033272963343291e-05,1.012594076756279
2013-08-19,5.1240075352845624e-05,0.7620392546728143,8.50590690169611e-05,1.120354534406386,5.030863522769301e-05,6.001489240737661e-05,0.9818220383413061
2013-08-20,5.687877447837599e-05,0.7773190759211585,8.502849606428729e-05,1.1169273657677905,5.4057591204266255e-05,6.0437758518321725e-05,0.9504000692704396
2013-08-21,5.746511661394483e-05,0.7895070989390047,8.945911947230938e-05,1.1223155890542422,5.6607046393979304e-05,5.9415726039109014e-05,0.9850679808808166
2013-08-22,5.43081375808944e-05,0.7967078851797406,9.33545049914451e-05,1.1430649160894473,5.672822703611845e-05,5.922819981811664e-05,1.044562188339072
2013-08-23,4.6628310947370826e-05,0.7846548236067911,9.385889016812394e-05,1.1391555546205137,5.1908824975874294e-05,5.8914099349827815e-05,1.113246950644718
2013-08-26,5.7057237442025364e-05,0.7946821284487766,8.763988735244931e-05,1.129350287923529,5.619526478195485e-05,5.815120472809331e-05,0.9848928427187463
2013-08-27,6.26349019454684e-05,0.8141386039798927,9.787606949926563e-05,0.9961149500945126,6.374480683509902e-05,4.509994194304151e-05,1.0177202303373436
2013-08-28,6.352118414260544e-05,0.8185963832676955,0.0001007013140788029,1.0089371054047995,6.54706545962932e-05,4.605342354018822e-05,1.0306900836311739
2013-08-29,6.345432123592429e-05,0.820445724312875,9.709064167412886e-05,1.008103657933726,6.439752007770303e-05,4.603087045254235e-05,1.0148642176514964
2013-08-30,6.533098257867051e-05,0.8255535351448138,9.66638216924315e-05,1.0060573987958898,6.560498146934277e-05,4.5485894725029785e-05,1.004194011475984
2013-09-03,6.741624909395761e-05,0.8277210608002145,0.00010200508227525303,0.9946588731211023,6.863998875543628e-05,4.530614208392289e-05,1.0181519986342336
2013-09-04,5.29054408502055e-05,0.8167210733029593,9.949937552895815e-05,0.9947731569067108,5.925624235454315e-05,4.457866782377082e-05,1.1200406121237902
2013-09-05,5.526096611110341e-05,0.8083954105770822,9.897182465139724e-05,1.0182580057161426,5.9784536204181224e-05,5.019871528257787e-05,1.0818583244451982
2013-09-06,5.903493096893949e-05,0.8031779648037322,0.00010052883352340423,1.0729243287873538,6.187449061551418e-05,5.6439685688446384e-05,1.0480996521884423
2013-09-09,5.950680039687122e-05,0.801657312577702,8.673496242534508e-05,1.0809600342264991,5.759292761620968e-05,5.524419079515913e-05,0.9678377468138555
2013-09-10,6.058865375686932e-05,0.8032971880377411,8.625207898734738e-05,1.0630927349825972,5.807064958107457e-05,5.364544715454187e-05,0.9584409948123452
2013-09-11,5.2548421709793746e-05,0.8083247194416964,8.579238648906912e-05,1.0759890741735765,5.427378036984108e-05,5.5358246798260594e-05,1.0328336913632892
2013-09-12,5.463125330927889e-05,0.8172748808893806,7.961590095553682e-05,1.0785491840463166,5.389998445944181e-05,5.5462173508277955e-05,0.9866144595713883
2013-09-13,5.629719144726608e-05,0.8236322758592934,7.964829294449694e-05,1.0885297907012543,5.515246883136572e-05,5.61778649500861e-05,0.9796664347461698
2013-09-16,5.4138744378514925e-05,0.8355453243755899,7.948476273691826e-05,1.0629886347215645,5.481078775848529e-05,5.491717739525611e-05,1.0124133536469135
2013-09-17,5.7555509167455784e-05,0.843471996804726,7.05580417086308e-05,1.060680057793372,5.375110269189764e-05,5.478067958886281e-05,0.9339002203161934
2013-09-18,6.204530316157312e-05,0.8444454683683686,7.662636075984048e-05,1.05530803433113,5.822575985912455e-05,5.215498714488675e-05,0.9384394449245893
2013-09-19,6.178297806302708e-05,0.8435406004772067,7.741789841140072e-05,1.0568607442335365,5.833928451219245e-05,5.3344542756624756e-05,0.9442614509886268
2013-09-20,6.675064824066973e-05,0.8429095884694393,6.38912581538535e-05,1.1254143652235369,5.5046468004681065e-05,5.289325888026587e-05,0.8246581786922997
2013-09-23,6.644616634370019e-05,0.8356082379667699,7.18987397944557e-05,1.100238470373089,5.775616076693009e-05,5.095708552223774e-05,0.8692173521069662
2013-09-24,6.687102886618699e-05,0.8270349677764219,7.984292763674572e-05,1.0821772203253903,6.0431183746135994e-05,4.98062979833661e-05,0.903697531962047
2013-09-25,5.221698153901886e-05,0.8223226377153577,8.133135860117315e-05,1.0922601683818145,5.358918365322306e-05,4.981922694960427e-05,1.0262788478721012
2013-09-26,5.0374063840171386e-05,0.8176247858151438,8.265393213111577e-05,1.1072845142370251,5.275811887801244e-05,5.048101774175961e-05,1.0473270341143266
2013-09-27,5.122431082106018e-05,0.8249964692854368,7.683095463980465e-05,1.1084555636759257,5.1755709512590256e-05,5.0020896695806825e-05,1.0103739549251602
2013-09-30,5.1567877421329924e-05,0.827678620961734,7.97778469923808e-05,1.12260853724076,5.308753021505347e-05,5.033478091750069e-05,1.0294689808794608
2013-10-01,5.3629225784131454e-05,0.8288432150122832,8.158794588882617e-05,1.1365261412291392,5.4825948009271146e-05,4.9936508683017195e-05,1.0223147399135826
2013-10-02,4.9785428743887e-05,0.8333807628381273,8.239638213580495e-05,1.1496399929688506,5.337632495558127e-05,5.1228684524516515e-05,1.0721274538011323
2013-10-03,5.1677659876475144e-05,0.8371961746006192,8.151933697696593e-05,1.211751749716278,5.43386662316415e-05,5.3382207189543074e-05,1.0514923926804531
2013-10-04,4.988490741732951e-05,0.8336964393781171,7.117394022430585e-05,1.2172538603676872,4.9676734135276764e-05,5.268229081361785e-05,0.9958269285675686
2013-10-07,5.300164613196136e-05,0.8342459480085694,8.036263543496703e-05,1.1850466463575715,5.444598640303326e-05,4.915406338772491e-05,1.027250856840858
2013-10-08,5.7418241986777646e-05,0.8330922919392163,8.342038906634465e-05,1.2188584261864224,5.765728223549716e-05,5.02487749016991e-05,1.0041631411977845
2013-10-09,4.671951297786224e-05,0.832586755152989,8.399024582335336e-05,1.209551769998226,5.215465506253676e-05,5.052043810262022e-05,1.1163355895265845
2013-10-10,5.493659376391755e-05,0.8489369038213781,0.0001053118352143087,1.1919201605623644,6.457209361808201e-05,3.9067046848751065e-05,1.1753931067435979
2013-10-11,5.397060840252837e-05,0.8487182653690302,0.00010303879172790269,1.214983054073285,6.329109134123281e-05,3.975676533215713e-05,1.1726955321531598
2013-10-14,5.390763459317086e-05,0.8459393391945916,0.0001040022477896056,1.223269065031355,6.334111769287514e-05,4.0285657016831326e-05,1.1749934526138406
2013-10-15,5.553151341989191e-05,0.8472935891980531,0.00010321240744277911,1.3387333124656675,6.414600729717922e-05,4.9354163467563896e-05,1.1551280227526002
2013-10-16,4.144281603770634e-05,0.8519102969207658,0.00011520355012610205,1.3522576369136974,5.8864224635733345e-05,4.523028424928162e-05,1.4203722204151452
2013-10-17,4.1583055321708076e-05,0.8488897323346998,0.00012113880202284049,1.3443202038824584,6.024917659047703e-05,4.404115582163918e-05,1.4488876809161366
2013-10-18,4.3823960134694674e-05,0.8419076137025693,0.00012523778361037214,1.3752991619582895,6.237175057996206e-05,4.462145247848035e-05,1.4232340114462505
2013-10-21,4.4710412594374516e-05,0.8357515078618092,0.00012751523495138886,1.375186909602032,6.310482189675885e-05,4.462991288857962e-05,1.4114122021029778
2013-10-22,4.4371990394003997e-05,0.8300477326498863,0.0001292286121502532,1.3664589583779858,6.285457046612077e-05,4.414894204453274e-05,1.4165370971191396
2013-10-23,3.6244305626284386e-05,0.8355594479386911,0.00012258116421426962,1.37768354725184,5.569409061666292e-05,4.346398119070434e-05,1.5366300900043603
2013-10-24,4.040389782719303e-05,0.8370418370767987,0.00011526094159255012,1.3870660706423903,5.712153626376788e-05,4.3655825210731536e-05,1.4137630113826143
2013-10-25,3.967999624918889e-05,0.8369830075599201,0.00011050342247330471,1.3699601294367405,5.542303658677949e-05,4.315397363336386e-05,1.3967500460112168
2013-10-28,4.081308187982178e-05,0.8353424842358789,0.00010573938346742972,1.3365233576502666,5.4876025808677143e-05,4.5490093310134664e-05,1.3445695174470067
2013-10-29,4.2024721372673885e-05,0.8343450453284335,9.966518645800153e-05,1.3448128379747104,5.399702769476473e-05,4.516670110128959e-05,1.2848872266378835
2013-10-30,3.243679795796633e-05,0.8247454160874558,6.702360241117594e-05,1.3695610790277946,3.845499698606022e-05,4.538788899286756e-05,1.1855361628448238
2013-10-31,3.3498134377451295e-05,0.8219237586952965,7.099648822648063e-05,1.3231413522968325,4.008300549760978e-05,4.427509149048911e-05,1.1965742642847292
2013-11-01,3.528785039280735e-05,0.818314417268662,7.101193837295126e-05,1.3217861843105985,4.096363504680903e-05,4.4180914846956735e-05,1.1608424596800764
2013-11-04,3.477448195487655e-05,0.8133968492713136,6.936500308455904e-05,1.3292806541875974,3.994873440659668e-05,4.422215936106411e-05,1.1487945229043024
2013-11-05,3.766596277267884e-05,0.8073862089163849,6.746188755150303e-05,1.324022973782736,4.069912829549233e-05,4.36460431544226e-05,1.0805280231682703
2013-11-06,3.8333959556374354e-05,0.8080266250996183,7.043816338513363e-05,1.2783786844459444,4.1987645643666267e-05,4.744481286169416e-05,1.0953119930624113
2013-11-07,4.0431492315281525e-05,0.8173206438719414,8.042690413630131e-05,1.1721146053448517,4.6607201846739284e-05,4.130140459368587e-05,1.1527450306137619
2013-11-08,4.3778322206368926e-05,0.8151361819541106,9.58330818964564e-05,1.141357662643168,5.27979979666911e-05,3.67227804054253e-05,1.2060306404115684
