Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_EWJ,Predicted_Covariance,Future_Cov_45_EWJ,Beta_Predicted
2013-03-25,7.243408887933498e-05,0.533186763773669,0.00013749982654573633,1.0253271350606774,5.3211063083290655e-05,5.606491824072174e-05,0.7346135487661454
2013-03-26,7.339742545776695e-05,0.5408215173105761,0.00014083369591737422,1.0133891537575728,5.498543483470709e-05,5.453380827279655e-05,0.7491466422939568
2013-03-27,7.311742529462491e-05,0.549729628716012,0.00013671619459660616,1.059724339139973,5.4962891300705794e-05,6.289810212842729e-05,0.7517071488668281
2013-03-28,6.422356192814954e-05,0.5525918051168145,0.0001456587803401049,1.034177268191728,5.344658597683875e-05,6.175762968302158e-05,0.83219591645559
2013-04-01,6.678777769649997e-05,0.5599432262810604,0.00019408680426186874,0.8916675012445809,6.375151301842233e-05,5.3435736734944846e-05,0.9545386179507999
2013-04-02,6.451960799026473e-05,0.5607479285053207,0.00019179375638088438,1.018931576504599,6.237790296861735e-05,6.583081265456523e-05,0.9668053621471082
2013-04-03,6.836168011312682e-05,0.5584278126200732,0.0001786116227571781,1.021477822645961,6.170612325012081e-05,6.472051139997122e-05,0.9026419939944103
2013-04-04,6.901245142532413e-05,0.5566268509213352,0.0001988515976431461,1.0872085536723393,6.520673002234708e-05,7.194215035934749e-05,0.9448545686412099
2013-04-05,6.697476452894188e-05,0.5641806277553578,0.0001839352285563647,1.1042561921760772,6.261901409294226e-05,7.226659157682442e-05,0.9349643038443627
2013-04-08,7.273438811092278e-05,0.5663790098705869,0.00018160426436684548,1.1251899907427017,6.509386604621728e-05,7.62323715570738e-05,0.8949530990340717
2013-04-09,7.022991067372413e-05,0.5727326663385283,0.00017723137534685676,1.095173032500406,6.389741899404062e-05,7.610121469685922e-05,0.9098319844218064
2013-04-10,6.636144982931065e-05,0.5825523490739002,0.00017208487959904147,1.1007245704398456,6.225356788670529e-05,7.837206430051554e-05,0.9380983695628815
2013-04-11,6.716170407401359e-05,0.5880528888055817,0.00016613658425258291,1.1449871507918603,6.21169151682217e-05,8.261294192929732e-05,0.9248859305262351
2013-04-12,6.98842565011876e-05,0.6054427539562984,0.00017334323823742676,1.1924503131696544,6.663711909708605e-05,8.712528470883609e-05,0.9535354947355509
2013-04-15,9.593981606210937e-05,0.5906861099233044,0.00017977653355151876,1.4126168856906314,7.757516362259758e-05,8.526030689394796e-05,0.8085815337854837
2013-04-16,8.836558039441448e-05,0.5841888202847191,0.00018006655197247098,1.4084188077048791,7.369047109927016e-05,8.639895826023868e-05,0.8339273138970756
2013-04-17,8.959564094882932e-05,0.5924650592519717,0.00018358354026745558,1.5262652507979555,7.598415768180561e-05,0.00010846883136837312,0.8480787332634004
2013-04-18,9.719405369416862e-05,0.5962784683473907,0.00018531823715682547,1.4997444904974695,8.002543715558841e-05,0.00010520207616319205,0.8233573363180933
2013-04-19,7.72897485213767e-05,0.6187149753731789,0.00020347560329480335,1.5319037526264538,7.759035650547974e-05,0.00011116722291520286,1.0038893642411049
2013-04-22,7.797978274745508e-05,0.6317956685007015,0.00021053281209192567,1.5371630176275155,8.095199391636522e-05,0.00011398142239566366,1.0381151506735524
2013-04-23,8.499754389235151e-05,0.6391453004688741,0.0002199941364630879,1.4995763051219804,8.73993778263729e-05,0.00011090613583647028,1.0282576863287165
2013-04-24,7.773768893068322e-05,0.6382432316005016,0.00021801944536282996,1.5209186959118492,8.309016967360118e-05,0.00011351478143756725,1.0688530983689346
2013-04-25,6.90805921567358e-05,0.6453811719513579,0.00021880936536528708,1.4990179264986234,7.934640788078168e-05,0.00011209428937276658,1.1486063654572318
2013-04-26,7.034557142953508e-05,0.6458868391110735,0.0002305749175437434,1.507472475977979,8.225851162355893e-05,0.00011360675033685444,1.169348829669498
2013-04-29,6.776168711759701e-05,0.6474943392698407,0.0002267455171611413,1.5099320126178175,8.025968224526194e-05,0.00011247456308983017,1.1844404361711847
2013-04-30,5.8041023931509805e-05,0.6284343890819729,0.00022752911951491218,1.5067897351084398,7.221808502233367e-05,0.00011208500405033058,1.2442593209167578
2013-05-01,6.311211636341748e-05,0.6273608768440176,0.0002223597733104173,1.5079903573135789,7.431935214132407e-05,0.00011287566169524389,1.1775766116504816
2013-05-02,6.214021471172626e-05,0.6189312688222854,0.00021940870841846686,1.5096304966364256,7.226961303501625e-05,0.00011131626660599272,1.1630087435371945
2013-05-03,7.476459886581012e-05,0.6386661350551412,0.00024059132857897763,1.5001192048928205,8.56568062460691e-05,0.00010902768560041238,1.145686695916187
2013-05-06,7.535412832838797e-05,0.6459161800303461,0.000250316527354415,1.5047254532053107,8.871038242332107e-05,0.0001092174986959023,1.1772464812641386
2013-05-07,7.392273390092128e-05,0.6504581176593944,0.00025662622045628786,1.5486807071800186,8.958986083341201e-05,0.00011760671172521263,1.2119392249952416
2013-05-08,6.958015556766957e-05,0.6584845337330165,0.00026010568968779483,1.5461065137817227,8.858561461631313e-05,0.0001168682854789981,1.2731448197203292
2013-05-09,7.111722928104653e-05,0.6659898209965412,0.00026136118981442773,1.5474383907233884,9.079784787713929e-05,0.00011691294197265437,1.276734889632966
2013-05-10,7.562958883543677e-05,0.677900289243662,0.00027432230943961913,1.5533411440959346,9.764325602785891e-05,0.00011779653751936891,1.2910721522011963
2013-05-13,7.357910230951406e-05,0.679599202259832,0.0002935675450486317,1.556057690818321,9.988128555272674e-05,0.00011813696279032902,1.3574681182242654
2013-05-14,7.590263764609063e-05,0.6828993596352393,0.00030519706071393784,1.5774317167375436,0.00010393822905675905,0.00011722589180771974,1.3693625449670048
2013-05-15,7.650099964197039e-05,0.6821648171995865,0.0003085723412003921,1.5719031487380746,0.00010480967388606215,0.00011602146152455985,1.3700431939004483
2013-05-16,7.639729836462006e-05,0.6839379369096582,0.0003313873688540752,1.5618036003219915,0.00010882374562161542,0.00011440950349133906,1.4244449470220035
2013-05-17,7.425705624970095e-05,0.6773627697342298,0.0003465320614916968,1.554790898096699,0.00010865804778893479,0.0001111284871631972,1.463268991212837
2013-05-20,7.217439206379002e-05,0.6742117527953133,0.00035238951427125366,1.5583603127884118,0.00010752250519453542,0.00011192529964794663,1.4897597627078538
2013-05-21,7.13709588975209e-05,0.6643714208533751,0.00035547574352520376,1.541993823685259,0.00010582217748921929,0.0001108689835611114,1.4827063994077156
2013-05-22,7.35750525384875e-05,0.6626872154742846,0.00034786900872125234,1.542967844032701,0.0001060185237336734,0.00010883958882025848,1.4409574995303542
2013-05-23,7.454058968752127e-05,0.6539074629433851,0.0003960612893195502,1.5214303531325557,0.0001123553881573014,0.00010736340981602273,1.507304793647355
2013-05-24,7.630250921850573e-05,0.6610748813379443,0.0003766968707407497,1.5133206978993807,0.00011207689017653447,0.00010674089718653784,1.468849338303967
2013-05-28,7.438631671877e-05,0.6623910506138088,0.000349536419235277,1.5386251443876129,0.00010680884040314864,0.00010743138743955705,1.4358667711288549
2013-05-29,7.273626036607267e-05,0.6644783585672543,0.0003232241543189852,1.558202506787484,0.00010188452597123567,0.00011130895139974531,1.40073912871604
2013-05-30,7.309916508279677e-05,0.6608747913692312,0.0002909731855808686,1.5728428659814206,9.638331936581636e-05,0.0001120714939469945,1.3185283204896592
2013-05-31,7.696255068093324e-05,0.6732108110850878,0.00030004857341931233,1.5680433942061494,0.00010230258109682468,0.00010356536021722176,1.329251437117055
2013-06-03,7.835861755638394e-05,0.6706482090706974,0.00030156204406897027,1.5816148926672224,0.0001030923622302287,0.00010521105072043616,1.3156480479769475
2013-06-04,7.696792659140356e-05,0.653944500266205,0.00027215198484210505,1.6691554956952956,9.464584182484327e-05,0.00011046575622830243,1.22967898469301
2013-06-05,8.390672708275947e-05,0.6716170127911407,0.00031673036192420717,1.5738479043065583,0.00010948759793301564,9.63348085572581e-05,1.3048727049623217
2013-06-06,8.864935953499249e-05,0.6655510784210252,0.000304360927569926,1.6129468433726992,0.00010932352892561847,9.694793609065821e-05,1.2332128455193778
2013-06-07,8.584609796353898e-05,0.6853475435603791,0.0002819706104969555,1.5295667026129482,0.00010662844176438923,8.712879164114276e-05,1.2420883918297259
2013-06-10,7.344670994631798e-05,0.6933340438028771,0.0002861715386204164,1.5365592046600616,0.0001005175553374078,8.770544293205993e-05,1.3685780535421646
2013-06-11,7.540176794643908e-05,0.704297908367996,0.00028361535254030443,1.5119217077286864,0.00010299402511490767,8.325350543416227e-05,1.3659364749652618
2013-06-12,7.564969572692771e-05,0.7047182482410945,0.00028395435481372533,1.523368171621141,0.00010328645623045313,8.864439340649977e-05,1.3653254681061202
2013-06-13,7.668406692361186e-05,0.7108850467918134,0.0002882519717722872,1.5122658556139787,0.00010569102049634685,8.107933919996529e-05,1.3782657172008104
2013-06-14,7.978958283363962e-05,0.7149565714330528,0.0003114128046937303,1.4298339509446214,0.00011269924133166049,7.669820743728105e-05,1.4124555778996506
2013-06-17,6.406673037804978e-05,0.7153710665586636,0.00031547337375575836,1.348299264647123,0.00010170188591331976,7.126594729170194e-05,1.5874368071101743
2013-06-18,5.269216623890948e-05,0.7333847922318366,0.000306450347796218,1.3416909533304937,9.319336340218358e-05,7.02026457447859e-05,1.768637921994689
2013-06-19,5.313666894497608e-05,0.7294510832875769,0.0002776678649049842,1.3622840181407558,8.860457501116993e-05,6.772417421299691e-05,1.667484559540634
2013-06-20,6.610900161714408e-05,0.7557268676551312,0.0003046982607237989,1.2529350182331078,0.00010725811232584269,4.3601521586135487e-05,1.6224433844426323
2013-06-21,6.524441916700448e-05,0.7331729287879132,0.0003212199787528734,1.3485903041540463,0.00010614007253750311,4.732264545736314e-05,1.6268069191606882
2013-06-24,5.5679700730278476e-05,0.7174919800245371,0.00029845834407823973,1.1438732663668578,9.249267920486047e-05,4.293579617934431e-05,1.6611561842422617
2013-06-25,5.683904438603972e-05,0.7072334802381322,0.00026186584991451666,1.1316607172477555,8.628307781236687e-05,4.0680355751663876e-05,1.518024779346201
2013-06-26,5.616484134519195e-05,0.6877713431320396,0.00022179561596504476,1.223879534039586,7.676315629195755e-05,4.167751460522032e-05,1.366747496359285
2013-06-27,5.600093181678947e-05,0.6804749649796292,0.00021774517539067525,1.2112396884991308,7.514222475128413e-05,4.0805800337972815e-05,1.3418031149395262
2013-06-28,5.651835513949762e-05,0.6711148815214117,0.00020702624341162982,1.3089591670769782,7.25946017360414e-05,4.3972511387227986e-05,1.2844429310949455
2013-07-01,4.0959150997653995e-05,0.6392968660008909,0.00020005701083105872,1.3159015695871363,5.787019371777407e-05,4.513327191748817e-05,1.4128758118323468
2013-07-02,4.708768430286185e-05,0.6195514221077899,0.0001889407380936543,1.324022067329028,5.843779606634609e-05,4.535193838735887e-05,1.241042045951587
2013-07-03,4.5307854285029834e-05,0.6063531596025034,0.00017545975288298286,1.323784585987395,5.406312545487529e-05,4.5343263636031045e-05,1.1932395896474464
2013-07-05,5.048108536897671e-05,0.5964558732590626,0.00017148190235094396,1.4071147873935308,5.549473830283107e-05,4.748192892778555e-05,1.099317455185611
2013-07-08,5.858594159480322e-05,0.5880579285912125,0.0001695053351449573,1.4459091567753943,5.860146901401734e-05,4.944149193335497e-05,1.0002650366076133
2013-07-09,6.185296409698371e-05,0.6034239432671954,0.00016594732003492432,1.4479003672613089,6.113471872923178e-05,4.82898611397889e-05,0.9883878585571786
2013-07-10,6.043816195282401e-05,0.6143026591326644,0.0001698331779564014,1.4525705443158294,6.223709131296912e-05,4.878148858244702e-05,1.0297647926743585
2013-07-11,6.428746384905295e-05,0.6208274356017941,0.0002064548849560415,1.3539051686996872,7.152314932715668e-05,4.0261409744178026e-05,1.1125520442849188
2013-07-12,6.999194674271863e-05,0.6144148814417929,0.00020227924587546846,1.3777852204954557,7.310741457198062e-05,4.190532213718185e-05,1.0445118042039043
2013-07-15,7.060701256657018e-05,0.613019080040125,0.00020250773820947246,1.3364391299281175,7.330248906873718e-05,4.078744337505326e-05,1.0381757619276928
2013-07-16,3.5042919617133015e-05,0.6142407774273718,0.00019514603896020506,1.4475840839345893,5.079472996973865e-05,4.7523131793608794e-05,1.4495005132193477
2013-07-17,3.792838595062833e-05,0.6170806894906663,0.00018595931095395947,1.4421829088355502,5.182425899228706e-05,4.741456465893213e-05,1.3663713256806418
2013-07-18,3.7451029819475974e-05,0.6233619982016085,0.00018517882025490535,1.374654371902423,5.191201201202246e-05,4.91416697528539e-05,1.3861304285156457
2013-07-19,4.0860668714576163e-05,0.6306274955950977,0.00018355371708140777,1.3550334265188926,5.461440782266006e-05,4.907324070358136e-05,1.336600930448736
2013-07-22,3.950888193740232e-05,0.6349855548740302,0.0001755771747838508,1.3481741416498134,5.28865508143952e-05,4.8892296453465385e-05,1.338599024345675
2013-07-23,3.3171208880188284e-05,0.6298079275675366,0.00016457763413472363,1.3483266613470573,4.653440656608673e-05,4.901582762339548e-05,1.4028553114891058
2013-07-24,3.471216593235655e-05,0.6290238163133668,0.0001637101700097882,1.363952012435429,4.7418277674422734e-05,4.9589659650138314e-05,1.366042031684987
2013-07-25,3.488954269695917e-05,0.6236621549835006,0.0001718111484915856,1.4008634329421537,4.828616343955781e-05,5.145506089073724e-05,1.3839723798892394
2013-07-26,3.343176772700175e-05,0.6074690057918822,0.0001829357558716333,1.4247350543619648,4.7506506452335035e-05,5.318670324341872e-05,1.420998938502602
2013-07-29,3.360094972876798e-05,0.6041562242060532,0.00013560415548988355,1.3124437005391945,4.078134355939104e-05,5.0581561866968596e-05,1.2136961570605684
2013-07-30,3.816574763863081e-05,0.6258714895139001,0.00013273839975378617,1.3159410249810597,4.4547193092520216e-05,5.074799766929063e-05,1.1672034703554504
2013-07-31,3.750748633018741e-05,0.6241144822769844,0.00013702717781167393,1.301260023827516,4.47431541969559e-05,5.268477473915073e-05,1.1929126309097646
2013-08-01,4.226173154810077e-05,0.6384317227401144,0.000155347617424031,1.1872768920944656,5.1729752466272226e-05,4.600363665734602e-05,1.2240329624780115
2013-08-02,4.130983358011611e-05,0.6499854686970626,0.00016690260986630125,1.2147739608156736,5.397118257776638e-05,4.887176432824113e-05,1.3064972162885844
2013-08-05,3.7225611971094185e-05,0.6510681767768035,0.00014958071243779147,1.1550082582977548,4.8583096313331705e-05,4.970356742661887e-05,1.3050986603271062
2013-08-06,4.1983018398946586e-05,0.6658295149660945,0.00014371202651481267,1.1897136628458762,5.1718560569535305e-05,5.0548115915364016e-05,1.231892382726655
2013-08-07,4.81253999850549e-05,0.6766804984537989,0.00013610290934596125,1.060955690355519,5.476518271943297e-05,5.6117980893732624e-05,1.137968364656502
2013-08-08,4.5117615842124565e-05,0.6732721417504818,0.00010393885470577251,1.0594407191557935,4.610549397634068e-05,5.670494424852937e-05,1.0218956191673092
2013-08-09,4.7210405389653165e-05,0.6919487713067856,0.00011494803354412349,1.0575775909403036,5.097339738487845e-05,5.6741234747308714e-05,1.0797068350539942
2013-08-12,4.729046229109182e-05,0.6917700250181417,0.00010057202913523178,1.0616266808939154,4.770755127643264e-05,5.8246740800776006e-05,1.0088197273854815
2013-08-13,5.1414947954433665e-05,0.685702788490948,0.00011814033614684562,1.0240913703283514,5.3441632590986625e-05,6.036131684203532e-05,1.0394181987376336
2013-08-14,5.361675369996386e-05,0.6736313257686236,0.00012928537548186284,1.0260035698652643,5.6085065727791546e-05,6.064362476296247e-05,1.0460362080412442
2013-08-15,5.120699157562921e-05,0.6862814024437932,0.00014469794127864016,1.010623826230754,5.9074225572032865e-05,5.5437901258149766e-05,1.1536359343583833
2013-08-16,4.9139520575593413e-05,0.6821574861445258,0.00014612445436189527,1.015201374409474,5.780448793199377e-05,5.526735851371109e-05,1.1763339824016124
2013-08-19,5.1240075352845624e-05,0.6792883780160409,0.0001365681151353871,1.0255587099485148,5.682425124705997e-05,5.4936891622096485e-05,1.1089806339229793
2013-08-20,5.687877447837599e-05,0.6544961235398989,0.00013663808247998228,1.0866819301218864,5.769897168564845e-05,5.8801155824294143e-05,1.0144200928165967
2013-08-21,5.746511661394483e-05,0.6423964098636544,0.00014601185008168753,1.0667022102929753,5.884360929810081e-05,5.647153698140088e-05,1.023988338758917
2013-08-22,5.43081375808944e-05,0.6378230325998626,0.0001810051927365777,1.05090223676825,6.323800637258851e-05,5.4452767111036795e-05,1.1644296635728426
2013-08-23,4.6628310947370826e-05,0.6050879224299829,0.00017743131575071228,1.0387009625345245,5.5037470161657824e-05,5.37188546843422e-05,1.18034449551
2013-08-26,5.7057237442025364e-05,0.6340428348983616,0.00018032890909081207,1.0255013069877337,6.431416670741684e-05,5.280393257012995e-05,1.1271868318680007
2013-08-27,6.26349019454684e-05,0.6114999669858091,0.00017898298323406337,1.0608839747027417,6.474563730969797e-05,4.8032413992839945e-05,1.0336990287949557
2013-08-28,6.352118414260544e-05,0.6069724409745022,0.0001910968277198561,1.067049617050702,6.687364637792508e-05,4.870599732053212e-05,1.0527770739883147
2013-08-29,6.345432123592429e-05,0.619333786019778,0.0002057335235449946,1.0618008764883609,7.076327200090495e-05,4.848273112331549e-05,1.1151844448513737
2013-08-30,6.533098257867051e-05,0.6242731924563839,0.00021568722778894276,1.019306522751827,7.410482655579906e-05,4.608491448094021e-05,1.1342983624433205
2013-09-03,6.741624909395761e-05,0.6403568704153093,0.0002271842486372558,1.0022969438834737,7.924894233923507e-05,4.565405183324344e-05,1.175516932554143
2013-09-04,5.29054408502055e-05,0.6414928471004002,0.00022032531423134312,0.9925455142246687,6.925867617417358e-05,4.447884069990507e-05,1.3091030914999844
2013-09-05,5.526096611110341e-05,0.6434669658040548,0.0002075344966862102,1.0263032965691,6.890974467671856e-05,5.059533702542292e-05,1.246987693595041
2013-09-06,5.903493096893949e-05,0.644740945207497,0.0001941323859221468,0.9971021763016094,6.902219677890632e-05,5.245116726296378e-05,1.16917553126676
2013-09-09,5.950680039687122e-05,0.6521408751232666,0.00019045234633430105,0.9366698600147604,6.942531922758597e-05,4.787001074998834e-05,1.1666787453629628
2013-09-10,6.058865375686932e-05,0.6621925076389759,0.00018667188133461682,0.9098064539691738,7.042378553543982e-05,4.591036364110167e-05,1.1623262965709225
2013-09-11,5.2548421709793746e-05,0.6535567740875283,0.00017380907821883647,0.920639924839886,6.2459627077187e-05,4.7365733904651926e-05,1.1886109048551319
2013-09-12,5.463125330927889e-05,0.6559093811598213,0.00016240486323788775,0.9204078937971216,6.178228114981269e-05,4.7330082910685664e-05,1.1308962801942386
2013-09-13,5.629719144726608e-05,0.6368684822872187,0.00014212216516155222,0.9325897220150374,5.6967089172390926e-05,4.812996383263677e-05,1.011899309857266
2013-09-16,5.4138744378514925e-05,0.641380797492713,0.0001429488063771232,0.9135520186045611,5.6423537313448094e-05,4.719683412103664e-05,1.0422025475685006
2013-09-17,5.7555509167455784e-05,0.6384508959493267,0.00013997338059687657,0.9313356970956448,5.730515304483439e-05,4.81004635067868e-05,0.9956501796918694
2013-09-18,6.204530316157312e-05,0.6478930392009369,0.0001493565327975333,0.8272663763464909,6.236915801377398e-05,4.088480881422908e-05,1.0052196513788885
2013-09-19,6.178297806302708e-05,0.6446403316852234,0.000145195495226521,0.817037607214704,6.105601618824094e-05,4.123958412651958e-05,0.9882336219849335
2013-09-20,6.675064824066973e-05,0.6374715078285428,0.0001405895213512476,0.8201999339164543,6.175398649565917e-05,3.854851046761149e-05,0.9251443712277508
2013-09-23,6.644616634370019e-05,0.6339667902279011,0.00013564999356367182,0.8486783962593143,6.018820086250531e-05,3.930618568935934e-05,0.9058190137136753
2013-09-24,6.687102886618699e-05,0.6328034959861144,0.0001308533652695375,0.8583825889381622,5.91943587923732e-05,3.9506337968870064e-05,0.8852018549142519
2013-09-25,5.221698153901886e-05,0.6281375610412544,0.00012384230813495872,0.862122779419474,5.0512069766896145e-05,3.9322399232000934e-05,0.9673494767052222
2013-09-26,5.0374063840171386e-05,0.6232592729601686,0.00011952199516995942,0.8450617773859131,4.836109881529012e-05,3.852630288656724e-05,0.9600396539126151
2013-09-27,5.122431082106018e-05,0.633752604662757,0.00011100597154259332,0.8360603739571503,4.778933534408393e-05,3.7728611743785716e-05,0.9329424755176208
2013-09-30,5.1567877421329924e-05,0.6511342206362203,0.00010273858482067145,0.8248010188211005,4.7394390005025495e-05,3.698188389421413e-05,0.9190680783270293
2013-10-01,5.3629225784131454e-05,0.6417949806146264,9.681723269766343e-05,0.8620104892975493,4.624591881739842e-05,3.7874882699227077e-05,0.8623268029926007
2013-10-02,4.9785428743887e-05,0.6375189208290413,9.766072190911792e-05,0.8687095281187763,4.445331669708629e-05,3.8710245495647134e-05,0.8928981394489764
2013-10-03,5.1677659876475144e-05,0.6397138924938319,0.00010041860845096545,0.894832589331624,4.608337748240215e-05,3.94207301081599e-05,0.8917465998374349
2013-10-04,4.988490741732951e-05,0.6240521103751249,9.388477086766167e-05,0.9052780587598208,4.270738860778746e-05,3.9180095057875695e-05,0.8561184297788502
2013-10-07,5.300164613196136e-05,0.6378511024223271,9.798629982503265e-05,0.8310607032465065,4.596705374851093e-05,3.44712257631249e-05,0.867275964109945
2013-10-08,5.7418241986777646e-05,0.6349596573524479,9.819745616995955e-05,0.8764587329470975,4.767834779121941e-05,3.613297216173242e-05,0.8303693415447803
2013-10-09,4.671951297786224e-05,0.6276023496933775,0.00010364952597727813,0.8689337489854445,4.367343732179394e-05,3.629353845760664e-05,0.9348007831864243
2013-10-10,5.493659376391755e-05,0.6244520700863354,0.00010140532294496023,0.9175308388261578,4.6607987419792594e-05,3.007350781673414e-05,0.8483960185097025
2013-10-11,5.397060840252837e-05,0.62422910376189,9.943782853838798e-05,0.891975646875146,4.572971407863325e-05,2.91872930704062e-05,0.8473077371588597
2013-10-14,5.390763459317086e-05,0.6243648271303932,9.818026204339302e-05,0.878319373448186,4.542298397925346e-05,2.8925503016022717e-05,0.8426076254699504
2013-10-15,5.553151341989191e-05,0.6265171019747332,9.781301081654627e-05,0.8582140454056165,4.6174372144003956e-05,3.163918899507795e-05,0.8314985366032517
2013-10-16,4.144281603770634e-05,0.6253202570231566,9.545455645099246e-05,0.8807179276329591,3.933013695504486e-05,2.945823423204612e-05,0.9490218261051738
2013-10-17,4.1583055321708076e-05,0.625014234611421,9.53337256130808e-05,0.8632755934075296,3.935241496936152e-05,2.828169569755511e-05,0.9463569875977326
2013-10-18,4.3823960134694674e-05,0.6150982068984266,9.880159386975692e-05,0.8959199179845798,4.047457025517471e-05,2.906803781364137e-05,0.9235717203733875
2013-10-21,4.4710412594374516e-05,0.616618512225162,0.00010427055815715994,0.8860182412593571,4.210190500550063e-05,2.8754576304497376e-05,0.9416577160103844
2013-10-22,4.4371990394003997e-05,0.6190563798566197,0.00010977244917211086,0.919653650852999,4.320473402075827e-05,2.97131029685275e-05,0.9736938468867186
2013-10-23,3.6244305626284386e-05,0.6237084536705614,0.00011286216883310061,0.8513417975770234,3.989107300318458e-05,2.6858638147025822e-05,1.1006162847897287
2013-10-24,4.040389782719303e-05,0.6196322433931603,0.00010832859190708897,0.8303396253656247,4.0993706736505864e-05,2.613369493907236e-05,1.0145978220179508
2013-10-25,3.967999624918889e-05,0.6089862231056673,0.00010895761145276892,0.8705696934621323,4.004258131110366e-05,2.7423091220265535e-05,1.0091377292386257
2013-10-28,4.081308187982178e-05,0.6079492484439852,0.0001038548599494867,0.9235667552012172,3.958042319316399e-05,3.143464544166642e-05,0.9697974612579495
2013-10-29,4.2024721372673885e-05,0.6046680563562864,0.00010159116673941695,0.9092529207957808,3.950912590631934e-05,3.053804495271324e-05,0.9401401036298057
2013-10-30,3.243679795796633e-05,0.5967992226237776,9.631551618358634e-05,0.929664294278624,3.33576436443832e-05,3.0809505640525296e-05,1.0283889207439698
2013-10-31,3.3498134377451295e-05,0.5942800814727814,9.418365814891444e-05,0.921346851413084,3.3380225157402016e-05,3.083020273682515e-05,0.9964801257669845
2013-11-01,3.528785039280735e-05,0.587650276469021,9.478348432769526e-05,0.9325496655950768,3.3985830057164605e-05,3.1170621886703336e-05,0.9631028719191087
2013-11-04,3.477448195487655e-05,0.5819659034940647,8.809448232558771e-05,0.9367836987448482,3.221085324138741e-05,3.116467382733406e-05,0.92627844990428
2013-11-05,3.766596277267884e-05,0.5862076549891353,8.295100148854139e-05,0.9277272905871116,3.276701188432485e-05,3.058226795326363e-05,0.8699369263990389
2013-11-06,3.8333959556374354e-05,0.5962232587261772,8.204667183062364e-05,0.8528291021217105,3.343730283225064e-05,3.165127645311745e-05,0.8722632156763604
2013-11-07,4.0431492315281525e-05,0.617908139790068,8.67781992711482e-05,0.7149277965011179,3.6600677024208514e-05,2.5191668155928812e-05,0.9052516968406552
2013-11-08,4.3778322206368926e-05,0.626295392571219,8.773772906254116e-05,0.7459739573753876,3.881521249437024e-05,2.4001449082509846e-05,0.8866308834632166
2013-11-11,4.088414418239951e-05,0.625979941023869,8.080854815036896e-05,0.7488450833589395,3.5980444516439416e-05,2.4166588029467108e-05,0.8800586446402583
2013-11-12,3.99781619662566e-05,0.6203171221366398,8.248933991687666e-05,0.7569531427472309,3.562247534729115e-05,2.473536451193945e-05,0.8910483522818821
