Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_GOOG.L,Predicted_Covariance,Future_Cov_45_GOOG.L,Beta_Predicted
2013-03-21,6.814178529168062e-05,0.6207312138226407,0.00015767698908880913,1.1015053532160863,6.434199131350013e-05,5.999395982195616e-05,0.9442369470961834
2013-03-22,6.79733209422515e-05,0.6222006801299927,0.00016223074956298882,1.1336423140283327,6.533807170510522e-05,6.117106224982902e-05,0.9612311242026099
2013-03-25,7.243408887933498e-05,0.6134797914854562,0.00016561172259181394,1.1674888828031726,6.719195839732335e-05,6.38383268355011e-05,0.9276289580898258
2013-03-26,7.339742545776695e-05,0.6081984838199698,0.0001682474360271181,1.1822960463965753,6.758650262356069e-05,6.362324451254218e-05,0.9208293370242274
2013-03-27,7.311742529462491e-05,0.6029563236615663,0.0001696504966945675,1.0727008310812145,6.715430627573111e-05,6.366829932522971e-05,0.9184446252741318
2013-03-28,6.422356192814954e-05,0.5332591951869659,0.00017776413434032745,1.065566899137608,5.697805476005188e-05,6.363211412922487e-05,0.8871830376489611
2013-04-01,6.678777769649997e-05,0.5266339167243395,0.00017986351908997353,1.1010928838171947,5.772033793406493e-05,6.598615445583896e-05,0.864235043069711
2013-04-02,6.451960799026473e-05,0.5226506387597883,0.00018136193547855112,1.005884738256407,5.653669492065467e-05,6.498788660903279e-05,0.8762715193369652
2013-04-03,6.836168011312682e-05,0.5185931213454058,0.00018290186026760765,0.9994533144239096,5.7988540357379014e-05,6.332504553290845e-05,0.8482609008646066
2013-04-04,6.901245142532413e-05,0.5257065520997699,0.00018318246526522798,1.0335690301732985,5.910838137758287e-05,6.83927461059159e-05,0.8564886503349602
2013-04-05,6.697476452894188e-05,0.5414352103853421,0.0001843657955133985,1.00505310610812,6.016477109746578e-05,6.577437631479712e-05,0.8983200093442167
2013-04-08,7.273438811092278e-05,0.5623553936597452,0.0001850717279027168,1.0524412048913976,6.524553544588208e-05,7.130359284506089e-05,0.8970383492658258
2013-04-09,7.022991067372413e-05,0.5760063114426395,0.0001878855999839195,1.0600375311077854,6.616602552365536e-05,7.365972439750722e-05,0.9421345533394045
2013-04-10,6.636144982931065e-05,0.5821006739201855,0.0001894272872511964,1.0002051652099249,6.52645435336734e-05,7.121503928109491e-05,0.9834707303945495
2013-04-11,6.716170407401359e-05,0.5878686712789396,0.00019078749131364297,0.9986328981020632,6.654510558973443e-05,7.205321174349905e-05,0.9908191953616953
2013-04-12,6.98842565011876e-05,0.5964105084130557,0.00018984187973625512,1.006083595172938,6.86959247436567e-05,7.350857197339714e-05,0.9829957158160407
2013-04-15,9.593981606210937e-05,0.5786700454115985,0.00018893581179701768,1.1294280806119332,7.790899185963516e-05,6.816808275694432e-05,0.8120610926458162
2013-04-16,8.836558039441448e-05,0.5601915975564954,0.00018842244109881065,1.06965977699384,7.228438170778019e-05,6.561790421966027e-05,0.8180151297048373
2013-04-17,8.959564094882932e-05,0.5456034001674642,0.0001872210635573135,1.0121580690421323,7.066394225043188e-05,7.193219058854306e-05,0.7886984400367214
2013-04-18,9.719405369416862e-05,0.545429101536384,0.00018596523321240337,0.9770441154647193,7.332870807403282e-05,6.85363874321172e-05,0.7544567315277266
2013-04-19,7.72897485213767e-05,0.5919760624825815,0.0001801995857275529,0.9022899918375474,6.986215643836852e-05,6.547739861906309e-05,0.9038993886627297
2013-04-22,7.797978274745508e-05,0.605047821237004,0.0001791156773254346,0.8679605514056181,7.150682771400345e-05,6.435971793364447e-05,0.9169918816725239
2013-04-23,8.499754389235151e-05,0.6094238865236052,0.00017805924085055244,0.8658888874904813,7.497300521505144e-05,6.403968257387049e-05,0.8820608429580502
2013-04-24,7.773768893068322e-05,0.6178750188990091,0.00017792258715751337,0.8613082502811692,7.266612338004325e-05,6.42843158176989e-05,0.9347605309547837
2013-04-25,6.90805921567358e-05,0.6313418153333706,0.00017795953774130398,0.8649870743838323,7.000083411465194e-05,6.468242287546306e-05,1.0133212806837006
2013-04-26,7.034557142953508e-05,0.631210070076608,0.00017142452539242308,0.8615016816386338,6.931524739220597e-05,6.492483811169097e-05,0.9853533916010451
2013-04-29,6.776168711759701e-05,0.6407806658814124,0.0001652673908098978,0.8365809893791383,6.781021009616697e-05,6.231676690299596e-05,1.000716082798909
2013-04-30,5.8041023931509805e-05,0.6506845609231068,0.0001613008792318182,0.8346013338367115,6.295879427151294e-05,6.208317703781444e-05,1.0847292140436091
2013-05-01,6.311211636341748e-05,0.6411480184694057,0.0001580071640316049,0.8296867984303371,6.40255127786574e-05,6.21034782606094e-05,1.014472599999346
2013-05-02,6.214021471172626e-05,0.6359887770242498,0.00015797029855676623,0.8347962405266104,6.301204089251527e-05,6.155572577474257e-05,1.0140299833985686
2013-05-03,7.476459886581012e-05,0.6300874204115471,0.00015401916255875582,0.7915089645012687,6.761393187554123e-05,5.7526355405680984e-05,0.9043575823485238
2013-05-06,7.535412832838797e-05,0.6393895613221163,0.00015091139949994584,0.7814521360716045,6.81836255241883e-05,5.672014617052202e-05,0.9048426016826693
2013-05-07,7.392273390092128e-05,0.6426261800097579,0.00015225288119692868,0.8107889897775934,6.817579081947335e-05,6.157126291343763e-05,0.9222574331578353
2013-05-08,6.958015556766957e-05,0.6526779303073994,0.00015171139742022817,0.7936976572327682,6.705802057347419e-05,5.999462751282753e-05,0.963752093199296
2013-05-09,7.111722928104653e-05,0.6470828274867989,0.0001512087418879875,0.7907460343750198,6.710204232284256e-05,5.974289237374779e-05,0.9435412909249256
2013-05-10,7.562958883543677e-05,0.6475484404675105,0.00014596600216351864,0.7896285604251473,6.803681708231305e-05,5.988092873096594e-05,0.8996058041562951
2013-05-13,7.357910230951406e-05,0.6397224949750289,0.00014363367433226312,0.7877417618712266,6.576532945333486e-05,5.9805892647610364e-05,0.8938044551928591
2013-05-14,7.590263764609063e-05,0.6330480554621769,0.00014176546395610706,0.7606677181778143,6.566747764320443e-05,5.652856519023163e-05,0.8651540931869927
2013-05-15,7.650099964197039e-05,0.6549642559933921,0.00013913697717862322,0.7113853089233734,6.757288112398566e-05,5.2507028384445914e-05,0.8832940934135646
2013-05-16,7.639729836462006e-05,0.6296138549671678,0.00013841830912418403,0.7030776676798106,6.47455682144631e-05,5.150376581185481e-05,0.8474850498698665
2013-05-17,7.425705624970095e-05,0.6181169340150182,0.0001335055152962574,0.7096608434051642,6.154448044432833e-05,5.072292101987168e-05,0.8288031273065203
2013-05-20,7.217439206379002e-05,0.6173647393664623,0.0001304095555711898,0.7072384439579622,5.9894658890574445e-05,5.079561774831333e-05,0.8298602479067319
2013-05-21,7.13709588975209e-05,0.6207799427268536,0.00012857440471720667,0.6953837225356251,5.946695533484188e-05,4.99979217285132e-05,0.8332094209386821
2013-05-22,7.35750525384875e-05,0.6074736596472033,0.00012596454878416945,0.6600282254958864,5.8481285381076814e-05,4.655780802598137e-05,0.7948521049371312
2013-05-23,7.454058968752127e-05,0.6076688150200944,0.00012441653176877533,0.6556951648922743,5.851974254527336e-05,4.6270713975022234e-05,0.7850721706199497
2013-05-24,7.630250921850573e-05,0.6051701285530973,0.0001205902221910442,0.6500962232136438,5.80500957768885e-05,4.5854030953072704e-05,0.7607888177130818
2013-05-28,7.438631671877e-05,0.5865102935824164,0.00011800274022403287,0.6403043677169302,5.495006523211006e-05,4.470795687848741e-05,0.7387120058633637
2013-05-29,7.273626036607267e-05,0.5723918901587902,0.00011473615325449217,0.65382586645793,5.2290055026051514e-05,4.670552850252055e-05,0.7188994149944208
2013-05-30,7.309916508279677e-05,0.567347195432223,0.00011221696966289034,0.6541908942087509,5.13847666949742e-05,4.661377968914076e-05,0.7029460136346638
2013-05-31,7.696255068093324e-05,0.5587846396222037,0.00011227235450590456,0.7059923204922232,5.194223118509748e-05,4.662903415334725e-05,0.6749026731252253
2013-06-03,7.835861755638394e-05,0.5679946038444404,0.00011080375518738787,0.7314908542616972,5.292548322942435e-05,4.8659709595599486e-05,0.6754264544208063
2013-06-04,7.696792659140356e-05,0.5686334174160403,0.0001106535208916451,0.7250587279526545,5.24771077470883e-05,4.798484077713625e-05,0.6818048773182023
2013-06-05,8.390672708275947e-05,0.5744608291793292,0.0001221533471204569,0.7847125752357683,5.815827237366135e-05,4.803204648998012e-05,0.693130031353723
2013-06-06,8.864935953499249e-05,0.5802168527091307,0.0001266333340230433,0.7888878193922917,6.147551288618309e-05,4.74169661643772e-05,0.6934682123892492
2013-06-07,8.584609796353898e-05,0.5679792735284234,0.0001277779383838119,0.7565707308146579,5.94868135233418e-05,4.309657987084056e-05,0.6929472035945927
2013-06-10,7.344670994631798e-05,0.5848118761323929,0.0001235277841032612,0.7534491283021418,5.570378194804872e-05,4.3006211100816645e-05,0.7584244684174755
2013-06-11,7.540176794643908e-05,0.5806770207335309,0.00011773905033872758,0.7592398166691162,5.4712387756953825e-05,4.1807307798928206e-05,0.7256114710177385
2013-06-12,7.564969572692771e-05,0.5804749087278113,0.00011370984067713251,0.7541706562843141,5.383764695478828e-05,4.388499221443025e-05,0.7116703700848412
2013-06-13,7.668406692361186e-05,0.58200103517734,0.00010992738276957864,0.7846593350820137,5.3435425247623714e-05,4.206909793629112e-05,0.6968256561151475
2013-06-14,7.978958283363962e-05,0.581795263278563,0.00010777133239628566,0.7495410797667582,5.395042924305598e-05,4.020638702888151e-05,0.6761588082938348
2013-06-17,6.406673037804978e-05,0.5939027699208318,0.00010407698472168249,0.7184133078725445,4.849634201102455e-05,3.79725824043236e-05,0.7569660840322845
2013-06-18,5.269216623890948e-05,0.5915723905167781,0.00010115919279212512,0.6548032305378958,4.319003947074828e-05,3.426192828675186e-05,0.819667183067062
2013-06-19,5.313666894497608e-05,0.6040610356724189,0.00010243172574496198,0.7179044836883013,4.456513542448843e-05,3.5689685611928284e-05,0.8386889187697554
2013-06-20,6.610900161714408e-05,0.5966262555790907,0.00010389248959266503,0.7278135561678296,4.9445268242305956e-05,2.5327553319313094e-05,0.7479354858307721
2013-06-21,6.524441916700448e-05,0.5916247110984633,0.0001060254431370648,0.7262656580204203,4.920656377428595e-05,2.5484991354670855e-05,0.7541880884606109
2013-06-24,5.5679700730278476e-05,0.5560224161868552,0.00010636482410874074,0.7692297244081168,4.278975106522247e-05,2.887338277183552e-05,0.7684982229430971
2013-06-25,5.683904438603972e-05,0.5507053401343782,0.0001039174197941476,0.8211008124252128,4.232401397545379e-05,2.9516508480275328e-05,0.744629232117228
2013-06-26,5.616484134519195e-05,0.5455027008942525,0.000103185351283212,0.816842123257219,4.152773044874339e-05,2.7816421939702703e-05,0.7393901496758776
2013-06-27,5.600093181678947e-05,0.5441463063448395,0.00010356335545239324,0.8321516422243892,4.143967768274579e-05,2.8034594709822335e-05,0.7399819313421118
2013-06-28,5.651835513949762e-05,0.5398732686028288,0.00010862507134398084,0.8932680357351563,4.2301095878434295e-05,3.0007994031567015e-05,0.7484488140892895
2013-07-01,4.0959150997653995e-05,0.5459604700724248,0.00010603456525434997,0.9120041027909166,3.597993728964567e-05,3.128024930773636e-05,0.8784346455742329
2013-07-02,4.708768430286185e-05,0.5494496344748218,0.00010741399693349088,0.9109568013663458,3.907617032555138e-05,3.1203148156325444e-05,0.8298596735872281
2013-07-03,4.5307854285029834e-05,0.5544434590399299,0.00010889541197823598,0.9116234649575716,3.894473948285017e-05,3.1225611437023334e-05,0.859558239899211
2013-07-05,5.048108536897671e-05,0.5546062569442431,0.0001102678714094763,0.9288986566985992,4.137839131260874e-05,3.134491968503708e-05,0.8196810946152506
2013-07-08,5.858594159480322e-05,0.5562748425153364,0.00011181625339878186,0.8770412709370348,4.5023431782911216e-05,2.998959424183832e-05,0.7685023156972688
2013-07-09,6.185296409698371e-05,0.5651275483870773,0.00011034953004246171,0.9120525649421544,4.668872140432535e-05,3.0418454687287325e-05,0.7548340178349213
2013-07-10,6.043816195282401e-05,0.562079002763456,0.00010968063870845805,0.9128561242816026,4.576336716757557e-05,3.0656329070085796e-05,0.7571932317084181
2013-07-11,6.428746384905295e-05,0.5564620458462955,0.00010901888777727691,0.8630680375122992,4.658537203601842e-05,2.5665265705986675e-05,0.7246416213493962
2013-07-12,6.999194674271863e-05,0.5531471133191869,0.00011036043953140295,0.8408447057866774,4.861512397200985e-05,2.55742823621403e-05,0.6945816802426252
2013-07-15,7.060701256657018e-05,0.5546124343235657,0.00011090175855294516,0.8280038410902032,4.907753447763349e-05,2.5270256629353307e-05,0.6950801725446446
2013-07-16,3.5042919617133015e-05,0.547889935239452,0.00010564004373677754,0.906402843510846,3.3335559594172546e-05,2.9756545590904694e-05,0.9512780315791464
2013-07-17,3.792838595062833e-05,0.5445085294449458,0.00010159532426159062,0.914189028202262,3.380054698101459e-05,3.005574017180719e-05,0.8911675552187488
2013-07-18,3.7451029819475974e-05,0.54839886643569,9.81012407429249e-05,0.8234991410909256,3.3240357094001755e-05,2.943876196112049e-05,0.8875685729932984
2013-07-19,4.0860668714576163e-05,0.5391293666020428,9.602748234165633e-05,0.883707814922087,3.3770966884432473e-05,3.200393840077919e-05,0.8264908026917682
2013-07-22,3.950888193740232e-05,0.5428360898083222,9.349553136613001e-05,0.8622209689210246,3.299221778748441e-05,3.126893026541282e-05,0.8350582494274861
2013-07-23,3.3171208880188284e-05,0.5463448906049183,9.127607492223776e-05,0.8694417666036618,3.0062563672487735e-05,3.160688650764284e-05,0.9062848381881793
2013-07-24,3.471216593235655e-05,0.5493734222947633,8.976921722004782e-05,0.8725366115331821,3.0667065506786406e-05,3.1723105507910054e-05,0.8834673574258428
2013-07-25,3.488954269695917e-05,0.565421250539889,8.825103343046863e-05,0.892316086667786,3.13747060222383e-05,3.2775627868909585e-05,0.89925816152852
2013-07-26,3.343176772700175e-05,0.5706068076148412,8.760462344482064e-05,0.8805485564741473,3.088020200968983e-05,3.287170805633364e-05,0.9236784085679351
2013-07-29,3.360094972876798e-05,0.5725598811220216,8.680647629850153e-05,0.9057249665614924,3.092236870388939e-05,3.490662754658858e-05,0.9202825799121602
2013-07-30,3.816574763863081e-05,0.5872525860385652,8.741754701150274e-05,0.9050717089250354,3.392041312203011e-05,3.490321838376429e-05,0.8887658495047104
2013-07-31,3.750748633018741e-05,0.5981566098013155,8.744524313818764e-05,0.9324661468363804,3.4256420487422054e-05,3.775322994512456e-05,0.9133222148201177
2013-08-01,4.226173154810077e-05,0.5949312069186183,8.709174313887556e-05,0.8277373555098141,3.609349065133088e-05,3.2072491938600065e-05,0.8540466594524311
2013-08-02,4.130983358011611e-05,0.5963416707165651,8.739275439722304e-05,0.8246814892176876,3.583105487715726e-05,3.3177892091008734e-05,0.8673734985561409
2013-08-05,3.7225611971094185e-05,0.584874564631359,8.91475110644048e-05,0.8464822215102586,3.369289039649852e-05,3.642674056225061e-05,0.9050997045437739
2013-08-06,4.1983018398946586e-05,0.5839870097747972,8.965899767145653e-05,0.8377640283082053,3.582918719899232e-05,3.559460947212086e-05,0.8534209441189519
2013-08-07,4.81253999850549e-05,0.5882010285801671,9.05904660679836e-05,0.8062368721428264,3.883776259368743e-05,4.2644933994908683e-05,0.8070117361257944
2013-08-08,4.5117615842124565e-05,0.5834581050131994,9.131647567702212e-05,0.805616318387622,3.745047402077291e-05,4.311938138103402e-05,0.8300632318830744
2013-08-09,4.7210405389653165e-05,0.5848584798865996,9.177575408811677e-05,0.8094182076084391,3.849759831887324e-05,4.342696830955144e-05,0.815447315080894
2013-08-12,4.729046229109182e-05,0.5921472776507761,9.233494617544117e-05,0.7672851145777482,3.912907369333075e-05,4.209752636536246e-05,0.827419986983328
2013-08-13,5.1414947954433665e-05,0.5983063970258201,9.332114947924521e-05,0.8135167159982903,4.144368712062032e-05,4.7949764711834794e-05,0.8060629985923482
2013-08-14,5.361675369996386e-05,0.6111630500814239,9.378160053081281e-05,0.7564146492931358,4.3337730800824236e-05,4.470912919237184e-05,0.8082871082300055
2013-08-15,5.120699157562921e-05,0.6112522876938911,9.449339418920926e-05,1.041218041592488,4.2519275214091795e-05,5.711615091571056e-05,0.8303412074363662
2013-08-16,4.9139520575593413e-05,0.6134862303929939,9.550465173640032e-05,1.0416644333446596,4.2027401563734856e-05,5.670800211645571e-05,0.8552668213171172
2013-08-19,5.1240075352845624e-05,0.6311628101660377,9.369889566555395e-05,1.0809495175724564,4.373342767429429e-05,5.790405358540311e-05,0.8535004559056635
2013-08-20,5.687877447837599e-05,0.5797029317620832,0.0001510757501541799,1.0241164157385765,5.3737566016947936e-05,5.541568997775406e-05,0.9447736261859462
2013-08-21,5.746511661394483e-05,0.5853460649595352,0.00019499284364229874,1.0407816101446314,6.196182284048791e-05,5.509929258579299e-05,1.0782510589294076
2013-08-22,5.43081375808944e-05,0.5519652898496039,0.0002374900257227281,1.0389315423666987,6.26854734240098e-05,5.383250253113698e-05,1.1542556275408447
2013-08-23,4.6628310947370826e-05,0.578013035669654,0.00027168078266399096,1.0472129998699933,6.505668575147143e-05,5.415907464483616e-05,1.3952185792211225
2013-08-26,5.7057237442025364e-05,0.561773013258516,0.00029711048990041375,1.0635115594721316,7.31434153646504e-05,5.476111272727231e-05,1.281930542798709
2013-08-27,6.26349019454684e-05,0.48410414997502976,0.00032626085236608964,1.035800966120355,6.920372788939208e-05,4.689675968836947e-05,1.1048748499621295
2013-08-28,6.352118414260544e-05,0.43484309521944675,0.000348088439419652,1.0425258326714566,6.466014453956461e-05,4.758659728778943e-05,1.0179304024686033
2013-08-29,6.345432123592429e-05,0.41829001370686764,0.00036595436876853116,1.0390097253673254,6.374139528082597e-05,4.74420677783706e-05,1.004524105518903
2013-08-30,6.533098257867051e-05,0.4133865833930499,0.000376129757019062,1.010198665341581,6.48014642196188e-05,4.567312978174845e-05,0.9918948355259456
2013-09-03,6.741624909395761e-05,0.40871661042589275,0.00038253440117329756,1.00629180984287,6.563565587691203e-05,4.5836015690052874e-05,0.9735880705174804
2013-09-04,5.29054408502055e-05,0.43218008989698076,0.0003912911893588588,0.9865799637463823,6.218203900471474e-05,4.4211507095946364e-05,1.175342989405847
2013-09-05,5.526096611110341e-05,0.45488574034718277,0.00039778131670147786,1.01268681815559,6.744251388474945e-05,4.992406341972201e-05,1.2204367500407929
2013-09-06,5.903493096893949e-05,0.46621577988747737,0.0004052225316803795,0.9733733958049332,7.210880385654059e-05,5.120294790856073e-05,1.2214599504567856
2013-09-09,5.950680039687122e-05,0.4332040607887452,0.0004094868955436185,0.9824213385614678,6.762321627248911e-05,5.0208213208883035e-05,1.1363947619681571
2013-09-10,6.058865375686932e-05,0.4128126709327938,0.0004138738127961909,1.0035119166123627,6.53706261012607e-05,5.0638898865641355e-05,1.0789252120303006
2013-09-11,5.2548421709793746e-05,0.38591942182946765,0.00042113231789035326,1.0318852124164466,5.740976367028511e-05,5.30891601295298e-05,1.092511664524176
2013-09-12,5.463125330927889e-05,0.36779138568143027,0.0004273140163559701,1.0199596931973425,5.6194744921855684e-05,5.2449329443961605e-05,1.0286189958653436
2013-09-13,5.629719144726608e-05,0.3797228970761557,0.00043454394150520823,1.012881531627158,5.939187004738297e-05,5.227373874400804e-05,1.05497039053921
2013-09-16,5.4138744378514925e-05,0.3756714263231354,0.00043635451215203483,1.0324582986141926,5.774069259422906e-05,5.3339888768473916e-05,1.06653180189276
2013-09-17,5.7555509167455784e-05,0.3734618900747474,0.00043245661797520276,1.053984871334053,5.891976618831001e-05,5.4434894956144824e-05,1.023703326416329
2013-09-18,6.204530316157312e-05,0.35605913129623695,0.0004342745320971404,1.0324408883160168,5.8446534296416656e-05,5.1024856730202526e-05,0.9419977229253783
2013-09-19,6.178297806302708e-05,0.3531605514019992,0.0004364122284443266,1.0292471192878578,5.799026067720411e-05,5.195075818792247e-05,0.9386122601284471
2013-09-20,6.675064824066973e-05,0.37380339780910665,0.0004336129039178737,1.1094073518818894,6.35948705320908e-05,5.214094655269823e-05,0.9527228904624153
2013-09-23,6.644616634370019e-05,0.3777117950175036,0.00043067416692105177,1.0502892722949322,6.389544846683037e-05,4.8643709261750787e-05,0.9616122642249074
2013-09-24,6.687102886618699e-05,0.38411119183998194,0.0004299262864380062,1.0461819985438134,6.512878310772654e-05,4.814964812199564e-05,0.97394617986293
2013-09-25,5.221698153901886e-05,0.37433579782845566,0.0004329311644366955,1.0231655556549926,5.6282926006422814e-05,4.666774318037371e-05,1.0778663252368523
2013-09-26,5.0374063840171386e-05,0.36813298875645245,0.0004289857654503753,1.0354065774509922,5.4116496386471594e-05,4.720410800854913e-05,1.0742928455836784
2013-09-27,5.122431082106018e-05,0.36168941400698384,0.000424789426536502,1.0455102540688304,5.3353229058073984e-05,4.718038514755826e-05,1.0415607004348124
2013-09-30,5.1567877421329924e-05,0.378801152209265,0.0004165219452028656,1.051681719031778,5.5516216816924605e-05,4.715461103878311e-05,1.0765658699375038
2013-10-01,5.3629225784131454e-05,0.38931940631436507,0.0003839219546900088,1.0439820341366033,5.586351906286402e-05,4.587032011089132e-05,1.0416618596681975
2013-10-02,4.9785428743887e-05,0.38254123956243946,0.00035380737048698943,1.039841699949625,5.077066179890229e-05,4.633600320791891e-05,1.019789586629527
2013-10-03,5.1677659876475144e-05,0.3814506260741191,0.0003282615047812602,0.9919458488743096,4.968207540758233e-05,4.369893324916937e-05,0.9613840008687922
2013-10-04,4.988490741732951e-05,0.3925997514070741,0.0003090935181744635,1.0386043613149398,4.8750553895871226e-05,4.4950407457782055e-05,0.977260586814997
2013-10-07,5.300164613196136e-05,0.3936510552228589,0.000292269655251725,1.0098158840999956,4.899457138176691e-05,4.188573853151576e-05,0.9243971641896217
2013-10-08,5.7418241986777646e-05,0.39319223597400954,0.00027635415176440045,0.959807258400778,4.952937822235622e-05,3.956910650180898e-05,0.862607013181663
2013-10-09,4.671951297786224e-05,0.38000609437427724,0.00027581811744920617,0.9782538292508468,4.313711637886296e-05,4.085960870396749e-05,0.9233211912826065
2013-10-10,5.493659376391755e-05,0.3629615530418901,0.00026600556489361456,1.126874898934994,4.387699231167729e-05,3.693508669960266e-05,0.7986842522532909
2013-10-11,5.397060840252837e-05,0.35932133517398984,0.00025838076623934243,1.1537400526556874,4.2431829039930314e-05,3.775276731141657e-05,0.7862025331169419
2013-10-14,5.390763459317086e-05,0.3597723239233342,0.0002496275293693907,1.167648799226905,4.173487610985487e-05,3.845392676595196e-05,0.7741923092122082
2013-10-15,5.553151341989191e-05,0.3638124251483804,0.00024385181734181598,1.1445156274314894,4.2336044634001325e-05,4.21940731895278e-05,0.7623787292430636
2013-10-16,4.144281603770634e-05,0.3633248125970323,0.00023914187610737199,1.1511371683641618,3.616991625640725e-05,3.850321115867901e-05,0.872766855985327
2013-10-17,4.1583055321708076e-05,0.37035266721553695,0.0002261439055448611,1.2279344447850726,3.591419355078958e-05,4.0228252216512874e-05,0.8636737554020203
2013-10-18,4.3823960134694674e-05,0.49992835616570763,0.00015745343200252354,0.7674651288247057,4.152786905273055e-05,2.490033421236173e-05,0.9476064902645267
2013-10-21,4.4710412594374516e-05,0.5005804599458531,0.00015043765205458254,0.7561307138333375,4.1054097095097814e-05,2.453924456023743e-05,0.9182222823026075
2013-10-22,4.4371990394003997e-05,0.5194601693877737,0.00014492788246684845,0.7626263749954554,4.16564907770859e-05,2.4639706465295093e-05,0.9388014918238816
2013-10-23,3.6244305626284386e-05,0.5635290046598457,0.00013454368180178014,0.8750319258476904,3.935209155040974e-05,2.7606028425160164e-05,1.0857454949246315
2013-10-24,4.040389782719303e-05,0.5976714786056974,0.0001268752148593095,0.8978419012728335,4.2791997437948476e-05,2.8258227880006334e-05,1.0591056739369384
2013-10-25,3.967999624918889e-05,0.6168396213496073,0.00012101657838313804,0.9488694105329736,4.2744526235858176e-05,2.9889545428216912e-05,1.0772311057547523
2013-10-28,4.081308187982178e-05,0.6311550115673394,0.00011583782292660872,0.9421868983654228,4.3397121458055044e-05,3.206840320215694e-05,1.0633140027465269
2013-10-29,4.2024721372673885e-05,0.6409731843122005,0.0001074993502681765,0.9022433835458352,4.3081935068369105e-05,3.0302623587831317e-05,1.0251569471768744
2013-10-30,3.243679795796633e-05,0.6283836994883564,0.00010176388876360231,0.862590824654948,3.61027883945229e-05,2.858665976657054e-05,1.1130194922848793
2013-10-31,3.3498134377451295e-05,0.6318940371422805,9.673279023777801e-05,0.9108089131246412,3.597008175566846e-05,3.0477581166172783e-05,1.0737935835579284
2013-11-01,3.528785039280735e-05,0.6305420578384808,9.286325479907829e-05,0.9175891960341698,3.609513015969808e-05,3.067056579625045e-05,1.0228769890459317
2013-11-04,3.477448195487655e-05,0.6214337674313305,9.131293157523576e-05,0.9293978764730813,3.5017998971811224e-05,3.0918964233588215e-05,1.0070027503860637
2013-11-05,3.766596277267884e-05,0.6242319384888327,8.978899897037391e-05,0.9163599689040618,3.630212824110694e-05,3.0207547406450773e-05,0.963791326938783
2013-11-06,3.8333959556374354e-05,0.6168096518557206,8.651818270087326e-05,0.8907748372275561,3.5521941556502776e-05,3.305956675308945e-05,0.9266442070578127
2013-11-07,4.0431492315281525e-05,0.6269353924090049,8.294772152370065e-05,0.9235219170166084,3.6306543439112945e-05,3.2541828394517044e-05,0.8979768334049468
2013-11-08,4.3778322206368926e-05,0.6274983368582345,8.047570842743929e-05,0.955336464119233,3.724556270590429e-05,3.073761392542043e-05,0.85077638494985
