Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_UNH,Predicted_Covariance,Future_Cov_45_UNH,Beta_Predicted
2013-04-16,8.836558039441448e-05,0.4382446436855888,0.00020851444858202792,0.7309942141519717,5.9487574384757295e-05,4.484258393276583e-05,0.6731984797614418
2013-04-17,8.959564094882932e-05,0.4367414627926284,0.00020669731297532634,0.7584898098097267,5.94340438234969e-05,5.390445941940109e-05,0.663358654439912
2013-04-18,9.719405369416862e-05,0.4762730831496109,0.0002273181512980545,0.6793219330996303,7.079342814239464e-05,4.765216888482681e-05,0.7283720089003969
2013-04-19,7.72897485213767e-05,0.4768639938409277,0.00021862996854146575,0.6040618766982285,6.198838547442755e-05,4.383557464779067e-05,0.8020259692950468
2013-04-22,7.797978274745508e-05,0.47511151646563166,0.0002156860326898976,0.5651169395655208,6.16165785554448e-05,4.1903709530416695e-05,0.7901609415224449
2013-04-23,8.499754389235151e-05,0.45841715372582686,0.0002119767970384323,0.6496936426826575,6.153301729309615e-05,4.805024668724184e-05,0.7239387689958084
2013-04-24,7.773768893068322e-05,0.44095652628906257,0.00020459977742454694,0.6729388989887378,5.5611443197764404e-05,5.022524362733647e-05,0.7153729929809434
2013-04-25,6.90805921567358e-05,0.4230071042728571,0.00019172026925477854,0.6797145827986997,4.8681023691339475e-05,5.0828026662159136e-05,0.7046989924592411
2013-04-26,7.034557142953508e-05,0.4312577894339204,0.00018747613460921812,0.6747232443713513,4.952543840731476e-05,5.0848765991590854e-05,0.704030650414493
2013-04-29,6.776168711759701e-05,0.4205589580690445,0.00018065171306942164,0.6723531767086413,4.6530748143053974e-05,5.008346677891423e-05,0.6866822554506677
2013-04-30,5.8041023931509805e-05,0.4240609628030356,0.00016996849241752805,0.6755463278637944,4.211919274690699e-05,5.0251611841084e-05,0.725679698494102
2013-05-01,6.311211636341748e-05,0.4224092039553715,0.00016764088548506484,0.6787335221054902,4.344899320812368e-05,5.080436691842136e-05,0.688441391474373
2013-05-02,6.214021471172626e-05,0.43215351239927374,0.00016345812639992496,0.7348320998632554,4.355396323844436e-05,5.4184627378205e-05,0.7008981774603595
2013-05-03,7.476459886581012e-05,0.4576903046430622,0.00016376172905938869,0.7890266699017079,5.0643757911744625e-05,5.734594385286185e-05,0.6773761737509172
2013-05-06,7.535412832838797e-05,0.47402833141056155,0.00016837366583960492,0.7783116552445363,5.339430132159526e-05,5.649220062743031e-05,0.7085783155623097
2013-05-07,7.392273390092128e-05,0.4737246830853476,0.00016496912139708322,0.7686782428087345,5.231381047742869e-05,5.8373375539791747e-05,0.7076823017333876
2013-05-08,6.958015556766957e-05,0.4938584382816919,0.00017597512644824243,0.7367182819281501,5.46475655128749e-05,5.5687626772479346e-05,0.7853901024944948
2013-05-09,7.111722928104653e-05,0.4962660887554596,0.00017492449940417705,0.7195314385333915,5.535123733388503e-05,5.436244688321936e-05,0.7783098117496079
2013-05-10,7.562958883543677e-05,0.5129853109827136,0.00017134487501037842,0.7229001128765807,5.839643818992265e-05,5.482062365558682e-05,0.7721374542573289
2013-05-13,7.357910230951406e-05,0.5254909498653231,0.00016882816385154894,0.7159296171192685,5.856861200647155e-05,5.4353865564993526e-05,0.7959951965722528
2013-05-14,7.590263764609063e-05,0.5543120447717219,0.0001701173937620196,0.8614215809582472,6.298789718347664e-05,6.401602806560503e-05,0.8298512296393278
2013-05-15,7.650099964197039e-05,0.5564649245103893,0.00016892564280656945,0.8788785472789381,6.325853646347723e-05,6.486962866620929e-05,0.826898168122394
2013-05-16,7.639729836462006e-05,0.5602193354963023,0.0001660170332863846,0.8970663386480509,6.309187277558819e-05,6.571435382935285e-05,0.8258390561727812
2013-05-17,7.425705624970095e-05,0.5439895352821854,0.0001699264663219115,0.893168847826585,6.110685363696288e-05,6.383913294177952e-05,0.8229097236427141
2013-05-20,7.217439206379002e-05,0.5409742978006955,0.00017284260590136137,0.8948702533500636,6.04217920389856e-05,6.427179929462088e-05,0.8371638514888065
2013-05-21,7.13709588975209e-05,0.5364028519830318,0.00017314849230966935,0.8918568140862468,5.962950460219046e-05,6.412428956652906e-05,0.8354869476786826
2013-05-22,7.35750525384875e-05,0.5283271837440728,0.00017629625143067792,0.8752028413487531,6.017135427500634e-05,6.173603536529762e-05,0.8178227836606761
2013-05-23,7.454058968752127e-05,0.5245085672865016,0.00017606483730228515,0.8674044174841983,6.008766299952178e-05,6.121048903674021e-05,0.8061066225986803
2013-05-24,7.630250921850573e-05,0.5203576586357659,0.00018285337055862062,0.8658983553413683,6.146428670537242e-05,6.107546632368218e-05,0.8055342784253473
2013-05-28,7.438631671877e-05,0.511330757677539,0.00018862313462414615,0.8439301065928739,6.056837522633463e-05,5.8925712077434346e-05,0.8142408160270064
2013-05-29,7.273626036607267e-05,0.5035676260074254,0.00019079265007269374,0.8220017315289099,5.932177076840478e-05,5.871903708709426e-05,0.8155735594577669
2013-05-30,7.309916508279677e-05,0.5023722230001418,0.00019380202633071552,0.8024247097252535,5.9794464882465263e-05,5.717604596361159e-05,0.8179910784854826
2013-05-31,7.696255068093324e-05,0.5284722291430405,0.00021237989406500918,0.6726114017778371,6.756450457209707e-05,4.4424307623577084e-05,0.8778880634063438
2013-06-03,7.835861755638394e-05,0.5020460285480949,0.0002106402628443729,0.6798084404748845,6.449968781473252e-05,4.522172915959776e-05,0.8231345808049886
2013-06-04,7.696792659140356e-05,0.503783376235618,0.00019826789383764742,0.6740245289869267,6.22335998238089e-05,4.46073655228572e-05,0.8085653671585286
2013-06-05,8.390672708275947e-05,0.4649912591275569,0.00016865988293166098,0.6535798488669445,5.5315784615661974e-05,4.000544744202585e-05,0.6592532749025298
2013-06-06,8.864935953499249e-05,0.5005560243133012,0.0001699989125709779,0.678986560909129,6.144882252506717e-05,4.081123068866288e-05,0.6931671345105603
2013-06-07,8.584609796353898e-05,0.49263403049149374,0.00017640908164222926,0.6914133506068573,6.0624079627135e-05,3.938501646251714e-05,0.7061949356496504
2013-06-10,7.344670994631798e-05,0.46723916545510935,0.00018297992025515157,0.7027851891076854,5.416604543601766e-05,4.011435817757325e-05,0.7374877033376648
2013-06-11,7.540176794643908e-05,0.44543223643847213,0.0001856660917865827,0.7684248158305949,5.270340888751127e-05,4.2313076962565464e-05,0.6989678136585422
2013-06-12,7.564969572692771e-05,0.43197593194387673,0.00018538152370878994,0.8150661889008852,5.115597503579833e-05,4.742848724768748e-05,0.6762218214393853
2013-06-13,7.668406692361186e-05,0.42319149998842204,0.00018898959041873352,0.8718890156248759,5.094580708857164e-05,4.674587142210651e-05,0.6643597442389284
2013-06-14,7.978958283363962e-05,0.4187952855561312,0.00018976130952329606,0.8453982718401182,5.153220380219047e-05,4.534829514845074e-05,0.6458512749669908
2013-06-17,6.406673037804978e-05,0.42999012533827036,0.0001908816556274335,0.8534086439463818,4.7550693914849454e-05,4.510792005340376e-05,0.7422057225998384
2013-06-18,5.269216623890948e-05,0.42978127591073556,0.0001886529511386527,0.8301946533425437,4.2850147301029506e-05,4.3439110178948513e-05,0.8132166574200866
2013-06-19,5.313666894497608e-05,0.41927378906449003,0.00018568152200869656,0.8177509160479668,4.164656817384674e-05,4.065342084601036e-05,0.7837632467509859
2013-06-20,6.610900161714408e-05,0.4213217634854503,0.00018999382519770003,0.754766023105151,4.721869018120403e-05,2.6265485895117754e-05,0.7142550791291754
2013-06-21,6.524441916700448e-05,0.39680339193239117,0.00016641934418768354,0.7613174761417886,4.134747217755725e-05,2.6714975551119594e-05,0.6337319376193874
2013-06-24,5.5679700730278476e-05,0.3704551683404451,0.00016843222581686303,0.9372337152053888,3.587539555725732e-05,3.5179487930756755e-05,0.6443173200776271
2013-06-25,5.683904438603972e-05,0.3550455850133423,0.00016920227147529843,1.0680497645324134,3.481854308177656e-05,3.839370203405861e-05,0.6125814298582467
2013-06-26,5.616484134519195e-05,0.3564238566973464,0.00017117355828786775,1.049101064566364,3.494760132704119e-05,3.5725677017001706e-05,0.6222327080433019
2013-06-27,5.600093181678947e-05,0.37778989011542274,0.0001751508127232773,1.0243568928430924,3.74157139708865e-05,3.4509852377753725e-05,0.6681266321298783
2013-06-28,5.651835513949762e-05,0.3675060178828264,0.00017388178450953844,1.0179988524044146,3.64322720547957e-05,3.4198137921674075e-05,0.6446095602901784
2013-07-01,4.0959150997653995e-05,0.39750734942222304,0.0001716507894952773,1.0403390127384806,3.333063120501332e-05,3.568192685037132e-05,0.8137529805469451
2013-07-02,4.708768430286185e-05,0.40973140223635696,0.00017024302631279785,1.0362185214285518,3.668492047694512e-05,3.5493757769816175e-05,0.7790767590309282
2013-07-03,4.5307854285029834e-05,0.4164615685950284,0.00016864053288679856,1.0366939015590677,3.6403459791103266e-05,3.550961794376565e-05,0.8034690754077782
2013-07-05,5.048108536897671e-05,0.41903096391154493,0.00016807676614955436,1.0047426307661234,3.859795537266151e-05,3.3904212088569945e-05,0.7646023275953966
2013-07-08,5.858594159480322e-05,0.42993213087712473,0.00017056374042556132,0.9422520195336824,4.297738294160313e-05,3.221941392698337e-05,0.733578428061236
2013-07-09,6.185296409698371e-05,0.4514306820406569,0.00016720852515243046,0.9576693514837816,4.5909286107611944e-05,3.1939849624084846e-05,0.7422325959290725
2013-07-10,6.043816195282401e-05,0.4552538587711512,0.0001634972134736967,0.967882291076912,4.525477784359292e-05,3.250426570749401e-05,0.7487781954540126
2013-07-11,6.428746384905295e-05,0.45996020541451066,0.00016338923269727958,1.0068235021024032,4.714060179832266e-05,2.9940157180391476e-05,0.733278293712268
2013-07-12,6.999194674271863e-05,0.4448295929287488,0.00015385654002859363,1.0115032819405494,4.616105106821254e-05,3.0764861055261345e-05,0.6595194621160433
2013-07-15,7.060701256657018e-05,0.45461488598539573,0.00015630358764616407,0.9886163308258494,4.775865019175255e-05,3.0172068229834755e-05,0.6764009473807494
2013-07-16,3.5042919617133015e-05,0.4496228013514956,0.000157466787007847,0.7354091237789923,3.339972964560224e-05,2.4142946236724778e-05,0.953109216084627
2013-07-17,3.792838595062833e-05,0.44467020978118843,0.0001591629258317071,0.8023344421372267,3.4549452783808233e-05,2.6378303370353924e-05,0.9109128141857004
2013-07-18,3.7451029819475974e-05,0.5092441008832089,0.00021278152244107358,0.5740941059774154,4.545951991244986e-05,2.0522935466286395e-05,1.2138389820407331
2013-07-19,4.0860668714576163e-05,0.508043175676778,0.00021076154110527884,0.5011832207738178,4.7146454629855706e-05,1.815061115710909e-05,1.1538346315178445
2013-07-22,3.950888193740232e-05,0.5110473731722215,0.00020750433178610847,0.478148294219516,4.62724094095655e-05,1.734031786212049e-05,1.1711900499457129
2013-07-23,3.3171208880188284e-05,0.45687878645348706,0.00018848483852133526,0.4948078186806112,3.61259980435455e-05,1.7987788451002227e-05,1.0890769213153995
2013-07-24,3.471216593235655e-05,0.4165089991304998,0.00017472337806604473,0.4962555010341694,3.2437005515567564e-05,1.8042527282064607e-05,0.9344563971829767
2013-07-25,3.488954269695917e-05,0.39414474810061434,0.00016682585365217234,0.4955740840414756,3.0070113026932464e-05,1.820291262558658e-05,0.8618660693868382
2013-07-26,3.343176772700175e-05,0.38135760848750694,0.00016189137626511935,0.507753159664948,2.8055883105523917e-05,1.8954904311034525e-05,0.8391983138499761
2013-07-29,3.360094972876798e-05,0.36616162226994264,0.00016142183498867773,0.5697970256846894,2.6966820226524168e-05,2.1959969402454296e-05,0.8025612503278771
2013-07-30,3.816574763863081e-05,0.3543792562374697,0.00015610483704572416,0.5691101806822795,2.735352868931301e-05,2.194718575876102e-05,0.7167035989523278
2013-07-31,3.750748633018741e-05,0.3457195937251058,0.00014836934990980036,0.5422252264386213,2.5790221416276883e-05,2.1953347824193314e-05,0.6876019680241797
2013-08-01,4.226173154810077e-05,0.333848057011573,0.0001520827427720204,0.5666247882504315,2.6764705227248997e-05,2.1955115149031534e-05,0.6333082968166219
2013-08-02,4.130983358011611e-05,0.3252776806496641,0.00015455340791528828,0.6129894110946762,2.5990837873160823e-05,2.4661274443691998e-05,0.6291683025726624
2013-08-05,3.7225611971094185e-05,0.30373055801096194,0.00014403867973281634,0.634922600324846,2.224072688593664e-05,2.7322677607898527e-05,0.5974576563900854
2013-08-06,4.1983018398946586e-05,0.3296068129108907,0.0001405671046283886,0.6403226703146676,2.5320650530558243e-05,2.7205793774677408e-05,0.6031164860503115
2013-08-07,4.81253999850549e-05,0.34414633642908965,0.00013753847995910245,0.842179938624365,2.799899460619514e-05,4.454609945960133e-05,0.5817924550214665
2013-08-08,4.5117615842124565e-05,0.3549195420906205,0.0001322103190422198,0.8370278143229757,2.741168043619742e-05,4.48006336621398e-05,0.6075604821876293
2013-08-09,4.7210405389653165e-05,0.3657708364997623,0.00013036990118171283,0.8392212027112973,2.8695685805903043e-05,4.50259609090453e-05,0.6078254479931263
2013-08-12,4.729046229109182e-05,0.37726319170147177,0.00012866528091329954,0.8530341633728171,2.9428078146141573e-05,4.6802195821177026e-05,0.6222835794033883
2013-08-13,5.1414947954433665e-05,0.4277791442400889,0.0001264178326897941,0.8713437250384215,3.4488037165439704e-05,5.135816606725229e-05,0.6707784124571052
2013-08-14,5.361675369996386e-05,0.4728942489913958,0.0001277760739452227,0.7185738399560335,3.9141643773714333e-05,4.24724860562593e-05,0.7300263643850694
2013-08-15,5.120699157562921e-05,0.5011516989296166,0.0001288160987960127,0.5946737243657558,4.070229606652099e-05,3.2620904392449435e-05,0.7948581788173689
2013-08-16,4.9139520575593413e-05,0.5305206306287069,0.00012758493007696646,0.6047568766641532,4.2006589686020626e-05,3.292284265835597e-05,0.8548432950500626
2013-08-19,5.1240075352845624e-05,0.5265538013390763,0.00012596669885495763,0.6507844471376818,4.230342265318331e-05,3.486107064854779e-05,0.8255925144894227
2013-08-20,5.687877447837599e-05,0.4656703687454277,0.00014149487837019137,0.6554571167388515,4.1775733053232725e-05,3.546726506548305e-05,0.7344696406761525
2013-08-21,5.746511661394483e-05,0.41744093975888297,0.00014884722946599446,0.6433435897016656,3.8607134032531023e-05,3.405880382267732e-05,0.6718359990791767
2013-08-22,5.43081375808944e-05,0.4026077226318038,0.00016037473748638388,0.649145961825789,3.757357641798201e-05,3.363566337918518e-05,0.691859048968757
2013-08-23,4.6628310947370826e-05,0.42376727433061206,0.0001624326390019731,0.6404141574809239,3.687982971583315e-05,3.312051909489751e-05,0.7909321390058339
2013-08-26,5.7057237442025364e-05,0.4374893601906945,0.0001759202673421539,0.6741820273265123,4.383094193046552e-05,3.47142047195542e-05,0.7681925009951841
2013-08-27,6.26349019454684e-05,0.43017380857767895,0.0001833604291574518,0.670378564262747,4.610042974395283e-05,3.0351953180946293e-05,0.7360182312425281
2013-08-28,6.352118414260544e-05,0.4381657912537479,0.00018398650894894394,0.6530878121156565,4.736862193591698e-05,2.981050995069691e-05,0.7457137736849198
2013-08-29,6.345432123592429e-05,0.43440552513534053,0.00018617260190149267,0.6553971597920129,4.7215416597440526e-05,2.9925991756825453e-05,0.7440851257693353
2013-08-30,6.533098257867051e-05,0.42546279372558854,0.00018665509945426354,0.6462389313213307,4.698303980433186e-05,2.9217772298557843e-05,0.7191540361076867
2013-09-03,6.741624909395761e-05,0.4217209126644879,0.0001883307650046748,0.6291539794129398,4.7519084588762187e-05,2.8657603480180843e-05,0.7048609975695196
2013-09-04,5.29054408502055e-05,0.39372171218727103,0.0001909118783057054,0.6418329320414852,3.956908512987132e-05,2.8762393594138096e-05,0.7479209036723795
2013-09-05,5.526096611110341e-05,0.37551423367365316,0.000192770125409305,0.6253872189607015,3.875747762258574e-05,3.083072734978608e-05,0.7013536018292361
2013-09-06,5.903493096893949e-05,0.37033875023174523,0.0001953068721324447,0.6480470843955773,3.976604951143768e-05,3.4089611702568974e-05,0.6736020328771131
2013-09-09,5.950680039687122e-05,0.35784485682337386,0.0001949009650921899,0.6529965548190947,3.853763633697538e-05,3.337243294921732e-05,0.6476173492769682
2013-09-10,6.058865375686932e-05,0.3460195203215189,0.00018975749187540562,0.6528154163729301,3.710186295187471e-05,3.294216371563994e-05,0.6123566154936763
2013-09-11,5.2548421709793746e-05,0.3407341165897505,0.00019399833933797332,0.6824135630696903,3.44028533884389e-05,3.5109295577101774e-05,0.6546886142163058
2013-09-12,5.463125330927889e-05,0.338018835972228,0.00019759722265963548,0.6864810414967213,3.511978930854718e-05,3.530087565482723e-05,0.6428516129719145
2013-09-13,5.629719144726608e-05,0.3430705906484669,0.000200736358741602,0.694155570794687,3.647034535646079e-05,3.582463084021942e-05,0.6478182022743139
2013-09-16,5.4138744378514925e-05,0.3476163731111506,0.00020348249513196006,0.678262080313981,3.6485293208470565e-05,3.504105102199414e-05,0.6739220428420174
2013-09-17,5.7555509167455784e-05,0.3558765851380847,0.00020704461323547624,0.6932272243661366,3.8848551696189775e-05,3.580293433562019e-05,0.6749753804307637
2013-09-18,6.204530316157312e-05,0.3478590320357134,0.00021298017891740735,0.7956903647337268,3.998778361653454e-05,3.932427252892138e-05,0.6444933230868699
2013-09-19,6.178297806302708e-05,0.3694208621321604,0.0002308974492378118,0.7861697699944261,4.412303769950571e-05,3.9681544743009525e-05,0.7141617170751171
2013-09-20,6.675064824066973e-05,0.31389708236940816,0.00016407798297455318,0.8351250048084745,3.285036331779758e-05,3.9249972669350116e-05,0.4921354950644893
2013-09-23,6.644616634370019e-05,0.33546981852770247,0.00017098318352870285,0.8922176913994101,3.5757332898332554e-05,4.1322689970726205e-05,0.5381398937806852
2013-09-24,6.687102886618699e-05,0.34673097689460225,0.00017413916769114536,0.9064736403251762,3.7416217202800466e-05,4.17196882323277e-05,0.5595280622595563
2013-09-25,5.221698153901886e-05,0.3672490539694097,0.0001806429450745461,0.9015539071630104,3.566786136358193e-05,4.1120897757168653e-05,0.6830701490649993
2013-09-26,5.0374063840171386e-05,0.3809351007564519,0.00018799500015111316,0.8989167221967365,3.707043102119567e-05,4.098154577086785e-05,0.7359031254419744
2013-09-27,5.122431082106018e-05,0.39186308734995184,0.00019106676050453512,0.9090401666533876,3.87672493815101e-05,4.102194599277795e-05,0.7568134887540835
2013-09-30,5.1567877421329924e-05,0.3893220059890707,0.00019397903498535724,0.9134134367472004,3.8938209511962865e-05,4.095502902443304e-05,0.7550865278751405
2013-10-01,5.3629225784131454e-05,0.3793356338456164,0.0001988803632583234,0.8899331041010533,3.9176024003134196e-05,3.9101742202062475e-05,0.7304976611227927
2013-10-02,4.9785428743887e-05,0.3891977461885951,0.0001985632787187148,0.9133556890176838,3.8696430869496105e-05,4.069970663644706e-05,0.7772641884548905
2013-10-03,5.1677659876475144e-05,0.39131567849902466,0.0001988241803805023,0.9692092524776634,3.9665530656514194e-05,4.269730094295212e-05,0.7675566337819189
2013-10-04,4.988490741732951e-05,0.40203476585595715,0.00019875066045842797,0.9686034614065272,4.0031557342911436e-05,4.1920794748173323e-05,0.8024783329357223
2013-10-07,5.300164613196136e-05,0.406946944767818,0.00019766448390600618,0.9328179337343162,4.1653048575591306e-05,3.869197215562429e-05,0.7858821681101229
2013-10-08,5.7418241986777646e-05,0.40736426454283764,0.00019532563097625103,1.0546472445107649,4.31407302361039e-05,4.3478988905979084e-05,0.7513418861907756
2013-10-09,4.671951297786224e-05,0.42058585651752456,0.0001971318946296643,1.0830636037633927,4.036289103829404e-05,4.523729294795664e-05,0.8639407490703029
2013-10-10,5.493659376391755e-05,0.4650779187140049,0.00021850228807585088,0.8842494511442811,5.095473871860468e-05,2.8982658299476262e-05,0.927519076584465
2013-10-11,5.397060840252837e-05,0.44158349567082483,0.00021490580784698014,0.8999448746136627,4.755712217654642e-05,2.9448062729716637e-05,0.8811670571110053
2013-10-14,5.390763459317086e-05,0.4231972145957506,0.00021223036298924873,0.8901236451441541,4.5265956003185796e-05,2.9314250556912245e-05,0.8396947175441488
2013-10-15,5.553151341989191e-05,0.41587686243522337,0.00021135454326863334,0.9703625346159572,4.505472129526926e-05,3.5773690480615126e-05,0.8113360958595851
2013-10-16,4.144281603770634e-05,0.40470098890601697,0.00020930648692933526,0.9120332436596884,3.76920916831518e-05,3.0505668246527036e-05,0.9094963925438372
2013-10-17,4.1583055321708076e-05,0.4111722514999565,0.0002532270078934685,1.1246070137292188,4.219266989062457e-05,3.68431513464684e-05,1.0146601678063385
2013-10-18,4.3823960134694674e-05,0.44043360929197567,0.00026864533270105846,1.3259911194703873,4.778877654865859e-05,4.3021657658895e-05,1.090471431650127
2013-10-21,4.4710412594374516e-05,0.4429525792772195,0.00026135908602353055,1.315029062300434,4.7882892254041715e-05,4.2677567744884314e-05,1.0709561705110806
2013-10-22,4.4371990394003997e-05,0.44975329610766435,0.00025785554641342067,1.3170183141545226,4.81079719083912e-05,4.255156356266666e-05,1.0841968431258844
2013-10-23,3.6244305626284386e-05,0.5119783108083321,0.0002284499024074354,1.2910375724865264,4.6587235870800945e-05,4.073042236657366e-05,1.285367040857747
2013-10-24,4.040389782719303e-05,0.5341650261194448,0.00020650373109903786,1.3078129106814445,4.8792271077766404e-05,4.1161450810057925e-05,1.2076129705715608
2013-10-25,3.967999624918889e-05,0.5522378195351193,0.00018931115667519314,1.324289541634177,4.7863015990405905e-05,4.1715342464833065e-05,1.2062253153913614
2013-10-28,4.081308187982178e-05,0.5592410308884594,0.00017813039935221891,1.316701227769845,4.7683458082802346e-05,4.481542456401456e-05,1.1683375987927371
2013-10-29,4.2024721372673885e-05,0.5690849821115118,0.00017353584879226713,1.286273292126754,4.859864363243472e-05,4.320059987496433e-05,1.1564298832933002
2013-10-30,3.243679795796633e-05,0.6516575774083887,0.00016024946623467582,1.3250177722983714,4.698256607550095e-05,4.391170316065509e-05,1.448434156058929
2013-10-31,3.3498134377451295e-05,0.6947831547362151,0.00015105336934973377,1.4156621248157748,4.942251011431337e-05,4.7371031059557715e-05,1.4753809736813672
2013-11-01,3.528785039280735e-05,0.7198759099227033,0.00014184464836037336,1.420965706765248,5.093035692307747e-05,4.7496006265026e-05,1.4432830664419984
2013-11-04,3.477448195487655e-05,0.7394926645382671,0.00013493129361117156,1.422634607441907,5.065479321572496e-05,4.732783413696037e-05,1.4566656458449831
2013-11-05,3.766596277267884e-05,0.7480171803925479,0.00012854159522196777,1.3952222195230002,5.20484681081276e-05,4.59931061689438e-05,1.3818435605177513
2013-11-06,3.8333959556374354e-05,0.7573248083906831,0.00013188818286682933,1.2851256269752178,5.384891611577628e-05,4.7695213959259906e-05,1.4047313854073815
2013-11-07,4.0431492315281525e-05,0.7360562348809477,0.00012960611693794394,1.2758701959365484,5.328238190439262e-05,4.495740513010412e-05,1.3178435633515797
2013-11-08,4.3778322206368926e-05,0.7240082229899715,0.00013182569002350596,1.346411894814247,5.500131615251393e-05,4.332032803285628e-05,1.2563596177404959
