Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_HEDJ,Predicted_Covariance,Future_Cov_45_HEDJ,Beta_Predicted
2013-04-22,7.797978274745508e-05,0.8849889893361007,9.10238980020087e-05,1.1260446300349636,7.456011904554272e-05,8.349678410197421e-05,0.9561467911113928
2013-04-23,8.499754389235151e-05,0.8744374390827905,0.00010523671935443613,1.115953165592536,8.270191812546143e-05,8.25340150731957e-05,0.9729918576259395
2013-04-24,7.773768893068322e-05,0.8453713829336571,0.00010453534662702438,1.1095240950633716,7.620701252700265e-05,8.281007097182321e-05,0.9803097258905468
2013-04-25,6.90805921567358e-05,0.8264817018515223,0.00010590540597964054,1.1125466921262277,7.069201050932386e-05,8.31945560112192e-05,1.0233266435952364
2013-04-26,7.034557142953508e-05,0.8418149800076692,0.00010241371867394865,1.11922631946987,7.145195211771063e-05,8.434758648840977e-05,1.0157277944537533
2013-04-29,6.776168711759701e-05,0.8384796422956319,9.813397798834226e-05,1.1075720475563389,6.8374526192203e-05,8.250284191500134e-05,1.0090440350687024
2013-04-30,5.8041023931509805e-05,0.8383670380498509,8.982763379982792e-05,1.1110675651429749,6.0535022410339794e-05,8.264856710765863e-05,1.0429695809945219
2013-05-01,6.311211636341748e-05,0.8288467800699835,9.428136105682017e-05,1.1290246325242153,6.393571823207911e-05,8.450942796042017e-05,1.013049821747683
2013-05-02,6.214021471172626e-05,0.8289960219805731,9.678816139702755e-05,1.1220587457606577,6.429096452629048e-05,8.27377234157454e-05,1.0346112388658735
2013-05-03,7.476459886581012e-05,0.8426374953001099,0.0001016777443440612,1.1290236497106234,7.346859517339362e-05,8.20567026370911e-05,0.9826655434246011
2013-05-06,7.535412832838797e-05,0.8515397177688485,0.00010283894356642658,1.1294460969670512,7.496132212510177e-05,8.197859440725468e-05,0.9947871973042489
2013-05-07,7.392273390092128e-05,0.8576441330175691,0.00010279729092184232,1.1149989922008956,7.476304234565853e-05,8.467295062288806e-05,1.011367388628558
2013-05-08,6.958015556766957e-05,0.8531617606143281,0.00010138670025370083,1.1116718564032115,7.165798203916232e-05,8.402990525880412e-05,1.0298623429991038
2013-05-09,7.111722928104653e-05,0.8512675520920436,0.00010201994689111422,1.1134842784173535,7.250968864885764e-05,8.412659502987676e-05,1.0195797752793248
2013-05-10,7.562958883543677e-05,0.8583646802064605,0.00010575849294474497,1.1097160211881307,7.676713548458047e-05,8.41545370909578e-05,1.0150410264905565
2013-05-13,7.357910230951406e-05,0.8631694084349396,0.0001041262159847311,1.1128180142356672,7.555328044246322e-05,8.448590377843256e-05,1.026830690657854
2013-05-14,7.590263764609063e-05,0.8683604865913536,0.00010612708594051684,1.1310990965606136,7.793662716904544e-05,8.405695087167131e-05,1.026797349684192
2013-05-15,7.650099964197039e-05,0.8709024279602527,0.0001076070805817333,1.127457345243365,7.901753561785146e-05,8.321711748382781e-05,1.0328954652574296
2013-05-16,7.639729836462006e-05,0.874243430187289,0.0001066410646316974,1.1313283147162734,7.891028534970097e-05,8.287515200099222e-05,1.032893662981212
2013-05-17,7.425705624970095e-05,0.8829859312192626,8.993148513386028e-05,1.1277909156356376,7.215701034931774e-05,8.060871622313188e-05,0.971719241154383
2013-05-20,7.217439206379002e-05,0.8877518245238698,7.431909165316248e-05,1.1109352424325665,6.501795974099793e-05,7.979012227040185e-05,0.9008452704878067
2013-05-21,7.13709588975209e-05,0.8916268279819053,6.246435888851906e-05,1.108620525464077,5.953331097238901e-05,7.970954807032683e-05,0.8341391497607707
2013-05-22,7.35750525384875e-05,0.890624017267105,7.033685783713725e-05,1.11944914384984,6.40694763576708e-05,7.896495380186584e-05,0.8708043575525238
2013-05-23,7.454058968752127e-05,0.8900436909251432,7.605014732429425e-05,1.1153398934235863,6.701280053742051e-05,7.87066550994217e-05,0.8990108720408879
2013-05-24,7.630250921850573e-05,0.8812265969672775,8.38849530659309e-05,1.114922135970522,7.050161074484197e-05,7.864016480566048e-05,0.9239749972435132
2013-05-28,7.438631671877e-05,0.8780940323459726,9.462487986467226e-05,1.105158341609923,7.366992430972377e-05,7.716544501604966e-05,0.990369298539748
2013-05-29,7.273626036607267e-05,0.8722155789842083,0.00010404147856171898,1.1348309262852596,7.587567743085177e-05,8.106574073047706e-05,1.0431616507224704
2013-05-30,7.309916508279677e-05,0.8663135764367691,0.00011293376011300032,1.1381277886772785,7.871241238161993e-05,8.10962648198567e-05,1.0767894857959763
2013-05-31,7.696255068093324e-05,0.8686403235979248,0.0001271595244698161,1.1468106082550638,8.593184966032661e-05,7.574398398903755e-05,1.116541082643918
2013-06-03,7.835861755638394e-05,0.8683467174735845,0.0001259968176710115,1.1467301913789956,8.628123199025319e-05,7.628196275034423e-05,1.1011071236442938
2013-06-04,7.696792659140356e-05,0.8692539500472937,0.0001298421375471475,1.1368149869777362,8.689792272198177e-05,7.52351279147019e-05,1.1290147282165097
2013-06-05,8.390672708275947e-05,0.8727008837744671,0.00013698578428106268,1.1363763656927175,9.356244374534625e-05,6.955729288608385e-05,1.115076788218221
2013-06-06,8.864935953499249e-05,0.8764335548495382,0.00013497477025962182,1.14458189277817,9.58700813921513e-05,6.879634790663846e-05,1.0814526116718144
2013-06-07,8.584609796353898e-05,0.8788346386326209,0.00013178146619375467,1.179197756567547,9.347481480061075e-05,6.717070622690935e-05,1.0888650389247965
2013-06-10,7.344670994631798e-05,0.8779304664231986,0.00011860718304270337,1.1842200109901364,8.194109990785371e-05,6.759423280138208e-05,1.1156537844614725
2013-06-11,7.540176794643908e-05,0.8758734658964853,0.00012834570600754608,1.14236056888569,8.616339565077329e-05,6.290373459375192e-05,1.1427238113565006
2013-06-12,7.564969572692771e-05,0.8749720058913796,0.00012877271533652762,1.1321012247100846,8.635941222680223e-05,6.587667263153172e-05,1.1415698555951015
2013-06-13,7.668406692361186e-05,0.874000051639972,0.00011933359262786398,1.1595242038377511,8.360752836433299e-05,6.216728089477455e-05,1.0902855276001189
2013-06-14,7.978958283363962e-05,0.8727752761758927,0.00012314475106188762,1.1649069459411527,8.651342085426253e-05,6.248716819592751e-05,1.084269622447357
2013-06-17,6.406673037804978e-05,0.8631414078906072,0.00012226063083907142,1.1475841606812096,7.639088618078083e-05,6.065691382640009e-05,1.1923643633756202
2013-06-18,5.269216623890948e-05,0.8484868420898369,0.00010958263713690788,1.1655351157745304,6.447465283688699e-05,6.098546661041109e-05,1.2236098349905562
2013-06-19,5.313666894497608e-05,0.8468929208311169,0.00011894157487189637,1.202257266004894,6.732750297206362e-05,5.9768652826802925e-05,1.267062921121051
2013-06-20,6.610900161714408e-05,0.8445494315353526,0.00012790398539528911,1.2858918953551817,7.76600045515658e-05,4.474840467930363e-05,1.1747266280213524
2013-06-21,6.524441916700448e-05,0.8457115092977054,0.00013154072460253615,1.273204313684738,7.834730109353801e-05,4.467731685872035e-05,1.200827627769885
2013-06-24,5.5679700730278476e-05,0.8318822923508888,0.00016768702421177196,1.2127514148924503,8.038223083987463e-05,4.552116838206977e-05,1.4436541465849329
2013-06-25,5.683904438603972e-05,0.8223244663283767,0.00016499029946131675,1.1940861023139546,7.963349947273116e-05,4.292439129493509e-05,1.4010351569578816
2013-06-26,5.616484134519195e-05,0.8170728228977641,0.0001526927981403655,1.1361131633891215,7.56662673429501e-05,3.868875297231813e-05,1.3472176815723809
2013-06-27,5.600093181678947e-05,0.8152306769290447,0.00014596336852328308,1.1654775838646565,7.37055309602286e-05,3.9264107704805e-05,1.3161482955562387
2013-06-28,5.651835513949762e-05,0.8139939902578452,0.00014332072858251794,1.1958611487398303,7.32605979682734e-05,4.01731538333109e-05,1.296226646855749
2013-07-01,4.0959150997653995e-05,0.8089043065336788,0.0001499111371096968,1.1397496240162104,6.338544881012365e-05,3.909154824909754e-05,1.5475283853846031
2013-07-02,4.708768430286185e-05,0.8086963388459044,0.00014644741722040624,1.136476065963405,6.715525489882898e-05,3.892789538338727e-05,1.4261745059896156
2013-07-03,4.5307854285029834e-05,0.8085251370665794,0.00014773721514317704,1.1352434242252287,6.614929628046402e-05,3.8885210192502954e-05,1.459996226356727
2013-07-05,5.048108536897671e-05,0.8054140777295143,0.00015611197320968773,1.081858676803951,7.149927939974482e-05,3.6506429512453896e-05,1.4163578076252081
2013-07-08,5.858594159480322e-05,0.8030440414551377,0.0001528695379201246,1.1039250782129095,7.599701729512854e-05,3.774767079504035e-05,1.2971886296672535
2013-07-09,6.185296409698371e-05,0.7939645426365646,0.00014405311201408954,1.094226643658475,7.494500425569737e-05,3.6494260152493575e-05,1.2116639089144652
2013-07-10,6.043816195282401e-05,0.785620397951457,0.00013592502594855506,1.1002969257942845,7.120624551037049e-05,3.6951129246680726e-05,1.1781669595768265
2013-07-11,6.428746384905295e-05,0.7818995603868957,0.00013208482603647978,1.171063456004472,7.205109406528634e-05,3.482420093270769e-05,1.12076429448924
2013-07-12,6.999194674271863e-05,0.77898396114095,0.00012521495118433554,1.1721576577671835,7.292570674197135e-05,3.56511621068449e-05,1.0419156793857562
2013-07-15,7.060701256657018e-05,0.7775448420054695,0.00012078731325950485,1.1714106601873449,7.180588241726152e-05,3.5750858307998705e-05,1.0169794728188084
2013-07-16,3.5042919617133015e-05,0.772885725793885,0.00011883638312805986,1.2079978794989483,4.987583050259988e-05,3.965769109438665e-05,1.4232783982478112
2013-07-17,3.792838595062833e-05,0.7719943603662317,0.0001205717730140849,1.2206938704666248,5.2205845305248574e-05,4.013268226617284e-05,1.3764320309650224
2013-07-18,3.7451029819475974e-05,0.7738925640575175,0.00012224678207488931,1.1270738284742703,5.2363814282798714e-05,4.029106588394053e-05,1.3981942428607803
2013-07-19,4.0860668714576163e-05,0.7743502124131819,0.00012201637558279402,1.1424656614032749,5.467631249248555e-05,4.13749884692144e-05,1.3381159489683279
2013-07-22,3.950888193740232e-05,0.7719440066861898,0.00012278613402392117,1.1396032338289988,5.376601296280762e-05,4.1328354717967864e-05,1.360858883528879
2013-07-23,3.3171208880188284e-05,0.7718108599790171,0.00011593368118611784,1.1422852973915405,4.7862606718491104e-05,4.152558933882203e-05,1.4428960636124828
2013-07-24,3.471216593235655e-05,0.7713025019921522,0.00011560480544817685,1.1603186958352718,4.886000873891771e-05,4.218609502941553e-05,1.4075759154335399
2013-07-25,3.488954269695917e-05,0.771258776766582,0.0001125259758067371,1.1678210326253649,4.832525470181978e-05,4.289518944542483e-05,1.38509280908493
2013-07-26,3.343176772700175e-05,0.7721622754781035,0.00011014310696010166,1.1724585782626138,4.685618351767216e-05,4.3768984469312784e-05,1.4015466935608059
2013-07-29,3.360094972876798e-05,0.7724388543459078,0.00010834817089805973,1.1685535943372465,4.660694960047114e-05,4.5036039185951224e-05,1.3870723886285832
2013-07-30,3.816574763863081e-05,0.7754914000879606,0.00010468773036199135,1.1720338079703838,4.9018697289301546e-05,4.519835450533737e-05,1.2843636066933886
2013-07-31,3.750748633018741e-05,0.7753212529709035,-0.00020387540336403432,1.164027170020306,,4.712855856617007e-05,
2013-08-01,4.226173154810077e-05,0.772992305728783,-0.00016458400026532984,1.1186433350149303,,4.3344279565995425e-05,
2013-08-02,4.130983358011611e-05,0.7733866124023546,-0.00011480183818495317,1.1099089226915893,,4.465292230924438e-05,
2013-08-05,3.7225611971094185e-05,0.775809418155467,-6.990924683386712e-05,1.0930797289223873,,4.703859181858615e-05,
2013-08-06,4.1983018398946586e-05,0.7780602105197203,-4.0635929492297535e-05,1.0894691955240148,,4.628896590952283e-05,
2013-08-07,4.81253999850549e-05,0.7796112965817531,-1.6078158511741043e-05,1.0640906391793876,,5.62838002581038e-05,
2013-08-08,4.5117615842124565e-05,0.78021188834115,2.972193280157016e-06,1.042106570061773,9.03491681888086e-06,5.577716042806672e-05,0.20025253219265432
2013-08-09,4.7210405389653165e-05,0.7811344448754886,5.355028491039742e-05,1.047024822102545,3.9275845828757226e-05,5.6175056777023916e-05,0.8319319756861289
2013-08-12,4.729046229109182e-05,0.7850633170616232,5.981358994132577e-05,1.0228237208283792,4.1753357039705484e-05,5.611779472404688e-05,0.8829128542389114
2013-08-13,5.1414947954433665e-05,0.7881577448972893,7.03777162686394e-05,0.9643233510223044,4.7410597957984554e-05,5.6838509742121573e-05,0.9221170076842643
2013-08-14,5.361675369996386e-05,0.7861358627562093,6.33285343414204e-05,0.95881723270093,4.5808659694871246e-05,5.6672466045915566e-05,0.8543721231466895
2013-08-15,5.120699157562921e-05,0.7866946918911765,7.155456582738312e-05,0.9752918951893272,4.762001480803457e-05,5.3499763591596214e-05,0.9299514254357839
2013-08-16,4.9139520575593413e-05,0.7859631065950594,7.512261130855115e-05,0.9928045508832072,4.775325239578301e-05,5.404807994829891e-05,0.971789139096751
2013-08-19,5.1240075352845624e-05,0.7851461642291845,8.08357815993108e-05,0.9773340401076012,5.0530921017687815e-05,5.235360366904052e-05,0.9861601621333598
2013-08-20,5.687877447837599e-05,0.7764100887956337,8.300412235549553e-05,1.0032854686943735,5.3347751095127794e-05,5.4288512163196516e-05,0.9379201922750532
2013-08-21,5.746511661394483e-05,0.778471868780883,8.438201992453363e-05,1.0016869547664191,5.4208829276704774e-05,5.302960972991924e-05,0.9433345387756532
2013-08-22,5.43081375808944e-05,0.7782146834139874,8.656968420841782e-05,0.9660866495809364,5.335987361467949e-05,5.005802585451492e-05,0.9825391919433357
2013-08-23,4.6628310947370826e-05,0.7760455328122026,7.207247417827465e-05,0.9673089357133332,4.498800771006707e-05,5.0026648695555786e-05,0.9648217316051796
2013-08-26,5.7057237442025364e-05,0.7766367634571436,7.198065319762172e-05,0.9663999047207306,4.977155467955169e-05,4.9760751212054663e-05,0.8723092268552871
2013-08-27,6.26349019454684e-05,0.7831718972522098,1.8001681154528576e-05,0.8401697877264481,2.629794596755743e-05,3.80393935912367e-05,0.41986089465667426
2013-08-28,6.352118414260544e-05,0.7812434962395891,4.669056427096565e-07,0.8264102751287098,4.25461501990813e-06,3.772189784138835e-05,0.06697946641480255
2013-08-29,6.345432123592429e-05,0.7782033158110444,-8.068046579019016e-06,0.824451223004113,,3.7645144070132244e-05,
2013-08-30,6.533098257867051e-05,0.7842537522871064,-1.9650525243126916e-05,0.8137899726976442,,3.6793094579606325e-05,
2013-09-03,6.741624909395761e-05,0.7861237834810836,-2.5036842897102944e-05,0.8110367512901867,,3.69422595848724e-05,
2013-09-04,5.29054408502055e-05,0.7664360060420361,1.5730095922520456e-05,0.8421867567553046,2.2110153280215245e-05,3.7740829066715936e-05,0.4179183260719273
2013-09-05,5.526096611110341e-05,0.759474736002297,5.0582244935861115e-05,0.8441779407427654,4.015333465048805e-05,4.161680817365669e-05,0.7266129689039252
2013-09-06,5.903493096893949e-05,0.7557762090494679,8.21545007337883e-05,0.823718833941203,5.2633642576272223e-05,4.333057871456761e-05,0.8915677838933151
2013-09-09,5.950680039687122e-05,0.7388995272171252,8.187151836091226e-05,0.8341613361953288,5.157451003044723e-05,4.263114874889412e-05,0.8666994307621846
2013-09-10,6.058865375686932e-05,0.7382105155952723,8.687903986619934e-05,0.8157862284071016,5.3559114121635956e-05,4.116594495035519e-05,0.8839792733563356
2013-09-11,5.2548421709793746e-05,0.7491958444065545,7.837646788630932e-05,0.7927225088631651,4.8080396658517034e-05,4.078454822776775e-05,0.9149731827160856
2013-09-12,5.463125330927889e-05,0.7578852412015078,7.382287957596793e-05,0.7866954101009912,4.813040571208565e-05,4.0454193446697127e-05,0.8810049705359936
2013-09-13,5.629719144726608e-05,0.7667932935467642,6.850342124000676e-05,0.7829993581750858,4.761872922200797e-05,4.0409764229995516e-05,0.8458455563740284
2013-09-16,5.4138744378514925e-05,0.7714354765039063,6.530157296817215e-05,0.7609896751164438,4.586860350680583e-05,3.931500640670042e-05,0.8472417310994912
2013-09-17,5.7555509167455784e-05,0.7728570992197357,6.253593292050423e-05,0.7685954497471404,4.6366836632668685e-05,3.9695458358714806e-05,0.8056020579674825
2013-09-18,6.204530316157312e-05,0.7785201927816761,7.10005146816751e-05,0.7049815853917337,5.167197785854037e-05,3.484130161748653e-05,0.8328104663133096
2013-09-19,6.178297806302708e-05,0.777285567402283,7.574174815484731e-05,0.6937661730008554,5.317196195023105e-05,3.5017517190104044e-05,0.8606247807606229
2013-09-20,6.675064824066973e-05,0.7701025771798053,7.60606632003644e-05,0.7323474882798533,5.487270561532768e-05,3.441954046872744e-05,0.8220550221098066
2013-09-23,6.644616634370019e-05,0.7739501653558916,7.378284410348355e-05,0.717153166606509,5.4190811914082794e-05,3.321464957585009e-05,0.8155596461919984
2013-09-24,6.687102886618699e-05,0.7728833924681001,7.08215291057648e-05,0.7258976621906883,5.318824097196821e-05,3.340883044796241e-05,0.7953854138897896
2013-09-25,5.221698153901886e-05,0.7765356763977576,7.121393712406285e-05,0.7286432762033594,4.735325022311963e-05,3.323424747444331e-05,0.9068553720926048
2013-09-26,5.0374063840171386e-05,0.7853603838961409,7.097926267705704e-05,0.7284332044812909,4.696109622542504e-05,3.3209215017736126e-05,0.9322475227415614
2013-09-27,5.122431082106018e-05,0.7900274180166174,7.213106626929976e-05,0.7314543437286809,4.802212810042675e-05,3.300809104518023e-05,0.9374870511812354
2013-09-30,5.1567877421329924e-05,0.7920694980483219,7.346644032168787e-05,0.7572770277082692,4.875255892845263e-05,3.395428773171446e-05,0.94540557739317
2013-10-01,5.3629225784131454e-05,0.7944033549163247,7.50345025746275e-05,0.7527746679908659,5.0393246410696884e-05,3.307529618617229e-05,0.9396601512305987
2013-10-02,4.9785428743887e-05,0.7828992445094128,7.603452970291949e-05,0.7676999097823346,4.816842341237288e-05,3.4209193076327344e-05,0.9675205100706769
2013-10-03,5.1677659876475144e-05,0.7773961442930274,0.0001247590112902987,0.7855968622514654,6.242086233529035e-05,3.46084868274231e-05,1.2078887179584878
2013-10-04,4.988490741732951e-05,0.7711469908828681,0.00010584155086137506,0.7671980207452506,5.603377100188813e-05,3.320404276912675e-05,1.123261000228349
2013-10-07,5.300164613196136e-05,0.7718482111052617,0.00010094306076950878,0.7815024559087356,5.6456612433038476e-05,3.2415619565248586e-05,1.0651860187978894
2013-10-08,5.7418241986777646e-05,0.7731074200522963,9.873750245941578e-05,0.7792106262910596,5.8211106684328894e-05,3.212381234793453e-05,1.0138085853923189
2013-10-09,4.671951297786224e-05,0.7634875534787948,9.219336117964865e-05,0.791487994712486,5.01072928025008e-05,3.305879189106374e-05,1.0725131665273102
2013-10-10,5.493659376391755e-05,0.7639053762635973,9.979321460738893e-05,0.708953936387453,5.656150243396962e-05,2.3237073725967854e-05,1.0295778925980539
2013-10-11,5.397060840252837e-05,0.7582845569753511,9.378350956598551e-05,0.7543039505314043,5.394784595112463e-05,2.46823896430964e-05,0.9995782435648313
2013-10-14,5.390763459317086e-05,0.7600790048989418,8.897382301137347e-05,0.767468622857,5.263989329697683e-05,2.527487908868559e-05,0.976483084339326
2013-10-15,5.553151341989191e-05,0.7565495669571762,8.576807210335119e-05,0.8875290192638998,5.2211956303899166e-05,3.271992404393127e-05,0.9402221025223554
2013-10-16,4.144281603770634e-05,0.7315154294818077,8.274849471034542e-05,0.927910698378798,4.2837899835948636e-05,3.103673700923683e-05,1.0336628620259056
2013-10-17,4.1583055321708076e-05,0.7202084337150166,8.205121351661521e-05,0.9542102703251568,4.2068681910463864e-05,3.1260798640554496e-05,1.0116784729981654
2013-10-18,4.3823960134694674e-05,0.7221088508097465,8.009180314333598e-05,0.9497142090985472,4.278115581297115e-05,3.081338854964971e-05,0.9762046990158255
2013-10-21,4.4710412594374516e-05,0.7296695606850363,7.985781655623767e-05,0.9518454508024408,4.360028057267628e-05,3.089091326865331e-05,0.9751706155841221
2013-10-22,4.4371990394003997e-05,0.7294812524765473,7.795412733582201e-05,0.9687141004638176,4.2903048006225316e-05,3.1298197737211876e-05,0.9668948276889292
2013-10-23,3.6244305626284386e-05,0.7459367361257985,7.778225317706465e-05,0.9522911433333302,3.960610620025575e-05,3.0043448239240735e-05,1.0927538965330152
2013-10-24,4.040389782719303e-05,0.7495612710797915,7.499324462503272e-05,0.9552373288107828,4.12600588511399e-05,3.0064662919781757e-05,1.021190060117681
2013-10-25,3.967999624918889e-05,0.748571574496375,6.956268479109594e-05,0.9795876254857026,3.9328493472394803e-05,3.085717434649733e-05,0.9911415622474694
2013-10-28,4.081308187982178e-05,0.756414778972813,6.933668195352368e-05,1.050263409575342,4.0238448624518065e-05,3.574691024165728e-05,0.985920365999417
2013-10-29,4.2024721372673885e-05,0.7674198853810813,6.931475905685426e-05,1.045579146519009,4.141887787593055e-05,3.511667903147549e-05,0.9855836403679935
2013-10-30,3.243679795796633e-05,0.7550709322609513,5.214965247812558e-05,1.044768762324967,3.1055065448887236e-05,3.4624121066059365e-05,0.9574023147762726
2013-10-31,3.3498134377451295e-05,0.7507869481731101,5.4149604698298094e-05,1.0839622034589658,3.1976039344983475e-05,3.627165430743127e-05,0.9545617969252523
2013-11-01,3.528785039280735e-05,0.7488998199108956,5.591831641580101e-05,1.0886171375151148,3.326697957360294e-05,3.638720212420622e-05,0.9427318242196946
2013-11-04,3.477448195487655e-05,0.7482153346478181,5.6351716997581746e-05,1.0850356074285636,3.312153958715323e-05,3.609667935283385e-05,0.9524668010908636
2013-11-05,3.766596277267884e-05,0.7550184377083363,5.7183255463802576e-05,1.0751964931976876,3.5040196412265666e-05,3.544354854169675e-05,0.9302880859236184
2013-11-06,3.8333959556374354e-05,0.7720141890456292,5.940206021268138e-05,1.0039493983802878,3.683985196715852e-05,3.725984476141917e-05,0.9610239170044884
2013-11-07,4.0431492315281525e-05,0.7871234807723896,6.258833492654934e-05,1.0450835671471972,3.95958301556121e-05,3.6825255008455074e-05,0.9793314045112904
2013-11-08,4.3778322206368926e-05,0.795150983708647,6.351515123556809e-05,1.1301689759011333,4.192932060926296e-05,3.6362788354115694e-05,0.9577644481579294
2013-11-11,4.088414418239951e-05,0.7999005715795109,6.427405607409817e-05,1.1342284710909785,4.100448072175763e-05,3.6603608411500435e-05,1.002943354734815
2013-11-12,3.99781619662566e-05,0.8062947444509203,6.191385038657019e-05,1.1191607638547072,4.0114293457184065e-05,3.657141753971274e-05,1.0034051463156903
