Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SO,Predicted_Covariance,Future_Cov_45_SO,Beta_Predicted
2013-04-24,7.773768893068322e-05,0.5952811276534745,7.895793058651522e-05,0.7626493834058656,4.663755836601164e-05,5.6920845475509614e-05,0.5999349737242279
2013-04-25,6.90805921567358e-05,0.6071674850199269,7.776922365622743e-05,0.7510147852347661,4.4503115337718763e-05,5.6159747772975724e-05,0.644220235355632
2013-04-26,7.034557142953508e-05,0.6103428267568246,7.665873534566736e-05,0.7357721184748922,4.4820123702699276e-05,5.544955592915009e-05,0.6371420800468647
2013-04-29,6.776168711759701e-05,0.607649278346758,7.601213045380534e-05,0.7336664039006159,4.3610045942713444e-05,5.4650678005920864e-05,0.6435796952196658
2013-04-30,5.8041023931509805e-05,0.6082922786132068,7.50293767011826e-05,0.7318300667869727,4.014167641988031e-05,5.4438369261964725e-05,0.6916086881452802
2013-05-01,6.311211636341748e-05,0.6116484877980166,7.727786941277508e-05,0.6994857529707448,4.271553480602598e-05,5.2357706950874225e-05,0.6768198765520366
2013-05-02,6.214021471172626e-05,0.5345096073638022,7.90183644932999e-05,0.7673723751486566,3.7454664282235844e-05,5.65840635098762e-05,0.6027443653999461
2013-05-03,7.476459886581012e-05,0.5423694337935828,7.57117427308615e-05,0.7880024661376662,4.0806075738577006e-05,5.7271505391163314e-05,0.545794083799166
2013-05-06,7.535412832838797e-05,0.5443129272236478,7.526493444735388e-05,0.7948867920934188,4.099194429005632e-05,5.7695273907888906e-05,0.5439906903496557
2013-05-07,7.392273390092128e-05,0.549365890529216,7.422811435164309e-05,0.811610577071964,4.0694424888382e-05,6.163365419889644e-05,0.5504994572160276
2013-05-08,6.958015556766957e-05,0.5305298287815122,7.245579326545085e-05,0.8226131023947322,3.766943119259753e-05,6.218031036832183e-05,0.5413818190728599
2013-05-09,7.111722928104653e-05,0.5358984875605071,7.549928878964575e-05,0.8203998965840917,3.9268234492938885e-05,6.198331777129381e-05,0.5521620413213183
2013-05-10,7.562958883543677e-05,0.5774772820188517,7.925880327217704e-05,0.8272953485006326,4.4709985469477765e-05,6.273736321841428e-05,0.5911705479023918
2013-05-13,7.357910230951406e-05,0.6072140060623094,8.296146555479889e-05,0.8270431149975356,4.744137095358518e-05,6.278967822271377e-05,0.6447669170251732
2013-05-14,7.590263764609063e-05,0.6312094227795373,8.660996064122001e-05,0.829238089177852,5.11782967433031e-05,6.162433117919653e-05,0.6742624279004755
2013-05-15,7.650099964197039e-05,0.6438230329311972,8.916661856827799e-05,0.8209268303680984,5.3174230445943404e-05,6.059223861247038e-05,0.6950788969399385
2013-05-16,7.639729836462006e-05,0.6637582547318573,9.186306358859068e-05,0.8151941778161264,5.5605710977382606e-05,5.9716830665356915e-05,0.7278491801109798
2013-05-17,7.425705624970095e-05,0.7006581389727866,9.32034266199338e-05,0.8130284623178139,5.828958660326329e-05,5.811110879836115e-05,0.7849703388086844
2013-05-20,7.217439206379002e-05,0.7385701198433825,9.392955327782949e-05,0.823907274240671,6.08113198113405e-05,5.917506227202707e-05,0.8425608872132033
2013-05-21,7.13709588975209e-05,0.7587518767755222,9.381502133253358e-05,0.8244416924076214,6.208643665926242e-05,5.9277158597291606e-05,0.8699117626878208
2013-05-22,7.35750525384875e-05,0.7932643055752672,9.886627059131723e-05,0.8056011947818179,6.765614982480042e-05,5.682639669534389e-05,0.9195528578033856
2013-05-23,7.454058968752127e-05,0.8098054821456454,9.83817582243425e-05,0.7981625551252012,6.934807567460645e-05,5.6324269677722446e-05,0.9303397781707636
2013-05-24,7.630250921850573e-05,0.7840556126211338,9.700320008103913e-05,0.7955462810267637,6.745424859963393e-05,5.611323753655297e-05,0.8840370951165808
2013-05-28,7.438631671877e-05,0.7572149199807422,9.556613235490336e-05,0.8148323184961723,6.384364809437827e-05,5.689401790029613e-05,0.8582713987002467
2013-05-29,7.273626036607267e-05,0.7692781164402287,9.646449573437424e-05,0.7264019163045667,6.44380829857529e-05,5.188994065047678e-05,0.8859141597525626
2013-05-30,7.309916508279677e-05,0.7613793478778589,9.057194523452677e-05,0.7310167287528413,6.195183127678135e-05,5.2087934951121404e-05,0.8475039517429613
2013-05-31,7.696255068093324e-05,0.7544291334864605,8.806175173550904e-05,0.7654909325971438,6.210861395698398e-05,5.0558769272821164e-05,0.8069978633435653
2013-06-03,7.835861755638394e-05,0.7388080137750384,8.54487716302808e-05,0.768246638851408,6.04543967894078e-05,5.110475151741406e-05,0.7715092312074938
2013-06-04,7.696792659140356e-05,0.7185058337197192,8.59022531338528e-05,0.7546532244457247,5.8423486416161255e-05,4.9943423092405375e-05,0.7590627551436014
2013-06-05,8.390672708275947e-05,0.7097418811839811,8.710233495143801e-05,0.7796328071416276,6.0675550102168676e-05,4.7721115245909454e-05,0.7231309361205657
2013-06-06,8.864935953499249e-05,0.7151640030177375,9.237336386594667e-05,0.7486968628882007,6.471676906751438e-05,4.5001244717269105e-05,0.7300308700139991
2013-06-07,8.584609796353898e-05,0.7075899054803293,8.677017285191012e-05,0.7923213787150318,6.1069890275996e-05,4.513304598024699e-05,0.711388073828748
2013-06-10,7.344670994631798e-05,0.6842824249537391,8.609620839490512e-05,0.7956302578632993,5.4414365803692267e-05,4.541387273879084e-05,0.7408686630546637
2013-06-11,7.540176794643908e-05,0.6698020607776228,8.426541495564464e-05,0.8203669456281353,5.339024646929186e-05,4.517325441967607e-05,0.7080768518215262
2013-06-12,7.564969572692771e-05,0.6623268231323893,8.432762821757236e-05,0.8430005239115654,5.2900634271710144e-05,4.905397885790067e-05,0.6992841645082787
2013-06-13,7.668406692361186e-05,0.6755352537134099,8.893458956681919e-05,0.8248064710368577,5.5787376641315046e-05,4.422156553443615e-05,0.7274963219789469
2013-06-14,7.978958283363962e-05,0.6662224612780592,8.630664560942201e-05,0.8370211919571656,5.5285913080656274e-05,4.489893736801982e-05,0.6928963796680925
2013-06-17,6.406673037804978e-05,0.6668098069454048,8.590172652411178e-05,0.8554338757971032,4.946741373618156e-05,4.5214966070643016e-05,0.7721232759074877
2013-06-18,5.269216623890948e-05,0.6567895661149183,8.54509770056013e-05,0.8752902503149145,4.4071495494587166e-05,4.57986924739938e-05,0.8363955904709692
2013-06-19,5.313666894497608e-05,0.6583089991685844,9.04116640543076e-05,0.7887780970142967,4.562881458511071e-05,3.921307491406896e-05,0.8587067178102588
2013-06-20,6.610900161714408e-05,0.7044708795521175,9.668511545658482e-05,0.7223223392742282,5.632136280606701e-05,2.5136461675743165e-05,0.8519469577265731
2013-06-21,6.524441916700448e-05,0.6657783699778522,9.697623199220462e-05,0.7682915771867338,5.295829798506806e-05,2.6959699920053e-05,0.811690848982992
2013-06-24,5.5679700730278476e-05,0.6225348092627478,8.76232599219725e-05,0.7407807749145886,4.34832292966033e-05,2.7805538690777317e-05,0.7809529995005385
2013-06-25,5.683904438603972e-05,0.6021151279298398,8.73684069114805e-05,0.6889232786828825,4.24306935990787e-05,2.4765058674636846e-05,0.7465061043408417
2013-06-26,5.616484134519195e-05,0.5785428511069636,8.595545663631855e-05,0.6520282623287191,4.019800738391674e-05,2.220391523055129e-05,0.7157147856406779
2013-06-27,5.600093181678947e-05,0.5666928715429276,8.205778382126647e-05,0.6431016807717286,3.8415391908598555e-05,2.1665636481168423e-05,0.6859777268399193
2013-06-28,5.651835513949762e-05,0.543557914247696,8.024375167648906e-05,0.6270107941081432,3.6605487341772446e-05,2.106348309199298e-05,0.6476743219335279
2013-07-01,4.0959150997653995e-05,0.5168271111276492,7.660785595872079e-05,0.6172331199458826,2.895058968888839e-05,2.117008664085525e-05,0.7068161566763574
2013-07-02,4.708768430286185e-05,0.5001215541078489,7.311570358326356e-05,0.6140858045311014,2.934503084520658e-05,2.1034378700219426e-05,0.6231997024203434
2013-07-03,4.5307854285029834e-05,0.49002430866487706,7.052662510626625e-05,0.6124749003342942,2.7700073616684904e-05,2.097895017835942e-05,0.6113746513446628
2013-07-05,5.048108536897671e-05,0.4728400294302256,6.874617612480847e-05,0.6777489489615538,2.785497999045715e-05,2.2870079764483138e-05,0.5517904337210527
2013-07-08,5.858594159480322e-05,0.4894667464037664,7.098505868488278e-05,0.6350733390984314,3.1564823981915086e-05,2.1715730358986368e-05,0.538778128722864
2013-07-09,6.185296409698371e-05,0.4895648851323227,6.925929200594497e-05,0.6032858043471365,3.204273232924289e-05,2.012057485324978e-05,0.5180468357021789
2013-07-10,6.043816195282401e-05,0.4926395511251419,6.634875198171524e-05,0.6096135002017289,3.119617004900717e-05,2.0472571274535154e-05,0.5161667569135846
2013-07-11,6.428746384905295e-05,0.4991781530868295,6.636830197543111e-05,0.5142955009680021,3.260611602669436e-05,1.529373132827803e-05,0.507192445843774
2013-07-12,6.999194674271863e-05,0.5031194466685812,6.477572203106505e-05,0.5091211338490729,3.3876713551689393e-05,1.548491361601377e-05,0.4840087342650408
2013-07-15,7.060701256657018e-05,0.5024038345298256,6.348057649450399e-05,0.4919538190913475,3.363545405898461e-05,1.5014180661119007e-05,0.4763755445292662
2013-07-16,3.5042919617133015e-05,0.4889812561582565,6.203388899865924e-05,0.7247269292800557,2.2798530623121655e-05,2.3792257566787196e-05,0.6505887886115262
2013-07-17,3.792838595062833e-05,0.4815541075366693,6.065225603473028e-05,0.7319327345805167,2.309674354877515e-05,2.4063710474684425e-05,0.6089566684656805
2013-07-18,3.7451029819475974e-05,0.47103667469845995,5.972130021063319e-05,0.7255935993260226,2.2276719259879424e-05,2.593879724364271e-05,0.5948226088110046
2013-07-19,4.0860668714576163e-05,0.47163053522269893,5.8142192947266874e-05,0.682128699803611,2.298795584262544e-05,2.470364584457493e-05,0.5625937255996248
2013-07-22,3.950888193740232e-05,0.4725492100732828,5.7214843832582014e-05,0.6810502535414985,2.246719060948751e-05,2.4698671979504437e-05,0.5686617668676227
2013-07-23,3.3171208880188284e-05,0.4580716597090617,6.116305658427287e-05,0.6972407527507473,2.0632823512456884e-05,2.534684919357259e-05,0.6220099962886783
2013-07-24,3.471216593235655e-05,0.4521078747498465,6.550473260678668e-05,0.6653676700115099,2.1558536092112582e-05,2.4190994989010532e-05,0.6210657132177696
2013-07-25,3.488954269695917e-05,0.4513804191489513,6.774728204728661e-05,0.6680854305999703,2.1945035729053997e-05,2.4539420262785445e-05,0.6289860523441781
2013-07-26,3.343176772700175e-05,0.4438070854791987,6.632990939875288e-05,0.6500798616910305,2.089914908332169e-05,2.426809432562706e-05,0.6251284483064331
2013-07-29,3.360094972876798e-05,0.4402790349919438,6.676775865792815e-05,0.6571295736355401,2.0853894932687627e-05,2.5325764579315078e-05,0.6206340922213053
2013-07-30,3.816574763863081e-05,0.44810207653496253,6.853064764328885e-05,0.6548501412458865,2.291692068531888e-05,2.5253664724191726e-05,0.6004577953589649
2013-07-31,3.750748633018741e-05,0.45376736670200873,7.239266674740016e-05,0.7145155606879027,2.3645011370293018e-05,2.8928953993172004e-05,0.6304077847856906
2013-08-01,4.226173154810077e-05,0.42674516125538364,7.245700800017347e-05,0.828246560936448,2.3614700791356824e-05,3.209222221515713e-05,0.5587726750968409
2013-08-02,4.130983358011611e-05,0.43718309227493735,7.313440569909947e-05,0.806106749026377,2.402984384417317e-05,3.24306087655755e-05,0.5816979097136714
2013-08-05,3.7225611971094185e-05,0.4392710149626347,7.470324773984317e-05,0.6658955051318507,2.3164515026396382e-05,2.8655537222895787e-05,0.6222735853042176
2013-08-06,4.1983018398946586e-05,0.4561896771404807,7.53599751686779e-05,0.6654185813383507,2.5659763934883942e-05,2.8272059599004026e-05,0.6111938806078742
2013-08-07,4.81253999850549e-05,0.4586183616234256,7.656827865088428e-05,0.6264230847168378,2.78396041918432e-05,3.313389901113848e-05,0.578480473938682
2013-08-08,4.5117615842124565e-05,0.4672746332079775,7.593901784339189e-05,0.6318711291507972,2.735128684908294e-05,3.381993584247184e-05,0.6062219011037836
2013-08-09,4.7210405389653165e-05,0.47277613349530556,7.210615131644206e-05,0.6157343569451434,2.7584211061715687e-05,3.303542736599037e-05,0.5842824443901335
2013-08-12,4.729046229109182e-05,0.4849527694384876,7.370607351305636e-05,0.6321886911100325,2.863108864301916e-05,3.468538563599592e-05,0.6054305087309846
2013-08-13,5.1414947954433665e-05,0.5005940627519322,7.645867682460788e-05,0.6440897974438704,3.138656465813981e-05,3.796351523376902e-05,0.6104560231385638
2013-08-14,5.361675369996386e-05,0.5198225748716243,7.823998766737854e-05,0.6750571998522245,3.366819086561353e-05,3.990036362812113e-05,0.6279416141831099
2013-08-15,5.120699157562921e-05,0.5397557280370132,8.245018473017041e-05,0.6337839075771069,3.507177184491193e-05,3.476629857254271e-05,0.6849020175909637
2013-08-16,4.9139520575593413e-05,0.5273479577404895,8.015217656179521e-05,0.6190935694996756,3.309560968995158e-05,3.370332933106433e-05,0.6735029015807998
2013-08-19,5.1240075352845624e-05,0.533166485365762,8.146409122063172e-05,0.6272492609024092,3.44469544224818e-05,3.360034323921412e-05,0.6722658814468113
2013-08-20,5.687877447837599e-05,0.5317724405292379,8.300454809308216e-05,0.6134241109197929,3.6538598556955785e-05,3.3192828308581585e-05,0.6423942655594123
2013-08-21,5.746511661394483e-05,0.5301211868430425,8.521701720726111e-05,0.5765004194046432,3.709714368749566e-05,3.052010621151783e-05,0.6455593562389716
2013-08-22,5.43081375808944e-05,0.5161953664931249,7.656738358535668e-05,0.5834160354202946,3.328652511099038e-05,3.022985049806443e-05,0.6129196579685432
2013-08-23,4.6628310947370826e-05,0.5015673879849173,6.851598307367188e-05,0.5780237222747899,2.834980522841262e-05,2.9893851513543727e-05,0.6079955428883307
2013-08-26,5.7057237442025364e-05,0.5497975337700411,6.931318507553136e-05,0.5601912522372091,3.45753102356197e-05,2.884472297397479e-05,0.6059758899254618
2013-08-27,6.26349019454684e-05,0.5410134687933746,7.476430789514752e-05,0.6272613610221608,3.702230350709399e-05,2.8399785549377117e-05,0.5910810483798088
2013-08-28,6.352118414260544e-05,0.5264332490836001,7.480531250384658e-05,0.6758327094603593,3.6288483943790866e-05,3.0848711821935935e-05,0.5712816036666288
2013-08-29,6.345432123592429e-05,0.5181835825993799,7.573355749446453e-05,0.6768787780561575,3.5921828046070585e-05,3.090686071771643e-05,0.5661053076671105
2013-08-30,6.533098257867051e-05,0.5077401294923226,7.876429644609588e-05,0.7052782948833919,3.6422167181178994e-05,3.1887061624227376e-05,0.5575022101851906
2013-09-03,6.741624909395761e-05,0.4930772277582665,8.331794601479114e-05,0.7409765315770207,3.6954430675087124e-05,3.375105669659419e-05,0.5481531703667459
2013-09-04,5.29054408502055e-05,0.48901477842326724,8.717437210817645e-05,0.7995104566421954,3.320982345289349e-05,3.582838039087342e-05,0.6277203803465612
2013-09-05,5.526096611110341e-05,0.486566430574605,9.026936058091272e-05,0.7684173307436702,3.436541258205194e-05,3.788191459105787e-05,0.621874987001847
2013-09-06,5.903493096893949e-05,0.4824926048583998,9.484689503520123e-05,0.6829508952498357,3.6104118858615155e-05,3.5925677919997224e-05,0.6115721364629172
2013-09-09,5.950680039687122e-05,0.4922638380050959,9.972801579453223e-05,0.6899255706613096,3.792187674217189e-05,3.525974934618721e-05,0.6372696311893417
2013-09-10,6.058865375686932e-05,0.4842392645690134,9.649515177100789e-05,0.690655244749483,3.7026136640627714e-05,3.485162508877648e-05,0.611106772386898
2013-09-11,5.2548421709793746e-05,0.4695570909506339,9.834093134392751e-05,0.7111889609526807,3.375478919888497e-05,3.6589752596563816e-05,0.642355909094676
2013-09-12,5.463125330927889e-05,0.46863693593467864,9.987898117898594e-05,0.7229091206215803,3.4617376268184705e-05,3.717411470120664e-05,0.6336551730235537
2013-09-13,5.629719144726608e-05,0.46788067373933406,9.242889316015948e-05,0.7194680114323136,3.37506660232049e-05,3.7130978984151787e-05,0.5995088770071123
2013-09-16,5.4138744378514925e-05,0.48223207813364843,9.366627447854743e-05,0.7272391880830366,3.434012006380628e-05,3.7571355136077464e-05,0.6342984208077466
2013-09-17,5.7555509167455784e-05,0.4957503862585045,8.941147551164513e-05,0.7305229198760622,3.55633891743104e-05,3.772913586148223e-05,0.6178972211129248
2013-09-18,6.204530316157312e-05,0.5042348622832201,0.00013182922490706465,0.6189617916590204,4.5602974810183374e-05,3.0590067768803546e-05,0.7349947939077349
2013-09-19,6.178297806302708e-05,0.5023051956141343,0.00013253153379172387,0.5975256092861473,4.5452910895999767e-05,3.0159820569226832e-05,0.7356866295702287
2013-09-20,6.675064824066973e-05,0.517733724395013,0.00013059551396680293,0.5609713934406347,4.833907420302233e-05,2.6365049225033882e-05,0.7241738541434923
2013-09-23,6.644616634370019e-05,0.5177243149606295,0.00013048564850464084,0.6035801051530816,4.820753229186673e-05,2.7954560639364953e-05,0.7255126208863264
2013-09-24,6.687102886618699e-05,0.5257044030508907,0.00012651822181643468,0.6079374985358847,4.835452893410554e-05,2.7979812953589938e-05,0.7231013153822696
2013-09-25,5.221698153901886e-05,0.5139028645712784,0.00011877312323269976,0.5958570351331212,4.0471193181013476e-05,2.717771619081717e-05,0.7750580747523982
2013-09-26,5.0374063840171386e-05,0.5158421100556188,0.00010947603180974778,0.6016314222432634,3.830714714881234e-05,2.742833130036973e-05,0.760453777768548
2013-09-27,5.122431082106018e-05,0.5258267930673476,0.00010469514687259576,0.5805048201422738,3.850738691733796e-05,2.6196243305829058e-05,0.7517404587804855
2013-09-30,5.1567877421329924e-05,0.5291245322195486,9.984532403901768e-05,0.5700412591048454,3.796744660435639e-05,2.5559133873596098e-05,0.736261574121955
2013-10-01,5.3629225784131454e-05,0.5505018263573426,9.6785044449824e-05,0.5690048511695365,3.966099950289333e-05,2.5000846580067934e-05,0.7395407806656938
2013-10-02,4.9785428743887e-05,0.5392577151019212,9.469381299047881e-05,0.5727663144354023,3.7026127748600504e-05,2.5522828892467136e-05,0.7437141485528902
2013-10-03,5.1677659876475144e-05,0.5494962800648729,9.588146901585763e-05,0.5330009244111308,3.867973731402672e-05,2.34806888339916e-05,0.7484808214319826
2013-10-04,4.988490741732951e-05,0.5656380301565278,9.298087900742428e-05,0.531344029931065,3.8522991972690575e-05,2.29963704518073e-05,0.7722374154253333
2013-10-07,5.300164613196136e-05,0.5713940089283647,9.177164635060109e-05,0.5712635939428785,3.98505778301064e-05,2.3695208111913322e-05,0.7518743423720848
2013-10-08,5.7418241986777646e-05,0.5319295524072891,9.427812835148983e-05,0.7011794359086421,3.9136730420239354e-05,2.8906890975773253e-05,0.6816079536056122
2013-10-09,4.671951297786224e-05,0.503703482644235,9.204048777886716e-05,0.6996198788207142,3.303037944945224e-05,2.9221653557975578e-05,0.7069932313957016
2013-10-10,5.493659376391755e-05,0.5074676633304102,8.936451138160279e-05,0.7832267832845816,3.555672724139267e-05,2.5671482409810454e-05,0.6472321053284231
2013-10-11,5.397060840252837e-05,0.5014064995392518,8.832544054844551e-05,0.7964888951112571,3.461876114499643e-05,2.6062768518825112e-05,0.6414372965151647
2013-10-14,5.390763459317086e-05,0.4907854921418435,8.78259521724124e-05,0.8098390086628234,3.3769784381787984e-05,2.667025389136674e-05,0.6264378809539904
2013-10-15,5.553151341989191e-05,0.4887538879120173,8.929899326302281e-05,0.8294451273313866,3.441781226144189e-05,3.05785850105506e-05,0.6197888395584966
2013-10-16,4.144281603770634e-05,0.4921531988617858,8.828307720390769e-05,0.8334029492994264,2.9768960687103918e-05,2.7875643858100275e-05,0.7183141382095976
2013-10-17,4.1583055321708076e-05,0.4917546193057707,8.883224463424177e-05,0.7876968581826399,2.988766345156939e-05,2.5805667408142513e-05,0.7187462109347889
2013-10-18,4.3823960134694674e-05,0.4851814226940859,8.195972780484679e-05,0.7787870548831709,2.9077711765254648e-05,2.5267673042746176e-05,0.6635117336699639
2013-10-21,4.4710412594374516e-05,0.49101570083643287,7.804529900692807e-05,0.7779756951150536,2.900501488459134e-05,2.5248195179857254e-05,0.6487306468793528
2013-10-22,4.4371990394003997e-05,0.4908448406636624,7.72769932174807e-05,0.7256072957564479,2.8742450588186917e-05,2.3443656504303122e-05,0.6477611288780702
2013-10-23,3.6244305626284386e-05,0.48786533718122077,7.61709737747639e-05,0.7445711240318447,2.563389543258241e-05,2.3490173338148817e-05,0.7072530426405161
2013-10-24,4.040389782719303e-05,0.48061707567603723,7.392034788276812e-05,0.7522148107873312,2.6265932858810903e-05,2.3674833517805328e-05,0.650084132257486
2013-10-25,3.967999624918889e-05,0.4786801404847566,7.603909100556166e-05,0.731936781086676,2.6293577447538354e-05,2.3056131250542303e-05,0.6626406233109416
2013-10-28,4.081308187982178e-05,0.48003544937654313,7.597005301778295e-05,0.7439715720528761,2.672970834440809e-05,2.5321919021506987e-05,0.654929917400416
2013-10-29,4.2024721372673885e-05,0.47475979008623437,7.578224380110402e-05,0.7574270658964583,2.6792305121512956e-05,2.5438842436165968e-05,0.6375367699388094
2013-10-30,3.243679795796633e-05,0.4763708682167902,7.677574893093238e-05,0.7276988420566737,2.3772574308852162e-05,2.411627693666082e-05,0.7328890582744382
2013-10-31,3.3498134377451295e-05,0.47826679908110314,8.334031185093076e-05,0.6952171123700713,2.5270166553803772e-05,2.3263426241275064e-05,0.7543753412970353
2013-11-01,3.528785039280735e-05,0.4799602518736664,8.02030112151201e-05,0.6972910020930477,2.5533668247469117e-05,2.3307063390959717e-05,0.7235824218035563
2013-11-04,3.477448195487655e-05,0.4866163083201094,7.897312789522964e-05,0.6784381921419119,2.5500967857832853e-05,2.2570103427757843e-05,0.733324162554685
2013-11-05,3.766596277267884e-05,0.5031882182131472,7.638535795598348e-05,0.6822495589243918,2.6990445894428342e-05,2.2490163902387017e-05,0.7165739014112225
