Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_OXY,Predicted_Covariance,Future_Cov_45_OXY,Beta_Predicted
2013-05-23,7.454058968752127e-05,0.6650880609197128,0.00021265782314317617,0.9587594213064288,8.373677793057465e-05,6.765717566548797e-05,1.1233715520846344
2013-05-24,7.630250921850573e-05,0.6681973373826896,0.0002073514750471524,0.9638564935318816,8.404806422778773e-05,6.798486733279569e-05,1.1015111441106247
2013-05-28,7.438631671877e-05,0.6815256556720107,0.00021236049829167074,0.9361246487260296,8.565754134942096e-05,6.536300943465509e-05,1.151522822043518
2013-05-29,7.273626036607267e-05,0.6544239504804739,0.00021245479373103898,0.9974371722952584,8.13519442821578e-05,7.125112766260877e-05,1.1184510156656864
2013-05-30,7.309916508279677e-05,0.656128560075337,0.00020994612553982002,0.993819752161331,8.12828799307166e-05,7.081372637263034e-05,1.1119536021875276
2013-05-31,7.696255068093324e-05,0.6836029209383283,0.000239250451389306,0.9331960495624964,9.276198189637295e-05,6.163527449771709e-05,1.2052872608255938
2013-06-03,7.835861755638394e-05,0.6879518597902363,0.0002338345434052802,0.8833240485915319,9.312274424374025e-05,5.875984837384709e-05,1.188417396168744
2013-06-04,7.696792659140356e-05,0.688134675646318,0.00021923335884593438,0.8931466226262429,8.938850119598671e-05,5.910900293328498e-05,1.1613733818051217
2013-06-05,8.390672708275947e-05,0.6732018984031061,0.00021556253879572202,0.9292397971725508,9.053788968587811e-05,5.687851902299591e-05,1.079030166396291
2013-06-06,8.864935953499249e-05,0.6656077954483941,0.0002177408653770509,0.9715529607620176,9.247539033548976e-05,5.839625449261095e-05,1.0431591476866455
2013-06-07,8.584609796353898e-05,0.6561618626193759,0.0002057975684340554,0.989735355158984,8.721503996043628e-05,5.637834910514571e-05,1.015946467333655
2013-06-10,7.344670994631798e-05,0.6734763009630529,0.00019521279089443377,0.9824520432917732,8.064224809544422e-05,5.60774953253266e-05,1.097969509517655
2013-06-11,7.540176794643908e-05,0.6900650666604209,0.00018451334077264337,0.9739273148824208,8.139443129931762e-05,5.3629009086621874e-05,1.07947643027595
2013-06-12,7.564969572692771e-05,0.6918418637583749,0.00018341988409367502,0.9535356331134226,8.149550176058827e-05,5.548598780219454e-05,1.0772746800563764
2013-06-13,7.668406692361186e-05,0.7228223483364352,0.0001897443287004966,0.892197629641658,8.719037438599724e-05,4.783470709106993e-05,1.1370076977379298
2013-06-14,7.978958283363962e-05,0.7253931892684482,0.000171622432441574,0.8702477055686088,8.48855168643014e-05,4.668125204288429e-05,1.063867159717914
2013-06-17,6.406673037804978e-05,0.7130352660513387,0.0001585040402250087,0.8522249793688668,7.185342244308554e-05,4.504535606660649e-05,1.1215403380051934
2013-06-18,5.269216623890948e-05,0.6659476108360106,0.0001340650402752308,0.8749549287524582,5.5972004880408556e-05,4.5781147106484784e-05,1.0622452800028772
2013-06-19,5.313666894497608e-05,0.6592848991659097,0.0001391783383451079,0.9264650834633548,5.669648238163861e-05,4.60580039692193e-05,1.0669935377460107
2013-06-20,6.610900161714408e-05,0.6736732443109259,0.00015499711224346174,0.8547643843442528,6.81932520478292e-05,2.974537961881104e-05,1.0315274830915704
2013-06-21,6.524441916700448e-05,0.6651315942954019,0.0001523002815780253,0.8775035149078841,6.630245591025276e-05,3.079199635031068e-05,1.0162165095000701
2013-06-24,5.5679700730278476e-05,0.652346381286035,0.00014903311579896736,0.7676997341422103,5.942485003149699e-05,2.881595390087154e-05,1.0672623820189089
2013-06-25,5.683904438603972e-05,0.6295046051283736,0.00014171020768218118,0.8144429930343855,5.649667156525327e-05,2.9277176622925135e-05,0.993976450088409
2013-06-26,5.616484134519195e-05,0.6169433753705501,0.00013567794430562586,0.819029934639447,5.3855765197658626e-05,2.7890924812167072e-05,0.9588875158866448
2013-06-27,5.600093181678947e-05,0.613617236159046,0.00012123876555294946,0.7824860397159547,5.056103200559251e-05,2.636139602019259e-05,0.9028605483031259
2013-06-28,5.651835513949762e-05,0.60880417257698,0.0001224364899894411,0.7578273037144478,5.064397814485745e-05,2.5458066668764255e-05,0.8960624919083167
2013-07-01,4.0959150997653995e-05,0.5884986663321395,0.00011485892735136157,0.7857864795125997,4.036484917384418e-05,2.6951191235416683e-05,0.9854903773800425
2013-07-02,4.708768430286185e-05,0.5673127655109375,0.00010774926709286177,0.7931426922213977,4.040949145463602e-05,2.7167642743729153e-05,0.8581753817989314
2013-07-03,4.5307854285029834e-05,0.5539977858164181,0.00010255238081759336,0.7927969287910008,3.776310100052322e-05,2.715547569636708e-05,0.8334780270757719
2013-07-05,5.048108536897671e-05,0.5431226694385612,0.00010325889099523603,0.7710410090434132,3.921263260549668e-05,2.601814345198008e-05,0.7767787146192168
2013-07-08,5.858594159480322e-05,0.5404098071945392,0.00010231000015942959,0.7588601923342088,4.18387760963718e-05,2.594850437319979e-05,0.714143614619024
2013-07-09,6.185296409698371e-05,0.5106814115135231,8.87004263737374e-05,0.8447192822536378,3.78262389863822e-05,2.8172778848925062e-05,0.6115509505263437
2013-07-10,6.043816195282401e-05,0.5090510919802755,8.518335184808756e-05,0.8342581892097773,3.652534779026865e-05,2.8016784789559304e-05,0.6043424652586077
2013-07-11,6.428746384905295e-05,0.5122406589029517,8.614767158050845e-05,0.7914565939803394,3.8120533138416994e-05,2.3535738662980196e-05,0.5929699331105059
2013-07-12,6.999194674271863e-05,0.5133392610468442,8.489483183892693e-05,0.7833832754795066,3.957028186655263e-05,2.3826593599287066e-05,0.5653547830582264
2013-07-15,7.060701256657018e-05,0.511338854862364,8.127926171565889e-05,0.8161158745814722,3.87366971169601e-05,2.4907441930231573e-05,0.5486239356244977
2013-07-16,3.5042919617133015e-05,0.5112739821445388,8.068037588479887e-05,0.8366803131729345,2.7185529134965307e-05,2.7467605670242942e-05,0.7757780867571858
2013-07-17,3.792838595062833e-05,0.5128180799307565,7.738417016741593e-05,0.8367083715428442,2.7782516054160656e-05,2.7508413073082444e-05,0.7324992972367812
2013-07-18,3.7451029819475974e-05,0.5180590166364439,7.966906884709821e-05,0.7727748013260451,2.8298016119856754e-05,2.7625448881042326e-05,0.7556004803141808
2013-07-19,4.0860668714576163e-05,0.5208803576800243,8.024842586749553e-05,0.7598633217925079,2.982695895546662e-05,2.7518845633160975e-05,0.7299674697890223
2013-07-22,3.950888193740232e-05,0.5235022072130731,8.079516819851042e-05,0.7369594939102264,2.9577303767127573e-05,2.672625214897033e-05,0.7486241654215806
2013-07-23,3.3171208880188284e-05,0.5102227949127104,7.635596303278494e-05,0.7340087832508289,2.5678046824729797e-05,2.6683480365163613e-05,0.7741064522995474
2013-07-24,3.471216593235655e-05,0.5119050280424303,7.756955603287927e-05,0.7225587910632125,2.656292553354803e-05,2.627031171137801e-05,0.7652338832820484
2013-07-25,3.488954269695917e-05,0.5138858411686711,7.710130126049881e-05,0.690389216014764,2.665294139906199e-05,2.53586597472524e-05,0.7639234950873963
2013-07-26,3.343176772700175e-05,0.5096424852890433,7.497145042958442e-05,0.7158432252674362,2.5514863647524386e-05,2.6723102709198888e-05,0.7631921786450097
2013-07-29,3.360094972876798e-05,0.5078901554980765,7.772652448375603e-05,0.7249870956689352,2.5955547592395434e-05,2.794099252963495e-05,0.7724647012037635
2013-07-30,3.816574763863081e-05,0.4972352448925459,8.738935216318472e-05,0.7210967800298271,2.8716271561314157e-05,2.780840251774455e-05,0.7524095121419282
2013-07-31,3.750748633018741e-05,0.4853728576601777,8.393567780094661e-05,0.7138507372019784,2.7233770128614253e-05,2.8902036947419522e-05,0.726088916992966
2013-08-01,4.226173154810077e-05,0.5131811920465842,8.057295842198339e-05,0.7359748138062582,2.9946014445546035e-05,2.8516951815320163e-05,0.7085846544518075
2013-08-02,4.130983358011611e-05,0.5142972233076005,8.316423332683223e-05,0.7356797987264958,3.0144577160201804e-05,2.9597250932401768e-05,0.7297191624299223
2013-08-05,3.7225611971094185e-05,0.5012693932700958,7.510558050976774e-05,0.7986089594797763,2.6505024788602107e-05,3.43666064548364e-05,0.7120104515456549
2013-08-06,4.1983018398946586e-05,0.5147024814007332,6.885151171262728e-05,0.8081544817567746,2.7672591473412086e-05,3.433656996393964e-05,0.6591377306522208
2013-08-07,4.81253999850549e-05,0.5241525121720008,7.27635508188709e-05,0.7400416287875127,3.101714282077791e-05,3.9143615857273044e-05,0.6445067018748961
2013-08-08,4.5117615842124565e-05,0.533296548186293,7.624465540228158e-05,0.7299371515630495,3.127854529648692e-05,3.9068769715869654e-05,0.6932668030584045
2013-08-09,4.7210405389653165e-05,0.5839137679104044,7.921455153621995e-05,0.7239561146666503,3.5708373129219685e-05,3.884174948575348e-05,0.7563665855969474
2013-08-12,4.729046229109182e-05,0.606710304027396,8.128389392210355e-05,0.7278675495968278,3.7615808496729944e-05,3.993485964667353e-05,0.7954206128328692
2013-08-13,5.1414947954433665e-05,0.6078246017135934,8.152836633856671e-05,0.7698799048549794,3.9352954593430905e-05,4.537775262413115e-05,0.7653990942149224
2013-08-14,5.361675369996386e-05,0.6024747125204747,8.001456974540882e-05,0.7796263703359514,3.946150258944302e-05,4.6081096057173203e-05,0.7359920149262901
2013-08-15,5.120699157562921e-05,0.6056798560960845,8.128685639777993e-05,0.7740855086526279,3.907670398700321e-05,4.246256112336165e-05,0.763112668497418
2013-08-16,4.9139520575593413e-05,0.5850899443435995,7.284646030759698e-05,0.7714965925250964,3.500598630543442e-05,4.2000119233480285e-05,0.7123794838735397
2013-08-19,5.1240075352845624e-05,0.580613839043255,7.216767268347896e-05,0.7702017607969932,3.530722726346426e-05,4.125798966904241e-05,0.6890549442079122
2013-08-20,5.687877447837599e-05,0.5776083587629265,7.36888576981437e-05,0.8329728331948802,3.7394652069450384e-05,4.507277060970558e-05,0.6574447570713216
2013-08-21,5.746511661394483e-05,0.5882280860989583,7.58792258083903e-05,0.8318701721982997,3.884269446137935e-05,4.403945800404605e-05,0.6759351890352476
2013-08-22,5.43081375808944e-05,0.6032114734060198,7.993597388641091e-05,0.82386297296944,3.974414727440955e-05,4.2688669820011436e-05,0.7318267398731703
2013-08-23,4.6628310947370826e-05,0.5616046630164769,8.258442636020306e-05,0.8065694446368439,3.48501478823776e-05,4.171362918886005e-05,0.7474031800489795
2013-08-26,5.7057237442025364e-05,0.5636354866866483,8.749077072047914e-05,0.7759911507809136,3.9823077596494756e-05,3.995644288471198e-05,0.69794962710836
2013-08-27,6.26349019454684e-05,0.5482936601994071,8.840316821014747e-05,0.8270054765503431,4.079954689586873e-05,3.744336833360341e-05,0.6513867768387327
2013-08-28,6.352118414260544e-05,0.5635723546449027,9.409942176256469e-05,0.8173103487234571,4.3571493978294725e-05,3.7306527286890296e-05,0.6859364252479372
2013-08-29,6.345432123592429e-05,0.5640226602380483,9.6767951266842e-05,0.8144545324641357,4.4197013830412514e-05,3.718868667750358e-05,0.6965170057699811
2013-08-30,6.533098257867051e-05,0.5573149472447355,9.614112422157998e-05,0.8358615254270952,4.416872716833324e-05,3.77909942273514e-05,0.676076272313002
2013-09-03,6.741624909395761e-05,0.5500539752840646,9.674143559351887e-05,0.8592623431715429,4.442156596636921e-05,3.913890767890892e-05,0.658914824888272
2013-09-04,5.29054408502055e-05,0.563373489148899,0.00010203180164252919,0.8325892952565814,4.139180380811865e-05,3.731073900534615e-05,0.7823732898344778
2013-09-05,5.526096611110341e-05,0.5703589382480643,0.00010325670094279448,0.8450137416192259,4.308405891845649e-05,4.165801200411499e-05,0.7796472257078354
2013-09-06,5.903493096893949e-05,0.5746204508044369,0.0001048798748520596,0.8060433829741586,4.5214911863972064e-05,4.240078630496766e-05,0.765900986447521
2013-09-09,5.950680039687122e-05,0.568987537280785,0.0001048894242854034,0.8046805183175596,4.495229866465781e-05,4.112448441712512e-05,0.7554144797713126
2013-09-10,6.058865375686932e-05,0.5692584110013001,0.00010623202553464753,0.8432649048637347,4.567019214196942e-05,4.25525651738065e-05,0.7537746642339201
2013-09-11,5.2548421709793746e-05,0.5943029727413093,0.00010803611672077066,0.8554234119329793,4.477877655319972e-05,4.401042862927507e-05,0.852143130016292
2013-09-12,5.463125330927889e-05,0.5951019380201639,0.00010710560471719414,0.8625716379241734,4.552165524157613e-05,4.435597240581241e-05,0.8332529913576863
2013-09-13,5.629719144726608e-05,0.5868211384288768,0.00012812906656475888,0.8654077339997582,4.983941606844832e-05,4.4662772872829104e-05,0.8852913402462217
2013-09-16,5.4138744378514925e-05,0.5866381248070007,0.0001430272902339852,0.8777064415045257,5.162188139399667e-05,4.5344944221053245e-05,0.9535108726031505
2013-09-17,5.7555509167455784e-05,0.5967455433018328,0.00015205660329200215,0.8639265749058319,5.582584131576769e-05,4.4619001310043925e-05,0.9699478316375295
2013-09-18,6.204530316157312e-05,0.6050476537725681,0.00014835277637339716,0.8349262394418883,5.804861682116936e-05,4.126337132704578e-05,0.9355843853321834
2013-09-19,6.178297806302708e-05,0.6064185187484654,0.0001432937996003505,0.8582184478354645,5.705852934707692e-05,4.331816744530967e-05,0.9235315476193042
2013-09-20,6.675064824066973e-05,0.5952595532981207,0.00013670380912601032,0.8842133366712048,5.686230047161712e-05,4.155707121496004e-05,0.8518613971597679
2013-09-23,6.644616634370019e-05,0.5943024570672532,0.00013328548378279174,0.9102072487870372,5.5928595934846044e-05,4.2155868812398224e-05,0.8417129085453803
2013-09-24,6.687102886618699e-05,0.593791792829219,0.00013912167624022064,0.9420883875784544,5.7273087270666434e-05,4.33588270729749e-05,0.8564708550435701
2013-09-25,5.221698153901886e-05,0.6012113102324644,0.00013445468415480583,0.9389573694219576,5.037568819628503e-05,4.282691215641203e-05,0.964737652609086
2013-09-26,5.0374063840171386e-05,0.6021045541472383,0.0001283526349806778,0.9346352653627008,4.84147619287832e-05,4.260995146794671e-05,0.9611049464342459
2013-09-27,5.122431082106018e-05,0.5964139365913256,0.00012699587659115275,0.9769469875541916,4.810394068150168e-05,4.4086353971348744e-05,0.9390841947984666
2013-09-30,5.1567877421329924e-05,0.5945775385097679,0.0001264488434328242,0.9636761060728886,4.801263677508569e-05,4.320867342932555e-05,0.9310570683916944
2013-10-01,5.3629225784131454e-05,0.6014842629218149,0.00012577801541948681,0.951166553443376,4.940005150269587e-05,4.17922079677394e-05,0.9211404934604338
2013-10-02,4.9785428743887e-05,0.6017743551028472,0.00010939656673751767,0.9784862356356674,4.441060076582647e-05,4.3601964948621405e-05,0.8920401387781463
2013-10-03,5.1677659876475144e-05,0.6035190428700525,0.00010841725156842702,0.9279357780763402,4.517431692157709e-05,4.087904966958719e-05,0.8741556221693675
2013-10-04,4.988490741732951e-05,0.611066240490737,0.00010802540182469229,0.912765320188491,4.485757804968001e-05,3.9504140926059376e-05,0.8992214353413222
2013-10-07,5.300164613196136e-05,0.6174055820016268,0.00010473030712225027,0.9664363137978946,4.599932081171227e-05,4.008641514208124e-05,0.8678847577146004
2013-10-08,5.7418241986777646e-05,0.6410982663859385,0.00011077580863490614,0.9117009922421294,5.112955496440915e-05,3.758587293863731e-05,0.8904757999414774
2013-10-09,4.671951297786224e-05,0.6283809967628624,0.0001112238259298429,0.909691973618118,4.529717433258975e-05,3.799592393279024e-05,0.96955579040504
2013-10-10,5.493659376391755e-05,0.6146498338356181,0.0001124692996588211,0.9819894270748724,4.831429293219707e-05,3.2186238828624e-05,0.8794555618031417
2013-10-11,5.397060840252837e-05,0.6117759788937516,0.00011156588866669489,0.9622867101461,4.747191945149698e-05,3.148801688161182e-05,0.8795883696073558
2013-10-14,5.390763459317086e-05,0.6119992152566962,0.000110795739038363,0.969377047075788,4.7297428849597426e-05,3.19242857968315e-05,0.8773790429971707
2013-10-15,5.553151341989191e-05,0.6158756888188468,0.00011170346044095327,1.071771192067692,4.850607449861679e-05,3.951225394975083e-05,0.8734873499997473
2013-10-16,4.144281603770634e-05,0.6278120088819096,0.00011443473455650503,1.006544841432116,4.3234772790266397e-05,3.366689012866574e-05,1.0432392613216646
2013-10-17,4.1583055321708076e-05,0.6292459032714414,0.00011609789695699999,0.979833128955082,4.372106890550957e-05,3.2100226855839216e-05,1.0514155000699374
2013-10-18,4.3823960134694674e-05,0.6221384806508515,0.00011397766178287355,0.9935994609165554,4.396962339297827e-05,3.223724143393051e-05,1.0033238269165063
2013-10-21,4.4710412594374516e-05,0.6151205460022661,0.00011747741790877237,0.9883661353815624,4.4580174940719886e-05,3.207614486154933e-05,0.9970870845045385
2013-10-22,4.4371990394003997e-05,0.6128517022500132,0.00011677805533409469,0.982573798266438,4.411542538456164e-05,3.174599091189224e-05,0.9942178611515019
2013-10-23,3.6244305626284386e-05,0.6051223367377087,0.00012809499441608936,0.9060040760123776,4.123150199661283e-05,2.8583156267674423e-05,1.1375994458757606
2013-10-24,4.040389782719303e-05,0.5917857247501019,0.00012710021874233894,0.8874268213903231,4.240814399501047e-05,2.7930428854040616e-05,1.049605267699408
2013-10-25,3.967999624918889e-05,0.5774318337257304,0.00012456315577158723,0.9058793660158632,4.059582159095237e-05,2.853535182234074e-05,1.0230802779317854
2013-10-28,4.081308187982178e-05,0.569789600853036,0.00011496404991231097,0.9242362679982088,3.902970252935779e-05,3.145743307155189e-05,0.9563037323249606
2013-10-29,4.2024721372673885e-05,0.554228204503772,0.00011677595114036375,0.9696871467467554,3.8825562024296306e-05,3.256778064732943e-05,0.9238743471965576
2013-10-30,3.243679795796633e-05,0.5610597750268708,0.00011294840340330756,0.959134295781662,3.396003813209923e-05,3.178615515059239e-05,1.0469602510120393
2013-10-31,3.3498134377451295e-05,0.5591035251576221,0.00010973363786954373,1.018598558762036,3.389787151680816e-05,3.4084449331874565e-05,1.0119331164790462
2013-11-01,3.528785039280735e-05,0.5585316429932401,0.00010899142974348242,1.0277873882475854,3.463829919672732e-05,3.435395801524906e-05,0.9815927808339261
2013-11-04,3.477448195487655e-05,0.5624286892396845,0.00011435093044536682,0.9929130920145895,3.546644440076036e-05,3.3031971727288305e-05,1.0198985694964975
2013-11-05,3.766596277267884e-05,0.5668332449861853,0.00011543163679726362,0.9615447690047384,3.737595319414666e-05,3.169705157229144e-05,0.9923004867741615
2013-11-06,3.8333959556374354e-05,0.5624188651240135,0.0001095856646937653,1.0507507594553387,3.645260696262932e-05,3.899679629612093e-05,0.9509220384349211
2013-11-07,4.0431492315281525e-05,0.5700125483492934,0.00011050088898735133,1.0720583326543738,3.810019408871251e-05,3.7775755666796386e-05,0.9423395454120332
2013-11-08,4.3778322206368926e-05,0.5632065530703648,0.00010704247614989377,1.096039064368885,3.855452255687131e-05,3.526467048319976e-05,0.8806761112298258
