Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_BA,Predicted_Covariance,Future_Cov_45_BA,Beta_Predicted
2013-05-15,7.650099964197039e-05,0.6701866276741956,0.00018607578898764766,1.2870013601605494,7.996026922017535e-05,9.4992989173536e-05,1.04521861929118
2013-05-16,7.639729836462006e-05,0.6594095759759252,0.0001908329540451802,1.2845148846352383,7.961977330301246e-05,9.409679305903357e-05,1.0421804829146255
2013-05-17,7.425705624970095e-05,0.6558973836164449,0.00020698115621711546,1.2471492248323788,8.13149065305169e-05,8.913983661213614e-05,1.0950461900493715
2013-05-20,7.217439206379002e-05,0.6561583369012424,0.00021478183844247933,1.2527343288008927,8.169566196255391e-05,8.99744840648714e-05,1.1319203338816999
2013-05-21,7.13709588975209e-05,0.6630115291235033,0.00022302014378810923,1.2490880908333937,8.364767843674204e-05,8.980913210016455e-05,1.1720128148600168
2013-05-22,7.35750525384875e-05,0.6691105833479982,0.00023396571688754606,1.2451810292619594,8.77888382765258e-05,8.783396994032585e-05,1.193187571705817
2013-05-23,7.454058968752127e-05,0.6673297672266778,0.00024314137146666436,1.27289701999827,8.983929613902887e-05,8.982505451549984e-05,1.2052399439773782
2013-05-24,7.630250921850573e-05,0.6672576894828922,0.000244698260726341,1.2729778356340409,9.117555981514973e-05,8.978850052256982e-05,1.1949221689951557
2013-05-28,7.438631671877e-05,0.6679895274413998,0.00024747509858088373,1.285252804823795,9.063207729834003e-05,8.974017650527732e-05,1.2183971635669215
2013-05-29,7.273626036607267e-05,0.6693111007269198,0.0002500875610560849,1.278277243551476,9.027127112525921e-05,9.131271382127014e-05,1.2410766056838085
2013-05-30,7.309916508279677e-05,0.6696831956113626,0.0002506638236208274,1.272251811231994,9.065075794618327e-05,9.0653150575579e-05,1.2401066119360795
2013-05-31,7.696255068093324e-05,0.6712697186945129,0.0002540150738273169,1.287614224461464,9.385696949888981e-05,8.504371209999699e-05,1.2195147986713233
2013-06-03,7.835861755638394e-05,0.6660563694595822,0.0002533879831478633,1.2665647729297116,9.385283067854648e-05,8.425351277560523e-05,1.197734641132655
2013-06-04,7.696792659140356e-05,0.666148192663743,0.0002522747019968465,1.2587548467525906,9.28244957244962e-05,8.330518421511344e-05,1.2060152824080834
2013-06-05,8.390672708275947e-05,0.682715867891425,0.00024978002916643534,1.282243023611266,9.883647399677454e-05,7.848575193668171e-05,1.1779326572861013
2013-06-06,8.864935953499249e-05,0.6863998438345342,0.00024850932048618013,1.2805308058082234,0.00010187938580806219,7.69677061793466e-05,1.1492399532547939
2013-06-07,8.584609796353898e-05,0.6904683547250077,0.00025221254152445844,1.2351289073136815,0.0001015985238454646,7.035671542237911e-05,1.1834961198657634
2013-06-10,7.344670994631798e-05,0.6862800536936502,0.000248533016789297,1.2489258184671015,9.272131781298686e-05,7.128758317007111e-05,1.262429833559007
2013-06-11,7.540176794643908e-05,0.6799626142347731,0.00024608013050098646,1.3185986629899933,9.262198274015593e-05,7.260823122887259e-05,1.2283794566454869
2013-06-12,7.564969572692771e-05,0.6767403488949014,0.00024459239113269873,1.2984545930531868,9.205494759183005e-05,7.555673140039089e-05,1.2168581341572118
2013-06-13,7.668406692361186e-05,0.673310510185247,0.00024197110331306454,1.3221635850810585,9.171697340180012e-05,7.088710585818662e-05,1.196036896336799
2013-06-14,7.978958283363962e-05,0.6720024373606535,0.00023889365561476544,1.2788222458004004,9.277826645884965e-05,6.859773739391895e-05,1.162786709291253
2013-06-17,6.406673037804978e-05,0.660451052996854,0.00023776605042863426,1.258687791276487,8.151393129943483e-05,6.652942721384305e-05,1.272328567704818
2013-06-18,5.269216623890948e-05,0.5990724576154952,0.00022990301524129306,1.256390042451843,6.593632132181658e-05,6.573936035610792e-05,1.2513496033330134
2013-06-19,5.313666894497608e-05,0.6267781117388346,0.00023335857514959331,1.2542208194114894,6.979476779760249e-05,6.23519531494754e-05,1.3134953542134182
2013-06-20,6.610900161714408e-05,0.6611492611628154,0.00024015872897004982,1.3449333487168171,8.330652220874239e-05,4.680301817941508e-05,1.2601388641624631
2013-06-21,6.524441916700448e-05,0.6542786040623679,0.00023316693151720504,1.3403672519883891,8.069894957624105e-05,4.70340948271132e-05,1.236871300358702
2013-06-24,5.5679700730278476e-05,0.6097820711280106,0.00023166495005147163,1.3084096610719689,6.925533958493038e-05,4.911174356342915e-05,1.2438166634625876
2013-06-25,5.683904438603972e-05,0.6004586043456682,0.0002243242640489411,1.3250069374131734,6.78023243251778e-05,4.7630665945957636e-05,1.1928829039537965
2013-06-26,5.616484134519195e-05,0.5727785384469839,0.00022265845704296918,1.2862103799359947,6.405287131573869e-05,4.380010483403889e-05,1.1404442669403536
2013-06-27,5.600093181678947e-05,0.5936416157984304,0.00021745116814174683,1.241250203674812,6.550928173614945e-05,4.1816833168160305e-05,1.169789137624837
2013-06-28,5.651835513949762e-05,0.5875532002982262,0.0002122656692179471,1.250115583208737,6.435493155857931e-05,4.1995749829807146e-05,1.1386554226452557
2013-07-01,4.0959150997653995e-05,0.5998800999329812,0.00020553097289278456,1.2616738571782062,5.504001798600952e-05,4.327335006149152e-05,1.3437782924055732
2013-07-02,4.708768430286185e-05,0.6098889431977285,0.00020392086764642588,1.2453789926343992,5.9763395147660574e-05,4.2658164645854625e-05,1.2691937612236397
2013-07-03,4.5307854285029834e-05,0.6080137265014185,0.00020088980868404932,1.247910913195534,5.8006823544489067e-05,4.2744381623918016e-05,1.2802818509031688
2013-07-05,5.048108536897671e-05,0.5851865572323955,0.00019730578101952287,1.244304021743725,5.840211674304402e-05,4.1988013809757386e-05,1.156910876938775
2013-07-08,5.858594159480322e-05,0.558418593199455,0.00019444602902647865,1.2622689960738347,5.9601352707010456e-05,4.3162090851052793e-05,1.0173319927027904
2013-07-09,6.185296409698371e-05,0.5377715341302648,0.00019107300011558388,1.2999994868201794,5.846254667078626e-05,4.335712326607473e-05,0.9451858536499338
2013-07-10,6.043816195282401e-05,0.5261777367947279,0.00019118988703638461,1.2825182898744865,5.656145215342389e-05,4.3070645731536275e-05,0.9358565900394828
2013-07-11,6.428746384905295e-05,0.5186100108075109,0.00018932247046449073,1.3453699354961024,5.721437047394092e-05,4.000759542304539e-05,0.889977097374386
2013-07-12,6.999194674271863e-05,0.4285876234503549,0.0002187706488393043,1.4679260711588271,5.303446467694945e-05,4.464695510622318e-05,0.7577223830035376
2013-07-15,7.060701256657018e-05,0.41011854813018783,0.0002347388117228426,1.4049700242895644,5.27990101214239e-05,4.2878971459358633e-05,0.7477870568683753
2013-07-16,3.5042919617133015e-05,0.4739702607422376,0.00022776824337224878,1.3215920387475562,4.234457907585692e-05,4.3386904658466954e-05,1.2083633309809612
2013-07-17,3.792838595062833e-05,0.5187690960274359,0.0002167952777212677,1.31226050604836,4.704150268979956e-05,4.314311328486825e-05,1.24027167280553
2013-07-18,3.7451029819475974e-05,0.5318626176184571,0.00021265437757490158,1.3069518498640278,4.7464456520469415e-05,4.672141412536715e-05,1.267373867935297
2013-07-19,4.0860668714576163e-05,0.5392375440509327,0.00020704378122935968,1.2814916420416698,4.959797578960386e-05,4.640988670744191e-05,1.2138317200841808
2013-07-22,3.950888193740232e-05,0.5448606584702059,0.0002017004351188089,1.267863451367928,4.863917929504308e-05,4.597978392534403e-05,1.2310948047607815
2013-07-23,3.3171208880188284e-05,0.5654451271592469,0.00018583330507902196,1.2848397085196488,4.4394880450350365e-05,4.670788131829611e-05,1.3383558196718448
2013-07-24,3.471216593235655e-05,0.5858158349100948,0.00018245110175971007,1.272931132066914,4.662031551805263e-05,4.6280383049951246e-05,1.3430540637798702
2013-07-25,3.488954269695917e-05,0.5985706408819983,0.00017938794502019814,1.2894879091396485,4.735432794000186e-05,4.736413080845254e-05,1.3572642195774345
2013-07-26,3.343176772700175e-05,0.5953494691323991,0.00017559845478910864,1.3188369014110355,4.561545236407507e-05,4.9233425321475855e-05,1.3644343528754823
2013-07-29,3.360094972876798e-05,0.6109729946180951,0.00016937723863471698,1.257805506903228,4.609197473432413e-05,4.847580664824063e-05,1.3717461889138736
2013-07-30,3.816574763863081e-05,0.6245049076740133,0.00016508462841760058,1.2584457862313034,4.95708152047624e-05,4.853074918575018e-05,1.298829926616911
2013-07-31,3.750748633018741e-05,0.6315930639264021,0.00016145723925652802,1.3292942547943696,4.915017776882427e-05,5.381981087061477e-05,1.3104098028895739
2013-08-01,4.226173154810077e-05,0.6207376686303318,0.00015797243453020523,1.366796039005879,5.071920059453568e-05,5.295949814386123e-05,1.2001212145510158
2013-08-02,4.130983358011611e-05,0.6063220584632267,0.00015345291019838446,1.3352139383149817,4.82744857116544e-05,5.3717204209165556e-05,1.1685955020378158
2013-08-05,3.7225611971094185e-05,0.597708488918799,0.00014617123989397378,1.3188917035383023,4.4090123202467915e-05,5.6755977495638714e-05,1.1844029115412271
2013-08-06,4.1983018398946586e-05,0.6054950684058962,0.00014227537290676116,1.3128232081406177,4.679638509659451e-05,5.577874893252262e-05,1.1146503248505994
2013-08-07,4.81253999850549e-05,0.6094118596155779,0.0001410627706829605,1.378696149316044,5.021162568428693e-05,7.292448202021947e-05,1.043349784103195
2013-08-08,4.5117615842124565e-05,0.5999843656064384,0.0001399007138007982,1.3469478040993008,4.766756526939212e-05,7.209332127425843e-05,1.0565178230203993
2013-08-09,4.7210405389653165e-05,0.6007722828183775,0.00013904255031352216,1.3502668044904709,4.867462510231983e-05,7.244461908177575e-05,1.0310147667782485
2013-08-12,4.729046229109182e-05,0.5951606121262597,0.0001331780084417372,1.3549089169613566,4.723209611649157e-05,7.433783449042247e-05,0.9987657939514107
2013-08-13,5.1414947954433665e-05,0.6298895666430885,0.00014461894160956674,1.324945270366713,5.4315240206777765e-05,7.809404861728231e-05,1.056409514503729
2013-08-14,5.361675369996386e-05,0.655922044804049,0.00015541499066715805,1.3029145577478458,5.987547039918345e-05,7.701090313812251e-05,1.1167306162219928
2013-08-15,5.120699157562921e-05,0.6820368791904006,0.00016058016035342283,1.290923750803855,6.184697077002326e-05,7.081379002885696e-05,1.2077837198984738
2013-08-16,4.9139520575593413e-05,0.673998579297796,0.00016193565784938178,1.3123014571989355,6.012369784453538e-05,7.144142722941768e-05,1.2235304117801584
2013-08-19,5.1240075352845624e-05,0.673171443253251,0.0001666806835012416,1.3703929795015828,6.221186209245441e-05,7.340889396604117e-05,1.2141251093808054
2013-08-20,5.687877447837599e-05,0.6966658592547497,0.0001663952896406475,1.2416257938900102,6.777509847646665e-05,6.718528187341873e-05,1.191571005142405
2013-08-21,5.746511661394483e-05,0.7085475558542337,0.0001707982419532254,1.227410463469243,7.019607810242189e-05,6.4979480411993e-05,1.2215424284963112
2013-08-22,5.43081375808944e-05,0.7166148069263425,0.00017453586527994407,1.2477554271071296,6.976869085641034e-05,6.465276531596184e-05,1.2846820746243923
2013-08-23,4.6628310947370826e-05,0.6893607096958615,0.00016355469637611966,1.249432157121972,6.020088539168483e-05,6.461731230382758e-05,1.291080122109362
2013-08-26,5.7057237442025364e-05,0.69524698047374,0.0001642197333620846,1.2346458392918749,6.729877404231406e-05,6.357296202523483e-05,1.1794958371529098
2013-08-27,6.26349019454684e-05,0.6675200086815852,0.00017597417643992467,1.1779270490766476,7.008046255893803e-05,5.3331637600113e-05,1.1188723919445414
2013-08-28,6.352118414260544e-05,0.6411508329495917,0.00018633700125901786,1.1701472051889878,6.975398997437172e-05,5.3411936736448094e-05,1.0981216883138323
2013-08-29,6.345432123592429e-05,0.625235471383198,0.00019499015279144158,1.1753579304788142,6.954734416215875e-05,5.366784279320172e-05,1.09602219057045
2013-08-30,6.533098257867051e-05,0.620887313768387,0.0001980338524583802,1.1438877408109107,7.062233934104996e-05,5.171748393088804e-05,1.0809930687328586
2013-09-03,6.741624909395761e-05,0.614323157390465,0.00020503458916857888,1.1270834354665755,7.222586398050642e-05,5.133800506645423e-05,1.071342071847481
2013-09-04,5.29054408502055e-05,0.6052774324900088,0.00020850758214018082,1.1034370448141242,6.357195636904143e-05,4.944821152811358e-05,1.2016147176438188
2013-09-05,5.526096611110341e-05,0.6036794896927766,0.000204737618487677,1.1115309896770946,6.421174628180626e-05,5.479694474812427e-05,1.1619729223102453
2013-09-06,5.903493096893949e-05,0.602473134647079,0.00020458293911135877,1.0905248591357708,6.621050835673766e-05,5.736553700355038e-05,1.1215479931970025
2013-09-09,5.950680039687122e-05,0.5997946216308598,0.00020457578747169394,1.108459046021708,6.617790013661526e-05,5.664957175855448e-05,1.1121065104366592
2013-09-10,6.058865375686932e-05,0.5985179430075426,0.00020545505363893214,1.1187843825734731,6.677766670636232e-05,5.645574134570185e-05,1.10214805191626
2013-09-11,5.2548421709793746e-05,0.5811928973626403,0.00020835482803740167,1.0982834753420907,6.0813769085961456e-05,5.650526491557212e-05,1.1572901165674259
2013-09-12,5.463125330927889e-05,0.5712933899111863,0.00020868463970334994,1.1162710294476683,6.099932412089346e-05,5.740194182450214e-05,1.116564611387617
2013-09-13,5.629719144726608e-05,0.5565775127488692,0.0002078129509617854,1.1121943543139443,6.0201224512618676e-05,5.739916791312239e-05,1.0693468531020687
2013-09-16,5.4138744378514925e-05,0.5820923122299937,0.00019217970901506606,1.0175444085432894,5.937446628966942e-05,5.2569392528039814e-05,1.0967093339762106
2013-09-17,5.7555509167455784e-05,0.6014226116391226,0.00018345515338926782,1.024792793457293,6.179995520594284e-05,5.292721895813765e-05,1.073745260877425
2013-09-18,6.204530316157312e-05,0.595831992855798,0.00018787536624296347,1.0988862555412615,6.432994709886456e-05,5.4308691554473886e-05,1.0368221899301864
2013-09-19,6.178297806302708e-05,0.5857611516588584,0.00019363135820515344,1.0829516010583993,6.40682454106212e-05,5.466146632961683e-05,1.0369886240391784
2013-09-20,6.675064824066973e-05,0.5946784268613822,0.00019909866074080854,1.0535356360510844,6.855578325842304e-05,4.9515036291692744e-05,1.0270429586128496
2013-09-23,6.644616634370019e-05,0.5899059556785141,0.00020295928739531383,1.1106236164599412,6.850499043945394e-05,5.143806922855135e-05,1.0309848439578027
2013-09-24,6.687102886618699e-05,0.5803258003206024,0.00020544654597331113,1.1300484173709286,6.802057576174267e-05,5.200952963534432e-05,1.0171905070857514
2013-09-25,5.221698153901886e-05,0.5638670866420107,0.00021093713461123263,1.123632644496677,5.917784527334848e-05,5.125016122037705e-05,1.1333065131144768
2013-09-26,5.0374063840171386e-05,0.5489452520418555,0.0002147061501066735,1.1254343765150592,5.708930678636012e-05,5.1308468598235726e-05,1.1333075482552906
2013-09-27,5.122431082106018e-05,0.5443181043620724,0.00021887718360604858,1.1192287907728418,5.763563566870356e-05,5.050705644578223e-05,1.1251617590335146
2013-09-30,5.1567877421329924e-05,0.5522419813992406,0.00022179993961281378,1.1366551866307073,5.906085887866633e-05,5.096459531514097e-05,1.1453032746745766
2013-10-01,5.3629225784131454e-05,0.5486653923062367,0.00022380708403608687,1.166222503186902,6.010979482121904e-05,5.1241302812217134e-05,1.120840249739446
2013-10-02,4.9785428743887e-05,0.5398606109551467,0.0002266490735099561,1.1282720296362745,5.7346872989682174e-05,5.0276514576366975e-05,1.1518806694363082
2013-10-03,5.1677659876475144e-05,0.5444868104455409,0.00023444157460121364,1.0761147706948897,5.993163120342448e-05,4.740688978779095e-05,1.1597202997712892
2013-10-04,4.988490741732951e-05,0.5391603355029279,0.0002356701445078039,1.0500557820827965,5.845946064961636e-05,4.544602065628042e-05,1.171886722381851
2013-10-07,5.300164613196136e-05,0.5423793944548873,0.00023596656400815655,1.083389828036554,6.065590617641528e-05,4.493748195027336e-05,1.1444155154237408
2013-10-08,5.7418241986777646e-05,0.5483397737221941,0.0002376893941394527,1.0710059947374493,6.405891757297314e-05,4.415339631881202e-05,1.1156544567791664
2013-10-09,4.671951297786224e-05,0.5146446095771253,0.00023286036664503688,1.051662223036854,5.367899425972781e-05,4.392572319899582e-05,1.14896305287179
2013-10-10,5.493659376391755e-05,0.5536567981864805,0.0002435586095597116,0.8525176627763509,6.404323247075467e-05,2.7942599322556675e-05,1.1657663514045236
2013-10-11,5.397060840252837e-05,0.5406927523132755,0.00023211858157854825,0.906119146709031,6.0517943153255646e-05,2.9650097717751878e-05,1.121312969123775
2013-10-14,5.390763459317086e-05,0.5398665999313288,0.00022140160383417318,0.8644946633590457,5.897962119803463e-05,2.8470216812088682e-05,1.0940866102388083
2013-10-15,5.553151341989191e-05,0.5440827427527157,0.00021180012050060786,0.6438026346129323,5.9006221794864556e-05,2.373463047021168e-05,1.0625718292368378
2013-10-16,4.144281603770634e-05,0.506733828337314,0.00020557327480592345,0.5882613696582704,4.677220601034969e-05,1.9676153593957075e-05,1.1285962316796825
2013-10-17,4.1583055321708076e-05,0.48956115170311537,0.0001984886687102866,0.5441669587089198,4.44767459273996e-05,1.7827405816168573e-05,1.0695882152791427
2013-10-18,4.3823960134694674e-05,0.46192154762107884,0.00019830164059969426,0.5383888148093481,4.3061304790843666e-05,1.7467974662875067e-05,0.9825972974257243
2013-10-21,4.4710412594374516e-05,0.4593618524179403,0.0002023742776923845,0.5312066063473012,4.369552091508505e-05,1.7239623502509133e-05,0.9773007758059212
2013-10-22,4.4371990394003997e-05,0.47638164893165563,0.00020299396247029346,0.5368457566144956,4.5211721014121635e-05,1.7344957234398397e-05,1.0189247904513905
2013-10-23,3.6244305626284386e-05,0.32261620489351167,0.00022875843739188993,0.7722125989362085,2.9376133328699892e-05,2.436222305357391e-05,0.8105034107039509
2013-10-24,4.040389782719303e-05,0.2879579464015603,0.000219960984785951,0.7841175821656626,2.7146480220813724e-05,2.467892542121807e-05,0.6718777563718947
2013-10-25,3.967999624918889e-05,0.26954012859833176,0.00021363253893095022,0.7516648106011975,2.4816637869336243e-05,2.367756748595893e-05,0.6254193602612431
2013-10-28,4.081308187982178e-05,0.2551739186851948,0.00021009254726514498,0.6981574365996042,2.3628780160408855e-05,2.3762582789361868e-05,0.5789511370394956
2013-10-29,4.2024721372673885e-05,0.2453655028737518,0.00020577363928112518,0.7128299756789901,2.2817118280715743e-05,2.3941010628675945e-05,0.542945141227095
2013-10-30,3.243679795796633e-05,0.2765948176095135,0.00018057171812155468,0.7068676942016208,2.1168393096126354e-05,2.342592304086369e-05,0.6526042775109215
2013-10-31,3.3498134377451295e-05,0.2986020974536098,0.00017240131950189814,0.7603840023636765,2.2692035635891823e-05,2.544404739079104e-05,0.6774119233089764
2013-11-01,3.528785039280735e-05,0.314612797963034,0.0001678430873904765,0.7432557876441147,2.421256037268547e-05,2.4843443707606487e-05,0.6861443840631525
2013-11-04,3.477448195487655e-05,0.3248348745755827,0.00016276257451284414,0.751362461416703,2.4438258771881112e-05,2.4996128847596664e-05,0.7027641361729631
2013-11-05,3.766596277267884e-05,0.3350666238620516,0.00016058999175004772,0.7669093051234435,2.6059431914676475e-05,2.5280948510519292e-05,0.6918562541982543
2013-11-06,3.8333959556374354e-05,0.351315097680476,0.00015662416231502355,0.7791322128319509,2.722187495312773e-05,2.8916143926750952e-05,0.7101242675725927
2013-11-07,4.0431492315281525e-05,0.385510721709287,0.00015616544123158184,0.6644498470810309,3.0632949360724075e-05,2.3412993781808776e-05,0.7576507224084335
2013-11-08,4.3778322206368926e-05,0.4080451335196318,0.00016030891539395344,0.6173995282693078,3.4183505493347777e-05,1.986461215544069e-05,0.7808317854715482
2013-11-11,4.088414418239951e-05,0.4181051294735303,0.00016453745134611627,0.6176313584620094,3.4292198914332586e-05,1.9932083318329017e-05,0.8387652377249776
