Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MA,Predicted_Covariance,Future_Cov_45_MA,Beta_Predicted
2013-04-26,7.034557142953508e-05,0.8283690606523266,0.00019624057478974003,1.1249830715540383,9.732774343827103e-05,8.478142916693222e-05,1.3835660363604252
2013-04-29,6.776168711759701e-05,0.8266145841328144,0.00020949188148732616,1.1292716429773288,9.848696792264482e-05,8.411924086131567e-05,1.4534314612286088
2013-04-30,5.8041023931509805e-05,0.7896512345183258,0.0002175204338295352,1.1153892475962994,8.872640429677597e-05,8.297004248275477e-05,1.5286843388820268
2013-05-01,6.311211636341748e-05,0.8047839243483933,0.0002431366349117355,1.0776640500514465,9.969212777035076e-05,8.06650003727035e-05,1.579603624703301
2013-05-02,6.214021471172626e-05,0.8099193025670433,0.0002527828992520668,1.0530448453078118,0.00010150839700729315,7.76488160576565e-05,1.6335379186924157
2013-05-03,7.476459886581012e-05,0.8120795729038311,0.0002408021311810662,1.041473380200393,0.00010896242329176865,7.569360613965318e-05,1.4574066462569788
2013-05-06,7.535412832838797e-05,0.8015844818826413,0.0002308782514713614,1.0509418507961854,0.00010572905207769561,7.628052012697626e-05,1.4030956819901874
2013-05-07,7.392273390092128e-05,0.7942384900218329,0.00023469962021130261,1.0570651241295004,0.00010461552366150611,8.027345646646788e-05,1.4152009556589509
2013-05-08,6.958015556766957e-05,0.7884286911924698,0.0002355245467025117,1.0591811551735095,0.0001009306815798222,8.00621978585546e-05,1.4505670583283328
2013-05-09,7.111722928104653e-05,0.7688031595427869,0.00023828385691865615,1.0479542401757564,0.00010008059626021132,7.917563245564191e-05,1.4072623086130807
2013-05-10,7.562958883543677e-05,0.7819635708729861,0.0002229593625363072,1.0561369800277498,0.00010154189121005575,8.009140803763317e-05,1.3426212250208294
2013-05-13,7.357910230951406e-05,0.7752336860606741,0.00020980724710871056,1.057656901902991,9.632080886173466e-05,8.029803445098393e-05,1.3090783366254797
2013-05-14,7.590263764609063e-05,0.7791067155395849,0.0002099673647888919,1.01810293162256,9.835609564923395e-05,7.565970865499317e-05,1.2958192060180638
2013-05-15,7.650099964197039e-05,0.777651359880372,0.00019884364491181488,1.011224715674318,9.591230948511902e-05,7.463803958690411e-05,1.253739296662721
2013-05-16,7.639729836462006e-05,0.7782359857603592,0.00019363124336212463,1.012154114640455,9.46537939767749e-05,7.414507796553673e-05,1.238967816964186
2013-05-17,7.425705624970095e-05,0.7892589830887357,0.00018946800965255174,0.9725535926891382,9.361735018205654e-05,6.951314776345837e-05,1.2607199222556518
2013-05-20,7.217439206379002e-05,0.7868539985700962,0.0001767552702425934,0.9826921661898308,8.887342335377128e-05,7.057938671813447e-05,1.2313705846697278
2013-05-21,7.13709588975209e-05,0.7854091001641169,0.00016878065542972438,0.9898883040626576,8.620213639471202e-05,7.117273002311316e-05,1.2078040946386428
2013-05-22,7.35750525384875e-05,0.7923007049675028,0.00016566284493000702,0.9717140533054202,8.747176512699096e-05,6.854385100872322e-05,1.188878051853704
2013-05-23,7.454058968752127e-05,0.7916621010116012,0.00016170378951925723,0.9605022720096436,8.69153264104591e-05,6.778016413742952e-05,1.1660133998780193
2013-05-24,7.630250921850573e-05,0.7844949426827492,0.00015315007486758753,0.9608749054895658,8.480435687076777e-05,6.77745633416329e-05,1.111422910456529
2013-05-28,7.438631671877e-05,0.7834079641909193,0.00014844901891231132,0.9608446222023008,8.232337666624621e-05,6.708903156402942e-05,1.1067005371093128
2013-05-29,7.273626036607267e-05,0.7865240707691584,0.00014478782320500984,1.1158532388582705,8.071486450024486e-05,7.971008478826867e-05,1.1096922510728053
2013-05-30,7.309916508279677e-05,0.7855385132571154,0.00013383845385593344,1.1146996972151877,7.76987704192459e-05,7.942691738072444e-05,1.0629228163035696
2013-05-31,7.696255068093324e-05,0.7814104525411273,0.00013296568432493217,1.1404721395250776,7.904760736047203e-05,7.532534391844239e-05,1.0270918344193516
2013-06-03,7.835861755638394e-05,0.7661628844080333,0.00013936088349509874,1.087238691806781,8.006356748475135e-05,7.232451191452682e-05,1.021758295150378
2013-06-04,7.696792659140356e-05,0.7500772236430427,0.00014513241973799327,1.081811540482093,7.927624842890334e-05,7.159496537264146e-05,1.0299906979403755
2013-06-05,8.390672708275947e-05,0.751304272372215,0.00015936276352230324,1.063354605812694,8.68775720314383e-05,6.508765052781812e-05,1.0354065168785407
2013-06-06,8.864935953499249e-05,0.7452773201167855,0.00016562861735193094,1.0853322117890034,9.03074115826589e-05,6.52350809563162e-05,1.0187034859175936
2013-06-07,8.584609796353898e-05,0.7321615091827474,0.00016504844034117273,1.1570090240661757,8.715110256029933e-05,6.590676824526352e-05,1.0152016763454366
2013-06-10,7.344670994631798e-05,0.7035801808674492,0.00017130436771175755,1.1554274375268712,7.891943885135027e-05,6.595077812609777e-05,1.0745129211237958
2013-06-11,7.540176794643908e-05,0.6906304628301047,0.00017692808925892027,1.1615971760151766,7.97691361136308e-05,6.396299246934341e-05,1.057921296623894
2013-06-12,7.564969572692771e-05,0.6934811176260184,0.0001772653676883408,1.1931963613763126,8.030640434122305e-05,6.943178257196157e-05,1.0615562107626266
2013-06-13,7.668406692361186e-05,0.6973621125961144,0.00018595132644268222,1.138800637606232,8.327421697574064e-05,6.105619778086239e-05,1.0859389742421135
2013-06-14,7.978958283363962e-05,0.6940668078573168,0.00018602296956044814,1.1182815224334033,8.455857576195527e-05,5.9986118055324676e-05,1.0597696185260042
2013-06-17,6.406673037804978e-05,0.6842565651135264,0.00018413536814394278,1.105571689002335,7.431968502776618e-05,5.8436295102674326e-05,1.1600355533865236
2013-06-18,5.269216623890948e-05,0.6817485868587291,0.0001722650865139186,1.102656907562229,6.495250520052082e-05,5.7695426854804245e-05,1.2326785903244557
2013-06-19,5.313666894497608e-05,0.6468714360380055,0.00016899064342869755,1.1801950297436603,6.129802289026903e-05,5.867185750938914e-05,1.153591749489306
2013-06-20,6.610900161714408e-05,0.6529881470990788,0.0001756499985624316,1.2736874638595044,7.036548292950645e-05,4.432369647372086e-05,1.0643858053856698
2013-06-21,6.524441916700448e-05,0.651504839457938,0.00017428753728807958,1.3205281337046757,6.94740308726583e-05,4.633793116804243e-05,1.064827180004889
2013-06-24,5.5679700730278476e-05,0.6559067146215386,0.0001802577395970718,1.2057966511175655,6.571091028048839e-05,4.526011820396506e-05,1.1801591858189526
2013-06-25,5.683904438603972e-05,0.6483210179425869,0.0001799887960771723,1.253805989028333,6.55746862142233e-05,4.5071170978953905e-05,1.153690863781115
2013-06-26,5.616484134519195e-05,0.6445619067733612,0.00017731771964109956,1.2762176571835917,6.432398949732116e-05,4.3459816564747505e-05,1.1452714537548976
2013-06-27,5.600093181678947e-05,0.6394788543753358,0.00017812044788262555,1.3206628811555154,6.386761581644365e-05,4.449218957560807e-05,1.1404741625619823
2013-06-28,5.651835513949762e-05,0.6359125978118135,0.00017886497583365608,1.41347752538241,6.393738056865781e-05,4.748364818687542e-05,1.1312675397372887
2013-07-01,4.0959150997653995e-05,0.6288145360938779,0.00018256159949181513,1.328830299113782,5.437543717030377e-05,4.5576706197649944e-05,1.3275528385199735
2013-07-02,4.708768430286185e-05,0.624243801418042,0.00019723704728889546,1.3318411452025305,6.0159213709181724e-05,4.56197665049674e-05,1.2775997503348329
2013-07-03,4.5307854285029834e-05,0.6329959714020921,0.00020295112178603955,1.33124126026481,6.0699263515318815e-05,4.559867524241146e-05,1.33970730843845
2013-07-05,5.048108536897671e-05,0.632646745741163,0.00021747318691216327,1.2863381484885297,6.628701762705907e-05,4.340642077734748e-05,1.3131060305568616
2013-07-08,5.858594159480322e-05,0.6108519128298422,0.00024135991714655582,1.3761918641501236,7.26382243672423e-05,4.705757525034906e-05,1.2398575902326296
2013-07-09,6.185296409698371e-05,0.6033792534623049,0.0002829579371080392,1.4028472808948445,7.982364808596641e-05,4.678726653193557e-05,1.2905387680500675
2013-07-10,6.043816195282401e-05,0.6101304818035932,0.0003191113436083652,1.3683187567383823,8.473239224296577e-05,4.595207170500648e-05,1.4019683839674844
2013-07-11,6.428746384905295e-05,0.6140444030486709,0.0003492545805089254,1.3940478627093464,9.200977719536718e-05,4.1455142871964295e-05,1.4312242494338594
2013-07-12,6.999194674271863e-05,0.614540631599113,0.00036957089660844244,1.3816471330833973,9.88379025808387e-05,4.20227821655344e-05,1.412132497816557
2013-07-15,7.060701256657018e-05,0.6074030172353002,0.0003888571631772645,1.425356013047557,0.00010064585995308324,4.350114148079133e-05,1.4254371668563606
2013-07-16,3.5042919617133015e-05,0.6011536847032989,0.0003534038062574044,1.3551680322428812,6.689925261897439e-05,4.4489180085288736e-05,1.9090661779866747
2013-07-17,3.792838595062833e-05,0.5977473733789348,0.00032145269919016346,1.358167610287549,6.600219754545223e-05,4.4652398514167363e-05,1.7401794432108921
2013-07-18,3.7451029819475974e-05,0.5938183059800108,0.0002828475497439559,1.2719213304186645,6.111695019415847e-05,4.5469129730801224e-05,1.6319164116116054
2013-07-19,4.0860668714576163e-05,0.589963220416955,0.0002623976977334698,1.286210790052685,6.108824981104642e-05,4.658079310851499e-05,1.4950379358146555
2013-07-22,3.950888193740232e-05,0.5869472155837184,0.00024808996473805247,1.2688324908351205,5.811001871056865e-05,4.6014926688760914e-05,1.4708089892960747
2013-07-23,3.3171208880188284e-05,0.5880508232041483,0.00022328049358964053,1.2926781999642447,5.0608201481341296e-05,4.699283462856567e-05,1.5256664797515826
2013-07-24,3.471216593235655e-05,0.5900061067331979,0.00021416469794154544,1.2714119761371532,5.0871120758852565e-05,4.622515058955256e-05,1.4655127213319072
2013-07-25,3.488954269695917e-05,0.5891335330906347,0.00020667675173338467,1.23358536134719,5.002731508739828e-05,4.531077647499889e-05,1.4338770651688266
2013-07-26,3.343176772700175e-05,0.587549731988042,0.000194809682780433,1.268328787003243,4.7416508588060075e-05,4.734790977655573e-05,1.4183069520958447
2013-07-29,3.360094972876798e-05,0.5885793243886127,0.00018611945775863102,1.2421676667110568,4.654538938836186e-05,4.787312450589704e-05,1.3852402912442472
2013-07-30,3.816574763863081e-05,0.5850307145381497,0.0001825458278731915,1.2446506998843725,4.8831662504152246e-05,4.79987549728697e-05,1.279463013970295
2013-07-31,3.750748633018741e-05,0.5814335049885965,0.00018151158261792908,1.247930853761746,4.797458270769942e-05,5.0525609575775505e-05,1.2790668584230798
2013-08-01,4.226173154810077e-05,0.5912784834043326,0.00022300944505548328,0.9462347151913386,5.7402042689047396e-05,3.6663930983646184e-05,1.3582510840502233
2013-08-02,4.130983358011611e-05,0.6044582263565526,0.00022006060845008947,0.96852468045472,5.763206352998771e-05,3.896487038418676e-05,1.3951173010226812
2013-08-05,3.7225611971094185e-05,0.6176381783402205,0.0002117529999412154,1.0148836370033905,5.4836514474781544e-05,4.3673572824763304e-05,1.473085641073202
2013-08-06,4.1983018398946586e-05,0.6064174800219572,0.00019902838771382404,1.0791539313656755,5.543270266229318e-05,4.58506947652491e-05,1.320360106925615
2013-08-07,4.81253999850549e-05,0.6096785122904186,0.0001901732530350192,1.14234936265249,5.8326079119731176e-05,6.0423201732221626e-05,1.2119604021544557
2013-08-08,4.5117615842124565e-05,0.6075054228226222,0.00018045378589001207,1.1509384316534688,5.481585960466213e-05,6.160221937892355e-05,1.2149547040888338
2013-08-09,4.7210405389653165e-05,0.6168862112786745,0.00017860909680287077,1.139763518030116,5.664684350220341e-05,6.11506804672979e-05,1.1998804719990472
2013-08-12,4.729046229109182e-05,0.6305824336526431,0.00017776093092906396,1.1249721664481471,5.7815835500600414e-05,6.172222624625277e-05,1.222568625883179
2013-08-13,5.1414947954433665e-05,0.6663024024270287,0.00016987316028043166,1.1039665562876335,6.226994220177199e-05,6.50692672722385e-05,1.2111252598555293
2013-08-14,5.361675369996386e-05,0.6931933068076658,0.0001624010873828712,1.1102768247552472,6.468433011155084e-05,6.562473379338498e-05,1.2064201140098947
2013-08-15,5.120699157562921e-05,0.7084806503372588,0.00016183842879410618,1.0969724959066218,6.449609953895461e-05,6.0174568749076633e-05,1.2595174517077086
2013-08-16,4.9139520575593413e-05,0.7036348561854523,0.00015278753234977333,1.0975912319153154,6.096867558140152e-05,5.975264577538128e-05,1.2407258936849173
2013-08-19,5.1240075352845624e-05,0.698812009832795,0.00014906941064610972,1.109450037394772,6.107444193143809e-05,5.943076283516451e-05,1.1919272466106223
2013-08-20,5.687877447837599e-05,0.7022878169985192,0.00014577359657535046,1.1324262524341844,6.394840020484496e-05,6.127641463720222e-05,1.124292863046068
2013-08-21,5.746511661394483e-05,0.696884544448073,0.00014860165783125095,1.1450394682464615,6.439835980893174e-05,6.06187350624162e-05,1.120651337777055
2013-08-22,5.43081375808944e-05,0.6981678018942725,0.00015266976717395527,1.165266980516786,6.357242711455194e-05,6.0378605442300864e-05,1.1705875021005456
2013-08-23,4.6628310947370826e-05,0.712032867963699,0.00014983313694039358,1.1638924899609622,5.951532636474691e-05,6.0193427936995855e-05,1.2763774873149833
2013-08-26,5.7057237442025364e-05,0.7222779353666252,0.00016222207387497206,1.1210118123364017,6.948878093459317e-05,5.7721849543813944e-05,1.2178784681820467
2013-08-27,6.26349019454684e-05,0.710752196563538,0.00016255301085556478,1.177358820251611,7.171729827289741e-05,5.330591056226734e-05,1.1450053571623116
2013-08-28,6.352118414260544e-05,0.7124582616591251,0.0001660234458176235,1.201988067243774,7.316500916767367e-05,5.486532832868731e-05,1.1518206115839684
2013-08-29,6.345432123592429e-05,0.695937660194379,0.000168056982732623,1.2114877781362212,7.186695118118584e-05,5.5317562367076374e-05,1.132577731215235
2013-08-30,6.533098257867051e-05,0.6841109568815353,0.00017234846978241074,1.172300557206864,7.259218307016818e-05,5.300208496555509e-05,1.111144822944517
2013-09-03,6.741624909395761e-05,0.6709719824278656,0.0001828967144934777,1.1118567574518077,7.450572251770343e-05,5.064443860236712e-05,1.105159713259414
2013-09-04,5.29054408502055e-05,0.6734385803107034,0.0001743600612477841,1.130053735582529,6.46802467629241e-05,5.0640982571536236e-05,1.2225632321268685
2013-09-05,5.526096611110341e-05,0.6780644298587908,0.00017045642655130747,1.1606960926236127,6.580924207703743e-05,5.722071651401856e-05,1.1908811356053108
2013-09-06,5.903493096893949e-05,0.6804745309044304,0.00016773148619414125,1.1690863862919902,6.771325676321001e-05,6.149815640729948e-05,1.1470032343873922
2013-09-09,5.950680039687122e-05,0.6816584887760273,0.00016416382079708475,1.1903733930299545,6.737346333501182e-05,6.0835935427607474e-05,1.1321977132978942
2013-09-10,6.058865375686932e-05,0.6926038215929624,0.00016288289766557383,1.1770064621254854,6.880472736782254e-05,5.9393725388915004e-05,1.135604161860449
2013-09-11,5.2548421709793746e-05,0.6964409403622568,0.0001588737078851824,1.1301484372606934,6.363413533367091e-05,5.814467601039362e-05,1.2109618759836331
2013-09-12,5.463125330927889e-05,0.6943786273818933,0.00015561461553946946,1.1640466508621448,6.402389903513573e-05,5.9858704894327406e-05,1.171928066022632
2013-09-13,5.629719144726608e-05,0.7130376356182668,0.0001510054747404248,1.1735928772569877,6.574340063727188e-05,6.056788039071719e-05,1.1677918373397742
2013-09-16,5.4138744378514925e-05,0.7116768246773517,0.0001484551506640653,1.1631891231286884,6.380203751469716e-05,6.0093834809271334e-05,1.178491268076345
2013-09-17,5.7555509167455784e-05,0.7158533039994767,0.0001468752347946719,1.1670278246211785,6.58175589141165e-05,6.027319629715755e-05,1.1435492425689877
2013-09-18,6.204530316157312e-05,0.7096674173127222,0.00014306746488966705,1.174493202741473,6.686206145302691e-05,5.8045306107768925e-05,1.0776329237832942
2013-09-19,6.178297806302708e-05,0.7111431188150207,0.00014117997515688727,1.1445333536255404,6.641680528989294e-05,5.776977596337836e-05,1.0750016812420198
2013-09-20,6.675064824066973e-05,0.7033425977749787,0.00013903448789930064,1.2258097241739008,6.775727564895415e-05,5.7611732249213875e-05,1.0150804139707381
2013-09-23,6.644616634370019e-05,0.7032111971474652,0.0001371234115200596,1.2251899259313466,6.712380185082614e-05,5.674416003241289e-05,1.0101982634125317
2013-09-24,6.687102886618699e-05,0.6994600063528367,0.00013420480788722093,1.2360385675030434,6.626221166931493e-05,5.68876373072045e-05,0.9908956508192757
2013-09-25,5.221698153901886e-05,0.7006284459216219,0.00013737846955876832,1.199679291615788,5.9340743653249844e-05,5.4718735174873656e-05,1.1364261568606333
2013-09-26,5.0374063840171386e-05,0.6995821998509026,0.00013576029894961817,1.1958231194789175,5.785336676536476e-05,5.451748609707333e-05,1.1484752738814952
2013-09-27,5.122431082106018e-05,0.6954358960043089,0.00013489620876465727,1.2374643761347168,5.780894421463194e-05,5.58426334368356e-05,1.1285450850978473
2013-09-30,5.1567877421329924e-05,0.699458209056324,0.00013712763339899267,1.2057712773693283,5.881849255684387e-05,5.406357699022532e-05,1.1406033270726572
2013-10-01,5.3629225784131454e-05,0.6985913021915375,0.00013700805765853288,1.221620590136946,5.988209591481481e-05,5.367537533342756e-05,1.1165944508662577
2013-10-02,4.9785428743887e-05,0.7069381649064199,0.00013580082536770807,1.1931765977110913,5.8127782932615225e-05,5.3168703141865726e-05,1.1675661814954754
2013-10-03,5.1677659876475144e-05,0.7122612084871996,0.00013481703147766576,1.1661642449275198,5.945153769193384e-05,5.137390670517604e-05,1.150430143974022
2013-10-04,4.988490741732951e-05,0.6854222336660786,0.00010578674610120953,1.174699928842054,4.979186604860119e-05,5.084057260767265e-05,0.9981348793944841
2013-10-07,5.300164613196136e-05,0.6723376402755722,0.00010869349382310652,1.1385253503507595,5.1030976529794505e-05,4.722442564744985e-05,0.9628187094932795
2013-10-08,5.7418241986777646e-05,0.6705566944529593,0.00011351525854152143,0.7592158217656654,5.413617527369832e-05,3.129950461028885e-05,0.9428393033378638
2013-10-09,4.671951297786224e-05,0.6369497605991867,0.00011284034631723578,0.7884944162248364,4.624731644334064e-05,3.2933756402346314e-05,0.9898929482688454
2013-10-10,5.493659376391755e-05,0.6493561376835504,0.00012258826900313013,0.6087929479848501,5.328908586756924e-05,1.995414072775793e-05,0.9700107381351627
2013-10-11,5.397060840252837e-05,0.6437743666581262,0.00012301033394918032,0.6191130880212442,5.245454641477497e-05,2.0258664243923606e-05,0.9719094886526723
2013-10-14,5.390763459317086e-05,0.6341955355594247,0.00012151362388437224,0.6126860729276841,5.132876380511783e-05,2.017745866263784e-05,0.9521613068813869
2013-10-15,5.553151341989191e-05,0.6289714543300009,0.00012021131356311336,0.5261067552048888,5.138937807151029e-05,1.9395617152417264e-05,0.9254092839670768
2013-10-16,4.144281603770634e-05,0.5382136255149522,0.00012009608439593875,0.4949949959153404,3.797027488579622e-05,1.6556581938277106e-05,0.9162088515232492
2013-10-17,4.1583055321708076e-05,0.5039193710095111,0.00011990337146606419,0.4621192001070779,3.5582376337826156e-05,1.5139446421550871e-05,0.8556941297974006
2013-10-18,4.3823960134694674e-05,0.4784460656005172,0.00011668713861710307,0.4032036138996811,3.421371966965364e-05,1.3081903482844952e-05,0.7807080776017599
2013-10-21,4.4710412594374516e-05,0.45939736696167693,0.00011621069383794974,0.3995066765449332,3.311432353207478e-05,1.2965472582753065e-05,0.7406400793590807
2013-10-22,4.4371990394003997e-05,0.44326302484754826,0.00011577431045989155,0.4287644197508843,3.1770354621099205e-05,1.3852955774690035e-05,0.7160002140763184
2013-10-23,3.6244305626284386e-05,0.3841813834783475,0.00011702912976871153,0.3763842747097954,2.5020915482090463e-05,1.187439529861262e-05,0.6903405941910302
2013-10-24,4.040389782719303e-05,0.35573520477820014,0.00011844561246260797,0.3490440813220653,2.4609226736994225e-05,1.0985639204612073e-05,0.6090805110498889
2013-10-25,3.967999624918889e-05,0.3623244578462328,0.00011862703966343726,0.3583416266806065,2.4858522295071336e-05,1.1287821285623387e-05,0.6264749154450708
2013-10-28,4.081308187982178e-05,0.37413816355172475,0.00011854607695013287,0.3622615266527066,2.602407480550672e-05,1.2329983277714975e-05,0.6376405212950402
2013-10-29,4.2024721372673885e-05,0.3813514890866687,0.00011424728631476774,0.3699286834133359,2.6424137130040687e-05,1.242437445621539e-05,0.6287760219922051
2013-10-30,3.243679795796633e-05,0.3512710548814845,0.000111460233683541,0.3467779737867729,2.112133317865374e-05,1.1492382793601522e-05,0.6511534586744385
2013-10-31,3.3498134377451295e-05,0.3421645697387604,0.00011210187131409839,0.3390958154839004,2.096774753657918e-05,1.1346858919139415e-05,0.6259377701551424
2013-11-01,3.528785039280735e-05,0.3339855040864026,0.00011592483193591432,0.3164192033936238,2.136133824317243e-05,1.0576362536552607e-05,0.6053454094082894
2013-11-04,3.477448195487655e-05,0.32839232680760977,0.00011486707413021277,0.3449985575391186,2.075492244081218e-05,1.1477321318691876e-05,0.5968434689478284
2013-11-05,3.766596277267884e-05,0.3755775591414712,0.00010875421150026069,0.353339531322904,2.403793815944332e-05,1.1647737794324264e-05,0.6381872754591935
2013-11-06,3.8333959556374354e-05,0.36904764229138454,0.0001058378203154043,0.6127100364161265,2.350686530810812e-05,2.273967281364982e-05,0.6132125556593928
2013-11-07,4.0431492315281525e-05,0.38497753456646816,0.00010699066110638035,0.5489226842733216,2.5320262752523188e-05,1.93422023498754e-05,0.6262510063956536
2013-11-08,4.3778322206368926e-05,0.38264550297983996,0.00010606339947786954,0.4644852689679565,2.6074076879090508e-05,1.494464977294134e-05,0.5955933339833936
2013-11-11,4.088414418239951e-05,0.3917501388243334,0.00010467123843563072,0.4662517796353023,2.5627149118184056e-05,1.5046789952750875e-05,0.6268236655230381
