Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MCD,Predicted_Covariance,Future_Cov_45_MCD,Beta_Predicted
2013-04-05,6.697476452894188e-05,0.5447088042115391,8.470874281389725e-05,0.6185674218010484,4.1028355578595953e-05,4.0481329922121585e-05,0.6125942490005519
2013-04-08,7.273438811092278e-05,0.5344119932359082,8.58413504313173e-05,0.6435822218006212,4.2227401873188116e-05,4.360312432876135e-05,0.5805699748073728
2013-04-09,7.022991067372413e-05,0.522204681295613,8.682361221338683e-05,0.6283085623985896,4.077751384891825e-05,4.365980843575248e-05,0.5806288724808927
2013-04-10,6.636144982931065e-05,0.47467469143564917,8.505176560828284e-05,0.628021324887245,3.566117728114886e-05,4.4715389278982016e-05,0.537377911014204
2013-04-11,6.716170407401359e-05,0.47648773232562264,8.621822110958201e-05,0.6238698125263902,3.625868974124893e-05,4.5013361554354385e-05,0.5398714973236995
2013-04-12,6.98842565011876e-05,0.46369915166903447,9.12255273629906e-05,0.6412334165899717,3.7024070753681874e-05,4.685112945018135e-05,0.529791295025836
2013-04-15,9.593981606210937e-05,0.5664583375404758,9.5755016551569e-05,0.6818128525609495,5.429354286976423e-05,4.115169062641052e-05,0.5659125178498962
2013-04-16,8.836558039441448e-05,0.5825780031059502,9.675383459518022e-05,0.6724216521724207,5.386786249089799e-05,4.1249470641476276e-05,0.6096023163143613
2013-04-17,8.959564094882932e-05,0.5873713316622965,9.663329479483184e-05,0.7232287880588558,5.465370140868863e-05,5.139852421569243e-05,0.6100040228508768
2013-04-18,9.719405369416862e-05,0.5862167220198485,9.633057065234601e-05,0.7164781282162997,5.672312081710663e-05,5.0258552101011595e-05,0.58360690454986
2013-04-19,7.72897485213767e-05,0.5666394460113695,9.818161790431756e-05,0.7351502155430679,4.936087430294163e-05,5.334839590758775e-05,0.6386471071165338
2013-04-22,7.797978274745508e-05,0.5658320973037111,9.582751339841596e-05,0.7346498264617711,4.8912932318019114e-05,5.447465963114322e-05,0.6272514566554807
2013-04-23,8.499754389235151e-05,0.5865074129150345,9.331330163658328e-05,0.7622329460175793,5.22334211373843e-05,5.637346386530284e-05,0.6145285939501661
2013-04-24,7.773768893068322e-05,0.5961445732945412,9.245996537320702e-05,0.7683627551909671,5.0541051231480954e-05,5.734726678994324e-05,0.6501486206587279
2013-04-25,6.90805921567358e-05,0.5998761043993948,9.038779015749832e-05,0.7757467166039765,4.740176061129915e-05,5.800916412927185e-05,0.6861805773718628
2013-04-26,7.034557142953508e-05,0.6289551259123344,9.187864962498021e-05,0.7838513417382834,5.0564456513297995e-05,5.9072921795336404e-05,0.7188008496590043
2013-04-29,6.776168711759701e-05,0.6416943679451828,9.31277237027639e-05,0.7672284990024653,5.0975304259376e-05,5.71507124123808e-05,0.7522732450700484
2013-04-30,5.8041023931509805e-05,0.6669588339032888,9.322673710970928e-05,0.7685291880078774,4.9061046091027814e-05,5.7168293056138044e-05,0.8452822291509081
2013-05-01,6.311211636341748e-05,0.6581542010050419,9.473386229382992e-05,0.7296538748033751,5.089049223204022e-05,5.461584255329758e-05,0.8063505894652355
2013-05-02,6.214021471172626e-05,0.6472092220718042,9.450488214712885e-05,0.7227617078790461,4.959731818994029e-05,5.329458774589318e-05,0.7981517028871957
2013-05-03,7.476459886581012e-05,0.6384973448873044,9.551617119603406e-05,0.7100562851283445,5.3956721338025135e-05,5.160642778325127e-05,0.7216881004721014
2013-05-06,7.535412832838797e-05,0.6277720782949958,9.684153346930862e-05,0.7159816475062561,5.36273515806575e-05,5.19681012148963e-05,0.7116710493544998
2013-05-07,7.392273390092128e-05,0.6188875069268838,9.5284706343386e-05,0.7137254916418794,5.1941241503550444e-05,5.420026720634085e-05,0.7026423234450088
2013-05-08,6.958015556766957e-05,0.6169924467465286,9.79142888693409e-05,0.7320848298700146,5.0926705501877716e-05,5.533738984309797e-05,0.7319142230481132
2013-05-09,7.111722928104653e-05,0.6144800780357685,9.893691345927613e-05,0.7111139771862108,5.1543558709014564e-05,5.372648607473769e-05,0.7247689375709614
2013-05-10,7.562958883543677e-05,0.6186086800601764,9.712538620775354e-05,0.7031871868838673,5.301860035906102e-05,5.3325707722185294e-05,0.7010298637802298
2013-05-13,7.357910230951406e-05,0.6161551735609916,9.147417308229477e-05,0.6976845341402537,5.054946784867321e-05,5.296868640247495e-05,0.6870084883073787
2013-05-14,7.590263764609063e-05,0.618829603487222,9.182333363773387e-05,0.6895143183394108,5.1662574330995855e-05,5.1240842962572226e-05,0.6806426750527653
2013-05-15,7.650099964197039e-05,0.6225382709938275,9.177717965973185e-05,0.6831376262839269,5.216352889501389e-05,5.0422079685703565e-05,0.6818672845994506
2013-05-16,7.639729836462006e-05,0.6182319773572583,9.181689500943183e-05,0.6640270541260951,5.1778774362231744e-05,4.864312359871635e-05,0.6777566153597224
2013-05-17,7.425705624970095e-05,0.6142602212119407,9.22545865437525e-05,0.6717788105507772,5.084113525380528e-05,4.801530740640899e-05,0.684664028194762
2013-05-20,7.217439206379002e-05,0.6088445030085006,9.163684064275227e-05,0.6685732222696587,4.951456983097327e-05,4.8018585705143484e-05,0.686040691374452
2013-05-21,7.13709588975209e-05,0.6055836153701536,8.930734234124043e-05,0.671894569469228,4.834799461397473e-05,4.83090572952181e-05,0.6774183135663897
2013-05-22,7.35750525384875e-05,0.5847491620811002,8.788055168037131e-05,0.6788925338977557,4.701985504193424e-05,4.788847967787517e-05,0.6390733464626193
2013-05-23,7.454058968752127e-05,0.570289927329031,8.769059962756168e-05,0.6729354369528492,4.610718766038353e-05,4.748731543874891e-05,0.6185514208254549
2013-05-24,7.630250921850573e-05,0.5687427567492189,9.017195195262492e-05,0.669640293660082,4.717599016273015e-05,4.723255674540839e-05,0.618275737533524
2013-05-28,7.438631671877e-05,0.567813910395272,9.136837033790862e-05,0.6579588990201939,4.681127763219892e-05,4.5940648804407806e-05,0.6292995768183661
2013-05-29,7.273626036607267e-05,0.5689131819416227,9.825593780740268e-05,0.6288110807474833,4.8095105702127037e-05,4.491861726679189e-05,0.6612259890743664
2013-05-30,7.309916508279677e-05,0.5747478181005262,0.00010446411720782863,0.6504343975124578,5.0224671954976334e-05,4.634611391917346e-05,0.6870758632891178
2013-05-31,7.696255068093324e-05,0.5722140937613464,0.00010320282483005524,0.6711626370224525,5.099693429555647e-05,4.432862032033295e-05,0.6626201164638699
2013-06-03,7.835861755638394e-05,0.573428223170715,0.0001018859855254214,0.6590250991936338,5.123652562985602e-05,4.383919464767608e-05,0.6538722507832418
2013-06-04,7.696792659140356e-05,0.5724289131134644,9.733131014067246e-05,0.6753316224965822,4.954533166636843e-05,4.469386979006154e-05,0.6437139969923794
2013-06-05,8.390672708275947e-05,0.5785680758901819,9.829266824352228e-05,0.6142359984342439,5.254282501895097e-05,3.759722089804507e-05,0.6262051547681816
2013-06-06,8.864935953499249e-05,0.5749755282360294,9.383940811448395e-05,0.6250329188411919,5.244206590480423e-05,3.7568287956512364e-05,0.5915673410376283
2013-06-07,8.584609796353898e-05,0.568208470493676,9.34073883710743e-05,0.5858444481597337,5.0881346786296785e-05,3.337148930519445e-05,0.5927042462420061
2013-06-10,7.344670994631798e-05,0.5636594924386658,9.096045031349207e-05,0.5825993012323955,4.607117612419331e-05,3.325425379739929e-05,0.6272735178725721
2013-06-11,7.540176794643908e-05,0.5618284651131776,9.022400946789164e-05,0.5535850301642383,4.63399504279264e-05,3.048299001294556e-05,0.6145737917026499
2013-06-12,7.564969572692771e-05,0.560201325056419,8.69707593628234e-05,0.5663225572758518,4.5439584918950755e-05,3.2954160719212166e-05,0.6006578675871186
2013-06-13,7.668406692361186e-05,0.5554761953747676,8.49646277846673e-05,0.5742551228721273,4.483705718627485e-05,3.078838665954233e-05,0.5846984775982067
2013-06-14,7.978958283363962e-05,0.5528470829419009,8.225186407038777e-05,0.5477471677444179,4.4786899085271166e-05,2.938189141969224e-05,0.5613126111794737
2013-06-17,6.406673037804978e-05,0.5443600756720104,7.328992742935439e-05,0.5449302308473393,3.7301362187616874e-05,2.8802929829814324e-05,0.5822267184154114
2013-06-18,5.269216623890948e-05,0.5405761098404478,7.006229000246365e-05,0.5212843469149427,3.284520973290515e-05,2.7275685393816066e-05,0.6233414201265322
2013-06-19,5.313666894497608e-05,0.5416963768255635,6.821859003167981e-05,0.5127938610027427,3.2614029757978664e-05,2.5492878368566964e-05,0.6137763319667449
2013-06-20,6.610900161714408e-05,0.5429210341483963,7.168428880899105e-05,0.3896807801788794,3.7374806884414635e-05,1.356069923932025e-05,0.5653512527819239
2013-06-21,6.524441916700448e-05,0.5294979601281783,6.985574622202868e-05,0.3891847744781422,3.5746789596653685e-05,1.3656670260272829e-05,0.5478903797910062
2013-06-24,5.5679700730278476e-05,0.5049897551320535,6.166804382554788e-05,0.4191089623276029,2.9591099337442032e-05,1.5731442907647395e-05,0.5314521980063458
2013-06-25,5.683904438603972e-05,0.49347568014069976,5.905389675069519e-05,0.4452929549179487,2.858995148081847e-05,1.600716146074887e-05,0.5029984544891551
2013-06-26,5.616484134519195e-05,0.47528162440589433,5.935483952211e-05,0.3762667423203517,2.7441721942490707e-05,1.2813240365867436e-05,0.48859253022424654
2013-06-27,5.600093181678947e-05,0.4598437199399579,5.754891546723827e-05,0.3570515226916089,2.610516594252508e-05,1.202881088166501e-05,0.4661559209037762
2013-06-28,5.651835513949762e-05,0.4522326362354427,5.774303704056868e-05,0.3491020316756508,2.583488120855017e-05,1.1727556862940037e-05,0.45710603475251477
2013-07-01,4.0959150997653995e-05,0.39813787622044766,5.708721730169777e-05,0.3490618007129993,1.925211314888189e-05,1.1972248936925167e-05,0.4700320363081888
2013-07-02,4.708768430286185e-05,0.36221917322601804,5.395325398380529e-05,0.3543806600444169,1.825718947720188e-05,1.2138657093856338e-05,0.3877274864436743
2013-07-03,4.5307854285029834e-05,0.3416448034787122,5.372413580285993e-05,0.3543240971179714,1.6855680322042832e-05,1.2136575027601729e-05,0.3720255701363487
2013-07-05,5.048108536897671e-05,0.31926121349765024,5.315232745065709e-05,0.4041294587790819,1.653756808322139e-05,1.3637015552169048e-05,0.32759929709008584
2013-07-08,5.858594159480322e-05,0.3114253982388766,5.195128227698508e-05,0.4192472231166153,1.7181017149809137e-05,1.4335761069546449e-05,0.29326177376541734
2013-07-09,6.185296409698371e-05,0.3201408867539087,5.0217318350547066e-05,0.4332454287774047,1.7842190027120344e-05,1.4449448365484968e-05,0.28846135811930196
2013-07-10,6.043816195282401e-05,0.3258139826179972,4.8893706366119094e-05,0.4352366386930879,1.771135641123805e-05,1.4616495704220334e-05,0.2930492231888676
2013-07-11,6.428746384905295e-05,0.33279028147999795,4.955529977132207e-05,0.406935196851257,1.8783600178287805e-05,1.2101131658645854e-05,0.2921813842647724
2013-07-12,6.999194674271863e-05,0.34129849384295735,4.831235194605738e-05,0.4155657401079226,1.9846663141275026e-05,1.2639427357289016e-05,0.283556381339539
2013-07-15,7.060701256657018e-05,0.3361865555085336,4.7390556296135525e-05,0.442189309182658,1.9446890246392324e-05,1.3495393097560313e-05,0.27542434581915326
2013-07-16,3.5042919617133015e-05,0.33539717601554797,4.703957836673047e-05,0.4810433939242092,1.3617307762779913e-05,1.579230447586067e-05,0.3885894186773811
2013-07-17,3.792838595062833e-05,0.3325000153905589,4.746965341674706e-05,0.5018344957106223,1.4108533736296031e-05,1.6498783891542383e-05,0.3719782264043932
2013-07-18,3.7451029819475974e-05,0.329050355007941,4.670154168634556e-05,0.534169451561869,1.3761312418398558e-05,1.9095693664719654e-05,0.36744817124473694
2013-07-19,4.0860668714576163e-05,0.33292762007475135,4.612887451061586e-05,0.5117209842157173,1.4454031286239994e-05,1.8532241744031366e-05,0.3537394697870872
2013-07-22,3.950888193740232e-05,0.3378378592057965,5.294648219551993e-05,0.5347602709293026,1.5451627916598164e-05,1.9393383161774114e-05,0.3910925128450774
2013-07-23,3.3171208880188284e-05,0.3766741781456527,5.1906983622813856e-05,0.5252969591993425,1.5630015008042502e-05,1.9096162629822215e-05,0.47119220359127845
2013-07-24,3.471216593235655e-05,0.4144648910441654,5.070087381608502e-05,0.5352471353206033,1.73874673102087e-05,1.9460159175150342e-05,0.5009041309635239
2013-07-25,3.488954269695917e-05,0.4327454384262809,5.026047839443983e-05,0.5497100705920435,1.812147091076698e-05,2.0191379465990294e-05,0.5193954838607379
2013-07-26,3.343176772700175e-05,0.44826776362914705,4.9558326323841886e-05,0.5662313791880138,1.8246328707007195e-05,2.113795139649398e-05,0.5457781609397289
2013-07-29,3.360094972876798e-05,0.45223520748047874,4.878461685011537e-05,0.5442795824484818,1.830971548027868e-05,2.097652749693961e-05,0.5449166058720813
2013-07-30,3.816574763863081e-05,0.4868554250902119,4.701096331839029e-05,0.5493460086196977,2.0622270359970712e-05,2.1184999506697225e-05,0.5403345050444434
2013-07-31,3.750748633018741e-05,0.508243206073969,4.469846125382772e-05,0.5535889956424076,2.0810228465692967e-05,2.2413438513007546e-05,0.5548286622701273
2013-08-01,4.226173154810077e-05,0.5061200283587516,4.64105434690258e-05,0.513877868813302,2.241483231310769e-05,1.9911320535713226e-05,0.5303813045993144
2013-08-02,4.130983358011611e-05,0.5050343975284737,4.6597333841646155e-05,0.5033753012258082,2.2157880482516996e-05,2.0251371764378616e-05,0.5363827099313799
2013-08-05,3.7225611971094185e-05,0.5044169256568375,5.095990930019872e-05,0.491008929214633,2.1969738975992604e-05,2.1129628506950332e-05,0.590178047121218
2013-08-06,4.1983018398946586e-05,0.5090974960019617,4.8144171714591804e-05,0.4794290263239349,2.288809515281716e-05,2.036980388864516e-05,0.5451750737720052
2013-08-07,4.81253999850549e-05,0.5125689887980667,4.7632823561024384e-05,0.5075212334015977,2.4541023217956984e-05,2.684472795433195e-05,0.5099391012974037
2013-08-08,4.5117615842124565e-05,0.5040273590028002,4.318304046434844e-05,0.515684393159728,2.2247631916348596e-05,2.7601218487486572e-05,0.49310300424999065
2013-08-09,4.7210405389653165e-05,0.5135343010133463,4.3838729579224396e-05,0.5106841484538998,2.3362391747695438e-05,2.7399265450952336e-05,0.4948568340998749
2013-08-12,4.729046229109182e-05,0.5179530176509572,4.191652938201726e-05,0.524348514720655,2.3060557678386414e-05,2.8768674126095826e-05,0.4876365457465695
2013-08-13,5.1414947954433665e-05,0.5492776980594825,4.100310620040615e-05,0.575942532245134,2.5219997855476976e-05,3.3946824159358086e-05,0.4905187860508605
2013-08-14,5.361675369996386e-05,0.5647158504390224,4.0363538421067306e-05,0.5739814321788351,2.6270893932859167e-05,3.392611450516887e-05,0.4899754669943189
2013-08-15,5.120699157562921e-05,0.5759242068091017,4.065676400100287e-05,0.5659522647383864,2.6278245648479878e-05,3.104538499395023e-05,0.5131769088537199
2013-08-16,4.9139520575593413e-05,0.5849170883681764,4.0312810693671065e-05,0.5661585355850287,2.6033424891296852e-05,3.08215567379194e-05,0.5297858950668541
2013-08-19,5.1240075352845624e-05,0.5886415152707186,4.122873041808933e-05,0.601941217944741,2.705551150824053e-05,3.2244647851280026e-05,0.5280146705861157
2013-08-20,5.687877447837599e-05,0.6005282684959222,4.179868831449819e-05,0.6193562034827546,2.9281269213929584e-05,3.351381818564675e-05,0.5148013381522778
2013-08-21,5.746511661394483e-05,0.5983036730391176,4.141411331859503e-05,0.6251165632437344,2.918757399710926e-05,3.309385954043257e-05,0.507918120016943
2013-08-22,5.43081375808944e-05,0.6007111069879696,4.2458499029600993e-05,0.62745667194348,2.884565701937501e-05,3.2511827298678674e-05,0.5311479697938106
2013-08-23,4.6628310947370826e-05,0.5875789984159969,4.2301797103366216e-05,0.6326856451059834,2.609579400675635e-05,3.27208209640875e-05,0.5596555714019014
2013-08-26,5.7057237442025364e-05,0.5969746192251166,4.396944363758458e-05,0.6517074193556837,2.9901069512687843e-05,3.355696808246234e-05,0.5240539299342993
2013-08-27,6.26349019454684e-05,0.6357967253153883,4.982081489550203e-05,0.6964473862436584,3.551664227593386e-05,3.153224101595067e-05,0.5670423545462814
2013-08-28,6.352118414260544e-05,0.6666307435104506,5.615378230990066e-05,0.6676802773044269,3.981384654698329e-05,3.047659010201042e-05,0.6267806100339843
2013-08-29,6.345432123592429e-05,0.6724878752214436,6.24340038941182e-05,0.6705025232950025,4.232779581482904e-05,3.061571550206983e-05,0.6670593111768314
2013-08-30,6.533098257867051e-05,0.6794548438744887,6.708185704301954e-05,0.6629552465434333,4.4980339857350785e-05,2.9973550801149197e-05,0.6884993625066971
2013-09-03,6.741624909395761e-05,0.6880545791876347,7.147757175971238e-05,0.6557438799096336,4.77628328734014e-05,2.986875822122325e-05,0.7084765693035611
2013-09-04,5.29054408502055e-05,0.70057612552214,6.76231184660131e-05,0.653651563017682,4.190377018666759e-05,2.9292020696318716e-05,0.7920502979138265
2013-09-05,5.526096611110341e-05,0.7118470829398598,6.523758087259992e-05,0.6439729152730764,4.27410188402633e-05,3.174697654426914e-05,0.773439587616538
2013-09-06,5.903493096893949e-05,0.7171555334335491,6.333786338794472e-05,0.594069017033377,4.3853028181642e-05,3.125017086387012e-05,0.7428318702483914
2013-09-09,5.950680039687122e-05,0.7354771016334912,6.153960015730223e-05,0.604511079880612,4.4507150560299084e-05,3.089450523358989e-05,0.7479338540043434
2013-09-10,6.058865375686932e-05,0.7367130352480475,6.079533120427676e-05,0.5918305247876817,4.471251718241455e-05,2.9864763531153254e-05,0.7379684876616888
2013-09-11,5.2548421709793746e-05,0.7206346638897263,5.854104304269683e-05,0.5888535035795646,3.996917784212593e-05,3.0295751473326983e-05,0.7606161430092323
2013-09-12,5.463125330927889e-05,0.7073681184446348,5.665723838609385e-05,0.5744999907689814,3.935444254271239e-05,2.9542480435611663e-05,0.7203649954709752
2013-09-13,5.629719144726608e-05,0.6813239377841842,5.486114874957648e-05,0.5630404703306883,3.7864258904002263e-05,2.905791993372389e-05,0.6725781150107629
2013-09-16,5.4138744378514925e-05,0.6823605914721517,5.365168049086593e-05,0.5391664541796167,3.677559358814242e-05,2.785495427005103e-05,0.6792841985958006
2013-09-17,5.7555509167455784e-05,0.685909012782119,5.3467890862035496e-05,0.5313134866450431,3.8050159892110196e-05,2.7440615725061152e-05,0.6611036969789383
2013-09-18,6.204530316157312e-05,0.6759429282822786,5.273482772423681e-05,0.5237212454775173,3.866457582620014e-05,2.5883129794132926e-05,0.6231668451278758
2013-09-19,6.178297806302708e-05,0.6680271328496503,5.146348693886988e-05,0.5099792507901795,3.766848259852739e-05,2.574095981632624e-05,0.6096903027254593
2013-09-20,6.675064824066973e-05,0.6446848496214067,5.146772032873986e-05,0.4919381514948271,3.778702267608689e-05,2.3120561460868648e-05,0.5660922204057948
2013-09-23,6.644616634370019e-05,0.6298739291904244,5.0932112417173185e-05,0.5025515389572645,3.664244478320155e-05,2.327546476473743e-05,0.551460630454802
2013-09-24,6.687102886618699e-05,0.6058543799077036,4.7113357992648696e-05,0.5188971396762897,3.4006292364428083e-05,2.388180519422008e-05,0.5085355039545862
2013-09-25,5.221698153901886e-05,0.5773184481282689,4.807231810524438e-05,0.5145021516971441,2.8924699092547428e-05,2.346702754842162e-05,0.5539328057661396
2013-09-26,5.0374063840171386e-05,0.5557157711286815,4.791441420616403e-05,0.5041444746403081,2.7301675957967204e-05,2.29839086896863e-05,0.5419788255438538
2013-09-27,5.122431082106018e-05,0.5419765066409008,4.80731485710412e-05,0.4941161336885415,2.6894892148197413e-05,2.2297810475145154e-05,0.5250415616551339
2013-09-30,5.1567877421329924e-05,0.5263217542810955,4.838660338112799e-05,0.4687322630061558,2.6290782797915665e-05,2.1016707948230356e-05,0.5098286784834983
2013-10-01,5.3629225784131454e-05,0.5178007326626358,5.162441430283941e-05,0.4864902168411663,2.7245262277195727e-05,2.1375331421078005e-05,0.5080301249707286
2013-10-02,4.9785428743887e-05,0.5137085876334112,5.143219538759161e-05,0.4780363070641724,2.5994740297672643e-05,2.1301599905735766e-05,0.5221355114043175
2013-10-03,5.1677659876475144e-05,0.5187698563602128,4.980130896597946e-05,0.5160827163230002,2.631761513377836e-05,2.2735378344736903e-05,0.5092648389397899
2013-10-04,4.988490741732951e-05,0.519304134229856,4.793946413376888e-05,0.5200187750027722,2.539527692151311e-05,2.2506217663554608e-05,0.5090773589907687
2013-10-07,5.300164613196136e-05,0.5278072623391695,4.713548023613571e-05,0.5302672741467043,2.638116734314614e-05,2.1994738591900513e-05,0.49774241497072325
2013-10-08,5.7418241986777646e-05,0.5406898676004279,4.7346586848519754e-05,0.5132232304820193,2.8191456564914613e-05,2.1158190343321623e-05,0.4909843211745595
2013-10-09,4.671951297786224e-05,0.5304985356573709,4.700720043013421e-05,0.5366070471996491,2.486082499484657e-05,2.241294980992781e-05,0.5321293697266648
2013-10-10,5.493659376391755e-05,0.5338233866126665,4.750807477546441e-05,0.5091184163382885,2.7271697813237468e-05,1.668715211031042e-05,0.4964213458598077
2013-10-11,5.397060840252837e-05,0.5278748080935101,4.7158552729117634e-05,0.5356491385196525,2.6631144289281796e-05,1.7527550716944693e-05,0.4934379114398533
2013-10-14,5.390763459317086e-05,0.521937273090133,4.6769534083358694e-05,0.5657147434088527,2.6207462432149327e-05,1.8630561970231403e-05,0.48615493204128357
2013-10-15,5.553151341989191e-05,0.5197293319317127,4.684094794628051e-05,0.6083551752517354,2.6506953751732468e-05,2.2427813281506383e-05,0.4773317368699235
2013-10-16,4.144281603770634e-05,0.515808200299599,4.7852353228445187e-05,0.5592726284265267,2.2970186492974826e-05,1.8706538802996584e-05,0.5542622024544767
2013-10-17,4.1583055321708076e-05,0.5052964878289691,4.794059104299667e-05,0.5541650356105126,2.2560886964075334e-05,1.8154951933133806e-05,0.5425500071972253
2013-10-18,4.3823960134694674e-05,0.49211255359273004,4.777494729068731e-05,0.5645344065468443,2.2517509884817912e-05,1.8316265937607655e-05,0.5138173231175241
2013-10-21,4.4710412594374516e-05,0.48742876277451047,4.788235878439011e-05,0.5615010739363372,2.2552944960612143e-05,1.822279127415092e-05,0.5044226535151627
2013-10-22,4.4371990394003997e-05,0.491058312172766,4.832829577863014e-05,0.5543870038435599,2.2739884906801268e-05,1.7911697642192156e-05,0.5124828682437044
2013-10-23,3.6244305626284386e-05,0.48049703593609827,5.161657819518449e-05,0.5245521388785966,2.078285512490596e-05,1.654888333626534e-05,0.5734102161922568
2013-10-24,4.040389782719303e-05,0.46733959511223294,5.2156554629711034e-05,0.5184071222485361,2.145352484221867e-05,1.631608702417398e-05,0.5309766135429589
2013-10-25,3.967999624918889e-05,0.4557826910192806,5.239633798012307e-05,0.5157957951460774,2.0782323789843057e-05,1.624765397594839e-05,0.5237481288891975
2013-10-28,4.081308187982178e-05,0.4471137766132151,5.268958253572143e-05,0.5228764987867333,2.0733858281474852e-05,1.779669661838335e-05,0.5080199124027874
2013-10-29,4.2024721372673885e-05,0.4487065055032578,5.303495655596222e-05,0.5077832497768411,2.1183411182293875e-05,1.705433917589e-05,0.5040702350990043
2013-10-30,3.243679795796633e-05,0.4391194744280379,5.244780196631837e-05,0.5314679239055367,1.8111955057363936e-05,1.761309335003715e-05,0.5583767880181811
2013-10-31,3.3498134377451295e-05,0.43202444788326794,5.143359180238126e-05,0.5590889368227429,1.793255043517582e-05,1.8708291284356923e-05,0.5353298256289405
2013-11-01,3.528785039280735e-05,0.4335128277330271,5.070412360087499e-05,0.5568781040604064,1.8337333978996122e-05,1.861373979215841e-05,0.51965007147995
2013-11-04,3.477448195487655e-05,0.42579142218150423,5.0683764627742804e-05,0.5573082450621377,1.7875643106490063e-05,1.8540384191053305e-05,0.5140448427006199
2013-11-05,3.766596277267884e-05,0.42048457771794756,5.092763720069605e-05,0.5713826824128347,1.8416257205242847e-05,1.8835468649785298e-05,0.4889363194135888
