Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SPG,Predicted_Covariance,Future_Cov_45_SPG,Beta_Predicted
2013-06-27,5.600093181678947e-05,0.5775235271437001,0.00021795845178870131,0.952112428756706,6.38049195024981e-05,3.207598796179666e-05,1.1393546041562281
2013-06-28,5.651835513949762e-05,0.5718117194854689,0.00021288332724441966,0.8910451356426806,6.272181740733001e-05,2.9933319051561862e-05,1.109760134606202
2013-07-01,4.0959150997653995e-05,0.5492798105907659,0.00020316946627008155,0.8863859604389346,5.010699165533133e-05,3.040158891890829e-05,1.2233405828700232
2013-07-02,4.708768430286185e-05,0.5481696618685602,0.00020710147356930406,0.9170427917276164,5.413277079812402e-05,3.1411612551822465e-05,1.149616329610713
2013-07-03,4.5307854285029834e-05,0.5430825134790461,0.0001977664990522706,0.9121280338394911,5.140778946957456e-05,3.124289430923505e-05,1.1346330626511307
2013-07-05,5.048108536897671e-05,0.5432003158623134,0.00019412726184236874,1.046868245053132,5.377341524808612e-05,3.5325706227879086e-05,1.0652190786914562
2013-07-08,5.858594159480322e-05,0.5400450670919992,0.00019221537016033058,1.0487729634920122,5.730872768762414e-05,3.586179655300839e-05,0.9781993107491103
2013-07-09,6.185296409698371e-05,0.5483939288175188,0.0001848329287904022,1.0052058581160928,5.8635761412827865e-05,3.3525270386624625e-05,0.9479862811568518
2013-07-10,6.043816195282401e-05,0.5487155208009109,0.00018165927777390788,1.0058929469035722,5.749520944199806e-05,3.3780772642372694e-05,0.9513063863007098
2013-07-11,6.428746384905295e-05,0.5494836245356041,0.00018722368330676393,0.9186174345594064,6.0283476996202674e-05,2.7317151737047253e-05,0.9377174551129962
2013-07-12,6.999194674271863e-05,0.548124981413795,0.00018639024796677738,0.9930301431099944,6.260589457661994e-05,3.020300074346267e-05,0.8944728285205601
2013-07-15,7.060701256657018e-05,0.5463255604582495,0.00018530691482274516,0.9863356911734062,6.249154341616242e-05,3.01024642661377e-05,0.8850614286682038
2013-07-16,3.5042919617133015e-05,0.5376302871824797,0.0001735697365043308,1.0840102623561427,4.192961453059043e-05,3.5587267872933555e-05,1.196521722182372
2013-07-17,3.792838595062833e-05,0.533848673484458,0.00017349924285905698,1.0799501008351868,4.3306106607806176e-05,3.5505457435918815e-05,1.1417861720817244
2013-07-18,3.7451029819475974e-05,0.5363087754275679,0.0001805259244376548,1.1190756727339382,4.409776453751654e-05,4.000514475637776e-05,1.1774780226359494
2013-07-19,4.0860668714576163e-05,0.531878713552889,0.00017576058838865416,1.0896274584631451,4.507399928917517e-05,3.9461425452627386e-05,1.1031145771017692
2013-07-22,3.950888193740232e-05,0.5295529709086124,0.0001800658143496389,1.0875781373409688,4.466552195648038e-05,3.9441635219402005e-05,1.130518500301988
2013-07-23,3.3171208880188284e-05,0.5407550136990799,0.00017430196810562165,1.0804378417928977,4.111803479983398e-05,3.927724380841465e-05,1.2395699821597999
2013-07-24,3.471216593235655e-05,0.5534454847372715,0.00016617712386141049,1.0837095438153626,4.203405849239781e-05,3.9400790458494675e-05,1.2109315959801934
2013-07-25,3.488954269695917e-05,0.5629708644658138,0.0001579711341293786,1.0924562727417737,4.179481680028978e-05,4.012696934799426e-05,1.1979181602724889
2013-07-26,3.343176772700175e-05,0.5610965681269021,0.00014997487721402208,1.1035976489906627,3.973072959895629e-05,4.1198341037019684e-05,1.1884124681467882
2013-07-29,3.360094972876798e-05,0.5693918772484983,0.00014731624684396604,1.1073273588556078,4.0060131146111805e-05,4.267638092661117e-05,1.1922321086006
2013-07-30,3.816574763863081e-05,0.5792310415819724,0.00014455877254456706,1.0969359059876247,4.302401548881455e-05,4.230227627504999e-05,1.1272939258568662
2013-07-31,3.750748633018741e-05,0.5860946259296979,0.00014242338990131642,1.1375733244342314,4.283683527522627e-05,4.605750829937777e-05,1.1420876061414333
2013-08-01,4.226173154810077e-05,0.5871667621726993,0.00013674813093562572,1.2438457244068335,4.4637083048235857e-05,4.819551963355529e-05,1.0562057306485786
2013-08-02,4.130983358011611e-05,0.5933805546335557,0.0001371370337027039,1.141693576029878,4.466192197989127e-05,4.5931655750452356e-05,1.0811450472990682
2013-08-05,3.7225611971094185e-05,0.5947043861694985,0.0001331742530951651,1.138818058092189,4.187281896693803e-05,4.900685318082311e-05,1.1248389683815652
2013-08-06,4.1983018398946586e-05,0.6151406735163792,0.00013453706070442147,1.1485193960666058,4.623088860070606e-05,4.879786908099045e-05,1.1011806764676564
2013-08-07,4.81253999850549e-05,0.6332077296384815,0.00013509789710802986,1.14982393535315,5.105728041633923e-05,6.081856030545668e-05,1.0609216844368008
2013-08-08,4.5117615842124565e-05,0.6461023598880367,0.0001343114435217096,1.1638078187914327,5.0295705768700195e-05,6.229103364382418e-05,1.1147686957727285
2013-08-09,4.7210405389653165e-05,0.6454801516866916,0.00013276486875487536,1.1788062170475655,5.110264068018336e-05,6.32454023762106e-05,1.0824444369499786
2013-08-12,4.729046229109182e-05,0.6538154734748101,0.00013268990538166606,1.1569660153997592,5.1791789450380575e-05,6.347758663860337e-05,1.0951846723675756
2013-08-13,5.1414947954433665e-05,0.6601209632602426,0.00013575944601931434,1.2016879438048147,5.5150982483133836e-05,7.082909672210168e-05,1.0726643646904246
2013-08-14,5.361675369996386e-05,0.6627539428126183,0.00013708594158342514,1.1818898305665364,5.681971323224031e-05,6.985753802538006e-05,1.059738035431985
2013-08-15,5.120699157562921e-05,0.669939597613785,0.00013787656973453434,1.1338655482705045,5.629184898065419e-05,6.219834192854821e-05,1.0993000613503137
2013-08-16,4.9139520575593413e-05,0.6528508614179201,0.00012872793803139768,1.0892157192934504,5.192372550814595e-05,5.929668455381784e-05,1.056659179819825
2013-08-19,5.1240075352845624e-05,0.6696838184352605,0.0001375623754437843,1.0855060625627106,5.62243597196743e-05,5.814813753288698e-05,1.0972731662181654
2013-08-20,5.687877447837599e-05,0.6765756595803673,0.00014425520468770673,1.0701170612831443,6.128542899399546e-05,5.790481862865632e-05,1.0774744982822155
2013-08-21,5.746511661394483e-05,0.6863203801048846,0.00014754388493831426,1.0730624088438392,6.319600849545627e-05,5.680824781241682e-05,1.0997281867539228
2013-08-22,5.43081375808944e-05,0.6779593231204958,0.00014929359880702019,1.060607681988036,6.104592597677987e-05,5.4955657227521156e-05,1.1240659079101953
2013-08-23,4.6628310947370826e-05,0.5857546349295996,0.00011892946018376154,1.0548497200742544,4.3619963671809374e-05,5.455402552840573e-05,0.9354823879647504
2013-08-26,5.7057237442025364e-05,0.6131327615622174,0.00012399292956536662,1.038437929553038,5.157133254535701e-05,5.347005024445079e-05,0.9038526023584219
2013-08-27,6.26349019454684e-05,0.6273556413279312,0.00012734234217134306,1.1053386760061343,5.6028426417179554e-05,5.004513797383043e-05,0.8945240541121847
2013-08-28,6.352118414260544e-05,0.6325089813865388,0.00012711656193056304,1.122801989152977,5.683646497553102e-05,5.12508413866706e-05,0.8947639396635431
2013-08-29,6.345432123592429e-05,0.6408087691042416,0.00012847177740614901,1.1271668978553453,5.785793296119281e-05,5.146739925527029e-05,0.9118044576676818
2013-08-30,6.533098257867051e-05,0.6317356987954493,0.0001246563083914012,1.1243165710071643,5.7010144907871216e-05,5.0832631664601346e-05,0.8726356570440452
2013-09-03,6.741624909395761e-05,0.6226875461219293,0.00012356996996296517,1.1634003169004254,5.683409425305555e-05,5.2992218219073925e-05,0.8430325777075823
2013-09-04,5.29054408502055e-05,0.6433482942871701,0.00012946749441165658,1.1931666892616293,5.324473798659953e-05,5.346925691519304e-05,1.0064132749097527
2013-09-05,5.526096611110341e-05,0.6971794826116124,0.00011562093524511908,1.1308274321537557,5.572782243995397e-05,5.574823274823287e-05,1.0084482114900404
2013-09-06,5.903493096893949e-05,0.7008121098551546,0.00011956991357242671,0.978837714674012,5.887990291798796e-05,5.149039077027739e-05,0.9973739606635079
2013-09-09,5.950680039687122e-05,0.7309415184055758,0.00013619248944832154,0.9260644226545892,6.580251759427831e-05,4.732800291765386e-05,1.105798281127851
2013-09-10,6.058865375686932e-05,0.728976436155588,0.00013955337401655405,0.9594125368712344,6.703155774724661e-05,4.841357000428875e-05,1.106338457629896
2013-09-11,5.2548421709793746e-05,0.671890198902687,0.00013372013066347119,0.9359444199379512,5.6321801852072633e-05,4.8153130391379536e-05,1.0718076779378443
2013-09-12,5.463125330927889e-05,0.6517932966484228,0.00013387067439474398,0.951952901795904,5.574079996621553e-05,4.895222006755125e-05,1.0203097419467069
2013-09-13,5.629719144726608e-05,0.5977179694389881,0.00012214593065591278,0.9600473832176256,4.9565464269916833e-05,4.954702452868862e-05,0.8804251685689348
2013-09-16,5.4138744378514925e-05,0.6122343351848731,0.00013136965147970977,0.9335430740354644,5.163204129088689e-05,4.822963193425597e-05,0.953698536669003
2013-09-17,5.7555509167455784e-05,0.6138489427336011,0.00013067766305260403,0.9398926323004794,5.3236027647595676e-05,4.854240141471162e-05,0.9249510327970043
2013-09-18,6.204530316157312e-05,0.647558901751944,0.00014006043285306427,0.9082939044761804,6.0365870177701734e-05,4.488931702463468e-05,0.9729321496020746
2013-09-19,6.178297806302708e-05,0.6407189772280243,0.00014096818157645428,0.9062887725348,5.9794681282639946e-05,4.574449419198839e-05,0.9678180488749053
2013-09-20,6.675064824066973e-05,0.6497047317268988,0.0001453782618375105,0.8179958578189745,6.40019947067027e-05,3.844492127307284e-05,0.9588220698013785
2013-09-23,6.644616634370019e-05,0.6339998210270361,0.00014635943023406865,0.8418287891659096,6.252222930308178e-05,3.8988948995814244e-05,0.9409456217485686
2013-09-24,6.687102886618699e-05,0.6315745719919295,0.00014570661336352634,0.8268089219825274,6.234236465153807e-05,3.8053186456082734e-05,0.9322776351518226
2013-09-25,5.221698153901886e-05,0.6064490287748241,0.00014152104169969952,0.8425182860988932,5.213275724011242e-05,3.8428216023418946e-05,0.9983870324093034
2013-09-26,5.0374063840171386e-05,0.5917778995261482,0.00013770642160052053,0.8482456162105729,4.92877885498415e-05,3.867145385917462e-05,0.9784358217797067
2013-09-27,5.122431082106018e-05,0.5871315446532845,0.000135687131869018,0.8472363690039336,4.8948885450229386e-05,3.823294706585684e-05,0.9555791901470487
2013-09-30,5.1567877421329924e-05,0.587881602056411,0.00013383432523088375,0.8087531897360957,4.8838605366227946e-05,3.626234192174653e-05,0.9470741827746225
2013-10-01,5.3629225784131454e-05,0.5910363337898519,0.00013307094621742613,0.7934033702203288,4.992942515623459e-05,3.486043378051487e-05,0.9310114853645415
2013-10-02,4.9785428743887e-05,0.5917812076884931,0.00013356402165063644,0.769830066309704,4.825663550479085e-05,3.430411419719626e-05,0.9692923556617182
2013-10-03,5.1677659876475144e-05,0.621185728941434,0.00013483589443551364,0.7364946343605555,5.1853210330193224e-05,3.2445349614413454e-05,1.0033970279253686
2013-10-04,4.988490741732951e-05,0.6535286573330841,0.00013344299142594522,0.7462403362698072,5.332085516202643e-05,3.229700204059543e-05,1.0688775006827678
2013-10-07,5.300164613196136e-05,0.6409911982740849,0.00013520462846976683,0.86011770199191,5.426159114828247e-05,3.567646908631276e-05,1.0237718091469112
2013-10-08,5.7418241986777646e-05,0.6585131424691846,0.00013641168322644546,0.8922723894985678,5.8279414029932255e-05,3.678490749019696e-05,1.0149982307600591
2013-10-09,4.671951297786224e-05,0.6246057762947533,0.00012945560881358846,0.9190221078631784,4.857531050652637e-05,3.838562405254405e-05,1.0397221077527818
2013-10-10,5.493659376391755e-05,0.6329722640097913,0.00013160476020084542,0.8267298299227323,5.382094804406207e-05,2.709736278108819e-05,0.9796921206172735
2013-10-11,5.397060840252837e-05,0.6296488464413889,0.000130129724532279,0.8134187789207261,5.276735484969403e-05,2.6616749428647067e-05,0.9777053920930421
2013-10-14,5.390763459317086e-05,0.6235209562935357,0.000127212658343301,0.7965471936792992,5.163466414498121e-05,2.6232517407330263e-05,0.9578358341013613
2013-10-15,5.553151341989191e-05,0.6160605361467999,0.00012537747665917936,0.8540857677794521,5.140470921463995e-05,3.148699461334111e-05,0.925685364019384
2013-10-16,4.144281603770634e-05,0.5851827855528364,0.00012376113667036698,0.7739752159178069,4.190909818628066e-05,2.5887906314775424e-05,1.011251217778012
2013-10-17,4.1583055321708076e-05,0.5507966695449537,0.00011984704318557409,0.7510857487763335,3.888330442090154e-05,2.460625407677289e-05,0.9350756965807379
2013-10-18,4.3823960134694674e-05,0.5202914492390549,0.0001138031613817411,0.7580740693038648,3.6743427166349416e-05,2.4595642165916177e-05,0.8384323793061385
2013-10-21,4.4710412594374516e-05,0.5130241119175684,0.00010271583523413051,0.7540705211147847,3.476648761508905e-05,2.4472383669604427e-05,0.7775926366526841
2013-10-22,4.4371990394003997e-05,0.5104222507978622,0.00010337250610552087,0.6966111651102836,3.456898085136717e-05,2.2506820104231007e-05,0.7790721251043652
2013-10-23,3.6244305626284386e-05,0.48592099290672397,0.00010196493406958111,0.6962068578573942,2.9540032943972208e-05,2.1964348659831622e-05,0.8150254897572038
2013-10-24,4.040389782719303e-05,0.4803237638978043,0.00010317731756662514,0.6776110842339748,3.101257462145129e-05,2.132679306362996e-05,0.7675639304428422
2013-10-25,3.967999624918889e-05,0.47225771183092946,0.00010320268762925478,0.6683611272829999,3.0221107346238565e-05,2.1053487502730773e-05,0.7616207208400713
2013-10-28,4.081308187982178e-05,0.4696638869663854,0.00010560977557976178,0.6206215721605121,3.083464289824967e-05,2.1123561414967562e-05,0.7555088093823782
2013-10-29,4.2024721372673885e-05,0.4675250429658784,0.0001065421961148299,0.6359318911372447,3.128370071356822e-05,2.1358322018274633e-05,0.7444118531124898
2013-10-30,3.243679795796633e-05,0.4522738983605701,0.00010489055957881398,0.6076699598234432,2.6380845682056736e-05,2.013846414235527e-05,0.8132999353463531
2013-10-31,3.3498134377451295e-05,0.4460989248453803,0.00010536903449675983,0.578355576240056,2.6503180054549965e-05,1.9352993546466037e-05,0.7911837643230106
2013-11-01,3.528785039280735e-05,0.4426458011489468,0.00010614377463771186,0.567373819215077,2.709044971418569e-05,1.896456075171349e-05,0.7676990639165564
2013-11-04,3.477448195487655e-05,0.4361547063930574,0.00010531243015761108,0.5635014367240906,2.639433441435924e-05,1.8746417663191623e-05,0.759014453431933
2013-11-05,3.766596277267884e-05,0.4451015031947942,0.00010610436970139589,0.5471114897084324,2.813845398928361e-05,1.8035375641460045e-05,0.7470525619935554
2013-11-06,3.8333959556374354e-05,0.44362788050667484,0.00010226091887923174,0.4990016977107085,2.7775732300868102e-05,1.851958457506127e-05,0.7245724840926175
2013-11-07,4.0431492315281525e-05,0.4228237943939421,9.798916099566988e-05,0.5230554534350292,2.6613887974038017e-05,1.8430727514821872e-05,0.6582464917818284
2013-11-08,4.3778322206368926e-05,0.39890977172718345,9.707101960527859e-05,0.7247809952233816,2.6004531104561406e-05,2.3319572996930917e-05,0.5940047446765384
2013-11-11,4.088414418239951e-05,0.4091835228591008,9.012260448662585e-05,0.7193583968935369,2.483776191049916e-05,2.3214999216241363e-05,0.607515759647275
