Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MU,Predicted_Covariance,Future_Cov_45_MU,Beta_Predicted
2013-05-20,7.217439206379002e-05,0.472816481406117,0.0006924476198244616,1.117774720487364,0.00010570064498008328,8.028135053413327e-05,1.4645172887173292
2013-05-21,7.13709588975209e-05,0.47573929943100274,0.000697790921292813,1.1245413122983186,0.00010616771049533129,8.085424879914502e-05,1.4875477664209869
2013-05-22,7.35750525384875e-05,0.484535874861205,0.0007218227322164331,1.0538045061694628,0.00011166228365983736,7.433443904355871e-05,1.5176650210535185
2013-05-23,7.454058968752127e-05,0.4935057916347654,0.0007443320896544448,1.109342869420222,0.00011624439919421902,7.828346060719673e-05,1.5594778587280123
2013-05-24,7.630250921850573e-05,0.47466255552464176,0.0007057435751832346,1.1150817585638195,0.00011014831292104928,7.865142366100004e-05,1.4435739276361161
2013-05-28,7.438631671877e-05,0.48162623058440995,0.0006327043409197173,1.1061547803755618,0.00010448575042029315,7.723501933665775e-05,1.4046366997215245
2013-05-29,7.273626036607267e-05,0.47165822252015366,0.0006425574914423353,1.1617166454119123,0.00010196682343370015,8.298630060031441e-05,1.4018705790002626
2013-05-30,7.309916508279677e-05,0.4646477486987606,0.0006571840282108437,1.1599288679193998,0.00010184120881792407,8.264968097678283e-05,1.3931925036704897
2013-05-31,7.696255068093324e-05,0.46724581889020533,0.0006785856530265918,1.1032576084864123,0.0001067794026034587,7.28674168441186e-05,1.3874202668533997
2013-06-03,7.835861755638394e-05,0.4429924862204069,0.0006911119561769186,1.1101361004988486,0.00010308938430901502,7.384767690142544e-05,1.3156100442282017
2013-06-04,7.696792659140356e-05,0.4328944898473785,0.000699014975830661,1.142753549490075,0.00010041074554776192,7.56281457015568e-05,1.3045790629232912
2013-06-05,8.390672708275947e-05,0.419288128202589,0.000717544723888607,1.368598104359016,0.00010288106329750156,8.377152329299758e-05,1.2261360545743514
2013-06-06,8.864935953499249e-05,0.413874728597286,0.0007290567019821039,1.3213736327491683,0.00010521735096053076,7.942260901281712e-05,1.18689352650087
2013-06-07,8.584609796353898e-05,0.4166850541880078,0.0007468791452550798,1.3020393660497451,0.00010550993842929756,7.416813953867887e-05,1.2290592226347936
2013-06-10,7.344670994631798e-05,0.4070406809087038,0.0007590566303981922,1.3757944178675408,9.610834050330822e-05,7.852913082462283e-05,1.3085452101742008
2013-06-11,7.540176794643908e-05,0.4173188597650403,0.0007636130963140806,1.3937118847050165,0.00010013720391121427,7.674431776051172e-05,1.3280484879657697
2013-06-12,7.564969572692771e-05,0.4297663330593829,0.0007661806087657479,1.5116611704660057,0.00010346692965255504,8.796316608710422e-05,1.3677111144774337
2013-06-13,7.668406692361186e-05,0.43968754484207845,0.0007738835941833709,1.4662909773488129,0.0001071111179459296,7.861442026015033e-05,1.3967845243866288
2013-06-14,7.978958283363962e-05,0.44799555129797003,0.0007760292316382195,1.4746608732712685,0.00011147714533340909,7.910278356663697e-05,1.3971390922777185
2013-06-17,6.406673037804978e-05,0.4341217623061745,0.0007805557928621352,1.378495416977592,9.708001017642166e-05,7.286200052470481e-05,1.5152952180260275
2013-06-18,5.269216623890948e-05,0.41800987634385006,0.0008086731765426079,1.2991637389588715,8.628714281018929e-05,6.797745151683608e-05,1.6375706100022183
2013-06-19,5.313666894497608e-05,0.41131266728252913,0.0008419597046172604,1.53944548262528,8.69991282978368e-05,7.653152548836069e-05,1.637271022538614
2013-06-20,6.610900161714408e-05,0.4125805392884633,0.0008898124871196524,1.6637878136663804,0.0001000664024516401,5.7898996529465115e-05,1.5136577471121546
2013-06-21,6.524441916700448e-05,0.405822517876098,0.0009253925632234846,1.7201374334221766,9.971737287591199e-05,6.0360402747251366e-05,1.528366320813861
2013-06-24,5.5679700730278476e-05,0.38644261627243187,0.0009038584400914302,1.8043786830418995,8.669292750206373e-05,6.772816328814731e-05,1.5569934170806408
2013-06-25,5.683904438603972e-05,0.3982623510269116,0.000895299043756231,1.7710275999543676,8.984143855659125e-05,6.366398666499458e-05,1.5806289413735688
2013-06-26,5.616484134519195e-05,0.4046879278817318,0.0008870245692427066,1.6935730082856273,9.032757315775687e-05,5.7672272331296544e-05,1.6082583159560453
2013-06-27,5.600093181678947e-05,0.4215132538310076,0.0008818155511363655,1.663038479413279,9.366939999827117e-05,5.602657904100958e-05,1.6726400250752333
2013-06-28,5.651835513949762e-05,0.4367932458790943,0.0008766986849910634,1.7584077748447793,9.722900666996603e-05,5.907106031077995e-05,1.720308498539759
2013-07-01,4.0959150997653995e-05,0.4212326077399647,0.0008519452119733481,1.99934391557639,7.868705455182836e-05,6.857422673840016e-05,1.9211104877719583
2013-07-02,4.708768430286185e-05,0.4171881812947099,0.0008406620200386233,2.0153127339974004,8.30034944656284e-05,6.90308275056846e-05,1.762743182097483
2013-07-03,4.5307854285029834e-05,0.4124118381792311,0.0008279349424808989,2.012967121868315,7.987593901214718e-05,6.894966134498181e-05,1.7629600931805545
2013-07-05,5.048108536897671e-05,0.4047121878890872,0.0008189848139073441,2.1016440793773032,8.229028183531396e-05,7.09182475392365e-05,1.6301210885985757
2013-07-08,5.858594159480322e-05,0.4111188143947048,0.0008236598604562929,2.317429420106821,9.031045084853107e-05,7.924230055770326e-05,1.541503787259125
2013-07-09,6.185296409698371e-05,0.4023449546972894,0.0008195632693957577,2.707639744711862,9.05878727116786e-05,9.0304243472239e-05,1.4645680127736378
2013-07-10,6.043816195282401e-05,0.3972370957135675,0.0008274843404987445,2.733484791036769,8.883524695238173e-05,9.179826594037018e-05,1.4698535508363662
2013-07-11,6.428746384905295e-05,0.3805844678993607,0.0008183206067446114,3.0158414706934837,8.729230282534796e-05,8.968281677489319e-05,1.3578433118828641
2013-07-12,6.999194674271863e-05,0.366264946836037,0.0008060982589946871,2.9851267134612782,8.699882455392833e-05,9.079259574501618e-05,1.2429833516950857
2013-07-15,7.060701256657018e-05,0.3683441179637973,0.0007948935304015163,2.969116089705742,8.726340167060403e-05,9.061591483732316e-05,1.235902759493326
2013-07-16,3.5042919617133015e-05,0.4376535710765782,0.0007845791899814898,2.959528771968169,7.25686443472649e-05,9.715917537234797e-05,2.0708504068760583
2013-07-17,3.792838595062833e-05,0.4786769980548342,0.0007773746200485324,2.960874908829077,8.219396258124516e-05,9.734451431340204e-05,2.16708305721835
2013-07-18,3.7451029819475974e-05,0.5090739770430196,0.0007700007473818126,2.7249520972485386,8.644867729644402e-05,9.741262879774957e-05,2.3083124205969736
2013-07-19,4.0860668714576163e-05,0.5140048610593942,0.0007658297932914463,2.7385294517155696,9.09255821069068e-05,9.917726923027394e-05,2.225259276642016
2013-07-22,3.950888193740232e-05,0.5110075039018002,0.0007611407949749483,2.7397588039062715,8.86149806975859e-05,9.93588999471934e-05,2.242912893308068
2013-07-23,3.3171208880188284e-05,0.5402991303694111,0.0007555518718000548,2.724532337383405,8.553563049779957e-05,9.90451433112895e-05,2.57861058988677
2013-07-24,3.471216593235655e-05,0.5551659307616509,0.0007555423129160939,2.6725988125708025,8.990690734040152e-05,9.716856919335658e-05,2.5900690701814093
2013-07-25,3.488954269695917e-05,0.5643656891764958,0.0007533552404352057,2.627764935019878,9.149727251230644e-05,9.652033278791102e-05,2.6224841439461164
2013-07-26,3.343176772700175e-05,0.5755071897928296,0.0007604459663536994,2.67701879397744,9.176236630625401e-05,9.993563626894495e-05,2.7447656090330077
2013-07-29,3.360094972876798e-05,0.5894553777648356,0.0007453693133977606,2.5649391201321583,9.328513947236664e-05,9.885271782452222e-05,2.776264963501883
2013-07-30,3.816574763863081e-05,0.6059457709681089,0.0007281822186345653,2.566226932211676,0.0001010161194054622,9.896406898373235e-05,2.6467742846786306
2013-07-31,3.750748633018741e-05,0.6201991499864554,0.0007278411208344709,2.3618439241486806,0.0001024727616518033,9.562517316623478e-05,2.732061560983079
2013-08-01,4.226173154810077e-05,0.6205181315283221,0.0007259874166267154,2.425751717278475,0.00010869077019277328,9.399104906838626e-05,2.5718484835167104
2013-08-02,4.130983358011611e-05,0.631572984732596,0.0007215255084633089,2.37939060294566,0.00010903755698020585,9.572564159500994e-05,2.6395060819777667
2013-08-05,3.7225611971094185e-05,0.621586666927104,0.0007241241018125238,2.4612978187203387,0.00010205378455504064,0.00010591723583868868,2.7414938036286887
2013-08-06,4.1983018398946586e-05,0.6288154645230084,0.0006909687397013598,2.476840022828709,0.00010709994390013791,0.00010523506662794173,2.5510301065638767
2013-08-07,4.81253999850549e-05,0.630327542195694,0.000669304383292375,2.0383616717580533,0.00011312674588042639,0.00010781669997161183,2.3506660914103015
2013-08-08,4.5117615842124565e-05,0.626146200614402,0.0006454011664311049,1.747695024103219,0.00010684733482643263,9.354270334651148e-05,2.36819550040748
2013-08-09,4.7210405389653165e-05,0.6231257961888841,0.0006228985672496807,1.756764157787451,0.00010685706991077701,9.425404653671647e-05,2.2634219941309013
2013-08-12,4.729046229109182e-05,0.6177562861516511,0.0006171918149323549,1.75001919997155,0.00010553925692391923,9.601578084990693e-05,2.2317239420135637
2013-08-13,5.1414947954433665e-05,0.578130334970023,0.0006710617491496961,1.542253309030664,0.00010738699760918735,9.090247543754753e-05,2.0886337900090597
2013-08-14,5.361675369996386e-05,0.5586998811178016,0.0006652830162471412,1.528541595661477,0.00010551933729993751,9.034695948869602e-05,1.9680292076319539
2013-08-15,5.120699157562921e-05,0.5420860747864307,0.0006881188435104143,1.304274672912713,0.00010175707328519906,7.154615659529383e-05,1.9871714809668293
2013-08-16,4.9139520575593413e-05,0.5462963082808874,0.0006772489308673299,1.3040570908450229,9.965931258790936e-05,7.09926055842881e-05,2.028088825868767
2013-08-19,5.1240075352845624e-05,0.5466102348368166,0.0006673202733152993,1.2789454494147432,0.00010107640772600666,6.851025383870855e-05,1.972604587912523
2013-08-20,5.687877447837599e-05,0.5097701348178784,0.0006348014752408105,1.3152060730818875,9.686535342331633e-05,7.116676471805491e-05,1.7030140735564252
2013-08-21,5.746511661394483e-05,0.49319559208063324,0.0006134088542262923,1.3014163741082267,9.259687984119173e-05,6.889737565882435e-05,1.6113580776885017
2013-08-22,5.43081375808944e-05,0.4710905066515681,0.0006043197563820378,1.2603179032167773,8.534345162633729e-05,6.530369321582052e-05,1.5714671028667555
2013-08-23,4.6628310947370826e-05,0.4653382416733849,0.00060199331051007,1.2670837647208772,7.796315739824812e-05,6.553020656093562e-05,1.6720133286887617
2013-08-26,5.7057237442025364e-05,0.457854087374949,0.0006019375907980958,1.3202341288312525,8.485124103199443e-05,6.79799756865873e-05,1.4871249439338867
2013-08-27,6.26349019454684e-05,0.4437687686647275,0.0006091115020899633,1.0907643365891326,8.667888889387437e-05,4.938527250197618e-05,1.383875222944219
2013-08-28,6.352118414260544e-05,0.4458275802823278,0.0006011004211725716,1.060751066677129,8.711636396010778e-05,4.841849693374926e-05,1.3714537147879835
2013-08-29,6.345432123592429e-05,0.4395238670442111,0.000595391884236891,1.0552686746953472,8.543080915988821e-05,4.8184465233555285e-05,1.346335560698143
2013-08-30,6.533098257867051e-05,0.44874164501751573,0.0005962054580727589,1.0624262589668407,8.856333136878733e-05,4.8034445178089855e-05,1.355609970539488
2013-09-03,6.741624909395761e-05,0.45572814269761247,0.0006077892842692457,1.060113269872068,9.22496359073449e-05,4.828755237377568e-05,1.3683590699146901
2013-09-04,5.29054408502055e-05,0.4289611815699585,0.0006250192285829244,0.8909375691623068,7.800363671015166e-05,3.9925494241225144e-05,1.474397253980139
2013-09-05,5.526096611110341e-05,0.4286010463343263,0.0006223843107959936,0.7534466542763117,7.948620852931045e-05,3.714388088903564e-05,1.4383789159513
2013-09-06,5.903493096893949e-05,0.4308439387716245,0.0006102091856724371,0.8005457227754513,8.177374504818977e-05,4.211158956917585e-05,1.3851755851330467
2013-09-09,5.950680039687122e-05,0.43335410946996833,0.0006048021345826682,0.7505526915247018,8.221155762708084e-05,3.835819528895053e-05,1.3815489503516207
2013-09-10,6.058865375686932e-05,0.43491242480835074,0.0006217085631755887,0.6329224424040117,8.440941512192425e-05,3.1938330796196883e-05,1.39315548189341
2013-09-11,5.2548421709793746e-05,0.39404256046782626,0.0005433800467223632,0.6486719548195464,6.658475622757805e-05,3.3373333454701657e-05,1.2671123900790395
2013-09-12,5.463125330927889e-05,0.3761590258742636,0.0005146141273059108,0.630412430325215,6.307146536403747e-05,3.241766264316294e-05,1.1544942051205889
2013-09-13,5.629719144726608e-05,0.3856590226173099,0.0005063729533319175,0.6429351105495428,6.51151598991424e-05,3.318119735506027e-05,1.156632475354231
2013-09-16,5.4138744378514925e-05,0.3947472280403221,0.0005013971100579504,0.6477537635261547,6.503753787312593e-05,3.3464899979225384e-05,1.2013122694241172
2013-09-17,5.7555509167455784e-05,0.39866682891707883,0.0004960475506797963,0.6387308227232174,6.736203622946132e-05,3.298837221086655e-05,1.1703838121468753
2013-09-18,6.204530316157312e-05,0.38125834063782615,0.0004914161178645684,0.5860278513891898,6.657305810126225e-05,2.8962420507980648e-05,1.0729749829394553
2013-09-19,6.178297806302708e-05,0.36719262602322245,0.0004865917813822941,0.7556694082743597,6.366646764718108e-05,3.814205351036978e-05,1.0304855745579726
2013-09-20,6.675064824066973e-05,0.39070001318131925,0.0004841235312342803,0.8272960269680667,7.023430122651571e-05,3.888201917197464e-05,1.0521890510079492
2013-09-23,6.644616634370019e-05,0.40981531726393056,0.00048378921804116665,0.8213561627546834,7.347697083016108e-05,3.804076784873255e-05,1.1058120411355754
2013-09-24,6.687102886618699e-05,0.4191280083177266,0.00048186036259558466,0.8084384086199067,7.523610221199918e-05,3.720769900221537e-05,1.1250926370902894
2013-09-25,5.221698153901886e-05,0.36239570680593985,0.0004808379899371403,0.8148864915321765,5.742332186200838e-05,3.716789848699938e-05,1.09970588436061
2013-09-26,5.0374063840171386e-05,0.3287139490158823,0.0004913328839947468,0.7949527961574734,5.1714168211907904e-05,3.624183820030965e-05,1.0266030625599007
2013-09-27,5.122431082106018e-05,0.3113197368500215,0.0005078824804356109,0.8086064460715161,5.021417510367027e-05,3.648970769055749e-05,0.9802801501631018
2013-09-30,5.1567877421329924e-05,0.31632325691054286,0.000510460601836257,0.705050936461122,5.1321798305145566e-05,3.161260871013498e-05,0.9952280541978915
2013-10-01,5.3629225784131454e-05,0.3063428208355508,0.0005257428687814371,0.7151003680638816,5.1439313748041924e-05,3.14199686603171e-05,0.9591656973586684
2013-10-02,4.9785428743887e-05,0.2800555817209955,0.0005323259071776177,0.7313637270218207,4.5591529291589505e-05,3.2590029812307074e-05,0.9157605034623219
2013-10-03,5.1677659876475144e-05,0.2639119775496314,0.0005321555678058555,0.9490870540855704,4.376529153551679e-05,4.181084266968996e-05,0.8468899644474759
2013-10-04,4.988490741732951e-05,0.25298358105181357,0.000539494450130577,0.9183063638133626,4.150213242386145e-05,3.9743955217195193e-05,0.8319576916653559
2013-10-07,5.300164613196136e-05,0.2507483634210533,0.0005464625610202579,0.9463679704476065,4.267396462005095e-05,3.925400856622306e-05,0.8051441367274337
2013-10-08,5.7418241986777646e-05,0.2578556675478219,0.0005540822869887656,0.9244052863532032,4.5992684633133676e-05,3.810962139158079e-05,0.8010117175605087
2013-10-09,4.671951297786224e-05,0.2651276850523508,0.0005603771882084971,0.9248147458084148,4.289873216040182e-05,3.862757037846573e-05,0.9182187361569699
2013-10-10,5.493659376391755e-05,0.2826305499373896,0.0005679750483657631,1.0151837164976214,4.992460027269422e-05,3.32742335642594e-05,0.9087676692741148
2013-10-11,5.397060840252837e-05,0.35724442276984053,0.0006024971632762862,1.3013163621561397,6.44201330636981e-05,4.2581770222794735e-05,1.193615098485349
2013-10-14,5.390763459317086e-05,0.407225937282325,0.0005893644399974368,1.279153515575472,7.258594475204839e-05,4.21260876069212e-05,1.3464872888569244
2013-10-15,5.553151341989191e-05,0.4303678765081715,0.0005758006431297423,0.5254725496006835,7.695656507482413e-05,1.9372236329089314e-05,1.3858178957402152
2013-10-16,4.144281603770634e-05,0.3818589092488599,0.000525028665360836,0.6303388221999368,5.6327316895912544e-05,2.1083559318274995e-05,1.3591575641159057
2013-10-17,4.1583055321708076e-05,0.35679875944369194,0.0005149663839876914,0.6132850011304798,5.2212077472357706e-05,2.0091775917564786e-05,1.2556094560252489
2013-10-18,4.3823960134694674e-05,0.3703408392205861,0.0005131970289334921,0.5578165413698801,5.553918251099311e-05,1.8098305431237504e-05,1.2673245945891525
2013-10-21,4.4710412594374516e-05,0.3868059727349387,0.000519583676880343,0.542826724940003,5.895562662620076e-05,1.7616739425389013e-05,1.318610659245372
2013-10-22,4.4371990394003997e-05,0.4005459886721853,0.0005311879950990934,0.4991366180182832,6.149374854267964e-05,1.6126612135757496e-05,1.3858686075752265
2013-10-23,3.6244305626284386e-05,0.3562544546367189,0.0005311001769818122,0.4464361374807305,4.9427474249580483e-05,1.4084433192963059e-05,1.3637307542660069
2013-10-24,4.040389782719303e-05,0.30150568223039925,0.0005308307877900713,0.4439448206313753,4.415553846960404e-05,1.3972497707853812e-05,1.0928534335587308
2013-10-25,3.967999624918889e-05,0.27928860227555824,0.0005322465649319142,0.5354944364041466,4.058779492683731e-05,1.6868164476362114e-05,1.0228779930307321
2013-10-28,4.081308187982178e-05,0.26586210551836265,0.0005325777190469354,0.5654600548854203,3.919653093554664e-05,1.9246076406112694e-05,0.9603913532176953
2013-10-29,4.2024721372673885e-05,0.2558982797336714,0.0005396972061904342,0.4726662122592898,3.853850582865734e-05,1.5874903129230252e-05,0.9170436964209495
2013-10-30,3.243679795796633e-05,0.29359821210650516,0.0005301188764886215,0.4853878972813183,3.849984923844829e-05,1.608597990819396e-05,1.1869189211690638
2013-10-31,3.3498134377451295e-05,0.3167005394204389,0.0005316363396437321,0.6755973307154902,4.226359567200325e-05,2.2606907097441946e-05,1.2616701335000995
2013-11-01,3.528785039280735e-05,0.3393399538870363,0.000533331380984699,0.6453419303639398,4.65528385688382e-05,2.1570657350644148e-05,1.319231351602164
2013-11-04,3.477448195487655e-05,0.3532895280289775,0.0005392304302389668,0.6326474025154549,4.837804290348117e-05,2.104674747598696e-05,1.3911937772719845
2013-11-05,3.766596277267884e-05,0.3524897849709695,0.0005393129160764984,0.6036439390617478,5.023905745495266e-05,1.9898951858004094e-05,1.3338052118342176
2013-11-06,3.8333959556374354e-05,0.30539025779798096,0.0005621699588493271,0.7754193575005537,4.483124872348836e-05,2.8778347725574867e-05,1.1694917311518267
2013-11-07,4.0431492315281525e-05,0.2727156988999544,0.000578728773741703,0.9215410247794082,4.171647100620582e-05,3.2472028366966494e-05,1.031781629055493
2013-11-08,4.3778322206368926e-05,0.2686834931944587,0.00059258735251004,0.8098113741054963,4.327596209590001e-05,2.6055395459669142e-05,0.9885249117565353
2013-11-11,4.088414418239951e-05,0.2663623056111731,0.000610006221422649,0.8308735209801447,4.206465712293215e-05,2.6813794377942263e-05,1.0288745909726256
2013-11-12,3.99781619662566e-05,0.2699304515450646,0.0006294946277700761,0.984103071905682,4.2821246660732104e-05,3.215806478134224e-05,1.0711159431710542
2013-11-13,4.4902541372157916e-05,0.252503530971207,0.0006460183640412139,1.0041870332743343,4.300563338020727e-05,3.17329744317273e-05,0.9577549970673411
2013-11-14,4.545126757048379e-05,0.24375417907089986,0.0006610804355415689,0.9874028927887084,4.2252481698115235e-05,3.078495704554875e-05,0.9296216355812734
