Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SHY,Predicted_Covariance,Future_Cov_45_SHY,Beta_Predicted
2013-05-10,7.562958883543677e-05,0.01018506966975416,1.0476747943792284e-07,0.011701546164586,2.866969821747918e-08,8.873785562497282e-07,0.00037908044535138073
2013-05-13,7.357910230951406e-05,0.015430076007537517,1.1338033553888722e-07,0.0119273905536858,4.456707963438035e-08,9.055356381326413e-07,0.0006057029541744988
2013-05-14,7.590263764609063e-05,0.015442819992223399,1.1396167813787159e-07,0.0119736801599758,4.5418675073822426e-08,8.898168586824377e-07,0.0005983807214394179
2013-05-15,7.650099964197039e-05,0.020576465190223808,1.1276896093803623e-07,0.012049526873215,6.043647339137616e-08,8.893701368510283e-07,0.0007900089368011236
2013-05-16,7.639729836462006e-05,0.018414492213728116,1.1401582827791501e-07,0.012557376563192,5.4347719001272724e-08,9.198872492368771e-07,0.0007113827342674909
2013-05-17,7.425705624970095e-05,0.07756053621335773,1.3108253284923963e-07,0.0135856762991471,2.419814526049335e-07,9.710345333646806e-07,0.0032586997765065326
2013-05-20,7.217439206379002e-05,0.11161322600936813,1.2858253574154377e-07,0.0140916081949087,3.400151131610607e-07,1.0120942228786135e-06,0.0047110215055298915
2013-05-21,7.13709588975209e-05,0.1345534180176477,1.3011784838586626e-07,0.0144980131003097,4.100378398885813e-07,1.0424036409207733e-06,0.005745163666321767
2013-05-22,7.35750525384875e-05,0.1428808069530443,1.4507677585524567e-07,0.0139522501479596,4.6680783042576577e-07,9.84179401465853e-07,0.00634464827845792
2013-05-23,7.454058968752127e-05,0.0918271173717548,1.5164984091158325e-07,0.0143325175003201,3.0873676041740153e-07,1.0114087358082033e-06,0.0041418609875726094
2013-05-24,7.630250921850573e-05,0.1034062453060964,1.655181322015816e-07,0.0142275986001923,3.6748445068458786e-07,1.0035325899542294e-06,0.004816151584638339
2013-05-28,7.438631671877e-05,0.11497857963747593,2.1303213077363087e-07,0.0156694666286759,4.577053854608714e-07,1.0940888016140828e-06,0.006153085750855277
2013-05-29,7.273626036607267e-05,0.0753501693359283,2.0575633599238116e-07,0.0132398284422145,2.914985009933555e-07,9.457765689606071e-07,0.004007609128188325
2013-05-30,7.309916508279677e-05,0.04134299555125555,2.0549734085800432e-07,0.0132742500803278,1.602364269535823e-07,9.45844667451847e-07,0.0021920418211629137
2013-05-31,7.696255068093324e-05,-0.005868880906704056,1.9336289915857398e-07,0.0137659923099584,-2.264026977822711e-08,9.092095012140941e-07,-0.0002941725498689329
2013-06-03,7.835861755638394e-05,0.0587922501288356,1.9155730435927902e-07,0.0137532326412249,2.2777854958624757e-07,9.14882670676898e-07,0.0029068729986506795
2013-06-04,7.696792659140356e-05,0.10245360715130215,1.8941422163457965e-07,0.0134988052592094,3.9119062572441036e-07,8.93359387416379e-07,0.005082514796080032
2013-06-05,8.390672708275947e-05,0.12880679835337602,1.67824052577568e-07,0.0152305265417162,4.833528437457483e-07,9.322564490555403e-07,0.005760597040914304
2013-06-06,8.864935953499249e-05,0.14184086259093343,1.4881908163151302e-07,0.0162236531078934,5.151912459505443e-07,9.751404338732342e-07,0.005811561963368537
2013-06-07,8.584609796353898e-05,0.01920467505501345,1.2443200761504016e-07,0.0176893367300455,6.276727828002757e-08,1.0076386545216314e-06,0.0007311605276070489
2013-06-10,7.344670994631798e-05,0.05196617782035548,1.4693434782872388e-07,0.0171242447489786,1.707137934924383e-07,9.7743677303882e-07,0.002324321860260488
2013-06-11,7.540176794643908e-05,0.06597327241725892,1.5504540283899624e-07,0.0172057106089226,2.2557358298660103e-07,9.474271811536808e-07,0.002991621935799105
2013-06-12,7.564969572692771e-05,0.06625178464204964,1.6382334755683013e-07,0.01791825040212,2.332325025801454e-07,1.0426582801131471e-06,0.0030830593611644317
2013-06-13,7.668406692361186e-05,0.04986693026079296,1.8099121734427813e-07,0.0162589674778637,1.8577785910945686e-07,8.717159977427597e-07,0.002422639624663071
2013-06-14,7.978958283363962e-05,0.02765232021293821,2.1341176943921622e-07,0.0188861444407071,1.1410741262607492e-07,1.0130780731893731e-06,0.0014301041385814434
2013-06-17,6.406673037804978e-05,0.09372915721807942,1.90875355274165e-07,0.0196128684184269,3.277675247912677e-07,1.03666128403061e-06,0.0051160332805678145
2013-06-18,5.269216623890948e-05,0.12375760133442162,1.704094329350577e-07,0.021203026019374,3.7084440027586294e-07,1.1094272646473076e-06,0.007037941818418167
2013-06-19,5.313666894497608e-05,0.11342982284671342,2.6896955707256175e-07,0.0135990666671478,4.2882093611178495e-07,6.760598728574698e-07,0.008070150888755113
2013-06-20,6.610900161714408e-05,0.09719170034735417,2.791406056952921e-07,0.0177997872049514,4.1751394695823075e-07,6.194238286513075e-07,0.0063155385309881405
2013-06-21,6.524441916700448e-05,0.07863557004484867,3.5101464795957524e-07,0.0148136995212096,3.763165721210896e-07,5.198194352982613e-07,0.005767797107026758
2013-06-24,5.5679700730278476e-05,0.11672082858868284,3.423005377476234e-07,0.0055413747043316,5.095661831697541e-07,2.0799798531371091e-07,0.009151740696994324
2013-06-25,5.683904438603972e-05,0.15078873521878863,3.3221640030555354e-07,0.0058420043801637,6.552436432427802e-07,2.1000536014520113e-07,0.011528055235983437
2013-06-26,5.616484134519195e-05,0.14944870836818325,3.526376245787303e-07,0.0031339823967559,6.651027719331881e-07,1.0672340984585683e-07,0.011841977222822245
2013-06-27,5.600093181678947e-05,0.1308191908508216,3.6770879921565023e-07,0.0007641183172174,5.936371844297803e-07,2.574260056287827e-08,0.010600487619954276
2013-06-28,5.651835513949762e-05,0.1273372044501672,3.542320683934542e-07,-0.0012151037423467,5.697626886167515e-07,-4.081957977829099e-08,0.010081020355430959
2013-07-01,4.0959150997653995e-05,0.07983284616390664,3.223944581977593e-07,-0.0068133700106632,2.9010209810093676e-07,-2.336874493296606e-07,0.007082717562128005
2013-07-02,4.708768430286185e-05,0.05568109216179985,2.9272698497940193e-07,-0.0070401233184844,2.0672490048569581e-07,-2.4114646338441e-07,0.004390211656110931
2013-07-03,4.5307854285029834e-05,0.03515420693687478,2.7179323664587073e-07,-0.0071588255937675,1.2336256055892208e-07,-2.4520946962110516e-07,0.002722763249454572
2013-07-05,5.048108536897671e-05,0.025960512128455515,3.0699272794794773e-07,0.0014097614175881,1.0219782228279274e-07,4.757123728265225e-08,0.0020244775154061702
2013-07-08,5.858594159480322e-05,0.013857865175711664,3.1866373449309204e-07,-0.0025544260119364,5.987690717290189e-08,-8.734617418508387e-08,0.0010220354157150422
2013-07-09,6.185296409698371e-05,-0.0021474699276488643,2.9171929641204824e-07,-0.001331910667849,-9.121997058396216e-09,-4.442141369347699e-08,-0.00014747873754430234
2013-07-10,6.043816195282401e-05,-0.014209421732811263,2.738222915033076e-07,-0.001355257316036,-5.780513616604121e-08,-4.5513431032467435e-08,-0.0009564343834804565
2013-07-11,6.428746384905295e-05,-0.018034107915607316,2.9081732674224777e-07,-0.0100870681230652,-7.797725623300696e-08,-2.9996161637391203e-07,-0.0012129465305412836
2013-07-12,6.999194674271863e-05,-0.023626612158194244,2.9029512935834085e-07,-0.006827548208308,-1.0649895916202076e-07,-2.0765980271830685e-07,-0.0015215887558249694
2013-07-15,7.060701256657018e-05,-0.013300102667560246,2.9113965723288713e-07,-0.0069457098245187,-6.030170543449088e-08,-2.1197953563537617e-07,-0.0008540469741250817
2013-07-16,3.5042919617133015e-05,-0.03434889393194116,2.73832789715661e-07,0.0037378557664736,-1.0640342891298581e-07,1.2271108406552131e-07,-0.003036374539436593
2013-07-17,3.792838595062833e-05,-0.023987766947555115,2.63329809954927e-07,0.003885166034353,-7.580921760150084e-08,1.277323805586027e-07,-0.0019987462081877748
2013-07-18,3.7451029819475974e-05,-0.013693380890984739,2.532276225530188e-07,0.003082280156884,-4.216946677657969e-08,1.1018652881139666e-07,-0.0011259895116328671
2013-07-19,4.0860668714576163e-05,-0.0037575489399700275,2.48538166486939e-07,0.0018712289885819,-1.1974404529371203e-08,6.776753161292125e-08,-0.00029305454134918727
2013-07-22,3.950888193740232e-05,0.004072897650293901,2.3723164383453616e-07,0.0017004803643254,1.246915936593741e-08,6.1668880538041e-08,0.0003156039542119538
2013-07-23,3.3171208880188284e-05,0.007800871792971377,2.3096790690908672e-07,0.0009022553279045,2.159233498269006e-08,3.279976054220308e-08,0.0006509360289122963
2013-07-24,3.471216593235655e-05,0.00789206407310257,2.3133297524339967e-07,-0.0013972590992781,2.2364038478051426e-08,-5.080061654993969e-08,0.0006442709026464132
2013-07-25,3.488954269695917e-05,0.008961799755885035,2.3697108854195327e-07,-0.0038957588894351,2.576858409443776e-08,-1.4309496997183049e-07,0.0007385761492564259
2013-07-26,3.343176772700175e-05,0.005493924849363067,2.2981757763754217e-07,-0.0046073181086328,1.5228390548376245e-08,-1.7199553014549526e-07,0.00045550659099838055
2013-07-29,3.360094972876798e-05,-0.004558044261228477,2.264113293301319e-07,-0.0069788503235925,-1.2571971616430162e-08,-2.6896479388642206e-07,-0.0003741552461437265
2013-07-30,3.816574763863081e-05,-0.023389727563636838,2.2199058518521473e-07,-0.0070338533754054,-6.80815333499586e-08,-2.7125377803787946e-07,-0.0017838385872741942
2013-07-31,3.750748633018741e-05,-0.03162178639350692,2.0787215287334144e-07,-0.0066406612994388,-8.829650988514611e-08,-2.688638229666e-07,-0.00235410363434784
2013-08-01,4.226173154810077e-05,-0.05179968921520163,2.1657023501143652e-07,-0.004461096411926,-1.5671125243429668e-07,-1.7285492524457397e-07,-0.0037081124386948894
2013-08-02,4.130983358011611e-05,-0.05915630616021281,2.2763071296948566e-07,-0.0050716239449176,-1.8140247158431042e-07,-2.0403730915586097e-07,-0.004391266094851224
2013-08-05,3.7225611971094185e-05,-0.06716217699431634,2.2983592798123861e-07,4.081447296686234e-05,-1.9645118247994633e-07,1.756372644566783e-09,-0.005277312368497564
2013-08-06,4.1983018398946586e-05,-0.054285868186661757,2.3267393983228282e-07,1.1182093145647471e-05,-1.6966704238779117e-07,4.75100655048555e-10,-0.004041325489642459
2013-08-07,4.81253999850549e-05,-0.04307138992838984,2.540754397738608e-07,-0.0001482251602017,-1.506112475288076e-07,-7.840192369722125e-09,-0.003129558353293254
2013-08-08,4.5117615842124565e-05,-0.0268903861248599,2.5859968451920623e-07,2.754015307205607e-05,-9.185104565807362e-08,1.4740445749751683e-09,-0.0020358133723084692
2013-08-09,4.7210405389653165e-05,-0.017966349236972327,2.6974544016076444e-07,-0.0008217184483395,-6.41144259646662e-08,-4.40869017770513e-08,-0.0013580570943099294
2013-08-12,4.729046229109182e-05,-0.01553930520580905,2.603591376088001e-07,-0.0019207756977991,-5.452614430874803e-08,-1.0538443147631381e-07,-0.001153005102236423
2013-08-13,5.1414947954433665e-05,-0.018934327165397915,2.503974706036693e-07,0.0005717231262523,-6.793749758979461e-08,3.369812671950948e-08,-0.001321356926199828
2013-08-14,5.361675369996386e-05,-0.019081148120226987,2.388501863164646e-07,0.0013410286746673,-6.828377973634894e-08,7.926370056745541e-08,-0.0012735530412464149
2013-08-15,5.120699157562921e-05,-0.022956958506916154,2.3508220082883209e-07,-0.0009664143387847,-7.965056376126273e-08,-5.301278408186491e-08,-0.0015554626684839376
2013-08-16,4.9139520575593413e-05,-0.03027795088603176,2.2375839469719905e-07,-0.000795302570058,-1.0039951306508088e-07,-4.329611185937842e-08,-0.0020431520676037537
2013-08-19,5.1240075352845624e-05,-0.02519280517046864,2.05604643564256e-07,-0.0002982722419588,-8.17707285872805e-08,-1.5977778425919716e-08,-0.0015958354476295546
2013-08-20,5.687877447837599e-05,-0.021650210365464505,2.0812262656298933e-07,0.000274415238506,-7.448981314339244e-08,1.4848809713979887e-08,-0.001309624087834589
2013-08-21,5.746511661394483e-05,-0.016290364876282187,2.166810947001451e-07,-0.0018941108111632,-5.748353512733354e-08,-1.00274798052618e-07,-0.0010003205164188988
2013-08-22,5.43081375808944e-05,-0.024089523911842936,1.843938447532302e-07,-0.0002853391144122,-7.62313975324845e-08,-1.4784918902146835e-08,-0.0014036827799320944
2013-08-23,4.6628310947370826e-05,-0.017128203641334983,1.925152919185891e-07,-0.0002027978325739,-5.131794722951088e-08,-1.0488165209454353e-08,-0.0011005748693628046
2013-08-26,5.7057237442025364e-05,-0.013564231139030419,1.8012431885443453e-07,0.000346590468973,-4.348472497701673e-08,1.7846237375270366e-08,-0.0007621246125209028
2013-08-27,6.26349019454684e-05,-0.009850714693178825,2.231169593405314e-07,0.00433376903966,-3.682495569789037e-08,1.9621503729536872e-07,-0.0005879302841401612
2013-08-28,6.352118414260544e-05,-0.014777285166517539,2.3778838838313798e-07,0.0047780370722722,-5.74313822208003e-08,2.1809581965155868e-07,-0.0009041295907183737
2013-08-29,6.345432123592429e-05,-0.017777436866889595,2.2925441484497653e-07,0.0045101086670627,-6.780451289210392e-08,2.0593539776061524e-07,-0.0010685562712113104
2013-08-30,6.533098257867051e-05,-0.01888592293698634,2.1389847607099132e-07,0.0049094309065029,-7.05995045792915e-08,2.2196532488137992e-07,-0.00108064354449708
2013-09-03,6.741624909395761e-05,-0.018325853272534564,2.3409873162857334e-07,0.0059313540650162,-7.280245559799915e-08,2.701697810994185e-07,-0.0010798947816947635
2013-09-04,5.29054408502055e-05,0.014814175724907409,2.6448212602824165e-07,0.0098153460908461,5.54148069211689e-08,4.398541013307998e-07,0.0010474311532167047
2013-09-05,5.526096611110341e-05,0.031227517207093578,2.9690724321814855e-07,0.0080094999821123,1.2649026116670954e-07,3.9485730227589757e-07,0.0022889621747183724
2013-09-06,5.903493096893949e-05,0.040954487676975584,3.304970638999614e-07,0.0036095321778253,1.8090052620640413e-07,1.8987439853200147e-07,0.0030642963960029485
2013-09-09,5.950680039687122e-05,0.03738701320691353,3.3524588988525907e-07,0.0030430665814496,1.669882072228708e-07,1.5552078291991038e-07,0.0028062037634214794
2013-09-10,6.058865375686932e-05,0.03891769776205223,3.45570899300681e-07,0.0047446111734866,1.7807845291166157e-07,2.3942105857805465e-07,0.002939138631900559
2013-09-11,5.2548421709793746e-05,0.052784506534388376,3.3035578790940535e-07,0.0040670497100736,2.1992634880526252e-07,2.0924444959074161e-07,0.004185213211917906
2013-09-12,5.463125330927889e-05,0.06151917930009231,3.05765486690508e-07,0.004795003334647,2.5143477691532856e-07,2.4657318447110726e-07,0.004602398108860948
2013-09-13,5.629719144726608e-05,0.08131883452769355,2.6274504470411616e-07,0.0047023835268783,3.127532110872082e-07,2.426850132841542e-07,0.00555539633589299
2013-09-16,5.4138744378514925e-05,0.082572937310683,2.586889173602578e-07,0.002614474798896,3.0901583515915657e-07,1.3507160061412312e-07,0.005707850056489122
2013-09-17,5.7555509167455784e-05,0.08376882312823683,2.384851722048196e-07,0.0027965069517582,3.1035343404811114e-07,1.4443050019348426e-07,0.005392245478102686
2013-09-18,6.204530316157312e-05,0.061615332913234656,2.7805382244831397e-07,-0.0033716404688307,2.559220404554576e-07,-1.6663178862315351e-07,0.004124760899128933
2013-09-19,6.178297806302708e-05,0.058673364129330455,2.649878474384329e-07,-0.0023447486966378,2.3740419439989208e-07,-1.1835007382357196e-07,0.0038425501949373073
2013-09-20,6.675064824066973e-05,0.057575811131153405,2.5344526731662004e-07,-0.0026182022566234,2.3681537866089729e-07,-1.230526764538882e-07,0.0035477614810130154
2013-09-23,6.644616634370019e-05,0.059116650452701196,2.3927770385638534e-07,-0.0020396043084671,2.3571971089112268e-07,-9.446342222770997e-08,0.0035475291331607643
2013-09-24,6.687102886618699e-05,0.06281639654092902,2.3129232596212063e-07,-0.0019496002875248,2.470430462459681e-07,-8.972871637388516e-08,0.0036943210002094674
2013-09-25,5.221698153901886e-05,0.03255984157487996,2.1582561345697678e-07,-0.0012878733216663,1.0930490642033565e-07,-5.874136506271814e-08,0.002093282744401036
2013-09-26,5.0374063840171386e-05,0.002706084473444465,2.008812734800507e-07,-0.0007734208036053,8.608244029467985e-09,-3.526019627890689e-08,0.00017088643189043724
2013-09-27,5.122431082106018e-05,-0.015579195700327357,1.8866142675785224e-07,0.0026912560765652,-4.843113556495948e-08,1.2144739635880397e-07,-0.0009454716869523539
2013-09-30,5.1567877421329924e-05,-0.029043200260108096,1.7834987709563688e-07,0.0028231499345789,-8.807862060197082e-08,1.2658253410721528e-07,-0.0017080133022023324
2013-10-01,5.3629225784131454e-05,-0.02324646331968791,1.7341911977470447e-07,0.0047185846556002,-7.089345492750229e-08,2.0732443810850324e-07,-0.0013219182990420722
2013-10-02,4.9785428743887e-05,0.011745191143880384,1.6415924184960606e-07,0.0044764240250336,3.357715408088519e-08,1.9947228313120217e-07,0.000674437379129893
2013-10-03,5.1677659876475144e-05,0.034390391407666324,1.570401022210885e-07,0.002322155671298,9.797016127116656e-08,1.022996626171028e-07,0.0018957932984067806
2013-10-04,4.988490741732951e-05,0.044570001248198196,1.5082601417799696e-07,0.0035296502236167,1.2225464211531557e-07,1.5276193865986867e-07,0.002450734068574127
2013-10-07,5.300164613196136e-05,0.050176092222929465,1.4203894965826625e-07,0.0026022306243091,1.3767187905823545e-07,1.0793685586130474e-07,0.0025975019476841446
2013-10-08,5.7418241986777646e-05,0.049993903252420535,1.541230127885436e-07,-0.0009827051182063,1.4872217769729945e-07,-4.05130958760781e-08,0.002590155542058348
2013-10-09,4.671951297786224e-05,0.03873301299677971,1.5580091095598203e-07,0.0002365948947022,1.0449979327793129e-07,9.882072044957263e-09,0.0022367483438332906
2013-10-10,5.493659376391755e-05,0.03642810772491879,1.525557438873145e-07,0.0012377446520884,1.0545854092383917e-07,4.0569016205863195e-08,0.0019196410570526585
2013-10-11,5.397060840252837e-05,0.034774977748873316,1.47117521677144e-07,0.0010267869023427,9.798908848808354e-08,3.3598596939879834e-08,0.0018156009611241112
2013-10-14,5.390763459317086e-05,0.034622515818380044,1.4375780687634798e-07,0.0012107844191409,9.638278688129742e-08,3.987450285895478e-08,0.0017879246160340228
2013-10-15,5.553151341989191e-05,0.02717084331865374,1.4343200809664353e-07,0.0024213576795157,7.668243802137533e-08,8.926653398067861e-08,0.0013808814724993062
2013-10-16,4.144281603770634e-05,0.03490879659332331,1.3746079803776986e-07,0.0008686386567851,8.331993781813798e-08,2.9054207041485443e-08,0.0020104796387950606
2013-10-17,4.1583055321708076e-05,0.036067448330983076,1.4101464829411815e-07,-0.0002893819526311,8.73385003558808e-08,-9.480416667825511e-09,0.0021003386999869267
2013-10-18,4.3823960134694674e-05,0.03698013918365431,1.400068150737547e-07,-0.0006553849321798,9.160073099133965e-08,-2.126390273132403e-08,0.002090197478954462
2013-10-21,4.4710412594374516e-05,0.040657919816612736,1.4092589512348813e-07,-0.0009242808264478,1.0205749276420554e-07,-2.999633902918886e-08,0.0022826336605322774
2013-10-22,4.4371990394003997e-05,0.042856135114794795,1.4643394640214103e-07,-0.0044973197899592,1.0924167263277127e-07,-1.4530396946446698e-07,0.002461951146720097
2013-10-23,3.6244305626284386e-05,0.014671657781018999,1.4333294231863464e-07,-0.0061462907499198,3.344044810909899e-08,-1.93906841727152e-07,0.0009226400542447685
2013-10-24,4.040389782719303e-05,0.002891044728305721,1.3592894783043686e-07,-0.00623525329559,6.7752046908474874e-09,-1.9624525015654238e-07,0.00016768690782817424
