Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AMLP,Predicted_Covariance,Future_Cov_45_AMLP,Beta_Predicted
2013-05-08,6.958015556766957e-05,0.6060240364699313,6.430523418923075e-05,0.662280275237785,4.053738312471394e-05,5.006094960707589e-05,0.5825997771058398
2013-05-09,7.111722928104653e-05,0.5960782595836676,6.246375660008487e-05,0.6723472289137776,3.9728735842241316e-05,5.0797558746571324e-05,0.5586372844369154
2013-05-10,7.562958883543677e-05,0.6061689579259854,6.083014196144503e-05,0.6827693650437086,4.111487525569107e-05,5.1777336505984755e-05,0.5436347848611655
2013-05-13,7.357910230951406e-05,0.6104440279401848,5.809142026814525e-05,0.6816655714801468,3.990975751780141e-05,5.175251581517393e-05,0.5424061488263213
2013-05-14,7.590263764609063e-05,0.6156597849598128,5.639524945781453e-05,0.6960075180395987,4.028009455438039e-05,5.172338120334902e-05,0.5306810909812305
2013-05-15,7.650099964197039e-05,0.6181632967378753,5.454858601859154e-05,0.7000345004123919,3.9932685631853494e-05,5.166923033436453e-05,0.5219890696689068
2013-05-16,7.639729836462006e-05,0.6248498004105828,5.3694199269489924e-05,0.6968472513721653,4.00201139611938e-05,5.104735833772994e-05,0.5238420051215751
2013-05-17,7.425705624970095e-05,0.6490489931801854,5.387141038432716e-05,0.7027299985684605,4.1051167948911306e-05,5.022753974229369e-05,0.5528251458133533
2013-05-20,7.217439206379002e-05,0.6639268200007846,5.325411908423128e-05,0.7045195168474552,4.1161233644303226e-05,5.0600337665095636e-05,0.5703024641748783
2013-05-21,7.13709588975209e-05,0.6748849681594382,5.576409863723662e-05,0.6983372717993305,4.25762948053255e-05,5.021028120734823e-05,0.5965492892768798
2013-05-22,7.35750525384875e-05,0.6806269107320524,5.571818057549712e-05,0.7227594929810834,4.3578559456386784e-05,5.0982816224089796e-05,0.5923007589235578
2013-05-23,7.454058968752127e-05,0.6874976050361069,5.581634045938581e-05,0.7228568946653168,4.43453698302739e-05,5.10101437509101e-05,0.59491573673045
2013-05-24,7.630250921850573e-05,0.7016832408538086,5.417783573325558e-05,0.7223068448666373,4.5115039290378125e-05,5.094735092968917e-05,0.5912654741298642
2013-05-28,7.438631671877e-05,0.7121088718549676,5.2607743102600815e-05,0.7232767370942647,4.454692792683652e-05,5.050133468325616e-05,0.5988591705011244
2013-05-29,7.273626036607267e-05,0.7218778199782746,5.794811269163625e-05,0.7001273254029842,4.6866101683000603e-05,5.001303623723576e-05,0.6443292719082513
2013-05-30,7.309916508279677e-05,0.735012241180779,6.069993486751995e-05,0.7111524777920231,4.896039274077623e-05,5.0672525739262216e-05,0.6697804644597593
2013-05-31,7.696255068093324e-05,0.7382195568508456,6.402008785985416e-05,0.7202889359367666,5.181832917312674e-05,4.757328999082728e-05,0.6732927731040528
2013-06-03,7.835861755638394e-05,0.7373051922234333,7.534485825060211e-05,0.6692610226295288,5.665229201176428e-05,4.452010139986793e-05,0.7229873851590018
2013-06-04,7.696792659140356e-05,0.7401832651948127,9.269472487283288e-05,0.6657613846674215,6.252038813264627e-05,4.406050545593598e-05,0.8122914427011352
2013-06-05,8.390672708275947e-05,0.741377102780512,9.61852248683018e-05,0.6615608253439986,6.66026856379035e-05,4.049396087392295e-05,0.7937705110605908
2013-06-06,8.864935953499249e-05,0.7448490400213031,9.625067066594283e-05,0.635056774039425,6.880309039724764e-05,3.817078274865826e-05,0.7761261982957594
2013-06-07,8.584609796353898e-05,0.7480605426219883,8.97572147220692e-05,0.6189569932004172,6.566466174594873e-05,3.525768101728456e-05,0.7649114322451579
2013-06-10,7.344670994631798e-05,0.7268200273751243,8.749226406832173e-05,0.6132647539659756,5.8263676603956016e-05,3.5004610768060685e-05,0.7932782373307231
2013-06-11,7.540176794643908e-05,0.7141821088570449,8.577857109933738e-05,0.5823426826529251,5.7436654348237036e-05,3.206652133305421e-05,0.7617414805052928
2013-06-12,7.564969572692771e-05,0.7071253609879997,8.28422658362117e-05,0.566343641521626,5.5979110160502106e-05,3.295538760593054e-05,0.7399779949224065
2013-06-13,7.668406692361186e-05,0.6847731737042794,8.114407855345299e-05,0.6020216828899133,5.401665956389905e-05,3.2277076184430254e-05,0.7044052530196039
2013-06-14,7.978958283363962e-05,0.650750327459755,8.011966847737413e-05,0.6353813081630293,5.203038797753635e-05,3.4082704039209225e-05,0.6520949994940959
2013-06-17,6.406673037804978e-05,0.636119090225966,8.005354145530736e-05,0.6435284153802266,4.555593703543686e-05,3.4014453121579324e-05,0.7110701102837145
2013-06-18,5.269216623890948e-05,0.6240437930307817,7.545192916668227e-05,0.6374339444648471,3.934805490629921e-05,3.335309765478009e-05,0.7467534116531239
2013-06-19,5.313666894497608e-05,0.6102338965620557,6.205650509199948e-05,0.6695283466349975,3.504185975398075e-05,3.328472901703169e-05,0.6594666253969963
2013-06-20,6.610900161714408e-05,0.5976711872201768,-4.5581298909859954e-05,0.6235695681073158,,2.1699913873130897e-05,
2013-06-21,6.524441916700448e-05,0.5884849515475562,-2.2636944430218422e-05,0.6407446700448347,,2.248402109656801e-05,
2013-06-24,5.5679700730278476e-05,0.5798046527769122,-3.862491096323262e-06,0.5569319106094139,,2.090468909693829e-05,
2013-06-25,5.683904438603972e-05,0.5742260774797832,1.186847053430644e-05,0.5140511311894294,1.4914327421431093e-05,1.8478844915805992e-05,0.26239581580815974
2013-06-26,5.616484134519195e-05,0.5698672000687672,1.7315703970330403e-05,0.4436768422010064,1.777157854716698e-05,1.5108797521760175e-05,0.31641820971133816
2013-06-27,5.600093181678947e-05,0.5655349775101532,3.0903378525747786e-05,0.4304651802244966,2.3526649261626285e-05,1.4502064590086066e-05,0.42011174632942144
2013-06-28,5.651835513949762e-05,0.5641943370527467,4.176322126028953e-05,0.435737055856038,2.7410721952787148e-05,1.4637929992311099e-05,0.48498796338167455
2013-07-01,4.0959150997653995e-05,0.5195099979586942,4.932687671417851e-05,0.3675053565008092,2.3351306903934385e-05,1.2604832739342621e-05,0.5701120832624649
2013-07-02,4.708768430286185e-05,0.48958434270154716,5.552789241976605e-05,0.3649427153218251,2.5034376636064917e-05,1.250044085260529e-05,0.531654444398817
2013-07-03,4.5307854285029834e-05,0.4711062451230448,6.022499364783743e-05,0.364375501277099,2.460900136699294e-05,1.2480863270208536e-05,0.5431508897371023
2013-07-05,5.048108536897671e-05,0.467398862186443,6.151271121399708e-05,0.41716695249438,2.6045603651781517e-05,1.4076955033675693e-05,0.515947774526019
2013-07-08,5.858594159480322e-05,0.4650877451625275,6.416522724655528e-05,0.4296650204781631,2.851553156022149e-05,1.4691987767330832e-05,0.4867299352708691
2013-07-09,6.185296409698371e-05,0.44311502482457377,6.517657406198337e-05,0.4144846781714694,2.8134713599500832e-05,1.3823746444190197e-05,0.4548644355246483
2013-07-10,6.043816195282401e-05,0.4487902681959836,5.93386631145897e-05,0.4203514287058451,2.6876204298113506e-05,1.4116607623822837e-05,0.4446893060561995
2013-07-11,6.428746384905295e-05,0.4437052360264202,5.2962962213693386e-05,0.3774974492361134,2.589070246557889e-05,1.1225734144788036e-05,0.40273330001585217
2013-07-12,6.999194674271863e-05,0.46740319845899014,4.8372124342877056e-05,0.3551299632426497,2.7196517523284726e-05,1.0801273876995935e-05,0.38856638211901173
2013-07-15,7.060701256657018e-05,0.47528936817075984,4.5662360804170995e-05,0.3165846086174177,2.698740947343624e-05,9.662001439669559e-06,0.3822199593559038
2013-07-16,3.5042919617133015e-05,0.48380787759080296,5.325336978630776e-05,0.4166093904549937,2.090001625632885e-05,1.3676983042832487e-05,0.5964119566712848
2013-07-17,3.792838595062833e-05,0.4915014624601081,5.800207540225511e-05,0.3913877163426765,2.3053069628254718e-05,1.2867631470009065e-05,0.6078051847042233
2013-07-18,3.7451029819475974e-05,0.5084191190255511,6.19993357252308e-05,0.3946298787068167,2.4498938874857682e-05,1.4107379695145375e-05,0.6541592846164485
2013-07-19,4.0860668714576163e-05,0.522490585469219,6.522408378740835e-05,0.4018370849777149,2.6973369273511286e-05,1.4552739149318568e-05,0.6601303924301444
2013-07-22,3.950888193740232e-05,0.5377869845843578,6.769213375050784e-05,0.3937516550881128,2.7811650244399956e-05,1.4279626091961567e-05,0.7039341252041654
2013-07-23,3.3171208880188284e-05,0.4794061992203383,6.618890346369875e-05,0.3834752537325225,2.246347229735001e-05,1.3940506758215713e-05,0.6771978789945899
2013-07-24,3.471216593235655e-05,0.440354349443758,6.523560187442327e-05,0.3942902172554438,2.0954894741635108e-05,1.4335341345450817e-05,0.6036758058390774
2013-07-25,3.488954269695917e-05,0.4145008759588638,6.259114025214655e-05,0.3983239633543035,1.9369995638016958e-05,1.4630822181994745e-05,0.5551805538484507
2013-07-26,3.343176772700175e-05,0.3950971006185945,6.163209925902427e-05,0.3856405854773602,1.793440584421796e-05,1.4396326752546918e-05,0.5364480272376662
2013-07-29,3.360094972876798e-05,0.38594933360174377,6.728598386737681e-05,0.4041816966372531,1.8351365091829325e-05,1.557715693675421e-05,0.5461561426080025
2013-07-30,3.816574763863081e-05,0.3760061232599764,8.50425261612648e-05,0.4034116752882115,2.1421500126182903e-05,1.555718255503539e-05,0.5612755271823988
2013-07-31,3.750748633018741e-05,0.37018292881346326,0.00010869138316327381,0.4215204748584245,2.3635942495702983e-05,1.7066313311104632e-05,0.6301659963994949
2013-08-01,4.226173154810077e-05,0.3688136449941702,0.00012378603836142224,0.3908857618857506,2.6675738768263257e-05,1.5145722690348752e-05,0.6312031663421528
2013-08-02,4.130983358011611e-05,0.36402559892026254,0.00013427068567654278,0.4149912228283706,2.7111231857051985e-05,1.6695577856096373e-05,0.6562900284861372
2013-08-05,3.7225611971094185e-05,0.3827892143143196,0.0001417258931293302,0.4045069447808864,2.7803867912388288e-05,1.74071813426543e-05,0.7469015669635757
2013-08-06,4.1983018398946586e-05,0.3935785432419682,0.00011369933196985565,0.4345586006868378,2.719237871163574e-05,1.84633657707117e-05,0.6476994687051381
2013-08-07,4.81253999850549e-05,0.4059241921218468,0.00010636444367458653,0.3286269390499927,2.9042255880738138e-05,1.7382328455765692e-05,0.6034704312017576
2013-08-08,4.5117615842124565e-05,0.415370755220968,0.00011413884479394747,0.3406140233156444,2.9807511730771572e-05,1.8230844683571755e-05,0.6606623859530595
2013-08-09,4.7210405389653165e-05,0.43264844228368404,0.0001352342404855587,0.3519406498145205,3.456983784090707e-05,1.8882346977956363e-05,0.7322503917427395
2013-08-12,4.729046229109182e-05,0.44692122566582654,0.0001491467675216188,0.3700758428913996,3.753398564179138e-05,2.0304417819806074e-05,0.7936903938632404
2013-08-13,5.1414947954433665e-05,0.445869796342363,0.00016865212184950752,0.3648842058833728,4.1519169596604874e-05,2.150676375186998e-05,0.8075311023051333
2013-08-14,5.361675369996386e-05,0.504159292164353,0.00017676874261456907,0.3778769091876702,4.9081832633793096e-05,2.2335034848245558e-05,0.9154197008728296
2013-08-15,5.120699157562921e-05,0.5580499037874316,0.00019197114269891902,0.4091540355477948,5.532935958178243e-05,2.244419776512669e-05,1.0805040069589866
2013-08-16,4.9139520575593413e-05,0.5953852548010115,0.00020458832532256746,0.4055382388903971,5.9697199211732235e-05,2.2077420110676877e-05,1.2148510712451395
2013-08-19,5.1240075352845624e-05,0.6159020481503371,0.0002157137662251229,0.4000481957795515,6.475233872503323e-05,2.1429689165488834e-05,1.2637049863635144
2013-08-20,5.687877447837599e-05,0.574232854161429,0.00018980116024745744,0.3923032194005655,5.966402984698102e-05,2.1227814777188286e-05,1.0489682732117218
2013-08-21,5.746511661394483e-05,0.5494087445090277,0.0001659741999202885,0.4072961188046312,5.365596444443917e-05,2.1562379465905002e-05,0.933713661540168
2013-08-22,5.43081375808944e-05,0.5340727481946662,0.00014560891303524336,0.4018523314291416,4.749269917785983e-05,2.0822080923178858e-05,0.8745042878172232
2013-08-23,4.6628310947370826e-05,0.5261615499584518,0.00010054524490656026,0.3985709215476369,3.602671951090801e-05,2.0613029339818455e-05,0.7726361684336199
2013-08-26,5.7057237442025364e-05,0.5182671109769352,9.227026838281893e-05,0.3874976987165164,3.76045080659022e-05,1.995258534990064e-05,0.6590663998429882
2013-08-27,6.26349019454684e-05,0.5252476706067022,7.897113424082149e-05,0.4233571918178904,3.6940819345891903e-05,1.916785283700874e-05,0.5897801097869293
2013-08-28,6.352118414260544e-05,0.5276137551444419,6.214068426073198e-05,0.4228466327360808,3.3148464633830354e-05,1.930103964421457e-05,0.5218489718235078
2013-08-29,6.345432123592429e-05,0.5235398267806145,4.338553156457896e-05,0.4218352850776448,2.7469628612480446e-05,1.9261357903927826e-05,0.4329039863234512
2013-08-30,6.533098257867051e-05,0.5266448619764496,3.760985283582247e-05,0.4066267802536437,2.6105274459388855e-05,1.838442114846717e-05,0.3995849048795999
2013-09-03,6.741624909395761e-05,0.5357609544941604,3.442607939702514e-05,0.4111358955584557,2.5810542653400322e-05,1.872700460764337e-05,0.3828534366756051
2013-09-04,5.29054408502055e-05,0.5042632664175967,2.9038565178721588e-05,0.4449882789217761,1.976492079591954e-05,1.994121426960215e-05,0.37358956807261473
2013-09-05,5.526096611110341e-05,0.49671519462450153,2.7870059022446838e-05,0.5511509785446632,1.9493311653849345e-05,2.7170983085194992e-05,0.3527501060089613
2013-09-06,5.903493096893949e-05,0.49132705306319874,2.7773282076122564e-05,0.5091190266081371,1.989476483538582e-05,2.678149527306134e-05,0.3369998831006207
2013-09-09,5.950680039687122e-05,0.49638296197553794,3.139034587457e-05,0.4931531821478662,2.145350305213841e-05,2.520338183021854e-05,0.3605218716021977
2013-09-10,6.058865375686932e-05,0.49962279317302283,4.1984584611353843e-05,0.4840797215609564,2.5198972047052345e-05,2.442747680145583e-05,0.41590249138346924
2013-09-11,5.2548421709793746e-05,0.5135570549921276,4.6000176763263925e-05,0.4663374608762173,2.524923871109947e-05,2.399245946831549e-05,0.4804947111550189
2013-09-12,5.463125330927889e-05,0.5290450402029183,4.8213283379228334e-05,0.466222007511596,2.715167229949311e-05,2.3974507844860038e-05,0.4969988908323564
2013-09-13,5.629719144726608e-05,0.5330008321375244,4.8405862597770646e-05,0.4793246756769402,2.7824042855479663e-05,2.473743679543739e-05,0.49423500782525914
2013-09-16,5.4138744378514925e-05,0.5390900863647508,5.0612109353070804e-05,0.491410454369932,2.821906720379401e-05,2.5387736251371873e-05,0.5212360856856667
2013-09-17,5.7555509167455784e-05,0.5365226466217414,4.9309056995278646e-05,0.5174055467242141,2.858214755270362e-05,2.6722315805169134e-05,0.4966014195017342
2013-09-18,6.204530316157312e-05,0.5469481290072902,6.498796573851395e-05,0.4474815354208695,3.473098239944769e-05,2.2115243102685007e-05,0.5597681150659254
2013-09-19,6.178297806302708e-05,0.5348349938021945,7.623571632401922e-05,0.4783117121764127,3.6705697138283883e-05,2.4142555885821437e-05,0.5941069577584793
2013-09-20,6.675064824066973e-05,0.5398075864561265,7.324824432264497e-05,0.4965694703507977,3.774551345328153e-05,2.333822844182751e-05,0.5654703654291107
2013-09-23,6.644616634370019e-05,0.5436572820355453,7.110379804291738e-05,0.4858682894472482,3.736857817389411e-05,2.250278702717167e-05,0.5623887762102178
2013-09-24,6.687102886618699e-05,0.5447549026323424,5.581851089527179e-05,0.4911638121211412,3.328198904077229e-05,2.2605402078040406e-05,0.49770415686846364
2013-09-25,5.221698153901886e-05,0.5528439748062683,6.460822623971467e-05,0.4984742629482189,3.2110892116820097e-05,2.2735977336924252e-05,0.6149511360174161
2013-09-26,5.0374063840171386e-05,0.5741485698560755,6.672916336485339e-05,0.4885103781425983,3.32878404648345e-05,2.2271151405962296e-05,0.6608130837021874
2013-09-27,5.122431082106018e-05,0.5942390129225821,6.937191274234077e-05,0.5004657663233759,3.542346639992957e-05,2.2584348184451343e-05,0.6915362223939516
2013-09-30,5.1567877421329924e-05,0.6030959085006163,7.088498480249526e-05,0.5141066378234538,3.646306195527559e-05,2.3051174229157472e-05,0.7070886718364996
2013-10-01,5.3629225784131454e-05,0.6124016443330462,7.457638338719632e-05,0.5017754774829686,3.872913264795629e-05,2.2046932823872015e-05,0.7221646794575951
2013-10-02,4.9785428743887e-05,0.5955179418648777,7.084523113070036e-05,0.5145374439668797,3.536724957027305e-05,2.2928113630563744e-05,0.7103935923142108
2013-10-03,5.1677659876475144e-05,0.5994553236159611,6.716496446396695e-05,0.4997613243796656,3.5316660922239645e-05,2.201635984400454e-05,0.6834028670542917
2013-10-04,4.988490741732951e-05,0.586739919382981,6.324755047815644e-05,0.5114822001964129,3.2957334302056025e-05,2.2136757905698524e-05,0.6606674444905752
2013-10-07,5.300164613196136e-05,0.5835340777455842,6.247284330981808e-05,0.4977829278320174,3.3578132514147275e-05,2.064733372579777e-05,0.6335299932108862
2013-10-08,5.7418241986777646e-05,0.5788559396144882,6.0124137144857064e-05,0.5172083394474111,3.401103654028716e-05,2.1322480829450708e-05,0.5923385210595488
2013-10-09,4.671951297786224e-05,0.5732643557129546,5.488680180851881e-05,0.5112474069842879,2.9029399720203036e-05,2.135373087810255e-05,0.6213549300900983
2013-10-10,5.493659376391755e-05,0.556494558458937,3.657138125237175e-05,0.63567067687273,2.4943791513004826e-05,2.0835100315819216e-05,0.4540469258104596
2013-10-11,5.397060840252837e-05,0.5508090471180347,3.598622910189731e-05,0.6197987716800767,2.4274365797436753e-05,2.0281101235308017e-05,0.4497700973906303
2013-10-14,5.390763459317086e-05,0.5472190478257967,3.554905311306947e-05,0.6118210982148679,2.3955230976388193e-05,2.0148972636460343e-05,0.4443754795990046
2013-10-15,5.553151341989191e-05,0.5461696062625345,3.598920527944204e-05,0.4956328622975344,2.4416500097638974e-05,1.8272157029301075e-05,0.43968728013979813
2013-10-16,4.144281603770634e-05,0.5554365895124206,3.512712276786557e-05,0.5102362025108097,2.119241275381516e-05,1.706636948748162e-05,0.5113651720610262
2013-10-17,4.1583055321708076e-05,0.554085672712718,4.219956112062282e-05,0.4933125337375904,2.3210745286346584e-05,1.6161368477806844e-05,0.5581779671257012
2013-10-18,4.3823960134694674e-05,0.5666676224564621,4.799720127533822e-05,0.5086559379921666,2.59891554186476e-05,1.650329425977114e-05,0.5930353016653197
2013-10-21,4.4710412594374516e-05,0.563881376282937,5.398870078032532e-05,0.5167523391794554,2.7704066952452718e-05,1.6770528952477417e-05,0.6196334443117721
2013-10-22,4.4371990394003997e-05,0.5669192565492956,5.6892198337848624e-05,0.5038775959564249,2.84840685173173e-05,1.6279788459819313e-05,0.6419380393890638
2013-10-23,3.6244305626284386e-05,0.5480261530904162,5.160586635159362e-05,0.502906263356635,2.3701220633652918e-05,1.58659863615432e-05,0.6539294993822362
2013-10-24,4.040389782719303e-05,0.5414858056290607,4.940874621720978e-05,0.4915633640146693,2.419360720969631e-05,1.547121997547315e-05,0.5987938914500791
2013-10-25,3.967999624918889e-05,0.5318100082103302,4.65651251931306e-05,0.4950845789375148,2.2859814651806187e-05,1.5595247194922913e-05,0.576104254351422
2013-10-28,4.081308187982178e-05,0.5250788946193333,4.73095878881025e-05,0.5279325352852212,2.3072722354249853e-05,1.7968784573883164e-05,0.5653266377234094
2013-10-29,4.2024721372673885e-05,0.5207853948113902,4.380377238391325e-05,0.5228677515631334,2.2344311350546102e-05,1.7560965201612294e-05,0.5316944555657481
2013-10-30,3.243679795796633e-05,0.5163080255748616,4.231721118399712e-05,0.5390750894849874,1.9128740831410456e-05,1.786519834349656e-05,0.5897234633393437
2013-10-31,3.3498134377451295e-05,0.5136696336264129,4.100617870115262e-05,0.5328049339643861,1.903789173275786e-05,1.782877328783312e-05,0.568326925859277
2013-11-01,3.528785039280735e-05,0.5099312527442041,4.007266369626753e-05,0.5379938752376708,1.9175572434186673e-05,1.7982531420130528e-05,0.5434043791484445
2013-11-04,3.477448195487655e-05,0.5074493196866384,3.7602296386837155e-05,0.5354663214842883,1.8349751751977522e-05,1.781375281928925e-05,0.5276786517132938
2013-11-05,3.766596277267884e-05,0.5060978348830967,3.755042884957523e-05,0.534380401863335,1.903340402051348e-05,1.761569892852332e-05,0.5053210543265187
2013-11-06,3.8333959556374354e-05,0.51825994706559,3.5268398625246054e-05,0.4538305512812642,1.905602688734062e-05,1.6843135636128927e-05,0.49710562404378317
2013-11-07,4.0431492315281525e-05,0.5318289765681837,4.889929688830772e-05,0.3170360432735886,2.364738864163094e-05,1.1171291471256192e-05,0.5848754841209052
2013-11-08,4.3778322206368926e-05,0.5300735669424106,4.829024557589041e-05,0.3587368241347054,2.4372238061699744e-05,1.1542230842460345e-05,0.5567193266752019
