Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_QQQ,Predicted_Covariance,Future_Cov_45_QQQ,Beta_Predicted
2013-09-05,5.526096611110341e-05,0.9063023282249176,7.551813161087083e-05,0.9794975695781594,5.854744544581314e-05,4.828787924004584e-05,1.059471984765923
2013-09-06,5.903493096893949e-05,0.9040780139872836,7.230879975548784e-05,0.9804735778165364,5.9068509757671795e-05,5.157644306596698e-05,1.0005687952569975
2013-09-09,5.950680039687122e-05,0.9070629400939275,7.192873133556441e-05,0.9735162106121992,5.9343331434732216e-05,4.975310240745827e-05,0.9972529364535015
2013-09-10,6.058865375686932e-05,0.9082137340848013,7.058119532959045e-05,0.9753106165286508,5.939203703565664e-05,4.921581383876908e-05,0.9802501516865769
2013-09-11,5.2548421709793746e-05,0.9022475533362999,6.944493600694358e-05,0.9921246396385596,5.4503682033856946e-05,5.104353006365823e-05,1.037208735494691
2013-09-12,5.463125330927889e-05,0.9001197500468888,6.813067217103411e-05,0.991432110882612,5.491515448659775e-05,5.098235719687714e-05,1.005196680656613
2013-09-13,5.629719144726608e-05,0.889993450858093,5.861550756686382e-05,0.98864336467462,5.112536722639398e-05,5.102283272257485e-05,0.9081335305027324
2013-09-16,5.4138744378514925e-05,0.8773462598264213,5.949335324718188e-05,1.0198160841827264,4.9791973807566484e-05,5.2686754097110436e-05,0.919710539635761
2013-09-17,5.7555509167455784e-05,0.8800203317366149,6.164643430283367e-05,1.018369095013252,5.241916962895685e-05,5.259545579953653e-05,0.9107585075208886
2013-09-18,6.204530316157312e-05,0.8906519869135836,6.81598225620189e-05,1.017500884022319,5.791975580112258e-05,5.0286498159497146e-05,0.9335074993556379
2013-09-19,6.178297806302708e-05,0.8907641866082885,7.128316201722546e-05,1.0274560152780514,5.911404053115054e-05,5.186035306600431e-05,0.9568014101043518
2013-09-20,6.675064824066973e-05,0.8992201140611328,7.105559041198137e-05,1.0627585021926174,6.19288310987838e-05,4.994850103278391e-05,0.9277637405931871
2013-09-23,6.644616634370019e-05,0.9032525853582228,6.656450012459383e-05,1.0674962961124297,6.0071090411054336e-05,4.944064538774699e-05,0.9040565275102546
2013-09-24,6.687102886618699e-05,0.9041113347720233,6.591632655405959e-05,1.0694002280250263,6.002572509284848e-05,4.9218247640140635e-05,0.8976342387816945
2013-09-25,5.221698153901886e-05,0.9061256201504294,6.434448658748152e-05,1.0704357364663144,5.252305291572356e-05,4.8823789820137844e-05,1.005861529481094
2013-09-26,5.0374063840171386e-05,0.9065143856876342,6.52934825656184e-05,1.0594849392743475,5.198919718592171e-05,4.8301838713502265e-05,1.0320627962610853
2013-09-27,5.122431082106018e-05,0.9085491426694207,6.501147120409448e-05,1.070689253205038,5.2430196095680293e-05,4.831662926592334e-05,1.0235412688875911
2013-09-30,5.1567877421329924e-05,0.9096976815751653,6.4701559833525e-05,1.0707973015613743,5.254653596264145e-05,4.8011702916154995e-05,1.0189780652268368
2013-10-01,5.3629225784131454e-05,0.9110198876801046,6.616793439890485e-05,1.0650845993016789,5.4269073856098136e-05,4.679752133431399e-05,1.0119309585885539
2013-10-02,4.9785428743887e-05,0.9074728575766189,6.510579385146317e-05,1.0562490256913308,5.166478058681182e-05,4.706712401047727e-05,1.037749034011394
2013-10-03,5.1677659876475144e-05,0.9055703543298592,6.883275970799105e-05,1.02089244228752,5.400963063619753e-05,4.497413920400047e-05,1.0451253165351622
2013-10-04,4.988490741732951e-05,0.905680514064607,6.742006906832459e-05,1.019431280189514,5.252356619238542e-05,4.4120603693316776e-05,1.05289493178731
2013-10-07,5.300164613196136e-05,0.904812403639455,6.81849170851598e-05,1.0130184217240792,5.439354736195961e-05,4.201857527499702e-05,1.0262614717009497
2013-10-08,5.7418241986777646e-05,0.9078301556914009,7.710348332193264e-05,0.967303291924513,6.040411834112292e-05,3.9878138702019474e-05,1.052002225268981
2013-10-09,4.671951297786224e-05,0.9032637036942435,7.26362390788098e-05,0.9649548114626546,5.2618733085231926e-05,4.0304136650881866e-05,1.126268869929466
2013-10-10,5.493659376391755e-05,0.8975846587558707,7.868876053051814e-05,0.970119036321016,5.901503072858575e-05,3.179716821211976e-05,1.0742389850778649
2013-10-11,5.397060840252837e-05,0.8965237816347811,7.47452390912317e-05,0.9625594995087188,5.694193732595351e-05,3.14969431153057e-05,1.05505457528409
2013-10-14,5.390763459317086e-05,0.896303239861057,7.112404052865722e-05,0.955614354897426,5.549940339551406e-05,3.1471042015414135e-05,1.0295277063138817
2013-10-15,5.553151341989191e-05,0.8963183672533687,6.922623597336001e-05,0.9207897128373708,5.557345658041413e-05,3.394612323714184e-05,1.0007553037534755
2013-10-16,4.144281603770634e-05,0.8852833484185935,6.523080551149112e-05,0.9405371798058558,4.6029186060037876e-05,3.1459067287450193e-05,1.1106674319177217
2013-10-17,4.1583055321708076e-05,0.8819556589904125,6.128799724254098e-05,0.9412710184350476,4.4523845196252145e-05,3.083689694878333e-05,1.0707208705996372
2013-10-18,4.3823960134694674e-05,0.8875630714099318,5.668653914656195e-05,0.9192788859429372,4.42379512618381e-05,2.9825917340897065e-05,1.009446684550438
2013-10-21,4.4710412594374516e-05,0.8897885206432817,5.511665411885847e-05,0.9188642140818284,4.4170524893548e-05,2.9820549879123418e-05,0.9879247882204861
2013-10-22,4.4371990394003997e-05,0.8907882849830768,5.372590647076083e-05,0.9281355773178246,4.349314651456711e-05,2.998714565208236e-05,0.9801937242022922
2013-10-23,3.6244305626284386e-05,0.8823607684502155,5.2677712338329826e-05,0.9218853681217024,3.855489594724765e-05,2.908418873111684e-05,1.0637504369593336
2013-10-24,4.040389782719303e-05,0.876708689687043,5.116770014876749e-05,0.9219264488018654,3.9862533001543426e-05,2.901625290812912e-05,0.9866011732837011
2013-10-25,3.967999624918889e-05,0.8732199508949169,4.93052216774163e-05,0.9201503519375932,3.86238817487795e-05,2.8984890270179766e-05,0.9733842086633016
2013-10-28,4.081308187982178e-05,0.8713177426258667,4.794405268017892e-05,0.916327594716988,3.854283216163253e-05,3.1188252377130886e-05,0.9443744600107821
2013-10-29,4.2024721372673885e-05,0.8699391885174727,4.718744158388241e-05,0.931979579318742,3.873954647858735e-05,3.130133941537125e-05,0.9218275627587459
2013-10-30,3.243679795796633e-05,0.863095536538445,3.936946403558901e-05,0.9485680940174156,3.084307072707975e-05,3.1435986326364116e-05,0.9508666905731005
2013-10-31,3.3498134377451295e-05,0.8613509527304941,4.052733079942136e-05,0.960611107489128,3.173689604207309e-05,3.214406729638636e-05,0.947422793295505
2013-11-01,3.528785039280735e-05,0.8588745229271397,4.1009879844212095e-05,0.9620844010950336,3.2672816263300104e-05,3.2157825149711746e-05,0.9258942072016871
2013-11-04,3.477448195487655e-05,0.8563167836206608,4.181614973384211e-05,0.9667125346832652,3.265403182887941e-05,3.216033847361493e-05,0.9390228119358144
2013-11-05,3.766596277267884e-05,0.8577476804762841,4.374726432778339e-05,0.9782240219823104,3.4818458414332445e-05,3.2246878433046486e-05,0.924401126408699
2013-11-06,3.8333959556374354e-05,0.8558168317793962,4.3706078373450245e-05,1.0096690082609097,3.503027800673944e-05,3.7472118185350276e-05,0.913818410937266
