Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_IWN,Predicted_Covariance,Future_Cov_45_IWN,Beta_Predicted
2013-03-25,7.243408887933498e-05,0.9054245674340285,0.00010130308595511908,1.4215479349411395,7.755952002187824e-05,7.773028336270991e-05,1.0707599311572968
2013-03-26,7.339742545776695e-05,0.9045830426977081,0.00010134476119125197,1.4435122708530792,7.801704688709057e-05,7.768014994658496e-05,1.0629398292993502
2013-03-27,7.311742529462491e-05,0.904142101105034,9.920166981290153e-05,1.383952748819198,7.700281974521652e-05,8.214211764428482e-05,1.053139103776364
2013-03-28,6.422356192814954e-05,0.9060486122704174,0.00010229851217332966,1.3933196231705884,7.34401157105646e-05,8.320441762205112e-05,1.1435073593819995
2013-04-01,6.678777769649997e-05,0.9051805459292354,0.00011123844962667344,1.3891659995744254,7.802093879204005e-05,8.324976353941865e-05,1.1681918680778138
2013-04-02,6.451960799026473e-05,0.8998173295268543,0.00011470357891618677,1.3729160715511812,7.740850809817073e-05,8.870093221251702e-05,1.1997671794573022
2013-04-03,6.836168011312682e-05,0.9047683189914176,0.0001263504638393551,1.3650683029244646,8.408764106639244e-05,8.649029543520802e-05,1.2300405860014245
2013-04-04,6.901245142532413e-05,0.9058621242272941,0.00012921829037998022,1.3188553683244284,8.554365927963401e-05,8.727055254462592e-05,1.2395394963211486
2013-04-05,6.697476452894188e-05,0.911564783566742,0.00012115940723964604,1.3273668142143351,8.211485047649791e-05,8.686777227522446e-05,1.2260565759960758
2013-04-08,7.273438811092278e-05,0.9220851452559059,0.00012245284113900597,1.3238639814343005,8.702125723416688e-05,8.969266679764163e-05,1.196425232882362
2013-04-09,7.022991067372413e-05,0.9211977405641582,0.00011874910381440092,1.3272962332256355,8.412577777682797e-05,9.223095585217415e-05,1.197862519969043
2013-04-10,6.636144982931065e-05,0.9220721808110703,0.00012292296671946687,1.3243710346303776,8.327974159078323e-05,9.42957890385936e-05,1.2549415632869443
2013-04-11,6.716170407401359e-05,0.9213827828249337,0.00012082238331743945,1.325617243797797,8.299934120088898e-05,9.564573742736282e-05,1.2358135092793654
2013-04-12,6.98842565011876e-05,0.925369826045597,0.00012964116168652417,1.3141634096110697,8.807982958279088e-05,9.601814008665472e-05,1.2603672700058572
2013-04-15,9.593981606210937e-05,0.9410538440165659,0.00020416565543192978,1.2409384198165032,0.00013170590819668488,7.489843253453572e-05,1.3727971722545445
2013-04-16,8.836558039441448e-05,0.9448797378715558,0.00021324667912252587,1.235123322004093,0.0001297057536508119,7.576820741124295e-05,1.4678311744445975
2013-04-17,8.959564094882932e-05,0.9476567805758752,0.0002230731997474068,1.1879731324502654,0.0001339732870951614,8.442703999618446e-05,1.4953103262208645
2013-04-18,9.719405369416862e-05,0.9474615233081645,0.0002591889439144723,1.1937351143014094,0.0001503798565101133,8.373653859648916e-05,1.5472125175815739
2013-04-19,7.72897485213767e-05,0.9429245978006423,0.00024866095509533067,1.1889997521136175,0.00013071990122501395,8.628335837856382e-05,1.6912967596066069
2013-04-22,7.797978274745508e-05,0.9386100723601187,0.00023879574306323698,1.1940064668938033,0.00012808241601641916,8.853618899589907e-05,1.6425079873744484
2013-04-23,8.499754389235151e-05,0.9371872809680875,0.0002468491169313492,1.1584691115695536,0.00013575172694838935,8.567842277264877e-05,1.597125290118
2013-04-24,7.773768893068322e-05,0.9295171739514133,0.00033945842651682815,1.1727204536522304,0.00015099637730786388,8.752677335186942e-05,1.9423831526880564
2013-04-25,6.90805921567358e-05,0.9225429698808993,0.00033157967223672373,1.1706565533663194,0.00013962351866734615,8.753992339216357e-05,2.021168526618253
2013-04-26,7.034557142953508e-05,0.9168290930973576,0.00021796765406065287,1.173647660295059,0.00011352794899491805,8.844890958295773e-05,1.6138606409450893
2013-04-29,6.776168711759701e-05,0.9129431453210739,0.0001158661871151319,1.1757845025782174,8.089360595000305e-05,8.758397537780461e-05,1.1937956298168353
2013-04-30,5.8041023931509805e-05,0.906865006990478,4.182462386510034e-05,1.1734868619442993,4.4681340998806694e-05,8.729172797594762e-05,0.7698234450779513
2013-05-01,6.311211636341748e-05,0.9074211390546791,-1.917030856393215e-06,1.12805728661674,,8.443702046201341e-05,
2013-05-02,6.214021471172626e-05,0.9088335434013626,-5.659358416445997e-05,1.111733007060775,,8.197633002538854e-05,
2013-05-03,7.476459886581012e-05,0.9128448564574604,-1.8073834846039262e-05,1.1014217336324872,,8.005061337543728e-05,
2013-05-06,7.535412832838797e-05,0.9133804087485091,1.557908499364287e-05,1.0992178738401743,3.12950889771974e-05,7.978453906452974e-05,0.4153068938813228
2013-05-07,7.392273390092128e-05,0.9142708823627804,4.299268968613532e-05,1.0771914601681458,5.154199289084302e-05,8.180184911035359e-05,0.6972414326548693
2013-05-08,6.958015556766957e-05,0.9136420525808099,6.490036262299396e-05,1.0804218933966494,6.139631988996377e-05,8.166775907721524e-05,0.8823826188524876
2013-05-09,7.111722928104653e-05,0.9139678152308229,8.455931472906628e-05,1.0813635531425327,7.087597464663655e-05,8.169979179642505e-05,0.9966076485705514
2013-05-10,7.562958883543677e-05,0.915599360923843,9.907972770950139e-05,1.0777286407035358,7.92581174566696e-05,8.172879649963838e-05,1.0479776325259178
2013-05-13,7.357910230951406e-05,0.9160894506577114,0.00010987666834186776,1.078178701030684,8.236977234401543e-05,8.185606345867695e-05,1.1194723740651658
2013-05-14,7.590263764609063e-05,0.9160376851517673,0.00012185546774941875,1.084544131369212,8.809764216919357e-05,8.059724655944489e-05,1.1606664129376412
2013-05-15,7.650099964197039e-05,0.9156982021678783,0.00012896769690280376,1.0887389895709112,9.095496032120371e-05,8.035933313715716e-05,1.1889381935775845
2013-05-16,7.639729836462006e-05,0.9150197268940954,0.00018062665455969827,1.0913805221705866,0.00010748809765293771,7.994878718163535e-05,1.406962025540892
2013-05-17,7.425705624970095e-05,0.9190522805217011,0.00019589214966649139,1.094321033678445,0.00011084538021070923,7.821646054940306e-05,1.492725214395442
2013-05-20,7.217439206379002e-05,0.9253437182928331,0.00018956582997474094,1.1009351388344777,0.00010823673338419243,7.90718900473776e-05,1.4996556297769625
2013-05-21,7.13709588975209e-05,0.9281190639663639,0.00019253131099103925,1.104967158745347,0.000108796554856602,7.944687188546779e-05,1.5243812964993115
2013-05-22,7.35750525384875e-05,0.9306680136426363,0.00021942554230197574,1.0789864669304,0.0001182506858820815,7.611075231250178e-05,1.6072117083467108
2013-05-23,7.454058968752127e-05,0.9299071465368874,0.0001992114087995858,1.0879906493907066,0.00011331648663650277,7.677668959740905e-05,1.5201984195662046
2013-05-24,7.630250921850573e-05,0.9303208898027588,0.0001814779078761909,1.0884859263863882,0.0001094747759103921,7.677550734532243e-05,1.4347467341721585
2013-05-28,7.438631671877e-05,0.9330453347320019,0.00017383567169975504,1.0795415024358783,0.0001061008158060415,7.537680105405381e-05,1.4263485609480235
2013-05-29,7.273626036607267e-05,0.935034407162119,0.00016743927414934908,1.0634737269317285,0.00010318860537686097,7.596839619389326e-05,1.4186680048922695
2013-05-30,7.309916508279677e-05,0.9378996544473138,0.0001596047155115661,1.0605227924444067,0.0001013060642627389,7.55665910974012e-05,1.3858717011062054
2013-05-31,7.696255068093324e-05,0.9337642822049698,0.00015724005418274985,1.0751960180273596,0.00010272084332297179,7.101401869525435e-05,1.3346860572335466
2013-06-03,7.835861755638394e-05,0.9322406309088861,0.0001544927850596021,1.077707493094214,0.00010257121765539504,7.169048435457923e-05,1.3089972852263327
2013-06-04,7.696792659140356e-05,0.9299163209283524,0.00015877165253364627,1.072264346496777,0.00010279813753208671,7.096312609453576e-05,1.3355970738020126
2013-06-05,8.390672708275947e-05,0.9317298852177934,0.0001700716826544577,1.0801215319951496,0.0001113023721762871,6.611394958725115e-05,1.3265011763181582
2013-06-06,8.864935953499249e-05,0.930450482781475,0.00016881214330903755,1.0767435970139076,0.00011382375498675836,6.471885286129591e-05,1.283977183634686
2013-06-07,8.584609796353898e-05,0.9267247203910454,0.00016071283360623927,1.1107047053249364,0.00010885197343093103,6.326913280720219e-05,1.267989763229113
2013-06-10,7.344670994631798e-05,0.9247705400281603,0.00015369407612495374,1.1062940865855777,9.825365697510516e-05,6.31462898291461e-05,1.3377543670358893
2013-06-11,7.540176794643908e-05,0.9236108624412482,0.00015192397854310073,1.0909349680494318,9.885370676952269e-05,6.007199964557891e-05,1.3110263785822962
2013-06-12,7.564969572692771e-05,0.9253506240397739,0.0001568202365923181,1.0937296712815334,0.00010078849664335345,6.364384202557287e-05,1.332305380409845
2013-06-13,7.668406692361186e-05,0.9255569164700193,0.00015353929935725603,1.0771775970076891,0.00010043046570158584,5.7752310840167074e-05,1.3096653546248236
2013-06-14,7.978958283363962e-05,0.9266816132354918,0.0001499319677666459,1.0886545479001426,0.00010135630359779564,5.8396887475794914e-05,1.2702949432524593
2013-06-17,6.406673037804978e-05,0.9227421857304491,0.00014365273626841215,1.117659748205607,8.852248719157035e-05,5.907522372381007e-05,1.381723191884621
2013-06-18,5.269216623890948e-05,0.9136113254372138,9.489296924073663e-05,1.110728876077516,6.460282644978491e-05,5.811778458534948e-05,1.22604233344425
2013-06-19,5.313666894497608e-05,0.9112484813268645,9.640703085154768e-05,1.1323846472924304,6.522113228600422e-05,5.6295026667068756e-05,1.2274222976517741
2013-06-20,6.610900161714408e-05,0.908182451872512,0.000109568918084966,1.1660065334103702,7.729423300198782e-05,4.057645312504823e-05,1.1691937725760944
2013-06-21,6.524441916700448e-05,0.9061840683633993,0.00010923877578289353,1.1691633892791875,7.650265710226799e-05,4.102647363114066e-05,1.1725548035985436
2013-06-24,5.5679700730278476e-05,0.900117951727279,0.0001137896397636346,1.2018578554768848,7.164720132223464e-05,4.51122737427011e-05,1.2867741813000277
2013-06-25,5.683904438603972e-05,0.8978057557013803,0.00011604600566757807,1.1933498821762405,7.291566943388048e-05,4.2897926033167546e-05,1.2828447455705176
2013-06-26,5.616484134519195e-05,0.891226629131396,8.564655016653891e-05,1.2447466874603772,6.181236490511297e-05,4.238811648005828e-05,1.100552648679466
2013-06-27,5.600093181678947e-05,0.8887596081569877,7.028281370893541e-05,1.2424628311764994,5.575791242314502e-05,4.185768572293361e-05,0.9956604401791116
2013-06-28,5.651835513949762e-05,0.8866770211430316,6.294332028746544e-05,1.2480563623264866,5.2885307609068594e-05,4.192657340630114e-05,0.9357191566976427
2013-07-01,4.0959150997653995e-05,0.8857826560341318,7.034439747178677e-05,1.2225475066876412,4.754637402340409e-05,4.193138022374453e-05,1.1608242081513698
2013-07-02,4.708768430286185e-05,0.8841998923606351,7.540409692049967e-05,1.2203082951959252,5.268677255496777e-05,4.179941406033629e-05,1.1189077002830148
2013-07-03,4.5307854285029834e-05,0.8839394924250371,7.924682861474208e-05,1.2202000829500586,5.296637253359825e-05,4.179520945897932e-05,1.1690329054293545
2013-07-05,5.048108536897671e-05,0.8847327492068404,7.107545489877375e-05,1.2417270736089798,5.299516751857107e-05,4.190105681855738e-05,1.0498024583112349
2013-07-08,5.858594159480322e-05,0.885133801384973,7.135506080560289e-05,1.2492146612878927,5.722924589525003e-05,4.2715710257230376e-05,0.9768426406980623
2013-07-09,6.185296409698371e-05,0.8865390038311122,7.320922387287068e-05,1.2370245495543777,5.965694464903868e-05,4.1256805423345795e-05,0.9644961324003529
2013-07-10,6.043816195282401e-05,0.8889053529934292,7.719810013345363e-05,1.243220176616192,6.071757972777061e-05,4.175090228036752e-05,1.0046232010689655
2013-07-11,6.428746384905295e-05,0.8907457607006264,8.214563364430567e-05,1.3029498073474042,6.47305284644252e-05,3.874613767823466e-05,1.0068919286723235
2013-07-12,6.999194674271863e-05,0.8922699739995926,8.507664600393208e-05,1.2888746351774516,6.885341659075684e-05,3.920110767491856e-05,0.9837334121288713
2013-07-15,7.060701256657018e-05,0.8939579787110414,8.766923698629316e-05,1.2919893980507775,7.033388978542329e-05,3.943086013726606e-05,0.9961317895883304
2013-07-16,3.5042919617133015e-05,0.8943241263372903,8.630565648992099e-05,1.2776371025654196,4.9182966324089836e-05,4.194389609796537e-05,1.4035065246117089
2013-07-17,3.792838595062833e-05,0.8952289577372805,8.499230343315031e-05,1.2772188732648693,5.082836059645917e-05,4.1991051536536335e-05,1.3401139891010083
2013-07-18,3.7451029819475974e-05,0.8959393195995584,8.369281396492779e-05,1.1596065259593529,5.0159657676197965e-05,4.145405718463286e-05,1.3393398771136866
2013-07-19,4.0860668714576163e-05,0.8962186638869211,8.319292309042402e-05,1.142613327286548,5.2252841333818274e-05,4.138033626602266e-05,1.2788053396487415
2013-07-22,3.950888193740232e-05,0.8958495624530526,8.274338464776995e-05,1.1371868166690222,5.122112309241643e-05,4.124072198530292e-05,1.2964457757516632
2013-07-23,3.3171208880188284e-05,0.8835002499820593,8.014163217984889e-05,1.13605934822109,4.555294064170821e-05,4.129925690760976e-05,1.3732674261659181
2013-07-24,3.471216593235655e-05,0.8762941559525452,8.14895902614289e-05,1.1236779285674203,4.660600087785886e-05,4.0853934395048006e-05,1.3426416827080103
2013-07-25,3.488954269695917e-05,0.8716745152316124,8.21323727502721e-05,1.114081033737833,4.66615511964218e-05,4.0921267612645826e-05,1.3374079334232327
2013-07-26,3.343176772700175e-05,0.8707477552336788,7.458815598323086e-05,1.0985936695756988,4.348174543524387e-05,4.101153776621847e-05,1.300611615583973
2013-07-29,3.360094972876798e-05,0.8711026864095572,7.699470395466764e-05,1.0947355885290215,4.430732759149819e-05,4.2191094274294354e-05,1.318633191893495
2013-07-30,3.816574763863081e-05,0.8654578602703654,7.71922717898068e-05,1.097516102821951,4.697531760031532e-05,4.2324651006924024e-05,1.2308239850322646
2013-07-31,3.750748633018741e-05,0.8616639106366399,2.0634594084791387e-05,1.1003455914592517,2.3971480013912775e-05,4.4550250188068754e-05,0.6391118776365358
2013-08-01,4.226173154810077e-05,0.8610597000530689,3.2441801917232816e-05,1.1011394217887054,3.188301556369536e-05,4.2666052212710895e-05,0.7544181081981287
2013-08-02,4.130983358011611e-05,0.8604944046917902,4.20803973399914e-05,1.1032379414127609,3.587688176605853e-05,4.438454100094054e-05,0.8684828443203255
2013-08-05,3.7225611971094185e-05,0.8623868159997589,4.84866355849365e-05,1.0952078327559156,3.66381938867799e-05,4.713017068966396e-05,0.9842200556764408
2013-08-06,4.1983018398946586e-05,0.8656546705546586,5.497935020234465e-05,1.0845753205126665,4.1589270966197354e-05,4.608103675053735e-05,0.9906212690805692
2013-08-07,4.81253999850549e-05,0.8682047648866299,5.840111740185881e-05,1.06533571382849,4.60277684217993e-05,5.6349656990863356e-05,0.956413212899903
2013-08-08,4.5117615842124565e-05,0.8624882952042134,5.7920956761663156e-05,1.0905719141784018,4.409041073110093e-05,5.83711938519557e-05,0.9772327262455971
2013-08-09,4.7210405389653165e-05,0.8576023080289694,5.9694645448824414e-05,1.0886035523896596,4.5527362827753146e-05,5.8405842031861304e-05,0.9643501777201667
2013-08-12,4.729046229109182e-05,0.8590111848006708,6.228375239591487e-05,1.094565569461278,4.6620076641064566e-05,6.0053951319480476e-05,0.9858240833870314
2013-08-13,5.1414947954433665e-05,0.8670855569508358,6.31588128976077e-05,1.071090176371126,4.9410998680523474e-05,6.313148941153534e-05,0.9610239948956831
2013-08-14,5.361675369996386e-05,0.8715030005582505,6.095340245454086e-05,1.0813388876567125,4.982165167433387e-05,6.391430953136394e-05,0.929217981997434
2013-08-15,5.120699157562921e-05,0.8763104578691193,6.621664455201028e-05,1.0782312093205375,5.102772545624064e-05,5.9146513039085084e-05,0.9964991866564976
2013-08-16,4.9139520575593413e-05,0.8762903319860882,5.9081866013962845e-05,1.0746754262309155,4.7216150820993386e-05,5.850511392572536e-05,0.9608590044821209
2013-08-19,5.1240075352845624e-05,0.8767752919105908,6.360803480114964e-05,1.0497285769632276,5.005519660454162e-05,5.62316174645345e-05,0.9768759366541759
2013-08-20,5.687877447837599e-05,0.8774750532364003,6.954409821774996e-05,1.032368897469119,5.518741264017279e-05,5.586223781362368e-05,0.9702637433082139
2013-08-21,5.746511661394483e-05,0.8774037836225811,7.214634344171483e-05,1.027572151295177,5.649484370376504e-05,5.4399979847220335e-05,0.9831154452065561
2013-08-22,5.43081375808944e-05,0.8795032395587556,7.545296709658356e-05,1.009703403554122,5.6299956529701445e-05,5.2318039072818626e-05,1.036676252170131
2013-08-23,4.6628310947370826e-05,0.8742459402532219,5.552606423522372e-05,1.0109256755482687,4.448431545267546e-05,5.2282390620816324e-05,0.954019447603082
2013-08-26,5.7057237442025364e-05,0.8760338920809085,5.773568051548119e-05,1.006507454734988,5.028036518518032e-05,5.1825922998843235e-05,0.8812267722612599
2013-08-27,6.26349019454684e-05,0.880133570807618,6.474230197715466e-05,0.979387191175444,5.604680445238563e-05,4.434257859254098e-05,0.8948174693588802
2013-08-28,6.352118414260544e-05,0.8782675648471036,5.9689104798910066e-05,0.9908300678294238,5.407962478024102e-05,4.522691902761766e-05,0.8513636121586138
2013-08-29,6.345432123592429e-05,0.8827787666376398,6.21202625229845e-05,0.9887039500970188,5.542416019002885e-05,4.51450632925138e-05,0.87344973692116
2013-08-30,6.533098257867051e-05,0.8821419080340541,6.349781147974784e-05,0.9640728905259394,5.681688611164427e-05,4.3587689984887904e-05,0.8696775078076668
2013-09-03,6.741624909395761e-05,0.8848186547714646,6.400878429494319e-05,0.9704316647475796,5.8124114891126006e-05,4.420260661610621e-05,0.8621677365959471
2013-09-04,5.29054408502055e-05,0.8823981986074239,8.116723406263706e-05,0.9600441931413424,5.782360378184681e-05,4.302236231953475e-05,1.0929613826594209
2013-09-05,5.526096611110341e-05,0.8856361666549343,9.616346837756828e-05,0.9834416511906552,6.456090945406366e-05,4.84823170237956e-05,1.1682913636410646
2013-09-06,5.903493096893949e-05,0.8873325695914556,0.00010953242103764764,1.0018338560283249,7.135300961838476e-05,5.2700070665924217e-05,1.2086574583432015
2013-09-09,5.950680039687122e-05,0.8903153092193629,0.00012334707289129778,0.9851702235943092,7.627664190696474e-05,5.0348699373421595e-05,1.2818138666211207
2013-09-10,6.058865375686932e-05,0.8929932239791274,4.698769634181796e-05,0.9795825544401774,4.7647036237417716e-05,4.94313830096787e-05,0.7864019627934986
2013-09-11,5.2548421709793746e-05,0.8884136298847771,-5.2173035126857474e-05,0.9819206453396144,,5.0518547748979115e-05,
2013-09-12,5.463125330927889e-05,0.8878062770123504,-0.0001543290031302125,0.970740311579642,,4.991832397510564e-05,
2013-09-13,5.629719144726608e-05,0.8903944526555932,-0.00020844673734666708,0.9680452146536612,,4.995978410416856e-05,
2013-09-16,5.4138744378514925e-05,0.8892189114814922,-0.00026464484044621194,0.9757726337739472,,5.041133750262195e-05,
2013-09-17,5.7555509167455784e-05,0.8898551943989497,-0.00031629296476197666,0.9725374592739848,,5.022840068803616e-05,
2013-09-18,6.204530316157312e-05,0.8891441208351325,-0.0002590668050615418,0.9673862067942672,,4.780975178633436e-05,
2013-09-19,6.178297806302708e-05,0.8882328437810564,-0.00019860880971572486,0.9916583651542138,,5.005348372391075e-05,
2013-09-20,6.675064824066973e-05,0.8752759862277346,-0.00014342224388751512,1.055116197761264,,4.9589320983887774e-05,
2013-09-23,6.644616634370019e-05,0.8719739926851144,-0.00012872846727908757,1.0680752072576671,,4.94674574158045e-05,
2013-09-24,6.687102886618699e-05,0.869900149640006,-9.110195616657525e-05,1.0674846901768198,,4.913008661893789e-05,
2013-09-25,5.221698153901886e-05,0.8751409464184463,-6.19950369175289e-05,1.0744875163737897,,4.900859610402841e-05,
2013-09-26,5.0374063840171386e-05,0.876492377764471,-3.702021244917996e-05,1.0753804708652244,,4.90265148034651e-05,
2013-09-27,5.122431082106018e-05,0.8796873591697352,-1.7272424944280437e-05,1.0902812911025346,,4.920075248731886e-05,
2013-09-30,5.1567877421329924e-05,0.8815810714579081,-1.3972729558776708e-06,1.1127088799082991,,4.98909066136293e-05,
2013-10-01,5.3629225784131454e-05,0.8847571156501568,1.1715131060733291e-05,1.1081740691673676,2.2176775680010612e-05,4.869077975401688e-05,0.41352033999664
2013-10-02,4.9785428743887e-05,0.8897225317709322,2.3199465284083024e-05,1.0867855160819773,3.023741790996235e-05,4.842784931776979e-05,0.6073547757419908
2013-10-03,5.1677659876475144e-05,0.8941145512720771,3.3957047268198125e-05,1.069994189285887,3.7454977634397554e-05,4.713725523189068e-05,0.7247808380628303
2013-10-04,4.988490741732951e-05,0.8934846540571569,4.052490330519607e-05,1.075540605962668,4.0172853095727524e-05,4.654899428132802e-05,0.8053107678370048
2013-10-07,5.300164613196136e-05,0.8959216591882716,4.8296210908168086e-05,1.0933698440875337,4.5328489248577e-05,4.5351438939298144e-05,0.8552279515190897
2013-10-08,5.7418241986777646e-05,0.8973784744897133,5.46842621039305e-05,1.1158258200794275,5.028422622795949e-05,4.6001142756262346e-05,0.8757534972864375
2013-10-09,4.671951297786224e-05,0.8934685450273033,5.64722756802568e-05,1.0968651451114897,4.589295955815649e-05,4.5813754355142435e-05,0.982308175598975
2013-10-10,5.493659376391755e-05,0.8967613657521007,6.500853565986793e-05,1.1133491809715317,5.3591133845454043e-05,3.649176014567264e-05,0.9755088580073706
2013-10-11,5.397060840252837e-05,0.8970478389570071,7.125640152199874e-05,1.0933680853663557,5.562963423547557e-05,3.577727133382566e-05,1.0307394317398408
2013-10-14,5.390763459317086e-05,0.8964980764479256,7.190865633665622e-05,1.0888838610135754,5.581681957283102e-05,3.58599779966082e-05,1.0354158551765136
2013-10-15,5.553151341989191e-05,0.8994762886932265,7.391120177231292e-05,1.0533331234669758,5.762548664488405e-05,3.883251031203567e-05,1.037707836434403
2013-10-16,4.144281603770634e-05,0.890116306273546,7.533741194333005e-05,1.1034243202063694,4.9736673407367696e-05,3.69073128434397e-05,1.2001277461964763
2013-10-17,4.1583055321708076e-05,0.8890934705739613,7.695884406623453e-05,1.082013050055186,5.029616670537076e-05,3.54477342532702e-05,1.2095351415679665
2013-10-18,4.3823960134694674e-05,0.8864425336513135,7.194355843753153e-05,1.0625380039414338,4.9773978256868563e-05,3.447394600454925e-05,1.1357708911720044
2013-10-21,4.4710412594374516e-05,0.8845920039570259,7.127048877453488e-05,1.064156730194719,4.993467375334898e-05,3.453583061093132e-05,1.116846632715525
2013-10-22,4.4371990394003997e-05,0.8800129151572456,6.720489373052997e-05,1.057556799799923,4.805559407115471e-05,3.4168617781678673e-05,1.0830164174390626
2013-10-23,3.6244305626284386e-05,0.8583599055443094,6.430651196942191e-05,1.0664206120786524,4.143971807568551e-05,3.364407270249043e-05,1.1433442401399851
2013-10-24,4.040389782719303e-05,0.8452845620926848,6.310053203778056e-05,1.065153777857493,4.268065541199355e-05,3.3524118376827844e-05,1.0563499490702155
2013-10-25,3.967999624918889e-05,0.8325086814858642,6.0249113753337186e-05,1.0650291850349136,4.0705201951670004e-05,3.354859778923355e-05,1.0258368397023745
2013-10-28,4.081308187982178e-05,0.8248997042421461,5.2391513877711095e-05,1.0689019127651642,3.814444646760586e-05,3.6381292906511535e-05,0.9346132345488148
2013-10-29,4.2024721372673885e-05,0.822034650910066,5.4031177766553774e-05,1.0822321258707197,3.9171009404994465e-05,3.634770101171142e-05,0.9320944464480134
2013-10-30,3.243679795796633e-05,0.8182542004359724,4.801658697038339e-05,1.0712791532118957,3.229258971315206e-05,3.550268770843755e-05,0.9955541775423965
2013-10-31,3.3498134377451295e-05,0.8201055171000369,5.1218863953755606e-05,1.064454182294363,3.3969958357426017e-05,3.561887490456402e-05,1.014085082311101
2013-11-01,3.528785039280735e-05,0.8212765897361826,5.2199616717387844e-05,1.070767757093493,3.52480992274995e-05,3.5790583725679075e-05,0.9988735169508667
2013-11-04,3.477448195487655e-05,0.8248696711716699,4.822969414395779e-05,1.0586943591323037,3.378103286296705e-05,3.522036562912396e-05,0.9714316637930479
2013-11-05,3.766596277267884e-05,0.8277759499575713,5.0484449536981546e-05,1.0569375031813435,3.609658807114032e-05,3.484164609590098e-05,0.9583344062911656
2013-11-06,3.8333959556374354e-05,0.823166383738838,5.119249054321922e-05,1.0564692300785987,3.6465535536230525e-05,3.9209027438486355e-05,0.9512593000627524
2013-11-07,4.0431492315281525e-05,0.8266511697873221,5.922521463505966e-05,1.0299763385952283,4.045158023775397e-05,3.629292672257841e-05,1.0004968385118165
2013-11-08,4.3778322206368926e-05,0.8307589166559438,6.54573057906861e-05,1.007875339917251,4.447168971556296e-05,3.2428033731435026e-05,1.0158381471525
2013-11-11,4.088414418239951e-05,0.8298719328757703,6.170636958106188e-05,1.0057693682006486,4.168247804975491e-05,3.245800034492843e-05,1.0195267354452555
2013-11-12,3.99781619662566e-05,0.8293907694993282,6.062326405650109e-05,1.004096010952856,4.083102357042094e-05,3.281138479161696e-05,1.0213331869755342
2013-11-13,4.4902541372157916e-05,0.8307276588063552,6.2134400723412e-05,1.0141492161359291,4.387935026687279e-05,3.2047785999250494e-05,0.9772130691489198
2013-11-14,4.545126757048379e-05,0.8309973825218046,6.128175179183352e-05,1.0240468085894006,4.385693138652885e-05,3.192743027723978e-05,0.9649220743627773
