Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AXP,Predicted_Covariance,Future_Cov_45_AXP,Beta_Predicted
2013-03-27,7.311742529462491e-05,0.6983587439853369,0.00015061642458253952,0.9759141928013292,7.328670349776901e-05,5.7923696097435696e-05,1.0023151554155796
2013-03-28,6.422356192814954e-05,0.6913732468520092,0.00014667100132479812,0.9809187561096852,6.710144813789227e-05,5.8577208329937135e-05,1.0448104422012963
2013-04-01,6.678777769649997e-05,0.6946464675139252,0.0001440975711583952,0.9846756010645122,6.814604540992318e-05,5.9009514324975164e-05,1.020337070048887
2013-04-02,6.451960799026473e-05,0.6991734095315828,0.0001423843369221063,1.0123058845627229,6.701343376297942e-05,6.540274202157066e-05,1.038652215200858
2013-04-03,6.836168011312682e-05,0.6974086515935278,0.00014425984969596175,0.9891362972603792,6.925743964239374e-05,6.267136259222909e-05,1.013103240408729
2013-04-04,6.901245142532413e-05,0.6911694194550236,0.00014325402424114546,1.0223026315907189,6.872292841825155e-05,6.764723234215964e-05,0.9958047714420656
2013-04-05,6.697476452894188e-05,0.7015764061744463,0.00014351137478684552,0.982748579550398,6.878183143968584e-05,6.431468596170533e-05,1.0269813104003236
2013-04-08,7.273438811092278e-05,0.7003098243517382,0.0001408239738130104,1.050038497059296,7.087587137857691e-05,7.114080778857548e-05,0.9744478948594225
2013-04-09,7.022991067372413e-05,0.7069946530120914,0.0001372889412162175,1.112217270522198,6.942165534553313e-05,7.728558207858642e-05,0.9884912949420367
2013-04-10,6.636144982931065e-05,0.7124341069201049,0.0001350550913720649,1.102511009514587,6.744629783468183e-05,7.849925953335982e-05,1.0163475633543502
2013-04-11,6.716170407401359e-05,0.7130687945180898,0.0001328817781337339,1.1583648863594422,6.736355527506745e-05,8.357817030834575e-05,1.003005450856807
2013-04-12,6.98842565011876e-05,0.7188257151251252,0.00013848215258275415,1.1612579263206628,7.071477802169293e-05,8.48462416703527e-05,1.011884243491826
2013-04-15,9.593981606210937e-05,0.6821908335835967,0.0001440034957161207,1.1832576858216797,8.018476075793534e-05,7.141703773309779e-05,0.8357818896173977
2013-04-16,8.836558039441448e-05,0.6843754070608917,0.00014817424368650475,1.2168469148473668,7.831091918241231e-05,7.464704761811706e-05,0.8862151850627383
2013-04-17,8.959564094882932e-05,0.6909133041188005,0.00015114698674000595,1.171901199874007,8.040197974786528e-05,8.328483765392028e-05,0.8973871819699933
2013-04-18,9.719405369416862e-05,0.701816767158785,0.00015357439498557635,1.2104523816793022,8.574385280635876e-05,8.490919917105562e-05,0.8821923723457493
2013-04-19,7.72897485213767e-05,0.7235381091638287,0.00015954148779499181,1.1725446401688313,8.034505947476912e-05,8.508924347772604e-05,1.03953061061581
2013-04-22,7.797978274745508e-05,0.71720810037082,0.000159574546548643,1.203645668114983,8.000516144506658e-05,8.925094068674054e-05,1.0259731256775988
2013-04-23,8.499754389235151e-05,0.6961580488901443,0.00015941024101411087,1.1976773943524996,8.103434875065984e-05,8.85782012776756e-05,0.9533728274935683
2013-04-24,7.773768893068322e-05,0.6864093688363505,0.0001581084880153849,1.2105664771135871,7.609858965715023e-05,9.035143655907752e-05,0.9789149986823698
2013-04-25,6.90805921567358e-05,0.6812065320715229,0.0001566062639131418,1.2085516398211538,7.085351399440687e-05,9.037366054218972e-05,1.0256645431418496
2013-04-26,7.034557142953508e-05,0.7175193661677693,0.0001553391108335343,1.2098249045646725,7.50053800128451e-05,9.117531369521006e-05,1.0662416764639937
2013-04-29,6.776168711759701e-05,0.7435940997401171,0.0001529693092334216,1.2380957260308605,7.570598128661702e-05,9.222552716613855e-05,1.1172387304234779
2013-04-30,5.8041023931509805e-05,0.7656676700691228,0.00015238199440682377,1.2335082348544184,7.200699197346028e-05,9.175651537725883e-05,1.24062235804852
2013-05-01,6.311211636341748e-05,0.7703635052707323,0.00015199684703068008,1.2791467857333456,7.545175781713479e-05,9.574632831353803e-05,1.195519373533002
2013-05-02,6.214021471172626e-05,0.776387395989652,0.00015183648042481145,1.2734214740923582,7.541416299004928e-05,9.389882135244123e-05,1.213612848618274
2013-05-03,7.476459886581012e-05,0.780560080908035,0.00015596717029899167,1.2730511364354808,8.428900694235223e-05,9.252452645351716e-05,1.1273919504822973
2013-05-06,7.535412832838797e-05,0.7875971353407092,0.00015992203427430773,1.278296220341621,8.645931807656782e-05,9.278258401274502e-05,1.1473733423042758
2013-05-07,7.392273390092128e-05,0.7907787635747737,0.00016297932962087037,1.244230952970378,8.679811054623119e-05,9.448681728077094e-05,1.1741734371264838
2013-05-08,6.958015556766957e-05,0.7904205914977017,0.0001639782699543968,1.2505634117794346,8.442947590883182e-05,9.452854671697078e-05,1.213413152356647
2013-05-09,7.111722928104653e-05,0.7880351318020714,0.0001666862896485431,1.2390510115832227,8.579913971269781e-05,9.36134839918691e-05,1.2064466034472487
2013-05-10,7.562958883543677e-05,0.7853302880602185,0.0001704258775232242,1.2338106993190214,8.915916374632606e-05,9.356517007648086e-05,1.1788926149040482
2013-05-13,7.357910230951406e-05,0.7826621967529405,0.00017401076730358793,1.2203533950113998,8.856041867971425e-05,9.265006334160754e-05,1.203608305890721
2013-05-14,7.590263764609063e-05,0.7802625697383481,0.00017998934497214978,1.1205857277688478,9.119953121592317e-05,8.32756561763502e-05,1.2015330961376731
2013-05-15,7.650099964197039e-05,0.7767751139684442,0.00018287327987585931,1.1026133030483751,9.187640330689341e-05,8.138338994917994e-05,1.200983042533835
2013-05-16,7.639729836462006e-05,0.7680763360845979,0.00018461892951338518,1.101706971302603,9.12182003301918e-05,8.070524844077129e-05,1.1939977235168222
2013-05-17,7.425705624970095e-05,0.7268312346480749,0.00018990522269583365,1.090671539272315,8.631194452325927e-05,7.79556133880515e-05,1.1623399698612058
2013-05-20,7.217439206379002e-05,0.7032565116564045,0.00019361958504542122,1.0714318283158066,8.313424784100017e-05,7.695288916978213e-05,1.1518524155703795
2013-05-21,7.13709588975209e-05,0.6899930423740602,0.00019619811857702352,1.070344688952937,8.164938099331122e-05,7.695752466805433e-05,1.1440140675502026
2013-05-22,7.35750525384875e-05,0.679011598268978,0.0001974270148292947,1.066566540148386,8.18362598110455e-05,7.523466164777406e-05,1.1122827233896506
2013-05-23,7.454058968752127e-05,0.6742442920775279,0.00019727897917562877,1.0739279233911827,8.17624876621407e-05,7.578431935087846e-05,1.096885441943699
2013-05-24,7.630250921850573e-05,0.6589501175633279,0.00019825528560116722,1.0773816963575626,8.10465135508918e-05,7.599227912576017e-05,1.0621736346677773
2013-05-28,7.438631671877e-05,0.6519159588695577,0.0002014901383050358,1.0641422744131357,7.981141996213175e-05,7.430158111629584e-05,1.07293146754224
2013-05-29,7.273626036607267e-05,0.6457164311458311,0.0002028239858417045,1.1195442136883431,7.84290543607425e-05,7.997374662695055e-05,1.0782662452814964
2013-05-30,7.309916508279677e-05,0.6482953677186445,0.00020345663020312325,1.1186791522316168,7.906150009668933e-05,7.971046984386754e-05,1.0815650220784223
2013-05-31,7.696255068093324e-05,0.6470685080231559,0.0002060832427864451,1.1746973137938876,8.149131573188867e-05,7.758583142455569e-05,1.0588437494714866
2013-06-03,7.835861755638394e-05,0.6436871052965746,0.00020954653149141223,1.1536439027925591,8.248185700761141e-05,7.674187169883173e-05,1.0526201147979741
2013-06-04,7.696792659140356e-05,0.6400350060266141,0.00021193149233096213,1.161587764150657,8.174409117638047e-05,7.687460582514177e-05,1.0620539593112848
2013-06-05,8.390672708275947e-05,0.6352795192255863,0.00021695896564360366,1.173146614981336,8.571405585360038e-05,7.180798999355447e-05,1.0215397362485406
2013-06-06,8.864935953499249e-05,0.634464209455315,0.00021428693847083482,1.149369538132984,8.744657001621967e-05,6.908411457284334e-05,0.9864320563049522
2013-06-07,8.584609796353898e-05,0.6323416728223514,0.00021839910480085165,1.099343253024966,8.658397310564517e-05,6.262194977916306e-05,1.0085953253509505
2013-06-10,7.344670994631798e-05,0.6209378198887137,0.0002111276581304002,1.1077165468131176,7.732267157056816e-05,6.32274826031904e-05,1.0527724336063946
2013-06-11,7.540176794643908e-05,0.6202731461369746,0.0002178605101841934,1.0561893982476114,7.9499244597934e-05,5.815874549391091e-05,1.054341917478719
2013-06-12,7.564969572692771e-05,0.6209805025686675,0.0002250238018488745,0.9922824027446192,8.102066179119524e-05,5.774065214033908e-05,1.0709978541573397
2013-06-13,7.668406692361186e-05,0.6217757774526594,0.00022321032873760785,1.0303297079512108,8.134736905747873e-05,5.524058588551594e-05,1.0608118781508051
2013-06-14,7.978958283363962e-05,0.6310178854320728,0.0002357434635688047,0.9772279571467092,8.654352813059468e-05,5.241981596620478e-05,1.0846469558693765
2013-06-17,6.406673037804978e-05,0.6131763324311635,0.000226725058975974,0.9517476279562942,7.390118894135176e-05,5.030574299592695e-05,1.153503362904117
2013-06-18,5.269216623890948e-05,0.6175120244945536,0.00020881868189173453,0.9383512657048668,6.477435848593895e-05,4.909829743349506e-05,1.2292976946942753
2013-06-19,5.313666894497608e-05,0.6113021646063977,0.00020727013747035965,0.9497770308788204,6.415366384622511e-05,4.7216927047656214e-05,1.2073331866673336
2013-06-20,6.610900161714408e-05,0.6010120530773962,0.0002084584597348253,1.051248676575102,7.055426032821113e-05,3.658293622339944e-05,1.0672413529523679
2013-06-21,6.524441916700448e-05,0.5954000714595016,0.00020453101175520012,1.0548484458349774,6.877967991503282e-05,3.701511041547357e-05,1.0541848757819303
2013-06-24,5.5679700730278476e-05,0.57555056156565,0.00018994787876222693,1.0808540623989722,5.9190110690624155e-05,4.057034208883678e-05,1.063046494760284
2013-06-25,5.683904438603972e-05,0.5712272031728897,0.00018519096277444644,1.036795364786785,5.860601069056086e-05,3.727018499305966e-05,1.0310871923271658
2013-06-26,5.616484134519195e-05,0.5716997303412159,0.0001794011197619877,1.0380735989412573,5.738690861535902e-05,3.535015201893917e-05,1.0217585813633157
2013-06-27,5.600093181678947e-05,0.5735933226733947,0.0001792340224286188,0.9956511420070504,5.746612847035568e-05,3.3542776126629055e-05,1.026163790601908
2013-06-28,5.651835513949762e-05,0.5749668623036112,0.00017620644933669794,1.0083833678180043,5.737840508671982e-05,3.387512020186708e-05,1.015217179358802
2013-07-01,4.0959150997653995e-05,0.5565243181804619,0.00017159842448988166,0.9974980500247694,4.665694162783243e-05,3.421255188794795e-05,1.1391090999543616
2013-07-02,4.708768430286185e-05,0.5523386551526628,0.00017133147330604392,0.989412431679922,4.9610965537824994e-05,3.389050133564256e-05,1.053586861879504
2013-07-03,4.5307854285029834e-05,0.5546881216548408,0.00016758852568604651,0.99002384732156,4.8334558227720174e-05,3.391104020264412e-05,1.0668030740023455
2013-07-05,5.048108536897671e-05,0.6264904979404851,0.0001697514487277186,0.8738715531715697,5.7994335284657454e-05,2.9488075423161212e-05,1.1488329710180525
2013-07-08,5.858594159480322e-05,0.6754213856659943,0.00016564015345367538,0.8879846210744436,6.65356381647013e-05,3.036379171822003e-05,1.1356929043639923
2013-07-09,6.185296409698371e-05,0.6676350029428971,0.00016154658387852025,0.8886464867032704,6.673724055918056e-05,2.963782344114664e-05,1.0789659240022587
2013-07-10,6.043816195282401e-05,0.7067543878589778,0.0001626384530245795,0.8765482885525465,7.007058686821694e-05,2.9437007722147696e-05,1.1593765363498592
2013-07-11,6.428746384905295e-05,0.732131437093073,0.00016115605085544014,0.9067698005101572,7.452045711789173e-05,2.6964835740341093e-05,1.1591755632616938
2013-07-12,6.999194674271863e-05,0.7544561691735131,0.00016318792468702814,0.903867101405636,8.063100265608913e-05,2.7491107823019957e-05,1.1520040005813568
2013-07-15,7.060701256657018e-05,0.770861607622389,0.00016255221320504026,0.969443717021911,8.258416426032827e-05,2.9586929795642136e-05,1.1696311918375772
2013-07-16,3.5042919617133015e-05,0.6796939073185837,0.000156236142756178,0.990336419232931,5.029262133547875e-05,3.2512023787451165e-05,1.4351721227842535
2013-07-17,3.792838595062833e-05,0.6227283180846034,0.00015616568448512913,1.0148096787423515,4.792626675921988e-05,3.3363839520251804e-05,1.263598899821518
2013-07-18,3.7451029819475974e-05,0.6054595447545597,0.00016353889795736774,1.0834239515900144,4.7383544590654206e-05,3.873065340612583e-05,1.2652133951737943
2013-07-19,4.0860668714576163e-05,0.5769474011081455,0.0001567739997734922,1.1066853384332274,4.6177027766589025e-05,4.007918545269987e-05,1.1301094480158707
2013-07-22,3.950888193740232e-05,0.5593498712181774,0.00015315779749630032,1.103419187846126,4.351114064236296e-05,4.0016119860150686e-05,1.1013002269034542
2013-07-23,3.3171208880188284e-05,0.6036347645695659,0.0001403250396951824,1.097357376669248,4.118342675199355e-05,3.9892321021334675e-05,1.2415413288296109
2013-07-24,3.471216593235655e-05,0.6300574378557608,0.00013236939414840255,1.1353583927201474,4.270854636193875e-05,4.127860493815243e-05,1.2303624742162362
2013-07-25,3.488954269695917e-05,0.6412221897084205,0.00012780220803341398,1.1329859972948193,4.281789964956944e-05,4.1615665102141866e-05,1.2272416414704477
2013-07-26,3.343176772700175e-05,0.6441993568045362,0.0001237707662517969,1.1345535943267686,4.143897428997184e-05,4.235395567089145e-05,1.239508919431231
2013-07-29,3.360094972876798e-05,0.6445408093017357,0.00012098710477390526,1.1165007654554993,4.109563908013556e-05,4.302992388869973e-05,1.223049926024885
2013-07-30,3.816574763863081e-05,0.6731649536292325,0.00011705567806660033,1.1268544659800273,4.499400241456084e-05,4.345605671348918e-05,1.1789105467180359
2013-07-31,3.750748633018741e-05,0.6943823174922982,0.00011576164850105881,1.1201731039096765,4.575515007408602e-05,4.535301674353064e-05,1.2198938012345708
2013-08-01,4.226173154810077e-05,0.693305072011636,0.00012074550192307756,1.017270131880793,4.95260282967125e-05,3.941635337217597e-05,1.171888289535505
2013-08-02,4.130983358011611e-05,0.6938050907672042,0.0001190426289453766,1.0628938886586865,4.865365368046866e-05,4.2761453001162046e-05,1.1777741390826468
2013-08-05,3.7225611971094185e-05,0.6918077074007049,0.00011968881658040462,1.0482893594142038,4.6177785881774535e-05,4.511112408411782e-05,1.2404842643723828
2013-08-06,4.1983018398946586e-05,0.6966279635829168,0.00011467283275015359,1.0612140698248906,4.833569903301621e-05,4.508847253565819e-05,1.1513154812668025
2013-08-07,4.81253999850549e-05,0.7045726895868432,0.00011194404987300873,1.155975433980854,5.1714637946556184e-05,6.114393645980065e-05,1.0745809481607613
2013-08-08,4.5117615842124565e-05,0.7044364748445027,0.00010940362649573511,1.1479880414496229,4.9491516925278296e-05,6.14443042554103e-05,1.0969444196355338
2013-08-09,4.7210405389653165e-05,0.7018707313609224,0.00010569337928990475,1.1480926624104986,4.957924271631326e-05,6.15975563661257e-05,1.0501761700012697
2013-08-12,4.729046229109182e-05,0.7009354548091878,0.00010119104459314438,1.156086294483037,4.848817600248259e-05,6.342932025915423e-05,1.0253267499061092
2013-08-13,5.1414947954433665e-05,0.7269792909242808,0.00010219263188549018,1.1403270711151967,5.269586427702039e-05,6.721240471059267e-05,1.0249133058293074
2013-08-14,5.361675369996386e-05,0.7432671271737973,9.879316666171004e-05,1.243669761003678,5.409518823783886e-05,7.350914220040646e-05,1.0089232283728382
2013-08-15,5.120699157562921e-05,0.7388556032051953,9.605286371364682e-05,1.2547086054294618,5.181784656889864e-05,6.882720352534734e-05,1.0119291326139954
2013-08-16,4.9139520575593413e-05,0.7412436228907099,9.631765360149594e-05,1.2698084169345822,5.099520883459387e-05,6.912811466914486e-05,1.0377636622674367
2013-08-19,5.1240075352845624e-05,0.7368822776170739,9.123016710937397e-05,1.2568340632520334,5.038163145750529e-05,6.732579622214166e-05,0.9832466308952712
2013-08-20,5.687877447837599e-05,0.7309892552218815,0.00010364046504980974,1.2607830396964186,5.6124280316259706e-05,6.822189448710268e-05,0.9867350488994251
2013-08-21,5.746511661394483e-05,0.7361156676603274,0.0001141763661739897,1.247485817343058,5.962608791011899e-05,6.60422757055251e-05,1.037604923186561
2013-08-22,5.43081375808944e-05,0.74224732527882,0.00012259657285506104,1.28936538308432,6.056479630896348e-05,6.680879578487971e-05,1.1152066523870297
2013-08-23,4.6628310947370826e-05,0.7650816082023871,0.00013091252275106085,1.2966762460035812,5.977549759919533e-05,6.706065108646667e-05,1.2819571711843407
2013-08-26,5.7057237442025364e-05,0.7605561471433813,0.00013986581033592242,1.3092776331681837,6.79426425103948e-05,6.741581642686206e-05,1.1907804435752758
2013-08-27,6.26349019454684e-05,0.7505316625258512,0.00014713688458754882,1.2853827045588206,7.205066565967586e-05,5.819678275553656e-05,1.1503277473381388
2013-08-28,6.352118414260544e-05,0.751385071177056,0.00014874751758026802,1.3183202011417985,7.303763770131191e-05,6.0175365004947856e-05,1.1498154306654922
2013-08-29,6.345432123592429e-05,0.7539133204685436,0.0001532298747112318,1.318507268900838,7.434020277302172e-05,6.020416333961947e-05,1.1715546132252133
2013-08-30,6.533098257867051e-05,0.7530695001264485,0.00015468250362861332,1.3088606973156427,7.570337648314302e-05,5.917624576796822e-05,1.1587668437709817
2013-09-03,6.741624909395761e-05,0.7538168008796404,0.0001599853446924,1.3004967076510063,7.82867395463894e-05,5.923688031015704e-05,1.1612443676194688
2013-09-04,5.29054408502055e-05,0.7394388395978335,0.00016170902020470646,1.2977074429873772,6.839424348908773e-05,5.815403102879905e-05,1.2927638894974272
2013-09-05,5.526096611110341e-05,0.7304868388153449,0.00016251627743195837,1.2901134495660844,6.922613185655572e-05,6.360081371660313e-05,1.252713022015848
2013-09-06,5.903493096893949e-05,0.725362529293229,0.00016428403746210967,1.249612209870111,7.143438839380177e-05,6.573410488065469e-05,1.210035943488883
2013-09-09,5.950680039687122e-05,0.7162020660931051,0.0001612414101822642,1.2829625976751309,7.015476321102967e-05,6.556785476322872e-05,1.178936907095383
2013-09-10,6.058865375686932e-05,0.7128740370760959,0.000164218310945939,1.2790253318454103,7.110812707257597e-05,6.454176911476733e-05,1.1736211759699973
2013-09-11,5.2548421709793746e-05,0.7156316187242776,0.00016479440627658763,1.259010664250647,6.659484187309715e-05,6.477447099243131e-05,1.267304320591716
2013-09-12,5.463125330927889e-05,0.7134258099238885,0.0001633112599303174,1.2651246501536662,6.738720809390833e-05,6.505643311803655e-05,1.2334918935945935
2013-09-13,5.629719144726608e-05,0.7170582596142829,0.00016462436052406583,1.2732811118823286,6.903111017078848e-05,6.571268417076544e-05,1.2261910123074315
2013-09-16,5.4138744378514925e-05,0.7162808639454264,0.0001629295416479755,1.283918449042956,6.72724672912534e-05,6.633107346966418e-05,1.2425937849779651
2013-09-17,5.7555509167455784e-05,0.7199735612595353,0.00016609547269710263,1.261598723445761,7.039452718101243e-05,6.515747602776552e-05,1.2230719213377466
2013-09-18,6.204530316157312e-05,0.719860098703812,0.00016542005646218028,1.2868942523341451,7.29283922595611e-05,6.360034322097845e-05,1.1754055269848092
2013-09-19,6.178297806302708e-05,0.7163282200097735,0.00016154808622318323,1.3191147680645403,7.156445835477665e-05,6.658168971631777e-05,1.158319987129321
2013-09-20,6.675064824066973e-05,0.666218291686255,0.00015546446528344452,1.37966146640944,6.786718956146047e-05,6.484259785987982e-05,1.016727048354123
2013-09-23,6.644616634370019e-05,0.6790976783987708,0.00015797716545518442,1.3530066753701886,6.95767868984956e-05,6.266393943271046e-05,1.0471151418819549
2013-09-24,6.687102886618699e-05,0.6900602900016894,0.00016012862357877203,1.3462643767619742,7.140695670460403e-05,6.196068763417152e-05,1.0678309862331221
2013-09-25,5.221698153901886e-05,0.716709216368684,0.00016229050844720653,1.3521468228261404,6.597743558119792e-05,6.167295245725215e-05,1.2635245017350656
2013-09-26,5.0374063840171386e-05,0.728007400179748,0.00016281933537791126,1.3509529630463455,6.593139683116316e-05,6.158984400031717e-05,1.3088361709381366
2013-09-27,5.122431082106018e-05,0.7382553892388456,0.0001622732757607301,1.3570956976172497,6.730823302625171e-05,6.124119533643575e-05,1.3139900166031877
2013-09-30,5.1567877421329924e-05,0.747128851344718,0.0001622321965869866,1.3712483604734254,6.833664602425759e-05,6.148312926388267e-05,1.3251785693236935
2013-10-01,5.3629225784131454e-05,0.7552504888620928,0.0001621999735046134,1.3923554731904144,7.043964656322154e-05,6.11770980486419e-05,1.3134563390259528
2013-10-02,4.9785428743887e-05,0.7651241874327976,0.0001630861998372419,1.3556719231623957,6.894323592240438e-05,6.040959752198941e-05,1.3848075162126572
2013-10-03,5.1677659876475144e-05,0.7591634812003668,0.00016147949901232462,1.37857422751205,6.934983384961923e-05,6.073136272049405e-05,1.3419693154718266
2013-10-04,4.988490741732951e-05,0.7540651438335135,0.00016140413563248357,1.3986675710975789,6.766292698901748e-05,6.053380821473154e-05,1.3563807269994466
2013-10-07,5.300164613196136e-05,0.7540533211863276,0.00016344097848092982,1.3602439937537538,7.018223799492791e-05,5.642100224261516e-05,1.3241520427533704
2013-10-08,5.7418241986777646e-05,0.7526971717061938,0.0001642467039506243,1.4121528436171036,7.309599148515856e-05,5.821754917650878e-05,1.2730447494716262
2013-10-09,4.671951297786224e-05,0.7609897909736323,0.0001628259057900213,1.4203861868651029,6.637273829293108e-05,5.9326549069859506e-05,1.4206641735409657
2013-10-10,5.493659376391755e-05,0.7787181959686799,0.00016220017312331764,1.3881704938376778,7.350837863257933e-05,4.549945836239834e-05,1.3380585434268362
2013-10-11,5.397060840252837e-05,0.7905286339111223,0.00015563713615248618,1.3897406229029905,7.245241692098701e-05,4.547519542111026e-05,1.3424421007192653
2013-10-14,5.390763459317086e-05,0.8019168182703904,0.00015119429675521006,1.388922635711707,7.239726576413314e-05,4.574109043112354e-05,1.3429872468064958
2013-10-15,5.553151341989191e-05,0.814760093974695,0.0001482974534987051,1.358620792379627,7.39377705607803e-05,5.008734155874293e-05,1.3314560689479624
2013-10-16,4.144281603770634e-05,0.7987252061833646,0.00014306576357555616,1.3982957326671897,6.150209045730135e-05,4.6770165482253295e-05,1.484022958317897
2013-10-17,4.1583055321708076e-05,0.7987614136656951,0.00015439555770063983,1.2388761638230488,6.400187175258781e-05,4.05867129104131e-05,1.5391334585069845
2013-10-18,4.3823960134694674e-05,0.8012253384285499,0.00014515391176899898,1.2638481191445636,6.390353120658388e-05,4.1005433834574064e-05,1.4581870513338786
2013-10-21,4.4710412594374516e-05,0.8002813058533644,0.00013884508592820307,1.262813341319628,6.305394560030259e-05,4.09829740409185e-05,1.4102742949913207
2013-10-22,4.4371990394003997e-05,0.7969934628161899,0.00013246244139332813,1.2600125029378726,6.110202336510991e-05,4.070976199213655e-05,1.377040399192159
2013-10-23,3.6244305626284386e-05,0.7922347701307031,0.00012188306566278897,1.2685129481244808,5.265571031359741e-05,4.001980210000186e-05,1.452799533712448
2013-10-24,4.040389782719303e-05,0.7893361085608935,0.00011465807713078402,1.2678061441137294,5.372493880202013e-05,3.990229780682869e-05,1.3296969275538966
2013-10-25,3.967999624918889e-05,0.7864226694068694,0.0001123739472501852,1.2471956676265483,5.2513946003094657e-05,3.92868725154288e-05,1.323436264290678
2013-10-28,4.081308187982178e-05,0.7810724304331449,0.00010923308859206317,1.2681734070763075,5.21516568920284e-05,4.316372496680922e-05,1.2778171725819234
2013-10-29,4.2024721372673885e-05,0.7788726787723415,0.00010697385321664449,1.2558806145320869,5.222250631010042e-05,4.217983553823067e-05,1.2426615716733231
2013-10-30,3.243679795796633e-05,0.7891808948682825,9.949073511752123e-05,1.2452187738870346,4.4831871695391845e-05,4.126712736400146e-05,1.3821300041233366
2013-10-31,3.3498134377451295e-05,0.7893556180267639,9.859054269426196e-05,1.1689654934946134,4.536288248937398e-05,3.911604310745457e-05,1.354191310424417
2013-11-01,3.528785039280735e-05,0.7840293503307122,9.618556092172513e-05,1.1684647137479292,4.5677240992095335e-05,3.9056120144496904e-05,1.2944183474946276
2013-11-04,3.477448195487655e-05,0.7811173416166735,9.436490622634873e-05,1.1835380735154537,4.474575810235417e-05,3.937363350019891e-05,1.2867411845391794
2013-11-05,3.766596277267884e-05,0.7749773353504386,9.416387328713786e-05,1.181538950426036,4.6153612030962996e-05,3.894909759125381e-05,1.2253400320472017
2013-11-06,3.8333959556374354e-05,0.7777754799549993,9.082923472601314e-05,1.213865152266525,4.589431743971701e-05,4.505050474427895e-05,1.197223505498416
2013-11-07,4.0431492315281525e-05,0.767884194645493,8.98811087276732e-05,1.137360504273561,4.629028181450685e-05,4.007678612797454e-05,1.1449065855284033
2013-11-08,4.3778322206368926e-05,0.7523628089959037,8.775117715784497e-05,1.2022842833156353,4.663192582091077e-05,3.8683072945642936e-05,1.0651830282825845
2013-11-11,4.088414418239951e-05,0.7535109417592867,8.617184565802406e-05,1.206280969984017,4.4724934803663826e-05,3.8928873137057885e-05,1.0939432804103495
2013-11-12,3.99781619662566e-05,0.7468362228769654,8.446150557107101e-05,1.0585317194070751,4.339764818355098e-05,3.4590209681878996e-05,1.0855338527114025
