Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AAPL,Predicted_Covariance,Future_Cov_45_AAPL,Beta_Predicted
2013-06-14,7.978958283363962e-05,0.3613130425550157,0.00021330372237264846,0.4499082656098627,4.713635036507406e-05,2.413368171926225e-05,0.5907582003950669
2013-06-17,6.406673037804978e-05,0.3387823354766619,0.0002180429207757106,0.4193297562937302,4.004128748699774e-05,2.2164168663024956e-05,0.6249934599552545
2013-06-18,5.269216623890948e-05,0.3085130865913179,0.00022459736883892364,0.4387980490850262,3.3562086280420364e-05,2.2959671835717746e-05,0.6369464130255686
2013-06-19,5.313666894497608e-05,0.30941263325016555,0.00025970335392677175,0.2977374504713101,3.6347453020079806e-05,1.4801629246867697e-05,0.684037101718179
2013-06-20,6.610900161714408e-05,0.27913637182477374,0.0002518042394519158,0.0979256271441744,3.601457112523421e-05,3.4077635979748144e-06,0.5447756015709445
2013-06-21,6.524441916700448e-05,0.27038136835291865,0.00027272076071900873,0.0740068801990973,3.606679455634961e-05,2.5969349937336642e-06,0.5527950898609482
2013-06-24,5.5679700730278476e-05,0.2484220366857941,0.00028292918725642403,0.157490141250458,3.1180095440217906e-05,5.911463099809266e-06,0.5599903561130718
2013-06-25,5.683904438603972e-05,0.2178159258664841,0.0002817349951962948,0.188038555342095,2.7563439632815263e-05,6.759512996924875e-06,0.484938477248311
2013-06-26,5.616484134519195e-05,0.1864269251005506,0.0002861348042273332,0.2942915440385872,2.3633402311806294e-05,1.00216890500471e-05,0.4207864163018678
2013-06-27,5.600093181678947e-05,0.1758038920067711,0.0002898101444707824,0.388046499717529,2.239664178080778e-05,1.307300952872823e-05,0.39993337707450627
2013-06-28,5.651835513949762e-05,0.1648028204860266,0.00029111961812923655,0.3909630690104976,2.1139520568219352e-05,1.3133815352269841e-05,0.3740292957224809
2013-07-01,4.0959150997653995e-05,0.20693855325275406,0.0002894219827931346,0.3697891967478768,2.2531112641006858e-05,1.2683164725009087e-05,0.5500873942015392
2013-07-02,4.708768430286185e-05,0.2146386124737663,0.0002802108582797014,0.3844522686702356,2.465494277718073e-05,1.3168704685403266e-05,0.5235964168168337
2013-07-03,4.5307854285029834e-05,0.2303006001580783,0.0002738371905107126,0.3844653630345866,2.565240172474818e-05,1.3168996300101852e-05,0.5661800173402604
2013-07-05,5.048108536897671e-05,0.1893136939342665,0.00027431627630955833,0.5434107643913196,2.2277792780710772e-05,1.8336948431348068e-05,0.44130970279021875
2013-07-08,5.858594159480322e-05,0.17590323503950225,0.0002727965003887756,0.4479440331072772,2.2237703280457326e-05,1.5317021263534623e-05,0.3795740526670973
2013-07-09,6.185296409698371e-05,0.20468334604723323,0.0002703479423014815,0.2933390273140488,2.6468193467938614e-05,9.783339528167945e-06,0.42792118137519214
2013-07-10,6.043816195282401e-05,0.22418340573360773,0.00026640973232886254,0.2730035371652355,2.84468465259745e-05,9.168242453564637e-06,0.47067689696088294
2013-07-11,6.428746384905295e-05,0.2486928188287156,0.0002659241835200878,0.1484014094880031,3.2516613484279136e-05,4.413049076213132e-06,0.5058002219628416
2013-07-12,6.999194674271863e-05,0.25254487229629957,0.00026416131477415304,0.0072379746048079,3.433975562585096e-05,2.2014291699717983e-07,0.490624382146127
2013-07-15,7.060701256657018e-05,0.2536397292528615,0.00026335271770881155,0.0358740151697452,3.458677761163846e-05,1.0948567200742871e-06,0.48984904408792435
2013-07-16,3.5042919617133015e-05,0.19635199939269027,0.0002775929335862906,0.190443485243928,1.93659886237582e-05,6.2521209986518765e-06,0.5526362767527474
2013-07-17,3.792838595062833e-05,0.15298681991181973,0.0002883976956000572,0.1688317200905379,1.6000446091797083e-05,5.550670764206553e-06,0.42185939872645745
2013-07-18,3.7451029819475974e-05,0.15604664628339993,0.0002972271427632938,0.2471309577038153,1.6463817936206146e-05,8.834531906649889e-06,0.4396092181060487
2013-07-19,4.0860668714576163e-05,0.16082865808108882,0.00030704108683227735,0.1235356250984791,1.801417679072275e-05,4.473906951136605e-06,0.4408683792366957
2013-07-22,3.950888193740232e-05,0.16592721971885357,0.0003146645382590274,0.1327399914746744,1.850073178838516e-05,4.813890738527662e-06,0.4682676623878557
2013-07-23,3.3171208880188284e-05,0.12772863405013124,0.0003309243150958119,0.1391064192184921,1.3382376885517364e-05,5.056946852114994e-06,0.40343349963076186
2013-07-24,3.471216593235655e-05,0.08557269739838104,0.00034879513995974865,0.2666899241633584,9.415888150297699e-06,9.696134798590279e-06,0.2712561402433487
2013-07-25,3.488954269695917e-05,0.07346028375978401,0.00035298963645654557,0.3008539358609377,8.152319983132384e-06,1.1050654349960458e-05,0.23366084370727241
2013-07-26,3.343176772700175e-05,0.07007447577406696,0.0003529555890532696,0.3397031870358341,7.612013670509914e-06,1.2681440345278749e-05,0.22768804009014273
2013-07-29,3.360094972876798e-05,0.06477450844138073,0.00035489233965280864,0.4532394202280813,7.073399948972744e-06,1.7467840917974076e-05,0.21051190535000688
2013-07-30,3.816574763863081e-05,0.09538998039820333,0.00035010624630846677,0.4526822465374949,1.1026548099716166e-05,1.7457254661199496e-05,0.2889121471985853
2013-07-31,3.750748633018741e-05,0.11033289065930191,0.00034699372433070097,0.5063239315524616,1.258707403267621e-05,2.0499793884714516e-05,0.3355883122070398
2013-08-01,4.226173154810077e-05,0.1264865653586869,0.0003324346750632156,0.4661552904087703,1.4992401420363743e-05,1.8062204990812364e-05,0.3547512340638465
2013-08-02,4.130983358011611e-05,0.13698470852444505,0.00032039683478862204,0.3955464117776544,1.5759517658404484e-05,1.5913290571604855e-05,0.3814955494274879
2013-08-05,3.7225611971094185e-05,0.14374319092170915,0.00031211039037380267,0.4641020165771793,1.5493955985326968e-05,1.99717410746228e-05,0.4162176298769266
2013-08-06,4.1983018398946586e-05,0.15549111247223987,0.00031820479166019204,0.4513963357733226,1.7971973021119824e-05,1.9178761257444328e-05,0.42807720136603533
2013-08-07,4.81253999850549e-05,0.15826350946871082,0.00032352333342021227,0.4085272600946313,1.9747893312844557e-05,2.1608560267844336e-05,0.41034242456119147
2013-08-08,4.5117615842124565e-05,0.15158759949545178,0.00032515147164209526,0.4329296643279392,1.8360293047127858e-05,2.3171898186821016e-05,0.4069428914722388
2013-08-09,4.7210405389653165e-05,0.16384850782520385,0.0003266229211683757,0.4191715646731301,2.034626444164061e-05,2.248942522445851e-05,0.4309699159266229
2013-08-12,4.729046229109182e-05,0.15444308980128846,0.0003333331997564201,0.4131861994996446,1.9390747312166216e-05,2.26696916136743e-05,0.4100350551197484
2013-08-13,5.1414947954433665e-05,0.1492707929722353,0.00035600741503603243,0.3569636269576316,2.0195242015718134e-05,2.1039914222657077e-05,0.3927893116534146
2013-08-14,5.361675369996386e-05,0.13873855780375152,0.00035653817827675083,0.4091461264382008,1.918229006899162e-05,2.4183253249495368e-05,0.3577667192671635
2013-08-15,5.120699157562921e-05,0.13315256167141037,0.0003505365830082035,0.4515150820273685,1.7839424148345423e-05,2.4767918472054223e-05,0.34837868032137403
2013-08-16,4.9139520575593413e-05,0.12297153251530532,0.000347596803191187,0.4600011065712808,1.607155614205581e-05,2.5042367666579553e-05,0.32705968543857183
2013-08-19,5.1240075352845624e-05,0.11211502789268855,0.0003428861202086842,0.4933416523775023,1.4860850388416567e-05,2.642721145695266e-05,0.2900239760789358
2013-08-20,5.687877447837599e-05,0.13371879105568824,0.0003373678289721144,0.4867760603691261,1.8523343904200855e-05,2.6339809454723057e-05,0.3256635550620558
2013-08-21,5.746511661394483e-05,0.14904473436750298,0.00033974760992197246,0.5125718476330441,2.0825574396035416e-05,2.7135708326023314e-05,0.3624037611538016
2013-08-22,5.43081375808944e-05,0.14559896027417146,0.00033737597522722385,0.5059922669946241,1.970823830313434e-05,2.6218118213711656e-05,0.36289659673521374
2013-08-23,4.6628310947370826e-05,0.13341679991439642,0.0003488546716431614,0.5124491233365778,1.7016006123131083e-05,2.6502507442050566e-05,0.3649286405063434
2013-08-26,5.7057237442025364e-05,0.1403682880156093,0.0003589545979150099,0.4754926630174841,2.0088343856762144e-05,2.4483520737109313e-05,0.35207354504629634
2013-08-27,6.26349019454684e-05,0.16427595179078144,0.00035782330890427163,0.2236996673423874,2.4593282968264858e-05,1.0128190535502132e-05,0.3926450302369184
2013-08-28,6.352118414260544e-05,0.1830435382300632,0.0003578159389132968,0.2314532864214659,2.759583477344123e-05,1.0564797520316872e-05,0.4344351438960649
2013-08-29,6.345432123592429e-05,0.20562720727843237,0.00037007457811826503,0.2287335056426481,3.1510537039377244e-05,1.0444166414367714e-05,0.49658614930605766
2013-08-30,6.533098257867051e-05,0.22217676669197087,0.00038302800139354125,0.2158441212032322,3.5145805352434226e-05,9.758750331559062e-06,0.537965356790895
2013-09-03,6.741624909395761e-05,0.22385235390320501,0.0003964218681923835,0.2225885659099489,3.659508500166716e-05,1.013878171289886e-05,0.5428229172267478
2013-09-04,5.29054408502055e-05,0.19495266029202893,0.0003769547916229407,0.1427600203695009,2.7531125666434118e-05,6.397490204054236e-06,0.5203836358605295
2013-09-05,5.526096611110341e-05,0.17976471811316366,0.0003645167681432993,0.2408026828028733,2.5513641584637107e-05,1.1871240142915346e-05,0.4616937303148367
2013-09-06,5.903493096893949e-05,0.16824187171734406,0.00035627721819600397,0.3045410267012942,2.4399596675207003e-05,1.601995533616466e-05,0.4133077870124817
2013-09-09,5.950680039687122e-05,0.17631030152260102,0.0003504577458443442,0.2604510282698016,2.5461197136997975e-05,1.3310766210545638e-05,0.42787037728778116
2013-09-10,6.058865375686932e-05,0.158797902837374,0.0003521023359993639,0.3290222024126765,2.3193958044611474e-05,1.6603013633132594e-05,0.382810255822557
2013-09-11,5.2548421709793746e-05,0.12735378503531491,0.0003907987061937445,0.3730572461809208,1.8250226294922264e-05,1.9193313017443675e-05,0.34730303406088536
2013-09-12,5.463125330927889e-05,0.12272842540291712,0.00037547075062444106,0.4070343735340823,1.7577366156578044e-05,2.0930905500375423e-05,0.3217456143110779
2013-09-13,5.629719144726608e-05,0.11897746369930959,0.000369925242174432,0.4018602111739638,1.716979281668472e-05,2.0739578158536433e-05,0.30498489134698253
2013-09-16,5.4138744378514925e-05,0.12188405567365516,0.00038111198787410365,0.5030353929577585,1.7507627237472997e-05,2.5988315405074514e-05,0.32338443453854715
2013-09-17,5.7555509167455784e-05,0.12419374105501466,0.0003771103804309114,0.4924919274982655,1.8296895306708154e-05,2.5435608298802977e-05,0.3178999816242432
2013-09-18,6.204530316157312e-05,0.1638115803977616,0.0003507089401955397,0.4485349501555305,2.41642029270301e-05,2.2167304519974693e-05,0.3894606311150375
2013-09-19,6.178297806302708e-05,0.18644520181097232,0.0003283463863128764,0.4861568332943147,2.6555332943337094e-05,2.4538534638167194e-05,0.42981633090342497
2013-09-20,6.675064824066973e-05,0.19989137479462535,0.0003113401294109755,0.4334577138011515,2.8816375159209538e-05,2.037204409166975e-05,0.4317018024351162
2013-09-23,6.644616634370019e-05,0.18563567415022458,0.0003436611466564835,0.5696186585666119,2.8051857334032573e-05,2.6381650416021555e-05,0.42217420323290317
2013-09-24,6.687102886618699e-05,0.1836701253298422,0.0003403297646986097,0.5551934495399026,2.770814755205918e-05,2.555231238177679e-05,0.4143520448519623
2013-09-25,5.221698153901886e-05,0.20375836644726394,0.0003033788202238638,0.5311061777587891,2.5645664762293053e-05,2.4224356037171456e-05,0.4911364848450588
2013-09-26,5.0374063840171386e-05,0.22661906904060852,0.0002453957595492126,0.5068205322303954,2.519610863301998e-05,2.3105909953992137e-05,0.5001801862355811
2013-09-27,5.122431082106018e-05,0.23426038037683616,0.00023149214507457534,0.5049828307171312,2.5509681470732332e-05,2.2788188210892315e-05,0.4979995057394579
2013-09-30,5.1567877421329924e-05,0.2340515052191645,0.00022410710964861433,0.3835581248830867,2.5161057118079203e-05,1.7197726139309606e-05,0.4879211318415034
2013-10-01,5.3629225784131454e-05,0.24825435190197842,0.00021820918568171444,0.3300858804934329,2.685555601429579e-05,1.450326203634451e-05,0.5007634479452466
2013-10-02,4.9785428743887e-05,0.22921125231299838,0.0002067212968159525,0.3201181589928785,2.3253036329094297e-05,1.4264667441905465e-05,0.46706510149216035
2013-10-03,5.1677659876475144e-05,0.22094256294941347,0.00019723669279539938,0.1497395698877061,2.230615229784704e-05,6.596589397201391e-06,0.4316401391077948
2013-10-04,4.988490741732951e-05,0.196592824060454,0.00021904925340884273,0.1691623872202597,2.0550535131276234e-05,7.321284711778724e-06,0.4119589710642058
2013-10-07,5.300164613196136e-05,0.18207664725997721,0.00024070518324816138,0.2264628264904647,2.0565612474704597e-05,9.393358617983762e-06,0.38801837255207444
2013-10-08,5.7418241986777646e-05,0.18886310628675632,0.0002622845857468706,0.176336711044529,2.317706603382574e-05,7.269674237643809e-06,0.40365335530758656
2013-10-09,4.671951297786224e-05,0.1604324023633786,0.00025397406240629434,0.1911983164161336,1.7475754017395774e-05,7.985952275395905e-06,0.37405685341104805
2013-10-10,5.493659376391755e-05,0.141621850388472,0.0002505237225590626,0.2124876524087959,1.6614434226172177e-05,6.964615035556497e-06,0.30242927505790446
2013-10-11,5.397060840252837e-05,0.13248511493424842,0.00024465601594699416,0.2089490348853273,1.5223821857649284e-05,6.837245769368227e-06,0.2820761578988628
2013-10-14,5.390763459317086e-05,0.1205224329073538,0.00023473954145726,0.2204955956678951,1.355770418423912e-05,7.261534027733337e-06,0.25149877724289244
2013-10-15,5.553151341989191e-05,0.1161057594244415,0.00021881201689187807,0.1160081277736125,1.2798500886826194e-05,4.27679213506663e-06,0.23047275499323328
2013-10-16,4.144281603770634e-05,0.10875142936228739,0.0001873042627697773,0.1267666043454288,9.581498445545767e-06,4.240086645726852e-06,0.23119805461163967
2013-10-17,4.1583055321708076e-05,0.11082178320080795,0.00018072229594969546,0.1073991115088652,9.607031167845536e-06,3.5184928348224477e-06,0.2310323542491181
2013-10-18,4.3823960134694674e-05,0.11251956900916886,0.00017772391640442117,0.1894578074550153,9.93017283348488e-06,6.146940815403062e-06,0.22659232079812278
2013-10-21,4.4710412594374516e-05,0.10964095222556729,0.00017930025591681497,0.1991258215432376,9.816746861154753e-06,6.462371047375201e-06,0.21956287789636503
2013-10-22,4.4371990394003997e-05,0.11150077468011256,0.00017518163573601467,0.1917964761552965,9.830523110564537e-06,6.196755093308476e-06,0.22154794101580214
2013-10-23,3.6244305626284386e-05,0.10121832372362065,0.0001715821879369755,0.2379143817867129,7.982062671674917e-06,7.505864634591171e-06,0.22022942731964829
2013-10-24,4.040389782719303e-05,0.09627084498924293,0.00017273239083591432,0.2294960960232835,8.042541451567535e-06,7.223045582751264e-06,0.19905360334206826
2013-10-25,3.967999624918889e-05,0.09039424916755871,0.0001712336311612185,0.2880869604757618,7.451112938790416e-06,9.074787528012475e-06,0.18778008173180527
2013-10-28,4.081308187982178e-05,0.09070733994564566,0.00017200462859922358,0.372494797252716,7.599975518332895e-06,1.2678284287044768e-05,0.18621420310065745
2013-10-29,4.2024721372673885e-05,0.08873774904920995,0.00017739774223374615,0.4732854028975135,7.66187166801004e-06,1.5895699181804893e-05,0.18231820266135274
2013-10-30,3.243679795796633e-05,0.09150302112036288,0.0001721121825059491,0.526672245506516,6.836915730803205e-06,1.7454162344948502e-05,0.21077653039806568
2013-10-31,3.3498134377451295e-05,0.1169543271781725,0.00017390773946712645,0.4807777807088437,8.926599702268192e-06,1.6087835355253043e-05,0.26648050311354005
2013-11-01,3.528785039280735e-05,0.1353223630472217,0.00017381054045701193,0.4846026174211411,1.0597910065566877e-05,1.619792007892909e-05,0.3003274483312542
2013-11-04,3.477448195487655e-05,0.147463777035096,0.00017272295115386177,0.4669995778873183,1.142853895000727e-05,1.5536019191902033e-05,0.3286472812114633
2013-11-05,3.766596277267884e-05,0.15557510647843834,0.00017251099305925973,0.4545031706299154,1.2540736157935155e-05,1.4982568574667579e-05,0.33294611991258133
2013-11-06,3.8333959556374354e-05,0.16871935912899869,0.000167465026380244,0.3865936218396523,1.3518198470679554e-05,1.434775334169175e-05,0.35264289489322226
2013-11-07,4.0431492315281525e-05,0.1925370421082882,0.00016785500008744287,0.3767624270938195,1.58613928799542e-05,1.327584978989546e-05,0.39230292951514956
