Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MSFT,Predicted_Covariance,Future_Cov_45_MSFT,Beta_Predicted
2013-04-18,9.719405369416862e-05,0.5258622476115246,0.00021871074371607394,1.0572778367112776,7.667025362007424e-05,7.416451549454258e-05,0.7888368753640558
2013-04-19,7.72897485213767e-05,0.5506176275961893,0.00022254691522217003,0.9010875237068138,7.221407412088369e-05,6.539013788710878e-05,0.9343292674954274
2013-04-22,7.797978274745508e-05,0.5586346460145233,0.00022502401867978796,0.8296233691693159,7.400027189225807e-05,6.151699630176453e-05,0.9489674026396684
2013-04-23,8.499754389235151e-05,0.5694158301750216,0.0002185374354712304,0.9131989497897434,7.760606194184713e-05,6.753865503553989e-05,0.9130388760425171
2013-04-24,7.773768893068322e-05,0.5665658800366159,0.0002159089254346016,0.911592747755782,7.340092405486565e-05,6.803733283029234e-05,0.9442128401876655
2013-04-25,6.90805921567358e-05,0.5694995031104505,0.00020756427860326416,0.9109854043228104,6.819423824683917e-05,6.812210829596196e-05,0.9871692774739742
2013-04-26,7.034557142953508e-05,0.5806330300476583,0.0001986968932871749,0.888043956853692,6.864606653112916e-05,6.6925127789798e-05,0.9758406270093589
2013-04-29,6.776168711759701e-05,0.5866552006790623,0.0001950323914579124,0.8571211661854998,6.74416835821726e-05,6.384680096597213e-05,0.9952775152296747
2013-04-30,5.8041023931509805e-05,0.5856232583036856,0.00018774277074316823,0.849125566995001,6.113183902161767e-05,6.3163585733496e-05,1.0532522495425842
2013-05-01,6.311211636341748e-05,0.6184708077945421,0.0001846169298666335,0.8250382514982986,6.675923318581983e-05,6.175552655897524e-05,1.0577879024275025
2013-05-02,6.214021471172626e-05,0.6221428898532337,0.00017951917530182018,0.8081673100507187,6.571007141033162e-05,5.959217699185085e-05,1.0574484126771404
2013-05-03,7.476459886581012e-05,0.6065825992443189,0.0001731707964815189,0.7925261059089422,6.902005145707024e-05,5.760028057992403e-05,0.9231648735379376
2013-05-06,7.535412832838797e-05,0.5915350114058323,0.0001681541721862538,0.7886294475927564,6.658674773463825e-05,5.724109702573071e-05,0.8836509586370359
2013-05-07,7.392273390092128e-05,0.5707692401752931,0.00016451090995335324,0.8772688615904672,6.294292521307321e-05,6.661974003566017e-05,0.8514691204120736
2013-05-08,6.958015556766957e-05,0.5566681903214935,0.00016051561621419145,0.8948148104000664,5.882985094329324e-05,6.763794847282688e-05,0.8454975483071289
2013-05-09,7.111722928104653e-05,0.5527820094021282,0.00015748464434363544,0.8942431918633975,5.8500613603198456e-05,6.75623682509857e-05,0.8225941054594694
2013-05-10,7.562958883543677e-05,0.572378913810768,0.00015537320082167067,0.8913739046700898,6.204653770139434e-05,6.759671563735482e-05,0.8204003043888294
2013-05-13,7.357910230951406e-05,0.587876714942119,0.0001533126963788515,0.8799637027443391,6.243851450665775e-05,6.680744539315756e-05,0.848590327237306
2013-05-14,7.590263764609063e-05,0.5989608209247903,0.00015175102496360097,0.8437194627874108,6.428248629910525e-05,6.27005057723461e-05,0.8469071470063219
2013-05-15,7.650099964197039e-05,0.5980719551199392,0.0001500176313978363,0.785571781879614,6.40705046985562e-05,5.798269845015282e-05,0.8375119932864968
2013-05-16,7.639729836462006e-05,0.5958538035129679,0.00014894750343043945,0.8145077608298439,6.35616745780295e-05,5.966654737328852e-05,0.8319885118799594
2013-05-17,7.425705624970095e-05,0.5435459537036841,0.00018457152755966638,0.766105094361111,6.363374520722106e-05,5.4757266876586535e-05,0.8569386994448401
2013-05-20,7.217439206379002e-05,0.4988891601896987,0.0002085724463286494,0.7551920747138118,6.121024283434564e-05,5.423976634957742e-05,0.8480880972332414
2013-05-21,7.13709588975209e-05,0.47107343019494075,0.00021760928316647815,0.745034807521793,5.870675622325215e-05,5.35678227492365e-05,0.8225580422360186
2013-05-22,7.35750525384875e-05,0.4651909476958335,0.00022976072177710024,0.7497736840342767,6.048315522698395e-05,5.288837339944688e-05,0.8220606461048042
2013-05-23,7.454058968752127e-05,0.46364840643920785,0.0002376259526852017,0.737924159914832,6.170667123351046e-05,5.207340173735688e-05,0.8278264431793284
2013-05-24,7.630250921850573e-05,0.4264344393815536,0.0002797308044279041,0.7387919042890093,6.230054254554337e-05,5.211011176112441e-05,0.8164940207553955
2013-05-28,7.438631671877e-05,0.396716423076143,0.00031610438485204064,0.7035301692556859,6.0833382785548056e-05,4.912257053930227e-05,0.8178034007993554
2013-05-29,7.273626036607267e-05,0.37857617606712235,0.0003409113796883611,0.6722129868597635,5.961417163998684e-05,4.801899776102452e-05,0.8195935746484082
2013-05-30,7.309916508279677e-05,0.3646359249729152,0.00036421404131275104,0.6706897608321523,5.949685438832024e-05,4.778939148794766e-05,0.8139197529948572
2013-05-31,7.696255068093324e-05,0.37872890518405583,0.00036607450106958126,0.7181383421695386,6.357010346630817e-05,4.7431248629595496e-05,0.8259874822737271
2013-06-03,7.835861755638394e-05,0.34675143099553285,0.0003839724421425228,0.6809963473842592,6.014668176025252e-05,4.530075025042909e-05,0.7675822217891122
2013-06-04,7.696792659140356e-05,0.32597457706164806,0.0004014149564405027,0.6325873473228543,5.729746384237022e-05,4.1865026884967634e-05,0.7444329915049276
2013-06-05,8.390672708275947e-05,0.3278680818721766,0.0003961365112672619,0.6864656036252822,5.9775052565848656e-05,4.201837568003215e-05,0.7123988104897824
2013-06-06,8.864935953499249e-05,0.3109805393898656,0.00038335432427606816,0.6859009939696742,5.732858161708352e-05,4.1226830258612445e-05,0.646689179908336
2013-06-07,8.584609796353898e-05,0.3103862918050236,0.0003811530116062937,0.6151467224684188,5.614518148742712e-05,3.5040636357423e-05,0.6540213570484404
2013-06-10,7.344670994631798e-05,0.2999073434389922,0.0003982216443749035,0.5965335338084319,5.12903548492448e-05,3.404960749174022e-05,0.698334273743954
2013-06-11,7.540176794643908e-05,0.2946821854507158,0.00041462102034148907,0.5315337993632457,5.210390874358423e-05,2.9268745747560955e-05,0.6910170697933201
2013-06-12,7.564969572692771e-05,0.29673858158930955,0.0004163354984795064,0.6155781878762011,5.2662240283863876e-05,3.5820332914326666e-05,0.6961328763827217
2013-06-13,7.668406692361186e-05,0.2904193977529141,0.0004232521650153746,0.7025192080109266,5.23212105185764e-05,3.7665198185462866e-05,0.6822957182317378
2013-06-14,7.978958283363962e-05,0.31198714864652793,0.0004088984710356562,0.7130169810864597,5.635306545768582e-05,3.824718547600876e-05,0.7062709624034672
2013-06-17,6.406673037804978e-05,0.3021433135893569,0.0004210632348321039,0.6795857632669765,4.9625275332444114e-05,3.592030675611987e-05,0.7745872942104515
2013-06-18,5.269216623890948e-05,0.2850589621671727,0.0004236412930577412,0.6755646889738023,4.2589924360406714e-05,3.534825096642956e-05,0.8082781066031981
2013-06-19,5.313666894497608e-05,0.29645478495677946,0.00042640673508990523,0.7588947335979408,4.4623913515281e-05,3.772746245504485e-05,0.8397950869199162
2013-06-20,6.610900161714408e-05,0.3066381223245428,0.0004311116211686246,0.6703497923163984,5.176679898727717e-05,2.3327842637172727e-05,0.7830521974461714
2013-06-21,6.524441916700448e-05,0.3073911446494903,0.000424178744924118,0.7052297316623317,5.113726398930539e-05,2.474683115743054e-05,0.7837798947739981
2013-06-24,5.5679700730278476e-05,0.2780963604076653,0.0004343697697816053,1.0442415372847862,4.324874878562316e-05,3.919607453478647e-05,0.7767417607922703
2013-06-25,5.683904438603972e-05,0.263947215572024,0.0004386706845129622,1.083836219410632,4.167827874664284e-05,3.896118537134865e-05,0.7332684635507256
2013-06-26,5.616484134519195e-05,0.26748632309816917,0.0004537578983671634,1.0290241215465483,4.270177697618563e-05,3.504198465785713e-05,0.7602937345400542
2013-06-27,5.600093181678947e-05,0.2907337302837114,0.00045064699135764563,1.0185617372683209,4.618609933254763e-05,3.4314617723905505e-05,0.8247380504961653
2013-06-28,5.651835513949762e-05,0.30054404550790037,0.00046037399299019406,0.8942440635501633,4.8479516066205755e-05,3.0040782215713206e-05,0.8577658699824059
2013-07-01,4.0959150997653995e-05,0.2782686652160656,0.00048449301732489435,0.7873667458486827,3.919977181269487e-05,2.7005391786504375e-05,0.9570455162740094
2013-07-02,4.708768430286185e-05,0.26218946270427257,0.0004989681205216624,0.779207624111841,4.018882414186079e-05,2.6690322640142925e-05,0.8534890754739924
2013-07-03,4.5307854285029834e-05,0.2533217705661307,0.000512486421000589,0.7798559384201721,3.8601167812788735e-05,2.671221117711914e-05,0.8519751910993266
2013-07-05,5.048108536897671e-05,0.24383626768397118,0.0005236304461765765,0.8465180759866545,3.9643782909575636e-05,2.8565054876964462e-05,0.785319543346008
2013-07-08,5.858594159480322e-05,0.23947768349774443,0.0005311538976139488,0.9282027697943244,4.224467195376764e-05,3.173901316016975e-05,0.721071827196081
2013-07-09,6.185296409698371e-05,0.2268408382872917,0.0005499254402949634,0.9635764752389944,4.183631337620771e-05,3.2136861927089325e-05,0.676383322723379
2013-07-10,6.043816195282401e-05,0.21868127257951167,0.0005659919549732109,0.9588730601442932,4.044569901624544e-05,3.2201709871155834e-05,0.6692079591668586
2013-07-11,6.428746384905295e-05,0.2196131305742915,0.0005848014740412223,0.8034287219058527,4.258196304453655e-05,2.389175676458928e-05,0.6623680651723803
2013-07-12,6.999194674271863e-05,0.21506999677371924,0.0005927998115890324,0.7643276477444148,4.380845060998724e-05,2.324701689394421e-05,0.6259070171461505
2013-07-15,7.060701256657018e-05,0.21460520352452894,0.0006005079678843352,0.7385754833813165,4.418995440799171e-05,2.2540948578958977e-05,0.6258578688105271
2013-07-16,3.5042919617133015e-05,0.21066847746725856,0.0006067649677654869,0.8051718133594677,3.071920321899439e-05,2.6433204556088708e-05,0.8766165477826027
2013-07-17,3.792838595062833e-05,0.20814915308600826,0.0006125717768334206,0.8026463581725899,3.172746113392239e-05,2.6388558215933335e-05,0.8365096573110775
2013-07-18,3.7451029819475974e-05,0.21078892680575018,0.0006123181833367791,0.9482884705333696,3.192039471879856e-05,3.389977859299894e-05,0.8523235508519642
2013-07-19,4.0860668714576163e-05,0.1662066091108879,0.0007696222629170318,1.0609863504421864,2.9474051311717248e-05,3.842417282075658e-05,0.7213306154532663
2013-07-22,3.950888193740232e-05,0.17420499119979385,0.0007482632776015589,1.051511400975064,2.995264503764952e-05,3.8133654661079825e-05,0.7581243398663202
2013-07-23,3.3171208880188284e-05,0.21898453086563893,0.0006660173210148833,1.038489874578624,3.25489399247863e-05,3.775230598060938e-05,0.9812406910568268
2013-07-24,3.471216593235655e-05,0.24044336784415707,0.0006073630546165731,1.0653452875713922,3.49122504410167e-05,3.873311505014936e-05,1.0057641032556153
2013-07-25,3.488954269695917e-05,0.2595326285441363,0.0005580401175931134,1.0408239421021774,3.621365122985302e-05,3.82304641965884e-05,1.0379514442019113
2013-07-26,3.343176772700175e-05,0.2678121874341759,0.0005287954985666604,1.0228057947368598,3.560851659448454e-05,3.818230492312858e-05,1.0651101935517666
2013-07-29,3.360094972876798e-05,0.2738726002086733,0.0005023294515203922,1.019825122008164,3.558104363481506e-05,3.930404594204874e-05,1.0589297005599754
2013-07-30,3.816574763863081e-05,0.29965817295124214,0.00046877375717434657,1.0143979056947918,4.008156403631599e-05,3.9119277822251806e-05,1.0501972715384729
2013-07-31,3.750748633018741e-05,0.31892390427274603,0.0004403497402617612,0.9832669133165476,4.098688603402373e-05,3.981002634982136e-05,1.0927654728233807
2013-08-01,4.226173154810077e-05,0.3243015893153797,0.000421231406347485,1.070100520603764,4.326962113329239e-05,4.146338218530386e-05,1.0238487527195728
2013-08-02,4.130983358011611e-05,0.32979319105822497,0.00040626123751556477,1.11115338849177,4.2723920784303165e-05,4.470298861068234e-05,1.0342312491151673
2013-08-05,3.7225611971094185e-05,0.332229436368489,0.00039339041487783106,1.0924994149846512,4.020415321843899e-05,4.701361912014397e-05,1.0800132244879588
2013-08-06,4.1983018398946586e-05,0.34870904368850403,0.0003793593096923206,1.094218058529444,4.4007369893626024e-05,4.6490733851811245e-05,1.0482183409359207
2013-08-07,4.81253999850549e-05,0.3564622781859016,0.0003680703137661782,1.078547424005601,4.744234530118116e-05,5.704847458148721e-05,0.9858067738847706
2013-08-08,4.5117615842124565e-05,0.35904045319485645,0.0003557606847374694,1.0550559528679746,4.548785213739821e-05,5.6470256338769296e-05,1.0082060252600487
2013-08-09,4.7210405389653165e-05,0.3610320769547977,0.0003454230059612339,1.057432040444107,4.6104178097319726e-05,5.673342566082393e-05,0.9765681467209794
2013-08-12,4.729046229109182e-05,0.3583601547045794,0.0003442055857883792,1.0361292254664696,4.572097172680677e-05,5.684780866757924e-05,0.9668116891176872
2013-08-13,5.1414947954433665e-05,0.3786921200685636,0.0003397558113396675,1.0025633797176363,5.005119091029585e-05,5.909242824490863e-05,0.9734754755495145
2013-08-14,5.361675369996386e-05,0.38697890198430374,0.0003356724878472005,1.019484563727227,5.1915306150211404e-05,6.02583082068863e-05,0.9682664944753341
2013-08-15,5.120699157562921e-05,0.40568063449580727,0.00033498155779124487,0.977088926175409,5.3132390585431964e-05,5.359833995975482e-05,1.0376003149288524
2013-08-16,4.9139520575593413e-05,0.40722259472850114,0.0003333227188477334,0.9817682249297484,5.211704482997193e-05,5.344726458445191e-05,1.060593270335189
2013-08-19,5.1240075352845624e-05,0.398310815423075,0.00033388711699841426,0.922196646562394,5.209869080818678e-05,4.940001653245446e-05,1.0167567172653167
2013-08-20,5.687877447837599e-05,0.39620229301285725,0.00032780365845431374,0.9706454149573378,5.4100215866306676e-05,5.252233492889825e-05,0.9511494641445614
2013-08-21,5.746511661394483e-05,0.3955096609635414,0.00032340369338334146,0.9841622104550752,5.3917746211513735e-05,5.2101844476488664e-05,0.9382691515922154
2013-08-22,5.43081375808944e-05,0.3864751437588679,0.0003208151520487985,1.008187389022693,5.10130697188068e-05,5.223948639367458e-05,0.9393264433496831
2013-08-23,4.6628310947370826e-05,0.3684300261885881,0.00031085425849579156,0.9455825824599008,4.435660205823235e-05,4.890301941692894e-05,0.9512804808284275
2013-08-26,5.7057237442025364e-05,0.3658456150175866,0.000306232270890403,0.9054833874147712,4.835915478199832e-05,4.6624108040258746e-05,0.8475551384893988
2013-08-27,6.26349019454684e-05,0.3841144814127734,0.00032120456147775167,0.7855280258425011,5.4482839494296396e-05,3.556544187673077e-05,0.8698479250710826
2013-08-28,6.352118414260544e-05,0.3781095243220392,0.0003550384308660448,0.7993546858192183,5.678251085011187e-05,3.6486932344605175e-05,0.8939145517601623
2013-08-29,6.345432123592429e-05,0.3719526641310234,0.00038718760997110573,0.7997408838227943,5.830140230770022e-05,3.651684896601085e-05,0.9187932542991765
2013-08-30,6.533098257867051e-05,0.3665168431098823,0.0004159262867213185,0.8028419533260792,6.041735614216547e-05,3.6298112427317155e-05,0.9247887259220672
2013-09-03,6.741624909395761e-05,0.36290350362066115,0.0004282200747832813,0.826502662991019,6.166048910970492e-05,3.764672300636356e-05,0.9146235505296219
2013-09-04,5.29054408502055e-05,0.3707259557086383,0.0003869386455255411,0.9948944960424384,5.304252818107773e-05,4.458410538206051e-05,1.002591176420973
2013-09-05,5.526096611110341e-05,0.37060348881352545,0.00035674426804900024,1.048375948407942,5.203520165768414e-05,5.168348831809101e-05,0.9416267090420787
2013-09-06,5.903493096893949e-05,0.37060364498826986,0.0003326683395880291,0.9971016823382942,5.193617380942451e-05,5.245114127871368e-05,0.8797532741547558
2013-09-09,5.950680039687122e-05,0.37247115352983273,0.0003155115122388757,0.9874542535389496,5.1036813208331414e-05,5.0465428375464684e-05,0.8576635421153455
2013-09-10,6.058865375686932e-05,0.3704496291295177,0.0002993169311441969,0.9595020302483818,4.988735260638401e-05,4.8418085990596e-05,0.823377802823816
2013-09-11,5.2548421709793746e-05,0.40280707983207675,0.000283300019483404,0.9885220484496264,4.9147364690234265e-05,5.08581814045157e-05,0.9352776561331887
2013-09-12,5.463125330927889e-05,0.42237665657685514,0.0002735417567423839,0.96916017744534,5.163358810029486e-05,4.983706882715394e-05,0.9451291151602613
2013-09-13,5.629719144726608e-05,0.42284304602506523,0.0002696205942801379,0.9523268287714824,5.209536535220587e-05,4.914857492379935e-05,0.9253634864006299
2013-09-16,5.4138744378514925e-05,0.42568424082543416,0.0002624875286431264,1.0128255229805334,5.074532041570237e-05,5.232560076292295e-05,0.9373198621104474
2013-09-17,5.7555509167455784e-05,0.42983747849173876,0.00025832554476500134,1.0328054259327766,5.2412081420347304e-05,5.334104539814425e-05,0.910635353217989
2013-09-18,6.204530316157312e-05,0.4490132369230714,0.0002512238289569871,1.0208916547171971,5.60588281322405e-05,5.0454075394057725e-05,0.9035144527581217
2013-09-19,6.178297806302708e-05,0.45602274787131014,0.00024751902658197173,1.0279250340904125,5.6393002821700054e-05,5.188402656719763e-05,0.9127595429953456
2013-09-20,6.675064824066973e-05,0.46034256678774926,0.0002411746727214274,0.9302767173831772,5.8408321733613635e-05,4.372200032568349e-05,0.8750225394519345
2013-09-23,6.644616634370019e-05,0.47632128077713415,0.0002389260944005224,0.9318902464854872,6.0015957823674033e-05,4.31601078004459e-05,0.903226794353113
2013-09-24,6.687102886618699e-05,0.4703950689476504,0.00024033001046862382,0.9218032744170316,5.9632877453456507e-05,4.242522177084134e-05,0.8917595327086343
2013-09-25,5.221698153901886e-05,0.4501556764058307,0.00024088501850351256,0.9282478728681764,5.0486295839283705e-05,4.233843985395768e-05,0.9668558838767439
2013-09-26,5.0374063840171386e-05,0.43934578034726135,0.0002411641113483372,0.9115789193712523,4.842462801499595e-05,4.155881438791971e-05,0.9613008029020516
2013-09-27,5.122431082106018e-05,0.42536025732042093,0.00024277047943004144,0.9468144301363032,4.74343452261901e-05,4.2726572315526646e-05,0.9260123653374389
2013-09-30,5.1567877421329924e-05,0.4221038419123957,0.00024101846198683015,0.9631059666110914,4.705806749924635e-05,4.318310989230459e-05,0.9125461402020361
2013-10-01,5.3629225784131454e-05,0.4222118681871888,0.00024076844083684656,0.9531977198923266,4.7976767211268185e-05,4.188145304300462e-05,0.8946011528188834
2013-10-02,4.9785428743887e-05,0.42683010116473863,0.00023620090528936953,1.027379505222634,4.6285711503124506e-05,4.578067993623658e-05,0.9297039851004153
2013-10-03,5.1677659876475144e-05,0.43439874687331936,0.00023340073025264303,1.0484536107621265,4.77079866036704e-05,4.618831199660576e-05,0.9231839583624059
2013-10-04,4.988490741732951e-05,0.44135186422918227,0.0002318767520524965,1.077124429051724,4.7467696276747594e-05,4.6617541550958263e-05,0.9515442392152822
2013-10-07,5.300164613196136e-05,0.44967230242039535,0.00023347236926319321,1.062308638885779,5.002171325864644e-05,4.406306395922549e-05,0.9437765976948036
2013-10-08,5.7418241986777646e-05,0.4613198773787463,0.0002338328506450705,1.0980671275598028,5.345395892925741e-05,4.5269021187591717e-05,0.9309577771741403
2013-10-09,4.671951297786224e-05,0.46216309014776485,0.00023248018942826466,1.1190170030785669,4.8165645751932027e-05,4.6738990956867615e-05,1.0309535070443698
2013-10-10,5.493659376391755e-05,0.48754306716348206,0.00023168259570882985,1.188525285008002,5.500352899500372e-05,3.8955774494514375e-05,1.0012184088328049
2013-10-11,5.397060840252837e-05,0.4931125008377602,0.0002280350718421973,1.1694008425361624,5.470480731801031e-05,3.826522083585601e-05,1.0136036805441597
2013-10-14,5.390763459317086e-05,0.4901204273646518,0.0002271016001807827,1.179510533339312,5.422980447923073e-05,3.884456670424292e-05,1.0059763313395442
2013-10-15,5.553151341989191e-05,0.4927619610815264,0.00022682519755782922,1.0561975510475865,5.5303495063096904e-05,3.893811120038144e-05,0.9958938926250599
2013-10-16,4.144281603770634e-05,0.4832994428030421,0.0002302575451559435,1.1544976341972542,4.7211506472573264e-05,3.8615611947324135e-05,1.1391963912302276
2013-10-17,4.1583055321708076e-05,0.47142546630198345,0.00023989132585015713,1.1448511670322905,4.7084559280076324e-05,3.7506368270176666e-05,1.1323015809157302
2013-10-18,4.3823960134694674e-05,0.45372302961823724,0.0002460369343450851,1.1377434607701975,4.7113653843708195e-05,3.6913980006481494e-05,1.0750660985201363
2013-10-21,4.4710412594374516e-05,0.44700467361839685,0.000252822900214929,1.1463601436882924,4.75252715669456e-05,3.7203636098131466e-05,1.0629575709378547
2013-10-22,4.4371990394003997e-05,0.4415954485294835,0.00025800864851868965,1.2185502880624834,4.724938668883164e-05,3.9370158698273744e-05,1.064847131473653
2013-10-23,3.6244305626284386e-05,0.441329691983604,0.00025787379256418945,1.1424899600594176,4.2666463092869635e-05,3.6043953804663994e-05,1.1771907988196606
2013-10-24,4.040389782719303e-05,0.4402913877840715,0.0002548977465962804,1.1526466720554316,4.4682228050428954e-05,3.6277826060353894e-05,1.1058890466839186
2013-10-25,3.967999624918889e-05,0.42899006046831173,0.0002630344800769305,1.0144867109390396,4.3826761669503385e-05,3.1956501386110415e-05,1.1045051868017568
2013-10-28,4.081308187982178e-05,0.45047073892602235,0.00024009481870103044,0.9956554897393,4.459207431537005e-05,3.388826755158011e-05,1.0925926752279058
2013-10-29,4.2024721372673885e-05,0.4472031659181001,0.00023750505760874066,1.021117047408696,4.467799980583778e-05,3.429509829724504e-05,1.0631361338397634
2013-10-30,3.243679795796633e-05,0.436191254497833,0.00022415284691319848,1.088950097823977,3.7193587593573225e-05,3.608831100391083e-05,1.1466479410751655
2013-10-31,3.3498134377451295e-05,0.44706683899849087,0.00021580714030721,1.0935702373704583,3.801155817153189e-05,3.659315932255034e-05,1.1347365719900726
2013-11-01,3.528785039280735e-05,0.45408761979950896,0.0002092620422382833,1.100677371313934,3.9020918955627233e-05,3.679031736994305e-05,1.1057890611432877
2013-11-04,3.477448195487655e-05,0.45567936205527926,0.0002054175066120237,1.085786651033233,3.851309498601243e-05,3.612166487403892e-05,1.107510243746754
2013-11-05,3.766596277267884e-05,0.4825164347260305,0.00019268428081127927,1.1690747253195377,4.110643273115536e-05,3.853821793307804e-05,1.0913416173440302
2013-11-06,3.8333959556374354e-05,0.4820649257222959,0.00019362487584549708,1.175524520391367,4.15315318911022e-05,4.362755853401391e-05,1.0834135678059935
2013-11-07,4.0431492315281525e-05,0.4891166406528434,0.00019442735328975414,1.2503679043706402,4.336616384811012e-05,4.405878953635008e-05,1.0725838044745977
2013-11-08,4.3778322206368926e-05,0.49483174901333765,0.0001917003686201024,1.3831167803604247,4.53313431651048e-05,4.4501294784853225e-05,1.0354746568727555
