Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_CB,Predicted_Covariance,Future_Cov_45_CB,Beta_Predicted
2013-05-01,6.311211636341748e-05,0.764139119861187,9.290621844992847e-05,0.8992834333947034,5.8512842657225584e-05,6.731290561885848e-05,0.9271253450017748
2013-05-02,6.214021471172626e-05,0.7681613849587356,9.31640867444983e-05,0.9260954528959784,5.8447119450234485e-05,6.828789466485832e-05,0.9405683537042098
2013-05-03,7.476459886581012e-05,0.7667702713145358,9.720121450775256e-05,0.9190315369462148,6.536557950640182e-05,6.679461281491581e-05,0.8742851630050479
2013-05-06,7.535412832838797e-05,0.7751039277565558,9.891886697896422e-05,0.9152095881655754,6.691955271258272e-05,6.642866430485786e-05,0.8880675046886886
2013-05-07,7.392273390092128e-05,0.7723552808304084,9.772181909670861e-05,0.885574021456544,6.564503765069433e-05,6.72504333332993e-05,0.8880223198817084
2013-05-08,6.958015556766957e-05,0.7773200529472089,9.594150403483445e-05,0.8780447205862892,6.351054367774895e-05,6.637031805642618e-05,0.9127680609449389
2013-05-09,7.111722928104653e-05,0.7748630607580062,9.541928989629352e-05,0.874661493012561,6.383082563540332e-05,6.60829206457058e-05,0.8975437637362356
2013-05-10,7.562958883543677e-05,0.7722343946579838,9.763803060105461e-05,0.8810155172603036,6.635971558054078e-05,6.681119458436856e-05,0.8774306009375986
2013-05-13,7.357910230951406e-05,0.7713626917036807,9.92370551677022e-05,0.8861983542378503,6.591326217308229e-05,6.728078439327663e-05,0.8958149814850277
2013-05-14,7.590263764609063e-05,0.7614427445023687,0.00010208499993448411,0.8838244084219976,6.702651718099153e-05,6.568088075024865e-05,0.8830591302177724
2013-05-15,7.650099964197039e-05,0.740502240691351,0.00010243925784866278,0.8874262344890613,6.55530863430568e-05,6.55005295989858e-05,0.8568918922608786
2013-05-16,7.639729836462006e-05,0.7281659635919351,0.00010375783160361114,0.8871308161117487,6.483056685821541e-05,6.498652979304573e-05,0.8485976369059504
2013-05-17,7.425705624970095e-05,0.7657480087604311,0.00010417051579091072,0.9462952557006544,6.734837908137799e-05,6.763633637452882e-05,0.906962684528034
2013-05-20,7.217439206379002e-05,0.7689010436966404,0.0001037120048129372,0.9595002685225604,6.652372083483853e-05,6.89136871526923e-05,0.92170808693536
2013-05-21,7.13709588975209e-05,0.7824699105617628,0.00010503800766651625,0.9668802495126988,6.774880662354656e-05,6.951845645697378e-05,0.9492489336009166
2013-05-22,7.35750525384875e-05,0.7815907659296326,0.00010658198283252937,0.970702638223786,6.921283012666011e-05,6.847250668224383e-05,0.9407105770050862
2013-05-23,7.454058968752127e-05,0.7804361833817625,0.0001051804982446634,0.9717021535492832,6.910371893915234e-05,6.857051084581166e-05,0.9270616080291205
2013-05-24,7.630250921850573e-05,0.7825929961288204,0.00010741834611634268,0.975832023933298,7.085077376272355e-05,6.882955204576225e-05,0.9285510330968255
2013-05-28,7.438631671877e-05,0.7788517973213157,0.00010902268366387032,0.9920474055700512,7.013903526293858e-05,6.926770277670302e-05,0.942902382545852
2013-05-29,7.273626036607267e-05,0.7666351688979068,0.00011087626761102808,0.992433185838704,6.884676237149423e-05,7.089367188720619e-05,0.9465260108919118
2013-05-30,7.309916508279677e-05,0.7527159346439491,0.00011430798459466989,0.9835976258427684,6.880588766387516e-05,7.008535801962151e-05,0.9412677639469784
2013-05-31,7.696255068093324e-05,0.7565617509827051,0.0001154032706585479,1.0433148225341995,7.130059698875914e-05,6.890834514846037e-05,0.9264323538905683
2013-06-03,7.835861755638394e-05,0.7640855543619081,0.00011806158701321574,1.078175163808752,7.349193464633884e-05,7.172159441019118e-05,0.9378921800586487
2013-06-04,7.696792659140356e-05,0.7677433684768559,0.0001181469027104282,1.0930853174890576,7.321197756685608e-05,7.234107099661427e-05,0.9512011146605711
2013-06-05,8.390672708275947e-05,0.7705447821340766,0.00012053878784405962,1.1210904228135108,7.749250220655517e-05,6.86216444178573e-05,0.923555296467734
2013-06-06,8.864935953499249e-05,0.7707377004588015,0.00012160982633060376,1.105738480382361,8.002556300113765e-05,6.64616220736296e-05,0.9027201484693098
2013-06-07,8.584609796353898e-05,0.7691228016380709,0.00012017669540517165,1.1203008534830612,7.812069447446131e-05,6.381575871897073e-05,0.9100086821376687
2013-06-10,7.344670994631798e-05,0.7645442128168887,0.00011993550403617889,1.1244341140003455,7.175673352434533e-05,6.41817065800182e-05,0.9769904407806987
2013-06-11,7.540176794643908e-05,0.762599471160819,0.000118168755183511,1.1194539587144108,7.198443404795641e-05,6.16423891255146e-05,0.9546783319336737
2013-06-12,7.564969572692771e-05,0.7597202809970102,0.00011949622916190168,1.073813249355579,7.223279391729526e-05,6.24849106698156e-05,0.9548325769614935
2013-06-13,7.668406692361186e-05,0.755243471206171,0.00012378906038781017,1.0661330534922902,7.358354073887583e-05,5.71601634431537e-05,0.9595675306602531
2013-06-14,7.978958283363962e-05,0.7561319120690989,0.0001234740665803709,1.0487861965200072,7.505135554051425e-05,5.625829573070725e-05,0.9406159660841376
2013-06-17,6.406673037804978e-05,0.7517835019001718,0.000124169348765459,1.042428040368644,6.705270038574581e-05,5.509876310712561e-05,1.046607185821349
2013-06-18,5.269216623890948e-05,0.7669552470801926,9.976908831158042e-05,1.030114573822345,5.5608483486459886e-05,5.3899721335288206e-05,1.0553463153199594
2013-06-19,5.313666894497608e-05,0.7632356755374917,0.0001048465455326592,1.0210307830785632,5.696825122990455e-05,5.075921445839074e-05,1.0721080632452917
2013-06-20,6.610900161714408e-05,0.755075269878967,0.00011294188853745484,1.0511114778620425,6.524512514875379e-05,3.657816177575275e-05,0.9869325440218679
2013-06-21,6.524441916700448e-05,0.7537612081998807,0.00011228254408150429,1.0588401206541698,6.451513193542075e-05,3.715518009539611e-05,0.9888222281553769
2013-06-24,5.5679700730278476e-05,0.743735735029171,0.00010903208894415221,1.1094422428829678,5.794877524878186e-05,4.1643412267579214e-05,1.040752275761954
2013-06-25,5.683904438603972e-05,0.7333472914937506,0.000105819914091265,1.1123664877853914,5.6874393504532654e-05,3.998677674293738e-05,1.0006219161295684
2013-06-26,5.616484134519195e-05,0.7302316257982645,0.00011189804365282234,1.021952458590915,5.789008044320202e-05,3.480116901553303e-05,1.0307174213741062
2013-06-27,5.600093181678947e-05,0.727268504426599,0.00011000750506182996,1.008739115862337,5.708257611184081e-05,3.3983700621622326e-05,1.0193147553078223
2013-06-28,5.651835513949762e-05,0.7267182812007941,0.00010662253500751875,1.0299264031243789,5.6413798675665015e-05,3.459882602031536e-05,0.9981500441126685
2013-07-01,4.0959150997653995e-05,0.7173688316329538,0.0001010895912570535,0.9951196936077424,4.616057358979357e-05,3.413097815221618e-05,1.1269904884609911
2013-07-02,4.708768430286185e-05,0.7098337808935576,9.686378148070842e-05,0.9875673251117624,4.793922842152109e-05,3.382730060699744e-05,1.018084221623264
2013-07-03,4.5307854285029834e-05,0.7070476597270694,9.310621863492325e-05,0.9876170292550768,4.5922421567653966e-05,3.3828600063011245e-05,1.0135642548587254
2013-07-05,5.048108536897671e-05,0.7041725668221033,9.100117216309036e-05,1.0059050323776868,4.772730775104707e-05,3.3943436373042054e-05,0.9454493183377158
2013-07-08,5.858594159480322e-05,0.7025556264782092,9.073290748578056e-05,0.968685576224698,5.122238985940191e-05,3.312328432145767e-05,0.8743119674284712
2013-07-09,6.185296409698371e-05,0.6977192343641745,8.810072081260908e-05,0.9898228727596288,5.1505153364052085e-05,3.3012222497711934e-05,0.8327030743958115
2013-07-10,6.043816195282401e-05,0.6938397632470126,8.691636584119158e-05,1.009656099534589,5.0288141867670786e-05,3.390715011011223e-05,0.8320594181359124
2013-07-11,6.428746384905295e-05,0.6964899075855188,8.588603284777598e-05,1.0918125000042578,5.1753442791723e-05,3.246749583554989e-05,0.8050316452557555
2013-07-12,6.999194674271863e-05,0.7000260930370203,8.663608472663905e-05,1.0995926693245233,5.4511442368655054e-05,3.344409879150653e-05,0.7788244920380923
2013-07-15,7.060701256657018e-05,0.7023596058519773,8.587443601037373e-05,1.1027084652360266,5.469094072553213e-05,3.3654102216705715e-05,0.7745822792596988
2013-07-16,3.5042919617133015e-05,0.6939521745915632,8.542239704422506e-05,1.1343258284312403,3.7967811022608e-05,3.7239091282982015e-05,1.0834659736526338
2013-07-17,3.792838595062833e-05,0.6879443259720394,8.563410277222905e-05,1.102417411141089,3.920657001503116e-05,3.62441139063879e-05,1.0336999329754408
2013-07-18,3.7451029819475974e-05,0.6863992815216612,8.395021494124217e-05,1.009831412558856,3.848749173257181e-05,3.609983920056056e-05,1.0276751245050366
2013-07-19,4.0860668714576163e-05,0.6857751232231828,8.334635821995188e-05,1.0230372294258212,4.002006373471039e-05,3.704982565434751e-05,0.9794275275880174
2013-07-22,3.950888193740232e-05,0.6878949157390939,8.25530979950155e-05,1.0054401322513418,3.9285850293535676e-05,3.64628540880386e-05,0.9943548986220361
2013-07-23,3.3171208880188284e-05,0.6794483283513075,9.03562231018206e-05,0.95845989119045,3.719770265987428e-05,3.4842969554272435e-05,1.1213851986591554
2013-07-24,3.471216593235655e-05,0.6797084040520441,9.133103444360773e-05,0.906653761086036,3.82712532911539e-05,3.296351412869278e-05,1.1025314111983946
2013-07-25,3.488954269695917e-05,0.6828003827408408,8.870138223395883e-05,0.9019104673936268,3.798451523123909e-05,3.312803869843646e-05,1.088707741490394
2013-07-26,3.343176772700175e-05,0.6839921446525051,8.750583143006551e-05,0.9155362443977588,3.6995532456145175e-05,3.41778314433235e-05,1.1065981541342516
2013-07-29,3.360094972876798e-05,0.6852580004525224,8.864448951230301e-05,0.8964396172398558,3.739863598593009e-05,3.4548770313569085e-05,1.1130231820176995
2013-07-30,3.816574763863081e-05,0.681933975601237,8.9602004992777e-05,0.8952031450405311,3.9878432543536694e-05,3.4522646726294045e-05,1.0448749208615613
2013-07-31,3.750748633018741e-05,0.6765753390231025,9.058145639903409e-05,0.957228726747142,3.943617573356093e-05,3.875580508050854e-05,1.0514214518774947
2013-08-01,4.226173154810077e-05,0.6759292466696079,9.258444215922944e-05,0.9586907030550292,4.2280867448993985e-05,3.714656544213278e-05,1.0004527950037123
2013-08-02,4.130983358011611e-05,0.676496304762821,9.22656023474878e-05,0.9496784970217246,4.176495925480172e-05,3.820666658254649e-05,1.01101736887424
2013-08-05,3.7225611971094185e-05,0.6683317791970497,9.427972921483246e-05,0.9671786753684574,3.9593345403416947e-05,4.1620681202411974e-05,1.0636049565595138
2013-08-06,4.1983018398946586e-05,0.6659085325435503,8.987021985625563e-05,0.9521304002716658,4.090339078827963e-05,4.0453765761038334e-05,0.9742841831807394
2013-08-07,4.81253999850549e-05,0.6665143951766055,8.720265472607305e-05,0.9723181337554648,4.317790464356871e-05,5.142960346858094e-05,0.8971957564399962
2013-08-08,4.5117615842124565e-05,0.661698837126764,8.382269801477708e-05,0.9850421319898376,4.069248950721698e-05,5.2722873651151715e-05,0.9019202089402957
2013-08-09,4.7210405389653165e-05,0.664121001824898,8.050537771823697e-05,0.9845808154201028,4.0942892886951715e-05,5.282480609841337e-05,0.8672429848680124
2013-08-12,4.729046229109182e-05,0.6601731140332228,7.825541779134774e-05,0.989156773006334,4.016075053210212e-05,5.427063882768902e-05,0.8492357356309301
2013-08-13,5.1414947954433665e-05,0.6756749048194661,7.93234282767484e-05,1.0188048944823238,4.31502411579086e-05,6.004972487596152e-05,0.8392547862958135
2013-08-14,5.361675369996386e-05,0.6855332247321476,7.865341650890489e-05,1.0426307799423014,4.45181964615772e-05,6.162640330134437e-05,0.8303038395554189
2013-08-15,5.120699157562921e-05,0.7104976579142271,7.767332286071218e-05,1.0495122368447922,4.4808790750133465e-05,5.757113007361132e-05,0.8750522022750342
2013-08-16,4.9139520575593413e-05,0.7101770494798659,7.431298293080641e-05,1.0508949272176755,4.291552580530563e-05,5.7210508345266864e-05,0.8733403440370741
2013-08-19,5.1240075352845624e-05,0.7101198168110417,7.288677836896064e-05,1.0391132233425322,4.339711805490787e-05,5.566297665856871e-05,0.8469370459756321
2013-08-20,5.687877447837599e-05,0.7334715833204717,7.577762100115607e-05,1.0663962694501106,4.815361446524922e-05,5.770348385506758e-05,0.8466007734318559
2013-08-21,5.746511661394483e-05,0.7499270592111001,7.843865844127618e-05,1.0842460962186,5.0348466685842606e-05,5.740031559766934e-05,0.8761570436563726
2013-08-22,5.43081375808944e-05,0.7580262279646586,7.984043036988107e-05,1.0552759466744217,4.991466055649656e-05,5.467939200400915e-05,0.9191009447183941
2013-08-23,4.6628310947370826e-05,0.736164142497278,7.523468650341816e-05,1.0594465638977455,4.3602215753161234e-05,5.47917620803755e-05,0.9351017625831411
2013-08-26,5.7057237442025364e-05,0.7403782292460658,8.216708771085776e-05,1.0518771223487209,5.069416304239529e-05,5.416204568643087e-05,0.8884791012516956
2013-08-27,6.26349019454684e-05,0.7510331381263745,9.5406006010207e-05,1.0603651704013377,5.805707592388051e-05,4.800892469186027e-05,0.9269125379078031
2013-08-28,6.352118414260544e-05,0.7490561100321994,0.00010344948248978819,1.081738026839217,6.072084475093444e-05,4.937645690963694e-05,0.9559148742349605
2013-08-29,6.345432123592429e-05,0.758247443383303,9.976071788214912e-05,1.082404661326843,6.0328334934720233e-05,4.9423517463359255e-05,0.9507364314940573
2013-08-30,6.533098257867051e-05,0.7584689723915009,0.00010427880533208839,1.077688575311888,6.2603042129727e-05,4.872448544354773e-05,0.958244307045917
2013-09-03,6.741624909395761e-05,0.75661727417683,0.00011136121483860661,1.0652402420982174,6.555797422012579e-05,4.85210830227402e-05,0.9724358014750724
2013-09-04,5.29054408502055e-05,0.7573558903080462,0.00011041990772384666,1.1099397756905878,5.788604344478693e-05,4.973961774236084e-05,1.0941415951656717
2013-09-05,5.526096611110341e-05,0.7592496974500217,0.00010875124523749534,1.0486359082910834,5.885874305873534e-05,5.1696303981788466e-05,1.0651052126088154
2013-09-06,5.903493096893949e-05,0.7583634901222703,0.00010742240346255556,1.0168457831268205,6.0391995359026895e-05,5.348975212274651e-05,1.0229874816115463
2013-09-09,5.950680039687122e-05,0.7544582893928706,0.00010740726650712466,1.0010435485273137,6.0316393564273534e-05,5.115993102249902e-05,1.0136050529015652
2013-09-10,6.058865375686932e-05,0.7588792337381582,0.0001027991961141686,1.0366672723399533,5.989122270233784e-05,5.231197387127872e-05,0.9884890815146654
2013-09-11,5.2548421709793746e-05,0.7273724389072398,0.00011125801477903285,1.0200090386464633,5.561633066286657e-05,5.247814634290456e-05,1.0583825137511418
2013-09-12,5.463125330927889e-05,0.724744114974615,0.00011151835001907202,1.0105896048063994,5.6568992897589604e-05,5.1967491920171425e-05,1.0354694331711698
2013-09-13,5.629719144726608e-05,0.7190070826443992,0.00011066765219744356,1.0080639573578367,5.675274620058695e-05,5.20251088590005e-05,1.008091962345006
2013-09-16,5.4138744378514925e-05,0.7301966816191764,0.00010674257359508614,1.0032332208578267,5.5508920212715175e-05,5.183003369842673e-05,1.025308600151872
2013-09-17,5.7555509167455784e-05,0.7299556950230185,0.00010509638791356971,0.9993955046967842,5.6771954537486924e-05,5.1615531491409904e-05,0.9863861054953205
2013-09-18,6.204530316157312e-05,0.7382854011625064,0.00010668645866653067,0.9834219420942965,6.00666464805671e-05,4.8602263111202455e-05,0.9681094848412075
2013-09-19,6.178297806302708e-05,0.7318513244023748,0.00010425667191101303,1.0902407873139526,5.873665509034697e-05,5.502938453453794e-05,0.9506931671443153
2013-09-20,6.675064824066973e-05,0.729047771249058,0.00010018392446559709,1.1540719016472702,5.961873412988181e-05,5.424013212071004e-05,0.8931558823957219
2013-09-23,6.644616634370019e-05,0.729150360810049,9.880410815326461e-05,1.1490192235619143,5.9079874048654676e-05,5.3216345745377464e-05,0.889138942088208
2013-09-24,6.687102886618699e-05,0.7263617043963774,9.634156851308007e-05,1.1595084184412714,5.830137507356232e-05,5.336540145036765e-05,0.8718480343741521
2013-09-25,5.221698153901886e-05,0.7548468574140313,8.88215778355503e-05,1.1817258047860473,5.14072029729765e-05,5.389985624767374e-05,0.984492045649225
2013-09-26,5.0374063840171386e-05,0.7535693200052859,8.831615166554022e-05,1.1975651921410178,5.026281075371038e-05,5.459690705874312e-05,0.9977914609626495
2013-09-27,5.122431082106018e-05,0.7609549842407536,9.112228052889699e-05,1.2165257941384764,5.1988743137913976e-05,5.489774517851212e-05,1.0149232328283373
2013-09-30,5.1567877421329924e-05,0.7630165996271598,9.515919818072637e-05,1.2068174661817703,5.3450158962964114e-05,5.411048531394247e-05,1.0365010474690515
2013-10-01,5.3629225784131454e-05,0.7657330516657795,9.692485960037517e-05,1.2248387138604322,5.520720329977298e-05,5.381677275266071e-05,1.0294238354660052
2013-10-02,4.9785428743887e-05,0.7655956299535019,9.955327390284512e-05,1.2393698854740338,5.389870676984479e-05,5.5227105233329834e-05,1.082620118571598
2013-10-03,5.1677659876475144e-05,0.7649379587848648,0.00010789193983293954,1.2170765616171944,5.711788700877506e-05,5.361678511543133e-05,1.1052723197084322
2013-10-04,4.988490741732951e-05,0.7613093193483556,0.00010655426397617798,1.2230019930756808,5.5504877456089723e-05,5.293106784264788e-05,1.1126587244463422
2013-10-07,5.300164613196136e-05,0.7653318196745964,0.00010767811657143775,1.255375285271009,5.7817348949374474e-05,5.207119613161206e-05,1.0908594952961115
2013-10-08,5.7418241986777646e-05,0.772599561800767,0.00010994565067474228,1.2532307750359686,6.1385872080971e-05,5.166581266677187e-05,1.069100515043756
2013-10-09,4.671951297786224e-05,0.7715046817321464,0.00010819442741128608,1.249506122994,5.4851709302684506e-05,5.2189247547176704e-05,1.1740642358295914
2013-10-10,5.493659376391755e-05,0.7681225631900479,0.00011831571663636282,1.296395104445904,6.192736566881096e-05,4.2491376482787135e-05,1.1272516445947722
2013-10-11,5.397060840252837e-05,0.7622665578661376,0.00011863843497165909,1.2602123205750793,6.0995560750729746e-05,4.123676073491507e-05,1.1301625561788604
2013-10-14,5.390763459317086e-05,0.7584645564750074,0.00011733807279447963,1.2606912278390674,6.0322579456964334e-05,4.151807305578406e-05,1.1189988192248772
2013-10-15,5.553151341989191e-05,0.7539874794829081,0.00011778701358486594,1.1890022702991,6.097932241344173e-05,4.3834131761138994e-05,1.098103016792594
2013-10-16,4.144281603770634e-05,0.7386262222250451,0.00012031420644255072,1.1418106443371006,5.2156423866307606e-05,3.819125778434649e-05,1.258515440139338
2013-10-17,4.1583055321708076e-05,0.727152131868373,0.0001188064405433667,1.1200238675538756,5.110971650433977e-05,3.669300329819925e-05,1.2290995961919706
2013-10-18,4.3823960134694674e-05,0.7283464798209822,0.0001167113507211796,1.1456635859267918,5.208952331707205e-05,3.717094772526874e-05,1.1886083128264273
2013-10-21,4.4710412594374516e-05,0.7280667843432143,0.00011674038073204562,1.1498907628943102,5.260004427798633e-05,3.7318217778997504e-05,1.1764607219170349
2013-10-22,4.4371990394003997e-05,0.7318012743807605,0.0001150649654612436,1.161697334416765,5.229006387148059e-05,3.753329580519067e-05,1.1784475613369503
2013-10-23,3.6244305626284386e-05,0.7189918884040585,0.00011839584585545516,1.1198797983127875,4.709904648665068e-05,3.533063495373141e-05,1.2994881726329566
2013-10-24,4.040389782719303e-05,0.7160343620185762,0.00011737306396888918,1.1159769532800474,4.930939991679983e-05,3.5123701633791034e-05,1.2204119545023977
2013-10-25,3.967999624918889e-05,0.7249505918903446,0.00011360862086642075,1.1460274076569243,4.86743167430396e-05,3.6100055374219326e-05,1.2266714048400287
2013-10-28,4.081308187982178e-05,0.7264960708297916,0.00011225320730788054,1.199202640717363,4.9173638515693516e-05,4.081622645181431e-05,1.2048499219071531
2013-10-29,4.2024721372673885e-05,0.731177300858639,0.00010946392665282601,1.2032498979483326,4.959188694129551e-05,4.0412187448058315e-05,1.1800646219998996
2013-10-30,3.243679795796633e-05,0.7324141870977536,0.00010209362307263641,1.220259017355368,4.2147812958413954e-05,4.043994946292338e-05,1.2993826644982582
2013-10-31,3.3498134377451295e-05,0.7322475200401417,0.00010119618977555933,1.151774056651798,4.2633432516353424e-05,3.854078148650419e-05,1.27271065415068
2013-11-01,3.528785039280735e-05,0.7363525897533802,9.95555518382654e-05,1.1560347894659055,4.364466479698523e-05,3.864064793516621e-05,1.2368184604943018
2013-11-04,3.477448195487655e-05,0.7396575719660906,9.767681002342303e-05,1.15131308275879,4.310789098192764e-05,3.830158097903963e-05,1.2396415002778343
2013-11-05,3.766596277267884e-05,0.744392834474437,9.637891312353367e-05,1.1606995460922749,4.4850545810554894e-05,3.826213251672395e-05,1.1907447071308481
2013-11-06,3.8333959556374354e-05,0.7251088852588692,9.687395237747512e-05,1.1560636238203594,4.4187413044998936e-05,4.2905301031470744e-05,1.1526962921744732
2013-11-07,4.0431492315281525e-05,0.7268219534865082,9.614177823365074e-05,1.2365199293119675,4.531521006171986e-05,4.357083313849147e-05,1.1207899453316117
2013-11-08,4.3778322206368926e-05,0.7277249024515031,9.562664342572342e-05,1.28455431013614,4.708539837374022e-05,4.1330082053972116e-05,1.0755414095538403
