Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_TWX,Predicted_Covariance,Future_Cov_45_TWX,Beta_Predicted
2013-03-20,6.839791392936718e-05,0.6361654525422997,0.00012083664961328885,0.7582021101491478,5.783501419707951e-05,4.293604635483643e-05,0.8455669314243164
2013-03-21,6.814178529168062e-05,0.6394506719722188,0.00011682287884916749,0.7795335896890921,5.705290388762661e-05,4.24576301178431e-05,0.8372675245212888
2013-03-22,6.79733209422515e-05,0.6428755887815768,0.00011279251570427787,0.7868073338583751,5.629065743774276e-05,4.2455931471935e-05,0.8281286931024887
2013-03-25,7.243408887933498e-05,0.6456081841984521,0.00011007014122499098,0.827661322988603,5.764681134182327e-05,4.5256545757581734e-05,0.795851956360696
2013-03-26,7.339742545776695e-05,0.6486634502803004,0.00010837428084652213,0.8309118224035283,5.7852609810072794e-05,4.471410202737773e-05,0.7882103418376891
2013-03-27,7.311742529462491e-05,0.6475460234297378,0.00010730935223713524,0.878844441503913,5.735877563184085e-05,5.2162289186992535e-05,0.7844747732939862
2013-03-28,6.422356192814954e-05,0.6474317052951574,0.00010567462123837611,0.8663163629758724,5.333674490528266e-05,5.1733534258159096e-05,0.8304856240292843
2013-04-01,6.678777769649997e-05,0.6456277942880133,0.00010570569514418456,0.8732717909924237,5.424752245562581e-05,5.233332094799014e-05,0.8122372734445492
2013-04-02,6.451960799026473e-05,0.6508999541418395,0.00010655359314474311,0.9422357760081188,5.3968972611727324e-05,6.087567436039658e-05,0.8364739695856588
2013-04-03,6.836168011312682e-05,0.6546084783747722,0.00010708582345102233,1.0277840360732706,5.6008504950875265e-05,6.512007108591301e-05,0.8192967881741763
2013-04-04,6.901245142532413e-05,0.6548707460424429,0.00010736619003837925,1.068901612801827,5.63706559747103e-05,7.073075380780514e-05,0.8168186292542722
2013-04-05,6.697476452894188e-05,0.6721958061030905,0.00010903134436706948,1.0753871119404104,5.7441672920914847e-05,7.037729265745122e-05,0.8576614389751608
2013-04-08,7.273438811092278e-05,0.6877619475974397,0.0001106831026014741,1.0764215381268043,6.170902727303789e-05,7.292827639921995e-05,0.8484161189192823
2013-04-09,7.022991067372413e-05,0.6857650740330259,0.00011201170309287671,1.078433266149427,6.08230397478301e-05,7.493800439561342e-05,0.8660560602220227
2013-04-10,6.636144982931065e-05,0.6977199541773018,0.00011405498160179489,1.1467333905792008,6.0701050324222105e-05,8.164791214400615e-05,0.9147034984972789
2013-04-11,6.716170407401359e-05,0.7144983457774783,0.00011646851384406904,1.14486340156125,6.319261798574072e-05,8.260401319328922e-05,0.940902540473082
2013-04-12,6.98842565011876e-05,0.7441375842496497,0.00013503452043039918,1.1474281917603664,7.228785161835031e-05,8.383578484233569e-05,1.0343939427490634
2013-04-15,9.593981606210937e-05,0.7636011421908067,0.00013837418793400825,1.277208164630898,8.798194379734758e-05,7.708753957775847e-05,0.9170534967503998
2013-04-16,8.836558039441448e-05,0.7615380812332592,0.00014087084585555666,1.2452879257917344,8.496572229641927e-05,7.639175146900206e-05,0.9615250860932487
2013-04-17,8.959564094882932e-05,0.7617985972758057,0.0001465305618895141,1.2769873179169524,8.728662800541887e-05,9.075311252370325e-05,0.9742285124704986
2013-04-18,9.719405369416862e-05,0.7602058616312023,0.00014674471178230595,1.2474431844426033,9.078880329215665e-05,8.750398066503647e-05,0.9340983305196142
2013-04-19,7.72897485213767e-05,0.7828456017455577,0.00014695332342656958,1.1823438862475124,8.343086939642034e-05,8.580035536798821e-05,1.0794558268402845
2013-04-22,7.797978274745508e-05,0.8001122871832671,0.00015062461755073613,1.169624424368695,8.671414152282153e-05,8.672824809694848e-05,1.1120079906307705
2013-04-23,8.499754389235151e-05,0.8110323468931675,0.00015306058745068502,1.1986817315727312,9.250667088423278e-05,8.865248036557022e-05,1.0883452232618804
2013-04-24,7.773768893068322e-05,0.8128592337105147,0.0001525954384241217,1.2026701259240298,8.853233767412661e-05,8.97620871205795e-05,1.1388599132792425
2013-04-25,6.90805921567358e-05,0.813210326101709,0.0001553602398268026,1.2025762365799832,8.424630304981173e-05,8.992682894118335e-05,1.2195364923720788
2013-04-26,7.034557142953508e-05,0.8204626553298248,0.0001576995315686635,1.211232894374512,8.641564996734303e-05,9.128142319263191e-05,1.2284447792695137
2013-04-29,6.776168711759701e-05,0.8268934107763869,0.00015823150016087812,1.201650758477541,8.562254041992709e-05,8.951074811110302e-05,1.2635833619569339
2013-04-30,5.8041023931509805e-05,0.8214832197302183,0.00016594105589371778,1.2076346519845955,8.062006685194386e-05,8.9831866852525e-05,1.3890186869735106
2013-05-01,6.311211636341748e-05,0.8347690387762293,0.00016632873399559134,1.2525304261620944,8.552761188255268e-05,9.375404820116677e-05,1.355169447813482
2013-05-02,6.214021471172626e-05,0.8422491362909844,0.00016921587205339273,1.2478502625869543,8.636693294999472e-05,9.201326604356545e-05,1.3898718141007118
2013-05-03,7.476459886581012e-05,0.844567721611316,0.00016802933792299602,1.2445411066264795,9.466186161553968e-05,9.045243607807524e-05,1.2661321407668058
2013-05-06,7.535412832838797e-05,0.8459936889623503,0.00016779247990495212,1.2442605705921086,9.512767773955546e-05,9.03121741953175e-05,1.262408309270008
2013-05-07,7.392273390092128e-05,0.8454517446428224,0.00016646614296638582,1.2113559705892925,9.378660029269426e-05,9.199029326653185e-05,1.268711198078747
2013-05-08,6.958015556766957e-05,0.8435578497878047,0.0001681855861546567,1.224642399880126,9.125400948356395e-05,9.256920938053915e-05,1.31149476081317
2013-05-09,7.111722928104653e-05,0.8450969841853716,0.0001681758533925388,1.2200066914833938,9.242209017000986e-05,9.217463673042887e-05,1.2995738318877574
2013-05-10,7.562958883543677e-05,0.841856260367405,0.00017450758569747458,1.2205658542889846,9.671436184897188e-05,9.256075653187802e-05,1.2787899992344756
2013-05-13,7.357910230951406e-05,0.8322335729073581,0.0001758825113866155,1.2223585943617876,9.467467068460968e-05,9.280229944598974e-05,1.286705976465384
2013-05-14,7.590263764609063e-05,0.8227662588663995,0.00017607718282424315,1.246747709247707,9.511662847555376e-05,9.265130815174986e-05,1.2531399622639168
2013-05-15,7.650099964197039e-05,0.8112125505889178,0.0001790686993534103,1.2558748398777844,9.494630232321325e-05,9.269555476844598e-05,1.2411119170673335
2013-05-16,7.639729836462006e-05,0.8017762631394497,0.00017779277776865115,1.2571395085506731,9.344353352814023e-05,9.209141723259928e-05,1.2231261514270295
2013-05-17,7.425705624970095e-05,0.7896738593168191,0.00017846811793560034,1.2833403136489627,9.09069208708617e-05,9.172659020961292e-05,1.2242192925770312
2013-05-20,7.217439206379002e-05,0.7791068426833613,0.00017836448920739587,1.2877022471692916,8.839806999214696e-05,9.248596662081828e-05,1.2247844071068577
2013-05-21,7.13709588975209e-05,0.7705148844116814,0.0001789224582367381,1.288093958870458,8.707113920849124e-05,9.261364459286234e-05,1.2199799547812393
2013-05-22,7.35750525384875e-05,0.7657348419767357,0.0001799612475302262,1.2902772873009576,8.81116221076967e-05,9.10150201490383e-05,1.1975747086501234
2013-05-23,7.454058968752127e-05,0.7620855908409437,0.00018225245951684871,1.30271286015539,8.882533646910212e-05,9.192908133421484e-05,1.191637158244433
2013-05-24,7.630250921850573e-05,0.7673533011254776,0.00017966475098735597,1.2979422964251892,8.984547636889332e-05,9.154934932766722e-05,1.1774904559377584
2013-05-28,7.438631671877e-05,0.7691608423683384,0.000178289373023711,1.282172347829044,8.857811270157613e-05,8.95250898286419e-05,1.1907850342484438
2013-05-29,7.273626036607267e-05,0.7721664391081199,0.00017404241842018236,1.2509169530441544,8.687882944908673e-05,8.935825332393651e-05,1.194436296447415
2013-05-30,7.309916508279677e-05,0.7712327233623005,0.00017336331688674132,1.2551244526218828,8.682009574852045e-05,8.943275614946227e-05,1.187702973764235
2013-05-31,7.696255068093324e-05,0.7790481717778203,0.0001670094323563722,1.2350595201434238,8.832314785080914e-05,8.157260479268743e-05,1.147612014796313
2013-06-03,7.835861755638394e-05,0.7835263361026267,0.00016860649396965066,1.2415711559759866,9.006045363864728e-05,8.259090532723258e-05,1.1493369388994532
2013-06-04,7.696792659140356e-05,0.7736373424818251,0.00016715143934199213,1.2435344253599745,8.77500511845101e-05,8.229788719360469e-05,1.1400859432052153
2013-06-05,8.390672708275947e-05,0.7702428172836316,0.0001590494430504525,1.191436439501634,8.897994315461775e-05,7.292750525223194e-05,1.0604625665693577
2013-06-06,8.864935953499249e-05,0.7613827782505848,0.00015794600439422073,1.20592465794726,9.009385544610319e-05,7.248342197338304e-05,1.016294487841624
2013-06-07,8.584609796353898e-05,0.7531065461743369,0.00015214487699692232,1.178392822461811,8.606872492602697e-05,6.712485472147059e-05,1.0025933265200073
2013-06-10,7.344670994631798e-05,0.748128813644326,0.00014883563088159758,1.166029002096852,7.821967571148009e-05,6.655590607272235e-05,1.0649854264221046
2013-06-11,7.540176794643908e-05,0.7524141066399168,0.00014741529227922022,1.169681514693408,7.93266223238049e-05,6.440815410082156e-05,1.0520525510774998
2013-06-12,7.564969572692771e-05,0.7553296070758228,0.00014641135328094632,1.169682624897467,7.94927421550134e-05,6.806352442812137e-05,1.0508005536725213
2013-06-13,7.668406692361186e-05,0.7598878055678626,0.00014055806312463946,1.0995065838782745,7.88914477448677e-05,5.894946773804377e-05,1.0287853906269042
2013-06-14,7.978958283363962e-05,0.7640169339654321,0.0001408441217496833,1.0783287185469732,8.099261939849496e-05,5.78429961647317e-05,1.0150776144219686
2013-06-17,6.406673037804978e-05,0.7696900591402261,0.00013838938103609156,1.1036632425267692,7.247421853525498e-05,5.833542191413009e-05,1.131230173720333
2013-06-18,5.269216623890948e-05,0.7617400652561648,0.00013702212514394319,1.0935994410372216,6.472546436441748e-05,5.7221503920299816e-05,1.228369774568544
2013-06-19,5.313666894497608e-05,0.7696582958229844,0.00013644614959832283,1.0985913863439156,6.553537065004843e-05,5.4615038748817995e-05,1.233336073774429
2013-06-20,6.610900161714408e-05,0.7923758839020824,0.00013321355879912828,1.078780861789352,7.43593806453678e-05,3.754104270974007e-05,1.124799631311996
2013-06-21,6.524441916700448e-05,0.7969567067165594,0.0001337844429929261,1.1023481264980544,7.445763228525503e-05,3.8681895754529244e-05,1.1412107462351335
2013-06-24,5.5679700730278476e-05,0.7843201047590884,0.00013438315436163864,1.0547072598747005,6.78444317500103e-05,3.958891012698186e-05,1.218476946897753
2013-06-25,5.683904438603972e-05,0.7762840897710443,0.00013302105192876835,1.0547839417107012,6.750007541091913e-05,3.791682907779096e-05,1.1875652755959751
2013-06-26,5.616484134519195e-05,0.78540981571059,0.00013110550966932843,1.0445290744825144,6.739676704832396e-05,3.556998425623973e-05,1.1999814373924789
2013-06-27,5.600093181678947e-05,0.797107713831468,0.00013052002926017208,1.0547664658491187,6.814801650107569e-05,3.5534329181337024e-05,1.2169086172356232
2013-06-28,5.651835513949762e-05,0.8086129214866828,0.00012972146846957684,1.0884040039566825,6.923749745263945e-05,3.6563292928965e-05,1.2250444529347797
2013-07-01,4.0959150997653995e-05,0.7711892759751188,0.0001234718069601869,1.086930246484861,5.484289307778878e-05,3.727992997632415e-05,1.3389655728198566
2013-07-02,4.708768430286185e-05,0.7402958431389911,0.00011716937664194057,1.1052912503451775,5.49877610800725e-05,3.785971693573313e-05,1.1677737373194736
2013-07-03,4.5307854285029834e-05,0.7263912337359919,0.00011315870085912306,1.1068064118743834,5.201173226717984e-05,3.791116429281904e-05,1.1479628220744287
2013-07-05,5.048108536897671e-05,0.7078806500301722,0.00010957198578670223,1.0505154142891635,5.264706309941826e-05,3.5448776948195704e-05,1.0429067187167227
2013-07-08,5.858594159480322e-05,0.6791167640800724,0.00010831200007157135,1.1121578316634362,5.409778033748805e-05,3.802918198916056e-05,0.923391838807396
2013-07-09,6.185296409698371e-05,0.6857457935994267,0.00010585597867299212,1.12687834313912,5.5488260001517896e-05,3.758324808947471e-05,0.8970994488560623
2013-07-10,6.043816195282401e-05,0.6894096294422335,0.00010499148974499763,1.137876310917301,5.4917406370544084e-05,3.821315287333832e-05,0.908654475849394
2013-07-11,6.428746384905295e-05,0.6888058614351218,0.00010338952550818805,1.175615514323412,5.6156269781194857e-05,3.4959566606312394e-05,0.8735182012009348
2013-07-12,6.999194674271863e-05,0.6878594171972944,0.00010337109200525583,1.1584388204688485,5.850908090500837e-05,3.5233903823200445e-05,0.8359401849484228
2013-07-15,7.060701256657018e-05,0.684979043824211,0.000101963265703982,1.1747173308359542,5.811966087867665e-05,3.585177621650612e-05,0.8231428970866015
2013-07-16,3.5042919617133015e-05,0.697080616709028,0.00010099187712316138,1.1319932849548384,4.146926807335267e-05,3.716251557848681e-05,1.1833850753998738
2013-07-17,3.792838595062833e-05,0.7032283848640223,0.00010051468980217256,1.0986832489265053,4.342035214269181e-05,3.6121346069738643e-05,1.1447983101419716
2013-07-18,3.7451029819475974e-05,0.7057909958283022,0.00010143900764325178,0.999958932230604,4.3502126971806134e-05,3.5746914001435036e-05,1.1615735850655662
2013-07-19,4.0860668714576163e-05,0.7072847208971694,0.00010259461632053283,1.037194412499575,4.5794075637743094e-05,3.7562535406790914e-05,1.1207373026033478
2013-07-22,3.950888193740232e-05,0.7081279811747475,0.00010350654429528691,1.0311010356837451,4.5283817358206135e-05,3.7393461239682637e-05,1.1461680295067218
2013-07-23,3.3171208880188284e-05,0.6923033968535518,0.00010259132383322168,1.024364895135946,4.038614768219538e-05,3.723881946625463e-05,1.217506055569662
2013-07-24,3.471216593235655e-05,0.6851982834456,0.00010209703954171385,1.033919156089368,4.079093850132401e-05,3.7590544673694694e-05,1.1751193682587582
2013-07-25,3.488954269695917e-05,0.6797264176907349,0.00010157576436924366,0.959547692721706,4.046474773902669e-05,3.524510940575066e-05,1.1597958761022522
2013-07-26,3.343176772700175e-05,0.6732281341493963,9.831874081342334e-05,0.9638592174758912,3.8597580453382296e-05,3.59817736016059e-05,1.154518084971268
2013-07-29,3.360094972876798e-05,0.6690472954588186,9.539395796842368e-05,0.9721717340327188,3.7878522467446326e-05,3.746748503580894e-05,1.1273051140877735
2013-07-30,3.816574763863081e-05,0.6494327487556456,9.477792778584871e-05,0.9748924434630898,3.9059319854594694e-05,3.75957877362976e-05,1.0234129362386555
2013-07-31,3.750748633018741e-05,0.6328319972194909,9.579985305628218e-05,1.018631591921895,3.793410405147086e-05,4.1241854033703065e-05,1.0113742018734029
2013-08-01,4.226173154810077e-05,0.6218367844636755,9.605905519713576e-05,1.0600793249049356,3.962043211755582e-05,4.107508906777495e-05,0.9375013911216884
2013-08-02,4.130983358011611e-05,0.6080339560198238,9.680615774754432e-05,1.0576536118957365,3.8450859108945265e-05,4.255063059367349e-05,0.9307919150623989
2013-08-05,3.7225611971094185e-05,0.5981758943126041,0.00010002386333652625,1.0531193722948062,3.6500737794012516e-05,4.5318974434241185e-05,0.9805275416924096
2013-08-06,4.1983018398946586e-05,0.6171504660588687,9.971575142711704e-05,1.0449659078971358,3.993096208572774e-05,4.439812661614425e-05,0.9511217537119643
2013-08-07,4.81253999850549e-05,0.6296900498293013,9.981923681463863e-05,1.2087960854256032,4.364365653714512e-05,6.393782157255008e-05,0.9068736374284356
2013-08-08,4.5117615842124565e-05,0.6365304336945568,0.0001032546589048406,1.2147716438445697,4.344572732378996e-05,6.501879443881492e-05,0.9629437751279928
2013-08-09,4.7210405389653165e-05,0.638467522299366,0.00010273974063198656,1.199625012643618,4.44658816482314e-05,6.436237400854403e-05,0.9418661263598624
2013-08-12,4.729046229109182e-05,0.6360530547487261,0.00010434382578473939,1.202128408439777,4.4680034580127206e-05,6.595544655743072e-05,0.944800122804967
2013-08-13,5.1414947954433665e-05,0.6685862731948391,0.00011285006641454305,1.1576389166175347,5.092758303811423e-05,6.823278806872213e-05,0.990520948951434
2013-08-14,5.361675369996386e-05,0.6864689015935257,0.00011795545625696369,1.1177584915288123,5.459214300134578e-05,6.60669499861389e-05,1.018191875376121
2013-08-15,5.120699157562921e-05,0.700193400709017,0.00011981827764533638,1.1020083552036413,5.484590161806149e-05,6.045081146492417e-05,1.07106275784739
2013-08-16,4.9139520575593413e-05,0.7015413223480327,0.00012835748239894949,1.095027271180073,5.5715920454360156e-05,5.96130642689516e-05,1.1338311770594096
2013-08-19,5.1240075352845624e-05,0.7099235970697977,0.00013047358720234101,1.1200379486042793,5.8046734538176634e-05,5.9997933612399136e-05,1.1328385865645103
2013-08-20,5.687877447837599e-05,0.713918399352436,0.0001297460227559683,1.0908918840912454,6.132968259051118e-05,5.902895951965678e-05,1.0782525318619045
2013-08-21,5.746511661394483e-05,0.7149851050420702,0.00013108907733377527,1.0769029090430944,6.205580217459952e-05,5.7011565052164394e-05,1.0798864742848304
2013-08-22,5.43081375808944e-05,0.714230040793833,0.0001323651334284643,1.0439861590180863,6.055602623959174e-05,5.409440878057077e-05,1.1150451651815685
2013-08-23,4.6628310947370826e-05,0.6955341938709465,0.0001429447638755772,1.0479632725288155,5.678419238962735e-05,5.419787675380361e-05,1.2178050466747428
2013-08-26,5.7057237442025364e-05,0.7014433043848074,0.00014508044671453636,1.0300084215355445,6.38193514305724e-05,5.303600772307899e-05,1.118514570485784
2013-08-27,6.26349019454684e-05,0.6850022588534707,0.00014389034370102227,1.145845055485767,6.503034073186809e-05,5.1879098364326534e-05,1.038244472522448
2013-08-28,6.352118414260544e-05,0.6680703861537834,0.0001409549686006728,1.146408652315807,6.321522795424917e-05,5.232837897665972e-05,0.9951833991685451
2013-08-29,6.345432123592429e-05,0.6612848537663354,0.0001403175871578671,1.1453712715874558,6.239865536593525e-05,5.229862644340501e-05,0.9833633730622686
2013-08-30,6.533098257867051e-05,0.6540761328374564,0.00013941535425869548,1.1268837716495874,6.242279355763775e-05,5.094870001050205e-05,0.9554853010586399
2013-09-03,6.741624909395761e-05,0.6475210503959979,0.00014075683363799326,1.124310860336172,6.307698532902992e-05,5.121171585696649e-05,0.9356347494373339
2013-09-04,5.29054408502055e-05,0.661018866797635,0.0001386096282725296,1.0969840856979285,5.6605772750408046e-05,4.915903573067268e-05,1.0699423696454875
2013-09-05,5.526096611110341e-05,0.6736802957926994,0.00014084602951464903,1.2324698121489135,5.9434058306586346e-05,6.07590618950485e-05,1.075516091902788
2013-09-06,5.903493096893949e-05,0.6742440223308693,0.00014241299685837917,1.322848480444644,6.182248351986647e-05,6.958659660007783e-05,1.0472186975604938
2013-09-09,5.950680039687122e-05,0.6750857704158907,0.0001456218727225488,1.3243937436579782,6.284280470776665e-05,6.768525971907116e-05,1.0560608920097616
2013-09-10,6.058865375686932e-05,0.6767870833270506,0.00014468975284042377,1.331800825562293,6.336750390817015e-05,6.720490927750251e-05,1.0458642002915566
2013-09-11,5.2548421709793746e-05,0.6788486951897535,0.0001483008248316146,1.33860919376951,5.9927285917222356e-05,6.88697124290309e-05,1.140420282233774
2013-09-12,5.463125330927889e-05,0.6821372124170738,0.00015034474914303833,1.3366537193771684,6.182106129839396e-05,6.873466838708236e-05,1.1316061330025153
2013-09-13,5.629719144726608e-05,0.6751008649318838,0.00015456224136714368,1.31692331794141,6.297435565599307e-05,6.796501201613538e-05,1.1186056362151127
2013-09-16,5.4138744378514925e-05,0.6747966153536121,0.000156636075477505,1.3415418803417822,6.214023363831271e-05,6.930807256014846e-05,1.1477959888366602
2013-09-17,5.7555509167455784e-05,0.6761033555780046,0.00015855222424613052,1.353765214585538,6.458664285742351e-05,6.99175759116663e-05,1.1221626529184354
2013-09-18,6.204530316157312e-05,0.6861746389523533,0.0001610702327449364,1.4027377408015878,6.859567926751366e-05,6.932551109167314e-05,1.1055740849373015
2013-09-19,6.178297806302708e-05,0.686079965752611,0.00016051855828678834,1.4487720542123546,6.832376370682139e-05,7.312607948796764e-05,1.1058671150024821
2013-09-20,6.675064824066973e-05,0.6947185156127275,0.0001644942903201244,1.540058083508583,7.279675685673275e-05,7.238106551579869e-05,1.0905775265921576
2013-09-23,6.644616634370019e-05,0.7013161544230836,0.00016451655617100443,1.5287218421998343,7.332526010285072e-05,7.080211404194447e-05,1.1035288284890306
2013-09-24,6.687102886618699e-05,0.7053786782148067,0.00016635082673572768,1.5412897996753665,7.439672402941174e-05,7.09365689829177e-05,1.1125404422636314
2013-09-25,5.221698153901886e-05,0.7259511018333824,0.00016952433528796327,1.573871696625719,6.830134807299891e-05,7.178607580272641e-05,1.3080294199303937
2013-09-26,5.0374063840171386e-05,0.7395733591849157,0.00017042522420449528,1.5580314472322754,6.85254174325349e-05,7.103053652307848e-05,1.360331333401148
2013-09-27,5.122431082106018e-05,0.7372361058391002,0.00016759545111077472,1.639130216917324,6.830866093697409e-05,7.396847103143632e-05,1.3335203508270514
2013-09-30,5.1567877421329924e-05,0.7476691383243904,0.00016919754818726517,1.636094866711299,6.983869494046182e-05,7.335814216999779e-05,1.3543061772710188
2013-10-01,5.3629225784131454e-05,0.7584035679458351,0.00017027271045481584,1.6247496291054695,7.24725689009501e-05,7.138799629703958e-05,1.3513633255245365
2013-10-02,4.9785428743887e-05,0.7827069445242342,0.0001715382234082943,1.5893287871314978,7.233204882705187e-05,7.082149502422385e-05,1.4528758846117862
2013-10-03,5.1677659876475144e-05,0.8005569444537328,0.0001687503818810072,1.590445482213519,7.475943851931315e-05,7.00650857529804e-05,1.446649068437121
2013-10-04,4.988490741732951e-05,0.8026448591200391,0.0001679328432265611,1.5562681951665982,7.346421362198165e-05,6.735470415101879e-05,1.472674149866437
2013-10-07,5.300164613196136e-05,0.8087029506125545,0.00017057472561458298,1.51016096827728,7.689375107729893e-05,6.263934688860478e-05,1.4507804320992592
2013-10-08,5.7418241986777646e-05,0.7982750891808273,0.00016992008443238098,1.4628161844042091,7.884967002571192e-05,6.030620094465936e-05,1.373251205494406
2013-10-09,4.671951297786224e-05,0.7759228768563049,0.00017058363870669824,1.466126405603094,6.926859790970816e-05,6.123702197963546e-05,1.4826481162706184
2013-10-10,5.493659376391755e-05,0.7777859239268733,0.00015496406101250348,1.302961863097294,7.17639670100354e-05,4.270661226481929e-05,1.3063053621131149
2013-10-11,5.397060840252837e-05,0.7675449933954819,0.00015495420014306093,1.3134470395666802,7.019144391163365e-05,4.297871114597405e-05,1.3005494284616104
2013-10-14,5.390763459317086e-05,0.7599211765598707,0.00015594928581122945,1.3212773963329962,6.967634808432048e-05,4.351334431186547e-05,1.2925135485938617
2013-10-15,5.553151341989191e-05,0.7496334259843305,0.00015517512690469586,1.4021569171773436,6.958726261978018e-05,5.1692358032153545e-05,1.2531130223951967
2013-10-16,4.144281603770634e-05,0.7339388219823341,0.0001529364592428537,1.4714078525774714,5.843055414908689e-05,4.9215618090794084e-05,1.4099079101170253
2013-10-17,4.1583055321708076e-05,0.7228957624812408,0.0001525307602186664,1.5020353499821328,5.7572169374141086e-05,4.920804783497663e-05,1.384510323465482
2013-10-18,4.3823960134694674e-05,0.7073545742537328,0.00015400363593473244,1.4866052702355534,5.811101530903084e-05,4.8232768734927875e-05,1.3260101353329168
2013-10-21,4.4710412594374516e-05,0.7020091637749618,0.00015339122993994708,1.4961611190128647,5.813629955986332e-05,4.8555974422522514e-05,1.300285463417487
2013-10-22,4.4371990394003997e-05,0.7003349692372656,0.00015276758879725677,1.4878013455433037,5.766016479742605e-05,4.8069394968245864e-05,1.2994721283726252
2013-10-23,3.6244305626284386e-05,0.7057717840008869,0.00015445294917222212,1.534600528355292,5.280588022732372e-05,4.841449158098039e-05,1.456942802872429
2013-10-24,4.040389782719303e-05,0.7031204277037422,0.0001562853667500279,1.5268620594453697,5.587280897906756e-05,4.805569438893e-05,1.3828569020255144
2013-10-25,3.967999624918889e-05,0.7017865638806942,0.00015868713250187795,1.529266069465447,5.56880122868729e-05,4.817213743822119e-05,1.4034278616649627
2013-10-28,4.081308187982178e-05,0.7012718961394124,0.00015860082778773756,1.514631900821826,5.6420749977041325e-05,5.15522202470337e-05,1.3824182683184252
2013-10-29,4.2024721372673885e-05,0.7033460601107714,0.00015877746943709917,1.5377694630722467,5.745342430802893e-05,5.164731607252914e-05,1.367133973323316
2013-10-30,3.243679795796633e-05,0.6996977576621943,0.0001526494293961974,1.4908479925246083,4.923535374655258e-05,4.940739352638477e-05,1.5178857608064422
2013-10-31,3.3498134377451295e-05,0.7079420588518195,0.00015267270373687524,1.4505969815915976,5.0627761217456434e-05,4.8540024816174756e-05,1.5113606222660465
2013-11-01,3.528785039280735e-05,0.711560514204713,0.0001514792129562397,1.4557138926204252,5.2023667110368906e-05,4.865746994090385e-05,1.4742656900680122
2013-11-04,3.477448195487655e-05,0.7137086688852773,0.00015089793970336364,1.46590644586061,5.1700287880486725e-05,4.876739028213555e-05,1.4867306419567412
2013-11-05,3.766596277267884e-05,0.7165328711602028,0.00015024031447378726,1.462386308964362,5.390187802906314e-05,4.820715139642964e-05,1.4310500531838546
2013-11-06,3.8333959556374354e-05,0.7081761694915979,0.00014968535580886025,1.406973982261876,5.364420402513997e-05,5.2217404828381245e-05,1.3993911572387976
2013-11-07,4.0431492315281525e-05,0.7147441066738038,0.00014012613868130366,1.1704546715291235,5.37984850414042e-05,4.12429140691164e-05,1.330608443089064
2013-11-08,4.3778322206368926e-05,0.7196868840759563,0.00013497830369727293,0.9712877679972424,5.532292421139779e-05,3.1250841504000705e-05,1.2637059033603015
2013-11-11,4.088414418239951e-05,0.7144466048597596,0.0001351788969930755,0.9708645104718618,5.311310383767747e-05,3.133155732526533e-05,1.2991125263799086
