Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_HYG,Predicted_Covariance,Future_Cov_45_HYG,Beta_Predicted
2013-04-02,6.451960799026473e-05,0.7080783733958304,6.770111724764583e-07,0.3232494102338201,4.679776454024832e-06,2.088439680984325e-05,0.07253262379912409
2013-04-03,6.836168011312682e-05,0.6902569325071691,3.172030146517809e-06,0.3559157871909755,1.0164494707308367e-05,2.255071157849989e-05,0.14868702305864742
2013-04-04,6.901245142532413e-05,0.6945366828624068,5.18304170578538e-06,0.3448285472430248,1.3135640906002759e-05,2.2817799869361008e-05,0.19033725993948147
2013-04-05,6.697476452894188e-05,0.6824548779922708,5.928769374575464e-06,0.3521632036467289,1.3599151701711829e-05,2.3046856867673335e-05,0.20304889158416098
2013-04-08,7.273438811092278e-05,0.6804765610906206,6.948769623717821e-06,0.3591410965869411,1.5298083327452084e-05,2.433204857995491e-05,0.21032806798514495
2013-04-09,7.022991067372413e-05,0.7011558575101561,7.935368948691564e-06,0.3427122341697914,1.655233191433739e-05,2.3814334847389277e-05,0.235687782535231
2013-04-10,6.636144982931065e-05,0.6899567441040295,4.718831837555603e-06,0.3756422243169615,1.2209476614800169e-05,2.674588843455486e-05,0.1839844766231654
2013-04-11,6.716170407401359e-05,0.6816927513243716,2.008808892555764e-06,0.3666648594809192,7.918060951852495e-06,2.645554818921932e-05,0.11789547422928144
2013-04-12,6.98842565011876e-05,0.6787794008517806,4.018888692377236e-06,0.363595059528596,1.1375521555974616e-05,2.6565738404605534e-05,0.1627765984142838
2013-04-15,9.593981606210937e-05,0.7130253776532566,5.625752252612968e-06,0.3919003012062336,1.6565125459294475e-05,2.365364614506784e-05,0.17266163454566735
2013-04-16,8.836558039441448e-05,0.7238775667321757,7.266405199452478e-06,0.4296149632511559,1.8342836331796546e-05,2.6354579387076905e-05,0.20757897192463845
2013-04-17,8.959564094882932e-05,0.7157595250030753,3.859422753098339e-06,0.4416807357519139,1.3309806843919355e-05,3.138942803021016e-05,0.14855417856233624
2013-04-18,9.719405369416862e-05,0.7120587181273191,9.73742978074753e-05,0.4510344322053198,6.927201575529637e-05,3.163856176150823e-05,0.7127186604776059
2013-04-19,7.72897485213767e-05,0.7073270404243075,8.129286564852491e-05,0.4805861942126508,5.6067013681359306e-05,3.4875188790685044e-05,0.7254133278212487
2013-04-22,7.797978274745508e-05,0.7069121710681685,6.67278765561783e-05,0.5096888017888749,5.099294821326142e-05,3.7793684821211805e-05,0.6539252408333441
2013-04-23,8.499754389235151e-05,0.7132735632127101,5.8691783411520196e-05,0.5230951579830414,5.03788174404959e-05,3.8687236153646576e-05,0.5927090964451883
2013-04-24,7.773768893068322e-05,0.7204187295618716,4.9518288230181824e-05,0.5276928425033207,4.469753977364776e-05,3.938470731140552e-05,0.5749790145357093
2013-04-25,6.90805921567358e-05,0.7254865209281294,4.305004253784074e-05,0.5303945494654153,3.956345095093276e-05,3.9662100805149195e-05,0.5727144153768674
2013-04-26,7.034557142953508e-05,0.7282812638548891,3.8794372192623274e-05,0.5282815515857127,3.8045376141503916e-05,3.9812567920769505e-05,0.5408354124980538
2013-04-29,6.776168711759701e-05,0.7266754707055718,3.500197106823553e-05,0.529424816421704,3.538986097608237e-05,3.9436759018511156e-05,0.5222694782475684
2013-04-30,5.8041023931509805e-05,0.7238713423049902,3.2132105154737114e-05,0.5275375548158884,3.1260686130429174e-05,3.9241738638460196e-05,0.5385963929119815
2013-05-01,6.311211636341748e-05,0.7252804850273634,3.195020549838165e-05,0.4789680227155467,3.2568607622573314e-05,3.5851577055964854e-05,0.5160436616486449
2013-05-02,6.214021471172626e-05,0.7282619491624653,3.192935629101978e-05,0.4891871318057162,3.243912083630409e-05,3.60713997932836e-05,0.5220310387853008
2013-05-03,7.476459886581012e-05,0.7131195557755775,3.19767008525929e-05,0.4917712542508571,3.4868011214890127e-05,3.574161408033802e-05,0.4663706051238547
2013-05-06,7.535412832838797e-05,0.700410036177658,3.0984320791608866e-05,0.4911267965640604,3.38436251262167e-05,3.564745990638794e-05,0.449127683870598
2013-05-07,7.392273390092128e-05,0.6874733685237576,3.175177511209639e-05,0.5211796122033096,3.330649207342617e-05,3.9578345701137245e-05,0.45055817494611194
2013-05-08,6.958015556766957e-05,0.6821171359444846,3.023402846508833e-05,0.5184441186846284,3.128597301687374e-05,3.9188551841193826e-05,0.44963930824280557
2013-05-09,7.111722928104653e-05,0.677817601913567,3.1317119640719686e-05,0.5213303767129148,3.198830015470284e-05,3.938784797288509e-05,0.44979677186647726
2013-05-10,7.562958883543677e-05,0.6661353450674358,3.096905205582134e-05,0.5252909370204351,3.2238312708420524e-05,3.983507023328436e-05,0.426265872984821
2013-05-13,7.357910230951406e-05,0.6574984144906633,3.0192671223527523e-05,0.5295361868960168,3.099008171005543e-05,4.0202749021836355e-05,0.4211804811058193
2013-05-14,7.590263764609063e-05,0.6518640493513719,2.8605444306859396e-05,0.5463369714558479,3.0374547234181436e-05,4.0600704313780547e-05,0.4001777563489703
2013-05-15,7.650099964197039e-05,0.6532171106354002,2.7211324050792636e-05,0.5493196539582738,2.980340911725212e-05,4.054503558159352e-05,0.38958195653303873
2013-05-16,7.639729836462006e-05,0.6499492263251837,2.5867792780034946e-05,0.5583585349558506,2.8893364620971558e-05,4.0902404592536356e-05,0.3781987745570884
2013-05-17,7.425705624970095e-05,0.6561756844802816,2.6485252825362823e-05,0.5728392523399131,2.9099870665943287e-05,4.094361471896911e-05,0.3918802082335506
2013-05-20,7.217439206379002e-05,0.6684816614521067,2.8350858106744147e-05,0.5800936652564517,3.023877330054312e-05,4.166376464729646e-05,0.41896817466529035
2013-05-21,7.13709588975209e-05,0.6750761432100278,2.998847145684519e-05,0.5773762595783604,3.123134525321645e-05,4.151321363841909e-05,0.4375917843286996
2013-05-22,7.35750525384875e-05,0.6906624254435645,3.3349077642502964e-05,0.5748739045325578,3.421157224545522e-05,4.05510974417259e-05,0.46498875726332595
2013-05-23,7.454058968752127e-05,0.6961039864145906,3.351114759376352e-05,0.5741199643744359,3.4790861517255e-05,4.051416280198413e-05,0.4667371382907008
2013-05-24,7.630250921850573e-05,0.7040443906646205,3.4909573015760805e-05,0.5735443838432615,3.633638522727091e-05,4.045450656474131e-05,0.4762148138957691
2013-05-28,7.438631671877e-05,0.70322965498979,3.695457639158953e-05,0.5857816661042862,3.687039736284722e-05,4.090101956008633e-05,0.49566101655821954
2013-05-29,7.273626036607267e-05,0.7126216666019054,3.864388071753877e-05,0.5157783032389478,3.7781123924916515e-05,3.6844211094634585e-05,0.5194262632525889
2013-05-30,7.309916508279677e-05,0.7151085678675335,3.849010227347438e-05,0.516775605300032,3.793173626389767e-05,3.682237773014815e-05,0.5189079276204286
2013-05-31,7.696255068093324e-05,0.7501046819663724,4.810453629752588e-05,0.4928284793472197,4.564094404294612e-05,3.255009343331347e-05,0.5930279550136225
2013-06-03,7.835861755638394e-05,0.69503321235789,5.022809229075483e-05,0.5003063936768595,4.3603593519994066e-05,3.328102283617623e-05,0.5564620060916534
2013-06-04,7.696792659140356e-05,0.6634165870555095,5.023311987416341e-05,0.5073238156263599,4.12511723412046e-05,3.357500789490486e-05,0.5359527554924662
2013-06-05,8.390672708275947e-05,0.6681812889652662,5.478277818298567e-05,0.5029550108753309,4.530172369059477e-05,3.078574146396724e-05,0.5399057413586452
2013-06-06,8.864935953499249e-05,0.6739782285613908,5.831510467398998e-05,0.4879871525783324,4.8458972206479055e-05,2.933100211926484e-05,0.5466364614552109
2013-06-07,8.584609796353898e-05,0.6677769280540693,5.867312892424558e-05,0.5114476040971646,4.739268501504488e-05,2.9133617812560036e-05,0.5520656866101679
2013-06-10,7.344670994631798e-05,0.6457921048319212,5.712861475138657e-05,0.5101244195295006,4.1831722813599745e-05,2.911745153040994e-05,0.5695520309102267
2013-06-11,7.540176794643908e-05,0.6367886550063964,5.72397185379802e-05,0.5054044676732103,4.183452349739606e-05,2.782994210665302e-05,0.5548215199292517
2013-06-12,7.564969572692771e-05,0.6236206793032625,5.548260819638408e-05,0.5104306973064014,4.040196937880477e-05,2.9701828081803495e-05,0.5340665152791035
2013-06-13,7.668406692361186e-05,0.6265185417587039,6.220831206979699e-05,0.4857297123491464,4.327237240082796e-05,2.6042143291708772e-05,0.5642941765716905
2013-06-14,7.978958283363962e-05,0.6162504082370175,6.219915099449061e-05,0.507427978518495,4.341327462839715e-05,2.721911612896008e-05,0.5440970247822118
2013-06-17,6.406673037804978e-05,0.6026556772658862,5.9572947278499366e-05,0.5332326759271182,3.723146074539548e-05,2.8184641772967692e-05,0.5811356460006196
2013-06-18,5.269216623890948e-05,0.5964923669566291,5.5878498910739384e-05,0.5365694845452806,3.2366838639317735e-05,2.8075465029774052e-05,0.6142628202561368
2013-06-19,5.313666894497608e-05,0.5978700656895601,5.5890847661181395e-05,0.4949326732834261,3.2581743517763185e-05,2.4604932703312015e-05,0.6131687244358907
2013-06-20,6.610900161714408e-05,0.6039412611028199,4.583419089048405e-05,0.5487234145854989,3.324449845422738e-05,1.9095304590980933e-05,0.5028740056725659
2013-06-21,6.524441916700448e-05,0.6000489066381025,4.614475741775646e-05,0.5312290198229033,3.292452491176947e-05,1.8641067256902104e-05,0.5046335814177977
2013-06-24,5.5679700730278476e-05,0.5862456610279196,5.019465200957762e-05,0.4623685956455968,3.09925143824347e-05,1.7355212649931778e-05,0.5566214253299866
2013-06-25,5.683904438603972e-05,0.578253428638406,5.6442851884545435e-05,0.4116558054746439,3.275262214645099e-05,1.4797990562643e-05,0.5762345672809268
2013-06-26,5.616484134519195e-05,0.5708340562243512,5.7592269564683814e-05,0.3871960381329171,3.246566030985356e-05,1.3185422327558885e-05,0.5780424110934095
2013-06-27,5.600093181678947e-05,0.5650545518127583,5.7608243388516414e-05,0.3761246972710416,3.209447832038869e-05,1.2671372515906002e-05,0.5731061480438892
2013-06-28,5.651835513949762e-05,0.5656618934906368,5.735374783981384e-05,0.3276616187445161,3.220568799753121e-05,1.1007298488596263e-05,0.5698270573876697
2013-07-01,4.0959150997653995e-05,0.5188362163227894,5.313740417638674e-05,0.3397490925691454,2.420504664662015e-05,1.165283827684313e-05,0.5909557707386692
2013-07-02,4.708768430286185e-05,0.4878295249211633,4.907165503639542e-05,0.3349356455639333,2.3449689737482622e-05,1.1472603921163208e-05,0.49800048748749826
2013-07-03,4.5307854285029834e-05,0.4684271642577556,4.5133801432613615e-05,0.3349062870666164,2.118262493309326e-05,1.1471461617374003e-05,0.467526552898185
2013-07-05,5.048108536897671e-05,0.44673841418480853,4.3268893566285126e-05,0.4282886942077532,2.087880004761823e-05,1.4452249042607088e-05,0.4135964964899379
2013-07-08,5.858594159480322e-05,0.4322094588200072,4.3906617774835874e-05,0.3924774071940733,2.192077811558062e-05,1.3420392609647164e-05,0.37416447562097505
2013-07-09,6.185296409698371e-05,0.42543967888157086,4.0718692182317965e-05,0.402231477967669,2.135084957759891e-05,1.3415082043145253e-05,0.34518716910836117
2013-07-10,6.043816195282401e-05,0.4193798830990923,3.849618146111422e-05,0.4024238806934164,2.022888962482518e-05,1.3514549099297608e-05,0.33470391837222263
2013-07-11,6.428746384905295e-05,0.41572045476232394,4.072001751102311e-05,0.3258718901344778,2.1270050366634123e-05,9.690532244156018e-06,0.3308584456928684
2013-07-12,6.999194674271863e-05,0.4075166323917012,4.22457556693645e-05,0.3422907108895939,2.2159548976230796e-05,1.041076815966655e-05,0.3166014092690755
2013-07-15,7.060701256657018e-05,0.4021657747444249,4.42624688250028e-05,0.3403067498866069,2.2482616037523266e-05,1.0385989141080288e-05,0.3184190241206715
2013-07-16,3.5042919617133015e-05,0.3983228318032915,4.3480206074844726e-05,0.3826929841462502,1.554823653496676e-05,1.256353211112903e-05,0.4436912421921886
2013-07-17,3.792838595062833e-05,0.3969755882972468,4.3908524967547826e-05,0.3771768219737311,1.6200201104316933e-05,1.2400420712074246e-05,0.42712603498089424
2013-07-18,3.7451029819475974e-05,0.3981192437929327,4.306662369331246e-05,0.33376221784134,1.5988785103210586e-05,1.1931459296521456e-05,0.4269251120805176
2013-07-19,4.0860668714576163e-05,0.3981246338627584,4.168862801828411e-05,0.3289145172953943,1.6431627708316975e-05,1.1911810411648108e-05,0.40213800275998285
2013-07-22,3.950888193740232e-05,0.4000464552091207,4.0424199491864506e-05,0.329761672490061,1.5987424649238338e-05,1.1958993242997758e-05,0.4046539376783361
2013-07-23,3.3171208880188284e-05,0.4101579545376038,3.870936074263027e-05,0.3286522335758736,1.4697375425423102e-05,1.1947521094706184e-05,0.4430762676907203
2013-07-24,3.471216593235655e-05,0.4188759930464048,3.8185905544298666e-05,0.3090859415105916,1.525028198268759e-05,1.1237540985613106e-05,0.43933536191333467
2013-07-25,3.488954269695917e-05,0.42418450199794566,3.67760504389828e-05,0.3113929617422027,1.519444980697442e-05,1.1437762904368337e-05,0.4355015466654055
2013-07-26,3.343176772700175e-05,0.4228579733619722,3.5261979838980874e-05,0.3141865904703098,1.451869362491687e-05,1.1728881730848643e-05,0.4342783709038094
2013-07-29,3.360094972876798e-05,0.4253880486169675,3.4332966605977804e-05,0.2996485559074762,1.4448299184643256e-05,1.1548451154708408e-05,0.42999675012974764
2013-07-30,3.816574763863081e-05,0.4213172153271813,3.308088951883299e-05,0.2991330065631257,1.4970444021913596e-05,1.1535776172105995e-05,0.39224815307327376
2013-07-31,3.750748633018741e-05,0.4204151648449676,3.207176059305535e-05,0.2786112269141763,1.4581384214953588e-05,1.1280274088952803e-05,0.3887593022520934
2013-08-01,4.226173154810077e-05,0.4004885612379656,3.357716681343979e-05,0.3974080297556297,1.5086405749798209e-05,1.5398442206129425e-05,0.35697557097553867
2013-08-02,4.130983358011611e-05,0.41149990442353807,3.299344711499288e-05,0.3876715562884243,1.519183754549847e-05,1.5596476008564214e-05,0.3677535402323877
2013-08-05,3.7225611971094185e-05,0.4043583288242703,4.8894763887532896e-05,0.3620231350616416,1.725116752692265e-05,1.5578971989387627e-05,0.46342199935673967
2013-08-06,4.1983018398946586e-05,0.45837923648538215,5.1314651876130594e-05,0.3647525890938433,2.1275631518617123e-05,1.54974736608813e-05,0.506767553405616
2013-08-07,4.81253999850549e-05,0.4958070023223132,5.845488559336723e-05,0.3306597956356747,2.6297244212953664e-05,1.7489853970800817e-05,0.5464317017857543
2013-08-08,4.5117615842124565e-05,0.526293578833871,6.253620155474472e-05,0.3282310438637936,2.7955476019463348e-05,1.756806464618801e-05,0.6196133261403943
2013-08-09,4.7210405389653165e-05,0.5507023668940139,6.538136776381364e-05,0.3295765491454865,3.0595870125494464e-05,1.7682466518267435e-05,0.6480747172783224
2013-08-12,4.729046229109182e-05,0.5660076693199452,6.982451784499388e-05,0.3232823580310744,3.252468269445123e-05,1.773706713723895e-05,0.6877641096897875
2013-08-13,5.1414947954433665e-05,0.5819235870100479,6.305839856185026e-05,0.3277777091223344,3.313463032030369e-05,1.931965713932922e-05,0.6444551952025537
2013-08-14,5.361675369996386e-05,0.5790394443069063,0.0001480641242231304,0.3324229690276349,5.1592114505034025e-05,1.9648405120996797e-05,0.9622386837095809
2013-08-15,5.120699157562921e-05,0.5549625632939323,0.00012906059031510164,0.3266403093060024,4.5115434243591346e-05,1.7917896594398028e-05,0.8810405152772731
2013-08-16,4.9139520575593413e-05,0.5196093434153017,6.941253020046611e-05,0.322918107076863,3.0346691310691194e-05,1.757959676203848e-05,0.6175618108444422
2013-08-19,5.1240075352845624e-05,0.5210792260819241,2.2007197008568128e-05,0.3083868534026266,1.7498104464361902e-05,1.6519595590885136e-05,0.3414925591710736
2013-08-20,5.687877447837599e-05,0.549909225486085,-2.7776697039012762e-05,0.292273162524878,,1.5815115073236605e-05,
2013-08-21,5.746511661394483e-05,0.5709813156599949,-1.7546758335210878e-05,0.284408207398022,,1.5056656344116885e-05,
2013-08-22,5.43081375808944e-05,0.5723781353272552,-6.989008960869923e-06,0.2740996437508557,,1.4202542866672802e-05,
2013-08-23,4.6628310947370826e-05,0.5701851332475888,-5.3646338800106426e-05,0.2712092214584202,,1.4026220521668301e-05,
2013-08-26,5.7057237442025364e-05,0.5773776747306429,-5.310751782035961e-05,0.273171744821556,,1.40658449631743e-05,
2013-08-27,6.26349019454684e-05,0.5729274724132034,-2.032336445086909e-05,0.2626754251491206,,1.1892850742743053e-05,
2013-08-28,6.352118414260544e-05,0.56587998847199,-2.078868824861458e-05,0.2577122202176611,,1.1763399289794475e-05,
2013-08-29,6.345432123592429e-05,0.5718756828544068,-1.4110349883660922e-05,0.2547203946879054,,1.1630749871031785e-05,
2013-08-30,6.533098257867051e-05,0.5802123228954225,-9.99977590151258e-07,0.2555194950469021,,1.155255442264689e-05,
2013-09-03,6.741624909395761e-05,0.6115274883341582,-5.740626458606231e-06,0.2770864779406544,,1.2621130397923379e-05,
2013-09-04,5.29054408502055e-05,0.6019285675915006,-1.091681179907582e-06,0.2750046433718273,,1.232375498047022e-05,
2013-09-05,5.526096611110341e-05,0.6034515339783749,2.8621547032680707e-06,0.2496183817438464,7.589238205822791e-06,1.2305841941939229e-05,0.13733451909914962
2013-09-06,5.903493096893949e-05,0.6032491085376989,6.118036999157492e-06,0.2226772593115624,1.146455674430766e-05,1.1713626197397991e-05,0.19419954518689275
2013-09-09,5.950680039687122e-05,0.5757108209431125,7.978143430873776e-06,0.2239988348868306,1.254407413622855e-05,1.1447818587702243e-05,0.21080068248616673
2013-09-10,6.058865375686932e-05,0.5679854516928697,8.741733300507405e-06,0.2206062571328075,1.3071686982317992e-05,1.1132162716898806e-05,0.21574479992198162
2013-09-11,5.2548421709793746e-05,0.5652496688742537,1.0040633870612898e-05,0.2259725987135116,1.2983767211417996e-05,1.1625998060282191e-05,0.2470819634340823
2013-09-12,5.463125330927889e-05,0.5633924800777996,1.1018196751574257e-05,0.2274180763229292,1.382250925825165e-05,1.1694506837992645e-05,0.2530146833717972
2013-09-13,5.629719144726608e-05,0.5655189890851403,9.936622687301769e-06,0.2284433939965769,1.3375497870145116e-05,1.1789720636319336e-05,0.23758730278177423
2013-09-16,5.4138744378514925e-05,0.5620690302088195,1.1307274914740145e-05,0.2251321357020814,1.3906656313460944e-05,1.1631000586344456e-05,0.2568706842595306
2013-09-17,5.7555509167455784e-05,0.5697497338566411,1.1873746021010739e-05,0.2218010615790066,1.489434669562235e-05,1.1455304356439702e-05,0.25878229401616026
2013-09-18,6.204530316157312e-05,0.5673231482483847,1.368293661827659e-05,0.1876503762761536,1.6530067132330534e-05,9.273977496645295e-06,0.26641931443681294
2013-09-19,6.178297806302708e-05,0.5740232373779989,1.2509292062220037e-05,0.1913629062973626,1.595806607834921e-05,9.658951562643932e-06,0.25829227691274126
2013-09-20,6.675064824066973e-05,0.5859968635408742,1.0469071945284028e-05,0.1980617766212451,1.5490917018906678e-05,9.308689447048234e-06,0.23207140944989949
2013-09-23,6.644616634370019e-05,0.5943541639811998,9.296602300550977e-06,0.1985892450634149,1.4772105496610784e-05,9.197577995124532e-06,0.22231689666188453
2013-09-24,6.687102886618699e-05,0.6000846080819523,8.346279679111285e-06,0.1950833572127429,1.4176791652312499e-05,8.978547726232616e-06,0.2120019968689449
2013-09-25,5.221698153901886e-05,0.5876023541025296,8.91469657597012e-06,0.1919454294099534,1.2677764836896437e-05,8.754849061172513e-06,0.2427900744784155
2013-09-26,5.0374063840171386e-05,0.580089963364546,8.870188630939876e-06,0.192282585174112,1.2262111850922146e-05,8.76614859939051e-06,0.24342113611932936
2013-09-27,5.122431082106018e-05,0.5737384875512191,9.759542274242274e-06,0.1998138875715567,1.2828230979534685e-05,9.016933250313415e-06,0.2504324757896115
2013-09-30,5.1567877421329924e-05,0.569135929218264,1.0442472385620227e-05,0.1939967736774371,1.3207094912115982e-05,8.698299342846985e-06,0.2561108886489316
2013-10-01,5.3629225784131454e-05,0.5658118535172177,1.138812011241089e-05,0.2030663942685721,1.398295064375732e-05,8.922299622298816e-06,0.26073377788524377
2013-10-02,4.9785428743887e-05,0.5549275187624216,1.1660193922467021e-05,0.2033802399570524,1.3370272981555116e-05,9.062752004977024e-06,0.2685579559902216
2013-10-03,5.1677659876475144e-05,0.5503239818239575,1.1526075852136464e-05,0.2204315217453304,1.3431069457781234e-05,9.710834886494344e-06,0.25990088347431856
2013-10-04,4.988490741732951e-05,0.5805876838167794,9.094984609012184e-06,0.2215186836520251,1.2366687549846465e-05,9.587245596642087e-06,0.24790439012723123
2013-10-07,5.300164613196136e-05,0.5773350400249649,8.802335374631794e-06,0.215296763189621,1.2470146384934684e-05,8.930206061948842e-06,0.23527847331169707
2013-10-08,5.7418241986777646e-05,0.5667314363383298,8.692212028020684e-06,0.2348603742989638,1.2660982391967104e-05,9.682376417088771e-06,0.22050452876775106
2013-10-09,4.671951297786224e-05,0.5634749880909077,8.746962400833899e-06,0.237895162245485,1.1390752783093472e-05,9.93638149043704e-06,0.24381146242879098
2013-10-10,5.493659376391755e-05,0.5559617208578048,8.975394532187757e-06,0.2418712682594802,1.2345325032185912e-05,7.927708986818056e-06,0.22471952093058858
2013-10-11,5.397060840252837e-05,0.5512350195147594,8.90213160251679e-06,0.2385546888682524,1.2082657423213715e-05,7.806004168062027e-06,0.223874767782823
2013-10-14,5.390763459317086e-05,0.5483094502803627,8.996122994364913e-06,0.2345204301642749,1.2074761499055187e-05,7.723410885728142e-06,0.22398982240977133
2013-10-15,5.553151341989191e-05,0.5424633233750209,9.041795019423231e-06,0.2216683704584944,1.215534986944609e-05,8.172095882971106e-06,0.21889102458878656
2013-10-16,4.144281603770634e-05,0.5336917918715304,1.0852063656509011e-05,0.2024948114263804,1.1318042457188058e-05,6.773042081480452e-06,0.2731002267531832
2013-10-17,4.1583055321708076e-05,0.5290590802150662,1.2318897381014973e-05,0.1878768188343423,1.1974249121799715e-05,6.155015917830048e-06,0.2879598199112767
2013-10-18,4.3823960134694674e-05,0.5233433751338301,1.2779842664181162e-05,0.1838122392982784,1.2385264745020949e-05,5.963770885406724e-06,0.2826140017231293
2013-10-21,4.4710412594374516e-05,0.5207761676646869,1.3425936193612018e-05,0.1818594090619908,1.2759325877441291e-05,5.902011957599248e-06,0.28537705507657685
2013-10-22,4.4371990394003997e-05,0.5127366336721954,1.3070676194881047e-05,0.1611834712858423,1.2348034403001179e-05,5.207679080813462e-06,0.27828443784820106
2013-10-23,3.6244305626284386e-05,0.4778428154308598,1.1312218395610569e-05,0.1694325008098883,9.67562088067222e-06,5.3453574610692e-06,0.26695561450225314
2013-10-24,4.040389782719303e-05,0.45392351456977564,1.0875576321679416e-05,0.1680706169407972,9.51525548054863e-06,5.289770712096712e-06,0.23550340418256824
2013-10-25,3.967999624918889e-05,0.4439492295079618,1.0416682103691985e-05,0.1688449999018416,9.025760870407992e-06,5.318645789264767e-06,0.22746375311445474
2013-10-28,4.081308187982178e-05,0.43823532454237774,1.0132840520264931e-05,0.1430152874988534,8.911948752457327e-06,4.867688047395071e-06,0.21836010274106366
2013-10-29,4.2024721372673885e-05,0.43863320603017325,1.0291264476482586e-05,0.1396228419556553,9.121962807503437e-06,4.689353783252796e-06,0.2170618271709683
2013-10-30,3.243679795796633e-05,0.4057343327394919,9.703125799597578e-06,0.120451022050073,7.198078482387527e-06,3.991802703510653e-06,0.22191088318012325
2013-10-31,3.3498134377451295e-05,0.3916147792299536,9.511408595897841e-06,0.1209183278909715,6.990235429513915e-06,4.046181476345119e-06,0.20867536534271217
2013-11-01,3.528785039280735e-05,0.3794648774056518,1.0200237632420644e-05,0.1278802952753503,7.199284414202594e-06,4.274419344994643e-06,0.2040159526313909
2013-11-04,3.477448195487655e-05,0.37694528062424937,1.0179274762174701e-05,0.1253039425358753,7.091972833308632e-06,4.16857862027459e-06,0.2039418687102569
2013-11-05,3.766596277267884e-05,0.39951538306379847,8.079674312575124e-06,0.1220782358346111,6.969553722727232e-06,4.024274544293136e-06,0.18503585756694438
2013-11-06,3.8333959556374354e-05,0.3810812315080469,8.211808154932413e-06,0.1117874042154391,6.761278071733588e-06,4.1487960788353155e-06,0.1763782857283599
